country,disability,veteran,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Yes,Non-Veteran,Black,C,B,-109.72202856064442,E,141.54943972951676,40.477961129168136,-230.437635898326,43.95508234062541,C,D,-149.2753503762198,D,56.721073228970354,D,D,C,D,1
UK,Physical,Veteran,Hispanic,C,A,88.67332080415862,D,33.10450262989106,93.39778777294329,112.3824146955618,117.12964357575468,B,C,94.75810630456509,A,-161.82429109096017,D,A,D,A,1
Mexico,Both,Veteran,Black,B,D,-53.288168941310644,C,27.918586069274788,-15.624475762649496,-105.46155956574368,-13.997097181372087,B,A,-60.960288954700715,E,-201.91380832054637,B,D,E,C,1
Mexico,Yes,Non-Veteran,Asian,D,B,-4.783396271914177,A,67.16306813605058,-24.27557645606135,-163.52633312258388,121.83300474139125,C,B,93.84388200542878,C,146.45210803199976,E,D,E,D,0
Mexico,Yes,Non-Veteran,Black,C,B,-213.59488623244482,C,-19.02230472858331,-105.07469570930832,5.132011741208651,123.65044655819351,E,C,154.67591472242077,D,-17.975193847437183,D,D,A,C,1
UK,Yes,Non-Veteran,Other,B,D,89.25070940345458,C,-119.24712730125574,-22.62486683559136,-20.22905533651363,-77.43394595450248,E,E,-114.25205776796304,D,-103.11201215163652,C,C,C,B,1
Germany,Mental,Non-Veteran,White,B,E,16.861777286363626,C,69.9039731218265,-56.03837712420646,-97.67161258863246,165.7922579378876,C,C,56.86413843009319,C,35.116901915685574,A,C,E,B,0
US,Mental,No,Other,D,C,208.00224824483783,E,120.51622719330734,-7.974827324733061,35.476119429516864,-147.88050294505842,E,B,-22.027027229403178,E,-67.29486540227145,B,B,B,D,1
India,None,Non-Veteran,Other,D,A,-27.484305197886194,D,-291.4342931508676,-25.751674361019827,-85.33150893207369,48.08192607143976,D,A,-65.333477935323,B,56.34791770168197,A,E,B,D,0
Brazil,No,Veteran,White,C,C,-36.87678980028382,C,18.50250946445279,34.188494238305736,13.807602310623125,179.74491123130306,C,C,139.52639656805306,C,-115.12328001798826,D,B,B,C,0
India,Physical,No,Hispanic,C,D,-107.22514550193046,B,-17.40074101205184,48.58326786837936,-86.69470779531741,-65.16402342995929,A,B,-16.935670700808405,D,-107.78549943840386,C,C,D,D,1
UK,No,Yes,Hispanic,E,A,67.71007483303546,A,8.051937938781231,-15.901041905178683,19.97370738369648,-77.53023845116638,D,E,-22.98960714362413,E,60.47711679286579,C,B,A,E,1
UK,Yes,Non-Veteran,African American,D,C,51.97563842577385,D,250.92122034368282,-25.64321855794538,-80.37444594312349,10.440466247057394,C,A,-47.83123642928373,D,244.5631154060501,D,D,E,D,1
Mexico,None,Non-Veteran,Other,C,E,124.11983137487192,C,-13.052354992779541,160.05116360523672,-50.00084874284095,64.36412076384411,E,C,186.31517071486718,C,-131.5924662862076,A,E,E,B,1
Germany,Yes,Veteran,Asian,C,A,41.754433614065114,E,-36.29058724566893,49.307243781947705,53.19713234966355,-120.02307213640373,E,B,22.218641080157706,A,-72.62209999213344,E,D,D,E,1
China,None,Non-Veteran,Asian,E,B,-236.45847963840717,D,41.6073068302258,209.52913482543596,-92.19381423682323,-32.1160411347574,D,D,84.05338987968754,A,57.390210096897555,A,A,C,C,0
China,Physical,Yes,Asian,E,D,-61.55107866702129,B,-182.062632443358,151.13432304027242,82.38843470973637,-76.65362182366242,B,B,-63.639371899079634,E,217.8544179972482,C,C,B,B,0
Mexico,None,Non-Veteran,Asian,D,A,-58.61851306460055,A,-207.2682920023804,-28.441037103996603,-32.59331479368462,-254.61376131053433,C,A,66.85265367400712,B,-75.0874611713135,B,E,A,D,0
China,Both,No,Other,D,B,-28.313628112480394,A,-43.36605277393038,-113.11546680082571,97.60489909610035,85.32619946900691,C,D,-175.39303766967473,E,-54.951768991532646,A,D,D,E,1
China,Mental,Veteran,Black,B,B,13.019792018173092,A,27.287499889490785,-100.74841447796523,-19.620846899340545,-93.77313911119481,C,D,34.937771605548846,B,16.919626590292037,B,E,D,D,1
UK,No,Veteran,Other,E,E,-102.01617981547602,D,-143.34142194907778,-101.91369546012781,-12.194119332452411,30.51931408472832,E,D,62.54829853208156,A,7.263203919711776,C,D,E,C,0
Germany,No,Veteran,Asian,A,A,17.24431709531341,A,-166.13635636276487,89.32954715489458,35.54285565507768,-224.16548487862192,D,B,173.5541885752047,B,110.73498688585101,D,C,E,A,0
China,None,Non-Veteran,Black,A,A,100.37559209863257,A,-22.307846954704647,74.14949931972141,-1.5092096279382408,184.23961869190023,C,B,40.79806902554323,A,-21.188061523546324,A,A,B,D,0
China,Both,Yes,Hispanic,C,D,-30.03771428132818,E,72.08878319797549,35.58505640885914,30.94458071452941,83.75607306573608,A,C,50.080299688063576,D,-52.83290990641639,E,A,D,C,0
UK,Yes,Non-Veteran,African American,C,C,-0.7050638889204147,A,30.48874456878428,8.903023263847233,-14.371595967841754,-146.77507419160457,B,E,78.09686911233847,E,-58.41608381870046,E,D,C,A,1
Germany,Physical,Veteran,African American,D,B,-25.781649449019145,B,80.0200963648444,50.77611524136674,-84.93529171473473,-264.1558361451979,C,B,-105.69393440734302,B,71.2981862341359,E,A,D,E,0
China,Yes,No,Black,E,B,-78.66637695441175,D,77.7594141329837,-46.823773338212185,134.6472249079203,148.131552656785,A,B,-42.47774531868424,A,-75.83276243249438,D,A,D,C,0
India,None,Veteran,Asian,E,A,250.25881080778717,B,-91.06485208352908,-16.179695519667213,115.32119266231622,2.318521366418972,E,A,-5.42428777250788,D,-68.02721108143834,A,C,B,C,0
US,Mental,Veteran,Hispanic,E,C,59.3023400953068,C,4.139056130743548,-170.97343805237543,-40.68438413612676,-68.84898535117976,C,E,-137.79138952053864,D,-20.455330366097773,A,A,A,E,0
China,Mental,No,Black,C,E,57.599773009818314,C,96.9640085284016,135.04631129134182,120.05481366104938,-24.968592036154895,C,E,-68.74440987988525,E,184.9637577152031,D,D,B,A,0
Other,None,Non-Veteran,African American,E,E,-121.03433781004915,A,112.91777323665735,-122.23539995312368,29.60933065900204,-42.434182449757984,D,A,30.49495209942249,C,29.76424727816519,E,B,C,B,1
China,Both,Yes,White,E,D,-211.8746582145858,A,-226.0368605508378,182.17106107328692,-16.32038855407139,-21.893596914401375,C,D,113.15000671610551,E,-42.59570650939959,D,C,A,E,1
Germany,Both,Veteran,Black,A,B,-37.35964935246566,C,-92.34400272364847,-109.84615162885969,-228.20706178687945,-57.92490604770288,D,B,142.54965806354537,E,-99.83154224034962,E,E,E,A,1
UK,No,Yes,Hispanic,C,E,92.44783059155536,C,149.40922572254053,11.852562209703922,-123.51991415775659,67.37531833906199,A,B,68.08789369847756,D,-89.2532404783696,A,D,B,B,1
UK,No,No,African American,A,A,56.974734196893785,C,116.80727384250874,-56.21017604319463,-160.41489180802895,-8.64108792394221,E,C,1.4715398852915218,E,-51.9463459017741,D,A,E,D,0
Other,Yes,No,African American,B,C,60.04054097582247,D,-19.14776516355461,-19.368903235954168,-0.47565231202211977,154.27469865514763,D,B,119.36702204645793,A,91.47601108394976,E,C,D,A,0
Germany,None,Veteran,Other,C,B,18.954789854086567,A,90.59165396886542,64.87966863280977,-104.27070927362261,-149.5015147652719,C,E,-162.47504357465175,B,-1.1594385192225185,B,A,C,C,0
Germany,None,Yes,Other,A,B,-169.29016985935235,A,-5.13382882399908,26.54604485499422,15.483011476272745,16.862072930028738,A,D,82.81366642580088,D,77.31880629819685,E,E,A,A,0
UK,Both,No,Asian,B,D,-68.0101357428458,A,-41.95224795247301,-87.75628909195362,-107.11247888031397,-16.108629636613717,B,E,278.6625595132257,D,80.43039665846777,D,B,A,A,0
China,Both,Veteran,Other,D,C,-95.66464140600786,E,173.88541866216153,-75.05991533364217,82.09898002457267,-127.26292112932435,D,B,21.775145581953314,B,88.35010601003752,C,A,D,A,0
Mexico,Mental,Non-Veteran,White,C,B,-102.70074299289413,E,-63.1090829851669,31.85185504459953,-75.06535313683762,68.6656336773434,C,B,-21.34268601788425,B,-70.41675611701683,B,C,E,B,0
India,Physical,Veteran,African American,B,E,-88.68168417099587,A,-58.08824001046996,41.75900473084095,-13.450323074211415,38.91438364017265,A,E,-219.7258758282702,A,252.1158830564586,A,C,C,D,1
US,Yes,No,Other,D,B,101.4892325036513,C,57.35470415667954,108.26352949040663,172.23541683993665,-115.29447831925808,A,A,1.5535737430491985,B,8.950004676178946,A,A,C,A,0
US,Mental,No,White,C,E,-7.203529893075176,B,68.53120155416858,-28.571325324031204,-232.49687261432297,-162.90723092371184,B,B,128.69828857299274,B,-113.56291188168652,B,E,B,B,1
Other,None,No,Asian,C,C,98.92832728456396,D,213.9790955179033,105.11394289475228,57.154010476933706,-36.942081991085594,A,B,-162.22871787325082,E,51.111956106284765,D,C,A,E,0
Other,None,Veteran,Hispanic,C,D,226.59542569032084,D,72.1972103208699,-61.30264805866452,-27.327282434428767,-72.35183022275007,A,E,93.79975276493731,D,-11.5233103143037,B,E,B,B,1
China,Both,No,Asian,C,D,-16.71932523473538,D,41.79030161789573,-108.92337129546448,-267.07291797095394,97.59452833142987,E,C,11.792740154150339,C,235.03134081978985,A,E,A,A,0
Mexico,None,No,Asian,E,B,-4.417641462821039,A,101.77638716054662,109.92186146812935,-50.463943945298254,-181.9883196479675,E,E,47.480737052159874,C,-179.62522781250948,E,E,E,D,1
Germany,Mental,Veteran,Other,C,E,-103.10141736107742,B,-195.698585030322,-10.523041329310406,-77.25122636500717,-4.879223970187827,B,A,22.755997075485066,D,19.176076815315756,E,B,E,E,0
Other,No,Non-Veteran,Asian,C,B,-125.15903122000577,D,-108.3780300603104,21.339430315803927,13.094806546841864,-11.734033080391539,C,C,4.397389986434148,E,46.9951824319486,B,A,C,D,0
India,Physical,No,Asian,A,B,-211.8329939047755,C,2.380365817688296,-23.170623862655503,56.099388866824896,151.95273820311047,E,C,-42.27354700107571,B,-113.9003427582676,C,C,C,E,0
China,Physical,Yes,Asian,C,B,-94.33520099318208,D,217.5425116900843,-210.63525435465618,25.556456840959473,130.21988752193892,E,D,-36.286624321683,E,-150.43204813226492,B,D,D,D,1
US,Physical,Yes,African American,E,B,37.98989492128463,A,-99.64910392827593,-47.700099773247985,-62.465610421078274,6.185835917026656,C,A,72.25544885021326,E,135.59407306083443,D,C,E,A,1
Brazil,No,No,Asian,D,E,145.04670738253026,D,109.80079553069476,315.87553064850107,-339.62488223338624,-18.806672491999457,B,A,-66.10253956360575,D,-275.5359706630506,D,D,C,C,0
India,Yes,Veteran,Hispanic,B,E,-64.41913894263224,A,134.62658504056122,-14.399817586360186,204.73292043483173,8.372628921071158,A,E,-139.74679884642904,B,-7.350385876182777,D,C,A,E,1
Brazil,None,Veteran,Black,C,E,-82.80213053959848,C,51.4004221657228,-9.991913511360826,50.935277079642994,-104.43829566045397,A,C,-64.32160352519023,B,64.17858717677845,C,E,C,B,0
Other,None,Yes,Other,C,B,64.0217951387185,E,-105.74563532859015,74.23255561431597,1.264869810524959,55.29368221816217,D,C,35.65313587795937,D,19.92856433095809,B,B,E,B,1
India,Yes,Veteran,African American,E,C,24.940012948043798,B,-29.14271205440338,26.429696805901802,11.922100272310903,-63.40212328192973,A,E,155.3701764940106,C,25.190278795458227,B,A,E,A,1
Other,Physical,No,Asian,A,B,74.42780977486446,A,-106.05517819256364,-65.77118086144543,-179.10656766222448,-37.94044656806262,E,E,93.56085269837025,B,247.7951484948323,D,C,E,E,0
Mexico,Physical,Yes,Asian,E,B,-7.825672449896926,C,-235.65423006481484,-50.242418856808825,66.92268689809752,-74.61150199303533,A,A,73.5194212118437,A,24.892582823587805,E,E,D,A,1
Other,Yes,Non-Veteran,Other,E,E,-63.729746585708355,A,121.29756735952925,-49.337833589376054,-80.57417570285781,-22.585869341621173,B,B,-70.2101539207873,C,24.6393714359117,D,B,B,A,0
India,Both,Yes,African American,A,E,88.82113409218888,C,187.61951515177864,15.444674321932098,-257.35259906005274,-332.4824973619923,B,A,109.89266626275818,D,117.18324747544453,B,E,E,A,1
Brazil,None,No,Asian,D,E,37.22609113253306,A,-77.57376412754931,12.613048915161446,87.46711286526659,-83.77082926805053,A,A,-41.8793574775535,A,-23.62677732904893,D,E,A,D,0
Mexico,No,No,Black,C,A,52.82403921484673,E,-234.92155839729563,51.49407331218728,-277.37359129535963,-204.52248008685206,D,C,-136.56196199480718,D,87.44069448676804,B,C,A,B,0
US,Yes,Veteran,African American,B,E,11.696788853027053,C,-14.437330693616646,150.2520428583441,23.581014230784632,141.1793002789655,B,E,-25.835508697680538,E,-46.90374220792333,B,B,E,E,1
Brazil,Both,Veteran,Black,A,E,152.93122518068506,B,59.432444827223385,42.24741947749902,87.93768319708384,66.06694143435745,B,B,-6.40950521000471,B,5.368436175741821,A,C,A,E,0
China,Yes,Yes,Other,A,D,-20.102558187664872,D,173.45718325988875,-126.50353417954688,-8.709821721620253,196.23436020225398,E,A,-54.97944713876157,D,66.40445737215748,A,D,D,C,1
Mexico,Mental,Yes,Black,E,E,97.83357185279674,D,52.173061154978726,-1.8583138331473323,10.901928536998877,132.77150722883604,C,B,-89.6982110733602,B,19.934012196869713,A,A,D,B,1
Germany,Yes,Yes,Hispanic,D,B,-183.24094362013244,D,113.60315986366763,-107.41897572867391,55.76482579257268,157.41841969474441,E,A,-47.0338938119939,D,160.84163719514578,D,B,C,C,1
Brazil,Physical,Yes,White,E,B,-54.911754559491435,A,9.574998403778777,-54.91605100157278,80.34380104740896,-10.636977751390685,B,A,-18.69136720453478,D,-87.0355327604158,D,B,B,A,1
India,No,Non-Veteran,Asian,A,D,48.06284890086599,D,-61.441723250013794,-126.54042541959083,-30.609378586857357,-20.256174400399043,C,E,-12.559266731159068,A,163.04943096976908,E,D,B,D,1
Other,None,No,Black,C,B,-109.38214462387457,E,-225.1308304954517,-22.6726084989869,36.98637704943183,-101.96888346854426,D,E,-101.10441347513618,D,-59.90535095696495,D,E,B,E,1
US,Yes,Yes,African American,E,D,-59.84648729054184,E,-165.67051026388637,-28.10935353432778,-35.35602339294743,209.67386676649315,A,B,-6.067065502137275,A,6.533410672581032,D,D,A,B,0
US,No,Veteran,Black,B,D,215.41337332687633,D,204.63545834647476,-74.35878325659394,25.554452035972048,33.014451023611464,B,E,67.0780091144647,E,48.81467020816753,A,B,E,D,0
Mexico,Both,Yes,Hispanic,C,B,93.61455906915207,C,-112.24476271702785,168.35754989887528,-50.22323120119222,194.13787170666117,E,A,12.142231580277581,B,-73.15441413733876,E,B,B,E,0
US,Physical,Yes,White,C,D,-29.57520736645033,E,87.13556414910545,-104.04136327788916,-54.847698826210575,59.32001269599003,D,A,-254.19180859923293,C,0.03215147712468943,C,B,B,B,1
China,No,No,Hispanic,C,D,-69.86127784992256,D,-12.491646207423782,-187.28235638227292,15.669586561858996,17.28831473258342,C,A,-13.245946135831288,E,-19.34354728769273,D,A,E,D,1
Other,Mental,Non-Veteran,Other,D,C,-34.25383017615686,E,114.20639581622791,-11.19842198719369,-34.02805261818862,130.48591206879988,D,B,-104.16160533059984,C,-50.9845359194774,E,B,C,B,0
Other,None,Non-Veteran,African American,B,C,49.09841481065681,A,73.41089406571625,29.11206180543582,-45.67307515454759,-88.15504028776805,A,E,-210.8579016879811,E,2.3476293447854584,E,E,C,E,0
Germany,Both,Veteran,Hispanic,B,C,-113.41197883621714,B,9.221661291480155,75.53236062271566,-68.35471890342176,81.53008163101111,D,D,103.82277352721209,D,67.3652286194095,E,B,C,D,1
Brazil,Yes,No,White,C,B,-46.2650470290761,D,-58.20106677011958,-36.3708636175496,56.08556810763995,2.32357779366993,E,D,36.44178426566134,D,39.56118535647706,D,B,C,A,1
Brazil,Both,No,Black,E,B,-27.980426018557292,B,-31.87619533525397,-104.50004699787495,-102.52522685609982,52.58616570735861,C,B,-129.80203892794646,C,-45.98999762463619,C,C,E,B,1
UK,Yes,Veteran,Hispanic,D,D,-80.14932562808112,A,-31.205676261511208,54.00615458469073,-45.17124338786448,41.362321400774206,E,E,-66.68770557293492,A,-217.5857058314155,C,C,E,D,1
Germany,No,Non-Veteran,White,A,C,144.9645998825287,C,77.82658944244284,-12.155729554006358,-43.7564190130512,189.99218483054682,D,E,-94.86830687485826,C,-134.1375312185465,D,C,C,A,1
US,No,No,Black,E,B,-143.43976157600034,B,-87.76410926434583,73.99768248392137,-115.54739145604506,118.26291551299641,E,E,149.93841020542158,E,172.41147352727873,D,E,E,C,0
Brazil,None,Non-Veteran,Asian,A,B,120.46728016756254,D,169.8264348180964,122.19889427476906,-14.416066016775094,15.843394462415628,C,A,34.54635826322309,D,38.46987292510728,D,A,B,A,0
Brazil,Physical,Yes,Hispanic,E,E,152.1836311217876,B,-75.78733614856189,0.9042551680153532,-75.76034537254087,9.365866938390411,A,B,209.34408232430707,A,2.1962962798183345,B,D,E,A,0
US,None,Veteran,Hispanic,C,B,-162.72973545846597,D,22.975845297252018,74.95761641089273,-20.128997707016637,-203.79825698332107,B,E,193.08420148707404,B,29.54868664686084,C,C,A,C,1
Mexico,Both,Veteran,White,C,A,-14.430682786999286,E,-26.544354990361548,0.5073050931670623,35.08788926645472,164.70158581343844,B,C,-11.442776575059277,C,4.170018347607887,E,D,C,C,1
Mexico,No,No,Other,E,E,-134.78108881960912,C,-42.079574066223294,155.35520633235282,-140.0141576246185,67.4832460369222,A,D,-15.91328286259302,B,7.005746052732806,C,D,E,B,0
India,None,No,Black,D,E,-41.653737394468,B,19.111445519861224,82.6173424133509,-23.62291250591932,-14.455201636687379,A,E,-153.19185086351285,D,-98.76991574170323,B,A,C,E,1
Mexico,None,Veteran,African American,E,B,-69.0390581796135,C,15.948092703216222,-214.07823612076754,-42.283857023414214,51.05936988897361,B,D,23.653774119850326,D,-43.03229869942705,B,B,B,D,0
UK,Yes,Yes,Other,C,D,208.19541791136643,E,-88.02148204244111,124.62133901643892,-20.669915043358607,40.8848926949499,C,A,-126.92878272936814,C,-189.31967136585297,C,A,C,A,1
Germany,Physical,No,Hispanic,A,B,78.04878643752555,A,-29.41715204955316,25.07589279857069,103.26558456602541,5.126012981973634,C,D,64.17762992397617,D,-41.74792828409789,E,D,A,B,0
US,Both,Non-Veteran,Hispanic,B,E,-20.080622667929855,A,-56.22377921977611,-101.63615047761306,-168.19255157547866,-102.46902223277343,E,E,-8.302719170118195,C,-2.7098650560455377,A,B,E,A,0
US,No,Veteran,Other,D,A,211.16801332593363,A,68.37773070771806,-70.08140510171413,-25.734309885919515,-24.324205533967184,A,E,-8.930974790408856,A,36.47818948831754,B,D,D,B,0
UK,None,Veteran,Other,E,D,96.85804030331546,E,61.174882273699346,-98.86397503439616,-230.00407449070175,61.78702516689777,E,A,-53.83102705648405,A,-60.94302290430296,D,D,E,A,1
Brazil,Both,Non-Veteran,Black,A,D,239.30200954208004,B,-144.28412026187743,34.96399530434502,28.87482822746474,-32.68595122962131,D,D,-207.62086891582396,A,24.74961635729019,B,C,B,B,1
China,No,Non-Veteran,Other,A,D,-24.85152337576359,C,-32.262558113132314,165.1759979018995,-19.410630811747794,131.12031895707804,A,E,18.90116102937112,D,-63.73491484289896,A,A,C,C,1
Other,Mental,Yes,Other,E,E,53.8986788936364,E,115.90001932229758,268.0924932328816,71.4657877799335,70.52800057447314,C,D,-74.33940586249041,D,88.77503342561323,E,B,E,C,1
UK,Mental,No,Hispanic,A,D,-40.371594456886115,C,-340.3946250206951,84.57735337382427,17.67209709788242,-39.22622278247279,C,E,-113.19787332719764,A,45.51701098429194,D,E,C,D,1
UK,Mental,No,African American,D,D,103.40448975942232,B,-111.78820148381017,108.62838171560595,138.74629214718897,67.8284546951056,D,E,14.96004859388402,D,13.641890911472135,E,A,D,A,1
Mexico,None,Veteran,Hispanic,C,D,-123.37804789879725,D,-253.49816200146265,-63.05179209029942,95.57386754111988,110.43059900694962,C,A,-1.5639855317874989,E,-170.6022969887047,B,C,A,B,1
Germany,Yes,Yes,Other,B,E,129.80728525419235,D,68.42336407967586,-49.80752230793706,47.10817562661763,-97.51167086978052,B,C,-225.237005852666,A,84.77755331676386,E,E,B,A,1
Brazil,Mental,Veteran,Other,A,B,-33.945093675085744,D,-57.928309537194245,117.15184543337189,56.49735243623154,-112.44538777379702,D,E,-175.0677546506611,A,-7.767054868007461,E,B,B,A,0
Mexico,Mental,No,Other,B,D,-109.711018379096,E,113.48818245751121,-119.1057280390381,18.293704859796055,-33.54123970898618,C,D,99.05305136555785,E,-11.458093546713055,D,A,E,A,1
India,Yes,Non-Veteran,Hispanic,D,A,-162.12588892338542,D,22.107762296795467,25.495817175179823,-16.01326393787064,131.9217685200931,B,A,34.34514069916446,A,-56.62228082886563,B,D,D,E,1
US,Yes,Non-Veteran,Hispanic,C,C,-17.34363785848502,B,-273.4658405130513,19.6960238666406,-63.80151011861782,98.46931215729337,D,C,22.667048124023285,E,-29.996991204824695,D,C,E,B,1
UK,None,Veteran,Black,B,D,-160.66341945789412,D,-153.36952044921847,-146.25712689923535,15.652678892664932,93.19878550107919,B,C,-62.784669865583155,A,-50.248557421269744,A,A,D,E,0
Mexico,Both,No,White,E,C,-88.6505564960725,A,149.88086136077172,8.269412586606677,33.19243247125721,-148.28847198456577,A,B,72.68372120461555,D,229.50098944974764,A,D,E,C,0
China,Both,Yes,White,C,C,177.61102981534907,E,-44.52531024251391,72.60052314340471,163.00331963585856,144.20572740356005,C,B,-1.5586052818770677,B,-134.82325559893644,B,A,D,B,0
Germany,No,No,African American,E,A,129.87119655531535,D,126.59168538660666,19.18474379149292,-11.671522180027468,83.89175862577093,A,D,-187.31656874097612,B,126.09117649018768,A,D,D,B,0
UK,None,No,Other,B,A,-32.49656932819535,C,184.66615881588132,69.32365156550722,-253.9675029932514,63.96579093815814,E,D,54.832041133308365,A,144.94837544954424,D,D,D,A,0
UK,No,Non-Veteran,Hispanic,E,B,-16.453800837152233,A,-42.701320123790495,-191.85219435292757,43.921532306556735,20.802278038668238,C,D,-13.492624588647228,E,13.81363120194314,A,C,C,A,1
Mexico,Yes,No,Asian,B,C,59.62163813390657,C,-70.71559281048677,105.18935426146247,114.34821685367716,-78.37508161620424,D,B,42.98461761684544,B,132.9530214444696,E,E,C,C,1
Other,Mental,Non-Veteran,Asian,E,C,1.2090043524397744,E,-65.78484232804524,47.45476498540683,-22.6590298835633,-124.47395655913304,C,B,-17.221485851339867,B,11.127376648969936,B,C,E,A,0
Mexico,Mental,Veteran,Hispanic,D,A,-4.964205141227753,A,117.51573186938926,-74.38530970148915,93.46690791853278,79.42633912959761,E,D,82.99135051789793,A,60.39715051875645,B,C,C,B,0
US,No,No,African American,C,B,83.05282628139506,B,0.5923439882881467,-180.54330883451894,234.00298042879933,-54.863954133632156,C,C,-166.0208168349887,D,-203.90271376867486,C,C,B,E,0
UK,Mental,Yes,African American,C,C,-3.6852614341494463,D,-185.09307808941566,117.50535417118367,11.600300155603344,10.60970141224539,D,B,2.980362599516491,A,152.15277812084068,A,D,A,C,1
Germany,No,Veteran,White,D,D,2.3424224000315723,C,1.3813967090321437,-170.819811305818,-68.36742165481206,21.60432885363295,E,C,-117.92313584798345,C,-104.97593420907086,A,C,B,E,1
India,None,No,African American,D,D,0.6500695403100155,B,112.08823876870804,35.81600737879286,-102.72444715817642,-65.76948321411761,E,B,8.740956012433351,D,56.58750210956273,A,A,C,A,1
China,Both,Veteran,Hispanic,C,E,-93.34129890913977,D,-80.81612433128524,-124.87526740075192,-0.4292788314897403,44.812919523464274,D,D,76.7276163930881,B,-151.11725155717102,D,A,E,D,0
UK,Mental,Non-Veteran,Black,E,D,72.23712983367854,E,-67.42750960059435,47.83191576467104,-142.60887988342458,-80.33569663661271,B,E,59.03533304161452,E,-1.6871899754855837,E,B,A,E,0
Germany,None,Non-Veteran,Black,D,D,-258.7482608267644,E,-3.4364398824380906,49.02700362524546,-166.81002480092025,128.55127711429571,B,C,-33.23667306732027,A,-89.41425346435497,C,B,C,B,0
UK,Mental,Yes,Black,D,A,63.66650739903205,B,-93.53932532481163,-5.4015320884981035,-134.61066359290749,43.37845594465984,C,B,-25.88434050334546,D,96.59807995476933,E,A,A,C,0
UK,No,Yes,African American,C,E,96.81469285167799,C,-79.78989153710813,16.440364847809864,6.0224243098444745,54.03320373940402,B,C,-15.506899173374345,D,-29.686947837430417,D,A,D,A,1
US,No,Yes,Asian,A,E,-161.46700769265792,A,-70.36237965403713,-36.7057738710839,-36.07755456213943,-29.256825245356065,B,C,32.858644214995245,A,-62.45368661485531,A,B,E,E,1
Germany,None,Veteran,Black,D,A,-92.59997453202395,C,-37.368090192598395,-233.4610661294457,73.93950051946769,-273.9203312844136,A,C,8.954624139749901,B,-29.957830435683793,B,A,A,B,0
India,Mental,Non-Veteran,Asian,A,C,82.47686046426954,C,-49.39870643968197,-42.5898729130606,-40.906884557277436,-71.37166513258461,E,E,316.3542094362226,A,-1.4528313184193644,B,D,B,B,1
India,Mental,No,Hispanic,A,E,52.04776224661158,A,-52.24303862895216,-47.87535649092254,69.6620331247598,94.10486745000401,C,E,-60.390592762730535,C,45.32073180475674,D,E,D,C,0
Other,No,Non-Veteran,Black,A,E,-87.54323722579241,C,129.17730070203794,-217.7295494044577,39.0896949685626,-91.12786926543781,D,C,17.74489490903591,C,-131.51647798370922,C,B,C,C,1
India,None,Non-Veteran,Other,B,B,-25.929717156310865,D,-7.277648445577337,95.51024230934078,-87.29869727132652,101.37435237624383,C,B,54.39419551869506,B,-94.36489948935206,D,B,C,E,0
UK,Both,Yes,White,A,B,-18.682753460568772,A,20.585457728271674,149.67572649816816,85.06680358128553,-54.775433810744644,E,D,-8.018561877655909,E,52.45859995589309,D,D,A,E,0
Other,Physical,Veteran,White,E,D,31.080341661482525,D,70.78387943905675,-92.14765565899484,-70.39446148003383,2.653287198608743,A,D,53.36956798578192,E,-34.9284453711936,E,E,C,E,0
US,Both,Non-Veteran,Other,C,A,53.29568202831465,E,196.25465461770548,-134.40926891497475,-93.57946429737369,-85.43985699514289,C,E,122.41103352348419,C,-127.50831026396527,D,C,A,C,1
UK,Yes,Non-Veteran,African American,C,B,30.915923801691914,B,118.69217147526072,-131.64936240894383,23.535103804227838,-9.727396683469975,B,B,-121.45401009878552,A,-32.09838783854885,D,E,E,C,1
UK,None,Yes,Hispanic,D,C,-24.03527615343169,B,-22.82541205707362,72.15841356494585,31.474605832970692,-59.942241999781196,E,C,-10.98532958374422,E,-39.973752665554905,D,D,B,D,0
Germany,Both,No,Black,D,B,3.7772560291715456,C,117.59096964376906,-29.74370716877025,-22.0324343272613,51.548003367769255,B,C,-12.949768108732798,B,8.684415099836533,D,C,E,D,0
Mexico,None,Non-Veteran,White,D,D,75.33648072213997,D,-12.810817885489447,-83.36570007489699,-86.44203235879704,59.49865611945832,D,B,-4.163663008638096,E,145.11391769867566,C,B,B,A,1
Mexico,None,Yes,Asian,A,C,53.587212708144705,E,110.02922151232679,-14.762126401994266,-100.62119747629912,8.542877286571136,E,A,38.904955629082295,D,69.28073645547101,C,B,D,A,1
Brazil,Both,Non-Veteran,Hispanic,A,A,75.02379451781735,A,-97.15910027825954,153.25253233930488,-122.84647099489452,-78.55035315330477,E,A,16.288746562850463,E,-103.97457001481247,D,E,E,E,0
UK,Physical,Non-Veteran,Other,E,B,-246.70874368724918,C,-88.73941897123065,49.682233598516355,-21.807230360611157,-95.49170200236743,A,A,127.1511460628147,A,27.93825784840956,B,D,A,C,0
Germany,Physical,Veteran,Asian,B,B,43.87423228939945,B,39.25781935388499,55.92355604070662,-42.626300540472464,42.873915452615144,E,E,-10.580715213297056,C,-64.77656071829733,D,B,D,A,1
India,Mental,Veteran,Black,A,D,-0.7685661721601988,A,135.44932901332777,56.34928690879063,53.36212099309606,-74.04690800672647,D,A,99.69288059728547,E,-10.860072435567067,D,A,A,D,1
