Veteran,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
No,Heterosexual,B,B,33.40872978165862,A,B,D,215.596052659317,B,-26.263241916411555,109.57479996630806,D,5.862074808369602,1
Veteran,Bisexual,B,A,53.88755083483403,B,A,B,43.556963294192954,C,153.64699779153605,141.66277282051308,B,-18.87265616443988,0
No,Other,B,D,110.1806190990552,A,A,E,22.820802889196205,E,-97.2531779147579,-141.117133338794,C,-105.18802185711056,1
Non-Veteran,Other,B,A,72.72139085523406,E,C,C,64.608045132059,A,-114.41710714826026,-51.96426042195722,A,53.76949254316175,0
Veteran,Bisexual,E,C,111.15600648715184,A,E,D,-133.73213145422756,B,-59.17243964441363,50.9017557990713,E,28.89965466470677,1
Yes,Homosexual,A,B,38.533437169958816,E,B,B,207.04978518704223,E,-54.38656150802969,49.660203493630014,A,142.52695792665017,1
Non-Veteran,Bisexual,B,B,122.36240525531572,B,B,A,-36.777345878574366,A,39.90306648635707,39.415232753105585,B,43.46930587758267,0
Yes,Homosexual,E,C,-37.30107637098829,A,D,C,75.41393322746998,B,59.27262207285603,-50.04546032228785,C,-170.77118045015243,0
Veteran,Bisexual,D,A,76.21905682920773,C,A,A,-18.25596023981429,C,95.68478804045255,-133.1328371950678,B,-121.10316518022776,0
Yes,Heterosexual,C,A,83.83063088670612,B,B,E,116.44339093845204,D,-4.061954910772009,-29.31340153031195,A,4.599815176202786,1
Non-Veteran,Heterosexual,A,D,72.20114174682094,E,E,C,10.986202565399223,E,80.61953134265114,42.63620179975286,D,-102.5822320462278,1
No,Homosexual,D,B,20.84282591528738,B,E,A,33.39196400324045,C,137.04716389840473,-27.43413250902542,D,-73.96753279589637,1
Yes,Homosexual,E,D,108.04118163185801,D,C,A,44.89980904467992,B,-153.11120805521733,-12.726290880735727,A,153.08897110588634,1
No,Bisexual,B,E,-17.71906312519439,C,B,D,31.72322812284597,B,36.87554908707749,-73.90041081493274,C,-152.7612391405802,1
Veteran,Heterosexual,E,B,9.153896297534871,A,E,B,29.00964056004611,C,-149.70030328747004,-78.86804037751209,A,-161.87717918536438,0
Veteran,Heterosexual,C,E,126.4266099800592,E,D,B,-38.75532303157236,B,296.03914408841734,-207.8149645488765,C,-58.94398965947922,1
Yes,Homosexual,A,B,20.800815302390983,D,A,C,34.81109621778344,A,-95.83320287673274,-23.958040814620947,D,80.87003724529295,0
Non-Veteran,Heterosexual,A,D,112.10787137752224,D,E,B,97.21308212253773,B,-87.42499028823306,50.35918199781284,B,80.41763975476987,1
Non-Veteran,Homosexual,A,D,-143.5281991217765,E,C,B,94.18203860285529,D,143.9251098757236,134.14421233027446,E,28.883276188694023,0
Non-Veteran,Homosexual,D,E,51.30552758984772,E,D,D,-73.90284092342638,D,19.69596008099599,-48.39086503762729,E,-63.54976530978982,0
Yes,Heterosexual,B,C,36.74007218364511,E,C,D,-158.21535580530758,B,44.09046729171134,1.4485962581146168,C,-126.6159962050119,1
Yes,Other,E,A,-43.60043581821333,A,E,B,-121.6280445288636,B,-165.3464728104801,-180.12584004469946,E,141.8251702193029,0
No,Other,A,C,-162.06325132723808,B,E,C,73.88896577292317,C,27.827651330356495,145.35950075078102,D,-209.95940251021872,1
Yes,Other,D,E,100.7152618623252,B,B,E,50.624662627338935,E,77.31780732519766,11.316448707942172,B,-113.8847898267405,1
Yes,Heterosexual,B,C,-145.94459417336714,E,C,E,99.70067825491877,B,-26.12876587530569,-185.17480643218735,B,-22.137063265047903,1
Yes,Homosexual,E,A,-127.85247174921537,B,E,C,72.26151465514565,A,-1.8326669067667378,102.22815985740539,A,-234.99652803569217,1
Non-Veteran,Bisexual,C,D,83.57696408099439,C,D,C,10.882432384731358,C,-59.95929671030274,13.491685686102336,B,-22.19179914503981,1
No,Bisexual,E,D,146.1633558077626,E,E,E,-14.57494048086474,C,67.00077010983246,-206.01611634259683,D,-16.040355532383714,1
Veteran,Heterosexual,D,A,-62.92971617470726,D,A,D,-53.71457925692091,E,17.50708364548151,40.09475007017201,B,-33.74772344943438,0
No,Other,C,B,-55.747409512356796,E,C,A,71.82436784540015,A,239.71549309002603,55.95679080834564,C,-66.6483636462236,0
Non-Veteran,Homosexual,C,D,-17.12495654244269,A,E,C,-122.82694056433287,D,58.15189640003804,-120.80664858060477,C,-97.06881605185579,1
Yes,Bisexual,C,B,-12.030583911830476,D,D,E,34.78008242934897,A,14.616140173394237,-36.64714469122896,D,83.43500844344297,1
Veteran,Bisexual,D,B,28.183134308809265,B,E,A,97.31547360019164,B,78.72017025494026,-154.45365855329183,A,6.655397159473144,1
No,Bisexual,A,E,-151.96299434928,C,D,A,119.22636328714297,D,42.295756913725754,106.95036243615206,D,-112.31735893543899,0
Yes,Other,C,E,-25.417847687531882,B,A,A,78.69584084507875,E,-69.58708623606861,-262.40604346776337,E,-22.607498901881026,1
No,Other,B,C,82.94905616861413,B,B,A,-19.880999173991672,C,-151.03025301943703,-128.57781998877334,C,-121.54399151283262,1
No,Heterosexual,C,E,48.601950439008334,C,D,A,129.4357099455329,A,-90.39007695195657,65.03717230911828,C,-22.576272029194016,0
Yes,Bisexual,E,E,-10.731914082724387,C,A,A,-23.985413881974406,B,-105.90455018906641,-15.086584222459019,A,188.3762261210713,0
Yes,Homosexual,C,C,-50.38514794105424,D,B,D,77.20910704063193,B,37.65746069161563,36.59877889333461,C,47.944245985676446,0
No,Homosexual,A,C,-235.10958913061793,C,A,C,77.38475212359465,C,-53.427777000873824,149.23002383797262,A,-254.90412862463637,0
Veteran,Heterosexual,D,C,-99.87150273908429,D,E,B,-17.098277454614323,D,-113.68212174962405,1.6959865018245777,E,-84.19179129067257,1
No,Heterosexual,C,B,52.41652986001682,D,B,A,53.461431674393836,B,-185.07058501590575,57.83942671013891,E,-15.896481442498924,1
No,Homosexual,B,D,17.397171930993043,C,C,E,-85.92680052801339,B,225.27197105946027,-18.039684458044107,E,-241.4290473867696,0
No,Heterosexual,D,D,-6.1748021223269545,B,D,C,-11.318055125617244,D,183.1508692954904,161.23310407603807,E,111.17034775239061,1
Non-Veteran,Other,E,E,55.569752105776296,E,B,B,-12.172036114273926,E,121.29655192859762,-17.942012334236786,A,20.422885776497342,0
Yes,Bisexual,D,C,13.007275865033568,C,C,A,151.43275394144965,E,103.52251292156281,6.108205235720084,D,-9.98919286232016,0
Yes,Heterosexual,D,B,-19.808632718019688,D,B,C,9.939181964128679,B,-13.859071672900935,35.22854133385019,A,51.24577648067693,0
Veteran,Heterosexual,E,D,-17.76945621235825,C,B,D,-90.72051132769718,E,-146.48866990675145,-68.95779351213179,C,-18.08356378391412,0
Yes,Heterosexual,C,B,213.6518189691525,A,B,B,-87.05992604327119,A,121.68072872486508,37.827446594839216,B,-16.22092584374024,1
Veteran,Homosexual,E,D,-98.17579530450105,D,C,A,8.564234608339286,C,52.03719229049821,-30.60642355376882,B,-194.73205551958551,0
No,Homosexual,A,D,33.91886480599326,C,E,A,-9.06689081243087,B,-49.8141013096469,2.1232514797574247,C,-55.65369780010061,0
No,Homosexual,A,A,-49.35044443271343,B,C,A,188.47134397168034,D,-13.771183231464018,113.82479815816635,C,-11.355220032881586,0
Non-Veteran,Bisexual,D,A,7.278849086114354,E,D,E,63.28456818647745,A,-146.46470611457946,-14.39872273845903,C,24.29514170151526,1
Non-Veteran,Homosexual,E,A,-51.22462404355339,D,C,B,90.92472968765261,B,19.02122968374443,48.310297678354054,A,-46.47809123114567,1
Yes,Heterosexual,D,B,-97.38395182412039,E,E,D,-125.64637013803464,D,-31.170522687647424,-53.81587094721275,E,-30.690765792655068,0
Yes,Bisexual,A,B,-73.49694915541617,A,D,E,-82.36618089705239,A,97.01218452116102,-51.45804608717164,E,-145.47316516982553,1
No,Bisexual,B,C,96.81580540252467,A,A,A,-49.143798209035566,B,82.49326961790426,52.15657485285515,B,31.5739220474477,1
Veteran,Heterosexual,A,B,-64.83405382054322,E,B,B,-14.566335953435475,E,-158.5803255524188,-121.08284654324417,D,-52.97777021806449,1
Non-Veteran,Homosexual,C,A,-146.63638037804802,C,A,E,86.47276977650209,C,-0.7998093481682332,74.425797622933,A,121.30922627157787,0
Veteran,Heterosexual,D,E,-113.15879178101102,B,B,C,-97.98370560486507,B,18.59433247561061,-175.325896161621,A,-81.20248237618802,1
Yes,Bisexual,B,D,-13.602533970284536,E,B,A,-75.31441326614312,C,-213.06337799958976,136.53541834207508,E,11.855426316553784,1
Yes,Other,D,C,30.941427127578518,E,E,B,-193.9727746044958,D,-47.250087256880214,-190.3427956555238,B,-57.489170845486036,1
Yes,Bisexual,E,C,-43.45676505498553,D,A,B,-82.82820135555133,A,-221.29531696884195,35.49049737431305,E,129.4437947397693,0
Non-Veteran,Bisexual,A,B,-165.60711626054615,C,C,D,-106.31904327684012,D,-52.27395431089149,66.26526633221562,B,-192.58257393255417,1
Non-Veteran,Homosexual,D,B,92.13490652616628,E,D,E,157.7713918416212,C,-116.74519152816019,42.294124146080264,A,173.50505192144377,1
No,Heterosexual,C,A,15.950833173187965,B,E,D,8.10779690589875,C,-67.62971482783007,-156.45679030192568,E,29.0690932371386,1
Veteran,Bisexual,C,D,-44.76311149510845,E,A,C,199.42611882541215,B,-43.36802763458815,74.51034610621545,B,-3.244062600119112,0
Yes,Homosexual,A,D,31.253783272440707,B,D,D,-51.589335900922215,B,126.3290293009375,12.846058638378432,E,114.59382118740757,0
No,Bisexual,D,C,106.6803795337475,C,A,A,145.62773987713265,A,-47.17736691431826,17.73824017044787,E,50.62963336462182,0
No,Homosexual,D,C,215.47266620297384,C,A,A,-53.8454222215651,C,-51.00478059841574,-25.0693884167091,B,30.605043042127367,0
Non-Veteran,Homosexual,B,C,119.74980098617627,A,E,B,9.269489126874234,B,-116.95425325512984,-118.11553592593538,E,92.82270047987436,0
Non-Veteran,Homosexual,B,D,-113.60463950708284,A,A,C,-12.940568216596718,D,-67.72792109143737,-37.755562862161675,D,119.17288077738333,0
Non-Veteran,Other,A,A,-23.69749050273815,A,C,D,-153.80066354033121,D,-29.96518085362942,65.54076947854062,A,-171.726955316859,1
Veteran,Homosexual,E,A,70.31004133000592,A,C,D,31.9777895347407,A,-30.86234849636067,99.50796453796652,A,-7.041486027562333,1
Non-Veteran,Homosexual,E,B,163.77747094181728,B,A,D,227.22150730365743,C,-18.63826210847313,-23.808116045488383,D,100.87417791666635,1
Yes,Other,E,E,-122.43983211876215,E,C,E,23.656655669598244,E,-75.1143431400918,-166.37955884954738,B,35.18661774829463,1
Yes,Bisexual,C,D,46.98341577521381,B,A,E,-16.58064748060826,E,103.5998889582067,42.40978617330462,C,-98.64879545422397,0
Non-Veteran,Bisexual,A,E,-142.19985011628137,D,C,A,-190.7055044699389,C,151.25526809652035,72.34541742163341,A,-60.92864176335217,0
Non-Veteran,Bisexual,E,B,-64.60969611320944,E,B,E,22.89494061804298,A,56.40322320534308,-19.71821908778498,D,114.70227035707461,1
Yes,Bisexual,E,A,-92.48191550664924,B,D,C,-89.46266938166096,C,260.93070899019057,37.08277722131558,B,1.1950101019410913,0
Yes,Bisexual,A,C,133.55135384872776,D,D,E,32.616950440496275,A,117.0787600880226,-146.5269600917851,C,-20.042992309264775,0
Yes,Bisexual,C,D,200.41252266570294,B,E,B,72.93160855272524,E,-35.32557606612039,51.79601879726291,C,99.07564041877119,1
Veteran,Other,A,C,151.81476261970536,D,E,A,-52.52890855488812,E,-126.06965171302956,-3.889755362736194,E,44.46290959490481,1
Non-Veteran,Bisexual,E,A,96.5492563943306,B,E,B,4.925567649380494,C,21.881772539733053,63.08752488471618,E,5.991779797627675,1
Veteran,Homosexual,D,C,99.32985891274149,C,A,A,113.76195138040455,A,-220.73129660232723,-4.522994583220282,B,-25.092669104765143,1
Veteran,Heterosexual,A,C,-100.41129289817783,D,E,C,186.74012510426482,A,-1.3552185787017315,54.05557711302491,D,-58.256244809206926,1
No,Heterosexual,E,C,-114.14762397532465,C,C,B,120.8195162643726,E,-18.914979078912392,-108.64704471794565,D,174.1534304331128,0
No,Homosexual,C,C,-141.4517051130029,B,B,E,-13.995493529216283,A,-194.27015954459296,212.52765015282066,B,-41.255643585471326,1
Veteran,Other,A,E,-52.917434953419075,C,C,D,94.17314272162828,E,-108.5557797393993,72.83309074734409,B,81.12157859184754,1
Yes,Homosexual,D,C,60.27612846208217,B,B,A,35.87309755848329,C,-20.431516514919508,-28.63812961752924,D,-12.140207332943637,1
Yes,Bisexual,E,C,60.576873060333924,D,D,E,-120.98021555042673,A,26.901997339430228,-61.549223619108695,D,83.28815809658629,1
Non-Veteran,Homosexual,B,D,-112.7592464277026,C,B,C,63.7140822560309,D,122.77084142866295,-128.09945754445582,C,74.01279357443846,0
Non-Veteran,Homosexual,C,A,-23.84949757232159,E,D,A,94.35433479954504,B,-13.341285976548578,162.9117651273256,C,164.01032534754955,1
Veteran,Homosexual,A,C,-51.13743767958301,D,E,B,-22.357025761493837,D,-102.71138488299871,41.639979789821396,D,173.9665368313112,1
Non-Veteran,Bisexual,A,A,21.70627350929142,E,A,B,141.68249103988794,E,-26.26478850614871,6.608920054182555,E,100.18287192207622,0
No,Bisexual,B,A,-68.55039881803276,B,E,E,-140.55213687412768,D,-153.20907800465747,-7.694200949866007,E,-129.29260414111204,0
Veteran,Heterosexual,E,A,73.3274492471611,A,E,B,5.055947510420644,B,-172.80289291045224,13.902889971598684,C,-45.38971151053875,0
Non-Veteran,Homosexual,B,C,-34.63815304910731,C,C,D,116.13321185170635,B,40.273769753477616,-54.20040329593676,A,-6.687057626075596,1
Non-Veteran,Bisexual,E,B,-240.60821645285176,E,A,E,-13.013326142017123,B,-22.53303499019088,-66.89852680707016,A,143.6817744864115,1
Non-Veteran,Bisexual,C,D,-185.3826460280878,A,A,E,83.56814646559177,E,66.72743550952353,-0.4371482234005078,D,56.40497794891628,1
No,Bisexual,B,D,-62.250928872353285,A,B,A,8.065202300985552,D,-102.85331908932558,21.2466237008295,B,91.40323854955005,1
No,Homosexual,C,E,77.6507172319392,A,C,E,-89.58428528729205,C,-86.00030853941102,-20.486104853166058,E,-67.45356931298618,0
Non-Veteran,Other,A,A,-251.8450771415547,D,D,D,-240.97226528213662,D,-85.87053474590307,-89.5286788146635,A,36.84314211937265,1
Veteran,Other,C,A,225.63477007622072,E,C,B,-174.14243607064736,D,30.507978994523295,-55.50601363719411,E,55.6123489690604,0
Non-Veteran,Heterosexual,C,E,58.65373759535626,B,C,D,18.682507627772775,A,28.36804313056654,178.01377783535722,C,-118.59409965549264,1
No,Heterosexual,E,D,-50.458570355675434,A,D,B,-50.662758223442374,D,60.28253235883814,-75.85510845598358,E,-89.21484786729083,1
No,Other,E,C,-27.084846739436223,B,D,B,205.8123192210377,C,-16.717182622294654,-42.02287876831626,E,-37.47562527915086,0
Veteran,Bisexual,A,A,159.97500225157063,A,A,C,-37.84995736861539,D,72.79802069721774,-127.89083604939846,D,116.1392791296939,1
Non-Veteran,Heterosexual,C,C,-112.23879429628103,A,B,B,165.8260970423002,C,-26.851150202606423,-45.66275380577754,D,-190.09620089613733,1
No,Homosexual,C,D,86.43128207130822,A,D,A,-58.24441047663683,D,169.51493892028466,-79.0338136596906,E,-4.066645779558362,1
Yes,Other,D,A,61.35325787013818,E,A,B,-85.36233288861288,E,98.54320531849369,-7.093235124082764,C,109.45185827185064,1
Veteran,Heterosexual,D,A,-69.00240988823299,E,D,E,-16.825251721755173,C,-16.351063201779464,-217.44290656610622,B,-68.92306742533734,1
Yes,Bisexual,A,A,-54.487663771387574,B,A,A,-10.328459719400513,A,54.1563825412386,38.7416172971153,A,-14.284591097709914,0
Yes,Homosexual,D,C,121.61619555261876,B,B,A,-17.141639517900742,C,68.9167765538697,51.990362850876004,D,63.72603927982252,1
No,Heterosexual,C,C,42.263541760518834,E,B,E,-55.429979276365835,B,-50.03185618364986,-104.4318977254391,B,-107.42425772767388,1
Yes,Other,A,C,174.60140049242366,B,A,A,-15.869893240621927,D,-86.39486487142885,163.11984838454882,E,189.75929622492086,1
Veteran,Homosexual,D,B,-25.169139506786987,C,B,C,148.44051895570362,A,111.26764909558659,-46.393356599381,D,-80.86349783079663,1
Non-Veteran,Bisexual,C,E,-95.7174450378394,A,B,D,180.0921329659969,D,71.4457435416491,31.527869304970245,B,19.572822007435757,0
Yes,Bisexual,B,C,69.33948541668283,A,A,B,-216.52832243219552,E,-90.4791762748918,-22.47730780863715,D,15.237528071879103,1
Yes,Heterosexual,A,B,-39.87370533611203,A,D,D,145.66509199985938,B,13.499568645068319,-46.36761033154798,C,3.7682025483760775,0
No,Bisexual,C,D,95.46769763227377,D,B,B,52.86505534979362,D,-128.2290593377956,-95.50241070597708,C,-5.476292056296728,0
No,Heterosexual,E,D,-99.72108138698201,B,C,B,-27.6967419549825,C,19.921022274148946,105.59049095559018,E,-2.1037979228430714,0
Veteran,Heterosexual,E,A,-33.61716676010863,D,D,A,-2.329585814210763,A,-55.14674914858691,-2.680465468108142,A,-90.11003306074929,1
Veteran,Bisexual,B,C,55.986310425173755,D,E,A,-91.53254232874816,B,-73.36170459258857,8.504087139825858,E,-63.17751259353671,1
No,Heterosexual,D,A,116.04311433149148,A,D,D,-136.8060210620746,D,50.755007268720476,172.78817257949865,A,133.93148060982472,0
Yes,Homosexual,C,B,27.661228865332177,E,E,D,49.378216456231854,B,-42.38236773953058,-59.92981891737307,D,98.12439998577327,1
Yes,Homosexual,E,E,92.18476804270665,A,B,B,-108.32455606956441,A,-40.14747362452842,-54.62261070580959,E,32.68351312427879,1
Non-Veteran,Homosexual,B,D,19.841448990082796,A,C,C,-30.9021149512388,E,-162.1987244360548,29.68118934200813,E,-62.90342526767451,1
Veteran,Bisexual,B,D,48.23526151121817,D,A,E,-10.339956486019574,B,-198.70418736380347,-38.47198202723202,E,-33.329136582972815,0
Veteran,Heterosexual,C,C,173.8835269886029,C,B,A,-158.41646960866734,E,13.706160414453386,59.90694538485081,D,-146.79223668862264,0
No,Other,E,D,14.121467676548772,D,E,E,80.5780436267528,A,-38.53109921945122,-92.90969739277578,C,-89.52731298555689,0
Non-Veteran,Other,C,B,-14.140251034685386,A,A,B,-17.450881208707393,D,119.65712778354948,-18.268587896051567,D,118.28415373202266,0
Non-Veteran,Heterosexual,D,B,41.38221373423428,B,E,C,85.6506490160354,C,-58.97353342393865,-170.93641869910056,C,283.6720285111948,1
Veteran,Homosexual,D,D,-121.53861000443993,E,B,A,-198.66008588333037,B,-17.68058674691971,72.69145238768894,B,61.00613185015169,1
Veteran,Other,D,C,-225.86500944824715,B,C,E,-157.7127568180871,B,37.51475698964554,-121.05541611778479,B,-57.110677005782215,0
Non-Veteran,Heterosexual,E,A,84.87531938613921,C,E,C,-52.79962160742202,C,-66.73360941251552,111.68971905823368,D,62.43392079851184,0
Non-Veteran,Homosexual,B,E,-22.01990082463352,B,E,C,-46.36998451395562,C,-9.902698475005252,74.3027124636063,A,-91.66311418002012,1
No,Bisexual,A,C,8.807818246452193,E,D,E,63.44403724940588,A,38.204239936618436,-215.1169602235199,E,1.2103680059654798,1
Non-Veteran,Other,A,B,184.14484314248526,C,E,D,110.65705964784915,A,-77.78625893888824,-175.68644719865134,C,-142.97303141072325,0
Veteran,Bisexual,E,B,114.65945882783382,D,A,D,4.461953345522023,B,13.556591907504007,-61.51426008604164,E,28.721335355655274,0
No,Heterosexual,A,A,-175.768297945053,C,A,B,-179.8027941131916,A,-71.19378760674297,48.889641573267866,C,83.28524820811481,1
Veteran,Other,A,A,-51.299995893281334,B,B,D,-100.91726444253666,A,-78.02795560747903,43.384176329165044,A,125.34015710965258,1
No,Homosexual,A,B,-42.662719238745126,B,A,B,-149.58176510076296,C,-148.06630697293522,-139.04811370389402,B,-1.2525926349580616,1
Yes,Homosexual,D,D,25.650636420049043,D,E,C,-51.83142576719869,D,-264.3252890610526,-17.85668147067325,B,-10.998303914797951,0
Yes,Bisexual,E,C,89.19492059571765,C,E,A,-218.57878236976666,E,-41.32225599780654,70.08592062028065,A,13.625869533238353,1
Non-Veteran,Other,A,C,61.77922724045567,A,B,E,-141.63446198688726,A,66.75567982100442,-149.97356246554307,B,86.7611442523178,1
Veteran,Homosexual,A,D,-34.12413378506089,A,B,D,-114.3027934065773,C,-121.59178312765977,-106.42199940639425,D,-87.77513031629543,0
Yes,Homosexual,E,A,66.7550384975593,E,B,D,-158.47962585484464,D,-160.5757069556304,45.47853385757728,D,-110.31099732121945,0
Yes,Homosexual,B,C,-90.94254831997907,D,C,D,56.38878945021094,D,-24.960945876199165,17.099893238694662,E,9.353050429390777,1
Non-Veteran,Homosexual,D,E,118.23455162896323,C,D,C,-19.839669900199645,B,11.351327105032954,122.27659647084919,A,-25.65805719502901,1
No,Other,A,B,205.86222695988744,E,A,E,-131.68006725515193,E,65.21210369033851,-60.44887646873257,E,29.59241082707061,0
No,Other,C,A,137.45903980685358,D,B,A,87.67451254890018,A,47.07419873213375,56.579252418056726,D,81.02656367302741,0
Veteran,Bisexual,D,D,-82.4978758527734,D,C,E,-302.1491126948927,D,-57.049658651318545,-75.32062845721545,D,17.77036985093579,1
No,Other,B,D,-157.94636693502522,C,D,D,-25.182190738629323,E,154.11731047408202,-164.2257146343899,B,165.22069153275498,0
No,Heterosexual,D,B,103.01693023181222,D,B,C,104.33043193559972,D,209.59506669311025,-106.26930056240215,C,42.21838707079178,1
Yes,Homosexual,E,D,-43.669565023556736,D,D,E,-17.462457760046522,C,68.06690458009432,9.220598898586168,E,10.547115983521001,1
Veteran,Bisexual,B,A,51.552227742822964,D,B,B,-115.99630967859538,B,158.48513805576917,93.41619213345822,B,62.441506041610616,1
Yes,Homosexual,E,B,-319.2487006005565,E,C,A,193.56308833994314,B,-19.007475916221185,58.66806364350643,C,-147.10032434789272,0
Veteran,Bisexual,A,D,14.687101483959333,C,D,C,-18.044131222686826,D,-3.727941655178645,-207.63339134885754,C,53.97270948851772,1
Veteran,Other,E,E,-62.058661043073556,D,D,D,-7.83192179278328,C,43.23986581837392,-14.438034204387055,A,1.4174147272626652,1
Yes,Bisexual,E,E,-153.29293945240067,D,E,A,9.60317655265622,A,114.03696018176402,4.815038732442125,A,-22.591850731201404,0
Veteran,Homosexual,C,E,29.510375448480275,B,C,C,71.19586017599194,E,-31.77395053339381,53.42030185243293,A,-50.391335314853855,1
Veteran,Other,D,B,-164.04180572828565,B,B,D,-71.13068495172014,D,-56.130709865736975,-19.19203908388386,C,-105.41277624666053,1
Yes,Other,B,D,136.35310538314204,B,C,D,46.76092634585524,E,74.39527410636214,48.242856647323315,A,-28.80242058349059,1
Veteran,Homosexual,C,D,44.056948655700076,D,E,B,-94.43468182386097,D,-118.38029229974009,-24.687224001938763,E,77.1587405759248,0
Yes,Bisexual,E,C,-92.13583053782895,E,B,E,53.36898996421875,C,-93.8887735215859,-73.71555423688497,C,143.1775314210691,0
Yes,Bisexual,C,B,-123.13786491236701,C,C,C,-126.09860928926422,A,98.80016793930602,-116.94645972311105,E,-83.95076514097985,1
Yes,Heterosexual,E,E,-117.17650147683646,C,D,A,44.654419098893726,E,-23.338747779446322,218.234609396505,D,-13.732635724014095,0
Veteran,Homosexual,E,B,-114.37943181484007,B,E,D,0.6183843340049197,E,-31.288877394371013,-4.578858079571933,D,182.5940764204409,0
Non-Veteran,Other,B,A,-143.88574810593633,C,A,D,62.483990855944796,A,30.16876733847973,90.96752684421186,B,128.73110959944393,1
Yes,Homosexual,B,D,56.1390575044332,E,D,D,-169.0562233666023,A,-105.4891697727249,180.53669831100393,A,141.5405742595528,0
No,Homosexual,E,A,-90.03065707095254,C,C,C,-17.39830201983337,B,190.07199748580715,-52.076108439849634,D,-25.311287640484565,1
No,Homosexual,A,E,41.80316245591608,E,C,C,-26.43716273806823,E,22.9742607603895,230.11203901271625,D,100.50010618047838,0
Yes,Bisexual,A,D,-114.31081966979768,E,A,B,37.90372986658806,E,2.2704318756548107,-11.005682934297067,C,319.16585271045835,1
No,Heterosexual,B,A,-80.93545125129721,A,C,B,129.74434463769177,C,228.40404768327437,183.51331658832956,A,-70.1233595583378,0
Veteran,Other,B,A,79.78288563312718,C,E,D,-61.813129033453265,C,-1.9747986648305027,212.76058117508407,B,87.53097518502412,0
Veteran,Bisexual,C,E,-80.91611506474213,B,B,A,-121.72619031146819,E,77.75554230973076,-41.165893705530486,D,-130.23752673360175,0
Yes,Heterosexual,E,C,-78.39098780845487,E,A,D,-9.351846568138496,E,-237.86545525520535,-134.79253034536092,B,41.06427887681257,0
Non-Veteran,Other,C,A,-4.874842634090654,E,B,A,-72.5301438919822,C,20.786300333259867,-35.119678672688146,C,-82.40793317481564,1
Yes,Homosexual,A,A,12.589062663507525,D,A,E,-163.4200248035569,C,88.2654042599161,21.44010829285517,B,-17.500731173055975,1
Yes,Heterosexual,D,B,-176.91767949238525,D,D,D,92.12909573651294,B,-72.62269459676844,29.77479641999742,B,-2.5541474249817737,0
Yes,Other,C,C,-26.16161510549028,C,A,D,12.919657806630694,E,232.56614838950367,110.93021692513925,E,-39.53878200614698,1
Non-Veteran,Homosexual,C,A,-164.0654210829818,E,B,B,-154.5746928635056,B,7.664554760433094,-129.74961650695138,B,65.50989106989849,0
Yes,Bisexual,A,C,30.559417162456466,D,C,A,205.43564642278116,A,-82.35149357868097,140.18176992109417,E,-65.48385608785397,1
Non-Veteran,Bisexual,C,D,163.66695981806777,C,A,C,8.38641942584895,D,150.9521259600638,120.09400408550046,C,148.3493558388203,1
No,Homosexual,A,E,-21.617334652556615,A,E,C,-44.30921688932335,C,-103.19082713194115,35.67874755812318,D,37.02889253940357,0
Yes,Homosexual,B,C,25.394264654236054,E,B,D,-151.54659747668276,A,81.33847578618706,-227.78467300811923,E,-15.815681229853615,1
Non-Veteran,Homosexual,D,A,-93.09138991867395,B,C,E,110.42014115639248,D,55.52126463057997,-13.711894223457302,D,-121.2173583470384,0
Non-Veteran,Bisexual,E,D,-103.95473403253878,D,B,E,93.81046519492305,A,-118.04561286582522,-37.490940440764085,B,-59.78481485742878,1
Veteran,Homosexual,C,A,-1.2189296305430912,A,E,B,-52.98541677164328,E,-182.25337241211793,47.90583810003515,C,67.65149314643739,0
No,Heterosexual,D,A,-129.00973717405344,D,D,D,-348.5452314365598,A,-186.3870291711071,-1.5459171898417936,B,18.197001691069964,1
Non-Veteran,Heterosexual,E,B,-32.39720979478235,E,A,E,25.00315919810687,C,48.34591833364045,-10.905096825908608,B,16.57058975928877,0
Non-Veteran,Heterosexual,B,A,-19.087403737688444,B,A,C,-101.25593558346151,E,-122.09056459243199,216.06735812670638,C,-69.16433669974231,1
Veteran,Other,C,E,30.308859630268074,D,A,C,-204.02885397656968,B,-6.66163620903739,-168.1159394150502,A,5.8714503423413635,1
Veteran,Heterosexual,C,D,19.392942916469472,D,E,E,7.264944198589772,D,-104.63661571009726,-148.68324380161354,E,215.02566598169213,1
Non-Veteran,Bisexual,C,D,-111.99354987387593,E,B,B,81.29842550917921,D,-51.36614932888948,-50.83153200431359,A,-56.65768949839206,1
No,Bisexual,E,D,54.65054514273078,D,D,B,154.69134448414442,A,-136.71313887682973,-85.03330292421356,E,-127.3056735105774,0
Yes,Bisexual,B,A,16.178112926197894,E,E,C,-33.49774462322044,E,105.52715399977599,-65.9853656803563,D,-96.49410546728451,1
Yes,Heterosexual,E,C,-69.2775758953017,A,B,D,13.190997917795197,D,33.48569227261206,159.3792734225784,D,51.21992196575083,1
Yes,Other,E,A,-152.33742121289248,E,C,D,-25.208547618330524,A,40.5386801714328,-31.9563104696564,B,-138.99930741651366,1
Veteran,Bisexual,E,B,163.9953231068376,D,B,B,-184.6904391958993,C,53.10836348930712,-21.619063990944255,E,46.371577922824535,0
