RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,A,15.912914713892674,A,-40.81296115438804,3.4000553115851373,50.70328676171735,72.03860911327116,-46.61680436863312,C,C,D,-161.91769927639749,1
Asian,D,166.6713161609845,D,-117.57574714094847,-247.1109207078468,-16.96284833385188,12.055718693692128,-26.90581312803568,C,B,B,166.9102224590328,1
Hispanic,A,-7.66591710319609,B,-128.06647659677876,85.78329740774642,-32.80345958290374,125.41257497230114,19.827962572074295,A,C,B,-49.645236172277755,1
Hispanic,D,175.15445858189685,C,77.60950104824114,77.83504487732993,-190.38025612512453,217.97823195969377,-29.22798154086156,E,E,D,8.46004965470522,1
Black,B,29.32313358927945,B,-11.29731153571701,-46.08077593578856,-48.00544967630065,-42.37073479223479,-40.717110039619094,C,A,C,-1.2021851421646048,0
African American,C,-21.91208977998005,D,47.48630662619152,138.94219020528394,5.575622370363352,153.33629863790043,-135.0014359447857,C,B,E,110.76622878459152,0
Hispanic,B,-4.529223782821967,E,-81.73847413428207,-38.004889435498804,36.06380355125868,-89.51744163527606,38.81978946511935,B,D,D,70.08221345525108,1
Asian,D,175.258494620866,A,80.4522974866174,115.03701498480035,-27.010213618072086,92.54369774169486,-26.398428551294785,C,B,A,74.12761406962856,1
African American,C,-10.700579559856411,C,94.40610913664888,3.183755140529867,-40.75335691008423,66.74358960843355,61.18344238315052,E,B,E,-30.752982310411824,0
White,C,115.74948279463457,C,82.32965750135568,126.48636978619483,-96.36274135407527,13.256444287110531,-24.354723069132316,E,B,D,-86.26962402331333,0
Asian,D,74.47806790948499,C,-108.61653878839665,-34.843405686907644,41.32406412215738,-137.92966409917707,-6.691990187703048,B,C,B,-44.89562603973374,0
Asian,D,129.49144741133523,A,-31.324947895345336,-124.96717871133774,-141.58757169413454,-14.80867384883907,6.21365992613238,C,E,D,-148.48001421792756,0
White,E,-68.67938964707665,D,-58.75970603832029,-17.50109493983769,68.32653330447044,-48.501732653921934,-280.15651643604133,C,B,B,163.3002105494812,1
Other,A,94.66946107272595,E,104.52224009388202,-1.14086627203345,34.72267493462996,97.55239328708598,54.940465575222355,C,A,C,70.5177162665945,0
White,D,-35.03700919066983,C,-104.06297587258125,-70.95732605699591,-50.234308953506776,54.55438801676189,37.37335008374728,D,A,C,41.12747601103309,1
White,D,84.90778726003646,D,-0.5609208664835058,-128.1261047043128,-7.719458718622471,-49.79384120563118,-100.60574436490548,E,B,D,-148.55345302568662,0
Hispanic,D,28.843155159177307,D,-93.48724908086598,-199.36613039545014,189.6581397098888,-5.518922722179182,-81.19309785810887,E,B,C,-118.19309671883951,1
African American,C,8.333796055849382,D,-65.44950964146604,53.542809732470964,-40.0551723240339,82.94444044451443,-46.05175602251951,A,A,B,187.15494919578495,0
African American,E,-82.3406098230563,B,26.202913395725858,7.91391328450331,285.6982167939191,83.39652371380323,30.112548273781236,C,B,D,-85.4286122051775,0
Black,B,42.71107633814983,A,-112.19246766665478,76.65169061638649,-26.727190116835704,-130.2671518645403,-93.05930759875568,D,C,C,257.7465487694976,1
Hispanic,B,-65.12115697460037,D,45.827910017577594,-50.70056780986353,-115.21890661125465,144.0623334621032,32.33536062484495,E,C,C,1.0050770497831016,0
White,B,15.304876815501434,A,55.67825908663906,39.81250437438618,-113.96234064703286,-62.556150569207546,-14.405487890959204,E,D,A,-166.20474783677562,0
Asian,B,-38.82679260369844,B,56.29763230378019,-188.06321786644548,77.83148141626572,172.37776560865956,-69.48136973422721,B,E,D,-102.5555656102368,1
Other,D,22.604991585740894,E,-192.5797687247212,60.99778885877064,2.3469428828960215,142.5863099547473,-28.227264155798416,C,B,D,177.24259578343086,0
African American,C,26.779412568307166,D,255.62213656655405,174.39526475743762,-165.31827206720922,-227.47450137591153,121.96314841081501,C,D,E,-111.17536110969768,1
Other,D,-47.059807254738004,E,-93.9588377111642,-33.71177824435617,-117.06696768577724,-63.354505043421184,-31.75712688606544,E,A,C,-15.565840131294397,1
Other,D,33.26621391428998,E,169.70497300786684,-126.43290955360409,-36.239008488348006,-103.16432935847087,14.652966209214851,B,B,E,137.54509590271397,1
African American,D,180.21866182832028,B,50.15416955390696,-66.40623880317936,45.60107670739686,97.8961751535387,108.73436396174728,A,E,A,19.47504066217638,1
African American,C,114.80486518064481,D,63.43655362469902,142.77524054152207,-27.380891969771014,-107.08751669940742,-76.07458884229517,A,D,C,-122.03490766008409,0
Hispanic,A,39.80890200048704,B,11.633130441846049,-150.1488333487415,-72.919103648964,-75.72720829461375,17.108792946860575,B,E,C,-147.2776136165846,0
Asian,B,124.6910244119594,D,-86.05466365630515,-99.57084012665474,34.46985701088969,-60.202963963226864,33.77111261262597,A,C,D,-162.86197748312185,0
Other,B,21.532976435768827,A,-68.81880580058986,-84.1665665867423,30.476342822519808,1.5128206368320605,14.189563882197936,E,B,E,47.86557965465013,1
African American,D,157.31585066011334,A,-65.45098202366992,-11.611017668900978,-107.81258978345485,90.05596249580883,63.48649817828142,D,D,A,-85.85767156684834,0
Other,A,-111.16856035362245,C,-291.253851048626,125.28864653830188,-68.80728883453584,160.75255830989755,13.438149232828872,E,A,E,-91.44301985570496,0
African American,C,-138.27337188739523,D,-15.553221017900285,135.1202667025672,56.797025082049856,-125.86872265626134,93.97791348918345,C,B,B,12.234166091347525,1
Other,E,-66.08776745577781,B,57.30729724341984,139.14261253440927,12.502442546481408,72.85469641190522,-115.22217722771069,A,A,D,-41.93007138419883,1
Other,B,-24.048014426116843,D,-116.05144336556761,94.23310701740822,-62.9718608692841,185.586654440213,-140.16641049404376,E,D,E,96.74500414751459,0
White,E,12.926602045952448,C,69.32066028819406,-57.28403089334309,52.57425730289158,53.24484841398998,-55.237097490397716,A,C,B,79.52094793236904,1
Asian,B,53.70891946008921,D,-36.06938478066855,-87.05743910364683,7.582973591416546,65.3208971946494,119.9259102615949,E,E,D,-133.80919034180812,1
Asian,B,28.318132270726533,B,-116.80667052387213,39.15626523641873,-12.300138399302348,-3.8480674626369358,-94.52804398120333,B,A,D,-134.19670491286288,1
Black,D,-12.728458149056134,C,-81.77958421599556,42.15360266322762,-231.7440088349626,-40.420809466064625,-102.03174684324246,A,D,D,-81.78590331124725,0
African American,B,30.541444266686558,D,186.81958865618557,106.91760764936305,16.596190357359266,115.70528741402481,131.54414126486378,C,C,C,170.4842862287111,1
Asian,D,0.08196576675581081,C,35.299062740566335,70.51687317669374,-123.56214055941584,208.58998376805866,-29.139636288067155,E,B,E,42.79838941430194,0
Other,B,-18.285488960250674,C,27.250737158083837,196.1914991055168,-121.36603497271668,44.66185263757148,18.776624743079005,B,A,C,-239.43331555965548,0
White,B,113.41058248475713,E,-90.16978868008978,76.44601678872978,-224.22338195595134,-81.29802453589873,-36.77349289364198,A,B,E,0.9795360361832671,0
Hispanic,D,-32.645385937947594,D,23.078451064235633,-109.40341619918463,-101.39056091989485,28.470890960699386,-121.71852621585444,B,E,C,7.530539456100381,1
African American,D,15.453552165836971,A,-81.40281680246198,8.17294305432365,21.44930355032361,-5.1730725019263355,-83.38071881494146,A,E,B,81.21108649377986,1
Black,B,122.44772711416452,A,-166.5436032134157,-74.89933315587668,-76.50491151711857,-1.6318180295210483,29.249108079264108,D,E,D,39.687017015800556,0
African American,B,-81.3867460497353,C,-17.17561741590345,-12.478617306606,49.84941273750031,77.71460210740324,-27.026173514204764,B,A,D,-155.51265511378608,0
White,C,-87.29959409226811,C,1.5121703975302245,53.66431135371093,142.53017834798845,42.330607513129706,-91.3618588036294,A,B,C,48.271574701046994,0
African American,C,-156.61104085183783,E,-62.4457131435253,165.12445137148404,-24.550866976721018,50.982488534438716,-21.862201663546273,B,E,D,35.078735203621406,0
Black,A,80.39364169341665,C,-26.123797297078156,-71.9677765690673,-28.676796995566423,79.27584788204001,161.44339873382404,C,A,A,13.201254941140173,1
Asian,C,-43.165587669348064,E,-92.21357601933308,-131.7399660027831,166.59354907240888,163.27562306218434,-108.07013794731932,C,D,E,46.503457235990695,0
White,E,83.15531360076942,A,-13.641756182023398,-106.8911307108847,32.7492331507144,143.0637500703453,107.5552783436937,C,B,A,-62.92920915649258,1
Asian,B,-73.98013064872441,E,77.49827161916284,-142.82187489482055,-49.79317663968785,49.6794640397947,22.844158299989527,D,B,D,199.75065004124744,1
African American,A,-123.6906187563594,A,83.39248014194592,-43.10869287060994,-253.98976758899732,47.21413022924877,96.85220276269433,E,A,A,-20.685511269266502,1
White,C,20.69876198633594,C,14.321966731144615,-20.928538417389362,-0.7436701474348212,235.61344548676914,128.0190089875483,E,C,C,58.65698400792774,1
Black,E,39.38917943535702,E,53.694783139922954,234.34292540306396,-32.53970338288039,47.83001969005027,100.06540567000471,E,C,E,73.25691618123027,0
African American,A,-13.11321632737621,A,-60.12752789366558,86.89949016048018,156.914373941835,169.6569225906473,-6.951811458495734,C,B,D,28.949472017904103,0
Asian,C,-166.14625023923637,C,97.43051929737742,64.60696660633816,96.14411773634077,-37.36273957189732,76.58757087546249,E,E,A,-22.575554787619538,0
African American,B,-23.423101819531833,E,85.95716687394955,-168.84723665379212,81.75870607510976,-64.22850409768489,22.238124716100476,B,D,A,-193.26739471701643,1
Hispanic,E,-100.25923484587543,C,55.526833971056746,145.98617470889778,-33.128688104729484,-46.72813300971638,-55.752773126491014,A,E,A,52.6547996010864,1
Asian,D,77.42365578749552,B,103.31645735802763,3.0460447386538565,55.58892967369853,-37.31341085572777,-46.12289988093481,A,E,C,129.6281963887375,0
African American,C,-265.48620947481925,C,-48.112128205151336,-90.04548113964978,-55.377588312218975,4.608701009634076,-208.0284627254303,D,A,A,8.657099167656881,1
Hispanic,A,12.29225757268571,B,-224.1623588390114,-67.52028831080924,-41.984394028624436,24.480509126007686,83.28946449072433,D,A,E,62.87998889059906,0
White,C,113.11200909843751,C,183.44485120870692,206.49162649740234,8.25743273648844,-122.77907960977363,110.33994881342362,C,E,A,-65.95003552864395,0
Hispanic,A,-76.41090985573642,B,64.10253566077868,-78.02693039331868,-39.32388338905309,-125.29969838729397,-11.762027099182816,A,B,B,-6.99680119240991,0
Hispanic,E,-37.18223304397073,E,91.07478428026333,-12.910801914223965,153.36896867396598,50.44784448998529,-24.461631559447078,C,C,D,84.27349447291233,0
Other,E,30.37801243873957,B,-41.02460048342316,98.55256907840626,96.09863725998498,27.46332729657911,80.39875765819265,D,E,B,82.4762424345183,0
African American,B,59.442692353859236,B,104.47228089235503,-70.15386703265432,96.43424109264856,-34.54814621183372,-21.776269007441545,A,D,A,23.14519790794612,0
White,C,-57.648391917371065,C,-90.85123530015748,-20.871953167368027,48.06986753779771,-155.619996445276,-110.97632176407095,E,D,C,97.72463038374481,1
White,C,-92.56401659491591,D,173.3247008869761,140.33910843013274,-3.006938821566256,35.51835876132771,-26.060394728573122,E,C,D,-98.45071096479364,0
Black,C,115.39943011956927,C,-67.18362701878571,-222.04630256048867,100.78585175163765,-156.945819225342,5.180643269121835,D,A,E,-47.515893985416305,0
Black,B,-89.67930126713485,A,184.95860679102407,-37.47412398131746,80.57086919980367,120.38298131802662,10.346483651703679,A,C,E,-18.056333440653155,0
African American,D,-3.825952267783549,B,133.3504988385513,111.27124869830114,-61.619482005478346,73.82785937927827,-40.347841802465275,E,A,B,17.323634479461337,0
White,D,89.63241352183533,A,123.2834685704715,236.76334004579394,146.66385794112935,-12.102950824173828,-176.62384514785407,A,B,C,-38.71882891835985,1
Asian,E,-104.49499046303548,C,-60.82087959445535,26.12990613388204,-126.74980590267117,-52.575020328700674,224.80609965323316,E,C,A,-77.39911494195262,0
African American,B,-139.38600321016074,E,-99.40106627934368,-158.93921690602394,-113.72356964826646,-77.95662915777972,116.65661028816439,B,A,D,-152.8491225627832,1
Other,C,-169.97218210333494,A,76.14216743792781,-128.01165240566937,2.799884141138852,112.6776922678628,-109.21057718520544,A,E,D,56.81428969166359,1
Other,C,86.49558359923472,E,87.59791564741481,-106.59105766577584,3.490059730567454,-154.16498213629504,87.58043733690108,C,D,E,75.94635021703967,0
African American,E,-86.92074504904708,B,-51.33417507919946,19.407705250336466,-78.19053913704185,41.101593831619844,-154.60263502587134,D,C,B,13.425870217032882,1
Asian,C,51.98795570249183,E,100.2721254093173,31.80716882966912,138.35776216996967,51.625883410313214,-21.880612479726977,E,B,E,13.075538963562192,1
White,C,-205.30887020009976,C,56.87039234159096,48.86020401448532,-56.07482402780588,-38.43773032902071,-115.96048004737673,C,C,C,182.3897192271861,1
African American,A,11.94527207839756,E,-187.72118681600077,-30.588894065523302,-113.59769780911371,-98.27801580357199,224.01075982602637,E,A,B,-5.2763556968738135,0
Other,C,19.85660912629572,E,-51.95720938197077,-98.69501900509383,29.27522291726769,61.39192692352402,42.7341742821408,A,D,A,99.2783908737758,0
Asian,B,97.70256396115337,C,-36.66587113155922,-36.440261096048715,41.82898717399786,-111.87894001655549,-132.85735556330488,B,A,B,3.991584152667688,1
White,B,-8.235315129270179,D,-109.08005615075704,-162.05451941656125,-16.562026036715377,-168.47735674329473,-2.1705802883328453,A,B,E,91.45981307569329,0
Hispanic,B,-156.43170112427137,D,248.4557555804853,-79.09307802932416,64.72662520551744,15.428134442069894,49.30768639116292,C,E,E,43.81635097466797,0
Asian,D,125.81864927497143,C,-230.06054737104006,134.19531284956867,-35.12627315510498,45.3065392900601,-135.91914959072176,B,A,D,247.51424525295192,1
Hispanic,C,78.61794569250387,D,-96.56518779416837,-140.21669781851566,-10.00531766067313,30.252808299367363,-67.38386850165017,A,C,C,-80.33998622748322,0
Other,E,-231.29885271598414,A,-3.5688449158222,147.45932453485258,-127.46189758926447,-35.84331103751014,54.472458699966,E,C,D,63.422562655303174,1
Hispanic,C,-211.21720766164717,A,14.91714405897189,155.85183101186286,94.93675902978201,-2.8576353027275676,26.311697526328174,C,C,E,-36.00628018246447,0
Other,D,28.65764310273315,B,152.61253304468977,66.632389686262,69.53802575974277,-178.14927389942446,-73.34615674803474,B,C,D,-7.304048438048584,1
White,C,-81.60889894758448,B,-14.589983648907886,-99.85532032543685,40.72204581444439,-162.38772797399474,36.768812473202225,A,A,E,-3.9846149118869314,1
White,B,-142.13989881561005,A,47.66390953144102,57.93085336304523,-152.42963305856293,-52.653957217580526,104.35746452404638,C,C,B,-189.72455625966862,1
Other,E,7.108034207885143,C,-6.951506321034429,-28.639939196801596,-44.903648166806946,-42.73733904911505,110.15100642213164,E,A,D,-30.640387163416143,0
Other,E,-31.77592674158737,E,-99.5892582436804,27.947268199407528,8.330868233249763,2.671214855609207,50.698689570341585,A,E,E,-44.51568864564812,1
Hispanic,A,-106.66213829496304,E,-176.83122794651734,-20.896756779538173,-130.03948253544365,-96.35237587298622,116.3329445285604,C,B,D,-8.707390355258127,1
Other,C,9.283018572407633,A,10.355954542539559,-82.0756890709869,-185.23460816605268,-100.42464674021565,-144.91846398379212,C,D,B,-51.177940864352855,1
Hispanic,C,-80.2169240387254,D,-130.47129269958143,-16.107185816737264,-15.359180180119806,-28.770880153548088,15.733531016071705,A,B,E,-108.94220067836018,1
Asian,E,-100.81875893097869,D,-22.68038121874068,115.4088923934178,-141.65428713046904,-97.70720761877668,143.57131018147,C,D,A,-30.118642699252874,1
African American,A,-96.85123120974625,A,-21.69730348371857,40.20990942432159,158.93229104596665,7.314172789971804,-64.07738209333172,D,A,D,15.2233768878027,0
Hispanic,E,-42.97580928397666,E,20.4024651558988,65.4701596427503,-174.62557525064506,-262.47199438271724,40.0682851368059,D,B,E,-95.25533562797678,0
African American,D,-197.35677021491924,B,28.17654318164027,7.69015517903799,-79.30321613094446,-3.9037639120236967,148.95625242888974,A,E,A,-26.876004832510063,1
Hispanic,A,100.72041659689535,C,57.61773559914683,181.8482547165777,63.65322809766146,-132.33188699366735,-78.22079946746638,D,E,C,70.3227803344516,1
African American,A,-216.9522001548341,E,23.963542664149166,167.33757462723585,20.508615335265805,-62.64842175494705,22.241317949461536,E,E,B,42.26481489101602,1
Hispanic,E,84.559764604415,A,114.58631839297738,-35.63724856018872,-17.71682233181697,-73.8455922437242,-21.960616209592693,A,A,A,-136.27726783705353,1
Other,A,151.44435420243752,D,-44.59942580646214,56.8266476102535,-65.2557929410667,163.43307402607914,3.192085426306432,B,B,A,150.41896534813563,0
Hispanic,A,224.7961358533152,B,-187.73907317111335,-9.017739263898326,-142.00175684407742,-85.13254473429751,59.94762174614516,A,B,A,135.4050612950473,0
Black,A,-108.99257410501076,C,-19.217065275555324,17.006057605671227,-50.49183320593528,12.908601463665036,80.46563267781882,E,C,B,-78.91830491202987,1
Other,A,-84.51176484692267,C,-58.73525772233308,118.86272393766042,-9.584418906223988,-156.97178718739454,-120.73757985624137,C,D,E,-157.90196526318542,1
Other,D,-100.57381734023936,E,-34.62560300321228,221.35482173708985,-81.03303078789844,-168.39193389825158,-25.440587873349628,B,D,B,-103.36894131789978,0
Asian,B,47.14778130142812,E,118.52555436673991,-73.11665728072197,-109.82379612140024,42.47773369181166,12.361943578450246,B,D,E,176.65323354152406,0
Black,D,31.389838967712823,D,79.72546890839162,-51.93377307311804,72.20451094560208,78.65727723524898,112.39020564587267,C,D,A,165.97408591179047,1
White,A,-272.70581996509236,E,-97.7185020044834,-157.0212569097254,-88.93045720241422,76.27502185997925,-199.12126786093526,B,E,C,-165.0169297543195,1
Hispanic,C,-133.78731071072212,A,-209.2090799206077,-50.2125221769106,42.35993324626463,112.80309142868174,200.7214286776902,C,C,D,-26.218414314629563,1
Asian,E,-79.55625241863952,C,-12.661809524026854,-43.13813404706572,102.65109077015569,-70.65442524080231,-97.51321132977844,C,D,B,-23.46911458366393,1
Hispanic,C,-60.13016792861681,B,12.12119887036387,-5.807586450527453,-95.77432172697698,41.31247499467189,24.158367965463118,D,E,E,164.30487074872963,0
African American,C,105.48537052681546,C,-28.653247714699255,108.44516393262631,159.8471711434676,69.36295996264184,88.51695103812416,B,A,D,72.86607996805601,0
Black,B,-29.0834287888376,B,210.7554055984834,94.77057721045796,133.76892764794118,1.7727454063021244,-74.14203553310139,B,E,B,-55.50800009010332,0
Black,C,61.237360796249995,D,-40.73962521657491,75.31086425634203,-85.26371497356018,59.73976780096506,-193.480159860043,D,D,E,40.28986687334757,0
Other,B,-27.1764287196768,E,200.20117178782053,-2.347229335408554,71.76689418558607,41.8778343930796,44.151934347302365,A,A,B,-60.610000486125514,0
Black,B,8.354490274287434,A,37.51746185754842,31.777396782600743,-51.408390856460905,262.1656291025685,161.34390894765815,C,E,D,-12.413914962160675,0
Hispanic,C,-3.4841894229213786,E,152.47358115542133,69.88710135149357,80.89160651986967,-93.95064561458038,-124.10939780122257,E,E,E,85.04323258507812,0
Asian,E,159.37270641760193,B,-93.60113186957516,44.3157846773823,-47.33298759684075,65.73989996479848,111.56348589458413,B,D,B,-44.57393239929585,1
White,B,-122.46093880669792,D,99.46985455065175,-24.026073655212237,-107.2901461641645,-20.19973800282619,-15.325280028533687,D,C,D,-9.926201777769794,0
White,E,-14.763412880414434,C,79.61536271540163,-8.87592101706052,-51.95226520007338,40.44808021110392,-123.49544625663526,B,C,A,-29.658775711556107,0
Hispanic,B,39.55678664790586,A,36.593858005110505,-89.8985984437156,-51.84211374826221,58.53401349243945,-63.92580514656211,E,C,A,-15.332136740226353,0
Other,B,-133.82339676482934,E,95.65450638035816,-215.16745905748667,50.75389629707671,-56.20771930084377,137.9314693514452,B,D,D,-88.21453587379891,1
African American,A,-90.91375701017071,E,-65.6194377951267,102.45628970995546,130.55874430506594,-44.64982420247034,-20.983763011730368,E,D,B,115.91973549011307,0
Black,C,-199.6551099710034,A,-43.27715000436439,32.781137359834474,-170.49675594889752,-46.59869688618868,21.50213337864742,A,E,E,166.22134404554902,1
White,A,64.56919765012137,B,-25.372177276771886,59.41725040885556,-53.2976214192491,91.20966499721357,19.19968696992264,B,D,A,37.3856795875786,0
White,C,36.01886734171823,A,118.65179172218868,-180.51844988801466,-7.455459512675045,90.73316242240283,177.20014401796593,B,D,D,26.658273899154434,0
Hispanic,C,15.266784347815193,D,-98.24096687838903,-50.242772019179746,-137.84734187731468,83.59420518047803,166.3493011212364,C,E,A,-96.47737637004916,0
Black,C,65.58412667545373,C,-58.99656804933354,-26.803049721138773,-154.12916227178215,-60.67993504890921,46.72575451882112,C,D,A,117.27289041127077,1
Hispanic,A,4.789217881301045,E,-32.98098679156979,-102.53569977038575,-2.7973250267107646,73.88108926385786,-113.52428511049813,A,D,B,-153.28395183575725,1
Asian,D,166.04141110831912,E,23.27749235546916,1.151727441683431,-37.38119058707014,3.1167615743454777,86.14752178780243,D,E,B,-64.87093009267006,0
Asian,D,-151.8496404223201,C,-163.95351703220462,-246.77730876277147,-27.553218529834293,46.82896117821417,-28.211222377240613,D,D,E,-6.500404463772637,1
Other,D,70.90089824975738,C,-17.643404270571803,-83.37499521975269,80.42779978323291,-80.08926128009888,66.77929467824542,B,A,C,-229.65643682078277,1
Black,C,-71.04425882200447,E,-140.89155947903004,-102.07127080761143,11.891664879758416,170.91338565533894,89.00265337689274,C,A,E,-72.77523408235025,1
White,C,-24.089888309265195,B,67.30789992559158,-76.18669417959639,-56.894708998108115,70.88802593659534,-26.84399941697153,D,B,B,-263.27686483605845,0
Other,A,-107.70621582182073,B,24.56003178596826,130.77920496400148,9.633658325052915,14.699119409268516,-134.67426157870779,B,C,A,-78.9585188900931,0
Other,C,-22.509770516551022,E,112.12642427242923,-70.92864611502958,-103.95152055375374,-134.70472724434276,18.84269696963577,C,C,E,61.03440402977159,1
Hispanic,D,11.550103962746077,D,160.20511494360628,55.099151398604086,199.91695048210627,54.19757575533569,-119.45752531264311,D,D,C,-14.7432651189401,1
Other,E,32.6921700800998,E,17.878493302350567,-209.3008275543476,60.501289585478176,-20.17710304544094,120.48588536399794,E,D,C,-32.174537720488395,1
Hispanic,E,-140.06314554783145,B,14.726427918069923,-18.51937961596747,-182.93035627752317,-95.98456134528789,-171.20720254315438,D,D,B,-149.4172349827888,1
African American,B,22.516955710538472,E,50.67363216249069,-65.20510099596497,31.865075566394314,46.375692926125964,-51.0564974180566,D,D,C,81.43566172588712,1
White,B,-7.757985195677998,E,-8.535791766908204,-68.83640724447322,89.88196752405008,33.67557505050033,89.15822408017821,C,B,D,-28.321002185779875,1
White,A,-143.5379489641312,C,-25.711015808173915,8.77521569750699,-226.76640446669856,28.775458733350245,-152.6758662145003,E,E,B,-214.7822904306314,1
Hispanic,C,189.67377067279395,C,-170.50099676228626,58.55745879047597,254.77839903249622,-141.52914959665802,-66.20157941494205,A,C,A,-24.61799528895489,0
Asian,B,61.027329407777984,B,120.61330053342341,-87.90621080375249,-111.65505664602549,-134.31895428381827,-227.47289746948823,C,B,D,-98.76434168883617,1
Hispanic,C,-40.88495294331488,A,14.975535037877508,-134.0713778924673,-156.2717133637059,27.361623435657762,-56.86207682117116,A,C,E,-54.250426797149906,0
White,B,146.6624589691285,A,-177.54488513963915,-36.0572590134683,164.0359743858986,36.515586818932746,-41.37131274635551,E,D,E,-59.0243343562203,1
Hispanic,D,-48.19090263771281,D,-13.656354552154909,-149.04124754939335,-29.272169316020758,-76.64297882902717,-28.2489995179603,A,A,A,5.422809079237951,0
White,A,-113.45850412072068,C,92.9081625616688,-16.69420163510091,93.96649613417684,8.511669615760592,135.28003384803512,E,C,A,261.57309597892845,1
White,B,78.41044160707938,E,-4.834459381886126,-208.23510865085996,206.03172618853472,156.63601821608384,12.578261088984233,C,B,A,-50.380590251280665,1
Hispanic,C,83.31808554393936,C,136.36394812867735,-34.04789065795249,-147.84356145578744,64.89470044943354,-103.2430976481272,B,D,D,-51.34365977032396,1
Asian,E,-96.7603337117151,D,114.16761610963016,161.98533429566712,-88.57226352589986,-139.7699316584045,70.60312916554228,D,C,C,-50.52396647646623,1
Other,D,-53.02691795103777,D,50.06253508414217,-144.61245721059143,32.564007375483634,-62.62876823800829,-5.23162229085772,E,B,D,45.00789711237415,0
White,B,-123.47920903266028,D,38.93523042744063,41.69044963391357,9.652832522803397,-33.46008430500379,-167.5267963058379,A,C,B,-1.5229964458729104,1
Black,A,68.47648393502071,C,-27.85093905884748,-66.68761885962479,-86.53374649689621,-44.74379436856509,27.34163470282599,E,C,D,7.0141810311991195,1
Black,A,22.16408164360619,B,-57.78485465811989,13.21881966708248,12.24199956950463,14.596806960768378,40.192978851939756,E,A,E,90.57782851298776,1
Asian,B,103.07162283575676,A,-157.99633486897713,18.705078458730846,62.40875893899451,-32.09461188541976,-87.79627741997858,D,A,E,-75.86097543587722,0
Black,E,-67.12853821940055,A,58.79917350682086,63.025194415217086,-106.23177966844426,133.3674538445107,-38.61610732992213,E,D,D,-131.43859508175964,0
Black,A,-102.2719938479095,A,-23.31063776538427,24.846011712868528,-198.44715722011796,-8.243111221711162,83.06155621507901,C,E,A,-149.18585221304969,0
Asian,B,5.382977510817746,A,-33.31174646755479,-116.91313746199596,-92.45872386725597,40.048188757634215,42.578728167624945,C,B,E,-26.654224083585827,1
Hispanic,C,53.0210253879836,E,65.47046509426656,-91.41087971015267,182.6582337534413,-50.56548871769772,89.64367015671702,E,D,A,-55.72508554268829,1
Hispanic,B,32.2779708227278,D,-123.01219013356308,333.39451559878256,-5.701210686716828,-165.3290491941002,125.80586742217356,C,A,A,40.06567867366087,0
Hispanic,B,62.551363430726425,B,136.71281782497556,51.62119121692458,100.81998209000618,-127.96880752586543,14.180169860427169,D,B,D,97.2320325917352,1
Asian,D,-124.26701748789861,D,212.3035523900767,52.32080558059711,-47.63605392938764,-230.2338180132133,-145.6065957496012,C,D,B,122.22558628362383,1
White,C,65.52200998332052,C,-61.841538793825876,-253.05481134644742,-246.57480095494316,4.42449565253014,143.21561216447373,D,E,A,-18.188123157796102,0
Black,B,18.746175082386106,A,79.19780004340456,-111.53276767117933,-55.65900536280937,252.20605445495897,27.946260135636336,E,C,A,-57.10619617695082,1
African American,E,75.19778119949989,C,-11.491152439165681,-114.58719804826414,136.32803139860823,11.467221474905648,-25.611881303444022,A,A,D,42.12350687659127,0
African American,D,16.870726861504114,E,-70.45895215672869,6.503158933774432,144.53996685265514,-4.421171385685623,45.4115851383102,A,A,C,-99.13428022600041,0
Other,E,-99.65207342830954,A,-84.41722724341894,-149.98914340741268,8.896268329167697,55.54691522947483,162.41236615767224,B,B,C,-88.35026049237452,0
Black,A,4.501279524400598,D,90.99034329937672,64.27093700383399,78.35540862659074,57.207387671688025,-109.64545289230365,B,A,E,-49.37889198376512,1
White,E,58.842770170228405,E,158.38727548322368,-8.49967330457353,-28.446226821121616,101.61301841001824,-123.91470021782516,D,C,C,-74.0138373871385,0
Asian,B,-131.40753709448902,E,231.33860297950767,-82.49200446770631,-153.9752265233286,-42.56051697054684,27.94032072402311,B,D,A,-8.596305971432747,0
Black,C,-55.874554622152736,E,-5.410095104854102,-121.29351312003365,133.80573927973145,73.04827579899464,-50.74244967506579,E,A,D,-96.21465670108431,0
Other,E,-15.155560517335978,E,118.52582373266397,-34.21860591481216,-15.804533121913378,-69.35363283750934,142.59798932709595,B,B,B,32.05473431233482,1
White,A,84.08700289291518,B,164.79920640970792,-23.17707640044362,-58.08039464810905,-49.789075545207176,-65.63465749802477,A,C,E,-79.34541398630054,0
African American,C,-195.57098664075983,D,205.68050088256135,13.988652834294635,-92.41384045150744,114.74481952400153,-25.15017511733344,D,C,C,-28.627046864155574,1
Hispanic,A,-2.461366110556661,E,65.59632620041258,3.9171197148166392,52.29581334962966,-167.30833974239536,-5.7419068632611525,E,B,A,-49.955269265527264,1
Asian,A,86.52124163134788,A,95.79958299802847,7.005901648600968,100.79643300068474,33.84549442657925,-84.77612810360147,D,A,A,-192.35260136527214,1
Other,D,-122.7619052608946,A,-109.07472335496591,102.08119855657478,120.61092819233022,81.44865534141329,-165.00927890743756,B,B,D,-74.08897087993732,0
