RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Other,14.518463892468716,-188.72944879787494,B,D,56.400628306080634,C,-58.78660108692637,E,A,B,E,-49.279914019235044,-109.89509884271492,C,-30.811007737154227,E,-16.291818664451842,C,1
Hispanic,-34.46356804272159,-121.72179906264955,A,B,-4.3881259382267945,A,-57.82172674917261,C,C,E,B,43.8170005047463,-52.06687034792247,D,-95.54124816670372,A,-43.44152815750014,A,0
Hispanic,209.5822149301191,55.208994078727905,D,C,157.73974117603044,C,25.86751153741845,E,B,D,D,66.01816993992492,-25.75326058933658,C,-228.85376120398453,D,-180.24519908624958,D,1
Hispanic,101.38410525665631,-56.420443491340855,E,B,-138.31121045450112,E,-190.57051519660547,D,A,C,D,2.62294212879509,-200.0560292541848,C,120.20207531652612,E,-97.01981856956203,C,1
Hispanic,222.01976209563182,-112.29403535101028,E,E,-19.820248580583304,B,145.5161861800355,E,B,A,A,31.67479322171695,37.738902577185165,D,-105.8365164996669,D,-79.16054198149442,A,0
Black,-202.40283972145428,-26.354894487317253,A,E,-35.115317700085654,D,40.48647613741044,D,A,E,D,53.62423149289095,109.65166482932334,D,-7.372649396917015,C,23.893478872653954,D,1
Black,-23.85436051013405,6.5581975311756455,E,E,21.911423379471636,A,-134.09435324432678,A,A,A,B,-26.37333473611393,-9.787428645560144,A,-79.84257131988205,E,155.93140817533657,B,0
Black,-209.1692935644733,-14.176900880641478,C,C,80.81762818743827,C,-64.6938851392377,D,C,D,D,101.00718107873531,-32.640724406282764,B,6.919317646860962,E,-7.965086342613431,C,0
African American,28.599212513198886,148.9192017339637,D,A,-166.88394476715638,B,-1.5425861275960553,C,A,D,D,66.45364395333114,118.3795027262853,B,-58.216088015640466,B,-11.872150655087056,E,0
Hispanic,-26.941265202355453,10.720776279783456,A,A,101.25741971025104,C,159.86267899661098,A,B,E,C,104.19839228205805,-21.165014892279295,C,15.337683974835251,E,-81.6549981160911,E,1
Other,-58.55744187859679,-76.80400439177151,D,E,-75.07295479537993,E,-53.41959153394556,A,B,E,B,-151.65522810304986,-158.66997693936312,B,111.00300568584203,E,-83.64956611724604,E,0
Hispanic,105.33908021298102,35.889302309088336,D,A,144.99881579632736,C,-147.93648813628266,E,C,B,E,59.45037005545232,38.685749558687576,D,88.48478054923218,C,10.916808782180402,C,0
Asian,-9.298021662714312,14.784437834313044,D,E,9.774375997904324,C,-88.44886180773146,B,C,C,A,-13.126584658268076,-61.26001220571401,B,33.25762434824153,E,-66.79068597724948,A,1
Black,168.35970084120507,26.79389205681607,E,E,293.0136492062379,A,-135.5741140228549,D,D,D,B,-0.16358159155232968,-110.32113340697845,B,158.74321631832765,A,9.87206818310554,C,1
White,-18.23988762686596,45.63833114143366,B,E,-201.9692706592017,C,-8.997215579052858,A,B,C,D,-28.103611385569994,20.576546869767743,C,64.38679341480771,E,-61.26409027614626,B,0
Black,-109.78327066799565,-42.579680002433086,B,A,-50.022841107411445,C,-22.490914110751316,B,B,C,A,122.18551432905092,-76.47220524535463,E,40.99340276298305,B,-35.952040351227254,D,1
White,117.01751414400402,-31.665802518556053,C,B,84.19528716515076,A,-62.1166321223084,A,A,C,E,-8.35726657628998,111.87442470567987,E,83.19957619965639,A,171.50438660542062,A,1
African American,44.80720509582795,-27.777828762991668,D,B,-10.989032046972241,A,33.629303219074764,D,D,D,D,132.92139299310622,-39.07719799504555,A,107.68607533856478,B,28.990622368352604,D,1
Hispanic,124.62640314456274,-66.58499482076081,E,B,108.73175049932303,A,114.21430263506404,D,A,D,B,-16.258800594925937,85.58744036836251,D,55.308622513449215,D,-77.50281252243238,A,0
Asian,-97.4077862889429,-48.17452025762073,C,D,-47.47219405127471,D,16.66183007343556,C,E,E,C,343.9808544169676,-73.01166178746185,C,-158.103216631616,D,-42.13090815072753,C,0
Other,251.77054464806918,-200.19646883690777,B,B,51.31598186814418,B,19.13189044984771,B,A,D,B,30.584392601554168,18.419799015458697,C,63.493434716634866,B,-64.79287344967838,E,1
Hispanic,-69.21432056807694,-83.9788486693577,E,B,-72.79407183966786,D,24.980082093753662,C,D,E,B,45.700963789906766,-5.0352273430393275,B,46.878886432004,C,1.1330330174378702,B,1
Other,82.14672101501756,13.714218091766181,B,C,79.29254238057523,C,110.00672812296874,D,C,B,B,-5.474753772880786,147.5808195934217,E,-55.18091056404244,C,60.63142308291249,B,1
African American,54.01884627007446,51.34388053907285,A,B,-43.553558537769256,E,31.301419250666505,E,C,D,C,169.15260536670388,254.89187350386166,E,32.774812353364915,D,111.97865005064895,D,1
African American,52.3818448223178,-1.0072956732332388,C,B,61.90739870959439,B,128.03715902487755,A,E,E,E,-52.0003622678778,-141.17968977453003,E,-194.27948981004425,A,-41.765023559020136,C,0
Black,53.74387932241398,131.54552555598366,E,E,118.8701352320188,E,-33.226257582229,A,A,A,E,-124.74928001164018,125.42568568187747,B,-24.210593066063144,D,13.74340657362922,C,0
African American,-36.63938012692424,-135.80045555603223,A,D,-48.36431588803307,D,141.1729986031133,E,B,D,D,-70.0030660004331,184.06649182393403,B,91.6865374012799,B,77.3916924881572,E,0
Hispanic,28.602573386126558,76.18940776284242,B,A,202.87433121072297,A,-53.36508168377182,C,B,B,B,23.91251658133406,-262.24137230047177,D,52.51599665923297,D,-18.45710953692073,E,0
White,23.314924824496668,12.421851502964893,A,C,118.25700165838641,E,126.96515923567718,C,E,D,B,-143.84431066217246,67.72503715460647,E,-55.15692885175905,C,152.71355099941871,B,0
Other,100.66074699258824,-59.96384268470392,E,B,82.932499727492,B,38.50553434236475,D,C,B,C,-116.66512454915954,-15.757817196181112,E,6.4025869249472525,C,-62.38242214064419,C,0
African American,85.69704494721216,-193.69898499430585,B,B,41.899061660232526,E,-275.87121378650073,C,D,D,D,141.74196351609805,122.00573212374685,A,-30.989792164748632,A,179.9328561116819,A,0
White,18.635159667392873,53.388011415502476,E,D,127.8804130689178,D,-92.82467229557341,C,B,C,D,-204.9007324562779,-32.12366779830562,C,70.59591460178508,C,-49.94899057685117,A,0
African American,189.24372450760563,-170.0096840566933,E,A,-52.47311316318829,D,-9.27204392053454,C,C,D,A,-28.707735646249354,10.791304444966906,D,117.01135775110127,A,-3.4646430732911786,D,1
Hispanic,7.26362060966015,51.45417688900381,D,C,139.60766944401414,C,-210.97353879594652,C,C,C,E,-81.68812852474136,-96.67682985792338,A,-31.037534005782426,D,1.3371675753006607,C,1
White,-129.53717084438807,15.709950129317265,C,C,-66.34948215393062,C,42.74957688184232,B,C,A,A,79.38673346672344,141.22958901906992,C,49.01018878089342,E,-103.57011073239684,A,0
Asian,-62.233365810760034,-19.5078308956271,B,A,-96.18246295485373,A,-223.41965231286576,A,C,B,E,36.05030242671254,-30.401528604521495,A,-49.066896690875176,D,39.63184380437343,C,1
Black,-132.297629346696,200.1557132078426,E,A,85.96295698146255,D,74.87711264962104,B,C,B,D,-179.48532151788888,-134.9070640330703,B,39.28207154071096,C,-237.80465335782023,E,0
African American,-148.57315994138025,-65.44954065704232,B,D,-55.47720745669413,A,-21.281796084232294,D,D,B,D,41.66994687227868,-38.59261754347904,D,-22.474548142678984,A,98.07192932608181,B,0
Asian,225.03457096132263,-143.95449344506878,D,D,-123.16874545306595,D,63.19700590046159,A,A,D,E,-204.78232150210624,109.6780982189344,C,-36.65998566589636,C,-17.632798460277634,B,0
Other,-38.29481751656829,-34.28452528222808,A,A,-256.50953504888145,D,-23.900451187011935,C,D,E,B,75.78841234129827,213.03873938124892,E,-39.345442116588416,E,32.765909100779275,C,1
Other,4.7716058516894515,186.09577887589774,C,D,46.67264995815034,E,-82.20215882764272,E,B,E,D,-151.6245651484233,44.7385403780273,A,-112.80859373880332,B,-44.41839040788692,B,1
Hispanic,-173.82919667272944,175.92634571064804,B,E,177.68423637649795,E,39.47565128343158,D,C,B,A,8.977459612408403,53.31781192673881,E,122.03239970120427,E,-121.66392634116055,E,0
White,178.93443012782237,85.94825620097055,B,A,-48.49615447602332,D,-93.51007954082807,A,D,A,E,-114.91805151624739,23.263362352079792,C,1.647105345279553,C,120.71717739689747,B,0
African American,104.42976661359538,9.04137295497649,E,D,37.264144058133,D,-192.6657892405648,A,B,C,D,131.0938058552216,-14.652726470251537,B,-75.2285877367444,D,-89.64462466434509,C,1
White,68.84112622237922,-28.626996710614065,D,C,12.83732404678754,C,139.54604115928163,E,C,D,E,-85.90659705534753,-57.751980832528126,C,12.830814432700755,E,-20.91706554039878,B,1
Hispanic,75.11576109202954,-169.0443248827189,D,B,116.11908004428402,B,132.14011487529322,B,E,B,B,8.777192487013572,74.97457932778764,C,-198.8989227573324,C,-47.25149509755304,A,1
White,-2.2773139120935837,-54.623053350457454,D,A,-74.69396365679776,D,49.42396092640669,D,B,A,C,17.888691004915806,21.322084028974647,C,-61.69543021299291,B,85.25829463866033,C,1
Asian,-56.49285027079664,-22.418653967562307,E,E,-36.62425899291094,A,-36.65613490864044,E,A,D,A,-60.071543062991225,-198.474971600103,B,-43.45316914047574,D,-74.10570505539911,E,0
African American,84.84751004584469,-54.63666729616127,B,D,114.313170419248,E,-89.1604272580687,B,A,B,D,-86.62401973359844,-129.29599473849214,A,-32.40591099243014,D,-129.70982582198067,A,0
African American,5.745090513217215,-123.20819577530828,B,D,92.05039716083805,D,-31.76765206516641,E,D,C,B,-114.91164212962262,-37.9334547398776,A,-22.73885755797537,B,-156.83732000957826,A,1
Other,75.57553233209961,75.85663054467555,B,A,128.9066831255029,C,124.07073653919491,B,B,E,E,-69.59708176066117,123.16150223298268,B,170.79634923755447,C,43.91863888922902,E,0
Other,-1.2454216165390681,-138.3316729296075,B,E,84.64009932550474,C,198.03390628022547,A,E,C,B,-26.86529078046093,44.017490428048426,C,-51.989179588563836,D,74.20999996835805,A,1
White,-46.69220253243657,38.30546535052595,E,A,28.38194703566784,B,-32.80717815879041,E,D,A,B,-56.42287752866888,-194.80882981027403,E,9.322810908839614,E,-159.06735891438208,D,0
Other,-60.17484690465367,8.521581896475574,D,D,-4.67526844719324,C,174.77030553182513,D,D,A,A,-159.28597889187165,117.92523602491902,B,107.84709328875788,A,177.95305665592315,C,0
African American,-52.45344636045868,-279.43327594297335,C,C,66.50600360844884,E,103.46113066054056,C,C,B,E,-148.7275471893643,12.573472994278198,A,1.651879960835601,D,89.2800544786305,D,1
Hispanic,89.27827197149793,84.15707574951958,C,A,-251.3268411187514,C,-18.22327066463818,D,A,A,C,47.30489870002915,-11.744147122186877,C,36.50239484223002,B,38.548495087639466,B,1
Hispanic,-12.793970655818354,11.971526457978014,C,A,-179.5601493606509,B,-86.33841219817701,A,A,E,A,-158.63946810322253,-43.490560581378624,B,50.18812183208632,C,43.454968953689644,E,1
Black,135.09054259312475,-76.30670125226216,E,E,45.89446236205125,D,-90.37941986307548,D,B,B,B,-14.288018282334006,3.546139520751908,A,-50.4737293293259,A,-48.59309798082769,C,1
Asian,-51.83981852003645,-88.48024095347728,D,A,150.98641496844152,E,45.70817491839028,C,B,E,C,134.7002703986325,-86.88225376059661,C,17.262326987247466,A,9.552266244516337,A,1
African American,152.01474855850597,-126.49642385890884,B,E,200.911742956298,E,11.727494595642112,C,A,C,A,68.17336218865208,63.265673618700845,A,77.49841952236366,E,89.51614272545378,A,1
Asian,-132.22084279514556,55.84041801954284,C,A,181.1244621363494,A,-79.37109885305867,E,C,B,A,106.57144008140686,-9.103296949485587,A,91.73730355382651,B,121.3944709809137,E,0
Other,3.993615348206922,73.75469409247785,A,C,51.77991230021064,A,80.153709264806,A,A,E,A,-44.77351366336732,-87.79305136484649,C,91.24319039299637,D,23.111045249534577,B,1
Black,23.940987269516878,55.48531678258668,E,D,-64.11971340431187,E,8.27651754378913,E,C,E,B,-67.19838228115013,101.47353319626376,A,-12.988345537568623,C,-45.86361935661708,E,1
African American,7.344861828110651,-20.590561550202064,E,C,53.44621679917506,B,-59.92754730357025,B,A,C,D,-114.20713585675905,-12.688739099988029,B,29.93882380020574,A,-7.093104458476038,D,1
African American,-99.67773554411733,183.1985596442212,A,E,116.0543214436665,B,80.571044997434,E,D,B,E,-64.16755714927855,119.1183609114906,D,-65.76839356124486,E,8.202883363100756,B,1
Black,102.83557035992902,-223.83355286774696,E,A,238.99378793913905,D,111.05001519373114,E,E,E,A,110.35698672829078,-36.98023103124263,B,89.31667052073936,A,-56.07029959233806,D,1
Asian,-32.49644892238052,-37.40530277100554,D,A,-116.44850961583755,C,44.43320165744987,C,D,D,E,-126.64424072794141,-30.150128180199864,B,165.16751015448745,D,-87.7994982392732,A,0
Asian,15.899882301642068,-51.39763977634342,C,A,42.85113772861759,C,-79.34099189633798,E,A,E,E,111.40021052997844,-28.944207588476523,E,104.51579531048989,A,-54.435684659107565,E,0
Other,177.49999592615552,-11.436386560326264,D,C,12.060887856930814,D,46.68525041158047,A,D,E,E,274.3300217060043,94.24924508229147,C,54.11310965987622,E,103.92323220037049,B,1
Hispanic,26.32942733212471,-6.210790492558839,C,B,-46.170336557750005,A,-28.21670349531578,B,B,B,C,2.699187841748703,109.44971229611224,E,127.01474652593578,C,-116.08454831315225,D,0
Other,-8.74828618148692,190.38703665185605,C,D,63.74287905624272,C,85.05505599709632,A,E,D,A,-53.3731117230141,74.16642347115871,E,-17.37603009733026,C,11.99624965020421,D,1
Asian,68.91002255819475,78.96788671197645,B,C,4.64517951960689,D,133.33171129731167,D,A,A,C,29.515352083709757,78.53175297553592,C,135.97812584486465,B,-65.74377073151342,E,1
Black,-167.66925747012223,65.00231662283471,B,A,-54.76336261796132,A,-153.5717031841994,C,D,B,B,57.07172615338775,-1.5150785974062364,D,17.212142139860017,D,-22.266987742079536,C,0
African American,21.75019608662113,12.555572110614497,D,E,18.62537818536892,C,-173.25507476708404,C,E,D,D,214.33856111783535,-31.82485974178909,A,92.9011162595396,A,-25.586385864674625,C,1
African American,10.923290994914323,-128.1740170544621,E,A,-3.707925907493977,D,181.00260554244386,D,E,C,D,-3.309900620831995,7.235346981248359,E,27.488861615765735,E,13.019611232798326,D,1
Other,-18.594305341596602,-17.968859238586006,B,E,-86.8788927930755,E,-16.0177716705302,B,E,C,D,22.752671271068202,54.13647857222761,C,-158.2448039397557,D,121.58624044080133,B,1
Hispanic,55.53208186031454,46.24143521918905,A,E,87.88286531240482,C,-60.57705140184708,A,C,B,E,-73.29331091692201,-181.81610558859836,E,137.72773578704255,D,91.53787925621967,E,0
Asian,-97.44066483527718,-2.7473850103654103,B,E,-12.80903245086915,A,30.54480943602032,D,B,D,B,-28.905646127266984,-27.36945358862533,D,-108.81392440443412,B,-17.52638430068765,E,1
White,-67.59430769180537,-172.540929796685,C,D,-113.19516518438624,A,-93.58296350150286,A,B,A,C,-215.36373014250688,186.08335369641452,B,-72.8436523828401,D,32.844648045761375,E,1
Other,-137.27222610582103,-194.6380569406016,D,E,-26.182258351899673,D,80.61662850701565,C,A,B,D,145.14489022135933,104.3228762144202,E,79.68061930096358,D,-8.726656947467129,E,1
Hispanic,161.63255697293818,30.22845575292149,E,E,-84.7053759174793,A,4.503769682422541,E,D,A,D,-10.683858709868653,74.11553161673974,A,-129.33662851804056,C,56.53742784224316,D,1
White,31.00511214305707,4.7009185091180985,B,C,-25.45617351090313,A,-77.75724256606709,B,A,E,C,-8.521336977462802,-137.68362521113892,E,-73.17447141069142,B,164.41125193321884,B,1
Other,-17.016582541855872,245.96417657807243,A,D,64.89041816531869,A,-114.39919766965716,B,E,D,C,-116.33497566164085,-132.73210167675123,C,-7.026174597470851,B,-38.369543984988184,E,1
Hispanic,-85.27027238849637,-28.910432032133475,C,E,108.59103820507339,A,88.07358706223243,A,C,B,C,84.3486460017166,-33.26215516568503,C,-40.1666458330199,D,-30.478223924521124,E,0
African American,-159.10319070203744,-29.554444031827636,B,D,67.03133283343017,C,65.39443125046938,B,C,D,B,54.80141339242203,0.22676866994329306,B,59.19189514072303,C,47.69254476281238,E,0
African American,164.6809208498084,-35.210712411560486,E,C,-48.49228419071414,D,-117.76032610123582,D,A,E,E,5.228099973982644,-176.18549977701892,D,-160.42891821625656,E,-10.901421375325027,C,0
African American,44.4729679839312,-178.7332893526355,D,E,-107.23278221296209,D,67.49403112260397,E,A,D,B,-102.69575141526641,-64.24856106063395,B,-128.04229711031638,E,-153.2300984564654,B,1
Other,58.31464713274739,113.24634515709423,D,B,99.77815947609325,C,-148.0263113738676,C,E,C,A,12.993493621848224,-4.693674395285354,B,-96.78732415523034,C,-76.90369229370143,D,1
African American,-130.9978739061582,-208.20888253758233,C,A,-47.83972168130058,C,-187.6971386554776,A,E,A,B,-132.27059082892399,40.69468258986068,D,-96.70653501964156,C,193.9901277471539,C,0
Asian,-56.868392690949165,-38.41331058670436,C,B,-21.530057642807193,B,-106.88413254241715,E,C,B,D,14.375800704482364,106.38482958005797,C,118.35826106098557,B,57.975896587008876,E,0
Other,5.001730431829394,51.61770431627751,B,E,237.88122928337933,A,-72.2494046908271,A,C,D,A,-57.956592521336056,98.38725344160488,E,-47.902043276392085,D,96.44507536762238,C,1
Black,-230.96420512328223,-110.86016673047352,B,C,-31.753009222051777,A,184.781265849452,B,A,C,C,-147.61719900402744,-14.023970300815852,D,-119.47786378469938,C,-97.08732163988533,E,1
Hispanic,-52.769606160025575,114.94489293641878,D,B,26.496674066689263,C,-95.09249362715019,D,C,A,E,-2.942588379383212,-71.92716926003003,A,39.6334906652412,D,-46.92935633114457,E,1
Black,47.510467608314286,-71.33551994323778,B,B,-38.27781887009439,C,27.6991471113758,A,E,B,C,-39.644500356503755,-98.7133280234517,C,26.305716271739332,B,-25.345858800255904,A,0
Other,147.31344576248702,17.362728709435796,B,A,-17.32047990733212,E,167.01334867965107,D,C,A,E,-33.76278793249502,38.74683245466343,A,-6.586689826349677,E,111.839116565208,A,0
Asian,-82.79511306026079,166.30629893563597,B,D,-157.2737196429114,D,-121.7164188676324,E,B,D,C,61.268662625139534,71.25453984798297,C,-0.43911741606836896,A,-153.92668823977013,A,0
White,12.822226004626055,176.17929146063983,D,E,107.62412427519135,E,61.67908287704568,C,D,D,A,187.51241097226398,-106.81092819406884,D,-3.0607340352909076,A,-147.00389035060385,C,1
Asian,111.36772520503251,39.6931661159351,B,E,65.76023437402965,A,1.873193541000811,A,E,B,E,27.415258512786906,70.97293681574106,A,-2.4479961204355414,A,-118.74723658514723,E,0
White,36.058514481949025,-96.03354450290279,B,D,29.42655206962932,A,-118.53542184414741,A,C,E,E,-17.424240304866,-73.86206065938894,C,171.581790892228,B,-76.73422057102009,A,0
Other,-181.32320208282002,-60.568640288938326,E,D,110.88622193656276,E,7.475371302130989,D,C,B,A,28.896705194260697,-104.50309282011179,B,63.06089978562485,C,-21.257123170557016,E,1
Black,16.53476740354637,72.8629543672062,D,D,-127.36750220512675,B,14.298927313003713,A,E,A,A,32.747664666548864,-142.38865198611524,E,-87.63230642530733,C,-203.4317327837455,A,1
Asian,14.575599224364613,-185.9335988314641,C,C,52.95316126833125,B,-266.91738605094406,E,C,E,E,-7.5251820617542515,170.7099079774379,E,-169.4620297017497,A,34.85163669265486,C,1
Black,-196.95772527347344,78.46911061013043,B,D,-191.58220617235426,A,-62.5414208787422,A,B,D,C,66.81659153842607,200.7677551115985,C,150.8816578091332,E,-143.77697234474397,D,0
Black,148.169473264184,117.02157659375303,E,E,-91.6287167421683,B,-18.845326844847392,D,E,B,D,124.81003113251438,-144.53504581530524,D,-20.859470295752825,B,51.904673447853234,C,1
Other,-53.39770979333092,-19.35332696362092,D,D,83.62062681237822,B,227.43533302692862,C,B,A,C,-59.76347239666999,-119.92344256437744,B,32.96926006550334,D,64.2924149934747,C,1
Other,62.125869356313586,29.81755424795954,C,C,223.67544908736346,B,-161.4433695710212,C,A,E,B,-207.35202008027264,-135.2590456191682,A,55.62871994464944,E,-116.91314304167328,B,1
Hispanic,14.884394640902618,68.03840494258,A,C,-29.528502427670887,B,148.6133950432278,B,C,A,A,-76.38724519671895,-82.40034741677881,A,42.80368074613905,A,94.5797970958994,E,0
Asian,27.228711824400847,79.59848396161871,E,A,-43.57648692590979,E,201.30112784405858,C,E,A,D,-99.17462419892,157.8518419482004,A,22.587554782912626,D,-62.634214843647385,A,0
Black,93.48355464170726,8.144897246225526,D,A,-100.07785079684402,A,-38.66656037792039,C,D,B,C,-126.90157553685289,61.87893011325897,A,-111.92998646156438,E,107.03824033157015,D,0
Hispanic,-64.72342256839607,143.69388436296947,B,B,-55.204628913604424,B,146.2531380312651,B,A,D,D,-125.92448852965474,58.1126341815479,E,-27.288505235092003,E,-21.032318202044607,A,0
African American,88.8665458702044,-40.228084241723934,C,A,84.99645615072275,C,33.84305878297829,D,A,D,C,-155.30823052156268,-62.4506459088153,B,-96.78020011592044,D,-91.06432292131997,A,1
Black,-58.16014053767001,203.91656959263673,A,C,-107.94655867221054,C,115.89705003991087,E,D,C,A,117.36070684487505,-36.43519528869752,E,131.21900166509565,D,-48.11241223453659,E,1
Hispanic,-79.17272990862753,204.65115035147235,B,B,-55.0883228022916,A,-27.188392110906832,B,C,A,C,1.8644255590825836,135.39478837122007,C,-107.9813623907188,D,26.614134942983842,E,0
Other,-90.89915249587239,84.84785126352017,B,E,-34.05302361852862,E,-87.56351563743145,D,D,B,A,100.6291462305033,160.99915698039086,B,-68.95968835981184,D,-125.82687297942002,C,0
Asian,-8.407639616007378,-261.3014571675723,C,A,-167.82043549528686,B,-41.407805074501724,D,A,B,B,91.08807035139101,-56.8124413915584,D,8.654873133286635,B,35.46850982112959,C,0
Hispanic,40.289612902247946,-29.367661897729423,C,C,-117.14520796034826,D,-110.25787027803014,D,B,C,E,-11.338857158137913,81.50236780510028,E,-16.227258533916306,B,-57.88176411785002,A,0
Hispanic,-52.03004366554128,36.99732479839181,E,C,130.6844845968208,A,140.48746743003758,B,D,E,E,-95.23464114440145,50.770478749953874,B,163.94383707790035,B,-88.3569651937339,E,0
White,-63.30403359457919,143.82152026506375,B,E,-40.11040710602418,A,-34.92789923101125,A,C,C,A,36.61750846950454,49.38859367694284,E,218.00400918828075,D,-17.324323513614562,C,1
African American,69.47552478397172,88.92260917399322,E,E,40.479914761474426,C,47.55324750137978,A,C,E,D,-106.10065959157915,-5.986892142368527,D,130.41255892205652,A,64.09529436249888,C,0
Hispanic,126.23669566011615,151.7594277230357,C,A,54.27002743519963,B,-96.49370019659997,E,D,B,A,-141.5700960715983,-32.05539931384061,D,-64.74614382413489,A,35.137435583171154,C,1
African American,68.76718192562883,59.22828089178481,B,D,139.89570869553498,B,75.98943219966833,A,E,C,A,-126.51488187088052,-64.35343811183832,D,41.286583446008535,D,10.113781396191175,E,0
Asian,-67.19160404555579,-66.3196191133919,B,A,-179.30461374533192,E,36.814961187102334,B,E,A,B,65.80081941407445,234.19862711666033,A,-62.8004674501548,E,65.1411664703542,D,0
Hispanic,100.67151542162296,38.522673143904775,B,A,-112.19522979966696,B,-72.30134035327576,C,D,C,E,60.088761588121976,-60.92254545869953,D,165.40938818909163,C,91.58948259593824,C,0
Hispanic,-26.726975145400516,35.87566000415566,D,D,31.648629089325365,E,4.99287863900298,D,B,D,C,-121.83166547822744,157.93742885800782,D,-10.375522966292806,C,-166.94094567614124,C,1
Other,136.65146353723782,-73.82845331666552,A,A,53.57056373503912,B,166.3985080441085,E,E,A,D,-102.89397735841321,118.44071265474987,E,-23.852295517767118,B,42.30753685251435,A,0
Hispanic,-52.597555611812105,-21.178263583857383,B,D,61.367066297557024,B,68.2296631955962,C,B,B,B,-232.62169474969494,218.45323632339912,A,34.15487182497725,A,251.46769724939153,D,0
Black,5.354898119453299,35.23797414780373,A,C,9.992053586331496,E,271.6464884488238,D,E,D,C,44.479035142274185,-6.553569383679495,D,-50.698657961177986,C,272.27467952088335,D,1
Hispanic,-29.974325526814443,-136.5693111211054,D,D,-1.8003319695348359,A,-37.091108977218234,B,B,A,B,70.5073205213999,46.35139892740271,E,74.6058530986763,D,-5.51259685075942,A,0
White,-67.94503652445053,158.0507765574519,A,D,72.57922205152272,C,48.17072062186264,C,B,C,A,-46.63297664716975,105.42810703706178,C,212.37304543103005,A,97.79038667550817,B,0
Hispanic,-47.956303808279735,-57.35592674138738,C,D,-104.81108655462978,C,-80.3358191971697,D,B,B,E,-97.49202185129275,37.38318045088906,C,-21.850652665156527,C,-119.62429984199126,A,1
Black,-42.811280026829266,66.95739089879694,A,A,-175.39257001561643,B,43.816170876641905,E,B,A,B,-58.85161416468492,-103.98186351482939,A,55.891197005859105,E,99.1257596399281,A,0
African American,-59.92952598066642,-114.4157150480642,D,B,88.4551601503415,E,-32.19375615020266,A,C,E,A,-21.96286715586342,14.954429964713684,E,90.06407863815794,C,-75.5516877820077,B,0
Black,44.22613715003399,-57.528868278133096,B,D,-146.16812315288584,E,86.34983797950937,C,C,C,A,-25.333303135983403,-241.4659943123433,A,42.910938326742084,B,79.1549215929285,D,0
Asian,112.94056098031974,68.75103400025215,D,E,152.87026462194638,B,44.90662704562595,C,D,C,E,-85.69250597155784,47.03931694508722,C,108.1351231452611,C,-88.86087562409284,C,0
Black,15.241211399545564,27.201447861063354,D,E,-38.61425331801678,D,-101.6546772792924,C,C,E,E,153.4205137268513,-49.74914411862493,C,100.8753639309117,B,11.876437007633792,C,0
White,-27.362659349092866,100.40498941019149,C,C,45.413800489236614,D,-124.8153427287112,C,A,A,C,191.03826703849967,25.674759353171943,A,0.8692107951313033,D,-60.14349155176736,D,0
Hispanic,17.729786690622547,268.2065409389696,C,A,-18.7479844144142,D,60.01980698912263,C,E,D,D,-26.568934968529227,39.74373916571585,C,-92.4144148600412,C,-168.0663636087137,C,0
Asian,20.380380760326904,-122.77969153400836,B,C,51.397846284470624,A,-76.6142184722472,A,C,A,A,-90.66520914365691,33.35331024130118,E,139.30105003892132,D,240.2450025537773,B,0
African American,-4.497426822667112,-72.71474313649638,E,A,136.02403563460743,D,-5.065312048869078,E,E,D,D,-60.80662063901857,82.60759299135484,C,35.40597872582742,E,10.256485923807036,C,1
African American,108.92876214069989,-34.378831151022254,A,A,14.352751599536148,B,44.913934375623185,B,C,A,E,-140.00751886131172,128.93366392956386,E,-7.0236252870315985,B,-100.65124692892375,A,1
African American,58.682649814467226,105.37834901351945,C,D,-79.61649438801571,D,9.993645516168824,A,D,A,A,-15.939118326504826,29.580915629525588,B,10.74874754472432,C,-102.19223177326077,A,1
Black,-113.39954946089699,-8.229850134230352,B,D,-195.21619601510406,D,64.76926766600755,A,D,C,A,-73.27749934531971,65.66087586574861,D,-228.2204375209165,D,-112.7848613652928,D,0
White,190.39000295943578,-226.89947440076844,D,D,-31.361392775462154,B,40.60224956337119,B,D,E,B,23.37462870696472,54.07132103994757,D,93.21203358674306,E,-61.63690300401857,E,1
White,132.22069351443918,-27.84847912644091,C,B,-29.53038107891152,C,-18.973821388082644,D,D,C,C,21.93124715287523,-11.783668278602022,D,-31.16639933321137,D,-27.680021892984207,B,1
White,131.45625128820043,22.200039846617752,C,A,103.59022498746648,B,-26.87077666662664,C,B,C,E,-114.3548896440594,76.8240459324406,A,-65.91110732294301,E,-31.342168688982262,D,1
Asian,-76.86779932773106,-175.5194766873543,C,D,-24.155580735013285,D,-1.7411381079812518,E,D,B,D,-35.34726460480975,-77.47855654880794,C,-144.3710486087393,A,-14.530246626828113,C,0
African American,19.29925972082568,25.667961111881628,C,B,-69.95864087803568,E,65.66841806002877,B,C,B,B,16.664429577708724,28.828681263430706,D,-13.038419019911625,D,-4.615893053758091,E,1
Hispanic,208.56644115677594,233.18062217353042,C,E,-7.10915311222766,A,-39.725391903584644,E,E,C,B,-187.51204683827916,-79.04554988413057,B,17.9061753421533,C,-85.41044336844688,E,1
