age,religious_affiliation,civil_status,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
72,Hindu,Divorced,Non-binary,E,1.956154918412577,B,E,C,-31.089167400626433,B,0
44,Hindu,Divorced,Other,B,45.78781477546709,A,A,B,202.25686997286542,E,1
23,Buddhist,Single,Male,C,115.0639681833276,B,C,C,143.76056136048913,D,1
86,Jewish,Widowed,Male,C,-49.983491695501634,A,C,D,-24.4085643145483,A,0
18,Hindu,Married,F,A,44.14697041195874,B,A,A,22.79636868670555,A,0
27,Christian,Married,M,B,104.95856796248124,A,E,A,-82.45608330409601,C,0
69,Christian,Single,Female,A,-152.76136230136086,E,C,B,-213.30192941722967,E,1
23,None,Married,Non-binary,A,31.408403871486463,E,B,A,2.044982755619327,C,1
56,Jewish,Married,M,B,14.290409629334242,A,E,D,106.5941619611561,D,1
65,Hindu,Widowed,M,C,18.5060119641503,B,A,C,-151.6983162798527,A,0
77,None,Widowed,Non-binary,E,-72.68845630439466,E,C,E,67.80835894337298,D,1
26,Hindu,Married,Female,D,-145.59125744481568,D,A,E,-46.601256172093095,D,1
98,Muslim,Widowed,Non-binary,A,-17.538592515774383,A,D,D,-71.90595542005455,B,0
64,None,Divorced,Female,A,-284.5504058681494,A,A,D,-41.168472499237595,A,0
37,Hindu,Single,Female,C,-51.25450573674337,E,E,B,130.2635401203953,E,1
75,Other,Widowed,F,B,40.579622723801144,A,E,A,28.64489903884287,C,1
74,Jewish,Married,F,C,-19.90048896310217,E,A,D,97.9045073301127,A,0
67,Jewish,Widowed,Non-binary,D,202.56217828114677,A,A,B,40.53345415487923,E,0
24,Buddhist,Divorced,Non-binary,A,-126.59029775537664,C,D,A,236.2692810217291,E,1
80,Jewish,Divorced,Non-binary,C,-61.56098077721525,A,D,E,-32.835193118760216,C,0
83,Muslim,Widowed,Non-binary,C,142.23080337869325,A,C,D,10.398770442132186,B,0
25,Hindu,Married,Female,D,38.45860478693565,D,E,E,126.40401125993002,D,0
90,Christian,Married,M,A,16.0813164553876,B,D,E,84.58111105553535,D,1
45,Muslim,Single,M,C,-65.80901147533493,E,A,A,-79.6517779249523,A,0
49,Hindu,Married,Female,A,-90.52471191906474,E,B,B,126.9471056950447,C,0
97,Buddhist,Married,Other,C,86.26141890493905,E,D,D,-26.324929562029624,E,1
38,Jewish,Married,M,E,129.95475417168294,B,E,C,43.765214167535746,A,0
47,Other,Single,M,A,83.7284624256141,C,E,D,41.77282064392114,A,0
63,None,Married,F,D,42.34796286712398,D,D,D,38.46244281860607,D,0
70,Jewish,Married,Female,C,-47.682027052756844,A,C,C,71.43920951387209,B,0
32,Buddhist,Married,Female,C,12.95294079837328,E,D,E,-63.005001883864466,C,1
53,Christian,Married,M,C,226.18882949737872,D,B,C,108.27116643367351,A,0
83,Other,Married,F,E,-47.24469733365048,E,C,C,221.25699935376772,B,0
29,Other,Married,F,B,211.22425186407193,D,B,E,-57.41347699184581,B,1
78,Buddhist,Divorced,Non-binary,E,93.09945402326522,E,B,B,66.20490612371013,B,0
70,Other,Single,Male,D,-7.289581510048966,B,E,C,-70.46732203604996,B,0
18,Jewish,Widowed,Female,C,102.90001927708592,B,C,A,50.39094066003158,C,1
73,Buddhist,Single,F,B,15.498171713584483,E,A,A,-5.504805993524829,B,1
54,Buddhist,Divorced,M,D,-170.31026949608923,A,E,E,-22.128953224720384,E,0
50,Christian,Divorced,M,E,82.89553631475971,D,A,A,-12.723383404607045,B,0
54,Jewish,Single,Female,D,-27.498309894796552,D,C,A,139.65390181130718,E,1
44,None,Single,Female,C,168.54496265911652,D,D,C,-30.67870005295384,B,0
55,Christian,Single,Female,B,-149.67512375979547,B,A,C,-36.486977075383834,C,1
98,None,Widowed,Non-binary,E,146.80715096258055,E,A,B,72.60780486114936,B,0
71,Hindu,Single,F,B,-119.15664588655122,B,E,E,-63.88426495579641,E,0
97,Other,Divorced,Non-binary,D,15.595865439882553,A,B,B,-83.1257926339956,A,1
68,Hindu,Divorced,Non-binary,C,-0.47846885588653587,B,E,A,-27.02513496056323,E,1
63,Buddhist,Divorced,Non-binary,C,-98.91224834509967,C,D,E,82.341647983672,A,0
63,Other,Single,Male,B,2.840140429596646,A,B,A,6.0655679906822595,B,1
20,None,Married,Female,D,31.936928160399724,C,E,A,192.25573391342584,C,0
99,Buddhist,Widowed,F,C,-132.0987131812585,C,A,B,137.76999028662885,C,1
35,Other,Divorced,Other,D,-47.266678193807124,B,C,C,42.45107297552094,E,0
88,Christian,Married,Male,A,-26.5006637710076,A,A,E,144.01790102490543,D,0
99,Christian,Divorced,Male,C,121.64307177847353,C,D,D,-95.98882853219054,A,1
23,Buddhist,Single,M,B,-115.53893480449923,A,B,D,12.347235665550462,D,1
64,None,Single,Other,B,6.706410994653038,C,D,C,-10.646373778264843,A,0
37,None,Married,Male,E,51.5702931139207,D,D,C,39.45083100702626,E,0
44,Muslim,Single,Non-binary,C,-18.387375730687,D,C,C,-92.83633280153555,B,1
59,Jewish,Widowed,Female,E,44.98627065743433,B,A,A,4.98426889071483,C,0
67,Christian,Single,Other,E,178.09133367281,E,D,A,209.64465006591877,B,1
62,None,Divorced,F,C,204.81179133409472,E,A,B,-139.76790064329768,D,1
56,Other,Married,M,D,112.8405496764756,E,B,C,-224.14089579573906,C,1
69,Jewish,Divorced,Female,B,-145.78114970750016,D,A,A,20.438257307377686,D,0
46,Muslim,Widowed,Male,E,51.96873511644792,D,A,C,32.39650783990561,C,1
39,None,Single,F,C,-35.54661349652106,E,B,D,75.60754694750307,C,1
57,Jewish,Single,F,E,-106.16124972754284,B,B,C,23.655678182215922,C,0
33,Christian,Single,M,B,45.71342566168867,E,D,C,-52.423429293650614,A,1
22,None,Divorced,Non-binary,E,37.26715744006273,C,E,E,60.234011571436085,B,0
25,Hindu,Widowed,M,B,4.015111472073228,A,E,D,-73.04405177505157,E,1
35,None,Married,F,E,86.84963117550254,E,C,A,-84.60938689681913,E,1
31,Jewish,Married,Other,E,62.24575096168306,B,A,A,-174.57832882387072,D,1
63,Buddhist,Single,Non-binary,A,-22.100451898923605,B,B,E,-73.83966156721083,C,1
97,None,Widowed,Female,E,10.740182914785649,D,A,E,-72.67295669293618,C,1
41,None,Married,Male,E,-63.3767971749165,E,E,E,104.25657368633314,B,0
71,Hindu,Single,Non-binary,B,37.18905549464636,B,A,B,93.96032790091088,C,0
66,Buddhist,Widowed,Non-binary,D,118.8392188580397,D,A,E,-108.62374922834807,B,0
58,None,Divorced,F,D,30.22117273427157,B,E,D,-68.803309233055,E,0
56,Other,Single,Other,C,156.33634571241194,A,A,C,-52.09185524112554,A,0
68,Other,Widowed,Female,D,120.76279906633754,C,A,C,-141.86071231260675,D,1
77,Jewish,Divorced,Other,B,-22.726080286129687,E,C,D,-14.672988854579824,C,1
30,Muslim,Widowed,M,E,120.87158984582373,B,A,A,149.9418718826877,A,0
74,Jewish,Widowed,M,A,-56.92522512252716,D,B,D,-99.66701634278637,C,1
31,Christian,Divorced,M,B,-135.307566533771,E,E,A,48.66330978836893,C,1
45,Christian,Married,F,B,-58.789571273697995,B,A,A,127.20613959863636,E,0
22,Hindu,Married,Male,A,-22.18990297821441,E,A,D,-74.02183198797204,B,1
92,Jewish,Married,Non-binary,C,-93.25444290241562,A,C,A,52.359543946621834,C,0
30,None,Married,Other,C,-72.66290703275821,C,E,C,55.18269611054936,C,0
24,Other,Married,Other,A,13.729947016689595,E,D,C,-22.532576441598465,D,1
76,Christian,Single,Male,E,87.23449518654049,C,A,B,28.67596473449344,C,1
48,Other,Divorced,Female,A,-78.48125392366477,E,D,A,-63.777843652553315,B,1
69,Muslim,Married,F,D,124.7307384054125,E,B,E,-38.51163271973569,B,0
36,Buddhist,Married,Other,A,62.1094674772132,C,B,B,-212.67818864986629,C,1
97,Hindu,Widowed,Non-binary,C,-7.261325889563339,E,D,E,-140.32887826342028,D,1
95,Jewish,Widowed,M,D,20.781703909388856,E,A,A,59.71135430939156,C,0
60,Hindu,Widowed,M,B,-151.5743340576663,B,D,D,-145.53538445795468,C,0
97,Jewish,Widowed,Other,D,66.58599881345738,D,E,E,147.60651517562943,B,1
53,None,Married,Non-binary,D,-26.3546315887224,E,E,B,7.76141600970804,B,0
96,Muslim,Divorced,Male,A,-42.835618298703714,D,B,E,37.054557455347684,D,0
40,Christian,Widowed,Other,C,-41.132003451687424,C,D,C,-93.51416690499367,B,1
81,Other,Single,Other,E,120.59240150579966,C,C,A,-145.8032916996816,B,1
72,Christian,Widowed,Male,A,182.8411043477976,D,B,B,-70.73759688231071,A,0
95,Buddhist,Single,Other,D,130.13162632022107,C,A,B,38.164118967072426,A,1
70,None,Widowed,Male,A,-61.954476116668886,E,A,D,2.173409981053533,C,0
50,None,Divorced,Non-binary,B,30.387864834169186,B,E,A,40.02572316647408,A,1
86,Buddhist,Widowed,M,D,66.2275470825013,B,E,E,86.10563291384936,E,1
67,Muslim,Single,F,A,-17.61861580997334,D,E,A,-20.07449592067219,B,0
61,Christian,Single,Female,B,-5.206038587920566,D,E,E,2.823842328400687,E,1
85,Buddhist,Divorced,M,A,104.64670037642023,A,B,D,8.883961663121417,A,1
69,Jewish,Single,Female,E,-210.05065834489378,C,D,E,14.292527084449247,C,1
86,Buddhist,Divorced,Male,C,-29.86918988710665,D,D,E,3.2298291664146004,E,1
38,Muslim,Single,M,E,54.06494670197719,B,D,E,-19.237479464411827,E,1
68,Other,Single,Female,D,135.68127695784432,B,D,C,-16.239703909434088,A,0
55,Christian,Widowed,Other,D,266.9505977445161,E,E,C,19.033564576998252,C,0
72,Christian,Married,Non-binary,A,-90.69045823763445,C,D,C,-80.43459226024116,E,1
64,None,Single,M,A,17.931432698774703,E,B,A,-135.102318614546,C,1
44,Jewish,Married,Female,E,25.453020482731937,E,C,E,-113.91008557572191,E,0
23,Buddhist,Married,Male,A,-27.14303674325341,B,E,A,51.20482715495643,B,1
93,Buddhist,Widowed,M,D,79.7120640866529,C,A,A,131.03669922503445,E,1
57,Buddhist,Widowed,M,B,-15.837569572477719,D,B,D,-54.342896773328405,A,1
86,Christian,Single,Female,A,135.16829624289667,E,E,E,-182.99686452331304,E,1
72,Muslim,Married,Female,B,73.36751175486852,B,C,C,89.39603334997243,D,0
74,Buddhist,Divorced,Non-binary,D,106.85501622891711,A,A,E,46.397073139092385,B,1
57,None,Married,F,B,-53.86106563963827,D,B,E,-40.00153473904297,A,0
89,Buddhist,Single,M,E,-21.36908283568088,D,E,B,-107.23237740790981,A,0
82,Muslim,Widowed,M,C,-35.08378728327121,D,C,B,7.60813468666288,A,1
59,Jewish,Married,Non-binary,C,-132.05545674234227,A,D,C,0.8590481664014876,A,0
54,None,Single,Non-binary,D,103.39739542049786,A,C,B,82.42486352559129,D,1
68,Other,Widowed,Female,B,-246.84816782626388,C,A,A,-60.13391841598672,E,0
21,Buddhist,Single,Female,A,-52.23525361863396,C,E,A,99.2581598932381,C,0
51,Other,Divorced,Other,A,19.986080220098096,E,C,A,-105.45636846430806,B,0
27,Other,Widowed,M,A,31.017852598391553,A,A,C,-19.009594929458114,D,1
83,None,Divorced,Female,A,-13.36205465139697,C,C,A,40.619070640032774,C,1
24,Christian,Married,Non-binary,A,-90.5591665138891,E,A,E,-125.54422282990497,D,1
90,Jewish,Divorced,Non-binary,A,-34.78306521159568,D,E,B,-10.33886095679614,D,0
55,Christian,Married,F,C,103.62332356421192,D,C,E,73.5235044905265,D,0
22,Buddhist,Widowed,Other,A,-167.9771284235697,C,D,B,-134.3997421020096,D,0
37,None,Single,F,A,175.1943457664312,A,C,C,60.76454176452033,C,1
95,None,Single,Male,C,-14.286692646836363,B,E,A,-7.637408071368955,B,0
23,Other,Divorced,Non-binary,D,100.26587483268644,B,E,A,196.15414542711025,A,0
95,Christian,Single,Non-binary,A,60.367304019547774,C,E,E,-257.46382915737536,C,1
37,Christian,Divorced,F,E,-62.052985521812865,B,D,D,-200.28687810997363,A,1
89,None,Married,F,E,98.33373782047954,A,E,A,-140.11502774778643,A,1
32,Muslim,Divorced,Female,C,-103.27403276953847,D,C,D,48.604191586062484,B,0
50,None,Single,Other,D,-90.51210127744824,A,C,A,-58.33267949019055,E,0
50,Other,Single,M,B,-51.35830839310638,D,E,C,151.59517064496967,A,1
77,Buddhist,Widowed,Other,A,219.6066832037004,A,B,A,50.67527105477206,A,0
81,Jewish,Single,Male,D,98.38333632831194,D,E,A,-113.55763221923692,D,0
32,Jewish,Widowed,M,E,97.25626237231474,A,E,A,247.44355333932586,B,1
62,Christian,Single,Female,D,146.43864723436573,D,B,E,47.979844187583815,D,0
91,None,Married,M,A,-40.854817280352954,B,B,C,-40.251529942313574,A,1
87,Muslim,Divorced,Other,C,-110.7237463916797,D,C,C,-166.18723914732675,E,1
19,Buddhist,Widowed,Non-binary,C,184.5693319466214,B,C,D,141.14595573374365,A,0
33,Hindu,Divorced,F,C,-43.03711903173657,B,A,C,28.015263054942967,D,1
42,None,Single,M,B,10.760722367501192,A,E,B,70.7922210904811,E,1
47,Hindu,Married,Non-binary,D,-50.00155933452023,C,D,D,-52.52518307570345,A,1
60,Hindu,Widowed,M,E,-85.3519324151399,C,B,E,129.34605787358734,A,1
73,Hindu,Married,Male,D,56.8500566431355,D,B,B,33.83286583161985,E,1
21,None,Married,M,C,-167.96343638861651,D,B,D,-65.30388192787132,A,1
68,Other,Married,Female,A,94.60847914752196,D,E,E,16.517757512302065,E,1
30,Hindu,Divorced,M,E,-106.21218302869953,A,E,C,-9.957014686477654,E,1
49,Jewish,Single,Female,E,139.35682344503928,A,A,D,-0.31434204117621567,E,1
30,Hindu,Single,M,C,-68.10103327307206,E,E,A,-160.47192621990166,E,0
45,Buddhist,Married,Male,D,112.0635386639539,D,B,B,-281.3060664571654,E,1
89,Hindu,Widowed,M,B,45.80147166262408,D,C,B,74.88480839767571,A,0
71,Muslim,Single,Non-binary,C,10.036077643608534,B,D,E,-82.72099198545553,C,0
21,Hindu,Divorced,Other,D,25.370108542103438,E,D,B,4.4691725660396635,D,1
78,Christian,Divorced,F,C,-23.40553600079447,D,B,A,-40.95872655070563,A,0
23,None,Divorced,Other,D,136.28848018281118,D,B,C,-28.881924830046678,E,0
35,None,Single,Other,E,-15.699566818832967,A,E,C,-32.56138499425257,B,0
79,Muslim,Married,Female,E,-113.89580750196289,E,D,A,-14.287762868043075,E,0
26,Christian,Single,Non-binary,A,-55.99050430669836,A,C,C,-69.94294114779478,B,0
67,Other,Widowed,Non-binary,C,-145.7322238718127,A,A,A,-181.57289308572487,D,0
58,Other,Married,Non-binary,A,49.948635148316335,E,A,B,30.88720485299635,A,1
24,Christian,Single,Non-binary,A,13.927526971031654,A,B,C,12.24278622912263,A,0
78,None,Married,F,C,23.892743497515028,A,E,E,-180.4918637999599,E,0
48,Buddhist,Divorced,Other,A,-35.25773843127183,D,A,A,62.71407184796204,B,1
63,Muslim,Single,F,D,-48.67284411697146,C,C,A,-107.94721617809793,E,0
47,Christian,Single,Male,E,31.64037695743753,A,B,E,-28.596374453727417,E,1
50,Hindu,Single,Other,A,-91.29899010367541,B,C,D,19.71132200342987,A,1
72,Hindu,Widowed,Male,E,-83.64418144339305,B,A,C,-21.13022350365371,E,0
37,Other,Single,M,C,-63.24472326582359,A,D,E,34.96842313196552,C,0
45,Muslim,Single,Other,A,16.915258903333424,E,A,E,66.51358672417491,D,0
33,Buddhist,Widowed,F,E,-4.0978333994282945,E,C,E,-135.93119167142143,D,1
53,Muslim,Widowed,Female,E,-143.36288370387558,D,C,A,64.8097637340038,B,1
87,Hindu,Widowed,M,A,-48.529471015834744,D,E,E,69.18870515399745,D,0
42,Christian,Single,F,E,143.9562092640331,A,A,A,72.22404227354176,A,0
84,Muslim,Married,Male,D,-45.53583160123285,D,E,D,-129.45772111260996,C,1
35,Christian,Widowed,Male,E,0.31696012645598143,D,A,B,43.92324444217773,B,0
39,Jewish,Single,Other,D,-59.752342344577414,C,E,A,52.546298644733454,C,1
56,Jewish,Widowed,Male,E,-11.558604836136219,B,B,B,-34.35825079034417,D,1
73,Christian,Divorced,Other,E,-34.16449894848726,A,C,E,-125.39771819971226,B,0
20,Hindu,Single,F,C,-65.58543352713183,B,B,A,227.08648538838588,B,0
26,Buddhist,Single,Female,C,-9.424352098031992,E,E,E,-68.51987174053222,A,0
21,None,Single,Female,C,46.35603012723088,C,E,A,87.14501549493029,B,0
22,Other,Widowed,M,B,114.07500459931457,E,A,E,40.76320198470471,D,1
47,Jewish,Widowed,Non-binary,D,6.1416149844663765,A,A,D,37.191913028864505,A,1
49,Hindu,Widowed,F,A,-135.4493924237321,B,B,E,-20.301780877581063,E,0
46,Jewish,Single,Female,C,71.50865373237428,B,C,B,-86.83896004101032,D,0
62,Muslim,Widowed,M,B,-11.437004900080838,B,B,C,36.85421259839534,D,1
68,Other,Widowed,Other,E,-54.743893077224136,D,B,E,14.971834636721315,C,1
48,Other,Single,Male,C,-165.20852012989417,E,C,D,-101.64073708951109,D,0
66,Muslim,Married,Female,D,31.43707028587469,A,C,D,-98.93320891077956,B,1
51,Christian,Divorced,M,B,255.26183975186137,B,C,D,113.7436467811436,D,1
73,Buddhist,Single,Non-binary,E,212.42624780565484,D,E,E,-27.762194454945305,C,1
55,Hindu,Single,M,E,47.46699983578432,D,A,C,-63.98767939373449,B,0
54,Other,Divorced,Male,E,-110.10486378790043,C,B,A,-29.537928480366016,E,1
86,Christian,Single,Male,C,-1.8171836071598086,A,D,A,70.78509968500454,C,0
51,None,Single,Non-binary,E,-103.31736555952705,C,E,C,123.56782065248902,D,1
24,None,Widowed,Male,C,11.737838815663938,D,A,B,-38.90167469765926,D,0
36,Hindu,Divorced,Female,B,-64.65119014268005,B,E,D,134.3718333698392,D,0
95,Other,Widowed,Female,A,-58.62434259441331,A,D,B,139.5115324164849,A,1
67,Jewish,Divorced,Other,D,-12.535936130917905,B,D,B,-16.137485076378187,E,0
85,Buddhist,Married,Male,B,154.4162764733625,D,B,D,-105.79928558556013,A,1
69,None,Single,F,B,-1.6904747045217134,D,C,E,-14.847690817027564,D,1
96,Muslim,Married,Female,D,-58.45001050423585,E,B,E,19.63397147508588,C,1
68,Jewish,Single,M,B,50.89608697517388,B,A,C,-122.70129003807703,A,1
19,Hindu,Married,F,A,12.699228099875736,E,B,B,83.63109440300809,E,1
82,None,Married,Female,C,62.35532064326337,E,C,C,-1.4388907147794094,E,0
43,Buddhist,Single,F,E,-88.52272809238396,C,C,D,-22.88113469502909,C,0
24,Christian,Married,F,D,112.55432735108649,C,E,A,131.9919985068114,E,1
82,Christian,Single,Other,E,-29.049524166240477,A,C,E,33.947896473849674,B,1
84,Hindu,Widowed,Female,A,79.11871492862228,C,C,B,48.77132969714542,D,0
84,Christian,Single,Other,C,-40.99804943471786,E,C,C,216.7136918025054,E,0
61,Jewish,Divorced,Non-binary,B,191.09726787736489,B,E,C,12.674261473135088,B,1
46,Jewish,Widowed,M,A,-25.339243623732138,B,D,C,-23.00679755132162,D,1
38,Hindu,Married,Male,E,13.877508376453468,A,A,E,-247.66069702156247,A,0
57,Christian,Divorced,Male,C,-173.17523320391774,D,C,E,16.20103402697787,D,1
77,Buddhist,Divorced,Other,C,-81.45702571443965,D,B,D,-11.575950682390314,C,0
25,None,Single,F,D,-225.4292710296519,C,D,A,-28.086600091350753,B,0
23,Hindu,Divorced,F,C,-132.0120033156829,A,A,E,-29.729017832628397,C,1
46,Jewish,Divorced,F,A,33.92871591059416,C,B,A,49.76480439106137,D,0
56,Christian,Single,Non-binary,D,78.72243596986787,B,D,E,-16.85442476611904,C,1
32,Hindu,Single,Male,D,-167.47749228566605,E,C,B,136.02556581098503,E,0
78,Other,Married,Male,E,-16.273785001562278,C,B,C,-251.39014316953111,D,0
98,Christian,Single,F,E,-32.09510753406867,C,E,D,-5.994654921395449,A,0
57,Other,Widowed,Male,A,37.50699847584191,D,C,A,-80.38506436749353,D,1
97,Other,Divorced,Non-binary,B,34.30939039859319,E,E,E,-22.379514064447935,E,1
81,None,Widowed,Female,C,-184.07725029089642,D,B,E,22.82821404319268,E,0
82,Christian,Single,F,E,-104.73065105501959,D,C,C,132.32915991058215,C,1
35,Buddhist,Widowed,F,B,42.12091171893227,B,C,D,138.48508286716597,B,1
67,Christian,Widowed,Other,D,-146.46139160343924,A,C,C,50.10200978027615,A,1
74,None,Widowed,Other,E,23.991788726444604,E,E,A,129.3770925751042,E,1
47,Buddhist,Widowed,F,D,8.123156009000507,A,B,D,-100.9779381371424,B,0
89,Other,Single,Female,C,81.49200403499708,E,B,D,-191.27799530807982,E,0
92,None,Divorced,F,C,21.592103562044638,A,C,B,-69.69201830896694,E,1
78,Other,Widowed,Male,C,12.52089480141092,D,C,A,33.66459406120445,A,0
61,Hindu,Divorced,Male,A,-201.80921104950573,D,D,D,95.9279207791582,E,0
29,Hindu,Divorced,Male,D,-184.37747046232894,E,A,D,-152.6436362905438,A,0
53,Muslim,Single,Female,A,-60.44329351758542,E,D,C,-90.41552726819326,C,0
72,Jewish,Single,Other,D,-83.1279485621065,E,D,E,-22.559565198303055,A,1
44,Jewish,Widowed,M,C,92.17430939726457,B,E,C,-139.72335652906511,D,0
45,Jewish,Single,F,A,-173.67016108100998,C,A,E,-214.15464474080684,C,1
20,None,Married,Male,C,161.3995427377321,C,D,C,-108.60785144708953,A,0
90,None,Single,Female,C,109.12893153739252,B,A,D,-0.31989415341159455,A,0
54,Muslim,Married,Female,E,-99.4008071773401,E,A,E,-11.518416825767924,A,0
55,Other,Divorced,Female,E,57.65582666886138,B,D,A,-65.64777553731366,A,0
68,Other,Widowed,M,B,-2.6936838456675876,B,D,A,147.56164071959967,C,1
31,None,Divorced,Other,E,-15.802748678760928,B,B,B,-104.68849956423742,D,0
29,None,Widowed,F,D,-122.26838278464469,B,D,A,63.59733832720077,B,0
22,Hindu,Single,Male,C,-14.777463804657376,A,D,A,85.56408907770559,B,0
70,Jewish,Divorced,Non-binary,C,-81.1239448392978,A,D,D,31.147248121423672,B,1
24,Muslim,Single,F,C,1.192541484032038,E,D,A,-197.07038236333364,E,0
80,None,Married,M,D,121.55320963270391,B,D,B,-52.83365544727454,E,0
72,Christian,Widowed,Non-binary,E,104.13812681630444,C,C,D,117.44773956271113,A,0
72,Muslim,Divorced,F,D,32.279807392923104,A,A,C,45.827780717003414,D,1
39,Buddhist,Married,M,D,-46.635030649322054,D,C,D,223.78979774002605,C,1
93,None,Widowed,M,A,58.58123894550494,B,E,B,-47.73844209231448,A,1
22,None,Divorced,F,E,12.838563784782306,B,C,A,145.6314954775106,D,0
29,Hindu,Divorced,Female,E,-138.2060055247099,E,E,C,-3.536689306843513,B,1
65,Muslim,Widowed,M,B,36.54340305287397,E,D,D,9.43025818184938,D,1
51,Jewish,Widowed,F,C,43.02657230706902,A,C,A,-51.37128227891365,A,0
61,Muslim,Married,Other,B,-65.20057648404679,A,B,A,49.05474006230756,E,1
44,Jewish,Married,F,E,43.634592967026805,A,E,E,78.41127073707592,C,0
61,Christian,Divorced,Male,B,19.58383442153012,B,A,B,-93.78190706773928,D,0
31,None,Married,Non-binary,C,32.42313674744054,D,C,A,-7.818280880615736,A,1
93,Christian,Widowed,Female,E,232.74953355664735,E,B,E,108.35882810650632,D,0
96,Other,Divorced,Male,E,70.43883744225239,A,A,C,-98.21696595804697,B,1
41,Hindu,Divorced,Female,B,-43.63097331519686,A,C,C,-15.140472432974589,C,1
49,Buddhist,Married,Female,C,244.21402842746178,B,D,A,149.6563210906102,C,0
37,Jewish,Married,M,D,-81.33198412128475,A,A,A,-154.5536971963626,C,0
46,Hindu,Divorced,Other,E,41.87282340981612,C,B,B,151.78367765489457,B,1
99,Buddhist,Widowed,Other,A,28.127897471327003,A,C,E,50.762597317894844,E,1
75,Hindu,Widowed,M,D,-118.68804775221568,D,C,A,-25.18140380195573,D,0
21,Christian,Single,Male,A,56.57628377350954,E,D,E,109.28202179221329,E,0
32,Christian,Divorced,M,E,154.54529677076476,B,B,C,-97.56804802940748,E,0
85,Other,Divorced,Female,C,0.6080664958767258,E,A,E,-99.78752796021489,B,0
81,Buddhist,Divorced,Male,E,7.5615349229314175,C,E,A,-42.419267516472026,B,0
66,Jewish,Single,F,C,99.95478700831234,C,C,A,14.838768843347014,B,1
59,Hindu,Married,Male,D,-57.477364460839866,A,C,D,-79.06889896697388,C,0
64,Christian,Divorced,Other,C,-52.07123284542098,C,E,E,-164.61547689440707,B,0
76,None,Married,Female,D,-61.17694540958213,B,B,C,-154.4974602421898,A,0
77,Christian,Divorced,F,A,42.14027640971574,E,D,E,-73.89947144075897,B,1
51,Muslim,Single,Other,C,100.7159489595485,E,D,E,-230.49508008628376,E,0
61,Buddhist,Divorced,Other,B,-56.4376005058955,C,E,A,67.59117941898354,A,0
28,Muslim,Single,Other,A,58.79983508478759,E,E,A,21.909744242300267,C,0
81,Muslim,Divorced,Male,B,-74.95606315237765,C,E,B,-147.56380403633435,E,1
44,Jewish,Widowed,Other,C,-55.19397934654954,D,D,C,39.34349692564645,E,1
78,Muslim,Widowed,Other,C,12.298886202853963,C,B,C,-162.92670579619818,A,0
47,Christian,Widowed,Non-binary,B,150.68424280125618,E,D,C,-120.05175670428918,C,1
85,Christian,Single,Other,B,337.4286971747656,B,C,C,-8.10765096697587,B,1
81,Christian,Divorced,F,B,-56.70220539330925,D,E,A,-16.4953631127677,E,1
67,Hindu,Divorced,M,A,8.06346202674052,D,A,E,23.47204689740622,A,0
97,Other,Single,F,A,-86.78191329390877,E,C,B,-59.0126968039948,D,0
22,Jewish,Widowed,Other,A,2.095427105306865,E,C,D,-188.08020092581802,A,0
74,Buddhist,Single,Male,A,53.40977865562591,E,D,B,-19.890566467517868,C,1
95,Muslim,Divorced,Other,D,-100.37154429775097,E,D,A,-2.9632643949522595,E,1
45,Other,Single,Non-binary,A,-51.64428188664621,D,B,E,209.1391290447347,D,1
67,Jewish,Married,F,C,30.470837858456512,E,C,C,12.748739248706132,E,0
77,Muslim,Widowed,Female,B,180.7742136714537,C,A,A,-58.85682533099691,D,0
81,Christian,Widowed,Other,D,35.770295969137976,D,C,E,-15.898688604031829,E,1
95,Other,Married,Male,B,118.73586830352367,C,E,A,-169.4703880082359,A,0
86,Muslim,Single,F,D,29.251411384489252,A,E,C,35.154831198171685,B,0
83,Other,Divorced,Female,B,-113.99410890529033,C,C,E,39.6034121670427,B,0
99,Buddhist,Widowed,Male,C,138.63648104809238,A,D,C,164.84285051905388,D,1
94,Hindu,Widowed,F,D,133.4219305415902,E,E,C,-153.0416356301208,B,1
22,Jewish,Married,M,E,-145.0166715250905,A,A,D,168.8751058621748,E,1
68,Buddhist,Divorced,F,C,62.071879965831336,D,B,C,94.95826613657799,A,1
66,Hindu,Widowed,F,C,90.56745152297214,A,B,B,74.20929065113569,A,1
78,Muslim,Married,Female,C,-39.75931152491282,A,B,B,-117.40618073045788,B,1
45,Jewish,Divorced,Male,C,89.87378674074617,A,A,C,-98.02623811991585,B,0
82,Christian,Divorced,Female,A,-194.58712482083268,B,C,E,-6.578863068446138,B,0
50,None,Divorced,F,C,62.63371927493988,A,E,C,19.89486093443873,E,0
86,Other,Married,Other,C,31.977347176618103,D,A,B,-140.36866426514885,E,1
48,Muslim,Divorced,Male,E,29.153099819335733,A,A,C,130.11405017654,B,0
34,Hindu,Married,Female,D,-62.39863801237572,E,D,C,-42.18929444498083,B,1
61,Hindu,Widowed,Male,C,188.44404983308576,C,A,E,-91.00765354335809,C,1
42,Other,Divorced,Other,B,60.900539975649224,C,E,C,-23.04188569291976,D,0
74,Buddhist,Single,Male,A,-36.593832274175995,B,A,A,-151.62041677172374,D,1
18,Other,Widowed,Non-binary,E,58.39993366667484,D,D,C,-7.11039626977337,C,1
