AGE,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
69,Hispanic,C,72.74761524181066,A,13.491842168528464,-67.43949359741339,D,121.52505305022746,B,C,30.923573335799333,A,-85.24709256747639,-70.40170226185421,B,E,A,C,A,D,0
35,White,A,107.85256182722078,B,-104.82327924165094,-104.89329033478099,B,-44.957853613222234,D,D,126.74689216655723,E,-62.16876572821284,-134.7787504286386,A,E,A,C,E,A,1
26,White,E,-36.20021489796196,B,-113.35714287447539,-175.59483358590685,D,64.04224534048451,A,B,34.50758899974261,B,-26.895797309727183,26.076350918514894,D,D,A,B,A,B,1
41,Black,D,-75.52627671689058,A,-93.26638671987791,-29.530590882091623,A,112.29923680804357,D,D,5.911671887397395,D,-124.01257575355862,91.80030450999506,E,A,B,A,D,B,0
56,Hispanic,A,-14.631117740600294,B,147.55230948771944,-10.913727297330599,C,96.16358357337681,E,D,-20.236746562024912,D,6.814796144678083,-18.489599981090734,A,D,D,D,B,D,0
64,Black,B,63.1963503735161,D,15.579975272430993,70.62206374346846,D,102.81158352884002,E,C,49.45544887873686,E,-168.87776081068887,-32.23349932943133,A,C,C,B,C,B,0
37,Black,B,76.64562668512382,C,-64.80437498034605,60.835217780766214,C,29.15486832674734,B,A,-103.42376801279498,B,-38.96977120772519,-138.88696750248113,A,B,E,E,A,D,1
50,Other,E,-178.32291434926623,E,148.44889551041882,-49.406674168984544,E,101.33367825402362,D,C,190.7284498163924,A,100.53643384550284,-65.87735258412032,D,C,D,B,E,A,0
43,African American,B,-73.81699666320016,A,142.9191671067653,53.56945343535903,D,50.11013096444966,A,B,54.69692399923806,B,11.959713719822753,152.88962859308762,C,C,B,A,D,A,0
66,African American,B,6.497299124667309,E,63.37915752771227,44.124004052934595,D,30.301974319951874,D,B,-13.270482974312422,E,-24.158299513560262,-200.56891157992817,E,E,B,A,C,D,0
23,Asian,E,-53.84995168301744,C,-171.0363337008656,-103.35097534190143,D,141.46500257599058,B,E,-79.8629574147171,B,-20.032897237223654,65.00918736266277,B,C,D,C,B,C,1
28,African American,B,-219.1648565806222,A,79.00011766284891,-80.11929697941818,A,51.197112623736615,A,C,-84.57827530531955,E,79.13136496613609,188.37595143292728,E,E,B,C,E,C,0
38,Hispanic,C,-147.35334866077292,D,54.239028064666705,129.87779831097666,B,127.72768100111631,C,B,-161.12025682895725,B,73.61114270812347,13.0449536740981,E,B,E,A,D,A,0
73,Hispanic,D,-172.63792485253987,B,73.18820775111942,32.61679999159479,B,-107.93691440652688,B,D,-3.177359206422161,B,-104.96459521406621,9.214052682073426,B,A,A,C,D,C,0
45,African American,D,115.74334601839816,E,-119.49056407139682,-28.236217179139683,D,65.1959474516834,E,A,-74.67220828641871,C,-123.98356457941075,84.2174609960388,A,C,A,D,D,C,0
69,Black,D,-94.17036653383867,B,-66.28997802293,-11.47577944261784,D,101.57324363649842,A,E,213.00196653612358,A,-87.40995566120884,37.69190658412118,D,C,E,D,E,B,0
73,Asian,E,-137.93025233545055,E,208.44197545030755,89.33899674205884,B,-70.74137867669285,D,C,-85.80598901523612,B,-68.29165465877902,17.477881801674414,A,A,B,E,C,B,0
70,Black,E,37.59087628367764,B,134.25797493649944,106.57555443603748,A,226.2496692009462,D,A,-149.96852666379624,D,3.841240880818212,-24.376615893280565,A,E,E,C,A,A,1
40,White,E,0.09954583355193415,E,193.89310847260603,74.5619569310649,A,-72.94767656115643,D,C,63.334375030452726,C,12.384670552457482,-26.55808540531567,B,D,D,E,C,A,0
52,Asian,A,-68.73068127394961,B,-53.1363099646207,-99.01836625874371,D,12.45261067038558,E,B,-13.527432839065359,D,13.375978572631478,30.30728226978821,B,A,D,C,A,B,0
79,African American,B,-226.04972410054717,E,-211.77248323364125,34.62150629359317,A,23.505230668860847,D,D,-14.306423827215678,B,95.44012224360074,45.55523012459004,A,C,D,D,E,D,1
25,Asian,C,-59.55355819275936,D,-261.55356671626043,-54.08366778047338,B,-50.87294580485171,D,A,75.3900955930599,D,-144.2419558269015,-164.08721220586844,D,C,A,A,E,A,1
61,White,A,77.18138946180915,D,-75.15871982931569,-2.859625305055923,B,34.28655870827197,D,D,-38.739366531330546,E,132.86720177890393,53.47984839029218,C,C,B,A,E,A,0
71,Asian,A,82.62146615722202,A,-77.56837622208873,-67.72295380840532,B,-113.9715846344252,E,A,73.20934236189446,B,29.70887192394841,-76.16248637510357,B,C,B,A,E,C,1
75,Hispanic,D,31.066708403349168,C,115.03590413816134,84.50070027811616,C,12.314340482735844,D,E,183.08652525721115,B,-0.8599559397846278,104.86880468945219,B,E,A,B,B,D,1
46,Hispanic,D,16.855680393580304,C,136.00775052995044,15.87758615266632,C,29.24179806177614,A,B,-1.8368102351794928,C,58.74640637967522,61.764075219600656,B,D,E,D,A,A,0
47,Hispanic,B,-77.39943073024631,E,-34.88620473534085,107.1774086693134,C,-24.73387118532439,B,C,18.45342992000249,B,-90.59076993875196,30.44203382609483,E,B,D,C,D,D,0
60,African American,A,70.8138252767875,E,180.88451135859341,-227.51193194724019,D,116.75918106832216,E,B,-3.2069564928341516,E,54.44854979333131,-109.28462844430203,B,D,C,B,B,E,0
31,Asian,A,-16.20570217062543,E,-48.67825120149465,4.937630370984578,E,17.031109715006693,A,D,-18.72091444118123,C,-79.19994419793848,127.37677073289062,E,B,B,A,C,A,0
77,Black,D,-109.11916253561984,B,-165.39526817279102,-7.034319036020784,C,-43.14366847703086,C,E,-26.48739662547649,B,191.81133802390616,84.00090190239492,E,B,A,B,E,C,0
50,Other,E,-13.168291270036061,E,61.3489961033481,-75.83314377812269,B,124.04449754409445,D,B,-45.86070100803773,B,27.097938967322822,-85.53142686610407,E,A,A,C,B,E,1
25,African American,D,7.447469969022231,B,28.260289421716294,46.04456000715537,B,-24.15885301326953,E,E,41.88530804739867,D,-62.29129714536633,-138.99355242686687,E,E,D,D,D,D,1
68,White,D,-10.731658494134084,D,-56.91778351984802,-40.0061888150622,B,-3.5755783955966827,C,B,43.17072827111368,A,-193.36520624142867,161.73664421216898,D,D,C,D,D,C,1
25,Black,B,120.90139251114536,E,24.134778127720296,33.15731195100059,D,59.20239296462857,E,A,62.07795227034399,D,29.325535317997296,22.54776885184364,C,B,E,C,A,C,0
51,White,B,-77.20078523402518,E,69.89811771279989,48.38277821101712,B,-11.348050714312297,B,E,19.731368340538204,C,83.28980160901732,-53.91822718164222,B,B,B,E,A,A,1
70,Black,D,30.2896051614994,E,-17.98959176570502,81.26490790720125,A,9.116966003385347,A,A,-92.87013866245289,C,129.1667029410949,28.886451027651578,B,C,E,E,C,D,1
45,Asian,C,-98.79601253666164,B,12.061985253930498,-84.10427515330431,A,208.65550421837025,D,E,-72.45069582382109,C,-198.6229427902739,80.70485858275032,E,A,B,E,D,D,1
68,Other,E,-256.57915983137866,A,-29.58030306402415,9.732090834754938,B,-79.70760625784641,A,B,118.81333404956926,D,33.31048478121065,51.82263280177602,E,E,D,A,A,B,1
25,Hispanic,C,67.74146291540657,A,72.34860992415636,-33.97177451394389,A,2.3109469514865166,C,C,60.20701385250638,D,-166.86501523944824,44.099337659453816,B,C,E,E,E,E,0
26,Asian,A,-84.65101120977208,C,21.97749642442378,30.43726634680737,D,50.540312093280214,A,A,102.2022792171859,C,-69.24143844744957,86.07999743630623,A,B,E,D,C,B,1
54,Asian,E,-79.46257626680698,D,-54.94543418430046,79.90986820458477,B,224.6827083796432,B,B,-4.055188503357292,E,144.91842257652854,26.13364019871659,A,D,E,B,A,C,0
24,Asian,A,-227.08817017305077,B,82.93201751356764,-127.6193172734867,A,-122.3556203240853,B,B,-14.421691831083042,E,-147.54109626438355,18.822941378071416,B,A,B,E,D,D,1
67,White,E,91.08369122104138,D,119.9847672479602,105.86215543117878,C,54.82995741929349,E,E,181.43901157951152,D,232.65299910796594,143.9684139634106,D,D,B,C,E,C,1
37,White,E,15.017303109190156,A,-80.23290091267641,-4.164234742820127,A,78.17902526953448,B,E,-171.97220797714223,A,-7.377359024869993,77.28270445495355,C,B,D,B,D,E,0
76,Asian,D,-33.09420528383791,D,-108.03690407056567,-120.25100503144144,E,-57.61688473387713,A,A,-23.516511768202207,C,-228.22397949810744,-125.7274241722171,C,D,E,B,C,B,0
53,Asian,A,-53.65497514236412,C,-66.8282045553667,155.0336084663036,A,102.00119409223296,A,D,-165.9504819412315,B,-27.186607886114633,-140.1636098444564,C,C,C,B,B,E,1
67,African American,E,-23.30833484800079,B,-74.10484551033409,-36.52815365390105,A,5.151567909783733,C,A,46.63600429682947,B,-50.3921408461434,55.546060341731554,E,B,A,E,B,A,1
22,African American,A,121.07591511685382,D,-56.117907512285235,221.35676481714023,B,149.90148962718828,B,A,80.37061639531309,A,-103.5793174910058,89.83060069199432,A,E,E,A,B,C,0
62,Asian,C,40.063190604168156,E,58.79214168556567,-49.938482602621626,C,34.277627890073326,B,E,33.66779659329754,E,-16.547580347152056,-84.60210778715927,A,E,A,A,D,D,1
74,Asian,C,-95.7670578141149,A,74.7456858298435,48.934635845814725,E,-174.3713541720143,E,D,192.37050240249127,A,48.1451237786561,-8.15858193906381,B,B,A,D,B,C,0
37,Black,E,-118.09338423927662,B,-215.0624495015102,6.732192834621609,C,-15.248093223204965,A,C,80.65329672377109,D,-30.382597624251822,-268.00341796961726,D,A,D,E,B,C,1
58,Other,E,91.30832872307558,E,-89.15170720550009,-5.459200403720375,E,-156.40067423316037,C,D,-58.670771988731666,B,-39.15137541572473,114.74225843899404,A,E,C,B,C,B,0
72,Hispanic,E,-54.5574709645402,B,115.59218611307998,-66.96558607490958,B,169.86788326341565,E,A,109.31750947356458,E,-104.79595935957965,17.38773707543674,B,D,B,E,C,D,1
18,Other,C,202.24189176410326,C,-16.104272822640176,64.62477205241525,B,-39.021833171859086,D,C,-109.02687894341206,B,66.9705523965906,2.5880746242373838,B,B,E,B,B,B,0
56,Hispanic,B,-5.421109631760601,A,-43.99937284318749,-116.59929645043812,D,77.6863128693736,B,A,-136.51991463904827,B,39.47236167677147,9.580954098274704,B,E,C,D,E,D,0
29,African American,E,-63.68880353092021,A,-31.951658721374702,-71.53480963845861,A,90.32231873503359,D,E,-143.7336943228281,A,18.251305568784943,-69.14817718367573,D,D,E,B,E,A,0
37,Other,C,-123.78822166003319,C,-6.101761185242928,32.24745446065487,D,38.39561002243623,B,E,99.67017768835777,B,-135.375973057724,-136.8317480499695,C,C,C,B,C,D,0
59,Other,B,-3.7261072745304227,C,-10.39372842293999,-99.83421736709701,B,-89.90374766644065,B,A,-133.62557920299045,B,-14.238648890892277,-56.99802761824614,A,B,A,B,D,A,0
35,Black,D,-8.479011367742341,D,136.13854662354314,-35.748429777267084,B,0.5305435014024247,B,D,-163.77384241442888,A,-35.122671777089494,-73.32062501271906,E,B,A,C,B,A,1
67,African American,A,-1.352958208063902,E,72.34612973686217,-134.69801252384292,A,-77.4855247678261,E,C,50.465186897386474,B,56.34382909697897,-19.146084868050433,E,E,D,B,E,E,1
47,Black,B,-160.82848436391143,E,-11.245972673962072,-13.688511753747687,E,17.301426008560025,B,E,95.5423699583829,B,71.9648441767971,8.290057581403747,D,C,D,C,C,A,1
59,African American,D,-38.36257082166518,E,-98.55239948663174,5.51931213845365,C,80.5789915334202,B,D,-139.80801823075728,D,-63.63584895920812,28.774941163933715,E,C,A,D,A,E,0
58,Hispanic,D,-76.24529000708662,E,-76.07953540579258,-152.38055430453775,B,60.79936632352432,B,E,35.40120064498418,E,-25.677744052573093,-17.191777775320627,D,B,D,B,B,B,0
31,White,D,35.48791446001472,A,45.96938167265246,-30.26916773149046,E,5.003315746232111,E,E,9.401713825664656,E,17.201199349701717,48.49545472730212,B,C,C,A,B,B,0
49,African American,A,-122.78430327010246,C,-120.39449771506303,16.384956222375493,D,-22.262621133026787,B,B,-80.36597844174351,E,250.700532343007,100.36799173399724,A,A,E,E,A,D,0
74,Asian,D,-16.147905355184218,D,-91.7361026635744,37.6485881993561,B,-118.13739399272943,C,B,-41.20520117615789,A,-146.35770073271402,-17.426835398936852,E,C,D,D,A,A,1
76,Asian,A,-109.43770245291591,D,8.25222703716254,208.52082728620877,C,57.47321471281316,A,A,68.3865620983444,A,51.42825086218743,-16.063546809990477,A,B,C,E,D,D,0
33,African American,B,31.118575702152018,C,78.96256644033119,-2.641872475819632,C,10.082059439014419,D,B,-50.53579225123968,C,-97.61576516063481,68.97115117200966,C,A,A,A,B,C,1
79,African American,E,-27.71471005596294,B,115.25457817413624,23.096420860133577,E,-99.91275925582366,E,C,76.69412540123915,B,42.80908344643098,60.813560899594066,D,B,A,D,C,C,0
75,African American,E,110.65151484781035,B,40.46460135336355,51.986988727554916,C,-97.19252498913653,D,A,-81.55752629266262,E,67.6572599888243,-14.784506753657418,A,C,B,B,A,B,1
54,White,E,59.99088947975436,A,129.4912763161435,14.892866082509274,B,5.915210906872683,C,C,112.56001460579239,A,44.90046106883541,-78.82458253280944,A,A,C,E,A,A,0
45,White,B,-37.15260715489184,E,78.47409472639137,25.441304596898146,B,40.33624281940212,C,E,-28.322414861951362,B,-5.021594271898199,0.12807425002652056,A,E,C,E,C,E,1
61,White,B,117.22939932222074,E,136.65314847951785,-40.741249777008996,E,-20.364964060790804,D,A,-74.1537425584736,D,22.67068770870654,-63.85969948855357,D,B,A,D,B,D,0
67,Black,D,-0.7797931390602401,D,-55.976875284938124,117.75227607048042,E,-42.65767666965119,D,D,-35.72440951882447,A,-173.32368883997697,45.325384391161975,D,E,C,E,A,C,1
63,Asian,E,-99.10345592684965,D,-3.07617392690546,3.004154093553531,C,-203.62698255641627,A,C,80.08035105419007,C,9.988392285861526,64.38570302171101,B,B,C,B,E,E,1
63,Hispanic,B,100.2907206176819,D,-49.3857159798543,239.94354376290943,A,-95.3274406332796,B,E,-12.20634615887248,E,-27.20814348056415,86.08781680211712,E,E,B,C,D,C,0
25,Other,B,135.17555083787707,A,49.89095774306285,-27.08448457838829,D,-39.92906035826888,A,D,64.68839477178582,B,-20.36778760284278,17.60669201093677,E,B,C,D,E,E,0
38,Other,E,-77.60084557804471,D,66.80370865992396,286.0834136579912,C,3.996031573157609,E,E,51.2916381893576,E,91.69179884355026,30.46818282837307,D,B,A,E,B,E,1
65,African American,D,154.02905423776775,C,44.3407325012693,-107.01813921158714,D,-119.6308715058032,E,D,-67.92311429251505,C,-164.37441998041947,238.9281659199176,D,C,C,C,B,A,1
64,Black,C,-5.698516773984644,C,111.50662691563389,-32.57477042446011,E,36.1559730454068,D,B,178.45293880513026,B,93.15576004464621,-6.99957526275984,A,C,E,B,A,B,1
60,Black,B,145.22247725975592,E,-38.37418801894513,-67.7254102442005,C,-22.534522875628152,B,E,-0.47548332139463834,C,114.14562773906054,30.96800783041413,A,E,E,B,A,C,0
57,White,B,-123.30878555229832,B,40.16887477145458,-105.98417240330163,A,-104.79983258745324,B,B,64.64581180454404,D,69.34127914672891,-98.61605433383833,E,B,B,D,B,B,0
19,Black,A,-28.65656581104114,C,33.436861997124026,50.97648561455493,C,16.23945885844436,C,C,118.05427954525314,E,-57.74576959596131,-20.205206012109354,C,E,E,C,B,B,1
62,Other,E,96.38183630530972,C,103.98927934562498,116.41999014065061,A,13.431067401421101,B,C,15.704950593323852,A,-112.04670656791707,-174.5166305457074,D,D,A,D,C,E,0
35,Hispanic,D,144.2613348261422,D,-39.0446477109175,-155.04633299032835,A,-99.67750853663951,D,D,-52.97191155516398,D,-17.074560259402897,-32.20888768141252,E,C,B,A,A,C,0
38,Black,E,19.302025254474575,A,-9.504434215013285,-120.598876899414,E,34.67235581533371,C,A,99.74708306626357,D,-66.49388479800785,60.82760251794763,D,C,D,E,E,A,1
65,Asian,D,33.71839385862201,B,-13.487260687928773,-12.561077103317734,E,-112.14547684005638,B,B,70.34231488471092,B,-191.10254275632585,110.75173962374008,D,B,C,B,D,D,0
72,Hispanic,B,100.4703253269988,C,-39.41017559084688,38.20654147501529,E,132.36867242988694,A,C,-74.8997480261552,C,35.388108126685516,28.634421438023523,E,D,A,B,C,E,1
74,African American,D,234.099326308249,E,-107.04528186847841,176.26955723656144,C,29.14108324493876,C,D,43.890763358042925,B,-139.53745654093615,-32.99556604634578,A,B,B,E,C,D,1
47,White,D,-82.59592665708062,B,-233.67990715204567,-8.461941837296811,C,29.227068664764005,B,A,-87.71094047614152,B,179.77383928990392,-75.83279495630595,A,A,C,D,E,E,0
45,White,B,13.894012321268715,B,48.342620718031,-37.91574656684956,D,36.09519017647211,E,E,115.77788564004643,E,57.73999430676131,19.1478321892034,E,D,C,B,E,D,0
18,African American,E,34.79583812541663,A,-200.991733823331,229.3614205990341,C,-62.893056265373225,B,E,-21.61309141045341,C,142.42308999185798,-8.342700625266138,D,D,E,A,D,C,0
33,Asian,C,-45.34700719372938,D,-18.41016093178616,-11.761096818562956,C,-11.100762084428336,A,E,23.033025197889852,A,76.85585029714494,-0.45776461418987646,D,A,C,D,B,B,1
65,African American,D,94.72843035418886,E,-195.56841579663765,-127.01253458965513,C,-61.02823811047272,D,C,36.74023754940779,E,-83.34463475522202,-24.84008536892051,A,D,D,B,B,D,1
70,Black,A,-129.6382394595048,D,-88.86269613248142,-33.84758018390456,B,-109.32674286788694,A,B,-23.69552710704874,A,-34.57075833215881,10.800777143478019,D,B,E,C,E,D,1
46,White,C,94.18565179349862,C,249.133862578745,2.3356920438979603,B,123.46496740406201,D,E,12.5013606675335,C,-89.32166210007532,180.14760801914642,C,E,E,B,D,B,0
25,White,C,31.03535828720879,D,-208.88439296756945,-139.16133653587735,A,85.66926927345061,B,D,-116.89427757472288,B,-40.970599328012035,9.519886805277176,C,A,A,B,D,D,1
68,Other,A,-22.660005758493586,D,-126.34857259340863,11.00302873421566,B,74.98099403018021,E,A,-18.5929884925257,C,-137.1117329516844,-58.3665328198028,E,A,A,B,C,D,1
19,Other,B,-52.77789242438238,D,-120.99259791541867,109.847513972327,D,58.8886377304954,A,D,-5.305619373017008,B,-5.758152783954166,-83.0631343222224,A,D,E,D,E,C,0
57,White,A,-138.65087896845384,E,133.02846217627365,-106.59736726522763,D,101.2481234433538,E,D,186.481860222882,C,34.11075499592306,-40.48402463415128,A,D,A,A,D,E,0
76,Hispanic,C,-45.508054747319775,D,161.31730508223757,200.0526480100901,E,36.88631693076553,B,E,101.7003317387013,C,101.80228163156862,-147.97289229534496,B,A,D,D,E,B,1
40,African American,D,-78.99486969945643,E,8.649068308096956,-10.647719409988536,B,-64.51314676291578,C,B,-15.094612261501924,D,-189.57551301365473,176.7806890709736,A,E,D,A,C,C,0
38,Hispanic,D,72.64993787895132,A,-131.81889139123322,56.84178370876602,A,-3.9701895717511184,A,C,64.42649404945246,B,110.93023662443085,-195.854986698139,E,E,B,E,B,E,0
59,African American,A,85.48869053641637,E,166.53323384838163,146.25094053001527,D,70.21717500318726,C,C,117.3440002759509,B,19.302122274777847,123.05997142146899,A,E,C,D,D,A,1
33,White,D,7.794419183984321,E,-169.63537887967394,-43.090893327774445,A,-299.49864716860174,E,E,-56.8799364021102,B,37.26886406648921,145.67944769572324,D,B,B,B,B,A,0
40,African American,B,-17.040810209494815,B,69.30458716039716,95.28151446078361,C,160.224610824019,E,D,-111.87282456578724,E,133.30358681513275,257.97255904555703,E,E,E,C,D,D,1
70,Hispanic,A,-106.33901676732582,A,168.06799111266534,69.64865602184844,D,142.83927814711848,C,D,66.11590287724658,C,-38.94860710859823,-218.8341234471964,E,D,C,C,C,B,1
34,White,B,-128.1206829331879,A,193.74062476310462,-304.8063347948446,E,27.02643979770542,B,E,18.745175809383465,B,-71.05333267334828,10.661789164897336,B,A,D,C,C,E,0
76,Other,C,16.362055681340355,D,90.0685154840256,-35.29974675531995,D,54.93391980176663,C,E,-35.07972835595683,B,22.4279688690254,28.137312638635763,C,D,B,E,E,E,1
64,White,B,-92.30295002553383,A,-91.71419465216758,240.04677883464686,B,-158.04569289789325,A,E,134.46277230137284,A,-185.55158131682364,-117.58916457424063,C,B,E,A,A,C,1
69,African American,A,-5.5099576836531705,E,-121.3191837328119,0.6919325232548709,D,76.46587874693313,D,B,29.060509445872146,A,58.8191544498433,0.9590949091717051,C,A,C,D,A,C,0
37,Hispanic,A,4.216437979578043,A,-48.534165225523694,119.68356563118083,A,-6.422074042182747,B,A,56.2321357195438,D,-20.134490433417913,117.98715579515624,D,D,C,D,D,D,1
64,Black,C,-142.3497851145568,D,-30.49606726259263,195.82840417714314,D,-8.83816215491211,D,C,-2.4186889004290775,A,50.23623442952398,-29.755692515695287,C,D,D,C,E,A,1
33,Hispanic,B,-84.12619060544712,B,58.84047680816953,-156.522020360733,A,-268.97739086839476,B,B,30.151154387174945,C,-90.98135200951994,-105.00664835551146,B,B,E,B,A,D,0
74,Asian,C,-15.097329916470613,D,93.49643621590997,-92.21464098527483,C,-17.06878963752925,B,A,-181.17825821069567,E,-59.40431198440015,-224.95355834867982,D,B,C,A,E,B,1
67,White,D,110.43175467770222,C,-65.29736730921722,45.75689234858176,C,77.47505577144786,C,D,0.6296816267437192,B,105.50917059268173,-161.9749265180636,D,C,C,A,E,D,1
48,African American,B,136.54830127478613,E,117.7400904710171,86.23650216620014,D,-63.958511559701904,E,E,-87.95012039007123,D,26.131030767692128,-117.0856847817682,E,C,D,C,E,C,0
20,Hispanic,C,-40.31065515445854,E,-67.36178656941551,122.22924325949896,A,136.3793920423335,E,E,128.2113151641272,C,14.795528350856713,86.26283493979737,C,A,B,E,D,C,0
36,Hispanic,C,-80.70738162237897,D,9.724127147578084,40.84112950550248,C,103.40677352016263,B,B,97.58819862276441,E,134.87188470010508,54.991853702747875,B,E,E,E,A,C,1
62,Asian,E,182.74069123483608,C,111.48414052009612,-13.346146158715024,C,-69.11491772285866,E,D,144.03066117140685,C,-92.08897188328588,69.5532182249464,B,C,A,A,C,A,0
54,Other,A,149.13469444880965,A,35.88224077167563,119.84954377697197,D,-96.80121124692155,B,D,-124.56396876413098,B,85.64286612776549,104.91343687388944,B,A,E,C,B,C,0
50,Other,A,-121.30025160124384,C,-92.73483679990393,151.3522457588772,B,38.36602085798055,B,D,22.835815356149787,E,83.69346727465764,222.46817378439343,A,D,D,C,B,C,0
54,Other,E,141.6797500877414,C,252.8313096687114,17.786222731804255,A,-10.713475266896175,C,A,-171.36205042864248,A,15.154736374589417,72.79022993938923,C,A,E,D,E,A,1
64,African American,C,35.376580751886756,B,-173.0447096644514,145.620283163242,B,65.88467795441888,B,D,-10.229699603238455,B,-203.54701716524008,117.04500473839494,E,C,D,A,A,C,1
61,White,E,-72.35286594246648,B,6.8951811581714875,-31.527721864807713,E,-37.938728956653186,D,C,166.53160838144888,D,0.2940301243308415,29.613977456967255,C,E,B,A,D,E,0
74,Hispanic,E,51.57765763721347,C,68.67647917954335,21.773242966327622,D,16.005702720196453,B,E,104.32162825413648,D,-177.2508290033533,-28.950565276660097,E,D,A,D,A,D,1
67,White,B,-18.733456960992353,B,14.757271621427906,224.52909111542465,D,-117.06579444302294,C,E,-145.58759993649056,E,37.239404066253925,-98.30435876867253,E,E,C,A,D,E,1
51,Black,A,243.21289472057953,E,56.232941003352025,-21.11144316572889,C,47.25306637462034,E,B,-89.86799275672553,A,-40.91290822864944,33.41167003740983,A,E,D,E,B,A,0
49,White,D,59.96433874286107,D,-128.66570401758787,39.91987952540215,E,-145.202753423131,A,B,-54.656625756811806,E,-348.4724185501918,5.095210935379094,D,D,E,A,B,A,1
34,Asian,A,-36.075398129067864,A,109.55977618512924,-41.80010722666935,A,-35.56504584229899,E,E,24.838537004857777,B,71.96567852346878,-89.43567515909638,A,E,E,D,C,D,1
78,African American,C,107.18974889500288,D,19.146530441717964,-186.3002263270815,C,-35.78327384922386,D,E,62.991946585713585,B,-21.42079246135696,-180.05813653145393,B,C,B,D,D,B,1
75,Asian,B,-2.8317899824520354,B,120.7214057031011,-117.75619514630287,A,110.06964892780917,E,E,-92.62588308452285,B,-19.596489406298552,53.06295568528922,D,E,C,E,A,B,1
79,Other,E,128.0828076507134,E,53.06594640050659,-76.7325355985006,E,64.18272480772411,B,E,-62.42556718324853,E,-6.619826374605471,18.77052609318649,E,B,A,D,B,D,1
62,Black,A,-16.520765309477877,E,-113.05833112140388,-73.43756530667082,E,-54.30799766252964,C,E,19.47234569841228,C,110.88554396635712,35.055378850716075,B,B,E,D,B,D,0
79,African American,C,-33.509077062538886,D,-28.252184321367572,-149.23796873471858,D,9.39302323316602,E,C,-113.28828581890971,B,-22.675407939616786,-21.678390348147822,B,E,B,D,D,D,0
35,African American,B,42.85611297566433,E,-78.87296217523159,-156.86747729414625,A,-14.51547276680534,B,C,-90.90514459181045,C,-210.18793027414912,76.60504010039163,D,C,A,C,C,B,0
60,Other,A,33.04587558495595,B,93.92024805197454,-181.63961317487795,D,0.46275307490353323,E,A,-83.91892043962406,C,-246.1582429466315,109.54130796755747,C,A,D,D,A,D,1
25,Hispanic,E,-32.44711760619841,B,4.158850581763485,-13.96701056412881,D,211.03899429630476,C,B,-54.72853043279573,A,15.412403693760918,-72.6948436815121,B,B,E,E,E,D,0
75,Hispanic,B,-104.44096603943831,B,137.31074678886569,1.7882504864372681,D,16.896233677471066,A,E,16.137345779391225,E,163.21547843552747,152.8755448527971,A,B,B,C,D,B,1
61,African American,B,118.82089045587337,A,11.11007302770579,-87.4011872628705,B,153.9634033896528,B,C,126.23223809573263,A,-55.06373873217346,-107.82783184150522,C,C,A,D,B,B,1
63,Hispanic,B,68.75020696853241,B,-37.31838476077994,132.6078457524774,C,32.53434096293692,B,A,-9.446967605964222,C,-23.181563918476513,82.28581059699229,D,E,D,B,C,B,1
34,Asian,A,108.52243138496993,D,-165.09419959020636,-36.6188677682895,A,-161.3817821791646,B,D,249.79396918350938,A,-2.5482495186336345,-66.9304870397196,B,B,E,B,E,E,1
49,Other,A,80.21613612996708,E,48.55929816996482,-33.211736666243766,A,-172.56880045966864,A,B,-18.6995531031928,D,-136.1202267586154,-18.097343232486494,E,D,C,D,E,E,0
29,Other,A,-17.92740204500541,A,-129.05949958035313,47.84953409527424,E,58.01065852318361,D,D,-170.3880341559408,C,40.353756940281656,50.96842226233175,B,D,B,E,B,C,0
78,Hispanic,D,100.5639341427361,E,-92.06450504606974,190.44537865391408,C,80.68109196722254,D,B,75.51197779501108,A,-26.659308108811807,77.32459557396147,D,D,B,B,B,B,0
21,White,E,-177.12362199054448,D,-69.40907038829431,3.7469432273892016,A,-30.66899659589442,E,E,51.06987610815095,B,-28.250774608922026,56.745185441487024,A,B,C,B,C,A,1
20,Hispanic,C,41.150772344489205,E,23.293346186964595,-51.28673872637862,D,34.56343227911664,E,E,-4.327673844929895,C,80.86455344868743,-178.67690851042624,C,C,D,D,D,D,1
23,Asian,B,-139.2840358719637,E,-20.08598745065412,7.248901355671531,B,-63.87615513674915,A,B,8.956613043369643,E,-121.81774554848796,-5.711125720724196,B,B,C,C,E,D,1
34,Black,E,16.723133660340423,E,-55.924406824313465,-142.72324002926325,B,48.64065127580254,A,C,107.857979515176,E,23.653666675973145,-101.55119212894728,A,A,E,A,C,E,0
73,Other,D,-87.80471965008806,B,261.47447568728467,-34.14088164770395,E,52.8276301355995,A,A,-72.05300061897736,E,151.73926312873735,146.82310673721642,B,C,E,D,D,C,1
18,White,E,-212.88141579360604,D,131.69112004136562,69.28956740548983,C,-67.95062235262571,C,B,-6.59706070170086,D,48.77418655925172,30.35817013562622,E,A,B,E,D,B,1
28,Asian,B,59.69921971160838,C,8.044428883846553,-75.7514323394393,E,116.74160724233553,D,A,97.53032083674978,C,-5.904225562255886,-19.586721503587174,E,A,D,E,B,E,0
