disabled,nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,UK,50,2.5994651984714854,A,32.27824689292104,D,-148.69313427496695,D,-67.69726553434361,C,-131.90671958818072,72.06937849601009,1
Physical,UK,81,-20.734349991132845,B,-64.65029328641975,D,-164.96711349329166,B,82.00438498208963,B,189.93943990342632,-192.3947007169805,1
Yes,US,66,173.02800220682514,C,111.30688663719171,A,27.08141578009994,A,-36.56088743200608,A,-65.19821067193887,8.652270128903911,1
Yes,Other,21,44.26279287257277,C,21.157459676423134,E,15.701920480030854,B,-66.67757574975404,C,0.2559815925398999,-29.747829915523855,0
Physical,Other,34,134.97579232070726,D,-94.30250058071337,D,102.44589428116713,A,-129.01826055641277,A,-199.484373865202,91.38668789251267,0
None,Mexico,32,102.62353949068934,C,-101.55311870159753,A,12.77931655999984,E,58.21861769986623,D,146.8951372395574,149.65626724203216,1
Mental,Mexico,97,92.19780757942733,D,-31.65664801153379,A,74.3362064453031,A,36.02142220057453,C,-117.76159548815666,7.616239147925839,0
Mental,Germany,47,-91.57325755142067,D,92.25988259058947,B,16.334925906324358,A,-18.67013969317915,E,-88.09399478269069,-9.652002726432672,0
Both,Mexico,89,-35.89044258512867,E,121.38460704323661,A,-28.484448802842554,B,-38.73285961130325,E,116.58713174431934,-129.68199481940457,0
Both,Other,56,95.07413998057949,A,26.184813714111975,D,-92.01904879164731,C,60.27271940825381,E,89.73442123333825,66.21905283125503,1
Yes,UK,57,-88.0159913596952,C,22.225730742382733,D,-53.506756559994486,E,201.73254114898268,C,-112.60969564561512,-26.95286400109026,0
None,US,51,-17.809543504511492,D,-197.2744011411828,E,165.72110078392254,E,99.03930526943286,A,-100.32019771164443,-104.55088016364662,0
No,India,68,74.88519491918055,C,-41.22822583449812,A,-80.8727252804279,E,-54.10612185401048,A,-7.744308741095707,101.85692976539966,1
Mental,UK,48,-79.36021560462963,E,-122.44785053330274,E,61.52470915495266,D,23.23951537019265,D,-166.8101331260907,45.02175211150087,1
None,Germany,66,140.21172556443153,A,-8.305502001181422,A,1.8774813137139745,B,79.84938465106711,E,-182.8540548669139,-69.99290981566075,1
Both,China,51,-106.53297611643988,D,7.038196257080674,C,116.46024165036452,D,76.94561583315705,B,-115.01313805839352,79.32396616638454,1
Yes,China,41,-242.36557578287656,D,83.31126389750301,E,-110.65555386418964,C,-230.98846903801,A,-33.317653761599686,-47.47375928453441,1
Physical,Germany,39,-30.675627178209957,B,105.16901533927725,B,-32.745990410425016,A,74.91570814587682,D,159.2963249009885,101.01198816770989,0
Yes,Germany,61,-190.0766295406303,B,150.50274644691933,C,-170.474287804607,E,156.91565165937703,B,67.15818868580239,65.297426624806,0
No,Mexico,51,-56.09226526235924,A,-3.3055015933413263,C,11.67398333650922,C,235.90183317444306,D,26.07214033891221,173.44517246657333,1
Both,India,64,-71.60419945333057,E,179.0105650036574,A,5.938916096311715,B,48.26213714434742,D,-6.284107869667915,78.01125916562057,0
No,Other,27,80.6173941071327,D,3.8622413469275974,C,102.09428774793724,A,140.5163930931817,C,-74.41632885833339,-86.30870691886507,0
No,Germany,90,157.8808520221276,A,-132.02836077554105,D,-28.85847861038007,E,-136.38523269055236,E,-105.31680320248881,-192.0558577583708,1
No,India,93,-150.27605556531097,C,31.86304971507309,B,207.62213857369377,D,36.02822696045859,B,77.68649775359874,-17.612602935911028,0
No,China,90,-67.39190274335228,B,19.384466558065952,C,7.970027313767231,D,-30.38505932283969,B,22.41372201641215,54.32631731332823,1
No,UK,53,6.947280053756858,A,-12.40151979690031,D,57.22936733853312,D,-20.877785368785297,D,-18.12184715354469,-101.97459528183144,0
No,Brazil,80,83.27549848832855,E,200.2994595427086,D,28.876030563895988,E,171.26852955916166,E,190.56982621036306,92.85077745033769,1
Yes,Other,42,-204.72245358283928,B,142.80887971997493,C,-94.39910224062986,B,-32.75483432881908,B,4.122417967677785,102.41586351966083,1
No,Germany,27,-38.40749338228906,E,106.12970519578641,C,66.09696968734741,B,71.96730118363921,C,-41.01012903476801,-194.69504642144327,0
Mental,Other,22,78.63301304421537,B,97.64305879421259,E,185.03738312312413,D,29.450558219151667,E,99.41044403094706,155.08745752707762,1
Mental,Mexico,89,49.0437153636625,D,110.10878829722388,E,-196.09970199588395,C,-73.43160275842057,E,-57.66411602711767,178.87944775289654,1
Physical,India,60,-4.142263511956094,B,183.37671666620977,B,-85.11877456441621,E,-78.93794287990566,E,50.05970110684081,29.31816912694653,0
None,Brazil,66,7.244715971869874,C,21.637692356293815,B,124.2526223163833,D,-79.38283215930227,B,51.097507091290126,-47.24228553981651,1
None,US,91,179.1513733203296,B,-127.42418931658044,A,-25.039856129661906,E,40.540740656199304,E,156.95056507603135,-52.14936831240119,0
No,Brazil,21,-92.05239134886287,D,-4.51408502061167,C,78.81426425661137,B,-37.19020063372279,E,21.908484095991803,-83.1450088769413,1
Physical,US,44,0.4825290660579854,D,-94.934600622983,C,138.40014381370978,E,-99.37534516787075,E,48.57949388862255,45.82613625553065,1
None,Mexico,39,-46.337121026159394,C,13.001112388282774,B,134.64346941371687,E,8.958820173438111,C,-133.9067055523144,0.11698549023846072,1
No,Mexico,60,-84.15710672477242,A,-79.45020925948346,C,-59.707458659707,D,-14.531975040563175,E,-95.14429340091651,77.41712884294924,0
No,Mexico,32,90.71526231640871,E,-51.33299477741174,E,76.19796582961533,B,-165.23276582115483,D,143.61969165320133,-80.43695948221784,1
Both,Brazil,47,48.177355498198715,C,31.39545731485751,E,-50.91501171749972,B,-26.29631054066486,B,-31.31474073924997,108.71506347913889,1
None,Brazil,22,55.42239088289955,E,-137.9351383498312,E,-233.32930848526524,D,-126.01002161297534,E,64.63178024522107,-130.50265494828196,1
No,UK,18,-81.07392928405719,E,-16.74783555776026,A,161.98437721367443,B,-123.73305677482074,C,-16.217391890028164,-52.94952137745533,0
None,India,82,222.20763106928655,E,-124.94149194419893,D,-41.79997243405087,A,65.48573965779329,E,-137.17509012963836,-54.658096530900714,1
No,India,89,15.977735769043461,A,-154.64393756759674,E,-88.8054459041517,B,-9.257845765513764,C,60.97206823654856,-75.697493229919,1
Yes,Other,72,98.90815327804594,A,-103.70303316787319,A,-172.49602538763915,A,70.72479743953326,A,50.81652154609938,-7.396083992970268,0
None,India,58,29.48506420570362,E,139.03352675859063,D,43.00184198817728,C,108.10742951946123,E,-10.28496911260083,-11.461722226440319,1
Yes,US,88,-136.02184592818202,E,-97.25787756962254,A,-92.95493138644959,E,-8.679612678641309,D,26.42651716869784,-12.499117649510891,1
Both,India,65,-69.73641466350638,E,91.87910832736014,D,-168.85398503512374,D,-49.184630279557034,C,142.51989071888923,65.8837796165136,1
Yes,Mexico,37,112.34292682419947,B,27.00839057987144,E,171.42947901611916,B,89.86450879428212,B,-51.446961341557305,181.0536782016153,0
None,US,95,47.914475217391804,C,-44.333960957037434,D,134.86263089657356,A,-41.81991126024458,B,-80.79333931065658,42.3164746567169,0
Yes,Brazil,40,83.4028177601056,A,-1.1745731115723168,D,34.244570610306155,C,37.99411051088621,D,40.49277635509547,11.030402897889745,1
No,Germany,42,75.46934178471813,B,-95.79486333929435,E,-45.47613245432798,A,132.18484723319418,E,-15.706214923114947,-144.3223363273022,1
Both,Brazil,19,-114.44148275768428,D,27.753713679446967,A,4.850336652237382,D,-50.5219525036707,D,54.01597976389719,-200.36625926271418,1
Physical,Brazil,46,-167.6295043610909,A,95.44917514509785,A,-7.443917294249382,B,50.81848182143616,A,73.44998372000337,80.39818090838918,1
Yes,India,70,34.401015012435266,D,72.44621545642279,B,-71.62064409445895,A,-200.8036098191851,D,-109.83112952976686,77.83092899867319,1
None,Brazil,62,69.58057827885314,A,20.094955230110877,B,-110.17701131767387,E,-165.54332797831955,A,-53.42612811263441,-29.401685201449347,1
None,China,51,-32.128725530304195,D,43.474806809053234,A,-150.40247360023656,B,98.15211342090376,E,-2.954406615352726,100.6330653550225,1
Mental,China,46,-55.68424536966133,D,6.1312222538555385,A,-96.02641719456915,E,-46.630017586628156,D,-219.02653488585315,19.59755763438383,0
No,India,93,63.303082268388756,D,148.15505348502577,D,-53.04545750775442,B,-350.96327985095155,C,25.564348547304416,-115.46476129868977,1
No,Other,35,-28.867141667773925,B,-119.49360658683194,B,-111.29985610815874,E,-39.77365756073571,E,-41.76886748945199,181.45214109779016,1
Physical,UK,58,-57.65100633515704,D,-45.21811617457375,B,113.97997453404385,B,54.651573056263956,A,7.182221600808307,96.5815278148572,0
Yes,China,82,125.41876260067941,D,-85.62682228325038,B,78.26931693824093,C,122.52918880673074,A,-55.534347525736536,148.28787936595165,0
No,US,65,101.74375359095507,C,-279.77994519948265,A,90.50897306799654,C,166.14402188544312,B,-4.467836033446741,-94.3439659971098,0
None,Brazil,51,-186.22262582740515,A,64.62640639184158,D,51.859352344050514,C,-48.95391569385568,B,-46.40045803296022,111.64590357760831,1
Yes,US,88,-30.777425469950497,E,-72.18579771187747,B,-81.17649204310425,E,90.4237026246452,C,44.08328749541826,168.218957880898,0
None,Brazil,28,52.15043614621489,B,-35.79104469208953,E,142.6840339925524,A,29.684072155798656,D,-8.797387644625795,76.87011785841126,0
No,China,78,216.81823191659322,B,-35.453291353151826,D,-172.99259207576222,C,-92.50320864119571,C,-18.654205060585603,1.789547493340947,0
Mental,Germany,81,-148.2345530785781,E,74.56756027035645,C,-209.38167449605172,B,68.7515190400283,B,-56.03484748374956,-13.707696270035614,0
Mental,Brazil,44,137.01607404330971,C,-79.59845764419107,E,-55.21658622852868,D,-29.722547585746383,D,36.36672673849803,5.035643786231357,0
Mental,Brazil,57,57.78252948208152,D,82.79922803244966,A,-26.452498622893238,E,115.89217452130592,B,-120.53673876324336,131.10900086443564,1
Yes,Other,26,-52.42174692723152,A,31.60672660502202,A,-82.39145045067622,D,-14.570882253883841,A,-26.106410748968045,183.93472044252417,1
Yes,Germany,87,-25.09416489066246,E,81.2123044303555,B,73.44289791558907,E,-29.148029787733375,B,-24.734082943942752,101.03836744234908,1
None,UK,27,-116.70300844196268,C,-112.72728058654468,C,-251.14832868093404,C,57.27724724238536,E,132.93772878944603,-201.5331825550046,1
Both,China,19,-199.38677709458614,A,111.31994690911682,B,-106.99749505449086,A,61.95263565760597,E,-162.61001687130394,310.92912253301773,0
Yes,Other,22,-37.970750312095724,A,48.2114383427719,D,-72.13266854283758,D,-281.4146629498525,B,102.43503017853308,46.55849640442924,0
Yes,China,29,-28.347839976426993,A,-211.95133026166678,D,18.048635435779428,D,40.953687252826235,D,-108.89995680337437,81.6877762548778,0
Physical,China,28,58.91768906541598,C,-130.02738591959778,A,-122.99630023135593,E,5.136357469358732,C,-26.771027171064855,169.32267220702414,0
No,China,37,207.33327162620859,C,145.613989968058,D,-164.46505816497415,B,126.0591495378425,D,102.52760212098286,-78.53086119265305,0
Both,India,51,121.44231672055665,E,-9.165813280476778,A,-15.001200545865725,C,-80.44197215998406,A,-26.796047648095634,-109.09969110234108,0
Both,UK,83,7.032854015934436,E,102.54776800028063,D,55.049214707807295,D,-23.088111695505876,A,322.90112025758185,-55.086617712197025,1
Mental,India,65,147.93834616848542,B,81.13676713720244,C,-6.096158921495967,A,320.44905725914435,D,-131.08637495261823,141.09158847371492,1
None,Germany,44,149.49573785564212,E,-15.181587861703191,E,-191.2714841241028,B,105.17354041897235,C,-82.57755715834581,100.53515379145892,1
Yes,Other,45,-51.10396045274883,C,-21.25251509439342,C,181.65888994413294,D,-83.31182655434746,D,-31.08644597672835,-168.38732963374088,0
Mental,China,41,118.85879586413249,E,-72.37829724005252,C,-112.65247676812508,E,-96.62518521281147,D,-96.58377468238224,-46.106842802450196,1
Yes,India,29,30.370435195583028,C,31.168277325972703,A,-155.30883851869055,B,-51.43730374433426,C,27.756677410770813,9.377609258479438,0
No,Mexico,61,179.39934583076445,B,-138.43864975214163,B,-172.81645390600306,A,-96.86059033321713,D,-122.51590192152464,78.9576033900349,0
Physical,Other,35,-95.07571842277424,B,-186.91384346250172,A,-62.89163607578118,E,-5.156733837566475,B,-21.21584257358134,88.28870535839435,1
Both,UK,93,61.81479478837751,A,4.672251731334903,C,51.30535252660372,C,-53.285729736595,C,-57.62014644982252,37.244119186954855,0
Yes,Mexico,65,-60.21768703542973,D,71.56260464473007,C,4.792779025573708,C,-5.821052001445555,D,11.893015536568189,-79.83559546875257,0
Physical,UK,22,20.385126997635318,C,47.54942915136886,E,-13.253733813380942,B,80.40347960667876,B,-51.562087471991426,-2.157226596672952,0
Yes,US,99,-26.919961773163358,D,-72.49881088650467,D,-36.511224937773974,B,136.7674887385987,D,131.71961290126995,-12.005913065111375,1
Both,Other,54,102.03819279495822,B,134.1859837046506,E,5.660480344939281,B,-59.69881240106627,E,-139.10519392542645,21.631962453901803,0
None,India,72,-25.235231795603536,A,73.3404674331965,E,-113.91046060128134,A,48.50286493324646,C,129.34533237496558,26.70947673161228,0
Mental,US,30,37.358156122088474,D,204.41404560212968,D,-335.1526281035592,D,3.861132129489135,C,24.130837141790625,102.23924791265632,0
Yes,India,59,23.106882332574948,A,-87.70269106818535,B,79.05911705521432,A,77.27368084440096,E,-175.75900339008706,-17.213199416466214,1
Physical,Other,91,53.98933781346901,D,-89.16066474462673,D,-48.56240606013933,C,263.4413592392819,B,60.265616843722,42.159691547439465,1
Mental,UK,57,-21.2188813397128,C,-95.16791101578981,D,-38.17587284349966,C,-96.87832081707565,A,161.90731953191872,-123.23373990870027,0
None,Brazil,54,-29.08460920192457,E,84.53480837899299,C,185.32481726574315,D,-49.84944223161494,B,-40.20815983187864,-63.93482485278687,1
Physical,Mexico,18,-30.77701287652383,D,-28.8913987995292,A,-16.702748710127967,D,-13.943760378182436,D,91.64111716039824,-38.11358944005694,0
None,US,58,19.151656647776385,B,50.01632391965821,D,-24.893708755341272,E,16.025986610611394,B,54.71515906602313,17.467391907615788,0
None,Other,84,-242.11912294214324,D,-178.43461357466376,B,-78.46172817505222,C,13.4158064416986,E,-120.71154951232903,-49.28705614665594,0
Mental,US,41,15.37385225609357,C,67.23846493469196,E,-53.81696177684946,A,-76.52622349902583,A,51.781316269314914,94.24495510254485,0
None,China,38,109.38591933207479,A,-54.762026542713194,D,-51.93216737357766,C,55.93464988850799,D,36.17769016468089,13.64364371747352,1
Mental,UK,91,-33.69039343452682,C,-122.32664116004652,E,-20.1569186466686,D,-44.891238493568665,E,10.176932274115982,-72.14813093412846,0
Yes,US,81,-40.102314480590806,C,-216.50644898931228,A,-14.541346249975431,E,-92.15468269339706,A,13.228689140527658,189.80981262067473,1
No,US,80,23.718064568431497,B,1.6781059219751981,E,19.435734259087152,B,-81.12062470896224,C,184.5290394805341,8.458437074874048,0
None,Brazil,74,129.29973962972375,E,-139.9521154029744,B,20.509949195095672,B,-55.01996601743904,C,-63.16841125655548,-77.06001276984664,0
Physical,Brazil,27,-18.053197248610925,A,32.54550500768908,C,-13.515275152631547,D,-169.13207609739786,C,-21.71922348478728,-101.98653601376986,0
Both,Mexico,67,53.55314813914157,B,-143.70476326566143,A,43.898321852475625,D,-6.776343676543078,B,7.434398888746719,61.21493954480894,1
Both,Germany,83,-69.59131787980756,B,-104.43516727299833,C,-162.60754341413335,B,-137.84529553135837,C,14.138339572585787,-6.604173583791466,1
Both,Germany,91,14.454549779382717,B,-24.240947988819986,D,152.11536066195936,E,17.853008312961226,A,67.84244316165824,-93.96162808207416,0
Both,India,51,-102.33351854389774,E,21.582307831501492,D,-169.19871259542802,B,26.400374645401897,D,61.16841276455147,50.67651655802992,0
Physical,Other,31,-157.04833799698676,E,-22.121870908469358,D,-83.2684248452413,D,-110.5618550261843,E,-199.5719526250997,59.907806626174256,1
No,Brazil,25,-10.321294629082459,A,-57.73447506098823,A,-124.92825585955214,B,-23.66197053914042,D,71.25569655121429,3.5160746999928745,1
Mental,Other,26,34.62965721595741,B,19.75006159747753,E,7.398691530489635,E,-60.60412541328797,A,73.03661438195476,39.3993413266968,1
No,Other,46,-162.18820577110435,E,-62.783887007473524,B,78.85329474910606,C,-78.82576237230353,D,-48.0335400144163,-13.860544422812762,1
Mental,India,55,-150.40816250971736,C,153.61481628888873,D,18.21311268977917,B,5.606839934183409,B,101.83057387684833,121.82626512582246,1
No,India,69,80.16431034971771,B,211.68437399852098,E,-1.0669854533033885,A,96.82618603223023,D,-90.61362962571657,-264.8717191568479,1
Yes,UK,50,-194.895613957085,C,79.59275019840722,D,-144.34966292077166,A,-69.63076963328322,E,-76.11572572887248,36.61154741671119,1
Yes,India,47,-101.7878014031963,E,-30.22332534320555,B,104.59758346067744,A,-63.31197217531115,E,98.01445697574735,-78.25775918187315,1
Both,Brazil,47,105.11569795092169,B,-146.11725157987786,C,-195.351682104001,D,88.14119912064788,C,106.24435066690465,-99.60874314582064,0
Both,US,69,125.6577118056766,E,82.8387081100511,B,-115.05097066540668,C,-20.370659140921113,C,-117.62349515022157,-344.97581947575145,1
Both,Germany,34,-10.518301509262393,D,-51.20082771526976,D,-73.15587705739644,D,-68.67738433844023,A,114.44199172772751,91.87060092741697,1
Yes,Other,98,175.95557588015564,E,-93.45704090477864,D,-66.71085549789937,C,-13.126669149817241,C,-37.39217725520922,97.81091909696083,1
Yes,China,80,163.64877859448643,B,7.735561592722428,C,74.99750990011668,A,-167.1121417740972,B,114.0567642653015,1.7721675959539558,1
Both,Mexico,77,-100.27809596567762,C,127.41994539650032,D,155.43227055898151,D,162.1067695226447,E,28.68928847330718,-69.80416746311454,0
Physical,China,82,-119.99456277935066,A,-333.5013458308497,A,47.56375857228252,C,139.30034530038796,E,-15.64932689860829,-49.539268312359994,1
No,UK,38,120.4092966472075,E,77.59350745133794,A,127.82371503323753,E,-54.53549152203042,D,80.83069152948237,-47.47182463474704,0
Mental,China,24,154.0750692647208,E,20.98039350723937,D,28.445280665958965,A,55.790379800270514,C,4.72310898067484,-180.2232029364865,1
Physical,China,47,29.12644550751309,D,-25.466998985348578,C,192.66726342213417,E,-131.30561966511044,A,-182.40747461781405,96.9982641775994,0
Physical,Germany,93,70.5116321633517,A,-18.857260482113,D,-22.40271641193301,C,-90.34016114222095,B,10.691568914791109,157.28101349421408,1
No,Germany,42,-4.330289216401869,C,-2.2654807526991094,A,31.365971043976394,C,186.2209063308298,D,113.10271870550956,78.5809969579457,1
No,US,81,140.82418370101595,E,-74.9588478005864,B,67.52696282728353,C,-100.23631202402395,E,164.65765327381845,-90.90422055649398,0
Yes,Germany,94,61.05035737933366,C,26.12761363730292,B,125.39111734825583,B,36.240511010094636,B,124.6872133076087,-122.32305960533736,0
No,Brazil,99,-167.13401773597835,D,83.68431533127726,B,237.13156457256525,E,-80.69419931561896,B,-100.13815575706843,35.179237051647014,1
Yes,Other,36,1.840601073683258,A,-28.45402472246648,D,-131.76643830396685,B,-34.92269692814396,A,-14.960033856555906,47.6043676396822,1
Mental,India,19,143.7697804743307,D,16.23239942815691,E,-82.87040147135647,A,64.26304191248293,E,154.36915608255453,53.98590002443632,0
None,China,67,134.9895144350491,E,-106.69035702734595,D,140.80288713826306,E,41.814938853883,D,152.45504276545427,54.41145392363408,0
Mental,India,76,-113.58250971024235,E,84.54410524050306,D,22.029068705784407,C,-76.63474799384888,B,50.927060519778045,34.878716377519595,0
Both,China,52,-176.8511374741893,E,-58.19753501941217,B,-107.93684334701908,B,10.945509926890104,D,46.5587982386381,1.267093683722433,0
Physical,India,68,-14.1948009798798,B,-179.42087153418714,B,-2.597452527715821,B,-61.94231158812358,E,-137.9256430809051,-168.2459643711367,1
Physical,Brazil,93,-79.1661131455963,B,-61.090115107867824,C,97.94713447392265,A,131.555683533557,B,-26.71417632719026,119.12983347677064,0
Both,Mexico,89,-46.1346505303535,D,-47.60806002758567,B,168.72958784365716,A,163.89206253118024,C,20.980439409771158,-18.32946338997155,1
No,Brazil,85,34.14053477109895,D,-52.38431896769011,A,-43.38540134425547,E,253.75358310223194,C,129.43686820466124,144.52003476645228,0
Yes,Germany,40,-54.08250140262015,C,35.88303240707097,A,-182.70008913122143,B,43.33675923269947,D,55.617792711139835,20.679587189772356,0
Yes,US,61,-287.77746956950926,D,87.38798500160883,C,-189.58973387370827,E,9.739317898951612,D,-168.48484912667845,-69.4759114412662,0
Physical,Other,64,91.55804658909099,C,-260.8406758682546,D,-79.8636263261932,A,-31.80328347598187,D,-112.86202579711939,-101.85035955557258,0
None,UK,94,-44.193502615343945,A,-31.67367269901973,B,-28.019321755761982,D,-104.9830952356628,D,75.33367749374968,-17.632084867601073,0
No,Other,80,-53.08794197898848,B,-125.14606624426936,B,1.859692231939886,D,91.66969807731229,A,129.55630413850324,-114.21356478550406,0
Both,China,98,245.72513537160643,D,75.49975324219335,B,-158.69662002679928,B,-254.88301661733513,D,-203.41580790483818,229.28384418376564,1
None,China,71,18.851222825017828,C,42.25177747680363,E,-155.60271742159003,E,-111.09137871985459,E,-40.46166719279196,79.1264502374967,1
Yes,India,74,-198.78440335760783,A,-68.04073749039445,B,-32.38046854061167,E,4.429322541656971,C,-49.321418102424516,250.1301705406039,0
No,Germany,75,-138.19278004264632,A,52.80857559822574,D,-26.41134291299319,C,-83.2577288756992,A,-64.05616016256576,-104.26686039347537,1
Mental,US,95,-65.029978191276,B,92.89476222227536,A,78.75889508272303,D,245.80980030207144,A,-52.48478919924231,-94.14370905592477,1
Mental,Germany,41,-193.2016035056993,B,-28.978169336557958,E,-1.54964872552471,B,35.26753456597487,A,122.34238211296862,-3.4037895769679807,0
Yes,Mexico,70,-120.18931248324283,E,103.63528971097664,A,-24.3756543336332,B,-68.32440713703942,B,134.1373151221833,3.31856158508166,0
Both,UK,76,82.90151588563216,A,-100.11252218074291,A,17.561999152085683,B,44.63647031774739,D,89.9377915714038,7.283742681076213,1
Yes,China,46,-12.870808116520932,A,0.6502059045691101,E,-66.17227066614694,C,14.962780139658083,C,-5.275685623100525,-187.5601631209427,0
Both,India,94,9.04012382558221,C,9.11684627911774,A,43.993362820665276,D,-106.40329941537045,D,-38.068949973506065,86.31268391294985,0
Mental,Germany,90,-10.745276199953578,A,-121.13821873639334,C,-15.910894042097507,B,-84.84493849099842,E,130.73191559573863,-23.3759387194411,0
Physical,US,94,5.667818401733346,E,-74.6372373965906,D,-99.15207923409665,A,-46.82832421545265,E,-23.03339797510641,-195.9160010752647,0
Physical,China,95,-122.63907042403555,C,116.01241509453797,E,-70.70167031259061,C,-102.61299694404333,C,-20.101272017441996,64.2777014310214,0
Yes,Other,92,-166.75572705560634,D,-113.09418259198574,A,144.01903779366526,E,48.684437591768436,C,-58.233874702180636,176.29007924056114,1
Both,India,79,74.09885410932529,B,-52.94776533359224,C,224.78940360633155,C,-74.03146702998126,C,5.796566027752747,129.7337983576435,0
No,Germany,49,-178.34888475030306,B,86.03886968720896,A,-99.40106247535778,E,-87.44160126378323,B,186.00058405376842,92.83556806977322,1
Physical,Other,37,-148.0975382133547,E,-120.68162190939785,A,117.70588619461184,C,-22.229706690818023,D,26.922082679384157,270.0643186153142,0
None,UK,32,113.65901214989553,C,-94.51266917980915,A,48.09454682799863,D,-15.351634974450157,B,58.04596497509167,-91.96158094436895,0
Mental,Other,26,1.1434695314813301,C,-57.74890378137576,B,-109.49945633397904,C,-29.132432769712402,E,-30.702822654047118,85.56897647688828,0
None,Brazil,45,-18.402267689728845,B,98.864051650074,D,-164.2560423246133,E,114.97313671743099,D,22.83861677212867,-100.7528662734618,0
Both,India,48,-47.968315341272394,E,-11.403233805992995,B,68.34280172938568,E,43.08385278460726,A,62.34079843356005,-149.68106253407277,0
Mental,Brazil,48,65.77526572482833,B,-38.85660884769866,C,-64.20574984862117,A,-88.633688029631,B,91.60555226266547,52.82448817378839,0
Both,China,82,-19.562904772035793,D,-39.15539323405679,C,17.973261427297174,A,-79.19646724902925,C,87.26357217983967,90.53272978934343,0
Mental,UK,74,22.63151286830692,D,11.706337529010327,E,97.25670364428709,B,168.8714903610682,B,-48.01525734208111,180.10355485031465,0
None,China,29,156.39278120692978,D,46.01924655859126,A,-73.77717511983819,C,-10.590814607498189,C,-29.613431383125565,16.893828709692055,0
Yes,UK,29,-95.54931304323878,D,-75.27074233637424,E,76.02422296998888,E,-63.10297387007877,C,-138.57351248847985,-201.3340328779658,0
Yes,US,56,-1.918496530978038,A,154.70337924109091,D,-176.90129711916833,B,51.064757157705166,E,20.826032413138556,-131.38450713397248,1
Physical,India,96,-32.936665422569405,E,-48.600661005034716,C,11.789463876763111,C,-24.200792430064748,C,52.852606844854044,179.65325374459698,0
No,UK,55,10.628256733573394,B,180.9243485316574,A,-107.50084426854552,E,-46.7617270580465,A,156.9012403945524,-20.309657261008724,0
No,Brazil,32,-36.66417247094154,A,116.67752083318945,C,-56.10291078195434,D,142.08963486232273,C,13.614636603686717,14.268472535793997,1
None,China,62,-106.46147674450992,C,132.61220599509522,E,-27.99153323673972,A,129.97107143838517,B,137.6652487409999,46.638007100441655,1
Mental,India,19,184.66735647857885,E,26.16697217433205,D,23.94864504255509,A,-154.47307930826796,E,27.949927817941596,26.13689412805808,0
No,Brazil,46,154.18095954567033,B,123.79002258090975,C,215.2554148525568,A,-95.75051555676949,E,-119.86790627210951,185.32696678978039,0
No,Mexico,19,65.51792553041989,E,-85.47405253462969,D,309.81471771144874,A,101.4030345463402,D,-22.49885975128708,12.593986820780382,0
Both,Other,84,69.60261809509299,E,84.3035309207523,B,-9.889781330902188,A,17.647921378627355,B,21.202886855314052,84.29320897742565,0
Both,UK,99,-79.75277139189373,E,-121.4467447376659,E,-23.541825108816195,E,-72.02953304743137,B,-38.17342640989996,72.95811779228987,1
Mental,Brazil,68,19.92888733833252,E,94.53987272777516,A,11.913314604619549,D,-67.03696583949706,E,11.471941848301386,-27.986481187600138,0
Yes,UK,22,-89.75677556611423,E,-42.553843269261264,D,-18.668664098751826,E,13.02512656517337,E,87.24602636036771,-0.3820875566810484,1
None,Other,79,73.4616342824164,A,-10.185372004620291,D,-152.3156770534345,E,169.7330076233298,D,117.16684506977029,118.853732559848,0
Both,India,67,-29.427272144922195,D,-200.4873437388448,C,-26.229602347708454,B,-63.261156622777925,E,93.56300631820291,157.79647173931346,0
Yes,Brazil,67,-22.681774981737618,B,12.48723390893943,B,17.4604740071149,B,147.32151701334115,C,218.98138265694593,-145.27557834689674,1
No,India,59,-23.602914814304867,B,-7.712887624152752,B,82.30872158314011,B,179.64270918978536,A,128.4728843355454,66.98117604170777,0
Both,UK,86,262.17507972384556,A,155.4813286866065,B,184.32983275429643,E,119.55889402728283,D,-26.63195068180732,-118.52420453359136,1
Physical,Mexico,92,160.58866387981934,E,45.685508221657045,D,-30.899707455271358,B,72.58109232272504,B,207.79473467405896,-6.764698287176301,1
Yes,UK,96,-54.90667016349946,D,-104.7227507234749,B,105.37854148698035,E,-22.973184699946618,C,102.11975118116968,-3.181851803304339,0
No,Germany,36,-10.33159302536773,A,-1.7668687722660361,A,-60.56612369808234,C,39.637676106746504,E,-1.3120156495211612,6.493084146540262,0
Physical,UK,82,-100.26019706187317,A,64.06469892289545,B,-37.77443438127411,C,-31.644511418262912,D,124.10832497677676,-14.705342980939228,0
No,Other,90,-85.15192862132224,B,15.492418688290325,C,-214.31177536477196,A,32.652553286730786,B,149.01653122927308,-140.48091602818755,0
Both,Mexico,18,-43.30054919086943,B,-37.61886831226685,D,112.4151152626011,B,-5.33274549286947,A,-97.5741062789617,-41.14335201557901,1
Both,India,96,-133.892924730169,D,76.88473195796622,E,100.1202096322363,D,-210.35643992645302,C,35.35498567457561,-23.70405425726966,0
Both,Brazil,81,-75.91768126584806,B,-210.49933536121546,C,47.730903796579724,C,16.92625083336531,B,101.08024289322688,1.261024040378238,1
Yes,Brazil,85,22.443232031199752,C,58.13349736741339,C,86.89041438799822,E,-61.972581483517594,B,-20.969248484143744,-79.34431894151135,0
