ethnicity,orientation,SEX,anos,feature_0,feature_1,feature_2,feature_3,feature_4,target
Black,Homosexual,Male,79,22.566959754890238,E,C,-48.72609117240054,77.95839161228847,1
Asian,Bisexual,Non-binary,30,-77.09406588327053,D,C,80.91809606008233,208.6747637982355,1
Asian,Homosexual,Male,66,75.23124910195482,E,B,102.35453615138583,-5.06245155877046,1
Asian,Homosexual,Male,70,115.20447496432378,A,E,-22.10885075456275,137.2347498148005,1
Black,Heterosexual,Male,85,-38.48365298581908,B,E,57.29773548087429,-168.03411020671396,1
Hispanic,Other,Other,86,-30.024011171905858,A,D,51.80001045889926,40.64202894413251,1
Hispanic,Heterosexual,F,43,3.009783809463179,A,E,139.58700611357511,23.349617663225537,0
Other,Bisexual,M,37,-36.39751992180671,B,A,36.74966865360414,-165.0831415946796,1
Asian,Other,Male,82,15.607426788744371,B,E,-306.38362847491885,-7.141520966552828,0
Other,Bisexual,F,62,-16.671836962583246,A,B,-176.8026203878166,-6.439944413238862,1
African American,Homosexual,Non-binary,78,-102.20964165621196,D,B,119.93767152883822,114.83417173935439,0
White,Homosexual,Male,87,-175.2206945860533,B,A,-135.23436338277577,4.663889930458264,0
African American,Homosexual,Other,19,-5.120443015886904,E,D,-60.392139056705375,20.608246819885483,0
Black,Bisexual,Other,20,27.626929150505518,A,E,-108.6042752517617,36.163189753892745,1
Black,Bisexual,F,53,-148.02356393052125,B,C,-83.21598887979049,93.86917081511373,1
Asian,Heterosexual,M,67,-81.04132138189475,E,C,-7.769690154937706,-47.64157731987719,1
African American,Homosexual,M,27,-43.55588180312866,C,A,33.244699203702396,48.04510526833607,0
Asian,Heterosexual,Other,54,-11.612384064395096,E,D,-50.02222000358232,14.857599872622496,1
Black,Heterosexual,M,71,17.140895636648217,E,C,-71.20283600827895,75.59282891965557,1
African American,Other,M,36,-142.44603608771263,B,D,-42.043255300820014,62.10245648115985,0
Asian,Heterosexual,F,77,-79.22964297927822,E,A,70.61178752334818,62.62943802069161,1
Hispanic,Bisexual,Female,80,-110.17032112210327,D,A,-23.01459720562708,122.17435874778475,0
African American,Bisexual,Male,46,152.3012229789931,D,A,-4.0278976394922505,-75.71370797972502,1
Black,Other,Male,97,-154.07078458758863,C,B,-39.12943593942119,50.105741441571496,0
Black,Heterosexual,Male,44,-54.08046621200556,E,A,-0.9234260936316655,259.4928772775622,1
Hispanic,Other,Non-binary,63,-136.84435129809043,C,C,-33.597147453730294,247.75569632966517,1
Other,Heterosexual,F,80,54.87817147968801,A,C,88.57119979140668,-97.63549207281042,1
White,Other,M,37,-79.58353858624653,C,E,75.0769986350516,64.95798370821979,1
Other,Other,Female,84,-39.946341381185455,B,E,-53.69285353227854,117.45544417627436,1
Black,Heterosexual,F,43,-90.56086093177771,D,D,-102.12605700219316,55.65363836586281,0
African American,Bisexual,Non-binary,20,-35.796165003356606,D,C,-146.62600130426725,221.65798575796396,1
Other,Homosexual,F,65,147.738606553444,D,A,-76.87964860901624,-59.47288507054315,1
African American,Homosexual,Female,41,-11.932239059833842,E,E,-72.57167150767121,-63.72009520016242,1
Asian,Other,Non-binary,83,4.485181137324518,C,E,-79.63371303854984,114.62034739025067,0
Other,Heterosexual,Non-binary,39,-14.639670417826489,E,D,-77.62501196308939,-21.77476358187079,1
Hispanic,Heterosexual,M,24,72.01666871161905,A,E,-113.15678314491213,-140.077379844272,0
White,Other,Other,22,-68.93606191585778,A,E,105.90740911638939,242.11642322347285,0
Asian,Other,M,48,-26.06559324817011,B,C,-30.024079645581566,-19.05042019515049,0
Asian,Heterosexual,Other,26,75.11894267901226,E,E,-8.838499348960566,-41.99907662613797,0
Hispanic,Bisexual,Female,18,-95.09323064493236,D,B,-42.25499596861113,34.09057932389658,1
Black,Heterosexual,Other,26,35.3297217762045,A,B,-138.00974920241902,-27.158084829862457,1
Asian,Homosexual,Male,73,178.48995209920218,B,E,105.07250244391506,-11.881739559664583,1
African American,Other,Non-binary,82,212.04128628834366,A,C,-153.4642182061944,-50.78053496786789,1
Other,Bisexual,Other,43,42.207801618048975,E,B,9.84648972378521,190.03800350846868,1
White,Heterosexual,Male,71,152.11636931387957,A,C,109.1899414542791,-47.82034517966745,0
Hispanic,Other,Female,89,-111.83466172964833,E,D,-28.041255929017222,-18.78458974358772,0
Black,Other,Other,50,-69.78037119579882,A,C,-95.09032459766021,-222.00910570865685,0
Black,Homosexual,Other,37,-100.26132829989788,E,A,145.40195453261364,-178.27928258232296,1
White,Homosexual,Female,31,-104.15170080378715,E,B,-148.27137285930613,-73.35971027125107,0
Asian,Other,Male,34,2.29761983309638,B,D,-164.84893347646985,125.55871890889934,0
Asian,Homosexual,F,55,29.800909233228882,C,A,-30.110175674493572,39.43462881627731,1
Hispanic,Homosexual,Male,99,-136.52552087554255,C,D,50.187209298489634,124.00085988944566,1
Black,Heterosexual,F,54,28.07681859655307,C,D,48.85580070708317,100.74600566324906,1
African American,Bisexual,F,22,-20.336609092168914,D,B,13.794706907142176,-6.874007321143647,1
Black,Homosexual,Other,42,45.42144377853815,E,C,203.8495367764299,116.89621549859528,0
Asian,Heterosexual,F,92,-46.48828671371654,D,D,34.73925452509345,-17.04144139498083,1
Other,Other,M,71,-186.4982597236814,D,D,-266.9757707135189,-41.93768824041669,1
African American,Bisexual,Non-binary,44,-113.25135099581539,A,E,23.973683981448772,51.80092965051074,0
Hispanic,Heterosexual,Male,75,47.50079689239713,C,E,-140.94680781299223,-98.01245411007577,1
Other,Bisexual,Female,61,-175.09717984640346,A,B,41.31084443594716,-79.55775147085814,0
African American,Other,Female,68,30.84729177424669,A,D,-120.55396287673258,-64.41471162508485,0
Asian,Heterosexual,M,42,-41.20614158942949,C,E,-181.26632825020747,-196.68561984839198,1
African American,Heterosexual,Non-binary,43,-98.31255979271643,C,A,32.15629342605815,-23.572375363022314,1
Other,Other,M,25,34.553779093459106,E,E,66.84945400581566,113.04245102590664,0
Hispanic,Bisexual,Non-binary,56,220.8985261288703,B,A,-109.30069174447014,-108.5167746692126,0
Asian,Heterosexual,F,78,-61.40928523605268,C,B,147.63677428669735,198.5124646888513,0
Hispanic,Bisexual,Female,37,-11.054097630516454,A,A,-1.9593268651542748,105.47123595332594,0
Other,Heterosexual,Male,27,66.8491060033793,B,B,57.25950952238205,31.97361794713912,1
Black,Other,Non-binary,41,-22.784571635705138,E,E,-50.193793380963356,79.72517141410059,1
White,Bisexual,M,75,-193.71320607831186,D,C,-151.53559560826844,-49.97241757241346,1
Other,Bisexual,M,24,-6.4397722257346555,D,C,248.60053200694722,321.2514321254587,0
Asian,Bisexual,Male,66,28.80753042542833,A,C,-11.385929906002772,-161.54313049610573,0
White,Homosexual,Female,64,-114.56367189507262,B,C,-46.14302968577171,-32.83303841490152,0
African American,Heterosexual,Female,42,-42.82118351829875,D,E,-26.249524757908045,13.541528451304794,1
Other,Heterosexual,Other,63,-48.517705806196645,B,C,53.1432786333925,-61.33789705292919,1
Other,Homosexual,Other,45,111.63317573183743,E,C,56.37869631543173,-262.6354325115577,1
White,Homosexual,F,94,-129.13267710423676,E,A,-55.43628672985284,65.28444762780278,0
Hispanic,Homosexual,Non-binary,98,56.26751006353808,D,E,90.95241610698595,-3.651484683371515,0
Asian,Other,M,20,-24.489368374719863,B,A,-18.582742351641294,59.0171817544468,0
African American,Homosexual,Male,59,65.87347979452385,E,C,64.73815130931409,29.420249833175244,0
White,Homosexual,F,92,-36.827492502228985,C,C,14.215251748829258,-29.884478912217705,0
White,Heterosexual,F,22,6.363303837317688,E,D,-29.99612310338199,-134.2708365182809,0
Other,Other,M,33,185.9417512521071,C,A,42.5767701838464,7.654064286477611,1
Other,Heterosexual,M,85,-114.03581767989748,A,B,117.91500668867918,44.48669539635416,0
White,Other,Female,57,-192.6811244448935,B,A,173.25919264471028,-48.796588832805625,1
Hispanic,Heterosexual,F,43,240.25165230412168,A,B,-71.67157890232504,-16.540690100562042,1
Asian,Bisexual,M,63,27.370354462481412,C,D,72.08051310401822,-66.59161846296449,0
Black,Homosexual,Other,78,96.65537180281282,E,C,-44.239443613203946,74.42388075490517,0
Other,Homosexual,Non-binary,92,-40.40630065661134,D,B,-174.99670498663227,-105.17530572349936,1
Other,Homosexual,Non-binary,79,31.076952493250708,E,A,35.42633006399905,-16.731709981218707,1
Other,Bisexual,M,61,-96.44238409408291,D,B,2.6077592193037695,-172.02152078534075,0
Asian,Homosexual,F,74,-76.7372589798778,B,D,-14.969363002791372,67.53961508032529,1
White,Homosexual,Other,95,-69.80608711353166,A,D,45.426724660999,-47.12562886394242,0
African American,Bisexual,Female,33,2.3600699561391094,D,A,80.05098536100195,-135.53029029677643,1
Black,Homosexual,Non-binary,33,-111.59942317063998,B,E,32.27260071102395,3.0477196054717317,0
Hispanic,Heterosexual,F,80,-138.06472009231277,C,D,-121.59408400230463,8.525322468527238,1
Hispanic,Homosexual,F,19,-181.8386219725987,B,B,102.51761308111784,-27.962365633886492,1
Asian,Heterosexual,M,84,-20.51730998382325,B,C,-82.57052194045059,213.38506616563723,1
Hispanic,Other,Other,49,-80.4891067889101,A,B,102.83655515228558,162.43179113078543,0
Hispanic,Other,Other,98,130.42850154496503,C,C,183.89483959119607,-102.34193882155968,0
Hispanic,Other,M,52,20.5665875001415,D,E,-98.44115793286365,-123.98204414353009,0
White,Heterosexual,M,81,-50.294906772922246,E,E,137.7774057279245,-106.68408737992065,1
Black,Heterosexual,F,43,134.5526164905377,A,E,-50.857795537553486,-23.588821246822437,0
Asian,Homosexual,Non-binary,54,-31.044843872288347,D,A,-188.49210870993844,0.8929858239038011,0
Other,Bisexual,Female,76,-177.80559059102518,C,E,40.01755617136938,51.6147856029847,1
Other,Heterosexual,Female,38,-47.59818971411055,E,C,70.1373127903279,72.10118439227588,0
Black,Homosexual,Male,56,147.66932569485107,D,D,191.0499807440704,-19.18603421984404,1
African American,Bisexual,Non-binary,46,104.41979447048043,C,A,-31.718643893439264,-71.94416300506418,1
Other,Bisexual,F,94,-150.53731643017915,A,C,-8.714964448530736,145.99741753260437,1
Other,Homosexual,Non-binary,51,-134.8309972946333,D,E,72.5884123532236,119.35001326710524,1
Other,Other,Other,29,3.2512121511512304,B,B,-18.557904608623655,155.16177077394312,0
Black,Bisexual,M,49,-25.008031464252582,D,A,185.18524131254185,-3.4132155155517716,0
Black,Other,F,84,241.78271000836008,E,E,-45.86531838502182,107.65622797695144,1
Black,Bisexual,Non-binary,23,-10.495004725308457,D,E,-204.9746805474436,79.51775884182894,0
Hispanic,Other,Non-binary,44,153.12560842098696,A,A,13.186888828233965,80.89485593252013,1
Black,Other,Other,29,-23.021040116779982,D,B,45.873448166535375,-58.68291955191424,1
African American,Homosexual,F,38,29.895675375782005,C,A,-69.76038161834295,-115.58972487811828,0
Asian,Other,Non-binary,70,19.716767901596853,C,A,60.56224734054943,-54.44186308598687,1
Other,Homosexual,M,98,-50.16702673473578,A,D,-58.52270878391299,-141.39186620849068,1
Other,Homosexual,M,60,-188.38409448550206,C,C,162.00399116618001,9.484513630322269,1
Black,Other,Non-binary,87,-68.28517666094824,A,C,-16.822829259748435,-38.21401367504068,0
African American,Homosexual,F,18,8.315194534612749,A,B,83.76523518716161,-101.72067230439711,0
Black,Bisexual,Male,49,137.51593892304788,C,B,43.21991666905071,-149.15897123996743,0
Hispanic,Homosexual,Non-binary,34,134.39396047263892,A,C,192.76434117514398,-37.65105502488893,0
Asian,Other,Male,36,-14.616888199172601,A,E,16.874005727970744,15.152245972178335,1
Black,Homosexual,Male,53,-30.767516750865326,B,D,-74.23597979760572,104.98571201355975,0
Black,Homosexual,Other,82,-67.97768400988605,C,D,-66.3221989645784,-11.215761659913877,0
Hispanic,Bisexual,Male,65,123.79913167198036,C,E,-41.62870983621623,2.161679929491128,0
Black,Homosexual,Male,77,54.62862245012433,E,B,164.66796668714022,-30.423445218758122,0
Black,Bisexual,M,43,70.2069764510685,A,E,-145.7367821939244,50.1091493499531,0
Other,Homosexual,Other,87,-182.99560798256962,D,B,209.01027686130882,-111.31292036707077,1
Other,Other,Male,64,-250.54803594915995,C,C,-25.878728291954083,92.9132659865154,0
Black,Homosexual,Female,73,9.163108874540187,A,E,-38.55651986620728,119.653673190404,0
White,Heterosexual,Other,62,36.4256761707696,B,C,-26.0417777301908,35.4769531970853,1
Other,Bisexual,Other,73,93.63228520326552,C,D,94.94734719432249,8.93684919328218,1
Black,Heterosexual,M,64,46.0082634840514,A,C,107.5118386845824,51.436990085971615,0
Asian,Other,Other,84,-72.27788821895732,B,B,-100.50584082973413,154.82353621844896,1
White,Homosexual,Non-binary,89,-40.33252453031922,B,E,-70.5829608187488,-27.45857815704729,1
Hispanic,Other,M,53,-137.74941704561078,E,A,-97.40481672424006,62.45845845254494,1
African American,Bisexual,Non-binary,93,-177.0042921551818,D,B,142.6334358967649,262.61008929209055,0
Black,Bisexual,Male,86,95.06611733752867,D,D,147.6374057723996,-7.799994963643503,1
Black,Other,Male,86,-27.566668971003566,B,E,-4.91417686991286,260.81559210592775,1
African American,Bisexual,Non-binary,35,-66.15322859529333,A,E,-1.0535736019188804,137.5974149311263,1
White,Homosexual,Male,57,68.40028681605386,A,B,229.8408493007766,49.29295189241326,1
Asian,Other,Non-binary,70,65.48874505744703,E,B,22.077263080495033,103.78475231421096,1
African American,Other,Other,51,139.97896500355543,B,B,-163.70236993735273,-47.039542753316525,1
Hispanic,Homosexual,Non-binary,82,68.1956740628144,D,B,106.75345987548435,-79.4885352049812,0
Asian,Bisexual,M,28,-132.05452121380478,B,C,4.331754636197715,-126.3830097389345,1
Asian,Homosexual,F,89,116.42403542409727,B,A,116.79739496509023,26.94898553033412,0
White,Other,Female,36,-73.5297553638264,E,C,-52.297240090217244,-83.7076630409314,0
Black,Heterosexual,F,69,-157.19161289311347,C,B,83.9743680579057,-184.2903560657239,0
Other,Other,F,34,-36.42234726320699,D,C,-39.62105906548229,-15.326766773685716,0
Hispanic,Heterosexual,M,54,-30.277997190913712,A,A,-87.88251622536626,-71.06629487136391,1
African American,Other,Female,52,120.72798579813184,E,D,43.51990282137828,68.28094853572584,1
African American,Homosexual,M,84,-107.0170127786626,D,C,45.6137306163706,-18.10263546182552,0
Asian,Heterosexual,F,63,101.10868561973716,D,E,-132.69557948034628,83.22295233091224,1
African American,Other,Female,46,-16.854230288269953,D,B,-62.02792216312817,4.159690677555335,0
Asian,Homosexual,F,74,46.787962657784796,C,C,-140.92239024664076,176.98577196591154,0
Other,Other,M,79,115.88503375219045,C,E,-40.5759656641948,58.706733224801624,1
Hispanic,Bisexual,M,77,56.88674543868697,B,D,-19.47800048722681,101.01749977150011,0
Black,Heterosexual,Male,97,112.3063693810339,A,A,-10.819274919015806,49.981589656034885,1
Other,Bisexual,Non-binary,37,18.362511103969787,D,E,90.33205433582312,94.70533169816314,0
Black,Other,M,23,65.0531345277501,A,C,-206.33847566875758,-69.5593392965407,1
Other,Heterosexual,F,18,33.78910340688064,E,C,13.285126791251209,40.628558332324694,1
White,Homosexual,Male,93,-47.94965091275153,E,C,-8.063376038524616,19.315890546233565,1
Hispanic,Heterosexual,F,56,13.969576886847213,A,D,39.64387539227329,-152.79690587210254,1
Other,Other,M,30,-192.75346902735254,E,A,-119.53194012590214,2.8601976846525425,0
Asian,Other,F,33,-130.40065175336719,E,C,115.690730846492,-3.029426152410794,1
Asian,Bisexual,Male,63,-26.267846588994093,D,D,-7.526331707628896,-104.31020103364403,1
Asian,Heterosexual,Other,75,-71.69048146593077,B,E,25.549368937713,30.975135752070344,0
Asian,Bisexual,M,48,-60.16298680739561,C,E,-47.49627855525087,-115.82707169612154,1
Asian,Other,M,77,134.29144384591453,D,B,-234.60778472277326,-62.37511021600649,1
Black,Bisexual,Male,46,20.270885067762563,E,D,50.94601210831969,17.697553131787565,1
Hispanic,Bisexual,Non-binary,64,-127.73372947202452,C,E,41.07407191785401,-31.347124792338555,1
Black,Bisexual,Other,66,211.63555233917825,B,E,115.91965575915664,153.27917114559176,1
Asian,Heterosexual,Non-binary,45,-25.02193152065778,E,B,115.7050245710125,45.88507637141066,0
Asian,Homosexual,M,34,-182.9424389954724,C,A,-122.83862184319905,99.43564164820852,0
African American,Heterosexual,Male,18,130.58741268564702,E,D,-30.74788444103474,-268.573710305695,0
Black,Bisexual,Other,61,-27.528337122530605,D,E,119.96117263289878,24.70629254657524,1
African American,Homosexual,F,37,149.04888622317043,E,E,-78.93314407916837,-129.9309665948225,1
Asian,Homosexual,Other,52,-24.55558799325274,A,A,-122.03393939240175,146.55575191538136,1
African American,Homosexual,M,66,19.462975556951438,B,E,76.7437046199596,61.05593095104729,0
White,Other,Male,40,41.17168792197484,D,B,-41.08911173571543,-7.114552726820272,1
Asian,Other,Other,50,26.37797290373714,E,A,-179.59535593813317,43.3373365291321,1
Other,Bisexual,M,67,-35.18638438676001,D,B,-12.734834561523462,128.9696367872934,1
Black,Other,Male,27,59.00845627069905,A,B,86.05705594269875,-77.87122518450748,0
Black,Homosexual,M,27,-159.8648705423529,A,D,75.6531781665872,-4.267570919129191,1
Other,Heterosexual,F,18,-80.620175292968,D,E,-188.87868019894643,-178.31384243190044,0
Other,Bisexual,F,83,-67.48427469340032,A,B,228.4993656737525,101.26796520233114,1
White,Other,Female,93,-77.0667795105764,D,E,-16.93552338234471,-47.61180786710895,0
White,Bisexual,M,94,-42.48566203546445,B,B,206.41765115328747,-80.39595654215849,1
Black,Other,F,31,-56.61148833285966,B,B,-45.985422029637625,-29.587312265882655,1
White,Homosexual,Other,72,-26.563296932240483,E,C,-85.19948936657788,-144.62687910295705,1
Asian,Other,M,47,-51.99200511028344,B,B,-184.3727678086885,53.905890125105536,0
White,Bisexual,Non-binary,70,-162.19878301793005,A,D,-30.77391182614101,43.25462926385229,0
White,Homosexual,F,38,16.957787727010583,C,A,-97.34218642685374,184.51316291006873,1
White,Homosexual,Male,82,66.3619385881853,A,D,157.01950028311919,-225.13985359826734,0
African American,Bisexual,F,85,22.45343496305835,C,C,-74.84935230812339,-23.25194810107512,1
Other,Homosexual,Male,86,15.715489096322205,C,D,-49.094911390109154,54.15508801120278,0
White,Homosexual,Female,85,4.218399027604067,E,A,-35.295626042229,67.11704409235888,0
Hispanic,Other,Female,31,-19.17616955699848,B,D,-44.611982752730626,-171.52887453712125,0
African American,Other,Female,66,42.13174030500065,A,E,-61.90492996823033,95.15594897682142,0
Black,Homosexual,M,22,66.43438607193968,E,E,36.61889420316168,-102.69144285600404,0
Asian,Heterosexual,Other,74,-1.479952948026293,E,B,-83.74220361881198,12.203895547966152,1
African American,Bisexual,Male,78,-113.1921603807518,D,B,169.70634583366422,9.869347528872428,0
African American,Homosexual,F,78,165.76331362644697,E,B,15.979178606406775,-83.22320935509904,1
African American,Bisexual,Non-binary,23,-100.97635309128152,B,D,6.701691342015724,-211.2339051485625,0
Black,Heterosexual,Male,32,-14.237542322210912,E,B,-261.7355492158036,-294.4439464999276,0
Asian,Bisexual,Other,64,-96.60596835154087,C,B,115.29135663068897,94.76084805637137,1
Other,Homosexual,Non-binary,29,-131.85392888927223,A,A,-0.8690781737821609,27.387637297388046,1
White,Bisexual,Male,69,-39.03714510495017,A,E,110.06357926562636,185.37573690437966,1
African American,Bisexual,Male,93,-151.70215818803737,B,A,37.971710556908505,-99.28069037071936,1
Asian,Other,Female,51,114.84647066380495,A,D,-146.610078675308,33.01682047716709,1
Black,Bisexual,Non-binary,45,-94.99083667469918,D,E,-20.79273214516571,-42.59317352575793,1
Hispanic,Heterosexual,F,79,-117.75409387376695,D,C,-103.74443368902553,-12.040020238318313,0
Hispanic,Other,Other,89,-158.68039117470673,E,C,74.94560381629587,-215.41060975876704,1
Black,Bisexual,Male,42,16.908097227053815,B,B,-84.78244923141338,22.248810279060187,0
African American,Other,Male,32,-165.34560854237546,A,B,-38.62958074231509,0.7254390543427374,0
Black,Bisexual,F,48,103.18006834507729,B,E,77.82252747538418,6.822896689616447,0
Other,Heterosexual,Non-binary,18,-107.75490700781323,E,E,46.14144376220571,-40.21568547522769,0
Black,Heterosexual,Other,31,-8.377571276885384,E,B,-12.439304030962289,235.42899685699896,0
Black,Homosexual,Female,41,-168.65284746268432,B,A,-73.16020742174472,-31.462631316697,1
Other,Heterosexual,Female,30,-3.7886462673729944,B,C,-81.90938429291606,102.79628838111074,1
Other,Heterosexual,Non-binary,88,-76.20923133542165,B,C,2.6758845040575046,32.26413067597775,1
Other,Heterosexual,Non-binary,43,-37.02976311104015,C,A,-37.01478479784835,58.564051732365115,1
Other,Heterosexual,Other,78,-11.56219053070834,B,B,-6.111067449629011,-18.62305404306493,0
Black,Other,Non-binary,37,-69.3331628678852,C,E,-59.902186775091096,41.67611040262177,1
White,Homosexual,Female,39,-7.488191056265342,B,D,-76.94275667147579,20.65109374354605,0
Asian,Heterosexual,Other,91,-99.33759506688932,A,D,-9.694531810156516,-188.179691929365,1
Other,Other,M,76,200.80095081673264,B,D,141.3642860736938,-27.745536054501287,0
Black,Other,Female,93,45.482134866625366,D,D,-2.933748741843452,132.19684050916084,1
Black,Other,Other,50,-27.406901832099713,B,C,-178.8827568047142,-126.66158580192317,0
Hispanic,Other,Non-binary,90,-190.72828459839494,C,A,-18.30093428338757,-115.048368206637,1
Black,Other,M,19,7.438461307983562,B,D,-32.827465673640184,80.30147822478283,0
Hispanic,Other,Non-binary,54,-93.4154317514995,E,A,-73.49873932909587,-38.60020177184628,1
Other,Other,Male,82,240.46173728416625,B,D,41.7638533123532,16.455365558472096,0
Other,Heterosexual,Non-binary,71,-37.51556938965088,A,B,51.98767720951976,-55.34907650269372,1
White,Heterosexual,M,74,57.765349187419424,A,B,61.78191974013456,68.70583844412013,1
White,Bisexual,Other,40,-127.46773972433714,D,D,20.275160644930022,188.4373005542743,0
White,Heterosexual,M,79,-95.57261657377092,A,B,-41.12976471011184,-19.383658096241078,1
Black,Homosexual,Other,18,70.73329521790758,A,A,189.8003126646599,26.35893615915426,1
White,Bisexual,Other,77,-49.03327454154617,E,A,36.96632266404917,41.511497531681684,0
Hispanic,Bisexual,Male,58,-92.55805405344245,D,E,-40.02329931967352,21.292033373862623,1
Asian,Other,Male,78,-104.14666176699632,E,A,-103.59147309920583,-8.628156224211105,0
African American,Other,Non-binary,67,-157.48084770922506,A,A,-201.9956800211462,148.86368052060243,1
Hispanic,Other,F,99,-100.98596618880845,D,E,-59.00051043257145,55.90488212219748,0
African American,Heterosexual,F,49,-117.02642499026324,A,D,1.892421685528826,-71.37524407224538,0
Black,Heterosexual,Female,95,64.88883983028512,D,E,-93.01866249833999,54.88206228452929,1
White,Heterosexual,Female,21,-43.21418653984652,C,A,90.98315464956192,2.9916140080298343,0
Other,Other,Male,43,-51.09716114382977,C,B,98.38918785828857,220.76680515669227,0
African American,Heterosexual,M,88,65.5561383303847,D,C,-91.79685021735303,26.648013549544498,0
White,Heterosexual,F,99,80.21263856095263,D,B,65.11841079887814,13.011362021490058,1
African American,Heterosexual,M,25,41.540913285254234,D,C,-86.99080466290201,29.730209819861013,1
Asian,Other,F,91,-225.32237884614003,D,A,-119.25855576390765,-79.19846297935364,0
African American,Bisexual,F,61,-34.6257746445505,E,D,-106.65527712385754,40.20162485048374,1
Black,Homosexual,Female,66,178.52548633855247,D,B,-174.2375792187859,109.46597370732289,0
Other,Other,Non-binary,46,74.0001892423619,C,C,-108.84526247562695,-83.32362709595512,1
Hispanic,Other,Other,43,9.318589415684201,A,E,-28.431387088035542,-22.10455521073388,1
Other,Bisexual,Male,19,363.5486247947486,A,C,-7.13957940981169,-16.097063813745415,1
Other,Heterosexual,Non-binary,40,-21.883594384231372,E,A,-114.79045068163904,-1.6421872766967642,1
Black,Other,Male,70,-28.613877352506297,D,A,114.96308861039132,208.96485043599014,1
Black,Homosexual,Male,72,-94.23251192545256,C,A,-56.709778354338866,27.738920894849787,1
White,Bisexual,Non-binary,78,18.72483738190706,B,D,-119.76824757371986,19.385418895848993,0
White,Homosexual,Non-binary,33,-33.68932322343747,D,B,-27.039919805498723,-120.60716170455166,1
Other,Heterosexual,Female,27,94.90052351650354,C,D,127.26564090357444,-81.14061203420981,0
African American,Homosexual,M,91,5.948343450933155,A,B,74.13141497631078,-23.986527037346725,0
White,Homosexual,Non-binary,38,-123.43567024512308,D,A,-119.434619692664,-83.80332661747546,1
Hispanic,Heterosexual,Female,18,58.848317054600294,C,B,-55.77650112641776,2.5898025780582072,1
Asian,Bisexual,M,20,-59.18972352687655,D,B,60.09563154339857,-98.5083336759236,1
Other,Homosexual,Other,22,-9.324520045967011,B,E,110.99374306048443,17.22239042496454,0
Asian,Bisexual,F,94,-137.55489343508415,B,D,-90.07838020854163,-9.321715431312327,1
Other,Homosexual,Female,61,39.88266580398727,B,D,155.24169708698767,-212.97487700354384,0
Asian,Other,F,59,5.651919714132404,E,C,-22.396756542162176,5.197914389016017,0
Asian,Bisexual,Female,18,11.442008660733666,E,A,-27.223444629673487,-114.07797212382773,1
Other,Bisexual,Male,71,-141.9922447584801,E,E,166.0011054171769,-3.240288957776734,0
Asian,Heterosexual,Female,48,-26.96227949376554,A,B,-211.92548481681274,-155.93624458086586,0
Black,Heterosexual,M,61,141.88952017350326,B,B,-83.60374778282267,215.81803207760836,1
Other,Bisexual,Female,29,8.754134460792796,D,D,84.95992596685905,9.927904053510964,1
African American,Other,Male,75,26.862791442022488,B,E,15.563157946010456,-151.74464097110368,0
Black,Bisexual,Other,25,13.229857838781122,C,B,-185.02748124466467,13.372805336719079,1
Black,Homosexual,M,96,-72.41700561530624,A,C,21.399831820355484,-53.849120016634544,0
Black,Other,Male,70,34.3945494541953,B,C,208.5536967680654,-114.90420640555381,1
Black,Other,M,35,-13.714213497938378,D,E,-116.82441019458058,107.55028494601095,1
Other,Other,Other,43,-48.20113065896261,D,A,136.4406122233834,31.339057142816756,1
Black,Other,Female,45,56.760381969798914,A,D,-119.08271842214972,28.28223349261407,0
Asian,Other,Female,35,-162.1419894394301,E,C,-155.03763119745386,-181.5493098477441,0
African American,Other,Female,65,41.335394795867366,D,C,-40.631896118610925,-76.12070275302695,0
Black,Other,F,90,-22.057587453716213,D,C,152.9596868528325,71.33947466014166,1
Black,Heterosexual,Non-binary,21,-137.42952178236868,E,E,269.90722889231057,-31.690635082606487,1
African American,Heterosexual,F,85,10.352119124787034,E,E,-138.24649955599978,-1.6930425321466664,1
African American,Homosexual,Male,47,-21.786254494039056,C,E,121.0306057213183,-83.10418496021005,0
White,Bisexual,Non-binary,83,57.62794406623745,A,E,70.89607636008049,51.483217145391826,0
Black,Bisexual,Female,18,82.04973007544619,A,D,-74.97672801888375,113.75556455008508,1
Hispanic,Homosexual,Male,85,-75.86867624739628,B,D,-108.62296121969608,-45.76810952129752,0
White,Other,Other,69,70.27625216187612,C,D,144.45647787192635,-33.13784441731468,0
Asian,Bisexual,Female,21,21.54036356556845,E,E,218.80854306510122,148.2801064764973,1
Black,Bisexual,Non-binary,19,-140.0516756331642,E,B,12.987449359552794,46.51772888831794,1
Asian,Bisexual,Non-binary,83,45.9642208245481,C,C,-31.86774383926882,-96.19500410776845,1
Hispanic,Bisexual,F,93,-54.6852341537108,C,D,-117.98806422566872,126.62059304619211,0
Other,Other,F,90,-69.35802475297706,A,D,-98.42233205283108,170.243538208188,1
White,Bisexual,Other,77,47.80366266196587,B,B,47.60450295460506,-39.96805587508047,0
Hispanic,Homosexual,F,50,-166.88376257583408,A,D,-28.69226226463794,-95.85202671511564,0
African American,Other,Female,78,-66.65883205292779,A,E,-99.0951731864732,-97.1907239129478,1
Hispanic,Heterosexual,Other,65,40.255580945490934,A,D,260.0209384040385,-27.79823596281731,0
African American,Homosexual,Female,79,24.35456118621052,E,D,17.77786262231342,11.979345942300986,1
