Veteran,married,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,Single,33,A,108.37830472831827,A,-56.61477841993986,-104.3554405616518,-165.15003803890892,E,60.29821741815141,160.6279381056492,C,-27.15841485518557,-60.43259938212708,21.826011510658898,127.75931192346002,C,60.03163258221339,-47.68171325790591,31.484683839763385,1
Yes,Divorced,39,B,-80.32373768367857,D,-309.7217305990448,-8.794344020037185,-50.97914474643619,B,-58.83266981503116,-199.3502127803652,C,143.9976646840418,45.18975574220706,-48.540700734324965,23.27246932002905,D,25.377438140369783,-17.205900734690143,7.4579478654097615,0
No,Married,21,D,36.461429889366364,C,105.20321978104505,6.6468176312300065,34.351199777397625,C,82.48211009659715,4.489107447650027,B,0.8458855639624039,-108.16182584942527,-76.60569692169813,190.31672106337598,B,-142.09639745393008,-144.43810457212848,-0.298482370018406,0
No,Widowed,66,C,-135.47122952887864,E,-141.5052190458153,-249.2379531421085,23.75694987321884,E,-18.845379174327423,171.26316043772115,D,111.67863856020675,24.30183404666155,-6.976607381349723,65.9613948872369,C,76.49659489602914,177.4503120882003,71.46983351401995,0
Yes,Divorced,39,A,-90.64272715958576,B,-39.864681952690994,7.05350303554834,46.93033217129493,E,83.38400282169046,-172.14146034413895,D,34.421497139752006,-92.2772097027274,-298.80783099742507,-126.30000951137903,D,185.3882083706849,-191.7482180761587,82.51612234309665,1
Veteran,Divorced,45,E,-142.8011036823837,E,125.58515377825556,-127.37610732501415,-86.09099160188619,B,-205.74338369235937,215.34757900503382,C,86.3045270502721,-29.91224015874242,-64.10351360507572,62.71610846464232,A,-101.11949386624357,231.80172909092192,140.52852403282253,0
Veteran,Single,39,E,-84.91452347583024,D,215.99131184298633,36.34394951831128,-67.46944351627398,D,-113.60531124332007,114.86105111424109,C,-3.4470334709503745,-92.30552665021595,124.4035729727847,8.140095132002404,C,-121.04916113839137,60.891237840497595,55.638756409029334,0
No,Widowed,87,A,-69.2099802841734,D,103.4401550133075,265.21950974562503,71.96904499663141,D,248.7733860065191,73.53677807883169,A,6.064671356558131,6.006826594587811,14.986729542599104,25.872893772339022,A,-41.59453204838678,-43.38555066834692,245.4998248195126,1
Yes,Married,64,E,151.01783497214058,E,109.5764933167216,-111.63843197360931,67.52919585901712,C,-180.8867092396087,85.1433550823541,A,57.183244636490386,-107.53125785749322,-19.623093740678023,154.83647827293441,C,-33.30395123598563,178.35611940687502,-96.63571332672682,1
Yes,Single,19,D,0.984275796244752,E,-32.81827568004855,-122.39711438552779,-50.3614598594031,B,27.813631640651977,77.64651904553853,A,115.01795114459019,13.304051818463074,46.15972386589492,-34.75876902100862,E,42.286657238048306,-52.437275105838225,-0.9575378168985746,1
Veteran,Married,81,A,44.20289906507565,C,-87.12041171156612,-32.52733877805211,94.41789800542779,C,-152.63313247417673,27.10583459400788,A,-179.67970351228405,84.87343325140232,7.461556456346963,97.46391313371942,E,-63.89235291770126,-83.51370404265691,-29.323184611648294,1
No,Married,49,C,-42.93181550204801,E,43.842210268026264,-72.25100152578314,-54.892373528838554,C,18.786737545923387,5.069717369150059,C,-3.1065421255301806,14.575034353070121,57.630957408023065,116.62429653583514,B,119.8680945651144,30.845009708720333,-54.10063619231708,0
Yes,Widowed,84,A,-123.24774244786187,C,161.7352394377136,131.42222528504018,142.84585740559436,B,75.0278065546277,-10.119354132627304,E,205.98303808683158,4.739565190298022,-58.00787566829912,-139.9324984793291,E,-164.1083614012119,-93.92427341033853,-45.683615872301935,0
Yes,Single,75,D,-118.73525403405918,C,103.01776106071456,-51.5842687963421,-110.26563328318386,A,-166.05391459979916,127.54209718726499,D,-37.923491030872874,-240.9685749925756,-122.07353449589475,-18.838474498758643,A,32.95413719810653,224.34890627347102,120.33320253597466,0
Yes,Widowed,30,B,-145.4952238197561,B,-126.77249425010243,113.63935012155028,-79.90963386638576,D,-23.965409298595283,32.77553493286471,B,30.9385992162923,-124.63384853235175,-88.2954188145957,252.72485267505846,E,-112.4233447632892,115.58833825408878,-43.56741433806323,1
No,Single,30,D,141.55052805973835,E,-80.29670617652732,-2.1861067827910183,-18.547076151640688,B,-28.195044885394072,31.03523093878005,B,23.350169731823055,221.6838480604448,25.98310943303197,-184.28532237280666,D,-94.80534314094851,226.66811241786652,40.114989645724044,1
Non-Veteran,Widowed,89,B,30.587600173563118,A,-63.298747152214915,-84.31962138366151,-64.24362851068494,C,43.70812232586042,-28.70547973864803,D,-73.71135372454233,187.64638995307783,68.87735575385712,68.35220231149658,E,-111.42296192881867,32.677236458861266,-127.15125374743133,0
No,Divorced,27,A,150.1162151365701,E,16.342928985893423,106.60882697926728,-140.3163646650634,B,177.96703888066003,-9.176591808780191,D,-97.88005704246252,154.4845165908414,-41.792369068418736,-46.7719634967091,B,-107.61382553858137,16.085597087012225,63.35528351726369,1
Non-Veteran,Divorced,18,D,-67.35643158983433,E,-142.6373982174453,83.91221374915762,-74.78153551292299,A,-71.97773790475661,22.198321082124462,A,-93.67312891227509,56.36095692643354,-15.25299197934536,-10.039621115927662,E,-173.10085415977895,-181.94758761590066,-99.96367429706876,0
Non-Veteran,Divorced,31,C,-73.6305411421646,A,66.9305458671183,-100.89207702440675,19.88015187942119,A,41.74479619295835,110.80430176184022,E,-30.98030860468624,-112.02170403521122,134.02550775772795,9.83963533855453,B,-50.520718644248156,-112.45489143836956,114.81751315592712,0
No,Widowed,37,E,24.82254034632621,B,-48.82163281713262,-21.57833612626225,202.15617624220764,C,4.059413737251007,222.70318502363352,B,-101.28348080967477,-39.387496301853105,50.88262539576861,-33.08493416199476,E,70.07033842082683,-50.77710703355992,-40.03901343658156,1
Veteran,Single,27,B,-72.63473109978628,D,-56.72298074289165,-6.002616712584748,97.28955505699906,D,-172.85271298683696,61.535301021196354,B,131.26688970247096,47.917486454604955,78.68848864666302,-63.103625831862345,A,-7.045365315082296,-150.0247081368273,-63.44973520230346,0
No,Divorced,38,D,38.62701281826268,C,-214.64642496682686,-78.42660632528722,119.02220922366928,E,-47.47666097581757,160.10571399883892,E,-77.82884032080108,83.84608381155574,27.781185899823463,45.674097364979325,C,-42.273799095113475,28.728994256690534,133.91582524904163,1
Veteran,Married,46,E,-108.41726392814262,D,92.06073024983579,-108.9436338236516,-119.28891728894291,B,-64.70302764320563,-180.5127337990247,B,167.12262127602543,11.858241194495344,-96.68262886440154,41.02333068336307,A,-33.38755898874523,137.42551277758014,-148.08419574984714,0
No,Divorced,53,D,-94.195832914593,A,58.275463355927734,111.25446684123075,130.62094910132788,A,75.73013309879838,-29.263963035529077,A,-59.69643558516991,-161.47860575033852,55.16808360644199,-25.085554689849616,C,-98.66879466852994,-194.39170770688477,-32.76647160829877,1
Yes,Widowed,66,A,68.46543942070342,A,74.69480969613721,-99.12040101257641,30.78782247435893,C,-13.423811105124873,-104.6416702443587,D,188.28226770727616,95.32697585875125,-112.7030016369007,-132.60326249638257,C,49.43089246528586,-97.71504923759353,-39.38206373830333,1
Veteran,Divorced,19,A,101.27662987003075,D,-97.95488653095273,30.26182160526799,43.44884851741052,E,124.61834249702267,46.779911492035616,E,27.3668035991503,-163.51872908867253,-66.32815898245775,-22.233357447581053,B,-28.18065224044139,31.10093185726909,-106.6421498532945,0
Veteran,Single,34,C,0.9400669655563267,C,30.03614792423508,-134.47726654285185,174.50824916818527,D,-16.097738998461573,18.333154586006525,C,-13.619176813397083,-78.66977528857639,48.78628351556371,107.21200054041455,E,154.4141769914594,19.35229455854211,83.01102175932655,1
Yes,Divorced,39,D,33.1375894292483,B,-82.78008930100205,25.10678819029947,-53.79284882693411,C,-38.19726587665912,-8.727365675915374,D,119.85403346464052,-219.2868630792682,23.45628273488194,183.12486793046216,B,-45.80500701394888,-41.93981508452738,-81.02634592993634,1
Yes,Divorced,26,D,-24.1411989291073,C,140.23134124755973,-7.054192542496981,44.39043850537383,E,164.41010498179213,41.97586674291262,B,-20.013407116088313,-140.51045330714274,-16.46368789031051,221.0939104205287,B,-166.2653926072503,27.79785676731676,-67.16851972135154,1
No,Single,76,E,-73.67332727431254,A,102.90399383228623,-42.42421963157329,89.5660583946769,D,39.78717701746771,-155.54287221127856,B,16.075093823708585,39.10667771541106,59.909690532159196,-70.85905428985096,A,24.74694239754456,185.82488134770819,-76.21233662652696,0
Yes,Widowed,33,B,-0.8060402431962481,B,-13.77287360715274,-2.6090823625020283,121.60044679847731,E,-38.20334168508946,155.1169872345587,B,-23.130204857312346,44.30847737238158,-51.166110203407364,-146.89305435685063,D,70.47969451854014,14.273258872419067,-13.64041794078283,0
Veteran,Divorced,20,B,-6.771144781055183,A,43.1150038923961,29.08557495704569,47.99671593957078,B,-215.80728756401112,-208.70044036400245,D,165.25638331963216,-95.22930212729072,186.27083311994227,34.79750408586621,E,-82.8538759956262,136.91134180559948,49.553566804747355,0
Non-Veteran,Widowed,32,D,153.06804388598195,A,-106.5484873270072,10.913108756378508,69.32551881056783,C,-70.29737004306385,92.92617360939927,B,51.4843607957326,-82.71395123046233,13.220369839218527,75.8041765425636,B,-19.45113612010398,119.46903196052156,31.036487534348723,1
Non-Veteran,Married,63,D,-46.53238892184529,B,13.825502088894181,-79.32068581402639,-166.87469996675324,D,-82.98521811775618,175.2872703352818,E,-83.27882165648276,112.35505488973713,48.35370939248251,-48.67814554903428,A,-161.23980268857935,109.88835205283476,-88.43363511774635,1
Non-Veteran,Married,56,A,24.249904356470285,E,46.58952102793925,20.686156946920196,-24.262537025828664,C,16.86037522718314,65.9095181022228,E,132.5226470540285,-40.76320710875099,-124.74167444070301,111.45897606101742,E,1.233947134261233,-222.1929807495302,81.25065836491355,1
Non-Veteran,Divorced,81,B,-21.553055366945994,B,-13.177729741360961,-68.78369173294051,-192.92218835918752,E,-171.00720138807617,-46.08681996450562,D,4.31789061460207,-25.77784714610632,36.83461583069289,5.192275801619059,A,173.7656267134535,25.390834979946263,-94.98211014587551,1
Yes,Widowed,88,A,88.1776710914926,B,25.462384327563775,20.996050221670583,18.429133910673656,B,39.28001930612598,-44.75218604640876,A,-154.42225525474657,-69.610719572271,-35.89651161694493,7.219481400747142,B,-111.34732239812257,-69.31930974743742,-54.151722179554284,1
No,Divorced,35,E,34.05848371697361,E,151.14658335307266,56.293768808359815,-61.130737145730365,C,22.971140112530126,195.1001027473258,C,56.26516898337817,29.165230187092238,21.861788270288624,-23.878542431734623,A,141.9350175250983,161.25325281207617,60.32864084507425,1
Non-Veteran,Divorced,67,D,121.22493225803113,B,-38.25122358539068,-57.81194194191502,-63.54240942552668,D,59.538627745967545,-73.80203946243309,E,115.74140533475052,-12.093507818528144,43.98144557946543,87.40110043797168,D,87.31735850538315,-125.92462912531977,-100.44910724388694,1
No,Single,44,B,-145.35879613626818,B,-6.943203721411993,-115.89260089988534,-19.599844327967574,D,-110.09274655659311,-133.97399463689678,C,-48.51834249976319,-161.3481416287181,-53.6177700264617,-144.17119079646972,B,37.976310686526766,-17.832108571281616,-137.00843056676212,0
Non-Veteran,Widowed,93,E,9.03372151882201,E,-88.10075744676485,7.334528126791126,-84.58067250845394,A,-157.3639056315671,-65.72442628997818,A,-50.0829495391361,-100.8220828550102,-69.21519318841645,-69.0762870571897,C,69.91750175162964,104.75305924155307,-72.17654552405266,1
Yes,Widowed,92,C,-55.91761200919129,A,-44.75506718853806,33.878033949198695,112.50602995523727,C,-79.41470257358246,24.276320868694324,C,18.591999843126263,7.303011885132977,-81.76978864457763,-94.67611640910519,E,-18.806102264485485,113.92033045667402,-24.72892072214003,1
Non-Veteran,Single,48,E,145.24552064312758,D,-28.093967833401823,-232.57109153952737,24.129849981605545,A,-4.021633923553771,-26.521197801142097,B,-95.77831205585574,-66.15454049144579,19.182480527761292,45.23875623650138,B,-42.13251861712001,113.49636946572197,-67.15399316070523,0
Non-Veteran,Divorced,43,D,2.975671673730268,E,4.046463595762111,-40.52748090832088,115.66911045344897,A,43.93677513859177,-8.18213119126926,D,172.35049232400172,20.888091736463636,126.8769722255157,-62.11145846742296,B,101.64627728250888,-226.45865056163976,-59.67550000310917,0
No,Widowed,54,C,51.253331783777824,E,66.58544778503426,-30.0919709216053,-82.09563545706476,B,194.49982531175814,-86.82296430469438,C,-103.79805374102229,81.93214725426657,97.45395682466331,-50.07990979472405,E,72.65975217298998,-97.08480133129088,35.42946648526188,0
No,Single,50,D,-27.38003939494681,C,-98.41863827407934,63.38786597047401,-85.61813990092132,B,-6.3653283287247,67.58956718847689,B,-113.9100654567214,-28.60203182850651,-75.32649189667254,-104.8546742717881,D,21.57489628847069,46.233239354222825,-71.39236616695263,1
No,Single,97,D,-33.61259493173123,E,116.42319385257602,134.0993002879766,142.37171220961253,B,156.54479826919098,-1.4812499536850425,E,70.42831955048858,-38.387112367075396,-37.292792823262666,35.724532844672865,E,94.64989079949686,244.05429554266806,122.62184005714892,1
Yes,Divorced,91,E,133.11673638040986,B,3.3088359889862757,26.924239143773104,122.25966068313909,D,-89.9919621168552,-140.2728293648688,A,126.82463999121157,76.77656594587071,233.71113267418858,-17.82870767740193,B,137.83511371209585,68.5547707921748,-128.86739336053,0
No,Single,90,E,36.99313437958677,A,-50.08544904349448,193.1573090421518,-182.14749061319188,C,22.193624851679463,-48.39912026020717,B,-47.091982517738224,80.94774699898188,-90.93257693528102,98.26408690404617,E,-114.3300832290166,-4.581939680494941,23.938463181306428,1
Non-Veteran,Widowed,59,D,-185.35793133610298,D,65.66930341570598,132.8837398289832,-155.97391945496338,E,61.30968047711559,26.214082896320523,E,45.04986268123619,-72.34099163059709,-79.5413305511839,70.72485271150586,C,-23.93230302143577,154.8661169372843,-139.79458713577756,1
Veteran,Widowed,39,C,-83.99587146167303,D,39.3560211843403,-35.399249897727735,76.46939413713864,B,63.90333071161748,-19.290403192264762,C,111.49143597079751,-60.63396549753083,-156.78667634042074,-120.03272207557364,B,16.116808722630914,179.54725418833067,-106.0078507631397,0
No,Single,46,E,56.096991804665954,D,182.23553354662647,-50.02235939082505,23.90364827126687,B,57.12234553985907,-103.80771984052389,A,22.265303080412195,-79.6697715106822,-14.935879852936301,136.40520337211964,E,42.461841275522495,41.91613792093019,190.38658441032567,1
Veteran,Single,44,A,20.216683158133915,B,-102.2182182707585,150.97535490787953,19.28135490091192,E,-216.02387346930755,-89.59898280602697,E,96.88511468008612,-146.1810055404737,-46.67331871576136,206.94894408263892,E,-37.69846044460199,-63.03312965015632,-137.9902753015213,0
Non-Veteran,Married,98,D,-79.58569683300173,D,102.37303593065154,19.739757232385408,-67.10029551220521,E,139.31420830437915,-81.77501631278737,D,11.533898913614953,131.62608043389665,59.131733801428524,-27.9822557136455,A,-104.8970621379407,-106.77714469015524,19.292996970694226,0
Yes,Divorced,18,A,-29.198928901439373,E,8.452101750929558,230.270822431439,-57.43919660757674,C,39.50435549327225,-14.12133390481474,D,-10.798848088982622,94.37562271471728,-92.74565510916185,-164.9778730229956,B,-30.68188734595883,-150.89958360656513,-22.56875323921977,0
Yes,Married,91,D,-112.5053533058334,E,-102.78740545444126,93.2948321483992,13.98477355687851,E,59.172576066687675,-26.413600901707184,D,19.3326091742261,13.078457184609645,-103.7095528536916,156.43063199030635,E,-50.606224511850165,228.22328235263032,174.49699709596123,0
Yes,Widowed,36,D,-100.65956518534465,E,-97.40172473402892,-38.897995723220156,-125.36290726475796,D,17.05336253656235,-205.1709021983168,B,-30.58648616564699,-143.11196932132765,62.80436935761762,163.626985375873,E,-62.70805700322495,-9.746577688824535,-6.6542158146355295,0
Yes,Divorced,21,C,-434.4792087461035,E,-11.15397289505287,-118.76615437416946,-4.528132285824491,E,-4.451047483793723,-146.23056093027793,A,26.720202598944486,51.26542855634359,-87.8892488880772,-33.86797115968607,C,-21.25620887641992,-186.3417993069254,-80.88269589447663,1
No,Married,70,B,154.0629114729803,B,-38.03605061012792,-9.174356844376758,86.00066234756912,D,-56.017303647193415,44.65725303807049,E,-65.96403315752552,49.73895751115407,-75.23193421291975,-12.726405975995684,E,68.29324368184564,159.78463034158176,-34.92481332413327,1
Non-Veteran,Single,87,C,110.57343773680049,A,-47.76302474434204,-103.02226465132418,-78.36046301778012,B,-26.530196004647742,-95.07619241583723,E,55.69182744684833,1.9573578727469318,78.46160221151818,65.93054970979132,D,-68.82418220315347,-12.958975969551807,22.76155512771742,1
No,Divorced,67,B,-30.316986280452245,C,-7.362630923849016,-53.78217129706422,33.033620547855136,D,0.3274865855583311,7.619088395445246,D,79.78073287820507,58.326956868710354,-93.43366443335411,34.85422439284244,D,45.84743125525563,-21.221412992390416,106.51205535157895,1
Veteran,Widowed,26,D,67.85943720666073,C,-259.96715845054166,72.44655166481736,-132.84856698406458,B,28.002892485881343,49.6617486502826,D,143.21234283333234,66.33644467153951,2.7368003500100526,43.81904366816515,C,-55.636734242022456,-23.81325644262229,24.06630043543086,1
No,Married,19,C,149.21577578830764,D,39.181585243776446,-78.75984282839765,-55.755837852133226,C,-250.88851741964234,98.42055886196965,D,-72.28267573107054,29.353963966627962,-115.99985462867241,95.79031621642834,B,2.199425699098968,83.89000129224722,-81.14154935924903,0
Veteran,Single,66,C,61.531913128692025,B,-90.2402516616274,79.46021702736327,-104.81886175286745,A,-41.229713255128345,-88.25417729341936,C,-22.753865188288742,-80.1260892199833,-60.11745902762041,-67.26926760001393,D,-27.31621007958117,-99.79507220351,-56.88219845497873,1
Veteran,Single,18,A,-44.403979081419045,B,-71.27594375555947,49.115975396454765,-128.47625909747373,E,-3.693849002117017,13.5114519281167,B,79.58272586126655,1.1553672571067635,-161.86811947489048,57.99563516978841,A,48.910657493455446,38.32502559442303,-213.70248510089945,1
Yes,Widowed,56,C,-46.94961293855119,C,-25.51316712831741,-260.1192052632808,-45.98973151143456,A,-26.399661758454467,66.44473528618322,E,-13.325594630173523,-86.42454513623072,-12.854991807955923,15.228771559568816,B,11.75301514610311,20.90975369467416,212.05162307130595,1
Veteran,Married,73,B,197.16882708633048,D,2.159064607704346,-96.23738545813538,-69.227763740958,B,-67.71489674707824,-108.94430831149879,E,134.21728924433623,62.63076498829695,-14.608099687993583,-28.425168381801363,A,-5.052417957225536,-46.323763793173605,207.784495531409,1
Veteran,Widowed,63,E,50.16148613548138,B,170.72984969565564,123.19442048874056,-179.890069979271,D,-136.3566345984961,-26.13853730132472,C,-57.35037115619194,-45.74635243980852,-228.62706649448228,-48.206616876485555,C,-98.3100307892585,-7.798001822470901,9.997878519235547,0
No,Widowed,79,A,33.74035934047108,A,-113.25511915082373,124.32880948745458,28.8292698893689,D,-10.719480470825681,84.5063846938831,C,35.33394241772981,30.961149172832492,23.682112898864023,-103.12785914408633,C,-84.52354239010936,42.21613454408971,-111.75775271395658,0
Yes,Widowed,21,B,14.991093903308354,A,-89.13979244926136,-28.9084877978829,63.303810050543696,C,-75.54123083876352,71.76984123036212,D,-95.06685904446907,20.849966696707646,173.62409101501345,135.41847628327153,E,-47.331822099958174,16.952038740071476,-60.40676904161906,1
Non-Veteran,Divorced,86,A,-91.24312406898638,E,-74.20121122006053,-217.92884067385324,19.770960139029114,E,-82.29219645695086,-73.99300838121773,B,-49.21463271747019,-63.59562822762774,188.47337593392947,-116.96340487935923,B,66.36547574689624,44.85547970455882,-61.421023680077035,1
No,Single,58,A,43.28251725249201,D,57.44991110249256,32.07656204764025,34.82006308942886,D,90.8097729999379,179.89437997141854,E,45.411053752568534,-1.4907911924279116,42.84623557917482,51.45293109689998,B,93.76462194555786,-71.80653442104878,135.3603823383945,0
Yes,Divorced,28,A,-33.41935861020344,D,34.504645883588246,43.484446933761525,-53.58380131043234,A,-65.67284678585932,-38.42094603283163,E,-205.67634624828753,6.861427436624666,76.39486501238338,126.3475959004608,B,182.813654856702,-77.5815399727386,153.35016870282965,0
Veteran,Married,66,E,95.60495851033072,E,-4.42620801502405,-199.2528663885353,65.24710288847719,C,102.59189662051634,6.668273023290196,E,68.61889797925238,-104.57824460070624,87.66720396451397,-31.883815168733953,C,26.110467601743633,48.39478326400258,-36.03887696586065,1
Veteran,Widowed,94,D,173.73222210219132,A,-141.3625825440131,271.00263725859304,-177.96245856599322,B,47.37365501175596,35.76015234176165,D,17.492528485951272,-134.82100446019382,-75.91720377303913,-30.773166685307924,A,-72.31612623479971,139.59640160418584,-107.48075704547489,1
No,Single,39,B,39.41634667801681,E,214.06952628540972,65.39114856458887,-130.21325349676889,A,113.26634881378861,31.99752994665099,E,-58.41957227990571,-112.0382843059526,-41.9731746565155,-63.44671855419626,B,-35.08846444266133,97.52718887923518,30.051765544450003,1
No,Divorced,73,D,76.78405242486342,A,64.16133074361578,-213.47129827736993,-39.908792834944016,D,3.850731770375086,78.55173816003254,B,-79.3535072848727,150.0215075529802,150.62700792849532,-98.73382002561291,A,-78.63613186811594,93.80677457005552,38.18569289511287,0
Yes,Widowed,59,B,82.56143779171805,A,153.347620340682,163.30171114894108,56.5901880075344,A,38.84659157149724,133.86585320485653,D,-37.316786430563695,-77.12101847766603,-66.04733860566793,128.71352563989188,D,-93.52627426249998,-129.69120910127393,-5.246052001028726,0
Non-Veteran,Married,23,E,112.8236445581387,D,-5.104771529432192,86.42869042282256,2.1852349725675664,D,-42.89619973812132,-36.03067618800106,A,41.19118069785139,-146.25886930055708,-72.18326935575364,205.2496211304567,D,158.92073711517224,-22.663397431909765,-45.579271855454415,0
Yes,Married,97,A,-23.388554413887885,B,-200.37418156772847,51.40827999170449,-36.42742893801144,E,116.48143737426952,-16.909611170842044,C,111.52116755832269,195.75922740212573,-55.87764729241583,29.786010897923372,E,-10.340679721677812,56.6216490840445,76.9664307759117,1
Non-Veteran,Divorced,85,A,-130.4253301802794,D,-32.56566387859744,125.41763309762732,-67.32937090662688,D,-86.4211584159852,-81.02012473657587,E,-62.06059651920185,-150.57915393221282,148.51447621521228,-46.15176694531038,E,-19.88930795129627,44.680413010871945,-13.459707909089557,1
Non-Veteran,Single,39,C,-63.037735401795615,C,127.10683796103706,48.48162085557702,25.345973616302725,E,5.39928054652589,154.84948544713455,C,16.179569355976852,232.884035436421,-29.46805825496403,147.60698602491905,D,161.18271659651052,-27.190534571414315,84.70304152849434,1
Veteran,Married,77,C,145.5516083305149,C,-60.401862863772635,22.179602768921985,-38.90358829479186,A,-11.82433314137982,-42.53610437281824,D,81.65762917570538,205.53316742555126,-29.91064786083133,3.5548790140418465,A,181.98690727053452,54.72500608349756,-127.00132131633114,0
Veteran,Single,74,E,-30.70000991257919,D,55.11736820676033,122.14736342389298,111.66369234794719,B,-153.33109522552635,-12.531933189819588,D,-80.67494172603301,-65.00271319591852,-52.855102735093105,253.57909890139007,D,-109.34926437216481,-113.24066848168187,-47.21968271199511,1
Non-Veteran,Widowed,57,D,-84.84842480626119,D,-134.6417216231605,166.96588616870974,131.82865326133683,C,110.08280673702863,44.39337051846708,C,140.6700722157428,-145.19468728638444,263.337091180207,28.45715029234358,D,-42.10060118175975,-123.50571496324783,60.11583128454585,0
Non-Veteran,Divorced,47,D,-69.6548227659454,D,-142.3282428390218,-19.40900920328581,192.3078077517037,E,-59.35943341681742,-92.13522759984296,B,15.842675782214316,-58.81592883281591,41.45792543993616,-110.99333147674449,B,0.4322652107793107,112.10306353903603,70.11046727463852,1
Veteran,Widowed,63,B,-140.20188963874102,E,-80.38326300443181,170.69568703334645,-12.069376463661271,E,-69.81713281654844,85.70110850331957,D,16.415535897317472,-106.2161570101617,-2.86037098300565,24.507174060791787,A,-6.9170563495321105,-129.8108426086539,-19.71031267486506,0
Veteran,Widowed,75,A,19.008667523550773,C,-8.118786476758087,113.23026678028903,43.85937586316342,D,87.41329975212389,-234.48396596707738,A,13.837786979125635,87.55068634063056,-65.89704293272871,4.4309549994499955,B,-82.6626485341718,-163.02274089006312,210.07000691616145,1
Yes,Married,33,A,-44.44948822113319,C,-92.0563380934716,-80.52232659795344,-117.47178118392769,E,16.14578282385855,84.60074402422157,A,-10.535154958377303,-265.87513855355917,-129.01737410165234,-71.41947047984321,D,-120.53308493307068,-38.47358800579697,-81.79442749994332,1
Yes,Married,67,B,50.6368033900538,C,127.08402415997497,-110.30379752349518,-83.7182193729363,E,30.368352231576683,103.92025938308582,C,120.71085870053015,39.22232726133727,-111.14533050403598,45.57815420358974,D,2.6532195157738423,113.8179994733972,-150.90106673464868,0
Non-Veteran,Married,87,B,26.712777097096097,B,-62.64977904890466,114.62946239563459,16.204658334426707,B,-61.520701806792985,-142.96385159192195,E,72.46301329658975,44.53126648396869,-169.82136144217668,164.21988215760638,A,-60.004930515605515,-25.67344369560174,-189.43978895221537,0
Non-Veteran,Single,79,A,-0.1329668364117776,D,-132.21295994487875,-114.93674840595138,63.73415951395322,E,-32.12719227146445,-37.264421591286016,B,-138.31500681562468,-33.42151348281227,-12.320812888814308,84.60005500574835,E,146.76513616081377,74.80916659713988,-37.281556674665,0
Non-Veteran,Married,37,E,-15.646740021858898,A,-112.41108600757217,-246.99496474133284,122.5908952027842,C,26.28194129233527,80.66467328075049,E,5.892786349968286,48.04865300161298,-58.80017216298006,-22.6097817073599,A,-61.77907801024908,-44.24100932188268,-14.040064253665527,1
Non-Veteran,Widowed,55,A,-64.0650109618061,D,131.34860199130253,-35.11323313171923,-37.64337595427632,A,-125.35785439321239,-85.99964441662085,A,33.0546808577159,3.593400479279121,9.034134507769899,-86.19212837675802,C,69.73536867274916,34.598807834863514,223.83614649205407,1
Veteran,Single,36,C,219.31337743264726,B,-45.560890313635824,26.606634755331843,33.692645317491014,A,135.24000646131412,-29.656583990875813,B,-35.848662528171474,72.3578428616722,-75.43127185728503,-135.68607351743722,E,-27.16351169524931,-59.38539066260026,48.324129260098026,0
No,Single,37,D,-60.25346348348665,A,58.02622761379932,-50.454855656839456,-135.3775487400226,E,23.25784308269658,-65.93298147421407,A,-114.52601593112335,32.711536511323565,-47.67492503734287,198.11132515429642,C,-17.304739982870725,27.52083363816167,-63.6913684350223,1
Veteran,Widowed,45,C,147.172969988395,C,5.174152725076274,40.96499822703707,151.62801358513204,D,153.10747334645086,-17.625790160731146,D,29.983446130857267,24.43071759820675,70.98433117344645,-53.53021109783443,A,61.9377127482899,-62.6020765299927,143.6791917292815,0
Non-Veteran,Single,27,E,-93.13702362610164,B,-87.72905803454148,56.38876662703769,79.93062375466263,B,25.353105053876533,-2.498554801173199,E,-98.3145451935111,89.16581172633937,73.1155170232841,-68.73397773180153,A,22.902379513125688,82.29145258503097,-145.0633006283311,0
Yes,Single,54,C,77.32406561070216,C,8.779856384408065,188.1512131249406,-80.52926677465908,B,142.6617683884909,-129.37534907386325,A,-49.374032591765385,-64.0368517641094,-63.60734907396968,-23.37582461471387,E,153.31198198932438,53.179359604807644,58.59031819182993,0
Yes,Divorced,54,B,-122.10398863764307,B,-101.37178166984067,82.7628864226023,-39.14733228349044,B,-33.9182368034265,95.44841687696827,A,59.16043470772237,122.39427206306684,-64.23988306135749,-25.602642751061094,C,48.826511821981896,9.292067635353654,-53.64550349189968,0
Yes,Widowed,37,B,95.36035350278893,A,78.90925178468743,-26.79097600840379,-52.51603820120283,C,-51.17660915867073,46.59738244419969,B,-51.261043736774106,-32.202470085084826,-43.6198262605358,-44.816748054487796,D,27.82943991145242,-15.348927925197643,44.74265531246729,1
No,Single,80,E,24.48791829520039,B,-131.07354582814716,-112.73940184363059,-103.6521424097981,B,29.63518166778169,-10.79706857138221,C,57.91461236444929,-86.62166310342944,0.07017081430725879,-90.28608111729004,D,11.53819405189204,-67.026409005427,34.79139676866031,0
Non-Veteran,Widowed,55,B,111.1794496025885,A,-63.39887518971881,23.519072600059303,-111.22091115802853,D,-60.08236657347534,174.2746468098889,B,63.01828093286178,87.44548753843146,43.343357289572474,-143.7030808467423,D,-98.61967551872,26.92924078454221,42.39499679991521,1
