marital_status,Disability,RACE,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Widowed,Physical,Black,India,E,E,-285.7133948814798,B,187.17659460506272,-132.63272629850118,-18.54911940900789,142.11170579483777,14.252453808841887,A,A,0
Widowed,Mental,Hispanic,UK,A,E,52.776730781787315,D,26.615090384098504,-2.2904378684902826,132.35670013218333,60.661461046716006,102.8265538154103,E,A,0
Divorced,No,Other,US,E,B,-187.59677705620547,A,-34.361414156716094,69.99104703491246,-47.54424718291902,-142.05171488490183,112.46777719905849,A,D,0
Widowed,None,Hispanic,Brazil,D,A,217.79349199504617,E,-210.26743982847736,143.49581001056035,50.595768193507595,-149.76203771242135,61.16804408621028,A,B,1
Single,Both,Hispanic,Germany,C,A,120.09307620756609,C,86.2209359963631,95.14702626288528,24.399946644941693,-147.55247739745028,69.82041516839116,C,B,0
Widowed,No,Black,Germany,A,A,34.762960260808306,B,48.98357649997567,-39.74819441639645,-15.627603620030586,-6.215744989650607,228.04741246838609,A,C,1
Divorced,Physical,White,China,D,D,109.74125057705042,A,155.30018001118574,73.56070729686891,47.871406130191204,-67.62621730356922,-24.86468166781505,D,B,0
Widowed,Both,Hispanic,Germany,E,E,88.29525996231892,E,-143.85600378299216,99.643934680105,-150.3958818077326,77.39619901118394,11.594563641191288,C,E,1
Divorced,None,Other,Other,B,C,-38.61518325508268,E,-109.06039440158976,79.1493853291539,28.58976590674272,5.110530539543876,-26.161527228855086,C,B,0
Divorced,Physical,Other,Germany,A,D,-15.511564404464462,A,-96.19035795125957,-99.83868615637172,-92.23646456971936,-7.938685433024576,57.20745182555187,A,C,1
Married,No,White,Mexico,E,D,-195.05545304461563,A,78.67907421518328,-82.9149395713198,-161.43695044304408,-49.35986361897768,-45.2576985733058,D,E,1
Single,No,Black,Other,D,B,-23.369361677811863,E,156.40592246528712,94.78306815054367,-112.30582771918549,30.0178516256132,-33.00850863803505,A,D,0
Married,Both,Black,Germany,A,B,-75.60877006160797,E,59.44148533564212,29.149592021725773,108.79945596983256,-97.69280247815314,32.313202325604784,A,A,0
Single,None,African American,India,A,E,53.52192053099194,E,107.06832895221356,-77.28480722582259,-16.455605532423345,-113.83133203962885,52.75317334400831,D,D,1
Widowed,No,Hispanic,Mexico,D,A,19.977406236252566,E,73.48853835779684,-102.57227116969206,171.26395889075025,-9.856938261028594,51.68241035654746,A,D,1
Single,Mental,Asian,UK,D,A,241.23807489971716,A,131.6419146759262,-33.51364229836683,-32.1088670519025,98.6880414052172,86.18468471216656,A,C,1
Single,No,Asian,Mexico,A,E,60.003508234228484,E,62.2968741583244,-18.037031746376037,95.99615275531849,-237.9831954148223,225.06103699590824,C,D,0
Widowed,Yes,Hispanic,India,D,C,91.08036580047845,C,-152.95392323406506,67.9184158152576,90.87671909094898,-48.302062241518925,-57.04539206741791,D,A,1
Married,Yes,White,Mexico,B,E,22.87043259552482,A,-261.2515174333589,143.7459994525015,79.57973126597044,90.71874466335804,15.500954440573253,D,D,1
Widowed,Both,White,US,E,A,371.0436565716889,A,-110.33342450074566,110.28542336432675,19.803541601602273,-16.20732053329567,88.92054290330063,C,C,0
Divorced,None,Asian,China,E,D,68.35766638137714,D,149.72167439423941,15.550559719148433,255.13137834224037,40.821132046041136,141.22710864646143,C,D,0
Widowed,No,Asian,US,A,C,17.997042593557534,E,79.3685947956065,-165.82855943484012,104.51314602967325,-56.26081046751658,-129.0800227564825,B,D,1
Married,Yes,White,India,B,C,88.06640577525212,B,99.09848403146214,49.85298512941764,-44.9500898384201,-69.21469235280642,131.54333978482,C,D,1
Divorced,No,African American,Other,A,E,150.4431319159354,E,-87.3001037588011,157.37764244672218,-31.78471156826409,-38.418076499036275,74.04051080575633,A,D,1
Widowed,No,African American,Germany,B,E,62.871649612633654,C,19.102923625980594,-20.900564206539553,-57.74947971587001,22.462368607678325,159.29877068105708,D,C,1
Widowed,Both,African American,Mexico,C,B,-64.97948886372635,C,-52.08934156116407,-15.009013776365324,-49.32549847181434,6.8851355817847075,94.71229855621847,D,A,0
Divorced,Mental,Black,Other,E,B,-138.82497191697755,C,-87.58153911241988,-55.55729581557489,49.19405994296529,57.84169863677015,106.255384992445,A,A,1
Widowed,Yes,African American,Other,C,D,-38.711085849895284,B,-69.24601750542149,-51.51234604051511,135.23324482382571,80.8468583729195,11.931011347776789,C,C,0
Widowed,Yes,Other,Germany,C,B,-148.61781233871915,D,-4.423425380885701,114.50081634908258,74.48746804670206,-75.10722841150543,69.32953140188158,D,D,1
Widowed,No,White,Other,B,A,174.83472311140693,A,-206.91290206034463,87.49346475815359,-85.29204452833923,76.55200230380879,-6.906387018363986,A,A,0
Divorced,None,Black,US,D,C,156.62407235230953,A,-145.955671445656,17.088680379164785,9.696727830060878,1.0070824180277989,94.55025376606379,A,E,1
Married,Both,Black,China,B,A,207.9949675844686,B,-126.47911798280305,39.141335891942774,49.17515072050646,67.56034940710731,221.86464097540247,D,C,1
Married,Both,Asian,US,E,E,244.13745673326343,B,32.40595039728551,-100.56692495937065,-160.1541851851047,192.4278014258081,99.30495757577042,C,A,0
Single,Yes,Hispanic,Other,B,C,-98.85204584681591,B,-252.48915040076088,2.7387080287102954,6.368201714505958,-109.56920803948351,55.67203471665716,C,B,1
Widowed,Physical,Hispanic,India,A,E,-24.745981972808583,B,-74.95045673856943,-38.88566051278154,51.2353599185483,-24.245908666883345,-43.87614473548878,C,A,0
Married,Yes,Hispanic,Germany,A,C,194.3435270893579,A,-40.92039135500932,0.36186812604374974,-71.0368341467299,78.81382674780009,128.6439013418093,B,B,0
Divorced,No,Asian,India,B,E,139.484620825841,C,-51.908211407602856,-34.944116012528895,-185.68972811327467,130.82619622176773,-129.8148267642749,B,A,0
Divorced,Yes,African American,US,A,B,-160.17008138006074,A,-91.94712697738335,-7.853957453490436,101.54545838416595,167.97892200122712,-38.162677468530234,D,E,1
Divorced,Both,Hispanic,China,D,A,-39.509397254122305,A,-128.59350510905742,116.2536293308956,66.6652547141102,-68.74025176592397,65.19781925231165,A,D,0
Widowed,None,Hispanic,Germany,A,B,-33.988496503455515,C,-72.68278255855736,31.438376036054343,-9.754798483170353,6.984460304731126,-77.22317526763314,D,B,0
Widowed,Mental,Black,India,A,D,12.7057572436668,A,-47.68098354303277,43.467330595089216,-19.77159807937531,107.40299035379559,-4.815626001564649,C,A,0
Widowed,No,Other,UK,D,E,128.55084950895352,A,-114.61373689027316,-56.22943659294493,-55.07023479156624,-6.39987630055329,55.63131274827203,A,E,0
Married,No,African American,Mexico,E,D,180.77485133880617,A,-11.225741951413491,10.529874730242188,-83.1016789710133,-171.63720569303658,45.193847654726916,D,D,0
Widowed,Physical,Hispanic,Germany,A,E,-119.86106128150844,B,-5.7476243161267915,7.210526761518525,36.73876023253302,110.213538319073,59.317422860919464,E,A,0
Widowed,No,Hispanic,China,B,B,-56.548753179484734,A,1.3193289855980503,153.80779212008642,41.01979613171701,52.61415481462268,79.60226885626601,C,B,0
Single,Mental,African American,Mexico,D,E,-9.551664018099213,A,256.9880874557636,170.02903530628257,-146.15033299595282,-29.506411623250557,-37.6802642636677,C,E,0
Single,Yes,Black,Germany,A,B,86.27496269982754,A,-168.71048015112825,-56.84310776095772,-45.790145915475776,8.042060245599728,76.9047495635681,E,A,1
Widowed,Mental,Asian,India,A,B,-118.85853174546159,A,-4.914158712165882,189.45123995697742,23.99451009538275,22.30616612658078,251.73594624150005,D,D,0
Widowed,Yes,African American,US,C,D,51.37368013008932,E,-129.7916030679987,-43.56229705624668,30.47400592138354,-70.55662330411457,-36.22527226875329,E,B,0
Married,No,Other,Germany,C,A,27.195647886677605,A,37.39989779336243,-214.30776051498373,159.84713516818542,40.9470558021042,-58.43890487992688,B,D,1
Single,Physical,African American,Germany,C,C,-109.17025951793447,A,58.78049235935078,5.42459975492813,60.68848760695983,9.112644420467376,57.5846341032314,B,D,0
Divorced,Both,African American,Other,E,C,-73.00812096081202,E,1.7366404376886115,43.77717221551636,-37.20236942939968,76.25691873936942,61.181205767111756,C,D,1
Single,Both,African American,UK,E,D,153.52361716124744,B,60.089937993041076,1.823686707289313,47.03290440308614,79.98193877419958,98.6728312780714,D,D,1
Divorced,Both,Black,UK,C,E,-9.126751648553038,A,-93.12698763171258,59.052644904382504,51.698145722347114,98.32690047412629,62.27337817676592,A,C,0
Married,Both,Black,Germany,C,E,-87.2809708036806,A,-212.1972317409838,65.99445767156156,-25.73397804108567,62.903997180755496,-46.60737470900864,C,D,1
Widowed,Yes,Other,China,D,E,53.25987514377298,E,63.66461934395098,-95.981193706166,99.26668777886911,17.93751628425303,-20.367642387057295,B,C,0
Married,Mental,Other,Brazil,B,C,21.165722324890016,D,81.30575130128736,-22.579426181163665,-148.6399100119324,173.50228887537102,21.64232977206875,C,A,0
Divorced,Yes,African American,Mexico,A,A,-53.36421416114875,C,87.56483448468806,50.53050162805472,39.66233958752122,8.884226819642652,76.3637844185154,C,E,0
Widowed,Yes,Hispanic,Mexico,B,A,-31.15396273736346,C,46.40607347895174,108.37399860547292,-53.119826756722354,144.94018311681367,-41.41258419243872,E,C,1
Married,No,Other,Mexico,A,B,140.0251400768826,E,-94.89870258909079,24.589000265301912,-112.73150595872869,-53.45478539459179,39.665333044806054,E,A,0
Widowed,Physical,Hispanic,UK,A,D,-33.886296542821384,D,202.0319519943347,71.20592532960684,75.28318521504201,-30.738056108883242,47.282026961111114,C,E,1
Widowed,None,Hispanic,Other,A,E,85.26704736612959,C,-59.352990577543416,117.8412471707149,-173.1677949240219,-35.520797150598106,-84.68560723511128,A,B,1
Divorced,No,Other,Other,A,A,24.77450477667466,E,175.47716599039467,8.01589027856177,195.85614890216328,148.7683795682817,134.64597765737415,B,A,1
Single,Yes,Asian,Mexico,E,D,30.113320748107785,D,9.753371496217262,32.11950458948631,37.58342508900817,61.68305787728614,46.14165832524616,E,A,1
Widowed,Both,African American,Other,B,E,59.142490503227116,B,-24.158382602546073,17.105776557780676,74.70603709007652,105.4089921827678,-21.150537248014995,A,D,1
Widowed,Mental,African American,Mexico,A,D,-14.211093077126147,A,60.20404814296245,10.675558107919043,-31.733195413339594,119.04841142263113,-35.37902473918127,A,D,0
Divorced,Yes,White,Other,C,A,83.03798537753066,C,-25.86583918785469,121.54744762718414,-119.62329963841786,-5.005604145688664,-0.6525824230373287,A,A,0
Widowed,Mental,Black,Germany,D,A,103.21617063174595,E,-65.51529327038983,-114.66153737587292,-61.09409608003787,46.498177251592786,-225.44663990818873,E,E,0
Single,Yes,White,US,A,A,52.49657665655596,A,207.81258089303853,-29.926065191859845,68.28525496755475,-68.9389544528132,66.16716192265358,D,A,1
Single,Physical,White,US,E,A,89.21455003566777,D,63.61375679697871,173.1967539791953,-32.96480153681382,167.4203884959203,-131.8853639853626,A,A,0
Single,Both,White,UK,B,C,135.19164848834248,C,189.23056178915309,-76.07488287944798,-76.9719244460509,-161.62873257175002,19.359935255996593,E,D,1
Widowed,None,Asian,Mexico,A,A,-198.9864427975811,E,20.648606926354816,-38.01496375336794,-1.2309198869834947,263.60121933338087,56.771018907323736,E,A,1
Divorced,Both,White,Brazil,A,E,-88.11154362633269,D,-171.5852978333022,33.16020875296947,-35.11950401756319,48.17264322798512,-101.29996409456388,B,D,1
Single,Both,Other,India,C,D,-12.976733605812344,A,42.042385394407276,112.25642123618158,-163.14815334460795,-23.753324998399027,-65.9623329059494,C,B,1
Widowed,Both,White,US,E,E,-12.360429223907737,C,-93.92933027598994,34.25230449041112,42.73755890281277,16.776214564092324,20.976698423750197,E,A,1
Married,Yes,Black,Mexico,D,C,7.780977186434206,A,16.56149761441958,-97.23778908858829,131.4537659592108,47.009267788682145,-110.06046915752621,B,E,0
Single,Physical,White,UK,D,E,-158.6688992210629,C,185.28258331486623,61.698552706792796,141.4295774923321,-51.888350367444644,-115.4887611863505,D,A,0
Divorced,Physical,Black,Other,D,E,133.49905296986717,C,-33.24044258447791,13.739968461903182,-59.66011490958651,-25.44599676069407,20.614334363958005,E,A,0
Divorced,None,Asian,India,D,A,28.072975543833085,B,-132.0631671537868,-111.77504188988199,-74.42518479847226,70.52719688685228,29.429192534969644,B,A,1
Single,Yes,Other,Brazil,B,C,20.315415679861395,D,32.10847494749186,137.30124498518458,17.453784035048734,-158.5967921095449,176.72851874829288,A,B,1
Divorced,Both,African American,Mexico,C,C,-138.3325825664755,D,-3.217427501340454,-119.03702222533113,-38.3117026477918,-131.27544897634112,-91.01834564447107,E,C,1
Widowed,Mental,Other,Brazil,A,E,4.512121986603102,C,36.6654201785387,-117.1222654050457,46.444512408329125,-17.423317908205835,193.88471238543246,A,B,0
Widowed,None,Asian,Mexico,D,A,123.6285132981435,B,-178.86725700413123,-138.12070415892708,142.17643298645518,-41.9756727756241,-7.442621623253948,E,A,1
Married,No,Black,Other,B,C,155.2985378287143,D,84.24418785688161,-111.29785556754157,171.36096429183473,-46.72310687567525,106.55927517549124,E,C,0
Divorced,No,Black,Germany,B,A,33.393812897652545,B,-110.93848136281743,-67.66619609960651,-178.49256909764185,104.30865064640903,-90.16524821420124,D,B,1
Widowed,Both,Asian,Germany,C,D,105.22825591037144,A,-94.45937514816237,-14.554342090427177,59.839863804201535,-38.54020137442267,21.316026767396735,A,B,0
Married,Mental,Asian,China,A,A,126.32882633942893,B,-40.26564152991842,-61.83402618785275,-212.3595620077922,-34.13763904819264,-94.56369236560414,C,A,1
Single,Both,White,India,D,E,24.555378484423635,B,16.430668961007836,-58.3419420374633,46.5142241373983,-60.69462816376843,-84.28929896361895,A,A,0
Divorced,No,African American,UK,D,D,109.71979039020819,D,-65.52110521407954,-158.36846189696814,31.592511564415616,97.49538217751099,-68.03511418277179,C,B,0
Single,None,Other,Germany,D,D,134.02870908841606,C,-113.37942452112205,20.148108273243356,9.166176029628726,-16.327169898382454,-94.53245926069773,B,D,0
Married,None,African American,Mexico,A,A,-180.12721689202124,E,-130.65527107662933,150.8337666347665,26.113044852257666,94.32757068228588,101.30663386536676,B,E,1
Widowed,Yes,African American,Mexico,E,C,-57.762697713044076,D,58.32887404711151,-93.65581628396367,53.61717227664371,-227.36678026406474,79.11884037586424,D,B,1
Married,Both,Black,Other,C,B,-37.049819168933915,C,23.045427396731057,-140.2162200857483,-54.759244002537066,74.51598612986203,108.40872271780154,D,B,1
Single,No,Asian,India,E,E,-118.97545082736909,E,-12.351869465943047,254.18124974053327,-139.63745869601507,45.443576722479065,129.4077506303429,B,C,0
Divorced,Physical,Black,US,A,C,59.61782297975328,E,-25.322824141467493,52.69572185854173,-33.03863977499578,-0.017942971015986468,91.5066271076461,B,A,0
Divorced,Both,Asian,China,E,B,110.9740285918478,C,62.78906561153163,15.81824333569431,20.636120728539566,-161.8925198475028,-51.06152378627882,B,E,0
Widowed,Yes,Other,Brazil,A,D,80.61222845080805,B,-16.1872447010936,142.84628072059076,-85.19556052752417,-49.26297416096823,55.378780068031695,E,C,1
Married,Physical,Other,US,A,E,-12.660044494330094,B,32.19794035796653,-226.1341130381183,-106.7794717088574,-18.833263547447846,-74.81366382797188,A,D,0
Widowed,No,Other,Other,C,D,46.193623256548626,E,110.19071406065304,-94.2951943304338,103.31543051989564,19.55050644410938,55.25632400222117,D,E,1
Single,Physical,White,India,A,E,-85.260558839054,D,-38.30557122192977,55.241319726331554,-87.46731713556079,77.4253199144492,-51.04212361316627,C,E,1
Married,Yes,Other,Other,E,E,53.57398450297519,E,35.69793452540082,-1.888201882516736,52.373332029699405,-12.746511989610562,73.52775642163432,B,C,0
Widowed,Physical,African American,Mexico,A,B,88.46530697885356,B,-67.81403406023527,3.5201066495560407,-74.9937948527736,80.89355543865118,121.10403576357633,B,B,1
Widowed,Both,Hispanic,India,E,E,-32.43481415297554,A,73.94468925506541,-70.60446947716954,-37.98365051688054,-159.46400055204163,-124.10294748903394,C,E,0
Divorced,No,Hispanic,US,A,A,-140.81413148459947,B,-16.54526781097555,87.336489639929,30.31860691807709,183.0656026842988,102.88713300739558,D,C,0
Divorced,Mental,White,Other,B,D,-119.06084945976465,B,-13.492864154109519,-26.097864406828137,63.17956322164595,86.35220821806956,-88.54914825360201,B,E,0
Single,Mental,White,India,C,E,-6.110618432341941,E,17.555904419203983,2.8821215869141916,-52.09432600469579,69.81767072512427,127.96384066563704,B,A,0
Widowed,None,Asian,India,B,C,-96.4617835536687,C,73.54548342957527,-174.62994128818784,-82.49570770166508,170.36661380297997,-59.68997328304838,B,E,0
Divorced,Yes,Black,Mexico,B,C,94.67712697275041,A,-110.03671207923811,88.58490170130264,88.91264423541536,-94.00510642723391,-101.22202096079893,A,C,0
Widowed,Both,African American,China,C,D,90.88768357295804,D,31.149650372293703,117.06822892755571,-106.79132965182315,9.489377676679949,67.91674746928496,D,D,1
Single,No,Other,Mexico,A,D,152.7278943054396,E,22.68210191150091,-68.20561931982256,47.85773918489848,-141.0115373965952,-35.78123228117758,C,C,0
Single,None,Other,Brazil,A,C,-107.65261440686014,D,-64.85336022023361,-103.7262999197672,-58.3312239027549,-178.34127910221102,31.991033330215142,D,A,0
Widowed,Both,Black,Mexico,E,D,40.29490542041152,A,55.806330669155315,63.6470234716312,144.88272514161085,-117.86057520349675,-78.73421028523701,C,C,0
Single,No,Asian,UK,C,E,-80.04261622322758,B,-35.600695817167434,-69.198639367514,112.06671552294192,135.50287865047343,27.639419363693925,D,C,0
Widowed,Physical,African American,Mexico,C,E,-91.52235965911905,C,91.39393828159488,-62.14209307386495,-126.97675228746068,44.99948526501444,-74.54902258465921,C,C,1
Married,None,Black,UK,E,C,60.46805126520067,A,146.28214249842694,-29.14229410939316,-115.76663570638664,78.34376611450548,36.59899712830918,B,B,0
Widowed,Physical,Asian,China,A,A,-41.52330267229983,C,-78.42394966135572,-3.2953699960873593,-49.977330573708365,77.96146634915999,51.844221748673604,B,A,1
Widowed,Both,Hispanic,Other,D,A,20.76856714223709,D,-0.5100547114589538,107.73679654114675,22.876705952092983,-39.96788753076588,111.51344581696803,D,A,0
Divorced,No,Other,US,A,B,85.09009735816882,C,13.646375399865674,96.64385343663949,-75.95778901456818,-192.87344525495416,58.78676458787878,E,B,1
Widowed,Yes,White,India,A,E,139.12605250569666,C,60.51017888479375,-24.051780033899085,-64.6625592247295,-42.50008052265109,14.992261038305507,D,D,0
Divorced,Yes,Asian,Brazil,B,B,-132.76723843355344,D,108.01904372751767,251.61312750491174,116.72889807504754,-85.77455966663629,34.075636934145685,A,C,1
Single,Mental,Hispanic,US,C,E,-82.77844810830905,B,109.694973652896,-125.30429657625797,-48.14189457630429,-9.246691859414529,-44.16864250959953,B,A,1
Married,Physical,Hispanic,Germany,A,C,-3.069786844581216,B,-134.34772167368433,130.79622078639298,1.5437481568954352,-261.0927385226579,12.88838843680952,D,D,1
Widowed,None,African American,US,D,C,-25.367216363428824,C,16.961917967536085,28.496506268078353,46.49248911050552,-79.34478218222385,169.3637969597774,C,A,0
Married,No,White,UK,E,C,24.788761662385255,C,66.21808282285865,-95.39243402887904,99.53231328481556,112.8662509355653,207.9051007886652,A,D,1
Married,No,Other,Brazil,A,D,81.57463534006405,C,144.2668787043544,-105.52049682289505,7.821671999305992,-44.17554346677145,42.96669807158185,A,A,1
Single,Both,Hispanic,China,A,B,-7.989797951992131,D,32.387010704165,219.1037061720491,91.69553113252465,104.69191489813228,-256.76046573622665,D,B,1
Divorced,Physical,White,China,A,A,-74.22305767205853,D,-2.0240797764822025,114.33029860386212,56.86355412771602,-47.61779667222695,20.7170926612357,E,D,0
Widowed,Mental,Asian,India,D,D,171.741641486742,A,-14.869928975304116,17.548321632984802,27.57142704867886,52.69910246939822,93.47089979599356,C,E,0
Widowed,None,Other,India,A,E,61.58939765884153,D,-39.319204375352804,-20.33030635627672,-265.574105627731,-278.55054321395505,-144.76094159739918,B,A,1
Divorced,Both,Asian,Mexico,E,A,-34.44165309125332,C,204.09461658312247,-50.831017257365374,149.01916202701025,113.0417572583988,-66.27883256472651,D,C,1
Married,Both,Hispanic,India,C,E,46.65842748066428,B,52.02710286355416,-102.07090392816419,69.4185545602911,-9.463273705207676,42.672500973017854,C,E,1
Divorced,No,African American,Germany,C,C,51.998576530311304,B,16.772356200942294,200.14757808356612,61.909064972030606,-22.68747383102295,-49.6374647340208,D,C,1
Single,No,White,China,A,D,102.93527267714329,C,-144.88850369648986,54.63967215798068,72.3529143396012,-69.2479281543364,-105.50911391958124,D,C,0
Divorced,No,Other,Other,D,D,31.091437718240815,C,83.88601438821335,-44.86378737741961,13.29472882648974,-145.32491040969703,105.79004107504022,B,B,1
Widowed,Mental,Hispanic,Germany,D,E,-98.57879155924867,A,148.860747732581,9.871507929318629,-78.54725559357554,43.0351527780598,106.89290969944281,B,D,1
Single,None,White,US,B,D,51.333503186044425,E,-92.16555179151533,19.287971399341544,96.45254030686226,72.9224251518369,-0.03391000224408974,A,E,0
Married,Physical,African American,India,B,A,227.82313209832205,D,62.10894522031617,124.71001402962068,-39.259177863640154,76.67353939543793,-65.74648948183672,D,E,0
Single,Mental,African American,Germany,E,C,-33.85193482680017,C,-151.1485869595554,-45.95144893343209,-74.625564037012,-201.27338131756756,116.12978033454657,C,C,1
Single,Mental,Black,Mexico,D,B,-4.279408972186362,C,183.0910601700434,-98.30255986812101,26.212375200438625,168.38076850869166,98.26371909009505,B,C,1
Divorced,Yes,Hispanic,US,A,E,-65.78055268008976,B,46.483289703134304,173.56482116804034,7.858653633980367,19.28677501173356,239.66928764346082,D,A,0
Married,Mental,African American,India,E,C,-58.353299578428356,D,59.40079686380937,159.97398576591883,-5.885029714158589,-102.14206825629482,-22.804844373211917,E,A,0
Married,Mental,White,Brazil,D,D,125.49758585448123,E,-142.12075256456228,49.079246646846,103.14549644525673,12.126774067130269,-23.967279630390042,B,A,1
Divorced,Mental,Other,India,B,A,16.884524878910064,A,105.968689263011,-114.76323491883731,119.09499103716652,300.37365217246077,-0.917212650464836,B,D,1
Divorced,Yes,Asian,US,B,C,144.3049004245337,E,-34.2421579896765,27.4143825348329,99.82170036992022,-110.16361482869432,239.8678306168079,D,E,0
Married,Both,Hispanic,Germany,C,A,58.56787512752953,D,10.482680443409318,-37.01615766264123,64.3127032237216,31.320000362771676,-49.01280776697991,B,A,0
Single,No,Asian,China,C,E,-49.50847526852659,A,-50.55813137430219,98.14459017835242,-118.76903139926375,30.13888353144576,-86.49522975617381,C,A,1
Divorced,No,Asian,Other,C,A,3.9069987892795948,E,12.605859602433547,18.14446170112107,-181.70942307440555,76.0826592801339,70.61305276164309,C,B,0
Divorced,Physical,Other,Brazil,A,D,1.6447124753375997,B,-172.45078084594923,-170.29782489664257,-19.502228499188735,122.95586311795437,-37.494570767534526,D,C,0
Widowed,Yes,Asian,US,A,B,129.02121063657407,A,-54.20707526494238,-129.54514971408614,136.54842917703152,107.65655647833843,8.190243525374678,B,E,1
Single,Yes,Hispanic,India,B,D,-242.23669171968925,C,40.37978952638766,223.47237477557195,-144.48531005686624,81.59784842808433,-32.95960083859826,A,E,0
Divorced,None,African American,Mexico,B,D,-31.6421004739071,C,-60.964217546905964,13.48173868432118,-200.80025232031434,-35.71360459200391,-84.19592388745248,A,E,1
Divorced,Yes,Other,UK,A,B,-98.54186913544336,C,35.32653796255191,15.357119708822303,-33.065071342727805,-173.80821758317666,-72.72428802035347,E,E,1
Single,Yes,Asian,India,E,D,-88.74233513196043,E,-2.5309805927395916,-69.4856537778471,10.749962134202491,35.10524446443221,97.61564070528527,B,C,1
Married,No,Other,Brazil,D,A,-41.816863564343464,A,28.34554583768488,-155.84475366964648,5.460114178456767,-73.90062434980508,65.31848573857249,D,E,1
Married,Physical,Other,UK,D,B,-25.535374610504014,A,1.4487747207115564,-80.34837639389787,-83.30377102310635,68.6845809028772,-187.24534897392763,B,A,1
Widowed,No,African American,India,E,B,189.62339776465026,A,42.444380113221335,-92.86722305583052,-30.242461732456384,16.46580088006095,117.01681501764554,A,A,0
Divorced,Both,Other,US,E,A,73.15978868527034,A,-8.427241288568657,18.248452816820368,-128.98952923404084,-208.30091358442706,-23.478472333705994,C,E,0
Divorced,No,Black,Other,D,A,-150.33444214701325,A,229.6103448455401,189.02167868139642,-48.6467202475506,38.35343056450907,-90.77079479459847,B,C,1
Widowed,No,Hispanic,Other,E,D,68.75048613663289,B,-34.754977355338305,22.504740642556477,-96.3333932095007,40.57994828577586,-8.007525376800105,D,B,0
Divorced,Both,Asian,Mexico,D,D,-37.71724381462882,A,25.650238566348023,91.39836318881788,-241.11824313443284,107.06603047481964,-6.723868218690566,B,A,0
Divorced,Yes,White,Brazil,D,C,37.664314609790445,D,-65.17328371783975,-56.306743109370785,36.05700689353334,100.88095304095674,53.9536833540746,A,D,0
Single,No,Asian,China,E,A,21.72434565283961,B,73.22761401704516,-168.2627753281359,-18.325513728023786,70.79681092442603,-99.9734898210266,A,B,1
Single,No,African American,Germany,C,B,-63.15254138021383,A,58.62736762732762,-52.361407876960065,-30.198281176894405,93.06134384832053,-37.623301100381696,C,C,0
Widowed,Yes,White,China,A,B,-58.8782145418543,C,-77.84047931123212,166.15461692315233,-135.60074701977496,40.88324824551269,5.5760746306758175,C,A,0
Single,Mental,Black,China,C,C,108.68270811595701,D,-26.92765882711825,-76.38744220583601,86.10097367580387,91.73028528574709,-14.622731786881163,C,A,1
Widowed,Mental,Asian,India,A,B,-12.617173776444176,A,-3.386208520522791,-83.74622296894067,41.38969968959862,-107.11165616745613,-103.4814826227828,E,D,1
Single,Yes,White,UK,D,A,265.9219879606682,A,-151.99074528234874,-61.349748397966195,30.925407902437467,56.640254670547755,-111.53724648975265,E,D,1
Married,Mental,White,China,D,E,-174.8509196523069,C,131.6528191458084,46.029758556198246,-137.85442840945666,-7.83275880427671,140.0934653527542,D,B,0
Married,None,African American,US,E,D,-27.436700250997703,B,37.036856737590966,0.4793985779977654,3.634911678082845,-75.69176908665717,191.93546344087548,D,D,1
Divorced,Yes,Asian,UK,E,B,137.75811725313375,B,7.077459159117614,36.44345064949424,-21.05177817730311,13.052420295560438,-120.81754080437592,E,D,1
Divorced,Physical,Other,Brazil,A,E,35.96562229713116,D,8.022274214658603,76.40815499692815,-15.720491518214578,-90.24752495217855,17.839068951227706,A,C,0
Married,Physical,Hispanic,China,A,B,-72.538656569388,C,-47.296982818782546,-3.0852293590002953,55.663959303083,202.26149593521785,-104.88973236344168,D,D,1
Divorced,Mental,Other,China,A,E,13.92684507788352,A,27.168930094549676,70.39114028498874,-34.0376290275319,-162.00218423646388,40.25856461806772,B,C,0
Widowed,None,White,India,B,A,-56.899663166988965,B,-4.41602960768848,65.62566246977988,-35.506786126119394,51.49250792846887,5.0512687266108784,D,C,0
Widowed,Yes,Asian,Germany,E,B,-18.65740776543546,B,132.34158668620967,281.7080588028308,136.59178570821186,27.847636563845402,-100.8298590631697,E,A,1
Widowed,None,Hispanic,China,C,B,149.96478726571684,A,37.96398149653852,85.1553183619486,114.27358660256787,117.13898193586022,66.99727916931086,B,A,1
Married,No,Asian,Other,E,C,-148.1405870253036,E,63.92234455805216,64.23466961756674,-5.237446448456416,-175.13889991866043,-117.85271405199444,B,D,1
Widowed,Physical,Asian,UK,C,D,-87.50998964449866,B,82.4880996221787,-130.5181341115673,84.05309141904819,-106.57273991539118,-40.58420172275483,C,A,0
Single,None,Hispanic,Germany,C,A,90.13904077269657,C,-96.16863298270043,-15.76487320250781,-94.36708647595545,89.82083987124668,129.9159593843431,A,C,1
Single,Mental,Other,UK,B,A,-20.34294793165271,C,-86.84174441600578,24.708643974932606,-24.01442856295449,6.815758497473272,86.26918009608339,D,E,1
Divorced,Both,Other,Brazil,B,A,-105.66773871584641,D,18.53382059404353,-55.303953947332595,90.33762579004355,47.90619036088792,-120.53946023056162,D,E,0
