age_range,SEX,ethnicity,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
18-25,Female,Asian,Mental,E,B,C,67.52371456130814,E,-13.13972487793318,133.87608028971064,D,155.16373262696732,4.0736197109891314,A,-24.490589054642495,A,1
65+,Other,Hispanic,Both,D,C,D,19.86914731827664,C,61.325319428840096,-43.15817987121006,B,28.159228575647067,-61.99739159622501,B,20.822582321258846,E,0
51-65,M,White,Mental,D,E,D,112.62761125345632,E,48.84698218071185,-58.70101556817714,A,14.642266223470804,133.70739508084768,B,-28.428053782417063,B,1
65+,Male,White,Physical,D,E,A,27.869625365532823,E,-55.03829188497422,77.16958475091072,C,201.82551506944895,-21.261687963191523,A,-11.231287191579616,B,1
36-50,M,Hispanic,Yes,A,B,C,89.75495604139915,E,4.7419478171766745,182.24977851361527,C,202.73003267419477,-7.802521929849754,B,29.552713096752125,D,0
36-50,Non-binary,Black,Physical,B,B,E,53.35681274161058,D,43.93810586126836,-22.512920603658234,C,36.39021995036794,11.637690837034375,C,68.6040932642173,E,0
65+,Other,Other,Mental,B,E,D,-66.5255189742504,E,-24.918239420004205,-63.92490683768449,C,-119.64986123089713,-207.51452554778842,D,-134.816222352723,D,1
65+,Other,White,None,C,C,D,54.579758151761716,B,-113.99514853430843,-196.13309282173674,D,239.59910411232227,-195.76309690412432,B,19.113973783950872,E,1
65+,F,White,Mental,A,A,B,-89.76889107546201,E,-12.467796364873001,110.49850789187978,B,-65.36366086396029,-195.92109073148433,E,117.88804375956742,E,0
36-50,Female,African American,No,C,A,D,-74.90419591782697,A,-135.7611497240858,-10.611996391597726,A,-28.437360948274577,-152.23292581280072,C,-117.41806700831592,C,1
26-35,Other,African American,Yes,E,E,E,139.6798680226109,A,-18.589565910976926,62.00712256195639,E,-227.1082287903626,-5.356917520538026,B,-223.15843805192986,C,0
18-25,Male,Asian,None,B,D,E,-195.48718721836346,E,-6.353079231526776,14.261665003390661,B,-3.6088523315271943,20.06168542514266,D,-162.25198015804955,D,0
26-35,F,Hispanic,None,D,B,C,97.7027303698257,C,12.433317678161393,-221.22253920179617,A,39.50988906231962,94.45322280758148,C,-143.12556946816926,E,0
26-35,M,Black,Mental,A,E,B,37.80377006072327,B,-104.11442239827662,55.463979165551635,C,-36.887079448397564,-45.63396450208928,C,-64.019120669913,C,1
36-50,Other,Hispanic,Yes,A,E,E,34.72559712665386,D,152.0189858106515,-14.01053460610813,C,-82.64169380489828,8.9153766569032,C,45.00249722365773,C,0
26-35,Male,Hispanic,No,D,C,E,-59.02782137973182,E,93.68119444410534,114.93545296179617,C,-58.71221902503449,-2.2264828731560384,D,-74.40223299073816,C,1
26-35,Male,African American,Physical,D,D,B,114.5747271488083,A,-62.90171765925348,112.84542726811549,B,60.319336222172026,105.37851244257325,C,40.8621629588608,E,1
65+,Non-binary,White,No,C,E,B,20.26937519901803,E,12.426886067621751,93.46849650621762,C,-68.02570495357388,58.95684702755586,D,-152.10813935448215,B,0
36-50,Non-binary,African American,Yes,E,E,D,174.32876037922145,B,60.09304148257185,1.6063397273017355,B,73.60935573969455,-38.14536799249352,D,64.72945501262754,D,1
36-50,M,Other,None,E,B,C,1.0663641692252905,A,-34.518947858864955,-14.298513320371598,C,-125.97179624079229,-277.27893949964624,A,-38.16026111686558,B,0
65+,Female,Other,Yes,A,A,C,69.84705095309545,E,-2.4927873917563463,-78.27671423570095,A,53.62205225232602,-67.27464847974338,B,-115.92550846277354,C,0
36-50,M,Other,Physical,E,D,D,65.21516254041123,D,-100.9930918609485,40.3913073306446,B,-79.84777698861541,12.366819996585765,D,102.98719019973592,A,0
18-25,Other,Asian,Mental,B,D,D,-85.8437062765566,E,221.90469630180763,-106.3653058755893,E,170.42923190364306,35.12834210639896,C,79.67427534270675,B,1
36-50,Non-binary,African American,None,B,B,E,-58.943958932604154,C,-20.587542975650972,-168.86023159197848,D,122.16540599112882,-62.9755223791165,E,166.40040592121588,E,1
36-50,Other,White,No,D,C,C,37.48672053279428,B,193.40470140514617,77.06351314761478,B,-23.972616857147365,33.66131807248778,E,-162.70542101263675,A,0
18-25,Non-binary,Hispanic,No,D,D,D,44.51706306383652,A,-5.217397263761621,-108.23716311418437,A,-63.531793717714976,-97.48231388167409,A,-127.02803612304527,E,1
26-35,Male,Asian,None,C,C,D,-60.37455063647542,D,-205.64073334092626,159.96382159937212,B,-36.164232587977246,9.507039715446748,A,-79.90815452930602,B,1
51-65,M,Other,None,D,E,A,-98.36084910929253,E,-12.339046775989408,10.004299094220933,E,60.64553029361777,181.86366010890285,D,-59.58639506591895,C,1
65+,F,White,No,A,A,B,10.918495924445295,C,185.52079201111795,61.6879651900593,D,6.212020386407257,-15.069371450073591,A,50.594346379547,E,1
26-35,M,Black,None,B,A,C,14.204941727603975,E,36.221278178568994,170.2490287950426,A,-16.991147154308294,-102.51721655907073,C,-72.04252764770676,C,0
26-35,Other,Other,None,E,E,B,64.3401531268759,A,-30.549006722523664,-93.85982706188703,D,40.069648305991876,-179.96299485510053,E,48.06434740619335,D,0
65+,Other,African American,Yes,E,B,D,36.79621332714188,A,-66.87805978455384,-16.44168350517049,D,35.99541365170501,-23.731259840147853,D,93.33672491067908,E,0
51-65,Non-binary,Asian,None,B,C,D,128.21411592413918,C,-149.86005093163607,63.13613162596654,C,132.3877681353333,-22.99695382402684,E,-39.00540826654198,C,0
65+,Other,African American,None,C,B,C,51.359924465351206,C,-85.66920760599926,154.64973902864105,B,-144.98994837210748,120.013372519974,A,-45.76921859532173,B,0
65+,Non-binary,African American,Both,C,B,C,-31.070201159121417,D,14.37020220544957,-16.884791621726976,A,-73.31386947494681,-97.55438895377388,D,45.342539029228135,A,0
65+,Other,African American,Mental,D,A,D,30.51926155692054,B,-57.34198699476719,66.75174982791141,B,-183.0474449509717,38.846898211402234,A,-66.95618214777137,C,1
36-50,F,White,No,A,C,E,108.89356335647203,C,196.34629566804753,-30.415716904710322,E,-110.68167159187392,-330.63427527482776,C,-218.93771805379322,B,1
51-65,F,White,Yes,B,A,C,139.9351150568449,B,21.140123425924184,-126.75206464805926,E,-35.90760105142964,48.24285803354783,E,136.3499809117581,B,1
18-25,Other,Other,Both,A,A,D,148.54641351860414,D,34.66475815758878,-34.39018807269414,D,-151.91120702811705,10.237021249084739,B,56.85230715862261,E,0
26-35,Non-binary,Other,None,A,C,C,-68.19875121312641,E,-99.53125308081052,105.363486895973,B,219.27743021881034,-153.89676165427835,E,-203.34094937326404,A,1
18-25,Non-binary,Black,None,A,E,A,-3.346735577864647,A,9.499654672257172,-38.88777675867179,A,-301.30072447047314,-3.640368457540319,D,102.97014542336092,C,0
36-50,Other,African American,None,C,D,A,3.6942069434407787,C,-87.42159704781032,52.28568626906429,C,-187.47499665039604,117.99407579357562,A,-39.84900608386276,E,0
18-25,F,Hispanic,Physical,D,D,E,-44.2850471065337,A,7.169219752063584,-103.1187681620974,A,46.99008127666915,-47.743265790784186,E,74.6683559414466,D,1
36-50,Male,Hispanic,None,E,C,D,69.82882179375514,C,-15.614633272173883,6.702808070641816,B,-86.99324298281948,-83.25134382642213,E,-47.40135658522656,D,0
26-35,Male,Hispanic,Yes,A,B,D,-43.00749358575538,D,85.56292246468496,-133.7765334539911,B,81.22514881852905,58.12389477332647,A,-75.62020958238477,B,0
51-65,F,Other,None,E,D,C,179.79629320015883,C,-194.32804188414056,-84.7898699277451,A,229.72502908687568,7.469998859205207,D,81.65583345175327,E,0
65+,Non-binary,Other,Physical,C,E,D,-198.5703611366859,B,-46.6369314702192,79.13077940812023,D,-164.23703998592782,-1.5068780272749949,B,220.10122739199952,C,0
51-65,Non-binary,Hispanic,Mental,E,C,B,172.76923720053546,B,36.57521812116125,-41.19612352341554,E,179.42824937823298,72.5977344841737,D,-133.4434486798693,D,0
18-25,Non-binary,White,Both,A,A,E,66.33507285962187,B,110.17031153128256,172.99468252847342,B,138.4589014340553,-207.54237123799132,A,25.07720080554259,E,0
26-35,Female,African American,No,E,E,E,84.91384126934007,B,-90.23806273085995,-23.51227070874008,D,-24.2563862992735,-127.97363217622444,E,96.35620324515838,A,1
18-25,Female,African American,Mental,D,C,C,-21.975866752452056,B,97.771993403475,-15.560613459534439,B,-160.18577457513936,-19.00065096620368,D,6.230434447826975,B,1
36-50,Other,Asian,Mental,E,E,C,-155.88489035682565,E,78.07012923349174,71.45047336671175,A,-80.8134652545867,-96.28494268490971,E,33.2985768883415,B,0
51-65,Male,Hispanic,Physical,B,E,A,-16.367368910119453,B,-48.94892189643038,163.3228394732388,B,123.72798766217754,-74.89381845580515,B,68.00214827917695,E,0
51-65,Male,Asian,Both,E,A,C,-2.907102655610999,D,-10.594730695606533,-5.317481097896446,A,120.50663726661665,-92.0613207682144,D,70.9611878677326,D,1
26-35,Other,Black,No,C,D,E,-53.724325293270034,D,-63.31648658929389,0.027621030280735894,E,68.94485383723706,-300.2452934908744,A,48.01346278484951,A,0
65+,Other,Black,Both,A,E,D,-23.467841319335317,D,-73.99912463341268,-49.85227176358511,B,58.17469026714903,-37.21947585533845,A,71.39042919674293,C,1
26-35,Female,Asian,Mental,A,B,E,79.51693566274413,A,-86.78730915846306,-130.2742577773134,E,138.1188066674729,86.10126719916444,E,-20.2977216661796,A,1
51-65,F,Asian,Mental,E,A,A,205.12469397034354,B,-36.54395350171799,119.06891131194426,C,-0.09243969974176834,41.95783393505999,E,122.79770727598496,B,0
65+,M,White,Both,D,C,C,-51.25251159080686,D,48.63386467049962,-29.31632432062237,E,-22.60190724831009,-54.48787903237785,C,9.217282472922063,B,0
26-35,Non-binary,Other,No,B,E,B,133.097187892507,E,108.70581483428433,31.41657237311103,C,201.43013315143827,-126.0416344727652,E,35.02104980031096,A,1
18-25,Male,Hispanic,Both,B,E,D,-136.47453775091103,B,25.413911821857244,127.80099591915565,B,-111.48287965100818,-86.26034916386907,E,27.551526620683763,D,1
18-25,Female,White,Yes,C,E,A,44.1805559235101,E,-171.03210319057055,-76.01799924871615,E,133.111040900527,21.75107532527523,A,192.84851760904928,B,0
18-25,Other,Hispanic,Yes,B,A,C,13.338077692130208,A,-63.23110945285174,-6.630844323432429,B,-140.09032688121948,114.85764244960363,D,-122.9343345596534,B,1
51-65,Non-binary,African American,Physical,B,D,C,276.7279893920868,D,-258.0843183754547,-147.5796107612117,A,-208.7435320826158,12.11532204019035,A,-12.299938708096049,C,1
36-50,F,Other,Mental,B,B,B,-2.5838064606795728,E,-7.761461235579549,44.57082329173533,B,-21.41660696394674,16.88372962596751,B,-93.31781107826491,B,0
18-25,Male,Other,Mental,C,B,D,-78.70529356387692,E,-17.105316399226723,-63.708143257178264,E,161.77538566616596,5.245527204555264,B,-119.80029243509058,D,0
51-65,Male,Asian,Physical,C,C,A,-112.36463412227798,A,50.63197266745154,62.48019045488965,C,6.3264194054603875,30.304832673973614,B,-41.81307429182914,E,0
36-50,Other,Black,Physical,E,A,E,-82.17675358521363,A,-122.35510349848366,369.62406794542267,E,105.10800035483905,-73.217095316003,A,196.45107662057896,B,1
65+,Other,Asian,Physical,C,A,D,77.22950399230339,A,-20.973868277669304,-189.60976914588292,E,39.71565919144288,-2.3499747401824287,A,50.2010171424493,D,1
36-50,M,Asian,Physical,E,C,D,-109.01345946763207,E,32.84035567546556,-19.22212630689142,B,137.40984812282707,120.50357078581908,C,103.53762471125157,A,0
36-50,F,Black,Yes,C,D,C,-49.944023863597536,C,12.245133575463688,-74.55317706055571,D,129.15638793925743,66.11000939054222,D,-28.73907689103701,A,0
26-35,Other,Hispanic,Both,D,D,A,-4.009529543643261,C,-79.0024092274467,212.2395085635283,C,37.71037337477996,-84.11198518652708,A,168.82076691900275,B,1
36-50,F,African American,No,C,C,A,48.507294066822595,C,-15.15634763132668,18.678082788377026,A,-3.380253264905871,1.7022385836369114,D,16.680930339230677,E,0
51-65,Male,White,Mental,E,B,B,1.3379783821975366,B,209.95397569258466,79.65803426100216,C,81.50099515956913,-20.39533888732809,A,68.34016668121217,D,1
26-35,M,Hispanic,None,D,E,A,-40.51335186244931,B,153.3313657853789,-92.72630165792819,A,-33.65740396197489,105.90842575303745,E,-44.51648247048402,D,1
51-65,Female,Asian,No,E,C,C,243.9492081930712,C,-90.99220814139471,90.73302895063283,E,40.15079150131638,29.10667601151566,C,-190.58745299948646,A,1
65+,F,African American,Mental,A,A,C,-14.637192421001258,C,25.532580424430062,-16.430204441487607,E,-31.498726308611207,82.92384649431447,D,-88.46717306089327,D,1
65+,Female,Black,None,E,B,B,40.30945097464091,A,38.444220647170006,53.35069824482874,D,26.760626875439403,14.554697575345937,E,-2.3698510952952203,C,1
36-50,Male,White,No,E,E,A,151.76682279304703,D,77.4800454080082,84.41603218468582,A,-19.910808904643694,-169.42390546708876,C,207.39439545574703,D,0
36-50,M,Asian,No,E,A,A,-248.79100326813997,A,-31.894963441803203,-140.39012895824462,C,71.64368037973513,48.05110887104025,E,-39.45231628778835,B,1
51-65,M,Asian,Both,B,A,A,25.559532172360633,C,13.77515029109716,107.57801590273289,D,-40.33278124101599,104.61713753006919,A,-221.70902356212036,D,0
18-25,Male,Asian,Yes,D,B,C,-129.631108897457,D,-327.4083715958751,47.50854714002118,D,67.49361427815708,-104.90506103475717,B,-71.78240946794767,D,0
65+,Male,Other,None,B,D,A,9.482633857283657,C,27.081547103596716,-124.03458173571266,A,151.60011656274443,163.3382873705126,B,-91.49685303387302,D,0
65+,Non-binary,African American,Yes,E,D,E,-18.77959719493603,B,-5.664718962112639,7.421267568314348,C,14.400440213136937,-18.130729225062975,E,11.954705451584774,D,1
36-50,F,Other,Physical,C,C,E,1.2520706800518289,C,-28.875821558909443,-64.87786217415987,A,-21.119444439735023,155.83892986784363,E,-64.43865697182531,E,0
51-65,Male,White,Yes,C,B,E,92.71818897000107,E,79.05952421836217,110.79299520751047,B,36.409494802226824,-115.11469618597073,C,129.2879311382235,D,1
65+,M,Other,Yes,B,D,B,-66.47995722231806,E,-43.64779318360219,-84.21317601256973,A,-109.73579041732269,142.73691653320827,C,3.437965127375549,C,1
36-50,M,Black,Both,E,C,D,43.414407240890874,C,-180.8318471772113,75.60112155668254,E,-74.62336186404112,89.10331966862914,D,-36.50973580901035,B,0
18-25,F,White,Yes,B,A,B,38.7458432378346,D,-67.73170925978145,-81.09009502073187,D,-46.63911103723997,172.80463241732426,A,-87.09260384171878,B,1
51-65,Non-binary,Black,No,D,E,B,195.46074611129595,A,31.36198276759508,60.009875527130454,D,-104.48931737169826,115.93089387925701,D,81.025728400917,E,1
26-35,F,White,Both,A,B,E,156.33355646697865,A,107.87596784937823,36.20652244848902,C,39.91455422252571,-18.259043890461093,B,60.01315574967266,D,0
65+,Female,Black,Mental,A,D,E,173.05558394400217,B,159.26604750438514,154.69118499112363,C,267.422530470584,-76.72000742600058,A,70.3614002268327,C,0
51-65,Non-binary,Other,No,A,A,B,-8.451262555285027,D,122.77842140211139,180.18831437739902,C,-30.178922218399972,5.793270203832924,D,-148.66864080847847,C,1
26-35,F,White,No,A,D,A,-8.615518420085682,D,20.661848379890014,-7.235780202280305,D,129.8545706728537,-26.128720306253577,C,-3.8709163457694555,C,0
18-25,Other,Asian,No,B,C,E,-75.84244589295692,B,16.34849132954076,66.59491846128229,A,-28.471049000432462,190.43146370301804,B,-31.959465088390143,D,1
36-50,F,White,Both,C,B,E,28.366292205040754,D,-104.81270767765444,-64.06394994837581,D,-120.54712688280588,-0.8880086297477272,B,-102.46795462819176,C,1
26-35,M,White,Mental,B,B,A,-259.2991771796314,E,-51.72942127988478,-55.01415909835443,B,-156.33982096608563,-31.43221033478931,D,3.3543366630945872,D,0
26-35,Male,Black,Yes,B,A,A,-86.67585057412197,C,-38.30581259225272,-95.03490732245167,E,-88.73688078209798,112.7587040548721,E,135.0016239054305,D,0
65+,F,Other,Yes,E,C,B,136.53517468172245,E,-5.284309737720599,-121.79892635453835,C,-190.22282344911247,-29.626212641335982,D,89.99280210020882,B,0
36-50,Female,Black,Physical,B,B,B,-43.48440507151571,C,-112.16043073590285,-107.72529162218865,E,-18.05437934304055,109.02376251981174,D,-253.18776835972113,A,0
26-35,Male,Hispanic,Mental,C,C,E,-217.16494973445464,C,79.49315540382169,270.9207585868071,D,-9.73829068056943,-63.48641928958002,C,155.8628733493985,D,1
18-25,M,African American,Both,C,D,B,75.09910448551591,C,-61.322906619478445,225.92822990225528,D,13.879528111356375,109.62439992577784,B,128.96542259255756,A,1
65+,Non-binary,Other,None,A,D,E,-106.76257676924752,A,-130.09491396208176,-14.104126354435618,C,-15.536409284637129,100.59809466416287,E,158.49091656165675,A,0
18-25,Other,Other,Mental,D,B,E,219.891485742495,B,-100.28970966702839,10.814310670586034,D,-98.00576252868021,-68.58183205317616,B,-148.69547864267778,A,1
65+,Male,Other,Mental,E,E,A,-116.84450638438209,D,39.13745421478866,142.80477691358337,E,103.27408303151317,-136.21076150036774,E,96.5109095278723,C,1
26-35,Female,Other,None,B,E,D,30.046381747274687,B,85.26278927542982,-32.147551908984674,B,-19.34971106025533,-103.23384643113225,B,54.4430442389763,A,1
36-50,F,Black,Both,D,C,C,137.1015401083903,C,-10.385018563489044,-83.62158667274925,C,-44.665974382524546,-44.43725885892964,C,1.3724185887018745,B,1
26-35,Other,African American,None,D,C,A,4.404565345282081,A,30.363128555174836,-82.4856763371534,D,-206.57201596333215,32.62624476363435,C,77.52129290716114,E,0
18-25,Male,Hispanic,Physical,B,E,A,103.12656621908907,A,45.10948814106445,103.8689503034592,A,27.257671089650536,-30.151981651005865,E,-37.836076114331306,E,0
26-35,M,White,Both,E,D,D,-122.06277893579313,D,30.23966511565945,-28.13831141716754,E,49.219341674848046,67.56511555908341,E,26.317463446734468,A,0
36-50,Other,African American,No,A,E,E,29.220994165578425,A,-89.48359682829144,11.602889705228371,C,85.08945711831892,65.70507056053363,D,115.27698105563215,D,1
65+,Female,African American,Yes,E,D,E,89.6482393390322,C,-48.94553946802701,-170.82648661790014,E,-28.729151510187272,-96.33279705027158,A,3.529663214536111,A,0
36-50,M,Other,No,D,B,B,113.6359502606871,A,-65.56415889019748,-74.4533638025653,C,-63.90885484583622,-42.38262217257342,C,18.978666906876636,B,1
18-25,Non-binary,Hispanic,No,E,D,D,0.5871074186582985,B,-63.78853265376894,93.37048371173863,C,187.0652667687853,-46.04843031110641,E,-148.39255733833397,C,1
36-50,Other,African American,Physical,B,A,B,-93.65560009791348,D,14.110158662444928,172.11260383700622,B,102.26510288173729,85.7393305210715,B,-150.56404429480338,B,0
65+,Female,Asian,Both,D,B,E,40.42856142868229,D,6.533149667095365,-36.69563946125366,B,101.18332123523976,-6.63412051846939,C,124.43947987330294,B,1
65+,Male,Other,Mental,A,E,E,-33.757772856481054,B,-1.4329416775766903,-27.714817164006078,A,217.4872462664717,199.2081253562056,D,217.06639926637789,B,1
51-65,M,Asian,Both,D,B,E,-53.33734491048112,C,71.82319175549428,-203.7961419162023,C,-62.19072648291101,-1.7002274681453617,C,-200.90142198242015,D,0
26-35,Other,White,None,D,D,E,-31.193080151397783,D,-26.927027676316108,-13.124205903848281,A,47.32389939313034,110.54921833458984,C,-71.86988802189559,C,0
51-65,F,Hispanic,None,A,A,D,97.03117824029432,D,-153.6900714337223,-18.765425136715667,B,-72.34777867802273,127.94498337327191,C,69.28184855244442,C,1
36-50,Other,Hispanic,Both,E,E,E,62.19451204482937,E,-84.01081322100423,37.64622506317979,B,8.309835854344943,-38.15506090860783,E,-18.330993820486594,A,0
36-50,Other,Asian,No,B,C,D,-72.19854017636472,D,-56.82034347878218,-17.47888266997682,B,-140.49290721361754,-70.89316609264307,D,194.77235596932653,A,1
26-35,Other,Black,Both,A,A,E,-72.65907928852572,E,-5.126262378682315,-48.9821113063886,D,-10.8947148879694,-27.980057691098715,D,-111.42472482713515,C,0
51-65,F,Hispanic,Yes,B,C,C,12.228696550386033,B,29.035848097906737,32.809141544258544,E,-32.62288522827498,216.65333470446205,B,-100.27419524064226,D,0
26-35,Male,Hispanic,Mental,C,E,A,-0.14495622053253393,D,25.616509034946468,123.64388024862727,B,21.946624605996814,0.31280818890367657,A,57.962564948932624,C,0
26-35,Non-binary,African American,None,E,E,B,-65.19309150992618,E,12.940092489639696,-54.94633739350658,A,-52.77168490897406,-87.8207797697502,E,109.81943913865334,C,0
65+,Male,Other,No,A,E,C,-57.09060292886863,C,-30.09066605431201,5.5019084427429155,B,8.44926312699493,-44.97118068732368,A,-77.44515048389403,C,0
26-35,F,African American,Both,A,C,C,-146.15723119201448,C,-36.126260776040375,70.95144622775017,C,-135.43769143974185,-144.01908662677712,B,-129.45908749937755,D,1
51-65,Female,White,Yes,E,D,D,-78.79257392112387,D,-36.57516776322458,-107.14365282438854,A,146.39305046706653,84.00465077061902,C,-221.90025288432093,A,0
26-35,F,Other,Physical,C,C,D,67.28446127690366,C,187.04094469844284,-46.90499988128481,B,11.107507145641,-103.06984595252497,B,-205.10155892286318,E,1
51-65,Other,Hispanic,None,C,A,D,-173.4842476948745,D,-70.19341736090948,-0.32355161153150597,A,-28.447212829619684,43.460516110331824,C,75.02859151097185,E,1
18-25,Female,White,Mental,A,B,A,78.41013075389205,B,-81.31755158787641,148.7302198693309,E,128.2438226102434,121.82997935276978,C,136.71898183565526,D,0
18-25,Non-binary,Black,None,C,E,B,-52.882645951063736,C,152.98398945775727,-76.48695787618362,A,-125.57625360293471,-34.417525478922336,B,-166.51496011217694,C,1
65+,F,White,Both,C,C,A,94.50313437690257,D,-10.628981881092693,9.123529089675497,E,-136.19634526165555,99.60585396876584,A,31.29044680758588,E,1
26-35,M,Hispanic,No,B,B,B,-42.047631078378735,E,-151.27749186384696,0.913575129935674,B,139.0480895001737,-89.29246656310397,A,-42.410409465468426,B,0
26-35,Male,Other,No,C,D,B,-150.21983130669477,D,-54.493476285307466,-41.53751866913847,D,131.66920026688896,0.18654886749441502,B,124.22908406312455,A,1
51-65,Male,White,Physical,B,A,E,32.60277305660125,B,110.59277842635112,40.89141293316872,D,-3.3535881584784337,-107.90420173592751,B,27.072485006605092,D,1
36-50,F,White,None,D,B,A,-89.82691445654488,C,142.95397012260588,-75.40569822231924,B,-199.89836963045255,22.983475257670268,B,104.23081992985345,E,1
36-50,Female,Black,Yes,E,A,A,-190.61056799569894,E,-97.23597783260642,108.25485352895011,E,-8.056559382030148,46.70762722107163,A,-106.26812966368165,E,1
51-65,M,Black,Physical,E,E,D,83.04333583280922,E,6.871265325840414,-0.003395615977808562,C,107.60277833363105,-64.3993649448987,E,7.3051040906288165,C,1
26-35,Other,Hispanic,Both,A,B,E,-97.19470297596325,B,73.69628254676365,-22.58733110693128,A,48.099110499361906,-99.41943436077668,E,144.21120478323354,B,0
26-35,M,Other,None,D,D,C,19.412554926248692,D,-9.05932096412037,86.15662971524152,C,-133.03600895133022,156.25117001236632,E,-19.95717202325422,E,1
51-65,Other,Asian,Both,E,E,D,55.90412390608201,C,-136.79713256379472,-72.65140153232853,E,-60.85876378400668,-36.578901693191455,E,81.87685610180353,D,0
26-35,Male,Asian,Yes,B,D,A,-2.315010142437562,D,43.92485218650543,159.64841773479415,C,-8.47788410231206,10.28253279920687,E,-144.90027445621786,D,1
26-35,Non-binary,White,Physical,C,B,D,-45.52226481818286,D,-130.90108496503362,139.48591684185502,D,72.9973979794776,61.467783823992725,A,-35.582695529095695,B,0
18-25,Other,Hispanic,Physical,E,E,E,-116.04328111549118,C,-36.5793653656046,-60.18779979244451,E,222.29475989476057,59.88684385431993,A,-52.83068494688342,C,1
51-65,M,White,Physical,C,B,B,107.8103539186224,C,126.09629825789199,107.62781745496186,C,5.64296532508127,-47.62812079895319,D,-117.04720745435768,B,1
18-25,Non-binary,Asian,Physical,C,D,E,-101.80476509535794,A,76.08536737222657,-24.617118923403254,D,-142.61765993726362,-90.42036315677474,C,29.012117635442458,C,1
18-25,Other,Other,Yes,C,B,D,3.864375375589793,D,-88.80037037973253,102.7799234063373,D,55.90178924358341,-16.303344950717776,B,-165.49506076345207,D,0
36-50,Female,Hispanic,No,D,C,E,-100.02618151050658,B,60.856684881222755,113.50847420196651,C,-74.41567726840938,10.7385821820801,D,77.97065931120237,C,0
26-35,F,Asian,Yes,D,D,C,-21.466654121448965,A,-79.6494474349847,90.60901061397814,C,14.205703258375319,93.19519348544993,C,19.735169856785415,A,1
65+,Male,Asian,Yes,B,D,D,2.661871491823623,D,-72.71406831102314,-242.1046840529007,A,-21.42657927279561,-161.7952764989227,D,-68.78211534505006,C,0
18-25,Female,African American,Yes,D,C,B,-137.56690529540504,B,20.175161258396166,-99.20937446244127,C,4.192755792199251,82.08702000703217,B,116.48675985710788,E,0
36-50,M,Asian,Physical,E,C,D,122.77039311502647,D,48.54680166402041,-48.57085465317483,D,-21.086301963712508,-118.29138832866064,E,33.009489433516144,B,0
26-35,Male,Black,Physical,A,B,E,65.10219291085603,B,-66.65969920854613,-25.903064990572787,C,-95.32642118937224,-14.365151150021363,A,-24.808326679422073,D,1
36-50,M,Other,Physical,A,E,B,70.92398107654986,D,-40.840594401504134,-36.74597705047829,D,15.620214527773497,71.83781003500859,C,-16.684903470231255,B,0
51-65,M,African American,No,E,D,E,-66.49279456898505,A,185.14306027608194,46.713874379562355,D,112.77671145594034,88.61678184887164,D,11.375873721853214,E,0
65+,Non-binary,White,Physical,C,C,A,-15.81846785799721,B,126.54283362287528,47.166623974074575,C,173.48374370992033,-147.7023617142128,D,-136.04688677530322,E,0
36-50,M,Asian,Mental,A,B,E,-54.075197704267,C,106.61421974457504,73.05038455893738,D,-179.53268777325118,27.686802907939352,B,-111.63706116438262,A,1
36-50,F,Other,No,E,C,E,87.19026844080673,D,-35.776696000106256,135.0901185652711,B,-83.12147691885129,169.6822747500559,C,-48.31562490938951,E,1
51-65,Female,African American,Yes,E,E,D,90.08378392114112,C,-50.096047373565575,-42.651949998321456,D,64.56520757621522,146.99202714747594,C,-46.57831445026706,A,0
36-50,Female,White,None,C,B,C,78.77279436716293,C,-59.199836106683776,101.19506781764478,A,30.230097692845685,258.4183040719904,C,-73.17617189995076,C,0
18-25,M,Black,Physical,A,A,E,11.025128179790952,E,43.266615783561626,143.16711574367181,D,63.29687487682067,-74.73834628048817,E,59.5379760276446,A,1
65+,Female,African American,No,E,E,E,-9.633974740548833,C,138.06680905976268,6.137933801682925,B,-90.24941976965037,-8.841486966309366,A,280.32568400466846,A,1
26-35,Non-binary,Asian,Physical,B,A,C,12.174467079170995,C,41.10397824725511,80.47273489283471,E,-72.70346239105459,-48.43288513722045,B,105.3456132836241,A,1
18-25,F,Black,Physical,B,E,A,-179.30485909766412,A,0.5542967277442311,-69.34703031649691,A,47.28808794951377,27.589121942649868,B,57.921816654179516,B,0
18-25,Non-binary,White,None,B,E,E,-71.8456192964859,D,56.494031120373855,137.33404879943825,C,72.83683025702284,119.06135974932724,B,100.78810575974204,E,1
18-25,Male,Asian,No,D,E,E,9.292712572450336,D,-154.2111843539561,-46.930423546451266,C,100.86519983770808,-143.67113495155053,B,71.60482340391175,A,0
65+,Other,Asian,Physical,B,A,B,74.6557252293808,A,-47.27926901546607,-82.5977322362445,B,-63.82164211806548,3.049611893790869,E,155.73433386104205,B,1
51-65,Male,Other,Physical,A,A,B,200.82424913981706,A,208.89620565146086,-56.31755170684546,D,-29.465654643914373,52.60411646747792,C,78.7554961203187,D,0
51-65,M,Hispanic,Both,B,C,E,28.455338593500162,D,119.1888403564822,-94.6450247375241,C,109.33726132279719,-24.203147148941067,B,-94.31400700531736,D,0
26-35,Male,Other,Yes,D,B,C,-42.46450500537361,D,111.06450256809293,-14.811890692273227,E,-70.11912604651289,108.1335692236276,A,-147.8392143796888,B,1
