Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
F,B,C,68.2412450179206,21.03129628135552,B,E,-44.27662918761454,A,5.02514773069779,-116.15039256020493,D,-140.3275415094595,A,104.43761222138673,-32.882669932043555,B,A,0
Male,D,E,-100.2194438837271,-156.1629133687742,A,E,37.960404782358495,A,209.06603165450343,104.30350671026582,D,136.17617434424395,B,-118.09550135996527,-109.81916396498188,D,A,1
Non-binary,A,A,-57.8529958013943,-169.42313271514502,E,A,35.593426454234326,C,-130.58110688734848,-167.95357935439714,A,-8.021316388456833,D,126.23867971149723,-53.82182401273413,A,B,1
F,C,D,-9.287856813630485,155.13364532109097,A,A,22.05019414980963,B,25.384867290526625,237.6015805501633,B,112.56447977469486,A,190.46883689916137,85.516968870803,A,E,0
Non-binary,D,A,-145.17573779085646,-116.69848597016062,D,D,-24.289919110378495,B,32.154046501002405,128.00944294110735,E,-66.48555337606665,B,40.595211740552315,38.82830476666913,B,A,0
Other,E,C,-144.08487982410193,-173.0812748621853,A,E,-137.95458318580302,A,107.50623579464363,29.08082440483909,B,26.020589262378323,B,-66.82865293683432,-36.35436671695472,A,D,0
Other,C,B,-156.44373177866186,-176.80204519972153,A,D,-194.33778835348008,A,8.358004801564896,-2.789274977750161,B,63.843694793601124,B,14.211663005129695,62.82745886904494,A,E,1
Female,E,A,-152.14282602844906,-123.17941266937144,A,E,-96.0985857854955,C,-39.62197928798185,-33.830115359208826,B,43.76338544898197,E,-60.94198245431129,144.01374136357327,D,D,1
F,D,B,41.8125990930202,171.8821614207655,D,B,-161.60481156211205,D,-27.815808231812355,32.037469420770144,E,-117.5672550852885,C,-79.92741135689923,-10.176551706539295,E,C,1
F,A,B,-137.64915901021035,-104.15726856099825,C,A,-138.77351847257407,A,40.59528970064177,-21.458221788797488,A,-108.92629452986915,B,100.33090418985715,-127.74683320919242,B,D,1
F,C,A,228.1224128597623,190.75141695530507,C,C,-92.97859877967059,B,-63.443839937305356,16.29021054358873,A,60.147854892941744,B,47.9429214740031,-78.58188884277897,B,A,0
Female,A,E,46.32941748258885,-310.7108306828586,A,B,9.689020048432143,D,-142.25001463971893,-50.96568916164627,C,85.65349773803365,D,111.26425548413089,-17.892623561260464,E,C,0
Non-binary,C,D,10.313840219463847,109.81853996772833,C,C,-10.754260844280372,B,89.46421645666477,-68.17663132491549,B,-41.673006699178,E,-167.6030851233711,28.446235284003762,E,B,0
M,E,C,-35.01370172966185,-21.74233401777976,E,C,-33.13568022371216,B,57.45894476985275,19.096101972160213,C,60.13919244149315,D,124.87128737526989,-1.579178930445318,B,E,1
F,C,A,-99.33299641974159,115.00029702575377,C,A,-3.4492037479942175,B,-40.6907529409325,26.94184949651145,E,-71.98591629464686,E,-3.0805387251966456,13.852626002727828,B,D,0
Non-binary,C,D,32.60382318022884,234.11919262832774,B,C,-42.43847516912986,E,50.66703845932319,25.997960266462616,B,28.05047646958359,B,35.669954949162786,25.99085875107775,D,E,1
Non-binary,D,B,-70.50779600256554,-179.9307257730121,B,A,-3.8933562021773396,E,-88.41807887094328,-71.11060996756923,A,-146.77042272654916,D,-104.93136004864891,54.96863751439932,C,E,0
Other,E,A,13.23939504952793,39.66822399057584,D,B,-225.71885665417858,A,-55.12851219269964,43.15425829556273,A,-47.42471342827356,D,79.7823622288265,-57.36027120027343,D,A,0
M,B,E,-102.57294269026136,138.7709083727642,A,B,0.8447402554527235,A,-73.80014675797896,-136.31626967450913,C,32.23913183412518,B,-45.380104738318686,-140.89849894805647,D,B,0
M,C,A,11.811646987192988,-123.43916386276948,D,D,69.54058890934317,D,172.61801524383128,179.81446320060988,E,-140.14212307052188,D,109.77834519095597,4.720669294698861,D,D,0
M,D,C,32.53489398938013,-22.599077608803647,E,D,-54.89237961733754,A,95.89688162138474,69.65609226530243,D,13.006815408815871,E,-175.32255647092313,60.64812310438615,E,B,1
Non-binary,E,C,-152.7635351222927,56.753755197824894,A,D,-114.93726282431685,E,10.026696534664582,-86.77699250084463,E,83.137579320217,B,41.25628010735425,14.778639514016337,B,C,0
M,C,B,-27.698278498164093,5.830090226492402,E,A,35.07329013660957,E,-141.85094540362647,-29.172950877087896,C,-85.50769733801936,B,-14.140920379290126,-237.38360054609083,D,B,0
Female,D,D,267.11206761098356,-90.43227798776712,D,D,57.738292852366754,B,-74.50007364339535,-24.521940345346394,B,-50.66562524380455,E,159.62373217717288,-21.89392417114428,A,E,1
Female,B,A,-108.29294033770678,-113.15106387029516,C,E,-114.96738076818276,C,-87.54786115828928,-154.47530971974544,A,150.49475000054903,E,-123.50813203285445,-0.19636474130967754,C,D,0
F,B,A,-46.586565247070176,-19.86650571577239,E,B,-40.60915925702508,A,-240.0382408741117,-81.12809277882174,D,78.11886127985916,A,-58.16212684013744,-45.7736262656239,D,D,0
Other,C,C,64.0793624005282,1.2601741773923527,C,A,-39.12148048558199,D,-71.4192222202183,40.91067635298378,C,85.19357938740674,C,13.109093811671746,-1.2556508534870214,C,B,0
Other,A,E,-2.3662926280307177,48.755339139014225,C,A,197.07040156446897,C,7.534117803820337,-34.53365186562865,C,51.052353199876464,A,-34.188576054010234,-70.3894095518899,C,E,0
Male,E,E,64.71796469536115,-7.702639459755178,A,D,-126.9584884482545,B,20.692279675669635,-39.00239819115141,D,-181.02576367495578,E,-24.592950309504698,-28.8854652704095,D,C,0
Male,B,C,-132.5504479587013,-25.089552888353957,D,B,50.253634239773106,E,-18.599658008633718,-26.17079721393309,B,212.94573181966382,A,-112.81535226994546,-118.54316384872607,D,D,1
Male,E,E,-45.652411614095826,84.25910881297428,C,E,-62.54758280045577,C,-90.21980605813553,-64.85971640888744,C,-40.76495947794487,D,-78.00911235238526,188.112801676329,D,B,1
Female,B,B,3.646583558552541,21.187688621646352,B,B,97.1562803767472,B,11.752029936538841,-112.54558785029423,D,107.7120208908116,B,251.85281956848593,55.380268291551005,C,A,0
Other,E,C,18.511913365122034,-170.5820417537991,E,C,42.076021705108936,B,71.61266908780422,-114.17650165655392,C,-102.83079553973498,B,-111.02604420282213,-129.39881645423407,C,C,0
Female,E,D,-41.594823156415636,-31.527582578296904,B,A,-94.49648200406241,C,-26.846476540813775,15.820746815936971,B,-42.72715214036242,B,-68.51081209072412,-134.463800817374,B,C,1
M,D,E,-103.59028252108627,-45.049951503047005,E,D,-34.55155976962333,A,183.79699070875674,174.51662908278354,E,-16.558207161918194,D,-78.8389103333559,14.120232255317585,B,B,0
Male,E,A,26.128432052693242,-136.09751934423073,A,E,-67.55123587456569,B,-13.662102308603853,13.850913886439745,B,51.470241530437065,D,-32.94623850093345,-6.061335202391731,E,E,0
Other,C,B,-211.72694531509424,-163.95656817189422,E,E,-99.10269207931441,E,-104.36864099040966,12.502872656838823,A,-30.037280000739187,A,-68.87210848880244,-36.14289744014867,C,B,0
Female,C,D,125.7494776642719,-90.29690598504955,C,B,-31.42300840751289,D,-77.92186065848864,-190.7717331239129,C,-18.24500514835928,C,24.146422007072204,-29.114850007448815,B,C,0
Female,D,E,275.6142162623493,-143.41664223538092,E,E,118.0138304294875,B,113.79414917515057,135.13014729608543,C,-5.999729565031059,D,-61.16897124313522,44.09024923197582,E,C,0
Male,A,C,-9.651046756258419,-45.361451001234336,E,A,-187.37045764895586,E,82.55338822605395,-20.36065218326249,A,-17.067132183153195,C,-119.79215170774901,-36.39565269165119,A,B,0
F,A,E,-59.64485447807279,42.9706804962214,C,C,47.031197193771455,D,30.049250843296914,-176.23600391167983,B,29.41573114105318,C,-11.800328184506252,182.09144155335866,C,C,1
Male,E,D,112.84084116248584,-54.36043850294816,E,A,50.903000882298514,D,-9.618957284006187,-129.54436906663068,A,-0.547898204012689,A,-16.17269091493553,-59.38757559295384,B,C,1
M,C,C,11.557102417398397,88.36657549504665,A,A,69.50590081775319,C,33.49722619112661,-57.646149419156565,C,-53.67970019267248,D,-18.240227644854652,-33.635774151899724,E,A,0
F,C,B,0.9574714394242141,-16.41669168956113,E,A,-83.66469764114825,D,68.24595619788282,50.198941020214015,A,-3.592234038974734,D,11.878768052207477,143.01519074623553,A,B,0
Female,C,C,-37.77782035211697,-34.62708544988957,A,E,-37.159243617038044,A,-229.33406203846002,-197.37070843552,E,33.66484284268068,A,-80.06978768170369,-148.66730911732859,B,B,0
Female,B,E,-63.266416392383405,-73.83704079208377,B,A,45.00605646180844,B,-6.491383010660896,137.89649249071257,D,-146.094347074073,D,19.686744984877457,50.24754933981639,E,D,0
Female,B,D,-40.166504517677446,-46.21891975659399,E,C,101.24229980337908,A,16.37388787105018,-7.8585274885567475,C,82.13187259659666,B,-34.984250990078955,8.429472111450762,D,D,0
M,B,D,-99.14580232008305,37.69535968205858,D,A,29.348286697490384,C,67.52604482870143,116.30208516670757,C,-3.4174705790816775,D,27.591117010885004,-85.33952669224155,D,A,0
Male,C,E,67.1097509422729,22.70712938792529,B,B,-25.628665339174333,D,5.898936832533256,-1.8563817590927905,B,-33.99418577112247,C,-169.9151220209324,10.013209673158547,A,D,1
F,C,B,-65.24737580988749,-18.22766541724979,A,C,-63.61199764619655,C,-45.5449667159068,138.74001205365926,D,-70.30993753419914,B,-30.843039286916024,131.94169360588606,E,C,1
Female,C,C,19.18262850398536,133.07866578032645,C,D,32.585972137051286,C,-61.97790136985301,-17.12409997393683,A,-70.85769803124163,A,-99.10929113921576,-25.093051052545086,B,D,1
Female,A,B,70.51869401233677,37.59454219507648,B,B,-13.878909354735688,B,-104.46401330373874,-63.586625262329754,B,-31.38006302846562,E,107.12603570007492,84.37929044867975,D,A,1
M,E,B,-22.177744112927623,-70.99679900652633,C,A,-58.826603042708314,A,32.67250869233538,-68.12594313689667,C,52.6629708835791,D,6.261493578789154,60.056034535303915,D,D,0
Other,B,B,41.94902656752092,-100.38118998533795,E,D,-94.67540733694334,D,57.114854193498346,-65.47402921881032,A,-81.31526416801864,B,-46.66598951576461,24.427709995322818,A,D,1
Male,D,C,-2.2592079110022225,32.989004769991766,C,A,-211.20140886297838,B,-96.54159320268946,62.78844355544055,C,143.62082330604323,D,-87.84543231729354,-89.51272371360636,A,B,1
M,A,A,-190.18030232194576,-7.849368906723436,A,A,-21.539580779774596,E,106.35409082564722,-176.09139316566262,D,44.47261011203633,D,-95.24350273908256,18.090463134760025,E,E,1
Non-binary,C,C,202.67965730233283,78.98874799364394,E,D,118.82441670507605,D,110.33884072675424,78.95877901866257,A,-153.65544483801347,E,18.01539717782653,-36.78529201681952,B,D,0
M,D,D,-53.98870032511359,-92.43749673954021,D,D,62.453661822866145,D,-64.8122192225769,-95.8464612120876,B,-110.6768617028547,E,-142.31591656562418,128.76017330331356,D,D,1
Male,D,A,45.89881021701821,-156.4078131481267,B,A,3.1308242510036894,E,93.80017774236103,-67.45838554085763,B,-29.75956957957705,C,-26.134541511298913,-29.316535874128796,B,E,0
F,B,E,83.36516633137602,-56.066366730898544,C,D,-44.80719583134613,C,-197.10332043705355,24.816725252648535,B,192.45304289265084,E,25.664455013553162,95.84007217692222,C,C,0
F,C,C,70.63430269817749,55.697538776835565,E,C,60.58520102654339,E,156.45078577156605,179.42267796171643,B,171.67284070454022,D,25.82666331710046,27.674161155452186,E,D,1
Other,C,A,-70.31772850729857,-149.78614186447993,D,E,-54.11612818668361,B,-10.753088042598788,50.09639667634035,A,67.7035362654126,D,86.12613097798211,-124.86880918242065,D,D,0
M,E,B,16.963560566772504,149.0649604756158,B,D,67.0200135655035,A,-22.047475978309777,-169.20277713167704,E,11.444764980345562,C,56.73690525542335,41.527215404463846,D,C,1
Male,B,B,131.1439101518351,98.24927664806296,B,C,-136.01734090954147,A,-5.953019401262575,-3.261754289340809,A,-45.69813864868873,A,95.45517791305147,-139.86201262335427,A,E,0
Male,B,C,-4.102503036080688,-247.98657937626564,C,C,38.84893980267715,D,79.42458406417569,-64.0843565335182,B,-13.814544014226993,E,-140.62115029282322,14.815223506051437,A,B,1
M,A,D,43.38336793295822,190.4972460270815,A,A,42.588129492984365,C,-170.8108416527821,37.38866728793807,E,108.87213459038412,D,55.86803464212904,95.99127890969224,C,D,1
Non-binary,A,E,119.03000004660957,-33.49593163278019,C,A,266.2378312860056,B,-117.78158362776901,146.78881253218782,A,-79.4102626164578,C,-122.02466635947009,-48.880108515919765,B,A,0
Non-binary,D,E,-21.833617633614065,36.99643428943695,C,D,-178.29419393242557,D,-74.18703550433231,-71.66705129805322,A,54.40393033075643,E,-107.69604644728912,157.88957611336522,C,C,1
Female,C,E,-0.3042473551725323,73.89419477339965,B,E,-138.4949369679615,A,150.14673281689187,23.061761121395065,E,102.59102622233294,B,97.18265876988826,27.73790614944682,A,C,0
Male,D,E,219.05518443606528,-10.015523210248604,E,E,58.155332265300515,C,63.585327822226645,38.11271787086928,E,-20.425928180189427,D,-6.2376575725962455,40.77181614433317,B,C,1
Male,D,D,-30.947353379571023,19.531643426265028,D,B,-76.63670610736266,D,76.1103554432481,93.60921403087742,E,-190.97081091595888,C,-58.973713401422444,-3.603900936883602,E,B,1
Female,E,B,-122.40210390771158,71.04355523676516,C,A,76.0525762902095,A,39.774954130322996,-147.70231942806512,C,-76.81241433483855,B,67.72427853434186,45.49934309133203,E,D,1
Male,B,E,61.219453968617664,-101.10478551211195,E,E,192.25779939927287,E,118.2503569262757,-77.65189988538961,D,-60.70092097219143,D,64.05460636821057,-53.898879357765715,D,A,0
Other,B,A,59.931253924827054,-120.72033293690119,D,A,43.708231747393796,B,-321.92746053084403,50.129568730906705,A,-79.45945395195852,D,-40.35784272320153,-94.50301524689768,E,E,0
M,B,A,-104.07142098593256,-198.25183507077548,B,C,-30.155725255486647,B,74.61772842161025,-42.622873889324524,E,-246.88870150239484,C,-70.59678436417593,52.29810592836369,E,A,1
Male,A,D,102.08679973431684,52.25020228382286,D,A,22.9649784894432,D,139.79521459005738,155.29586471662034,E,-116.69402634294678,A,35.83474741106256,-102.46571886793538,D,A,1
M,C,D,-77.44679588386781,144.56903191373777,D,C,-156.33770537168917,B,-85.3970803001998,24.511193549538685,D,-276.00551712427495,B,211.4751897193711,-152.97304874934272,D,D,1
Non-binary,D,B,-70.37605387659745,-64.1742435910501,A,E,42.150516161201736,C,217.07121214927378,-110.0817736964243,C,-71.38822256756609,E,-111.7357691830978,16.439594256997108,E,A,1
Female,B,D,-112.68443498152996,51.598563240020354,E,E,60.757065789309,D,-9.488293304266612,-86.89418438790017,B,142.62680723679918,D,23.242215445354926,-107.58272921968354,A,C,0
F,B,E,158.90541179714478,-76.95281391949753,E,D,-22.328398757898363,B,55.57180337002947,-132.43329599424553,E,-65.46103534570179,E,5.6339797558376485,-50.21635761823485,C,B,0
Other,A,E,-80.84607965442568,-11.976721980930494,E,E,-4.583637304559398,B,-7.858418137117126,-98.2988481236946,A,-42.52068706160186,C,-262.24236852448087,-192.74519139381536,B,C,0
Male,C,C,35.28149423969599,-46.22279263139033,B,A,134.14470983157287,E,14.83185437512407,5.861507929263741,D,38.67279817580786,A,-91.32191442037869,-128.61314843144223,E,A,0
Other,A,D,-60.25163884234208,-42.55160976594106,A,E,214.44167627418608,A,1.2452089943279103,111.04589450363176,D,-85.263601480215,B,-87.26577141527318,-87.50565489517233,D,A,0
Non-binary,D,C,276.6311454509917,86.52805004312538,E,C,-22.7136729964769,E,48.364080056489776,212.4561000641897,A,-4.892482124133153,E,70.28738357089193,103.00769503716765,D,B,1
Female,C,A,-83.24780853061336,-135.6928096319475,E,D,21.44354164834453,B,29.35473823886381,-24.893339491678805,A,-68.27936543023682,B,-73.87591411922848,-135.60577113843271,C,B,1
Male,B,B,74.82923215999233,-0.39872303482078647,D,B,-46.22783908894664,B,90.57188747295652,-90.63818490439631,B,42.71145994879457,A,34.772585772478266,12.321570224696002,A,E,1
M,D,C,-48.14880594683765,144.4726454444454,C,A,-3.540423189128847,B,-128.89279624508674,38.794497451244425,A,-28.64954745584051,B,-214.39717876629857,-47.77287859251578,E,E,0
F,B,E,-25.491399194869917,-110.09150124069862,A,B,-60.89168451066749,B,29.010510529368794,76.6738682184664,E,-45.54730623493174,E,-13.80726007818083,-60.12138075154569,E,C,1
Male,D,B,0.9284550729129074,123.8167887948385,D,D,-68.76866249279622,D,-166.38286225459348,127.2968206013601,D,-1.5941036260443033,B,63.92016908371673,33.989630060274905,A,A,1
F,C,D,-235.3462030716766,47.303873365828814,C,D,87.73619890313297,A,62.595220904794225,74.67150437059853,C,230.66943231421507,A,-38.40337290312322,-62.999749511685785,A,C,0
M,E,C,-145.20644589562312,3.5795977213459276,D,A,87.61972141376016,E,85.37402924610683,86.95867001370952,E,48.74277395812823,B,-8.96899702048421,39.79085841006202,A,E,1
Female,B,C,7.2108250645444505,30.82706830601081,D,E,26.06361291273793,B,-31.749938290732988,-32.148608184885525,A,-96.11312097385643,B,39.60536194595524,-22.366677951856904,C,A,0
Female,A,A,50.82932398641847,176.3802798785584,C,B,-4.514980713676667,C,117.27742943842156,-108.58484244094254,B,-26.907103646304435,E,-50.28362759930203,20.701209193727234,E,D,0
Non-binary,E,C,-15.907197220075172,-86.12710387509208,D,A,-4.501888820966755,A,-166.77296303154023,58.93586395157955,E,-58.926612816097304,A,16.357688603320835,8.255792924306245,E,A,1
Non-binary,D,E,160.47455304556053,88.70487122806497,E,D,34.215024873036846,B,-50.39840254638482,-75.98383322947629,C,-2.483278459755382,C,-64.82246852634891,-45.33658327030073,D,C,1
Female,C,A,-85.66146064176777,-92.60403708327931,A,C,-141.30363072003072,D,-35.173794226364514,-163.49081803647283,B,17.90598168063177,A,73.1760955790856,11.591825095799994,D,B,1
Female,B,C,24.05466887005715,-104.8797422280121,D,B,-6.1934617947343495,B,61.55937405000501,-220.1194632299749,C,14.750038290682237,D,4.691456590123201,3.012702189898912,E,C,1
Male,D,A,37.386263715751916,102.87522847543143,C,A,-79.87226418507014,D,-1.8949624286184246,-102.14525446725189,A,-75.6178398842127,A,98.63673613870986,227.05268473082927,E,A,1
M,E,B,23.095247858433265,4.744181374302942,C,A,3.2847947704527107,D,76.19067036819479,-82.94726069480566,C,159.839988950495,B,116.06899750990306,-47.46208686115437,B,C,0
M,B,D,-29.83505813041495,86.18018523930026,C,E,-18.154863540571824,E,278.8050788137248,-171.49649077846394,B,108.69945229414463,B,-104.57923410784183,17.884814235224557,D,E,0
F,E,E,-73.20400845691123,-0.4982439882713591,B,C,0.9796391430608308,A,22.855076008670757,136.74522930827874,A,-22.19617018268216,D,-56.6219209163608,-63.517992846016625,E,C,1
F,B,A,-328.0450207204072,-79.62233384769912,C,B,62.13529260184711,E,-28.586374757043043,-14.63423701990558,C,9.216875021201071,C,43.657819440330115,-88.00637452639752,A,E,0
Non-binary,A,B,-25.675696713137036,52.31359956570094,A,A,-84.23647345139173,D,132.3407564931613,-202.81819071058274,A,43.673445614724024,D,-179.11502604861622,125.67651423483169,A,A,1
Male,C,D,69.45810290802798,78.00474079125827,D,D,20.435238756292193,D,93.58963270490112,131.0266068874366,A,65.2987195417875,E,149.84902089547518,11.396456374876184,B,A,0
F,E,C,-48.02140895080698,56.96451988597033,D,E,-41.05405659997597,A,-210.8816581497877,-167.8355243805574,D,-100.51923533459232,C,-37.81380046763243,-55.52869741231148,B,B,1
M,E,D,95.97885055428308,-21.48187394140314,C,A,3.82544011253481,D,62.96705619839553,-119.81119409515861,B,1.238321759043584,C,162.52356112603908,57.56054896800962,D,E,1
M,C,E,-21.19159165441108,67.3173816172206,E,C,-30.882190216903243,B,-110.64707135458605,-145.5645225097303,B,-78.24715999915392,E,66.35851487273521,-101.38378388212239,D,C,0
Female,C,E,-59.898875983248075,0.8986575782001242,A,A,126.9358822256977,D,-23.778153387565958,102.92159074451813,C,7.968466094075858,A,68.72920105295692,-25.911302938408443,D,D,0
Male,A,E,28.383900226776415,34.34837180685293,B,A,57.39464712203323,B,17.77977525213633,-107.11515394902645,A,15.117233832028374,B,16.311519947040793,26.724149765062695,E,E,1
Other,B,E,-10.699579562718402,85.4689434581767,C,A,-25.75131485294565,D,93.2712493822896,-73.77073340784757,C,10.069846830537761,A,107.4829840779378,29.031579811029268,C,C,0
Non-binary,A,C,-26.187892193951594,-2.7674117826623026,E,B,-130.38996974003337,A,124.955522870132,88.02266622742907,D,-3.0750068868802614,E,-4.177366410629987,73.85941739543401,A,E,1
Non-binary,E,E,58.696087424643515,131.8239030834893,C,E,-49.95374605733507,C,108.39142222874764,92.24098488832826,B,-53.83550096835614,D,150.9394334168376,206.2985620224337,C,D,1
Female,C,E,-48.35918857526751,-12.230226530113383,A,B,145.37952484524095,E,33.95634889301281,160.64515637408786,A,52.616545307671394,E,62.31794119508247,-40.47739790487863,A,D,0
F,B,A,108.2088647970987,-195.28926300449612,C,A,174.1746519372109,D,-30.868013450487812,-20.375923664007047,D,-149.92354643752574,C,65.868109649894,-78.4935383920984,D,B,1
Female,C,B,32.592008708330006,61.60779619412229,D,B,-113.64030789265189,D,118.8887818307262,41.401381905419605,E,72.7364445545912,A,2.7693317513267166,205.00784364193305,B,C,0
Male,D,B,-168.57786619912122,-5.353814307115853,D,E,-156.96578823031308,D,74.16919359869243,96.18328108922854,E,-190.42978793929424,A,49.33740778059559,-170.98338371760974,D,C,1
M,C,C,-57.09123777983668,-27.842648269385318,D,C,90.13253359924433,D,38.23464589807497,87.79313603477424,D,-15.50678544357267,D,173.27052021930268,61.72626395783415,D,B,1
F,A,C,97.19312884917717,166.94988785321684,D,A,-40.11290706371642,B,-88.17044480768976,12.636006540811746,B,-87.02249697077993,D,123.651454335907,-81.03228578278548,C,C,1
Male,B,D,-82.89344429607281,-43.310632564560045,D,E,10.986923330783876,B,-235.5084257445518,230.65981458797015,C,186.6150293847585,D,20.620187094105642,-61.443115345956144,B,C,0
F,D,E,-6.110017707523112,-190.68765619989935,C,A,38.595000159764545,B,54.81341580828579,122.2269157094908,A,-79.36403505087218,E,-48.20266532091881,-174.62393605349567,A,C,1
Male,E,D,45.14188163257365,9.372728691772153,E,D,-136.86406616091008,E,72.94367699375836,246.3893100581331,D,76.9763071320294,E,-189.08329763030827,32.054839892746614,B,D,0
Male,B,E,-29.991309353808738,-44.94712285076498,A,B,-18.6694605201871,B,121.3207203869693,46.328265527100754,D,-62.5102887305498,A,31.238088136326258,45.48826870179879,B,C,1
Female,E,A,208.17310581216813,-91.6708406313981,E,B,-68.42682601385847,D,55.95067558541533,223.323878497557,C,-122.03458974542909,D,-147.14276939406676,91.49525268090535,A,D,1
Non-binary,E,D,-98.80219814814603,66.4203950683924,B,D,-27.75320010877701,B,22.328128091130832,120.85179122023408,C,-250.01465557381516,C,87.52463066447108,21.07964969241123,A,C,0
Female,C,E,-124.05279640669772,-129.0444160764128,A,B,80.79916759329397,A,46.321504689033645,-158.88271090512242,D,-54.5236147489109,D,-35.27605917142362,-26.34110035416604,D,B,0
M,E,A,176.91633491128383,-69.8621713661252,C,D,41.10151756062174,C,20.827459204499522,-135.3553431082757,C,98.2394844971861,E,-124.45466841308945,-54.29084355461951,A,B,0
Female,A,D,40.932568308121475,-106.81594579784395,A,B,156.3295512961899,A,30.16573392830081,-5.787028589420373,D,94.96942981681296,A,-177.7278359755254,54.17732631315075,A,A,1
F,E,B,-4.274814893708668,-17.109959645808633,E,C,144.25394727817343,A,-34.11408556866243,66.76585990813064,D,-39.465785005066444,E,-55.997019770524425,-140.14354340156848,D,E,0
Other,A,A,100.23915718528163,-242.63299743703067,C,A,28.55064067428345,B,-51.79095548125019,-22.142211281013743,A,-163.1306423361452,E,29.257585827964704,115.82894904041197,A,C,0
F,E,A,21.93727123323524,-42.98868374180934,A,A,-69.76688846473358,C,0.10563025897285866,11.487159763184406,B,134.85493467583075,E,-95.02946592679054,156.29670945195548,B,D,0
Female,D,D,6.924346538808572,-44.1630924717937,B,A,125.9115040790796,E,186.74369645396305,-31.809515388996427,A,72.6886745272772,D,3.5128628221152582,-92.4114791548874,E,A,1
Other,B,E,-23.771272310077308,-74.49722560876917,C,C,2.461303612929064,B,-160.4199445540641,149.43643653927774,E,-46.96950621783125,E,142.3820209627067,-119.85896919493062,E,B,0
Female,E,D,-92.21022059517708,75.7305692835839,B,D,-29.547717370433325,E,14.820919978355802,-6.2303071336038895,A,122.6243930989196,D,3.4049196258356895,-102.83366330595413,E,E,1
Other,C,E,-67.67963338411171,-12.055817544032752,C,D,-95.558426825318,E,12.598385030845938,-77.38554502448832,B,-140.52074249768506,A,4.219445890141376,134.69465531319955,D,C,1
F,C,C,0.8646605705932887,54.3856111725736,D,B,69.0149544266073,C,-8.211580495996339,14.846843631236034,B,69.95742264245709,C,-63.77959605215109,-101.84550718078171,D,E,1
Male,C,E,-38.013704642184805,338.504665896564,B,B,-161.43795581055352,E,68.17674764068038,92.8421260784063,A,27.048894482180895,E,49.790652281053276,-120.31797438782792,A,A,0
Non-binary,E,D,63.71916780890287,111.49649836271296,E,E,-20.806637538102397,B,71.83458388812952,281.05730161639474,E,-24.411428909055587,D,-37.10373462104215,-30.571605478462317,E,B,1
Other,A,D,33.21817436557017,67.07167638188184,D,D,-23.186793757597556,E,99.05234500666796,23.38655359297212,C,45.9089707596491,C,-8.135680695556191,-6.684087550905904,C,A,0
F,B,B,64.67085936788374,-8.82958843630759,B,D,14.246383712041855,B,177.23021600502793,-24.41749402064253,D,185.18269923709153,A,6.0047162058520405,-43.362338484739,C,B,1
Male,C,C,-264.23911027362254,-55.40577007171489,E,E,21.89868371344785,D,-106.19822646550507,163.4345027505911,E,-83.2685406456416,E,-35.5914630619405,-128.46880443770917,D,C,1
M,C,D,-161.64454790686685,10.046864994664089,B,D,16.998699940520527,D,-102.30750319523005,-9.612098346700556,B,-40.22326558702045,D,30.30120633610659,-33.69623366795012,B,C,1
Male,E,B,15.791737217274953,-175.8956587502871,D,C,76.15367162117735,C,-182.14564060210975,-126.01369911179543,C,-92.7308737132883,A,25.206093328969352,-83.69516446420093,C,C,0
F,B,C,20.764567156664985,-70.24742438207876,C,E,-8.631990194037703,C,19.397254680771724,-46.38119316969186,E,28.363371730495206,B,-18.825209696277305,91.30317680355307,C,A,1
Other,C,D,17.859974970702822,-22.634819632660722,B,D,135.0598979038817,D,-214.50520187341658,61.96283447172303,D,-8.276956211722695,D,182.83391404178687,-140.38438639842178,B,B,1
F,E,B,67.1745347383835,163.3816952780756,C,B,75.91725062977952,B,-148.3543487980054,-135.59807284852837,C,71.84247589777941,A,-54.51191404364448,44.71101744449769,E,E,0
Female,A,E,-84.91571836678737,236.1130888813658,A,C,-68.63764478794934,B,-107.88108176378546,90.00159957974425,D,33.34761499211714,C,4.097073288661482,-56.8415514353287,B,E,1
M,E,E,210.4406817040833,6.270676917821295,B,D,57.39648449264253,B,34.858755625785925,-50.88889112394263,A,54.113292019242074,C,-207.1440905003048,-99.60823916894535,B,A,1
Female,B,B,-20.934736123470454,150.52499873220683,C,A,209.01048722967838,E,29.989638108030686,45.971184919362976,D,62.06281352050108,C,5.373022445895633,15.766279206592273,D,C,1
Non-binary,C,A,-195.00281531102462,-71.41724331888102,D,B,0.2258518030858828,A,-30.038332819677755,51.05022091331447,C,-79.74421895242999,E,-78.9143985214454,-40.5142815213197,D,D,0
Female,B,C,150.29506252316037,-5.3922784426820645,C,A,-132.0608342147947,E,10.319334586546448,-66.39049256613234,D,-132.1380039291418,E,84.76903965667712,-77.58471029564923,A,C,0
Other,B,C,-8.406443763837792,74.15417239750984,C,A,-3.014076824404047,C,-132.46308575243418,45.61498620072595,D,10.70606342324328,D,147.14805496041942,-30.867162688666554,E,A,1
F,A,C,151.81408056794936,130.97101572969598,C,C,154.97016421517768,A,126.59070562700438,-50.535671835005445,E,10.954327543507365,E,10.323261599891033,169.36707653845855,E,D,0
