Gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Non-binary,-3.5800055276192455,C,B,E,-98.7777415612365,118.60255288779611,-51.02859434156785,A,B,B,183.18625159883211,-92.99633279045575,-129.54548835655865,1
Non-binary,97.65396130462676,B,E,C,-114.27618060150688,-33.63611656124437,37.41322914444275,C,D,C,181.38603829132205,-72.30569289858802,-25.72100369682549,0
Other,-104.09841900174864,A,D,A,-39.6393113915189,17.2967306538054,-76.1403735258063,B,B,C,88.97072272131928,-26.641025690403943,-7.924004011660414,1
Female,-101.98463319407409,E,E,E,-64.97765767356246,69.95180342587133,37.426972029193166,D,C,C,135.30897643701425,191.28994565868058,187.36941934050077,1
Male,52.22464671799764,D,B,A,-15.95519874497691,3.8547622170281857,112.39925138375375,D,E,B,-114.46255983836477,-106.06298547249422,97.84491618523433,0
M,226.00910877849216,C,B,E,112.93517125934771,114.59202995974248,-13.84226078831964,E,B,B,-182.1293416772864,-28.051094073621492,-191.07570642226926,1
Other,-71.24216954151316,D,B,E,-120.07933311714423,-17.808423151297916,84.38645546930448,E,C,A,139.01243388848002,-53.22229243855722,81.10446928302405,1
Female,34.012970462408035,E,D,E,14.971508705622401,-7.904516194910731,13.103317543898562,D,E,A,-31.4868147874859,-26.872163655859527,94.71231604506872,0
Female,123.17111680538704,D,E,A,85.2458779977021,-158.0369234482284,-139.38968118594636,E,A,B,2.7993504374882647,-5.469010074613108,140.17480868693124,0
M,14.023347860005387,E,E,A,-54.087253826524986,33.05310862108915,-48.1479864943068,A,A,D,-50.36250223509339,54.315217143453545,-59.961569594930694,0
Female,299.17289717195115,C,D,B,108.96815507585423,-41.69040610209011,250.71578704308902,B,B,A,-20.323767527519976,26.558498679509835,-5.341318535436952,1
Female,148.45767540435608,E,A,D,25.464195307914807,38.96254430091069,88.28655598150013,C,D,C,1.1021393700163715,-122.87053654734183,2.95981291601082,0
Other,-38.66070340803201,A,E,E,-54.56727891579553,218.65518680017,160.17569153631214,C,E,E,-12.257957330989754,-3.245420389516651,-45.67647208830054,0
Female,-117.77042279357568,D,D,C,-234.92012724340685,75.13553585222581,-38.98117330357514,C,D,E,-1.8942295576525332,190.40556003550066,31.7079266972663,1
F,-86.87093347745531,E,B,E,-79.65584124618005,98.7213800733608,-1.4262955362955532,A,D,B,34.1429093919352,-36.889239610960374,58.436327603043225,1
Non-binary,102.79904283195806,C,A,B,115.49695635159412,-45.119698633733954,147.78893335288325,C,A,E,20.89323287459686,-29.593955862421083,-72.21581293224759,1
M,50.49488882667139,E,B,D,-27.54633797608542,-45.0670447688464,-8.817128660631166,A,E,D,-143.90276809875155,110.36671195384706,-127.66521530521011,1
F,43.94154026415798,E,B,C,-97.39939381397106,-17.573824513947446,-82.12940828783005,C,D,B,1.4403725427438252,-116.46437363114714,54.771602488931606,0
Female,36.13339802551008,B,E,C,-83.9425077561907,-99.0893434327089,39.6767028158454,D,D,C,-15.765643540131366,63.33192361032543,-49.186416027736435,1
Non-binary,-83.50806719136925,B,C,D,-106.52570228574187,97.34311817671237,-236.4855524270594,D,C,B,114.82704046086725,-83.69087174510307,-73.57070591115519,1
Female,-116.81795328426155,A,E,C,-187.80613532802943,16.148577465591124,76.16543413184817,E,C,D,82.25528165286778,-139.39086185173778,-110.2123716160113,0
Female,-31.270763898612003,D,D,D,-61.36834102123229,-17.91628697762739,-113.77063898510625,E,A,C,43.512991585624,94.69995085222776,-70.82757706066756,1
F,4.05173348836734,A,B,C,37.94082398397364,39.75786350940187,-150.18706469528894,A,A,D,107.33035214810592,-114.2595410983906,10.108903775371154,0
Female,-54.28130477698277,E,B,E,-13.625075948904906,-86.50165491657951,64.95405397762013,E,C,A,-52.55675498914945,113.05221135998116,-6.952028052510895,0
Male,-139.56514375453958,A,B,B,-34.54147073647323,109.29354743474447,-8.98944149402631,E,C,B,127.31911744287076,-73.7550570903737,146.99537952750327,1
F,2.518452201970813,E,B,D,-202.91651362841048,-55.4535497622786,8.972607471954328,C,A,B,135.5598883160303,93.85034950930596,92.526235556578,0
F,-70.60769714441703,B,A,A,86.3530064009464,-274.2634668570871,-50.917406670416064,A,B,D,45.91981134622404,224.89551346308554,-83.17365769602947,1
Non-binary,-62.87107096039073,B,D,A,11.045965546512283,251.16583084636926,79.58663248048907,C,E,A,-181.01869139669873,-158.72540769635742,-172.5714109171777,1
F,-27.700810290955175,C,B,B,-252.99152324730287,-48.19792044018402,-6.904028334070326,B,E,D,-146.88727645087846,-39.54941513142865,34.66892886171311,1
Female,49.82707627118878,C,A,B,-111.67704589041456,-179.42730564312083,-1.2920171198496113,B,D,C,50.93265959666892,-118.80857614433886,87.49794857244487,1
Non-binary,62.21396323368666,D,E,C,-17.83729297878999,-83.4039872766601,-89.22315240703767,D,A,D,29.262161013309377,53.68063638338691,97.00558001965226,0
Non-binary,233.74236855631855,C,C,C,-143.76968605163796,85.18336286162422,-19.5541005894141,A,C,B,-76.3447922495337,53.5825755574683,19.166842911359318,1
Other,-66.47410538711136,A,D,B,-10.484380686718069,-225.75898297114034,72.2560125131693,D,C,A,-137.9146412396025,-10.837756799610204,3.7206807769159904,1
Other,118.57549230574496,D,A,D,-100.68730626617726,-183.69600311424077,6.349477446842935,A,E,A,11.042417236780743,135.7494393369568,52.610146002286825,1
Other,-108.49897720389276,D,E,D,58.41947630645239,53.61102235067348,-7.379956370621002,D,E,C,-26.062203339979305,-42.14082103861443,58.073849802312175,1
Other,171.8026024187963,C,E,C,-49.05211862402857,117.43719287216352,-148.42270026241417,A,C,D,-159.7247091994839,-66.56336006068462,-121.63526748010933,1
F,-34.08354283914117,D,C,A,12.261136214354782,-163.27414517492883,-21.37684093198965,E,D,D,228.75367590460633,118.62780182358128,-28.336461552591118,0
F,-164.62600069278957,D,A,D,-2.9965583067470543,106.91813584450225,46.09198747458908,D,B,A,-20.89289966695011,38.38646573396768,149.00545678606196,0
Male,56.79587336279944,D,E,E,41.91499330399993,-17.043312930375436,135.83724351382668,B,D,B,-188.11183828886547,159.7361190961991,-58.48438148120066,1
Non-binary,-59.578770465201046,E,D,D,4.752507470769271,-153.54596699034371,50.795993846547006,C,E,A,-19.668320534941554,186.02465664941144,77.62675088261544,1
Non-binary,137.2424182415505,D,A,C,-127.93308948225781,-131.15320106512448,-99.25027099784374,A,A,A,49.67117632180193,112.48439115331557,-185.99008493967008,0
F,-82.6852018023991,B,A,E,99.89566030512191,42.809954389587965,-94.30914760332732,E,C,B,-91.85973580866872,-75.288985558199,80.94323586981731,0
F,42.98682339075703,E,E,E,99.68683586975922,18.75956432050051,-66.96529657101898,B,D,D,-8.240315576121652,-180.47010736829185,6.906038910431296,0
Female,-123.24979434443262,D,D,B,19.475974847527826,-73.68775448719501,-56.73595830494743,A,E,B,-172.92348561864856,-175.20601959919168,31.278040099024828,0
Female,4.985358692506076,D,A,E,-41.21743311665346,62.7130136107008,-80.14132469563593,C,C,C,-12.856932546449787,31.882446962423987,23.917192039247283,1
F,-29.169750933692757,A,C,D,32.139367850334835,28.410467108453002,-26.76767692636109,C,E,B,45.72059297537559,-99.37556144775792,-183.53151989594417,0
Male,17.19704563180585,C,E,D,45.98611833532299,-123.23098425372166,-179.98833922986032,B,A,A,-5.144504672438082,38.213654567595725,68.69835712889277,1
F,-42.63517036676828,D,B,A,101.48177291261507,218.3143988138341,-100.8417618026422,B,C,D,256.3273568284735,59.01508691315305,29.048803613897473,1
Non-binary,-27.5155336820538,C,A,B,-76.67070456048542,23.787103692902853,117.6626265800551,A,E,D,-137.44211877288953,-56.89797450703074,-30.55726898364518,0
M,186.19928025827454,A,A,C,-39.33062001415551,-23.78381986699767,-50.42528906222826,B,E,C,-110.29222161834622,-14.706504886614905,-72.6572325988302,1
Male,-234.93812192087114,B,D,C,-1.435105655813345,26.115395380777617,35.92763336890781,C,A,A,-27.609214477959405,60.990344235964336,55.53237828048568,1
Non-binary,-124.74829874477962,A,E,A,122.6263456330682,-57.732151786284255,63.273295690667375,B,B,C,67.2114230678521,8.846024229065389,-20.961443303667973,0
Female,47.10087403107565,C,A,C,148.25826619470376,-135.5927269354693,-61.45760933981165,D,B,B,-114.4795134802776,37.744253797554954,126.1497106367923,0
F,125.84609262485893,B,C,D,-74.5996961705086,78.14530921416676,19.541830627539237,E,E,E,16.168650018361706,-9.587771135085234,-177.54837564372673,1
F,-23.202137528396936,B,A,B,139.35883738483506,18.028654061547364,166.02308162624402,B,A,E,-113.4746641897931,-68.89683788695591,34.63616809517508,0
Male,-34.15733932798776,C,A,E,-50.89882928010009,7.022885496091664,-21.449468205966916,D,A,B,-103.17137570685462,-77.6743967347066,-30.03343073552971,0
Female,-21.89383348207301,B,B,D,89.79111261971175,57.509049485239686,-43.261974486287095,C,C,A,52.67124714875976,34.85872329052708,104.43342906878223,0
M,-41.033559251419454,D,A,E,-63.20206018915633,5.61741025630932,-111.32142427623701,D,A,C,-78.52914260237573,-67.92613118550635,-135.72757489639415,0
Female,-23.196007780757405,D,E,A,-97.82873013587351,-64.00948761810312,-52.4894918285016,D,A,E,93.87890152330125,-216.61276771756707,35.82382970372375,1
Non-binary,-87.17270257815223,D,B,C,5.408413869350552,109.37234904492274,-89.8731003888979,D,C,C,-27.052488439930723,107.00636801708545,-29.5896853272093,1
Female,-29.4436258915579,E,D,D,71.6740006667992,-42.105301704970756,-206.25030862282392,C,E,C,-117.9110865639196,-26.697300823820814,-69.79728489892561,1
Female,-143.5052488004948,A,D,B,-58.073864653045284,-34.53577720324032,7.81699640359035,B,E,C,109.30364712856824,31.574775279148987,95.70464662583608,1
Other,-182.82658927205716,C,C,A,-185.68903648748787,27.14971770721992,70.16343929557762,E,E,D,-81.53476979994437,-175.4735684325924,-171.62161050435526,0
Other,61.6508688167219,C,E,C,-108.84712344473151,32.73319213573827,70.45974535482824,D,A,A,-181.404255303696,196.92901420629937,-127.90020607801699,1
F,-35.29044539870823,E,B,D,35.09692628778591,47.494726673660274,-146.787238886037,B,D,E,212.92058918642772,115.46852931788646,54.707414409148804,0
Non-binary,-45.58883613847717,C,C,B,-29.19050283157374,101.80564259930061,-154.81678081007752,B,C,A,-136.8289535654714,-100.83561140673467,-154.1983812599673,1
M,-90.34085061319075,C,A,B,26.58233839545118,-108.38153062705386,23.448276009541285,D,B,E,-107.7491719002806,109.25430192866388,186.2848477601893,0
Male,-267.7372917273982,B,E,C,-36.385218609183255,-106.45130916478396,145.26981777278024,D,B,A,92.34564058651547,62.14275349069658,-15.26283757806231,1
Male,50.32425293216768,A,E,B,-54.583617611012215,-136.86492033210843,-40.18561907600787,D,C,B,156.03766008136662,25.81099103585564,-185.8473085714362,0
Male,-141.80421863531612,C,B,E,-3.574163828054348,-34.98046113181436,52.54403003644086,B,A,E,-103.76255705621875,-201.09629898369013,-28.34092622874244,0
Other,-26.10683701186463,A,E,D,-74.88873606733506,196.2423008570159,-36.80733509207343,D,A,C,21.96450030527596,-35.62027441165585,155.39189954124447,1
M,9.5942130764817,A,A,E,128.56686444612987,149.1793985792674,7.335370587109677,C,B,B,29.341765131709586,151.47229092390222,-46.25750123170746,0
Other,85.99300726085418,B,E,E,-25.35092295127166,-10.64673838904905,22.46885430739859,D,B,A,-70.62804663856808,44.174816956673915,-52.24723415398414,0
Female,82.4919708981584,C,D,B,38.09130831281747,-117.78140159912608,119.43538653113472,A,E,D,-104.88823564644485,8.622300676584878,77.43118277011268,0
Non-binary,107.08394309097969,D,E,E,-26.388813385805427,-14.443500024412415,47.093011201212455,C,E,D,-12.654717528025067,-13.372663871971957,-161.67918314625854,0
Female,189.98298503880505,A,E,A,-26.310318061699228,-199.07506382482677,81.00794843573583,A,C,D,59.8896096897745,66.19106782258953,-12.53116988969754,1
F,-60.60830489908614,B,B,A,49.40849840996657,-73.24565189078169,10.238471920261956,C,A,E,31.727230625519372,-54.58998488065943,-126.42469512433449,1
Female,-37.188593532531875,C,A,A,-57.239375603870414,-27.666446324835736,163.2986494440039,E,C,C,90.52792067629046,99.99430501469192,71.94913974871055,1
Female,-57.35027473223159,E,B,E,-158.00172463474877,-93.56032014309802,122.46139764944408,C,D,B,93.45824740013693,93.3759167731574,140.45640626424827,1
F,6.550128004928116,C,D,D,10.856030113911801,-286.20594249886096,-109.26648231372431,D,C,B,38.06494614748011,93.93909984150919,24.85820149284767,0
M,32.51044013507746,C,A,C,95.1817583778046,-5.56288211608246,-77.15497323335026,C,B,B,79.2649745259992,-50.81180361665532,152.52361345662246,1
Female,-98.25794425286642,A,A,E,167.34960131970826,129.51534428713032,12.546158394247279,A,C,B,-106.21484324455355,-140.47285591935145,36.081623265973064,0
Non-binary,-44.612622658949775,B,B,E,105.39725676212241,-27.414409764394946,-23.872586560607967,D,E,B,208.5106260500723,-33.282213319268145,-47.91718747259464,0
Male,-67.96452924252222,C,A,A,-14.588254362105847,199.2045507404811,50.92716897583698,E,C,C,-12.474914607201544,-110.69790548356062,-43.523137343553906,1
Female,57.22374347020771,C,D,B,-142.79212425803968,-50.74278831441039,43.9351071752666,A,E,D,-11.69184295091556,-202.2450449555281,-36.69411666786818,0
Non-binary,-92.87809589006157,D,B,D,249.13250538642097,146.07317005379724,-67.40295958885844,E,D,B,65.73626036293918,16.323005299908043,116.90214744798233,1
Female,-35.83216634700472,D,C,E,70.7608621105889,78.76840435756543,-83.89840409416482,B,A,B,156.7855460804885,-104.37789961697975,13.645949305264345,1
Non-binary,10.168190677792376,E,E,B,-181.87696254221578,-4.127312241917933,19.57067802083295,D,E,E,47.19448891793074,55.390753460952645,33.5532242666048,0
Non-binary,90.01850018638538,A,B,D,107.14738140002788,-69.1635023487324,53.844776697177856,C,C,A,-27.12635650152845,51.963073844193396,57.38985658467926,1
Other,-92.96847203384831,E,E,D,170.66784950670527,212.89907673768295,-8.951484551908665,E,D,B,-215.9543898272149,185.78707134369427,-213.4967325752492,0
Other,94.12634648147026,D,C,D,6.633063365673403,108.54260522457541,-157.31653389296875,E,A,B,262.84541363547555,-72.26151844758327,106.37298171177369,0
Female,-7.553429168910382,B,B,D,-33.264588661016994,-67.70423606830339,-42.72963056274417,B,D,D,151.4840102352263,-28.762295258630765,227.81334510135713,1
Male,109.10451432371183,D,C,B,4.036888647879859,-81.049722072398,118.89117561726215,A,D,C,-105.05251802841504,-158.63519488258308,-80.94147770843284,0
Other,149.75787768111252,E,C,A,95.05972284726872,62.11828175916104,-16.453939334445547,C,A,A,51.774789558598535,124.19507053824394,47.83224853711441,1
Male,44.83029469016723,C,A,C,-104.64482273442148,-59.877763487004664,-28.496375469621533,B,D,C,36.43546776154384,137.49982081845212,-143.13695478883324,1
Non-binary,50.160615207195136,D,A,C,-57.04050694593228,-270.16787522426205,-33.24395849440814,D,D,E,110.84897335192811,-23.0204648325406,-124.75103062608228,0
F,173.67323371613824,B,A,C,128.90763684393437,98.10083400440335,49.390747982292964,C,B,C,-148.20457491842527,122.54226087061788,-197.29095632442227,1
F,-99.49307279505558,E,B,D,-132.21840448878706,-137.8107187579927,113.86636992989065,A,B,C,139.84480192311614,-175.76669034364025,42.23283210570748,1
Non-binary,240.7657297421531,A,A,C,-161.16049171832543,-103.84005598129124,-62.83163600507415,E,A,C,-98.54179551018021,21.58908967621096,-59.19321327028393,1
Male,-63.698496051540445,B,E,A,108.55939131765386,27.76792034234149,111.16590955115429,A,E,C,-22.581798757410468,107.22230806814557,-304.6013968317288,0
Male,127.4663608846819,D,D,D,161.74377889754413,-50.133437670447336,52.96313615743949,E,E,E,-119.68783606581115,-162.27137959935004,-1.5854354911759456,1
Male,-32.68265986291855,B,E,C,-29.991802376462378,46.680456505865855,31.309749871737747,B,C,B,-148.7234411065215,88.70389150053252,-62.924154396758865,1
Other,-121.17960707757886,E,E,B,-17.04299174223285,0.8317965231396036,65.28251601445778,C,E,A,39.28704803157268,60.38164887624862,111.83072279075739,0
Other,8.550964639369784,A,E,A,33.65044547308065,-58.438443817100726,20.41399533646888,C,B,B,-29.045489307952238,24.447276007410977,-91.5038241121328,0
Non-binary,114.45561921399776,C,E,A,-134.03613072813516,-45.495873363292546,90.94071327483216,A,E,D,-28.365086173173037,2.1259671238696414,-53.20567522927736,0
Male,-11.132004356765332,A,D,E,11.294657481831967,-29.24727953493278,-152.67838807829074,D,B,D,100.17770935407482,-34.60768295308867,-81.9489948945497,0
Other,-49.76844642514086,A,B,E,-113.073624962309,-97.67048743848778,-1.6225346466043067,E,D,E,50.77280182474683,-54.9902776731385,7.898159515093926,0
Female,-38.22653464307364,C,B,E,109.66555796954462,-6.2627846527181505,-54.06659113157792,A,A,A,118.91865482150148,-4.51151012417117,-109.56893223984292,1
F,-111.08109264371326,A,A,E,-70.4344961269991,-149.13582239574222,93.93838552951217,E,A,E,23.85083980433181,-114.7692310232102,59.671273388655166,1
F,18.180173234264995,B,A,B,101.65912827287657,-47.190625951566155,9.94628994829951,B,B,B,-9.38243757026673,24.414240440324832,50.30572181844539,0
Other,-55.622284977269345,E,C,E,114.1427397853289,122.6626706118507,71.01356289887731,D,C,B,-61.6804315331947,40.384233101640234,39.047949154886844,0
Other,132.44675352317498,A,E,D,-181.82714987279599,-16.64905626519839,-198.25905315499642,C,D,A,179.9613218466414,22.503567432991677,42.33187823997027,0
Female,-77.70411578384564,E,D,D,-121.1684251955085,0.3436058228402852,-22.27352879048534,E,A,D,70.4786179347157,138.05633258644949,-181.50478167195516,1
F,117.26059874308261,E,E,E,-106.92837598355791,-49.48844610099505,87.49355637893255,A,B,B,-64.960869310556,-74.35571797454135,-182.43830279508134,1
M,68.56473395175904,A,D,C,83.49672294989712,-3.2350412626600016,49.1590010151385,D,D,E,156.4541580548015,-30.04682778189538,-8.837924529837862,1
Female,-54.70912092507927,C,E,E,30.81037373348351,60.414184458592636,164.38863770677116,A,B,B,-2.963148769904109,-105.01950136051255,88.51331262373725,0
F,89.50622727133542,E,E,D,227.4651882435768,-43.148635540858336,-228.3545336656649,C,A,C,-47.31339738943628,15.37936060204064,-69.68282926952516,1
Female,95.60517034971568,E,E,C,17.07500516135872,165.2430542273625,-1.4450713670271105,D,C,E,-27.841276531276034,189.65077385068284,-81.0383071880079,1
Female,49.07069714406957,A,B,D,-18.5342347286044,136.0037380297323,68.23940016676447,E,D,E,-58.80229340232261,71.63062272781973,165.30000765957635,0
F,-48.641851987567456,B,B,A,-138.14646364127665,-44.486809677743764,96.93731477668337,D,A,D,103.31475911571206,-132.26628336490558,-229.2096435695037,1
M,-120.73138478598588,C,B,C,-49.28990265638198,134.15886198349074,51.2128118651027,D,B,D,112.38822381724394,53.92016515905008,25.073066953160282,1
Other,100.65946612761043,B,E,B,-121.31943470035725,-92.45032347952679,73.56276230760753,D,B,A,-197.24122500894183,-11.299968811163492,-36.05642971298235,0
Male,165.98870180705524,A,D,A,-112.15701308567263,-88.97464951278604,32.118962775471694,A,B,A,-65.66255530899959,118.44220261072576,-102.66720286992204,1
Non-binary,20.4214582754059,C,C,D,-39.049048154140536,-113.65024046343379,31.85220540395559,D,D,E,78.67383199481772,9.309713310650626,-12.552616345747072,1
M,-108.52946835134757,B,C,B,-65.95672720072639,81.94636704507226,41.78456245202639,D,E,D,7.590509170523717,-22.53650663044911,-115.16886922567477,1
Female,216.46248867959596,C,B,A,169.28192526722884,20.57311491755602,-7.041755349910046,E,A,E,-68.66143832278262,-84.30488390575321,-43.00486105343349,1
Other,-170.6062202550917,B,E,A,183.69714213487376,-2.2943508527075647,72.05436364068348,E,A,C,55.79742609759795,19.798721297824454,151.52433409326932,1
Female,-52.004630378440375,C,B,D,-101.10366938629703,-90.84533287671735,43.62793271900933,C,A,D,-58.519049487082384,-69.02977025806813,41.07487155918053,0
M,9.018194549272454,E,A,A,143.34176044934935,-59.12022794554884,-75.86856241029267,D,A,C,-24.728410921227965,-3.7940575116291884,-123.17552607125597,1
F,-24.107540315320218,E,E,C,-85.46804031434182,93.73228338918098,26.441346054817032,B,A,E,53.46293251526851,-145.5620728941438,105.35612536403897,0
M,-64.59719639765906,B,D,E,56.49831022133638,-89.01013676195903,47.786952512082514,C,A,D,143.52826062805835,246.7181242652297,-52.46682946061131,0
Non-binary,26.076993007369946,B,A,B,26.666068546790704,-56.19648035390799,-4.860987394989738,C,E,C,-133.24930097704296,138.99577688167156,17.337770835659345,0
Male,-78.54265219656124,A,E,A,33.394672822517165,9.982657613017302,-73.69552672720327,B,B,A,99.2434333125991,33.911502146998686,-47.45097219253365,1
Non-binary,149.2037605014644,B,A,C,229.54330230109932,19.7390860721762,21.05365087117867,A,D,E,-60.32781750262502,15.791309376039898,-20.09902401903397,0
Other,-79.1034262879856,C,E,A,-40.57362095854039,27.081106533903544,-35.196555396897296,C,A,E,50.7615473024703,-15.56326201415517,122.20662677055651,1
M,49.34697098711858,C,B,B,-176.53647549360946,-29.997248155209533,-121.93762659346008,E,C,C,-67.74943485388411,28.32198293612871,22.154730861680864,1
M,114.34869264770313,C,A,B,119.15823048793648,-175.3662217332681,70.08568714578432,A,A,A,202.53683725712776,-11.432444270819495,-103.43693862167828,0
Male,-13.984833144312105,B,B,E,-18.99716996179706,-36.39342363213499,46.18656547284928,D,A,C,107.24626750996684,-2.613735406994014,25.99974277772737,0
Non-binary,-117.20787396754544,D,C,E,19.86474732526472,149.89958163709863,-25.709158162611633,B,A,C,24.871355392890475,22.897584902022164,-128.83817540135084,1
Non-binary,157.3772813378296,C,D,A,-8.689813788572893,74.67474491884403,-56.32402334592056,A,E,B,-65.9055374139962,-51.346223671941196,25.09813472568962,0
M,55.201355818843865,E,B,A,126.11367163875242,-100.53194443011404,48.76406537709589,B,B,A,273.82796970631375,-143.81595764479286,11.06767703793124,0
Female,43.02039320019179,B,C,D,-53.47490073251493,32.10952310960808,-199.55373429345903,B,B,C,145.55281976138787,-24.963604598030628,33.84893671052937,1
Female,-25.332686401768186,E,C,D,-125.09806054883381,67.17294201023329,-97.3517118321648,A,E,D,230.44675615433673,10.319758152522999,101.79674812876071,1
Female,-123.40487328566383,D,C,A,-90.43825081098841,-62.59866007217203,163.66101537095702,C,B,A,5.367853156987392,42.27780499762563,66.72050998622302,0
F,-131.5989531458893,A,C,C,-74.77807214545888,-40.200014491181705,134.27343233007704,E,E,A,-12.030857084727412,30.551373211351674,48.86267168306741,0
Male,-38.631525203144086,A,C,B,115.4132319628469,129.15187103881266,-66.55674356122528,D,E,C,-35.294494288845776,-17.6727872306034,-73.68225655307714,0
M,-60.850692613969045,E,D,E,-15.917919247829804,-99.81039924368987,216.7865485254687,D,A,A,120.42533498819733,-34.91043645072194,13.073328048415386,1
Female,-185.1077769216096,E,A,D,-159.55504757097395,-95.8726639917309,6.599862624317298,B,A,D,22.12017321054627,-36.69295250262758,-146.68158183201342,1
Other,4.8823763820660995,C,E,C,18.488506881850185,-178.0128795007456,96.74873864939222,D,A,B,-115.3196784034045,-2.3467051827870593,77.67801171906531,1
Other,107.5447819040437,A,C,C,69.60115954332642,60.753016544132144,-9.564849561121557,A,D,B,-26.60998573497178,-10.000210130508403,-53.78627430928361,0
Non-binary,45.46136494646762,A,E,D,-86.35049029250985,46.225078805037256,197.76636161486252,E,C,A,-25.069225062765472,-133.58176640778336,-171.28589183945323,1
Female,47.929946316884674,C,C,D,-83.55628228708034,-72.00899509110215,-69.74617695386914,A,B,B,38.27659618008981,-50.54439947480771,-52.6448503892782,1
Non-binary,-13.161878433455671,E,D,D,108.28531750035873,32.176444068261524,-32.610450841465706,C,B,E,62.655196350006406,-81.36563132477761,-60.20355878092181,1
M,-151.05932526689554,A,A,A,28.48481537899945,-15.70932699550546,94.19810021366567,E,C,D,-201.6274011973044,62.975067738634614,151.7734299506099,1
Other,-59.65176561512684,D,E,D,-77.8376489789676,27.137461372481038,-14.587936224117904,D,B,D,-156.6526120056394,-147.4876771751714,31.0181638196948,0
Female,65.83272983968352,C,A,B,-99.13513029137675,-40.218789790792066,35.20349888489102,A,D,C,-51.924001469328694,11.228085595675246,-31.82796004627776,1
Female,76.77826510174258,D,A,B,-96.68133542348284,-6.673029521400695,102.10810199524907,E,D,B,3.1030146954471443,-92.93150668842112,45.61783446543411,0
Other,-73.2231233983882,C,E,B,26.183523847303146,17.656748886841708,-67.0066752778938,A,C,D,41.221334570424574,167.89933080244487,-108.82299170173783,1
F,130.8168793348621,A,A,C,-36.22797545439636,62.92321102879362,-32.10695313874616,D,E,D,-37.957745265286235,163.72258076328595,-236.6482148283249,1
Other,132.3708836014878,E,A,A,14.922676609794323,54.40424918717493,4.225574317649702,B,E,C,-60.962100522391474,171.56928268324486,138.40694851834127,1
Male,128.53266179606496,A,C,E,-130.36522818306287,184.64523943191625,-60.37172043355047,E,B,C,-62.65965275648485,-21.186977902405086,73.34683017898502,1
Other,91.78889112693398,D,E,B,-25.068722710999342,-125.67518721500994,-28.645968900706265,C,D,B,-282.9452102440793,-87.32987247260172,44.13302034081232,1
Female,140.48329451140174,D,E,D,62.63286635075441,-147.25631096278568,85.51490874663634,B,C,D,-12.602697673440556,17.761519576493924,-17.96489070112223,0
Other,-26.534518089549262,B,A,A,-41.75541654913761,-50.850639677489184,36.314303679414,B,D,A,7.018324108445061,-178.70053586412527,27.58784496712725,0
F,208.03111462079946,B,B,C,-96.20591919527493,178.99953768045592,11.550679554035895,E,D,E,-3.7503995713309117,-138.12489392446412,-61.73744793113903,1
Non-binary,205.64313081166662,A,B,E,81.1941086409951,27.110038126020353,-37.67408382596961,D,C,B,47.12927509396729,-106.47745987429448,38.2448335611093,1
F,48.67368400389482,E,B,A,102.10353600775022,79.0633743134255,-78.23075345459057,A,B,E,-15.156596105816053,-24.615793565349875,-21.855526674991456,0
Male,-130.18198149897881,C,B,C,-75.32390289374953,-43.283901989041745,96.42727531891964,C,E,D,-62.296037667604665,68.86460760772502,-12.811348188798302,1
Male,10.574527806628167,C,D,C,1.4723161764245671,-38.728988853282765,-89.16319859500655,B,D,B,191.32437661750814,-135.58790816196586,-26.848534627497244,1
M,32.003690300817105,D,A,D,270.96197334892594,50.32705040751427,-38.12016630989781,D,A,B,46.72106754708612,-151.72415226268302,126.21789137453601,1
M,34.71309914081228,A,C,D,75.45131144439387,27.30135626574156,88.7717356470977,C,B,C,-49.78025600612766,-14.930861561910111,26.495897974053754,1
Non-binary,234.2531980210202,A,A,C,1.4398819258231388,144.30062458258664,-120.43436040950672,B,A,A,-41.698747394599934,23.634964729946866,-41.90890944881216,0
Male,-62.56792999947628,C,A,D,214.67299214931222,-23.43541421629282,25.158675396553736,E,C,B,-299.7674025183282,39.95806934347963,1.5985444458898022,0
Female,35.60736473529186,A,E,B,30.73537488768285,119.21764597027487,83.73595711789868,B,E,C,-8.882985047146684,-43.47086361111274,-136.30695703184497,1
Other,-79.74858459974337,A,D,E,19.70746291753012,-144.28371953971552,53.86643759029665,E,C,B,85.18268856986626,107.49510673473586,-69.10701147777975,1
Non-binary,98.78259261244683,A,A,D,-27.85436852701841,-20.507032077560403,14.096334515547865,E,B,A,-114.05816482759414,-25.61639721528254,110.76782120382774,0
F,83.14643064772321,C,B,B,179.16272814829034,120.92930022891981,87.42486444701873,A,E,C,22.43575062895248,115.88401536579664,-36.93899540119201,0
Male,78.78072908304229,D,E,B,-30.769513598588883,-4.456635111554873,-81.36372559328174,E,A,E,13.430053892108141,-77.15866364908359,134.69204677037047,0
M,-60.427292214549034,E,A,D,2.1947334094794306,-36.56207082862201,-56.56890974250908,D,A,C,-31.076087525572692,-111.05158819665944,1.76366239910871,1
F,-59.15280615961157,E,A,C,-119.96465379765466,-33.98967544508667,-74.70113145340865,A,C,E,-111.89181237964006,7.096839710916561,153.81690791665952,1
M,80.82289513513214,E,E,E,43.629048333350475,76.87313103411996,140.78974322133982,E,D,D,-61.33574501287175,168.3367810164753,-136.02560000892544,1
