faith,orientation,disabled,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Christian,Homosexual,Yes,Married,14.827626100502385,-155.7912320939862,-148.50674738781527,40.589757823011674,A,E,13.211360728440653,41.391033290205534,B,104.99008217533718,D,-54.8848581066105,A,A,0
Christian,Heterosexual,Both,Married,-55.736605032269495,8.78121222678961,-5.613645360229787,-126.0330135889651,C,E,-44.68835881808014,-4.336359439756242,B,43.088413180600135,B,-61.617602615747614,D,D,0
Muslim,Homosexual,Mental,Single,108.2041619982355,38.523317653081826,-46.54801395333384,12.640331089086315,E,B,57.93451923746675,111.78099013628848,C,97.83155382789768,D,-145.2472974806958,E,C,1
Christian,Bisexual,No,Divorced,-22.437806504798676,47.08967133027073,-16.251203505799978,-21.876708642896734,D,C,155.47745453049112,20.47210590852962,C,115.56604635246872,D,185.95634010037173,C,B,0
Other,Homosexual,Physical,Married,34.735953550979154,17.134240069980105,-49.137528864366814,286.03870134511294,E,B,42.41380754929146,164.08038378692032,C,-65.47226801398415,C,-21.84159449683217,E,D,1
Hindu,Bisexual,None,Widowed,-48.467071560139104,-0.9122059024949232,-74.18248306002411,127.05035297680922,A,D,-128.3064121654364,-3.854266311917204,A,0.6475418475715039,C,29.166927556683465,A,A,1
Jewish,Homosexual,Both,Divorced,-194.83213462801245,-78.81005290646421,126.11571932969845,54.34136868361167,B,A,46.9021494837182,-76.71883336467559,E,-66.13449794180622,B,-17.244232581867813,E,C,1
Other,Heterosexual,Both,Single,-56.58613979483468,150.26697331330604,-20.510741346858943,112.42587581176768,D,A,-34.30156755048533,65.71074615213494,B,-27.078678091214158,E,-58.98188001423477,C,D,0
Muslim,Other,No,Divorced,-99.96722137245939,17.4552474102083,-55.60996411187674,-19.697720112904886,A,B,219.7183064629194,41.80064731345021,E,121.76034513165999,E,-59.33443656817702,B,B,1
Christian,Bisexual,None,Single,-27.62133478799562,48.96770559050334,-283.07729000080906,13.72825915570462,B,A,35.5533802718649,4.251918097974307,B,62.56798197358676,B,-12.826476618608051,B,E,0
Jewish,Homosexual,Physical,Divorced,-7.175911429760294,16.689067989379453,9.321903117721392,101.28793783329841,B,B,55.0645592919437,76.47278227490601,E,-63.56311690150921,E,11.940335825077286,A,A,1
Hindu,Homosexual,Physical,Widowed,-91.53055063259464,-92.22598651786683,38.546268914363814,-23.65615273543425,A,D,-46.25583934326081,164.3361149797016,A,54.76937421618191,B,-95.01118389819287,A,D,1
None,Other,None,Widowed,-62.89772746963972,130.02633094258894,4.5812624176934955,22.773189891294276,A,A,18.112098312030486,33.91886218258103,A,-17.846886087728443,B,129.86093033652253,E,B,1
Muslim,Other,Both,Single,-28.449126452048855,-35.99567055937334,73.13599083769095,22.377689646518572,E,E,42.032988497453886,-227.81167904176795,B,-88.05747819752713,C,-170.26385070050205,C,D,1
Other,Bisexual,Both,Divorced,-93.5402892421628,-53.19275505452363,165.74804522908488,-51.66982197420064,C,A,-171.2421057486605,125.9355329846729,A,71.55340737979061,C,-279.06257200337683,D,A,1
Christian,Heterosexual,Both,Married,113.81945088597027,20.070074660294694,40.63987046101084,-91.61265286479505,A,D,75.99740303158995,-102.78955170199997,D,44.957578985507,D,-128.73961525674116,C,B,0
Jewish,Homosexual,None,Widowed,81.35828962689548,-122.00014699866557,-32.473771413614365,128.6444318906481,C,C,164.27004534337593,117.21445982391954,A,48.845477411609075,A,-19.472654456600715,D,A,0
Muslim,Bisexual,Mental,Divorced,-78.63924397524292,103.23244017541458,69.11133758140855,54.55769019741103,A,E,4.026740276489228,-199.97877462888462,B,-201.39239751229795,D,-98.00358698137184,C,E,0
Other,Other,No,Divorced,164.4855056663658,108.60344844409843,-148.63070037993938,-46.77728254012312,E,A,-0.7748912079312912,5.859854598891269,E,25.38617002899992,C,159.7782514850246,B,B,1
Buddhist,Homosexual,None,Single,-179.85179508035597,22.44240292088161,-1.1133879753867275,-30.095816667004765,E,B,-118.74632560346146,55.001561126151046,D,95.1617373624905,C,-119.9729726989966,D,D,1
None,Heterosexual,No,Married,-2.3300495244902306,-51.01411361765928,-102.88681938728561,-123.09473904007868,A,C,72.18441070317661,-125.26399788927903,B,-44.81544830357187,C,91.05742362161742,B,C,0
Other,Bisexual,None,Widowed,57.34633130136464,-100.85800121195933,-47.06913517800127,-122.01330948400826,B,A,-124.57368801881768,-83.30987930435482,A,-5.056164975121821,B,-13.594051924365264,B,C,1
Muslim,Heterosexual,None,Single,28.35264841283445,1.6560533131937658,-109.91990591971155,-58.11040247702051,D,C,96.13929949796318,-190.7751027785959,B,64.48078379116778,A,37.929073860495876,D,C,1
Jewish,Heterosexual,Yes,Single,81.53986226677989,-29.063624519046822,133.373067791942,-139.7518540866773,C,C,-190.64468741561635,-110.64921503825977,A,-32.346290684243314,B,-77.02790883176475,B,D,1
Muslim,Heterosexual,Both,Married,-7.086126177296468,80.81005420814674,-39.0658043357616,-61.846719262343775,D,E,8.163701769039884,27.190554584944348,E,72.1264122696001,E,-87.61930930042273,D,E,1
Christian,Other,No,Widowed,-22.499401671524772,135.20472584136618,80.71532230304214,-17.248085415540366,A,C,57.9110081233986,224.16631497888338,A,-24.309789265707764,E,88.15565072947393,A,B,1
Christian,Bisexual,Physical,Widowed,-171.68673459832618,236.12675490361502,117.5331750267772,-31.00570079903405,E,B,-198.0318947116356,-46.827287389615265,B,50.94535115613099,A,57.088219427096654,A,A,1
None,Other,No,Divorced,-22.05469754262489,14.293862709999939,-61.64329188416525,81.47959048210095,A,A,35.914032617993705,-18.223408984752883,B,122.40694250755664,A,50.2920588156894,D,A,1
Buddhist,Heterosexual,Mental,Married,137.69370654852483,-72.91990013085106,-113.31747997337416,-87.73290198726113,A,C,38.01926601965694,-59.05039311596553,C,-71.55214237098555,D,163.3709341279951,B,D,1
Buddhist,Bisexual,Both,Single,-99.15171686828272,-159.67590513275016,-94.9106872797618,-37.541925791574194,E,E,-39.519344129128704,-108.9287519852322,A,-94.13611029533139,D,3.4127521275088037,B,A,0
Hindu,Heterosexual,Yes,Widowed,-4.521436329728958,-145.30746981418966,-68.18454454958514,-2.596331917808949,C,E,106.89151483568166,54.52799956695525,D,224.8133165012662,B,59.05746496399734,A,E,0
Christian,Other,None,Widowed,-29.150727322196424,41.284384976636034,-47.624281409212244,17.596199473972558,D,D,-75.99378806268176,88.45087064573327,A,20.677418214738918,D,35.97753407221628,A,D,1
None,Homosexual,Mental,Divorced,167.00664666314563,215.18811886892388,-61.81319866061781,63.70473979041855,D,A,80.39740042262997,239.6236369683165,B,-97.88046057291311,A,-53.69615073993107,B,D,1
Christian,Homosexual,Physical,Divorced,127.5882783001523,-112.27458460569899,81.77885481884856,95.12510860439941,C,E,17.941318590120815,34.436107245773485,D,196.31138023368854,A,61.03627702673404,D,A,1
Christian,Other,Physical,Married,13.754703339215975,177.89111866122113,28.7636352839038,-34.62347418362176,D,B,84.27557720075902,-30.629284852528265,A,38.87692278054501,E,43.57337470924509,A,D,1
Buddhist,Other,None,Divorced,64.27895576013715,-65.96501352733463,42.58164977924362,29.12973615419192,D,A,-8.958441323272494,-198.6567961087745,D,81.14734920194898,A,-183.79948030173162,A,B,0
Muslim,Heterosexual,Yes,Single,-162.51954386558253,-52.99424436026767,-35.83742608357265,-139.4182306991389,C,C,-28.34620425454908,53.11735926844378,E,107.5659023189534,D,59.65935794134529,E,B,1
Buddhist,Other,None,Married,-76.7297621505819,-192.3849976686421,106.04157385497726,111.50190154439082,B,E,21.36574968570126,32.09576491415852,E,155.3440883129863,B,-127.2433327535428,C,D,1
Muslim,Other,None,Single,126.24634635504862,105.18551936246605,-192.89078894056385,-76.60516151418983,A,B,-16.821916912298484,12.807423234822442,B,-31.105430699168046,C,102.0839081976536,A,C,1
Christian,Homosexual,Mental,Widowed,20.330233591064967,132.95322864860114,182.14692711750885,7.337186573606626,B,E,-35.413787918719926,-107.5617110570948,E,-75.38653308949729,D,-120.9174616008154,C,C,0
Hindu,Heterosexual,Mental,Married,101.06979339434325,-30.73534714137976,17.64016634968503,-164.67382017225455,A,C,153.26428330830166,7.904181911338257,D,-141.22960850800388,C,-23.39705276243341,E,B,1
Jewish,Homosexual,No,Divorced,-142.92198201327767,154.48303544831904,-70.3418395926681,-30.37192469857431,D,C,-26.334361252177313,27.504784085861445,B,-227.15579637661142,B,-21.415712334955174,E,E,1
Muslim,Bisexual,Physical,Married,-63.142157135790434,14.402568500723929,249.2925044972231,58.136123898853334,E,D,14.078486307887156,-18.656635221519373,E,156.73672706252933,C,93.31259732470282,C,D,0
Muslim,Bisexual,Mental,Divorced,-5.266739071403604,123.49640208787538,90.84674646033034,-303.87348142028134,A,B,140.6356127921702,196.70925698409795,C,-50.97433834078691,E,-33.95679863539001,A,D,0
None,Heterosexual,None,Married,60.52086864552449,8.876421892895285,40.17602646348939,140.17985716277724,B,C,159.1617783190999,36.40765662541147,C,81.62100188697471,C,-108.13067225780858,C,B,0
Buddhist,Bisexual,Yes,Divorced,118.74836953324102,-68.8664504582943,87.66664675886362,300.31444900811283,A,D,9.252342991216892,-51.67507832665778,C,-12.003534235073134,D,-29.813869833490713,A,D,1
Muslim,Bisexual,No,Single,98.19933950275436,-108.86766338670422,-65.19115546864774,66.8912529930821,E,C,50.83817895236093,87.84709042827099,E,-53.00518741403859,B,-69.51309867526146,C,E,1
Jewish,Bisexual,Physical,Married,-175.30829106489074,-96.03750766716114,14.115209794252573,87.36868429814938,A,C,-108.42034836353076,101.06913556009238,B,-36.68396093948702,C,-244.42613988063422,E,D,1
Jewish,Other,No,Divorced,114.20886560253311,67.44060375883998,-373.5134694756199,28.71283040996662,C,E,-84.44947226835536,143.01087145874035,C,7.414863158979368,D,19.507393469135888,C,D,0
Muslim,Heterosexual,Physical,Married,-33.6390674005248,112.88223023660065,-192.66753848068515,21.80533506162135,D,E,-160.64956518184204,-14.909403540408892,E,-152.88027617237628,A,20.136258331377345,A,D,1
None,Heterosexual,Both,Widowed,-123.62792231153506,13.512307751581076,143.31375712154585,-10.800577358496183,C,A,-140.26381790771484,233.31558532830576,A,39.898504419628864,C,32.547529508481134,C,D,1
None,Other,No,Married,87.1245507717958,-116.08660990375299,64.10186000900535,20.620799377317326,E,B,96.05853312671933,-26.275272658630993,D,15.098644932934773,E,31.97375524931207,C,B,0
Muslim,Heterosexual,Yes,Divorced,95.65263672273974,-145.74961019657417,-135.05493593676462,50.058305899481994,C,D,97.93874763282021,-101.18400494283154,C,-15.457355354263932,E,-100.66354171851945,A,A,1
Hindu,Bisexual,Yes,Single,-44.31120674345394,-107.12941745784707,-72.65538681987591,48.12982899205736,D,D,-106.32708126954054,54.369746148054475,E,34.74834687785089,C,54.35576035687363,E,D,1
None,Homosexual,Yes,Single,143.20335538570822,143.46655882196322,140.09891410353708,-6.339409658184595,E,B,-167.18037204626518,13.390211770638437,C,-107.63300541212708,D,-65.91878540046993,B,A,1
Other,Homosexual,Physical,Divorced,5.410008614018745,14.223185205601391,161.93262159803277,48.18279871738348,D,B,83.80620921637102,67.0719957067454,B,57.61110595338135,B,-233.6575449373615,E,E,1
Buddhist,Bisexual,None,Divorced,123.59083610577845,50.461783436740696,-38.1475261064217,57.16644494914832,A,B,-82.50754687150781,-140.04541796558806,C,-164.5573002879258,C,156.34190627501917,C,D,0
None,Bisexual,Mental,Widowed,-73.6025200183648,-0.9311545294665133,53.21860602838802,49.41374014809517,D,B,141.43938874324468,-12.242484779056916,B,59.21406218958125,D,-76.97151145850185,C,E,0
Hindu,Homosexual,None,Single,14.082329782513762,0.38559067224362625,37.17430102403932,53.54842325885764,D,D,105.91638337767859,-109.63739000207715,C,-87.37993506840766,C,26.476870094967524,B,C,1
Muslim,Bisexual,None,Divorced,7.288811413088221,98.17778373372455,80.09361955316177,-66.22299757839713,E,D,1.0864617571026676,58.17652542599161,B,-22.019498346372675,C,-104.05935238837334,B,A,0
Other,Other,Both,Divorced,-112.98585835936944,63.50815211601625,-75.79560524551516,45.27853680168544,C,E,-99.7145925285785,-123.24973095868773,A,82.83085645869248,A,-240.2704718788607,B,B,1
Other,Bisexual,Both,Widowed,-39.38956593737007,-145.08467521721937,-27.096374044453913,-94.18199044489462,D,E,-94.80767593980869,166.7565388542792,A,-212.4402322866498,A,100.40323818723806,A,C,0
Other,Bisexual,No,Widowed,-0.875998246484325,-58.737511667914625,222.33148988504854,-126.9735435476734,A,A,-70.54221153062652,126.71274086635258,E,-27.641748471892924,E,90.37633294663559,E,A,0
Hindu,Homosexual,Both,Divorced,-36.963863165552915,1.640120079451428,-50.595062912326824,-27.088773986549636,B,A,85.94021836744524,124.0025134214223,D,-170.9980972299688,D,-107.42335511247518,C,A,0
Christian,Heterosexual,Yes,Widowed,207.51247521981907,91.24243563178571,-22.20494355329053,-36.332382951203165,E,D,-117.72603124960415,-162.86120791679483,B,-121.49759898952017,D,-103.31058076238415,E,D,1
Other,Homosexual,None,Married,52.68956595989949,-67.4274893197548,22.486957065480567,72.84850171787461,A,E,21.9773382362035,25.714322460622796,B,80.55030535552852,B,102.91299691216919,A,E,1
Buddhist,Homosexual,Mental,Married,6.057857272649252,3.4901244958542055,60.55263763449622,70.08981146745136,B,A,159.6548027240912,82.95968303395831,A,-33.92371693444786,C,-124.30829901135263,E,A,0
Christian,Other,Both,Widowed,120.94830513368456,-4.757472362206374,66.3493072585662,-70.68598824166912,A,C,4.710769137806225,90.85436933333486,E,-76.74861806231458,B,-71.85133536214482,B,E,0
Hindu,Other,None,Divorced,70.75479874004725,-145.8460699774104,16.60690685302031,-93.08887611623906,E,E,76.88710587894977,-36.869980080944096,D,-57.67378892672027,B,132.2864739085731,D,A,0
Jewish,Bisexual,Physical,Widowed,121.01473322637423,-239.08919855107013,-27.591153790309654,-140.76498878673306,E,D,-112.1811875503361,-76.6937727391452,A,118.4068127638662,B,88.17869460181271,D,D,0
Hindu,Other,No,Widowed,-71.16852476922072,114.60965587939147,-185.89787380896462,85.3998019637788,B,A,50.665798450490776,27.115204147680704,B,30.776567522994437,D,30.071102107109333,D,D,0
Muslim,Heterosexual,Mental,Married,51.83841133218506,256.69136668657114,-21.5986300797173,-178.252384992753,C,E,-11.312988531441693,-80.9666974258946,D,-87.47932490757083,C,-146.33316660484164,C,B,0
Jewish,Homosexual,Mental,Widowed,-47.501700786707666,-252.36634128451686,-81.31424496523222,-108.93310013529404,A,A,108.31864424633946,140.15880502957836,E,-99.86976692487751,C,-182.07471442026232,C,A,1
Hindu,Bisexual,Physical,Single,-140.71613272796176,-32.987842655434044,-12.050832611828245,29.99713677896895,A,D,10.752947410903413,150.87452455441408,A,-78.59650154469863,E,-58.57027595176639,E,E,1
Christian,Bisexual,None,Divorced,18.275895910496224,-210.90047261552235,-150.91768826205495,20.138980136515215,E,D,53.839752723489184,76.13714446863753,A,-191.94142253630298,C,-6.992345198733804,A,B,1
Muslim,Heterosexual,No,Divorced,-108.70702916356221,-83.16779547430058,-116.73978867619934,-147.64033343079404,C,D,-75.24649332593472,44.308452229655224,D,-13.104441645891743,C,-137.49047131529687,B,A,0
Other,Homosexual,No,Widowed,23.210376463493425,-80.13045285793362,0.4952484070596808,52.596106265840234,C,B,-138.89186082952875,-202.0654154795622,B,-160.92594475885693,B,-76.95108159996326,B,E,1
Other,Homosexual,Yes,Widowed,-10.4708084536652,-31.880074433683596,21.972457328832157,-18.183576832161485,D,D,84.44508690061443,98.13432156416711,B,7.328696032007204,C,-192.06746708216983,C,B,0
Jewish,Other,No,Widowed,9.13520010839962,101.96571303987565,-41.79175900227343,-64.31700490079453,B,D,90.66782278829837,-62.44173158277303,E,87.33441278536247,A,17.839488117170564,D,D,0
Jewish,Homosexual,Both,Divorced,-50.403516492713976,-41.4809049515467,64.33988498917014,-15.84052040095679,D,B,-153.64837145642463,-2.814402969634006,B,-43.46047333674583,C,98.96475842523606,D,E,0
Muslim,Bisexual,None,Divorced,-202.62044882152188,73.37081514126145,16.894775140670742,64.28507571429893,B,E,-58.86481905646305,20.58040235375939,C,249.6567944963349,C,-56.746839579077545,D,A,1
Hindu,Heterosexual,Physical,Widowed,49.54356827284494,-151.57219299135843,51.655791585902314,-131.1469937391272,B,E,-0.7125306860851537,-160.2492626848208,B,76.00095642997317,D,49.55479534899766,B,A,0
Hindu,Other,None,Widowed,69.02061277858971,-110.6000403464175,125.01659634380282,-84.2207867321636,A,A,-162.0420150165098,23.042262249887557,A,146.1191799855811,A,-0.06771186181257682,D,C,0
Jewish,Other,No,Widowed,73.87098898152459,98.78203253156738,-29.2200415696308,61.63232488982078,E,A,93.8187449247887,91.10740572761244,A,1.1759779720284764,C,249.12132020385,C,B,0
Hindu,Other,None,Single,77.33496297830662,-171.71913483138485,-8.240215602973905,-92.2247823629198,A,A,98.53051276579453,-90.06815739824184,D,120.73130414666244,A,-113.27234956815334,E,D,0
Other,Heterosexual,Yes,Single,-189.94049423604434,8.652863876920044,69.35318722783585,15.372425175234724,B,B,30.538698810837822,-73.85371166010808,C,77.42483288256723,E,79.18702095597952,E,A,1
Other,Homosexual,None,Divorced,-247.13660150595538,-88.4220332991505,-159.33726983317132,132.09470224842008,B,A,-2.0512010989667644,141.1711403473006,B,-235.32492465353022,B,130.10371644764655,E,D,1
Jewish,Heterosexual,Both,Divorced,-15.276525157468596,71.01371982367696,44.72372165029613,4.54823212969014,C,A,95.5895251022762,49.736666929062224,A,20.72667776865347,A,-134.4224894483614,D,B,0
Buddhist,Heterosexual,Yes,Divorced,27.111656113845058,-3.5024002634266194,56.35154098048444,-56.94468970605082,B,B,116.55652599504288,-3.018240153316158,D,-37.11678366900686,C,-61.47487362146757,B,B,1
Buddhist,Bisexual,No,Divorced,-14.510052329887749,132.80574114079172,-15.4361511266454,-17.03978955006333,E,E,12.521757288900567,-13.03796866297279,E,45.66390444706847,B,-82.12370253635888,B,C,0
None,Bisexual,Both,Divorced,-142.07184916057665,-153.00066463351797,-122.43316279750398,26.345140103179077,A,B,-26.491340662230222,116.72494005472645,B,-17.465059643594074,E,-45.20587203765536,C,D,0
None,Homosexual,Physical,Divorced,-43.03989166487004,40.561520613686355,-120.14164832072056,73.16683908638633,D,D,47.59524246863825,-167.42492990454667,C,-18.070610904119377,B,15.557059812267182,D,C,1
Christian,Other,Both,Single,-39.152503956952536,74.90796453422406,23.32223568323734,-226.32014264215425,E,B,11.927507360707851,-71.22289653669394,C,-2.503503536183528,C,140.73438287063266,D,A,0
Buddhist,Bisexual,No,Single,-87.52280938968528,69.43202315686977,-123.57796807976725,37.71434050115639,B,A,-87.79084448525958,104.77352151246808,B,-36.20706339015095,D,28.498170344709617,D,A,1
Muslim,Other,Yes,Single,241.24750675923795,-33.001923826145024,-148.94982484618978,-35.30906627754343,C,C,-74.51972916250142,72.34780498809484,E,36.62828007576211,A,-139.2296036762641,E,D,0
Muslim,Other,No,Married,34.649317368067265,-172.40636421038158,41.25342508397545,88.98292138237667,C,C,65.98499330331101,56.742462066179215,A,33.8102249784104,D,-65.45088482937777,C,E,1
Other,Heterosexual,No,Married,25.37777260696937,-163.49548211117414,59.01190983556943,-24.902139560049193,B,E,60.23031722808502,-185.32705758664898,B,-156.23968002751693,C,-36.83599056100795,E,C,0
Jewish,Homosexual,Both,Single,45.05837726194212,55.6218439495289,-116.27425577111418,123.42111066756067,C,D,115.10110222016412,-116.75869706143047,A,142.7962373739191,A,-33.56138374186164,D,D,0
None,Heterosexual,Mental,Divorced,-18.136811354292742,-89.60176104749317,-33.35138371103812,103.42063440094755,E,A,65.1751076520692,-115.217510344833,A,-41.35198122895984,B,-18.368656034692677,B,E,0
Muslim,Heterosexual,Mental,Married,74.93839311662187,23.908911863922302,-6.659248661301722,67.71663982300467,A,C,-113.01722170410409,118.42755716122988,A,-25.159397701480895,C,16.970831939534243,D,D,1
Jewish,Heterosexual,Both,Widowed,13.832422798792768,133.85965401438796,-166.62254869398487,142.80785467130417,D,B,11.260507194938112,10.738374887787945,D,4.779722050316697,C,-130.18107811493635,C,B,0
Hindu,Bisexual,None,Single,65.22615690710929,9.422296347517726,79.20166264695688,-117.51005318515524,A,A,141.8857094895277,-22.038090161267565,D,169.30226850052617,B,39.8517442188473,E,E,0
None,Other,Both,Widowed,-164.63880293650269,305.842670170995,-24.73312288392918,-11.631263005991107,A,E,-58.86988354710866,26.074292439369195,C,-46.548557560089236,E,121.33565149453965,B,D,0
Muslim,Homosexual,Physical,Widowed,90.07754435116476,-140.87661772789423,54.76697651603576,61.37220073639861,E,A,135.58108751650002,-17.747923470132225,E,-21.613926344199864,D,-82.91478837488566,D,D,1
Hindu,Heterosexual,Yes,Widowed,60.0474020577502,129.32464056594978,57.468856298031525,-42.82057797629626,D,D,6.624336908785894,73.3923891969899,A,-52.50428702588884,D,-14.66835321613641,B,D,1
Buddhist,Bisexual,None,Widowed,63.317246241991946,40.92246322451557,175.79577086690327,-5.266768534184499,E,E,75.59326739435436,21.495442613931566,B,78.06158385872472,E,-16.160377838984047,A,B,0
Other,Bisexual,Yes,Divorced,268.6141147338117,165.98448162199372,-68.31611175411774,10.813548977657458,D,E,-6.625043070348273,112.20584153522972,C,-206.50186221502844,E,100.8068974036428,B,D,1
Muslim,Bisexual,Physical,Divorced,105.41955927073798,3.0333182716380636,-78.94309165776113,-165.5503631639172,B,E,-5.093952645074531,-78.70211815991942,E,67.7916216302507,D,-96.32634404458629,C,A,1
None,Homosexual,No,Married,67.95853939052246,-12.19738849495242,-65.42577796370162,124.04628777418255,E,A,-66.36678379760082,-65.67079053722344,A,45.94859776035688,E,0.09854232110026598,E,D,0
None,Heterosexual,None,Married,43.84871474401558,17.12518953667889,-17.143533672596917,-165.79224653288324,D,B,-65.65162651608308,181.54411131145056,D,-129.65838767630373,C,-85.2739191297243,E,C,1
Buddhist,Homosexual,Yes,Divorced,-78.47523433291914,-133.16161811918442,-112.01351290141346,-112.81407684859244,E,A,-26.60687179319497,-195.98527847856798,D,90.51832318855465,D,-33.07012794236296,B,A,1
None,Heterosexual,Yes,Single,-192.3158955724273,-284.3107537393916,-43.752835720795645,2.3266039419159683,A,E,-125.16451860347892,-213.0762321920185,C,-225.88068086334297,A,91.26242264607326,D,B,1
Other,Bisexual,None,Divorced,140.89557005907812,-92.84045945539863,-22.217625819576895,273.694941249315,D,A,79.5316129553526,-217.47926694041388,E,-56.4893765730787,A,-64.77842870516193,D,B,1
None,Other,Both,Married,75.12114768919918,-65.80547303094428,10.023006338099067,-13.964379587632422,D,D,5.281899886689024,-72.3185183626052,E,-155.18281131348442,D,-155.4820478479901,E,C,0
Other,Other,Both,Married,22.407524347978804,82.5609341991124,86.4947505442682,-94.73771714399997,A,E,271.86691012093024,-89.93264429313746,D,103.255945427892,B,-145.26364416981215,B,A,0
Christian,Bisexual,None,Married,11.919528208877539,26.990402532418535,-32.53335317617665,103.47297507624526,D,D,60.63179422910318,-132.13472389186217,C,70.90132428877232,C,67.48429578168724,D,D,1
Muslim,Other,No,Divorced,26.60454459208461,-41.403283658005094,-102.21403732374515,60.20245734464639,A,B,-61.02586299886688,154.13509645619283,E,-32.15020018905641,C,147.72465697987167,D,B,0
Other,Homosexual,Both,Widowed,4.758394146961517,-73.76287922358988,153.66785605544854,27.060533925721654,D,A,23.17529176184521,-138.81220350248307,A,-150.81711576851507,C,-126.0982178189989,D,A,1
Muslim,Other,No,Married,-82.96609539515428,-37.25442809528499,-125.29259846421917,-39.256316309061305,E,B,20.805940520026912,31.65947738611885,D,-145.73771004836084,B,-13.917129846636556,D,E,1
Christian,Other,Mental,Widowed,3.4498297488435448,68.0371824413507,-182.32874971108885,-157.3619088012633,A,E,-54.80816812566709,-49.67583097980625,D,22.86497773996778,E,42.567279357254854,C,E,0
Christian,Other,Yes,Single,-0.1676938750809975,148.15004530041494,82.3891531905591,-48.38206446935907,C,B,134.47654023492206,-11.483758844709104,D,-153.62568000539457,C,58.58601356944525,B,E,1
Jewish,Homosexual,None,Married,-149.54266055187276,-197.36548923174252,-256.6966539110758,-10.773870027070465,D,C,-69.66133702454005,100.37959060044666,E,55.04711427717036,E,-9.267887716918741,D,C,0
None,Heterosexual,None,Divorced,195.99020692948554,-54.100432764075876,15.050444460189297,-210.13400547562622,B,C,-33.06003186516826,-74.77674656508299,A,-5.043865681891292,B,-98.75750579760812,C,E,1
Buddhist,Bisexual,Yes,Divorced,-67.25486730971205,-38.58895265896384,-146.41815980633095,-6.481367763181976,B,E,3.0194977727385672,-125.52273444875355,B,89.90505253116645,D,88.25211750883926,C,D,1
Other,Other,Physical,Single,58.061316489746595,-129.0110564077439,-120.84032107794131,-136.16303870680542,E,E,12.941179745301584,-21.35325366105794,B,-69.0073081285562,D,122.73632745179808,A,D,0
None,Heterosexual,Physical,Widowed,122.9946978284222,50.40641943452581,-57.67889942160852,68.73032164290584,A,A,85.24571670598398,31.661610634722315,B,91.57088992888937,A,-80.65676188671885,C,B,1
Buddhist,Heterosexual,None,Widowed,-0.10892943113792229,14.353352242236403,-47.29633931533387,121.54763467760151,A,B,105.65102087953426,58.54817766576919,E,-24.43694431311813,D,9.335222505905271,E,C,0
Buddhist,Homosexual,None,Married,37.87169515229535,-124.18507341290994,-33.72127302603767,104.63225661381487,E,B,-4.816604234205248,-154.41116959873875,C,-168.4020907855935,E,-69.38660230334109,C,E,0
Christian,Bisexual,None,Married,32.28234280668526,-92.64597696329122,138.01810885374604,-110.92811849262552,A,D,207.12890609257903,-0.5346760336781662,C,-121.77096263713376,B,-31.791438650185004,E,A,0
Hindu,Heterosexual,Yes,Divorced,-79.94235071824558,6.50900163204098,-92.99021451982497,130.8524108851644,A,C,-177.01694953185944,-217.91296018387726,C,125.57967169873898,D,-64.40703063384345,C,A,0
Other,Other,None,Married,37.840793738254575,-44.56281393588076,39.851493080448755,113.8914840424469,E,C,25.396907691378235,-19.675638560483776,E,-67.20501770626566,E,10.99181105695825,B,E,0
Jewish,Homosexual,No,Single,4.548526914897676,-138.43665388265242,-10.873974540512837,-2.0540456998602274,C,D,114.79546178980597,-191.2559837989608,D,-142.3438773709127,E,-234.71118517812744,B,D,0
None,Homosexual,None,Widowed,-54.413838226705046,-64.46902389109572,7.182463616266441,78.07515711219249,E,B,12.744151342599034,4.58729745671453,B,76.13709862501925,D,-69.46434274109961,E,C,0
None,Other,Both,Widowed,-96.29524979305644,248.70793774765536,21.469561196144387,138.98254116683063,A,A,88.59932204395827,-58.71350593810503,E,-77.5843218697561,E,1.7128840232466764,A,D,0
Christian,Other,No,Divorced,12.905361552323358,14.281164831093426,-150.27675079123165,-142.43350377024257,B,D,40.309584912768855,49.441337991483124,A,4.038379469745417,C,-92.80113168133909,D,A,1
Jewish,Heterosexual,Physical,Single,-111.29699492440324,2.863673937660308,98.36782694481215,75.05757330513937,B,B,108.8482680487193,-98.5366452333233,D,-100.24921415205054,B,-56.11476806303143,D,B,0
Hindu,Bisexual,Physical,Divorced,-101.69530983255844,-78.53429317551479,-33.77518754075156,125.84240872095825,D,D,101.40321933709716,10.848909575958638,A,15.00964946024698,B,-51.093915426153345,E,B,1
Buddhist,Other,No,Divorced,45.520070528529644,-15.19640172232212,1.616097078815798,-25.466710357465068,A,C,-145.38173245584258,-49.03140956037789,B,108.20288171444787,B,-41.16226558967932,D,D,1
Jewish,Other,Physical,Married,-54.51550595392345,32.67020345107183,82.76352061636145,-188.52535968721577,D,A,-160.83426950116086,136.58672195369056,A,-158.07396366924357,B,144.5560522524154,A,E,0
Other,Heterosexual,Yes,Divorced,-135.9863821094536,45.175298900035884,164.36762835970725,104.7501948883264,D,E,-103.17226314855503,116.19181129606795,C,-106.71505161133072,B,85.05748772528872,B,E,0
