orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,65+,A,-9.743533733875022,99.18593271404661,C,B,C,D,B,134.5778944733153,-80.23502468261677,-32.90795597078227,A,A,-77.06793212752476,1
Homosexual,65+,B,-56.19310627407865,-26.790713867263406,D,D,D,D,C,-5.305710372138057,101.00945307122902,-58.357469575248444,B,E,95.0309993283006,0
Bisexual,26-35,D,-25.92055924761947,-33.049795734287535,C,D,C,E,E,-34.64126233214531,-2.394236825437992,-57.21725070251266,D,C,8.223917148326834,0
Homosexual,51-65,A,-54.699884832471334,63.6447672531076,D,D,A,B,E,-12.652807189622143,-10.700700776268791,78.09694484177223,D,D,129.8303921524498,0
Bisexual,65+,B,-62.313553150604214,98.48942003947782,D,A,C,B,B,-79.04811735735993,105.33172949215913,-43.50241085880195,A,E,-98.00583780126325,1
Heterosexual,26-35,E,-109.30806229617369,-62.15799006472532,C,B,A,B,B,147.5851377507255,188.55443375237797,70.17315404335042,D,A,127.10596634238784,1
Bisexual,18-25,D,23.34667014384738,21.974625817850253,D,A,A,C,A,11.72871444728496,-67.48618807143868,47.96233449256292,C,C,-192.64348469364273,0
Heterosexual,36-50,C,86.72674868285719,-13.35232128329262,D,C,E,E,A,119.28736352294803,180.26895932385813,28.672082776456847,C,D,-82.53339037452774,0
Other,36-50,C,-13.387560090464898,61.52095414878549,D,B,E,A,C,-165.4019785669037,231.9874344669851,-33.46089108451494,E,B,-98.96847231945746,0
Other,18-25,E,-100.86557983034803,14.817217737487901,A,A,D,D,C,16.69892309958979,33.24157058850647,44.33057571746711,E,C,-34.43530704863835,1
Bisexual,18-25,C,-16.615329245165263,9.103624423185368,B,C,E,E,B,-158.3236579566697,85.90188297429422,153.48498836419304,C,A,-79.44961666498197,1
Other,65+,C,-69.68737010555806,-92.69082911058467,A,E,C,C,D,-98.57171436425396,121.07128287477175,78.38887358699161,E,B,115.49913621854205,1
Other,51-65,B,-104.79404899079965,99.34870008893711,E,C,E,E,B,-34.83916900787891,31.286462603729987,-96.72200908570835,E,E,-5.95622260878763,0
Heterosexual,18-25,C,-18.58091373276017,23.30702283500445,E,B,B,A,D,215.55554205403564,-113.28377971849078,80.43582162564505,A,E,84.20658925050869,0
Bisexual,51-65,B,64.97731859074176,-12.12031980521829,D,D,A,E,E,62.71011668667899,172.43347908239113,-235.11225458307194,C,E,-124.6803475155927,0
Bisexual,18-25,D,61.01737108431742,16.62763475818767,D,D,D,A,A,129.48610816532275,-50.12828258483616,-7.2870792675692355,A,A,153.34765264620677,1
Other,36-50,E,-82.00266885285363,-10.336168003471379,C,D,C,D,C,-137.4365490284412,-21.446690130001798,-19.268588844126203,B,A,-149.0496081907634,0
Bisexual,26-35,A,-53.59484143099728,106.09967660842814,B,E,B,C,D,8.632395336162965,-184.4072793771903,-129.63421025695226,B,B,-36.30337069250565,1
Other,51-65,E,38.37944328949764,51.091865088285815,B,E,A,A,D,118.50298506255564,-80.18470462555788,27.905616645786907,A,E,-84.66202193812366,1
Other,36-50,E,39.78616650536348,-173.78395183465466,A,D,C,E,B,44.82787242578244,54.344790453110036,100.97881349414305,C,E,-98.3876730835064,1
Homosexual,36-50,C,-82.18977224915628,-24.85920211862595,E,A,C,B,B,-35.504362461412576,-169.17924580576437,-176.91074391062716,A,A,20.38652457846168,0
Bisexual,36-50,C,-37.768812146112076,14.50739624231928,C,A,A,E,C,77.43723472687302,-55.12828678675666,166.10398003685268,D,B,202.46695583437108,1
Homosexual,18-25,D,149.58912098890693,-51.45638888463364,C,B,E,B,A,-32.896337136866,34.54632545860205,-89.03700777521597,A,B,185.84888385134332,0
Other,18-25,B,56.42459967148209,-121.17845291763767,C,C,D,D,D,-76.68008659269191,138.4067648152796,-24.012996768062592,A,A,-126.92029201037978,1
Other,65+,C,80.44736486901773,13.862403749286143,C,B,B,B,E,24.50261238880888,-15.15768683157802,-54.57929120221454,E,E,-103.78341450747617,0
Other,26-35,D,78.62570398975738,54.03106326943769,B,C,D,C,B,78.1591028891865,199.08678587810851,15.301994282562642,E,E,-47.89198824764638,0
Homosexual,65+,E,27.561747988837343,-161.40916169743588,A,C,E,B,C,-82.00266409833314,-66.979808200227,131.3280343265074,B,B,198.77852240804071,1
Other,36-50,E,-143.79594094997753,59.26275190427378,C,C,C,C,D,-19.47283562682125,-104.33722643054939,-165.55984451741034,A,D,15.856296808921927,0
Bisexual,65+,A,-13.834232902394195,73.15935450529095,C,D,B,C,D,-82.29769247774705,-216.61603153130736,-239.9933649549618,D,B,56.802643033829355,1
Other,18-25,D,13.4514714579737,-199.1013579488135,C,C,C,B,C,-30.23562999439589,-22.451713249957496,-177.80588270409868,D,E,-186.08678170804066,1
Heterosexual,65+,D,-41.15413747722141,34.147688399475086,D,C,A,A,B,-18.70330442527866,147.4684259964401,9.304068371072814,A,B,98.04076231786209,1
Heterosexual,18-25,B,-129.53558354992362,92.96762894049486,D,A,A,D,A,-187.36097839988503,21.141736589189335,-134.22859233572854,E,E,79.00757595299262,0
Homosexual,36-50,A,58.38760606853989,136.47086492731552,D,E,C,A,D,113.2389681366596,65.56945510315718,-166.33279421565555,E,D,64.61712045853984,0
Homosexual,65+,A,-49.58192595085826,-15.99353581248769,C,E,C,C,E,35.423430806408966,-23.695827776233124,-54.47782001470408,D,A,56.93012694055162,1
Homosexual,18-25,E,-16.532557896434273,78.1529101526093,D,A,A,A,D,-13.875671246429569,-52.28511639388606,-41.74708222802182,E,D,14.033834415002397,1
Homosexual,36-50,C,73.4537353183177,179.72765018473734,C,C,C,E,A,-8.990505038028848,32.14614150581945,-27.095779738281113,B,B,-53.13441148273819,1
Other,26-35,B,46.262750029386254,-183.37855726811145,D,B,B,B,A,56.363576868644714,59.84800803621886,-121.25894348072673,E,E,-13.282992723584705,0
Bisexual,18-25,C,-34.32860866613432,119.93336224824675,A,C,D,A,D,-63.18142452562211,81.59240816916545,117.94882623545368,C,B,-134.23281604150907,1
Heterosexual,65+,D,18.461485186773363,-98.53847956405671,B,C,B,D,D,-170.87972051197968,16.312315931930037,19.721554670997314,E,B,-30.97258367912464,0
Bisexual,36-50,D,-63.38004629024498,-60.34807115798849,C,A,A,B,B,-65.11729511118428,8.917929005931574,120.59024600657573,A,E,66.01601319973433,1
Bisexual,36-50,B,-22.964098037085538,-91.28899559586218,A,C,A,B,A,-4.640763711742775,113.60968972876364,-87.59851061466689,B,B,25.26010805735883,1
Other,18-25,C,-73.49347331358864,-129.08337586949622,A,A,D,E,C,-64.9737554868401,-84.72424018250159,143.32820423018956,A,A,-64.691423511335,0
Bisexual,65+,A,-94.73682752984357,-20.920266865043395,D,A,A,A,D,-26.08258018947916,-13.864642193991909,-220.06030640920056,C,C,41.65187285287797,0
Other,65+,A,-113.40004020602498,-44.71547507629431,B,C,A,C,E,39.420859658803764,75.78397644595475,100.27967541614116,A,E,-177.00299765342706,1
Other,65+,B,-124.2683556447746,-27.002393005036158,B,D,E,E,B,-15.942827258825593,-1.5249392319810302,-58.30010986142966,E,C,19.491649238329504,0
Bisexual,51-65,B,-143.91022774794274,-134.74424729217844,E,D,A,D,A,109.6911461582285,-76.68214605042205,80.43987958422277,E,B,7.1886325831477675,1
Other,18-25,B,-6.353967105688048,-1.6420113449092955,B,B,E,D,E,-96.76630678319151,-62.513756035471616,57.16609002754104,A,D,119.10678710773952,1
Homosexual,18-25,B,26.802776182665163,-87.2466016148786,B,C,E,C,D,67.58756911339061,45.16059493319706,-136.18438161840805,B,A,-121.7922999161874,1
Bisexual,36-50,A,-102.10181660756277,68.41409504348728,A,B,E,D,B,-9.92314877647668,-40.30488935792402,-3.724886863752381,A,A,-121.37540857531725,1
Heterosexual,18-25,E,-4.226259486119527,-63.896321470522906,B,A,B,C,A,111.87002195949354,138.23263325714996,-201.93564317675774,A,A,169.9990283534971,0
Heterosexual,65+,E,-176.1290376531268,5.5034102013247335,A,A,D,A,A,-71.19519827451238,-158.5600849938762,10.181787853877314,A,C,-68.73666763269472,1
Bisexual,26-35,B,-121.23077083289351,153.9385759603778,C,E,B,C,A,47.97147759363416,9.341208354099836,-38.622269042453304,B,D,-76.74438703761679,1
Heterosexual,36-50,D,-90.97856764997199,127.36557405630957,D,E,B,B,A,-53.32224908829573,88.57117558144881,117.50519123634442,B,B,-35.28434493764407,0
Bisexual,65+,D,-57.83123728162081,-9.571215050224817,E,C,C,A,D,-39.10970724339975,-190.73952482888433,-74.66263514892498,E,D,100.5115605520304,0
Bisexual,51-65,D,31.21993850826889,83.23349347287532,C,D,C,A,A,-100.2023052625263,94.15925353083524,83.85541515361655,A,D,54.112298066637265,1
Homosexual,36-50,D,-16.884071802206265,118.533969562916,A,A,D,A,C,171.86421931241017,166.75506622900582,55.37740563978143,D,B,-4.560495760129195,0
Other,18-25,C,134.62407673832058,78.32116925721742,C,B,A,A,A,-130.38883542800576,53.97826649406395,-54.56518861955758,E,A,-35.75350134466188,1
Homosexual,26-35,C,53.84498911026937,43.000787800269975,D,D,B,D,B,-96.30474486271945,-52.62752021749746,55.758695679914815,C,E,84.15539279735272,0
Heterosexual,36-50,E,11.08448058468651,181.40535594248578,B,C,A,D,A,86.97387523218445,23.621128600702885,78.06762383709368,D,D,-203.83183983074485,1
Other,36-50,B,-6.057297048696529,-69.46812504149027,A,D,C,D,C,-126.16621948827806,32.864324036420726,-0.8059493765636475,A,C,31.31993203256311,0
Bisexual,36-50,B,-18.05692564832463,-106.98852522340236,C,B,B,C,A,-62.03892465203753,142.01459342900037,155.27583462647024,A,B,-23.24481584823274,0
Other,51-65,D,-21.241053057119448,-95.94632143263878,C,C,E,E,E,-31.038628513176086,79.85542862626119,-9.250141130965057,D,A,100.58021113451147,0
Bisexual,51-65,A,112.47762502264646,-34.19398361557217,D,B,B,E,C,-278.69365078820243,-43.91960418657558,1.069095368113455,D,C,-101.60105155381704,1
Bisexual,26-35,D,148.77555191482844,-84.75049444973412,D,A,E,E,B,-132.3907807058574,241.99080474582684,-50.0249368411457,A,B,-22.03957127706629,1
Heterosexual,26-35,E,54.60230964179459,-56.53144267156096,A,B,B,C,E,20.316354119827558,10.46866443112068,-43.58116116389543,E,C,57.334957869443926,1
Heterosexual,51-65,A,95.49311525291697,97.13951955642737,C,E,B,B,B,-132.42073241255602,-123.87362231455077,90.44035215645229,D,C,118.97917130712305,0
Other,18-25,A,-66.32925577993419,-34.26614977269231,C,C,A,A,C,34.97406948801915,56.78371755936064,-62.900524290315474,B,B,-103.27923497556868,0
Bisexual,26-35,B,150.02898959427827,-128.90256644360682,B,D,B,B,D,-20.515298944451494,-36.69527678829251,-118.9629744553763,B,D,144.53922102050475,1
Homosexual,51-65,D,6.614581000828326,-13.358420860298528,A,B,D,B,A,7.5426401232289635,-49.83475666193216,-43.11637583995729,E,B,-3.706306308058016,0
Bisexual,36-50,C,29.706985668017342,-58.93265281187274,C,B,D,B,B,-66.00179227575967,-73.72719693758913,19.28834110909749,B,D,-129.78604579503192,0
Bisexual,18-25,B,-129.7357385353727,-6.961830326360135,C,D,D,B,E,-20.686784653519467,43.06213982200104,230.96873735548223,C,C,19.065700136436632,0
Heterosexual,65+,A,142.64413596528374,13.039174148390902,C,D,B,A,A,31.583899625759248,-73.74571410606781,92.73974323460004,C,C,44.70044509280782,0
Bisexual,65+,A,132.93699144533906,70.8875206922296,B,C,E,D,B,185.74060222836752,-17.3255880623176,-157.5337953677255,E,D,43.18537667737779,1
Heterosexual,51-65,A,-133.09911978520657,-63.202873280642855,B,C,E,E,D,65.77024619949803,-24.683937162778953,29.8727949623045,E,D,145.76662436275566,1
Heterosexual,36-50,B,202.19424340873803,-205.0336659072542,D,D,C,E,B,-118.7576159581132,153.11598824542958,14.86663228330077,B,B,137.69854050371376,1
Homosexual,65+,D,-90.81001271025188,172.7870314813605,B,E,D,C,E,16.000225313112868,65.83049790573197,-92.27475274987417,E,B,-144.21377298429672,1
Heterosexual,65+,A,-21.680631148375337,-78.78825484177653,C,A,B,D,E,23.109301685890625,-37.44217799275841,46.82609741631022,A,A,-2.2526543503071608,0
Other,51-65,B,40.50751454259694,19.56651486712316,B,C,E,D,D,-139.54900258756714,21.679710708625187,-82.40093000156814,C,A,6.267347634799606,0
Bisexual,18-25,E,49.897524215974194,-20.015588130461715,C,C,E,B,E,-70.3756664167906,4.554189097055293,15.95590022195548,B,B,158.80316573927973,0
Other,51-65,B,-46.902576086429505,-32.33966378634316,B,B,B,E,C,66.22809762925827,-10.968643143822916,-110.4465625940342,A,B,-19.182301061413117,0
Bisexual,26-35,B,-54.897049135118415,7.043881557380126,C,C,A,A,A,-78.57529161723626,-46.406588465666594,-141.58154040791982,E,A,247.50183247860505,1
Bisexual,51-65,D,-38.055766288831386,24.49070111445075,C,A,B,C,D,-165.8839759982633,164.9618499298301,-142.55129232117804,A,E,-75.62558613404006,1
Heterosexual,18-25,E,158.90489170691328,-12.988251498412568,E,E,D,B,E,14.85079665619217,-16.868593013016895,153.36343835616387,B,B,35.64932863217994,1
Bisexual,18-25,D,-53.29126187561625,247.32205933819884,B,D,E,C,E,73.50251690613938,23.74603339004459,-14.441845020195029,B,E,31.320546216101253,0
Heterosexual,26-35,A,-100.65117470171658,25.922950268199795,B,A,A,E,D,17.817446139315077,-65.15983168505244,73.39117113840348,A,B,95.99605290853003,1
Other,65+,C,16.653878841494734,8.277607749109496,A,D,B,D,A,-70.78790518775268,56.20868001348731,82.63591087874748,E,E,-71.78703689895748,0
Other,18-25,A,-40.20632669293167,-71.2899073569374,A,A,D,D,C,-5.372694273709502,50.088605937667296,-68.91069975389064,D,D,205.41524394093616,0
Homosexual,65+,A,-31.467233932998894,-0.3294458206588483,B,C,D,D,E,140.97811164702082,14.036549438166304,-179.1554025528004,B,A,20.666794021413857,1
Bisexual,36-50,A,-183.19162034074347,34.90255382703874,D,A,C,E,C,-69.67437155701923,80.11658470087485,-108.5040688373137,A,E,-254.6737547899465,1
Homosexual,26-35,E,-55.49735384700468,-77.1567772386526,C,E,C,D,E,-104.46101870388362,-138.7712016705957,-4.903858319736362,B,E,150.59931528096416,1
Homosexual,26-35,B,19.703293737051062,-39.21653265687739,D,E,B,D,C,2.5283257936126353,-17.862300763314344,-51.33291610696447,D,B,-57.75972026431615,1
Heterosexual,65+,E,46.46174116370606,28.92481463008424,A,E,A,E,D,97.04307553981462,-202.79874936708165,-78.1195134028887,C,D,-11.232487729736949,0
Homosexual,36-50,A,-39.27674959318431,-11.014215628731993,A,D,C,D,C,6.0109867605301375,-156.54913169915653,-68.40462216516906,A,C,-181.3926054708585,0
Heterosexual,26-35,B,-146.58501803497936,41.96950068388844,C,B,D,C,C,49.16398301318703,-49.644435586113225,-53.68046645926773,D,D,-159.72612879745265,0
Other,18-25,E,74.16377017706552,114.24274064228852,E,B,A,C,C,79.82098626263402,124.15228730565902,-79.23731663473974,C,A,-75.2134092700153,1
Bisexual,26-35,C,88.32023826523059,166.1328458078344,C,A,D,B,D,-169.16666559082256,12.069452168312399,-46.99706428816042,E,B,165.1834825436267,1
Bisexual,65+,B,-19.615621819153304,-103.4032167879509,C,D,E,B,A,55.83795456949484,-17.06473132183552,8.116046823679076,E,B,126.0586802181706,1
Heterosexual,65+,D,-63.30791761078588,145.71642046253908,B,E,C,D,A,115.91732687153265,-54.743927886073095,163.24517783943696,C,A,-118.75099421743933,1
Other,65+,B,-68.05801023749942,-9.831952489333478,A,E,B,A,C,116.53574876590038,40.55394337840838,46.331929407960395,E,B,-81.9597988246468,0
Bisexual,18-25,A,-26.567776144560273,30.257931546207484,A,E,C,C,D,-97.8477939979596,92.23641599739393,130.24743651903742,E,D,-181.2309311113937,1
Homosexual,36-50,C,-157.5407359913184,-112.02824009485508,C,D,C,D,D,75.7111210781111,-18.31559211088328,-17.16636195986128,A,A,5.517953541774834,0
Homosexual,51-65,B,178.86677120165447,16.83954856570078,D,C,A,B,D,-123.39693035058063,-229.43483392952893,-160.02424550777178,B,E,-74.55636304158129,0
Homosexual,65+,B,-46.61892177614313,90.1948986224273,B,A,C,A,B,-82.04530007762013,20.991153482740895,-31.953176336950325,E,B,193.60807787997675,1
Other,36-50,B,-201.81752326072854,-147.3271603450362,D,E,E,B,D,-45.759721997031086,-166.4217528802765,134.39564794850259,B,D,95.14814171657257,1
Heterosexual,18-25,A,-223.24416426575237,42.20838682652106,B,C,C,C,B,103.19781281634441,200.6585386507155,43.983935896902636,B,A,17.686360406583947,1
Heterosexual,26-35,B,-209.5300920747977,155.8793725475497,E,D,A,D,A,-40.87242911887877,101.32980905193942,102.18410695114525,D,C,53.2650897306244,1
Bisexual,18-25,E,-47.40792376666099,25.772304700591057,A,D,E,E,D,-59.952784622841925,-35.25537584094186,-65.02875627403479,A,E,-96.196835899902,0
Other,18-25,A,106.08349401534991,-26.702091677972355,A,D,A,E,D,30.704715346051138,-117.95812433100188,91.1402224187019,E,A,76.06687276295393,1
Heterosexual,36-50,E,50.87422179692172,-43.825603066256605,C,D,C,A,C,160.48458220526777,-95.75824496589014,-21.042511393971804,B,A,-111.66357730442937,0
Other,26-35,D,-94.64233175245043,-183.17391898051608,E,A,D,D,B,5.957500381588068,18.97229725461934,-96.74470962602223,A,D,-47.688709208835306,0
Heterosexual,65+,C,59.13549893946215,36.444476398816406,D,C,A,B,A,-11.123455418881354,7.1595234413918645,33.161428743339144,B,E,-14.974095935385892,0
Homosexual,65+,C,115.88315297089764,47.75562171845705,D,D,D,B,C,-156.88339468593574,73.17058351491062,105.93067437780883,B,D,-39.655695699085435,1
Homosexual,18-25,A,-21.892541523132515,-49.93646547114408,A,D,D,A,E,-114.16481668939089,-57.28422604609315,3.7147246447789697,B,B,-250.82280929476656,1
Heterosexual,36-50,A,-47.548981474151276,58.76477958081905,A,C,C,E,A,8.44507444595282,-110.97411947835572,43.50759131140084,B,A,90.96277177331878,0
Heterosexual,26-35,C,26.38570044240313,111.34478138442523,C,A,A,D,D,152.0328539654562,163.28173457940304,-182.8092239567179,E,B,16.25392486485252,1
Heterosexual,26-35,D,-83.81296734413424,-124.56384951619262,D,E,E,A,C,162.1535691883324,-73.2830142151631,-63.1914584647547,E,D,-109.98801414741,0
Heterosexual,18-25,A,-41.271722054332464,85.63847542283854,C,D,B,D,B,163.8995304624646,-218.77518005523672,-85.86677266951267,C,D,89.86603194157702,0
Homosexual,51-65,A,36.9050807341263,-57.163465756298535,A,A,E,B,E,100.89820475926754,-178.84176852075475,95.78086465556211,D,E,136.05131521350643,1
Bisexual,18-25,A,-72.3631053452508,-28.999637140440406,E,D,D,C,C,22.000380671684418,63.1939882695814,56.1811071469264,D,B,-163.84335987011113,1
Homosexual,18-25,A,-31.525320996595735,-30.07216095087204,A,B,D,E,A,103.04778012200526,-68.37686292094679,213.1818483617627,A,D,-116.5762072826297,0
Homosexual,51-65,E,-66.21711438221892,-75.82691240681157,C,B,A,D,B,51.09500275183865,-219.81515278120375,127.14570576099842,D,C,-78.06973979877272,0
Bisexual,65+,D,22.265757364093275,44.46728472924123,E,D,C,A,C,-90.81848759257025,78.12328668524327,95.76689391614742,C,E,99.57892547753153,0
Other,36-50,D,202.2152526256983,39.764574083027576,D,B,A,A,E,85.44327609238684,93.48972006041029,-215.6586360490539,B,D,91.6921007557027,0
Homosexual,36-50,B,-18.60551253853351,9.897151611520743,A,E,E,A,C,187.71193048629027,136.63827410279492,159.70732911007048,C,E,11.378360855863958,0
Bisexual,36-50,A,-5.916202866451668,41.430722906149796,B,E,D,D,C,114.20525447655561,-26.24382553711506,286.06736442004086,E,D,-27.728555987830216,0
Other,18-25,A,-198.5687489562115,-168.17204121206413,D,C,D,E,A,-122.84896133315783,-51.1116522834105,83.67438779900384,A,A,-55.468942730160485,1
Other,18-25,A,114.30212777104656,-107.16853075728419,A,A,B,A,E,-191.94272147216037,252.431768818223,-166.42162582500964,E,D,58.096537376109225,1
Heterosexual,26-35,A,-102.43220422166803,30.063888862402244,D,A,C,A,D,108.15750024415011,58.1945423141319,191.97640942803577,C,C,194.9262152022149,1
Heterosexual,18-25,E,108.23667703778162,50.94353693917483,B,B,D,D,B,110.30854261640886,-180.94630871709788,165.48002645097802,A,B,154.33529544210637,0
Bisexual,36-50,A,210.86806365333945,-70.83463023071054,C,B,E,D,E,-68.0854489164052,7.362357327695294,38.67609439122541,C,A,-25.795317400606077,1
Heterosexual,18-25,A,-227.7194212662323,-129.38894170360905,E,E,D,C,B,-85.33246042976003,-109.09070870812587,28.316654988274557,B,D,28.00103489173803,1
Heterosexual,36-50,C,26.097187034339758,66.58016771558405,E,C,B,B,E,-36.749453612289514,2.649360847380987,-189.79683525817978,A,E,-8.220798403318845,1
Bisexual,26-35,A,-69.93077501165187,-139.53361107829366,D,D,C,A,E,22.696053727918038,-136.1406977936447,-0.7916060265792484,E,E,96.26969313391456,1
Heterosexual,65+,C,-6.627680660696211,-184.77491624628078,A,B,E,C,C,159.82956903177447,121.81768400322485,118.07710004911965,B,B,43.06465224075592,1
Heterosexual,51-65,B,106.08391410507647,-132.74141088678496,C,B,B,C,C,67.01216170411827,-96.56017108860169,80.1228822154048,E,E,119.83585160982742,0
Other,65+,E,7.638520513433063,-59.99820491072876,A,D,A,E,B,184.59971461192444,155.3924902706502,56.61836216833376,E,A,25.20763574340293,1
Bisexual,36-50,C,114.39408513527785,49.78041710355169,D,E,C,C,C,115.03265077352258,-88.68412098732044,-159.71946651942082,A,B,-18.765655040257094,0
Bisexual,26-35,C,15.481922392496097,70.83869758926284,C,B,C,B,C,25.16647725201459,38.567440744051154,51.997951254904166,B,D,155.761886762232,0
Other,26-35,E,-21.811595488497407,96.7513114656783,A,D,E,D,C,-22.10441449556841,126.83516492663887,30.169400609727294,D,E,7.953076859805074,0
Heterosexual,65+,E,-72.3524031775435,36.8888207952718,A,E,D,B,A,22.143915646701306,32.771491989457836,50.81880492106337,D,D,44.68774355386804,0
Heterosexual,51-65,E,-154.1891791500078,139.59799399233145,E,D,B,E,C,177.01558386136492,111.84887451865382,131.5234443430423,B,A,-161.60581682636644,1
Bisexual,65+,D,38.97354240348853,-245.60337860888643,A,C,E,A,D,-42.12810465019667,18.63639639825543,38.02743242896513,D,E,-76.75892321430042,0
Heterosexual,18-25,A,65.94653327547026,-75.74157809655152,A,D,B,D,A,136.31289342183584,-134.39126249206188,-80.3774000785875,A,C,-105.31852393978214,0
Heterosexual,51-65,D,-23.80288579782929,-8.101332288139801,A,C,D,E,A,-53.98290551516137,-127.55308752317976,1.526908039748867,B,E,-233.47298640836337,0
Bisexual,26-35,D,258.26217427904055,-33.843392197423995,E,A,A,A,E,-49.88716742262406,49.97897872713635,15.571936578709094,B,A,-61.81151687233276,1
Homosexual,36-50,C,-52.90142740875884,-89.48371568766433,E,B,A,D,E,1.5527004544771221,96.18582541053675,-49.68390942986625,A,C,-150.26370840137665,1
Heterosexual,65+,B,-89.49627555653538,-161.0920069246351,B,E,C,A,A,45.12584076967438,-71.3868653512741,-86.84067194378568,A,E,-121.89128086833374,1
Bisexual,18-25,D,-76.49092464814778,0.9276525188587114,B,A,E,E,C,-134.48564021083936,61.80439692255468,168.71042566967256,A,A,62.73993520606299,0
Other,36-50,E,32.61458136366425,-27.203700287055426,C,A,C,B,D,83.46794901246045,21.50523601695909,81.63234108405464,D,C,-137.77651922992305,0
Heterosexual,65+,A,-19.689663648448306,8.902347529468289,E,A,A,B,A,-46.6442457830907,60.89227003386918,21.735569591322935,D,D,47.84849966104364,0
Homosexual,18-25,B,152.87617826569124,86.44692255794067,B,B,D,A,B,48.103763603507616,104.37220423424733,27.14083126564846,D,A,82.7816758544659,0
Heterosexual,51-65,D,60.395626385869484,-58.038330786114976,E,A,C,D,B,-177.4639525832433,-12.604585594995168,-42.49198836770035,A,D,-52.43101449233269,0
Homosexual,65+,E,-34.35012661934654,-15.415735055827492,C,D,A,C,C,-40.59605927300557,170.4290591516647,30.108325432047888,A,A,25.378634816216277,0
Bisexual,51-65,C,-146.33851885245812,122.94338628537696,E,E,D,C,A,-177.70025357334245,77.73973830892734,-71.00908979704636,E,C,26.059711847309043,0
Bisexual,26-35,D,-157.72920169024727,-109.74561431489431,E,E,A,A,E,83.66825517520134,-34.63963010845469,10.225386170886887,D,C,-68.04648865609497,1
Other,26-35,C,-64.22804508782596,170.69599080610948,C,C,D,B,E,148.69575374364103,81.9694717242933,-7.824096175856594,B,D,-89.7911257827774,1
Homosexual,26-35,C,91.24539287089426,-35.685919932631286,E,B,B,D,D,-21.279530877260814,45.0942819438173,13.69410006990216,E,A,-109.53904143228472,0
Heterosexual,65+,E,123.55017997321373,17.052771152626832,B,D,D,B,B,65.91970235463745,156.81836901957348,23.950251223813027,C,B,35.302632390798124,1
Homosexual,18-25,E,-44.32604433027885,-44.68154271885338,E,E,B,B,B,162.93076852258136,-62.116323991583144,-67.03135586200538,C,A,34.299761034365225,0
Other,36-50,C,82.60296845725955,122.66721575127475,E,D,B,E,C,55.780144477302706,172.05578295726497,-45.22871997740024,D,D,-56.45161936627618,0
Other,36-50,C,38.053531668376436,74.31060750619478,D,A,C,A,E,-86.84069762319803,-24.18075270099422,-49.81508027050393,D,E,80.63780056873165,0
Bisexual,26-35,D,124.92978780683315,34.730415817773654,D,B,E,D,B,53.7694402399593,-171.87686875448753,37.00531190098293,A,C,20.707087006269667,1
Other,36-50,C,59.48638679675372,-83.22324314224898,D,E,C,C,D,116.17862305950686,-59.65006599369621,118.89442057180642,B,C,-67.26082507051278,0
Bisexual,51-65,A,-14.630688104691092,98.15352661612032,E,A,D,B,C,-156.27368132052965,-83.35925301790425,9.078140788958908,E,A,-28.797476854730903,1
Homosexual,65+,C,-105.67669525514683,-174.15852246695422,C,A,C,E,D,203.79428213214675,166.592884340431,126.29215807270835,C,D,15.019554981043568,0
Bisexual,26-35,B,-73.68416205006206,-4.020046918895521,D,B,D,D,E,-88.12535059400285,-68.02999827969522,-102.86473238753513,A,D,-2.3108291233320832,1
Homosexual,36-50,E,-76.62330339497797,83.62838384339747,E,D,D,E,A,-111.44000562827642,35.57262580227817,52.797012057638504,D,D,24.6591981923233,0
Homosexual,36-50,C,68.2670959282799,48.72609972639426,B,E,C,C,C,18.655501342217942,-77.89958516611354,23.157043828811563,B,C,2.088178133610368,0
Bisexual,36-50,C,-94.99327582184031,-50.15449132704668,E,B,B,E,D,13.099851903649935,44.1021961719029,-21.338110370603303,D,D,248.40020870442982,1
Homosexual,65+,E,9.709325231387279,-26.51810915750507,A,D,E,A,D,-0.3371726816743495,83.52614179372759,34.67360084159234,E,A,-12.853847791105979,1
Other,18-25,B,17.06077667063781,131.0920993420552,B,E,D,A,E,46.45064863888656,84.33646582449234,133.63718152847318,D,E,4.949277589287102,0
Heterosexual,65+,C,-23.642370717221358,-101.71174893235737,B,C,C,A,C,23.779687229534076,115.84194528196608,41.35386417601133,C,B,34.93635641640743,0
Homosexual,65+,C,-8.092088022280235,60.05648379214108,A,D,B,E,B,143.70645051007776,-47.768937088947574,3.559847605709174,C,E,-238.76235296051087,0
Bisexual,36-50,B,-19.06517532979943,-225.48158920738425,E,E,B,D,B,-166.71829116812228,63.40033063854783,138.69166784561196,D,C,-5.294797267990541,0
Heterosexual,18-25,C,19.613110360311005,-17.403995727201202,A,E,B,D,E,-87.45074878855263,-109.25873711074937,-38.84842952332597,D,A,28.85913372561205,0
Homosexual,65+,A,62.45224559451502,-9.297224312143713,D,E,A,C,B,115.4031218982042,108.7069086815099,59.3351693217689,C,E,51.1795867407158,1
Homosexual,65+,A,-56.38788953895671,110.6970660788249,C,E,E,B,B,-24.091822323756602,108.81925055378039,98.36998704517418,E,E,18.41654052703849,0
