birth_year,age_range,Nationality,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
80,36-50,Germany,M,B,-143.93480111541052,B,C,C,11.325783436737863,B,B,-134.07153847910936,C,99.92273648383512,E,34.828322765614836,45.50624318473338,B,20.79575201452031,B,-36.96362285107445,1
27,65+,India,Female,C,-46.96687747270334,D,A,C,-88.3494428678048,A,C,98.57004572217078,E,-61.13228773521915,D,-16.504420177022826,-81.66979968027084,C,-17.93538687266597,D,61.64028485698807,0
76,51-65,China,Male,A,-17.61823657595332,C,B,E,-66.70529665759953,A,B,-23.24953694701556,B,14.410451178750419,E,61.737643836480935,-185.41164850293384,A,-46.756809667635366,D,2.6576258194405042,1
89,26-35,Other,F,D,67.21987478504661,B,B,E,18.893172116355885,B,C,13.47439325067625,B,253.54163326640293,D,90.77753341274025,89.5578309165579,B,-101.739842375252,C,148.09869196000267,0
92,51-65,Other,Non-binary,B,112.9109736634025,D,A,B,-6.16480337201835,D,C,-72.2966226477708,A,177.48224344129716,B,9.578971500453537,44.580250812076336,E,107.63385132468537,C,53.54079077650541,0
22,26-35,India,Non-binary,E,31.003198296494478,A,B,B,2.6108553602961573,B,A,-161.9589412772928,C,2.0924144739566546,D,-66.72112614735785,8.03787454671039,E,15.063347596229058,B,175.46000552384663,1
39,18-25,Other,Female,D,-129.64390007687138,B,D,A,-25.383948567432313,E,B,130.76922495930236,B,88.50011810799167,A,127.03641124308056,-17.94622921250395,E,40.31814252627602,A,31.183545242447234,1
72,65+,Brazil,Other,D,-4.918138473455973,A,B,B,-142.1988306603645,D,D,-7.410358396379622,A,239.8001784745691,D,137.28493831393152,5.934399409565838,B,-178.75923724124186,A,-140.77579565768426,1
44,36-50,Mexico,Female,E,124.77928719859266,D,A,B,79.4752447074123,B,C,193.56671950471846,C,-51.198547607141855,B,-103.79385222996721,-18.96813068414129,C,19.117206737698815,C,105.78584611063837,1
68,26-35,US,Non-binary,E,-131.07559728562356,A,A,D,-118.53564958443074,C,C,-128.9811584630697,B,-21.10767531936549,D,-46.034338595989865,77.53829011556665,D,-142.8440488239058,A,50.274140233519525,1
46,51-65,Brazil,F,B,-111.83614423868246,C,C,B,-55.20632931444444,A,D,122.67089572443095,C,-37.494852797774925,C,94.22809785251765,24.06872325167687,B,51.19917502929234,A,-78.31922027910488,1
31,26-35,Brazil,F,B,-49.02939841902053,D,C,E,-111.60817492627193,D,E,-100.16387335080348,E,5.61029763493572,B,148.14505724770802,-72.47667469904326,E,-46.6674037787574,C,233.620428221065,0
64,18-25,UK,Other,A,136.5953628550007,A,C,E,-49.55574734720644,C,B,-39.23941247250266,C,-38.83471486820482,C,-173.82243422937566,-168.64416074275866,B,35.9261935549975,C,-2.70509971362806,1
45,51-65,China,Female,B,-192.42742823276566,E,E,D,-60.06940785310936,E,D,56.69121641710642,D,-164.64788810317663,B,-75.11494504475304,-11.240605891998845,A,-63.32380705613892,C,199.57016760877934,1
62,36-50,UK,Other,A,-28.950339987753903,E,E,C,229.14950030074195,D,E,-83.69122783162585,E,131.79200056422414,E,48.19196307435439,-173.03957077591969,D,-41.23121012219834,C,-72.19379695951484,1
95,65+,US,F,A,-206.97632305031166,E,C,C,-99.06132381941039,D,B,119.58471118553153,D,-158.47057103726698,D,55.771519839985,24.156932950735122,D,-55.22481019724056,E,-77.33902154378718,0
61,65+,China,Female,C,88.9087360820349,A,E,D,292.9865754127666,E,C,32.62626854077675,E,-130.96810815046103,C,50.417889787593026,50.24233606573674,D,-29.393937320136367,A,39.083970719529795,1
52,36-50,UK,F,A,-8.491150158092395,E,D,D,41.30950389586536,A,C,-109.53733100739002,A,-30.792253148713367,D,-114.49131039774036,46.338352838254806,A,2.508568856711592,E,151.68389978306598,1
56,51-65,China,Female,B,0.5521359687755969,D,B,C,-67.1861226582506,B,B,-35.720548727711225,D,61.17881533573478,E,-66.8275027358534,-62.33987490105061,C,101.22740399657637,A,44.69195303484814,1
65,26-35,Mexico,F,E,-33.42451368050932,B,C,A,2.842223555873076,D,C,150.55456863146026,C,29.179897906681628,D,3.9181171956505763,13.650969667298876,D,-91.22800949362689,B,18.59767685569294,0
49,26-35,India,M,D,45.01539126824264,C,E,E,59.15672759763824,E,B,44.532369212439875,D,-46.495579571526015,B,240.05715082645946,18.11885717404436,A,45.17576381715495,D,-48.113457439939346,1
38,51-65,US,Non-binary,C,201.61536918231553,B,B,C,-47.6051912499643,C,A,84.23685860365256,E,-77.58982909823132,B,-38.862537035883996,55.92375220267088,D,-48.58421664851236,C,-101.70205900738576,0
99,51-65,Other,Female,C,118.0558277824448,C,A,C,64.41961790548739,D,D,98.23756677752846,D,-152.46933363062598,D,161.05064429414588,39.48885512422332,E,78.2189349239053,B,38.508798442119854,1
90,18-25,India,Other,E,44.36140962283935,E,C,D,92.16567834433455,B,A,-121.17768161841992,D,28.246525195035062,E,95.68729457007443,-10.835234950872879,C,-119.45341774811493,C,24.68749515872467,0
64,26-35,Brazil,Non-binary,D,-5.341865047335025,E,A,A,38.75206563262829,A,D,110.52107926262849,D,18.319911082162562,A,151.47226927002833,224.6630727379807,C,148.60003697754877,D,-86.59272332195627,0
40,51-65,Other,M,A,82.41434670124868,B,B,E,12.080952043767242,E,D,-17.62552638990412,E,-34.333623161287896,A,-63.286485164129104,-18.603989184503497,C,-60.88300970716377,C,-112.86664970217575,1
73,18-25,Germany,Non-binary,C,102.52382824947932,D,A,A,-6.09043482865701,A,B,-41.950418435567045,E,56.604841685582166,A,41.156871278864394,-199.05886165874108,C,146.3830520030169,D,-82.2377224535998,1
44,51-65,Germany,Male,D,-230.0217122475625,A,C,D,172.8786811865161,E,C,95.60849802239565,A,175.85430053982148,D,100.23966227918002,-40.223932536647474,B,-149.07646947652825,E,104.18151090202502,1
93,18-25,Mexico,F,A,277.97672439778205,E,D,E,-110.60923730636046,D,A,-3.818193627981982,A,126.58627191242107,B,-27.028113678571685,-7.711086500233365,D,-102.94158720661028,A,-48.260171595563236,1
70,65+,Mexico,M,E,100.88884429799303,E,C,C,129.89261407164653,A,B,51.09186538965047,E,62.92342518711025,B,116.62480624612192,121.16045075217905,C,205.94683948316015,A,92.16185873148981,1
50,65+,Mexico,Male,E,159.8781023850907,E,C,B,-18.425017654321042,A,C,37.60949234638947,B,-104.55794287078311,C,38.41546467957433,-56.37559852096249,D,-34.93590666422868,E,-129.99683242099374,0
75,26-35,US,Female,C,-40.198457455002725,E,D,D,-63.272514261092724,C,C,-68.3836663924364,C,100.65848624747409,E,3.404788393823812,-212.63401923251743,E,157.57743161777705,D,-159.2249748923549,1
96,51-65,UK,Female,E,-78.18608257486345,B,A,B,29.169485868918986,C,C,275.4635808577123,D,136.78811444420253,B,-100.35228039385211,125.6525767028573,A,60.971510106027836,B,-62.03015940276045,0
93,36-50,Other,Non-binary,A,4.107410797596558,B,D,E,-22.13101378884895,B,A,-17.645604946279292,D,163.0214068360293,C,5.538169347669118,146.936355325834,D,-243.38803155262974,C,16.069322080170593,1
35,18-25,Brazil,M,D,29.751276744717618,B,D,A,2.8612927553433556,B,D,51.60438111701288,D,6.443116681457593,C,32.96441934375531,145.37463758030023,D,20.523849648544324,A,9.311438257300825,0
50,36-50,China,Female,A,96.81107685925919,B,E,A,177.96735103143112,E,A,22.574255513051554,A,8.102844810758992,C,-60.17506512480707,-30.37000389998619,A,203.31692459172967,E,-39.24895444421217,1
59,26-35,Germany,Female,B,-74.93584159128311,C,C,E,12.944048624609778,B,E,22.78391739315072,B,239.47150508318967,C,-29.893357216164347,-42.0919826764459,E,20.898769230669608,D,-62.54908007303806,0
59,36-50,India,Non-binary,E,-43.52564864992425,C,E,E,88.15426722837097,D,B,80.48178070047418,D,-40.37726671737943,B,-131.14835188574145,35.00622521022665,B,195.36260642875158,D,-77.38758531396384,1
94,65+,Germany,M,A,148.43842445584391,A,C,C,-137.89827120475223,B,D,-107.98001820694509,E,-96.10737509119267,A,-117.33854775763506,11.95705389948351,D,55.86199355046118,D,11.931800285804554,0
21,51-65,India,Other,E,122.49800684542981,A,B,E,39.2597816706854,E,B,-189.61350270097515,B,-54.2535514327818,C,-21.59571165690454,-45.90565476811616,E,68.46734567566686,A,13.41657126863994,1
58,65+,UK,Female,C,-65.67647477907104,B,E,C,-171.5875528742198,C,A,-125.71179372383634,A,41.10906787580418,A,59.969427957618024,63.194937854674805,B,-98.74852764077494,B,-155.63911664194262,0
93,26-35,Brazil,F,E,-257.1977889092632,A,C,C,42.2621639774308,D,B,91.32613033194413,E,-122.06774540642738,E,12.271595832109702,-10.609237453754847,B,-71.53754681847477,E,-313.06838442765917,1
18,26-35,India,M,B,-38.612040372205605,B,E,E,-17.702251108151607,A,B,146.99520282388633,D,-105.78128903875816,B,-109.82612153256397,6.441850843394711,E,17.11962810691408,D,129.41600146442923,1
43,36-50,Other,Other,D,65.8731951839248,D,C,C,209.00879219239266,A,B,-70.75997721065576,C,67.31281642770904,B,-32.87277468714503,-55.693173700693436,C,34.590948242613464,E,86.97176960451026,1
54,65+,US,Male,A,5.508020219165453,A,C,A,-131.56099267653346,B,D,-31.00998262034794,E,-170.55864312237838,D,7.095365857843302,50.55700600106038,E,182.6057541090649,E,-30.92507308014525,0
87,18-25,US,Non-binary,E,-87.55565355102789,E,B,C,-111.91651899318404,D,D,-47.06175009086348,B,-116.35574070658963,E,126.79165715167701,112.06844113550143,E,17.615214893355038,D,230.6514806864149,0
43,18-25,US,M,B,85.13180595935592,A,A,A,-6.4747906783864275,C,D,110.51754982018835,A,-27.364506222582463,A,-126.58591606970255,-30.15700686565542,D,-58.11812581546102,D,-7.3478605981852745,1
20,26-35,UK,F,E,119.15585015022141,D,C,E,89.6684263828485,C,C,-44.998272388482704,C,-108.91793567798787,B,-51.26591430152163,28.718984850158485,B,-161.12504969275707,B,-97.44882287339371,0
49,36-50,Mexico,Female,C,151.33493617796472,A,D,D,-92.64371001515693,A,C,28.846804191222038,B,91.5853289322513,A,2.5459390516471525,138.61347582022032,B,43.380040375716874,C,49.425400005156064,0
38,65+,UK,Other,D,16.145966792918312,C,A,E,158.92744135715432,E,A,-187.58535248965492,C,36.22924619842779,B,-34.9945046490658,-63.80561191931681,C,-134.1757423005335,B,75.0126578434719,1
39,18-25,China,Female,E,-14.663121581261493,A,A,C,-45.07957872805454,E,A,-20.075455082447906,C,87.7799067862907,E,4.759124273288636,98.23135698764229,C,-145.85282121795714,B,107.31621648544854,0
89,65+,UK,Male,C,14.753165164665655,D,A,B,-148.21727471108733,A,C,28.071514243402483,D,-81.50313321829915,D,-141.2001350498784,-23.437169769812314,B,148.07744211258446,E,-35.695146231336835,1
98,18-25,US,M,A,-85.31639603912349,B,D,A,35.50920493634066,C,D,-66.48057124062437,B,139.62126884221004,D,176.25811426204544,45.65879441955812,B,-38.213572806132234,B,-60.77842741456744,0
60,36-50,Mexico,Non-binary,D,32.958461928926205,B,C,D,-14.264653088639617,B,C,-58.21804014840468,B,8.038202690154112,C,53.0703203883195,56.44147085866783,A,-23.11764890157523,C,105.7750139305465,1
74,18-25,India,Non-binary,D,-20.35697450498691,C,A,E,276.7140404262783,C,B,-15.118148092536746,E,-76.86188795157022,C,86.21589243609006,-44.36695846260447,E,76.67287195293562,D,106.09688030005432,0
20,36-50,China,Female,E,-144.93343589688232,A,B,D,108.24725639216521,D,B,-61.608010361935996,E,48.274983283827424,A,136.28304344271766,36.10068237290922,B,79.69139340924416,E,92.4920916920695,0
48,26-35,Mexico,M,B,29.15585255785616,D,E,E,-97.64005785449129,E,A,52.591493396640885,C,189.130677379013,A,-121.0617374312358,115.17208440840245,E,-7.6563341076388705,A,-100.39055963747117,1
57,18-25,UK,Male,B,-265.7617069584033,D,A,E,-128.68818323010248,C,D,72.44294043065653,D,-188.36933515678837,D,63.47052735142815,-183.76526504732215,C,-84.80813616279235,D,2.5847376171039698,1
52,18-25,Brazil,Male,B,12.387408503090777,B,E,A,84.39339261260893,E,A,65.36423608818349,B,177.2281451166503,B,30.417429934237155,-53.36889768803768,E,6.076691154253119,E,-61.5732008178015,0
53,65+,India,Female,B,40.58154344926284,D,B,A,68.8652708931812,B,A,-104.43080703932337,C,62.23378178525911,C,78.2113167726137,144.7916293418199,E,229.4368609834922,B,70.28963663675599,1
90,26-35,Brazil,Female,E,38.12812333492109,A,C,B,22.310852293681123,E,D,101.14280785693165,B,213.18847093423386,A,98.76439659600108,-189.73283132941032,D,-91.53337803384728,E,3.4543514224166056,0
71,26-35,China,Other,C,-162.7295432363875,A,C,E,21.37600781070028,A,B,-34.28542322987931,A,16.779632293927556,B,-33.43596671517604,-2.2031513394797626,C,6.371516781356683,D,-14.372660140081889,1
75,51-65,US,Non-binary,C,87.6352821897553,C,C,A,-221.59863220809237,C,C,29.216058026409286,B,-112.2135565457186,A,27.427095367441922,-166.0084715968745,A,106.51285106397172,E,-144.03518107808765,1
86,18-25,India,Male,A,-156.0980393475873,D,B,C,14.738197920779811,E,C,86.83065690770914,B,13.354301676696704,D,68.66003870258243,-31.02197781629567,C,25.730720315779408,B,56.482459364326566,1
93,18-25,UK,Non-binary,B,12.008151957548483,E,A,B,-65.84687052085764,C,A,-28.94924179639932,C,-41.255379367620385,B,4.775018861573948,-54.191209241147845,D,-70.45742366336817,B,40.06023513627353,0
89,51-65,UK,Non-binary,B,80.64062526749488,C,C,E,-5.830237334608182,A,A,116.94631235840606,C,9.450094932801063,A,169.40308453595233,199.80429608032026,A,-42.17795873750396,B,73.84413416657777,0
18,36-50,UK,Other,A,-131.4735229179179,B,B,C,102.67242164877118,E,C,-98.14572543420245,D,-105.08657864963816,C,156.82002909939433,97.9640969052086,C,-55.57985662673129,C,173.22798873074797,0
40,65+,UK,F,D,-42.26216201049042,A,E,A,156.33491149255843,D,A,-69.63122000547213,C,-171.73616765446297,D,-183.61929277423252,94.17977460630928,B,198.51605890777347,A,-29.60706693788661,1
95,51-65,UK,M,E,-165.54939925437685,E,D,A,-18.097310299592245,A,A,-150.11577277427682,A,-116.51974907441873,E,7.036647125630561,-5.417353905930111,C,-57.678789083799046,C,-88.48844184063454,0
88,65+,Brazil,M,C,-81.99175051593784,D,A,D,-34.34928519278297,E,E,44.746373618280636,B,-73.52140663978314,E,-118.82739518572913,-74.74854930983645,A,49.88306484081984,A,54.7970861656731,1
31,26-35,China,Other,B,136.58194605228735,C,C,D,80.4537597856134,A,D,-60.11556959495089,C,103.32744044761732,E,-25.911718215945513,-154.42937606700204,C,124.4348126504865,B,-90.25994113782664,1
93,36-50,Germany,Male,D,-138.70779947593644,C,B,D,-93.17923052887268,A,E,-31.805010081560887,A,110.44625551237448,E,-156.6940428428507,-228.22717947684475,C,-50.507930328618244,D,-86.8022072470873,1
87,51-65,Germany,M,A,133.45747527649397,D,C,C,35.27068278829538,D,E,3.6644911622056755,C,-128.32208405638187,C,-139.00115767681848,-56.670920405961986,C,-27.546325119749287,A,-176.08136797068627,1
94,36-50,China,F,D,212.6893872253403,C,B,A,-17.43497222665021,A,B,127.3824347433615,A,74.43992934830574,E,32.0822394500469,-30.625899119346407,D,143.9073833537775,C,5.095253871852135,0
82,65+,India,Non-binary,B,14.647761621619484,D,C,E,-83.96035653764781,A,E,-71.93642136699788,A,176.92512495589327,C,115.4956857349353,-7.265669549850634,D,-77.06207479291288,C,-55.42300925791989,1
79,65+,UK,M,C,-69.76230816537665,C,B,A,31.286389018349126,D,D,165.15512687254196,A,66.75064534165064,B,-159.45452600243618,142.91646441303635,D,-95.67001432622712,B,-53.84244400966022,0
75,36-50,Mexico,Male,D,37.56167273462367,E,B,E,-156.8901595521615,E,A,15.603967366048565,D,-22.850770435846172,A,-132.33779941837332,29.596990352648866,E,107.0657590131709,A,127.07175036628698,1
88,26-35,Other,Other,B,82.39031296773327,A,D,C,-77.12821512713332,E,B,11.43470682617902,D,-277.0929676050284,B,0.3790279096560953,81.2970397462906,A,30.435157829800026,B,20.137697892812586,0
44,18-25,Mexico,Other,A,-16.43383373028585,A,A,E,32.86051966632449,C,B,-67.0288420374035,E,-35.73929413684445,A,24.31837946977699,96.70859791879273,C,-56.656823909793154,A,-96.08658958976257,1
96,18-25,UK,Other,E,125.42543212512393,C,B,A,-59.30740940180536,C,A,23.869467423968352,E,-119.65254839299257,B,88.3682621217988,78.40455390348971,C,45.88043345283451,C,50.778457819709885,0
78,36-50,UK,F,C,214.16986157444228,D,A,D,1.633421257775982,D,E,213.75777827627425,D,-32.73582905188214,B,24.01649804178188,74.09905459593908,A,173.11066034770843,C,-217.97812739324084,1
69,18-25,Mexico,Female,B,52.68328476124099,B,C,A,83.80832358745674,C,D,46.3628472939658,C,-16.494312579894345,E,-12.817821261461832,-124.03778960606726,E,302.97498928272984,B,-62.18941600085326,0
46,36-50,Other,M,D,57.931590007063484,D,D,E,65.66691843613386,C,B,39.86890063287285,E,-235.89424061200754,B,32.25028083791577,-74.12686036306044,D,-47.74973474918276,E,-37.30906355440201,1
77,65+,Mexico,M,E,87.23918434226951,E,B,C,22.28851437839222,E,C,2.95922917227391,E,43.93232594887871,A,6.064752630340068,-60.37007569719911,A,78.8186719456163,C,-152.75705219708146,0
51,18-25,India,F,D,-41.186764189235255,B,A,D,-167.62784988433967,B,E,104.17733714178881,E,148.67673306766403,A,-3.1535840652585687,121.56700482741769,D,148.77330022030503,D,167.73980364034762,1
59,18-25,Other,Non-binary,B,-44.78558360915825,D,A,A,-36.8821073414608,E,B,175.1618605092489,C,90.26264072973063,B,91.57547570705515,52.814970505313795,E,106.72160202996268,B,136.09868049273527,1
36,36-50,India,Female,C,7.029984305016998,E,D,C,97.3738639811204,C,C,-51.85634889245896,C,-12.0531742601483,A,-18.85935761372365,167.96002214315877,E,98.4790512970028,B,-24.25688709008999,0
77,36-50,Mexico,F,D,17.831506760393857,C,C,D,-10.684624730518454,A,D,-17.404198959945234,A,-64.48140591130321,C,-66.47043273203057,70.2013230503621,E,117.13930787455118,C,25.906171985149797,0
37,26-35,India,F,A,179.95832331379918,C,A,A,0.5541552906915254,D,E,85.43841844232692,C,96.83910891143614,B,-72.61515427322705,-85.394307299334,B,116.08298348827178,C,-61.171258676252414,0
66,36-50,India,M,C,-86.90288225265694,C,E,C,-42.46132795331307,E,E,-67.2977455079212,A,-31.456854770318028,A,88.52664975976856,172.75758553379745,C,-153.38517139894591,A,71.48142247041969,0
86,65+,Mexico,Other,C,95.34876844714567,B,A,D,70.69802024709533,A,E,25.15848863839813,E,-27.92489733981764,D,-28.467895229032802,-95.35513621633925,A,-97.38958034995878,A,-35.20215523488224,0
50,18-25,India,Non-binary,E,-40.57967136114489,C,A,E,-2.8656296426446337,B,E,-7.308027424499705,B,19.01272509114155,A,-116.25536252784417,-28.866569675007202,B,79.43016392870183,A,-108.10509137679372,0
79,26-35,US,M,A,176.4174506316152,E,D,E,-96.50448989166335,E,D,-52.15211248175199,C,-12.592377576844013,C,51.57303856693657,-91.2321662451607,E,205.08834560984926,C,210.9260167476113,0
68,36-50,Germany,Non-binary,D,101.99134435535062,C,B,D,-29.770903187100807,E,B,136.71576811238123,B,-169.99972180998896,B,207.99047755866616,46.70054891478064,C,-116.62430847056815,C,-93.88299706157953,1
22,51-65,Other,Female,A,-64.3388043232356,A,C,E,-82.03339218566384,A,D,-69.69462142619784,A,69.8454398920468,E,57.10278468198429,10.73332259223365,E,2.1423013133911604,C,-138.33066166368894,1
90,26-35,China,Non-binary,E,26.390987663092414,A,D,E,-134.70937499459217,E,D,-36.94426075453926,A,6.918532984734265,E,135.30404171794672,-146.62512048431935,D,283.7362117900486,B,41.098488500664956,0
80,18-25,US,Female,C,-121.95982540208206,A,D,E,-84.49366682650442,A,E,108.35869283823996,B,-19.144332923156686,D,-75.2423679896556,-100.83705611923406,C,-12.467390831163069,D,-34.32335246948253,0
49,36-50,UK,Female,A,-253.39096068835735,E,A,E,154.42828744199616,A,D,-37.35411784534167,D,-231.90082349567825,E,110.91505849206914,-36.87205682183431,C,170.78076680580176,B,-38.69748185011144,1
82,26-35,UK,Non-binary,C,-190.8453794169402,B,A,E,-50.93379426000653,D,B,-144.81915230204584,B,116.40262359873965,D,21.3231725055128,37.03889790100717,A,86.69120920994733,B,-7.3055797249858,0
84,18-25,Germany,Other,E,-18.738276034535765,C,E,E,-4.476140327309263,A,D,30.72791198407343,E,-110.95462587431346,A,123.1876592982864,-7.23898577076368,D,-72.87906963537945,B,99.35820372222364,1
88,36-50,Other,Female,B,-145.45527678041523,C,C,A,98.55005968098894,B,B,-79.83944319157,E,-17.051662968913345,D,-80.09107605983873,50.55413085841355,A,-157.27444096901132,C,49.73765729937169,1
78,65+,Other,Male,E,229.84475481829568,E,D,E,-40.653034221131726,A,C,-12.320529003149803,C,143.17940649264008,C,-42.830483817440815,31.684668495771508,C,3.4020890888405404,B,-70.49452372388804,0
21,26-35,Mexico,M,D,174.52756690949286,E,B,E,-27.255279068008047,A,A,-205.08590199348035,B,13.296801217755588,A,-31.065369111145813,-141.7987483845567,E,59.33070289282286,E,-7.843730830938382,0
26,26-35,Mexico,Male,C,2.5043379491260658,C,A,E,-111.55302405751253,E,C,-18.734743532415905,C,139.2822225536884,C,-210.98274809888687,-146.6148777386011,E,-238.84199685466743,D,-34.20489751081174,0
26,36-50,Mexico,F,B,-91.0730499721478,D,D,E,-89.2476429696037,E,D,25.11167306357108,A,-93.01748310083923,D,12.797625083279312,64.95329822459416,B,-114.30866857010645,B,-38.24825574909168,1
95,26-35,UK,Female,B,-5.119191480606398,A,C,C,-69.734397340118,C,A,46.568164528017974,A,7.355511894364029,C,2.3260332509456387,-140.823268498417,A,-86.12870919651701,B,57.29046341893182,1
52,26-35,UK,Non-binary,B,-22.329729756139734,B,D,E,-132.17605697032295,B,B,-102.46503561921915,A,-42.64581881814595,E,32.76876044313552,29.148495938533088,A,24.608780989213468,C,30.085646591884846,1
63,51-65,Other,Other,D,-251.32003602138036,A,D,D,-38.45315694514678,E,B,-60.63339559182901,D,65.47293229900444,C,227.2317718433456,-112.64086288492649,A,-44.22322568463875,E,-8.517697764114448,0
64,26-35,US,Non-binary,E,-121.20137517869043,D,C,E,-169.48916440098995,C,E,70.62587166751413,B,286.14071958551375,E,108.51317458372178,116.39476087813068,C,60.682477683550196,D,132.8552345166947,1
29,18-25,Germany,Non-binary,D,75.11536503796702,D,A,D,146.02203662146877,A,E,-132.63734443440663,C,-109.773007222287,E,75.84411943688934,-74.56977064957482,D,-99.90751097029533,A,-27.743516815906037,1
79,36-50,US,Female,C,-61.298730424235174,C,A,D,-83.05665786786912,B,D,157.21784099722095,D,152.3842749588583,E,-72.07013548492618,-41.83368947338501,D,-99.00363230779907,C,-140.84881519321505,0
62,18-25,Mexico,Non-binary,B,166.78936253988104,C,B,E,142.3631332864424,C,C,-92.76002274945905,C,79.84619249518806,A,69.87189688510672,-14.590404806957077,E,22.681483425283673,E,165.72940195235196,0
81,65+,Mexico,Other,A,86.58210121388701,A,E,B,-153.14940106113806,C,E,-39.73865914524824,C,109.89274802357916,B,-37.79944938727563,169.46843418225365,C,-61.53988290934925,D,65.8301472946305,1
68,18-25,UK,M,E,-139.16719976275266,C,E,A,182.07709107208922,B,A,-199.8201453927264,D,-1.4094911121767335,C,184.9623316978853,51.914439360141806,D,-179.98620499280668,D,28.67781051433804,1
52,51-65,UK,Other,A,132.68402213336546,B,E,B,-63.334538699366036,D,E,-61.01039850458915,C,192.86127450685828,D,-3.862387365587345,-48.8457827411796,E,251.43329361482776,E,50.98693315906968,1
67,18-25,India,Male,B,-20.94421158139959,D,C,B,37.61193436024451,E,C,-88.21011731047055,C,16.736247834084654,C,-71.55525255747803,8.553733651174012,D,50.749729334695296,C,-73.8922813958087,1
64,18-25,UK,F,B,-90.7789174680626,D,C,A,114.10051122805183,B,C,-21.2057407222541,C,-43.98205016163923,C,204.60030534021084,-64.86761913769581,C,57.644713082461905,D,-259.90036819224423,1
46,65+,UK,F,D,59.32423748403877,B,E,C,21.644879832013178,B,C,178.69987828554162,B,-8.64580870753254,D,-11.300017217246774,64.26294234328822,E,50.91506093672115,A,66.216884954547,1
28,65+,China,Non-binary,B,54.21857562495153,A,C,A,-33.32265717888933,A,E,-31.611588167523436,B,-2.7006169382396674,C,46.43010584243885,-149.9196656865655,E,-107.1309433971601,C,-12.462654636222764,1
82,36-50,UK,Male,A,75.72095425013012,E,A,A,14.953720033077298,B,C,-53.473639342797384,D,-157.4448844477573,C,-76.16846408926249,61.692218624470854,C,20.22494318895563,A,23.56397960858455,1
56,51-65,Germany,F,A,-238.6708189528855,A,E,E,61.1687330761656,B,D,35.30651347690562,E,-15.548763502455676,D,131.23894777470142,-90.83681236134954,E,-78.02466681412486,C,-121.45180996940587,0
77,18-25,Germany,Other,D,3.1746811145025764,C,B,D,-16.918608040561796,C,A,-71.63021433425081,D,-3.2776293877039127,E,61.17460242876006,-122.38901389378644,B,-48.4944154276112,A,-91.20872898497905,1
35,18-25,US,M,B,-24.915269092011307,B,D,E,14.342533664459548,A,B,53.76067149637341,B,217.76089495168307,A,-69.85872028814481,-130.69788868017983,B,-34.036975912259685,C,-154.4051490265858,0
75,65+,India,M,D,-68.13524294985676,D,A,A,93.5807606788733,E,E,-57.931595940711155,B,80.40046603647299,C,44.40362295507753,-7.684241439581399,D,-225.22579120520479,D,24.323644149371624,0
48,26-35,US,Female,D,29.658117749204628,B,E,E,147.48848551616578,C,C,-95.53686707230958,C,-26.44614174676639,C,-337.27220817425297,12.82290741089947,B,-69.49139220655789,E,41.76272624709616,1
40,51-65,UK,Male,C,13.003559671753903,D,B,D,228.14395807176186,D,D,-32.229002632149886,D,-21.2953055124175,B,-21.61376009035811,-44.10441803463365,C,122.5456691558886,C,61.18749288489245,0
92,65+,Germany,Other,A,-81.25396701534665,E,E,A,-39.846322694737815,B,C,-80.66437554777501,D,-131.0863399330775,B,-57.895368105279246,-173.61532038312217,D,65.85937420876239,C,-54.581076083760685,1
98,18-25,China,Female,D,73.74517068888554,C,E,A,-152.36896654988837,C,E,69.34080114726075,B,-169.180393490326,A,-3.1063580397535184,-35.298354714183525,D,12.186902623728834,B,89.9343241907044,1
71,51-65,India,Non-binary,E,-14.426518417824107,C,C,C,-111.65151427261517,B,D,111.54993811081526,D,106.94197393625645,A,25.1765596605651,44.61402354367815,D,12.728674034421966,D,0.4972511908701738,1
33,36-50,Germany,Male,D,-62.045585505308644,D,D,B,135.26596284216595,E,D,-152.22246482491258,A,-108.00336648685483,D,4.453271915717483,-20.4956554665286,A,139.09473723137148,D,169.58150611775176,0
84,36-50,China,F,E,-26.28149905877714,A,C,E,73.73583413247205,E,E,-66.93259268651433,E,-115.17984380409281,D,48.01204263404494,52.180851606974954,B,-88.13419569268365,E,9.704726250816572,1
56,51-65,Other,Other,C,-91.76710125874463,D,C,A,-63.5555119842758,B,E,-44.18304302414533,B,186.370169692108,D,-104.99898341893639,89.53455105849562,D,-129.7986265572656,C,-49.05537796373969,0
34,26-35,India,Other,B,-139.4825368178576,A,D,D,85.17598207073314,C,A,5.255750005701566,A,-61.81757173264576,A,-160.7299477523644,19.648392203464702,B,-134.8727336830895,D,-67.36966674618786,0
21,18-25,Germany,M,D,-19.8117156528729,C,B,E,15.2615937785513,C,B,153.85756924161126,D,-37.43998498656959,C,-77.4321858677342,19.168545844329284,C,64.11369789723794,E,-62.757632780007945,0
55,51-65,Brazil,Non-binary,A,-43.69205032838899,D,E,C,-277.0457345203471,E,D,5.961282868280556,D,-128.98276539253223,D,-88.23063376379245,92.08504625103292,C,87.50075872937464,B,-126.7584267731521,1
