genero,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
M,Married,98.21981021036112,C,-10.817414859493123,E,-104.19525117332222,A,-40.97007748694082,12.09493720360394,D,-150.47690489176193,37.31599349651169,C,0
Male,Widowed,18.747765605687402,A,-46.64844842015386,E,-80.55715050278309,C,115.40494126185938,104.78454076912618,A,38.37466802141648,174.96734692269092,C,1
Male,Divorced,-102.49797322880758,E,-13.182150709024363,C,-111.7347043450914,D,-34.05572604719207,-64.21783229719254,B,-20.91413392459283,-8.874167256335916,B,0
Female,Single,41.2049668337118,B,51.445720842008356,A,-6.27518593973234,B,-83.33452005036138,-26.060360932040457,A,-30.45340127107874,-14.758450102057266,D,0
F,Widowed,-109.1201526084604,B,-12.955414711050302,A,-71.49470185471397,C,-55.57924649465158,157.05454036451266,D,-49.42248250032685,84.74258754303408,A,0
M,Divorced,-73.21451378069452,E,-96.88692160061527,C,-22.612207973725273,C,-20.40677933325595,49.94741145652597,B,-233.3469861488562,126.96698776948749,B,0
Non-binary,Single,29.652003481639472,D,78.07267443724137,B,115.2860376886756,E,-78.9521699791852,205.9931054013584,D,93.3327052468573,-112.4324128080753,E,0
Other,Divorced,68.81483900065255,B,-12.676447933574897,B,-5.047849317366886,E,-60.10240176164604,-89.74058334531621,A,98.64376771100459,-18.717147044517308,D,1
F,Widowed,-15.229580716959616,A,22.53226115733246,D,-49.0239865204914,C,40.38564888090046,109.85778205309285,C,-228.2828210929103,118.04613437458174,B,1
Non-binary,Single,60.443456917269735,D,-62.19532455307218,C,-102.2404309026313,E,31.37742643652846,-60.729954088212644,D,0.782905331186088,-7.167819702592951,C,0
M,Single,-53.80206015580207,B,-22.63066549306313,C,74.408804428327,E,-139.3413236161206,114.45189778881632,B,-8.956154096948643,14.375737570115449,D,1
Other,Married,25.006182843517305,B,-50.73539490080965,C,35.1895562474712,D,-33.34494627918801,-244.84633997363153,A,68.1354584670578,59.05639944060849,B,1
M,Widowed,-1.6064576042287588,B,129.59613400800615,E,-20.7492939240187,E,-81.73425904917988,23.808851830228566,C,176.15730179243835,146.29630233566434,E,1
Male,Widowed,-34.341620697228535,D,39.3288557706387,C,-32.81733888209961,C,-149.80087075222664,70.56824545373661,E,78.49583988194347,-154.58768607701353,E,0
M,Divorced,178.35398055395765,B,43.12693519164916,C,14.17922446267805,D,245.90360662746008,16.674414959773234,D,21.720335181654757,55.243674791970285,B,0
Other,Single,54.24397309595743,D,-10.810551686092564,C,-56.79576192978008,A,103.864077292026,-120.57865610183498,A,-95.74213850322545,140.58507063300496,C,1
F,Widowed,72.93953207001684,E,-94.38316594805364,C,173.41888045896482,C,70.49238225571757,29.55250248994283,A,109.74069465742444,-40.6640875325347,A,0
M,Widowed,-211.98432603723418,B,-18.695728467507333,E,139.1553869905035,C,50.00038039751973,-98.36539275983178,E,-71.01193063615376,-54.58192898646965,C,0
Other,Widowed,-32.589027374814336,E,-114.77080207395522,E,-69.55941636870742,C,-83.94539921784826,-13.14916870611606,B,-8.767260187192274,-71.5426563963668,C,0
Non-binary,Divorced,189.9808563347855,E,97.03994011269805,E,200.459698958523,E,-116.09272461094055,-41.44507077378224,B,-69.59969403321786,50.830688858589824,C,1
F,Widowed,-94.23895980677334,D,139.35644047110804,B,47.71990312047983,C,33.55179405294639,-2.253584704867816,A,19.21125007245001,44.924986051066675,C,1
M,Married,-92.37650494105954,A,72.60274444475853,A,-86.19294684245807,C,100.03424406231318,-56.09674884952054,C,-236.99775382195094,36.7325362994472,C,0
M,Married,203.6243441415236,D,-35.85679724662863,B,90.62108545905258,E,-87.7287408148668,-154.1262648839388,B,65.41000883075627,-16.687757588397233,B,1
Non-binary,Divorced,31.92133230936975,E,143.49523267378981,A,-88.08686011911149,C,30.967651705796396,19.36775870196243,E,-41.12426229001673,-116.74248008365578,B,0
Male,Married,-92.62749954032188,C,9.895364601482528,B,-112.58505816885311,E,-32.35142916247758,-9.62676886682078,A,-45.89500935307531,66.96227498559628,B,0
Other,Married,-52.67038783674726,A,228.70922007137878,B,139.9867856783447,C,11.586350034763566,40.07615640644269,C,-71.93616343760148,54.33493101497914,A,0
Other,Widowed,95.38940442571693,C,-58.37017729983447,A,-188.0211167514248,C,33.94724451007199,123.62275211430807,A,-99.57271932274452,-125.95402674285711,A,1
Other,Single,-207.240482015432,D,84.66204859491954,D,48.38396221976821,D,49.01436428510071,-32.11965179556776,D,103.34536659130735,78.04967333968514,E,0
Other,Single,35.4535367546364,B,-23.35146678796483,C,-51.464334896045706,C,-11.013143577449362,21.72634458409005,C,-19.26049975337262,-122.94014895930552,E,1
Female,Widowed,-1.74329654686055,C,-179.38508720490884,E,-15.416985955481003,E,70.61193262486978,67.45540948896446,A,185.5094772711157,93.85849169401209,C,1
Male,Divorced,102.18088831541795,A,81.9162083842588,C,-18.151753556303085,D,0.5862560252494158,177.52625450010967,A,62.046889572834594,191.75550406443102,D,1
M,Married,28.633771214020204,E,26.309265524361408,D,-10.339816757836772,A,54.432790839499035,56.08222821253038,A,60.462752643731164,-82.95437302096393,E,0
Non-binary,Widowed,154.1764604866264,C,7.07125757620108,E,-102.22101108812926,E,-31.33624493595784,-25.412764705169423,D,-7.1077209426154875,-134.04818565573683,C,0
Non-binary,Married,191.1627751201859,C,118.6601314571112,B,75.991031699279,B,156.00217275193896,-31.090716417372967,D,-0.13425943633774462,94.76233707443642,D,0
Non-binary,Widowed,27.189561130298046,A,-8.368354896218618,C,97.18255850241809,D,-143.1723711513429,-26.66865582108725,E,157.69682987749624,156.24164633633276,D,1
F,Divorced,-13.035009987512645,D,-45.44277125301435,A,220.96250466906486,A,-31.511529175234443,-18.718127148660084,C,92.06127958876121,78.00111604237755,C,1
Female,Widowed,79.28451220140342,A,101.73382264249791,B,26.123790162932952,D,133.61056205208553,32.50414146038793,A,-186.84410340384233,-23.42806485300544,C,0
Other,Married,79.16242784033149,C,48.18151555205007,D,131.13982944739422,B,-133.50967182800625,-108.52225425683373,D,13.394287193607775,-105.47937751512836,D,0
Other,Married,-22.954610295364176,A,38.93990545486649,D,-5.746859790908945,C,41.80012572983426,-66.00517515952332,D,47.309923135052244,230.17201968197352,B,0
Other,Widowed,154.93617166439282,E,-65.9811420798689,B,87.65207078886667,B,91.43081423777313,27.062985989528514,D,81.55446726436655,55.01884945497566,D,1
Non-binary,Single,-108.05458794320077,E,-28.822316624383298,A,66.87091005209325,C,-19.026600669817082,143.14056818037886,D,-14.453598362517633,51.68421428152313,B,1
Other,Married,80.27365272665195,B,191.52165867026588,C,-2.854837551172497,B,42.765748052079864,-92.47782784987064,A,33.099173343228365,1.73005567109589,E,0
Other,Married,30.663542215691674,B,-128.04749665175433,C,31.090765188488344,B,-33.8144821329186,34.74385326542706,A,-98.97338825567871,36.96994696996857,D,0
Male,Widowed,-145.71405569379056,B,-41.05887653864811,E,-51.150371320566656,C,89.18119946221056,12.130618556822217,B,84.77636888179288,-105.05533980606603,C,1
Other,Married,28.02116603397966,B,-69.23464752050879,D,-39.8085256745824,B,-35.947796264396814,20.543541623828236,D,-5.016588713639326,-86.71989262587442,D,0
Male,Widowed,-79.38386384188529,D,-36.51900632137111,D,-96.80273041798871,A,139.42678178293295,-21.825806766945796,C,30.233234366160218,35.650310939521354,E,1
F,Married,16.616760134135863,C,0.5727209044712015,C,-8.81714333449444,D,70.18440417109808,74.35440881683893,E,-65.75257586581805,206.36076205114682,E,1
F,Single,36.3995919359796,C,-46.622317928418475,A,-62.2758442948566,E,-107.97253093903365,192.10840045854465,C,-9.92985622073836,-63.84912514941688,E,1
Female,Married,-65.63471314154164,D,-67.06644972502961,A,-134.4974754774909,E,-37.66286680386088,-68.26309793736058,E,76.0995786211522,175.72494793160567,A,1
Non-binary,Widowed,27.479119528578483,C,-103.19049130349,B,79.32509989638937,C,108.26424470955504,-47.29089785481674,C,-80.90755457013093,-10.517798420839236,A,1
Female,Divorced,90.99808415378112,C,67.05467017780016,C,36.37059066924008,A,100.69637537950553,-135.91743163912363,D,-98.48740335057046,248.44596722200686,C,1
Non-binary,Divorced,-106.0276489690424,A,48.933090177301594,B,31.789533340008898,A,66.64869764549199,46.94623800641059,E,40.94006594996156,-94.3665705399043,E,0
Other,Widowed,-68.19470969838427,D,6.7846423837963545,D,-55.91918757177826,B,-41.76176193817439,-30.599233974483276,B,107.8089008637532,22.706995479734005,E,0
M,Married,-165.31976892400235,A,-118.94481881017407,E,-159.27647953086597,A,203.151254254607,127.93641844475938,E,-176.76339197090078,-46.51173350527278,C,1
Female,Single,57.11668410387504,D,-85.78146543030482,A,9.148333032703995,A,121.68008428877953,89.2281463177734,B,-132.36850568384529,108.39175755192602,C,0
Non-binary,Widowed,76.06769305922806,C,-121.83484038905621,A,-14.744239497478995,D,51.31478841237217,63.24968631591359,E,35.10577122898839,25.810628073025082,B,1
Female,Divorced,-112.27344189383508,D,30.778048481978832,A,-55.87313171366897,D,-62.91797505445393,-122.10252514461324,C,-131.75659606800087,-91.628689187514,A,1
Other,Married,43.192505510679865,B,-3.624223044470148,E,-10.035833605773949,A,74.4459262503134,139.74382191454237,D,57.95029895830481,242.41758772922162,B,0
M,Single,60.419241811690085,C,-63.490477374938294,B,88.21503039062392,D,-74.8634516829794,-147.49851411034703,A,-40.10522697307592,-135.1464391615544,C,0
Non-binary,Widowed,26.19471222045522,A,169.2444989215705,D,-52.60459305127125,E,-5.773509381026496,-146.22729410365113,B,-31.98041125039368,110.9226864615928,A,1
Female,Single,8.806564512451198,A,109.8263819232998,A,12.74286534186388,A,49.18210852752705,-72.53177956097534,D,-96.63255675619433,-36.19919738036374,D,0
F,Single,-88.32208540195009,A,-114.04676161931233,B,-26.00353097733845,A,145.5544139168562,-103.62184660128304,C,-3.5752390686310505,32.46339355822924,A,1
Male,Married,-115.85262455018449,A,167.2087558891629,B,12.7764328153137,A,-18.937111484841555,-3.310819377728655,E,102.80400071272962,-95.65696762182988,A,1
F,Married,-183.5778410604318,C,49.86156100541326,C,82.33699060113912,E,-14.241323560867233,30.03297181937978,C,139.68491332883514,42.52074502975751,C,1
F,Single,72.82952310697698,C,-92.19500502022856,B,122.46749145940971,B,-67.73897187011106,174.05313637628112,E,-15.462728341775813,-163.30345990750487,A,1
F,Widowed,56.44958061926124,D,-102.53214002255264,A,81.8353683444053,C,-94.08339081300383,-43.118343428857685,D,184.81683064546516,3.111903912633305,C,1
Other,Widowed,-46.237948700591915,E,25.895707905787575,A,75.92173206899034,B,-89.37679045521084,37.29918289732126,A,5.103954846912918,23.150760597715163,E,0
M,Divorced,2.3673315920260585,B,55.79863242769012,C,-101.79906510426875,D,-44.57534878708718,-88.3526431685867,B,-103.58247926608391,218.27521086885739,E,0
F,Married,51.62200185458876,A,-50.018440947248266,A,-71.0127415301625,B,25.28254556459736,30.97137070283998,D,-26.78353897212321,-17.92859235663447,C,0
F,Divorced,150.59725743822742,C,2.5749598535376963,E,-57.24108446987459,D,-36.124516522553165,-6.813530709884645,C,103.04599649783555,-137.92616670964952,B,0
Other,Married,-164.789561237393,D,-156.3312682114451,B,157.5144007129234,C,34.32558645782149,-6.557228003650765,B,146.97206702641253,-84.4630604218483,C,0
Non-binary,Widowed,-24.9966080705328,D,33.73826697496114,D,-41.20997202049067,C,-26.251516185577355,34.65413199981045,C,-5.519133899105579,-111.13291092512543,A,1
Male,Widowed,6.690575571128882,B,18.843784776209375,D,36.990450061549915,E,-0.8638215437560798,-223.14320668569408,D,3.8045393339381652,155.99583352914723,E,1
M,Widowed,-83.28756955033745,C,-62.52215213196129,D,-65.47937220876115,B,-159.58911460906268,-50.854520214221154,E,180.41737536548126,-48.58423317232038,A,1
Non-binary,Divorced,13.167864850558791,B,62.522482771260776,E,-78.45968277247154,D,110.09023801862745,-72.61204669031383,C,169.38249046327996,189.23396667119246,A,0
Other,Widowed,-45.7311561334398,A,-175.89817509472573,B,120.15742079271263,C,-178.73413413934347,-80.2013428075601,E,141.93069599377486,-37.16997782727593,B,0
M,Married,-72.10598447692456,C,20.50910701759173,C,80.39625646859001,A,-95.2187320989995,7.538630344219091,D,-127.7149267128209,-63.90127305993328,E,0
Male,Widowed,118.48881158341831,D,-100.67564714154025,D,-33.203620114633395,B,151.10601927099313,49.13206097120459,D,91.13526506008603,-25.698153565710303,C,1
M,Married,212.6404290899035,B,37.449033098366854,A,-262.19623345932985,D,95.00243953947543,-12.319756518597421,C,-74.0620995355766,-95.93843216367685,E,1
Non-binary,Single,-9.405356503219817,D,-144.21161575731233,A,-17.291459395979622,A,-65.91722346694192,-13.89499871445242,C,159.90572360598955,13.76110165336801,A,1
Other,Divorced,58.77629219317841,A,18.917865892121128,B,120.08968714415292,A,-246.5392879465238,172.77721991246068,D,69.47469969215571,64.18572404386329,D,1
F,Divorced,-99.95345164493892,B,80.99119964075395,A,20.220006603263705,A,-98.26257104270397,87.75841390038019,E,-107.54980027718379,-49.10073876874085,E,1
M,Single,16.60355096079365,B,78.2975833287811,D,-56.21492274121343,C,163.7901869998827,13.850311169699383,B,33.00309395634593,91.75550972713671,C,1
Other,Divorced,35.62281239380394,D,-19.429610999640186,E,209.97782657147687,B,-245.88115143472353,124.9045202215055,E,6.476469533360183,-115.88576256025664,B,0
Female,Single,-148.3263212309908,D,26.190076047872363,D,5.2198090232484855,B,46.61555507985919,42.347891408520994,B,-75.31683206931332,-116.80150936036632,E,0
Female,Single,12.5886986442393,C,-99.06602399782197,E,-31.097543278874067,B,-77.9008157778137,116.4923649495813,B,225.52062704735803,51.210791270218216,A,0
M,Single,58.73779884451202,D,28.320103712704135,B,14.470634735198809,D,-74.6586878080564,-134.59308761915597,D,82.32595346999457,47.54218883434439,C,0
Other,Divorced,67.15125772069989,E,-233.73473348464157,A,52.955470740796194,E,-3.27303993266027,25.682708874803378,A,-150.5385208656491,5.7171319422406555,B,0
Non-binary,Widowed,14.251880158305477,D,21.285544445876557,D,27.24010859155237,E,-146.13102421828094,-27.881230519574494,A,-9.217258392331868,29.98267290891145,A,1
F,Single,-109.73547493958165,E,-96.57581232269399,E,28.996143736721052,C,121.79752283216783,-161.2299128067987,C,-70.33012227322416,-6.465699089281028,D,0
Other,Divorced,66.3823180504254,E,30.67491001161371,B,129.8918851499842,D,-198.58777546509558,-82.05960808661597,C,-22.170438072425252,-99.54687258961702,A,0
F,Divorced,14.232526048856403,B,45.57202300408104,D,-199.07092728616826,B,13.397507051928015,91.83320385907405,B,9.212494361175855,-122.06933392064363,C,0
Non-binary,Widowed,15.112383122279184,D,-193.27005778276714,D,150.62303864376747,E,-74.7989996682911,69.09361007219843,A,2.01996942394499,124.2030195354913,B,0
F,Divorced,104.20533381171309,D,146.86930768540844,B,-24.514520385676576,A,-91.61172366605513,-41.4589233430278,B,-190.89423347952757,41.96605956996928,B,0
Non-binary,Divorced,35.955990704107236,E,184.65412806265454,C,-53.41706507646977,B,69.7718703583933,-69.05970878931588,E,190.68744675336117,72.39788701749458,E,0
Female,Married,136.9341238914328,B,-11.905646345429687,A,-35.96979058023493,C,9.575336066511834,107.3216267209255,E,-16.28689632662853,8.125887579217824,B,1
F,Single,190.33492152738054,C,-109.73679521649031,B,-158.24374191947715,D,69.10054514774662,174.35521433659864,E,-183.65885676681438,-194.25296375731605,D,0
Male,Married,27.89398369843931,B,47.39216200975475,C,-28.041791191056127,B,252.01402413979994,12.907986256424605,E,-18.61727090173175,102.98432187094173,D,0
Male,Single,-113.81400973316047,A,97.12528716362644,D,-152.97154587665167,B,89.91103087427203,18.31520924256638,E,18.55792761107352,23.04847617111145,B,1
Other,Single,200.17180864075058,E,-66.3493207319237,B,30.046558382352167,D,115.15558598351035,133.9125468657823,A,7.389770541211052,-167.5922144921033,E,1
F,Widowed,-8.2143960990549,A,-143.62944870284798,B,4.181699445979409,B,52.67340782956017,114.56046363898298,A,55.608325733272146,-95.82328967984314,A,0
Other,Married,-13.758056809045874,B,68.808739489423,E,-135.62109130401396,A,2.770041961864964,-1.8724727580671432,E,-90.50190209255751,-36.60629799968299,E,1
Non-binary,Widowed,96.34921774340248,C,-9.970323766285903,E,43.788974298015134,B,156.18468547183974,-28.596160254511233,B,-30.576562336386807,-55.286053605813436,A,0
Female,Widowed,64.43912048439901,B,-9.987230015228011,C,152.3762757874391,E,77.16232709009915,151.61244771919007,E,-79.75382623266296,-62.958386093099314,A,0
Male,Single,-45.179456613441126,D,-48.703669250947435,D,-43.78607740559789,B,-102.60352507981551,-4.680009238065849,B,-1.8378083787553483,19.950170098228977,E,0
Other,Widowed,-57.85142273036959,C,-96.78588808242601,D,36.22018619777905,A,-19.680874514470815,-21.901429537376146,B,66.38867669916827,10.446193592211646,B,0
Other,Widowed,-103.26088759518947,B,-29.180726100034075,E,261.486587655096,A,-267.01331432724,77.3784561708663,E,145.07650471373287,49.08009663686976,B,0
Female,Married,-133.6766337248963,E,80.56336434485146,C,-27.77241964006119,A,15.304095269133832,33.11905284932229,E,-56.5590789647954,-11.75907530496653,E,0
M,Widowed,54.897888649829504,B,-6.017122808640408,D,-54.789996270609954,D,35.5879661833498,-42.620036143086345,A,202.57218751179943,78.93937486648282,B,1
Male,Single,160.4309527863512,B,41.61158040357602,D,84.19376593205965,D,4.288805482198881,66.07197597099699,D,40.103275727494,-143.2175983955091,A,0
M,Widowed,-350.0648357041628,D,-148.79566406147129,C,89.34616457503296,D,-45.68008143698204,-96.6876264107225,E,6.753851334113616,43.758468763059085,D,1
Other,Widowed,-5.801023758532687,D,-55.06646180361429,D,-73.22745112674957,B,44.3932457694175,-94.56837914358717,D,-167.2607190724762,-94.15279701650341,A,0
M,Single,-60.997817979383804,B,-79.08957312207451,E,-112.78307811420265,E,175.88195678622836,171.91317355484244,A,69.04363047178263,4.854854308129431,E,1
Other,Married,93.40614295010022,C,-179.4386179660028,B,54.06745887036837,B,53.31156491610145,71.01047879998076,B,-68.33258995232693,110.42382824218436,E,0
Other,Single,-18.91197154614289,C,-37.60027670297576,E,84.75332228267388,A,-22.9024059716939,-40.83428388394492,D,109.26766750306021,-8.215149674321763,A,1
Female,Widowed,37.60901167430706,B,13.699296853381092,A,22.49942448617758,C,26.632508699162017,7.48586075659279,E,92.46009402365377,-5.727051826687144,D,0
Female,Widowed,71.69225495920708,B,-95.27226081203546,A,12.67531718107665,A,42.76648878319115,54.54270304873411,C,-122.16498083452474,83.19126229913128,E,0
M,Married,75.90943080182984,C,-145.81811811098527,B,7.648974619913851,D,85.34414069217138,69.0608000936637,E,5.669300342526852,78.90611275870086,B,0
Male,Divorced,-13.687243607707117,E,137.85537900137209,C,-44.013527509066314,E,104.93231531345661,-50.862600737131835,D,58.712687536325035,-17.079133684578043,C,0
Male,Married,14.54580852922125,B,-50.73606165167376,E,78.63307403294068,E,-1.8562410029884329,161.8147973238853,B,13.909445369148804,-61.67621308499462,E,1
Female,Widowed,-27.716586158242524,B,101.5944604182063,D,14.756736271723817,C,19.226750001796532,-150.12568135440537,B,-85.6987158824588,43.87613533500272,A,1
M,Single,-12.52070166236634,A,134.4409004240233,A,-116.66443594900171,E,44.72314537047027,-55.85079353487602,B,268.85055722413097,113.59272709549877,E,0
M,Single,-31.442722011767106,E,50.298277474225564,E,-218.43772989192755,C,121.16878105389415,-16.823782860490223,D,-57.27820765661781,-127.66412838091901,A,0
M,Married,-21.381385874584755,C,53.54807379710627,B,99.66778932941541,C,51.79259021488408,-49.63610748940135,D,185.85879747936585,-3.4615129718936495,C,1
Male,Divorced,77.35832369274902,C,-108.17866177820217,D,54.723287310068436,C,42.259150715469445,9.858314005859793,E,155.3798567767045,-149.09005380211215,D,1
Male,Married,-127.25726511246536,D,-116.8233403279582,A,20.6044678937188,D,-42.92923379436653,101.42481113192181,E,9.743348625299413,-43.5631912537734,B,0
F,Single,-74.06285945030774,A,-72.88034336316093,B,4.3226148592923455,E,-15.003884537805629,-173.57877878739967,E,86.5208043544821,-29.10472913380801,C,0
Male,Married,90.68274206590503,A,70.47133241541098,E,-131.65011521500298,E,70.26007880716944,102.06017243520368,B,-99.5378040953431,-58.38342901480523,A,1
Female,Widowed,78.14540905826425,D,50.86517549618503,C,117.48316409644684,D,70.25618191747202,-69.07275145345506,D,110.66858574471719,-159.9126299327668,B,1
Female,Married,53.81035697059957,A,57.855228806330096,E,170.347202318179,D,28.4542984455464,143.0619541431748,D,43.2269795242698,-9.688505669227055,E,0
Female,Widowed,16.82619435476714,D,-75.92475055666016,E,-32.89052394149545,E,98.11358690915009,-42.815677014492614,C,-63.637094539604036,52.0826555801425,D,1
Male,Single,-166.99316755452188,E,20.119976967986357,E,-91.99481847524827,C,83.79398925520604,89.85182395668181,C,92.84588069317292,80.75326737216557,D,1
Male,Divorced,68.4238725979868,A,-56.16714661354636,D,-13.45568763362106,B,-140.93144965944322,11.370705337573513,E,-197.95473740387246,56.84220029139557,A,1
M,Married,-11.47366537235778,E,-31.94602783763589,B,60.791827538073626,A,29.458162571091336,-226.97624771471004,C,153.78208800995324,129.64278392643536,E,1
Non-binary,Single,-107.14656667433277,C,-178.90890804928753,C,16.874791486301234,C,35.381673558600745,-94.13855826996084,B,-34.84947170011539,-128.12735675650683,D,0
F,Widowed,-15.900260208176467,C,-192.26249064458986,D,-152.92970157180218,B,-183.94107877821415,245.73774171746675,B,-67.77320213659871,-117.19411505955122,B,1
F,Widowed,20.675129626266898,E,-45.504266449193786,A,21.488798705448417,E,35.17332413458077,-127.02238168205655,B,-7.799920362681982,-52.409316825600605,C,0
M,Widowed,3.612881864285464,D,71.74591892978458,D,65.40240855095956,C,22.72618129909591,24.374883700804855,D,165.9612002871773,-65.4466886880314,D,1
Female,Single,-129.94718545993297,A,9.839188727365448,A,-273.0529868895252,A,-78.00042196849508,114.08993406741385,E,143.95582919491125,-181.931703586693,E,0
Other,Single,113.55359893497001,B,-96.97132242070928,B,107.29074092502925,B,54.284930561547014,22.059467477474477,B,118.56797171547552,113.4542139089611,A,1
F,Divorced,53.47207251667854,C,-82.65250112742196,B,62.312003149510666,E,-28.678882253243316,-42.51426819064933,C,-1.5322475342482889,28.720700139095147,B,1
M,Widowed,-68.44610970994108,A,-57.62320015432294,A,-176.76633419806544,A,-94.04442626716661,34.28098260782064,D,2.0521093579053096,2.9455793541825885,D,0
F,Widowed,-34.69722635056212,C,-22.74201874642315,E,85.35559709174241,C,6.666253710359996,96.37043490123084,E,109.55745580617953,-70.29337126697244,D,1
Male,Widowed,80.98933903643581,E,95.99421970750484,D,-25.28177007286733,E,-77.94835441270716,196.3714280136703,B,118.39903570513685,-96.38283440334523,B,0
Female,Married,-20.871969987753435,D,8.346881291944445,C,201.11985733289455,D,80.65407809244873,69.53498831924364,D,175.86321451079604,75.6157604741577,B,0
Non-binary,Single,99.51820986784409,E,-41.0661342661656,B,-78.95343093054751,E,109.7964378880095,57.53267000913051,A,66.74511264137763,-126.0730377602308,D,1
Non-binary,Divorced,1.7340974540168284,E,38.36437599553682,C,60.802130932207454,D,-206.8337968169515,18.22987661647423,A,-228.45261421386073,22.252664165611506,D,0
F,Single,-32.607354790557146,A,145.5542740037545,B,-4.819264747303211,A,46.28242638315106,167.53430282305666,C,-122.45340958551725,-56.31763524325808,B,0
Male,Divorced,-17.58405820407793,A,-325.2264334005366,A,6.565843904611224,B,83.26730614025915,-169.3139780556139,B,-57.37796914330162,59.13498097183517,A,0
F,Widowed,-112.83940087212329,E,3.9858017497891294,D,-82.21399236280669,D,-54.915294834817075,-127.45338025450982,A,4.484552264649061,-67.66140875280523,D,1
Non-binary,Married,-194.6134369338144,A,-86.64476334409675,A,135.7182065756509,B,-153.45000079833403,-122.50561740191206,D,11.820686692466376,1.7360527556868015,B,0
Female,Widowed,71.2607118107702,E,-144.6336228131868,D,95.76927719231674,B,-39.830351354724,-172.2031483321196,D,83.26268715243573,2.8209471128887063,E,1
Other,Married,92.62150863311946,C,-42.21788466192004,E,-177.65492021096003,B,-0.7521367093794141,98.09030011495402,E,79.4865954720274,-69.24840278548912,E,0
M,Single,110.45397271144554,C,-107.32621325418266,B,-66.64170350126282,A,40.76704589513188,84.72735044626009,D,-54.43120924246065,47.21093238879011,C,0
F,Widowed,66.72110566745042,B,-9.463785754126876,C,-34.40462439319321,B,-98.71980303974087,-136.86485738094134,D,7.741546725068719,105.16721892018552,B,0
M,Divorced,48.009485414754536,D,37.42593689704298,B,-151.71946860982192,A,-1.5023066963704286,-161.49297845333933,A,129.19091324161582,-33.102721575563166,E,1
F,Divorced,-128.65653381066076,E,-21.038153787860555,D,60.465289628946536,A,-40.95835057762745,-39.31086984215247,E,-43.572847791409046,156.32629463085973,D,0
Female,Widowed,-45.025956755617194,D,-10.454888145492815,D,32.3135980754446,A,70.32666124534195,97.46642722274255,D,-223.16643301910452,-51.778876634635566,D,0
Other,Married,48.41386891675577,B,91.01533483280679,B,-92.26947304639809,D,59.313524145306175,59.737609769860455,B,-95.66129811647734,-50.09613667730307,B,0
F,Married,69.77265634134878,C,-198.49616389034017,D,-95.85029293609875,D,16.942432447845196,-34.70163350217116,D,-31.48250693602059,211.05645946240958,E,1
Other,Widowed,76.1413798868187,E,-73.72332680966161,A,-90.89218621061697,D,-122.18280499760994,145.12614474590706,C,-16.603122919672327,-47.55807225094058,B,0
Female,Widowed,-141.79259543378757,C,74.51313514225889,E,-81.21345878788443,C,-70.94989339956538,-9.138850618129709,C,-18.775696326219222,109.7226594316012,C,1
Male,Married,136.28676214092707,A,-14.924561141561203,E,-0.15437005739759616,D,-90.65420212097958,36.4383326230438,B,155.90563287029104,44.98619397399937,E,0
Non-binary,Single,59.56552288289002,D,-128.7689133126114,A,-2.2666230406368104,D,-32.59127116618103,9.635623804176056,D,-8.977489746358124,91.31606619366502,D,1
F,Single,113.04734893833064,E,-178.5425124347807,C,-56.39771329909665,C,10.69978530325694,52.48444419798357,C,-104.50886248977417,137.27447376745764,E,0
Female,Divorced,121.84898602427741,B,-3.329764650190263,B,11.242100752440383,A,184.45860769032987,34.08120395701262,E,-48.235076213386314,-10.969411157359591,D,1
F,Divorced,99.28249510067955,A,93.30000344430694,D,75.66578468706284,C,-250.9352581014867,72.90812522587669,A,-28.28123901908295,99.95455268024361,E,0
Non-binary,Married,-6.308576729150203,A,137.25286860277245,C,136.85077752551263,A,151.21433258236414,-162.2638563873349,E,-17.910828575696776,45.65658042191201,C,0
Non-binary,Single,-91.65700175844182,B,-46.55658015583404,A,121.426344253061,E,31.537563906401555,-29.838656048597777,E,-98.96627974187192,116.92134591473742,D,0
Non-binary,Single,-148.02096085512386,B,-98.41911504618508,D,-36.01794556584507,C,-87.97828217671297,161.92397169327762,E,41.69079009578171,-175.29968306257922,B,0
Other,Single,-127.00318475658933,E,221.94411728593678,E,5.7124492484231,E,-125.58851312415638,84.22548749506583,E,3.725100135126784,114.78348589845852,E,0
Other,Divorced,-7.703237994445762,E,103.50619190625707,A,-39.161199615972706,B,-97.30611417961917,4.4774534284109215,D,29.64208973679093,-125.12130644636086,D,1
Female,Widowed,-138.522121337299,C,115.64842668235575,B,-52.99800309721513,E,-191.38154024966423,-61.312847921427284,E,-106.85343798671185,95.7184265918149,D,0
Non-binary,Widowed,140.53156888938406,B,-189.27738060047398,D,135.80264830494372,D,-12.72622756186241,44.77315381949663,B,-129.61960594364356,-1.6209041382134188,D,0
M,Divorced,-237.16102175603052,B,49.173440573382855,C,0.8969747782481653,D,-103.14759750289488,48.281489419827885,B,-81.16768128449819,-42.55377473131517,B,1
F,Widowed,56.24492886294312,D,69.04392105279888,D,159.0730965615769,E,83.0978050944432,175.26203749475107,E,86.65230455430674,43.170814794772845,C,1
F,Single,-173.2510613977295,A,0.05880621189447811,B,74.85252437334664,D,209.99418770122992,-104.4384431188665,C,-46.79057268550543,26.17918310812882,A,1
