AGE,religion,genero,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
71,Hindu,M,Yes,C,13.261839276015518,D,122.89339526061538,-139.8248369877106,C,A,C,1
49,Other,F,No,B,46.017586786712165,C,101.64967263260472,59.70533879276773,E,E,E,0
39,Buddhist,Other,No,E,86.51431840353486,C,-133.22314223796403,-73.63682538295828,E,E,E,1
75,Jewish,Male,Veteran,B,-41.39691254624901,D,84.05011229399555,-86.2140511921543,E,C,C,1
75,Christian,Other,Non-Veteran,A,102.61808786312531,D,-89.08334672175337,72.97271277921408,D,C,A,1
67,Jewish,Male,No,D,-160.54273388598662,C,13.486309649312506,-16.174206967860194,E,D,D,0
53,Christian,Other,Veteran,B,85.2094472667667,A,-58.42914040142742,-124.05208754785633,E,E,E,0
60,Hindu,Other,No,D,-144.0370558697569,E,-98.0527144692551,-0.2245573675986798,C,E,B,0
91,None,F,Yes,B,-30.516241849492342,A,12.045490511981932,72.41512944175842,E,C,B,0
83,Christian,Female,Yes,E,-14.18516471855973,A,66.46785980536467,-119.69010702311084,B,D,C,1
29,Buddhist,Other,Non-Veteran,C,-30.39763158047421,A,10.71432674237774,-152.7854247167616,A,E,B,1
53,Buddhist,F,No,A,-122.98924925416361,B,-191.15226645469897,105.97401125425874,A,A,E,1
56,Christian,Female,Yes,B,42.478571515454064,D,12.046322082845455,-21.01556831027016,D,E,C,1
59,Christian,Other,No,E,104.03755091145331,D,-129.3243566996614,177.6788297811981,C,E,E,0
25,Muslim,M,Veteran,A,-52.22294096587281,E,-41.72872623078342,-218.82077697729088,B,C,C,1
53,Jewish,M,Non-Veteran,D,35.09628949621436,A,158.44283151701956,-72.43750991908846,B,C,D,1
99,Hindu,M,Yes,D,119.52281915695426,C,35.97504481968864,88.60098703602435,B,E,B,0
30,Muslim,M,Non-Veteran,C,-54.7050528998985,B,26.61731713716688,135.7605811954307,B,A,B,1
97,Hindu,Male,Veteran,C,-49.55148947444762,B,115.34927801384029,98.95930950944548,A,B,A,0
98,None,M,Non-Veteran,E,74.47781390787999,E,46.821105667072246,131.81743278214253,A,C,E,1
51,None,F,Yes,C,-152.75904478598554,D,-21.0933210080452,7.633600180507978,E,E,E,0
73,Other,Female,Yes,D,3.350969502459638,C,57.320297479474526,148.19504119612841,E,C,B,1
27,None,Female,No,E,38.447347204758266,E,88.55265118817086,-61.74517104201978,A,C,B,1
84,Jewish,Female,Yes,A,42.20438610143824,B,-111.94653748338055,-209.5898596970453,E,A,A,1
50,Hindu,Other,No,B,-18.688776576381553,D,-12.97745438686411,-85.32781547130365,D,D,E,1
23,None,Non-binary,No,B,156.4907002222065,A,-31.053882721189304,67.48447709376481,C,E,D,1
69,Buddhist,F,Non-Veteran,C,-178.413260254884,E,74.52454339103096,-6.735887413569197,E,D,C,0
77,None,F,Non-Veteran,A,47.535186036702974,D,-7.320574377626729,68.47257377409916,E,D,B,0
37,Hindu,Other,Veteran,C,146.74557840832148,B,29.70371217457747,101.77560246312487,B,C,A,0
38,Jewish,Non-binary,Yes,B,-33.414287242777675,B,5.639260571275534,123.72073174563758,A,B,B,1
22,Christian,Female,Veteran,E,110.14542455026037,E,-97.97254084107986,20.43079586532998,C,D,D,1
20,None,Non-binary,No,C,-38.43634370891788,A,22.541801690460986,31.9181765721803,E,D,E,0
60,Jewish,Male,Veteran,C,-93.93260461587904,D,71.29155808009402,-91.31448362992276,D,C,A,0
94,Hindu,M,No,E,-61.89388522609439,B,31.761522337485648,-7.788600976026898,E,A,B,0
22,None,Male,No,B,-81.50958519386256,C,-176.16618761943073,210.0400069799353,D,C,A,1
60,Muslim,Non-binary,Veteran,C,38.957521360320044,A,-76.13290185746348,74.6981609517001,D,A,B,0
77,Hindu,Female,Yes,C,-43.29833988099768,A,103.97610147220932,-19.469407201639708,B,C,A,0
23,Christian,Female,No,C,-92.48569459298622,C,142.26767649208557,14.552079772638812,D,D,E,0
35,Muslim,F,Veteran,E,-15.119640358825922,E,-97.17584028118556,-63.41830290531063,A,B,B,1
92,None,Female,Non-Veteran,C,-117.49242755390429,C,-45.29013031630295,-20.319204172502427,C,A,E,1
52,Buddhist,Non-binary,Veteran,D,124.97612236152263,A,-30.05836457482311,-38.60817352597298,B,E,E,0
37,Jewish,F,Veteran,B,-31.00747436663808,C,-29.114727078862444,25.44522402733631,A,A,C,0
77,Buddhist,M,Veteran,B,-126.8862353255017,A,-119.85847136907361,-60.19793743806496,D,E,C,1
31,Muslim,Other,No,B,-225.9974182763122,C,-36.218214205941244,-107.30231797652152,D,C,B,1
48,Muslim,Male,Non-Veteran,E,29.174979259347616,E,107.97691897208861,122.18586822924166,A,D,D,0
84,Christian,Female,Veteran,E,-60.75309790732597,B,-87.77013665932272,-65.77550573975451,D,A,D,1
77,Hindu,Non-binary,Veteran,D,64.53973614281026,E,107.21242742715111,89.24713827143287,D,E,A,0
47,None,Non-binary,No,E,44.0374399933593,B,-6.2485995641275665,99.98615434707357,C,A,B,0
30,Muslim,Non-binary,Yes,A,13.142415146016138,A,17.894742098665674,-39.591131374441346,B,D,E,1
36,Christian,Female,No,B,-61.233850249937596,D,-65.24487431412027,122.28966962050431,C,C,A,1
50,Christian,Male,No,E,146.95774597262852,C,-78.11168417017824,-165.13992356895068,E,A,E,0
62,Muslim,M,Non-Veteran,D,122.34715552864633,D,206.19873486679307,13.322560492754507,C,C,D,1
42,Christian,Non-binary,Non-Veteran,D,-211.5382411814585,B,-42.30783583971091,-22.716302092765655,E,A,E,0
35,Hindu,M,No,C,-107.31862618517664,B,219.5609339527288,-20.965436487098817,D,B,B,1
25,Christian,Other,No,A,-57.230589292284996,A,148.76502984708958,43.47502532343125,D,E,E,0
46,Jewish,M,Non-Veteran,E,105.48668094885394,E,112.48499587820828,24.671050339386063,A,B,C,1
58,None,M,Veteran,B,-141.47923889888608,D,-73.89746339687564,95.7705843657019,A,B,B,0
79,Jewish,F,Non-Veteran,C,-91.67918090864802,E,-105.05820663909047,64.31320410388271,C,D,A,0
29,Muslim,Female,Veteran,B,-63.43706427988066,D,-4.5119643799995055,101.81079830111186,A,C,B,0
63,Muslim,F,Non-Veteran,B,-37.99099921823391,C,141.2152427852965,-86.26741165498527,B,B,B,0
39,Christian,Female,Veteran,E,-60.556956549650835,E,-133.5912620555567,-24.39520186922543,D,B,B,0
41,None,M,No,C,56.867353091475294,E,33.20019068893228,-35.536261142053625,E,C,B,0
23,Jewish,Male,No,A,-76.84904997453677,E,-24.73972455103176,221.4728346080347,B,E,D,1
24,Buddhist,M,No,C,102.66932416301407,D,-144.84348984343876,-54.711972344146155,E,E,E,0
78,Hindu,Female,Veteran,C,56.563047162230916,E,-69.97314502989617,74.6896223529733,A,C,C,0
78,Muslim,Female,Veteran,B,-86.18870751720868,A,41.2495605603319,127.65677363434583,E,C,D,0
52,Hindu,M,Non-Veteran,D,107.03402846467938,B,13.18396269013484,170.79274338565577,E,C,A,1
74,Jewish,Other,Non-Veteran,C,55.41776646370374,A,87.90482315616076,-156.51473896240182,A,E,E,0
74,Muslim,Other,Yes,C,195.6023550583683,A,71.63417252693624,-29.013333703834615,B,C,A,1
29,Hindu,Non-binary,Yes,C,27.6932348723791,C,-88.67581315853727,-46.0372432546472,D,E,D,0
57,Jewish,M,Veteran,D,-180.06900877882575,A,-303.6374266751755,44.516649495569226,C,E,C,0
62,None,F,No,D,-147.2928419343227,D,-128.5540965065149,-21.254801156901074,C,E,B,1
67,None,Other,Yes,B,18.34414284808718,E,-164.5099130706813,-4.332168871265391,E,C,C,0
20,None,M,Yes,C,-4.701779970905317,C,-49.087607749653486,-8.776489021163686,C,D,C,1
37,Hindu,Male,Veteran,B,-163.37208681016676,D,-22.87464504621122,-93.98223445503187,E,B,B,0
38,Christian,Other,Yes,A,-30.47485217939368,D,137.96372695240368,0.5676087739269394,A,D,B,1
38,Hindu,Female,Non-Veteran,D,-92.83245626000426,D,-71.79852276013105,-73.8837938975033,C,D,C,0
97,Other,F,No,D,279.0070652257973,E,199.20100212876585,20.877090737302392,C,C,B,1
24,Buddhist,Other,Yes,B,-126.06994632167425,B,51.683973475211154,-171.3531125075937,C,B,D,1
86,Buddhist,F,Non-Veteran,D,-109.53534909189133,E,131.01075189884946,-81.55201228452543,E,C,C,0
90,None,Female,No,E,51.73829453021928,E,32.05265856343733,-147.02617204381744,C,A,C,0
67,Christian,Non-binary,Yes,E,-47.04060434390257,B,138.04928694449578,-85.32058103407253,C,C,B,0
62,Hindu,Female,Non-Veteran,B,-72.95060886275351,A,36.22906143887833,-76.67699804596131,E,B,E,0
92,None,M,No,E,0.42134742458082036,A,-145.81275690608007,45.67701048453853,E,D,D,0
77,None,M,Non-Veteran,D,71.7684263691916,E,-8.489523372635555,35.69552698579847,E,E,C,0
26,Other,F,Yes,B,-7.582736554960405,B,-9.11941624269626,57.259940308401426,A,D,C,0
58,Muslim,Female,Yes,B,-116.14043428535152,B,172.17953195678157,-45.31613805525026,A,A,A,0
43,Other,Female,Non-Veteran,B,-32.788298241687365,D,-193.52289421055022,57.20482311829224,C,A,B,1
88,Jewish,F,Veteran,B,-79.81306806739458,A,4.730937159410031,241.46283859824567,C,E,A,0
50,Jewish,Non-binary,Veteran,C,46.52096956007507,B,-11.685923900170817,57.49578138258431,D,B,D,1
81,Muslim,Non-binary,Veteran,D,-118.92327236811747,E,-21.623288968770154,160.03258304590676,A,E,A,0
40,Other,Female,No,D,-50.488385643537285,B,94.34824394234977,-46.71748735486869,A,C,B,1
20,Other,Other,Yes,A,-35.56303258236031,C,65.49089011987297,2.2082160921682803,E,A,A,0
23,Christian,Female,Non-Veteran,A,-219.3379645073194,C,-86.08013022050824,143.10491369318237,C,B,B,1
60,Other,Other,Yes,B,101.05982615510723,A,98.55283855289485,-67.78597951934964,B,E,D,0
36,Christian,Other,Yes,B,68.44695512239045,B,162.67321235543756,-29.58201411814508,E,E,C,0
77,Christian,Other,No,E,-81.9018344937864,B,-57.47347031207774,19.695173376779913,B,C,A,0
61,Buddhist,Female,No,B,19.871845310359102,D,-98.2428359149503,-80.28393747022513,B,E,C,1
35,None,M,Yes,A,-36.466278016775625,A,56.471334212904935,-86.87936450170423,A,C,B,0
87,Hindu,Other,No,E,93.18169771220529,A,78.03761492096946,90.85168331138111,C,E,B,0
96,Muslim,M,Veteran,E,152.70151786270748,C,2.633115394072649,54.89056604049702,D,B,E,1
75,None,M,Veteran,C,73.86664658744843,C,86.92952627947935,-218.18597428949965,E,A,D,0
35,Muslim,Male,Yes,C,-15.552355972121216,A,125.81421527240893,-56.192390272979466,A,B,E,1
71,Christian,F,Yes,A,71.10789156945269,A,74.46420500328227,110.39972439637987,C,D,B,1
47,Hindu,Female,Veteran,A,-83.16465995979407,C,-207.6552677517676,29.30204777876301,A,B,B,1
23,Christian,Male,Non-Veteran,A,-30.844718154864818,B,65.75150080127176,-32.39855089771358,B,D,D,1
56,Christian,Other,Yes,A,33.4000336676052,C,-53.698333348311934,-75.52699030559754,B,C,B,0
85,Christian,M,Yes,E,-28.028012420808757,C,-35.0177003653493,-175.84048163882846,D,A,D,1
65,Buddhist,M,No,A,46.43698528061991,E,26.420583372942424,153.65790544029122,B,E,A,0
74,Buddhist,Other,Veteran,E,9.071336639478757,B,135.2253829803665,15.699549170980134,E,A,E,0
74,Christian,Non-binary,Yes,B,-66.52733323651228,A,-147.12795496957492,146.90833794563517,E,B,B,1
34,Jewish,Other,Yes,A,-94.43056187251503,D,28.538196566260037,-292.113202892357,E,D,A,0
53,Other,Female,No,C,-80.71659116965495,D,28.84126660330138,56.955103736559934,A,D,D,0
38,Christian,Male,Non-Veteran,E,-91.10860285497449,C,25.777659118532732,-1.8195712255137195,B,D,B,1
82,Christian,M,Yes,B,-67.83786112817171,C,128.75553842286752,24.897851919210037,B,C,C,0
62,Hindu,Male,Veteran,B,-30.3262280699564,C,45.37361795272975,-21.12119424390026,B,C,E,0
33,Muslim,Male,Veteran,C,211.4159181766388,E,93.45424836930894,94.14433894280792,A,C,C,1
26,Buddhist,Female,Veteran,E,-76.43305619863182,C,-63.56335685775852,-211.64825449194362,A,B,E,1
79,Other,Female,Non-Veteran,B,85.04350954756616,C,-20.790840636386996,122.93221437987654,E,E,C,1
39,Buddhist,Non-binary,Veteran,A,103.10654212964904,B,23.205416325583617,-38.310576531653304,B,E,B,0
42,Muslim,M,Non-Veteran,A,59.574949755557746,C,12.906247639949303,45.2456693338759,D,E,A,1
24,Christian,Male,Non-Veteran,B,-44.19160742643528,B,4.839196883197275,-5.071988246055867,A,B,E,1
70,Hindu,F,Yes,C,-33.01791971092934,D,125.97883657275015,-21.004592150143147,E,C,A,1
80,Jewish,Male,Veteran,A,-2.4914021864274423,E,92.75790815449076,71.39181754834877,C,D,E,0
58,Buddhist,F,Veteran,E,-38.54114294269324,E,87.0462768226229,121.79852730231131,E,B,A,1
76,None,Non-binary,No,A,72.89920450457277,C,167.8009535533246,69.08356318598756,D,B,D,0
94,Hindu,Other,Yes,E,17.130980290308646,C,115.1837963495019,-8.874819957260135,E,A,B,0
68,Other,M,Non-Veteran,A,2.5089432500913014,D,-84.58963508832613,-154.00556753344392,C,E,D,0
89,Muslim,Other,No,A,75.62571464138453,C,70.25155784409529,-180.6885059235294,D,C,A,0
96,Buddhist,Female,Yes,C,-80.3328596281545,E,37.656669029094246,44.716099069633884,C,B,C,0
51,None,F,No,A,242.1750148421133,C,-81.17225126864489,190.97054839811278,C,E,C,1
60,Christian,Non-binary,No,E,156.63387726644322,E,-66.41151419226674,-44.99603178440685,D,E,A,1
79,Buddhist,Other,No,B,5.186174385746493,D,-83.10163961598465,7.604852443747305,E,E,C,0
33,Muslim,Female,No,B,-45.86555230638047,C,73.37498676691442,-101.33628202905314,B,D,D,1
32,Jewish,Other,No,C,-53.28056146061344,C,-25.953785060464586,-25.679247806304815,D,C,E,0
33,Muslim,Non-binary,Non-Veteran,B,-30.498220139284882,E,-198.251955099249,112.36854666826912,C,E,A,1
96,Christian,Female,No,C,-127.8779282039316,C,17.85685020211133,80.38477242885513,C,E,E,1
35,Muslim,F,Non-Veteran,D,-119.59553020461134,B,-39.62016962550475,-72.58272820707164,C,A,E,1
37,Christian,F,Veteran,C,128.3908619083836,A,61.30120565849991,11.8309249744456,B,A,B,0
28,Buddhist,Male,Yes,E,-93.52410315053106,D,17.252307919002952,99.0819255050228,B,E,B,1
49,Muslim,F,Veteran,A,8.782854192849689,A,129.94066176938043,-128.3961986084043,A,A,D,0
58,Other,Female,Yes,E,101.30109847335311,A,-243.47416284243963,136.69750389148726,B,B,C,1
67,None,F,No,D,-28.663353583553114,D,-123.79908953648425,88.95312878225266,D,E,D,1
46,Christian,Other,Yes,E,-130.2755273819995,B,65.93403751778943,-99.1081824856666,D,C,D,1
90,Christian,Other,No,C,-99.9261008300693,E,83.64898014833335,98.59025140407557,B,D,D,0
73,Hindu,Female,Non-Veteran,B,-86.45951027035117,D,-19.188424962172068,-125.94434585525435,D,B,C,0
59,Muslim,F,No,E,126.10190328087252,B,51.708978376455214,43.267322284258405,B,A,B,0
23,Christian,Other,Non-Veteran,D,-103.83888296927668,A,-18.202779074955107,-42.38281548432929,B,B,E,0
41,Hindu,Non-binary,Veteran,A,-126.14239547469556,E,-4.512768877745916,20.612767345311397,D,B,A,1
45,Other,Female,Yes,E,-129.6894458254799,B,37.744637040390494,32.21102981935883,C,C,B,0
37,Buddhist,Other,No,D,-181.74396999425028,E,106.92643362040644,-72.86181559902506,B,B,A,0
24,Muslim,Male,Yes,A,1.2030148062866237,E,53.55799694356165,-237.72783496839364,A,B,D,0
34,None,Non-binary,Non-Veteran,E,98.19588099311336,D,-96.56260787625244,-96.28869329040694,C,B,A,0
21,Christian,F,No,D,53.21767295049089,C,133.94336357098044,-150.24983632909132,A,B,B,0
85,Jewish,Male,Yes,E,247.68931849953404,A,143.17556775954563,-37.003120537568776,A,B,D,0
28,Christian,Other,Non-Veteran,C,-70.44135412935675,D,-69.80048969480112,38.92914120236086,C,C,E,0
91,Buddhist,Male,No,B,-141.67162229176355,C,-48.96222694671029,159.41510967172758,C,E,D,0
45,Christian,M,Veteran,D,-106.86200010537674,C,-270.2040334788432,63.06393369700194,E,D,A,1
19,None,Female,Veteran,E,-25.150083898660114,A,161.73025074468893,235.60021966007204,C,E,A,1
66,Other,Female,Veteran,E,-37.34758185289836,E,-102.97528636767403,-43.52253986141276,B,D,D,1
83,Muslim,M,No,D,129.79968459450976,D,5.477785066295581,-147.85671065228655,A,E,C,0
91,Christian,Male,Veteran,E,-44.4177253535733,A,-10.015918683137244,122.5990150175311,A,C,E,0
75,Hindu,M,Yes,B,125.50379781651652,A,-45.863119525160386,68.09313773793774,B,E,E,0
65,Buddhist,M,Non-Veteran,E,-33.543895762306306,E,111.35594120529284,20.968004006043785,B,A,C,1
49,Jewish,F,Veteran,A,56.329274654163996,C,70.18090399760476,93.932540389931,A,B,A,1
73,Buddhist,Other,Veteran,A,-23.22972648871092,C,5.916459741514886,-64.35470113086929,B,D,A,0
62,Christian,Non-binary,Yes,D,-124.5878158443229,D,-24.261106075964186,2.983847392244293,D,E,C,1
87,None,Male,Yes,C,57.38999747942199,E,-109.10204721111366,7.1714558345616615,C,E,A,0
62,Jewish,F,No,E,-225.3191306448337,D,-13.422539339416224,-157.4734852858007,B,A,C,0
65,Hindu,Female,Yes,E,75.18012640798794,C,-196.88335927356394,-124.25382049802445,E,C,C,1
29,Other,Other,Non-Veteran,C,-159.19174611931115,A,73.93779055071059,-105.897907164925,C,C,D,0
56,None,M,Non-Veteran,A,86.51021090560647,E,28.659592712039974,85.52221333180302,D,B,A,0
90,Jewish,M,Veteran,A,231.65576856583198,A,87.66236390714118,-78.79115046194335,B,E,D,0
98,Buddhist,Other,Non-Veteran,D,53.269924383078084,B,104.36557448114432,40.90264256840524,E,E,B,0
73,Buddhist,F,Non-Veteran,A,68.85032292776347,B,100.57642379582539,-40.947058334082236,E,C,E,1
69,Buddhist,M,No,B,4.441805167190419,D,193.02763447707335,163.56555277286907,E,E,C,0
58,Christian,Non-binary,Yes,C,11.068881767782255,B,-93.02387452432606,21.18831693094681,D,D,B,0
33,Hindu,Other,Yes,B,10.763679798610028,A,7.37528305497124,10.2775371277912,B,C,C,1
18,Jewish,F,No,C,183.36936061711015,D,-53.401960294647424,-41.032809462455255,E,E,C,0
64,Jewish,Female,No,A,-242.53697330098345,C,74.04429223682487,12.798935510574564,B,C,C,1
78,Hindu,F,Non-Veteran,E,-15.204977169512176,B,-60.90417476998425,44.61560342842287,A,B,A,0
38,None,Other,Veteran,C,21.10131328427206,A,-104.92283910472217,-33.14499095108855,E,E,D,0
80,Christian,Non-binary,Non-Veteran,A,28.66807427929099,E,162.0002252031086,-152.7404878052795,A,D,B,0
91,Buddhist,Other,Non-Veteran,C,116.86957299364282,D,146.6571278963574,-76.01766738766884,B,D,D,0
22,Buddhist,Male,Yes,B,-82.91544684011755,C,-51.344027654060575,129.5508744642461,B,A,D,1
30,Hindu,Non-binary,Veteran,A,-59.94038636936183,C,189.79494195604073,37.778705999067306,E,B,A,0
23,Christian,Non-binary,Veteran,E,-10.656956915812808,B,30.08059184617532,21.650837801137683,A,E,A,1
45,Jewish,Other,Veteran,B,64.11966976054028,A,5.059911907593748,-42.582766793741136,C,D,D,1
50,Other,M,Yes,A,76.50383998140565,E,91.73170905367643,115.34925804791405,E,E,B,1
19,Buddhist,M,Yes,E,62.25771016648878,C,79.41378598284398,106.01730808217096,D,C,E,1
55,Jewish,Male,Veteran,A,-123.89772045679315,E,-169.2191819088165,173.06009645593414,D,E,C,1
67,Hindu,Male,Yes,A,-42.53025994258991,A,-193.09316416694767,6.02523911149178,E,C,D,1
33,Jewish,Non-binary,No,E,-22.916404216455984,E,-40.35512964431997,-132.3012672670061,A,D,D,1
89,Jewish,F,Veteran,A,112.13108800585107,A,72.76063724476741,39.817571748659624,A,C,E,1
93,Buddhist,Non-binary,Non-Veteran,C,-34.74851179115529,E,53.03584110474916,-178.97135865713324,B,B,B,0
75,None,Other,Yes,E,25.78872034951428,A,157.6837419408582,36.193593065747926,B,B,A,1
74,Muslim,M,Non-Veteran,C,-160.59901264486476,D,-35.51054114363411,-31.662586187923047,B,D,C,1
57,Buddhist,Male,Yes,A,8.244756876590253,B,-164.93991101511676,-128.53191647483067,D,C,D,1
88,Hindu,Other,Yes,B,173.51221144472183,D,82.94377823920155,183.41486443444762,B,B,E,1
81,Buddhist,Female,Veteran,B,70.38461660598436,A,149.12667834851425,-78.82491025413542,E,B,D,0
50,Other,M,No,E,-19.261324349745554,D,63.02928276502916,126.69647034905655,D,A,B,1
69,None,Non-binary,Non-Veteran,E,-44.03328198931617,D,-58.711868051560664,43.39532353084246,C,E,C,0
63,Jewish,Non-binary,Non-Veteran,A,-85.23390440243323,C,-74.45534906066914,53.083542843707285,E,D,A,1
95,Buddhist,F,Veteran,D,-24.603778387089935,B,-201.58507071587417,113.16434857845148,E,E,C,1
80,Other,Non-binary,Non-Veteran,A,165.78988463801073,D,-69.03274470041943,-192.48718394289523,B,B,B,1
72,Buddhist,Non-binary,Non-Veteran,D,-30.528828831087534,C,41.0769543476861,150.41983762117587,C,E,B,1
67,Buddhist,Non-binary,No,C,80.39285688306798,E,122.52926237182238,-140.36274118888073,E,C,A,1
43,None,M,No,A,-93.24712219118126,C,-33.9563436074191,144.4627301375801,D,D,B,1
54,Buddhist,F,Yes,B,-54.330282738193624,A,-85.422600533363,-12.84090007145807,A,D,A,1
44,Hindu,Non-binary,Veteran,A,-116.84913819084535,E,195.07691271218786,7.432502896452088,D,B,E,0
69,None,Male,Veteran,A,8.388693804605186,E,-134.21830353993866,-6.693993772769059,B,E,B,0
44,Muslim,M,Non-Veteran,B,184.46592277303725,D,75.68807999198441,155.69502265267704,C,B,A,0
85,None,Female,Veteran,C,-22.07931291529988,C,18.28238348335203,-103.81120407234414,B,A,D,1
49,Other,M,No,E,-173.8183956406213,A,127.47234769265341,-24.389805557649886,B,D,B,1
38,Jewish,F,No,E,27.139224604590446,C,-95.84170026996539,-20.83448217617463,A,B,A,1
55,Buddhist,Male,Non-Veteran,E,-21.319021949710816,D,-86.14571821882545,-135.22780771738138,C,D,D,0
22,Christian,Female,No,C,-104.28883013556909,A,8.997324549242567,100.67536364690153,B,E,D,0
51,Other,Female,Yes,C,-184.26017636881662,B,49.1233160597477,205.33419444256444,A,C,A,1
89,Muslim,M,Non-Veteran,B,49.481134023768355,C,50.51553278271187,145.28140530143082,C,C,C,0
56,Christian,M,Yes,A,-53.95316808701618,D,-66.63231043598289,22.631394884684354,D,E,E,1
44,None,Other,Yes,B,-37.12948566507009,A,171.3741515650644,164.40905296675516,A,D,A,1
38,Buddhist,Non-binary,Non-Veteran,B,-125.20060443933217,C,-36.819295693098944,-80.25198383765601,D,B,D,0
86,Muslim,Male,No,C,-5.15562526717575,B,74.21491873013778,-103.08786857106497,D,E,C,1
43,Muslim,Female,Veteran,E,106.62706794696228,C,-0.34743357043837064,-22.988139369271536,A,A,D,0
22,Hindu,Male,Veteran,E,-9.947261332368496,C,-183.87548411839836,61.9296706687542,C,E,D,0
80,Jewish,M,No,A,-64.55116927575075,D,62.824826321455085,81.89879718396531,A,C,D,1
27,Muslim,Non-binary,Yes,C,-108.83816237583879,D,-166.1896391742202,232.11297986546256,A,C,E,0
85,Other,F,Non-Veteran,A,3.818606064785751,B,-139.80322850897164,-21.51838039139825,A,C,E,1
53,Hindu,Female,Yes,A,-37.20896611438939,A,-14.44264332797592,103.29092681696265,C,A,C,0
84,Buddhist,F,Yes,C,-12.688347569975031,E,-15.655505048533447,42.66945648937451,D,C,D,1
65,Hindu,F,Veteran,C,-39.95073272055886,B,10.453503939397777,-112.1340195788312,C,B,A,0
44,Muslim,M,Veteran,D,28.135943475432946,E,-128.34652959158518,134.94499505982424,A,B,A,0
68,Other,M,Yes,A,66.09846032404536,C,-137.2226074074592,72.35756477261536,D,B,A,0
65,Christian,Non-binary,Non-Veteran,C,-180.1662948794587,B,-142.13255357278857,84.57531147620342,E,E,E,0
71,Buddhist,Other,Yes,C,45.677067533407865,A,-61.40158895229647,-6.441074950214409,C,E,A,1
97,Other,Male,Yes,B,119.72747786767395,B,122.97922851038037,-123.78815292948396,C,B,A,1
29,Muslim,M,Yes,D,69.45154637692659,A,-210.40513668931246,29.267479283854513,A,C,D,0
20,Other,Female,Non-Veteran,B,4.6552198161829015,E,38.62506380331576,14.848913405745567,C,E,C,0
18,Buddhist,F,Non-Veteran,B,143.29475624710665,B,142.8659280657914,167.8019084568929,D,B,E,1
43,Christian,Non-binary,Non-Veteran,B,131.3529410914599,E,74.61032887194798,-118.03218531937063,C,D,D,1
20,None,Male,Non-Veteran,A,105.77933584121367,C,-1.139732844787728,-29.396552105905695,E,E,C,1
79,Hindu,Other,Veteran,D,-56.12572908717534,E,-180.3424626865741,-16.476035916090506,B,E,E,0
26,Other,Non-binary,Yes,D,-55.16577361244986,D,16.31711593062335,76.64844341254647,D,E,D,1
47,Hindu,Non-binary,Non-Veteran,B,160.64265186881119,D,-47.17930729157984,-196.8535959490694,A,C,A,1
18,Other,F,No,B,76.71615586975278,A,-58.11964122719541,118.08241216370187,C,E,A,1
44,Muslim,F,Yes,E,8.09004770870394,C,-58.76962428296611,160.96317675358597,A,C,A,1
96,Hindu,Male,No,A,-2.7702539466370935,E,-86.74887953527399,102.52379003067536,A,D,C,0
95,Muslim,Male,No,A,125.48681834731693,B,-82.50132566457971,-10.728595682830399,B,E,C,1
88,Christian,Other,Non-Veteran,A,-10.268973441379197,E,-9.621838915989425,-4.0958474112077194,D,C,D,0
73,Hindu,Non-binary,No,A,-21.9851412583028,D,-2.086034739104264,-99.09289795425826,B,A,E,1
31,Hindu,Female,Veteran,A,-215.6055918771398,B,-12.36797449174504,49.993710399146664,C,E,E,1
93,Buddhist,F,Non-Veteran,B,151.4657390303287,E,74.43149842215891,27.20623822245657,B,D,C,1
30,Buddhist,Other,Non-Veteran,A,27.244266308363773,B,-149.01998130878465,44.795409374771545,B,A,C,0
58,Hindu,Other,Yes,A,4.025446969520355,C,70.86620451118154,128.72556902847077,D,A,A,0
67,Christian,Female,No,B,72.34735941534265,C,-100.08188378488907,-77.07850510999397,C,B,E,0
31,None,Other,Yes,A,65.36111066013922,E,-39.0912357557307,85.60974172640313,B,E,B,1
27,None,F,Veteran,E,94.96687045646287,E,23.649482793628746,-31.74443797455096,C,D,B,0
22,Jewish,F,Non-Veteran,A,140.70822044681591,D,-3.9451557098913237,54.74785315176701,C,A,A,0
82,Christian,F,No,E,-1.614965249866284,E,-28.09436500330365,-61.39440029412042,E,C,A,1
20,Christian,Other,Yes,B,-33.28658247978179,D,-140.54671908361917,124.82815640482625,E,A,B,0
90,Christian,Non-binary,Non-Veteran,B,222.41884820149878,D,-12.595254122714975,10.595119374939536,D,C,D,1
70,Muslim,Non-binary,Non-Veteran,E,-78.85964207798858,C,-127.53765573940315,17.4482470297232,B,B,A,1
91,Buddhist,F,Veteran,C,-42.95665210967673,C,-104.27192356148021,-165.86396011398134,C,E,A,1
72,Buddhist,Non-binary,No,E,45.13532361807249,B,28.2866296111992,-135.01066726238955,A,E,C,1
24,Jewish,Male,Yes,D,-174.41130496432314,D,140.78954627548552,-109.43030228774919,B,E,D,1
83,Muslim,Other,Non-Veteran,B,-57.526090989188894,E,110.5525988600723,-142.7872472685021,B,C,D,0
96,Buddhist,Other,No,E,79.50996061408259,C,85.02597327445494,-177.85291565301802,C,A,A,0
74,Other,Other,Veteran,A,62.62561550008626,D,-11.807365864692263,23.9681976367037,E,D,A,0
73,Hindu,M,Yes,B,79.71755934896397,D,-50.612613125720664,102.74725466792363,E,C,A,0
