Gender,married,faith,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Other,Married,None,White,E,E,B,10.195790932543906,-361.2843805232693,D,76.45271561604031,B,74.43117587501162,B,1
Female,Divorced,Christian,Black,B,A,C,-76.49310677630785,-25.878027174266293,E,43.919332600504056,E,71.56794445381794,A,1
M,Widowed,Muslim,White,D,D,A,-50.521982600552725,-126.59577633147201,A,-59.39671194064308,C,-156.73051750107416,C,0
M,Divorced,Christian,African American,A,E,A,-138.75541580480223,38.2152132326613,D,-146.2685327246996,C,-142.27682607010715,D,1
Male,Single,Other,White,D,A,A,-157.64523432010157,67.78663684513127,E,-250.44892274500432,A,91.77320640689162,D,1
F,Widowed,Hindu,Hispanic,B,E,B,-146.9607480559573,-12.450514922050708,B,222.69123065426055,A,232.81154549786956,C,1
Non-binary,Married,Buddhist,Asian,A,C,A,134.4695570934563,-69.43368113506293,E,-54.34509436509275,A,-61.643127680261536,C,0
Non-binary,Married,None,Hispanic,C,B,A,91.67794545402876,30.432505334067052,D,-130.2096617714579,C,-109.86563862533963,A,1
Other,Divorced,Jewish,Black,D,A,E,-240.5656640936383,111.47017404635722,A,-66.38403487476754,B,100.58482076208568,D,1
M,Single,Muslim,Black,C,C,C,106.57169256842825,-88.96456176413119,D,-154.48918715880296,C,37.344496324361955,D,0
Female,Married,Christian,Asian,B,B,C,-133.22652158989214,1.1645576092388439,C,-85.0784803101071,A,59.96832012667635,B,0
M,Single,None,Hispanic,D,E,C,-181.96452708505802,-60.662742271897294,D,8.593687668942183,E,-23.339605759583225,B,1
Non-binary,Single,Hindu,Asian,E,E,D,29.597629574220907,159.97490329709206,A,-39.651023792698226,A,69.14727862171637,E,0
Male,Single,Hindu,White,C,B,D,-41.13811350180531,-93.30585429191801,E,107.3758793832434,C,-45.36710389503647,C,1
Other,Single,Hindu,Black,D,B,E,-6.646377408036054,-88.75867923481375,B,9.468092026808153,C,-110.60696416822712,E,1
Non-binary,Married,Buddhist,African American,A,E,B,-10.168987232824783,9.999396782614197,D,18.617814639779475,A,45.19631663173795,D,1
F,Married,Hindu,Other,C,B,E,70.72320854392666,72.78971519555604,E,-5.706607056290811,B,-3.1416595857768055,C,0
F,Married,Buddhist,Black,E,D,D,-96.66972117430667,-223.1113187226542,C,62.036064378338985,A,71.84420800131385,D,0
F,Widowed,Hindu,African American,C,C,E,19.567951277674872,95.56096415599222,B,169.71728900520577,E,-90.23232731305197,D,0
F,Widowed,Muslim,Hispanic,D,B,A,21.45032064330687,141.52666035589556,E,-159.89443343771111,E,-123.82720560473004,D,1
F,Married,Christian,White,C,C,C,-69.77372610885077,-213.75944028035377,A,130.7354296373401,D,-126.67239119900724,C,0
Female,Single,Hindu,Black,C,A,D,-74.79679033743551,-165.31110402650114,A,74.72161299083312,B,252.78677463748065,E,0
M,Single,Other,Black,D,B,C,45.70254305134635,-180.07557591968822,B,-13.673552726016139,D,69.7715746635938,D,1
Female,Single,None,White,B,B,A,-103.1394310605232,141.68725181504482,A,38.89893516764874,C,-30.35794318802829,A,0
Non-binary,Widowed,Muslim,Black,C,B,D,-107.07107569032779,72.28128195161598,B,79.11646608192822,C,-237.34936436398067,C,1
M,Single,Jewish,Asian,E,D,B,242.71740519075672,-277.4353582496091,A,-81.0205802712594,A,27.850584461957105,E,0
Non-binary,Married,None,White,A,E,D,-126.97289046297861,123.9240777728944,E,-88.82302274284231,B,-48.99301494655575,B,0
Non-binary,Single,Buddhist,White,B,B,B,-9.061926480348857,-35.192895367025415,A,213.42214315469437,A,-1.8809717109413198,D,1
F,Widowed,Christian,Other,B,D,E,78.50494055151617,79.34264149611909,B,40.16695030891082,E,-135.6642259173659,E,0
M,Single,Christian,Asian,E,C,A,-145.93235864061288,13.078138836537418,C,162.63469264972636,B,-193.00809528519662,B,1
Female,Married,Hindu,African American,E,E,E,-28.46218530601551,-49.70442420815133,A,228.70527922286175,A,-50.70855097642942,B,1
Male,Divorced,None,Asian,A,E,E,-57.954204384760374,23.708796830570716,C,-61.3594185238408,E,44.38746231497272,E,1
Female,Married,Muslim,Asian,C,A,C,0.11472825097601166,-4.61992189029195,D,-74.97200570468068,C,-18.10523038519604,A,1
Female,Married,Christian,Hispanic,B,A,D,60.499372641394444,82.35226815614209,B,23.135235653815535,A,188.81720191582332,B,0
Female,Widowed,Buddhist,White,B,E,B,69.60981709208227,-4.875479099843749,C,-72.53045899717627,A,19.82204827993918,C,0
F,Widowed,Muslim,Asian,B,C,E,-214.6209230954006,57.11620979009565,D,-114.10452768699251,D,48.79849296184897,A,0
Other,Married,Buddhist,White,B,C,E,-119.49589564762266,-162.87417410050708,C,13.66635224665428,E,59.56203845779249,E,0
Female,Married,Jewish,White,E,D,B,114.85562810884883,-39.622047849156395,B,13.25655615652232,C,44.382467311926284,C,1
Female,Divorced,None,Black,C,A,C,49.83246156562463,-123.35151241630697,B,11.781714088571658,C,-61.4130815732047,A,0
Other,Divorced,Muslim,White,A,B,B,-109.43069181970483,-33.494151941730294,E,-178.5922800164929,B,-34.98364938243223,A,1
Non-binary,Divorced,Jewish,Asian,E,A,E,31.992124721016445,-108.23808099149443,D,-88.707793917009,B,9.00505301833308,B,1
M,Married,Buddhist,Other,C,D,C,-51.11852856964995,220.01505898354745,E,282.70737787606845,E,-34.48670786474548,E,0
Female,Divorced,Christian,Asian,D,D,B,24.576928337646066,-274.32375864885324,A,-29.209870541979495,B,218.26852113491023,A,0
F,Widowed,Hindu,Black,E,D,B,-9.709018713578681,-86.61939733856327,E,-44.03835416626743,E,55.60655519503136,E,1
Other,Single,None,Black,E,E,B,94.51394517234209,126.5028026264533,E,69.11110745230016,B,135.65780156798155,D,1
Non-binary,Married,Christian,Black,C,C,E,113.996629319432,36.238388132909044,E,-38.740781559327495,E,-77.22835378019057,A,0
Other,Single,Jewish,Black,E,E,B,-4.577603260292638,-27.030504921820196,D,125.16488278174623,E,20.777610314706315,E,0
M,Widowed,Buddhist,Asian,B,A,E,-78.1776766626073,63.785287400658156,C,8.737019179309815,E,39.891597282869405,D,0
M,Single,Hindu,Asian,D,A,E,24.89824077500897,-42.21993372666634,B,-249.82811937755366,C,63.06390006174457,C,0
Non-binary,Single,Other,African American,D,B,C,-112.75584287500438,-25.234130195860256,B,-144.6386459820539,B,156.2330375126129,A,1
Female,Single,Other,Hispanic,C,E,D,-29.827101557652203,12.83662310923235,A,-65.72071788751683,E,-56.44836834162221,E,0
Other,Divorced,Buddhist,African American,D,E,E,-153.42472040328582,12.987650916793827,C,98.15915179879937,D,-244.9373347577747,A,1
Other,Married,Other,Asian,A,A,B,-168.95270094092712,-164.11873684282926,B,-167.57375540663799,A,-5.30937523695414,D,0
Other,Divorced,Muslim,Other,A,A,A,86.87851645739283,-122.90623867295089,A,-87.06653124246088,B,7.5266047459284415,E,1
Male,Divorced,None,Other,D,E,A,-88.13651363563751,-32.5952436212129,E,9.821503528303184,E,73.56390952127909,E,1
Other,Widowed,Other,African American,D,B,B,-76.52834237424251,51.9402998490227,E,10.74347140109564,D,-235.1960801061421,B,0
Female,Widowed,None,Asian,A,C,E,-78.50631925459459,203.02521129766538,B,25.090714858618263,C,-58.57645496385676,A,1
M,Married,None,African American,A,A,D,11.537228757029522,-182.22361076537587,D,-108.93155370256835,A,57.91571865419459,C,0
Non-binary,Married,Jewish,Black,D,C,D,61.697678590009765,-129.41644177604903,B,-91.16886819498617,B,-59.33421172580445,B,0
Other,Single,Jewish,Black,D,E,C,145.37178986147822,5.147995399567257,B,-74.47977013367081,D,138.14393150066977,D,1
Other,Widowed,Christian,Hispanic,C,D,D,17.291933447277717,5.065698892850196,A,-148.41860149656313,B,-272.2627213238456,E,0
Non-binary,Divorced,Christian,White,A,D,A,135.72746854596983,39.12558247604399,C,7.047604542456702,C,122.90425639350605,C,1
Male,Married,Hindu,Other,B,D,A,100.97159696182996,45.809591534422445,B,-106.57971155349522,C,37.93107187465131,D,1
M,Married,None,White,E,D,B,-93.59759304180723,-123.29971296366963,D,-62.02307146407643,A,-106.1697152289479,A,0
Non-binary,Widowed,Hindu,Hispanic,D,A,A,29.171351698489694,0.9802058184897511,D,-88.49614704220437,D,26.153095302076213,D,1
Female,Single,Jewish,Asian,C,E,B,60.87811486174193,163.66804354603738,D,-118.10688547259511,C,-93.90961927007311,B,1
M,Single,Christian,Asian,B,A,C,-81.1916472759204,83.42403204349048,D,-121.15688521373804,C,229.38583261531514,C,1
F,Widowed,Christian,Asian,A,E,E,-195.38597167280378,-159.94917638605713,D,-12.113932319691532,E,-59.337039006287995,C,0
Other,Divorced,Buddhist,Hispanic,A,E,E,-50.24268011069839,-20.788370361558325,A,-42.15454254497688,B,73.43561990193359,C,1
M,Divorced,Hindu,Asian,C,A,B,12.487333591139778,46.29821950958422,A,91.17218433219153,E,25.345654766388005,C,0
Female,Divorced,Hindu,Other,E,B,B,4.616999161199545,-19.54467668237555,B,150.00157417714635,B,106.60356411029083,E,1
Other,Single,None,Hispanic,E,C,A,68.2252962994599,37.58517934549349,C,-144.06656392479,E,-15.648438125896414,C,1
Female,Married,Buddhist,Asian,C,E,A,-42.737001202664906,-4.92191953614875,C,22.893326497280924,E,51.22265303940207,E,0
Other,Married,Buddhist,Black,E,C,E,-116.76403782743986,-6.067259967591271,A,136.06285189557696,D,122.6682312004891,E,1
F,Divorced,Other,African American,A,B,D,21.71120462207521,-112.33038076638348,A,-44.59970733312652,A,-162.09026145688617,B,1
F,Divorced,None,Other,B,A,D,21.31225860922102,210.04432607273586,B,35.29865874364708,C,-49.92890144953338,A,0
Other,Married,Christian,Hispanic,A,B,B,-71.63635881106369,-33.180966425242204,A,6.2567948149823955,C,128.05140777069562,C,0
Non-binary,Divorced,Jewish,Black,B,E,A,199.56441646086788,30.815430945078404,B,-60.05478472040138,E,51.18770812639061,C,0
Male,Married,Muslim,Hispanic,C,C,A,51.02575587122962,-77.42071664579144,A,-173.1701537351928,B,-67.12408885238797,A,1
Male,Single,Jewish,Hispanic,B,A,A,-59.09327546707143,-143.10034950023746,E,58.09274346877358,C,22.264070132826973,C,1
M,Widowed,None,Asian,B,A,D,-6.491317571776502,219.3838808607433,C,42.779430176990736,B,-31.94358024494529,E,0
Other,Married,Muslim,Asian,D,D,B,289.72818324414004,-36.90565764336755,C,66.15600555864664,A,-179.45882766287534,A,1
Female,Married,Buddhist,Other,C,C,A,42.55909532287271,81.34466685966369,D,-112.6609836098994,B,52.021192751141655,C,1
M,Divorced,Christian,Asian,D,A,B,29.17746886397161,-38.17986814038248,C,-89.25808490251129,D,154.96700941093954,B,0
Non-binary,Divorced,Buddhist,White,A,C,C,22.930983780552015,-106.14268052127204,C,-134.72522438543473,D,-62.618753258047875,E,0
Female,Single,Buddhist,African American,B,A,E,-38.53539250166573,-150.47536590949016,C,51.31884027446545,C,-52.80198442446581,A,0
F,Married,Buddhist,Black,D,B,C,49.39073595411767,-66.81477047987721,A,-87.95285145560551,C,4.912473782808852,B,0
Female,Divorced,None,Hispanic,D,B,B,39.064471707550354,-72.68373773504338,D,-119.19884460161963,D,110.56651348496425,D,0
Male,Divorced,Christian,Hispanic,A,D,D,-48.53821120850238,-43.03889754629733,B,-34.91685702323512,B,-19.642388734844136,E,1
Female,Widowed,Other,White,D,E,C,118.53681086608839,62.177201510527205,E,61.030532178565075,C,-106.88025212987671,B,0
M,Widowed,Other,African American,C,B,D,105.05315586169861,-60.36077115486956,B,-63.672873320859644,C,-103.10371590720386,A,1
F,Widowed,Other,Hispanic,C,E,E,7.433574408466537,8.738770659773568,C,-143.7707599672275,C,67.37472869801044,A,1
Female,Divorced,Muslim,Other,D,D,E,-41.89628404032179,41.02835261642258,D,11.602128123618217,E,-65.71184180151276,E,0
Female,Married,None,Other,B,D,A,-153.73829094858837,-25.05312080637014,B,-86.48413234665749,A,102.04353483455053,B,1
Other,Divorced,Buddhist,Hispanic,C,C,C,161.19421677880598,-54.8432511251588,C,-21.829524197277415,C,37.26780464288951,E,1
Other,Married,Christian,White,C,E,A,115.17767946327426,8.776564233806463,A,-47.020650294406934,C,-71.0063791539271,C,1
Other,Widowed,Muslim,Other,E,C,C,118.01716947562466,-31.795799667194313,E,120.34878980616466,D,-102.52020366420211,D,0
Male,Divorced,Buddhist,White,C,E,D,-100.12322036805791,-217.19633875716423,D,93.90406890766683,E,25.467108531655963,B,0
M,Widowed,Christian,Black,C,A,C,24.94999437908308,-3.93927490210186,C,100.44763981701104,B,-115.06315818092689,D,1
Other,Single,Muslim,Black,C,D,E,77.51627684464421,39.287226645325376,B,74.21381575512667,C,-48.780663367337404,B,1
Other,Married,Christian,African American,D,C,D,-150.85406384035403,-126.53766024814472,D,68.66295957768622,B,176.59598244267977,A,1
Other,Widowed,Christian,Black,C,E,E,89.59244457793024,36.828955579649836,A,-0.35323082289804925,C,-6.19867565590214,C,1
Non-binary,Widowed,Christian,Hispanic,C,B,A,119.73222984792,94.65530151226794,D,-19.934393674030826,B,-124.38848032270384,A,1
M,Married,Muslim,Asian,C,E,D,-44.090280910517855,-61.24711835482759,B,-105.37483248147458,A,13.116910026557576,B,0
F,Divorced,None,Hispanic,E,B,D,-154.52867132473708,83.68132987797745,E,-56.869561640728506,D,96.79417107203732,E,0
Male,Single,Buddhist,White,D,C,D,-121.39045783873298,4.2303151097468845,C,-11.32748255920638,B,47.06147402944887,B,1
Non-binary,Single,Other,African American,C,C,E,13.964903537363071,22.628141514254942,A,-44.40084058386745,E,60.86332828275126,C,0
M,Single,Buddhist,Asian,E,B,E,-35.78406645224814,-25.616407213072396,C,83.13937622280808,C,-29.41556784727218,A,1
Non-binary,Widowed,Buddhist,Hispanic,B,D,C,69.66776862702395,54.17239252800377,C,-166.4110625693617,D,2.3682000629177598,C,0
Non-binary,Divorced,Buddhist,Hispanic,A,E,E,-119.73331082974255,137.1396246818528,A,-90.78294389672419,A,-191.65937618291514,E,1
Female,Divorced,Christian,African American,D,C,E,-225.72898573796155,33.36373349084766,E,-156.38370034109948,C,1.2852683427002896,D,1
Non-binary,Divorced,Hindu,White,A,E,C,-23.068584116565905,64.42971012329437,A,26.39159215809894,B,-170.90723645768563,D,0
Other,Divorced,Other,African American,C,D,D,16.081527197924192,42.14085447755592,D,-66.82391902662441,E,-17.42885150430441,C,0
Non-binary,Widowed,Other,Hispanic,D,D,E,-21.908624897910702,-136.92086829729368,C,60.209610587936254,C,-25.224693681946615,B,1
M,Divorced,None,Black,B,C,D,-52.038423718708685,-177.1571498921834,E,55.74294819962362,A,-56.37411194383799,B,0
F,Divorced,None,Asian,B,E,C,105.98719779123331,-86.87089896362544,B,84.34801212662194,C,8.93877334835787,C,1
Female,Widowed,Jewish,Hispanic,B,D,B,-56.55037779732767,10.59412469075316,A,-8.13398244729201,A,-319.4251438919291,C,1
M,Single,Christian,African American,B,D,A,-76.04565652694252,54.46641427033565,A,-86.04387722290788,C,117.31861227661268,B,1
F,Married,Jewish,Asian,D,D,D,178.9217238638128,-138.047339613023,C,249.8224562858179,C,52.30361370419917,D,0
M,Married,Christian,African American,A,A,C,-184.94607379217206,-61.24443355761004,D,-79.92640303678351,B,-73.48477734412613,E,0
Other,Single,Buddhist,Black,A,E,B,-33.90115683786107,-79.33905076775154,B,-86.20290367276658,D,-170.71384853032652,B,0
Other,Married,Christian,Hispanic,C,D,D,151.031984941319,45.82179914198549,C,-16.053627529294655,A,-191.9968698535954,E,1
M,Divorced,Christian,Other,A,B,A,-76.28808369618592,-135.7162356905081,D,19.597374239494634,C,1.7629785732614782,E,0
M,Married,Muslim,Asian,D,B,A,-3.450978997083207,47.840147920196834,E,-99.99560302774148,E,-14.952662528807354,E,0
Female,Single,Buddhist,Asian,C,D,D,136.89611711824676,69.79021983722092,C,127.22266434473816,B,-117.41249272219325,E,1
Female,Married,Buddhist,African American,C,C,D,-93.36425171643842,-39.097859740960075,A,188.303342641493,D,-136.04933307414578,D,0
Male,Married,None,Other,C,B,A,22.450845042260646,90.92851261257876,A,-201.13208670481163,A,55.40333895138798,A,0
Female,Divorced,Other,African American,B,A,A,21.561636877595962,-122.2077866700276,D,11.767613485309857,D,-18.822324951247584,D,1
Female,Married,Jewish,White,B,A,E,22.762801890857155,76.36895069530834,E,171.32001705582522,C,-40.102908668160545,E,1
Other,Married,Buddhist,Black,A,D,A,94.35814680884911,-81.56385585593566,D,116.02426324999624,B,85.55591392317253,B,0
Female,Divorced,Muslim,African American,E,D,E,317.32141982650717,-91.73618463606415,B,156.60255619403003,D,-32.980125142824214,B,0
Female,Married,Muslim,Black,B,A,B,14.154963214501437,35.35160675371963,C,-37.29899828724405,D,86.3836222720451,B,1
Non-binary,Single,None,White,D,E,A,64.3902205420992,-48.2145463045448,C,-224.3959352437991,D,-54.225361266068205,C,0
M,Divorced,Hindu,White,A,C,B,-45.11090128263127,-145.81515674475605,C,-63.68363713730145,C,7.554135243483623,A,1
M,Divorced,Hindu,Asian,E,E,D,-73.8587733010154,23.55706083605951,E,-67.37079410922506,B,-99.89022847234055,B,0
M,Divorced,Muslim,Hispanic,C,E,C,173.40533312522092,93.19262816832192,B,98.53556631267224,E,56.12155179769681,E,0
Non-binary,Widowed,Muslim,African American,A,E,E,-43.12376095036942,-44.259597983529346,D,-81.0789071741928,A,143.43146449094877,D,1
M,Divorced,Buddhist,Hispanic,A,B,C,88.9037573265641,-125.35412510090447,E,-127.14036905312031,D,-0.9785483116433822,C,1
Non-binary,Married,None,White,E,C,A,22.7192759650182,69.55645943171285,C,131.99791065375626,A,139.51133821211212,B,0
Female,Single,Buddhist,Black,E,B,E,67.29201298215591,1.4174266000142242,D,-17.124959968059724,C,-15.956717813692434,A,0
Male,Single,Jewish,African American,D,D,D,-148.04985332243947,173.41390040035208,B,19.208472971844067,A,35.5808755836302,A,0
Non-binary,Divorced,Christian,Hispanic,D,A,B,28.53426941794912,-180.48869471500183,B,-34.83113258460287,B,-100.0477366011264,C,1
Other,Divorced,Hindu,White,E,B,D,-113.23523816149952,10.501400633340513,C,32.47646962743991,C,98.48180127725115,E,0
F,Single,Hindu,White,B,C,E,-111.6434969050547,27.776264734034793,B,-79.73485542942478,C,-113.27083164349642,A,0
Other,Single,Christian,Asian,B,C,D,-15.839489494345274,54.093412879731595,A,-79.25222577152859,C,11.572244936300526,D,1
M,Divorced,Jewish,Hispanic,B,A,B,68.46200545811196,-0.44843317417790995,C,207.7909136264004,A,166.2515570679083,C,1
Other,Divorced,Muslim,African American,A,D,C,188.33743639411503,66.64203710085204,E,-127.08444048202487,E,61.58160521209197,A,1
M,Single,Christian,Asian,D,D,E,25.318358108432452,-48.35698876815972,B,-110.41846046738672,A,-3.633122813538364,C,0
F,Divorced,Other,African American,B,E,A,-156.56851005034767,57.91535567238157,B,-40.872256363643125,A,-47.31485580694123,B,1
M,Divorced,None,Hispanic,D,B,D,-49.2382820729795,-42.8584576142369,E,-153.56666541576672,C,-47.12914277771598,B,1
Other,Single,Buddhist,White,C,C,B,27.309000734740735,-34.24551969480599,D,70.25954551886497,E,-95.53209718474453,A,0
Non-binary,Widowed,Other,African American,B,A,A,163.37827066423844,-116.81400527944972,A,49.72065157360674,D,0.557269053550253,B,1
F,Married,Hindu,Black,E,A,D,-196.0380144067418,-20.771595681717656,B,-43.90326375172391,D,167.34417600180527,B,1
Female,Single,Hindu,Asian,E,C,B,-93.92761598264032,62.69265929423713,D,-73.8190566420752,C,-23.080148386431148,A,0
Non-binary,Widowed,Muslim,Hispanic,A,E,E,62.399424771023384,-65.25606982246356,D,-91.25401251074115,A,-58.02499227408436,A,1
Other,Single,None,Asian,C,C,A,-89.8833838828708,215.40431148109954,D,-37.59577879240649,A,53.92768808817075,C,0
F,Widowed,None,Asian,C,E,B,31.15443173717826,126.02863393511568,B,124.67920549228909,A,104.39024116272097,E,0
Male,Single,Muslim,White,A,E,D,-16.182794497688924,30.613368072122864,C,48.542119856205645,A,73.05069529774234,E,0
Male,Married,Muslim,Other,E,E,B,196.84856372785035,-167.44739537170446,C,171.46683129199388,D,-145.63147230597372,E,0
Other,Divorced,Hindu,White,C,A,E,72.84485650726577,105.38956931845533,D,47.03987689753382,A,-145.35521969327615,C,1
F,Divorced,None,Hispanic,A,B,B,35.45943011593925,-33.04598768062028,D,88.61398013879379,E,10.053020725556538,C,0
Other,Divorced,Other,Black,E,C,C,8.26866202894422,31.51716921768496,A,17.1228681744335,A,-24.86107962662743,E,1
Non-binary,Divorced,Buddhist,Black,A,C,E,-13.867593934328564,62.159569752942154,B,-55.87896668705117,D,-83.9065454917337,C,1
Male,Divorced,None,Hispanic,E,A,A,-16.977172243170813,6.306806972339181,C,-146.5487636977835,B,16.51895075861183,B,0
Other,Single,Muslim,Asian,E,D,E,0.296173400128872,-1.6102921148676212,C,-6.607028778046963,C,-91.85776233134591,E,1
Other,Widowed,Christian,Other,C,A,B,-196.34666139854644,-65.10996860000658,A,175.50107992413035,C,203.89256737488407,B,1
Non-binary,Divorced,None,Other,E,A,A,-61.31386012226619,4.990734080252056,C,27.691434263788828,B,110.19103447928278,B,0
Non-binary,Married,Buddhist,White,A,A,A,-24.45238668243329,79.74304956461418,B,82.4998265042607,C,-139.4080387332652,B,0
Other,Widowed,Buddhist,African American,C,D,D,70.5761562393395,183.50661573192363,C,-225.12951507528527,D,-16.731102454376426,A,1
M,Widowed,Christian,Asian,B,D,C,214.14656363586028,-16.67749864191156,D,-88.84173587334499,B,142.7725181925429,C,1
Other,Widowed,Other,Asian,A,C,A,136.00992809021562,85.33089264054236,A,161.13659882168133,B,-363.1184298701427,E,1
M,Divorced,Jewish,Black,E,C,B,171.22544761605388,-29.493981906847218,D,-118.86507992354028,C,-140.16852727308816,D,1
F,Divorced,Christian,Black,C,E,E,17.583425796920054,-194.3847055723654,A,38.686870259139674,E,-70.07631317945476,E,1
Male,Married,None,Other,A,A,D,19.84436040610855,29.592683137812042,A,-80.9873015331453,A,-24.52725699939433,E,0
Male,Single,Christian,African American,C,C,D,40.52199939485694,-216.5592312156861,C,174.26684006338564,A,-60.902576050191215,A,0
Female,Married,Jewish,White,C,A,A,-31.24468807348859,-125.47111287588075,E,57.45686301043415,B,10.261536650702114,D,1
F,Widowed,Other,White,D,E,B,-47.67038025855372,207.8238770103943,D,-42.91416450885939,A,-157.39461946593883,E,0
F,Single,Other,Black,A,A,D,-30.32845635166328,-84.43910218442583,A,-86.19527104381301,A,17.887646050423342,E,0
Male,Married,Jewish,Asian,B,A,E,202.28407128037668,-113.04342685557287,E,-88.94717255830675,C,-120.54587100973058,B,1
Other,Single,Christian,Hispanic,B,A,A,-4.756944379484285,-29.865435144709146,A,-246.64772221139307,D,52.868515192805766,C,1
Female,Married,Other,Hispanic,C,C,B,-104.670095456513,106.07816521174239,D,-12.138028731930538,C,-164.17471379351895,A,0
Other,Single,Jewish,Black,B,B,C,-28.37606439978338,-12.993329955957359,C,-121.63007543416956,E,-79.3338747878209,B,1
Non-binary,Single,Christian,Black,B,E,B,66.2527717641156,146.74221145141834,E,95.82763559701624,A,134.54168577208358,A,1
F,Single,Hindu,Other,D,B,D,-3.2625317484489895,-9.147703941909661,D,-204.84797851250232,C,27.673885626629136,C,1
Other,Married,Buddhist,Other,E,C,B,-72.42099688461681,-81.434721747648,E,25.908997223567447,E,15.097482208533798,A,1
F,Divorced,Hindu,African American,B,D,D,67.23996503043243,-53.23075131481851,E,184.1419946271641,E,-76.72872056243374,A,0
Female,Divorced,Muslim,Other,A,C,E,125.51966421508607,-145.29693157180395,A,-21.653475649752142,E,-16.002130700854508,A,1
Other,Widowed,Buddhist,White,B,A,A,-3.333793863493601,11.49254503210392,E,83.70217371488475,E,-56.930240136283274,D,1
F,Married,None,African American,E,B,B,89.89225405202038,-18.646755603161306,C,100.36802465598282,E,-147.33933032798322,B,1
Other,Divorced,None,Other,A,C,D,-106.86452171112933,-15.515493829915625,B,-54.5165515947606,D,187.6521254479113,E,0
Other,Divorced,Hindu,Other,D,B,B,-27.118433005380272,103.56401955620427,E,-33.893550616823255,A,-60.80054553979279,B,0
Male,Widowed,Buddhist,White,A,B,B,208.92188284859338,-53.43905463177221,A,112.32719340853781,E,-22.277010647271673,A,0
M,Divorced,Jewish,Other,A,B,C,-132.76895164995017,-29.108099878206616,D,-48.92808898883262,A,-130.7029327012001,D,1
Male,Widowed,Other,White,B,A,D,-150.91581185680096,-57.301645461631466,A,172.8071609484424,C,16.711607659189198,E,1
F,Widowed,Christian,White,A,D,B,14.415331648174531,-113.53323566703948,C,42.13762549798656,C,-49.98982158781436,B,1
Male,Widowed,None,Black,D,C,B,15.351293167305899,18.741033728513916,A,-6.7083018599079685,B,-9.598134024125244,C,0
Male,Single,Other,African American,C,E,E,-29.133315240857055,35.8172946894501,C,158.25828402245804,D,101.27670809480792,B,0
M,Divorced,Other,Hispanic,C,A,E,-107.30176585623454,280.64504101126755,C,16.959782034937945,D,-32.40341920224712,A,1
Non-binary,Widowed,Muslim,African American,E,D,C,-69.43556453707198,71.93604718209231,D,29.75783582362584,D,22.85138336055872,E,0
Male,Single,Muslim,Asian,A,B,B,-277.099237553581,13.755199878536814,E,-104.92444222805159,D,-55.858037542333165,C,1
F,Divorced,None,Hispanic,C,B,C,-98.23794467377301,-5.557038722113649,C,-3.9224127318820403,D,-44.60164108776967,B,1
F,Single,Other,Other,E,D,A,15.806874233106797,68.48968165172037,E,13.767517706495546,A,124.85701437283052,C,0
Other,Widowed,Buddhist,Black,E,D,A,-189.45353975703077,47.62522720503077,E,120.76386079003973,B,89.8766091110897,E,1
Other,Single,Muslim,Black,A,A,B,71.44722541234519,-71.60381679443789,A,-23.551469152613674,A,-66.01051943011508,A,0
Other,Widowed,Muslim,Asian,E,A,C,-54.1103991183382,-86.78818281949047,B,-45.97513554047505,A,-32.31493523871812,A,1
Male,Single,Hindu,Other,C,B,B,-137.33639841777924,17.730923029770487,D,-56.00213674845129,C,9.153609711767146,D,0
Female,Single,Jewish,African American,B,D,A,-74.86873641768717,19.483750161367308,A,88.18050035686824,C,61.66551560136462,D,0
F,Single,Jewish,Black,B,D,C,-8.843492723714991,-44.58186337806552,B,-45.97358381780464,A,-11.93069258302152,C,1
Other,Married,None,Asian,A,A,D,-22.881025746722052,-254.4227687443259,C,87.29747822065708,B,-26.118551488624707,E,0
Female,Divorced,None,Other,E,A,E,113.0247152353131,182.4244630053845,D,2.178657631145853,E,9.414957734913335,A,1
F,Single,Muslim,African American,B,B,B,-53.33797119898153,-41.035998669253935,A,126.76005894627988,C,22.3585558034154,E,1
Female,Single,Other,White,C,D,C,-66.37260732553166,-70.55215717225765,B,-114.58767467417681,B,47.9283376489414,E,1
F,Widowed,Buddhist,African American,B,C,B,43.28307106649674,-117.93037182595792,C,-71.90559889956174,B,-62.17952532315589,A,1
Other,Single,Jewish,Black,A,E,D,4.193092587402184,-59.61416064571845,B,-130.31398892218883,D,-38.28624095267356,C,1
M,Married,Christian,Black,D,A,C,-111.65921396232253,76.36171005067267,B,71.63912085525146,A,-213.59316614710758,D,1
F,Widowed,None,African American,D,D,C,-101.15858271900629,-12.50306815730636,C,62.41518732540755,A,-24.166015787159456,B,0
Other,Single,Buddhist,Hispanic,D,E,B,138.19561781911324,164.88675323629295,B,-23.427140068934985,A,19.613429218307306,B,1
Male,Widowed,None,White,B,A,A,-3.8635487349774706,-57.65718092454477,C,5.146009529811116,D,-112.23829279805719,D,0
Other,Single,Buddhist,Asian,A,E,C,-4.119262114847909,127.3245826714957,A,86.7733796613972,A,34.5944548752161,B,1
Non-binary,Divorced,Christian,Other,E,E,E,-156.99745761072487,40.25859428628364,C,-74.36623802639237,A,13.750400128443824,D,1
Non-binary,Widowed,Other,Black,A,E,B,-118.88113298464866,-174.1630592059628,C,132.14110389217754,D,73.26006521245095,B,0
