ethnicity,genero,civil_status,age_range,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
African American,Male,Divorced,18-25,-66.20698083057788,137.2103888688507,-57.9271504339004,73.16365310779372,119.55758324614882,-184.75097613569324,-108.14500537542757,10.507785046556828,0
Asian,Non-binary,Divorced,26-35,218.98671276724176,-43.65444669434052,-86.15244972251863,-76.49780387243898,-68.73075477746391,-15.719814675963484,-28.25595669328862,140.27410545473663,0
African American,M,Divorced,36-50,-65.76526615480283,181.07559229564652,-20.274111071282096,9.266135616182309,-127.61972421918809,105.88989445457845,-72.7238323578575,36.904704099951076,0
Hispanic,Non-binary,Single,65+,36.86520774319291,121.78108596528179,64.70001356099012,-201.08051029874758,-122.22586221747234,52.03270731805115,-6.967181937779671,189.75346787694582,0
Other,Non-binary,Single,51-65,-119.19263394653407,-59.796184983230006,-96.81154940804416,196.1466668962228,287.549388324255,102.9067395636156,-30.06546402210968,-8.308327628575666,0
African American,Other,Single,26-35,-40.94682982300259,15.761216537022763,82.83099591263137,324.8849501054242,-120.62734302415387,-108.6245874845041,27.50188503788279,-55.93177744328559,0
Other,Non-binary,Single,51-65,-123.77680124389659,-120.87261634868977,-41.32549778699873,41.998179718921655,23.648147430339495,61.431370725302784,-73.721955488858,-36.87977398489554,1
Other,Other,Single,18-25,148.22133026425482,-178.1120965645285,40.53535257710681,-111.28084137229641,-72.15914046193991,-104.91393574092368,75.043508080183,-85.55764828352622,1
White,Male,Widowed,51-65,84.01331197600709,5.755161839684858,188.07036412519597,132.01497844347395,-117.35175188635496,-77.73209322994305,36.87266596121168,79.76432802531154,0
Other,Other,Married,26-35,136.3455034093649,8.125865441509182,-74.60681067194916,183.24947893804298,84.35713834468974,-70.15187140862163,95.01809465941571,60.537148820340505,0
African American,F,Widowed,36-50,-26.664578820477423,93.04666812780117,99.73775573869659,84.45403925848284,6.2654366410925935,2.8283511171236,-113.9034576164612,-38.2494202468929,0
White,Other,Widowed,18-25,29.324136207359896,-201.57670550558748,-181.683129023964,64.2900037899615,9.184324531386794,83.35574562981331,57.32180054035335,-18.0628231788618,0
Hispanic,Female,Divorced,65+,129.85876167324528,58.398233013625166,69.96834115652645,100.87473969134892,-116.04279668224187,-0.9113286976856445,123.57627528136,208.49740713910356,1
Asian,Other,Single,18-25,31.256241214793857,2.1762454298244087,-36.60083249223934,-123.66813543950346,-77.78385455056664,-24.964523122594418,17.91143946569219,-69.53949099241984,1
Other,Female,Widowed,36-50,-54.78355540255902,45.8362467336196,-99.96803815793555,-72.57067618702959,-129.79460139168177,-17.946365836376017,38.14355988342963,-14.225845981829005,1
Asian,F,Married,65+,-138.6248273925957,-141.4727335760072,124.57792451127239,-80.93260657353918,234.1159383944308,137.81289133237237,47.02967235689925,53.461544532174834,0
Asian,Female,Single,36-50,31.783875508335058,15.765764038924365,-86.70256269377408,209.94434239029766,5.699852731580806,60.670806908984346,-115.07928577356287,114.2504841777152,1
White,Male,Married,51-65,-5.679007943957248,5.702192431554953,-21.492739881347692,57.69573063040693,164.85508216309844,-68.89315177462744,-1.8881656342168058,-54.50996151815338,1
Other,Female,Divorced,51-65,-190.53012622293994,-12.29850082455318,95.90308355448671,-74.43834326940988,-192.81511343090065,10.770859949224416,-160.30167434028564,113.55115717527566,0
Hispanic,Female,Divorced,18-25,85.30470148733744,139.3869735195343,18.133097432947558,-63.218246238238706,-159.55844311692618,-187.85389668928582,-14.87638287463953,106.13125385508633,0
Black,Non-binary,Divorced,65+,-141.60181719635548,14.026276798164714,27.94128153913179,-15.443193308687297,139.46629633626972,-70.65802099699773,47.001598756963745,-30.17425427134285,1
African American,Female,Widowed,26-35,-136.87098331240304,36.00266885494018,214.99002513168256,37.21423621136443,-54.796681113607136,98.27389139262675,-39.60450061274282,-47.565602906460214,1
African American,F,Single,18-25,-78.12279268903559,-20.8205024812546,-3.9102894074158243,22.21746845121899,57.14524283110636,125.52036333771173,44.540670917957776,-14.436304373383713,0
Black,Female,Single,65+,102.15204246157865,-97.91629640876455,139.97996389273567,92.79513871812479,250.34287472986304,-59.573909646453316,30.637335413580196,-40.47506225409362,1
African American,Non-binary,Married,36-50,-51.30110576304815,5.044372742574044,-126.98061536234326,-64.65842465101224,20.849882006996516,-30.922221699804318,103.7568030063257,10.37579356502247,1
Asian,Female,Widowed,65+,115.65248722767288,214.13691006692957,-8.22714934034401,94.08106108613917,-177.41401019521294,84.42141598375157,-56.51846972229879,-42.5496759313227,0
Hispanic,F,Widowed,36-50,-73.80260741395645,88.19598904075441,39.957161891640276,165.84264572499507,35.534448963762415,-63.61949687959915,-1.0531756703986774,14.717180651883984,1
Asian,M,Single,36-50,-2.60758880297881,9.090922154050084,-38.107527452910475,-82.21116507794505,211.6368603903493,74.56190934251998,0.5924434724191647,56.591134515386784,1
Asian,F,Married,26-35,-106.07558187853161,30.512109939041842,-16.733040822560238,-87.65166193941168,76.6298384226883,57.870132761590256,68.57899636964328,-117.33081837737129,1
Hispanic,Male,Divorced,18-25,-176.33639235329034,-18.421406355564013,47.51195405163583,116.41731702839515,-170.5340116362881,26.12100009756042,-19.732330404195327,11.738047574662968,1
White,Male,Widowed,36-50,-236.4099579623468,59.531083591165654,-172.96941127827284,184.22366077426247,42.235090678604834,236.35361551216948,-163.29379859765334,8.018886285769343,1
Other,Non-binary,Divorced,51-65,-15.43317887254077,-44.44012246422179,-76.21231048914045,-118.42095144958624,-98.84262196581565,-53.69984271075452,-71.50568653068578,-107.26665294824222,0
White,F,Married,26-35,23.084339341259845,-61.89448366618194,-32.856634744366566,-6.516950190531891,58.19823186616825,85.64927535696357,-2.044406544026804,-64.55428520558884,0
White,Other,Married,36-50,-62.2925427702278,-126.66548389074453,-170.6421475439745,-122.53142134990217,-41.98446502576715,101.50884385728718,-83.67094060921808,-113.77568174835284,0
White,Male,Divorced,51-65,25.99118561645285,89.59224616707031,5.4070720588158805,-15.355948087675259,-2.5113365487532744,10.1188627363239,71.57240541320064,34.62312525250381,1
Hispanic,Female,Married,26-35,-79.07850365904012,-204.59744993243098,-53.58388928751623,-3.7750350120348752,-179.31551836435398,126.59286580876756,37.23614193750363,77.1794464290665,1
Asian,Male,Divorced,65+,96.2115044189122,41.39846284191161,25.540204902727993,19.60469903603414,11.095362537719279,-60.59982419733766,-22.24840177537202,-6.6616259673473674,0
Asian,Male,Married,26-35,11.094385398427326,24.0334789247703,-13.333070253441676,11.798203189548198,70.11403812482287,-124.762546463196,-85.7434106797892,-79.87022083221133,0
Asian,F,Single,65+,-90.59069108036127,39.64903351580815,-38.88824559404622,92.80294640206945,15.437029995758941,45.86979755892532,159.00527696113213,-33.94195090709184,0
Other,F,Single,65+,-102.16842198591787,-84.5184166005174,-22.864467903825542,-224.6964010019795,-27.689937987339253,-63.51207502549205,207.3199312673453,48.15780859691225,0
Asian,Female,Single,36-50,163.07404770319283,-77.54606611142975,130.13562086855782,204.19322021512244,132.58755652903068,-117.60635598794875,117.44349095701507,-16.080756354600364,1
African American,F,Widowed,18-25,-34.26637384932299,30.912126128212535,-44.81871600412146,-30.205804542394286,106.67970133072716,7.577600367544317,103.74858899304158,-133.41859671477403,1
Other,M,Divorced,26-35,48.44973731215479,22.42122038362309,-10.745425717325645,-51.67309875848146,-127.5113502621972,-150.30972288289743,-213.69399327758413,-25.207912418078504,0
Black,Male,Widowed,51-65,-109.80396378481474,-25.080109718231753,75.64860879240594,35.693323895950435,-50.128109558906274,129.71102023260715,-21.860065068877795,-53.05905431647058,0
Hispanic,Non-binary,Widowed,51-65,-43.30699926572159,33.87576758306504,-8.04867984407628,40.43448750050298,-276.41222343470577,-0.5041695643140341,-10.064544710677623,31.19198560074575,0
Other,Male,Single,36-50,10.093605136863836,-1.0466907721537715,-32.272857662155026,-44.12726303146804,48.15670149841329,39.621493181893875,-0.6632666949989776,45.10754866098466,1
Black,F,Single,51-65,142.17910303633482,206.190678470169,175.91219956059695,39.21633013548069,128.49473128692307,-92.92020350053707,-39.732378316256224,-305.3609608029981,0
White,Other,Married,36-50,-37.968195780956535,-176.38136707641473,-11.730762862445848,88.1026107325419,-15.55191962264239,-47.974457537894935,71.01618369402965,0.9147553063113715,0
Asian,M,Married,26-35,47.775861323110334,-37.992229660723176,-0.6892677275836946,-116.1761915302927,-112.24611993874983,-48.97536034510619,118.61897059330309,-143.62472056615923,0
White,Male,Widowed,26-35,44.14237420141703,-8.019062957962172,-62.533070677195155,22.800322944262614,-5.781598394314815,37.18604209842898,-67.9714767843417,41.6041832643949,0
Black,Female,Married,65+,-7.375916468466189,-113.15574926112768,178.98465445409454,-29.848300011560198,15.79878390583487,-69.77603414707963,53.31730880525364,148.72250441586232,0
African American,Other,Widowed,26-35,-28.530449339694197,-55.67930364443253,109.8748956820976,-36.73919857961362,14.737757653008682,113.26679015040222,-70.63952753544224,220.67815114250558,1
White,M,Single,36-50,-155.08245969017864,-31.922770974174647,14.876711292714697,34.54982427242796,-62.88734070078541,51.55351845255757,118.09137133767153,-129.49289243399113,1
Asian,Non-binary,Divorced,26-35,42.599494113091666,168.2408069750946,-60.17060906851871,100.51619780365503,17.500674796095716,-39.028128358809546,-12.545693825242788,80.6857952817276,1
Other,Non-binary,Single,51-65,-28.04716618014377,134.65446709266402,74.79023549957282,-102.45510346037152,-128.54643334982674,84.09821935582605,193.870542652036,36.602432957576745,1
African American,Other,Single,51-65,-131.06742143242712,166.72741422596803,-9.644218874785555,124.28978295496287,-26.9799843151293,81.5343809910814,43.014057833272936,71.38376114879244,0
White,M,Divorced,26-35,135.07618104346304,68.30294469823932,111.84749254232185,-71.44509283458744,100.77914608897574,-129.33331263141838,165.48417330237865,-26.48391228560218,1
Black,Other,Married,18-25,-76.34005203496068,-88.98373165694616,-205.04507182067658,-103.18523359846965,-38.604783439951646,45.36629945773399,-113.40040358146699,69.0858270581915,0
Hispanic,Other,Widowed,51-65,102.70052450667389,-65.79520184196427,86.83944995808346,0.5592865408187974,36.69769677451378,31.908982996229874,157.28584787626824,197.72873940184564,1
White,Male,Widowed,26-35,176.94449144681425,13.634795107059233,85.04439268515262,79.32441380623492,62.24538533234117,33.531670310963335,93.52386866294276,16.250361237539348,1
Other,Non-binary,Single,18-25,204.08970025815077,94.36892545407794,-3.26504964616558,-65.05740619430715,18.968963335281554,-80.14577002656797,134.1853581918278,-167.7984299086401,0
White,M,Widowed,65+,35.242870136347925,-127.58457747911199,30.839820943375003,37.2439144734814,-91.84158713626336,189.49525288873178,-173.18185810480642,74.1837173718366,1
White,Female,Single,51-65,-1.0666975341993818,45.25671895740225,95.03772274453503,68.72281252583358,60.947530124355055,119.04902325355815,152.23306376688154,55.840382352249385,1
Hispanic,M,Single,36-50,102.54930072680766,192.89040746654754,-55.467453393015646,-38.493661899132285,186.4821419026992,-64.82220330118629,-136.72526332228688,-118.18298127346188,1
White,Male,Married,51-65,102.87741096045609,33.088263997730294,-9.99446780157666,218.22414734654495,33.95422002236758,13.873013918704057,5.294637273357337,36.48722326751179,0
Other,Male,Single,51-65,181.06649394809696,-51.47677206917094,-29.914509273576527,-47.87773335779566,-16.78391343579552,-29.342036507411667,-49.45616699144005,-108.08155366694096,1
White,Non-binary,Divorced,18-25,165.25272121374005,18.978417174004488,1.6612210893264712,111.9170235627345,-83.7266023996891,23.757216497552665,-88.54390820602008,-9.30264200184031,1
Hispanic,Male,Married,36-50,-93.6956660828502,-35.27006611648512,11.546455066336177,79.50237430139137,71.8855436383131,159.52014242409655,-0.7972504355780942,-78.31526606046157,1
African American,Female,Widowed,18-25,-78.05245875497543,-139.8217753364299,32.88218003011891,-50.51951474926393,-5.80105349082708,-133.61579214075078,-57.418709419968806,-15.265711443704635,0
Black,Other,Single,36-50,16.791913599161397,61.183639418614746,-142.2266592046208,96.89386588947963,71.51412720485497,-41.55845702805026,7.5494977200895805,45.37866739735746,1
Hispanic,Other,Divorced,51-65,-39.018620076203526,11.516379211967847,-26.49286194026611,5.31958919012364,-169.3604933743058,92.41734318954035,39.99426325610658,12.358094533044143,1
African American,M,Single,36-50,17.874609667434452,112.07516459735847,8.039276126157107,-26.728658780652857,73.2214874943669,-221.7075644583478,157.82781100203843,-96.7844234922062,1
Black,F,Divorced,51-65,108.79133051127717,-4.790205862565868,182.30906782683806,-108.95867185853132,138.30093901464423,-69.94280842898797,-39.105645847459606,-29.56974825746606,1
Asian,Female,Divorced,26-35,245.88026424722952,90.71396895506618,-55.344663272616415,35.51772690193022,-41.27041957801932,68.97702106062734,1.8916946519465405,-144.54384586262324,1
Black,Other,Widowed,51-65,-40.53092534879797,100.7702453583071,60.69676610557697,93.90815183455679,-38.674438407423374,148.2115672217784,150.204030857735,187.55991056400123,1
Asian,Non-binary,Widowed,51-65,65.78670578326792,-4.035726280563918,140.26247577892738,-125.57862440361951,113.51297232268207,-144.86334010523228,-86.28490431543979,-46.14913640010843,0
Asian,Male,Married,36-50,-19.616902353978745,-159.19315488564297,-44.670382402563554,-86.26967710318824,-166.13289883579353,96.92019630664268,73.41855397708284,40.94948109435558,1
Other,M,Married,51-65,-8.224673280201149,-119.45676271071319,20.179436154941193,-196.26780829077808,-7.76796710635857,194.73397931879265,-41.48180310051831,7.198412105766449,1
White,Male,Single,36-50,-78.27189102053785,23.09294777077177,-95.95165868560154,67.30972435646885,-95.1748954580758,-88.49332458478682,27.79552135066644,-163.39355082545217,1
Black,M,Divorced,65+,86.42518446891359,26.04542309215125,12.383402649912695,92.73534967339145,-41.39342969967226,-99.02942549597815,67.71704292575602,132.37390521514186,1
Asian,Other,Divorced,51-65,47.556226177149135,41.11604172473713,59.10423827068375,-0.14002592469257394,-125.22706014459753,-104.06629766785204,290.26338328471286,63.28629168964064,0
Asian,F,Divorced,36-50,-293.0319208912774,-33.35808082876011,-29.713175977964596,-221.1637684038058,24.371066708997173,99.0886890761268,-202.48105991968984,-54.9640197694942,1
Asian,Female,Single,36-50,33.03351049062372,79.63565492196966,11.032436593418264,-132.3119008739309,-97.26818438867848,148.24204755965812,120.62548377797356,-13.356520254759785,1
African American,Non-binary,Widowed,51-65,-35.838054376756965,-75.02086924122884,-253.54915597795974,-142.24454136616066,114.34323143971548,225.99874167895325,-30.008219167328225,73.32325370075233,1
Black,Other,Widowed,36-50,-98.92390994524145,65.3038225350702,-56.738964305124476,-49.331624216823165,-61.3387992556243,-217.94650503200347,19.10572111085934,205.86268880292562,1
Hispanic,M,Single,26-35,150.5095778617494,-212.00567996037134,33.18385863079361,28.15025730376738,92.93585959526195,14.795181216979975,-100.05700649710568,-6.295070885117146,0
Other,F,Widowed,65+,188.25345875795037,-96.12989152756529,-85.14972294816005,23.061919552804067,46.02694819108531,-86.52268904955422,-181.2465686113897,-148.55448130959957,1
Asian,M,Married,18-25,27.234709668186085,42.754699755344745,-45.03642114943763,79.05886750214154,72.42160044940272,0.24425507336895275,67.63845631793386,-79.73710394968263,0
Asian,Non-binary,Married,65+,11.335293128449976,27.487878322416698,-58.28955994380984,168.85054472845394,-168.55193201486904,-3.0855833966776176,-125.47140285261466,-70.74005648004851,1
Other,Other,Widowed,65+,-81.25359902541159,-28.634772228031352,-128.3120558646172,20.657015882728818,95.12131223515759,-72.56767989966343,19.468886109083044,-31.524962332944057,0
Asian,Female,Single,36-50,100.85328593956528,-87.19617038492963,31.982548102256676,-41.865225137444604,34.76232802506637,-12.103455520966493,8.035104564530517,139.93503624622588,1
African American,M,Divorced,26-35,-164.43938762414737,77.54319471838215,138.93982761725294,-24.425780773853077,58.28826595925377,-43.58354935844515,263.15980827483986,133.84116670914722,0
Asian,Other,Married,51-65,-151.33662152112294,-0.5126868828229763,-56.72692203563048,-50.19322339055057,-29.941467351832006,52.139149268923624,-83.15486791519751,88.01411187871145,0
White,Male,Married,65+,46.01738263317959,304.4762059882488,63.91729677677432,155.82146372995766,82.12373463503867,-230.98090626345558,107.93620733430996,125.42854103415834,0
African American,Male,Divorced,51-65,14.480863664427233,74.21869214048952,-1.2900581969223923,8.507599275168545,94.78307338681591,-68.6814950876059,45.78941011610877,-149.4871413379235,1
Asian,Male,Single,26-35,91.92699413681378,-18.03964714349428,37.10760007236334,93.19352395999721,-59.00356087605982,-2.0532632342388104,-74.2562595760665,-119.60120426762938,0
White,Male,Divorced,51-65,-59.704850757256146,-8.136175834994328,-89.51069584372003,-126.35622151831105,16.21783656573907,-109.91206621574551,-50.46835413088622,0.2634481528803503,0
Black,Non-binary,Widowed,18-25,77.35244497181479,-158.79481385306767,127.3294980723541,60.91684718492064,74.23347136681137,-63.015974415850806,20.209197300730164,-14.808349689072465,1
Asian,M,Divorced,51-65,61.84696172693827,-78.57770800274429,15.045882944705161,-34.575899614242786,112.08703452583065,179.05053258903135,-13.096588824759966,161.59336731107,0
Black,F,Married,51-65,-25.936739934252813,-61.52520615833647,44.86522913201148,-162.92625234142594,12.51722916929027,-51.28466646118676,-6.837725842027894,-89.3047503338768,0
Hispanic,Non-binary,Married,36-50,19.03473003713043,171.49327565318632,74.18252458696914,45.228595693698836,-116.22937564627505,-13.0571351194861,-45.21508223069189,53.00646925553387,0
White,Non-binary,Widowed,65+,-150.45319884642393,117.53016905998015,106.16607164180671,54.74262517301833,-110.64362066909217,165.9287919008088,275.65788466612497,51.324533449781796,1
African American,Non-binary,Single,18-25,100.7403419625946,0.8197779818014551,-60.75556502503523,32.70101270743415,92.76969350085197,-28.344226617710298,36.788040958857835,36.93786232525998,1
Asian,Other,Divorced,26-35,78.5145332524407,-56.22198651442749,0.03843568869371653,48.13223376346227,5.274385486978353,42.43484858260331,-178.55841520476417,-100.65860525933404,1
Black,F,Married,18-25,146.43681793805897,11.198239797681738,88.62753505447856,7.780692694984251,-19.94710833774774,-76.51961227921261,-112.63235130608594,120.24769175780085,1
White,Male,Divorced,18-25,124.9170545283887,116.73230006793627,-58.74139348060695,-4.769544577811952,-26.731728841697976,-103.73053204281058,-165.62138513119206,-129.96185613280443,0
Asian,Non-binary,Single,18-25,50.2009792392189,-27.586484856553838,118.85754744161758,-95.37912589967081,-59.581444688044314,157.92212492619203,246.67092796483473,8.835680273449602,0
Asian,F,Single,18-25,27.761728185203456,16.10379923599052,-72.37484529241114,0.2628704655133564,24.325942230325502,-100.56980257193419,-79.69014410880968,19.48425146268285,0
Other,Male,Married,51-65,38.634444664193715,-39.51937684312964,-52.673747440607556,64.11252217614198,-78.41873347080053,55.77974542386405,24.03853256591156,5.920912091652443,1
White,Non-binary,Widowed,51-65,-78.48902423773494,24.051434891319754,118.46127745710527,-44.98311283202577,90.90934772533701,-115.66240943212173,19.260270695975063,86.45580706380854,0
Asian,Other,Divorced,26-35,144.67841685264835,-11.990400932265603,120.02028799991729,-109.55508671304526,264.81747252433627,-43.3636185781051,-23.6475705990305,-32.26003469672064,1
Other,M,Married,51-65,-196.36077014835172,-9.599137870491232,-100.95930017052936,-106.2742283722694,-138.11634464631823,18.824213665140697,-58.989731822076905,62.587582369076536,1
Hispanic,Male,Widowed,65+,93.8705243767821,-126.21676499834986,44.461325836803766,56.9229322035824,-79.70190816078164,142.1573560013026,-17.051673134492404,20.326064160824465,1
African American,Other,Widowed,26-35,-83.86337475301234,-41.06195528740805,66.07697792394586,-63.90727440348933,-118.19676362449212,-54.33688601097801,-59.525491560058306,-169.86928498123882,1
White,Female,Married,26-35,42.45177095637898,-36.82334563283575,236.71803402332938,-64.18467194483092,-31.89743191456059,-74.78855417930112,83.93054439448983,-27.91502016945223,0
African American,M,Divorced,65+,12.346159615120406,-43.538496612538935,63.06289587201811,-145.53316498022647,176.3692447485669,-11.863487988392103,-64.63552417206361,96.31634844345108,0
African American,Female,Single,51-65,175.48393642755963,13.91568713798603,-69.65847448589926,-102.7129366641488,31.462294784694016,-39.49260321003161,-125.94556265566625,-90.75711592978524,1
African American,F,Divorced,26-35,-8.101760451392588,-74.41670542761159,53.89093711865433,-178.33892771688542,9.56591123356902,53.2538295628764,40.32056135559523,59.98974242904316,0
White,Female,Widowed,65+,9.615955435963482,68.69029457997406,-37.75267689535987,-94.43878092544693,56.85416096909529,100.94536624198433,-84.96179668639114,-251.70726270449157,0
White,Female,Widowed,51-65,-161.04252238062188,-72.45484053831423,-91.58416168572542,107.38607404294311,100.52210881129665,111.48906074203042,-86.36876287142812,-8.86129435549264,0
Black,Female,Single,36-50,28.16356367250886,145.39956299735698,89.9213074683166,-171.92718456770655,-2.3111085664597715,-41.61511915010468,5.042285781787292,-29.003646818973255,0
African American,Non-binary,Widowed,18-25,-140.64364356920512,-43.984051120111246,-125.28052634546533,75.24049585941518,114.04092440869178,-13.868092566493315,-132.03537366592866,-29.398121973978803,0
Other,Male,Single,18-25,43.22743210735138,197.07030395843742,61.93710388833554,6.298812886156558,-92.71789575209453,86.2838364286339,16.901739605975596,171.88311759946,0
Other,Other,Widowed,65+,-114.22580743629123,-203.4810660054806,184.38372641035642,-153.7444414041899,63.0593507738218,70.72182576953962,-0.043746821142196524,-30.36945547109714,0
Other,Non-binary,Widowed,18-25,68.39155052186689,48.2113049440941,-63.592112346917695,-41.25125863589256,12.146012127089442,38.5223725362586,-55.26719925411832,10.75792957231589,0
Black,Other,Divorced,26-35,94.95519474138003,108.26883871263905,167.33248227330535,-82.1798913152372,80.02891342192325,-117.46073393167,25.871827794053658,-19.063111951340332,1
Hispanic,F,Divorced,18-25,-92.8748829819668,-7.8841462691461,-54.149636453459834,48.25652256128712,31.15762262458071,57.89057334318666,-204.28169130613063,-101.89345695271328,0
White,Other,Single,51-65,112.73389300346881,84.89598491563596,18.067312495489148,97.33204175795282,-14.54009695710495,-125.17818063010671,-114.42483696174479,34.541138602345356,1
Hispanic,Non-binary,Single,65+,-172.22044683654443,80.63087732463227,-12.929659711360417,-14.791036630982173,13.952324676218037,-131.870699791626,276.871726645297,-96.4971837338929,0
African American,F,Divorced,36-50,-30.370516253763324,-52.47718244207371,115.19914674867042,60.30727365775107,-176.08183410647572,5.090301983526096,17.87652178302465,57.20603469265281,1
Hispanic,M,Married,36-50,-91.1914224526204,110.40442045670748,117.87573749576896,5.4901972062054165,-47.22453281031518,-183.16295283827853,145.1197173733562,33.18083954792237,1
Hispanic,Male,Widowed,36-50,21.543970481651527,49.83417641262412,9.557894152819557,-234.00077496480006,-118.71596651492217,137.38683440148384,-234.31343317108778,73.7836226090189,1
White,Non-binary,Divorced,18-25,101.73078645279602,-85.53469032977972,-34.3126523398925,39.20207475346556,53.63156516089559,-109.25815832299119,66.28118750466932,7.3709021110923745,0
Black,Other,Widowed,36-50,31.650682494260778,-234.5124349319664,-279.0442178756515,21.96678726592628,-64.36174032949063,238.03960164904825,3.2858592696293614,26.769665223921553,1
Other,Female,Married,65+,58.44582204470714,-13.734126068214305,82.47958683222025,-165.851828305044,118.35272179445735,-151.5773055288707,-89.0276824702518,7.4422630082792,1
White,F,Widowed,18-25,102.26102694154216,59.96680798018643,65.41331304281638,-116.85428288407802,24.753949876385654,80.71887842685967,-15.372986728606147,-10.905177339338804,1
Other,F,Married,36-50,-58.22204274157148,32.841775849326,-172.0402405040452,-56.76755477654392,-20.029862985758655,-0.4431970730463598,-18.925957477640733,-71.33026670231841,1
Hispanic,Male,Single,18-25,-198.06607025319718,20.841270362728967,66.97389217104765,-4.366062129666518,-132.25502452772565,84.82876859905183,31.401855637111215,-75.01604093832013,1
Hispanic,F,Married,36-50,216.17869680248168,-100.35885473209845,171.3147595279264,56.66062573491381,-87.24530307774737,-90.43654326303225,-37.13314954194196,148.17341673438187,0
Black,M,Divorced,51-65,185.3136643482706,49.8700776159109,-111.59297966006712,47.08695585788169,172.51169612916763,35.094926685941445,-132.83702454960985,-62.83041058969848,1
Black,Non-binary,Widowed,51-65,-234.8812736058725,49.64152783569814,-40.06936961094258,-147.17608339501257,-83.80905858859637,-47.157142430680835,0.9579520291514407,-108.88873168504922,1
White,M,Married,36-50,-150.9530811755659,14.167179244563567,54.42419143360444,178.5009086476974,121.32587978316198,63.488005132871194,-135.31908840856968,11.539923973095485,0
Black,Female,Divorced,36-50,-68.22968055294372,-39.89288736238715,-2.2389045935145386,58.62595569229288,83.92921341854473,-23.395082679602243,-83.57592663930855,171.50313688169172,1
Black,M,Divorced,26-35,53.952484100312525,-175.77900450255524,-103.30134122008279,-32.16030349009413,-15.199345029272687,108.89875026116798,41.1065122495369,7.858188231849929,1
African American,Non-binary,Widowed,26-35,96.10978614843647,-46.55338698979971,77.94474376910665,-49.9737620997386,-72.58680711394753,146.44933892813543,-32.396970816051606,101.11666342651735,1
Hispanic,F,Married,26-35,-72.76676989781863,-63.43736008064922,-143.33598716242918,-38.24307757304252,-81.74165109624442,-86.46606258992136,73.42739968247187,-34.045541212156806,1
White,Other,Divorced,26-35,-86.49987862821146,-40.26056328952517,56.14869540480775,77.5734785580156,-27.271047411931004,-29.132740415851977,81.59796192971581,12.287855418051565,1
Asian,Non-binary,Divorced,65+,176.64149425323222,-30.183673576680782,-4.83870341379008,-116.44356478306572,-33.112144021666126,-87.26114220593682,-16.65557528497477,96.26270526831473,0
Other,Other,Single,18-25,102.58373369501909,-193.3412609581532,-97.01147045015688,17.012851648577204,65.20117870645346,-52.84385449800051,1.9374740741317156,28.310573066516316,1
Other,Male,Married,51-65,31.54803073031126,107.64963890606121,-20.737493264382557,60.65146940471319,-91.8518125279527,28.197327493151725,-46.53212019022182,-99.64905456359838,1
Hispanic,Female,Single,51-65,79.23453228641273,43.64411561393555,-33.828504668968954,-46.882319694883876,-49.90594034549,-202.78544467871714,16.629370217628548,168.95889049249428,1
Black,Other,Widowed,36-50,40.9975490512825,-37.44879120031727,-37.96784607843612,-73.55553151496655,-128.01402279326803,23.161805914459975,85.20548384121933,-15.542290647267018,0
African American,F,Single,18-25,33.814257430191404,-124.60688916271468,32.72889052860532,-27.859132131463404,10.616234199895898,-27.28660176747475,33.71323990963685,67.49856754411032,0
Asian,Female,Single,51-65,-272.15773845580225,-100.82470406214308,-14.25775030168186,-112.1712101063265,117.4027689979841,26.460442963611598,-85.69203313334413,-94.27441178293682,1
Asian,Male,Widowed,18-25,-104.40976516726647,37.250870950586204,-22.045904861179153,-190.06221834387054,-0.36368796858148883,39.95121626287096,-93.74714609946348,-103.08530614197389,1
Hispanic,Non-binary,Widowed,18-25,89.2597983202036,124.51747530788033,-7.058856453365523,-25.019508151009877,-105.66582451916548,-113.38240929546181,47.63292590829603,116.47800517495075,1
White,Other,Widowed,36-50,-92.13064065474978,118.82185559869158,128.3889923880942,40.713136088994716,162.18020456565822,147.62858395360036,161.9230368299772,-62.94200324759909,1
Black,Female,Single,26-35,112.6236696592924,-70.75378733582718,-41.16183279591284,-33.71539331360962,-284.0434202890311,40.477912816320064,-174.59022091357764,276.84483010709135,0
White,Male,Divorced,26-35,-22.017701207441966,-15.389722171638184,-30.552723686087656,125.64031732509449,-187.50806247034953,-163.7711792841874,-114.93925669816647,-29.436758435973758,1
White,F,Divorced,65+,-48.771597970451104,-71.40585734703461,89.49399025573712,12.812569410756582,-142.98074223100267,-109.57567136721174,-27.96472287257824,12.640605029123769,1
White,M,Single,18-25,30.88138381332202,14.07975077083232,76.02296883896965,25.238591120753316,-108.78227442809649,212.50386866166085,-155.16217387000796,-12.628124979607877,0
Hispanic,M,Single,51-65,-197.47657543526128,22.242144507792524,3.9714742267798626,-199.87520881810218,-62.55455794395165,-12.326057540301694,6.734535214297447,42.273437902081604,0
Hispanic,Female,Single,51-65,39.54698290694442,-107.00052890999541,-53.89923456067108,21.978061747785897,-80.57385373065924,1.5927151261442205,-72.0540562522666,184.218956604617,1
White,F,Married,51-65,-114.31162466294,57.20006775018487,109.04497147454495,-56.11934848361898,17.45304785185013,229.17296267087485,-18.425834610388574,95.92902289664906,0
