religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
None,16.6925063591883,A,131.6016049874553,-178.03009760568577,-23.372337451084924,-3.1245774714206713,20.064162435011227,108.16894032857758,D,1
Buddhist,-99.937646941084,A,55.44058658076243,-8.199676225258852,-144.49503690929424,228.40862586997193,-163.1646310453113,58.086812983542146,B,1
Jewish,18.139668317866338,B,96.88399005566399,73.45760386940196,-60.641297253067385,-89.05999829916236,-29.79632320555947,-15.857231184725656,B,0
Other,23.11050900369799,E,-98.5573887263108,-22.946739569484276,29.875698988702588,78.25831382253202,-86.58581227588579,-234.91171556899982,A,1
Jewish,-91.95415484910279,B,83.12254642779732,146.36180207642374,186.46475719379137,-14.472566464323771,-157.7432193119866,100.55845186600419,E,1
None,84.30697320119616,A,-27.994286062940848,-42.03921074966937,-85.099333770341,-59.1396835529584,40.363348087414735,-51.54152311286574,C,0
Christian,-201.24921031037397,E,-60.6941284413308,-88.48061031031588,-86.83337831978058,108.03492466801494,144.7133152101529,33.85662222548134,A,1
Jewish,179.56048075790295,A,-239.64494001540294,-85.66787977837868,113.4542001062395,-28.646101183031973,-6.906401480501241,-41.36161683789138,A,0
Muslim,-116.72367617473198,E,22.962240865811097,62.8860453252601,135.41541180249692,136.2174679892239,90.28973966825089,88.38438220756412,D,0
Muslim,102.09614733089798,A,141.07158758062877,137.87303404418583,-62.78831851950124,13.504461838626014,-25.149985382136485,-62.714225850831525,C,1
Christian,-92.644440194603,D,-4.658542088085927,129.63082120417002,95.64887810033703,-123.30694833862582,-26.80034118881035,-12.16110457519726,B,1
Hindu,-72.86947578072464,A,26.368330448978888,9.24034877013202,130.1228682787086,71.62296230038679,-99.35418360076807,81.93348706420093,E,0
Christian,150.33277907515455,E,30.25464991432053,222.15710919764936,-170.01681639806057,72.01909860137363,-0.46976462416970804,30.57994888736025,A,0
Christian,86.86389749535826,A,105.8456357382503,-71.82485853181946,-139.39390465201004,49.76180454779064,83.41244247686693,217.22409075849427,B,1
Muslim,11.598935715911281,C,-51.44227332161061,21.946678491208395,62.85548033717492,-44.88569007423586,-48.78744741036078,-98.4318532598025,A,0
Jewish,-58.338976967025324,B,-48.27109790650022,-120.02640714333081,-54.94584206017139,105.69237531139713,156.12337272379432,80.78627593471491,A,0
Jewish,12.189489547854789,C,-95.85088552480752,0.9633962883313453,-102.12775953673673,155.92626244374168,-64.23219564977299,46.646554907437356,E,0
None,219.59060607294379,C,-105.96331598567319,51.61445496168247,265.96254694214554,-222.071187639716,-30.66729700843168,89.05630816850528,A,0
Muslim,166.75862585362978,B,4.71209733845108,76.68495966522755,-46.1812615266947,-88.51995198612259,101.08808354266685,244.94242271945174,C,1
Christian,-14.32606816273217,D,153.71677161385324,16.5888589402212,80.7786389542149,94.7132446456112,57.61667402311315,-116.41222099764184,E,1
Other,85.7136745699805,D,11.889287940423705,-18.432762783234978,64.51983763605057,127.62866578360492,-98.75207238286222,-134.73461203044485,D,0
Buddhist,48.704679453381914,D,-42.18585034413547,16.745169010274733,-89.55776144711145,-74.11373987329881,92.713595124529,-7.889792849309004,D,1
Other,-24.085351899197242,B,-65.21358732164906,53.60737375882585,-91.90315041557905,-57.39568270719816,-6.64155710921054,-56.918734982950966,D,1
None,-47.7697295483227,A,141.3419431044322,-159.26144949858076,136.94297455469592,-54.90227908803642,-198.12197486374953,-50.05467131230578,C,1
Hindu,128.5536880401923,C,151.0892695861719,-62.66700419298549,192.52696880535476,-42.54630292068971,31.27453901507128,-96.51195125692165,D,0
Jewish,49.111560502580815,E,196.94075371522172,66.54094784937288,6.478474924054462,-241.7841342764482,34.66097003325277,154.88984445903995,D,0
Buddhist,-9.013630668574342,B,-172.2953155116373,61.24179104873827,113.45336194498125,-224.9926062914954,83.90650557055089,78.25593788499464,B,0
Christian,112.43382198737828,C,-132.79200730809399,27.673729877864893,-102.43278918468441,95.87214201355334,3.1690098463593337,31.034109367147167,E,1
Muslim,-141.8186678693283,A,242.05632341040535,-61.465209629972364,267.5795540852218,-72.26489137362431,60.41911144638489,-27.888963241561648,B,0
Jewish,143.29314263518364,C,-0.3537977131244597,-45.165543995767656,-16.38529754499195,36.527860765766164,230.7412222043213,-119.98997638684486,A,0
Muslim,62.70948652009905,A,-34.59933636034284,32.360521777782274,165.65615317621229,-69.63320690897699,105.33790715429245,17.599370371583177,E,1
Other,-86.07537988155963,B,26.86809518095424,90.82908136315861,112.00335534880179,-50.556356884001886,77.45110149480494,-230.55982426056957,B,1
None,219.32715339062617,C,-71.96789448781031,144.72463451236516,-32.33486984880419,24.2070407257986,115.28520141037608,-63.21330552522657,D,0
Jewish,-69.92810660211771,D,-67.98046748776102,-12.330471417561627,-11.202566732950931,34.54146876027633,75.27624310880174,-87.57938792153564,E,0
Hindu,-142.1214317899065,E,57.72597382987995,-36.37740751079222,-65.94151470235656,-75.90625393474429,51.12741173382431,-52.44976461215193,C,0
Christian,63.91674461246082,B,33.45768872954225,-274.31746454547783,12.295244878184384,107.95608990194343,-49.668396887173714,174.57534724688634,B,1
None,150.5696753669831,E,-6.418191668487696,-44.79900064167048,123.6917451225751,97.18727415844135,-26.150696255136918,54.20907511736514,B,1
Hindu,-101.6195193549444,A,-17.529362239530386,-3.6994912903857884,207.99767994133697,87.67733889221807,102.97600667536861,132.92071664001753,D,0
Jewish,-72.60934218815498,C,-43.084245043857486,-64.45929851655634,-171.65504407778428,-89.46755962860188,21.22187537928376,-176.2591588005297,D,0
Other,106.74481046304267,A,77.78442718486586,88.25438699958376,-24.517786519281064,-61.879306402455114,95.92989573172707,126.82952221069759,C,0
Buddhist,52.07891073621976,A,-51.66192534669397,-172.33366729591006,-93.99075705128892,-210.07653234206174,-81.89763872373261,-52.29546487397552,D,1
Jewish,7.209601430582343,E,14.218377249689967,124.21887348142602,-108.35717305835418,-15.898815876650124,63.75067773140258,-176.80423604698385,B,1
Other,-69.55940188134268,E,-75.98189391754528,114.2015529548907,-51.75609095087794,-103.22315707069131,72.79522764191387,-28.46179723350056,A,0
Muslim,-157.31833337620597,C,82.78479975409388,25.678676516138832,-49.284023849817125,14.7799882781851,-73.10104290177873,-137.12713895241845,C,0
Buddhist,104.66130244267224,C,-17.949299681194404,-57.50579930363975,-26.678798864107222,8.847858615374808,-65.70905203077348,22.642192760271545,D,1
Christian,-88.12398839863064,E,98.31814759289854,40.69550460412961,-98.57767738566268,-52.9530064143338,80.21886257841861,-218.66930764986313,D,0
Other,92.75143341871137,E,-12.211768120977988,59.11161659110411,70.1373047483887,119.76691248349125,29.962780458555642,-27.04909574403886,B,1
Jewish,-33.07541454236625,B,153.33378667319283,-116.19217718462804,-174.80478079620926,-166.61571033379377,10.236860688452348,98.37750448071351,C,1
Buddhist,-175.52170628079904,E,9.159130821204327,-163.6851929772119,301.4411089657904,-173.8913000371565,-43.27057755390719,236.66312297109323,D,1
Hindu,-39.97071686474155,B,76.95760402782835,-176.4365834292127,-20.75905620477908,84.42938403863374,-82.67552358802531,102.44451211516295,B,1
Hindu,3.681770987573222,D,-57.04728302381066,-41.093883801255515,-48.5507081974797,-102.61134196863291,63.38873752059081,-87.05622174531167,B,1
Muslim,-14.751707863348146,A,39.29653607723657,-21.20195704452948,19.221958129790075,-143.04457971486934,52.866671954880054,-33.13928011621486,E,0
Buddhist,30.748272070481114,A,-120.5321262060096,-95.35241112357056,152.78453993228553,1.9662338671561463,-50.64026337718168,-27.571051480297058,B,0
Christian,70.70277605615105,E,-205.02898599675567,82.76714599236705,-4.211727530775287,-5.902457225146991,22.28558869998409,0.3973945955507696,B,0
Other,-80.9508396214255,B,2.329223845489049,150.38332298912866,-107.10794324309758,-30.029982466995563,175.2690435562499,92.56808306305338,C,1
Hindu,-23.10828256853877,C,34.74858363146816,268.2068480662758,130.98951183385765,25.067084389036854,-18.414304180737545,84.52491341247682,D,1
None,-202.62677603805912,D,67.45130038725723,43.46803100285526,-33.71274996494238,-7.912329408702804,11.332986208490672,9.584445605956207,B,0
Other,-78.85970535808208,E,-8.58329840673846,121.56854013934282,-5.406063108571124,70.35905905898191,-52.22331034459352,-5.705327361420943,B,0
Muslim,2.5340729707313514,A,128.74293878052742,70.67455556813734,12.203318415839142,-155.8863882495394,36.895447526426665,-25.42085864442825,A,0
Christian,127.05605780758074,E,-28.493741703330993,-86.844664527238,-203.69321411268797,189.88384801110047,-27.435087786998917,119.90596902885555,C,0
Buddhist,58.29079077288824,A,24.094620186443546,152.94920005073976,-47.78355294864486,139.12002551893937,-131.16554722511586,-81.09738300450584,D,0
Buddhist,149.8510324317674,A,19.26973255167181,-119.27037954711037,-113.17886854468911,86.49054590363977,83.07588560319691,90.59354186198618,B,0
Jewish,-39.49662181879043,E,-23.330304695427568,20.290135087309437,118.6916225402588,-82.09542766397307,-44.590787046696875,-64.30547471918504,D,1
Muslim,-29.557744071572046,E,56.90359932531134,30.987120791916194,-84.63012810082739,-21.97636614776497,162.9889391622922,-14.180807112629989,A,0
Muslim,84.17104154315805,E,-39.009946611625665,51.23129195392758,-221.45854971329513,-62.028845718326345,111.9912974912148,17.70403795133751,B,1
Christian,-53.573730635717595,D,84.12227890298605,126.2807330388953,-108.9574287381851,-132.23205766256626,-16.417047763643687,178.19407742213892,B,0
Hindu,28.42224290872738,D,-18.94187709641979,-25.156793734859278,34.17598168343058,152.25173371963524,76.09788184560503,142.51020852217758,A,1
Christian,182.92740295460024,D,80.46764858135829,11.400931070668799,133.52943714675573,-13.49549874121897,-17.079382578079546,-66.22945930536011,D,0
Christian,-212.97663003345676,A,135.06226015963102,42.23842931334512,-153.23690334006756,-33.575018649841326,188.5262546161489,246.54227216386744,B,0
None,-49.24763612366144,B,-131.17143281572615,164.9223088183631,-61.60021282137007,-19.103907892386317,-39.27122464911352,185.14255162945253,D,1
Jewish,67.72926493191372,A,-0.40155779068756453,43.892639487403855,57.237439560031056,-173.01551464079083,-26.798650597999064,171.74061971040862,C,1
None,55.07753902894456,B,-153.13065784155262,41.941787216745276,168.14651379385586,155.15653571409163,83.20534511939253,-38.23856650184013,B,1
Christian,30.932352609550744,D,239.3053287869804,135.7091400914235,102.85462799795593,-72.41011125209336,-65.77626951478173,-46.03432131053232,B,1
Jewish,-69.2637395951627,E,173.39955819723448,9.844224025499877,-80.38402480077606,-12.906870040465945,150.6393115149441,21.13841226526529,E,1
None,143.57619612887055,D,71.60505900873098,-17.638562007898724,19.394005969765146,134.12259887958518,-93.5549827215174,61.225851259836475,E,0
Christian,117.81966624507622,B,-73.69940821391815,-25.399578539156963,60.83713644011743,-6.827396737992397,20.264256816592262,-109.07877785628621,D,1
Muslim,12.531205253055482,E,-64.92398637827571,107.33699385386912,-79.69319079465251,48.793034080517245,32.416802183271265,26.111916296064297,D,1
Buddhist,19.635213335288558,D,-72.77191144827633,183.8180350465544,40.83439515916899,110.39090015319249,53.99743787416792,-150.69385112017756,D,1
Jewish,17.711346102646296,D,88.98816432248702,31.434953143018014,135.65094364491023,120.48253141565442,-62.12801925623652,-51.92487522987239,B,0
Buddhist,20.061770198523053,C,42.945058630264114,-65.17315430727169,132.2562937977216,135.96855797453458,6.768129878724852,-75.11676594057248,B,1
Christian,36.876246064298805,B,107.91439907371416,-73.02984869128623,111.9146525972585,41.66424227872959,-90.45133575769077,-5.247029034899322,E,0
Jewish,-17.803050734643122,A,-11.703315412436114,-42.87577479111409,-4.287580140524354,92.00590096348243,2.335483188425594,-95.53923711436447,D,0
Buddhist,121.98685264952816,A,-34.50979648725919,-5.2616034386699795,29.90553608176721,-123.02601324231117,-96.88107108041295,-38.652605478846624,B,0
None,57.972387288951744,C,49.08143192306243,189.66155181257864,53.15686715639585,1.893139024721771,36.73295158659302,-75.42449782805704,B,1
Jewish,-88.2649474612377,B,-10.942173499922053,-104.7167322809854,112.61042261190227,-110.35728290944505,-10.861214812194481,44.39979429746666,A,1
Other,-216.23803471560353,A,66.45485368241137,-54.137016605915335,48.00133339765273,-95.31416695332507,-59.56546182764361,59.69783911701072,C,0
Buddhist,82.22917406275307,D,-51.9583308457195,69.0747371610105,20.600300487712804,134.96301172463083,170.98923799583983,23.027191099166426,D,1
Other,46.62997570804868,A,-150.05302012354971,85.59182093872774,106.81101193635192,19.616426560787218,-55.882485045386275,-2.086225416189164,D,0
Buddhist,-24.053477487266363,C,70.73875729590554,-127.22108876333967,-123.63841551031382,-0.9917328967625032,-24.03508362029895,45.97595000783832,A,0
Christian,62.991985573412656,A,-97.90453956716814,-107.07781189611043,125.4706796171967,150.31762608124225,200.1078069821438,-71.77413579059458,B,1
Other,120.59925417785774,E,24.434424391304198,54.353249051164056,-167.98709729867915,-65.95452333715185,83.3308101236966,124.94150717888589,B,0
Hindu,52.36273871209569,A,-59.03559920917636,28.532305470103736,-85.94528581927324,-0.09421359073337829,-5.674093747512356,179.10210760105295,A,1
Christian,-266.8002838416293,A,-26.850299318832317,-161.44444181223437,104.75371314604105,75.97393631597662,81.84877039483459,132.04052639119803,B,1
Hindu,-29.66540731846809,D,150.372771850797,-46.9971340559264,-50.01896213149101,11.764698079528399,-14.618017049285303,-151.8181903617216,C,0
None,78.42008779154064,A,-157.49289134724677,-180.49319740616025,47.21955199529878,12.014992325179524,-207.51756922373121,-13.186458798940611,A,0
Other,11.98402974572777,C,-14.403974776481455,33.226866064951956,-84.42808979517055,-124.52321997510192,-115.85142423144852,-62.561259925082325,D,0
Jewish,-45.12873664667051,D,66.49177707730564,16.247476386612412,-104.45724213037148,-105.58766820757432,135.58864129960443,104.00736072428349,D,0
Buddhist,145.182131326757,E,168.27652207605092,-198.83141279959406,69.31005475296371,-211.47055194608302,-200.68606174214608,-144.441999525064,A,0
Christian,27.880212339207667,D,-115.78818954448484,9.687776077001296,46.30432684434367,114.46532439858765,-33.06739900013604,36.326302219085775,C,0
Christian,188.52185245133367,C,65.47890226213796,-1.2334715809909769,-77.52361291437316,218.94334380614882,25.53680645881316,-57.27086305509862,B,1
Buddhist,-31.053238345021043,B,36.36411474605119,148.4498149959919,-8.251219933708668,-36.05573578697515,3.0202725817680913,-25.13153554727377,E,0
Buddhist,58.005681603895596,C,90.21132764651256,-46.384354346924795,-123.35820154787712,-102.35120768831453,-9.712984440535264,76.09205293014092,B,1
Christian,59.29898960667439,E,-163.59682774818154,-9.047476632995718,-30.50378220121918,100.43570139474171,13.159981541496215,77.78352775058906,E,0
Hindu,-65.09566765741674,B,98.1852648811032,52.48023075581337,65.5569318623586,8.909886949270238,41.64722226174422,-55.94401960326659,E,0
None,294.639082875388,A,89.18814884832399,62.67246685349137,-72.88533933729902,81.8323194036551,-133.4436274750305,45.25649121707632,E,1
None,-34.494194940068134,C,25.23843802514265,25.587463012130357,-50.564801145085404,-120.59403015838224,124.5903287463099,-119.308339791942,A,0
Other,89.41695519213766,E,65.46223206916325,-34.38827253204247,-106.21040383152322,150.26964454071762,20.740797235488504,-43.070133620390024,D,1
None,-25.411968079354896,E,89.83252761503567,73.79698943416379,76.03569731961186,-68.4146428198775,51.81972910295713,193.84415244168503,B,1
Muslim,-114.40785898978673,B,57.594245116345355,-86.9550246414386,-173.97485073426145,-64.71613791757026,-159.80764622723572,-37.23022333292057,B,1
Buddhist,78.59197057400586,A,42.34263748582471,-141.93636447606147,-125.464229384382,-38.1484933705906,-156.95875416359632,120.01056305097244,D,1
Other,-67.62506346569052,C,144.41372478151283,-87.65409668815836,-149.9631110814368,-15.807759173444841,-61.46719109895634,-44.279853387951654,E,0
Christian,-39.492272078347135,B,-53.83077479154803,-112.6220640125935,92.60171352673918,-23.751462820448626,355.96547127790996,0.3703334474308253,A,0
Jewish,37.50791913143892,B,31.831324079026118,-239.00775887599067,-85.12689285441614,-78.35542322276032,160.85804232299787,-92.8638456997374,B,0
Muslim,28.62388993320122,B,130.37382213419204,-81.6486294814461,181.68640775167782,94.92271143059313,-24.558515699714654,-15.399574877760383,C,1
Jewish,20.26325300112694,B,-74.70275374430449,0.3263047868784822,159.6806338446445,-36.99681059722522,38.89427638956268,-22.230644108537927,D,1
Hindu,49.947614955061574,E,-18.982196965310923,18.89076544604426,12.64988000950148,-100.5565150888508,63.62442710419376,62.17813087847014,B,1
Jewish,225.41135757933978,D,298.8868704883609,188.31174106017437,197.65965178892824,-62.54756927788735,57.62682539226278,-77.63613661639471,A,1
Christian,77.95892267882446,E,-76.72245356257756,-18.82568996505858,62.85743872972203,10.252447007195507,-19.186890757667495,73.62458499895445,D,1
Other,-53.14107515404879,B,-81.02094170689197,76.45974972405192,-17.457168580174333,-70.86712367022646,-59.587909794666786,143.92324919353894,B,1
Jewish,1.6680873738953348,B,-36.67372753728398,37.59372035192101,-178.16429414715648,-178.7837276704493,122.67038493043032,5.380792669587756,A,1
Christian,137.43432591721862,E,-36.41900316860812,-76.0752031902141,309.89122166836256,14.785313989761573,-95.05565733487053,82.99455544935195,A,1
Jewish,44.110835245655174,B,-143.26001208249252,-155.68183528948595,93.42752814094484,-44.95064087195562,-114.59009129314934,41.05666772833872,D,0
Jewish,0.511183344433479,B,-224.97597273787645,-35.085386273359745,99.4962360241547,226.2698497438581,107.71726402490877,74.27731528708473,E,1
Hindu,-7.601379043767259,C,74.68027977031451,152.63981724541728,-167.52981959843066,45.190270753655106,-85.4359034992025,-39.940371816146865,A,1
Muslim,2.5760047916417412,C,79.19865115059525,-121.14027209344782,-31.96919586526508,129.2557765795705,57.426539005197384,-64.56993601877777,B,1
Jewish,-26.64699525532267,B,21.874663065498765,-54.94649266418009,-144.31720354501797,52.28967487626577,46.043300463422185,-50.012035373839545,C,0
None,-62.09586568711559,D,-36.23836075462541,-146.39530602064485,-130.78764047747654,154.4439190258221,79.82301147058193,35.417152459366534,E,0
Other,120.36708950494986,E,-3.886825939382625,101.910993291436,-45.448243533273434,21.981214985725487,51.620522437664704,56.41092156793993,C,0
Christian,-115.61817014609481,B,78.83456249493464,139.5876134738984,129.4199293536252,-29.383625484748023,-237.70201945061825,181.53358841924182,B,0
Muslim,-116.77320618726594,D,42.3584794872988,130.4199629734889,46.45378203428036,128.5489457888928,-156.83473762756,45.678798498555516,E,1
Other,112.82043476456083,B,-92.43648627251245,-105.85910272684418,-123.64145231934877,-106.58211902493015,-66.11458083910631,15.627526732128597,B,0
None,-74.55208541662921,D,70.49994647392765,-66.18537786230588,206.06371578403818,274.92588115077996,86.0994675512477,111.64338384341532,D,1
Other,149.90584578326366,C,-32.467676097794346,-74.5816186211279,91.14901993397598,96.2227172412857,55.3156024364177,-206.80028197434743,D,0
Hindu,82.88257554814098,B,22.28999034197436,-67.76409341001981,52.96172044096248,-86.31320659805156,73.91717166214985,105.09803100412934,D,0
Christian,-165.604084126871,A,-83.26487181761377,-43.99497385049813,140.95032019248427,-135.5071102106563,-32.90365254527214,30.586642993337954,D,1
None,-67.60691411662908,E,-24.53801026060934,-116.8607509667863,3.840485443942282,100.20479672622835,83.83312101956867,-53.6643981654565,D,0
Christian,-181.4350906903788,E,-148.69967890615376,15.747155838246165,12.56555292531362,17.341525925832237,-169.98151642252242,179.85615413355825,E,0
None,-87.37360460415461,D,17.539528037081045,-43.01806186656868,-127.11973306318096,-79.89943167580968,40.88807699328482,92.74520384506853,D,1
Muslim,-37.508380527344364,E,182.66095333814522,31.359969274565923,202.2929030904461,172.46013982505752,95.7405101632979,-33.514873224898565,E,1
Christian,29.669198674830227,D,-80.49519838762555,-94.14273765303838,5.766627215133289,53.360212064137436,-53.852885629762525,-20.842360960013536,B,0
Jewish,70.13859755309892,C,-76.99962472121472,-51.85461740415692,-47.931082149989,64.55268683870676,35.13836821001446,104.10453252818559,E,0
Jewish,279.3474268307147,D,-73.6159865639664,30.283940430659083,-38.827173671016624,-76.86092003489394,123.74822682879885,22.41797779820844,E,1
Buddhist,59.54902103257162,C,-36.08246589942018,-182.788421825243,6.516396766915151,-0.9581822238173152,-42.211742360431174,57.09398413279027,B,1
Jewish,-78.83100920195383,D,12.872349155697252,-38.74674855013768,3.087742304853592,20.128876749174367,109.22828988449783,46.11569419326486,C,1
Christian,-159.23726298354467,D,329.9490843314308,-104.21686679116135,22.52103954905954,12.817299594754338,191.65263294323245,-86.28509545020194,C,0
None,-125.84187869470433,C,64.62395989772887,158.62575318723196,-219.99241274484666,-7.660171904606035,46.79571142519859,59.97880795734911,B,0
Jewish,-128.32928554767088,A,-58.449807972107735,69.25340553313016,36.026181629355136,40.08176774669857,73.31970853860837,-45.64208778829653,D,0
Muslim,159.56971164567747,E,177.48008127840427,147.119509103941,-71.99196663876457,126.46877693410055,-5.581156191965476,10.920289779177585,E,1
Buddhist,-167.6251012353217,A,9.92742766056834,-9.430816969623168,-32.35079491177453,185.88498265055523,2.5361278957525597,-46.0022168368618,E,1
None,-104.06868411020405,C,12.763520887225226,-32.1115602604958,-27.010640521987806,10.90052390358852,-20.495589639331925,27.937664484438233,A,1
Muslim,-98.32163939244255,C,-66.36954633442438,-111.01472136436539,-217.89091908133312,26.400545362758976,105.21037776634408,27.84796832334344,D,0
Jewish,297.8787655422494,A,-3.7516378622185647,-67.98359665143056,215.28842662373734,74.66147834137173,-12.989656386231585,-51.04319498110905,D,1
None,-135.5539896932204,A,-4.256328607355943,-84.87208856342512,182.99542673419566,-176.36030246818171,50.011290065640736,211.69362940726924,C,1
Christian,15.623852768728131,A,-206.75110815622136,-115.39699905754036,59.84022496875787,77.69074117672787,-177.02362286815782,195.19652128396538,A,1
Hindu,-15.040063238767953,E,-164.81472779032404,-19.80731149256517,59.46409814297652,-82.72425094555615,45.9794991432414,-35.90031021329108,D,1
Jewish,-28.67365411580533,E,-143.98271464031333,37.1455222215681,-19.22703514578109,79.60864780529096,-184.05605637610392,-129.14956575517436,C,0
None,111.57551126788823,E,59.24364604429076,68.25940276821636,76.0371998755128,97.56241448665759,-127.13989748904619,29.095834683641858,A,0
Muslim,-65.50691862035877,E,38.937969607751555,22.79595731141843,-105.61836230060683,137.2012816125989,-52.49902697193314,-117.77957355495934,A,0
Christian,-64.23096375700045,D,-76.55793826584367,-18.941921385067996,134.48991239316445,256.7126139535158,-53.966841063885894,105.00833669197813,D,1
Christian,71.51807982717749,E,-36.63025931200841,124.19710766035512,106.30969771704093,-2.3472612565288404,215.51787091734224,-116.5112988957546,B,0
None,-52.583298973003714,E,-96.5229831830285,0.7759007577635088,75.54195270118682,147.473814107231,-15.068022275824028,22.70501942823829,E,1
Hindu,73.11539691665568,C,130.79895100281888,216.90215619630013,-130.8364997367928,24.34633434843182,-35.403222698706514,-109.30285389455389,D,1
Hindu,-110.69442163761968,B,-215.68138804918124,-60.76814332717435,-33.70245694325038,-129.05512705643824,-84.24150982788453,-57.21340959973221,A,1
Muslim,160.6380181019565,D,-13.608687618002952,120.63675865889567,174.40832889960495,-258.4638632203351,-8.672637591856985,7.121625571642426,A,1
Hindu,99.5292219215682,D,277.3975881959042,83.2580372080966,64.56002933173451,-7.251483643928975,176.73316580221197,-78.31445230393015,C,1
None,-40.088707705238704,B,100.18846696031993,28.193869233717283,-34.475516565949526,-22.217958945128327,160.47542143522926,60.21201864470793,E,0
Muslim,-147.60777396599337,D,-156.14194678170614,79.64033723372059,-7.056289644402895,45.35961033970161,182.44659504035212,52.52443822502937,C,1
Hindu,-58.581189360475896,C,-121.24209730706879,132.13503218722,78.90985230023472,-131.1061011210998,-61.756197472329724,35.38192890913766,E,1
None,-47.921841313352836,C,102.86888598869315,-50.169843270856916,181.9441597450929,77.88848894164896,-63.951726405526465,16.062966571051728,B,0
Hindu,-88.68957221634244,C,46.422754958031234,-48.60153077599658,-34.28677676158337,-36.79908441455956,-127.3484865338403,57.0389360170059,E,1
Muslim,-95.74045182247394,C,185.58521535105484,70.17255218380062,-58.45696524089165,87.60554648362697,-41.619509153446074,7.14948620346373,D,1
Christian,29.585066380869907,C,-36.947122891608906,-95.54878304558338,5.895461272972957,-49.60387800121826,37.084821154369216,139.94586109987142,D,0
Buddhist,122.47961297264767,C,-176.84453197427806,-42.225886318837965,-109.94874721301056,-175.00336541232087,18.802427030742212,-161.36791377654043,D,1
Other,-2.246137746824389,A,-78.1089464822214,144.77565840212336,-143.63713395113297,91.45956322670511,1.1177274038930123,-23.055227361114724,C,1
Buddhist,-1.472139672788224,A,-26.629484839450374,114.28408063161622,-31.640579836171987,0.8172584638900917,-136.49378550417387,-130.16106308230673,B,0
None,-189.62653976719557,C,-53.287369518449665,38.654215398746075,-181.04674376340205,-74.45552633068195,-35.376081683060086,193.53170078860435,D,0
Muslim,-5.396179336463971,E,-19.621230731467424,158.47547343813144,76.78358178938535,-73.68472298083476,-128.2478618306986,42.687935921111915,C,1
Christian,-262.99479413353566,C,-78.57803852741428,113.9147562569712,-26.191681086340964,-71.96357583111526,-175.94002193464016,84.53124547195024,A,0
Muslim,-5.0967981815032894,B,-165.024306097712,-43.37858174928864,114.73610744408937,-32.31235479510223,-81.89356360733044,-109.12587253543184,E,1
None,40.16303794402694,A,-21.872198054444787,223.52572590352446,-102.45255338475852,-40.63373910646494,62.66684559562158,52.868894925907696,D,1
Muslim,10.090925133457253,A,-14.773720973820215,65.7835236365204,95.60074150625216,-22.61181549366258,-94.76148575760138,108.96077833593097,C,0
Buddhist,38.170839221834584,B,80.00616365949587,-87.87336747957228,59.35229997850171,-210.3920262516796,-26.394178494449054,22.990420918938437,B,1
Jewish,62.86487297261305,C,3.5336384593181633,-10.949285879041243,26.256720926197307,244.33412259449,-18.62530827840672,-134.46909912827925,A,0
Jewish,116.68470460877734,E,277.10460586612174,17.088800499780774,135.41542660776028,109.23408514577157,64.91082692315325,53.660006365295345,A,1
Other,-81.28492783144151,E,4.757155883771052,116.60367977708937,108.07888191121235,38.317335850894864,-48.70309598169475,112.21537578632004,D,1
Buddhist,-7.832477138153679,A,101.38931984188484,-217.6390504424396,76.20300587237257,215.30598109871204,12.501599996999918,-17.468047764547777,D,0
None,-77.02782398686377,A,-8.361656160225444,-63.482500627946536,-26.197963553690062,-136.50482341156652,86.61606645343798,82.94438406608631,A,0
Jewish,11.80924983741113,D,-29.280734377742167,-133.69343672889093,-49.14014151365117,113.83516318640238,91.65355121161018,-102.24672769446957,A,1
Other,-146.67638539290343,D,31.96601125853034,-10.420963374206622,1.4867951928432999,36.75730245716275,31.88511172749276,70.80000870257435,C,1
Jewish,51.2800535612929,C,-113.19411340767998,109.76348723704888,20.186097025083907,-148.30259392923085,99.02681359888132,-34.73448313377172,A,0
Jewish,60.26495611775275,E,124.30467740113373,-118.78408315432051,-60.31340371016327,-55.49585584236512,30.601646445131546,-70.88964407942395,A,1
Christian,-89.20392891074222,C,81.49539109704244,-109.99652790052232,-43.88647202982481,24.116232696685103,-165.06142341529247,58.558992584109625,B,0
Muslim,-99.43476436812698,C,-20.478402697388898,-167.1633226144493,79.12755049628278,16.386626299340428,139.28711002924496,68.20160939417721,D,1
Christian,-75.36708786332855,C,159.54713547166753,-68.1496607555197,-171.43741328636472,-35.43843027599639,98.51355445315379,175.2625045388011,A,0
Other,121.20741030001636,A,5.029847752360263,61.8019553156509,76.74207412503053,90.77263194093462,80.55177132010486,-47.75569234124777,D,0
Jewish,64.98177493039017,C,47.17238747113338,26.546193585132016,-154.86313902452088,100.44691714539269,-126.77716160908021,-130.8594968575527,E,0
Christian,55.32882107187794,D,-217.78229239802167,-63.63789982215467,22.76508538752909,109.46551604735426,69.54156982035079,-33.405262780319994,B,1
Muslim,53.22417335625095,D,-11.672512013943283,-54.08867969649952,-178.10275993682194,21.569433133100617,51.12461534949938,-52.882224080400334,E,1
Other,-19.89371226455464,D,19.361279524448953,128.52526118892052,-36.86585244506284,54.27606957333679,18.439563610582148,51.68630067292609,E,1
Hindu,-2.924020853706072,B,94.500580254145,-29.216855785046654,2.949047866669851,63.96349993012268,-168.844098231189,-30.750567500914105,B,1
