marital_status,AgeGroup,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Single,36-50,Mental,-41.01232316461831,-35.46855426424231,20.175940922061862,B,D,-140.58389684558057,1
Divorced,51-65,Yes,168.80341862529443,113.42142952677028,-175.1853875479719,D,E,-80.88944563618074,0
Married,65+,Both,-70.22201497187307,116.4085307246097,-37.08208853488054,E,D,41.13265634551838,1
Married,65+,Mental,38.32079089973853,-23.402922443393827,-13.302318443762287,E,D,68.0089435758277,1
Single,18-25,Both,-31.46926441468748,-16.485806186476143,6.344515109869106,E,B,-2.0106065652700464,1
Married,65+,None,-99.73301632086037,-79.90189381822583,-2.871318194248038,C,A,-128.69087729116166,0
Divorced,65+,No,-20.889118548661013,19.723092080282864,36.14095073258372,C,D,7.967158364698444,1
Single,18-25,None,56.279368177308584,-9.045899990610085,-188.25581620948674,A,C,149.16074714029716,1
Single,26-35,Yes,-122.66480791502632,-57.65565137042573,51.76280354074869,B,A,41.981540336118684,0
Single,26-35,Mental,-10.635264546434028,-24.133505379007673,13.044954565399571,C,B,40.091803703303306,0
Divorced,36-50,No,-122.02306320376846,7.072782250526194,-0.47484382967527916,C,A,120.70069553666916,0
Widowed,51-65,Physical,6.692736314858905,-33.53876824421895,39.05773174902919,A,E,21.960513273750916,0
Married,36-50,No,35.8817813362831,-77.95128294064394,-38.8074265597624,B,C,21.642262153126985,1
Single,65+,Mental,177.15965334326725,35.83307067581693,54.911300241640085,D,D,-66.63683675116016,1
Widowed,18-25,Physical,108.00787258764063,115.19778190265701,75.54310434980974,B,B,135.93469411606,1
Single,26-35,No,-151.97258297863632,-4.24854628478576,-67.02400540896825,A,A,-264.7081574709533,0
Divorced,65+,None,40.117626190072876,105.02548283819718,-119.34343822159784,B,C,-11.93702410711039,1
Widowed,26-35,None,37.957716308077124,121.99224687333093,-74.26815305678558,C,D,-34.98614753083646,1
Widowed,36-50,Yes,-10.666817708875625,-72.45515205467035,7.969774780967838,A,C,60.952174804993895,0
Widowed,18-25,Yes,19.028570156442353,61.08998143892098,78.9822434340215,E,D,-11.66302520059864,0
Divorced,51-65,Both,278.6600446809401,51.14992468513149,-45.75257339087942,E,C,73.03538675722221,0
Single,18-25,None,-85.58609616623937,-3.4859789632840505,-49.82115790047531,D,D,-59.367406810169896,0
Single,26-35,No,-57.225227223432775,-140.9323844275847,161.19788458702146,A,B,-5.417099236641185,1
Married,18-25,Yes,104.25211765649303,-75.36122088212592,-129.55596299688972,B,B,58.50274641026327,0
Married,26-35,Physical,-43.18717651834098,137.1760305871251,62.16293467584774,D,E,71.91628162262502,0
Divorced,18-25,None,73.31494358681536,-84.65308543455869,19.39352723011638,B,B,41.11069433359836,0
Divorced,65+,Both,-113.46978156848525,23.71856264936543,-165.21559165400433,A,D,-30.01720046911926,0
Widowed,65+,Yes,-56.307539037062845,13.48257011303696,-79.21891839165937,C,A,-54.44133655393517,1
Married,18-25,Mental,-84.87224135282455,-49.23172247547644,38.68506103126734,B,A,-175.33171224138206,1
Married,36-50,Mental,83.54296726985449,54.373523789557424,25.47599627647863,E,E,23.635109190336873,1
Widowed,26-35,None,-147.33277759070583,104.02765109063476,212.11811274679033,C,C,-106.35664087563208,1
Married,51-65,Mental,26.89638558243328,-16.301857694149085,-129.06726834847387,E,A,75.97220460492413,0
Divorced,65+,Both,16.820010456000002,-40.44585865750776,-104.03432252218077,A,E,270.3493086348855,1
Widowed,26-35,Yes,-60.71194794130705,7.60576209638186,22.563491607338683,B,B,30.781462089278488,1
Single,36-50,No,-57.919354363064066,85.93845644061419,-77.42686820999518,B,D,107.044511814445,0
Widowed,36-50,Physical,45.64257808160827,-115.95734157906048,49.05386011489484,D,C,193.90021277675166,1
Divorced,18-25,No,-67.66152725191364,-29.858951116391324,77.12140700921472,D,A,145.2378187203666,1
Widowed,18-25,Yes,-211.49293646712394,43.72598771631173,-301.46076105719635,A,A,-101.92229726201762,1
Divorced,65+,Yes,-73.83829598763583,174.29672785251665,11.66865517196072,D,C,91.92038137726843,1
Widowed,26-35,Physical,133.0324013304505,-58.96218772591273,-31.680038265110593,E,D,109.47086702016998,0
Single,26-35,No,34.41094101171262,-62.63290284991662,22.625642647672983,D,C,74.65063305057912,1
Divorced,36-50,Mental,7.426741867711343,145.89631697213613,-57.124083239389854,E,E,-97.65365310830349,0
Widowed,65+,Both,-73.70497517963622,85.1849372196518,-6.484519057368743,B,C,244.38501982381155,1
Single,26-35,No,-128.47495840081433,36.37849443092932,-109.15127467841425,D,C,-33.46050490468992,0
Divorced,36-50,Both,37.49882509452593,-33.84088868528719,-17.875179137821405,E,E,-8.109047403933243,0
Widowed,26-35,Yes,-65.13541110159959,-18.886352852243164,-18.922644869475754,E,A,-45.09465464450012,0
Single,36-50,Mental,-20.475565738422112,93.33239771488908,-84.97811063069892,B,E,3.544566280025813,1
Widowed,36-50,Mental,150.058037857975,-36.42429273160298,-95.53740298498565,A,B,-65.5855651275117,0
Divorced,51-65,Physical,25.662354997967864,-38.7272320927533,111.39718146556703,E,A,60.28743905458484,1
Divorced,36-50,No,-44.2973905243229,83.51209671524651,-193.42979100980685,D,C,40.329358795363376,1
Divorced,51-65,Physical,-87.3120498093016,82.37882009128803,-115.14308795862316,C,E,48.79730891938826,0
Divorced,51-65,Both,-55.205505956323606,201.44757180722013,-53.573700435272656,B,D,-22.0671843119657,0
Widowed,36-50,Both,-8.931965119064431,-134.44510130114978,144.77157175495324,A,C,117.67888988199664,1
Widowed,26-35,Mental,-36.79566003214333,-230.91426228267915,28.12721597946675,A,E,-57.807258290652165,1
Married,51-65,None,128.39220680078623,-302.3388866899693,5.272828566902066,B,A,17.767264749128515,0
Divorced,18-25,Mental,-32.25627766261772,-96.42587607894903,-184.80282083489368,D,C,237.89084560714474,0
Widowed,51-65,Mental,-0.3834237303294507,135.01483639507262,6.519480210029814,D,A,-0.5760380924737742,0
Single,26-35,No,28.495809703683683,-36.5200831783365,104.54649238055367,A,C,15.521681328286597,1
Widowed,18-25,None,95.20239332802667,165.30523026474887,30.109022427706606,B,B,102.79278319676494,0
Married,18-25,Physical,7.073299382328642,30.830745005717247,-107.00147767982122,D,B,86.96966854588007,0
Married,51-65,Yes,183.7560143990117,-114.19566682260711,27.629272019557998,D,A,-3.0324685738368453,1
Divorced,18-25,Physical,-80.60142819985433,144.34297093653194,-105.89481951774637,D,B,209.48980163965513,1
Single,18-25,Both,62.229859646855054,80.78629445039024,-42.007219428747014,C,A,-114.47129025330653,1
Married,65+,Yes,-155.86231159439652,16.222032913462993,-117.86606830868736,D,C,168.39571319154925,1
Single,26-35,Both,45.64097469265131,-110.34130135986398,-115.61358032485877,C,E,-33.70550888278761,1
Married,26-35,No,75.01618640293776,106.01798992979201,-60.49950342300689,C,C,61.32020215184168,1
Divorced,18-25,No,82.31329371658956,191.24655068201236,59.75375928641478,A,D,-176.66571648864115,1
Married,18-25,None,-11.629305935865048,10.348353456314486,-69.91054250290598,B,D,2.62393834315249,0
Single,65+,Both,-21.224394664525136,-73.21330145742232,-46.60535150903002,E,E,144.87889936325425,1
Divorced,36-50,No,128.07553948826575,-91.21901952095445,-114.41543586801586,C,E,27.96736508296769,1
Married,36-50,Mental,0.5441478673824417,130.10576478920692,296.99943004939684,A,D,-47.95009339444219,0
Married,51-65,Physical,87.4384803856075,10.431828521998895,96.17914696133046,D,E,-185.71336203245394,1
Single,26-35,Mental,-36.5189711791487,-41.581522896017105,-106.25270217554676,C,A,-203.81747155722695,1
Divorced,18-25,Physical,91.18322412528298,-72.35687010552293,-15.180463353850405,C,A,-113.05995465659163,1
Single,26-35,No,60.105465029546636,-220.6061960644106,106.34166029091749,D,D,5.113803223184498,1
Married,18-25,None,74.60297873726425,70.07549810657804,89.15425529031334,B,E,137.95322298717934,1
Widowed,18-25,Physical,-103.0669946679461,60.95746669078764,-46.74406682803857,B,C,29.944926050472727,1
Divorced,18-25,Mental,-239.7689886043172,38.25028158448356,111.9652969217498,E,C,-29.360092393120535,1
Widowed,36-50,Mental,-54.07708020974334,29.02305967333924,-194.19559269171629,C,D,80.54966925078719,1
Widowed,65+,No,-11.86957273012521,44.215912592193554,157.23337975709376,B,E,-186.87271118654382,0
Married,26-35,Physical,136.66753016028093,67.38312260570022,58.084054294244325,E,A,71.21848671610212,0
Single,36-50,No,32.1760875215562,128.79128426761562,11.340256496799677,D,B,52.88576167977004,1
Widowed,65+,Yes,223.95517544353316,19.62027887329721,-122.3534806096819,A,C,-107.27319106906322,0
Widowed,65+,Yes,14.288188075876418,89.65111566146271,-72.29558783721018,B,C,171.5695262516803,0
Widowed,51-65,Yes,147.53463706304206,171.37050133382377,45.333114559410106,B,B,-43.190923675909815,0
Married,26-35,Mental,-45.11492226582383,51.840488300694545,-103.59027575715378,A,E,-44.906084546260615,0
Single,26-35,Mental,-135.7305799037882,-27.73129285554766,36.30144222412937,E,E,-7.3530943397536825,1
Divorced,36-50,Both,18.70869710645321,57.816592414811794,-65.4612853370945,A,B,-73.81662428142268,1
Widowed,65+,Both,-97.79495965831092,124.90568119617744,15.017753493511488,D,B,113.2007216775703,0
Single,51-65,Yes,-124.16398266140448,-60.880675773221036,-36.85998424804512,D,D,27.381235963537303,1
Divorced,51-65,Physical,-277.4358604173561,66.05118863811208,-46.19260937676592,B,B,-130.12069575105986,1
Widowed,36-50,None,-79.69516573957706,52.88976313418679,-90.10868295044577,C,A,-195.4157283369771,1
Divorced,26-35,None,-113.12637262816159,92.5140364747221,-90.3814972410715,C,B,-2.5135408946250446,1
Divorced,36-50,Physical,-22.734645905272206,172.63376861540513,-12.316002989966565,E,E,-82.94040725891355,0
Widowed,18-25,Mental,95.96339291677808,122.238799049322,-0.821875583136974,A,B,171.423009153673,0
Divorced,51-65,Both,37.6533991809751,-103.57361553370876,47.058938374686875,C,E,-7.173126390633132,1
Divorced,18-25,Mental,-174.99456468562232,65.51303798871935,-127.16205329464694,D,E,21.894644198255254,1
Widowed,18-25,Both,5.06711926497754,31.820830763541526,-79.88487373349183,C,B,156.99259817157142,1
Divorced,51-65,Mental,37.33396423847914,-70.59681628973935,44.064564478910896,D,C,27.37341548822097,1
Single,65+,No,223.4798478435301,-179.06382450092963,-35.26821091750298,A,C,154.27408241629516,0
Married,36-50,Yes,-186.86119605049078,20.806049783987607,151.77027063159957,C,D,4.476843063398155,1
Divorced,65+,No,133.45975938191575,244.3339817408356,-204.43488007420433,D,A,-76.53385402460854,0
Married,26-35,None,-2.5528769667359414,-153.51757438536526,-1.4844160072953068,C,D,-28.526058256706555,1
Single,36-50,Both,-74.28154560250354,29.723814300396214,-155.054528474756,D,C,15.159500771889132,1
Divorced,65+,Mental,-5.166223528982138,-24.09510507978054,91.66520024344193,B,D,61.46487647575235,0
Married,36-50,Yes,-153.31392136802563,3.993073049202363,-84.58927749541384,B,C,-10.675839159593435,0
Married,51-65,Mental,23.494715453460422,-32.33757374608295,5.91712405590665,C,B,-148.62222204552074,0
Single,36-50,None,96.5525018597884,62.99066035564397,88.04967692669592,D,C,-98.83823475653347,0
Married,36-50,None,-171.93551365176634,242.33512296310263,96.24892943595644,D,A,-26.902612230516414,1
Single,26-35,No,-46.424952158723194,47.51394034498716,-50.06773301289055,D,A,41.890178924310085,0
Married,65+,Mental,0.8463113978363433,81.16889005936034,-143.0614605096323,D,C,128.00272234229678,0
Single,18-25,Both,76.91960761329597,-80.18368158143642,181.415882347854,E,D,-37.25331787457576,0
Single,51-65,None,103.9853499480961,66.08434641862078,-45.348803462175354,D,A,107.92987452496443,0
Single,18-25,None,-70.9489643415797,66.37153265798193,149.8880970822137,C,A,-151.11143103929217,1
Married,36-50,Both,45.31181070162873,53.34295809329747,-134.7108034599901,B,C,136.89438140908408,1
Divorced,36-50,Yes,150.58456135418956,3.494966384215138,12.619900864806318,D,B,-106.31704763495698,1
Single,26-35,No,130.60665234063023,-39.60186585662042,-352.2272795860283,B,B,-29.05973116379272,0
Married,26-35,No,-71.56433391525994,-25.016776078354695,45.36891974621286,B,E,152.9671254740729,0
Widowed,26-35,Both,76.8370183933568,85.94859870292879,114.25581222547517,B,D,-36.07096744910278,0
Married,51-65,No,-106.02059226765172,28.999368261067314,121.58838651473826,C,A,87.98217717713523,0
Divorced,26-35,Yes,-36.27718958716494,-146.25184563723369,-9.37798086299235,A,D,27.837469271842473,0
Single,51-65,Yes,255.47401130393698,133.83172646338602,-103.80092970011927,D,C,55.762503472411694,1
Married,51-65,Physical,85.6429450278177,80.7141265927341,-42.71084932191843,A,E,-48.3308588448751,1
Married,51-65,Mental,39.53259501240484,272.7138691749217,29.45707636086543,B,D,100.57694349002777,0
Widowed,51-65,Yes,38.682687394535435,33.25905995876195,-30.43179360273509,E,B,-179.005985250437,1
Single,51-65,None,-87.9182910041376,-74.19959266435283,13.47114898465353,A,D,-72.64814802226893,0
Widowed,65+,No,-78.58804778861999,-57.82947229836949,-5.933450947720595,C,C,-13.776863164535417,1
Married,65+,Mental,-54.71313754443909,-99.15205137029794,-98.51442673666507,A,C,-13.884955000652294,0
Married,51-65,Yes,174.53033854688204,6.954179092959236,-50.27812771931983,E,D,20.54293573684842,0
Single,51-65,Physical,-34.70826652210224,-106.77946500610649,36.21794702709514,A,E,64.27530718685146,0
Single,65+,Both,55.59907583199295,242.91815678622424,-142.27635802647956,B,C,-45.14905180414445,0
Single,36-50,Both,-165.23430965387277,-140.94740829593073,30.192027019848748,A,A,-144.29380368262474,1
Widowed,26-35,No,-32.96358674884786,13.447866182053794,35.218957386184805,B,E,-119.44986257231032,1
Divorced,51-65,Both,47.46873745974509,-222.02659357440257,-106.53904090112289,B,A,-50.90222873807464,1
Married,18-25,Physical,27.968549869449266,71.37237559211972,-115.49612959128896,A,E,37.64537668661461,0
Divorced,26-35,Mental,24.94646501785748,-21.772979971667745,27.02362681282637,D,A,-65.48359801940751,1
Single,51-65,Physical,-31.814196255315768,-114.48907648753337,-178.84734798171866,B,A,-8.782919683423923,1
Widowed,65+,No,-111.63760702614466,31.884027243197423,85.48867852359129,A,B,-234.12345231889597,1
Widowed,18-25,Physical,-112.56820075700378,33.52580876586766,-46.854677676045206,E,E,31.63094579787898,0
Widowed,26-35,Yes,79.73378194219944,1.094811399973089,-8.066234005277085,C,D,67.60250275950567,0
Divorced,26-35,No,-56.67085646649353,75.21827305171092,299.6635796412321,E,C,81.19493711237081,1
Single,51-65,Physical,76.4366956358999,-57.49171711554316,-106.12523751370108,A,C,5.514340413107225,1
Widowed,18-25,Physical,19.095025245195917,13.049763946844243,-138.7508676695573,C,B,146.93544467216745,0
Divorced,36-50,Yes,67.65286991243333,79.63626771762547,119.6214008124697,A,B,-99.01328284414636,1
Single,65+,Both,11.093430159240828,-218.47543328712914,46.63637550014023,E,B,-41.70290036952951,1
Married,65+,Mental,30.699706049464563,99.56698047860937,26.344703026891565,E,A,116.27924874166209,0
Widowed,18-25,Physical,-36.96559667417243,300.05910706537236,183.7343209472993,D,A,41.296474443699125,1
Single,65+,None,-63.417254031106154,20.44744496478587,104.58920367407106,D,A,-127.24689353782178,0
Married,51-65,No,-130.78074436039228,129.8916292196337,102.38982345601073,E,D,118.6788853145731,1
Married,51-65,No,67.46209674880964,20.340895646823075,-106.01578204302152,B,B,-84.0592679310781,0
Divorced,18-25,Yes,33.45368122375317,-47.89701397987554,108.86050899735034,D,B,8.690236979590372,1
Divorced,18-25,No,132.06126633164504,-15.930864031048369,-5.005664690765937,A,D,1.725685561249164,0
Single,65+,No,18.281858052113943,68.50543791442053,109.70406553149093,E,A,15.394037471340097,1
Widowed,51-65,Yes,-80.04538455376942,29.96404180188279,45.38254561074634,B,E,-59.09357777658798,1
Married,18-25,Mental,154.4927333498171,-86.15681001391238,260.69944061203773,D,B,-161.24101979207697,1
Married,65+,None,-17.420580269114794,43.48443715844133,44.5979008635652,A,A,-74.06520558084499,0
Divorced,26-35,Yes,1.9498805704680024,-84.91107020409088,-41.98509640801543,A,E,8.805475856579777,0
Single,51-65,None,134.04375206587468,-110.39769989288304,-132.6339469839903,E,E,40.9430367424198,1
Single,18-25,Mental,88.28381805216524,75.28637538007952,83.29215257238009,E,E,8.343976453959122,0
Widowed,65+,Yes,-109.88640150346185,-96.28985821293932,41.11294006547415,B,E,-178.08812063331126,1
Single,36-50,Mental,52.537314379425226,258.4247275890658,-13.754755139228342,B,D,-90.00904598667435,1
Married,18-25,None,-188.02578590593947,-79.11429481562226,-18.547900894242524,A,B,-214.86756493550584,1
Married,36-50,Mental,-79.16150577972142,37.18868987692747,-50.624584560216334,D,E,129.7312980718483,1
Divorced,18-25,Mental,-129.24504995988252,132.43753101178208,208.35601825765312,C,B,-83.96671024969406,0
Married,26-35,None,1.3826029246037321,-55.65863690257288,154.24087706862034,D,B,-81.46445861374828,1
Widowed,36-50,Mental,-53.011498925392374,-17.704781088501697,-27.140936607218137,A,A,-12.8831387221238,1
Single,18-25,Yes,-85.38607452439282,21.139685157897787,72.8590610704209,E,B,-147.36760286746568,0
Widowed,65+,Mental,-41.01327398014063,94.54919019231916,1.4789334019121967,A,A,-67.8399498121993,0
Married,18-25,Yes,31.00347979473207,-33.42474796801398,123.55883327880824,C,E,-97.35658907986765,1
Widowed,51-65,Mental,33.7422720010088,-55.14369025673953,-117.13367857828926,D,B,63.134014327289776,0
Married,26-35,No,-54.20799693738472,-119.38507847490747,18.492479114295964,D,E,198.29533679429844,0
Single,18-25,Both,-9.664715962132576,138.99362883755165,193.04127014829677,C,E,-3.5798807572622096,0
Divorced,18-25,Mental,-127.46998648717909,8.003327678834586,-152.65420983818575,A,D,-143.6301244441984,0
Widowed,36-50,Yes,165.1627549760978,-135.34311830361253,256.8156402610069,E,C,-67.17190947935879,1
Divorced,36-50,No,34.32961076687982,-76.97593581171944,69.1841187354979,C,B,-0.5002924629439358,0
Single,18-25,No,-1.5449049495736555,81.91319342284162,39.631700239958555,C,C,17.52298960518385,0
Married,51-65,None,309.4382813791671,281.83569649383816,233.9267392240466,C,C,169.015668484528,1
Single,51-65,Physical,-31.31071360379333,-35.50502406483847,120.53870491065663,C,C,61.156239428899326,1
Widowed,26-35,None,-71.05031278449229,-6.180727687989053,263.60997385239943,B,E,22.138274860540225,1
Divorced,36-50,Both,118.92680172533812,-132.33011289459964,-85.81626504511642,E,B,-122.54261712370369,1
Widowed,51-65,No,165.0395319211936,40.73877529685912,-67.48726107375599,E,E,6.255990318196929,1
Married,36-50,No,23.941910038854985,22.8126317432658,-185.26516756560923,C,E,-138.96778220390107,1
Single,51-65,None,-38.30228557388826,-10.082675575908905,-63.6744400408175,D,B,-166.31894195664754,1
Single,26-35,Yes,21.46375503972351,-77.29492574242133,-265.1866114281655,D,E,-23.74207948541404,1
Divorced,51-65,No,70.54174080996228,25.399970130464105,16.243034840360114,B,E,135.9639452706727,1
Widowed,18-25,Mental,25.552362312367027,-271.363579738974,159.61847203146155,D,C,69.0143567973414,0
Widowed,26-35,None,-26.667796560318486,251.05308754957082,-78.12777213361359,B,C,-88.906207803544,1
Married,65+,Mental,-0.6435091328370693,-84.26188044795265,98.47920333196757,A,E,18.51477410574981,1
Widowed,36-50,None,22.346396052136747,-60.865168734466444,-46.537717468781196,B,D,77.69765546633525,1
Widowed,26-35,Both,112.1536544802073,-260.712370940797,-125.22358302180972,C,B,115.03226488562888,0
Married,51-65,None,-137.0771618980965,43.45329495611733,-240.6639054385473,B,C,36.904122850739405,0
Single,36-50,Both,142.95047099743013,9.375930233080158,29.627958254849222,E,A,245.46023797439068,0
Divorced,51-65,None,-14.787301683392675,37.35074864192258,34.786468485884875,D,E,-199.3777427584981,0
Single,26-35,Yes,171.5912637280118,-126.02919942565731,25.392376470147283,C,B,-33.49201346748669,1
Single,26-35,No,-40.32425273849316,-86.88940205292526,-71.98221087015334,A,A,150.60715543265545,0
Widowed,51-65,Physical,17.10404058200235,-15.540598330590594,-15.633290841623648,A,A,199.31819883684165,0
Divorced,65+,Yes,100.37456213532639,97.21365225033755,-162.77043202711735,C,C,-0.18275561802811044,0
Married,51-65,Physical,-128.63753878989905,8.565766457910131,110.1312306141756,C,B,-129.109195362123,0
Widowed,65+,No,62.63500918736945,-101.56529205434796,-77.2842698812706,C,D,-91.13320659789039,0
Widowed,26-35,No,-81.8773883799825,-86.18466764127926,-161.34139342779605,D,E,50.172688946072476,0
Widowed,26-35,Mental,51.9726886833143,168.28548617296707,-46.12731029057434,D,A,77.64236370993795,1
Widowed,36-50,No,26.715977547914488,80.3099942370591,-33.491561874124756,D,B,-38.921787485136136,1
Married,26-35,None,38.396739895605904,152.5732530994253,-79.71203780510561,C,D,100.34076478631006,0
Married,51-65,No,-51.792404911006905,75.142858175556,-93.45684005094228,A,E,23.704736876084684,0
Single,51-65,Yes,-77.69291655564793,43.66045983684443,26.792200701434925,E,E,-155.59992123253627,0
Divorced,18-25,None,-110.22780924365625,4.653219873689272,185.11324119225748,A,A,14.068451920559852,0
Single,65+,Both,-105.32714976303748,107.07614656635465,27.51296790678033,E,D,94.11022307980147,0
Widowed,36-50,Mental,-175.3100929013513,69.35399759989636,33.3961120845702,E,E,151.42950590296056,0
Divorced,18-25,Mental,92.38618362164472,-130.53885297247595,-125.08280263524128,A,B,-18.371585100609174,0
Married,51-65,None,65.62860602575257,-18.187781407369346,-50.20551250817105,A,A,-54.213849550387195,0
Married,26-35,Both,136.048424976273,-67.30124463081566,-82.24171648736032,D,D,20.837528847874413,1
Single,26-35,None,80.72768096345231,-31.690739647955642,68.70368600659484,A,B,250.2449025219003,1
Single,36-50,No,108.38660127598949,47.65055200831679,-139.57814482046692,B,A,73.6192692400459,0
Divorced,65+,None,-149.2163226980376,-38.091820738825014,-122.51560596979093,C,B,21.675481773954097,1
Widowed,26-35,Yes,43.47382884329601,92.45463671959703,100.58577411819331,E,C,-115.12068552611613,1
Single,36-50,Both,-26.452432140252707,-5.612080710396673,128.95400226020595,E,D,-89.47107485120324,0
Single,18-25,None,71.90801501217058,-22.614029043968163,51.29204503195987,E,D,-4.547858112209705,1
Married,36-50,No,46.886301490416656,365.25465399487456,-134.11983054023412,D,A,-18.248632735729743,0
Married,26-35,Physical,51.051591406396376,3.058974994175847,-39.682440363174095,A,D,-184.43627351113238,0
Divorced,65+,No,-34.87623089336183,111.43252235950223,-67.89322424852826,B,C,50.28030644360536,0
Widowed,26-35,Physical,-27.365728624165484,67.24864302598105,47.07677044579525,C,B,-179.1638110875616,1
Married,26-35,No,46.71534800361463,-1.3608529092824992,-100.1922874275689,A,B,-10.056256052255637,0
Widowed,36-50,Mental,115.24091708040045,-59.36963675364404,44.981671817626065,A,C,146.1253788951024,1
Married,26-35,Physical,-70.49278506774273,47.79778241756665,-105.8054379321175,E,B,34.55955313090261,0
Married,26-35,No,-11.949865766217904,13.904218485417989,-47.95684515220348,A,A,-77.9061034617221,1
Single,51-65,Physical,7.202015114290495,-0.17219202990367644,75.01260634129396,D,D,96.54901959200826,0
Divorced,51-65,Yes,-21.1918169100076,-18.108882696970518,-156.5018678973347,A,C,-51.918168518639554,1
Divorced,26-35,None,30.0729388340453,27.29842752879054,-1.5936704000994506,B,A,181.01743090458356,0
Divorced,18-25,Both,-94.64781109104025,-120.65693536723312,24.703989037581078,A,B,-96.52456949631156,1
Widowed,26-35,Mental,-83.20740761260032,-150.75102120999324,81.90232287287186,E,A,-172.1390388586244,0
Married,51-65,Physical,88.62778505389086,33.72509168246459,-67.37916064643244,A,D,-55.00520051038586,0
Married,36-50,No,97.88258076002481,19.634192113852002,-97.8468919008328,A,E,169.75541283478307,1
Married,36-50,Physical,-56.5968193212535,68.21284950655875,71.7406409439854,A,E,66.21554353995208,1
Widowed,65+,Mental,51.623133503042716,-51.24128572375829,-261.845067884798,C,B,43.06438216237644,1
Married,26-35,Mental,103.42785542081312,158.993427523832,-19.47176505485976,E,D,-119.26141549977116,0
Divorced,65+,Physical,295.76522569035615,9.915885827415254,-159.9975347780259,C,E,78.91102498797912,1
Divorced,51-65,Yes,-76.4871371469121,-1.4047242261134008,-121.9761709601002,A,B,-237.0930305258164,1
Widowed,51-65,Yes,-31.265277277319186,-81.96468037336251,-57.454458496560825,B,D,-67.281596449753,0
Widowed,65+,Physical,77.96389717810429,-11.697200387423381,-135.0559349039116,E,D,26.177739406744273,0
Single,65+,No,126.72451098436237,11.205516531356304,50.19633291201875,A,E,53.43563167431545,0
Single,36-50,Yes,125.37689380816303,-83.02202559271863,-18.66457150122741,B,C,-55.91761099922721,0
Married,36-50,No,-36.25053349195711,-49.74706838326192,78.65243619011412,A,B,-43.245542466594124,1
Widowed,26-35,Mental,48.91906454550732,59.36865677378515,-92.69283337373966,C,D,23.363427138576842,1
Married,18-25,None,-15.929740944420068,-63.79890800221843,83.16412631345167,B,C,-74.07298971062693,0
Single,65+,Mental,-65.5617597592795,-140.391096446504,61.65027596837106,A,C,138.1245549269408,0
Single,36-50,None,187.97545932858404,-85.13887341964279,17.58912452939406,E,B,-163.37821942783904,0
Married,18-25,Physical,-130.92209114100893,-102.70109025169434,254.08897388426038,B,E,-38.2347870144171,0
Divorced,65+,None,107.20483395860758,-112.00037251867157,-172.29331825778604,A,D,93.0241968952078,1
Single,36-50,Mental,-202.66139343707982,30.15524514468263,49.067077266510324,B,B,-79.20853327836902,0
Single,51-65,Both,135.67639869055944,22.16027753914027,-32.62017569406442,D,C,-278.6554881268357,1
Single,26-35,Mental,-86.84278575999336,32.662443608788536,-86.44046184192281,E,C,-11.663723656473914,0
Single,51-65,Mental,57.818601243602686,-31.95784945590904,105.3257377597906,B,B,-70.81180101240444,1
Divorced,36-50,Both,58.43039067606826,66.37882753254249,-9.984340866047528,C,D,-107.57210863240448,0
Married,36-50,Mental,-169.6583223827807,49.65684897366698,128.99136983475273,C,E,72.55207286434718,1
Married,26-35,Both,-37.27335881220772,28.183195657316222,-24.24530753003748,B,B,189.8925792852202,0
Married,18-25,Mental,236.17341644663026,-41.465311723306364,92.6411205346876,C,B,18.58561354654384,0
Divorced,65+,No,66.19246161277158,-42.838213483574904,32.6659040855149,E,C,204.66149148025852,1
Divorced,36-50,No,104.95258080420311,3.50075572225322,-98.77715298261016,E,C,-13.54973396947011,0
Divorced,51-65,Yes,87.24209555163912,-142.56398066793486,255.1035859489938,B,D,-50.907939595308605,1
Widowed,18-25,None,68.45012449925527,26.279987444544705,-9.076226943570447,E,C,-52.45666914317606,1
Married,26-35,Both,-48.44374996516865,-24.556513356593012,92.10008430563019,C,B,-84.82234676972816,1
Married,65+,Mental,-188.84975897065235,29.345797894220887,-136.25018633559597,E,C,41.01420434216344,0
Married,26-35,No,-169.43834497704074,107.34361061533528,86.036726605866,E,A,-15.261619353767584,0
Widowed,65+,Mental,-47.12656980452821,-32.20264028014845,170.96478957083036,B,C,136.99492153773144,0
Widowed,36-50,Yes,-213.4912444825063,-18.959487579161095,-57.929439631573686,D,D,11.486991519891603,0
Divorced,65+,Mental,-31.352468065443727,-124.48012454986102,16.86346870493662,B,E,-35.80815270049307,0
Single,65+,None,-0.7736139511563281,43.84878094019439,-37.1898159694769,D,C,1.1185487954228885,0
Married,26-35,Mental,-86.34831888054906,36.10952367209615,90.2031363053715,D,D,4.401861337038587,0
Widowed,36-50,Mental,-43.54118961903507,-20.665565864751382,2.6787829935922187,D,C,-150.67055135173842,0
Widowed,18-25,Both,105.83527647248354,-60.100409326464785,50.696116267231474,B,E,29.574320373092583,1
Single,18-25,Mental,125.73427835764433,17.032882712975397,-73.35144890787457,A,A,-54.57895099393956,0
Divorced,51-65,Both,37.349476366696756,-142.05067869624065,25.491735775024534,E,D,-57.00789601929458,1
Divorced,51-65,Yes,-100.56725409177064,-107.23569194710996,73.90474228881672,C,D,164.443395778367,1
Married,65+,No,-5.479552699836463,58.64249049930994,21.646089543340025,A,B,7.543168700392358,1
