gender,Disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
F,No,-43.171185254735164,C,-113.13556356126443,-17.576750421239538,-113.64572833286337,81.25830261958849,B,D,B,10.980625731054513,D,0
Male,Both,172.94118210707958,B,46.08840849283,-83.48072184601317,22.563297908311846,-86.63590743330514,C,E,C,-25.318046513282116,E,0
Other,Both,-88.0438131063055,E,41.25764884674775,9.267347649539017,-164.94890265306532,-131.86775138855066,E,E,E,54.53797886268532,D,0
F,Mental,-37.272900115644624,A,116.80747097739679,-113.577603214229,40.12438567546667,100.56863341019692,E,B,B,-52.28120367401633,E,0
Non-binary,Physical,95.74753643667626,A,-51.075456784165006,-72.07970638806933,59.66601366503755,-107.58650656916619,C,A,B,-111.20019216973729,C,1
Male,Both,-21.350898634316223,D,90.53229621581238,59.46709602688563,174.2121257558088,-21.480149098566116,D,C,E,56.14668874848328,B,1
Other,Yes,10.924298352443532,A,-134.14530411342088,-20.869981779582986,20.17733875866131,63.09527941495527,D,B,D,-53.54827218936463,D,0
Female,None,59.26225207472178,C,11.593672736293827,178.1365538952195,-18.212370794996126,22.502021752367938,A,A,D,75.25336523515513,E,1
Other,Both,25.508434443295453,B,-96.03881251801361,46.17116537262153,-134.44530179727542,126.97297289426359,C,B,A,-96.55850680989097,C,0
Other,Physical,39.14676929394601,E,-51.141128471970234,-41.62710253546128,-41.19127297632868,94.62325456193194,C,C,C,11.426164232437591,B,0
M,Both,-75.24603054760999,A,-50.17225713834625,-81.84022923129248,-99.98101430100053,152.7752623911531,E,C,B,226.96784164845548,E,0
Other,Physical,24.264413650880197,A,15.187008369209995,-115.67285073332928,-62.95676099001044,-156.52152755107437,D,C,E,67.28630570868181,A,0
Male,Both,59.04972413214647,C,-65.08623944488563,-38.458108933783215,60.681106232963714,-92.8398771304455,B,A,E,-111.94733115903506,B,1
Other,Yes,-37.2862554951025,E,58.56335055428017,5.040393931895935,-281.0329536566984,-8.154038767629471,E,C,D,-187.71717745118804,A,0
Male,Yes,13.19797917095618,C,34.31783508168976,-55.36467515860557,-18.16970266738139,76.66811038509287,E,C,C,27.179332020708014,D,0
Female,Both,-19.733069338608285,E,152.0901865951939,71.26872209733398,65.37468027420287,-17.0665739513851,B,E,C,162.0822947275651,C,1
M,No,8.990585000326453,C,-0.21079923888824306,-6.622553572726542,127.23558870486971,-67.74603368878329,B,E,B,11.502640577989293,E,0
Male,Both,-78.00687510900859,C,23.251244549417553,-51.22604308400736,-55.72985162560676,-36.040286953965705,C,C,E,54.14618452621003,E,1
Other,Both,-272.8778328937016,D,-127.4778900463868,-32.51921469425418,56.65344508613759,-15.383207182236008,D,B,C,-58.637510057850626,B,1
Non-binary,Mental,0.8906444891007165,C,134.00512923682538,65.58422692018159,54.44350357018241,109.01475509137862,B,D,A,32.01981858865236,B,1
M,Yes,-85.69149521051477,C,55.072030232394596,-62.44099547973839,-73.77605800471451,53.02219321204314,C,D,E,203.5678135340119,D,0
F,Physical,-118.60466946774262,C,137.9722419294129,14.930726825050256,-161.39835453355585,-23.362820902691134,D,E,D,-83.17386001098241,B,0
Male,Yes,5.255659807373754,C,129.74440235241875,86.08078850198577,-8.788291907996577,148.50520889926014,B,C,E,-128.43262535867575,D,1
M,None,-47.8702945912586,E,-109.4915197123355,-66.35606627247319,-71.7795989521988,-106.01663782152832,D,A,E,106.77202619441029,C,1
Female,No,-96.34321008718119,D,-60.47971278578025,24.801604765189456,-184.16277577773675,39.5406235994714,D,D,E,33.072608452335466,D,1
Non-binary,Yes,-149.6101856627919,C,-37.996586854615565,81.94449523539795,-285.2823872276345,3.5581557626382145,D,B,E,-137.75061609107956,C,1
M,Physical,-111.66230415159299,C,-65.17254569962022,132.93002424264566,-91.58567761049325,-178.6436752045023,D,D,D,203.50279301542412,C,0
Non-binary,No,52.59385071994086,D,-43.16340564477634,-13.873080517933968,40.97407043740353,-6.3970979403912,B,C,A,120.30162435932799,C,1
Other,Mental,-178.5876656923957,A,85.00570921454573,-41.80065848227228,-122.2250589267883,-80.98958840132346,A,B,B,31.67662625015135,B,1
Non-binary,No,137.61820303593296,B,37.26592439823168,74.44601875193612,100.03978387765031,85.38024392595757,B,C,C,58.7569293417479,A,1
Other,Physical,27.04628988714195,C,-51.97513793512424,-52.438088100396506,55.37545720618991,81.59523436389723,E,B,C,12.810803794206842,D,0
Female,None,127.70557836041093,E,-36.89654447329375,-147.16532764397937,-152.03941599295487,-35.770093958586095,C,D,C,2.5856330534271588,A,1
M,Yes,202.62902110733955,D,55.793438735384704,-82.57215847618903,38.803922189137964,-8.819304992390583,E,E,A,52.410892993687895,C,1
Male,Yes,203.32161425429948,C,155.35571947148136,-109.69557639393155,153.7843250894721,-48.10682586069488,C,B,B,-38.20218187106498,A,0
Male,Mental,-277.56482244424706,E,-4.722057305362954,-38.62148341553934,-16.600573053149866,-20.84124944740183,C,C,E,168.76767252586936,A,0
M,Both,-166.05456046618536,E,-113.59248564870931,-64.05220432639217,16.162383299455684,118.25202903880087,B,C,D,-75.0092613089657,E,1
Male,Mental,27.677825727483775,B,150.74827670880208,86.1232127851629,34.74110695327525,40.81890544456845,E,B,E,-102.87686613879731,A,1
Female,No,32.952428449377095,D,31.63615854256542,65.65555951084974,68.33455557188746,98.83786702777864,C,D,B,106.20023268804424,C,0
M,Yes,5.05147291063669,D,-103.99871693925817,-209.3172796264613,49.32385611446094,-151.1174940273268,A,C,B,14.668544001080411,B,0
Male,Yes,-175.00377866330462,A,77.61819131236929,-56.98473703107093,-81.65422632911796,19.342809360626905,A,A,A,98.48912899444437,D,0
Non-binary,Both,-57.89104304478604,A,-94.2355477688131,-73.25145707308693,-52.722424584436176,-88.4892641980533,B,A,A,-39.31916138874973,B,1
Other,No,-16.938862387651664,C,-20.239719675546606,106.7316370421747,3.488104272601775,159.08914366258114,A,C,D,4.574883653656759,E,0
Non-binary,Yes,165.05480459010107,A,12.921427350234438,92.0341750435968,219.66154054398638,35.33714944109981,C,C,E,-8.660435464610657,B,1
F,No,117.44800516095056,E,-78.27676394622483,102.57056719504611,49.37241673114211,165.08198793442043,D,B,E,-63.12029001427217,B,1
Female,None,-0.335531798795186,D,-185.31497179373412,78.84907066848228,-28.648538914760596,3.7307766769350277,D,D,E,80.8698215688437,E,0
F,None,-79.36787375048048,E,89.36157651525247,113.67766162346197,-78.87326639018484,-63.158249094694064,C,E,A,80.63986058928867,A,1
Male,Mental,-141.425526063069,E,88.07153296136634,40.63444680492366,-54.03493651196767,101.74076318205168,D,B,E,-236.2284702969084,A,0
M,No,-85.28218777438782,E,-12.736801005849848,-11.972412307645909,136.03744204811923,9.658373414677378,A,C,A,-89.15611331257071,E,1
Other,Yes,-87.22438860082815,D,89.67224807299668,26.7492978524267,-67.73015699122159,-9.345440013528208,D,A,B,-156.93259425826076,D,0
F,Both,7.073478456166595,E,93.943801500819,171.79853665350018,5.857718875245404,66.17021060893414,D,D,D,-38.33126114803215,A,0
Male,None,34.86479924010707,D,258.0214243134133,76.44977851778599,-24.392404106460496,39.407423534124625,D,B,C,-70.56827727070316,B,0
Non-binary,Mental,-10.694239817635824,B,161.03577085944906,196.93381714182584,-79.03568226662145,152.22272864224672,E,D,E,-94.30035647972109,D,0
Non-binary,Physical,-190.6432045978631,C,-38.44320212545051,172.50054135136966,140.83143584668366,56.42512764564502,A,B,A,-20.29032904224147,C,1
M,Physical,67.2827650152204,E,119.77806766012382,37.77545563813094,52.36594050470506,-146.69910052881016,E,B,B,47.38986033831788,E,1
M,Yes,1.9400885576519298,B,-120.75727536493956,154.48228463596152,111.00524179737914,-92.08355689901295,B,B,B,-144.8674017932754,D,1
Male,Physical,-166.75223368941218,A,-36.17016877079866,45.3884134914706,78.12467117054702,119.59509980256853,E,C,A,39.348983325665756,B,0
Non-binary,Both,-22.31916500777752,A,98.21511585285825,121.82799021301179,75.34238915601229,213.5434882944849,C,B,C,98.82352026727008,B,0
Non-binary,Mental,123.94081892535314,A,-72.08253832580847,-43.3117133301054,-1.0336329390129195,41.113605351677,B,D,D,77.47206566423733,B,0
Male,None,85.5797731732068,A,147.57213810211135,49.1595955767529,-97.6320078671927,40.36021434900964,E,B,C,-18.15785337995296,A,0
Female,Both,-39.248503810467604,C,112.22863529334222,126.43313238849159,154.80441617027486,-96.55878136034357,D,D,E,14.758820710310475,C,1
Female,None,38.33579908342762,E,1.6168474814048646,6.1171517637992325,15.539545453873476,-58.243782696175415,A,D,B,-86.52313282853316,C,0
Male,No,-90.32660715942882,B,170.3732525409549,26.07503804970042,-34.35136129608126,93.64841518167749,D,B,B,47.378985733678284,C,1
Other,Both,128.1695749264543,C,53.77482975317024,-25.62061981283711,-173.65714682335272,-44.46910691576114,A,B,A,131.12550971638632,B,0
Non-binary,None,68.29037562155955,D,134.8081406619096,116.60960859264395,163.21913386652548,70.15044181422132,E,A,E,45.39280436806851,E,1
Non-binary,Both,-57.696739782482624,A,-156.0092106942194,-52.447694204970496,212.06528227591517,-1.3093285440182594,C,A,C,35.185256216012355,C,0
Female,None,11.41391997132331,A,-15.388134164252165,101.42883197428579,-134.6182020536425,-123.32339669970574,E,E,C,181.1311647770999,A,0
Male,Physical,26.136511567746467,D,74.47757859229117,102.25547297770152,-26.906893269137015,-49.17189294688202,E,E,E,-79.43807659588191,C,0
Male,None,37.270421231129546,D,-97.08023879664371,-18.12420362788212,79.41789908804431,-126.45272690766558,E,E,C,-125.62510415353034,C,1
Male,No,40.17804380888149,B,-68.79801019245481,120.1167649421022,121.6695613562547,-94.9275427185383,D,D,D,27.81210646792791,D,0
M,None,-121.05325999876946,A,-45.49903618782059,-33.47101343513246,59.09130528551272,169.08155345779977,D,E,E,135.9310923448734,D,1
Female,Both,133.3621809344166,C,-78.87974538853787,34.41753700490629,50.81860800425901,223.35437353351887,C,A,E,-17.18305428064383,A,1
Male,Yes,58.935657944305845,A,-22.286114664576502,59.48432470270594,48.36441056973957,-223.74597018064105,A,C,E,122.97575824577913,E,0
Non-binary,No,175.4959490059386,A,108.23285207707201,-60.13137680871168,-57.206261841782194,-12.616962371761389,A,C,A,25.492480681143913,B,1
F,None,16.501872472192755,A,-8.200741781118127,69.27140085234167,-30.468893386605355,-6.855913136742055,A,E,B,25.199954104257284,B,1
M,None,53.214825540047904,E,40.31684314172749,-2.249528354599703,100.64125264140687,-14.141105557623495,B,B,B,20.057758682321573,B,1
F,Both,-130.904987177751,D,-159.8442380477319,56.05338672358782,-2.044393735392425,-21.27577991696949,D,D,C,-121.4954617827066,B,0
M,Mental,24.40812384858688,A,-61.562835059017594,-63.94420255009648,-17.80132098519554,-117.18332947717076,C,D,D,173.88653360909666,A,0
Female,No,198.9711324022201,A,85.00163295821433,-43.369120289331974,93.65882016493396,-79.71970598150611,D,E,B,-214.44493939647566,A,1
Female,None,-73.5741426259934,B,-165.54423229916623,229.63554392815055,-66.7886345754194,107.00030840593699,D,E,A,-13.14857271473802,D,0
M,Both,30.48405566768155,A,84.58372881750451,-46.68451486597762,-76.16168910408715,-115.37874349729975,E,A,B,-59.93259141790771,A,1
F,Physical,176.5465329466653,D,47.54782803159542,-95.9876095533575,-20.476823652108987,-117.14380275065206,D,B,A,-87.24210288985115,E,1
Female,No,5.614587330565357,D,-187.04456320204136,54.89828893603338,-71.76540077509571,43.84872491378849,A,C,D,-46.88968586988706,D,0
Non-binary,Physical,151.933210886183,D,46.64484394782062,-61.71261117049992,7.743190599341918,75.47884791394961,E,E,C,89.2528240789802,D,0
Other,No,-75.46594187108433,C,-90.23096617727904,-148.58207755729893,-75.71783100656445,36.89092169417831,C,D,B,-230.98764537803777,A,1
Non-binary,None,74.51352338954744,B,-114.75472874944643,92.79300682040738,54.78402598788053,-5.089589238322471,C,E,C,45.59699116779841,A,1
M,No,-296.5281223743148,C,-9.181066346348908,-34.585022959101124,73.34278242056213,5.787447240741874,C,A,D,4.575340995440584,E,1
Non-binary,Physical,6.117080116924551,C,17.973902146124015,-2.1800866556041982,108.90384460417974,-81.44454758093383,A,A,E,23.5740703466848,A,1
F,Mental,-61.71074581289182,D,-54.68026239301235,28.398571374359456,-175.59730963862648,123.23409264067304,D,D,B,55.73850359056003,B,1
F,Mental,36.58935389659001,A,122.27765989212918,-62.582635805763374,-120.8893032835336,-95.50513550422662,E,B,D,44.20620470903791,C,0
Non-binary,Both,80.87821775932038,B,126.18951270836207,192.15863918228055,-54.66354441421053,88.53770468589892,C,C,D,-158.19749478767255,C,0
Male,Physical,-104.57728965770492,B,99.06293008893569,-35.84382926432728,-83.30046382043736,-13.381902520089856,C,A,D,47.539335880300406,E,1
F,None,-164.18844560078742,C,-88.91616057282788,-83.75100297104831,70.0588400493118,-10.341483119123428,B,B,D,-131.3501122441523,A,0
Male,None,165.35574843513342,E,-9.532697269854843,-6.850081761363145,-21.6293779637419,35.87450358816648,C,E,B,-114.32997359816785,E,0
Male,None,52.81416263769786,B,158.99914465851174,27.246680703322312,37.65344485351691,6.330367077988018,D,A,D,28.279427232711274,C,1
Female,Physical,10.356345565410107,C,123.64938904273141,95.74603836504843,-110.11123166198568,69.36648437521593,B,A,C,-42.38989039857708,A,0
F,No,57.76945412008334,C,96.21001381322961,55.39190641409716,0.9305964394824855,7.070814224530651,E,D,D,120.22544069149241,A,1
Other,No,54.347205315027246,B,-43.26281125197555,-4.243573750309305,33.00052926010838,-23.410470466739024,C,E,E,39.07623597425264,E,0
M,Physical,-90.5520486476687,C,-97.8042173155678,-4.035922567336819,85.7716030382088,62.249428301587585,D,C,B,-60.013426759456046,C,1
M,Physical,-35.45455896115583,A,-80.5898694390785,-154.49505885611984,-135.08038716459635,43.686698453574266,D,D,E,-76.9642921380142,D,0
Male,None,-26.033965192436458,C,25.665956853678463,-28.530098524417923,97.43858475370841,19.226084777531177,E,D,B,-7.006995723431868,C,1
M,No,-34.01916905356747,A,-94.28581340369448,-31.67363453542409,62.303003242952215,-11.802664648804226,D,D,A,-68.31226437687498,B,0
Non-binary,Both,60.306199212753874,A,-68.75261934381345,-27.807571328036957,169.829945711128,51.4989926023096,E,A,E,-3.3655503677645435,A,1
F,Yes,-42.674258105441695,C,40.05979722848301,-84.0352627265206,-68.26016778177876,16.247974406409504,E,E,B,39.291929608006186,E,0
Female,Mental,-54.321783783342795,C,-33.57116375292141,-111.78665053714954,16.886637896074223,69.67059055653799,B,E,B,60.10501184957518,B,1
F,Physical,-165.4280601377565,D,-161.78875690631455,60.85288698187094,77.61159996630252,50.87329048039223,D,D,E,-157.54849979769006,C,1
F,Physical,-6.159540996136549,E,116.12439923576987,-32.274922048922065,157.22358829643895,-232.3021952125703,A,A,E,-69.07874627078668,B,1
Male,Physical,-74.4727639478857,D,-97.67342257722832,-217.69166235508987,12.801571355267455,28.369736665445465,D,E,A,168.38900279008,A,1
Female,Both,-69.93090984829531,E,18.211294861551412,89.85478063586335,214.54451686981645,-16.699633869371784,A,A,C,-181.28861060596876,B,0
M,None,113.03297701383693,E,-71.52968549419828,-79.65970941776092,51.50641938828493,-53.44083667133604,D,A,B,37.5429484652821,E,1
Male,Both,-155.68145837044946,C,103.54393645027426,-43.96642046249617,127.2861039081874,13.01476883369657,B,D,C,150.4979324897771,C,1
M,None,-220.9973854582337,C,-28.662967311626947,113.83372410886372,-206.64224449787824,-38.094812236335414,E,D,E,14.577285426975362,A,0
Male,Both,-25.466448532844566,C,104.54447835371987,-26.20114143293644,-78.61001324552021,27.93740182436902,A,D,D,47.636769381176755,C,0
M,No,114.82672698120781,B,23.512672041295826,-218.42539958416953,178.63632540117433,-18.209346449413253,E,E,E,-135.09361440288993,A,0
Female,Yes,-43.20881403184941,A,164.6189294366141,26.35517808873616,-11.56352415641356,-11.771511129037572,C,C,D,-125.11336597389722,D,0
Other,Mental,-122.20788843042195,A,-117.16563753758793,-216.33410580714263,26.25016507155486,-160.60580541169514,B,A,D,-109.11094577887268,E,0
Other,None,-65.63529713884859,B,-62.678159021404525,3.982875385524873,22.66620161676083,192.56972382596066,B,D,C,-94.57810346762867,E,0
M,Both,-195.06611418378685,B,124.25350413704524,92.61119606167345,-125.1852231428094,31.41053957477799,B,A,A,52.82653417276782,B,1
Male,Physical,126.9245330797937,D,19.689646755662096,148.8294843735764,-18.39858396981371,40.62026776969401,A,E,C,19.035810275822364,D,1
Male,No,137.22356980382096,E,-97.55086352790944,92.05083199855413,-76.63274412491157,-98.38672397514641,E,B,E,-175.97057229794214,B,0
F,Both,-23.864234518273992,D,151.82577535586296,121.40852011383392,-111.21115194387829,-32.69425750499278,C,A,C,81.94964660835277,E,1
M,Mental,17.471772253132837,A,-104.07898179060997,20.779873638773296,132.9027128455629,43.1841248640359,C,B,B,83.03322354401863,B,1
Non-binary,Mental,139.8995491293671,B,124.72274266200839,-103.39978230067557,-21.902972589952736,196.46575889252566,A,B,D,-34.58171621031467,C,0
Male,Yes,-108.91282982358763,E,-115.03659189599442,64.19500355134231,51.86684262547501,-196.08145787125633,A,C,A,114.21853293575106,C,0
Other,Mental,-45.86463138067631,D,-14.752098428626322,34.68499471469795,25.509395001947844,23.44808291129197,B,A,A,-27.185000749633115,A,1
M,None,151.18241743142787,E,50.8432307708352,-63.91762711684994,204.04572072642497,-139.35083142006295,A,B,D,54.863462483119655,B,1
F,Both,231.07622674688,B,-7.0016093059127575,-20.23800113051392,-18.703485744227102,72.87981735667564,E,C,E,-128.3262801540671,A,0
Non-binary,No,-134.81800172133904,E,-60.446701131373196,30.26189912715137,0.850386760219379,36.92798517501595,E,E,C,-10.016177621972066,E,0
Non-binary,Yes,-58.93580707626058,D,45.393778013227625,-42.07565457888066,-80.29070615965757,-66.44993365181213,D,B,C,17.46047987837841,B,1
Female,Yes,-24.1447460945119,B,-38.00353119261587,5.41419742777901,78.12626303159499,-59.04820909116365,A,B,A,-131.2614288011456,D,1
F,Physical,-202.8060645461195,B,120.07560318137709,60.326954575599544,43.95807904005117,-68.05118384699018,D,D,D,-234.27515910162398,D,1
F,Mental,-78.94009485223343,D,-9.104825247815192,78.2051410116199,103.16513558408971,57.17405038387668,A,B,B,-113.8179516780627,E,0
Non-binary,Physical,-115.05144961091713,B,-4.442281341253239,-185.008090215425,-110.01708052785952,-79.64201190242257,D,A,A,-77.17121973884646,B,1
F,None,-36.55456372188098,A,115.86567244229822,22.79511463331625,4.546466028092724,-117.44126139403176,E,A,C,33.67789927216936,A,1
Other,Mental,-135.94834953433647,C,-1.7115342829840705,48.675771227322336,-153.12977397354527,13.945756482667338,E,A,C,-10.550334107393384,E,0
Female,None,28.952160739724953,C,-2.3879062461655165,44.69422801172176,-63.93029376275945,-12.354171212781308,A,C,A,117.75436651683489,E,0
Other,Physical,279.68501389102835,B,59.38249500070371,66.00406573936971,-117.38943742878656,103.34439825202763,A,A,A,-39.47308952021567,C,1
F,None,46.1388768331106,A,66.03625881042457,-25.543798271866947,61.46675581561822,15.492059220602266,A,C,A,71.092559710365,B,0
Non-binary,Yes,43.874725175547184,B,-65.45541788431454,43.02468901261719,-3.9144932877136163,-114.88527836772772,C,D,A,54.899477940224585,E,0
Non-binary,Both,98.26924171663977,D,244.5503222884973,-137.3074815721665,-25.434283457502243,52.75859192492407,C,A,A,-72.57625274674083,E,0
Female,No,-131.01158750932743,D,147.4584542473686,70.17356145254308,34.50431997839854,93.14793927715097,A,B,B,-45.804407833638216,D,1
Non-binary,Both,-179.51238606805987,C,50.744415024309674,63.57565665154025,-182.8729322486367,-101.05673038753793,B,C,D,170.40612066807233,C,0
Non-binary,None,116.81808740827522,B,93.28076049712165,10.423903882155791,-69.61580354843417,-43.11839792019699,A,B,D,-46.39144692169014,A,0
F,None,-141.4965179434673,E,-81.19797120705645,-12.421262035110004,-48.21875396057201,134.19712346107667,C,D,A,121.17272735983195,A,0
Male,Yes,-151.2734393131064,C,60.64324983860766,-55.76521535236046,-157.82908180617784,-22.53334503072332,E,D,D,-65.32180038280529,E,0
Non-binary,Mental,30.972123790252994,A,-38.54676842086494,147.7258917847866,8.363621975716185,-132.73797086172868,C,D,E,-168.79205594562842,E,1
Other,Yes,-122.96008439904966,A,-89.8810266957,-83.85930058918177,-35.631518714823926,-15.932140289777552,B,E,D,5.965446526040768,A,1
M,Yes,-101.88032432441727,B,-84.41207647849018,-82.4752642708217,-279.8677520027527,29.116480167773943,A,B,E,23.06938579543923,B,0
F,Yes,-61.88518869458952,E,-15.71100433296307,-42.066211144695345,-116.37941887587422,34.684378830124466,A,D,B,134.26259769987917,E,1
Male,Physical,81.6648895271748,A,14.350770843243229,26.264837662469564,-10.85151788000749,122.40444070152871,A,D,B,137.88376905617795,C,1
Other,Mental,29.24656616061071,D,122.51677082854596,-95.73892529073828,-185.11242462935815,101.61455064336296,D,D,D,12.201037419324843,D,1
F,No,24.34618874218871,C,-3.303230935582073,183.49558927531416,-1.8640279957794974,-81.65131113684576,E,A,C,57.01691408721871,E,0
Non-binary,Both,4.753125919892165,A,38.33564262455593,-139.50720993881623,-104.23552862394018,-45.995931235403866,B,C,C,-163.54403099205783,D,0
Other,Mental,-36.73576729938507,B,-31.656244092904632,17.557889077075053,50.72502566899843,56.68177811744626,C,D,A,-13.61430928128064,D,0
Other,None,-199.46751775422837,E,66.3077076961035,56.718581405399235,-53.37269839288121,12.178903420662726,D,D,E,79.12803238197455,C,0
Male,Mental,-116.71978101428553,C,151.04543114166967,40.372060823527534,79.56459327205836,-29.321774183430087,D,A,D,229.21615795508708,D,1
M,Yes,-95.34342809177156,B,94.47828759590566,-58.87815973119541,170.7469734618882,62.16720053095322,B,B,D,97.38386882281569,A,0
Non-binary,No,-2.4743719307315653,C,151.75507407351373,31.86681638395048,36.48895277069579,-137.42314368837668,E,D,A,214.16150422405855,D,1
Non-binary,No,102.5937781714611,E,11.18422043977174,94.95849596382436,91.46897713812693,-65.72140728632093,E,A,C,-6.967695965434951,A,1
F,Both,48.25205085955169,E,-23.433888335821944,-63.821588109551705,-47.87541477431348,18.232639670126403,C,E,D,-77.26228976284929,B,1
F,Both,27.68578698706007,D,140.9981951067099,-113.17304841806552,-131.2015558036683,78.00738473810769,D,C,B,64.06654937327481,E,0
Non-binary,Physical,139.5346673074389,D,22.0137658465093,84.8304103016048,-5.4376449646001115,44.403429226191946,A,D,A,53.883958673537435,D,0
Non-binary,Physical,-60.00131631016661,E,92.30464133730774,64.72627307459149,-136.76300319450692,60.32966220671818,A,E,C,59.69735624741258,B,0
M,Mental,-135.5598875139867,B,-36.086774979509016,-1.443860055363439,111.8130931310399,-95.03814884741097,B,C,C,45.979556103115115,B,1
Female,No,98.54745437987481,D,-167.7938378991944,-77.30269237110413,36.326250142863465,135.88283337200326,B,C,A,101.10036446824704,B,1
Other,Physical,-205.17264400431196,A,0.809467311796399,-11.940390238477992,-12.3982695749174,-209.6495844990307,C,E,C,64.77583888160012,C,0
M,Mental,45.356115875718864,D,59.31121159020848,131.12421776486406,-16.89188633413523,73.08509612691351,E,B,E,-80.61132800249419,C,1
Other,None,-59.82511120546773,C,108.81699621100182,89.6188279069311,-116.81432088256622,193.11972846959043,D,A,D,41.937532903544486,E,1
M,Yes,2.443706908007553,D,12.340966240684212,105.02703408101124,-79.74682518472926,105.96712664717252,C,A,D,-47.75155766278745,D,0
M,Physical,-37.51566717076972,B,-27.575725402114525,-116.76071993420776,-30.30769024390565,-76.41880551451356,A,A,E,-17.45036115801306,E,1
Male,Mental,79.60665762723438,B,-72.18052517091233,107.96479690927588,-142.30675531693748,-173.9453016461435,B,E,E,27.851739102642014,A,0
F,None,-138.2852066672436,E,139.66387924967293,40.103770067890274,-24.19780245541518,5.485532748398845,E,D,C,40.49765219530378,B,1
F,Mental,92.43248376707844,B,-101.82762432632259,-9.01550079734635,81.97883693108452,7.549639542431925,D,E,B,208.57266012738938,C,1
Male,No,-25.30944844649839,E,1.56289633323069,60.258641995162584,-55.828667654966104,41.13355897425366,E,A,C,-42.03286261394977,A,1
F,No,137.94711078544373,A,169.31233794465317,-23.286088812360262,115.79275432449695,37.46134539036057,B,A,B,-126.27727987832237,E,1
F,Both,-15.549794373793112,C,-52.680796310807,173.80568552011505,-53.9480846705118,65.1778464594378,B,D,C,-3.9608648269087685,D,1
Male,None,-97.67747100450426,E,-68.2064881134222,-31.0076999707708,0.8082634878437948,88.9990796495388,A,E,A,19.41991316248604,E,1
Non-binary,Yes,135.07316521038618,D,51.40902580645751,76.66005330592218,-105.74364239064884,-51.23747017792599,A,D,C,20.022841435889937,B,0
F,None,72.08078225309671,D,8.118258295954362,-30.075992360200438,69.05992877683424,142.91444596754405,A,A,E,139.75097622206187,A,1
Male,None,-5.24379364818563,D,51.866662408513754,88.47060028466261,236.46825016344772,-81.06548347453054,A,A,B,31.142008367613204,B,1
Female,No,107.54928003813788,D,-27.598149410471105,133.78751431373962,-45.856505530524785,-58.239391883615966,D,E,C,-84.84496927652219,D,1
Other,Mental,-13.734456304913657,C,-110.67725172290919,150.92206479846095,116.97310633866856,-185.32478373320905,C,C,E,29.429213580421575,D,1
F,Both,49.852248911152415,E,64.22044947251605,-35.091396663065524,-31.63114896199972,31.840405126386017,D,A,B,-16.638202654252694,D,1
Male,Yes,54.962220716685216,D,-68.58904221382272,-37.7504046870342,69.34914829109778,-59.84649253447367,A,A,E,151.75429846953452,C,0
Non-binary,Mental,109.63451130497354,B,-118.51250512738653,58.3093531851396,28.15256798992142,106.53698134467389,D,B,D,-40.753055294293894,E,0
Non-binary,Mental,151.9176547816831,A,140.21664463194855,-241.05490133143738,-83.86101380965606,33.298333411332855,D,A,E,-107.98209906410511,A,0
Female,No,-87.27730927961585,A,-152.15485691341954,-50.35200703138077,-129.50142330173497,-62.02384590823294,A,E,D,111.94278116336483,C,0
M,None,7.808255661101718,B,-57.49861316022169,108.29860361720682,-26.248620486320984,-22.540475537705,D,D,C,-30.43117502194353,C,0
Other,None,77.69800274815138,D,-71.31595878439441,-99.86555517483538,181.34587312903508,114.20677490076834,E,D,E,30.436583699078472,B,0
Non-binary,Both,61.71872919915883,B,-50.62132724276028,-59.27331298856691,141.17580430294535,-112.69286462082474,C,E,D,33.41792775651059,D,0
M,Both,-154.89697100942163,A,131.46426993040566,3.0274808316535577,-111.39482229603585,-124.30485961815594,B,C,E,33.68309284458789,D,0
Other,Yes,-155.7586952986505,C,-20.104149530355496,-40.36230665915405,-4.391607480905157,-13.604524113524615,E,D,D,79.49019664956901,D,0
Other,Mental,-38.96719232970278,B,97.05850720726313,-134.96573586332403,102.63385178574941,145.9917454163714,D,E,B,-44.80769569428283,E,1
Other,No,-224.0578333054986,E,4.854689461232618,-187.8049949930809,-119.36155549874445,12.604115367678778,B,A,D,33.98192683794493,C,0
M,Mental,85.42562440973947,E,58.5888860005363,127.57817062754144,58.16022847332446,112.58697582438874,B,A,C,40.98166418300954,C,1
Non-binary,Mental,-169.99257215657116,C,74.82466550750647,22.803903481743067,-31.054036483620735,-68.09373152011865,A,B,A,-136.16615259152866,A,1
Female,Physical,-47.38032270151592,D,110.24930463041554,93.09497826601829,-52.03609686763252,1.3369298035770885,A,A,D,-85.61504742728638,E,1
F,None,41.78211108348336,A,-97.18986594189003,189.57696289897942,-28.61688698229836,-219.44835603106915,D,D,B,5.664068796273,D,1
F,None,-39.006276566492,C,-120.70886241765697,-56.213885513787766,1.5548231142788784,-62.45181362912946,B,E,B,79.93652951196152,B,0
Other,None,2.8729427785386905,C,86.63383120207168,-200.7890964076474,91.66682995373868,168.99068310021053,A,C,E,-151.5935820958833,C,1
Other,Mental,-14.69134893799324,C,-169.94062033324536,-103.0911627822675,-24.438898095446653,85.71268634655611,C,B,E,62.81401641431632,A,0
M,Physical,-6.505573456069545,B,-6.382841020690528,172.71472870738097,-21.3157331395576,-21.06849602871848,E,A,A,14.748140671614665,D,1
