age_range,country,Race,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
65+,China,Other,59,B,14.463616737770732,D,B,B,86.25730958124875,91.97782682433599,C,144.15330515652954,A,-56.22801982927903,1
18-25,Brazil,Other,85,B,62.2346047575526,C,E,E,106.81673022111084,66.09178736239944,E,-34.77067838959476,E,7.354578804490912,1
18-25,India,Asian,72,E,22.069072552669567,B,E,C,-131.68022854933284,74.6727061286303,A,-36.97952131525365,B,61.28999419986465,1
51-65,China,Black,95,C,30.62309832710844,B,A,D,97.63016164252957,274.10516295577037,E,25.67266207339301,C,-0.1322044659703926,1
26-35,China,Hispanic,37,D,85.5639004660106,C,B,C,-12.079172588784363,-12.613906107405045,D,82.52320742107841,A,-9.661063841533728,0
18-25,US,Other,51,C,-49.45615640966255,A,E,D,-124.61387481355564,-25.205702552718094,E,16.087233585257753,E,-22.157340604037536,1
51-65,Brazil,Black,28,E,120.31543818272812,E,A,D,-143.2698721894398,214.44125554239542,C,-88.32512882927273,E,8.579211574842835,0
36-50,China,Asian,92,D,53.92944856499051,B,B,A,17.23550204953696,66.68353356754133,D,-220.34289587571374,B,-31.919213746766406,1
65+,Mexico,Hispanic,41,E,-12.739933043530616,C,E,D,121.8420115160577,-32.61816989901871,C,-128.64890013307894,C,42.61997674410086,0
51-65,China,Black,59,B,-8.757390133035772,C,D,C,-20.15474539663082,18.7690368620091,E,242.59950949547732,D,-150.5369921527826,0
36-50,Mexico,Hispanic,36,D,93.68872360461494,C,C,E,-37.09948239870373,-38.587429666125786,E,248.3365603061228,A,84.12649118413573,0
36-50,Germany,Black,72,A,71.89060479990647,A,E,C,78.85296619262664,-13.79130323358208,D,-129.19013353459542,E,149.82840377554786,1
51-65,Brazil,Hispanic,83,C,-46.09310759386968,C,C,A,60.233030380339436,15.31105130703959,C,-168.7465861951511,B,-60.333506952283415,0
26-35,Mexico,Black,48,C,134.2486550763599,C,A,A,100.71811891570891,-46.182787927498744,A,35.7941442822648,C,-120.51670836632327,0
65+,Mexico,African American,78,A,168.65321718121032,E,E,B,185.99322362358944,75.62221161696259,B,109.10543426759607,E,-31.962981002291063,1
18-25,UK,Hispanic,55,D,78.90453049680022,E,C,E,-69.44897475298902,-55.399290295742574,D,65.39595425916154,E,-197.19158796995845,1
36-50,Mexico,Asian,36,E,-140.1690011964741,A,A,D,96.19951500680502,211.61965983720467,D,-74.66243239513898,C,-5.814702801118669,1
65+,Germany,Asian,51,A,169.54492672024492,D,A,B,-107.78849710744328,75.84552742415418,A,27.487785517454956,C,-108.59686992863125,1
26-35,UK,Asian,97,E,-83.58019377098441,C,A,D,-48.22422952830518,22.12086497788087,D,-8.75639362037909,D,70.80465638300358,0
26-35,India,White,93,E,-32.21883691050426,A,D,A,-99.95542021737327,-23.466815066897084,E,139.08221298559613,C,-18.571748569142702,1
51-65,China,African American,91,B,-29.005562292837894,D,E,B,-3.6372005654160016,186.62294404391133,D,-32.763166888879596,B,-58.956688660843625,0
26-35,China,Hispanic,48,A,51.87074608959009,B,E,D,-168.8162920278316,-110.87021100702499,C,-57.290379476815126,B,76.95363622879022,1
51-65,India,Hispanic,55,A,5.320878819975381,C,B,D,118.74528445589164,75.04541689541607,B,-112.51551993848274,C,-6.709218928621337,1
36-50,UK,Other,20,C,74.42834211587396,D,D,D,94.1510194552446,-110.10740608759228,A,-55.07758804114092,B,115.13676014782924,1
18-25,Other,Black,77,D,90.60113479762371,D,D,C,-119.38622344185549,2.1702263768308976,C,-34.27005410083649,D,-24.212562811388867,0
51-65,Brazil,Asian,28,B,-161.11189481168537,D,B,A,-74.74685293816265,174.75114958864816,C,64.57672439203174,D,-114.82992565406067,1
36-50,Other,Hispanic,55,B,-22.590111166526366,E,C,A,34.05451268550623,50.259536178209764,C,-116.59979940586398,D,91.98393728267236,1
18-25,China,Black,32,A,-39.625541540043486,C,A,C,-30.933729087061895,90.64542523307641,B,-131.46754344738076,A,-5.732386180013509,1
36-50,China,African American,45,B,-6.574355908514196,D,D,E,-76.0755534371652,-324.1437267748005,B,-0.3778290112490776,B,-39.262211890247464,1
26-35,Germany,Asian,50,B,1.1056118614407358,D,B,C,-59.50543529203806,-95.99732698927953,C,0.5380165655082729,D,-1.457376996630297,1
51-65,Other,Asian,53,E,240.846937300818,E,D,C,-163.478287060488,-9.692700594451004,C,23.208005863505157,A,71.97754794762368,0
51-65,US,Asian,69,A,-101.63336433509905,D,A,E,163.74106849389574,169.041622676646,E,105.3475729338996,B,83.37916940208311,0
18-25,Brazil,White,44,C,83.27002933364066,D,C,C,-61.90165632057,1.4400733603930789,A,95.43499997732926,E,-152.0266491596653,1
65+,Brazil,African American,35,D,73.06212007659293,A,A,A,-14.754565142673897,-124.49327552455578,C,-9.628474604722374,D,-11.04620034198659,0
65+,India,African American,48,B,-63.046763977746934,B,C,B,164.49522650499568,2.920520668312788,B,-6.889712888049184,C,-154.35180143873959,0
65+,Germany,Asian,94,E,-59.52383444735163,A,E,E,81.32127635577886,-188.65639299622336,D,-26.16657655354533,E,-136.70120732407594,0
18-25,UK,Asian,97,D,13.930887667268035,E,D,D,-67.93594444952274,-88.88376408432967,C,-207.54314501670441,E,-20.346555444683524,1
36-50,India,Other,22,B,5.790432432540819,A,E,D,-81.4410940809117,-156.59393729700696,E,-175.26776869922207,E,-114.67477593338104,1
51-65,UK,Black,39,C,139.77549283493624,D,A,C,181.4104133448818,48.52735068476402,B,198.77486855534346,D,-71.29831390208663,0
18-25,India,Asian,75,C,103.95359051408255,C,B,E,-57.76023628371956,-188.26206576186152,E,5.229174166283002,D,98.00800353258,0
51-65,Mexico,African American,29,A,-104.82227409211957,C,B,B,-44.35042804631952,111.69389684095026,E,-84.13421904412536,E,-134.10870414491123,1
51-65,US,Hispanic,30,D,-15.039403915223884,A,D,B,83.04393451788796,-16.753986100373194,D,-171.2584635397874,B,-42.12044843071078,1
26-35,India,Black,84,C,180.57836157179338,E,C,D,-51.8385860221518,142.71409367830353,B,-117.54447937062118,A,-33.11014415980568,1
65+,China,Other,29,B,-134.78341498138082,E,A,E,88.99592970531017,-105.22400369130578,C,65.58778373237075,D,-5.247373218156874,1
18-25,Germany,African American,80,A,73.0072936493348,E,A,E,-15.719239501634277,-48.025694171264135,E,-57.03281897450536,A,17.578530576906207,1
65+,US,Asian,40,D,102.46330103006567,A,E,A,20.31005057948251,-25.2661066309732,D,-47.82695721262438,A,-88.72106511863277,1
26-35,UK,Other,90,C,113.19870707396298,A,E,C,242.84478847278547,-74.6633803249909,D,-38.93260136998589,E,-56.86203837456208,0
51-65,US,White,80,C,33.44817313870021,C,D,E,15.506038286669648,57.430676568675224,B,23.584504915620453,B,-26.899679063123962,1
51-65,Mexico,Black,92,A,-76.6741728277994,B,D,E,-62.847373314520695,74.2500551234269,C,135.82600408529305,D,-52.31800284771908,0
51-65,Germany,Asian,41,D,19.830421515123955,B,A,B,38.341020763913,71.86458898515052,E,-116.67154886929043,A,-89.6047500860563,1
51-65,Mexico,White,18,D,-24.949557922108216,C,D,C,-112.79905742641598,-207.9434135012112,E,-215.14509047760328,B,-76.77027149872391,0
51-65,Mexico,White,37,B,-122.94010776340933,B,D,D,64.1861344147581,64.77952006737095,A,-129.66582918413576,D,-75.24502165629418,1
36-50,China,African American,36,D,5.647950284148457,B,B,E,-99.63951791861786,157.9992795061058,B,116.47607748919255,C,16.913164117083515,0
51-65,Mexico,Other,26,E,33.554105033776835,E,D,E,-5.909841507184552,59.86056879664705,A,-102.87247830508119,D,-233.93517784130972,1
26-35,China,Hispanic,39,D,105.51632568383577,B,D,A,-21.34773643612023,196.50950935583828,E,-48.03296011538311,B,195.82763249496017,0
65+,Mexico,Black,82,E,-7.426528577644722,B,D,A,30.993143492375186,131.85511215380993,D,8.530967876935836,D,74.76471009755237,1
26-35,Germany,Other,44,E,13.911714778030804,E,A,B,14.257304816042351,179.07928021566315,E,-59.96025990275785,E,29.613079094576893,0
65+,US,Black,36,B,-208.26385955587426,C,D,B,-125.50831806087363,46.09421609690239,C,-26.935840998844185,A,-58.475224033992475,0
18-25,Mexico,Asian,28,A,-37.9903610236096,B,E,E,0.8071305160899777,-93.38956782657087,B,-52.84334516685889,E,1.2553019889036,0
18-25,US,Hispanic,68,C,104.01159875777697,C,E,D,60.02736318925802,88.89449932240083,E,89.09176253832202,A,-37.690904970887516,1
36-50,Other,Black,85,E,-63.93767998521269,A,D,A,-31.13597741551407,73.0276810489041,C,116.30641950770023,A,-76.60690651190305,1
65+,China,African American,62,A,60.913748902331044,A,B,E,162.02859118855167,118.39838801505145,C,-60.1060354424651,B,72.9086496924409,1
18-25,US,Black,38,E,-26.52621676719721,B,C,C,-36.480382507796676,120.03439922109473,D,-9.025753489117548,E,187.36470204548291,1
65+,Mexico,Asian,97,B,-95.67403574225621,E,A,E,57.52885064420356,167.26259068029145,C,-27.861403287919707,A,-32.28226868893279,0
36-50,Other,African American,46,B,-262.0566123095007,E,C,A,57.38886604633472,-24.649583330928813,A,84.42065565880607,A,97.7961829709526,1
36-50,US,Other,47,D,27.87199047218918,C,C,B,-132.53008032791408,87.35647411314548,A,-132.7566095301366,E,18.01106659573781,1
51-65,UK,Hispanic,22,A,-1.5222067140233826,E,C,A,-12.94920137285269,-103.51855579969593,E,178.72525697893516,A,-47.45426204485429,0
18-25,US,Hispanic,59,C,-46.12462790757902,E,D,B,62.949713929781026,151.95732661493628,E,100.82722279674394,D,-216.75451292956797,0
65+,Brazil,African American,76,D,66.7913170713508,D,C,C,-103.70908549551623,90.20916321662655,C,50.226103537334964,C,119.77203796718673,0
51-65,UK,Other,67,C,-33.31076527566667,B,A,A,34.2737946230806,149.82253785225456,D,16.086484262142395,D,-41.61189238712829,1
51-65,India,Hispanic,48,A,-234.38451136913164,E,A,D,-16.42251002763678,46.176264110794094,A,-0.014071562352121087,E,29.280053871245975,1
65+,India,Other,82,D,78.80420468517156,C,B,D,13.886286616449537,87.26346652542966,A,-152.07591374891393,D,116.42898992599487,0
65+,Brazil,Other,59,A,-75.28086113048204,B,A,B,-32.840610823933275,94.47336273062615,D,84.88096449884173,A,-16.704993399868194,1
36-50,Brazil,Asian,66,B,-79.0433424703719,E,D,E,137.4065035854801,-53.334498486762485,D,31.98558679975083,C,97.22569971756066,1
51-65,Other,Hispanic,39,D,124.77867002570011,A,D,E,-76.899214624148,-90.11231408156138,C,-7.6328151553539225,B,-26.348124953573336,0
36-50,Germany,African American,63,A,-38.82147006261853,A,C,E,-64.4225399050108,-73.16746554383397,B,-38.41766214649617,D,-45.132556390385204,1
65+,Mexico,White,41,D,34.65520585127603,B,A,B,-9.643758720335464,10.743376736347207,D,83.62733761006204,D,75.71496571645858,0
18-25,China,African American,42,A,-107.82297451573884,E,D,E,128.64520288492292,-115.96243498117956,E,135.457076439625,D,16.291087945959468,1
36-50,UK,Hispanic,31,A,-117.83372327421158,E,C,E,202.54500190609127,114.72241872711453,B,101.85304676629818,E,-4.430297299762974,1
51-65,UK,White,52,A,29.56981118662399,B,B,C,6.434645929938282,-16.071092586668726,C,-132.13035425228858,C,9.121143477468262,0
51-65,US,Hispanic,87,D,147.77576094053012,B,E,B,130.31670998240367,-34.81139862411536,D,116.65961143544106,C,-63.66518398342793,1
36-50,India,Black,66,C,-77.62492918094105,E,A,A,84.52115745577414,-135.3311948873002,A,208.43425191827882,B,34.077527455761285,1
65+,India,Hispanic,20,B,132.12715522345954,C,B,E,63.00531660612921,33.39324108683473,C,38.33833099900776,D,18.2107090629308,1
51-65,China,Asian,75,C,32.084859416787815,D,C,E,-180.17611926558706,-64.51049116332584,E,50.515197041199485,A,79.89445158285913,0
26-35,Mexico,Hispanic,39,B,113.5069943204788,B,A,A,-101.9776750264569,-4.0050338855116285,B,0.8476163283227062,E,-20.80783501490713,0
18-25,Mexico,African American,46,D,-199.37937412103113,C,C,C,134.36909148758298,-181.50124040746263,B,-84.95925234311454,B,-17.807648052332766,1
36-50,China,White,88,B,-9.460139569155555,D,D,C,13.117837629350703,-2.809250172876966,C,-165.9541391778262,C,-79.44767414382012,0
26-35,Germany,Asian,66,A,-217.46092428663454,B,D,D,-203.6302093966749,-25.93815126077884,E,-92.1441230038867,B,-51.77510551416812,0
26-35,China,Black,82,D,82.29940599775112,E,D,E,-36.26946248083365,53.612676892463625,C,151.37675549139834,B,82.06011050775926,1
26-35,China,Other,40,D,-72.17729403706102,B,A,A,100.64791297280864,88.08673372220866,C,-37.60171613640726,D,84.81345202876511,0
36-50,China,Asian,73,B,-112.06288668787138,A,A,B,-20.144434603729014,-40.12575915441003,A,47.348184437985545,C,-88.97637940183223,1
65+,India,Black,27,B,6.395589307935641,A,E,A,-93.72363712029242,171.95058788970368,E,-127.3923605056104,C,-117.01328440361031,1
36-50,China,Hispanic,48,D,46.02940722418206,B,C,A,-52.12099411835861,76.83064243981234,B,-70.87530001198012,D,161.10603380795402,1
51-65,US,Asian,60,E,-180.3988137527437,D,D,A,110.77376819361369,-93.22820341473536,C,63.878742960843816,D,59.178363724679336,1
26-35,US,Hispanic,62,B,-35.42666329520181,A,B,E,-94.36519907194051,-95.39121004788741,E,-145.7362129312044,B,-216.73000976276242,0
65+,India,Black,73,B,62.69601310596558,C,A,B,-148.8004796216471,-41.86348227030086,D,-66.09829638308447,E,-254.9230929275609,0
65+,Germany,Hispanic,29,C,-102.39144298411547,D,E,A,-1.1921801936932521,57.26613783314017,D,-130.1476139694147,C,92.65274401639054,1
65+,India,African American,73,A,14.225737736829444,C,A,C,1.245488924946983,38.02375735707806,C,-38.107318649461405,B,10.070104275815805,0
36-50,Brazil,White,37,E,-112.1317544483828,B,D,A,-180.15321759191102,17.569835409357015,C,-168.383622523681,E,56.91281617265669,1
36-50,Other,Hispanic,66,D,-107.7301182561071,A,C,D,-110.19426584972851,57.30372739436495,D,-80.38697631380701,B,67.00510590358644,0
65+,India,Asian,85,C,-25.91820857783838,E,E,E,-117.32869379207355,-10.517780939983643,B,64.59313894832142,C,-51.880159433059184,0
26-35,US,Asian,74,C,-23.42293762832076,A,B,A,101.25880816301918,-171.33526412072624,E,217.38396263344302,A,115.42604103321035,0
36-50,China,African American,55,B,96.77568438362593,B,D,D,111.02265853848698,152.35710076293594,B,137.4822729928283,A,-37.83152302345789,0
18-25,Mexico,White,44,C,-70.8118414987907,E,A,A,-49.824819465411956,-55.037701311092135,B,56.63476097159469,D,107.62067398935142,0
18-25,China,White,72,A,-70.8045987253042,A,A,D,-51.934757361785245,26.941670296954506,B,118.25987543616642,A,-39.48962669200308,0
26-35,Brazil,Hispanic,33,B,125.65336993984477,B,C,A,3.6048607751639623,36.13753632041333,B,164.94054788893487,C,87.57557338799793,0
51-65,India,White,38,A,-131.6376726489642,B,B,A,85.30489016167324,-64.41009915124484,D,123.17358116391634,B,-40.761021736084935,0
36-50,Brazil,Hispanic,37,E,-88.51386174651698,B,B,B,-40.224844300691394,95.3983727838626,B,5.791812666367227,B,111.4769353624818,0
26-35,India,Asian,56,B,-36.20101719548714,D,B,A,-168.42562739318345,-197.25454586147802,B,106.08163656959688,A,34.249765964340256,0
26-35,India,Other,92,B,126.74024197985057,B,A,A,44.446996887035766,-2.7187487034508764,C,-174.3159429151089,C,86.85546182233956,1
26-35,Germany,Black,36,B,-16.057012908770616,B,B,D,97.69946833903236,-51.46484255305739,A,3.5021447764775413,D,61.38203030177712,0
18-25,US,White,54,A,-26.80027909682956,D,A,C,2.041859527262431,73.49458952428843,E,109.76568099308928,C,-125.7334735844496,1
36-50,Brazil,Asian,62,B,143.85869582633325,A,C,B,43.021120698957084,83.67106817010811,E,51.49591875936002,E,1.4342067421758304,0
18-25,Other,Other,69,A,-171.58751246548525,E,E,A,-87.30993851809139,29.80908734679903,D,185.4422241581389,C,41.71363557793066,1
51-65,China,African American,70,C,16.017274361638922,D,D,D,25.491750530589876,65.90930892458461,A,-136.7947221699157,C,10.262408870442547,0
36-50,Brazil,Hispanic,82,B,46.813824669135975,C,B,C,152.91162311426243,29.784741769838057,B,-205.97325373241833,C,-117.6214731267474,1
26-35,US,White,33,C,8.507798397188896,B,D,D,72.13993862182495,-132.04890305636897,D,-171.3990478848882,D,35.76153482896332,0
26-35,India,Black,63,A,-59.22225962290025,A,B,D,3.076088134805635,21.68110091248308,C,87.05329535514186,B,199.4669540928364,1
26-35,Other,Black,48,A,8.779850051945889,C,A,B,14.091500265440013,108.6148439913151,B,-137.89350387982256,A,-105.23610908284012,1
26-35,Other,African American,36,D,-26.08111158278012,B,C,C,-24.258270155943485,-178.04559003644655,D,-217.27612553663636,D,-27.524871004385382,1
36-50,UK,White,41,C,-37.34735308816137,D,A,B,-80.53964324671026,-159.64385338993947,D,61.25126915154567,E,-38.42441092749598,0
51-65,China,Black,53,B,-5.957824885794019,D,D,C,159.39055663895073,-151.9603113427481,D,148.77928340282668,D,-47.08034080279368,0
51-65,UK,Other,80,E,93.2084060786098,E,C,C,-120.37294738717128,-5.273432139127016,C,118.84436598761032,B,154.78852600626232,0
26-35,India,Black,64,A,-1.4459158518893829,D,D,E,-52.486223923076594,227.38440921101372,B,-92.10098617276235,C,122.1024678824844,1
18-25,India,Other,91,A,-82.03398608015667,A,A,C,63.3757293174862,-56.531164426112625,A,132.44312698416957,A,-6.9025200055034,1
65+,UK,Other,36,C,-50.323820231588854,C,A,B,-3.5485255534270435,77.2314305451898,B,-51.051524011198424,C,61.80610163284217,0
18-25,UK,Asian,26,A,-72.07077704180399,B,E,B,36.392736880643724,44.289824441622464,D,-69.4790000656693,B,-47.458069114624436,1
26-35,China,Asian,57,B,39.96247096807917,E,B,E,45.585509414420514,-74.1695839775041,A,-12.34765761480373,A,153.38306955462693,1
36-50,Other,Asian,39,D,149.51995784148414,B,B,A,-20.444744304482303,-73.98135811841115,B,-58.178745761868356,C,-49.53412749409713,0
51-65,India,African American,44,D,29.757787654245725,D,B,E,-195.0396740457785,-42.58765626746122,A,6.810464212834863,D,35.967117135363424,1
65+,China,White,96,B,240.46756448802546,D,D,A,-91.0904629790123,-50.33158813095161,C,-39.628256473042356,A,-233.60352302999067,1
26-35,UK,Black,76,A,183.75239786039862,D,B,B,-1.3842019190766826,60.392789572258756,E,-81.75457682532664,E,-64.35826191172065,1
18-25,UK,Asian,43,D,59.45540309960362,D,E,A,-58.34058856793235,196.316878328929,B,76.20792452790457,A,29.918769693124293,0
18-25,Other,Other,31,A,47.905361413721735,B,A,C,-91.58756652624469,-16.27170446356471,A,-49.68396202007626,E,-79.3839301558372,1
36-50,UK,Black,92,D,33.077346044015435,D,E,A,-17.514106197486132,152.84302785823297,C,189.0931091597357,D,165.5310576501189,0
65+,US,Hispanic,96,B,3.6128021819314147,D,D,B,141.8685131176065,-134.63706810036348,B,-57.21167061976057,A,-137.12151128269767,0
36-50,China,Hispanic,26,E,123.46191318285979,C,A,E,-57.2605749503187,57.16617074824547,A,43.59553302803253,C,-57.31151424971151,0
51-65,Brazil,Asian,37,D,30.821976926298973,C,C,C,-63.813696100555106,-97.0138451815488,E,110.53220734286846,D,28.067596241776236,1
65+,Germany,Asian,65,B,56.12107167223749,A,E,D,105.67352023014809,97.55961726462172,A,-9.721825356611824,B,27.70812829540129,1
65+,Other,African American,24,E,-151.4317324418788,D,B,B,-180.79971218927318,-92.28191165959691,C,-85.38741150699045,C,-56.97007499291355,0
18-25,India,African American,93,B,-294.8376384993697,C,E,E,77.63708810702838,-117.127293163525,E,-61.152800365296756,A,132.38748076523578,1
51-65,China,Asian,61,E,216.52266575471663,A,B,E,-52.68041401872373,204.13363488519508,B,17.418699182610847,A,33.32760874624934,1
36-50,UK,Black,41,D,8.160114222640209,E,D,B,-24.505054000515884,46.54213529823477,B,-76.93021732383407,A,101.31468107773446,1
65+,India,White,89,D,-112.51214965638884,E,D,B,-22.33311429844105,87.69139065212796,B,-7.913070658874773,A,-187.61549142108942,0
65+,China,Black,46,E,-2.9226486882444798,C,E,B,76.06038071446886,-95.82671076970948,B,-208.10635945815213,D,66.65804006290553,1
51-65,Brazil,African American,46,B,-184.0629506792265,B,C,B,-68.94445515810717,154.24761198242734,D,65.03951743027662,C,116.38613031529496,0
51-65,Other,African American,42,B,-49.85016756953428,A,E,C,-148.84884123808956,-57.05105336535327,B,0.5310847266703377,B,-82.94166937599907,0
51-65,India,Black,26,A,28.026214776169052,E,A,D,29.289309741226287,-66.13947816487924,B,-19.915203731557046,C,56.51343303579376,0
18-25,Germany,Hispanic,39,E,105.12725612070727,A,B,D,-74.43046692884523,-119.11140030553177,C,68.78628263063699,C,-58.79173041310006,1
51-65,Mexico,White,69,B,321.5617854482568,A,C,B,7.548351657329998,105.72299924778548,C,-112.01685059576958,A,-141.4306911835196,0
65+,Brazil,African American,89,A,-20.778533546224605,C,C,A,-44.46874502971829,0.447928134013175,A,132.314133733838,E,-51.26667416576611,0
36-50,India,African American,71,D,-118.06645266636662,D,C,C,-95.11677488032637,-116.12740023563187,E,196.51144829771755,C,-247.70540915808547,1
51-65,US,White,90,E,95.57718162341602,A,E,D,-113.42042959691918,26.586980736236672,A,-117.00886768386287,A,-18.480865054966806,1
18-25,Other,Hispanic,39,B,45.9885172366571,A,C,A,-128.1108796353081,19.538532657362463,E,-82.92348435260082,A,8.40660413414043,0
65+,US,Other,86,E,76.27530457935005,C,A,A,-116.91218952145263,95.81891704745348,E,-32.56448425351746,C,-149.53731342669386,1
26-35,India,Other,58,C,42.904296983246695,D,E,A,98.18444410164045,-114.82949633139323,B,179.23139694515933,E,-47.7797208440506,0
26-35,Mexico,Hispanic,42,B,114.27459537260513,D,C,C,68.6325478764423,-18.889526397272352,A,7.274053025452411,D,-24.151220039929314,1
36-50,Germany,Asian,78,D,44.67351592563184,A,D,D,-104.54278718675536,-72.23008724581798,D,46.454511629019926,E,154.9416348858105,0
51-65,US,White,95,A,-94.03101978353364,E,A,B,59.498976065936546,103.86018849174741,B,-155.84192546211503,A,112.7102043663076,0
36-50,Germany,Asian,24,E,47.48969841408911,D,A,A,-105.46395687339296,113.15313556724081,B,36.440579928933644,B,1.0444741691941806,0
65+,US,Other,82,D,-1.425152106131298,C,C,C,-94.57410075251383,22.365523982047847,A,23.346436297655483,E,-69.9421873236463,0
65+,Mexico,African American,66,E,26.546196656489712,D,B,E,-40.32474646681498,-173.2847931600068,E,-276.0030682858246,C,58.51691280787604,0
36-50,Other,African American,48,E,-32.964140941626994,A,E,E,237.4194519449202,132.33151395816222,D,7.432573552388182,B,-16.27574772577611,0
65+,China,Other,59,B,8.267702771743068,D,D,C,-91.48164281451704,-43.73650057294927,A,-128.17142338529771,D,42.16837511930513,1
65+,Germany,Black,88,E,162.61063575699905,B,C,E,96.48752559994277,-5.1505615796557125,E,-58.397305841102146,A,-32.69532323445768,0
51-65,Other,African American,35,E,-13.297527794249184,B,B,D,103.24076464983129,74.0568360902455,C,-187.1895757055809,C,67.93298616756785,0
51-65,India,African American,76,B,-138.79905420501504,A,D,B,-246.7075336020113,-57.6606510412645,A,-3.3795780392403967,D,-33.68882292433892,1
18-25,Other,Other,36,E,-128.76929249438493,D,C,B,44.67293848606834,171.02722087824054,E,-150.9068821728231,C,90.70950596356055,1
26-35,Mexico,Other,36,D,-17.07496169793667,C,C,B,-83.86799289968235,145.11179398643122,E,5.416483052657776,D,62.55890298903809,0
26-35,Germany,African American,78,D,117.29894431609107,E,E,A,-64.81098595041934,-80.47016936085399,D,-67.56566327168963,A,6.771939851937583,1
65+,Brazil,Asian,97,D,-75.19917243947278,D,C,D,-31.959056083393477,-134.362672189196,C,53.24931965130323,B,37.04551999138864,0
51-65,Other,Black,49,D,-87.7386402871274,D,C,E,98.37681863482015,110.21686033339888,B,64.58841961848859,D,1.3872078505617702,0
51-65,Other,Black,93,A,9.556804458578764,A,E,D,-64.50808161901405,102.9207131486592,A,79.17260213321538,A,121.21100110765173,1
36-50,Brazil,Black,24,A,-141.20385449899845,D,A,A,-11.7639162169792,56.63864925779992,B,151.2698848410031,B,-119.67816830631438,0
36-50,Germany,White,63,B,164.91820198336146,A,D,E,-37.637953665788196,-98.87251827421761,A,14.746554226702033,B,95.65281429330888,1
36-50,Other,Hispanic,91,B,-219.51803664255723,A,B,D,19.03306039346316,0.7794588618902295,D,-9.590943885804073,D,134.60050496636663,1
18-25,Germany,African American,80,B,89.62431564431373,B,C,B,111.51926379838686,-81.11973008687542,B,44.72641970674017,E,-121.60136169662688,0
65+,Other,White,83,C,-39.58268436485874,A,E,C,-46.90147820482928,-101.8243996743627,C,-161.86056443958563,E,-107.05357782824692,0
18-25,US,African American,83,A,5.919885700749802,A,D,E,83.30547680622483,119.04412022501813,C,-94.27184019218836,E,19.692748693876684,0
65+,Other,Black,93,B,-104.55565739140667,B,D,D,68.88285620280811,91.10616507646945,D,-107.00658723637677,C,-101.68505983686318,0
65+,US,White,34,E,23.59391115193265,D,E,E,12.834391319155412,-49.751752078544754,B,82.29011649865173,E,-75.99523152634055,0
65+,Brazil,Other,46,C,-100.15155533711311,C,E,D,-14.971261457507543,48.383224026474274,D,84.65943558931835,A,-80.28128005686925,0
18-25,US,African American,22,B,0.9528674764002321,E,C,B,-11.397500814752112,9.242826780759021,E,42.0791581670427,D,46.90675245416428,1
51-65,Mexico,White,93,A,-171.4728828869528,E,E,A,-30.933614675892933,-14.858265889207797,B,-66.41994856697706,C,25.26935677470121,0
18-25,China,African American,40,A,161.10423401218392,B,B,A,56.642324140318934,-3.2519359446208416,C,57.75386677931721,E,128.30014167791887,1
26-35,Germany,African American,74,B,-91.82244220017527,A,E,C,118.86034467852889,3.2771113689211,D,34.27684518929154,C,-9.84478105068857,1
51-65,China,Hispanic,26,E,-192.95706115331748,B,C,E,-99.64352413775572,185.31642473305578,E,151.38098311600018,C,-118.94218395616329,0
65+,Brazil,Black,57,C,9.446428251762864,D,B,C,-17.074542154015184,23.08686769878927,A,44.73392056599312,E,60.21051073029232,0
51-65,Germany,Asian,48,D,-117.70702930327741,D,E,E,241.82408620715682,-124.50082009826167,C,-92.45726274711977,D,-66.73715154796295,1
26-35,Germany,White,88,E,-66.72735822095073,B,B,A,-3.7215738103561975,20.22080508541409,A,80.37208395441024,E,124.12193416157527,1
18-25,China,White,72,A,-129.08089604724046,D,D,C,101.76436529995685,117.05904491890105,E,-54.47704977110893,C,34.419102305280944,0
18-25,China,Black,65,D,-0.3348076761819233,A,C,E,2.523567650801467,250.57587774106267,D,-73.2172102217165,A,21.48817086496373,0
36-50,Other,White,62,D,-45.710179855807134,A,C,E,99.92283992271179,4.393136736811542,B,112.85151492442469,E,-231.5778508948916,0
51-65,Germany,Hispanic,81,B,-25.574316874990433,E,E,D,108.18880345605082,55.49987560223539,E,-35.84592196239566,A,-52.85146012292632,0
36-50,Germany,Hispanic,45,A,98.95079411471409,A,C,B,51.16090352231033,-155.59880731813826,B,-19.470159976084187,E,-6.43116857331215,1
36-50,UK,Other,36,C,-158.2010504641739,C,B,C,-137.76812875910662,-32.2298894541353,C,48.13668914848036,D,127.27532496798548,1
51-65,US,Black,37,A,124.96022748818353,B,C,C,-54.82668643028512,56.94443127067539,B,-5.615887806175779,C,9.803754950479174,0
65+,Mexico,Other,91,B,-42.57899837396463,A,B,C,106.47291870758437,-163.53116696747577,C,-3.1838735367377247,C,-4.735920687310313,1
18-25,Brazil,Asian,31,B,-29.895639509958986,D,C,E,176.1827662529565,311.4683034602927,A,28.45947422356052,B,23.11724157635103,1
65+,UK,Black,36,C,-31.80524852517407,D,A,C,-76.60742676641976,-127.55967148357126,B,213.30496075106353,B,12.347497739386077,1
51-65,India,Asian,27,D,19.173133227973032,A,E,D,-46.629953310304565,109.04580019996149,B,22.733483662813857,C,-109.02231404454268,1
