religion,sexuality,disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Other,Heterosexual,No,40.92752852206833,113.52817873609789,121.15986523447316,2.743479841911528,E,A,61.68535279652365,-51.95448589215265,1
Jewish,Homosexual,Yes,-198.61514113611503,214.95141860639598,56.66223684586319,87.99255248376629,D,E,-177.04462539721231,-167.70562386595358,1
Buddhist,Heterosexual,Both,62.9484021964849,-142.55206215385687,6.292666985141203,54.642675295264056,B,A,-48.710235586187224,-53.923346441655454,1
Other,Heterosexual,Yes,-135.40806793468366,20.863622444551893,-37.82537463418042,-85.720102159805,C,C,127.45388598907579,-17.80414239450813,1
Buddhist,Homosexual,Physical,28.335918179522572,-264.1190502379043,-235.4393798860925,8.895696065845087,B,D,-78.14144585585649,85.41726513597521,0
Buddhist,Bisexual,Physical,-36.27750322588309,49.304048840329685,79.14437265211492,-137.78179355937726,E,D,207.83891919432835,-170.08064590977688,0
Buddhist,Heterosexual,Physical,-59.55703402959265,-5.1038822704851885,-130.00596922655583,33.14629695066776,C,B,-41.06914792371704,-49.88613382128575,0
Hindu,Other,None,-116.76184358285057,230.38205861971676,81.05255906529851,85.37082222591363,E,E,-34.22955955444459,-17.981089150817176,0
Buddhist,Other,Physical,-141.6598969900232,129.60317292289568,41.850990517092654,-22.981183533915676,B,A,-203.59052259390427,72.54100571261752,1
Christian,Bisexual,Physical,45.01499532282245,94.37472994763256,-24.278243967215975,-61.30800234040271,B,A,-9.671442963056624,40.651240558124776,0
Jewish,Other,Both,2.72638013523577,80.04965539995213,147.5081593954723,-40.48949746378978,D,A,-79.74528052228753,-39.161309673351056,1
Christian,Other,No,99.77062121393683,6.21420735034751,35.16628876830305,95.86721341659059,E,A,-108.32819849837357,-111.46686271364663,1
Buddhist,Homosexual,No,-40.202781204501534,-110.74227250635367,-73.070926563124,284.31251523006694,B,B,70.30067529414715,-102.0531358039628,0
Christian,Heterosexual,Both,44.54961699567659,41.41117170918295,-173.87171413776662,43.61034064670422,E,C,32.92290099681465,-29.979661616621346,1
None,Heterosexual,Both,-125.20736394618584,144.13246480092047,-101.36275841257527,97.59617702448088,E,B,49.93595286211843,30.035726424377824,0
Hindu,Homosexual,Mental,-17.2329675668396,51.052770112191524,79.207330320799,197.64001244530797,C,C,-110.46168697185617,-85.95978796171013,0
Muslim,Bisexual,Mental,-165.63385966580088,-121.22998172648636,-89.47647372342047,-30.69778023141486,E,D,168.5035016122221,-104.9028330273851,0
Christian,Bisexual,Both,-218.4409517327322,68.76710475342206,-88.09097345380492,11.178382092141842,E,C,70.84851691793233,174.22692745019748,0
Christian,Other,None,59.34430182765521,10.77534465981884,-6.490762777298908,50.22806133093343,A,E,90.76896610712517,77.28985152147943,1
Muslim,Other,Physical,-23.453978118019275,-65.04626352463669,47.01381640509294,-211.57858961251566,D,B,165.4322449794803,14.208512936135541,1
None,Heterosexual,None,92.20293237327051,-41.47258966139645,14.690823339907071,123.94537382870627,D,D,44.97223817706818,-75.95336498938853,1
None,Homosexual,Physical,-134.9848542807996,-54.77615733321035,69.08012378937548,-43.788651888081716,E,A,-63.705047644346045,-57.82537843187028,1
Christian,Homosexual,None,-96.60822417274063,-44.277267668577416,-127.81179653243564,-37.92847673382777,B,E,-83.26782458277341,-190.45793085045062,1
Buddhist,Homosexual,Yes,164.24216981712274,-81.71659545065772,223.18940141940325,-16.923838049158547,A,E,121.82184035394386,-8.336740185939746,0
Jewish,Other,Mental,123.46916045886461,113.50918374152161,-93.72905525422142,-24.823089824416286,D,C,48.67331742994752,42.24431183791902,0
None,Other,Both,-217.1391016789082,2.669112894649108,43.73442646092035,133.8320918556134,A,B,162.5105858065555,18.370415165658702,0
Buddhist,Homosexual,Both,-67.07599413454642,-159.57451685458776,29.74509848095269,-55.51944086172899,A,A,178.826174697972,124.25871919333305,0
Hindu,Bisexual,Mental,23.556405623788834,-46.38035916665644,36.032547695660064,66.66790411231591,E,D,115.94209358507233,24.538203949762654,0
Other,Heterosexual,No,-89.05089846380554,126.78672278673606,-100.97220489980876,-132.95527480846383,D,A,10.475417789672008,-0.4130507915246204,0
Muslim,Bisexual,Yes,12.390135693281715,-38.71984108911807,122.65831495016471,-63.70771535422539,C,B,25.409442214542377,-252.16972865236914,1
None,Homosexual,Both,-7.977385166214865,-41.46128067656015,83.2842461832366,-22.459520241950138,B,A,-152.93565695878763,51.29130236918663,0
Buddhist,Bisexual,Both,142.38311101072728,-20.950846157553794,52.896742319553546,72.6060348750042,D,E,2.618222607952743,-34.6756628114793,0
Christian,Bisexual,Mental,-169.99742935069122,-152.47498592913374,47.888927790435396,28.273536370515828,D,E,-49.98019205562984,36.376835362387695,1
Other,Heterosexual,No,31.532159639376978,-123.48860624031153,7.78561331285547,-46.30418017845572,A,C,39.98028209843764,-78.43749233550238,1
Jewish,Heterosexual,Mental,19.05332208585705,134.36227659245813,14.575550600609732,188.2400197657015,A,B,60.79028085903282,-124.0563462652217,1
Hindu,Homosexual,Yes,135.3764542718252,103.71986360044112,-28.467193494522387,53.68353002913432,C,E,93.98847815232506,-168.3908343358765,0
Muslim,Homosexual,Yes,69.12745528517674,-28.539214794906044,33.817016262151625,-30.135735369672005,D,D,255.61756830143366,64.33118329577664,1
Jewish,Bisexual,None,109.61563088026848,22.65724998454204,-144.8021047025512,-44.07017993266248,D,A,-8.592823892038561,-19.72434825884737,1
Other,Heterosexual,Physical,11.902864579503508,-201.929999204659,-98.49499155420357,-169.9432521006629,B,B,-181.69468833629085,-40.27733715569035,1
Buddhist,Heterosexual,Mental,-15.305660313819311,91.74198970454422,12.494341300646175,147.8636955457462,B,D,11.58685662369324,173.53746212976694,1
Hindu,Other,Physical,56.86733276181586,-40.383336532945364,-3.0228911409544565,-64.64468870019574,E,E,39.79200296109913,65.42879337271033,1
Christian,Homosexual,Mental,125.55751107853081,84.31687627913644,-90.64846483316644,141.96985610185664,C,E,-71.52797515684792,133.24673919625516,1
Jewish,Homosexual,Mental,9.630218544211317,-199.50740767388868,26.85810538547327,180.3645903301269,E,C,-84.2200124507468,-40.1478384902685,1
Muslim,Homosexual,No,187.89963552995076,-30.958644502690692,-77.21341110384698,135.43950643417404,D,A,98.06628210879225,-93.56308953187089,1
Buddhist,Homosexual,Both,82.84284004883395,-16.664909323787352,-51.839965439933586,64.24461631662246,B,D,-39.188810484410325,-157.0416667970096,1
Christian,Bisexual,Yes,71.16550518209115,118.47619884536091,-52.12564849431885,6.515018270384214,B,E,27.695687995764217,68.64589392649886,0
Jewish,Bisexual,Mental,-144.75445705393014,-107.46166723859325,-39.793073377462655,118.57240959609028,A,E,163.91544799290128,34.862819787595,0
Other,Bisexual,Physical,-141.46027766431067,-23.806377315476045,-27.89985576604506,128.07722074758797,E,E,-105.71479164747797,32.15209860872188,0
Jewish,Other,Physical,26.02074157281995,184.76385695908374,126.22702775555442,-37.9388642456897,D,B,-94.328519441317,-185.6875144029483,0
Jewish,Heterosexual,Physical,129.89424789447423,-39.479105999748924,-151.25370195337385,37.965352949742424,D,D,63.99966944355392,251.35470197185703,0
Jewish,Homosexual,None,-47.50698293547962,-23.418480549427194,92.3750067416078,31.406171933955367,E,B,94.06791724972737,104.84637807454118,0
Other,Homosexual,Both,-16.76554706441228,-140.3843247768753,-75.2426835265568,-181.62220106708966,A,B,-43.151411861566295,-131.8278109881936,0
Other,Homosexual,None,20.574103985916782,192.47078375070993,109.54822047072031,-155.1299973574749,D,A,27.608238221230856,-26.842266257634922,0
None,Other,Mental,39.67897104225443,47.552996403400876,-14.650602065289792,149.60809553899549,B,C,57.751558107115166,-8.370003393689087,0
Other,Bisexual,No,-118.4889635138481,184.23570761190774,57.15485138722379,146.19749537045544,B,E,-110.77157324107539,96.31291856083888,0
Christian,Other,Mental,-60.087606576215656,-16.921450397631613,22.733050621649504,57.630490623300155,B,A,254.52306536776626,-4.777172344716645,0
Hindu,Bisexual,No,48.797836639648374,119.91218209435908,66.54769805792058,-238.79668975596462,B,A,-93.90483250210636,-55.45179757341667,1
Muslim,Other,Both,87.8368360905773,12.073844255422458,96.5430423073117,-12.297612039702246,C,D,21.541605474610034,-20.17331836976745,1
Christian,Homosexual,None,12.953206747643556,12.50779992379482,57.445959821091144,-121.0900109545262,E,A,25.247533657944203,63.98584494465085,0
Other,Bisexual,No,-56.292506108578124,-42.95887389485822,167.9126240346705,22.720160781239283,D,D,-55.39218525725336,-49.33917498836911,0
Other,Homosexual,None,-251.06449158896086,56.799963373673755,-23.67021605718123,-94.08964655182436,D,A,-125.09168701327404,-89.6861386268342,1
Buddhist,Homosexual,Yes,-46.37068316436297,136.42087659398027,57.237588548248276,203.7164875598009,B,A,-53.548776822676324,138.50525645431875,0
Hindu,Other,Yes,-128.03648378087019,60.30052443764527,21.660885327985877,44.05261924849081,B,B,-13.536591546483164,-12.621767519941013,0
None,Homosexual,Physical,-209.8171802806165,31.48391753554904,-77.43643321319298,-14.149457853641467,C,B,-1.9057648803948157,29.88350637725713,0
Other,Bisexual,Both,-151.36235626763423,48.886243380445734,90.78730970826223,87.84702206478015,E,D,48.38471010625897,-31.000151637037565,0
None,Heterosexual,No,59.67053865786032,57.27382303971365,141.8786104306951,76.7600036748942,A,B,-34.37708281355973,17.961486558722534,0
Hindu,Homosexual,Yes,82.17847415077098,-28.03624914812958,105.30076790299874,156.05515335928882,C,A,34.869125787680495,44.63341706313005,1
Muslim,Bisexual,Mental,-13.779676300383494,22.527365359107225,-64.09628248369788,-17.851110933703385,E,E,-12.054129662540848,148.75506086236427,0
Jewish,Bisexual,None,12.391312529635913,78.91704588070621,-27.437178298223845,74.00377220821926,A,E,54.441697382726026,-74.0486608916737,0
Muslim,Heterosexual,None,-125.8029086392362,6.739112699212611,-105.80658324558934,72.65035738028739,B,C,-43.82092372344766,-81.43533702483147,1
Jewish,Heterosexual,No,-154.49062234302792,202.54330857194736,-68.76195189216135,-125.65051001680996,E,E,-68.64919087165919,25.22019267201032,1
Jewish,Bisexual,Both,10.38908099229313,66.74059988047684,-73.11447441238505,56.79530185395735,E,D,-125.77393872498088,-53.18674052883924,1
Christian,Heterosexual,Yes,-17.71518074194465,151.73912003731238,51.869320123382245,16.414163596172703,C,D,87.7343967799068,120.1367354598224,1
Hindu,Bisexual,No,-43.927460072343635,36.66542949650265,225.61581926492426,-18.731987751222608,A,E,6.584682706858934,88.94615711140406,0
None,Homosexual,None,80.32147238256339,17.540550452284993,-32.31742688065472,4.820160020900659,C,D,-50.11792464298526,-35.334255330586984,0
Other,Homosexual,Mental,68.06790807213488,36.77159857315148,-3.211742342753051,-84.71492844575286,A,E,-112.23811893434028,217.00543106686533,1
Muslim,Homosexual,Physical,122.22698141317949,77.00261865311079,66.17381427395077,18.916812677223923,B,C,30.553301513683618,-152.90742309635175,1
Jewish,Bisexual,Yes,-42.32478138255745,20.380038224701245,12.402791043769113,45.59985118009379,B,B,48.12568604383124,-77.02002554664243,0
Christian,Bisexual,Physical,93.99020356657162,89.99797813832531,88.10741356179666,30.2851415188434,A,B,-27.973916303700047,-171.02347846076816,0
Christian,Other,Mental,12.67583911028954,-2.619865728564282,-234.81332844170328,-133.2096222901453,D,D,116.43560724588953,-215.87019432007213,0
Hindu,Heterosexual,Physical,-57.07910945769139,152.3372527236819,138.4781522406402,61.86019521154565,D,C,-32.52322171215106,-76.76200390521218,1
Hindu,Bisexual,Physical,-109.11629459535696,-50.878362512974775,252.29276062327367,95.73773852108617,B,E,-28.5493695435549,-42.70684801772154,0
Buddhist,Other,None,-101.63220123557673,11.682329742491278,44.0799117574594,171.6345004847734,C,A,-124.26755216970442,134.51318484418425,0
None,Bisexual,None,69.23288993600309,79.03575162569274,286.5243241351315,-10.83102319580432,C,C,-186.07101163470563,-57.38953660903058,1
Hindu,Other,Physical,-71.65755537663551,143.5898968254613,-152.9571472017654,114.68503378411495,E,B,-52.61155688978019,177.38936632100862,1
Muslim,Other,Both,-62.6068079956317,-68.24854883114212,91.95460647416495,-25.280337334013165,C,B,59.08578703355991,26.038738543200136,1
None,Homosexual,None,27.11407433462451,-25.03669365876074,-41.90502722926901,161.3609763097665,B,D,-163.31482433195407,-113.1498526757252,0
Jewish,Bisexual,Both,-53.501306080347646,62.701899805663345,62.337606101859436,18.94487476149186,D,A,-186.58947650202623,-60.83944145480831,1
None,Bisexual,No,-59.90620864500074,-32.6891933054122,-152.63342888177635,-53.557402103415974,B,E,-28.969613399780247,-207.701093422935,1
Jewish,Homosexual,None,27.752194928638545,-23.18828482552761,103.36017722987818,-18.638880534138906,A,A,-297.5858821244717,-32.273107782385935,0
Buddhist,Homosexual,Yes,163.40466973150865,256.3818522922363,-46.499802559804984,-250.7794592435494,C,D,-84.7922526208588,175.34817715461287,0
Muslim,Homosexual,None,-9.788480692543873,-74.08238164780553,37.365290953709156,-51.18769494229445,A,D,-37.446329928253476,48.15558136827824,0
Other,Bisexual,Both,-51.15459581503682,96.43747957227109,130.01034815403324,-47.906514801541896,B,D,57.52754378698528,164.58546478711384,0
Other,Bisexual,No,-100.49148405588255,151.858478056499,-99.37793496665826,162.27004678843227,A,C,72.716706159614,63.97089679681268,1
Jewish,Other,Physical,67.11846829964034,-37.14412629876268,-48.68748393300423,228.9867857160501,A,E,133.13799128275681,-34.210579869887496,1
Other,Other,No,-39.17499717215864,-106.57859840916339,-19.69909949708903,65.2481910210183,A,A,92.60203098085698,229.76364295752188,0
Jewish,Heterosexual,Mental,-65.12222570504785,30.516812752264073,-176.10995232154986,-27.708943160097967,D,A,-25.5436476214115,-114.47552073617145,1
Other,Heterosexual,Both,-64.43965554569814,-24.97629404000351,79.68805306934543,28.16243046582064,B,A,-1.1413818859594453,-194.29073068194768,1
None,Heterosexual,Yes,-79.01844077998607,94.47639599454372,54.60787946339796,-76.40109834920288,D,B,-38.104570570378435,33.4615141514982,1
Buddhist,Heterosexual,Physical,-110.49331140741788,-144.53643963902783,79.18169532816134,-125.68982173059378,E,D,75.0939510237389,-147.012521698317,1
Christian,Homosexual,Both,-28.722106766685624,-102.47681748607573,-76.31939315633493,95.41715929935609,B,B,-39.858755559981084,-63.57697604261834,0
Hindu,Bisexual,Physical,-154.08505342101358,-146.4495032627818,3.5891444436838613,67.22180588065716,B,B,-166.1285593477558,-105.89116845356217,0
Hindu,Heterosexual,Yes,135.3164994747525,96.45278342711254,152.40462335392982,-50.00952664703412,D,C,84.29045744015195,-30.993738100577005,0
Buddhist,Bisexual,Both,-12.05193989160368,-38.42492851140387,-114.9486295375134,-81.17016740617251,E,D,-33.05116412767145,-74.58664325790501,0
Christian,Bisexual,Yes,-5.008106688087688,-29.184430417022412,-66.96074501846935,9.986925799754024,A,B,-258.41797140418146,139.61911873038076,0
Jewish,Heterosexual,Both,8.814508899852964,-134.75803272714043,100.87992639440166,-52.17575178831779,C,B,50.48806571328882,122.07880859052793,1
Other,Bisexual,Mental,-36.285507489595815,-213.4224675789736,7.409254514785362,68.98150420273001,A,E,332.22942482127496,-289.8020946899801,0
None,Other,No,-101.4478004122783,-98.17539900014835,-11.150308874930209,-4.01591982914526,E,C,-41.54429966095182,-67.37158513401798,0
Other,Homosexual,Physical,5.9335678161516885,44.5155560107646,52.720816242519284,240.7845231642313,D,C,5.686786455264568,-55.466629971013134,0
Christian,Bisexual,Mental,-58.49203241823355,-88.1859876757497,-239.43648695007732,33.17353992452641,B,D,224.52473337655263,-16.367837989445157,1
None,Other,None,-162.05702398985156,153.4476923239753,-68.38580413180956,-214.44259514096711,D,D,31.1811064230418,-91.6962589648502,1
Hindu,Homosexual,No,-98.72414868148208,27.857350371384676,216.24920299264735,40.48202838662821,D,B,-91.31524282967881,90.91120541170685,1
Other,Heterosexual,Mental,128.75776563458797,25.852038192487647,-6.334040352477382,47.58217752538665,D,D,93.58598388215948,187.897802405298,1
Muslim,Heterosexual,No,80.47886791221607,152.71346135743607,-79.29672555914419,6.754426715784283,D,D,10.443001247786189,-59.014022961387944,1
Buddhist,Bisexual,None,-94.30271855804051,-133.1590008987573,-104.24153995575809,-8.920862683158248,A,D,34.74996547834885,-95.56750980681016,1
Hindu,Homosexual,Physical,-177.2242223063883,-175.4653896648884,-81.45439307812099,-23.890351015721826,D,A,-137.83974912811885,22.394839404807655,1
Christian,Heterosexual,None,122.2566376859049,172.36085188975443,-74.90176825412877,15.328824721889273,A,D,36.62917830267007,-5.2115727418637965,0
Hindu,Heterosexual,No,-3.1107521996087626,-137.41391964973755,-12.992886502677262,-41.09552093352981,B,A,-243.06300166254067,87.89943620448801,1
Buddhist,Other,Physical,53.469693098033765,-95.06749778574807,13.672157425771555,-42.25830516143954,B,C,6.462838647841974,101.78121053218936,0
Muslim,Heterosexual,No,-19.86081994939944,71.3454150013033,6.034183533730725,-10.485826738032328,D,E,26.967991246927397,-140.68506020634317,1
Other,Heterosexual,Physical,36.68935743387383,-182.431384862441,57.375794721059236,-53.36152639410315,E,B,58.43835005089868,-32.78287252065438,0
Jewish,Heterosexual,No,-99.62442967460794,55.421907110020996,-124.52595614962605,63.719968800534055,D,C,131.80175577990252,-94.16074553571143,0
Christian,Bisexual,Both,-27.269439460532023,-63.370130478395424,-77.20536824295488,-85.89450426528138,E,E,8.171469524508906,71.40243643846176,1
Other,Heterosexual,Both,-90.0699243254795,-245.6134882906943,32.66981793343075,-42.521859974067105,B,A,-37.271050381898206,106.0043982409838,1
Christian,Other,Physical,118.09227897686208,-112.00022358982262,-45.2790623264201,-9.772561579899559,D,A,64.48558207561197,-71.52365596149082,1
None,Other,Physical,-149.46362994711325,93.90915003278138,132.37728765828604,-25.311165130375045,E,C,2.3327745436771417,26.755471047401247,0
None,Homosexual,No,-116.66340639718615,159.75006854316845,83.99977240959728,-48.65931844280729,A,A,154.49926214938685,29.904539292002173,1
Christian,Homosexual,Yes,-40.50984523072865,96.32965216000291,27.551810572843134,0.016910313276364095,B,B,-216.18350212450218,67.83181129388109,1
None,Heterosexual,Both,-53.05042845278537,87.56896309043304,-180.31734579679068,-31.603351898972402,D,D,-45.52484885122739,-199.98817905237945,0
Buddhist,Heterosexual,None,46.572208898339234,-111.195867258039,-27.837670459752307,200.60065190927898,C,D,0.3782451973842422,139.30167955892202,1
Jewish,Other,Physical,72.73969316621964,-50.76977541336022,13.829197903572602,166.22339565788772,A,C,-24.62419376500428,-21.715952401193007,0
Christian,Bisexual,Both,-62.09715075028962,-106.87444923676428,101.16469530692149,67.90791764525751,A,E,115.88905258965137,-90.60087808673704,1
Buddhist,Heterosexual,Mental,107.45165625662874,139.6827928272037,124.58863151783505,-158.92992026096374,C,B,-61.60062763873928,-69.61018736619538,1
Other,Other,Physical,38.484795476472996,-18.70743844716586,-40.00768457970446,-68.70956355722984,A,A,38.74862130741714,-52.59827880699448,0
Christian,Other,No,-48.796890948101556,86.77905088257654,-13.153738464225379,18.131879142773,D,E,-13.509932634790228,-3.682831818704208,1
Hindu,Homosexual,Mental,221.15223893024972,49.870488720981285,-145.48625206427533,8.223451039645962,B,E,8.661039799857567,8.192857650539025,0
None,Other,Both,132.15876227156693,-99.50923092410775,-56.17372271211999,57.000550798896555,E,D,13.565514178553691,173.54085402178615,0
Christian,Bisexual,None,115.1944418663169,101.97553719338535,-49.630015389691536,105.893523302137,E,A,-40.50752906139712,71.95228170753334,1
Muslim,Other,Physical,-224.70427588152413,41.7472259087129,-93.38123173470547,-21.407371532327318,A,B,136.8258956177533,71.24422121435111,1
Christian,Heterosexual,Both,-105.2593257432459,-42.3224029978442,-19.881643292995594,64.12404515159244,C,B,-8.958591407037495,56.97218945021567,0
Buddhist,Heterosexual,Yes,-31.479509066241253,-229.5444613667479,150.56908315619955,75.69276466461372,A,D,-8.79666075295937,51.20127007710407,1
Other,Heterosexual,Yes,-23.880899285586054,79.54910192454172,6.4305618731441445,-50.490900196006535,B,B,-11.126985740179954,159.50726884124174,1
None,Heterosexual,Both,96.38854461271389,10.750455610612429,-5.093715639473437,32.87595384424295,E,C,-54.19511925662292,-207.19164818828713,0
Buddhist,Heterosexual,Both,-76.66229786569961,26.174812519136655,-25.98549325976566,-124.92870369817659,B,A,33.1193306503586,-5.213796175306236,0
None,Other,None,-249.44992486708423,92.36183171413329,31.86136813280117,1.436754285347631,B,C,86.41200939460472,7.259387761091104,0
Hindu,Bisexual,Yes,-41.652822694002616,-41.09607986954243,-62.21598470487378,43.23099191841804,E,C,-123.03266267184331,59.82320613968475,1
Buddhist,Other,Both,-23.561235056906042,-96.41563861117733,43.05645651524672,73.1469353226648,B,E,38.923651926854724,90.30791600059447,0
Christian,Homosexual,Mental,116.46261859858527,1.791833718361021,-40.83890707300926,-37.625406466473535,D,E,-69.97502354708625,-147.40831889179697,1
None,Homosexual,Physical,4.9912371406985265,102.03777691974597,-132.44749275792338,-167.90231927622725,A,E,39.942799061098874,-15.997818972418928,0
Muslim,Other,Both,-87.96548852440296,70.18710539068607,31.564041587695492,10.221639178592822,D,C,-23.667413346947868,79.06302841385737,1
Other,Other,No,-64.15719125962015,36.67739686667395,-29.88269904803819,-54.39043827385284,E,D,-80.07441959204972,122.24483664227105,1
Jewish,Heterosexual,Yes,-205.15685796030638,10.94782112424372,206.17402599752026,87.56997519723978,C,A,139.41782335186943,-9.501718260710163,1
Jewish,Other,No,149.3917171002761,-11.224836753820279,83.43702821837773,15.007236683406743,C,C,29.320464619587526,47.93816327633933,1
Jewish,Homosexual,None,-15.561766309863884,-10.336117146015436,-21.00678540362861,-47.220357274663634,D,C,-21.336694879764565,-43.880088253061146,0
Muslim,Other,Yes,-152.9135238212563,-34.235596477703496,29.551839937115975,-66.3835701182124,B,D,-138.86319342839533,7.905545049363455,1
Buddhist,Homosexual,Yes,25.345601916262726,46.134199581938326,-203.9612924367256,153.97317035486978,A,B,187.14290889060317,123.75358475988693,1
Other,Homosexual,Mental,126.66106436441846,-73.98800623666568,0.27495002815584013,51.004939579011776,D,A,-166.1610228121234,184.8179504877759,0
Buddhist,Homosexual,Yes,-84.47281402762702,68.51965054030231,111.57092489372695,-103.59899635770091,D,E,9.395253684013273,158.37683778921826,0
Other,Homosexual,Mental,44.279639695690555,-39.90696731529893,-147.35481815925476,-150.65151561549905,E,C,-20.443833668116905,-35.28196566013413,1
Other,Other,Both,-24.619972610984032,12.88914162488959,-68.5858832782986,-175.46579784520625,B,E,83.51476422149933,-43.75217726524042,0
Other,Homosexual,No,94.81245523876747,-5.08179602479254,-69.46984644447025,112.78786731945513,E,D,83.95629837187634,-18.416031904881418,1
Other,Heterosexual,None,-94.6913413151439,70.74520352497815,-12.087862267069466,102.22420457186614,A,D,-218.81297675691152,-163.8016899011948,0
Christian,Homosexual,Mental,-53.69317344062817,-96.70476134481936,-170.9259632764596,-5.547428291993832,D,E,-128.02966482478172,-84.59088198950938,1
Jewish,Bisexual,None,-8.23079380493266,-234.88854385165348,19.38052655647476,-102.76655916640433,C,D,-39.11307756920185,58.45082234247803,1
Jewish,Homosexual,Physical,-10.160583275215364,31.224215778160946,-219.9155175962438,94.92598514818104,C,C,18.35854207549231,11.718134633123299,0
Hindu,Homosexual,Mental,-33.11445625243014,-92.0251155231904,48.75374059508679,146.14814301540062,A,D,-35.13860755998663,-160.76283405065286,1
Buddhist,Bisexual,Yes,-43.15026678973914,-20.482264442790136,-9.002689766080323,51.02585913245329,B,A,-9.65668685259131,53.79158235449749,1
Other,Heterosexual,None,53.21284470529809,-44.60945085634192,-30.458566305663442,53.61272315009762,D,C,49.92566633037073,189.51543767444517,0
None,Other,Physical,103.55287206434912,-30.482126094092756,-46.58005388884049,39.114952324244626,E,A,78.10003183139033,189.99378208685454,1
Christian,Homosexual,Mental,48.373191606247055,-17.186054423313458,32.83466198500338,14.64697306740951,B,D,203.27015190864316,-20.22955369309155,1
Jewish,Bisexual,No,147.05811799701462,48.58197816486702,-10.873129099211228,-20.645999262853383,B,A,22.2747612944556,-130.84703087661535,1
Other,Homosexual,Mental,32.47241458346347,-169.46542057663007,48.32469996297385,-78.02107102442642,D,B,68.42659023738065,26.749511471529676,0
Hindu,Other,Both,-104.7815140965348,-147.04549219635257,146.37335478788015,-186.0841136099536,E,D,-58.37517853327881,-5.455796555817423,1
Jewish,Homosexual,None,-121.92604777545746,123.9179583238489,131.29688999492336,-66.48909561459838,E,E,15.486612281003806,-5.5887834793153175,0
Hindu,Homosexual,None,-42.66535559339747,-49.78543372764699,-24.117582561125605,-68.89773772166805,A,E,70.81171410716179,135.82743470837397,1
Muslim,Homosexual,No,67.70963604437384,16.06277579156815,60.469955424125075,121.5233070736935,C,A,-175.4576030442625,-31.687438829960286,1
Hindu,Bisexual,Both,-41.24524235161422,111.3283683904997,34.77782375044984,1.922439232055415,C,C,-16.419880271466855,168.87738791415768,0
Christian,Bisexual,Yes,-79.67549052738525,69.65193572301533,71.03523451409337,199.95687574961931,C,B,-90.86927231589132,41.24020592515938,0
Christian,Heterosexual,Both,-123.2113094940607,87.66242432072944,49.70641899181146,-41.92185696418883,C,B,-180.5922368966015,60.43660370792187,1
Hindu,Heterosexual,Physical,-53.02623895176677,-98.76648380606645,-16.658776686573475,104.24600084291029,D,D,124.9445088273111,120.78673343754696,0
None,Homosexual,Mental,-33.606855216711814,-191.95156379781722,2.5088615233966527,18.854911606504587,D,C,43.76240828522272,143.35529025463723,0
Christian,Bisexual,Physical,-79.08036915932982,-157.4868941313666,44.277628747379865,-213.38207846106724,E,C,88.22489823645797,58.04396156431147,0
None,Other,Both,44.74203103385509,67.74785524801649,-53.84763116026028,-67.52008494384145,B,D,41.0623229411099,133.06251235674193,1
Buddhist,Other,No,65.20955532785928,-140.3524601795712,-31.533539434655367,-124.48922426493195,A,E,8.34589452434555,-47.09126326056493,1
None,Heterosexual,Yes,-112.0659932996075,-30.967357185142454,-78.13304550109187,127.48933832932639,C,B,-125.97775597530381,-103.60181591427384,1
Other,Other,None,-90.738748978828,-78.7542776877555,52.979063827390185,124.68165807957377,C,B,50.94591970639368,27.764436417577297,0
Hindu,Bisexual,No,-107.74177134338885,-106.4589731911348,39.134449145728325,-98.18906008092789,A,B,-45.66629901111433,-1.1377228406577435,0
Other,Homosexual,Mental,-43.2626967079897,56.02124531061619,62.84587886444428,-133.27104156261288,B,E,30.44805881613421,-72.52163916258473,1
Buddhist,Heterosexual,Yes,-189.84308837510412,136.88287334034302,176.19932711041102,162.16853714445884,A,E,117.14054572631645,91.39501957823363,1
None,Heterosexual,Mental,-159.31057128199154,-62.20548794464151,77.54796294405052,-29.373612501668987,D,A,52.864958400958706,65.63075520266408,1
Jewish,Bisexual,Physical,15.416923669339377,207.52949880785755,150.1774067206772,155.47626426850928,C,A,-7.368993437343127,43.21345084454167,1
Christian,Homosexual,Yes,19.00793927034737,-111.21482907519665,-169.3737568248336,-11.115505625772016,D,A,61.369369443092005,-110.669170128774,1
Buddhist,Bisexual,Physical,-39.34422265239559,-151.08910533102485,-48.35732931241255,-167.3813622009546,C,D,-30.028707473166467,-81.716333643231,1
Other,Heterosexual,Both,-37.3435349391527,24.452868591786768,42.495236248303094,-130.48723694141796,C,D,-68.44513446257254,138.84136720553167,0
Buddhist,Bisexual,No,-14.902978487814082,44.738551426185296,45.630489126673226,74.74104919512166,E,B,78.21213135151226,110.00454958182999,1
Muslim,Other,None,72.49397553087803,-66.62263292493496,19.999308541471155,-49.07165832642379,D,E,-17.615915324619,-25.647297793950273,1
Buddhist,Bisexual,Physical,230.41193539434767,-65.75422771490614,-122.69908377232655,227.5771476341244,E,A,323.49560393212545,101.95061296276329,1
Buddhist,Bisexual,Mental,-15.8952559170008,-29.316877771893985,189.25439682308615,107.56128052775892,B,B,-44.72507568706441,-68.7049143549277,1
None,Other,Mental,23.220670214329854,-122.07813613839767,103.7656532287989,119.64272094684112,D,A,136.14990542729137,-16.490292313946842,1
