handicap,faith,gender,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
No,Christian,F,B,C,D,-249.48351023510855,B,C,B,-159.30380820769517,E,E,B,23.460071313998323,-136.05017198213525,-201.0340506875706,A,0
Mental,Hindu,F,B,C,E,-26.01550910643774,D,A,B,-106.57842166605099,C,A,A,-61.37946121346477,-133.365073251783,-74.76866758722475,D,1
Yes,Hindu,M,B,D,C,134.66691772023492,C,A,C,-57.27095051721095,E,A,A,47.91396443045862,14.34861363559623,-4.757185189816028,C,0
None,Christian,Other,D,E,D,57.79242306421963,A,B,E,5.420530064182865,A,C,D,-36.24443352522801,4.7405870950189195,124.61092119379092,C,1
Physical,Other,Other,A,E,D,-11.648829552755599,E,E,B,223.06433110628282,B,D,A,168.12005239479208,119.15784152004886,66.79346804619743,C,1
No,Christian,Non-binary,E,A,E,-70.25688839744143,D,E,A,233.9571385887618,C,D,D,-72.50470059066417,-0.3687930129707135,-15.395800847898625,A,1
Both,Jewish,F,A,B,B,40.44292272455775,C,B,B,64.4503059060808,C,C,D,-13.901127866971223,32.09785894232734,26.466995960835515,A,0
Both,Jewish,Non-binary,D,A,E,112.09626585936599,B,D,C,140.8420314294289,A,A,C,-103.67598023391409,62.797510162606805,-185.91940171097434,E,1
Both,None,Male,C,D,B,83.54850592456803,D,A,B,-52.03133071070097,C,C,B,43.406084904027594,13.418959908911935,-31.10380871224913,D,0
No,Other,F,B,A,D,-35.544325482455065,A,B,E,36.0523045454626,C,B,B,-80.49690517898863,-152.317588560893,97.34978811060496,A,0
Yes,None,Male,A,D,B,99.85226614943141,B,E,C,-66.1358463119889,C,D,C,61.786612226754755,162.28238785702104,-33.59592167973306,C,0
Mental,Christian,Other,C,B,C,-71.39987132621152,C,A,A,78.31912749977236,D,D,D,84.32209628894233,-149.23915309227002,107.52885434309016,A,1
Physical,Buddhist,M,D,A,D,161.36858733544096,E,D,C,-41.166398103519114,E,A,D,-82.81041791784574,-0.1383567151067231,98.06814859326248,B,0
None,Hindu,Non-binary,A,C,C,-28.137658293245387,E,A,B,-173.45255070544684,C,A,C,-124.48374712868524,-151.5825648787693,59.24483792076387,D,1
Both,Muslim,F,B,A,D,48.34470314571147,D,A,B,-191.35495081635528,E,C,B,-84.479894542445,67.40401758137361,60.765324283471536,A,0
Yes,Other,Other,E,E,C,-114.72293126924642,C,E,D,-68.14150619080084,A,B,C,176.26306144241767,195.26707047317137,-30.361089662891537,C,1
Physical,Muslim,Non-binary,E,E,C,-106.25392992858691,D,C,E,-38.159358294049255,E,E,E,-13.77768685372382,173.5472440246733,17.992927807760207,B,0
Both,Buddhist,M,C,A,B,35.711442008506616,E,B,D,114.64577200744823,B,B,C,67.60398733795081,-8.940905575187697,-32.67838176923196,B,1
Yes,Buddhist,M,E,C,B,-131.58809268170694,C,C,E,29.83092916754672,E,A,B,-15.561301682909379,-47.33462428784889,74.75290019165136,D,0
Physical,Muslim,Other,B,E,C,22.92723728479869,B,D,B,88.23489812267013,B,A,D,9.212112875805575,-25.278205438705186,-242.81379098258085,C,1
None,Buddhist,Other,C,A,E,-92.319065237911,E,C,B,136.58694864709315,E,C,E,19.02039095570513,-102.42821287579804,41.23163683462131,A,1
Yes,Buddhist,M,C,E,B,70.61565113059591,B,B,A,102.69219125455726,A,B,D,-19.26670277804976,146.1247228063685,138.22426604712373,A,1
Physical,Buddhist,Male,E,C,D,48.32641017731953,E,D,C,73.51682109342562,E,B,D,-28.707614545668637,-24.3742424687156,-27.983164960230493,A,1
None,Muslim,Non-binary,A,D,D,-147.9490949610564,D,A,C,10.682665496621366,A,E,E,-122.97305570140979,118.75046806075528,-64.04500250382583,B,1
Both,Christian,Female,B,B,D,-106.41887450071495,C,B,D,-7.1116086421777895,B,B,D,-60.256991554003704,-154.18034495479026,6.559715410579783,B,1
Mental,Jewish,Female,B,E,D,-13.399746823639735,B,C,D,21.796534308948164,B,C,B,115.9241762379543,86.5300228588268,18.76872228346284,C,1
Both,Buddhist,Non-binary,A,B,C,54.872329456373016,B,C,B,-25.36135396765523,C,C,D,44.34315324116546,26.836244290472145,50.80597094700469,B,0
None,Muslim,Female,D,C,C,64.54453350509122,E,E,C,-47.323871978363854,B,C,C,57.4618576590067,89.82964080811193,-29.201520109104486,E,0
Yes,Muslim,Female,B,D,C,-75.9313633955333,A,C,A,9.915058910524625,C,D,E,77.85876114862617,-137.79169536121904,8.473872804260756,B,0
None,Hindu,Non-binary,B,C,E,109.83058858096477,E,C,C,-22.985579470530183,B,A,E,120.73766690535524,6.613453012162131,32.87025839431547,B,0
None,Buddhist,F,B,E,B,-5.170197667081256,E,E,A,-74.24134879984912,C,B,A,-13.130600816440891,-3.5760702802239046,130.99023271674764,A,0
Yes,Buddhist,Non-binary,C,E,C,121.08196869227423,E,B,C,-131.16706882486466,D,B,C,-124.79104421852372,-11.07857452531576,106.26198364382735,C,0
None,Buddhist,Male,C,D,E,-127.10331658765965,B,E,D,-111.54215509815756,C,B,D,6.317843156830485,71.44652889052877,6.045214088979715,C,1
None,None,F,C,D,A,101.68365871646894,B,C,E,27.063054939046115,A,D,D,-43.42185416284611,20.522268180233777,-137.3959635578859,E,0
Both,Hindu,Other,B,E,C,-39.9141162150689,B,A,A,94.82266709870835,B,D,E,-30.3539369514291,102.6572318256511,-149.7139591116762,D,0
Physical,None,M,C,E,E,-50.795892744607904,E,E,B,81.59929588844128,C,E,C,32.559609129794644,51.84149588155991,179.65659842924114,D,0
Yes,Christian,F,A,B,C,63.07707001008818,E,A,C,-236.6452935932188,D,B,E,109.37299909660689,-104.92866568580325,130.65856925622498,A,1
None,Muslim,Female,D,D,E,55.9221164865191,C,E,C,135.7210653119051,B,D,E,-100.32673475644162,-85.50434686627875,-44.71379796247963,E,0
None,Christian,M,D,D,D,28.69512177159464,C,C,B,217.82023072269988,C,C,C,-64.7703423674825,66.14123385522058,52.73270010694413,D,1
No,Christian,Female,A,B,A,56.602210481080796,D,C,A,76.5838052688006,D,E,D,37.326234414778426,122.7512590638516,-24.701428061449114,C,1
Physical,None,Female,E,C,A,-35.3405754854862,D,D,C,-69.72030876108157,B,E,B,99.8466316846261,-85.595852667563,36.41913652621789,C,1
Mental,Other,M,B,A,C,101.99959135021474,C,A,E,-81.02822168565584,E,E,A,117.7599510457189,-66.42973880927,137.36913231166523,C,0
Both,Other,Male,C,B,C,-59.41980479986076,E,E,C,-29.374977603628942,B,D,A,-43.43670369743926,-18.778899742881233,189.0351601657041,A,0
None,Other,Female,D,D,C,-82.26074512847556,E,E,A,129.13011037904909,D,C,E,-15.880183858074112,118.71129370685232,-154.22937487044894,B,1
Both,Christian,Non-binary,E,B,D,-37.67016213987677,D,D,C,-115.38588596893558,C,E,B,130.58460415147644,-113.2043861336802,27.1242247810573,C,0
Physical,Buddhist,M,B,D,E,-160.01704368358307,B,E,C,25.885564527071654,E,A,D,-1.2531852491117494,32.307267901389544,-52.49588344001395,D,1
Both,None,Non-binary,C,A,D,-96.67794632467029,A,E,C,74.03196426881266,C,A,B,19.129329484007187,-62.34572266611293,-32.41710945163898,E,0
None,Christian,M,E,C,E,-2.4153156556545357,C,C,A,-129.15992449992825,A,E,E,-52.15766101921394,241.033327281168,-245.00361923104327,B,1
Physical,None,M,D,A,E,-137.72985106432313,C,E,A,54.241298437658344,C,D,B,-43.486326148866254,-105.57740677648155,-154.52253477774357,B,0
Mental,Christian,F,E,B,B,40.91979156962708,A,A,D,-64.80175948564178,C,D,A,-16.41103718617587,118.93789196965825,-66.67637655188805,B,1
No,Jewish,F,D,A,D,27.58093433935949,C,D,A,-73.92519957745685,D,B,E,41.81562006391608,75.48104231340223,15.1320051620116,E,0
Physical,Muslim,M,A,A,E,-7.055576042536249,B,B,D,49.94088545820388,E,B,D,-96.3736540494019,109.32835480099972,-31.426047212135046,E,0
No,Jewish,Female,E,D,A,46.15489755426389,A,A,E,79.96331549751888,E,C,A,-79.16760782089322,76.36289280766862,125.63603858239671,B,1
None,Other,Male,D,B,A,174.61442001281839,B,E,D,-11.649526534859273,A,B,E,-151.78220195160074,-125.35224632443058,-58.64368366266757,D,0
Both,Other,Female,D,A,A,11.338950528404688,D,D,A,-86.37599654627792,B,A,A,-128.94000201303894,-62.93923374296332,108.57449690166709,C,0
Both,Christian,Other,B,C,A,-74.41764057136008,D,D,C,48.707062249688306,B,B,A,-89.19311980448235,90.29256757511948,-20.461974662040234,D,0
Yes,Muslim,F,E,B,A,-28.688037490152013,E,E,C,25.44796068728501,B,D,C,29.55454426736319,-88.28972761113181,-110.6310783060547,D,0
No,Hindu,M,C,A,C,-190.5867986238196,E,B,C,156.86375116029888,C,C,E,87.36302055188612,42.2229828607737,-40.12603094488661,A,1
None,Christian,Male,B,D,D,-161.09388264264638,D,A,A,147.34811313312477,E,B,C,69.69918081744486,43.56481746448082,5.836346390094453,D,1
Both,None,Non-binary,B,A,E,-126.80618503982532,A,D,B,-110.31999932564307,D,B,A,136.59455369647333,-27.01138828298501,-13.363858147332655,E,0
No,Christian,Male,E,D,D,76.00929605078383,A,D,D,-2.9196928423157504,C,A,E,-135.76102489606043,-98.48258122950119,99.62801235947282,D,1
Mental,Muslim,Non-binary,C,E,D,32.915533816754795,C,B,E,-111.98504824936084,E,B,B,-26.103943482274843,-48.11587394336051,-2.4057794209470535,A,0
Physical,Muslim,F,A,B,A,-8.519567609325113,E,D,E,-30.483737830793707,D,C,E,-36.81922161544232,-8.435390251753136,-208.09963385022613,A,1
Physical,Buddhist,Female,C,A,A,-29.98790390689427,E,D,A,-86.9444529144146,E,A,A,37.03596361642144,-172.68411657301084,8.025139971779916,D,0
No,Christian,Female,C,B,B,-68.88026051782454,A,E,E,-145.8173821075272,A,B,B,-4.968501209403387,15.827327683208233,-29.925388293846428,A,0
Physical,Buddhist,Female,D,D,D,39.203864465968046,B,E,C,72.80059292173236,E,E,C,39.70263531640696,114.7761289311559,30.90318160254452,D,0
Yes,None,F,C,A,B,-82.63016452941902,E,D,A,41.59222591849003,C,D,C,76.27524296523912,130.20132561655288,-104.03574693429513,A,0
Mental,Other,F,E,B,C,-235.35207606396318,E,B,E,78.61494036437857,D,A,C,-96.2002228324763,-66.7585309176953,-14.698678072826338,B,1
No,Christian,Other,A,A,D,-92.93253717854398,D,C,C,-64.56701709276209,E,D,D,140.5653725431083,-13.99496523901382,53.448404069799025,B,0
No,Buddhist,F,D,E,C,18.264527259606066,A,B,B,-38.42226397210669,B,A,B,-47.87592378743244,-76.27161461030528,13.824573928041215,C,1
Yes,Hindu,M,E,B,C,-37.29053992226951,E,C,D,-66.09716252455608,B,C,E,-82.58734891148892,-79.88548733669772,-43.576868892227175,B,0
Physical,None,F,D,A,E,18.250950618311254,B,D,B,-67.67278688905212,E,C,A,159.70927587524952,-165.61453778589467,-72.0653360598007,A,0
Yes,Other,Male,E,E,E,25.640017764416427,E,A,E,-11.206287692941903,C,D,C,87.37048059607493,132.16138467717084,211.53940850240568,E,1
Both,Buddhist,M,E,D,A,-16.47228498197179,C,C,A,143.3900313026304,D,B,A,-8.582098812738423,-52.11821713299839,189.4190212550217,A,1
None,Muslim,Male,E,D,E,-25.848618752094175,D,A,D,2.3225368472277843,A,C,D,44.09908611478503,26.76727388616345,161.6813949266933,A,0
Mental,Buddhist,Female,C,B,D,36.88724090559822,D,D,E,111.13370717875628,D,C,D,-41.86888803973034,-112.0903350993477,-61.293648463496666,B,0
Mental,Christian,Non-binary,E,D,E,-57.939495369734495,D,D,E,-47.62210169611112,E,E,C,188.49065199233755,0.10045463161148532,-55.26907221869614,B,1
Yes,Hindu,Female,A,B,A,88.18965476716903,A,E,D,41.64247695130831,D,E,E,-28.171574605257057,76.87282070249192,99.31215860551777,E,1
No,Hindu,Other,B,D,B,185.73905731546122,E,B,D,-132.20890775693198,A,C,B,-27.264531519147383,101.155534660469,-7.9717425953557814,D,0
None,Buddhist,M,A,B,E,-209.23964943691135,D,C,C,-50.165629900264875,D,D,E,97.83573363092272,-66.7354947989609,-191.41729112578022,D,0
Yes,Buddhist,Other,B,E,C,-24.858402533416722,B,B,E,146.25565067398196,D,D,C,75.95576281455959,79.92463034011293,-162.72019448622686,E,1
Yes,Hindu,Female,B,B,D,242.1111520588895,A,B,E,-17.46932931902083,C,C,D,29.186944620599753,92.87497283298885,25.78092168983427,C,1
Mental,Jewish,Female,B,C,C,59.53246459806735,D,E,B,11.760527161499972,E,B,A,10.046154906696081,76.33305968848222,0.9335331527295978,C,1
None,Jewish,Female,E,A,E,-63.361953694999286,B,B,E,-82.02645092943311,E,D,B,70.09958122981264,-234.98011776250328,25.31936014985736,C,1
None,Other,Other,B,C,B,137.67296112993768,D,B,B,-1.4118453565972808,D,D,D,-44.636147901184174,168.89028164910408,-76.25431450335394,A,1
Physical,Christian,Other,B,C,B,-138.9175200908268,B,C,D,24.62101553232362,A,E,B,-49.7340844969364,81.37829843021325,130.59937009046936,E,1
No,Other,M,C,C,A,-40.2230202971959,C,B,C,6.6071781793900195,E,C,E,71.69770538858297,58.93968360641089,-106.89074444773512,E,1
Mental,Other,M,A,B,D,-84.61363473648697,A,E,C,-181.98296253204182,D,D,A,92.75759267890325,42.47113738721007,-50.989214331531144,E,1
Physical,Hindu,Other,E,B,B,-58.18670494054751,A,B,D,-127.1770237079282,A,D,C,-63.75159192142679,-115.12711880885395,-133.02286114485466,D,1
Yes,Jewish,Non-binary,D,C,E,108.0332214060661,A,C,D,-76.98388355024733,C,B,B,24.29100386254425,27.249743422614724,-16.366697768636627,E,1
Both,Buddhist,Non-binary,C,B,A,-30.93395039772009,C,D,A,126.76534272902937,A,A,D,-7.671636964555625,106.12220911417374,-6.884299344691983,C,0
None,Jewish,Other,E,D,E,-79.7487043420616,B,E,B,-207.55803855108584,B,E,E,46.27191195808333,147.51210105153868,-190.9547404862332,E,0
Mental,Christian,M,B,A,E,190.6230237030884,D,A,B,-50.87264185161728,C,D,C,43.0442655755048,172.765425365386,240.66152913787184,A,1
No,Muslim,Other,B,D,E,4.433748984759429,B,D,C,34.499932764909964,D,A,E,154.93485449394316,-12.731928939039996,-24.188934740539356,A,0
None,None,F,C,A,B,112.19515315985302,D,A,C,-80.19736182452819,B,E,D,121.17733037081267,48.02998268473934,-173.83377781552792,D,1
Yes,Jewish,Male,C,C,C,134.37864800118126,E,A,D,23.322727832651793,B,E,D,68.1598554429481,56.524658083567644,-49.36541801604073,C,1
Yes,None,F,E,B,B,124.64459749981684,E,D,B,12.033144845887138,B,B,E,-33.245787351833215,104.87350092629106,-153.7896704028335,A,1
No,None,Other,A,B,B,10.623627358986349,B,D,D,-77.84486376568783,B,B,D,-19.527550059109064,27.736473674311124,21.879702499759652,C,1
No,Other,Non-binary,D,D,B,94.5541578001257,D,E,E,-116.72078689881451,D,E,A,36.09730205004293,29.770620168382685,51.45470621006704,A,0
Both,Buddhist,M,D,A,D,-62.77040848254482,A,C,C,8.398332398597988,B,A,B,-72.79528744868536,-39.01958135651451,-67.90026644089109,C,1
Physical,Christian,Male,A,B,C,-88.4801565075447,B,C,C,213.43638334660162,E,D,C,88.20794272448276,-93.6312326304238,56.38254934128959,D,1
No,Hindu,Male,A,D,D,-134.23588744473574,A,B,A,-56.940605280976406,C,B,D,71.8678961563289,-2.068110578862702,-24.897778535368264,C,0
Yes,None,M,A,C,E,-30.70445747960508,A,C,D,1.750467337246834,D,E,D,186.46494173228155,-151.9887095777462,-51.17578786618717,B,0
No,Jewish,Female,E,A,A,-59.70376118106555,E,E,E,-49.12967750228619,D,E,B,190.5958938553357,134.0495085379016,-55.60820021019598,D,0
No,Jewish,Other,E,B,E,206.7604698781833,D,C,A,-93.6518375144295,A,C,B,153.7094613920757,-123.08899911380378,-202.4758613342053,D,1
None,Christian,Other,C,B,C,39.78493792261997,C,A,C,169.1132589523945,A,C,C,-111.23176347820811,187.37077449393317,-92.22023676999119,C,1
Physical,Christian,M,D,D,E,5.636739491424591,B,D,E,-242.84272616048224,A,A,B,-50.05826559802573,-35.75041661472591,161.9329430868674,B,1
Both,Hindu,M,B,B,E,155.1711696129775,E,C,A,-7.595326399332025,B,E,E,78.24660448750625,-12.717892847036294,156.0164470449711,D,0
Mental,Christian,Male,E,E,D,-25.357643035287836,D,C,D,-44.10697877594528,E,A,E,-72.10937184020747,-101.6348835060735,-151.4469866359303,D,0
No,Buddhist,M,A,B,C,-44.041473249909494,E,A,B,157.9627540516492,D,E,B,-171.67651384291253,185.05526736706923,-6.757319628901132,E,1
Both,Other,Male,C,B,E,216.57662755436644,A,E,D,-123.64479354987445,E,B,D,12.682160577276164,-11.529353766288837,-35.750237108369795,E,0
Yes,Other,Non-binary,E,D,A,-155.64071403602046,B,E,C,11.191133764830893,D,D,D,-79.49450862712317,-11.9660826239131,151.30352725573087,A,0
None,Muslim,M,D,B,A,33.253041256824105,D,A,B,182.10352109046195,C,C,A,-162.56449272438547,-62.70126413491156,162.75158772274864,E,1
Both,None,Male,D,C,D,-69.5288688094748,B,C,C,-184.75235445876936,C,D,D,90.03157522771653,-58.161940407972445,-52.28215067526121,A,1
None,Buddhist,Other,C,D,A,243.3574165942232,E,D,B,-50.406131347132835,D,C,C,-111.49733292946114,-34.45293044718567,-163.2788072912996,D,0
Yes,Jewish,Male,B,E,E,159.19282099001276,D,C,B,80.44862332809316,C,E,D,-91.82360596173454,23.124223473394334,62.1107177637836,B,0
Both,Christian,Female,B,D,D,35.67841547613822,E,D,C,92.326967193825,B,A,E,-39.55427922465087,71.14000001782114,-87.1945367402428,A,0
Yes,Muslim,Non-binary,B,A,B,38.0154788647108,E,B,B,43.381592207070206,C,D,B,18.02856861293007,-41.95008470380732,143.3261528706412,C,1
Both,Other,Other,A,B,A,-86.81012178965555,A,D,B,-119.2715785999001,B,E,B,-102.15250117677004,-197.60597818303728,92.85618670087108,D,0
Mental,Buddhist,Other,A,D,A,25.1264273349867,B,E,D,-111.19236304697931,A,A,A,-59.19479502797746,59.75298782289652,135.77861970791736,D,0
Mental,None,Other,E,B,B,164.59672031208135,E,D,D,-66.0748608768955,B,D,A,-48.72025462167967,-22.49871470258458,-108.41626216820124,A,0
Yes,Hindu,Female,A,C,E,-11.50075663432163,A,C,C,-61.073386267234795,E,E,D,2.7580755585171945,-70.61465438636478,101.62569522971891,A,0
Mental,None,M,E,D,B,-26.677024317198573,B,A,E,-12.53283755246722,D,A,D,-14.1708907045245,-95.90111754017936,-11.179312710262042,C,0
No,Muslim,Male,D,E,A,-45.40250773870451,E,D,D,-49.238918998087584,B,A,E,-94.85931343578963,-33.91965620011856,84.10958515081177,A,0
Yes,Other,Non-binary,A,E,A,74.22102948514025,C,C,D,3.2880256426363497,D,A,B,27.809055297315556,22.967094323199074,-86.3472110405268,D,1
Physical,Muslim,F,E,A,A,-200.90847339209873,B,D,B,71.57672715290818,C,D,A,101.88835277524808,39.29953125975458,106.34608322244739,A,1
Physical,Hindu,Other,C,A,B,24.3105753988677,D,A,D,-24.272306442272352,A,B,C,-26.824413207410284,-90.6281520071954,-22.24272682442833,B,0
None,Jewish,F,D,E,A,-38.57013557485402,D,A,C,-113.88389686279248,A,D,B,-198.84877731740113,-53.32423949421622,92.55674995133766,D,1
No,Christian,Female,C,B,D,-161.6667738780444,D,B,E,-113.63840371608343,A,A,B,-195.74329340320614,-28.10140096086752,-67.65669993174681,C,0
Physical,Hindu,Female,D,C,D,120.39225444112407,A,D,E,14.061106793247676,A,D,D,-128.22212821810365,-89.16397704078796,-22.33214256270846,B,0
Mental,Hindu,M,E,E,B,-52.68232212710481,E,E,A,9.485984649006191,D,B,D,-130.62225278885015,0.5967657259539171,-3.1171959943759933,A,1
None,Muslim,Male,D,D,D,-28.09895209529078,A,C,B,-55.3632228278079,B,E,C,-132.11340683425854,-115.41121019609083,-255.17424553946526,B,1
Mental,Muslim,F,E,C,A,-104.02993739028823,A,D,D,-60.70580174419864,E,C,C,169.5318095020406,-48.62240755316737,-4.841590955096002,A,1
Yes,Hindu,M,C,B,C,-71.23933279788737,B,E,E,-49.79679390708251,D,D,A,18.89451343459938,30.452134588276202,-42.85641565748968,C,1
Yes,Jewish,Non-binary,D,B,C,-48.50223076381031,B,D,E,-6.632058430939317,E,B,A,69.90689938201756,14.800988597623757,-74.03258218722254,C,1
No,None,Non-binary,D,B,A,201.4837037514844,E,B,A,-20.36998813118556,B,D,B,46.702639761522676,-7.439713459832098,-51.99465630559143,B,0
Physical,Muslim,Male,C,B,A,49.098161938457515,D,D,A,-25.999272122491202,D,D,B,109.98598813846417,123.09220364721556,-77.3380009509629,D,0
Yes,Christian,Female,D,B,B,71.36569905864772,B,C,B,-28.11654900420172,E,B,D,-108.44041949788618,-39.946852804933606,103.31501491993271,E,0
No,Hindu,M,D,E,E,-56.584858159964035,E,C,E,-201.29104158101865,D,D,B,22.982108204762234,72.55359056947722,-85.26386422928005,C,1
Yes,Jewish,M,A,A,D,-23.258564010774048,D,D,A,45.561088095391305,C,B,B,-31.458894707258544,-53.02895980036403,73.72911098564929,E,1
Mental,Other,Non-binary,D,C,C,47.92143175119122,C,D,A,179.7022540502552,E,E,C,22.411994974362376,45.98759681847098,-19.5145351417814,C,1
Mental,Buddhist,Male,C,D,B,-24.26682211968244,E,E,B,-8.25518816322521,A,A,B,-234.65486423141914,-91.75958828649487,92.31753051834507,E,0
Both,Buddhist,M,D,B,E,-6.402302174416602,D,B,A,14.980270745313891,A,D,D,-11.232563738570656,-78.18955518935093,54.210112375986576,E,1
None,None,F,B,E,C,-142.80898312637032,C,B,C,46.45194122669955,A,A,A,-20.477561509014482,-68.13128092337003,-109.02294841536954,C,1
No,Hindu,Female,C,E,B,-24.723721583434354,B,D,E,-82.66921656714878,A,C,B,99.22597321813255,34.85143331686203,113.76147893628645,A,1
Both,None,Female,A,B,E,27.631267235744804,E,D,B,-74.90548288985734,E,D,A,89.40570519398138,114.77591277865315,59.11736779029491,C,0
Yes,Buddhist,Non-binary,B,E,D,-129.9407931268449,B,B,C,-103.23493792048353,E,C,D,-83.09787321197375,-102.95275917847707,31.860706439768023,B,1
No,Christian,Female,A,E,E,-91.08040992497946,E,A,D,14.986950724063943,E,E,C,-12.285861120154202,41.252384111546995,69.33478763909801,C,0
Yes,Muslim,M,A,C,D,6.720728012070003,A,D,E,-67.0310701592254,D,C,C,197.4476673824896,-91.41647126931497,-66.64812505067799,C,1
No,Hindu,Male,E,C,A,21.55918449453361,E,A,E,-139.09969384175736,A,E,D,108.72572367843378,-18.231506415275327,-91.06354291205801,E,1
Physical,Other,Male,D,E,D,121.48590459264388,E,A,D,163.8621272172836,B,C,A,-94.4529725580283,27.65699764506946,-62.28337828061916,D,1
Both,Christian,F,B,E,A,134.25578805492864,D,B,E,-144.934538318032,A,C,D,-174.6992199846348,-123.06061255950169,80.69169024272877,C,1
None,Christian,Non-binary,C,A,C,-61.71927882138489,B,B,E,69.97282735106778,E,D,A,169.45896618773165,61.131008695832776,182.7923149832183,D,0
None,Other,Non-binary,E,B,B,40.98870278502849,A,A,E,-191.2126621433143,B,E,E,110.57632693153805,-8.331814269548572,-72.09132524275992,E,0
Physical,Other,Non-binary,B,C,D,-78.02086281951281,C,D,E,100.7286568339856,A,C,C,69.9155046553759,-62.66710458887501,-76.65730693437908,D,0
Yes,Buddhist,Male,B,C,D,-71.40105754025599,A,A,E,117.91974791744357,B,D,E,145.33165429194875,-45.899485423163256,-85.43873393529013,B,1
Physical,Buddhist,Male,A,C,B,-115.32474804910488,C,E,D,-22.78938732133757,A,D,E,33.00910592062533,22.880615112493842,-161.5301355190903,D,1
No,Other,Male,B,A,A,3.0116851192631637,A,A,A,57.860017525585825,E,E,B,-235.0323898553267,56.84838858791791,-83.58613697049942,D,0
Physical,Muslim,Non-binary,D,D,E,89.03597478394455,D,C,B,13.154646539624332,D,E,B,26.178344765012422,-4.080002713442064,-148.48485543987465,C,1
Yes,Christian,Non-binary,E,B,C,142.33269578717963,C,B,A,195.21694218839505,C,A,A,-3.016926478364427,71.56551986956752,-83.63529883409285,C,0
Both,Hindu,Female,A,A,D,150.6679429451112,D,E,D,256.91252460081836,E,A,B,-68.7104735149754,251.62534116361718,144.9092588956939,B,0
Physical,Muslim,Female,D,E,D,-64.11079983587847,A,A,A,-41.70594408677093,E,B,C,-25.264630533497588,-86.25169072674545,-239.50682386011596,A,0
Physical,None,Other,E,A,E,75.36101193675785,A,D,D,50.942981574771984,D,D,E,-110.21959732984482,174.1543136624915,-24.938682955014862,E,0
Both,None,Female,C,C,C,-91.69072061726705,E,A,E,124.15557597827073,C,E,B,-107.34934491595513,111.26326544751647,-7.198003649772485,A,0
No,Hindu,Male,E,D,A,20.050275693251226,D,D,B,133.60185500916404,E,A,B,146.39890174885727,-114.3161525813228,-47.801791842694605,D,1
Physical,Muslim,M,A,A,A,14.446360018061949,A,A,E,-122.1526047088084,B,A,E,-25.122159095482193,-103.97046458698817,36.588194593001,A,1
No,Christian,F,E,D,E,115.97493572860648,E,C,D,143.1205128090476,D,E,B,113.5296743949549,-24.773166440656478,17.489352361355255,A,0
None,Hindu,M,A,A,A,-16.38831714416703,A,B,B,16.442205048632196,B,C,D,19.498661492314472,168.71428309972208,123.42491537314014,D,0
None,None,Female,C,C,A,17.397439754644477,A,B,B,-12.003224969516909,A,D,B,71.60730486224861,103.29333506719158,-30.57883225293821,E,0
Yes,Christian,M,C,B,E,-118.62719892234861,B,A,D,246.35753359865726,B,B,D,-68.01956504969282,41.3467845393009,53.80462856691306,C,1
Mental,Other,F,C,B,B,53.76186923052374,E,C,B,20.317702567065407,E,A,A,-8.597156831541652,-42.543505357771735,-197.07403963330535,B,0
Both,Hindu,F,B,A,E,1.8345373789336643,D,B,E,-115.71883762506174,B,C,B,-80.96336196139109,101.7888644484775,-85.11096915482437,B,1
Mental,Muslim,Non-binary,B,D,D,23.662723677046362,D,E,D,17.448333378445675,E,B,E,-56.687017121264496,-47.56713054782239,8.179263535555183,E,0
Mental,Other,Other,C,E,A,126.0647866913039,B,E,C,161.0572115702444,C,B,C,23.517729977713785,-57.10174503946796,127.04981421659211,E,0
Both,None,Male,B,C,B,-134.3094401282677,C,E,D,-118.00973890975419,C,D,A,-93.56920467506723,-191.8330498258569,77.01453102136384,D,1
Physical,None,Male,B,C,E,30.314178067315595,E,B,C,-23.589431801248374,D,D,D,27.211130185836623,13.309246070705457,-193.40886577694113,E,1
Mental,None,Other,E,B,B,-87.388308331213,D,D,B,191.3404291080319,B,B,A,65.23744823376917,-25.454832719193416,39.636862784571065,A,0
None,Buddhist,Female,E,A,A,-29.303070279998796,B,A,D,82.87766638989041,C,D,E,22.110112113046004,-7.123056767761739,-145.38428541086054,A,1
None,Muslim,Female,D,E,A,-2.0471112428388514,C,D,D,36.96646951636206,E,C,A,-117.14157917664663,111.57169750404574,-148.15744833234626,B,1
Both,Muslim,F,B,D,E,7.987340521749821,C,D,E,18.9384133819997,C,A,E,-28.603627957035133,191.18472747933933,-44.60759748842874,A,1
No,Jewish,M,E,C,D,-17.600492195060507,E,C,B,-75.16823893512598,A,B,C,-82.57996461932832,17.126154242790246,-21.407975065129186,B,0
None,Muslim,Other,B,A,C,76.82928462794085,B,A,E,124.07950509014685,C,D,C,63.54979726276301,-26.82849738137389,-100.24534505563408,E,1
Yes,None,Non-binary,B,B,C,-87.5118611794885,D,A,A,-64.95108016130054,E,E,C,-148.6530752487657,130.60134447509998,12.814791074697876,C,1
None,Buddhist,Female,B,D,D,-51.10792095507616,C,E,A,9.824797645338922,D,A,D,-78.59584611116244,-46.97828165252607,-122.27305267971795,A,1
