genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
F,-41.860366476924646,C,D,B,-224.40495600647955,-60.25944960519697,154.71204620271433,-31.817610334014507,E,-198.66390923925027,190.86499242234544,-100.14195295333468,0
M,13.740068822476703,A,D,A,52.120853010873624,-39.57012090324727,15.51225324523906,-57.628216643632115,B,-152.48534805737253,54.43298558098536,-38.815820730207655,0
Other,-130.64087711485476,C,E,A,-86.13088075164937,-123.23682210791358,-89.13008048363737,-11.440017694917973,C,-37.921094563710476,-226.89529448208282,55.097902635071094,1
Male,28.694645983193716,D,E,B,107.45948066984965,11.339817011364275,-56.99021336946095,131.1743793938423,A,-0.7529874455160888,-43.89860401078532,163.65809640972134,0
M,-187.81778950651415,A,B,A,-28.153199834497393,130.36105469958306,-9.582456475764973,60.65661361685755,D,-9.748132702387148,-49.41993165895012,-0.5137612266296827,1
Other,118.96257247148458,E,B,A,46.94596260276352,-86.50463296138925,-10.692755539410653,-179.08424720621318,A,52.36750764323488,-42.3397630229897,72.14034212292115,0
Non-binary,127.89089043369177,B,C,A,27.46031063202718,-11.842594438532691,-78.24338743919476,-84.46213115993119,D,79.8137311367862,-25.384080068487492,29.026950457952296,1
M,-0.9996981957050778,A,C,C,-183.13722884531555,-63.86995583473328,-8.314913125447822,189.10688646582213,D,49.76926197072032,-119.50813622030184,-143.16517726134165,1
M,-143.58675413238987,A,D,E,-67.66913700547445,69.36971907990466,43.44945406359814,146.29608388208456,E,-28.985091568420806,-76.09914729837848,-24.2424457452782,1
Male,20.57612249599051,E,C,E,39.72455758082248,35.600618190553426,90.64007685471599,32.53958418017221,A,-59.23484919762121,9.806050060006163,-37.85204038655876,1
Male,-40.151850070562524,E,A,D,195.15583083029773,-46.11261301914381,-6.909334397307454,-133.35837724818705,E,53.1247571322354,-5.959336205496938,11.72577207328392,1
M,0.5470388056129353,D,A,D,-42.27309262886216,87.68473552194529,74.64061333701366,85.78906516776608,D,-253.58815322997194,6.704476919330618,-85.39986426339736,0
Other,-99.40612844473809,C,D,E,56.549601878649014,-330.44825348504276,-16.303440245024266,-27.902308278591796,B,-52.91605895073962,91.53335573092683,71.79962616518671,1
M,-44.875467783509016,A,A,A,30.225905141253552,-29.31719991170375,33.22239845950559,-176.92932933075235,D,-10.930314085605747,-30.772349723189112,3.6258848440255314,1
Male,208.7024280973187,C,D,C,62.99410531588876,157.91360085083414,-101.15467986075343,-138.66390498660783,D,-4.702354000524252,101.73364163498448,-108.75461349593452,0
M,-15.56337194589216,C,D,A,123.7092081730452,23.90272013208098,43.21866562746207,-122.49568574130802,D,-24.96098635632633,-91.20616500674814,-54.27651581955719,0
Female,-97.76411193246594,E,A,B,86.80349108011916,76.81455914138341,45.697713078406544,-4.040823997518038,B,-26.912980845990603,11.255923403189119,6.062338807883282,1
Female,78.91474005848178,B,E,C,60.46627697546199,79.85867321149179,57.40576508899107,87.85174474151532,B,-33.124063240271454,-123.18644724622378,30.81534104738626,0
Female,-51.62800252433354,B,D,C,-105.19166345088826,-255.86631883400452,-11.037040354369914,49.615343273385335,A,133.63681549052174,-87.45272681393901,-32.15106224113535,0
Other,-91.87142028718321,C,D,B,122.87441914032593,-114.8276066472319,-42.27371746595643,40.8385571412986,A,-54.42128774550565,6.817753521301002,-63.72387634444843,0
F,39.60804790635881,A,B,A,312.504391008855,-85.27553361401222,15.187641408150007,-56.687230789614986,B,-50.69881082959782,121.0682105299457,83.59045445387815,1
M,75.79692717435583,B,B,D,-147.0626025311111,-161.547238531331,-41.57783703598783,122.91950642545744,D,63.9530506461219,-212.735249875462,-49.70709719099302,0
M,-60.4617929826206,E,E,D,-98.61537768010325,26.987120264205767,101.43241734328066,208.40758706994512,C,-195.24784546186882,85.15606798052241,-90.50065110537236,0
F,89.49808142746184,A,C,A,125.15595825353721,111.32938905980984,-47.42990274880567,-38.47555172258373,C,193.57223102336178,74.14837617879755,-60.2084311556375,0
Non-binary,31.90921393340943,B,A,D,-47.044006230120715,121.21944426723033,101.5761925840714,53.03092227136722,B,-126.09906969831235,-1.1269720253784954,63.220319337484746,1
Male,31.71641475506209,E,D,A,-17.382583822399226,-138.9046885134069,-23.82264313038927,-35.78221011674634,D,-196.08889577937094,34.99751412393298,-111.60358284402622,1
F,168.1100331146215,A,E,C,9.017604660559577,-95.3214556006052,-58.07399412719023,59.33396756493335,D,-29.73664964283893,21.9121331514483,-230.45002466664175,0
F,-160.8777059800334,E,E,C,40.16001683572814,83.19550673109053,26.95910820358182,141.00460381657388,D,134.97315396195506,-148.09940085204684,-61.519251037194444,1
Female,93.0181563221384,A,A,A,-136.72170704404022,-3.206496423695542,89.77732947713851,-118.69449957673778,B,-45.0535665854535,211.13693076450377,-1.094204901523293,0
F,90.49413152266936,E,C,E,12.775234391926734,100.75123480508981,-30.892403829718834,-80.3050912001031,A,51.640489968059896,137.59114464427827,-84.66106144382167,0
Other,30.888099342820276,C,B,E,139.80962249802639,-102.95187340703811,-67.61610119254222,71.46617314841654,D,7.586724773307643,112.95635333145906,104.84785025777794,0
Female,-3.4141204593367482,D,C,B,-69.88184545383214,25.544407545625305,-85.57203649169625,-71.07834497672035,E,103.45617489368459,-125.57688479690432,-53.328274627383166,1
Non-binary,-137.81227481137952,A,D,E,-70.43169360446863,43.61263519641078,-78.6678092978786,42.50261523636218,A,-6.805875834752523,68.99514890870438,-122.71861457810391,0
Other,-85.10125122546263,C,A,E,-172.5549677692993,102.69750852821409,-55.21494776156346,-48.389642139970945,C,53.2631006063829,-63.664853621365495,75.98490956798697,1
M,80.67204045334312,C,E,D,183.0612091279044,23.04013474446435,148.22562674171834,-79.03388746544164,E,-39.46439731754734,-36.92031453712611,183.00482750061315,0
Other,-34.621204038420935,C,E,C,114.65777570463773,-2.393202110188095,-109.9707936998138,-93.85263076186324,A,-55.60881382814782,-195.59361141028978,46.59790618980308,1
Male,54.90419558974057,C,B,A,-16.461093042970976,193.47875516882587,-29.312738421840113,-91.2854699728911,A,71.57087584997522,9.924262213861779,-107.80394190255424,0
Male,-49.16323456373311,A,A,D,-13.85803628836558,29.208259767132468,48.260399431255564,-78.42763354321065,C,140.39844542116845,123.87272200985753,18.14840464767152,1
Female,-25.150838434378066,B,E,C,156.80024995503857,175.47945185925863,86.60013434919847,225.0740633559185,E,26.580382098905943,61.1177778518911,-157.11531642009,1
Female,-183.64930302636924,A,D,E,206.52971544254203,48.149894045790674,125.92114404438708,-30.809131754019408,D,59.900346228862574,-19.968489786750006,87.72099307817349,0
F,-118.17167088897213,C,E,D,44.41706485969104,-114.75585182842502,118.92010340944017,-33.60123425958457,C,0.8830808371622676,-128.11350749722126,-215.89818042153922,1
M,49.40547173170519,A,B,A,-198.38850870003583,-116.54202745025471,125.2535109676125,108.77941055870413,C,-0.5835796616813759,141.86931921150006,118.07630618347984,0
M,-40.39560748657764,D,E,E,53.33520908458619,-223.67902190637983,-50.01371425942085,132.909202076504,A,31.17004149973187,85.92343485738391,-108.43328035912026,0
Other,1.0961068067507103,D,A,D,-68.10297164428052,-71.16219609807185,-69.69447889677937,-71.41125913312266,D,-114.28062132722903,75.49966996333599,-70.13644788268469,0
Other,10.541618019159461,B,C,D,138.72969008575075,73.24135089260022,49.85428603021453,39.83889700139659,E,0.5895801122471995,296.9131651947669,131.31292826666981,0
Female,-90.18766705307965,D,D,E,66.92778784513679,-151.64372306728004,-68.92130573382852,17.27213060514542,D,17.458694143757615,29.359593029067057,-279.07033487800817,1
M,-75.08039837234567,C,D,C,-77.20329596022778,60.406935460526675,-50.62231261715,-52.506230414541655,E,40.46265663481508,65.01533671743069,26.282613970985114,0
M,12.817256770808221,A,E,D,-61.795786476182826,10.618241617918146,-136.80875052823137,-144.8843941108469,E,127.27642293451713,-28.570042083500226,74.80280848494756,0
Male,-146.7990139299344,E,E,E,106.87563859725677,-44.30452017917974,-86.47615700820752,49.25551702539547,E,0.061535030025213544,54.240178558267196,-205.7139688044094,1
Male,53.47245614360248,A,A,E,25.46927880039947,65.26686905430826,-78.25330011978473,41.85741353008484,B,-135.0783355390791,78.62530986447528,79.72803614195686,0
Male,-137.48109886092666,B,D,D,7.987574676403909,37.978752781075066,46.47847684182332,148.27318437248934,E,8.191545278378149,12.492470283347727,80.89935934124568,1
Other,-170.20803023749787,C,A,A,-0.5843314298619903,-114.99880924898666,93.12199922366881,197.90269760618543,E,-174.298891373348,-49.70117335212496,50.91281673264068,1
M,78.7833812699879,B,B,E,-50.5891625441181,-29.11661011346181,75.00506579560255,68.8704424950748,E,35.79212176788974,13.65273057983065,-41.788285654247844,1
Other,53.84892408088658,E,B,B,146.09462495161586,-36.15008741916036,35.207570924132185,91.44701403035171,A,87.43081939415424,-148.1287435149482,33.30534948713685,1
M,48.19855281395255,D,B,B,-12.580237530417712,-27.76986418388046,34.46542307127197,-46.486975498425515,C,8.134497100750709,43.230509038310075,12.719893391274958,1
M,32.4037410220926,A,B,C,9.211917674160203,95.39664678866536,-20.80229284430461,-58.426166074388654,C,-8.876947308236481,-230.49270962357434,-84.18712896296259,1
M,-18.259066357407434,E,D,D,46.855776951026925,109.83528986050972,-154.47055817807825,-36.74248661501963,C,-79.77275757397972,145.45743483510333,22.803724606985053,1
M,45.69844992382542,E,E,D,-45.918924523297534,21.808244407418254,65.88339375858739,11.563972935660722,A,165.1707267922543,2.6427959559611067,-175.18783519936642,0
Non-binary,126.99921956758536,D,B,D,-104.19590838581614,48.79332437960549,-28.168150206118952,73.77489756176323,C,110.60020424081358,-169.6793755201976,143.41965657927653,1
Non-binary,81.87147183956954,A,E,E,182.73776286643965,91.27375885539296,54.95266120766785,-70.73927153139063,C,14.79318036052467,7.014050041162776,89.21187845305131,0
M,46.0328561580119,A,D,D,-115.71198905136946,-54.135466290083144,-99.50280949633495,32.074660937243614,A,-132.79434731577032,-69.59266388729942,-20.313540347091685,0
Non-binary,78.28282569403476,A,D,C,160.97519129389403,8.602986012519462,167.65920835104197,52.957010212440345,A,-29.899342360463947,-103.74218487521205,-152.97961796042037,1
M,-45.15036828268556,C,E,E,-53.01879160214995,-114.00528808861962,18.11954298225781,-148.07157853202446,B,-149.81375490536226,55.68437917230872,61.700872373925776,0
Male,56.288202962462506,B,C,E,-73.11185093142917,81.54487315741852,31.071494814705463,-208.62722735007523,E,-69.29512503850398,147.28595135841124,156.06921439093514,1
Male,-2.0883541668929144,E,E,B,-97.86273912324617,-20.24108542598184,-11.156510868497266,-43.7839070810387,E,25.84760811949308,83.91765758150682,-76.99908167893945,1
F,-11.390872692489875,B,A,A,-139.66153795079492,33.81232798174411,2.4398392592205673,-62.61729794512107,A,29.26054915321664,-70.58632194088003,158.68120167615746,1
Other,-9.266418063960753,A,D,A,-92.61039208490057,73.5704048899358,53.41245784177134,-105.34664583854172,D,-162.18246479520803,105.62810376731832,117.88605726742387,1
M,143.43738834042358,E,A,B,-49.65416990093084,-44.1024370863764,74.89747181784381,18.651482047010767,A,40.04400752482586,124.7323776622266,155.869963654311,1
Female,-9.246479959485702,B,E,A,64.31975333003625,-74.5982124590613,-61.406284983052174,-88.62981663718466,E,-86.67084936289797,29.204346764636657,-17.675609979458205,0
Other,-116.3508015587987,D,B,A,-8.053630500060446,-105.47753143414049,-166.1825724076661,178.13070186951347,A,-251.41294150935755,17.46173618089554,-45.78910459931356,1
F,-69.00771734116621,A,D,C,77.38908939758612,-87.25716831038257,-90.07998593588337,-8.869016039990283,E,86.14849249193352,-67.18570693499815,10.53933372896853,1
Other,98.88164107420198,C,E,E,69.02838276012385,-100.54339996300574,-56.120350473275906,-85.82127224321749,A,117.75640397930675,38.68330583125159,-55.378806816277425,1
Male,-24.167298378643512,D,B,E,8.539126369139934,-46.046845718899974,-35.53189018573689,219.37999754623058,E,83.13691633427123,-27.16810635551133,22.805940319378255,0
Other,30.149460074385537,B,A,D,81.67858943330279,32.01731001778551,-145.35778083345753,-140.60259754854764,C,24.207222415618467,-0.8276542066913228,57.53214294481354,0
Male,-2.2689987752753886,E,B,B,-122.57925974264099,58.538549978110325,-79.78770022058754,-7.544095381904222,C,25.35143607844983,-4.374965948648389,-129.323729002055,1
M,-88.44680486261676,E,B,C,-87.79652793614393,-186.7419793793591,-138.77802424418653,78.55341680561548,A,79.25995071957968,17.01228491987179,56.8823254981617,1
Male,5.948810535915648,E,E,B,-35.534952800325556,-179.95789071713867,-114.64863052653642,-127.20765545873209,C,-85.55262056067522,-5.257042345689341,33.57875152142359,0
Other,11.834547160195287,A,A,C,21.335987792066284,8.5269846017455,21.24560453348089,-15.488475699345845,C,136.750125094644,142.67002849624808,-95.91447396796727,1
Male,-77.31188079629902,E,A,C,-102.66025791459985,26.407816818938034,-52.69353766381969,111.34631965883469,C,36.923742006013335,102.95342024337857,-38.74009355464805,0
Non-binary,27.999617134048936,E,E,C,27.712000850691094,46.20852209234509,-155.76682973572812,-44.33613125642924,D,22.225851091714134,68.45392654505547,11.877705639782485,1
F,-21.647301626960363,E,B,B,-10.195847771005912,0.021414158164158693,-93.59853132636047,-41.58730467404821,A,-7.070370958888654,36.737868439942254,73.92419921754328,1
Non-binary,-132.87744266894555,A,A,B,-99.59272004211101,19.19759971116654,118.71628527383426,-49.0289780706163,A,103.75658714816751,80.66913057822961,-71.51602985275176,0
Non-binary,311.2404645143557,A,B,B,42.62077456225856,-79.95403174870152,-3.3055351766888514,113.55003665948253,D,33.766889774574146,-124.53263614130361,25.40731011148561,1
M,-128.6661335782502,C,C,C,-95.57100118875478,-50.3110533261307,19.60438968919107,81.15242951869594,A,141.50926085428745,-75.0270794043946,71.2899565017459,0
Female,121.53510091272493,A,A,E,-66.99029856672641,-147.8796604426992,-102.03222148425502,-82.76259376358304,A,65.77090966548333,-61.823076081634866,-146.46575635085216,1
Other,-32.305144632525064,D,A,B,192.38346806363668,-258.8827893478546,31.092554596772693,193.02487446669977,A,162.05943705237348,-11.50564511543266,-44.252239131909,1
Female,-128.19962436731373,D,A,A,140.14596638572593,42.4956148135629,53.44620357952004,116.73574000168159,A,120.07391579462885,-113.8687655971997,-28.39399682125982,0
Male,-242.0687072770655,C,A,C,-55.4641151572953,58.882885645282336,188.61055125528563,-4.323700592112892,A,78.90555960032711,53.482342922325834,-88.4579810419596,0
Non-binary,26.58884494611592,A,E,E,-53.917111223228076,88.86475389929521,36.31569334466143,-86.15013808608919,D,-119.96824899349414,-133.77181998178878,-57.824008761090404,0
Other,-77.6653692224243,C,D,A,-11.508035721888671,-33.28982518351334,76.77631920723881,128.71641007969603,B,-98.99445082443897,-71.14388934742315,-165.04026833335564,0
M,-60.21314622205832,C,A,A,-159.3535675369926,4.614213636517418,75.74966520819297,-83.32223480674715,B,-12.988560659558024,49.097537501847455,132.62484984156796,0
Male,-133.35944855917597,A,A,E,18.990393641756317,22.738210378228132,182.7360786602525,14.205865024232478,A,-6.327998372740722,49.89624516545712,35.698798309543974,1
M,154.8414375597116,C,E,E,174.8261558669643,-63.042803750850574,-69.0215166675318,48.42811815074394,D,134.25668023262008,11.767127348092796,20.066492667683757,1
Male,-143.5520827889601,D,D,D,4.0712172412599585,-84.05805345018985,64.90180538107454,-12.269726267703087,B,-74.6776498754946,-10.434680930962607,-46.5861099944307,1
Male,116.48014260399432,E,E,E,-278.1963295167809,58.45994419233978,93.14270045572937,57.67772259188945,B,-11.299999165723614,-38.154789770906,-2.198141941729219,0
Non-binary,-108.88720939792158,C,A,A,-117.34275228532354,-60.46837537720492,135.56327703343337,23.280856855041986,D,75.47329133317918,-64.30448915646217,95.0475781075105,0
Non-binary,-106.66502620874255,A,A,D,1.0771583904825328,194.47673774779045,46.40324607748871,-19.50389592511243,E,-50.52822060201216,15.746872110197382,-33.350418794139806,0
Male,-102.29924062202298,C,B,A,-59.54054120904409,140.77347537124538,112.75645110516916,201.82775587688005,C,-43.26009175218698,9.39920657104019,137.13342242997746,1
Non-binary,42.77140361134724,B,E,C,128.58408996068735,94.93537488187353,106.7006532448055,-29.541694755996573,B,208.75182200368053,18.332791024365765,-119.65790794808977,0
Non-binary,-58.330269746537276,E,B,E,33.30308337804813,135.09424999348894,66.33906423992777,149.12273980045575,D,-65.550866123636,-39.172284882911285,90.79460037355904,1
Female,-129.64333788421624,D,E,D,-131.47534995875802,52.09798636345771,-35.12501477470105,107.33999590471272,C,-37.13981869488435,48.48775795194173,27.958967712369404,0
Non-binary,119.30395968414784,E,D,B,-25.665155531711502,83.15299654736094,3.872990879182788,-29.951976268319275,C,-94.20672985657365,-243.3566242264044,-126.39244744552873,0
F,-75.78523584175397,E,C,A,-18.135517741102483,-52.91129036973589,-92.02013354677408,-82.12248395643734,E,156.42730574749376,-132.57293550231813,12.469761874424169,1
Non-binary,15.457633860094491,C,C,A,15.918070604903725,-156.163015383776,-36.1444028067254,-64.45238215065845,E,15.594639284146991,-64.56328327244132,-43.71854440204226,1
Female,-14.355354903996066,C,C,E,-33.671186415822476,87.92952246212762,91.84036479584054,-8.83680798895844,A,16.48594200586532,151.78742600336167,87.86694842355777,0
Non-binary,11.269242090933327,A,C,A,216.928404327147,-147.1501399506126,-120.04824646403543,-34.81613922075565,C,-34.131667575422654,-75.75135646794674,83.90256910738931,1
Non-binary,-23.39906194862103,C,B,B,-73.6766834178254,-182.0022987712645,146.2996754681954,112.85618682039042,C,144.63667036730402,225.8432018013263,13.963967555046727,0
Non-binary,-46.81646520988963,C,B,D,-91.5912760180366,-152.69899562629183,-152.44092599190742,-83.97459730845685,E,59.639636237984284,-56.745362350018766,20.081890270624967,1
Non-binary,-19.542498105513094,C,B,A,-58.80963341420937,-113.3661459350084,25.800517623482637,-83.47277333169885,A,37.555781515108784,40.14134611134745,101.86095492746949,1
Other,-142.2538970869246,D,C,C,-83.26068758660156,6.782676940731413,61.540029731646776,56.64651737439027,D,-145.35784767445122,14.238101699133141,-32.21767393657131,1
Other,-282.47130605455527,A,B,C,79.34967646141914,-67.190763991411,22.089562352612663,104.93340900968653,C,-45.11488444248889,137.11710123388877,-2.578558743086944,0
F,-30.038178838623914,D,B,D,-146.5286949836162,-132.83959729801177,39.552989942401666,-49.62930699115739,B,14.168723004385017,64.65106946966554,81.95823641592894,0
Other,18.968261984943027,C,A,B,-112.04967185517513,75.9292007860122,133.4225811885865,25.226256056955354,C,-33.38451751437665,-109.1377763263859,81.08689925805875,0
F,20.963897691755363,E,B,B,-100.7643631481925,23.626971839810082,19.00465383007405,-191.9692822933979,E,179.1114961744413,62.7177549247508,-223.00346910336128,0
Female,129.2213183127749,E,C,A,-52.42869362109794,-10.629111665940837,-78.63200035952805,0.045889405764680855,D,-152.3375810564032,180.55125653967914,-97.21758777732265,1
Non-binary,43.09698813569049,B,A,B,92.22057390444114,-166.59465074205005,18.835753649182312,-146.94034935712588,E,-150.96084826340797,92.82742654543813,72.60416135908014,0
Female,-71.21306768359615,E,A,C,-39.603977723320035,17.475581712400633,104.11350430699495,-201.0069836307997,E,47.82506174036334,-103.0060538013466,70.40652987333767,0
Non-binary,-163.6194017233505,A,B,B,51.72670753411257,13.271601940144212,-116.58146814084232,137.36325023214022,D,-53.79215584340968,-5.61384695326043,17.92611229164248,0
Non-binary,5.34588772042203,B,A,A,5.9197774872179965,-110.42815381237712,73.33939790130461,36.223069915576836,D,-177.17118350370907,-34.295446292556136,-81.7977122014334,1
Other,3.0867200638800987,D,C,C,40.3073740866627,61.57564652103272,-154.93041596090583,-17.074162753288,A,38.55521090481876,0.5426059792304767,-60.75764196231342,0
Non-binary,89.68168529644393,C,B,C,-118.82636086185943,-169.77246335997046,-99.16216552569949,-57.87746308705671,D,100.18440807133173,-46.674385137720876,4.47699465259346,0
Non-binary,-52.569683305931804,D,D,A,43.42644836094838,-18.384663066801416,-168.6405589421045,-99.45972297118436,A,275.24748875282506,64.12597152734396,-139.82686399258023,1
F,-158.77196209914104,D,E,C,18.565239838383444,130.40354861295904,13.854076505794804,-106.47800117510751,C,-146.652140296587,170.17835784265947,-160.2169622777988,1
Female,-22.154957117389714,B,C,D,149.57703359367025,-65.94659795280135,98.97192566714993,85.79833537116231,D,-15.958099872912829,-128.27779407524218,-98.62592036531497,0
Male,-179.07892374693824,B,B,D,-142.6790516769297,-52.850041923639225,34.426798703605385,-32.740377112675354,E,-130.29336695494428,-142.26647031571292,111.92442815045085,0
Other,13.061286473036986,D,C,E,-65.39593264297721,-56.14292012906237,9.965723752143038,-167.69567870259013,B,53.93885797845031,-65.21065693524612,-54.76970901585331,1
Non-binary,54.051012051462486,B,A,A,-106.3819237777988,-41.33932029237772,64.03031367404158,3.612214753817515,C,-75.82350603997578,-57.19058075351617,47.74072011660565,0
Male,6.118986041901375,C,E,B,94.18848027680266,-30.951756166218907,-380.8093588811826,-8.68327541622916,C,140.82185000524444,100.44787585177788,-148.64496910278024,0
Other,0.6375177537116299,B,E,A,-77.17135244627049,-88.77262472438613,-70.76297151417285,60.80852599876994,A,142.18141637818857,219.61994994457203,-113.5276641852677,1
F,89.55150733187767,B,E,A,-47.63994072728029,-28.362062519042386,-130.46742428947547,43.79343147529971,D,-161.9385266376968,56.7738856039042,-216.37386167390832,1
Non-binary,-11.191001905573593,A,E,C,-49.86293642347544,-19.84714077554672,40.62950271157414,-103.91007026778065,C,19.400232168531915,95.74487937455284,-42.23357056033359,0
Male,-15.298588975259594,E,D,A,20.29923633116033,124.90968886687139,17.240775886774642,-55.49771317113243,E,-13.835027125485974,12.828315004426491,13.158691994167476,1
Female,102.40748011904905,C,B,C,-88.40202624525679,-57.3530484270702,-9.244917982184333,44.95308033192056,A,60.28951734564281,-19.03277261401834,-80.6377012578721,1
Male,-69.76700925658587,E,D,A,-7.13007924538608,120.64031317151289,69.11601877246626,-72.91558021738543,E,80.78706476738623,1.009958960778114,-17.09255582779249,1
Non-binary,-142.38713410736113,E,B,B,260.16430900627375,33.430637841508116,153.25378944271472,27.136606964030342,B,78.83374789467048,165.78690871531026,-60.94812296914082,0
Non-binary,-49.01136510052183,D,D,B,175.59096956376942,-100.26715786589149,35.82638696333753,49.71720314122784,A,27.451991016371114,-41.456610890789214,33.431759203456245,0
Other,-97.98245686096811,A,E,E,-151.95850331231097,103.07725947389521,54.99001943221201,-29.097537804318524,E,-9.983920039503676,-113.1724714667871,69.83865249502588,0
F,-59.52640159264725,A,C,B,-112.47045793171782,-77.93623502849275,-44.664130050946284,188.54120699716404,D,54.918617466114085,51.195870565823896,91.12059768987083,1
M,29.373486407455037,B,A,D,17.742218624750354,-5.94797180084295,-3.9329947319511254,52.89894215873837,B,-90.94529136992551,13.427182342000451,185.48045979853123,1
Male,-14.64241359791291,D,C,C,-5.910223730562474,75.08654668091526,-113.88601240029128,113.06968447586819,A,-55.31136754528758,68.60314491588213,117.6833582815763,0
Non-binary,-19.76015580338938,B,D,A,69.61030678381852,64.79054243102658,66.51577882768109,-28.30974845732876,C,-30.626199787396935,307.8376773282797,-166.2681345946777,1
Female,100.70951522523315,D,B,C,16.91601722307761,-122.46759801220206,10.618433523289244,-61.49734205570141,E,-11.680420172448844,-76.7851192262106,-245.11038973721725,1
Other,87.95560411934574,A,C,E,-114.4475189075973,9.612040386483363,17.25243528159603,-43.308711014595524,A,42.63991762820014,-122.92074404557005,141.56508820702805,0
Male,52.00690307663991,D,B,E,-4.739632612754355,-123.12347703510942,84.34147052071805,117.18921616950728,C,-70.35230674747346,44.55352709148544,112.71932968878924,1
Female,-51.11276824804054,A,A,C,6.524684508393828,104.103035200045,-38.19354017858607,95.02840271947764,A,183.7133495543039,-108.28682811995624,-22.76182969624518,1
M,-16.3856113834015,D,D,D,-61.856585866031864,55.91831653041021,28.85805989429608,28.000211659676648,C,92.4522497866458,-57.64509335062763,-88.11953658633693,1
Non-binary,-17.764039628079043,C,E,C,53.45238633698669,-102.64785901660314,-165.5560701941636,182.80853819529872,E,-72.39320906335604,111.22424907814883,-58.42011727705394,0
F,-45.03249135640101,B,A,C,-98.27701951339822,-155.73834942182717,203.36567181490278,46.418038676352985,A,249.73911261325873,-20.57747426167509,-185.40508397322984,0
M,-55.126093895961695,C,B,C,-5.366104320938857,-28.741751079298133,-27.324077975964656,-26.677634684846463,E,117.83941990612857,130.80820046888587,-69.8741037998297,1
Other,-61.23797923722811,D,E,C,162.3371558027043,120.20931083141807,136.1592445195256,74.67361645293579,A,-153.81310072633062,7.443940495243395,3.178387821255302,0
Non-binary,-190.1689578964339,A,C,C,-86.34738220613696,-43.33074308479601,-163.90685836180873,-95.92079578097756,D,9.361132661577809,-218.26705146716182,39.81904098136537,0
F,-119.48833345681513,B,D,B,-93.97351840447645,-45.421267179119475,-34.292246377321945,-186.8151564745391,E,-115.99875052721968,-95.15304402605437,-69.99765858088378,1
Female,22.981186401423663,B,E,E,138.16652448155938,-107.66635758546028,-185.4983366372424,-80.00568407933707,A,-82.08024756134904,2.251311530960708,76.39471714626026,1
Female,50.14352152200088,A,A,D,-160.76323287845486,220.77924078046146,-148.7833906919671,-133.15262599623455,A,-34.471724110404544,-88.77010253881254,-205.99424657676343,0
M,137.20790511623156,B,B,A,36.016241722659984,-81.28605483487773,139.83277061535034,-6.8642039304561795,A,53.37882600310827,-41.38652031953981,-18.58632233527924,1
Other,9.865950796780439,A,E,D,94.47389892399792,-11.17423479885736,-7.960785742561175,-49.91853898070334,D,-169.5060387865241,58.77978132160514,-174.76948957594374,1
M,17.297677789413004,C,B,E,-173.29301968517342,89.22717492863269,-36.29017977667572,6.1512347341185345,C,44.634153136491435,60.89593070063457,-47.0752156691601,1
Non-binary,73.19704593629076,A,D,E,-15.236907435080466,49.41735878773224,-8.638422165666011,78.33309842049097,B,-161.0006240123238,-75.9509250117104,75.24459578322227,1
Other,47.12482974611872,B,B,E,41.65135018561211,172.3487281651259,42.729988240400836,-51.10566143011904,D,-216.26210897802198,115.27394470614887,125.56965567166154,0
F,-6.442931677818605,D,D,A,-35.30561480516326,153.5218062061928,-58.21571806992702,-163.28120147005757,A,7.66115116346263,-84.22193459357617,-126.854864641458,1
M,-75.47692012284418,C,E,C,-262.43007747439464,28.546985260827718,-18.86356702108119,-70.79666504874685,D,-75.82796575274257,-10.735178142955,-29.659524962250238,0
M,-59.42048071910805,D,E,D,-10.348042801057508,83.76608789345828,-149.60697803285487,-110.69453079361952,C,52.725400037749694,-111.89135627505631,-53.1320293829161,1
Female,-76.65171141197187,B,A,C,3.720044304221242,-80.88625021696602,-93.503477322603,-304.31549519427796,C,33.214444958923636,-110.06206705003005,-138.09744842061758,0
Female,164.19724887022647,A,A,A,10.981716330686272,-121.10854682230045,24.37341756746374,11.564671219592576,D,-69.50029124712547,144.96456567737386,-8.738625506441965,1
Male,-24.342562863412052,A,B,B,27.553235290537287,-3.1175773206469115,153.65502100834476,4.5443858166327455,D,-93.42063618322251,-125.88145324856332,173.4876107715362,0
F,48.13339658623498,D,C,D,-79.2589305885569,141.03525164972575,126.36381491547807,-135.70686850232977,E,20.543951610604307,-25.160799880899244,-53.24064151508286,1
Other,-179.35335344480364,E,C,A,-21.61775005341532,47.804632676594814,-45.37192734945149,-83.26451230394906,B,2.2417693186400816,-105.6853545370272,193.65096376563122,1
Non-binary,31.175879962914856,E,E,A,57.552326995139694,145.61106489102735,-113.10700834925692,-115.57124514001005,D,-33.86741637724682,139.89421813888995,-77.11167026221425,1
Female,173.21859130428422,C,E,D,-105.05210021283415,-106.56746405708344,77.41478869232259,-62.245431855161215,D,-7.25642849788199,-21.165497999795623,-97.2761700285979,0
Female,43.96945190757186,D,B,E,-0.2350098796234507,12.770107815948123,52.876276588612924,18.936300538018518,C,-3.150283979297635,11.466710337055847,-44.80639759864191,1
Female,86.78361277708582,D,C,A,-95.50581028017127,-163.55103222311976,113.17085951528543,-124.2748797368219,C,166.20868180781008,75.57560671686181,210.68874363817253,1
