AgeGroup,civil_status,faith,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
18-25,Divorced,Muslim,No,-37.255273811131126,108.30344055556718,A,C,115.88101825123593,E,168.7725366668727,-92.32260697345835,135.9286149692149,22.393573227062173,E,E,-30.714741815947406,A,-100.44362821000932,0
36-50,Single,Buddhist,Both,-108.22859421947288,164.34350914879684,E,C,17.460988162231196,A,-203.41058537349852,-155.87585669055179,56.77532009500021,131.37762501329507,E,B,-93.26236649217138,C,-27.701925097088104,0
51-65,Divorced,None,None,186.13033475110922,50.04078127675559,E,C,-286.58745604414514,C,16.44919741665109,-15.961657481299612,-85.2660000700833,-152.21921643486823,B,D,30.525636746947704,A,85.93761038842283,0
36-50,Single,Hindu,Mental,-186.20936513962218,80.10326493352099,C,A,9.201999990376732,A,54.13543126676434,-18.65780901964297,-239.98693763294546,-82.70660959663849,D,A,-7.572451996901244,B,88.68503453656108,1
36-50,Married,Buddhist,Physical,80.9648597731764,-4.7211452196842325,D,D,-156.79646716939865,D,82.67719602111316,-3.4135341990361665,-35.92841809959522,160.2547075571014,C,C,256.8511412404628,A,103.53115292916407,1
51-65,Divorced,Christian,None,-36.32432204612603,-158.74046847247646,D,A,-50.27666806193268,E,-96.21426348085387,-73.31467353427732,134.51650739317296,-136.88035083904003,B,D,-170.24370101802705,E,-127.49311885063605,0
51-65,Married,Buddhist,Yes,13.090549251414139,-85.8212639750529,B,E,53.42448260748813,D,98.51384120790422,76.32599629213748,-118.0831168917813,-104.3420535865203,A,D,-31.11188303598015,E,-71.80248791706802,0
51-65,Single,Muslim,Yes,-24.122979457718642,54.56263983109933,C,E,-51.01766700292014,C,-76.03569361426119,38.33629348914463,172.71333903368506,76.07485561771696,D,C,118.03943641680313,D,53.908264419797746,1
36-50,Divorced,Jewish,No,-226.18798576320907,22.399342358012216,D,C,-130.1036626049132,D,60.6514278729396,30.92764529591258,-31.148855798810537,-29.26183005067488,E,A,-36.4347167140534,C,63.047580806163396,0
51-65,Married,Buddhist,No,-97.45023979085649,-103.69073129230306,E,A,25.83764689166476,C,78.5917473349555,-54.69842800592348,62.00720594142501,47.90233729948801,D,C,-109.72333067880338,D,85.81075703943335,0
51-65,Widowed,Hindu,No,-92.4395720411283,-68.13105873581307,A,A,186.2755128376202,D,81.55360974914886,30.211104053380662,5.855883500700239,54.21607936715487,B,A,-78.71659309702875,E,165.30581412284033,0
65+,Divorced,Christian,Both,-0.11269502219575704,-7.041838660180597,E,B,88.4082184838706,E,99.06234129356699,5.97546156714768,70.75139098980196,54.569374419922745,A,E,13.54753416652224,B,-69.26168797344981,1
65+,Single,Muslim,None,92.57012774625662,-113.97308472691263,D,A,12.377916990807398,A,-20.42430948536253,127.61407180207418,61.66103213994767,33.91431277448662,B,C,55.57299909897219,E,-95.0173946443131,0
51-65,Divorced,None,Yes,114.59883103936008,6.856322537869197,A,B,104.74387034419775,A,-15.9680837118096,80.99665182574364,80.08570714243959,48.96035739711658,B,B,-74.33723996052845,A,-106.05206443605921,0
26-35,Widowed,Muslim,Mental,65.79244027510907,-33.79872287222614,E,B,46.76830049913149,D,-36.50920745011411,-38.56520488786631,183.66893446729665,-200.93390400648002,B,D,308.388871369078,C,135.13659777400014,0
36-50,Married,Muslim,Both,-98.16293446084961,110.28155085724507,E,B,-106.37764501832065,D,-127.34652573997836,-21.28494256012311,8.138604237721028,94.41141021338673,A,E,50.034375642253494,A,141.8260125910277,0
18-25,Married,Christian,Yes,-54.55265365091928,127.02210126558076,A,E,36.46634429690924,C,-180.6259271583035,109.95026100742898,193.72084415180626,62.394918767568605,A,A,-73.53801757993845,E,-54.26861697355603,0
18-25,Single,Christian,No,-139.80472358158232,-128.4706133791616,E,E,-292.5328159655946,D,132.2612391616112,103.5097125726298,83.94784504559841,-10.990092308351924,C,B,-93.0918823153169,D,-67.9755244057781,0
65+,Widowed,Hindu,Physical,-66.42400230880418,218.4378994465581,B,E,61.9469837370149,E,275.3087070172535,2.4828782472827458,76.69820530446462,-5.97173025628228,E,E,-137.42529060021488,B,-123.73394530571551,0
18-25,Widowed,Hindu,Physical,37.56829805973286,2.104054289219393,D,A,70.16363861100817,D,-26.811992668067177,-1.4117196691330256,-154.51195208631856,-24.00514155630132,C,C,-14.578169379949454,B,-62.71462021383505,0
65+,Single,Muslim,Both,-117.17679853341332,60.4814718810901,C,B,114.16698621359498,B,12.799247459389276,-17.194497509053626,20.29742079595551,36.063071631210875,B,A,-5.96971997159938,B,22.07817855450844,1
51-65,Widowed,Other,No,-74.51872845312614,-30.507109448901666,B,C,-63.86569195838757,E,-190.44936599213975,-44.67491353159019,51.08140587449272,-134.93087144762399,D,B,-34.19593181678388,A,-107.17219766110568,1
51-65,Married,Christian,Both,-58.545289342091166,132.07840891433432,A,A,-108.52066211862792,C,116.13452538355038,72.01722678340622,-94.32259483544834,27.79040434704675,B,A,-26.64408664053673,A,-117.08319597664428,0
26-35,Married,Buddhist,Both,-95.4486431681132,17.58462641116424,D,C,-25.61070609127048,A,257.61833698948357,-59.69019004987142,-106.86098352150913,183.7973872564188,D,A,-50.13905318609789,A,-66.69769018625824,0
36-50,Divorced,Jewish,Yes,109.65322226507021,79.5309200918769,C,D,-206.93005798640468,B,112.41669268256489,98.17712971603142,50.17227376358229,13.404391768668422,A,A,110.63596204926844,E,-77.47695705670286,1
65+,Married,Christian,None,-25.68611767824703,20.296660451158967,E,A,195.68539840997425,B,80.96104766845404,23.040303622141973,152.7705309310426,36.897615696300385,A,E,-143.09001156095954,E,77.90860286219996,0
65+,Married,Muslim,Yes,27.335196745136276,57.097171075758055,C,C,-113.02627348020486,C,-163.32012928274446,73.88115445861386,48.88030552670147,-58.61841029486613,D,B,59.37360821685132,D,-46.27097038053788,0
65+,Single,Christian,Both,3.921825730401738,123.37646517722729,C,A,41.46482936848424,E,104.43377454332993,-33.69938659378341,106.97555944859974,-13.886366420131878,B,A,69.28793736825475,A,-86.51227946498291,1
51-65,Married,Hindu,Both,45.168347273985816,74.77603924049374,D,E,-12.910062541242457,C,181.36625905141233,-12.195038272329903,-26.498868102220914,-138.5431513480638,D,B,-106.88653940891004,C,21.108615889110947,0
51-65,Divorced,Other,None,-11.414479838000757,-113.20682772146853,A,A,157.81632779481342,C,34.48887267655754,-94.58050879627588,-123.40044982426568,5.321273686088561,D,D,29.88644093526642,C,96.72470703052895,0
26-35,Divorced,Jewish,No,-72.10469263486789,48.741295113167894,E,C,67.65076459163923,A,-107.23781385013935,-158.24763989179633,-78.35763955057887,61.207678360059745,B,C,196.45488133079402,B,33.151566621959965,0
18-25,Widowed,None,Yes,53.47265825211802,74.10123469513927,B,A,182.72280491326583,E,56.68596938448953,-125.63227035287356,31.661918394831634,-9.85025110244121,E,E,-25.393641176161214,A,-47.29019405393133,0
26-35,Single,Buddhist,No,-145.79145739332708,51.821881792339575,D,D,186.4388976381252,B,-70.42335016113135,-49.93616500727811,-13.923665817676536,-4.826944171525179,A,B,-166.21586686861113,C,105.39167983624355,0
36-50,Single,Muslim,Yes,-50.08405877700179,-150.00513264490203,C,D,-120.97387281967113,A,81.11266419503956,83.29264570265055,37.47226125583745,213.4137480055944,E,C,-31.994769550999454,B,-58.470708822295336,1
18-25,Single,Buddhist,None,4.864372466722833,-122.10106469918527,C,A,-72.74983698082758,C,-39.99106639475996,-52.04825295356187,80.61811372290936,79.80466222198214,E,A,37.89521926158972,E,119.31473508090833,1
65+,Single,Muslim,Mental,-38.902191325100645,-96.93479044134688,A,D,-44.82824875231121,B,-133.73156502906212,-12.807224911413584,-85.0750800956838,176.86959100132037,C,C,161.34024709949279,B,-42.026582671076625,1
65+,Divorced,Hindu,Both,-36.474385569292174,-52.83377867054564,C,E,-220.30140190935873,D,78.51780224666062,-93.99230544896669,-60.832408671351565,-83.56559928503884,C,A,-74.49170413918802,C,37.189899023248095,1
18-25,Divorced,Other,Both,155.76636712766364,-165.56646336809624,C,D,65.73065146408314,A,155.7249423948841,-52.621659858194846,80.62016542484243,12.262245068231177,D,B,72.82060358222702,A,-115.6846273847131,1
18-25,Widowed,Hindu,Mental,25.06038456018481,85.47694216646799,E,D,108.49440524931285,B,13.943785517027427,50.3518872769053,-23.2595744063026,-140.57037497853915,B,A,54.328571819376734,D,5.651940585934306,1
51-65,Married,Christian,Both,16.92677812972077,-74.61294882906543,B,D,30.54517121664754,B,88.40244350998057,-72.02742813361873,7.804342775330913,-175.60063455283694,A,B,52.63041470786069,D,34.783966624254234,1
65+,Widowed,Muslim,None,-59.61727158857721,-2.4419103304701673,C,B,31.50934846166176,C,78.56379912460251,-9.628995003659465,23.557303014492838,218.88659198221768,E,E,-95.49055681383089,D,229.5068848046551,1
36-50,Divorced,Buddhist,Both,-277.58540123120775,-147.94259004073726,C,E,-46.358584881881775,A,52.85923261361223,-4.8678525746148535,-68.1570102333387,-13.297784226002904,E,E,119.69428340121821,B,-5.957200365689247,0
36-50,Divorced,Hindu,No,107.36281332782028,16.630862865123387,C,A,28.168714276434454,A,41.132551050622155,-157.25088716272904,-73.39076065600116,122.40157392670557,D,A,71.71310109114474,A,-195.54915486332328,0
36-50,Married,Muslim,Physical,71.06644755815105,132.0987822846854,B,C,-19.83563663395056,B,-203.13838319176529,-116.61070388245425,-86.81742975924526,2.3128815949184474,B,E,-18.472549086627406,E,-114.03590679838054,1
65+,Single,Hindu,Mental,-21.46641320920937,100.54749999647991,D,D,-39.919573729337024,D,122.3864788700452,-4.845288012986237,-219.77705569033557,46.758029146439355,A,D,148.8778489381748,B,13.964473790902373,1
51-65,Widowed,Christian,Physical,-94.21785782370365,-11.586492459125559,C,C,177.12537014522988,C,42.819629698389846,92.39065204306804,129.17559748726836,32.185533282043494,A,B,92.32546166266589,C,157.18163316433956,1
26-35,Single,Buddhist,Physical,37.645045693442,-65.63433392433733,A,B,-70.81477285090556,B,13.009798467372832,111.82601120304419,37.11647928324285,186.03756995557018,B,E,-0.21055885256519447,D,-54.62019125121215,1
26-35,Single,Buddhist,Physical,-38.14116394417066,54.0395401932161,D,D,44.16781333811997,C,38.21668131522357,-67.47287536221592,-105.41948752055066,14.05295764899474,B,D,-48.355073755001925,C,55.87203990015362,1
18-25,Married,Christian,Mental,20.641454712114168,-80.59851643802769,B,E,77.1975994611223,A,-71.95655104186302,-3.5199262298441774,-25.962509776607718,-29.97336676491163,C,A,-64.04376179768686,B,-120.51515226549373,0
36-50,Widowed,Hindu,Yes,-57.015040774719324,-12.21338979254861,E,C,20.561226515242723,B,55.26172121157998,49.11112709560325,82.17490600602724,212.45682732303678,C,D,-167.0435190366455,D,110.00240571069295,0
36-50,Single,Muslim,Yes,100.65871911225051,-75.4980089078826,B,B,171.21377918202995,C,50.66620807707005,-45.364375361864106,-308.9606612992808,-114.62457794742451,B,A,-121.50564824661035,C,-40.264561914361536,1
51-65,Married,Buddhist,Physical,-26.476671135279204,1.4492858221148388,A,B,129.8994147893489,C,-39.592722705013315,-82.41156661738445,-103.03701241424434,139.88813913520326,E,A,-44.55678132077631,C,33.31126239842267,1
51-65,Widowed,Jewish,Yes,25.86617292943849,81.35970366493197,E,E,-47.21435342809205,B,10.919472582494064,95.66368655614994,-8.159253658639672,-58.53636394518201,D,A,-62.331568377427196,A,-39.086788649525516,0
51-65,Single,None,No,-21.739061837069627,118.23458409843042,E,B,65.66303972350705,C,-57.58480424600783,-76.57652464010413,-22.260824227320672,37.90111398450769,A,B,-68.53461082809977,D,-138.79633190415822,1
51-65,Single,Muslim,Mental,60.34544180462127,-176.61154138432778,D,B,-162.5590257662323,B,29.53984491204344,134.7440825091766,-25.081359244425965,-52.28957752978912,C,E,-63.80704594061457,D,129.99810288155876,1
18-25,Married,Jewish,Physical,129.52725825729834,140.298522778944,B,B,7.6624693462685824,E,-56.47060758722786,15.535522137198166,11.613472801458741,-7.657749244700415,D,C,99.33715820691586,A,-38.414196406560876,0
51-65,Divorced,None,Mental,-135.11680642236004,-72.80691997338019,B,A,-12.370201917947881,C,-90.07652346754018,34.50192809098956,113.70427318437703,-10.798978404636497,A,C,188.7875022675185,D,68.78800738209348,0
18-25,Married,Other,Mental,-79.62685856427306,-31.834845035722648,E,D,-88.95054348320686,C,-54.99785399627171,49.53635332610154,-1.0962970182169574,222.2465823973331,D,D,-18.247867871405433,C,0.443185113359044,0
51-65,Widowed,Hindu,Physical,-77.99219481391073,62.8564338401562,E,A,-52.79973714117294,E,240.71675494982304,-78.578508395373,6.958357661773269,-50.5567779360566,C,D,-31.77973811300181,B,95.13245387646067,1
51-65,Divorced,Other,Both,119.37124695413637,63.02830698557843,E,D,-103.15356857819975,C,65.65611796181351,100.11040411370192,-259.00027643996617,37.1273475730999,B,B,-98.89585831235202,C,-200.70916551650603,0
26-35,Divorced,Other,Both,139.78253801385588,-10.38842176051786,D,A,53.2392831510116,B,-78.62473573749946,184.87428144370577,45.00478433480662,-5.285954953765773,E,B,-71.54146033697792,D,10.583947544881646,1
26-35,Single,None,Physical,123.23154621761678,38.84080184591298,A,B,-28.81474077689534,A,-101.93996402482723,19.186690045581003,11.252744525785584,101.98642467697209,B,A,-107.71326977263416,C,-108.10942933948604,0
26-35,Married,Christian,Both,88.41670279756113,-143.87176195158975,B,D,-28.784704950296653,C,-124.31314474994734,-130.3466965533406,117.67093392291052,63.8774198073915,D,B,-102.81040260136109,E,64.99646529545477,1
65+,Widowed,None,No,-154.04394638100547,-26.277429482885857,D,D,124.4742918774404,A,-27.42630471702676,252.99586156354033,-6.682464506976984,-38.300033216744225,E,A,95.96382010043877,A,40.817927749301994,1
36-50,Widowed,Muslim,Yes,-45.612065704945735,-85.4241520092373,A,B,-65.29261856531659,B,159.09363352203016,82.17733405379754,41.44413006449886,-37.7986064180417,C,C,-42.08787801869266,C,-65.02677787770091,1
26-35,Widowed,None,No,-79.9659484710894,101.06507969407255,C,E,-46.01039971936027,B,108.17904700662888,163.96995353854703,-76.57585959882893,182.338338307998,A,E,36.124907297053895,A,-86.93710021161614,1
26-35,Divorced,Other,Both,-94.9462351242124,-145.50845677187715,B,C,-55.27392708451995,B,-165.94245554201672,-183.70235565195782,-31.868968468988363,-28.341003392259324,B,C,-39.6701111212359,A,50.18016592633903,1
18-25,Widowed,Other,Yes,4.0624905140849075,146.04566142696925,E,A,-40.10081718716796,D,47.26749844305681,123.37887627134975,121.45664320011085,-236.4575530269385,B,B,-177.43488151209576,C,-26.326228500030957,0
18-25,Divorced,Muslim,Both,115.21919886431276,8.796132111642667,C,D,-52.95878188663394,A,-97.959428044479,20.608591776246968,-89.45107104953598,-105.43990616214202,D,D,-100.77462870602545,A,207.12692532108505,0
51-65,Married,None,Both,41.660036919833324,42.47447339930257,B,A,-30.55923489696123,A,86.1450171793402,118.82115499268566,-39.79328977413373,103.56700987447442,D,A,-44.55685481747967,E,19.407701547136202,1
26-35,Single,Christian,Both,113.60498827748044,-161.99982821141614,E,B,81.64843668691618,D,67.53322013481763,70.27281262809323,-74.20415928708468,28.50860237513685,B,D,-57.50662037394034,E,85.2548223235972,1
65+,Divorced,Buddhist,Mental,-50.425413830304244,-77.47176478464966,B,B,27.90978564995765,D,21.740108270087358,43.06067933908393,-4.109112183369563,73.74594930227907,D,D,147.37742635953012,E,172.72423716361118,1
26-35,Divorced,Christian,None,66.97162649671726,127.37970699669829,E,D,-89.31652451850644,A,92.57750725417907,-51.81181231561808,36.763661627564346,-39.65888722045449,B,B,-97.92634423715064,B,84.4121437689715,0
26-35,Married,Hindu,No,118.17370933989982,128.21042810444328,A,D,50.09840589436237,A,74.5364209503366,-50.02107594430109,-128.24121275501975,-58.62705718441008,C,E,94.07236373576148,B,-109.27806266723665,0
36-50,Single,None,None,115.88327613410878,-61.68352242319184,E,B,108.48572884409187,C,90.77733049081809,-8.018665110403905,-111.98024006451597,-98.21185792262776,D,A,-40.162822691357746,B,-11.300711914468033,0
26-35,Widowed,Buddhist,Yes,85.95458116782518,96.47076664951261,B,C,103.3291438134488,E,-137.08479418091838,31.215687778722828,-2.590217780151519,30.555123009029728,D,E,25.80944603659221,C,-56.415389620434674,1
18-25,Widowed,None,Yes,136.87539336814763,194.62505552788005,D,C,-181.72474245028553,C,-31.024775568852554,157.57797486440737,182.0649985260227,-126.25838219858827,E,C,-118.31664238148865,C,-9.693894784960849,0
18-25,Married,None,No,-115.6856912822469,39.193970836985756,E,C,-29.75689732042949,C,-95.33954397475046,-30.37364791413544,1.2337142124973766,52.74592605176267,D,C,-77.19661303905664,E,17.44469307093382,0
26-35,Single,Jewish,None,54.228815304767316,32.19710380891753,C,E,-1.0112536189876864,A,61.869258230374705,-2.1419277826524885,117.63729189743964,7.05728286828054,B,C,-46.68690118396633,B,-92.01358691013887,1
26-35,Divorced,Muslim,No,-189.41733483236476,-124.41500873100928,E,D,160.96817707022774,D,30.000934138965185,-126.03819683053375,-2.586267005815494,14.364968859219355,A,C,161.15826707311504,C,82.95480225012646,0
51-65,Single,Christian,No,17.236138501923044,-39.904152127616435,E,E,65.9496207272429,E,57.64054781310482,-38.35274341022809,25.290348150107516,-81.86065115920341,B,C,104.26409940673369,C,46.6048131370125,0
18-25,Married,Other,Physical,123.05878764229787,62.91340271381253,B,C,-200.35498504575747,E,77.10521816318806,81.1932920397976,-102.66381172126702,-55.77548076384259,A,B,-122.3542581647317,A,-58.02117313191897,0
36-50,Divorced,Hindu,None,33.7479931927731,-139.6038515431194,D,A,-45.196006717967805,D,-78.31492297943255,18.718656428986332,27.88985153787903,52.88646216757442,C,A,-85.90049355097737,D,58.88882991693326,1
18-25,Married,None,Both,65.5554893362902,-157.61252488022944,C,D,-202.54775849849102,C,95.36704240113998,-66.81974269283316,-44.56679346566385,-23.4876515966042,C,E,146.14441159145238,A,30.404517043607065,1
51-65,Single,None,No,87.6522655529975,-132.70126861294662,D,C,-165.49983577778718,C,-75.20302816129265,178.52449654179378,56.49884084342685,169.88609146882953,D,A,-60.27271733522065,C,-97.27156884531134,0
18-25,Married,Muslim,Yes,-54.0864068169782,-7.37354871573504,D,D,133.5665735163041,E,-131.17614961306515,64.80902970474487,-53.78504257153144,-25.54388388212064,C,B,-125.40361419394297,B,123.30007373221021,0
26-35,Single,None,Both,-48.19725448464955,36.81666610752847,A,E,-2.6580281941383324,B,63.45365575565408,-97.16622989756347,-24.279391478294382,113.88377058049741,A,D,69.53286203224445,D,-103.46718165876621,1
36-50,Married,Jewish,No,-205.5594917524636,-6.804107907385931,C,E,-16.442904680027635,E,149.37928140965596,175.81487595662446,-16.72327520762534,-78.46036294069027,C,E,128.14720536981113,E,-22.36553638201727,0
26-35,Married,Jewish,Mental,-4.809813248964067,34.85447266319487,A,A,47.5603279130684,B,10.263171726685664,-65.7964309453342,-36.377862228153994,-181.3651908992372,A,B,-42.80118428930011,D,50.94145936604342,0
51-65,Single,Muslim,Both,-158.1304676587777,-132.01021214955847,D,C,-94.02246795754749,A,32.005139959343346,-65.39708743402474,5.193880148892782,-210.3393548613989,E,C,-34.02274164644864,A,-180.27621428182147,0
36-50,Divorced,Other,Yes,24.754493602699636,-40.792744532757375,C,C,-23.269792003271476,D,106.33262531683665,74.89362302329408,250.92724835522037,-7.985221151047728,B,D,-38.06329289212751,C,1.2594149084202713,0
26-35,Divorced,Christian,No,43.688704562745635,-143.8564572510009,E,B,-19.999283852825204,A,-8.34211787312016,-5.967447213799263,12.707833389918038,10.904475903210907,A,D,81.29721795723619,E,48.25334649688337,1
18-25,Married,Christian,Both,-95.92565630650262,-61.082360498141185,D,E,12.934346413163222,D,-101.78558668480801,-92.05717713351032,196.3128266851095,23.647338129256255,E,A,-79.68628588382683,B,44.70406273927293,1
51-65,Single,Muslim,Mental,168.23826172811408,-71.07241256556047,B,A,-43.04884089215056,E,-84.66836872746897,-1.8415210458184932,-158.57098496360499,128.2441130931751,C,E,34.46810662390487,D,-0.9955535943051295,0
26-35,Single,Hindu,Yes,66.65803738259766,43.77743130803139,D,E,193.28967214455662,D,119.90584111900522,68.95254427635015,17.072789678791306,-234.89572716557566,D,A,-18.770793476790658,B,-39.42045599849767,1
36-50,Widowed,Christian,Mental,137.633320922036,-57.01192138564552,A,B,-45.70457052981471,C,29.26203542651566,-8.891830183969915,4.12054485527921,22.492460905946153,C,C,-23.512552958420283,E,-159.79845041633646,1
18-25,Married,Other,None,-112.81123748063844,-143.5101352579767,E,B,77.96153726666611,E,-60.81155474045224,171.0076208668589,226.7135457148028,60.50196794229629,B,C,37.69285429005827,A,-32.77653781325734,0
51-65,Divorced,Jewish,Both,-54.148612203175595,-35.67800996613181,B,A,49.899699121035034,D,-22.80316162454916,78.77947186473428,-124.81906903867245,-167.11293590473463,A,A,43.11124372836156,D,-23.645942985347094,1
26-35,Widowed,Christian,Both,2.6492204956032834,96.35290516643047,B,C,-2.9791015482650565,D,-160.92313117113525,86.45179657374199,-36.81053986574438,-4.520732799840632,A,E,-9.562511142292273,E,69.65646389218814,0
51-65,Single,Other,Physical,-40.11836150527361,-19.066993058253253,D,C,-132.00498093829574,D,-3.995469080162585,38.185224970140546,-53.40066335468692,96.89091010769808,E,A,-0.8221820462328807,E,44.736622734857384,1
51-65,Widowed,Jewish,None,27.703876890148223,35.89230346991691,E,D,-2.4065233704647806,A,81.47108224982316,-4.373862551359676,127.21299714004901,-85.19543650916268,C,B,12.684145420352822,E,-38.153838656973065,0
65+,Divorced,Hindu,None,-111.6940606343958,27.83555754057483,D,D,-7.597752689906509,B,-103.77890998109487,-4.949091028346277,-235.268588623428,-67.73697230177214,C,A,184.59709369865254,D,36.72659252680108,1
65+,Single,Buddhist,Physical,-152.40779821967087,-39.50408351357196,D,E,72.02676521342362,A,12.871117514694447,-124.69170874895316,174.4746687400954,-289.0614679684046,C,D,26.556719884705842,D,-77.9034777749223,1
26-35,Widowed,Jewish,Mental,-60.93485654506766,-168.03021798972043,B,D,139.170754579439,A,-134.95561282307952,-13.724887342131654,77.95283683262622,-0.567044024521489,D,B,-51.923698320500854,D,60.299358764624714,1
26-35,Divorced,Muslim,Physical,65.68346095495208,46.53484344825771,D,D,-31.749907853430372,A,187.35263389232054,60.25830783522307,27.361974269501875,-36.99477062861046,E,A,19.361119579231207,A,-94.60489981971881,1
51-65,Widowed,None,Yes,1.6612293190417207,138.40023366413675,D,A,-101.93279901862502,C,-9.45483031824608,101.48620886579813,-31.770627633457295,186.156263820582,B,D,96.00316341219033,C,49.155198758091075,0
26-35,Single,Buddhist,Physical,286.57736709650965,30.238735933461136,D,A,-202.6112693735341,C,-223.43291229567987,-136.01509022838064,90.47482850432336,79.87240935077398,B,D,183.4333033244499,E,-96.0457829912135,1
18-25,Widowed,Christian,Both,-147.02604118063613,69.2448292288783,B,C,113.25944616926422,D,-23.58533080848233,65.91564462816983,128.47516695693534,-60.070342939930924,A,C,0.04074579024123801,B,99.95086448154025,1
36-50,Single,Jewish,No,-107.43843222559228,-62.46349517125248,E,D,-131.59620088723884,A,-159.7919440396706,79.95914413804763,14.97594184915621,-53.03014633724189,B,B,1.819182461268946,C,-24.400559188584037,1
36-50,Widowed,Hindu,Physical,103.53586870976983,-158.81872170266809,A,B,13.245920594093763,D,10.281318970283621,-16.619313944157177,-74.39299966051283,-5.721175506236384,E,E,-15.66828789374406,B,-53.049338007474375,0
65+,Widowed,Other,None,7.065232650937517,-55.24499303958418,E,E,-10.803278233431236,B,-5.069951112629886,-96.34588193532123,262.6249281841635,-83.71182861221097,B,A,26.974794885584902,E,-32.20871684365621,1
51-65,Divorced,Other,Physical,-68.28226198221557,43.690192653870824,B,D,-175.5142835592317,B,56.029331346729826,6.682319697205788,150.64216435526689,-13.558840943522396,D,E,137.56149892685002,B,-20.492263166074736,1
65+,Married,Muslim,No,101.29852867385938,6.544917590566465,D,A,29.36845496905121,E,-55.82809871906201,87.46434300704962,-69.1778619643325,127.03146678316494,E,D,19.202451402354328,E,20.110235566221384,1
65+,Single,Christian,None,42.044407200743414,-94.77194639623723,C,D,69.50178669366358,C,-12.906195817448204,143.81997447343576,205.18463649227675,-160.49316894601546,B,B,-5.708597784398346,C,16.76428340356531,1
18-25,Single,Hindu,Yes,3.596528241148411,-216.98191186168629,B,E,122.08331571608642,B,-112.84592873327944,118.44474153187927,77.16335845011093,231.0696792994261,D,C,-49.76565972915336,E,73.54531884798594,0
26-35,Widowed,Muslim,Yes,13.460848733840262,-72.36148330599205,B,C,106.0317617301943,D,125.75337725691122,-55.73971007422555,58.089576915491456,82.91969768224375,E,E,58.381069298736975,A,-123.39567401244756,0
18-25,Single,Muslim,No,-3.7857060810480436,-107.96274377676491,B,C,164.73174574136908,B,-164.42279732962342,35.18953808009133,19.69526421646899,22.739612299241195,C,D,-45.591545822470245,D,8.2030601922193,1
36-50,Divorced,Muslim,None,-94.70706794064019,162.78897499062157,B,E,33.505743702248594,B,-55.47885010265774,104.21420502148517,1.6255524874816736,-43.14440368212716,C,D,152.1659467188907,D,-163.09380893590046,1
36-50,Widowed,Jewish,No,-139.77545942128197,121.31442001810075,A,A,-7.121798345901315,C,-35.216431204685314,4.508373513327151,2.0623064536027065,-119.97181769495499,C,B,-81.77470848238748,B,2.7283631360724736,1
51-65,Married,Buddhist,No,-15.217611049737492,109.28058042695574,E,B,139.33212888879186,C,-42.212679679144216,-87.05152844877398,-73.58419228209576,-46.736424222017995,C,E,2.20198557989217,B,-93.15525656615384,0
65+,Married,Muslim,Mental,-17.294425064914236,-133.47594273336918,B,D,-9.33749854534119,E,-42.68599470489784,0.10642524714918886,-84.29310522215307,68.08236009450546,A,C,-111.70855612842902,A,-85.8445746641345,1
36-50,Widowed,Christian,Both,93.62967946965047,-110.78433652566116,B,C,-60.66260671558986,C,-160.53320158581778,54.04360315540946,27.305326931508578,106.52169771788405,C,C,92.10642672355904,C,-70.8388313454648,0
18-25,Divorced,Muslim,No,59.5250981884623,175.59349248499046,B,A,12.002117508186373,A,-140.85795055427644,8.623556370445794,-11.483132628646068,-28.574914680647694,D,D,71.67671519685862,A,93.85836616950569,0
65+,Divorced,Buddhist,No,75.99260835666949,135.29046740412835,C,C,-18.011570275569923,E,-78.86207074153324,-43.33091249388424,114.33592660384355,-0.1381651683484806,A,B,50.235557611187666,D,5.729712728102268,1
26-35,Married,Christian,Yes,-227.25584116670402,116.65411733589417,A,E,-169.4969416166298,D,104.09892680169641,10.772182263713479,74.46284818634474,55.280626666894065,A,D,-1.643808720034193,C,-20.472908937482657,0
65+,Married,Buddhist,Physical,-96.57878420308846,-97.06611408644852,A,B,112.5684909755117,C,-16.452173109862066,-147.7053202289936,286.0904237928114,108.83733923871111,B,B,91.666140045384,D,112.21446355927189,1
36-50,Widowed,Other,No,-100.47851960982412,-57.628573793829496,E,E,-112.19239574405675,C,83.2126480613979,34.99073585448356,-77.50364565866418,86.58452572547512,D,E,-46.52726937409826,E,99.18579546626944,1
18-25,Divorced,Hindu,None,-138.53340276455134,-5.781651174604763,B,B,-100.15285419183908,B,-56.216836517543896,186.72334730291823,-41.96867339747409,-12.814762632617082,A,D,-22.015487368719757,E,-30.56316511188034,1
18-25,Divorced,Jewish,Yes,20.11285808833179,-76.17955570731306,D,C,170.86518213695257,D,19.00171593715906,-1.5996904697401706,69.74952519270754,-194.9099325480074,C,D,40.95084323942552,C,200.25270622558548,1
18-25,Divorced,Muslim,Yes,-150.10191582849785,70.67011269773023,A,A,-76.45599357359268,C,37.77618623366419,15.49515257111255,53.56393282771465,-146.12752950094801,C,D,-135.4437170009685,D,71.29146483852435,0
36-50,Divorced,Hindu,No,47.324600637435324,92.42941472923742,B,B,16.817975770995773,E,-84.47883984973832,86.7907453384359,-180.73415086538606,178.09122066663346,D,C,24.09301287496757,C,-55.869565602669766,1
