military,genero,disability,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Non-Veteran,M,Yes,26.49161146749109,E,-27.147390531344456,B,3.349960596892055,C,-119.43022476491494,A,-145.08535172155177,-93.99643161556426,-62.9814792848799,E,-16.71739834626512,B,59.59002083568259,96.51331247807812,68.33935475570055,D,-7.162527911462104,1
Non-Veteran,Non-binary,Mental,1.5237327475267985,E,-110.68631433215863,E,-35.54204587245248,C,-195.70731502144304,C,34.21879747950206,-80.98545251706922,150.7592474161902,A,-80.38302959714485,C,61.52817164599467,92.30328802362642,-149.84611032903936,C,101.03962744273257,0
Yes,Female,Yes,-16.94841448999114,D,-116.72093083560775,C,-18.91154226234865,C,86.64332790100447,E,78.52035031713702,107.95156477855741,41.77076148851472,C,52.84711571591265,A,51.858734478240386,35.03767896137132,49.32800002749003,A,-6.313234772826622,0
Veteran,F,None,-44.3299653574012,E,-188.48352259757266,D,-71.12647833359883,B,-114.06434333290991,A,102.74037068476747,-36.18726590526278,14.957974060165908,E,-10.094282325412356,B,-32.79070892468082,-58.555206065038014,-56.40122297063008,B,69.8951271292507,1
No,Non-binary,None,-140.1725781334992,E,170.2315763128361,D,50.948047200879785,E,-82.16047485057692,B,66.08608112261807,127.78952786529696,-206.98981860386994,A,-195.43298691254327,E,125.45734665765403,-73.53813407047059,-31.791942665169053,C,34.168666771559245,1
Non-Veteran,Female,Physical,173.55039999398568,C,-27.243001101953247,E,63.74521113706554,E,22.50621101214903,B,-150.77567754458653,209.17723629720183,30.985386470930443,C,2.804437971597301,D,-141.30156378432895,-19.882594740977574,-56.20526570022225,E,124.01660210457696,0
No,Non-binary,Both,27.93170642326464,E,44.48255365389968,B,-82.46333494126988,B,-47.74367144148452,D,25.678161291833355,-19.303958721700713,136.34572621366075,B,49.23914298788455,E,-17.775169594318278,31.183904826056537,45.4881489087693,E,-177.74814046311556,1
Veteran,Female,Both,118.47470221047934,D,-89.30931317456661,E,-121.3384377239566,D,-184.00955733682545,A,-58.36168080288474,-72.19709942139359,7.503487907467202,E,123.83992757991189,D,-71.47336073891651,-24.30332844984155,38.69169312139664,C,16.99893161062892,0
Veteran,F,None,54.319889323684855,B,-8.243521425852403,C,76.20481647766849,E,148.05423957271978,C,87.04405261909581,-14.342202057146135,39.429696886777435,D,92.95856624487809,A,57.21210673085935,-28.0103243225547,-107.34928781275181,A,147.38056594216053,0
Yes,Female,None,-64.7728449532223,D,-48.75261427393363,E,104.36037060940502,C,2.0132010899100226,B,-91.01833627601484,-75.54923611623391,72.11172709340015,B,100.7106969433905,A,156.76032837074325,107.73861198286036,76.58280459151248,D,112.99585442142823,0
Non-Veteran,Non-binary,Mental,50.76533787578408,D,51.36286704283396,D,-70.68770641999835,C,-8.989422777691189,E,42.59654757893662,-112.21228390484245,-160.70369219042107,D,-191.988553660357,E,174.7294188258173,38.14091539881099,-102.20902036582345,D,-122.02555292349386,0
Non-Veteran,Male,Physical,-43.64835107205603,D,13.718014857900544,D,40.185210098682504,B,87.49556119330452,D,-15.437145191696402,-129.39140873224017,22.125280444983684,C,-66.0310253576064,A,48.610022168482146,-31.972231753795572,-212.70092944572005,A,28.70278735270268,1
No,Other,Yes,64.42946933004859,D,122.25317835345137,C,0.03786867031040888,A,-93.62879489084058,C,15.095069611919268,22.954178379560563,-13.779948420294467,E,141.0501526864709,C,99.23525347487244,-249.59312137351924,227.4000106827669,C,-53.34699378332498,0
Yes,Female,Both,-96.65733001784147,C,44.41452526927266,D,61.70852198315442,B,33.67833046720439,E,-5.59339899190592,-8.705944908426012,142.94243995540378,E,50.5115770782823,A,47.00845715282319,159.24511507431433,-3.1637710250616626,D,6.85159880753225,0
Non-Veteran,Other,Both,53.3580900335831,B,-78.23482509169281,D,103.2607348778833,A,9.29191741283856,D,192.21420148666738,53.91398975482902,112.4329325064906,D,195.62021446309754,D,-19.687573582805516,61.7358649150179,-35.217984324034,E,264.422816222311,1
No,Female,Both,-71.43131659094394,A,-11.910954263307216,A,71.62831173183754,E,135.98494357051783,C,63.23653598103067,14.933925057927777,53.536910487370236,E,47.059825859073534,A,84.54123349212624,88.90671198889177,-79.13678846677456,D,109.56038890435221,0
Veteran,Other,Physical,-76.58937518428249,B,116.93398968082651,D,-114.98479494799913,D,-232.9887342831522,B,-87.61145071178149,-150.20655201102124,-44.33614795354849,A,-155.56781845586002,D,-89.99928664258732,-85.16448124113933,-55.1040626979442,D,-32.36282742490719,0
Non-Veteran,Female,Mental,28.88531273536703,E,-19.826297161689773,B,55.45681676584201,D,-5.090080888512101,C,-176.3247543916184,-34.273257956242084,8.140387208903718,B,149.901066773999,D,98.83712682336954,-156.07792268536582,138.86079704835646,B,-22.782266200801928,1
Non-Veteran,F,Both,29.979843748268593,A,7.340684731857529,D,43.56689809864925,C,-36.511861224536204,B,57.80785709988224,-98.15419609217876,-107.28431469059356,E,-186.0652719098665,A,0.29408142279064603,3.790026552668619,-10.899104300581595,B,20.426016880184868,1
Yes,F,None,-137.56935456734246,A,-170.32792129688067,D,-26.198538467626776,C,-2.4192541036632362,A,-129.65256910967793,56.687707062029205,-28.278460411881117,A,-150.48561660115368,C,12.755847251099869,38.92200169884088,-120.02563704584443,C,120.65577965102332,1
Veteran,F,Mental,-52.67241863134977,C,0.21564846479014887,A,3.523612915888773,D,-78.95033340391431,E,-74.69899396575586,19.88216586362084,-160.47826307754525,C,45.74704446361025,E,-4.795885943763413,-80.81428258319359,111.04836868157987,C,-1.2923660438710671,0
No,F,Mental,74.13933231522392,E,88.83585233825254,D,114.618554330407,D,39.86283836488283,D,-72.0956778912215,-42.62946854754067,51.82774721528587,D,-42.87189794483193,E,20.11779904607495,-156.20914241314924,-46.343975625570216,C,-45.23034538466849,1
Non-Veteran,Other,Yes,17.051661169980957,E,0.4441600906400667,A,-95.51457786166696,A,-87.52519326580558,C,81.88845048396458,231.82494012667783,111.02533033333147,D,49.29943890055776,B,79.58675809131452,-45.082586091506535,-118.22209207074175,A,-58.01071506137625,1
Yes,Male,Yes,-69.47798696525088,B,35.90997772934741,D,-31.858240097520667,E,78.38147752120808,E,30.964428617474262,-41.31989881299103,-55.77903937919887,A,27.934261741436455,E,-102.23415674612184,247.10136683153797,-1.8450969243876987,B,119.4039925303909,0
No,Non-binary,None,-68.38932052630325,B,-17.404722125660115,B,1.3155801624105024,B,2.158548639169678,D,-128.53839037529627,-105.15274462645634,128.98794046571717,A,16.641352290293938,C,108.4225669715277,68.21431543637337,32.82096640134992,B,-114.977831325152,1
Yes,F,Yes,38.688339549149696,B,-28.98736559567651,A,138.7566395458237,D,156.70195782323907,C,143.94089717609071,-57.489844651458334,112.07827626643349,E,-110.98404868988096,C,-171.24134596101837,-210.53205266642223,-212.0396821692331,D,-91.9386811973876,1
Yes,Male,No,38.58425131140839,A,118.8364483008618,C,16.781704332840185,A,-40.530845056766914,C,204.62965042638368,-314.1415791640366,-26.2700446447132,D,191.9646379950622,A,-39.83265038494258,-64.96023034727862,101.54167315949701,D,6.16891324519238,0
No,Male,No,76.97219478731913,C,-147.78187030216793,E,118.70388265971307,C,-98.10556119786116,E,-15.571042849390052,-142.23069183953928,13.816406392842584,A,181.14925033845864,B,103.72279384531342,-18.07840567210238,-162.984988760629,C,199.91528030619975,0
Non-Veteran,F,None,39.83084165126593,D,44.9201282328424,D,-21.642776977196405,E,-50.101210037985666,B,-206.9686717950044,144.61894682007753,89.74589111492192,D,5.788353135809116,C,166.3832924483304,-35.24456498909713,-114.5386530363033,A,-39.38434979696191,0
Yes,Non-binary,Mental,112.6568204314166,C,-201.20869066322697,D,11.787063441632514,B,68.83538516098248,B,-19.75504687872992,144.72300026838343,89.71189486984008,A,8.333351496070105,D,-5.229605613055757,-143.6514260131037,-109.88676106788549,A,63.349208489618945,1
No,Non-binary,Physical,48.87890709269605,C,-92.37254800746221,B,40.2535501072595,A,-55.590136167814784,C,21.65780634026559,39.59000067139405,27.549617900615825,D,-48.53786849858379,E,23.051588467901734,-83.21478105363396,-1.1050958522578673,C,29.429071602402303,1
Non-Veteran,Other,None,24.607037882591126,D,-4.744995459478563,C,11.445236773011189,D,-30.368582216958572,C,76.85661323692136,68.08150252939713,-29.52042720152774,E,77.54862411572164,C,-139.52751542295348,25.07561151440727,284.2274081429848,D,249.63852892310018,1
Yes,Non-binary,Both,101.63198122890482,B,90.92843321810892,E,-99.86088197936293,A,88.30386305502923,E,-55.22982982985302,46.80437189068505,-61.44744860974133,A,194.80775353961914,E,-2.4607062881353836,152.22101610054793,24.505639048376658,C,-42.753333461157276,0
No,F,Yes,-7.762774681352523,C,115.8235562979256,B,82.26641171272323,D,68.5652234480617,E,-102.8210948093136,15.142442038611659,-60.4817350613452,E,91.03694056594674,C,-168.36487666462997,137.26600643157508,-261.9664026993422,B,-84.3701109624745,1
Non-Veteran,Male,Physical,-168.92618096904687,B,31.6317492450466,B,185.89588675666658,D,-51.430255034463535,E,-115.90657330079739,-109.71184395861474,128.11636325347925,E,-4.1834416984795295,A,95.8624448134896,-62.12061375263338,-35.37976610398412,A,50.43525418545784,0
Yes,Male,No,68.9330761942928,C,78.99973972660096,D,-75.54974159325667,E,74.21572628307209,B,-52.523747981358696,14.520360391033227,13.041517296072339,B,6.8843321211787725,E,104.81893715688804,76.6633927878566,-18.77876673634766,E,-28.294875870000304,0
Non-Veteran,F,No,-6.662049427960678,E,-135.61601634374463,E,98.3270417148082,B,207.51075826871008,C,160.2742828644742,-96.52393259929728,9.0762308172818,A,242.1424575729119,B,-4.597949239843329,-20.93380169502467,101.9949887971445,E,70.10953424782056,0
No,Non-binary,Physical,-120.44367602098791,B,-56.0834117780449,A,-158.4219788635879,D,43.107941712587234,D,49.68649569050713,30.783908211010434,-187.663282086188,E,-20.40090028106042,D,53.980678038637365,-69.14602199847818,-30.527601369143277,B,26.655343298100764,1
Non-Veteran,M,Yes,-174.87293996345744,E,0.6225833847751002,B,-55.172843102174404,A,-21.20005877612665,C,-44.87946522899337,82.71479533956119,-90.6079551001887,D,75.4916212499977,D,88.02493336442605,81.14180860244379,-24.786739059560254,B,229.71569811926554,1
Non-Veteran,Male,No,68.64931688531068,D,-95.58498686925586,A,-25.657924660300097,A,-119.05743670612077,C,34.76601436066205,-71.9779993946773,-13.72181748189055,A,121.7244050314805,B,-92.07482362213815,-40.76473966388029,-31.003636389718984,C,87.8973191854882,1
No,Other,No,129.54510666376223,D,-10.759167921443002,D,5.70936658727526,D,-26.398514583542347,E,-83.45591212509127,-89.19378760788005,-147.21292708979297,E,-94.24893098283165,B,224.4517694544159,34.947463113689736,10.114668338320158,C,-94.43037737934763,0
Veteran,F,None,-186.4880080416983,D,99.67174748514202,E,54.582225960989106,B,88.85640283460047,B,29.910309251691487,-75.86797279612662,211.69737832652476,B,27.295664153095373,D,-13.69862986707001,33.105720848086364,-100.53057780353438,B,180.83536556123607,1
Veteran,Other,Mental,126.53601050064205,C,89.11563184884656,C,-194.5050925213545,C,19.401796552358377,C,-20.51817288875488,-131.4423982828106,56.836567244178084,B,-93.84707554860343,A,-13.330506586827372,51.85498249092281,58.264003618988326,B,-52.764384228983054,0
Veteran,Other,Both,85.73111472757479,D,124.4069645778326,A,-76.28243869418283,D,-191.521066835561,E,-128.73811468988384,-92.5313518459727,-90.30987263468137,E,107.45744194134012,E,-22.517643686196624,-53.911859172364295,44.96452743056232,B,-122.7998724654474,0
Yes,Male,Physical,138.79125375297477,A,-167.53015608879366,D,100.10295716131583,E,-199.4952282362501,C,-32.13229754174725,-152.91798259275194,62.642608437784865,C,-6.315809315581439,E,72.3948733170707,24.18034221945014,67.1309694994785,E,288.4086631081972,0
Yes,Non-binary,None,152.03136819275593,D,45.15554187997704,A,-93.61590173667496,B,-15.35996403729937,D,-73.69452492650952,-103.83031300494787,40.293248208525,B,42.1359044632528,B,12.596316224292211,41.58051549025025,-73.13386531288334,A,-65.68047983442058,1
Yes,Female,Mental,24.169465536219807,B,-141.47987070073097,B,129.1103566539092,E,-66.73994134741021,C,-14.773729472194603,2.1076585096988976,-53.86798577564369,D,12.371342774708177,D,59.00792218960992,-242.1542011900938,-21.427408309375792,A,88.32986324784797,0
Yes,M,Physical,-91.8078451080227,A,-82.3955721711251,E,94.66975265068582,B,-8.955252774462025,A,10.72434807467256,63.78468953061821,40.563360813231924,A,10.148957423259969,C,-7.0407972465911834,89.13442052667672,41.9130274597522,B,187.53921116776155,1
No,Male,No,30.80514997878848,B,-42.14041558122359,C,16.827576569474527,E,62.21923042386519,B,-4.6168557049898,187.85714166995905,-73.93993832029146,B,-42.018532832026935,A,-37.226663737717516,30.457974488450233,-11.685156869698492,C,-109.07108846694275,0
No,F,Both,-66.50125981491664,A,-17.021060977749425,E,151.99506656210784,D,95.16652938407182,B,-164.5577316769143,-158.93689130334454,-32.78745014876735,E,-43.62433881956901,C,-8.829587590997175,-112.36174538427011,-104.8026267893731,D,2.5078732978801237,1
Veteran,Other,None,-115.08912696080655,C,76.7198221787408,A,61.71046041546753,E,26.80694049687232,C,-21.40406017352661,-16.045484526007805,-1.826706254294363,A,24.5865726732693,B,-243.24784949662984,-58.18552237722751,-37.6883261751651,E,-27.25857857020727,0
No,Male,No,-48.85445338847666,E,-23.91923695876171,D,99.10185892370505,D,-22.797765400205854,C,249.79582736046132,-7.857078416290084,-21.61403267765096,D,9.074105858819465,C,-163.11720012530247,-31.329325466071666,235.0616669476776,B,-36.741413970548784,1
Yes,Male,Yes,32.943274441430724,C,55.16310542105294,B,29.991616409123743,A,-134.08862302598706,A,-152.2041864503488,30.058383791133025,-26.696171289176373,B,82.44394696675393,A,-72.11467305309975,-13.17974153078603,-29.568220543475405,E,-44.009791035065525,1
Veteran,Male,Mental,-63.42350767475907,C,-26.06046445832586,C,-72.40964853266459,A,40.35185262313128,E,32.11463668314448,-10.119536788598857,-2.41367117841576,B,-89.9405465311451,A,-23.588757745522564,74.15171639603305,4.863012564066941,B,167.73870175589167,0
Yes,Female,Yes,-98.87527240445937,D,25.922806977965397,E,-31.169183079232575,E,-71.64165211668923,C,170.6807386242462,-218.68200969971906,84.32808379881817,B,77.79021761656398,D,-57.902706354355495,-3.73271494145559,-133.18755496830846,C,-125.69588523403148,0
Yes,Non-binary,Mental,-109.12963021841135,D,-7.856768275699179,D,19.601821079758878,D,-160.41688445629126,B,-58.71856333261858,-70.56710429266899,13.942828094993152,D,42.496375156552375,D,102.66064437068681,-73.2735205399689,-4.48449875579732,D,-122.44883108049382,0
Veteran,Male,Physical,92.31054738196795,B,67.38282928730467,A,85.07938560970652,D,158.51613613690589,E,-12.055432893916635,-190.81438593254393,-58.46358313613245,D,14.681586818825284,B,95.97782977264579,-1.4539941414144952,-48.17148278375008,B,65.47365812991714,1
Veteran,M,No,-144.00867743183917,E,67.99754052029621,D,-47.20131533691729,B,-139.21289760749053,E,-10.783549051997207,-84.809352690077,185.40735284725704,A,260.0399102399028,B,236.61083688540944,86.15277710078492,-45.5262947333391,B,-73.56803931607703,0
Veteran,Male,Yes,-78.16572365024706,D,-24.363814813972084,A,-22.87674564861537,A,181.17854488881486,C,17.209960167723345,-89.42927652216775,-2.8893658486889175,D,-45.587925147398764,D,260.1071226123991,-43.43361144430042,60.45045960318062,E,-92.51187303916507,1
Veteran,M,No,-88.1302315002791,D,-54.48811179039278,C,-122.82383408998435,D,-42.44288474662958,C,-2.216264927931984,-21.321827816462232,-62.1020433348823,A,-74.50903311894214,D,9.569756940399996,14.646860682471166,-127.58388735184496,D,-13.507049027752965,1
Non-Veteran,Non-binary,None,128.42140091313578,D,131.4395925012762,B,133.9395799992534,C,76.50652526969554,B,-188.2624880448517,124.48961990061953,123.79257634774771,C,59.86248027598084,C,13.530278063424642,-1.8610239009948542,161.9620483619068,E,-59.198266664721935,1
Veteran,Male,Physical,-116.58764346397791,A,-103.09002484800251,E,24.675396252283193,D,32.7583252420124,C,69.31808278745444,22.700246973813268,-20.543532266553115,C,-152.798218045381,D,-168.45459268813056,183.04607187925313,-118.59361760259041,D,92.24716805952036,0
Yes,Male,Yes,-17.421328817301053,D,22.028934588174582,C,72.74051069885562,A,75.39958744070927,B,-87.81660732992228,81.96089584490119,148.81449812588733,B,20.72023319590706,D,121.91413278268755,-19.275303435005295,84.47590248547948,D,288.08416201559066,1
Yes,Non-binary,Physical,-38.581480646144186,C,13.59831285264916,A,16.747413489112994,E,268.70855178323325,C,80.38426651671442,94.42331646939883,71.02809602753568,C,-46.43073475190826,E,-2.8883697079773496,73.92036950483828,66.20011574129667,C,-105.24229325135744,0
Yes,M,Mental,-228.67817653231032,B,-22.292582548475135,C,-86.2996812434345,A,-241.70320892911957,B,125.01456112210315,-39.22553883534951,-108.34398083315723,B,-1.8336180784081928,B,-72.32655673107051,-164.46912713350622,-90.49054346763155,A,220.41434551152088,1
No,Female,None,26.770875336571375,D,-3.1415421161785124,E,185.67389704858513,B,125.70531013731869,C,-124.07205608731209,-56.38865793827106,-273.0829436524588,D,113.68245340344849,C,-121.20100267401695,-64.94863274780707,1.1877317550105713,E,-172.70202006368123,1
Veteran,Female,Physical,-16.87999330248467,A,-124.90034947275956,A,93.44651898940202,D,24.891137447362674,B,-61.91502553865567,83.80437242843072,111.74196857130099,E,20.66568824212781,B,93.83568422179535,20.92346620978765,41.62546576496163,C,-37.03704310213341,0
Yes,Non-binary,Yes,-42.54590810822485,D,9.137112335417488,E,93.74794462233041,A,311.781485055887,B,60.45945282120984,29.510086553833233,88.09110236520695,E,66.33340673226732,A,212.12053095422849,217.1962312672469,4.067365148129336,A,67.57858567379395,0
Yes,Female,Yes,113.3426411334946,D,74.14843126331155,A,-15.25627207348393,A,72.74590350299424,C,-72.06637027504263,133.4012320622395,178.56603552038888,E,-112.67147543418746,D,8.530477755503787,23.355514160057798,34.79975220669598,B,-78.0668672067119,0
Veteran,M,Physical,-76.02128422495777,C,-114.32755763288908,B,48.23900115269772,A,1.1671647201779902,D,-64.57825503135753,-226.2231686844719,-28.579713158103893,A,-44.459736819078316,E,165.04800189471766,52.312764163279525,-9.259773670401042,A,-72.58513679291404,0
No,Other,Both,-187.31790992871817,E,-75.11732780111865,A,-112.35473457267145,D,101.56866120131889,A,-67.05751602552516,-140.61101810098157,62.975124123719716,D,164.22771463547448,C,-55.32589942868148,-63.13059197639047,5.530339196879473,A,64.27931110640968,1
Veteran,Female,No,23.421460635116485,A,22.560102111399203,E,37.855720277480586,B,-53.63862271339824,A,-144.44350975538728,120.0545698720648,-25.128453586031885,B,89.43684674407383,E,-133.83307571318562,46.08687034453462,-35.106863659412205,A,-104.38212889419478,1
Yes,Female,Physical,82.76349073069231,D,116.27227700603069,C,-134.91626099381853,E,-110.4071721089114,E,-128.89746263335778,6.420867991656563,-4.527342019679879,E,-43.50982419114429,D,-2.873050053281142,-14.327119124264406,-116.86965535606144,E,14.891776290116097,1
Non-Veteran,Other,Both,76.53600813914673,D,-20.20417696889811,D,50.9158808525067,C,19.06752690304644,C,-84.22373132583097,-66.82124753955368,138.06005519800607,B,-104.92737922847843,C,33.83670456905095,-66.23447494134489,-65.2914349594313,D,-11.094158359972432,1
Veteran,Male,Both,16.27494230809817,D,65.92011210698588,A,4.721257285509896,B,-164.2467728816827,A,8.28510287032386,-290.28682986656344,60.87863408366243,D,134.3660506614667,C,24.544626487578324,-174.04346681898994,-94.91369279633565,A,-86.9891850814153,0
Non-Veteran,M,None,73.82547836507848,D,118.69506934944809,C,18.683855372446438,A,-21.03676971371626,A,-69.13717478756935,136.67019631614608,-52.82418747081184,A,-17.27452958893784,D,5.264290537451367,14.914304380398082,-1.046646298802926,D,-5.743610534553496,0
No,Male,Physical,-68.12687189575807,C,-82.50560548836184,D,41.3916422756482,B,2.667826722173901,C,-220.08797572648598,143.22833835838432,16.336709871170523,E,51.90300053673083,A,-45.64476927218145,-57.31832239443959,52.38469923576496,D,15.118082847865965,0
No,M,Mental,139.65152635121152,A,-7.31130207965572,E,-3.2331173161895848,D,-62.27286845839007,A,-15.429720371870564,41.89399932150024,14.64022887222502,C,94.18613318683043,B,-153.9138935133084,94.98592831507683,-56.91260385867367,C,59.745679004804785,1
Yes,Other,Both,-46.35476958975104,C,112.00634277070733,C,145.84513596250451,B,-95.24624241235851,A,-106.03025862199192,65.44018785915262,-89.58480581941134,B,52.84062596409063,D,186.20253035952513,-32.312911772981664,86.91256101172343,E,-23.392428691113963,0
Non-Veteran,Non-binary,No,117.43615450352168,C,13.871781957321428,C,19.762185049040838,E,-93.8221681347091,D,41.66304172140928,-37.64567029226822,-56.31445121785848,C,50.76729970516192,E,-54.70699018674717,129.44529447789503,-7.889798377372189,D,-32.35672349399447,0
Non-Veteran,Other,Yes,-69.01352749128088,C,-105.26760694523351,C,-115.22826167686762,B,-5.373208694278323,E,-113.55995477542955,-67.50227282703248,-28.221795867522196,E,110.88729229069084,A,-21.922118339399713,-31.28364006653932,31.917831460672936,D,-15.692305848412664,0
Non-Veteran,Other,Mental,22.46805585207516,E,-97.50619408377659,C,-75.21671622098516,C,-39.37990639439583,B,-75.26473488313538,40.86996126841798,208.03725895359003,B,-89.37202113273085,C,168.0797582772289,145.5136230230064,50.944292342042786,E,-63.661391313908,0
No,F,No,52.85719938422007,C,-143.71317449976334,B,69.8419960007906,E,187.0716012246316,B,-84.36191845446625,-8.732766583241641,117.11440089805902,B,76.13939774508832,C,30.27212906676836,-62.38134276720443,171.16807833514608,D,11.062585378749791,0
Non-Veteran,Female,Physical,126.7668225361739,E,16.581985537986565,C,23.69259681506967,E,-167.35482020459742,E,107.52934533922065,-180.33940669553226,-46.769690535278194,A,166.78226579153758,C,138.64498100174754,24.640258672968663,25.29302527133499,C,-62.21154613252414,1
No,Non-binary,Physical,-62.69539134867742,B,-94.70736463690517,E,-73.27673721940138,C,65.71529122420986,B,-214.34193177787031,28.502343837384824,-3.419482738413688,D,71.01322049189595,E,10.46541096540832,85.32348016867812,-188.3021688439494,B,78.17395340890573,0
Non-Veteran,Male,Physical,2.7956096842976588,E,-83.87263670636489,E,48.08417166335633,C,-71.8984493372218,C,40.690739706753064,-38.23226157263616,3.0840852935126515,E,-187.46050730270017,A,80.03938852731716,182.89564934128703,16.38043148910711,C,-24.465404638672183,0
Veteran,Male,Both,3.4557376475236734,E,-21.508890417999485,E,149.41736261428326,E,-111.20268324192408,A,81.62988310685445,187.5690424849656,-111.83276882441314,B,-67.42174963775206,D,-21.872813419861924,6.768501696139313,301.4220157818234,D,-201.28410218092324,0
Non-Veteran,Male,Physical,-80.69734189512417,A,114.99255241892938,B,-18.51751486059392,A,-167.7172914792689,E,126.90204630230897,-28.34706619802177,161.93926455635292,D,103.98265853035484,D,20.60567284592256,-16.382568362668565,45.63260639548351,E,-134.6824796725923,0
Veteran,Male,Mental,-69.78946645518707,E,-0.5297225723973983,A,67.81603685268931,B,30.666050011831693,B,-129.37919033925965,-40.9148789210183,-47.1206955437727,A,7.200457042129203,C,-198.94500724028617,4.778616257442419,-26.876226574729195,C,15.10699285197832,1
No,Non-binary,Both,-50.062336883676075,D,-147.27650886949317,D,-183.90375198029324,B,48.04423690141994,E,-109.29168704401081,10.972438017894383,-140.09087609533026,B,-25.388747258208717,A,-24.758559537305537,-64.66280431150274,60.94726393078852,C,170.42945719612626,0
Yes,Male,Both,31.939496371900685,B,-31.005907611992118,C,-84.49554433124415,C,-178.12816264057952,C,-65.41255613096563,-40.578756298557195,-146.19030737121886,D,-182.37388568122657,A,51.51354701183788,125.44867581375661,-35.7392575253182,C,35.24129495126262,0
Veteran,Male,No,188.5615804434977,D,100.15657811957514,B,115.45695255479633,E,23.7208502447463,A,91.4620702329768,143.23801545953805,-41.253409469483806,C,-63.38535504637859,B,-44.448088592626725,-193.87259898991095,-43.22208531082122,E,-101.57143758054039,0
No,Female,No,18.716982530932945,E,-115.87642869186305,C,141.29372621109098,D,25.765602415897,E,-1.4316624054559899,-43.9300316826359,-247.56853128464326,C,-2.9623636809107023,A,4.602247797653189,-18.031869462871356,-297.8579458360109,D,-54.8477674248751,0
Non-Veteran,Male,Yes,100.73724969325666,A,36.853955052970164,D,58.90348166872902,C,-117.87031818173939,D,-39.12407976108274,77.22966077086676,8.07299783663348,A,-147.4779487965739,E,164.5791542454005,25.71707190765582,-70.61060948205572,C,72.0391466351491,0
Veteran,F,Mental,98.89388601724053,D,110.2408648012796,B,-156.52189975223797,A,-20.766691053129804,B,-2.9093550776555723,176.87443204987198,-59.44544721837436,A,89.19074553299015,B,274.47855643925766,-94.37599134913832,-136.72527029198926,D,85.3368313760786,0
No,Other,None,144.70754651450417,E,16.72601339089455,A,38.74469028426713,C,-18.76628372412595,D,24.722758291572728,-125.95733090587271,-78.48188810024281,A,95.01615521237522,C,34.77184643976667,-89.77695157409764,40.95339164484416,A,19.935924344412122,1
Non-Veteran,Non-binary,Mental,59.5170485961406,E,-1.8375956684730477,D,-104.46782263766747,B,-309.03907597048,B,110.50594089367034,-118.44659722310324,74.61474616918873,D,-3.082459999254261,B,25.820793527734416,2.546607427680078,-46.46550021783576,B,2.2464683525336206,1
Veteran,Female,Physical,-8.809926479370114,B,131.6160316725147,E,25.562356572626317,C,107.86555872482593,C,64.75270056907367,90.41800699988065,103.36322108102907,C,18.504419331577672,C,-134.46043928452485,-228.62452598425457,60.83052706302946,D,-20.759595504620304,1
No,Other,Physical,132.64459432035704,D,-67.08104402145804,A,-114.19079310181463,A,-70.8526946686954,A,163.55015220944995,-46.3901865243386,196.53158963427143,E,23.888562870096344,B,-87.27619887632392,58.25779361286474,-156.6914673413495,E,-28.47397055510441,0
No,Non-binary,Mental,-74.67276996187053,D,151.70005597469373,D,238.63303429491776,B,-69.82075683271947,D,133.538738404454,76.76371194618662,43.94129938556791,E,-115.52373276505388,C,-58.20433699525647,1.572192013123141,121.48515822533403,C,152.6708586567236,1
No,F,None,-83.0456242130876,D,90.72191089120835,A,-137.44586459987198,C,-62.35100002575481,B,112.8465395339832,-81.37636545893767,30.13663393091626,A,25.714476260182025,A,-108.78187888447206,-21.636744613859886,151.49102821677775,C,-213.42018386387477,0
Veteran,Non-binary,Yes,75.08823733385078,A,-66.95916376071767,B,-263.7696548235631,C,-55.15018573793963,A,107.3319993481404,-173.74823030048864,-12.53824978685778,D,93.5880336430373,C,-83.80453307465908,130.317965757872,64.3842313567641,D,3.5857306423013666,1
Non-Veteran,Male,No,40.784215047019394,C,9.000995299341183,C,-34.269556296575765,E,-120.1016547214791,D,209.86920557089203,110.50188830942326,54.53784743871141,B,116.1182792368014,C,-177.90294105327555,-199.34579365699156,139.84953286421512,E,56.89680066147177,1
Yes,Male,Physical,-150.9829024202727,E,-167.3930972134761,E,-8.875927622673094,C,10.497860283047201,A,5.980430665900671,57.77140694595702,-5.8099849133079635,D,-99.85015701746039,D,165.1502216511831,83.14402038541327,79.09734030368686,E,-122.47735174720142,1
Non-Veteran,Male,None,-9.196394937064321,B,0.06001907316452311,C,-106.67467673106046,C,134.28385019969076,A,-75.9681825680573,-139.62891405423446,13.513790303375412,A,4.835672167803044,A,145.7159467287229,-12.573783929022447,-50.339742243326015,B,-101.68457254530648,0
Veteran,Female,Yes,52.57700537152841,D,-112.37265033008039,C,-53.16804305570463,B,32.75143106270752,C,-132.6254365033094,59.58266674716525,-126.12721732922543,A,-35.796326777354885,C,-80.26852612529784,-9.331635269363064,-125.57544429753422,E,89.60142655755735,1
No,Female,Physical,-36.27876364576303,E,48.648368723547236,C,-132.20824930402082,B,-187.13027506303376,E,-81.71917968973692,42.3853399945285,-12.81503948202567,E,-126.25019953946872,E,119.94586659953856,-26.486185158044762,-33.729187279778564,E,89.74785765083647,0
