faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Buddhist,-24.062800487248996,-204.94928198246106,-87.75672089185362,E,123.13774229966043,D,A,124.15210932711733,B,D,E,13.291279896208454,A,D,34.0464538174365,A,-93.26077331576904,1
None,-255.8662393470006,-29.72480004280303,187.07108212806781,D,55.055194006362115,C,E,-27.249055144118834,A,E,C,39.373550633478075,E,B,39.80728142454371,B,-224.40678896917672,0
Muslim,48.630942501161286,-161.70609097744878,-63.946953231109894,B,-28.987944876705097,D,B,92.23932632800546,D,D,E,174.22063612495126,E,B,58.12618693809133,D,-54.940760793415045,0
None,120.99912443184016,87.45510212628938,116.29840371414922,B,119.6258522267624,A,A,60.23465188124477,C,C,B,3.05738882652155,B,D,-24.131512239378957,D,-52.742757343444104,1
Jewish,-57.475690667322574,-86.86897419512572,-22.60791145601905,A,34.91583199865175,D,E,164.5956378397391,D,A,A,60.289393561521564,B,E,125.71436634551729,B,64.85049247458146,1
Jewish,103.8271007762145,114.96621824226207,-85.58430931529351,E,-91.99344157775953,B,C,38.424914355739965,D,C,A,148.20886713735626,C,C,-72.5651882226796,A,142.14950066226243,0
Christian,114.60707621519404,-36.499140231435156,121.61547142965775,C,-52.71214030837101,D,E,-9.81154054047827,C,E,E,-93.91131481173602,D,B,14.982645980365847,E,-45.06450159020719,0
None,190.5116802118184,3.555677986827735,27.70645144219756,B,85.33041638452097,E,C,-56.95512086827781,A,B,C,26.516515238375817,B,E,80.94764443235573,A,77.34726734054223,0
Hindu,94.70707314956185,-52.94344613157932,114.68046205068046,D,45.67766888449405,B,E,-84.53835174859996,E,B,A,-62.59969589799405,B,C,-28.261907678845148,B,-16.881373208873313,0
None,-211.33384763088876,227.99631833165103,-5.320934445182983,D,-38.93139881870577,A,C,93.45413568978131,E,C,D,69.21310886638443,E,E,-43.43726263517539,E,-30.625447580004465,1
Other,69.77802352873772,84.03216856155349,-126.1459196736175,A,-14.016943092322473,D,B,17.12738755252913,E,C,C,21.754283632994543,B,E,-29.212341886331195,C,-40.1188533657936,0
None,-180.2254112064067,-10.958672339415946,-42.191715558744455,E,16.117388353233284,D,B,128.5866837441834,B,A,C,104.07702374322676,A,E,-91.8821017365724,D,-63.25215973381266,0
Christian,67.20571415381896,-1.3073418015166969,-39.29348269542528,C,-102.3813345601925,C,C,-172.16420427418495,D,A,D,-183.07435379612792,D,B,-129.15443660152945,D,-30.70552258407882,1
Buddhist,16.82658066657584,37.81420774452347,168.11240453828032,A,-49.383482150562166,D,C,-28.70204021727314,E,A,E,59.788076889773166,A,B,-47.4504252471703,D,82.61163662150452,0
Muslim,46.96944136070548,57.37850700243171,-111.39659446424186,C,-107.01836378549454,B,D,22.381647248721357,A,B,C,-62.02970164621723,B,C,-16.26718507136028,C,156.80332367587638,1
Hindu,78.97632432293985,-58.79908291246003,32.33268880079838,E,68.66251194294468,A,E,65.67450123534174,C,A,C,102.87550514304307,D,E,75.73491826653105,D,71.21407542276317,0
Hindu,1.1665496978454692,87.1927634480336,-8.70122872316689,A,-10.529042611052517,B,C,-7.511642770789676,E,C,A,76.12245307284682,C,A,96.94090692034129,D,-25.33074907694518,1
Jewish,-127.3313060423451,-90.24293562387106,-121.44593902322318,B,11.06460030494557,E,A,52.988708016646555,A,D,D,-159.12767458738043,B,A,-75.5232983887566,E,16.324475671838137,1
Hindu,131.7304583832323,-62.043328292442176,-202.4406798223384,A,80.91590607587943,E,A,-81.04973149508439,D,C,E,40.690076398283395,D,A,-160.57817738872046,E,13.85749794326832,0
Muslim,58.96503586300478,-22.20822616948677,94.49712642822567,E,121.58954940205602,D,D,90.19004490992594,C,B,E,77.35500675962254,D,A,7.787408747828621,E,-46.46741881558464,0
Jewish,-32.81775281682806,-90.73747210963278,31.610566170619848,E,48.49161421971988,C,C,-44.10099937016185,E,B,B,-108.08138002010679,A,C,5.180742061674973,E,144.8106965491451,0
Hindu,25.913567709586044,-136.4600031351859,-203.309752806616,B,22.194702638913302,A,D,57.4184028725355,E,C,D,35.181016087384236,B,D,217.64005842734835,D,95.13935446017618,1
Buddhist,26.746764542370844,101.94989049140956,-23.92403809247855,D,-191.3307544841238,E,A,91.85721475771025,C,E,D,57.713088563746616,A,D,-58.70073428081327,C,-136.98623761753325,1
Other,-143.15444626498947,-72.21320604248966,-20.444605689705547,E,-95.93108174658181,D,E,-5.227748524478662,A,B,A,-119.29424880012027,C,E,-77.71774357533047,C,-54.89063694890353,1
None,-30.7578165541429,-17.297461497137707,-210.52603812046743,E,-48.50355432181933,A,D,-54.43859337139519,E,A,C,-2.4601970396827473,E,D,109.7474984424128,E,68.54301705602927,0
Hindu,102.5672721185245,-105.52210656418993,100.72630347122046,C,5.732193578263551,C,A,49.93067248843779,D,D,C,6.8980889836845,D,A,-57.77839289289657,E,32.15855798217473,0
Christian,-17.207745596027483,-10.574994492219092,122.65778709139393,E,-74.84030116292857,C,C,164.32088199421955,D,B,C,-93.47565779492888,C,C,-23.20617317372221,E,43.130614305349425,0
Muslim,-2.3989197859435265,-40.24864005667469,-268.97457931615065,E,130.13789158023735,B,E,-49.212620745784655,B,E,A,-116.40723329942799,D,D,-75.26794992696583,E,45.02998049489723,1
Hindu,-7.443557843122093,87.17985336198969,161.22793423872693,C,167.90682002137868,D,D,-111.88762330005966,E,E,A,-28.618085870259268,E,A,44.780514595995335,E,16.23727172263996,0
Hindu,-247.97710559476292,21.296906947895796,-120.29127645650757,B,-119.4745440802751,D,B,80.41624001078038,A,A,E,-263.78771185845073,E,A,-204.06418600009206,E,-86.92123877550709,1
Hindu,-101.15053295697108,-171.37504752581887,160.7581759798917,B,-128.76581375644093,E,C,6.516049568603663,C,D,A,4.810090885175669,E,C,-101.66753311284738,D,53.6313162783777,0
Christian,-77.58042160595178,-105.9364373316542,213.5619927127002,D,-122.72024047505283,A,A,49.63205731229011,D,B,D,-21.83218304150156,B,A,13.635757591140802,D,79.01074325306439,1
Muslim,165.65381803851506,-24.039445512196707,74.68849713678921,D,68.35555384261701,B,C,-67.79823349653238,B,A,E,-105.54194413412708,A,E,76.84497606563816,B,64.41174291076736,0
Hindu,111.50290201623798,17.175443309792204,6.531206922342473,E,-40.87793388140147,B,C,-159.5931269501883,B,C,C,159.82155427040834,B,A,52.52804099816895,D,-19.76326853826808,0
Other,42.20151362197009,65.67907566659439,6.229261073277337,C,126.69359771895117,C,C,157.49254950551702,E,D,C,-17.33962822267156,E,D,-129.00076346424555,E,-99.43711534802388,1
Jewish,198.97920026566206,-57.18963881598832,20.210851861428807,E,40.399406721735254,B,C,-25.743759437900533,E,A,B,178.23837056071443,D,B,139.63170597759319,B,14.543694072878552,0
Jewish,28.320466037703333,15.45646371919053,58.607793032616485,D,-10.92038944203035,C,E,189.11297966607614,E,A,D,-49.15526139897462,C,B,-95.46465921010137,E,-25.672044643800984,1
Buddhist,-69.98973194913832,52.42149512354848,89.18630792079183,E,-146.96184959350643,A,D,-109.22752546295887,E,C,C,67.9486264069857,D,B,-68.46024351977424,C,6.223524854788784,0
Buddhist,-65.47617308855796,-48.747413974980155,-74.11868694876401,E,-153.3951580689702,C,C,-17.767383175074748,C,B,A,197.11038248206944,B,C,182.26339921532013,A,91.9074031480113,1
Jewish,-78.18868394808113,-45.94957525657807,-0.46583719649597766,A,-9.672523467170876,C,D,13.86590818254914,A,D,B,27.48473156113555,C,E,-164.77408407494838,A,223.725228345555,0
Christian,-35.99344862615116,-30.33742344796205,-151.3564628134688,E,131.0640252789439,E,D,-47.98175409209202,B,C,D,-217.10619203239844,C,B,-62.72529415758689,E,-46.82760602351833,0
Muslim,-52.506622760044465,69.67448544712121,140.71799517041995,E,20.329915421909465,A,B,216.64571905668626,B,C,A,-7.313926691485993,B,D,205.86472088769426,C,22.627201824545303,0
Christian,108.28888286837434,21.889217582804015,176.14334551824402,E,110.94121876614128,B,C,253.45366360481668,A,C,E,174.75137351673,D,C,2.9812569130938984,C,77.94321169469617,1
Hindu,-102.78241777968003,-18.228996169548534,-30.803452209651677,C,-42.34983256098439,B,B,64.77355672784377,E,C,D,7.89031757801185,D,B,131.24055448605952,C,22.694982472010373,1
Jewish,-138.25314758066943,-220.66198802407163,56.7271773523653,D,-7.5327951643146855,C,E,60.54275953691639,B,B,B,2.7134955831301513,B,A,-19.74135460522745,A,123.96213706488474,1
None,-32.70189752658219,21.81304071783786,136.35431664976196,E,-22.21921409753669,D,D,-99.7461518731547,B,D,A,-44.243219942710994,D,A,2.918032037178499,A,26.77083086832902,0
Other,-46.94441275930306,188.4094394357957,-49.18886739215455,E,90.40442289249143,A,A,35.20896456309715,A,A,C,25.517359837194594,C,B,-51.53887277947177,D,-3.1291821393736527,1
Other,-95.93002489075126,-145.2830211054714,-65.94322668737267,B,37.48569674209889,A,D,-153.58432082566358,B,A,C,-18.32707720344866,D,A,-70.93818183539723,D,-71.86989899714213,1
Other,-160.41933154065163,1.0767887446163233,104.35568027979593,D,3.129415603307518,B,D,101.4520509825457,E,A,E,-58.06861674172995,D,C,21.29709565886215,E,-56.05066427761153,0
Hindu,-82.82614352646134,44.60571968392188,-0.8777696694317383,A,-58.637704429517655,A,B,-10.229422378763097,E,A,E,-91.43622089781499,E,D,145.9831672569059,B,142.6353964405069,0
Christian,-73.41809008956952,122.95508126424673,223.77542188042852,A,99.31883051423355,D,A,186.10393854843844,D,A,C,187.1600384985244,B,E,2.7419363042671345,C,56.223210521786505,1
Other,-29.703423923491997,59.10018379010833,-45.3694052326228,B,45.48075587922506,A,C,76.58029123968272,C,D,C,-31.63829048355667,C,B,162.94603063208,E,-216.29893377290168,0
Jewish,-50.9178629299772,-52.308471189821226,62.66851874998166,D,-44.74148439511066,B,D,6.824278036182813,E,E,E,204.64288694493214,D,C,38.518012986054316,E,-134.17859330526542,0
Other,59.151485165983516,-101.18056285862255,52.235485244478106,B,89.47391153572055,C,C,161.77488605736278,B,E,C,127.42419682495922,C,E,-68.74970663772987,B,-9.274204553542168,0
Other,81.04173679032716,116.65395082980451,-155.629906607212,A,107.32815446057839,A,B,-191.87163807957162,E,E,B,-110.75122012378824,B,D,-66.56773353472845,C,-78.39864474863516,0
Buddhist,-47.95793846164145,28.645726637426588,129.2518601638499,A,-99.51054101058874,B,C,-123.70098097019968,E,C,A,-135.40489503313776,B,A,73.2310435981598,B,174.0560246965893,1
Other,-76.99142488333457,63.16944189481087,-26.099225102070427,B,1.2245527170360526,E,A,-188.83259507226867,E,A,B,-1.0881096585845567,D,C,207.790457597919,C,-49.71031978395046,0
None,-89.69910862951025,101.26844246536922,-185.0129691981704,B,3.362476609937802,E,A,180.2295300507161,D,E,A,106.32013358578088,B,E,-108.35154038083115,D,-7.681600063381463,0
Other,-77.97884722011327,161.41542993888763,-69.91830018480894,E,-70.2453999885779,E,B,-66.80092904367929,C,A,D,-214.8677510699612,E,A,10.446243134689,D,-14.373893543511858,0
Christian,-127.2021294785309,31.86467016827517,-1.1019416693457202,A,45.63449693529479,E,D,106.9045750477913,D,A,C,75.37595819469928,C,B,9.925760063597256,C,-86.88531463444178,0
Christian,-93.53864377157198,-74.87867098600576,82.04519876528998,A,93.12283397096455,D,D,3.3490818700521077,E,C,A,96.7969996910453,E,D,90.24648395118719,A,-163.1215125775992,1
None,2.170085917025083,-6.4542034757267706,114.90978648799499,E,-81.73465771176602,A,E,103.9237035449932,C,A,A,59.87943374475976,D,E,-146.9530953800844,A,5.6267735882332115,0
Buddhist,201.97890670261867,40.3860141983926,-15.085354612296657,A,-46.51245718801697,E,A,-33.60520625471306,E,C,C,151.44310381283873,A,E,-101.89221248417273,E,104.10279539242424,0
Muslim,26.380127232963304,-57.979705637935886,1.2863469079529133,C,61.82611655145765,C,C,43.59783843807463,E,C,D,-51.77239549195456,C,E,159.98885413399438,A,43.02051180436899,1
Buddhist,-61.2802314197194,32.86233000232311,255.7443292694684,A,-69.91264782197061,D,E,-46.75254043175704,A,C,A,-59.49531605234108,C,A,193.66590625466074,E,-92.89246440957585,0
Christian,-201.31445545165087,85.75471497987124,-26.152863133497945,D,-110.27245269099197,B,B,152.62502839506607,A,C,C,-174.6471084691729,B,B,32.588345639482036,A,107.21505875314907,0
Jewish,-106.00316060270028,22.212503500590667,-52.70957240399704,A,-131.78501151130845,A,D,-36.83590419426881,D,E,C,66.97767325779735,C,A,-48.83887212306883,E,78.0340931274641,1
Jewish,-264.6664726658541,-32.480809357881796,14.286878859038024,C,-24.324696019367913,D,E,1.7028739198232081,C,D,A,-35.988529959488936,C,B,-266.4046219979213,E,-44.58312315195958,0
Hindu,-90.826014666153,-29.3465087269155,4.7985846136298616,B,122.44309881289908,D,B,-90.41006551055679,E,E,C,-124.58850325101577,E,B,-3.715597096499205,D,-8.859310457419948,1
Christian,-83.30696079907509,-88.93921788304347,168.00904940593006,C,165.0230232001891,E,E,83.92430968021823,D,E,A,-22.576342223894645,C,E,-111.01082383280318,A,-76.32343648575102,1
Other,142.5260905686476,-70.65451019139759,91.84088374282595,D,174.02145810860628,E,D,-104.20320433182005,C,D,B,14.021585192793076,C,D,-119.42064604241736,E,41.928348368056284,1
Jewish,75.60619194675867,-53.78926272042284,71.75091739750296,C,-35.79411097925768,E,C,57.52634168573175,D,C,C,50.702443692983955,A,A,-31.99910151514495,A,-0.8691028112340037,0
Other,-157.01875399327832,-105.26289877206365,4.941561564459093,E,-11.855602215599289,D,A,13.33099043808065,A,D,B,12.252690721869998,C,E,-84.86548941817482,E,-250.5566549054703,0
Jewish,-210.64786350256335,58.263159736657485,-181.64619109739203,A,114.1320176410894,B,A,230.57156237843034,D,B,A,71.14809186075786,B,A,47.333759286076486,E,198.65363519467888,0
Hindu,165.52438926314557,-60.97994375451326,-35.304525217775925,D,194.5944173093842,C,E,104.93283717957232,A,D,A,63.5320444834998,B,C,28.147779123942705,C,21.861416831937632,1
Christian,-74.68919139543718,154.1595736590564,65.61691885705024,B,124.2778017869486,D,A,98.31575198563539,D,A,E,-117.47541336541684,D,D,-70.29686671134236,A,88.96779591512458,0
Muslim,57.571003726675194,-52.614706967779846,-8.863551930845562,E,-10.44027836213522,A,B,-92.81851847868906,E,E,E,-153.1177886800083,C,E,-76.94880794043037,C,5.423506888265574,1
Jewish,35.60183655208654,-7.330496877237318,-79.12225882368347,B,106.43840981089592,A,A,-77.06502969543517,A,A,B,9.947692576351368,D,B,47.71914453249468,C,-113.23470163275428,1
Jewish,-83.82631411257661,54.65512610329839,88.90332616897538,C,211.52764691864286,B,D,-36.81833441818738,A,B,A,99.04335767318219,A,C,-33.69298190685191,C,99.56251623197915,1
Jewish,-108.44969453019573,14.439602728952083,162.76053778928232,B,3.90786332512923,E,A,22.592603075624734,A,B,C,-72.7985985819549,A,A,50.79090018316773,D,79.22291239349676,1
Muslim,136.56772585514122,-81.39661918929514,-45.416052077584375,C,-59.79035969054174,D,D,-48.05566707870362,B,A,D,91.12932286583728,C,E,18.64719804423514,B,-48.107037795868976,0
Buddhist,-94.96515176101475,-113.94026690495645,103.92750987696142,E,-82.25696421922756,D,A,-34.99697527184969,D,E,B,14.018829845153844,A,B,-27.04207780294512,E,131.9550858593891,1
Hindu,-79.90806022926418,99.18539212317957,-20.593716868418348,C,-76.8206156296975,E,A,70.30421282116515,E,A,D,108.1761111421562,C,D,224.2544985947148,D,45.399419731464604,1
Muslim,-137.92690041940824,90.29301569894552,-59.75173305722403,A,31.583585632411527,D,E,23.946305613099522,A,B,A,34.45522833134596,E,C,93.55765880811336,A,97.00192368809508,1
Hindu,-97.84218289602184,-16.889239307322413,48.58882824507141,B,-104.59006049553099,B,B,333.96061821723436,B,A,E,-119.82662289557615,D,A,-77.10243473802323,A,45.86778857600445,0
Muslim,124.85662273515763,29.212378220904338,-115.24075196757116,D,-40.81499591382058,C,B,149.7393308410442,D,A,B,60.85166589928023,C,B,11.158649316541423,C,92.1766776986661,0
Christian,25.28976552520314,117.09445947219308,197.05491073458597,B,-48.632502609048124,C,D,-91.96116796392229,E,B,A,-185.0250043289321,B,D,-168.4636992937404,C,33.988015897364846,1
Jewish,178.2430805444171,118.67518194431088,54.50728382314997,A,257.8334603173255,E,D,-23.38049820447543,E,C,C,42.57017735665782,E,E,30.10002178613566,D,-15.20337670769751,0
Other,-155.60374453898774,168.3142666057844,1.5189627093632876,B,63.057401899834765,C,E,-187.85481829337195,A,A,B,-38.35829996767059,D,B,-222.49349250611607,A,-107.59716877824197,1
None,-1.1508525991429803,-80.51874893335427,20.895647578165562,C,-157.47476367126274,A,A,-58.34634991080054,D,D,A,-16.327950687768237,C,A,12.860078256933802,D,-71.2119676516552,1
Christian,-213.30535955086464,-209.77641417492018,-27.886066745814347,D,87.34399149653937,E,A,65.45187702356012,E,A,A,-194.14366509053696,A,E,75.90298236236671,A,-85.18508317489271,1
Other,-69.97844590336081,10.413500811485243,-77.60437147383227,C,85.45814097483479,C,D,-7.890407579171979,A,D,D,50.98923746462084,E,A,70.65521030511523,C,-40.2323393465797,1
Hindu,119.77493106018532,150.03663586537039,43.86843023793503,D,37.27954307587717,E,D,129.89477142299904,E,A,D,23.66653902213965,C,B,-102.83543297408421,B,-124.02636425214011,1
Jewish,-93.75963943719916,47.19321284067602,87.15897196012673,D,-57.17915950397418,D,D,-10.917682101196284,D,A,C,-141.46006868638256,B,A,156.6602054906614,B,62.93712541949444,0
Jewish,-285.7166928346563,161.8168207246048,-57.96505473345478,A,171.7588488669114,C,C,-111.86668468775616,B,A,D,-54.3613852534564,C,D,-104.59244919207433,A,27.93981143839406,1
Other,7.02842207550583,-17.179318851904956,-71.07061430759039,E,140.29228636069274,A,B,-49.105330152451835,C,E,B,-87.49286909671437,D,E,-52.08953067243135,E,-11.275048565002807,0
Muslim,13.30192616502211,-144.06271743087265,156.30034972050433,C,-88.2549614929599,B,B,119.12092728840078,E,A,C,-85.28798261734981,A,A,31.895108512028575,D,-160.47204521278528,1
Jewish,18.498494701953465,63.34743637300113,159.71945945704596,C,-20.22314928843016,E,E,73.64880771956689,C,D,D,-251.56901783215142,B,A,64.54341993533717,E,-19.03618768206048,0
Jewish,-50.06691474622764,-64.84155332830701,-97.68295445933214,B,-41.368633173340655,A,A,112.69976525872983,C,E,B,-50.242348323189155,D,E,55.787880117817025,B,-1.933160471668112,0
Jewish,202.34475171865202,95.88754018334743,-92.58821591796624,E,-4.884598395479046,E,E,-199.91788178157032,A,E,E,55.04003687458749,C,D,127.89645452472591,B,-120.74049179639105,1
None,-109.31077055017735,-63.54034577875144,-25.675443576158997,E,151.12854134505474,C,C,-17.125939427479832,A,D,A,-17.464825373146226,A,C,41.8688185351989,C,45.97905705804007,0
Hindu,12.922536005494765,135.83087456384715,-109.23691434210781,E,78.58244407891907,A,D,-55.11452073782075,A,C,B,-102.11634556279603,A,C,173.93044670408966,D,24.4989905964063,0
Muslim,24.171447851544663,-212.96385540603063,82.70900759822905,D,-55.68498512789441,A,C,-86.60532779572813,C,B,E,-51.598264128417185,A,D,-249.50876416849232,D,-8.03707633374654,0
Muslim,-15.486566668724267,-171.8812543168772,-107.54557486897338,B,-56.20859609426335,C,D,110.36212525325688,D,A,C,81.62026939491382,E,A,-95.52406142303417,A,31.8640496259864,0
Jewish,-19.41192821907317,-108.68322041889384,-86.50262766338763,C,-88.34009563554358,C,B,-131.44030013181293,A,E,E,17.77288369923284,E,C,113.92265419323489,D,91.43619438938345,0
Hindu,-147.35653790270928,-28.19882299501797,-7.88742545238692,B,195.83354122521024,B,A,145.5733020990762,E,A,C,56.46842554321457,E,E,60.88275078505707,A,-41.656557596050554,1
Other,-85.75859678504897,155.34818986385218,-178.15303508520856,E,43.3695473303509,C,D,4.322970994658998,D,A,D,24.201830785434744,E,B,65.3093072032884,A,104.22606163552581,0
None,146.56247648703123,15.616656664526257,-41.157764522406886,D,31.106309553520607,C,E,115.07188268942797,D,A,B,-87.00716640770636,C,E,67.73433993353414,C,33.61256052315508,0
Jewish,7.357689075632255,55.85427746395386,-15.492624866021131,C,119.54745498826603,E,B,-77.04418659110925,C,E,C,-77.79746097728375,C,E,72.59889471924824,E,-26.522184909453394,0
None,9.96001490312389,3.8854096461921,-239.27298399480526,E,-95.04870550290553,C,C,80.65361380473126,C,A,D,-42.153075007645235,B,A,-68.193631867477,A,164.57785079163244,0
Hindu,50.050266152031085,-136.130392799169,-216.80159057555704,C,-114.4979251999006,B,C,-58.718107246065046,A,D,B,103.51703263850244,A,A,-103.01668496726262,B,119.91377331071982,1
Jewish,153.89821350966753,-33.93983201460796,-97.68401017678327,B,-188.20074419261118,D,B,138.64001883859234,D,A,C,-40.372025879503084,E,E,4.017585188285648,D,-68.88298476787887,0
Buddhist,63.87104189141453,-41.11455284060655,47.94100427087689,A,103.79302944358206,E,C,-28.633111778994657,A,D,D,82.73545385519806,B,A,-230.65137364296535,A,-121.80017522656262,0
None,-83.72015324341268,-61.29572244456259,33.902228731048396,B,-17.129788196560018,D,B,71.61804224712967,D,D,C,-40.638620553022065,A,D,-104.26918099275848,B,52.29642031090229,0
None,-125.89670048499602,-28.515519375869854,112.57406141795909,A,92.08750656746501,A,A,-121.31311551296804,C,C,B,180.33157886882563,E,A,-102.48984579061397,C,-195.73804749267444,1
None,-16.491988530488424,-102.86691822589604,100.07961315333318,B,-45.0891368387295,B,B,-94.98683977392965,C,E,B,50.020645920360764,A,D,19.143368347873587,C,110.08443778411741,1
Hindu,23.958072630522516,-60.31776254853314,21.770088594363298,D,60.53999587775913,E,A,-110.28663378687868,A,C,C,-49.05503650131879,D,C,-8.510451818428786,B,119.9907797978604,1
Hindu,-156.23893786776043,-8.707845961005216,145.27880419829086,D,-21.337500562876183,C,A,-67.32385727579549,E,A,C,86.52285613024077,E,D,-4.726495467702467,E,8.802971650036064,1
Christian,-5.992573863669459,70.30306700654522,25.28842254975881,A,-200.34421047534016,E,C,-45.40451564046942,D,C,C,100.59980842432614,D,B,43.46137826920063,E,-6.750346087663388,0
Jewish,-146.220938422726,117.17597875883487,85.26981343238145,D,22.886473131435782,D,C,-116.35573573078165,A,A,C,-158.2857799423763,D,C,-0.6476456843506658,E,-69.43145172838612,0
Muslim,73.0635197841762,27.835373212716142,-39.68898874833022,B,72.50325955414024,C,A,72.46075524353563,E,D,E,-132.80579147057722,C,C,29.064555640786093,C,118.41807156888589,0
Christian,-53.55440602566327,6.847513038636098,-86.61272594215104,E,-7.0034564116301325,E,E,-16.384124028543823,E,A,C,56.003376005992756,B,B,127.66993101320658,C,38.94754578121024,1
None,33.42335642393774,-206.84511414246128,38.50337033966258,E,-11.223267397031512,A,A,14.263788714179926,A,C,D,83.16086652016118,D,B,85.60912013094048,D,-62.640691358852294,1
Jewish,-137.55156337505807,164.89708471097688,53.631977330323544,C,37.69700806255338,C,B,-60.55748299394934,D,B,D,29.532527917294317,C,E,-103.96528971036865,D,185.5016294404851,1
Other,-208.82449853431967,-49.872138206455,-51.75487761531078,B,4.111342565388176,C,C,-9.835732959214289,C,C,A,81.34356303608253,D,B,-71.15223285301447,E,26.31323802449951,1
Jewish,6.532531379908814,43.519139435459984,67.78964188179894,B,99.39635834284411,D,A,-43.111762380984,D,A,D,85.04971699088065,A,B,184.48796027425232,E,133.18576989256496,0
Hindu,66.30307358856956,-2.1682135842770274,-39.01962179484666,E,49.47048420603598,C,C,-27.692058563523737,E,C,B,95.17570794408951,A,A,56.76882365897278,A,-174.797005420941,0
Muslim,14.57745463342569,-36.50061773841263,-0.32310454428934904,D,78.4275524936044,E,B,4.879401560132358,E,B,E,-118.14187699699188,A,B,140.46467538484032,B,-15.942181991296799,0
Hindu,21.36127714414125,243.37977896952015,-55.48226078373434,B,-14.83573328133183,B,A,138.05851089415586,D,A,C,32.637059161103835,E,A,-15.900186397672503,E,2.121098796573906,1
Other,-1.1320786977206927,79.12708327196381,62.948153570008216,D,-100.30743716996085,D,B,-6.236914102928484,B,E,D,-10.34716359790962,D,E,-32.638964242361304,D,87.9535272441452,1
Buddhist,-32.67925937289743,180.9747974792506,-27.600748138790415,E,-92.01459306746688,D,C,152.45516621857888,C,A,B,28.140602033702862,D,A,48.06873944093516,E,-55.87899925385852,1
None,1.7576488659219804,-112.19128311818113,104.36327424786663,D,-29.39551049618494,A,C,102.29329318771585,D,D,B,-4.710043509323331,C,B,70.70982632377034,B,81.25286802963339,0
Jewish,318.63998555253727,-3.307564120459455,114.66701895349051,E,-190.78874185818196,E,E,64.65918506040002,C,B,A,-17.13394205096914,B,B,109.16906274426941,A,49.61648607642785,1
Jewish,226.1764509412505,51.66962558038857,-25.82903460197383,D,-28.21831150102109,E,B,-95.88382894984765,D,A,B,109.99579623897414,D,A,38.7453555055731,A,64.80862689951206,0
None,-13.627540064381416,-23.14841283308069,-132.69720497589205,B,-37.604577325633265,B,E,121.88936041278392,A,D,E,131.4070936200168,A,E,-63.468342546045534,D,-35.789373314471476,1
Other,66.24557723295507,29.689302625751697,159.54142325723979,A,-10.999433993483624,B,C,-125.18704172846908,C,B,B,149.9799614884407,E,A,59.497156366596556,C,134.35499966210438,0
Other,135.81876145672967,-102.92160181926657,-183.36202716047555,C,-159.82130856618707,A,D,-32.871633723690486,A,A,A,-7.3731979427640075,E,C,40.44486954534727,B,-144.76533468190502,0
Buddhist,111.78478630891809,5.674044838657637,144.18768840557598,D,-46.45189185489586,E,E,100.8470125146793,A,A,E,-82.036378390771,D,D,44.41060743913656,E,1.7636615130373834,0
Hindu,-6.754505648592978,50.156235414949926,17.32093335838853,A,-190.08022671187476,A,E,132.9948636511395,A,B,E,237.87309036976714,A,D,52.332664218910416,E,14.7922317756166,1
Buddhist,-192.8430244798029,103.7899311452787,12.161554756165973,A,202.9447763828665,D,C,95.29957968623786,C,A,E,41.43966530484357,A,A,123.58202792852939,E,-80.67145127448998,0
Jewish,12.020200604681024,-3.9382181851328744,76.51618007785501,E,187.5996841317104,D,D,13.447181779927442,B,E,E,72.26523520180477,E,E,111.03770254316821,D,49.94002024266769,0
Hindu,1.0267936207817172,-168.43738538686767,-85.94664873365923,B,-84.94815797003457,C,A,-4.305422851646635,D,A,D,27.73684450519606,A,D,39.87870817139923,D,-137.20859546985656,0
Muslim,-34.50551753857684,8.160950402980744,-92.54868884866057,B,137.84096420294162,C,D,-70.37033833055301,B,E,C,-243.90279679219339,D,A,-101.80362348058469,E,9.769550573710859,1
Jewish,144.59506842888726,-134.64558909481718,-152.93675676560954,C,9.628601898322325,D,E,20.53809165965373,B,A,C,-8.671991548521671,B,C,124.83077892302188,B,-122.13328066240396,0
Jewish,224.91140725718714,-36.756748898399785,38.12365220591903,A,26.280574558089615,A,A,-3.475582936851195,A,D,E,12.385241804911313,B,C,-94.67083779401841,B,51.47710961682675,1
Christian,65.58201159840787,51.39318174109082,-124.80535549526506,D,-235.36531910734246,D,B,93.78376216048304,B,E,C,90.48686196041383,C,B,-39.87213834808899,A,-133.38259686749456,0
Hindu,-12.626606326602438,190.58943914194387,-41.688295999723834,E,-61.68878918463294,A,D,187.7934380707273,D,B,C,68.64238786168144,C,A,-39.331057827041526,E,-23.42566115552815,1
Other,-112.66719757891326,14.699738171435312,-62.68568706592739,B,-69.60818399234697,C,C,-22.675926796704886,E,E,B,-102.98152614909259,B,D,-38.58098177627872,B,116.71610797165445,1
None,154.92137532337836,-37.07357683769229,35.95178072188409,E,54.67580791336443,D,D,-24.77890953838837,D,D,B,7.906402862676395,D,C,90.46259091070586,B,-150.32581723923383,1
None,156.4366913455564,44.00415822421004,151.19639257134648,D,-149.49318817851608,E,E,-56.49809078857755,D,B,E,40.872013891855666,C,C,-176.13487379862357,A,-12.17658381165863,1
