Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Non-Veteran,83.58490551689111,B,B,-90.1906281774931,C,83.1981039668397,-185.98284364036962,4.00066027086941,0
Non-Veteran,112.71781724698337,A,C,-28.110840820871452,E,302.28494106839605,98.86770443628085,67.93819319518781,0
No,-49.53086726191114,C,A,-113.61064115700219,A,145.39113036649363,-57.318991988877464,-72.62922639912061,1
Veteran,-64.78303611479375,D,C,134.08349568238586,E,41.28654106120584,-118.48910466277296,65.56537688793574,1
Veteran,56.24036754129694,E,E,143.26552215285253,E,53.11981152521006,18.632783557142123,126.1681395500436,1
Yes,-44.57518269255117,A,B,-57.07580150896284,C,-52.174941987589705,-76.27718724838658,-60.491446337170295,0
No,43.76943830627561,C,B,-61.380252955742506,D,2.9581138110934044,37.626289641528594,-195.77592850650552,1
No,-57.84613049382015,B,A,-32.408284246720754,B,-16.82232661554409,-2.878681064325048,-11.74962088107503,1
Yes,57.83428407866762,D,A,-40.82766971619858,E,-90.79572915628506,67.37191856272122,-114.1869110919052,1
Non-Veteran,-37.88324545295791,E,C,-3.8263632352785604,E,147.42310180492254,-44.48678090032084,112.39715971348652,0
Veteran,-105.70935482731268,A,B,-234.1771114209006,A,2.310166690745436,-11.649634659424533,133.5352470009429,0
Yes,-86.97349655085354,A,B,73.6377564066712,C,-113.33124314505518,-6.055759377077853,21.13834861060779,0
Non-Veteran,-33.73511257460365,C,C,83.95120672152844,B,-57.85156512587278,117.92345594295777,-167.63291329713002,0
Non-Veteran,49.31466800551733,B,C,132.82386103662256,B,-60.38420544304922,-132.73044213936322,103.98459119336012,0
Veteran,-106.64902822016163,A,D,207.19427546083114,C,-104.74514705276998,-4.84274451086652,4.674305950034662,1
Non-Veteran,108.94081053791993,A,D,5.382314659022986,E,-116.34664291463923,-1.66217446281496,-111.98954075874825,1
No,105.88045703300868,D,E,156.08526998589986,A,-3.1983178153263285,-234.1022250303959,-120.49537160706369,1
Non-Veteran,-233.67055984662048,C,B,124.34274178778544,E,166.99722783805123,27.154047678763334,-135.18562400946962,1
Non-Veteran,119.2628520573189,C,A,-108.11447302565294,C,-33.28763355927776,94.02433796585677,-10.423760198218242,0
Yes,226.56230601000468,A,D,58.81865467835128,B,120.78018220981508,102.99184487667566,-29.209532842997728,0
Non-Veteran,143.52370022439837,B,A,-13.042144799698441,B,-19.104633960504724,-30.178697202317366,-39.23877159202223,0
Yes,88.90475149788477,B,D,-56.87670625013956,B,-76.09056883397486,98.32460272641353,4.358735356542499,0
Veteran,-18.98059059750509,D,E,-93.94738074482359,B,153.80292390301454,-37.76627935015874,-66.73349282513547,0
No,-72.73259436210928,A,C,-55.85083690231516,E,-26.745350334399525,-52.91578160910754,2.661272930512568,0
Yes,-46.230169382249805,A,B,-31.144284115674537,A,-83.81654708893377,-15.238508642187728,171.68270641699132,0
Yes,47.71532849312902,D,C,-127.82162228842837,D,88.90390819067893,-14.048451790934743,119.46409102813188,0
Veteran,38.18177146385651,A,D,-185.44418723083544,D,115.3593938611554,-36.97721306345681,93.67686211811474,0
Veteran,229.2461420997245,B,E,121.71825987822787,C,-214.59444134070475,23.78678182026401,121.39961040962743,0
Yes,-74.5486141467969,A,C,-44.769284729656995,C,-41.4279797170882,101.8634003507638,24.008407559828306,0
Yes,193.48148311799088,E,A,186.20347083228202,D,154.29312505845505,-14.413141230393892,132.22162125756657,0
No,-73.07968799837582,B,D,142.4113282874237,D,-8.775982431338464,-126.50905008484064,275.70458689448236,1
Veteran,-92.52808734946805,D,A,89.36099131485524,A,19.377560446039283,-159.98278628790413,108.91728610390166,1
Veteran,-60.218878247679456,D,E,-151.10396297223912,D,126.25523962098832,-74.32403134293651,79.64357605611858,0
Veteran,-216.64762445524147,D,D,60.60963511387188,E,33.79817320316909,23.852987728489577,108.41092432936885,1
Yes,-43.62200885444806,E,C,114.2950449984796,C,82.61218801875275,-12.734765048320535,39.7987987757044,0
Non-Veteran,172.80442965388474,D,E,-14.158906694293712,B,-75.68921287437955,-74.67368083849354,-53.88815161944308,1
Yes,102.01367600450509,B,A,-23.196106353113617,B,132.8533825284446,21.632433988191245,39.2564137537992,1
Non-Veteran,-14.780598474120865,D,C,39.91421824696685,B,-117.08155066255617,107.39587914989987,65.08307844096906,0
Veteran,58.96304191056093,E,D,-94.84677023695977,E,61.58259895372636,-16.3489825825141,32.505742177591266,1
Veteran,-254.30050629439637,C,C,28.588016133961276,D,-61.452724216143864,149.93782655414947,104.03825511324771,1
Yes,129.31722369334133,C,D,146.23254040757084,D,38.68459760253711,-8.36156902045331,-247.27004154920752,1
Veteran,177.839998532054,C,B,-126.71849472216958,D,148.09853852580105,181.11793423029462,8.580829108264716,1
Veteran,-16.598799325318662,E,C,0.9355789585684412,C,72.76909052169304,46.28963256255324,13.65869830351645,0
Yes,168.11267285313005,D,D,130.1826176548959,B,49.912044501045486,-48.35979205672268,54.31793371059024,1
Non-Veteran,-275.19453812799225,B,C,144.6510991305485,B,-32.912609242576245,-15.927811661374875,91.42776514461005,1
Yes,-49.04270049185788,B,D,18.072983403958474,B,151.9384851739761,-160.04300713658563,-117.78026732993536,1
Non-Veteran,46.89599009649069,B,E,-23.517993639020336,A,152.69105879889494,46.39026346170428,-14.930820150627211,0
No,182.6947308345329,D,D,11.604128035709351,B,-4.4824547265053845,271.5835057512453,79.43986059287987,0
No,-171.25301994760642,E,B,57.591222118568794,B,107.30811016430599,76.22078940721117,142.77431115931665,0
No,2.636236863247564,A,A,-113.69649254279616,A,39.739278616950585,163.1299118958178,55.97792787526855,1
Non-Veteran,-24.886183612333575,C,D,86.57525137979297,D,-109.18322292864346,51.675708456704584,-19.642476694104417,0
Non-Veteran,-101.59873923008816,B,A,-158.0232468132366,E,-181.80654363917793,136.16503633820395,151.97454159793864,0
No,139.0467500637456,D,D,74.3517608462211,B,-223.559806641625,-24.465708371292717,-74.09045755712768,1
Yes,87.91397165285964,A,B,-85.72206319003288,D,-29.45893909688884,-82.1796291833437,21.59164642144366,0
Non-Veteran,169.56573137318318,D,C,-66.47271545084277,E,-192.13599101238742,-24.4185997432604,24.932028478863156,0
Non-Veteran,28.766472301041553,C,B,-17.115602707922502,E,-35.16835760429154,59.043314658779146,67.70297153634527,0
Yes,114.46355891299052,C,B,75.7498759635163,D,41.77489463378403,99.25112921460337,-178.625749195869,1
Non-Veteran,-66.10079678174309,D,B,57.21439231203903,B,-60.03915560690195,-11.798832354023979,75.80923010795487,0
Yes,173.0910283660612,D,E,63.11708910636421,A,14.709251653780237,-76.40294704615093,-35.20002455499474,0
Yes,-164.5456243663644,B,E,11.28252114206097,D,2.9448397514844458,-78.78036157164658,132.4087452676396,0
Non-Veteran,-130.9881093172089,C,C,156.761809010791,B,2.2522665356284435,-54.79577244670101,102.43648846845616,1
Veteran,3.529461322398287,B,A,-112.57109170465918,E,-155.45287709437702,-2.5320381862880335,42.245810289545986,1
No,-208.86091283567345,D,E,149.57648516759542,A,140.03280661297063,-21.487512060660364,-19.784342755943243,1
Yes,5.3654103290620405,A,C,188.6928574030094,B,-44.95504300191925,86.89715745484537,-45.88096478659093,1
Yes,-24.912558284325396,D,A,159.52283875053223,A,12.815223745071075,62.342358809472934,-122.53136996278282,1
Yes,167.37860105115178,C,D,-10.431826132332752,D,63.79969990344607,17.610628283067907,-29.245513210395597,0
Yes,37.164398158329604,E,A,-9.327856640533593,E,-31.448374088529473,59.90012885855599,-17.435714082465957,0
Veteran,-142.8366299969545,C,E,49.89615118173197,B,32.61188647693429,121.95387560154491,139.35721735483057,0
Yes,141.33871143665797,B,E,-8.43101696009376,C,-161.9470481870365,-22.673431895457252,-165.40478092880016,0
Yes,-88.78572319468883,B,C,-81.66450413500121,C,84.09252384975922,-1.9656670763481616,-10.77908052700074,0
No,31.21069472067356,A,D,1.7233461011190159,B,-50.18784878593585,56.293864264924245,-179.60442916350073,1
No,5.308202457799934,B,A,-0.8821603782975288,E,164.79571200624358,173.82233197480048,-12.51283436570553,1
No,-39.50197558075658,C,E,-54.639777034186245,E,-105.09689496639743,-36.659538037908035,106.0039711064675,0
Non-Veteran,30.11033949560453,C,E,-22.94439933259446,D,160.93759306410865,-70.36659426633905,87.9264868826804,1
No,-250.66734048017793,A,C,-189.29431450779336,B,18.849522948662134,-40.191292288380076,-61.61846977832708,1
Veteran,-37.02420992986745,B,D,-52.21008926733498,C,114.0107248078252,-44.46843102033378,-97.81349522269898,0
No,141.17404285241022,A,A,156.31971079080083,E,50.141485010620926,66.32244055271136,-21.442191554450954,1
No,84.24757835717398,E,A,-65.85696205494462,E,88.45821122771757,-16.483060655419834,-147.68262631670066,0
Yes,0.001864425953172314,E,E,106.58111761439004,C,46.463811506077626,-177.68425543124056,137.60578274466596,1
No,143.07842120471005,A,D,-11.205171816923084,B,-62.4326233222407,-126.7415886292277,17.05537807862315,1
Veteran,-58.87792079461992,B,A,86.92979741044049,D,0.27106192602332335,-90.15107120118859,24.842187784200046,1
Non-Veteran,-109.96115757319825,C,B,-268.0410491673393,A,91.15059451229402,74.90390420722233,17.5762806651857,1
Veteran,127.15205076665292,D,B,105.82291873808092,E,65.27435122962586,-16.922386351729372,46.721753632312364,1
Yes,-12.439656946441136,A,C,2.5438596275106384,D,-27.593588863212474,29.924431115588046,23.89656299744272,0
Non-Veteran,-111.49450927445645,D,A,144.9872699724795,B,-156.9470128416347,102.69447112555366,125.38942428195277,0
Non-Veteran,-69.65842484403436,D,B,-71.21756066113934,E,-30.291088493177256,-79.91392120000549,121.36258562807252,1
Yes,-63.67092668587988,C,A,144.60379511276346,A,-5.799796789740336,39.760601510620816,-26.865278365531825,0
No,-119.09347969568289,B,C,-3.3964593121203563,C,-68.69984481164587,-149.57259804942572,-62.46665851291225,1
Non-Veteran,181.49977151075282,D,A,231.53263742345902,D,117.29038636076221,45.37497715981298,-84.7650011154188,1
Veteran,32.80746298434855,A,E,-134.0801453039119,B,-17.615859150537222,17.35889638089234,7.749013563010003,1
No,-62.53888845625838,D,C,-33.27744090461897,C,65.07187429575458,-37.142174689584145,54.875174882179444,0
Yes,-124.75804122801483,A,B,-119.51806537305949,B,173.2720265188707,6.378947780874568,147.83308572244562,1
Veteran,54.74722766884563,B,B,-30.495792622288704,A,-9.412168236574853,-14.87672943733744,28.69025816150328,1
Yes,93.20103853176508,E,E,-2.182737630928153,A,-246.18136299066543,-76.60681912722356,-26.29112089184067,1
Non-Veteran,-0.24528822237431508,C,D,-139.24319894867497,A,90.47128298286769,-247.69022974828366,-104.63192246559836,0
No,29.0473386897367,E,D,-153.620489378083,E,-75.25342314953582,-58.90007284188549,5.587194912247613,0
No,91.8192043619593,C,B,-44.03490141720359,E,-164.59641405783182,-62.11921756427603,58.20587031256535,0
Veteran,-24.692560053999255,C,A,55.144470582435424,E,89.98087855739416,191.7781015132853,92.7308386387993,1
No,-43.60909875819249,C,D,58.093211007316306,A,43.173838712284926,-132.9962863052545,-2.6195711705573963,0
Veteran,84.7408448117289,E,A,-37.612041065929105,A,-107.92982717643727,33.85219124906686,-94.97305708928113,1
Yes,32.27127083987534,C,C,-135.98693492241165,D,-47.56554958660304,-28.552061058089564,48.516293713427494,0
Veteran,35.152237601740886,B,D,180.22368511589565,D,-121.13743865415285,-38.34980104163613,100.24498459782625,0
Yes,61.07044742418096,A,A,149.8771358637707,B,245.90878099143686,2.6371553856494776,86.64349376218122,1
Non-Veteran,-55.45098931471218,D,D,-34.657815376878744,C,106.02929518569522,5.6179307094114606,69.0070298706504,0
Veteran,25.41433962252217,E,B,210.83721723164507,B,-99.43889868185978,62.43815657141092,44.33878758741832,1
Non-Veteran,-203.53486993227327,B,A,-191.87700961373068,A,9.952134274457572,155.61631682242677,20.555075149330364,0
Yes,-152.2082810250511,E,E,-114.49038538325875,B,-14.188039972463399,-88.11980935085639,-91.56849206220149,1
Yes,16.101122740890876,A,C,144.45300490174915,A,49.4249045256368,135.85304514858296,5.276619990052832,1
No,36.77342582978583,D,D,-7.387142717919416,A,152.856097551335,-42.82661483524967,19.58267322211382,1
No,-12.613573975348604,D,B,146.7044337469482,C,126.15369760660651,25.593471570572234,7.521063689346195,1
No,10.821433517955356,E,D,-25.233907061654186,C,13.626446192939062,43.67846441085562,-87.20539810837792,0
No,-54.159861369522844,C,E,2.8966055896023306,A,42.798271372116844,-127.64736811576766,135.65974536451506,1
Non-Veteran,-35.282697390308456,A,C,75.55297054686935,D,89.49243228829152,-59.39667169198831,133.1874064069214,0
Non-Veteran,51.42005304758619,E,C,-39.51390221249213,B,96.23376304959899,10.989632109465516,-7.182461347082055,0
Veteran,129.61177221257864,D,A,-29.055867560523296,B,-46.93100287589601,-74.71245230236364,-18.153491750836974,0
Non-Veteran,45.83292125211237,B,A,-28.063509259404327,B,-75.96931910301805,72.1557579448774,-5.7380110831592015,1
Yes,-20.446234422520714,E,A,-11.166106500999643,A,-90.19599382414405,59.049675847127936,-70.55816560452087,0
Veteran,77.9078345698348,A,D,-30.072335559415787,B,177.62248612934687,87.87967114335308,4.214862496736222,1
Yes,-132.34534970997254,B,E,-5.73943027286103,B,122.63708514539134,-0.40764192263652516,-33.90652204784841,0
Yes,-88.51849405665646,D,C,-15.32707931103694,C,-112.84596418458194,-57.984126530950896,185.46593410327074,0
No,83.28013481592936,E,D,-0.727294601090689,D,177.64508585481664,-51.0835688560158,-56.68946768430132,1
Veteran,-20.292915019125328,A,C,112.2671320438106,E,132.56459231961318,73.3160461146029,-104.58338435867836,1
Yes,78.98301499085603,A,E,94.80269119774061,C,129.04089632964062,-33.741172714789705,-77.19346893308555,1
Veteran,-56.162390491854275,B,A,-146.25299904661415,B,-67.81063606280574,-6.891671491930053,-14.37526019197486,0
Veteran,-96.99828426094103,D,E,-85.99902368011823,C,53.32186993518043,-49.36714074189172,12.85794655611239,1
No,83.36570009670604,C,C,99.35171014663321,B,77.16427832852825,-121.30788954084836,131.74540352643302,1
No,-124.88712174367969,B,E,31.452729715864898,D,-36.94249300892029,10.73827954942374,60.072392455893976,1
Non-Veteran,73.9153670145744,B,B,-222.893095259395,C,72.73288492015105,-2.260875947444391,142.0126540551935,0
Veteran,39.73250580183214,E,E,48.31451563211427,E,23.573258949271388,41.410163837153334,163.53763523847473,0
Veteran,-92.90751673017907,B,E,105.22669261494198,A,-3.6821312861690156,-178.1649490166634,-24.811993491188485,1
Non-Veteran,99.05462298514,E,D,144.57124127764695,D,-33.09492850993524,18.971374828681856,75.54099970300922,0
No,0.7548828247999536,C,E,1.8966780216094632,D,122.93778173257321,41.23208310669796,-93.37996848299352,0
Veteran,-203.65066717708285,B,E,-85.08486578311738,E,278.48347001129554,-19.000068971558576,-37.616647423534225,0
Yes,45.0576198485004,B,D,56.34052960264822,A,166.06632197741868,-128.4459488495446,15.269289388942425,0
No,-144.56846761296433,B,D,-128.9467534921379,E,62.71487654942809,9.622766064909346,-28.673531791382267,1
Non-Veteran,-77.37845318610678,D,D,142.3234663873135,B,13.5500317093955,-160.7881334554554,36.5751118893322,1
No,-6.256011693046445,C,D,-83.4721660977423,E,56.47089170999388,63.062554828767624,-28.19993815652152,0
Non-Veteran,10.727810438275634,B,D,-144.9890037625581,C,67.6506586545419,-27.930187427550646,86.39691511552667,0
Yes,-93.48860564954005,A,E,0.18741231054365928,C,39.772444119739674,173.0835718030537,65.32513437737359,0
No,-28.767664491335697,B,A,124.81118999398859,C,-186.65733117531852,-77.13162108979077,-98.6365600485062,0
No,45.391589398791226,B,B,63.46188058714334,C,-177.60415888745683,50.34627691467367,192.75854171740883,0
Veteran,58.55135037731027,D,A,-15.92863327443468,A,49.760487503438064,154.17734689917867,-43.81783312182053,1
No,80.50948426367366,C,E,-17.24758430836483,D,135.30574769159554,-95.91495501673951,20.85041270323707,0
Non-Veteran,87.12356754217349,B,C,12.568804165623638,A,79.8066034175375,43.47099747083726,-14.586855638917983,1
Yes,80.614875678085,B,B,-16.350628513099412,C,6.456843470371805,79.8614445354513,149.71014025507995,1
Non-Veteran,-83.77074884287002,C,D,-23.60340224321926,A,-27.868456838854033,-25.586837525907253,-42.785958252822105,1
Non-Veteran,-137.45775457830743,D,A,-116.76107958611206,B,52.62494200923747,-99.09499198833394,-103.4336750606055,1
No,-83.59548629138186,C,B,-64.5105976164417,A,-31.187335771729536,13.562702961559529,169.57355561982598,1
Yes,-35.178728379731524,C,C,56.26823845710784,C,40.64316557995447,-80.46122868093916,-38.429671340507795,1
Non-Veteran,-87.44882083763753,D,B,-85.68949558088086,B,11.355325632908832,-164.16424881834902,-102.74151361167394,0
Veteran,129.21233217276205,C,A,110.63096465716522,E,-61.9006314536289,-43.059224451485875,-10.187391112689559,1
Veteran,-54.06253789963926,C,E,-249.11790299996593,C,-134.00906823302546,-100.01077151148972,54.01388983620951,1
No,31.69374527262377,C,D,36.85121474840486,E,115.36916561394877,36.06284613511968,-35.441074057841234,0
No,1.618341254753288,C,D,-129.43957704748726,B,-14.743192670918251,111.94345317817738,-72.26415062510468,0
No,-13.844424389821217,E,B,23.9018881093426,A,-103.77156320139285,1.1417831922726673,90.49382695377935,0
Yes,-73.09346304388158,B,A,79.64714032643919,D,62.91146867756064,188.06097384459898,-189.5032991862599,0
Non-Veteran,113.1537141379632,E,D,59.82407996531983,C,-95.7583856433574,-213.45507501368925,-14.304952027235911,0
Non-Veteran,-31.015235103327786,D,B,48.358996075071055,A,17.360267170789058,-49.15571159948265,119.63205350251023,1
Yes,-30.961814884657358,B,B,-47.798090724010706,E,-114.26845221101935,-109.35044424935055,73.03951255157342,0
No,-245.0297059984192,B,D,-215.3225172991586,B,-79.37652592213011,-142.97191927455793,-10.909466145182595,1
Non-Veteran,24.315852378193036,C,E,-74.43901856255657,C,-4.937499330930232,83.90974025949734,-115.85363250363268,0
Veteran,55.396655112218596,C,E,-9.638573571370516,A,201.8558528098489,86.99829172343631,263.990018377137,1
Veteran,58.351909873360796,E,A,-79.31497202089757,D,-6.866717631551545,-91.89883338112818,-82.55899621466885,0
Non-Veteran,11.415134648820732,D,B,109.99317218396716,E,-14.864881785932049,32.380995294510214,14.383048927585534,0
Yes,-93.79429748903625,E,B,47.05957446256419,B,-18.971608849054146,-11.276468163912098,107.19283647270427,0
Veteran,-60.066657232660184,B,A,-181.87533513896773,A,93.53203529615503,-99.61156450953254,6.378446512020074,0
No,108.02991209649532,A,B,-27.354283056864254,C,80.42589869315208,-26.348804389418607,158.7191580925209,0
Non-Veteran,87.2413747895293,B,B,46.73867828906013,D,37.665024672493594,-115.2519047795413,47.53751993541265,1
Veteran,-112.68806470548415,A,A,-120.5407792737497,C,97.69869519271359,-162.83541608244303,-167.95275602763016,0
Veteran,24.513334841261347,B,C,-150.83553120174275,A,47.228051319745404,-105.91337876962726,16.59783933591945,0
Veteran,21.9433915374208,A,E,50.54946555027884,D,75.4245628575164,-48.258758038919176,3.1670140500296893,0
Veteran,-13.597099548205058,E,B,172.59086552391773,B,12.923205928333228,-94.5666616593517,28.30647888736352,1
No,-130.58537130959525,C,A,202.57624219191092,C,-200.5974212529277,-40.599455832657355,-105.37794783623194,0
Yes,28.664937646129612,C,E,-26.647450324270583,E,116.99712836946668,57.22271086208989,204.82790457408976,1
Yes,-195.78396554147892,B,E,-49.43041541826801,B,1.90333620110307,-20.593576216123047,199.50925833716983,0
Non-Veteran,-41.92985410010846,D,C,122.0567486812272,D,244.32942178034804,-42.381034836593685,33.14375923069289,1
Non-Veteran,-11.2681300468629,B,E,-43.48408410112636,C,-183.2964363048738,-167.98643710785015,50.6760825676759,1
Veteran,18.703901765266938,A,E,50.661764106308574,E,-94.19711041733831,-65.21337837087977,171.47584485169475,0
Non-Veteran,-277.44396220572327,C,B,-14.16724393396348,C,-14.432409057418175,-71.8983927147915,75.19957200644477,0
Non-Veteran,-17.96637392201035,B,C,7.502060142189027,E,76.04244979801811,174.60084813383548,-245.0073225735311,1
No,-41.143699424030586,E,B,52.77616569163899,E,-89.81620795375547,-16.738489812035194,78.5242115551753,1
Veteran,-71.94295799022126,C,E,37.638307614826665,D,87.8182007042976,99.82303348531778,-76.60166357395501,0
Yes,-48.760302849508534,D,E,96.68775153761328,A,139.61011310252917,30.96383768646206,81.90403413256023,0
Non-Veteran,41.28333800595232,A,D,-12.942634717540443,D,112.94600398465488,47.45407519708047,13.492831080772405,1
Veteran,-20.95572817494101,E,B,72.39383312996202,C,-80.7354875115316,-48.94991899284469,159.68089792278423,0
No,-27.197804816297573,E,E,-91.91707763062736,B,20.575750282677298,-7.796903302779707,-127.58573239929443,0
Yes,-57.18644123995732,E,A,-32.27373840985486,D,-168.66008502437455,15.750144523687792,124.668483316209,1
Non-Veteran,-101.30610998759744,B,A,9.224583465518045,B,204.7330099017093,29.36994157789548,-24.57449253950986,0
Yes,7.675762392966398,C,A,-47.77403650735834,A,-172.4262112320403,-156.45923258085128,-71.29806609396584,0
Veteran,43.36685627123241,B,D,73.25183091512454,B,-50.76607083974511,-64.6267928322924,42.581122232568255,1
Veteran,-33.723630038641964,E,D,100.0474818072143,E,-96.47911860047705,-28.437513541059474,15.17517993412733,0
No,-146.87297679348734,D,C,-170.61210675990253,E,66.67426983939518,-25.164434571502397,-83.78817438724889,1
No,-54.26830253094571,E,D,-72.4645313968097,E,71.14600562457893,-119.34621368049596,-34.14427763042284,0
No,-64.71990717452786,B,B,2.101896059818938,B,47.23894335968994,-18.42850049511154,-41.54914796752089,1
No,2.1487987011233765,B,E,-204.26043882547944,A,148.00646151412676,-153.59781009212102,56.033644856200894,1
No,-80.62543076193641,D,D,45.653005370142594,C,62.98922564923045,-29.867142929480224,69.9105231140979,1
Non-Veteran,11.96227186567155,D,D,-108.13421166564422,E,-124.68432385299751,87.41158043013961,114.41454059239953,0
Non-Veteran,-37.39621598392321,D,A,-73.1684005349941,B,9.581112903047094,-39.287506851565354,-53.3196647103363,1
Non-Veteran,47.43596570757745,E,B,9.988835001706956,B,138.62967965827912,-2.7221366928994515,167.41188547963088,0
Veteran,109.44558615085671,D,E,49.02271914886775,D,187.7477742717693,85.80137317962428,59.18697842258278,1
Non-Veteran,-13.491123607756522,E,A,-76.8443420181747,D,-30.541712079371454,-33.360820010074015,177.39493794813353,1
Non-Veteran,-39.0147219330886,E,A,58.03166967554084,E,21.699815236255496,-205.00651170184554,-48.16935472620061,1
Veteran,187.9447920097338,C,B,-22.75210433182861,D,43.18946897839079,24.603317655278833,-133.77954580314017,1
Yes,-228.1720524825117,C,E,245.70005435867878,C,26.14620423703371,46.93615595328648,-74.1332249152862,1
Non-Veteran,-15.26967514935208,C,E,-107.15620552972163,E,129.46944710078435,-144.57065693962122,-83.9360038359194,1
Veteran,10.730732862215014,D,A,-101.54743530262627,B,-146.96386162262988,-91.84843066817307,262.90851070508523,1
Yes,104.92806208758338,C,A,0.6632199848076359,B,21.931464420681817,46.91995033361426,-72.06105494255432,1
Yes,-76.45216662005122,E,D,28.618646042020362,E,142.14536321073822,-36.05984726422454,-0.6655362956845023,0
Veteran,-65.23170462649244,E,B,4.20548188340966,D,119.8933077403983,5.436812969105616,-266.4085811839539,0
Veteran,-155.5552938997965,E,D,-150.06277614591036,D,85.76281176662349,-36.0029122080216,94.7635234007618,0
No,12.620448684609775,C,B,162.43541466667546,C,53.690794352861246,99.5642426762462,-20.373279100687693,0
No,-44.97597199558268,E,D,120.505028423277,E,-263.8349490793162,-16.27162348229721,-64.94243519830631,0
Yes,226.43225720151702,D,C,-219.5482655974154,E,24.590712949074238,19.960035512428835,-72.50615597584542,0
Veteran,-132.5431763675365,C,E,155.5376402294387,A,-77.35544918831407,250.50659801374766,191.5522987923791,1
Yes,282.8440696395824,E,D,-39.512880881907435,C,36.759026491500336,158.1837768418648,-20.353566070101913,1
Veteran,-84.97043279412297,E,E,105.61050760248139,E,19.889341746263156,-9.684042058152158,82.86994634959342,1
No,28.811716873575786,B,E,-81.94387580627833,C,-71.16503654554081,167.39658998914152,83.62548937583186,1
No,115.37159735520821,E,B,-99.70489521952808,A,149.41344255735137,36.30553429099009,14.629500292975491,0
No,82.27706472671892,A,A,-9.850652355060573,D,-8.334036703965525,164.39903793624083,189.35395150454977,1
Non-Veteran,-90.89368168138722,B,C,-124.00845750734533,B,-130.55868201449323,-14.253828275462762,84.42404699006786,1
No,28.280794734303882,C,C,-5.326202785839192,A,115.17638826544786,-24.917248257482083,-78.69258826768845,0
Non-Veteran,95.84910896073488,E,D,-30.507825819922985,A,-104.32167694529484,26.197877361747373,113.27738176192028,0
Non-Veteran,106.3294719519735,D,D,113.69057936382956,A,-144.85743894446426,157.7729456961405,146.97307261799267,1
No,-105.99758408754607,C,E,195.15231878389594,B,-25.489005042693623,12.487193565317504,30.8097613600309,1
Veteran,127.80853815160201,B,B,124.81472087075396,D,-84.73259563572068,-98.39052989658174,-37.41001351022376,1
No,-27.598444628488494,A,D,-96.54656251926829,C,24.243706131011123,-110.64558531765954,-52.26994068947598,1
No,-271.92421338072535,B,E,-28.338212202793798,A,14.128009477419182,48.79959185409757,-42.12904058446967,0
Yes,-172.6643114683497,D,A,54.30821855889283,C,-165.9480115052449,23.59596068246755,69.55934852167414,0
No,79.47013790375017,A,C,-43.40247950381768,A,6.862446667754403,-93.69584986849804,138.86761134934184,1
Non-Veteran,2.737367947688612,A,A,72.74849461692405,E,130.59852413459717,-117.98405515937039,89.63480347499045,0
No,226.40936580571184,B,E,-50.58477016651146,D,-163.87102227111586,47.61511855027758,-71.86320460306979,1
Non-Veteran,-45.73801520846209,D,C,-68.84350875900367,A,53.638145251569235,-1.2898945986129724,-114.41181547012984,1
Non-Veteran,-108.92356394316047,E,C,-7.827406039528927,D,286.42124282443854,64.1209532616926,-171.97383739209675,0
No,95.60796831779061,C,A,-2.0646439820869635,A,174.3945956240623,-124.40376828250494,-27.010782167058412,0
No,-110.70764458391254,D,E,-16.579158130657444,E,-70.88076837835878,8.5994170657222,65.44956860606452,1
No,-61.934457906009975,E,C,-62.926014139274166,B,93.57029770139951,105.1904375216979,110.29660532597576,0
Veteran,42.88949472136899,A,B,-131.08524135211198,C,-5.066220917145105,-37.8952893759174,-10.298502127566687,0
Veteran,81.61181166060946,A,D,-20.14274802461002,A,150.58994187733774,-15.721482950483853,40.557582828063715,1
Non-Veteran,-106.39046286382525,B,A,-25.390520295782515,E,-40.08216269869475,74.17345453040718,130.47443435284734,1
Veteran,20.047884680777443,B,C,-15.985638928377158,B,62.46178828627594,-26.996625362331518,-19.01152987813683,0
No,76.3332276309038,D,B,-29.045631882017,B,44.151123248788444,-153.64769426505904,-8.56388141782461,1
No,55.675941160217945,A,C,18.7957546555822,C,40.984439860617734,35.82294699034869,-16.907312683120267,1
No,-132.3603529206327,D,C,45.69138476345208,B,170.59025394467977,-66.87457094901089,114.17294248518117,0
No,40.684835740530026,A,A,26.27754646065445,C,25.821670825031173,4.531667040815292,61.97546651990834,1
No,61.30714874156412,A,C,48.359819262623816,D,100.81279470588042,83.0005493743942,-40.980203699971575,0
Veteran,-70.01820951270687,A,B,123.8100225267575,E,174.8178565595837,-38.609772368004144,-103.37959625383095,1
Yes,-18.387999494098178,C,B,40.10717388058664,C,25.693311698108822,-41.4869615881259,-123.88334111454404,0
Yes,41.19008478409607,B,D,-59.470230657753255,C,53.93154817997693,3.7431564561305843,-25.032720965787053,1
Yes,-234.39258325265286,A,E,-152.20895655536904,B,59.37118976726401,-93.57718811741933,144.86972936037063,1
No,-85.42647211536205,E,A,-129.74006162583308,E,-110.13416021105367,104.57882517709069,132.48354721873926,0
Veteran,-20.359023335195992,A,D,20.86501908626938,D,197.6023336763868,-103.03578539937297,-25.475392457999323,1
Yes,68.20261857612256,C,C,134.05346100463592,E,-6.665472081062386,-82.17610102724284,-82.0286889323428,1
