nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Brazil,23.73773275558643,-6.992590027450392,B,D,31.520876444981756,-160.76080681338456,B,132.0715156956649,E,C,E,1
Germany,136.82188454924972,-28.27727052654025,D,E,43.90415547113396,-0.7265570469253778,A,119.07031686370284,B,D,A,1
UK,91.69085511006496,98.84407419426834,C,A,9.678259552958442,-92.8302098664968,D,93.55779398537119,A,A,B,1
India,233.83696106883772,-97.39809519237687,D,C,-32.117813297960474,-40.727460159957765,B,-72.05688247343758,C,E,C,0
Germany,-116.22357091947305,-6.63073072891773,A,C,91.56102098028373,-46.154033555753024,B,-42.23658649504563,B,E,E,1
Other,143.32739060694016,49.221558924229484,A,B,-120.8949150039311,-140.20929215270527,D,-83.62812600374085,D,B,C,1
Other,-139.97718029863378,-54.48032746285934,D,B,-75.70673552035755,15.756494172893293,D,55.329857301908014,D,A,C,1
Brazil,31.98132343628214,-36.21250482886945,A,C,122.32414686535012,-210.6015286284335,B,-86.34515848188184,B,C,D,0
Mexico,211.9001410292439,-36.5610511053375,D,D,32.42448604154471,42.98218663399076,E,36.57979807546719,D,B,A,1
China,-161.3157971447208,-160.18663159622167,B,E,-57.32068405957445,-138.63129741391103,C,62.01431055522666,E,B,A,1
Germany,170.66280054136936,37.894002539750915,C,D,52.70036373057676,-108.55274221071363,D,29.738619014296187,A,D,C,0
India,-16.287660672056386,69.93536676269744,A,C,-31.51761883202695,188.25572882411237,D,-36.66180251033473,A,D,A,1
Other,-20.52514017865921,155.35271065661595,A,D,38.37851545119913,-104.34348024149125,D,94.31975308071343,D,C,D,0
Germany,-102.35110457478402,31.35647224767774,A,B,-40.061530518778795,-195.07196024502682,C,-40.82086810905487,A,E,D,0
India,-7.827845229836622,62.85955305177963,C,E,153.13860227600682,156.35141539384287,C,-49.263661544705144,C,B,D,0
Other,23.4512868049929,-190.46674547887875,D,E,138.42434108398731,97.8052463712912,B,-142.35108467639415,A,E,B,1
Other,37.933328597315274,-21.808491892966682,C,D,-37.985395142913575,162.63570155282386,C,-103.6164272691088,E,E,E,1
India,-76.50966763324307,13.428482617625582,E,E,96.04545316656886,-13.693782735109433,E,-56.7866635325159,B,C,C,0
Germany,-25.066808245813334,-9.21311595032788,A,A,137.58439113009638,-28.354384908264535,B,-118.80084970935674,C,A,E,0
UK,210.47140145080309,-105.44479462168287,C,D,82.13966359269862,-22.659161279716418,B,69.99238167998314,A,D,D,1
India,-43.173535543702805,-233.66380225011648,A,D,-197.9387741623422,-103.53734370742231,D,-52.365087280905534,B,E,C,0
China,60.42220740417111,43.62743699255522,D,D,-40.02994443499443,-106.29399665832078,C,-69.57301261218173,A,C,C,0
Other,11.466059255692103,20.043591214046316,A,E,215.34513444786597,7.448343320408818,A,109.02951014710634,B,A,A,1
India,97.59082672998957,-37.57725202461466,B,C,-168.09706788870054,-9.408471626430924,B,157.67358752715472,C,C,B,1
China,-139.43483247075045,62.095556106253426,C,A,46.92273698970712,166.26117817659997,B,-182.28898253277174,A,E,A,1
India,10.199427224727204,-34.823714836522946,A,B,65.09017452198181,-114.91596133402275,E,97.6402911000005,A,A,C,1
Germany,-16.11979791712527,-17.79206585434318,C,A,-211.04870532917695,11.054772554108142,B,111.4504487075084,E,E,C,0
China,-15.29632389704394,-80.10047928196367,B,B,28.717845674434,-118.15856878596051,D,-65.04552939558084,A,B,B,0
Brazil,-16.24605251769591,-160.05936617953114,E,C,16.08001438991097,-96.07527828864184,B,-141.40546821446804,D,E,B,1
China,3.3494836871773916,27.00731345820364,A,E,-9.86568187277554,-40.55880120135805,C,-66.01615828197686,B,B,A,0
Germany,108.96864552373293,-73.48902340410278,A,E,-166.26588264408562,37.350124218493754,C,-74.47813431060631,E,C,C,0
Mexico,-55.925420363099846,52.99697392620062,C,C,129.0150841670677,79.71381642747825,B,44.089965514695166,A,B,D,0
Brazil,249.32828320731394,163.26623166230888,E,B,17.99831498930321,46.35151078939959,A,-200.3375812860221,A,A,A,1
US,78.94347697178492,-82.06317648060161,D,D,68.58345404650235,-162.55834328178952,E,-113.94260709744812,B,B,D,1
China,-35.04078660053633,69.92192924605047,C,D,-119.23947852007726,50.453476448588155,B,160.26887332791136,B,B,E,0
Mexico,-186.21398455300778,111.11258117648349,D,B,6.229572318894563,28.155362387411476,B,-137.63637693959603,E,C,E,1
UK,148.48432678681348,-1.2286652195219732,B,A,-28.239954903352928,23.1479996309651,B,126.75339501579073,A,C,D,0
Germany,-98.30908684014943,51.33694016478104,E,D,-204.3686661776545,-23.6698540088181,E,-163.09373617081974,C,B,B,1
UK,6.794716175027643,-36.40642707839572,C,E,68.25276991830728,-49.00143077440157,B,-44.40820064408723,E,E,C,1
India,1.6163380348198864,3.1607352171221104,E,C,10.513565318216248,7.663537906778806,C,14.279897793417945,C,C,E,1
India,47.832854267032914,-163.7730784642489,C,A,62.34472421581577,66.67956512943725,D,-219.44243650369577,B,B,B,1
Mexico,49.1912930526954,-50.67961992975418,D,C,10.900014876452556,5.416625917781707,D,203.86295181532685,B,D,C,1
UK,59.34383198999489,-106.39520053775165,B,A,62.86017316893916,-4.964391722460855,C,96.58935010418584,B,B,C,1
US,113.93349209310257,37.07919834098655,C,D,23.0292896712536,-126.93145265368622,A,108.68875842741687,E,B,C,1
Brazil,31.18056873666112,150.20808569937535,C,E,0.8736588388679081,-113.60953688753239,D,2.2624469137061176,B,D,D,1
Brazil,-77.67750868908135,170.90913639033178,C,A,-131.38884135840468,31.74730828661467,D,42.214892692718486,A,A,A,0
Brazil,-120.58877864854563,44.713370758495365,C,B,59.30802553679501,165.66328425820814,C,-181.32428185076165,B,D,D,0
Mexico,1.6008710760681302,-103.22715259106103,D,A,-40.63835550772086,71.01010590659467,C,-156.68538193940032,A,A,E,0
UK,-93.36930451041526,61.43998295951465,C,E,99.37891879626522,51.0737183310147,D,6.55566887386393,E,E,D,1
Brazil,-49.249972740469694,-84.85167870283185,C,C,-39.95076693699603,-54.1864105453763,B,-142.51610628935194,A,D,B,1
US,241.7073222225407,195.67141680900403,D,A,6.433186774667695,-53.333166125695364,D,-12.122782548917238,B,B,A,0
Brazil,-89.26450631031531,-131.89843376609826,C,D,-23.978118299820245,12.984182571479877,C,-19.54678624776391,B,C,E,1
Mexico,-30.372931877797182,69.9886303760799,C,B,-16.012866694396628,-5.226984748781188,E,-48.687300776606634,D,C,A,1
Other,19.12425501859394,111.03625622069575,D,D,65.29232831158428,43.259387171718174,B,113.2845297706151,A,A,A,1
UK,48.40776049900317,203.57662532600665,E,E,-5.844006787426498,-101.41907649467477,A,228.23264631736953,A,B,D,1
Mexico,48.28639136594824,-21.276242214691486,E,B,27.275113101261617,-39.45699354589328,C,156.809285854518,D,C,E,1
Other,39.02291197684376,102.84031673437201,C,E,112.72104277737596,-198.46389243507397,C,-122.36489296319893,C,E,E,0
Brazil,13.99780172946143,-114.32685733395257,C,E,-143.75391518076614,-69.78511981475077,B,51.1462997143755,E,C,E,1
Germany,-50.05157217075935,-2.76788764205771,D,C,70.10728548932849,25.99389122888262,C,100.13261544620202,C,B,E,1
Brazil,-160.3448448230957,36.319549324623765,E,B,36.458253764055904,148.28272848387388,A,-135.91640116871017,D,D,D,0
Mexico,-28.31349437275937,-5.057480965463075,C,D,-180.98157178817308,-70.28792008175424,E,42.041506713096524,A,E,E,0
Other,-41.27194069261238,-185.7109448978991,A,C,-98.03691697972972,-18.579863321304945,C,-59.569284791888876,E,C,D,0
China,-12.712471249156005,-127.3815232470951,C,B,-79.87278335678661,42.76294655944179,E,74.37719218882756,A,A,E,1
Germany,-111.78451815045759,32.3274227331622,B,A,26.796994639018784,88.82045964367656,A,-124.77498864462876,B,B,D,1
India,128.3563202224502,-26.88706626964238,D,C,32.76141533578979,-198.32903219112598,C,-81.51690571222116,A,B,D,1
Mexico,58.95400252359412,7.904454323149255,A,C,-27.53216503070941,-195.68361074868022,B,27.603010251213266,A,E,A,1
China,32.747320106327756,-47.65196436727089,C,C,61.01532787789268,-33.30697149507067,A,-80.58063342465711,B,D,D,0
Other,-25.49804111014393,117.01260754179937,E,D,11.3889872084009,19.69362875793386,B,-71.03067029875537,B,C,D,1
China,-118.02505471181146,46.48371208475297,D,B,20.485670117987432,-25.256357954634044,B,81.30079809988223,C,D,A,0
Mexico,-5.4731501772894635,-53.765370506935206,E,A,-4.55097092082253,-2.8877189019425162,D,-11.624871388954796,D,B,E,0
Mexico,18.015974808905565,1.291532797104193,A,D,-88.30541747817115,-15.96658583744546,C,31.534053660044986,C,B,D,1
Mexico,12.20801563074766,-2.583693340781681,E,A,269.8415254757138,46.56382703435794,A,-20.98762013476538,B,E,E,0
Other,173.82678008629696,-105.27827829286274,D,E,-27.618181114548985,-195.0890646118997,D,-83.49749358915106,E,D,C,1
UK,-38.07035596374776,204.64787469983654,C,A,-93.78338368723148,-103.44293552888075,D,-23.449002437307414,D,E,A,1
US,161.5163544852075,-168.4645261047685,E,E,49.21673604599092,-92.52248381146867,C,74.21975483910802,A,C,A,0
Mexico,170.0987729858348,-59.308282468938714,D,A,54.5800674474467,6.82819725399912,B,242.02269153201934,B,A,D,1
Brazil,62.885728796668985,17.784714827924734,B,D,-181.26562841550643,80.53022781526211,D,10.682081684225077,D,E,E,1
Brazil,-80.48666515400326,120.61711456977224,C,B,-168.23917586230934,-37.301472365699,B,51.642003902639345,D,A,B,1
Other,-64.33001484707583,-18.587093967048666,C,E,-106.11738124679428,-110.62081398717413,C,68.8269298786382,C,B,C,0
Other,-86.72035739716182,-6.880240893867224,D,B,31.426227910798787,70.13318481039579,B,32.25419400252051,E,E,E,0
Mexico,11.247336692529409,-134.29884177350073,D,E,-46.510678540814695,68.53444014204808,E,-198.52292977420237,E,E,D,0
Brazil,-130.87848465704204,-21.9561694984898,E,A,183.37173169415175,52.83210695987781,E,-55.34188195092946,D,B,B,1
UK,14.830833153067008,-8.852076464296834,D,D,-83.93008702531813,3.4329376097139033,E,81.06782096984828,D,A,D,1
Germany,43.846199595698145,92.17746006346407,A,A,-35.10313589608112,71.58734206172063,A,-4.457325723566508,C,D,B,0
US,49.53029940185332,73.18313621647155,B,B,-263.3327079034553,39.958811179580024,B,112.26784566316579,D,A,A,0
China,-98.66966008749513,152.732960570694,A,A,52.933616202345966,157.090162117976,B,40.64174003748964,A,A,D,0
Brazil,60.48487204498476,-245.14015057140685,A,E,97.74273504711675,91.62942871521187,C,153.1043482585927,C,A,D,1
UK,-10.829547774607397,33.34536093270942,B,E,68.70885823842909,-123.5245071776232,B,-131.06606460200553,D,D,B,0
UK,23.669212711089045,-42.404750927120816,B,E,63.6413021525816,117.32914812947526,E,-213.4218469236128,A,D,E,1
Mexico,92.5973529085861,51.162259673400435,B,E,101.85465653965977,45.801194618857096,D,187.06193862668889,B,C,C,0
Germany,-11.16581878256271,119.75242759981151,E,E,-50.864188366535515,-53.63970742362698,B,28.456020377537676,D,B,D,1
Mexico,-178.22229531252873,-27.7481279460789,B,C,-225.8528923979923,-87.3422923547041,D,84.20531443034795,D,A,B,1
UK,-63.284966175420024,-128.20813261999123,E,A,18.171863452619558,41.681207640450516,C,3.698861278494626,B,B,A,1
Mexico,-10.205118659324699,-41.1222218786942,C,A,-87.65834025735685,66.58699192120399,E,58.36112436185127,D,A,E,0
China,203.64268779067922,35.7340905141217,D,B,-15.531768566691383,-2.9028934684971497,B,-2.4257967338682818,D,E,A,1
US,80.87327313204061,68.56562077024202,D,B,48.22981603971969,61.76753886986016,A,-34.2720804353757,B,E,E,0
Germany,-27.96405758265697,63.450910360398694,E,D,118.89516941598681,-45.58675904409981,D,-64.52328185811565,C,D,B,1
US,46.43876390719273,-135.89472221412643,E,E,-23.639548061566668,161.9169153745903,D,-92.23854821428529,B,C,E,1
Brazil,-9.74311869865641,-69.3273376829502,B,E,141.03560738539736,138.80640922945477,B,-6.088066401417625,C,D,A,0
Brazil,-14.820301380335751,-112.87113652391479,C,D,24.44497552228414,66.20067591266641,A,7.282073977258258,B,E,A,1
Germany,80.9148218976938,79.05279563780718,E,A,-59.366051833314195,33.263456025104006,A,-90.77920451839175,D,E,E,1
Other,-130.85444138672017,-31.790928283655585,C,D,78.29331901718231,-183.84442284630794,A,69.38170881069773,C,B,E,0
US,64.5866994216544,221.29206259072674,D,E,119.4787034926964,-117.01249768635232,A,9.143137446179761,C,E,C,1
US,-94.11850666240956,-138.6455351079769,A,C,42.87200687710263,-64.37445908213881,D,-61.450429594115754,B,D,A,1
Germany,175.0347323163616,-323.9737706058485,A,B,58.77827690636622,11.48103949277862,E,-38.053308225343926,A,C,D,0
Brazil,-122.2093415733876,-102.00631802180864,E,D,2.259381527609223,74.35878290660176,B,87.36821186336911,D,C,E,1
UK,38.72596442208949,112.9223367395227,E,E,129.75601003269068,-61.52034206292143,B,-62.31592120300583,A,B,A,0
Germany,111.2513917970481,83.70656365020767,C,B,-192.76517528922207,-86.70786973424028,E,-34.994549678562784,E,B,C,1
India,-16.90974857908968,-45.24858061233401,A,E,47.60412883658503,162.81749999430573,A,-90.55985385135808,C,A,E,1
Mexico,-67.592246408862,71.24989468565998,C,D,-18.86963824882341,14.220069066282075,D,-12.918165538705415,C,E,B,1
China,-8.788244947690252,49.89858709675329,B,C,105.13800087767413,160.90605898521642,A,-7.648138933117196,D,D,C,0
US,-27.253036882539337,-58.66021277348313,D,C,106.16584234648496,55.98912715162246,B,-27.186456415562905,B,A,E,1
Other,-202.1826373486154,71.34266924050348,E,B,-113.5269812861688,-103.58131013264979,A,23.156387072259406,C,A,A,0
UK,-12.11270876275796,28.761393813463037,E,C,22.852884994418936,-46.84143371421198,E,51.95672839873069,C,C,E,0
Germany,54.108248283206194,-80.75462678203307,A,B,-74.04037125131,66.43983179532628,D,-30.89358967240968,E,D,B,0
Brazil,-4.153212189055008,-45.656512502277586,B,E,2.400036396487717,73.06013552541079,C,-3.191723878509293,D,A,A,0
China,103.79609478271496,-1.057729186349479,C,A,-53.89984653046703,-20.49144971334812,E,-88.04154656688277,D,E,D,1
US,147.9704433279087,-94.28998239682757,A,B,-118.55332499463695,7.115300262051222,D,-68.57470172613709,E,E,B,1
India,83.84396069146447,23.05023185494738,B,D,-41.123238484878506,196.6414086688085,B,10.513556977090063,D,D,E,1
Other,34.438840247447125,243.36582060910774,A,D,49.21090966379669,-92.67631322448288,A,127.21940320392171,C,D,E,1
Mexico,-35.20966216998357,-46.83922176417227,D,A,-136.59617243838622,113.7789625858407,A,-71.34582889467222,E,E,C,1
US,93.23265144389379,-10.74701706522764,B,B,-13.692104610410883,-201.73524705300733,A,-42.50238139837849,C,E,A,1
China,-144.62075134611467,66.304218595392,C,B,-44.03820009182751,-84.60267103712845,B,-33.03660458701531,C,C,A,0
Mexico,-150.11195918387358,-54.293935993097456,E,A,-15.69427478415823,-150.64200046862314,D,-40.33379755466845,A,D,C,1
Mexico,-112.99987388077726,112.75584895361695,C,E,131.03484985318252,-6.687764709811041,C,150.34435295200666,B,B,B,0
UK,67.40522590377448,46.688237462221,B,A,61.1358731736989,34.42720862901485,A,0.9688418880909121,A,E,C,1
Brazil,96.6409616854689,42.03093037843704,D,E,-58.89907495302066,113.18381697539645,D,123.20525684201391,E,D,E,0
Brazil,57.967510884760884,-219.0648517108365,A,C,-35.293355663460446,76.90755959525933,A,-3.690740839862487,A,A,A,0
Mexico,-82.970974148139,-35.13036054573562,B,C,57.23927856751381,16.909745990849707,D,-112.71871604978054,D,D,B,0
Brazil,-2.5873974680354714,76.49204850955346,B,A,-27.720028041692345,3.669244864542176,B,-6.896658996339626,C,A,C,1
UK,43.28286492016737,-133.00019470551564,B,B,-223.6427192682851,-38.73999367097565,C,44.126928958591485,C,D,E,0
China,-18.802271885872976,-78.29262440382779,B,D,-15.561689440683713,35.2421274844923,B,-130.50090009308664,C,D,B,1
Mexico,119.5589654844585,91.46310992544817,C,B,-20.20296224450738,161.57228071005844,A,81.9162996348344,E,B,D,0
India,77.82033236935028,22.9058219343753,A,B,10.168608427369891,9.704596996760499,A,52.950174503988556,E,D,A,1
Brazil,122.8697716632627,-15.223612848261562,C,E,237.1684353292465,-206.56225409326808,B,222.74698567929136,A,B,E,0
Brazil,16.251466277059446,18.158749645716014,B,D,-94.86919824545642,35.134989570094625,C,-33.56364950629905,D,C,C,1
UK,-116.34096814857249,30.99726715623403,E,D,21.47147946095904,-41.99354296244611,B,74.40896751213589,E,C,A,0
Germany,-59.800773773603765,-47.501375885282116,C,D,-41.76648262998764,-16.05862588168678,A,-20.996764350225828,B,A,E,1
Germany,270.9222458987608,-150.1589221683174,B,C,-185.56806690855922,119.46728071064963,E,-5.227851298689144,C,D,D,1
Germany,-126.40669394362875,-106.05472337868638,C,D,-79.43131674287658,-11.168122085691001,D,-60.52990178203051,A,B,E,0
Other,100.04345566842447,27.479320571614135,B,D,-22.952524570571565,-118.74284685107024,A,81.052855986438,D,D,C,1
China,-113.99314764980546,59.564204063729676,A,A,-35.47874250469854,-98.6746809850244,E,46.15237540054563,C,E,C,1
UK,-21.03185526905815,26.02175882803199,C,D,34.561110564613635,-6.064837665332358,B,31.147631551099515,D,C,D,1
Other,153.7335145728034,-33.58458641751875,B,B,20.92158641034068,201.5343569571128,E,-97.59180250588112,C,B,C,0
UK,37.584556245961316,-195.59339444408656,D,E,53.92798081173925,-83.4614363153437,E,-81.69705858266285,D,D,C,1
US,206.48591253241796,-87.25752794054709,D,E,-47.76640067242981,-127.48312086399129,D,-62.20534476537106,A,A,C,1
China,6.842957789198074,122.51908705621489,E,D,198.86112811491782,31.03164896203627,E,59.47140893422483,E,E,D,0
Mexico,213.86418642775135,19.811513049639238,D,C,45.98268057320987,11.617383724714365,D,-127.18079239823268,D,B,B,0
Other,39.5473342989864,32.95771512632349,A,D,-41.273980631242296,40.58715736184096,B,-73.49875831511672,D,E,E,1
India,-55.88605560286689,69.55444154209262,C,D,104.38478930642181,-89.14687123446643,E,-113.24814389249715,D,B,D,0
US,-95.20717593250956,26.738084329080507,B,B,31.439088133752335,41.29133626350417,B,60.40996358326184,A,D,E,1
UK,-30.496754481595094,129.0235664213352,D,B,-71.10587443466679,131.62659486623758,C,14.496865811210435,D,B,C,0
Mexico,68.76228082169642,-38.72842266356122,B,B,12.00754707618124,103.29512909613912,D,-105.35368032453829,E,D,C,1
UK,-79.23357640274612,27.63520412984919,A,B,-26.129203289623593,-21.99414936696482,B,33.752548951439614,C,A,E,1
UK,-108.97652435774361,66.22710172410424,D,D,-131.37579665430604,7.872735237787086,B,-20.295549464338784,E,D,E,0
Mexico,-202.45506221096133,-150.61944578199137,E,D,54.4528670616917,22.371525796784024,B,7.535295889343405,D,B,C,0
Germany,48.23102262069775,-81.31134597354675,E,A,79.02537887805585,48.36407403843548,D,-48.14733500177037,E,C,C,1
China,11.020817290305839,-21.52897844132707,D,E,65.7726579193478,-144.9665495871552,C,-106.01568143063693,D,E,E,1
Other,136.9341673036662,17.180433441215424,B,E,51.236161033324976,59.54979861757109,A,92.31686552676692,D,B,E,1
India,-18.970729628978443,101.57393204974206,A,A,23.67992255903904,-13.589271242971822,A,-19.290596531305976,D,E,C,0
India,-8.173451738457898,-132.45359438095502,C,D,84.06174487187019,-114.48406064850849,D,-12.46562707438156,A,C,E,0
Germany,61.161112805793714,-75.70547739883989,E,D,91.44676685439796,37.00804007776696,A,-2.2026087859000327,B,C,D,1
India,52.730122141002745,4.847703459484101,D,E,-20.96260229100193,-64.38414960206158,A,72.2411884367712,A,C,A,1
Mexico,-80.88661752178089,-81.36272218856304,E,A,-27.500399086250425,99.72583561104138,B,-214.3020860065602,E,A,C,0
Germany,-80.21150780128929,-27.45388587738357,A,E,65.59772925784232,-31.490078113053006,B,63.853692087977166,D,C,D,0
Germany,-41.82545570419727,-27.73639431701127,E,C,102.95774836198173,-53.60668327538342,A,12.567181382060557,D,E,E,1
Other,153.7710429956161,98.30878171802347,B,A,-94.46562901805856,-53.19788008646149,A,22.082012551210713,D,D,E,1
UK,139.1415909423445,4.305905850561096,E,C,39.90004280290557,-186.39855088928337,B,31.257208181512404,D,C,E,0
Other,-3.098696918312209,-15.570482672109254,D,D,-45.43081877203116,-23.64228947722293,C,85.67947751998965,E,D,D,0
Mexico,-151.44013387495514,-58.14949697720999,E,A,-179.94080414970904,-69.17415771798699,E,107.31132850848806,C,B,C,0
Other,-4.57485869037629,-52.04124059377887,E,B,180.28303056229143,-43.68898298150538,A,224.1759086377627,A,C,E,1
Mexico,31.141043677570874,-183.10173323897158,C,A,108.06669015479471,101.1528208375833,E,-2.9547106559422063,C,C,D,0
UK,268.76023845212234,-21.880068409233612,B,A,-54.372197628561956,-73.79978019916777,D,-51.436896295048676,A,E,C,0
China,-38.5634642645781,233.60150023486267,C,C,-1.866533763748117,-204.84409303451386,E,-34.28960396605982,B,D,D,1
China,38.21299840081984,-53.43759545238866,D,E,-9.567533606491386,5.315287029960086,A,15.670704660794291,C,A,D,0
Brazil,17.196007897386544,-15.778867664400877,C,C,65.49666840414609,-4.142074280973954,D,138.64083701003256,D,A,C,0
Brazil,-132.98659418128526,6.401668198179418,A,E,42.96001439709075,-31.39369847387013,C,-205.53860507797387,E,B,D,0
China,256.42429232569765,-108.59263375798453,E,E,122.57158539276618,-72.58021476532807,D,41.46663112773431,D,B,C,0
China,-156.52852594175667,-38.093116373062955,D,A,53.415800245513225,158.3656500400463,A,18.957478777624743,A,C,E,0
Other,125.7142764754016,-81.76147129172472,A,D,115.00451508004525,66.09827808770271,A,88.9394486678567,E,E,B,1
Germany,95.68677559819983,-54.11403576649151,E,B,-39.45150807003931,3.9218068944677906,A,131.7629571002944,C,C,B,1
Other,-34.0762835774606,108.87421128119215,C,B,-37.886010059766775,-30.058791789355656,C,-106.32253577885295,D,A,D,0
Germany,18.69730101561828,-161.5992979527143,B,C,156.279482915985,72.94748608953441,E,8.063811205571051,C,C,C,1
China,-20.448084358297546,99.85783083326828,C,B,-66.88739525865073,-41.149881577843956,B,207.64896061384513,B,D,B,0
UK,-42.42591063759081,155.64992163981287,B,B,6.11635414075665,39.64483208459178,A,28.97321970543168,D,D,E,0
China,-148.72462507573283,9.525369846223743,E,E,0.8893393408580259,73.26716144074771,A,-81.97345348615713,B,E,D,0
Germany,232.8035271176983,-123.91343946488674,B,C,19.771477610863585,22.67280568576227,D,-125.12677160377153,C,D,B,0
Other,49.50248513195997,13.474700850191812,E,D,197.42737592645045,-194.33998981415013,C,-26.957888700017847,B,A,E,1
India,-36.57869793860452,96.61115493828407,D,A,-136.97618821137462,10.663653825450627,A,13.602192178855773,B,B,D,0
India,-40.11718476093736,5.209755631189507,C,C,-44.52551154906666,-3.0356863295485366,B,-205.13123677576647,B,A,B,1
Germany,-107.42720675589419,7.3707437674109535,C,A,32.08356734869533,-62.890519754228066,C,0.509182789959717,B,E,E,1
US,-62.21656709393171,201.2873314633759,E,B,-38.28113406539641,62.79638120505018,A,82.24860352487762,C,D,E,0
China,-74.25149968635168,3.634058904090349,C,A,35.75675494644635,54.15696282692466,C,-83.61985545301542,A,D,D,0
China,-39.13480380053615,-15.908841520398035,C,B,75.51318190525373,32.32827825351172,C,63.95670934631664,B,B,E,1
Brazil,-17.580595563969833,172.23309525176597,D,E,4.323751365612194,-75.7683825744078,E,-134.85958547856623,D,B,C,1
Mexico,-77.76743263210528,131.24827935142972,C,A,-131.55345335919506,-94.89861139582437,E,62.91677237586127,A,E,E,1
US,81.4721680889779,-140.01331023074394,D,B,255.52790201482068,-30.018121192716666,B,-63.81717456920198,E,B,A,0
US,-139.5892570687416,-83.60329349784722,C,A,-2.56206744198565,5.130747576950446,D,-143.59373528070475,E,B,A,0
India,-195.08383670362986,-205.4809341582157,C,C,-24.92655406780518,13.826865986324735,E,-160.4670661828455,E,D,E,1
India,-14.543821397908163,-38.665337154536786,D,E,-45.551435294540696,-68.02520455017329,C,-131.0893743247318,C,D,E,1
Mexico,-36.63661248623868,288.5879973637959,D,C,36.14373322384259,79.4106843782838,A,-197.9964949918616,B,B,E,1
UK,-34.16926894103582,-145.62831308663607,E,B,10.210602424299795,144.16357077439562,B,-94.60868796213721,C,B,E,1
China,103.32239686522601,126.74692608705669,A,B,-45.57456762830759,-134.47403541964084,C,-80.49217384804774,E,C,E,1
Germany,-14.100344406007414,48.2440963569597,B,B,5.290330553604766,74.84438677318629,B,-88.18027721261318,A,C,A,1
India,-17.872092471025265,93.79359339441385,D,E,35.00214320701046,226.70472834918053,B,-135.11228489571786,A,B,E,0
Brazil,-24.52146196929955,107.85163437876768,A,A,238.6326460762463,-13.154883954945563,B,103.70154838880829,B,B,B,0
UK,-199.45174832432295,-94.22348832991283,A,D,222.06530657849282,-49.93328898664895,A,50.878798338475626,A,A,A,1
Brazil,-172.54526057313194,92.78479478955094,E,E,24.93258607671921,41.0759113070708,B,64.09388134496325,D,D,B,0
China,142.00734178679096,206.8001925847029,B,D,188.3876695541372,128.0032213319516,B,70.48724969490748,D,E,C,0
India,27.41384639504995,-90.54395179706998,D,A,39.75422323796509,119.45240520214469,A,-14.35662881721064,B,A,C,1
Mexico,-70.00399807614009,137.06340006475938,E,C,85.64971097436276,-64.46533104193614,E,53.225042829065174,A,A,D,0
Germany,119.1684791268452,61.27262403716617,E,B,26.840808632872825,-123.34865072839834,C,24.52343541718408,E,D,D,1
Other,-62.60961315608588,-18.60442683639744,C,C,155.52097493095133,-81.92361149180549,A,-59.18919834524318,D,E,E,0
Mexico,-9.348113588329726,-0.15970658848061497,C,D,-96.57511412055618,-34.694556342925324,C,7.301754906706397,E,A,A,0
UK,-21.704762524367382,-63.66687918008386,E,A,-59.00316897530199,-197.89903308942007,E,114.46611285202036,D,C,B,0
US,-112.22252642290118,142.6089563541394,C,C,-0.8160028770660864,31.99943283676423,A,-70.31260114472794,B,E,A,0
UK,90.63854527823834,-199.93259758385727,C,E,-117.06373486352672,22.67470879493672,A,-109.48068872388879,E,E,D,1
India,-94.14922468677703,-41.25195847830751,D,D,-60.58883561325453,-135.16622798876367,D,-13.990298937684088,E,E,D,0
China,55.467136574683614,-7.922783830149648,B,B,-159.99657008311226,36.18145244348343,B,88.22265821872537,C,E,B,1
Brazil,-138.29631520708273,220.49106390210292,B,A,53.40250175780808,-92.98737054411976,D,225.80704249103252,A,A,C,1
Brazil,-24.360944042063213,7.611534567319682,B,C,-195.80828891375876,22.283264491733537,C,-31.712196565707075,C,D,E,1
China,115.63507065130065,-101.24835523980617,A,E,100.4980810198956,-22.99427033342449,C,-47.24898197922248,D,D,B,1
Germany,-16.53731577945805,-136.18888830280557,B,E,-33.74922438518672,-56.84055398937702,E,33.70551266963629,D,C,D,0
Brazil,114.90326092153344,-247.2682883354946,E,A,110.30740143166253,37.927244154403546,B,2.7453034185977363,E,A,B,0
India,-68.28424465589552,146.88278969278116,D,C,-106.10764998706918,-7.303634444370215,B,107.11933611635072,B,A,D,0
Germany,-31.895039621578558,15.945662007014722,B,C,-119.60520874337361,-4.01713147700155,A,17.41829838840709,D,A,E,1
Mexico,-38.90681106019744,-18.577809015384243,D,C,-19.12401586122898,85.70343540035084,D,-118.94657152548848,D,A,E,0
Brazil,-65.1392693432313,52.65854112988201,D,A,80.45087066214238,-12.39243449441059,B,68.23690847732374,A,D,E,1
China,-21.28114046059186,214.598685840954,A,C,-54.81454406947589,16.368823387645723,E,8.93675202567648,D,E,E,1
China,-83.11251400096435,-11.944376451376353,B,E,-32.26520971711418,-124.79558332468528,E,77.34319771955063,B,E,B,0
UK,-15.087164484077567,4.52484293813586,E,B,-1.3550259609737807,76.16318003028957,B,25.925666087600362,B,B,A,1
US,14.586164308227174,38.05891112673312,D,E,64.52773417953571,95.09020017833232,E,41.53244970254413,A,E,A,1
