gender,age,sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Non-binary,44,Homosexual,Divorced,69.56524129277662,E,A,-64.71246915219999,C,E,-25.79874044701694,-123.70379355333061,1
Other,32,Homosexual,Divorced,-19.163934266816405,C,A,119.6334449804527,E,B,-120.86328941139814,-96.8542814595448,1
Other,42,Homosexual,Widowed,77.34712946175163,E,E,-151.24279392190724,A,D,-2.126205867020005,-3.1671128125489076,0
Male,90,Homosexual,Single,-148.10272170386753,C,D,-142.55706440250466,E,C,121.34150434471842,183.06050264377862,0
M,78,Heterosexual,Widowed,261.4372707180811,C,A,50.050009726035626,D,A,105.30432741087681,-70.09706036180098,0
Male,22,Other,Divorced,-150.71463422268297,C,A,-112.80178759364348,A,B,45.28914981631325,53.48988609305428,0
Other,48,Other,Widowed,-63.33173043420525,A,E,-194.60593596031458,E,B,10.947395568710233,-149.1398898582212,1
Non-binary,80,Homosexual,Single,-139.87473300340986,A,E,75.67975078207232,D,A,9.615350762604736,-35.22163689027095,0
F,37,Other,Divorced,-71.88567697035396,E,B,-253.10390419235964,E,C,41.17330650738851,-187.527247217136,1
F,23,Heterosexual,Single,67.26761421381457,E,D,257.22578914973553,E,C,-220.91266023059012,-148.91454442833336,0
M,68,Heterosexual,Widowed,-99.82345320310738,C,B,-21.20864155531647,D,C,-111.72602383049535,41.51838454064272,1
Other,39,Bisexual,Divorced,15.845220895312403,A,B,-34.50017564636376,A,C,-40.05953250979733,20.978274223751697,1
F,29,Other,Widowed,-18.05210395735546,D,B,-29.731947350106914,B,E,3.9514034023767146,-26.259130786908795,0
M,42,Homosexual,Widowed,4.707881518424785,B,E,-179.886739591806,A,D,-8.042075835916336,-84.18655223076131,1
Non-binary,79,Other,Divorced,-12.266937269696552,C,E,-103.51853421544537,C,D,-90.68214991760539,-313.18798198401527,0
Male,21,Homosexual,Widowed,-131.97877363983736,B,E,22.622527173881686,D,A,-29.45894405954989,250.06591100184127,1
Non-binary,39,Bisexual,Widowed,-46.718821252698525,C,A,-131.3672654710125,C,A,-159.54543198620118,-25.923868564238333,0
Female,58,Heterosexual,Divorced,-80.56538759793877,D,D,-25.772605509652323,B,B,-57.04859495866983,203.12466056747485,0
Non-binary,71,Homosexual,Divorced,76.48689124769807,A,E,270.6147122114531,A,D,-62.27653723449084,-110.98493542714971,0
F,92,Homosexual,Single,71.6277963943884,D,A,5.882004792403158,A,C,-105.0271872184821,-104.09949095788515,0
M,76,Homosexual,Single,176.4500218077344,E,A,-40.2645810557342,D,D,-84.55416443296649,-217.1228101116259,0
M,66,Homosexual,Widowed,-25.420247093285013,C,B,-80.9594298207208,E,B,23.818251327571495,-29.80696334255614,0
Other,86,Other,Widowed,12.029132346059496,D,E,5.547028316555943,D,A,-136.7721040272098,16.609941069525767,1
F,19,Homosexual,Married,-24.748394573724966,D,A,-12.428740804316368,C,D,-70.6733200007541,-25.53512178838611,0
Male,96,Homosexual,Widowed,14.453525510503336,B,B,-95.68440492269077,D,A,-218.95204908303563,149.13383704169854,1
M,40,Heterosexual,Widowed,23.822747560616282,E,D,-77.97615805369297,E,C,-238.883210870176,-26.619901602875196,0
Male,44,Bisexual,Divorced,-18.691870129462835,E,C,-127.85497793562443,D,E,-12.586934625233178,85.24911813039837,1
Other,26,Bisexual,Married,57.14136142558123,C,D,16.2948282194012,D,C,-27.662718292291117,-96.52525405200963,1
Male,86,Homosexual,Married,87.73586463002023,D,A,65.10026848938503,E,C,-89.6274334069214,287.2631291194105,0
Other,76,Homosexual,Married,76.69658437056562,C,C,-39.264735494374705,D,C,80.37747047454793,179.54662869108438,0
Male,61,Bisexual,Widowed,-191.74116363219827,C,D,142.40236509859068,D,C,-10.537064968153356,-138.36751086925398,0
Other,50,Homosexual,Married,-8.092086899405276,E,B,-32.77259977293945,B,C,-211.79968286885483,69.26799736687563,0
F,59,Bisexual,Married,-71.16761276135786,D,E,-76.65474949293147,B,B,-7.446507682808737,-10.600846414466261,0
F,58,Heterosexual,Widowed,-19.639114818059834,E,A,59.64353379240344,D,B,117.52791047472286,128.07129600609167,0
Non-binary,76,Homosexual,Widowed,-68.7630933700401,D,E,217.96204925162886,A,C,-78.44705684326334,109.9249858000702,1
Non-binary,58,Other,Married,-6.5249283611607565,D,A,-92.44502034927123,D,D,183.576999757562,-43.00307070876768,1
F,57,Other,Married,2.2878135296197724,A,E,-105.22081606248636,A,D,81.96928146606281,-79.37488392783362,0
Female,29,Heterosexual,Married,-25.303822195788673,D,C,60.618188742390046,E,C,-169.54892592000098,28.164557461706213,0
Female,21,Other,Divorced,150.5988088330022,B,A,181.84743340320279,C,A,186.97666811482162,2.3099011621775705,1
F,87,Homosexual,Widowed,-126.2615727112143,B,E,81.51812937647523,C,B,104.12847971114354,30.6657048178125,1
Female,26,Heterosexual,Divorced,67.23352664688869,A,A,190.14790857196914,C,E,49.53397905864061,-51.73988281045766,0
Non-binary,59,Heterosexual,Divorced,-19.772808165257644,E,E,154.98528522484426,D,A,-62.21649642549845,48.94621602847257,0
Female,80,Bisexual,Married,225.12050375801414,A,A,8.81963361551654,C,B,-30.59557334455111,-160.5432647153859,0
Male,48,Other,Divorced,19.91715856099093,B,A,-221.2624219067902,B,C,-31.813810053270036,-13.66136750544857,0
M,34,Heterosexual,Divorced,-35.92425605826915,D,A,27.983232179138273,B,E,104.35395989831981,-162.23967298389442,0
Male,70,Heterosexual,Widowed,-53.31028172953648,D,E,-18.5164807268194,A,B,91.87741840831211,139.1793747911696,1
Male,27,Homosexual,Widowed,107.29041844124939,A,A,-4.049303783543737,C,A,-8.214795890322034,-16.096046525552097,1
Other,85,Other,Divorced,-59.858542975609275,A,C,166.46004206602774,B,B,-71.86989700435112,-24.79108768512803,0
Other,35,Heterosexual,Married,67.52998472909229,C,A,71.14921506754838,C,C,-124.15901588752301,62.713141061011335,0
Female,24,Heterosexual,Married,-15.740106210999972,D,D,-52.35102937542533,C,A,23.520649305132423,-62.1506063819958,0
Male,82,Bisexual,Widowed,66.80211538260896,C,E,-80.6420905836892,B,D,56.866139555829534,-71.7661615264004,0
Male,45,Homosexual,Divorced,30.959946112613057,E,B,-276.9320831705281,A,A,50.023052316918225,-89.18968975022888,1
F,40,Heterosexual,Single,-52.168647520307275,C,E,30.911108463973225,E,E,41.22842246826069,-36.624804418200895,0
Non-binary,37,Homosexual,Widowed,-153.83824775296614,E,A,-164.88506309185277,C,E,134.83258748067323,79.56601518834503,0
Male,22,Other,Widowed,-97.94103427010086,E,A,-178.5255853342953,A,B,75.29639995490277,-40.14147287457633,1
F,84,Other,Married,-118.49972585048359,A,E,-201.74551885014034,C,B,19.114537926756096,-108.82180866087792,1
Male,51,Homosexual,Divorced,55.2968541881663,A,A,108.3935767648476,E,C,-192.9805131234148,31.546975103153844,1
Other,94,Homosexual,Single,-6.308394228869544,E,C,-6.699191383739535,C,E,-26.401028327222477,-73.56180342193277,1
Other,93,Heterosexual,Divorced,24.15314309863385,C,C,-48.42549603697115,A,B,131.78615336042705,14.753624374662557,0
Male,45,Homosexual,Single,27.2293278115617,D,D,63.99396831706222,D,A,12.94019896273278,41.706228205047665,1
M,39,Heterosexual,Married,46.333264831197475,B,E,-121.04301943096031,E,C,1.6254112860971968,-60.73600388005583,1
Female,44,Heterosexual,Single,119.74383584660791,C,B,194.62275487790507,C,B,-28.27710725004815,139.94252977883687,1
F,94,Homosexual,Married,112.07012834433922,A,D,16.703244488580058,D,D,32.25578494211908,197.43835003537762,0
Male,32,Homosexual,Single,66.94980505058454,B,A,13.746234044771235,E,C,143.04305163298602,254.8761999851013,1
F,82,Bisexual,Married,-5.4611736251885326,C,B,-125.4874750149301,D,C,-18.903452461483624,-82.10119736064718,1
F,18,Heterosexual,Widowed,-69.43538550650487,A,D,-75.18624050357693,E,E,-163.44744243480898,-182.04240523395197,1
M,30,Bisexual,Widowed,-52.19966091276471,A,C,-1.3043804555701601,A,A,119.16574286986064,-160.67649598036851,0
Non-binary,39,Heterosexual,Married,36.37941017178198,D,A,0.7707718318384361,A,C,-45.95139569819647,63.247904040437696,0
M,87,Bisexual,Single,44.33853386376035,A,C,-36.300259519950906,D,D,-105.04878565137182,-105.69297067977178,0
M,81,Heterosexual,Divorced,-5.564808888700668,B,E,-117.36662029469925,B,C,139.31814424322965,-51.14430406634439,1
F,67,Other,Divorced,-26.052164317594737,C,C,78.92863929758971,A,D,24.526370682723613,-171.8709797813945,0
Non-binary,73,Other,Divorced,213.52530137835598,D,A,-36.94796687864773,B,A,-195.860134135968,144.12444755109985,0
Non-binary,19,Other,Single,-39.220226982268976,E,B,-88.94457663952313,D,C,113.86488561321491,-64.59034684980752,0
M,86,Other,Divorced,-77.02750372421332,C,B,130.54564441607857,D,E,-30.130861004640447,46.535038194704775,1
Male,40,Other,Widowed,-3.78446737250664,B,B,-73.08265784572379,B,C,-45.28708054376466,-118.80606212620242,0
Non-binary,87,Homosexual,Married,-47.718401239092195,C,D,-39.009388057754684,C,D,-88.14405670320858,11.936267353007565,1
Other,84,Other,Single,-78.42641817534063,C,A,20.65788279940288,D,D,-96.60587979104886,-132.70931651004955,1
Other,39,Bisexual,Single,-46.73966743217322,C,C,207.78147471516087,D,A,-196.85159717008673,-90.47662885850525,0
Male,39,Heterosexual,Single,-3.016857972437007,D,E,-7.801995040804844,C,C,10.57958632065621,3.4326775925325648,0
Other,39,Heterosexual,Divorced,-119.71464021598032,B,C,29.275051145402248,A,C,-46.207267879538215,-19.226101343933973,1
Non-binary,23,Bisexual,Divorced,183.79503652056405,C,C,-67.9651018749517,A,A,-138.57968048414762,55.49233498593304,0
Female,39,Other,Widowed,204.06700150621174,A,E,254.68753601179364,A,E,-51.03598847136097,-157.6229595323943,1
Male,70,Bisexual,Married,192.9029241698439,A,E,-3.11683473949394,C,E,28.990931429004902,-152.87233041537786,0
F,88,Other,Married,58.291096496450415,B,E,132.92216780463565,A,A,-1.1269371041801863,-179.07244984501398,0
M,91,Heterosexual,Single,36.96796673884416,A,D,-93.3059812031106,C,C,-21.85140686647526,-53.81053024289366,0
Other,33,Heterosexual,Married,67.96417108316358,E,D,-106.96097757892402,E,B,-56.071508264266036,-69.82142638770489,0
Female,94,Heterosexual,Divorced,-35.02076646420582,E,C,-80.83172576544614,B,B,-36.651115046333,26.650913575770353,1
Male,95,Homosexual,Single,46.95325979131522,E,A,175.16893871621502,C,D,182.6542662102341,45.942700420292844,0
F,49,Homosexual,Divorced,82.52756715616009,E,D,58.07629942867908,C,A,-37.4426513391054,-88.322254774189,1
Male,87,Other,Divorced,-226.6820461576045,B,D,-219.33049579730115,B,D,-3.711936644356758,-84.94621625069878,0
Female,54,Bisexual,Widowed,-197.57682275710178,A,E,-5.237300213411652,B,A,149.01368783795607,224.33044268481132,1
Male,55,Other,Widowed,24.849258611155896,B,B,-156.9804282670459,E,C,64.52292837994615,-140.00956720018308,0
F,35,Heterosexual,Divorced,-122.50192961268911,C,B,128.70184185086197,B,D,50.93548972525441,80.88022480813417,1
Female,19,Other,Widowed,75.69352212661661,E,D,-73.71749375552064,D,B,-47.967913208635494,-46.443656453902875,1
Other,82,Homosexual,Widowed,-90.14450864726491,B,E,-27.72595520070699,E,C,-230.1740089099779,-3.9020071851265854,0
M,61,Other,Divorced,-102.92478398489075,E,E,-21.555592799050302,D,A,8.509347538195618,-166.1884743963681,0
Non-binary,93,Bisexual,Single,74.78821053743272,D,B,-118.1591677217539,E,A,-0.8540366681445477,151.1471975305865,0
Other,39,Heterosexual,Divorced,-44.78320814018391,A,E,22.706110204599632,C,B,-33.007268460471515,112.86730498661252,1
M,24,Bisexual,Widowed,-110.59957927507314,E,B,-50.95067567402841,D,C,-38.981150716281576,84.32850586259258,1
F,63,Heterosexual,Widowed,11.650128658999357,C,A,-82.92489968834596,A,D,50.14029285921266,207.34958678378908,1
M,42,Homosexual,Single,58.50390996962549,D,E,10.800900689134995,E,C,-114.40970781919685,-82.1529555703569,1
Female,71,Bisexual,Single,-36.126794046369405,E,A,37.270632679661105,C,E,-45.10373178221878,65.24606694192718,1
Non-binary,94,Heterosexual,Divorced,-102.19895916273012,E,D,-105.84221899437655,B,C,85.42512620224903,-25.221660884474307,0
Non-binary,34,Other,Married,79.54681130666239,D,D,-37.772277137949175,B,E,-58.04176998928685,-18.743588898446365,1
Non-binary,41,Other,Single,26.126752830540244,E,C,-10.055523240919053,D,E,-115.46139058106351,-95.93597030960431,0
Female,85,Other,Widowed,60.446503611293856,D,E,73.16523630112577,E,D,-167.91750079158828,-36.74977332125556,1
F,49,Heterosexual,Divorced,8.415055998096179,C,C,-52.671890751576335,B,D,-91.16460663222355,145.24598044829048,0
Other,32,Other,Single,67.10851384239749,C,D,55.986270177280616,B,C,-88.38570490509127,209.3353747881907,1
Male,69,Bisexual,Divorced,8.928497626565141,D,B,65.68614130728814,B,A,5.881948580515501,51.37091193443739,1
F,53,Other,Widowed,61.75934259622924,B,C,128.21846856034338,B,C,-96.62699855807325,-53.501343060830365,1
Male,39,Heterosexual,Widowed,-80.0056792566702,A,B,-112.97483050816817,E,A,-91.48156382417045,-47.731469681830895,0
Non-binary,94,Other,Widowed,-83.68789977583366,E,B,-53.59029357882247,A,D,-167.47527046100757,56.25722127070356,0
Male,44,Homosexual,Divorced,-225.31065859930962,E,C,-165.08224853326146,C,D,-10.481351931124818,279.6841268391519,1
Non-binary,50,Heterosexual,Widowed,15.340285583538057,D,D,-164.44027558278393,E,B,75.4886043772498,-47.11239351727656,0
Other,75,Bisexual,Widowed,-36.998894818275325,B,C,12.038724411469202,A,B,-59.62117293276216,78.34213455259386,0
M,86,Bisexual,Widowed,219.53462714778294,E,A,10.752349002130044,A,B,-167.9007590954727,-83.9651296511727,1
Other,85,Other,Married,104.89120163237592,C,E,92.83428029607809,D,C,182.89574422580438,-19.537474677456373,1
F,63,Heterosexual,Married,101.01202492530959,D,E,-17.24744682504872,C,E,128.47423578920473,22.248495672123823,0
Non-binary,92,Bisexual,Divorced,23.75897280664359,E,A,-74.14989585013319,B,E,-27.6027897055487,85.45883529688741,0
Male,49,Bisexual,Widowed,-11.787483580707704,D,A,31.001038029361055,E,C,-13.638396713632172,126.09493195088702,0
Female,77,Bisexual,Single,-94.68397983929869,C,E,58.679239042168575,B,B,-22.881201756912382,-18.22473186364033,0
F,45,Bisexual,Single,-115.2943594440112,E,B,-70.65036901098973,D,C,71.48181811964648,-138.70986279721035,0
Other,76,Bisexual,Divorced,-153.42850888285335,B,A,-76.50243897562562,D,E,-7.767946024972339,41.329670474658194,1
F,48,Other,Widowed,12.360361031627773,D,B,-275.73128869924386,A,E,-101.01173563637813,112.08159141705414,0
Non-binary,48,Other,Widowed,66.97457549265413,B,B,-60.74821273724329,A,E,51.07532091366883,-93.520445009524,0
M,86,Other,Married,26.610423838272794,C,E,131.54304086256155,C,E,-117.93841015834852,-6.935740286550186,0
Other,61,Heterosexual,Single,-96.21730765038343,B,A,182.1052094695017,B,C,83.22069843307244,26.523676657847812,1
M,49,Heterosexual,Divorced,73.61180739308355,C,D,-80.44494384608706,A,B,-21.201925628956246,-25.84053193503682,0
Male,18,Other,Divorced,-45.791672005340295,E,C,104.46033078523003,D,D,-112.60238037614347,-76.82830875763487,0
Non-binary,81,Other,Divorced,-4.589253895336304,A,C,87.59841790097083,D,C,-154.52981017083255,-52.296994832587785,1
Other,83,Bisexual,Divorced,-98.19784584451686,D,E,-6.015299866284294,E,D,47.61144200429973,-64.53676474298669,0
Male,88,Bisexual,Married,-1.4169689197741127,E,A,30.0676376716036,D,A,37.6476729654012,233.92842883398197,0
Non-binary,79,Other,Widowed,73.57671294361332,D,D,-51.786445245138545,B,A,-171.1616111983938,65.39372586486775,0
Non-binary,92,Heterosexual,Divorced,31.063232487879098,B,E,48.754287779998876,A,D,41.263479544877676,61.233093732255604,1
Other,69,Homosexual,Married,165.27766617304084,E,C,96.29251923836907,C,E,22.18355583581512,-78.36696797651285,0
Other,87,Homosexual,Single,16.61411429240389,C,A,127.75383272331517,C,E,-75.81240766951424,-11.127124888149865,0
Other,92,Heterosexual,Single,28.551515012605943,A,D,-34.20821360940241,E,E,-77.99427758606315,-116.92239461616505,0
Other,88,Bisexual,Single,45.3044057890566,E,B,63.52908116738957,B,B,189.37042451514833,78.95184071109274,0
Non-binary,54,Other,Widowed,-51.533359727040725,E,A,212.29689277795262,C,C,164.10716823384513,90.46539946989401,0
Female,40,Bisexual,Single,85.14806460678135,A,D,137.53889080668026,E,C,22.194296320473583,63.17110227283571,1
Non-binary,72,Bisexual,Single,70.0679147364071,D,B,53.13206448505642,A,E,40.70750696010393,19.639402817674775,0
M,40,Other,Widowed,28.778857147739284,B,E,87.42280358131798,C,B,151.0806467968173,-6.414276620704216,0
Male,91,Other,Married,-31.420723696355424,A,A,43.04213506831722,A,C,-89.41461883517907,-103.01897827813866,0
Other,55,Homosexual,Single,28.517636381370657,A,C,-91.2674470639977,A,D,-58.3126191351815,-1.345052817196715,1
Male,63,Bisexual,Divorced,47.16054280376022,C,C,-227.97195608920137,E,E,2.769678814610539,-18.9741980355172,1
Non-binary,80,Homosexual,Widowed,-33.95321666002144,D,B,36.298615116259256,D,E,-77.63151910646708,134.25809920706388,0
M,23,Heterosexual,Divorced,-140.21469564549759,D,E,-99.54122736799833,C,B,40.19038559446976,26.1989508195404,0
Other,65,Other,Divorced,89.93938850391353,C,C,91.32507098027423,B,E,149.28321220075068,66.64653676452576,1
Non-binary,70,Bisexual,Married,-52.433968723411986,B,B,-70.33149744280378,A,D,-45.03109971559626,-107.24144691487768,0
Female,78,Homosexual,Single,120.30119694397763,C,B,90.95532600014393,C,A,132.1204569416737,-213.0043199275804,1
Male,89,Bisexual,Single,23.19905971496494,C,D,15.57997003940014,A,D,-46.33333763395816,52.750432687683066,0
Male,32,Heterosexual,Divorced,-187.37349419959466,D,E,-25.73164539700068,E,D,-22.76553273294149,-96.81406677982494,1
M,55,Other,Married,-43.62860345895963,D,E,102.9852523315677,D,C,23.161963855318255,-35.09337552219202,0
Non-binary,59,Bisexual,Single,267.4511870142542,E,B,42.14039399806055,D,C,-174.7682875600207,-72.52870901684474,1
Other,76,Other,Divorced,-95.25025983298077,A,E,-158.54618893718012,A,A,-121.17329465606295,-156.65799981890092,1
M,80,Heterosexual,Divorced,-70.84061825313182,A,B,207.44713069669828,D,B,70.29390160259707,-34.07435092043648,1
F,88,Other,Divorced,-106.44383980925286,E,B,-78.25870388708871,B,E,-164.3119217507284,21.269281636720653,0
Other,62,Heterosexual,Divorced,-67.13646539714512,C,C,223.99908707515914,C,E,142.2051673634674,34.410103921240726,1
Female,75,Heterosexual,Divorced,-80.65827230953603,E,C,-82.33272920759748,C,A,172.3880310145393,-7.290875458768742,0
Female,78,Other,Single,191.7040896741335,A,C,-111.77940292187417,B,E,-26.724465462469123,1.7880657224493592,1
M,39,Bisexual,Single,-7.612769849997471,C,C,-41.7526293005074,B,E,-123.76347461543764,-140.37663137094862,0
M,50,Heterosexual,Widowed,-5.930754819939951,A,A,297.2006274286089,A,A,16.181385026676793,-157.8123015055145,0
Non-binary,93,Homosexual,Widowed,66.19782591372059,A,D,88.13511768272139,B,D,2.460917102474925,40.15496010064615,1
Male,54,Bisexual,Widowed,-50.78846881377787,E,D,9.809977763455988,B,C,-67.94915537028334,30.39162736026475,0
Non-binary,36,Other,Single,-7.907340374206464,C,A,-116.90613456817862,A,D,-28.738190422437214,188.93867017208606,0
Female,37,Homosexual,Single,-17.26595744069684,D,D,117.77920105993691,B,E,-25.003774905261288,96.87500768219117,0
Other,57,Homosexual,Single,243.51353286571756,C,A,-27.6213314013171,D,A,-5.773006816432632,21.728071211523147,1
F,18,Other,Divorced,5.906610017856552,D,E,-32.231991599351474,E,D,-31.350385601915605,72.4189834170962,1
F,85,Homosexual,Single,-105.10921686014755,E,A,77.9309626841135,A,D,-105.74477160565267,67.2559615899809,1
M,21,Heterosexual,Single,-66.46480667267538,E,C,1.6487133984101292,A,B,42.48588252111022,-84.96337122160101,0
M,39,Heterosexual,Married,8.291576150464428,A,D,55.16811028682981,C,E,-191.07487152027687,-10.683017353882681,0
F,44,Heterosexual,Divorced,-161.72583457880557,B,A,146.0230267896409,B,E,263.73071112423094,6.623396489893156,1
Non-binary,45,Other,Married,63.11747417054484,E,A,94.64206089432041,E,B,-152.12057313061277,134.66585425159704,0
Non-binary,94,Other,Divorced,66.1971764106001,A,A,-32.85690848798546,C,C,-86.91436637966962,-62.31322653944405,0
Female,80,Other,Divorced,249.29429058796987,D,B,-5.058825173997642,A,E,16.835317715171584,278.520453012803,1
Non-binary,84,Bisexual,Single,-18.64815828666049,E,E,53.45581519142927,E,E,-154.20456507067507,-135.03668490296837,0
Non-binary,56,Homosexual,Married,-84.6030830860241,D,C,36.43602002914486,C,C,-161.85374241427712,-184.83453147192424,1
Non-binary,68,Homosexual,Single,64.23702663004075,C,E,81.6719274387449,D,C,161.73869181095682,-23.135310991090602,1
Male,36,Homosexual,Widowed,101.56861929323502,B,B,203.53262940498414,A,B,127.9866948499578,2.4937558264936492,1
M,56,Heterosexual,Married,-84.97257163299999,B,A,8.031636552756648,B,A,20.010219306068418,5.6087424241974455,0
Other,88,Other,Married,143.7423728900179,D,D,2.2548735477796438,B,C,32.48727029141104,239.51476825069008,0
Male,40,Bisexual,Divorced,-104.66352046826223,B,E,-122.59176379697996,D,A,66.84407770196972,-76.0871002696635,1
F,63,Heterosexual,Widowed,-41.10734179247771,D,D,-2.9808763100004665,A,A,-32.59280828693537,-63.22528991938269,0
M,82,Heterosexual,Divorced,-12.34204190406415,D,D,-31.331606848642345,D,B,159.2370412329828,-92.2306122369563,0
Non-binary,57,Heterosexual,Married,-56.37485952998884,E,C,143.62256951145307,B,D,-96.16068559627318,0.6500905513640233,1
Male,75,Heterosexual,Divorced,191.83238604099253,E,E,-113.88519380094803,D,E,-74.0385530426763,28.60598277402006,0
Female,75,Other,Married,36.97655303863862,D,D,3.6796354189654297,C,C,146.33630164109084,127.96333633833427,0
Other,36,Bisexual,Divorced,-81.14150407958296,C,B,40.73565730724865,E,B,50.55173696101153,55.156326480549446,0
Female,46,Homosexual,Divorced,-33.40927909129734,C,A,-100.7215607555801,C,C,-6.440920400943758,-111.45573274038658,1
Other,88,Bisexual,Divorced,-38.49129658574772,A,A,-108.19090210918907,C,D,-127.86997131374103,27.346993253269897,1
Female,18,Bisexual,Divorced,-43.046182708065515,E,B,79.23789856200251,A,A,-46.50401433012225,-1.6233323852010528,1
M,97,Bisexual,Married,-76.62714482462707,C,E,-6.73179647495617,B,B,-26.755183109258713,-83.51648368445073,0
Other,34,Bisexual,Single,181.73595156501065,A,C,-29.450540338949736,A,B,-30.5189331597054,54.29901426325424,0
Male,80,Other,Single,-9.301616016183093,E,A,166.49033810557967,C,C,217.50926523031035,-74.74278862740022,1
F,35,Homosexual,Divorced,-75.00553660668298,D,D,118.03067938677145,D,B,13.564295747512572,-31.959122920639942,1
Female,71,Bisexual,Divorced,185.49539170281602,E,C,74.49832093788835,C,E,51.280896284958565,-112.60357062020813,1
F,51,Heterosexual,Divorced,-20.222939260164026,B,C,51.17791132531819,E,B,128.1827218693261,28.586083950404895,0
Non-binary,32,Bisexual,Widowed,150.51240633363548,D,A,21.753519449544076,D,E,-86.75338194018197,135.45735862895455,1
Non-binary,96,Other,Single,47.4468354729288,B,D,-241.32726212949365,D,C,-62.4990523115018,87.34416675041537,0
Non-binary,80,Heterosexual,Widowed,176.03470374251663,B,B,21.394865786010765,A,A,23.93256088522358,49.22274948688893,0
Non-binary,87,Homosexual,Single,160.12301340625325,D,B,-38.50316249164887,E,C,-36.44089664046526,97.00884714274221,0
F,43,Bisexual,Married,-35.11788409299773,E,C,78.02693773459254,E,D,169.98429432132286,-3.7446439338317226,0
M,61,Bisexual,Widowed,-31.675459025393277,A,D,-62.70241339981417,A,E,-68.61990052248463,-42.20954930365252,1
M,44,Other,Married,-71.73868246327791,E,D,-171.08156459783675,A,D,22.897505398592937,135.88218859292567,1
Female,26,Heterosexual,Widowed,-38.049887644979044,C,E,-141.61680800403977,D,C,-62.68668682136159,-37.29836307024496,0
F,82,Heterosexual,Divorced,-74.79597066171159,E,B,-79.93462880985038,E,C,-102.87368836289244,5.39100414946661,0
Other,46,Bisexual,Married,-41.08155506068469,D,A,5.550565785910631,E,A,-98.00590118434891,-85.07405751078623,0
Female,85,Other,Widowed,-86.08384716375764,D,B,-52.856544939155505,E,B,-90.95340952349365,-12.839567784809994,1
Other,48,Heterosexual,Divorced,-20.96753677000703,B,A,173.4052742438053,C,E,-20.8541911396238,-144.99395982907873,1
F,63,Bisexual,Single,-170.28663937107825,E,B,-155.75899903673573,B,B,152.7673149215182,-94.76554335213127,0
F,43,Heterosexual,Married,67.75519798502685,D,D,-12.288864187710853,A,E,208.89262766633885,-29.874633264844917,0
Male,66,Homosexual,Married,17.834245556463983,C,B,3.4362970674863513,B,A,-38.19805329191684,93.64685153030777,1
Non-binary,57,Bisexual,Single,-26.817548067594693,E,B,156.9400770067584,B,D,-95.12201181233107,129.3095535731897,1
Male,21,Homosexual,Single,-44.91757918715527,C,E,2.3443645119919143,E,A,113.70552403535225,35.046061400973585,1
Female,43,Homosexual,Divorced,-194.0696609485888,D,A,-219.74561121077326,A,E,-65.19191684240747,123.20497349927764,0
Non-binary,97,Homosexual,Widowed,-152.99402598846763,B,A,-4.0124327802144695,E,D,-157.94946614276654,-98.68669324703939,1
Female,32,Heterosexual,Single,-27.63785178748284,A,A,-92.11683765734608,E,E,53.90765501121484,-141.7466922039238,0
Male,80,Other,Widowed,66.67818506268512,B,A,-67.75733663285001,C,E,-32.7189033959346,-0.07511264335410552,0
Female,33,Bisexual,Widowed,-147.96830564637295,B,A,-114.23914168550951,D,D,63.69673330167006,-158.8211045546934,0
Male,31,Heterosexual,Single,-43.546010221060875,A,C,82.52416677563411,B,E,-53.0674101870353,5.958743988830763,0
Non-binary,62,Homosexual,Married,38.90025240024645,A,D,-120.92376252909321,E,A,21.59326190889777,-62.132605219534845,0
Female,33,Other,Single,-119.09623510168252,E,C,-91.666307801059,A,C,-0.7377096421688926,-53.96078530857545,0
M,33,Homosexual,Widowed,-61.962660802879114,C,E,134.46116042431288,D,A,11.445285507382934,-42.36490680418935,0
M,63,Bisexual,Married,160.5502349390171,C,B,-118.7947820373402,E,E,-21.226400544656556,-85.17133987603242,1
F,70,Heterosexual,Widowed,-287.34931896797946,C,C,-28.25186852701021,A,A,48.846130366643,168.04436626565064,0
Non-binary,34,Homosexual,Married,-16.351570869248793,D,C,-4.810823005890295,C,C,28.536985531011048,-149.36474712479813,1
Other,65,Homosexual,Single,-68.60952442034761,E,B,53.11586556844913,E,A,83.79692928783231,-93.64521159003732,1
Other,82,Heterosexual,Divorced,-93.2900431484136,D,B,-23.373640888626163,B,A,80.88744247112767,-134.61372324996915,1
M,25,Homosexual,Divorced,81.49123117265799,A,D,-21.637650017701063,A,D,75.75241807448408,-72.70772132854268,0
Female,56,Bisexual,Widowed,-78.06991582202379,C,E,-163.29809298070026,B,A,79.35396703040783,42.16874567733673,0
Non-binary,74,Bisexual,Divorced,-103.80238475427926,C,C,-40.663239601328286,D,A,-7.067112079659375,-143.1214539542268,0
M,41,Other,Single,-87.95088669432727,B,E,-182.3003759776872,D,A,-110.95105580294384,5.429699266287874,0
Non-binary,22,Other,Married,122.96021799535326,E,E,-53.64406864429768,E,E,116.64331870630453,-65.0498165716923,1
F,33,Homosexual,Divorced,72.10302397383339,D,C,107.970955697363,B,E,-21.073835851806813,66.00409261041355,0
Other,23,Other,Married,-20.44369460995457,A,D,-47.75783692939594,C,E,-18.98727808496233,70.94961910056787,1
