orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Heterosexual,113.35858346994205,B,140.34205750733298,E,-54.88847100397821,0
Heterosexual,-161.57683409652122,B,-37.219255238301926,C,23.270695274537037,0
Homosexual,356.2668858730616,A,216.01809669035296,D,241.34102946421785,1
Heterosexual,102.69818193422033,D,-33.9853021551282,C,85.8548365563775,1
Other,-7.051960257243339,B,164.30783094537878,B,99.0784435676801,1
Bisexual,-298.6325435479613,C,147.77440944301088,E,1.096004523452177,1
Bisexual,39.20535225314098,D,30.57006391874358,D,-41.846868492795394,1
Bisexual,-89.90301588640858,B,-44.16693992406465,C,12.805708902340912,0
Homosexual,-14.65753498723807,E,-1.0772152104431503,B,57.61300392144647,0
Other,-170.1244299121334,E,97.76753706741206,B,-10.953464704631061,0
Bisexual,18.767791622550654,B,44.85297023206864,C,-62.270839976828796,0
Homosexual,-195.45266277742422,E,54.43800280663724,D,27.656594909254334,0
Other,55.93033869296988,B,18.853734562447023,A,-150.91849985483884,1
Heterosexual,45.918033824756144,D,-117.26465204048095,D,-32.02684182536928,1
Other,-124.69632052275013,E,-13.884391370946819,E,49.863391208999765,0
Bisexual,28.136382097804386,C,-142.99332650380404,E,-54.625184489036016,1
Homosexual,-80.93417790701058,E,14.4670449411433,E,-119.00860459053777,1
Bisexual,-98.70288812726888,D,-123.57995092426275,C,80.58661938599224,0
Bisexual,-172.81001337054903,E,-22.531218270153673,E,-13.67895361450524,0
Bisexual,179.97937531778888,E,-9.229708432354476,E,-53.39625678678288,1
Other,39.22980379982361,E,-41.756646686010306,D,119.68803638036275,1
Bisexual,11.48124989302057,D,-4.025349298674173,D,36.349853574144745,0
Bisexual,4.9685644807932094,B,127.8146918891997,C,24.454706317474667,1
Bisexual,-83.75830341014199,C,-131.20602734577932,E,70.81410603472271,0
Homosexual,-117.57280104241357,E,194.09107454879,B,-51.40409368277694,0
Homosexual,21.604042015000896,C,-41.00968239251127,D,-42.5125946847043,1
Other,59.90162963433985,B,-33.835269290130974,B,-50.30882163353614,1
Other,-14.494656627215067,E,65.33219106577849,A,91.189977466336,0
Other,219.23835827841845,D,-34.70417085653317,B,-65.65711084709237,1
Homosexual,134.05394471194282,E,32.80279239164361,D,-198.37996904685906,1
Other,-8.77581675550328,E,160.66942987644236,B,-50.705090321281865,0
Bisexual,10.63672943677712,C,-70.234509197039,A,-57.674454108341536,0
Other,48.790476175048745,C,-36.66882487630965,A,-41.359395059013295,1
Homosexual,-101.5439340436838,C,-117.92607854562884,E,-136.69810252423014,1
Heterosexual,70.12616553144224,C,-56.94138326173959,C,-60.15101062465813,0
Heterosexual,50.194068246582255,A,189.59239398150552,D,-26.574678867627167,0
Bisexual,51.37021488699926,E,118.69241432135927,B,-11.25075463594715,1
Other,21.233464130754744,E,-69.78291130720702,E,50.854746447613195,0
Other,-6.039655795189507,E,-93.5643821781499,E,-218.75977863671176,0
Homosexual,11.168751545487195,A,-45.568663073476316,B,-91.3487315806966,1
Heterosexual,-25.26558421612665,A,-165.42181469785356,D,125.18802944395053,0
Homosexual,159.1096879338815,E,70.9866253521345,C,126.71489337682003,0
Other,215.15858721121225,A,8.262310925320271,D,-71.62234196951354,0
Heterosexual,59.746620338498325,E,-114.90261182748038,E,-57.87781942116498,0
Homosexual,168.60209940862129,C,20.109163372816738,E,8.468901029229828,0
Heterosexual,27.051297877400387,D,-248.69226582085463,E,-153.2898604314479,0
Bisexual,-142.37881875742852,E,6.69445410824409,D,15.407982853453769,0
Bisexual,62.12635670472175,B,-3.045505393773918,A,70.35748443559005,1
Other,6.405775869960012,A,-70.31839683339206,B,9.944548026769997,0
Homosexual,-81.9018082079952,B,36.374371860168026,A,-76.22672598847748,1
Other,129.29838933994887,D,-162.7597748807101,C,80.43496347326294,0
Bisexual,17.758328971776503,E,6.056719580489458,E,51.84908339530332,0
Heterosexual,9.80498471677663,E,41.29106811774157,B,-108.82916151674576,1
Homosexual,133.45191311217434,B,185.78790542262703,A,202.84185803881067,1
Homosexual,116.891009181964,E,-84.14798067148445,B,-86.26551834133363,0
Bisexual,9.980967684327208,E,80.90410937625123,D,75.95776249133073,0
Heterosexual,-121.47393390183407,D,50.17621253925252,A,-139.05556494990182,1
Homosexual,-29.234126891581024,A,5.34823248577582,D,104.98541306485913,1
Other,53.93568194007518,C,102.23099145066925,E,-152.7713104152792,0
Other,87.352050091688,C,-9.933624546119619,A,-65.02350209482776,1
Other,95.65627918784423,E,-146.6344823712308,E,-104.3044018690388,1
Bisexual,37.07375440721889,C,22.973050422496808,C,-20.208914729951083,0
Heterosexual,77.40880739463029,A,30.718952350277156,A,91.08836449373358,1
Heterosexual,-67.47230025192611,E,39.76326407338326,B,-190.5436861715092,1
Other,-73.2194555763194,A,-132.00291764576474,A,-113.90617561358734,0
Bisexual,100.89834377861253,E,-26.257319287721494,E,43.02301244915224,1
Homosexual,15.949656854145056,D,-28.98868220998687,B,-96.20419257040787,0
Bisexual,18.132291414514945,D,-50.99653727977487,B,-32.09907526190564,1
Other,131.6961804513546,E,-43.04851752500228,D,84.78755209576586,0
Homosexual,-9.59576139366297,B,-39.30863856536746,B,-27.463686566769024,1
Other,-44.985423762697756,C,-1.3891327842045345,B,114.90106768221438,1
Homosexual,99.51306374740041,B,-55.49765272357838,D,-20.92082733382395,1
Homosexual,21.97605308428029,E,21.240186166128822,B,32.137172744913016,0
Homosexual,58.561457138846094,A,-229.41736090479026,E,93.44257872371922,1
Bisexual,-26.55061259811204,A,-59.761860203637774,B,-38.547994855598375,0
Bisexual,-124.27037094789226,E,53.75931661509023,C,-63.338845312978364,0
Heterosexual,-162.47482298454386,B,-101.1907030142106,B,28.241424755102724,0
Bisexual,65.44485482567026,E,-192.09536650794863,D,20.068023730051994,0
Homosexual,-106.10535836326171,C,249.04695632308295,A,23.646609373397062,1
Heterosexual,-194.1483830918654,A,-55.77545816985023,E,92.10763974220865,0
Bisexual,-164.6563627375641,D,134.47726079787424,D,5.952826376089083,0
Bisexual,-182.16520530815453,D,90.7717565722149,D,45.39659012556232,0
Other,34.64237048020158,B,-91.06876792027188,B,-34.260189401141695,0
Heterosexual,-151.92688029340297,A,-64.90440209606379,B,109.79431710396793,1
Heterosexual,-76.02185829395765,D,131.70086209993786,D,26.39018801253829,1
Bisexual,-88.35621620498195,A,-141.2126099662126,E,178.12207789276175,1
Other,-17.918764743462702,A,-145.474498764267,C,36.79138366529192,0
Homosexual,61.73813280337684,C,9.173962687356598,E,-44.00276670627952,0
Bisexual,-184.81914726033156,C,-95.05689141776806,E,-137.4942378528857,0
Heterosexual,-4.966565886864367,C,-68.25881811284073,D,121.88186025441998,1
Other,98.11867082506572,A,30.11572973994423,B,-117.62417480753776,0
Homosexual,-161.13313609164592,E,84.14125432744358,D,-137.17474593788904,0
Other,93.06730849761716,C,-48.839741310256976,A,47.518804021049355,1
Bisexual,-38.80709068785422,E,1.3803478679429644,C,-136.90915607398662,1
Homosexual,-82.75103875573177,C,143.0757681397539,D,-67.50067221655836,0
Heterosexual,19.711178535283384,D,-148.40357592269112,E,-102.15320480896554,1
Other,-136.6988956043021,C,-81.93982049703526,C,159.41053807435617,0
Homosexual,-52.16204447387213,E,42.829008838186446,D,184.1509636740713,0
Bisexual,123.63164467547301,A,-70.06450926938138,B,-22.351523734549954,1
Homosexual,-113.0021428907909,D,-51.79068652905141,B,28.60344441183667,0
Bisexual,159.3134572164358,C,-47.96930890336626,B,-13.133273419520267,0
Homosexual,-103.60198412486676,C,68.55310133039897,D,-68.0380854989903,1
Homosexual,-148.83964289659826,E,-11.550756496638098,B,139.3893074717815,1
Bisexual,20.178719645443252,B,-62.77607129172391,A,115.5407449893201,0
Other,-126.98060312755544,B,-21.439062809042618,C,48.292073830775486,1
Other,-108.7233079322332,B,60.437279955771714,A,-69.55531562281662,0
Homosexual,17.326000521299814,C,34.0895052594824,D,203.82518338956137,0
Homosexual,68.3673680443888,B,-60.061081420341345,E,162.54966098984545,0
Bisexual,18.741263496141688,C,-233.30826845463682,B,-116.73107472808071,0
Homosexual,-16.48264917262895,B,78.13415011573359,B,167.10324578060064,1
Other,65.39322841877599,B,-120.07416590686204,A,-26.938052063749414,0
Heterosexual,49.989022757356956,D,-87.32415905784525,B,61.4762803226935,0
Heterosexual,164.12662297460295,A,39.46631059388521,A,-48.070002266743565,1
Heterosexual,-132.93920098427938,D,148.73360751821767,C,43.62441682858042,0
Other,32.82811813912359,A,-113.02002305357361,C,115.42338849732363,1
Heterosexual,125.846769801876,A,-110.73076285254237,D,-10.61031116192295,1
Homosexual,-135.9531184950277,C,51.945290616542785,A,-52.97240691087357,0
Other,-67.62600493349983,D,-36.900280103952255,A,50.92480454106683,0
Bisexual,116.51726029060485,A,-68.41243847862938,D,-9.140240231966384,1
Heterosexual,-66.9552044536199,E,-25.592757185768527,B,7.47984776104875,0
Other,7.848986638861802,B,-28.68898561379484,E,1.7288059217701122,0
Bisexual,150.35353247301936,E,110.61971301309448,E,3.378607444623322,1
Heterosexual,264.50335767821167,E,-24.75048874821109,E,45.95340278340132,0
Homosexual,67.63798674609225,A,-18.809317884402443,A,-300.56036890066724,0
Bisexual,-65.51714638087451,B,29.41024943918709,C,-20.176491731932746,1
Bisexual,221.45584311941394,D,167.5131262220271,A,-95.87001144840292,0
Other,-85.84805847657687,E,5.818036340579303,A,-23.175700614145235,1
Heterosexual,18.4718361613406,C,231.1930542739984,D,-110.19597212395244,1
Bisexual,93.00771630054868,A,-101.29421318680856,B,105.05501546952615,1
Bisexual,-34.998957409041616,D,1.0276093314563273,D,12.57218896090803,0
Other,88.76785760746965,D,153.86952735926783,B,-111.8384467830932,1
Other,73.04335601825095,D,49.54603614864465,B,56.54105040476618,0
Homosexual,61.69946951734613,C,54.247568785960674,C,10.283671451833323,1
Homosexual,76.98480650621443,B,75.46103880532176,C,244.0555780095302,0
Heterosexual,-9.099827357453883,E,-18.398417776236155,A,-32.90037023466293,1
Heterosexual,-183.64562689125023,B,24.508389840806228,B,-167.27318589352592,0
Homosexual,-115.934975796253,A,-243.89258074478047,E,63.10019128195161,1
Bisexual,-38.20025083493335,B,18.5838197470685,D,-221.33299756254212,1
Other,34.86305352785678,C,158.6382890241534,A,87.21050380273697,0
Bisexual,-64.63427241414881,E,112.23194204256986,B,246.7241219653252,1
Heterosexual,-87.6882806459698,B,-59.597699460957124,B,58.902734212353316,0
Homosexual,-1.9639364296622337,E,-73.6083406763122,E,118.00369631012582,0
Other,87.16696269794339,C,61.59173755031073,E,-139.2222803562405,0
Other,-114.00167687828106,A,-83.37441991817491,D,65.53122943695826,1
Heterosexual,-193.5540771361752,C,-60.374500388446315,B,-21.126937067947914,1
Homosexual,-151.1968884839692,A,71.32691145999915,E,8.571742516329191,1
Homosexual,82.52495183373492,E,22.3969714004374,D,70.1621651657956,0
Other,-36.56821454821595,D,7.1116030393925955,D,-113.89158818629963,1
Homosexual,-112.66733064995971,B,36.00765981596666,A,103.43757081319936,0
Homosexual,72.16269985352261,E,-28.220724242450785,C,25.552190771376303,1
Bisexual,-44.79377088778121,D,-136.14662408450212,C,-22.08074797527735,1
Other,2.762242815957407,C,-39.97556368437592,A,-26.181522626085574,0
Other,247.2695724491289,E,71.3417541446709,C,180.0777533489417,0
Other,15.307596493690143,E,18.10029687720384,D,-121.84473198360442,1
Homosexual,24.455375828120193,E,7.625450617531607,E,-47.18074027572574,0
Homosexual,11.365362305581765,D,-60.78573796407386,C,-99.35720803343436,0
Bisexual,3.68248848613901,D,119.46917148351162,D,88.1148472573219,1
Bisexual,101.38335382302608,E,147.7819120413004,C,43.51348856319499,0
Homosexual,-220.29005856440062,B,-8.759740382520526,C,-11.127630030011442,0
Bisexual,210.4658406679719,D,136.54544805231356,E,-158.68637518818107,0
Other,15.64101809563631,A,48.3161666041619,D,70.19269300144927,1
Homosexual,170.88381853275993,A,30.67463318070175,A,-4.765750364499793,0
Heterosexual,86.81802943539545,E,-195.3834720906094,D,77.0665231640816,0
Homosexual,196.33991877102628,B,15.619794828545619,D,106.16964485590883,0
Bisexual,-39.57399906654973,E,-29.86743422928689,B,-74.91331595460238,0
Other,109.41036772553335,C,244.27623392056196,D,-73.5461090742142,1
Bisexual,-9.613460041159172,B,42.077704943254496,D,96.23659008664566,1
Heterosexual,45.468435839446954,A,21.815708220623478,B,15.615885201626595,1
Bisexual,-28.536406556782516,B,-228.48491107950136,D,-72.63667735362873,0
Heterosexual,97.27226766923886,D,-206.77792133422193,C,-82.53616124049263,1
Homosexual,-95.48395247835275,B,91.56967124987712,B,72.64676811755987,1
Bisexual,-74.94328052444497,D,111.73539638698857,A,-41.187077166755245,0
Other,80.64066479475692,B,-58.84569840155919,E,-76.24627137422716,0
Bisexual,10.078642849284195,A,-79.38672917724125,A,53.35652896013316,0
Bisexual,-84.91829375563334,B,116.24033524946007,D,-40.14026590636575,0
Bisexual,-95.55143526265151,B,51.36345087956078,C,-153.76857816323786,0
Homosexual,-87.21238944423543,E,-91.791195736569,C,149.96551715174533,0
Heterosexual,60.75558952364187,E,181.43445237168683,E,80.86698989912556,1
Bisexual,-0.6558273794031518,E,5.738109927084521,D,-126.30707086452642,0
Heterosexual,92.26266178037845,C,-54.624445665468045,D,76.78782515204153,0
Heterosexual,-112.87134388699032,D,9.95586454258046,A,11.476447864698686,1
Homosexual,141.21129978790285,B,84.6700086058453,D,100.97355899450358,1
Other,-41.96810683841437,E,7.965561289071105,C,-95.37282374868694,0
Other,40.63469608459295,C,-74.31302715858308,C,101.69629323715755,1
Other,216.80362633375992,B,154.319225164691,B,-89.86033863600184,1
Other,91.82645788403103,D,-136.1210173618304,B,-81.64106078894301,1
Bisexual,-46.673370178236,B,13.137868679625425,C,69.17483701246208,0
Homosexual,59.43934850624374,A,-61.289469108347525,C,-61.875155568928704,1
Homosexual,-143.6906727927784,B,-7.491697297547406,C,34.412676154118394,1
Heterosexual,-66.6932395329179,B,144.51236461858073,A,-73.03254687393081,1
Homosexual,-75.68283991029725,D,120.20802782446458,C,-177.60184341764307,1
Heterosexual,-29.38251839266043,E,-139.83124795984276,A,33.91940785161565,1
Heterosexual,-111.49318320086728,E,19.87453681960254,C,111.2717620000556,0
Homosexual,-116.01565329665291,A,-74.03232216441492,D,89.52277747553961,0
Other,5.961142933381796,C,-35.57575038729475,B,44.51341541880226,1
Bisexual,117.29458919960575,A,-45.0890666687289,D,-95.64194611261483,0
Heterosexual,241.93264412843624,D,-142.7600620520275,D,75.71541442550908,1
Homosexual,-29.318940515572777,E,44.46041603061626,C,115.1583267990707,0
Other,62.351616090238316,D,-129.3365566345742,E,-86.01288556027787,1
Bisexual,213.4701583472058,D,-5.473751223980966,B,-20.43929066998294,1
Heterosexual,9.578452500569362,D,0.25383970967576025,E,126.01258719729216,1
Heterosexual,65.12296512862197,E,42.801040054589265,E,-87.60767234863461,1
Other,-52.82749510423238,D,-59.526199312265035,C,85.18008750578153,1
Other,-104.96233637253508,C,-12.021909713419367,A,-46.92990811149531,1
Homosexual,-94.4701897848535,A,-159.11279420688857,C,54.396229398308115,1
Homosexual,57.875301359779755,C,-40.15349014386143,E,177.98981042972682,1
Other,-195.94557295083112,C,-62.011339558963506,B,-113.72817304171441,1
Other,49.69987382850883,D,-110.64135387437773,C,-142.2316911013685,1
Heterosexual,223.59763305761936,B,-114.26786360368637,D,-52.061104478998196,1
Heterosexual,-149.33986868887757,A,99.83558243458094,A,-137.82566293061095,1
Other,45.20133838083509,A,121.70190837977309,E,-77.23245982536994,1
Other,55.66036646065589,E,7.973233329978795,B,-0.01721851803896245,0
Homosexual,-26.92908304709052,C,-60.2781578733085,E,-13.959553881704851,0
Heterosexual,111.23281364319206,C,45.157043312218555,C,20.311836469589743,1
Bisexual,-105.89316808055243,D,-131.75018156049498,E,132.3242247600669,1
Heterosexual,-45.26537420423673,C,64.40169773217029,E,14.360132366024015,0
Bisexual,212.6917186078035,A,-130.78809447718933,B,-218.92574125090528,0
Other,-87.69059344075322,A,157.265720976782,D,-155.22071894525308,1
Homosexual,-48.044869339210976,B,-107.83282143348191,E,109.58226206301214,0
Other,160.24314444055864,E,-75.95433623139944,D,-41.28432767994685,0
Other,123.46974456642931,E,-43.77437600226855,D,16.786814764066534,0
Homosexual,16.98758210825777,C,133.16079635673162,C,94.69323187284608,1
Homosexual,146.97289032696793,A,-107.62294365532152,A,-186.66991404638,0
Bisexual,-108.46151114574818,B,101.67776300950449,A,28.630680079002186,1
Bisexual,90.4836456415055,A,-153.9513986650324,B,-158.01881224935542,1
Homosexual,242.22729088086638,E,0.48590947535746226,C,-105.81773173014275,1
Heterosexual,18.494083542544363,B,114.01893772534659,D,-0.1847038831666561,1
Bisexual,52.4605035660753,E,-52.05322043312761,E,-207.99412214805866,1
Homosexual,-278.31011266119975,B,-76.18660335114117,A,1.1893533289477465,0
Homosexual,-114.88487181974374,C,-52.98360277834225,E,1.6720894249304556,1
Heterosexual,-106.34703242446946,A,92.78278050522214,E,-83.482103771556,1
Homosexual,17.531212323962983,E,-245.39299334452326,B,-42.56050904964799,1
Other,-74.75103277434052,C,-136.1329932908822,B,14.747831441450332,1
Heterosexual,49.221849366954004,A,72.40338323380648,A,80.71963981832097,0
Heterosexual,-34.13543803287201,B,53.465468914282376,C,3.15707285618645,1
Bisexual,-17.95723335161673,E,132.9377562268643,D,-171.41687496486423,0
Heterosexual,-29.128145185064707,D,102.00447730793847,A,64.09418662802477,1
Other,20.3522550094789,A,-45.28076074693203,B,78.43635848062284,0
Bisexual,60.848887622620104,A,94.67029372068161,B,40.126113070172806,0
Homosexual,-40.37875445557337,C,169.43168260087828,A,9.375407476444872,0
Other,38.85562846252971,E,-137.37875708529518,D,147.89401101373764,1
Other,105.76972938797165,D,-145.79305789115057,B,33.682813551577745,0
Bisexual,220.07885401633098,E,12.596153534293975,A,-59.81730790157177,0
Other,-267.89456541169045,C,2.8322451326073215,E,21.687360153867,1
Heterosexual,-131.84399096553966,B,-58.897990367525786,D,112.69177273100834,1
Homosexual,-12.687378920798325,C,-68.37391795946256,E,-97.89954032830397,1
Other,-45.068390660014714,C,18.266715431632363,A,-103.82406346168432,0
Heterosexual,-119.58256809942304,A,-122.32186211532836,A,59.88063653639869,1
Heterosexual,25.285767176437147,D,21.375282710771234,D,58.92143908225948,0
Heterosexual,51.17977717846875,B,16.646219727294003,A,-7.208544945086561,1
Homosexual,47.80215790341218,E,120.54538690761582,C,52.007879666670135,1
Other,134.2290657035725,A,-20.9417101311958,D,6.3803254521736354,0
Homosexual,0.34679106122836373,A,-29.456808973632597,E,0.7101112261342565,1
Bisexual,-51.14655584263773,E,3.007313348585485,D,20.98586274275818,1
Heterosexual,78.54237492564484,C,192.40871778771512,C,284.2025592086296,0
Other,-97.72418911714314,B,-35.04998953414028,B,-25.589278009569423,0
Homosexual,-147.1584348927743,A,-170.9003073414574,A,60.51400667114753,1
Heterosexual,88.54577035841616,E,-138.86786331984183,B,26.68857297581406,0
Bisexual,-146.6345243384943,B,92.64322413993378,C,-239.31033392122424,1
Other,-6.317462602045295,D,-213.99169897259017,B,166.2051162305649,0
Other,68.75830728011778,D,-42.006568279756216,E,47.16437475339497,1
Homosexual,-104.39972007304428,B,-34.77769806890982,B,-54.128814601902775,1
Homosexual,-42.28445449211383,B,96.2056078133096,B,43.274125256635664,0
Homosexual,-30.18852008531528,A,126.09592251944686,B,-51.01425568685409,0
Homosexual,93.28764295644866,D,68.35364133183114,C,55.745969299538324,1
Bisexual,70.07410449175465,C,37.54191464427613,C,-134.31390764916733,1
Other,30.148222827098536,E,-9.292218867629408,D,68.85722144682148,0
Homosexual,-61.29687854068743,D,-63.39277761907054,B,227.01134977820138,0
Other,-53.135701201689415,B,12.33099927265503,B,182.89409897099043,1
Other,110.8032548231177,D,-67.1444821272576,D,124.6038460550337,1
Bisexual,21.695807200017033,D,147.01754565217192,C,-14.713836416062854,0
Homosexual,78.44014014815038,D,-89.3386687835583,C,-115.34635111486406,1
Other,-114.20699849680929,C,-335.1962380346791,D,4.875475520974602,1
Heterosexual,8.43292088230974,C,-14.822611968089298,E,71.92356369594228,1
Other,87.31122148334669,C,247.72479196710972,A,175.04654831202686,1
Other,46.027061351804065,A,41.732065512793596,C,-57.846567957558925,1
Bisexual,-101.83981700725894,C,66.90373144897471,E,-53.32057800235271,1
Heterosexual,-123.8338551454251,A,90.39178314840174,B,-11.8339996645605,0
Bisexual,-74.81769214798013,E,-66.07241199252198,E,12.424669109532225,0
Heterosexual,-71.74388068845187,B,-22.198547951716257,E,108.97121964224294,1
Heterosexual,-95.16747393533619,A,26.871730212422896,D,-7.523661694940893,0
Homosexual,90.98588909838618,D,-64.24592812182345,C,-99.21023788968155,0
Homosexual,-53.51356525307644,D,22.14778240213629,C,-86.55551171998445,0
Other,16.46837085604095,E,99.05224041176245,E,58.766368484094166,0
Other,-248.4163817812482,A,-17.690738473575145,E,-31.826274535740986,1
Homosexual,-4.912341983000861,B,264.4217549452141,D,112.09371843999232,1
Other,-115.54613051412612,E,-88.08835849301347,E,9.548756377972024,0
Homosexual,-168.30157099633226,D,-216.52479856753337,E,26.19345974031751,1
Homosexual,62.099189577718185,A,53.511036863860305,E,41.16456732849236,0
Other,40.15822937904729,B,-26.7293220506016,D,65.1720084635449,1
Bisexual,87.27912707969863,B,112.46174159205403,B,32.941062632261534,1
Heterosexual,-183.8494297606261,E,-45.354947856133855,A,-70.63266367449215,1
Bisexual,150.2210988900191,C,-87.88374784031615,A,187.76037563767213,0
Heterosexual,-125.92660991685119,E,-28.431800948085908,B,-52.900614941242964,0
Bisexual,-65.53160356621635,D,110.38814863904844,B,-10.243397077922854,0
Heterosexual,87.41523005852095,E,-57.60672835293016,C,-82.572223472746,0
Other,149.02825492963652,B,52.30579920365841,C,58.09014297334068,1
Heterosexual,138.4471791582428,C,103.31123130585944,C,-64.89404449040133,1
Bisexual,173.5701619712191,D,-12.16992939623549,B,103.59758704854151,1
Homosexual,65.12192022326802,E,-47.24695521912171,A,32.93510777491049,0
Heterosexual,-110.9603922180269,B,25.540877741522788,D,-106.88363707352974,1
Heterosexual,69.14100223599753,E,-25.8643421149618,E,-72.4973156291845,0
Homosexual,155.64257789974235,B,61.61905393621859,A,-83.95627179677146,0
Bisexual,25.504883635402532,A,-132.1077218216503,D,-130.90306717960033,1
Bisexual,104.32538966696197,B,-117.62046791989565,C,33.08674827624215,1
Other,-39.827705349566,C,-113.88800295852464,B,-16.08903398454668,0
Other,-101.21960224490478,B,23.915406481769324,A,5.492509973887122,0
Homosexual,75.69669142664608,D,5.021571109940683,D,228.03346869909262,1
Other,-42.74201467612398,A,28.39546856740604,A,7.653576452420451,0
Homosexual,42.464395101440125,E,-121.71863183611333,A,-114.18548033774178,1
Heterosexual,38.2697058406532,A,56.35975299523266,C,-176.90385876509342,1
Other,84.72979202715702,D,-91.3836026250109,A,-158.22718197582316,1
Homosexual,43.360657924805096,A,99.54097110937236,A,-74.63634682761167,1
Other,13.829893326964099,E,130.36953455631388,E,90.95225257636767,1
Bisexual,-13.637221113703028,C,80.10471662906883,A,46.30033193894963,0
Heterosexual,-75.61124725581327,C,-51.83366988710243,E,-38.75730172412118,0
Heterosexual,-25.434719751419237,C,-77.27428134087468,B,-7.602626024904599,1
Homosexual,-14.875548402422575,B,-71.59379829730464,D,-56.32343460691609,1
Homosexual,97.5550849975137,E,-231.1422904861698,D,-160.12077512921024,1
Homosexual,89.90569287178315,A,-11.788247761652336,C,-118.72893398831246,1
Bisexual,90.8805103147803,C,66.20748986595181,A,52.85805539807963,1
Heterosexual,-156.11659889634976,B,-116.38534104041183,E,-26.703086261630038,1
Homosexual,78.48239785471286,C,98.95629648953134,C,-81.65261778811863,0
Homosexual,130.5415746017726,D,-19.846010691834174,D,66.11013326434386,0
Other,-114.92542832560531,C,-40.25655519403521,B,187.84053742359706,1
Other,9.160178243241184,C,-36.769717261363546,E,-133.10714689262778,1
Heterosexual,80.01685098736509,E,-0.1354396326122478,A,-41.42950328214951,1
Homosexual,107.20027745678486,C,-112.15573629126527,C,-81.34473752441686,1
Homosexual,-198.92673077001854,B,-111.98976789293805,D,51.652959217960856,1
Other,-94.68208637299014,B,-22.640341193302884,B,44.125318349330946,0
Bisexual,-35.3030579991355,A,-227.16542969069658,B,-44.75409886815236,1
Bisexual,-52.02710041263848,C,65.15007612287991,C,-142.82301804199426,1
Heterosexual,144.99702973713852,C,165.09935028504498,C,80.87047411687391,0
Bisexual,88.42755253639504,C,-115.93533077088047,E,-78.33588964458953,1
Homosexual,-162.93073351884675,E,30.95484470940227,C,70.51256472467287,1
Heterosexual,12.875837744748846,D,-42.80174750121433,E,86.30141271091554,0
Heterosexual,38.85964376667395,B,65.76713253812602,C,-3.043131679237204,1
Homosexual,-90.05489239612908,B,71.02162988105671,E,18.471634091217908,1
Homosexual,-111.43098241670242,A,-82.96575975317343,A,134.1313361749986,1
Homosexual,46.291012340920865,E,108.8649211792337,D,112.75342689775745,1
Homosexual,8.90097885184695,B,148.7981603677541,A,108.3808491904867,1
Homosexual,201.18163890481657,E,74.93243999595232,C,-12.696849077004444,0
Bisexual,-24.419696485546183,E,31.13648159593312,B,62.405052217518694,0
Homosexual,64.92855909710562,C,117.39499636467671,A,-1.9708308985961747,1
Heterosexual,-36.56177279381098,C,-94.4178296902559,C,-9.196207806126111,0
Bisexual,-32.87078070312067,C,60.3585573334424,E,-111.58717166036757,0
Other,13.179587939895654,E,57.095317598956896,E,-24.175688802209148,0
Other,116.2954161740462,B,144.43530668251762,C,46.05824980668976,0
Other,-70.39542627049138,E,66.49651719350751,A,-164.88249632900838,1
Heterosexual,54.139087657174436,C,203.72159737335713,D,110.30834564255296,1
Bisexual,-122.5915636232883,C,-83.25110879179961,B,96.61012631822574,0
Homosexual,94.69676041014228,D,-120.09858489512244,D,9.302272293191283,1
Other,81.76201617626208,C,-26.00435201654232,A,-240.3157454975843,0
Homosexual,-119.87627031694853,C,129.88224985280425,B,96.79850164239461,1
Bisexual,38.68642521132298,B,-21.274599825175873,B,27.130867655357736,0
Other,-82.32717640483918,C,2.718674648899848,B,98.18630929532429,1
Homosexual,0.298195514009101,B,-46.525117986984995,A,-132.905488677616,0
Bisexual,-195.69866392704267,B,94.58371797856458,B,83.7639136813695,1
Homosexual,62.10821831083714,B,-16.854911447996212,A,-132.99194405115563,1
Heterosexual,86.4506280904628,A,55.16961855312403,A,-36.437256745302236,0
Homosexual,-147.4784747636054,E,-42.70320782648507,A,120.34353313833046,0
Other,-129.40640132913907,B,97.16456192375625,E,59.93055599359812,0
Homosexual,173.14486526955508,E,-183.24630327787426,A,12.953822723820824,0
Other,140.63875550007876,E,-66.45392743197604,B,48.846498869270896,0
Homosexual,116.62675520164476,C,-144.00912925706552,E,106.86340330661012,0
Bisexual,110.58527083112845,B,93.64149187316579,D,108.24143535628876,1
Homosexual,-37.12173149393882,B,-91.57991149645643,B,-235.71696270434614,0
Other,-33.97141857656546,B,54.44751650601536,B,237.5412429851762,0
Homosexual,48.63569063003159,E,-98.97539401631644,B,-148.8886335454288,1
Bisexual,133.44230483304108,C,-33.150065280997474,D,42.8399751334419,1
Homosexual,-177.28922403373593,C,-40.15702273626966,E,-132.51977313585166,1
Homosexual,200.04580829154412,A,-21.97785788631101,D,-0.475098307672008,1
Bisexual,181.24329365571953,B,41.88494835035815,B,6.7611580317480575,1
Heterosexual,153.40708948861823,A,118.62471561217114,D,21.15876754206983,1
Heterosexual,47.51556248523428,C,-74.72906258376275,C,116.04910907424271,0
Homosexual,144.9204280694053,C,-93.23620419646656,B,138.7800806003969,0
Heterosexual,-230.53854957347687,B,-91.30645370144049,D,-14.007759927163562,1
Bisexual,30.885487820926954,D,161.21424602141,D,10.640606840816238,0
