ethnicity,Gender,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Black,Male,Hindu,25.20373498231963,D,-87.75506754701276,C,A,E,-178.46627619237725,B,0
White,Other,Hindu,-152.22672477618008,C,-90.24863820311396,A,B,C,-11.842977574897008,A,1
African American,Non-binary,Muslim,-35.76744490003742,E,-243.30775954850608,B,A,D,-129.11259882741558,D,1
Hispanic,Female,Other,58.856777835900346,E,-78.3851744284135,B,D,B,-256.7594122841467,C,1
Black,F,None,-15.47011278196031,D,-43.41295935831507,D,B,E,148.29808610100196,E,0
Asian,Female,Buddhist,78.56728540039951,E,-2.668877549812248,E,E,A,7.315449197933348,A,1
African American,M,Hindu,6.742706530968453,C,-1.5117826092473319,C,E,B,-57.40675936101728,D,1
Black,Non-binary,None,-36.99110427983074,E,-135.79692388951253,D,A,E,3.223357805254902,B,0
Black,Other,Muslim,150.42051007552038,C,36.08574714865806,B,E,D,96.2998912938105,B,0
Hispanic,M,Buddhist,-27.59226977350012,D,-62.19072590989647,B,C,C,-61.00793292282456,C,1
Asian,Female,Buddhist,56.173805577794624,B,-30.404545095138175,E,D,E,-110.03667030341482,E,1
African American,Other,Hindu,-127.92639370438268,D,24.948053857722734,D,D,E,40.639086147334034,C,0
Other,Female,Buddhist,-21.788117740094176,D,-14.40311956868294,B,C,C,14.890001676299223,B,1
Other,Other,Other,119.63103082723153,D,-199.4772249279925,C,A,E,36.93156208559959,B,1
African American,Female,Hindu,54.23156999876664,B,-167.8577264163525,B,B,C,65.70676765858579,B,1
Hispanic,Other,Other,-42.02003539393984,D,32.379417053469766,B,E,D,-51.40914471981931,A,1
Hispanic,F,Other,19.123306448841028,A,47.87650528780038,E,E,B,-64.95674082077552,D,0
African American,Non-binary,Jewish,40.183222659470054,D,107.82944298287582,E,B,B,-219.52614063369728,E,0
Asian,Male,None,23.796612560403005,B,134.95572491175557,E,B,A,12.050664086763476,C,0
Hispanic,F,Muslim,73.70235630143925,B,-96.76114643981158,B,B,A,-50.43037189999497,D,1
Other,Other,Muslim,-70.61133545165849,B,212.8291768257755,D,E,D,-81.80832802194426,E,1
Asian,F,None,-180.72973629590905,B,-13.283013891492313,A,B,A,46.44118507867022,E,0
White,Non-binary,None,102.00221605747086,E,-105.28508017946945,E,A,D,-39.039341611146625,E,0
Hispanic,M,Buddhist,4.918274099183659,B,246.02788668545617,C,C,B,-167.80449943917438,A,1
Asian,F,Christian,108.78309505736372,A,-123.36335623405914,B,A,C,108.15816571597006,D,0
White,Non-binary,Hindu,-42.56251006325769,C,-150.34085224391512,D,E,D,-172.83369945689606,E,0
Hispanic,M,Buddhist,29.477978719776864,D,-132.29416162653064,D,B,C,77.42425074088473,C,0
Hispanic,F,Other,-36.1814840485641,C,95.31831529142538,A,A,D,3.730939417085634,D,0
Hispanic,Non-binary,Hindu,106.51315205921306,E,-111.06778898078981,C,A,B,-42.47483926121311,A,0
Hispanic,M,Hindu,-217.94344114051006,D,-91.84082624851371,E,E,A,-127.91059666733811,C,1
Other,F,Hindu,97.48266302135778,D,169.72012267381083,D,D,B,38.6174787957257,E,0
White,M,Other,-81.67470723705398,A,52.762008674865235,B,E,C,99.8171328876072,A,1
Asian,Male,Other,-88.32366515217748,A,10.224869774198583,B,D,D,9.46662940537962,C,1
White,M,Other,90.52777150900955,E,13.748063395907248,A,A,A,177.5345648998892,B,0
Other,Female,Christian,169.62910022448833,E,69.77449992412697,C,E,E,-163.82779521717566,B,0
African American,F,Christian,-71.19015227590126,E,-32.068017050554296,A,E,A,34.38506763603109,C,1
Black,Non-binary,Christian,-21.167978528101735,E,101.40008023882385,E,B,C,-154.8293705323946,B,0
Asian,Non-binary,Other,-93.5508594559637,E,-84.42042128649204,E,A,C,-28.829081359870106,C,0
Other,Male,Muslim,-46.16564205524078,D,-7.504175503883534,A,A,B,48.118907194877494,E,1
African American,F,Jewish,-7.281857164385477,A,-105.51894271469496,C,A,B,-109.3868798415704,E,0
African American,Male,Buddhist,-132.75584939632984,C,-112.44696602776507,E,A,C,25.735338261474226,E,1
Asian,F,Muslim,-4.747376805747188,C,15.611457475654456,A,C,B,166.30178653092835,D,0
White,Male,None,-3.578112663028928,C,51.191548394683096,C,E,C,-66.7376565441696,D,0
Black,M,Other,-33.56199948543215,B,138.06355232675986,D,B,B,-29.316169097466517,E,1
White,M,Jewish,-73.0197693098446,C,-57.98806777999977,B,E,A,76.08128882891148,D,0
Black,F,Christian,24.889429309918217,E,226.03559513112845,D,B,C,24.085223596884074,C,0
White,Other,Jewish,-97.01567042569873,C,226.62745420401978,D,A,B,22.395210130556105,A,1
Asian,M,Hindu,46.99895173809847,C,-31.591491102173887,E,C,B,116.83598214945768,B,1
Other,M,Hindu,-246.83013858731834,C,-107.80988989239933,E,C,C,26.264004352122573,B,0
Asian,Male,Buddhist,-7.536581172496497,E,-114.92060655861387,A,E,C,99.41657824082901,B,1
Asian,Other,Hindu,-4.927240178529104,B,191.55256801445927,D,B,A,-54.33224474363148,A,1
White,Female,Christian,-81.54702135796249,B,-3.9324517793040936,E,C,C,142.98991855077398,E,1
Asian,M,Jewish,-52.15912419881394,D,-121.68130119915612,D,E,B,-13.858338987480462,B,0
White,F,Other,78.63492561428404,B,-155.2678624410884,D,B,A,-129.0940501613391,A,1
African American,Male,Christian,-46.52485905709919,D,42.078556666653085,A,E,B,-154.62431771648852,A,1
Other,F,Muslim,113.0440895125578,C,45.03353318413626,E,A,D,151.91600165477323,A,1
African American,F,None,97.04491064353917,D,-8.46246356067546,B,C,A,-71.22785310108506,D,1
Asian,M,Hindu,-55.30034253374597,D,2.596989398246097,A,C,A,156.96877943641107,A,0
African American,Other,Other,-149.4798809585459,D,139.84760934439706,E,A,D,106.58116327265921,A,0
Asian,Female,Jewish,113.72329516899116,C,111.19638311559031,B,C,B,-66.7876828790124,C,1
Hispanic,Male,Christian,264.15264534041773,D,9.66611478224835,A,E,D,-34.0177005487351,E,0
Other,Male,Christian,153.7641014680279,A,-49.56532345698437,D,A,E,-43.86193275154211,B,1
Hispanic,Non-binary,Muslim,-92.8876624357274,A,-12.094287259065121,D,B,B,-62.15421115069268,A,1
Other,Other,Other,-177.08253996721146,C,-116.17850927792584,D,C,D,-11.323788826536658,D,1
White,F,Christian,-27.402000138627063,E,82.42369434040488,D,C,A,11.409253643038603,D,1
Other,Non-binary,Christian,67.34960892098364,B,21.792256041138273,B,B,E,36.92080678475406,E,1
Other,Non-binary,None,63.66506459519986,A,-51.43501502409894,A,B,B,-78.13761175449065,E,1
Hispanic,Other,Hindu,89.36341979019909,A,-8.793558176113184,A,C,B,-86.74338014896372,E,0
Hispanic,Non-binary,None,-170.22669721632946,D,5.265802541565487,E,E,D,75.52553766039566,E,1
Asian,Other,Buddhist,-62.404356094591805,C,65.12007305727117,E,C,D,-8.539915138556939,C,0
Other,F,Christian,5.666032013886153,E,-11.66367355830345,D,A,E,-124.63850524403335,A,0
Other,M,Jewish,17.684954173470206,D,35.637695399084194,C,A,C,-128.57569062661864,C,1
Asian,Male,None,133.94756612715761,A,75.61142563939272,A,C,E,64.5395107772681,B,0
Other,Other,Hindu,17.31123558368767,E,-43.711929310519025,B,B,D,-127.70834456725595,E,1
Hispanic,Female,Christian,-235.605544713031,C,134.97271331689078,C,C,E,-143.4323138992524,E,1
Hispanic,Male,Hindu,-136.4635438647994,A,84.33653034276502,E,D,D,-210.91584357331206,A,1
Hispanic,Male,Hindu,-62.43718548043172,A,-76.7207429725627,C,D,E,57.751378447129085,C,1
Asian,M,Muslim,-89.50885916743799,B,-256.8454962543373,A,C,E,-81.3174672110868,A,0
Hispanic,Female,Other,30.184949680561502,C,10.024445869143475,C,B,B,253.76195778948366,E,0
African American,Male,Hindu,135.89164385928564,E,63.624092722241286,A,B,B,-188.92162059376162,C,0
White,Non-binary,Christian,162.34839524711117,A,-17.254012689486004,E,B,B,-158.4041484364058,B,1
African American,Non-binary,Buddhist,-3.529376019965051,E,-44.979859331394124,B,E,E,-121.96435355009419,D,1
Black,M,Muslim,-98.18040946039815,C,-0.9544565147517959,E,D,E,-9.032366844975765,D,0
Asian,Other,Other,-27.057618839099295,A,23.30313412377793,C,E,D,-250.42847357115724,C,0
Other,Non-binary,Hindu,41.71153084198908,A,79.00027562744805,D,D,E,-67.1806461056138,B,0
White,Male,Christian,16.536261320331473,A,-36.21201620201504,B,B,D,-50.24614241471649,D,1
Hispanic,F,Jewish,268.96041550037336,B,3.158935453086679,B,B,A,26.736159574804663,A,1
Black,Other,Other,48.496078384066514,E,266.06359680661285,B,C,D,96.48252661358579,A,1
Other,Other,None,147.37489994171,A,-59.290071563748,A,D,D,62.01945304597436,A,0
Asian,Non-binary,Muslim,-210.54660835851874,D,-8.541733556395574,E,D,B,63.64594162900179,D,1
White,M,Muslim,109.0840551900028,A,-35.372152651728584,D,E,B,16.736680294010668,E,0
Other,Other,Jewish,40.64163925203483,C,-47.65565989578535,A,C,A,1.4642065988719348,D,0
Other,Other,Hindu,28.287542177034258,B,12.572652395979006,B,A,D,88.39257068468085,C,1
African American,Non-binary,None,-152.88712586056928,A,-150.97842563474043,B,A,D,1.5085495877038615,B,0
Asian,F,Hindu,39.65453477245431,D,60.91477625944211,D,A,E,13.111745987418496,E,0
Hispanic,M,Christian,-50.26376245158931,D,77.21583984807059,E,D,C,191.24634510312592,C,0
Hispanic,Other,None,142.79196315733915,D,-99.42998143931693,B,E,E,14.922655916452483,D,0
Other,M,Other,-24.058378798346375,A,-96.26311906064703,A,C,E,47.00226135475998,B,1
Hispanic,Male,Christian,61.716541454411825,E,-75.50628953722868,E,C,D,123.23020437847443,E,0
White,Female,Hindu,16.310850785367325,E,-41.977993599017765,D,A,C,-134.35738957867574,D,1
White,Male,Jewish,-76.67997060416106,C,-49.776055830696016,B,D,C,4.162965520568161,E,0
Other,Male,Jewish,179.68927546415568,A,-76.6239652663514,B,C,B,-32.94095240938022,D,1
Hispanic,Non-binary,Muslim,5.2111516980673604,D,147.06859464002088,A,D,E,-33.29677237955992,E,0
Other,Male,Other,-132.25213064136852,D,69.71251177716611,E,D,D,-222.71424013299122,B,1
Hispanic,F,Christian,182.79643437362893,A,-109.75040179882119,C,D,D,30.94078644862725,E,0
Hispanic,M,Other,-88.44940770623913,E,95.90931519276039,E,D,E,-55.57018532623851,E,1
Hispanic,Other,Other,-4.869932785040695,D,-2.9253748093666534,A,C,A,198.26924279521864,E,0
Other,M,Muslim,-143.42962818663986,A,-49.77397388823926,A,C,E,41.17834889765667,D,0
Asian,Female,Hindu,-16.088978363109394,E,23.859432475313117,C,B,D,-93.6179200347073,E,1
African American,F,None,-17.74020152462411,E,-57.01194555406288,A,B,C,26.62149402992021,D,1
Hispanic,M,Buddhist,-25.266066526408853,A,-150.1430836607135,B,B,C,-232.92358328386,A,0
Hispanic,Other,None,23.046428382308,C,69.51972347727595,E,D,C,-89.08265238606823,E,1
Black,Other,Jewish,183.96626732334306,D,-32.925027447343034,A,B,D,-44.23744049040918,C,1
Asian,Non-binary,Christian,-38.267097447181236,E,-187.8587486632836,E,B,E,-13.115258400161716,D,1
Hispanic,M,Other,-267.1199342017874,A,136.6089555115178,D,B,E,33.920635765735184,C,0
Black,Female,Christian,63.75436590249615,D,21.106831117782217,C,C,D,-42.250418629436425,E,1
Other,Female,Muslim,-129.93678122806838,C,-57.806628362190615,C,B,A,29.12716630403334,A,1
African American,M,Hindu,-14.647962003238977,C,119.56717870166516,E,E,A,-64.33982262294056,A,0
White,Non-binary,Other,-231.16499691651154,C,-24.376948265819795,A,E,E,75.5518806250214,B,1
Other,Non-binary,Buddhist,-206.6603398888865,E,-81.50951334131983,C,C,D,-48.792540942095044,B,0
Other,M,Muslim,85.99928340522803,E,-57.78783090591168,D,D,A,-143.61860828588829,B,0
White,Non-binary,Muslim,-87.33786511775008,B,142.79007291870698,B,E,D,24.665809486800296,A,0
Asian,M,None,42.36271743833763,E,90.52643189223349,E,D,A,24.85566295614899,B,0
African American,M,None,-25.296374175832593,B,-72.63021658679112,E,E,E,-99.28812536979589,A,1
African American,M,None,-74.79616078186442,B,-37.95053078874521,C,B,E,-42.067108888672536,B,0
Other,M,None,176.04990856498642,A,146.97118259483918,A,B,A,-15.023452502006645,B,0
White,M,None,-125.7128763913441,B,-183.00517550450562,E,C,C,-31.704307254240533,B,1
African American,F,Muslim,155.333806803279,A,42.19365906510718,C,D,B,-9.113822648697013,C,1
Asian,M,Other,-196.10671792336058,B,-85.16344070379482,B,A,A,-62.912711583944436,C,1
Other,Non-binary,Christian,29.730174833481293,B,-11.941358268239624,C,A,D,-3.664882321837606,D,1
Other,Male,Hindu,131.96564141837152,C,152.49200593441265,C,E,D,-70.6285124909062,E,0
White,Male,Christian,-178.54776319764028,D,-22.73821811748428,C,B,A,55.83983472409738,B,1
White,M,Buddhist,-27.662903631274066,A,-12.17472763240085,D,C,E,-23.65867978717196,D,0
Hispanic,Non-binary,Muslim,36.10968100654517,A,115.7860325193407,D,B,A,-79.31992091995976,B,1
African American,Non-binary,None,119.39231886665904,C,-82.37387255134982,A,B,E,65.54894392906007,B,1
White,Female,None,-123.64096152630924,A,-68.96978834239313,D,B,B,-105.43273335474701,E,0
Hispanic,Female,None,-11.651280621029612,B,-49.81148769278546,B,E,E,-46.86734624527779,B,1
Other,Other,Muslim,-226.47855502185627,A,-132.1029049793037,B,A,A,-14.725293024389458,A,1
Other,M,Buddhist,4.032946070700294,C,-119.53871723566292,D,A,E,27.238229028106854,E,1
White,Other,Buddhist,86.80005577349617,B,97.51060497056983,A,B,C,-54.29048251488501,D,1
Other,M,Muslim,136.7697337652916,D,22.498421122235882,E,D,E,73.7201087192769,C,0
White,Other,Jewish,-67.641657853773,A,-103.91076481118411,B,A,E,122.11736755954077,E,1
White,M,Jewish,53.42069525341394,E,-120.15204536841333,E,E,C,104.3486297998752,D,1
Hispanic,Female,Hindu,-117.70081864942814,B,130.24634423518327,D,A,A,-43.61106659947237,E,0
Black,M,Hindu,-54.17271564931039,E,96.83364914474491,C,D,A,8.15460063773287,D,1
Other,Other,Muslim,157.63583158228369,D,81.05870742039075,B,B,A,222.01039844269536,D,1
White,M,Muslim,-61.47414736846345,D,119.3410259223801,C,D,E,172.09620035183426,C,1
Asian,Other,Hindu,-43.59534400737971,E,-20.75522090536954,C,B,E,151.12398107418105,B,1
Other,M,Jewish,25.327050094535196,A,53.00383729568161,B,A,D,2.590159742908876,B,1
African American,F,None,-58.32666853155435,E,38.562043736863494,E,D,E,52.41606857655636,C,1
White,Other,None,-22.70797088858831,D,23.19173144492852,C,D,C,131.51917360800223,D,1
Asian,Other,None,190.2741579173184,B,-97.58104905877373,E,E,B,-9.609905464393002,C,0
White,Male,Muslim,-151.8965301869727,A,61.577076691194435,D,C,E,-176.04956371178034,B,1
Hispanic,Male,Hindu,-150.93151770445053,C,98.58397677495458,E,B,B,-85.81412489039364,B,1
Black,Other,Other,-70.3270990247529,B,80.54667223990248,D,C,D,146.36003878332963,E,0
Asian,Female,Hindu,-166.31848393892824,C,141.1547312812215,D,B,B,195.20706824544726,E,1
White,Female,Hindu,-45.72058300322273,B,20.20234857831929,B,B,D,107.44098664472683,B,0
Asian,Other,Other,-167.67476870103903,E,186.1670908764232,D,E,B,-68.15925655174775,B,0
Hispanic,Female,Christian,34.38838944904731,A,55.39967814116286,B,A,E,-182.74685836091146,B,1
Asian,Female,Other,67.45800494147198,B,84.87072449322717,C,B,E,8.415416418466624,E,0
Other,Non-binary,Hindu,-16.27897333669516,E,-100.64455471770255,A,A,A,-86.50921875982132,E,0
Asian,Non-binary,Hindu,-176.51792361169365,E,-62.23452334611429,E,D,E,149.48802770488098,B,1
Other,Other,Hindu,-122.13062554143985,B,-2.6454647137789897,C,A,E,181.07482450785992,E,1
Asian,Non-binary,Buddhist,-161.09879713553616,E,-37.875909240173044,A,E,D,67.77455161157208,C,1
African American,Non-binary,None,9.941675547200669,A,17.472996072806456,A,B,D,29.248308454941924,E,0
White,Male,Other,-46.044983200391215,E,272.33838346494537,C,D,B,-156.97435478953062,A,0
African American,Female,Other,30.83211285445738,A,-140.01099093147417,B,C,C,187.3772220251038,E,0
African American,Non-binary,Muslim,102.67431858420719,B,38.20331051335917,A,C,D,170.1475893259555,A,1
Asian,F,Muslim,-32.97403227395152,C,124.51857991402011,D,C,C,-30.13364348935017,E,0
Asian,F,Other,-133.76587373179441,C,63.6395326280454,A,E,A,32.57258847238883,E,1
Other,Male,Jewish,-62.515123453989005,C,171.27625443453076,A,C,E,-71.53044189774324,B,1
White,Female,Hindu,38.209225033454715,A,29.033801134111535,D,A,E,-6.831201501308329,D,1
Hispanic,M,Hindu,-32.70768578083795,E,-168.8974008351317,B,C,B,85.33157480382299,D,0
Black,F,Muslim,15.117178721471063,C,35.27718095754555,E,C,B,97.54661086461275,D,0
African American,F,None,-58.13629231233322,D,60.50461435782793,D,D,D,-67.24610921915993,E,1
Black,F,None,-69.74205790177912,A,-136.52833304734273,A,C,E,129.69474205010013,C,0
Other,Non-binary,Other,-83.50188306562022,B,25.7939925082647,D,D,B,-32.399956687411205,D,1
White,M,Christian,71.12672468586425,C,59.53089224802465,D,E,B,-71.84679726655582,E,0
Black,Non-binary,None,-87.19902502250304,E,-55.79845123868324,C,D,E,-89.48006360245957,A,0
African American,Male,Muslim,-165.39015393163191,D,35.00975528586113,B,D,E,-82.27478342076718,D,0
White,Other,Jewish,97.49857947968196,B,13.027144391053938,C,D,E,155.77840999409418,E,0
African American,Female,Muslim,-2.264909736417158,C,-163.82593094018145,D,B,E,-150.59189641331145,E,0
Black,Female,Other,35.78439155205266,A,-136.27755234030292,B,B,E,14.730581271579481,D,1
Asian,Male,Hindu,-174.5102414785165,E,113.55276534296873,C,B,A,-248.76535577652584,A,0
Black,Other,Hindu,41.65463132448705,A,-97.3156141077835,E,B,D,-43.16679396518113,B,1
Other,Other,Hindu,-65.31464366637152,B,42.40719438530138,E,E,E,90.20410068101982,C,0
White,Female,Christian,19.548706930597273,A,-218.7367944427101,B,A,B,-64.88860089429129,A,1
Asian,Male,Jewish,61.84787530644641,B,-0.9840580394567339,D,B,A,12.982580620375591,C,0
Black,Female,Muslim,0.8278238992929565,E,-19.810064362759846,E,E,B,6.400791089195837,C,1
White,Male,Hindu,-63.46746247318428,B,52.11272807356521,B,A,A,-352.9152235231369,E,1
Asian,F,Hindu,-9.280479303082727,A,-1.0685007492981413,E,E,E,40.221761754623444,A,1
Asian,M,Muslim,-24.214885758659634,B,-27.425935334051005,A,E,A,-124.72210408737374,B,0
Asian,Male,None,82.50639872824136,E,-164.82426253607855,B,A,A,-44.89388233073439,C,1
Black,Non-binary,Jewish,-4.660992469746827,D,-60.95023880157464,A,E,E,-85.26521464313029,E,1
Hispanic,Non-binary,Christian,147.05425740528725,C,-56.513266027502105,D,D,A,-38.92511902730245,E,1
Asian,M,None,30.45922557301426,B,149.18213676429255,E,A,B,-29.454829425619494,A,0
Hispanic,M,Christian,45.00183150485716,E,19.308386888683927,B,C,A,-57.70387107496776,B,0
Other,Female,None,-1.3964183461311102,D,108.939994647372,B,C,A,-67.53281794717252,B,1
Other,Male,None,-88.95931750363604,C,-53.577928408799835,D,D,E,-148.87022456039645,E,1
African American,M,Hindu,131.28595456885003,B,15.562452736941273,B,B,C,85.74576464256512,D,1
Hispanic,M,Christian,-34.87873365900598,D,-6.829129741002625,C,D,C,-209.75718116079398,D,1
African American,Female,Muslim,8.42626396090004,C,77.96960223934121,E,C,B,41.82148170008008,A,1
White,Non-binary,Muslim,-12.328960784958426,A,-27.51414765242658,C,B,B,-16.353660616383785,A,1
Other,F,Other,120.6032864148571,E,-13.965503649691735,B,C,C,48.337255054311115,C,0
White,Male,Christian,15.59233391164709,C,67.79726148951444,B,B,D,-81.32685433776714,A,0
African American,Male,Jewish,151.67054476221014,A,4.920598470427118,D,A,E,38.225687557739455,B,0
Black,M,Muslim,-104.28181050097594,C,69.59103571229417,B,A,C,135.98271941028224,E,1
Other,Other,Hindu,-100.02667539591536,B,97.9403799853061,E,B,B,-137.95713443621707,E,1
Other,Non-binary,Jewish,41.41676656052344,D,-83.03381987689912,C,A,E,27.725344702147463,D,1
White,F,Other,-19.30736013376992,C,-247.84306580035084,A,C,A,108.69781192583672,A,1
Hispanic,Female,Jewish,-62.21322886006766,D,104.44115826340929,C,E,E,64.86089683225941,A,0
White,F,Jewish,-111.34284919689941,C,45.338492297855716,A,A,D,-191.30790940550855,E,1
African American,Male,Christian,-132.0647815787224,E,177.12078519990618,A,E,E,191.2432882357021,B,0
White,M,Christian,84.20854695747863,C,-148.96618371336461,D,E,C,84.12592093276322,E,1
African American,Other,Hindu,-127.4945629276064,A,-128.46330811646058,B,C,A,-42.31152840627144,B,0
Hispanic,Male,Hindu,12.201421440479987,B,201.5587909756481,C,C,A,-1.7367801498914222,A,0
African American,Female,None,31.60434019539681,A,106.50111650340446,B,A,A,33.65765206609605,D,0
Hispanic,M,Hindu,57.09000209909797,C,47.786632551131234,A,B,C,-64.66982174098099,C,1
Other,M,Muslim,-37.21160641707406,D,-52.46852187322014,D,D,B,-67.87134814328343,D,1
Hispanic,F,Muslim,-171.1726130234529,C,54.03227721438232,E,E,D,18.746991544936513,B,1
Other,F,Other,-19.95725095968148,E,-185.44619905448266,C,D,B,61.94286163659603,C,0
Hispanic,M,Christian,78.12424197703213,C,111.5317552493498,D,B,A,-32.24580968629447,C,1
Black,M,None,-15.872716363133133,B,31.063906981509533,A,D,A,-10.34740738842587,D,0
Asian,M,Buddhist,17.595216943329874,D,-134.31568904024175,C,E,A,-9.783716426430908,B,1
Hispanic,Other,Christian,136.3323033741756,D,7.365999641659,D,E,B,-132.81465148954192,A,0
African American,Other,Muslim,5.980434532792637,A,-19.804604099845076,B,D,A,3.411301965460531,E,0
Hispanic,Other,Christian,105.689080923849,E,-57.70740878781956,A,E,D,-60.762849141771355,C,1
White,F,Hindu,-131.35215428022212,C,223.72557472092655,C,D,A,105.80351257600167,E,0
Hispanic,F,None,-160.58761590273966,B,-195.02498750864646,C,D,E,-219.95043167797328,D,1
Asian,F,Buddhist,29.410023222741422,A,-22.621148158787033,C,C,D,-46.791759065463225,C,0
Other,Male,Hindu,-28.999219047657636,E,161.39448967833223,E,C,D,-36.252015725880796,D,0
Hispanic,Male,Muslim,-158.3990685554921,B,-4.355908291492782,B,C,C,112.23941717770118,E,0
Asian,F,None,-87.21130917130972,C,10.345145871989049,D,B,B,-40.68899198371698,A,0
White,Male,None,-129.3823837873698,D,-137.60335913983474,A,C,E,248.08640489745613,B,0
African American,Female,Other,-37.178014671940296,D,59.46954762803314,D,D,C,45.563203424010894,A,0
African American,M,Jewish,8.028893273106327,D,49.57031164824216,A,E,A,22.050468135002916,E,0
Hispanic,Other,Buddhist,167.43293140742895,C,131.74953427924547,B,C,B,161.10235970800218,E,1
African American,M,Christian,105.80435359697297,B,-113.01054733059924,D,D,D,-176.70728047893866,D,0
African American,Other,Hindu,70.3200480456265,D,77.69556691403088,B,A,B,172.71580496305774,A,1
Asian,M,Buddhist,-90.0113356658702,C,-23.749823054572204,B,B,A,152.5701086233522,E,0
Hispanic,F,Hindu,52.543808023744255,E,-56.053143478045286,C,A,E,-178.90510360896744,E,1
Other,M,Buddhist,-117.79175342110895,E,38.031744303641055,C,C,D,338.3218268185623,B,0
Asian,Male,Christian,192.48855114561582,A,89.87041286297858,E,C,E,-90.32084982633862,A,0
Other,Male,Other,100.16581923533894,C,-82.98843219499142,E,B,B,-26.380609054024127,D,1
Other,M,None,76.4781870545256,C,210.80367525473073,E,B,A,87.81347272940988,A,1
Asian,M,None,-63.93990647369,A,-37.354022307509595,C,A,B,-11.745257079457229,D,0
African American,Female,Jewish,-89.72712155019484,D,-122.08656196880925,E,E,C,-56.126458634381606,D,0
Hispanic,Female,Christian,101.06820417986695,B,-145.0325831701966,E,E,C,196.46337138692536,A,0
Black,M,None,-26.568683478548337,B,-1.167279047733295,D,B,E,53.91457827976055,C,0
White,Non-binary,Buddhist,15.883241221747612,A,-39.250201182702845,C,B,B,-26.089609726342733,B,1
African American,Non-binary,Christian,118.08867174257809,A,-62.848791337743215,D,D,E,-109.44735204286644,A,0
Hispanic,Non-binary,Christian,-86.05214766632673,E,133.72210439160617,D,B,B,-70.74254534644233,E,1
Other,Non-binary,Hindu,-118.57462315108278,D,-230.72567049226586,D,B,D,157.27935165146755,E,1
Hispanic,M,Muslim,56.873891515930694,B,21.260985752354124,A,E,E,-51.45318301510166,D,1
Asian,M,Jewish,-27.272780372463135,E,117.46177398264291,E,B,D,-0.718337326133068,C,1
Black,Female,Hindu,33.071632828108925,B,-152.7582555156836,E,C,E,-17.413297033540978,A,1
Black,Female,Hindu,-99.48323663044589,A,42.0781014721656,A,B,C,52.84525166290207,C,1
Hispanic,M,None,-23.187245392780103,D,117.09922005872049,E,E,B,13.521514529408316,C,1
White,Non-binary,Hindu,-9.789951615250311,C,-69.7358378417438,C,A,A,-44.84798309131,D,0
White,Female,Buddhist,-44.17229179210436,D,-97.99146228668785,C,A,B,-6.382350808697754,B,0
Other,Non-binary,Jewish,-138.76847097504205,B,-37.349803986445124,E,B,D,16.227220122608752,A,1
Hispanic,Female,None,125.06815650744814,C,-71.47481275607808,A,A,B,30.42248141560659,D,1
White,Female,Other,-31.557275817864088,E,-64.99897875164243,A,A,E,133.24481360913302,E,1
Black,Female,Muslim,13.207181050836327,A,-41.125000881642656,C,A,B,-15.261384861798172,E,0
Other,Non-binary,Muslim,-16.624043559287564,B,66.74192553127457,D,D,C,72.13760386201157,B,1
Black,F,Jewish,-122.50669315089834,A,-204.41249716395933,E,E,B,-12.93324717637482,A,0
African American,F,Muslim,-189.05445793203418,D,62.212677044112816,E,A,B,-63.965196388473565,A,1
Hispanic,M,Jewish,16.61165779409534,D,-47.62114535431892,B,E,E,-24.617900686465045,C,1
Other,Female,Other,99.61730084959292,C,66.38154350851109,C,D,B,-9.067442881354527,A,0
Other,Female,Other,128.26211114307705,B,-22.074629262584597,E,B,D,-106.5537561481371,E,1
White,Male,Jewish,-87.77396278838599,D,26.632148844065,C,A,E,21.833166489959165,C,1
White,Female,Buddhist,-5.986365703725385,A,12.383986798707197,E,E,D,83.74009321184718,A,0
Other,Non-binary,Muslim,-89.69684799451575,B,-49.350296177385694,A,B,D,84.04986605357689,C,1
Other,Female,Other,-129.57617802716047,E,43.558325687493756,D,A,C,-1.0805965720132484,C,0
African American,Other,Hindu,54.22389703013931,B,157.0289743148885,C,B,A,-168.69508002736177,C,1
Hispanic,M,Buddhist,-110.67365638777298,B,0.7147174793164214,D,C,C,75.87672842165084,D,1
African American,Non-binary,Muslim,-224.827379507206,E,-85.68451671925743,E,D,A,-165.93392543831825,C,1
Black,F,Christian,-89.41766877489094,A,-55.22468969780269,B,B,C,-48.666163702970636,D,0
Black,Non-binary,Other,54.492295736045605,A,3.590774182063116,A,C,A,-0.5861682295687528,C,1
White,Non-binary,Buddhist,-65.75637463950613,A,18.233005300534916,C,C,E,28.103564174098388,C,0
African American,Non-binary,Buddhist,-229.9303558284071,D,-125.57988106668687,D,C,A,-24.374377896171577,D,0
African American,Female,Muslim,-50.72084699658905,A,-75.27215152279247,B,E,E,126.56348559704402,B,1
Black,M,Other,37.53267463513452,C,-30.2509066038521,B,A,D,-34.410386459733076,B,1
Black,Female,None,-1.1436863282238152,C,-4.3921212132987515,E,D,C,179.64923224070398,D,0
Other,Female,Buddhist,11.71114031475549,E,-7.354564684310036,C,B,C,101.13865068955421,D,1
Other,F,Other,170.83484828314113,A,-1.5054771206985003,B,B,B,152.85575912800329,D,1
African American,Other,Muslim,-57.531850158624955,A,-135.66351792522954,A,C,D,-101.8489820164054,A,1
