disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Yes,E,10.98488305171721,23.978227948557645,115.75814943945262,A,53.17844870928804,B,-30.58415834986381,C,B,1.6069158302795976,27.74611346992522,E,-41.35801574102172,E,198.94505020538875,1
Both,A,84.6050188989319,-36.905013730259114,-103.00758376544307,C,-28.64470377559084,B,-134.61394822287795,D,E,33.24535976777382,-15.025597674147594,B,-49.21239677756487,C,83.22295661561883,1
Mental,A,47.36511082123233,-48.92413270820072,165.05658643445528,B,60.11109679814478,C,-163.89490208965617,A,E,27.97601335401548,-88.17387300382022,D,-70.2678278626143,E,62.80866113951833,0
Both,A,26.01177682097438,-107.22880616230945,-20.820090085813113,C,-42.23062496690609,E,59.953693828149255,E,C,-66.53254177683031,-225.63448514486072,A,202.42654946783153,E,-86.49451360847404,1
Physical,B,75.84502742552091,41.99608605378295,-33.184490769991285,B,-113.84927125727687,E,74.04016276812177,A,A,93.50195456192849,37.185094212777855,C,105.94752749367223,C,-164.91356406115938,0
Mental,C,46.26151368200372,-92.8930584159894,-16.84305146176377,C,122.5138803093377,A,61.2929979272269,A,B,107.39671419273522,14.48718831242247,B,1.6479831001152925,D,5.9936428836326545,1
No,C,85.64408877016221,-2.9995680076582345,-20.16278474046379,C,-62.79294368598393,A,-155.09897652950715,C,D,-15.890354989838054,260.73957027476575,C,-121.1447021091552,E,48.36946768425705,0
No,A,-17.87210541557031,-11.429878529935252,30.66989519078323,E,85.61695710953569,D,-31.88321930335975,B,E,20.331151617801567,128.3263148749318,A,-25.091107266762798,E,17.297111309732003,0
Both,A,-20.23718465042618,-79.88478781426676,-15.478384289949801,B,-151.54808667127418,B,104.52834360784588,A,C,-91.84562397781887,-212.4783031506646,D,191.6257053416597,C,-69.48333477340144,1
Both,A,167.56192355315363,-114.81835148261949,-79.24350116533975,B,72.61293922323327,B,-3.2964414402575875,B,B,227.97723811724282,170.8629726255131,C,-62.96584300549812,A,16.97017003370607,0
Both,E,136.2284216702911,75.83945719938554,90.41396174389226,B,-143.19565476928864,B,-45.397953648905634,D,E,-105.5298856404981,-62.29025577293108,C,-135.26234989004408,E,12.206414706673208,1
Yes,D,60.62132551361897,143.8757205048639,-26.544037556402877,A,97.72901396449181,D,29.784051495162217,A,A,-36.07871319641699,27.666454282294374,A,-89.7339342470222,E,-108.60263972920734,0
Yes,E,76.61868677162695,-46.27250393611741,-73.35410952540794,B,-1.1405874323468912,E,75.93346752234879,D,B,-221.26695141884144,-20.062241847647293,D,-64.0262421915788,A,-80.73544603282504,0
Physical,B,-35.55495195280843,-33.66958911977902,-92.64970825857934,C,-9.793934300842388,D,-4.962626863217332,D,B,119.51804193511839,87.94044694127463,D,104.82700336802839,D,-48.477015475341176,1
No,B,-208.37450604712026,97.18678001757965,-24.526693059190617,E,86.40500851518374,B,68.20836742384003,A,E,-43.71652285332803,86.18091424998534,E,88.34198621924284,D,185.66798744470202,0
Mental,E,-101.78683056605698,-19.67172275027194,-26.591363256427726,A,-23.303425193858804,D,-83.85495192085331,B,C,-100.8181581783337,-89.94230390212671,B,-150.69229187814096,E,121.9248734105991,1
None,C,3.7835120117674044,-10.835665239973652,68.16103157141798,E,-33.53929042171029,A,-18.795678449279215,D,B,-30.95540093317939,54.66452606020232,D,21.701736217799528,B,-107.58731262752951,1
None,C,-10.026499260612871,-4.422135478027938,59.3563166251404,E,-153.45010664201152,A,36.57519643993265,A,D,65.23501240870519,192.2937359739225,D,59.37122165894646,B,4.66274794035881,1
Physical,D,-52.959762754590756,-35.88734845859755,60.8134154500638,A,-13.002043872579613,D,-34.59173629162047,A,E,124.77687869258487,182.92653370816333,E,217.2384633560656,D,107.9718998024318,1
Yes,D,-159.4031750352437,-189.2691033156264,-194.6208337004111,C,77.64399862209508,B,24.11219181741629,A,E,16.65522285249853,-29.567618657138866,A,-15.331630835939302,E,-65.46769920375226,0
Both,B,84.08987070257503,5.600887147775066,-10.463043711337908,E,-45.11791497911623,D,-0.8800642890704801,A,B,4.511452210964009,35.92744157895081,D,51.40312551378939,A,6.7191441609694955,1
No,A,48.31871495427282,-95.71103811472332,74.34228381424387,E,185.58830115389227,D,108.94465220186278,A,E,115.19929199099548,15.671072367172053,E,119.97852997866478,E,-18.405939912211807,0
No,E,57.783903867585195,45.52714515581094,-132.93151556434123,C,11.36861118633192,E,-9.438824465974152,E,B,-128.7239154333815,-213.2590657413351,E,38.532733832898415,A,-43.18313487786315,1
No,A,93.22549942721267,-170.92695570447742,149.98528238904493,A,-22.317865314351014,B,152.20493405847148,E,D,86.39513733265993,-17.5901484358048,D,141.43931865987395,C,47.947970246295014,1
Mental,D,-62.70541514547363,61.53221828342309,-130.49125880411478,A,-95.40456493844391,A,-70.603870489162,D,E,78.70745244485465,-26.370879001068044,C,-146.02453742966256,A,-177.64603229083133,1
Both,D,151.5261907557081,-48.58533575301397,-128.1495883899196,D,36.8253007000133,B,36.41418971311881,B,D,-6.496242290231262,-43.607403622047784,C,92.47256661028294,B,5.31066476295029,1
None,D,26.91932019312312,57.32121697827483,46.31901609146023,D,57.65255293595143,C,-50.864242182190246,C,A,22.879445513117997,-46.445230144591896,A,141.8704433290712,B,118.25129147435443,0
No,E,248.03597154755815,-82.25495411653615,-194.50970071856713,A,10.130258493495214,E,-187.25386689253511,D,D,-116.41711306021011,18.806316461290642,B,-8.122737975495777,B,-80.27159531290178,0
Both,C,58.479581604059526,97.00668391379793,56.90450223420387,A,35.52880843129738,E,-5.743497098262508,B,D,-162.04661308430877,-206.63524811012866,B,32.926582224083646,B,69.08511958124545,1
Mental,A,147.63570454964855,-139.23847377541813,104.24767913883066,E,68.8709736676791,C,62.55197999984697,D,C,137.6281424860155,105.41814782658534,C,83.54372802292842,E,110.91325985236749,1
Both,E,140.48887244101863,-121.96303711831283,-269.3422007416216,C,48.027813788928356,A,-224.25491228871726,D,E,11.388791651215161,-75.26538913612318,D,-24.952303370729993,D,25.863909652245358,0
Mental,E,-155.08430357583572,-34.650820554111874,-123.59969935839553,E,148.71819628970982,B,-85.19626313359005,B,C,-279.9344065115967,108.19496151781966,D,96.91835277195507,B,-248.94160511924048,0
No,C,189.38965865774477,-35.3635765950766,31.326429724574133,E,10.121303403810963,A,61.76791027346563,B,A,-61.17872954372848,52.85132712966014,E,56.90729492478557,B,87.90618556838142,1
No,A,125.6166793238562,83.30896977433817,-36.71965433837007,D,78.4188065187103,D,-23.841963281022807,D,A,-133.57490595783105,40.99344925581482,D,-50.061996178300326,A,45.24269009059332,1
No,E,-186.1348215532158,79.33099388192943,145.7001205894687,A,-44.03467984008173,B,-203.05784029105757,A,A,28.65539511562573,-107.27410532956176,D,-126.47206104001594,A,-206.18695654438173,0
Both,B,78.20950038247585,29.931117325510197,98.97959601196152,E,-7.696736332104555,B,66.61795088289664,E,E,11.910450324774324,-34.53683991676457,C,0.9340172612223231,B,-54.12366442462824,0
None,B,8.734754467586495,-232.20101604307152,-115.9912521322366,B,16.998866397305214,E,41.62478539558033,A,A,45.26776297682927,24.365496184891413,C,173.12157073747267,D,17.41248660223733,1
Both,C,-155.28791814849464,-37.44379906653382,-66.20755106732678,C,143.87065306752896,B,10.448628744983944,D,B,-131.21482482794593,-168.00206229600872,C,-20.05143785759228,B,32.700116229719164,0
Mental,C,-107.65085272725368,31.017552279077815,254.2090410209318,E,65.36831334651033,E,-65.53799236553873,A,B,29.590544128204915,-43.65095821735115,C,-25.653031721138696,E,-1.2209109160342748,0
Both,E,-28.813022520486136,-19.850267700283574,-34.38826941055425,C,33.92173831432973,E,-110.69962868912233,C,C,-35.9846654607902,-179.00015653183794,E,23.73456435868142,C,-229.8454863114776,0
Yes,E,-6.877769674942666,36.78748196707491,171.86754971876388,E,51.53086996208769,B,-275.65432159941355,B,B,-8.009744199189512,27.55091842582799,D,-4.969760220660107,D,-106.66867789670972,1
Both,E,143.88538532332154,12.549337288583553,45.744540643494815,D,-76.50566543714784,B,-23.947762375636227,D,C,250.9407058121821,-69.37439399937213,C,54.9457139199129,E,-93.42637812045692,0
Yes,B,-174.04202367831627,-73.86564130402124,-293.64178119715126,D,-13.124310555449807,C,121.41660024194513,A,B,22.831447157710592,163.81384685949857,E,89.84124394820746,E,-87.60840604941795,1
Physical,C,79.11248142641149,174.8358304749514,-6.631148584189808,E,3.993055766685071,D,-38.17687443975251,D,C,147.03566475937214,3.7038438404936134,B,-50.275042941880834,D,-53.24491571983805,1
None,B,-33.33713262480984,-47.150688856518705,-64.41642576510421,C,170.3237387111281,B,54.00134078700941,C,E,0.296964199312159,-178.52619408679567,B,42.674542752544184,C,12.216840143024784,1
No,D,93.69747431483277,106.20550434718356,104.06300841695737,C,25.2134440214319,A,80.03457624544733,A,D,-121.7114051443914,-59.3453200278728,A,26.07629372978345,C,-68.37153019301508,1
Yes,C,-80.47329015731495,90.9108816792578,-159.01369361522697,C,136.32163422134474,C,-165.0322073560749,A,A,266.6866717698946,28.723876349050027,B,-171.14909845447403,C,24.459703133268725,1
None,D,42.04312655478867,129.21685191306145,-221.01053792908888,B,-36.00568761386956,E,195.04870559198875,C,E,-46.537016380155634,-145.82729689209884,D,82.05984364958707,D,-39.77259198852926,1
None,A,64.47967147127714,79.71768189838329,94.1850996576978,E,-99.09157220535367,B,137.78228602164305,A,D,-27.41988244294733,100.15109579671046,A,-204.0975898160287,B,-5.08626044337205,0
Both,B,-83.5957272802855,-19.17807904342162,-60.96853545331115,B,38.42848087608767,E,-99.19427573009503,E,A,-106.64764202435593,-49.76487672551511,C,110.12544215640312,B,232.39670135777496,1
None,E,28.417163878662382,166.58519377233816,94.72002227647828,A,-48.05601899308846,B,18.246093419061417,D,C,-107.66450256206981,-41.42733955243482,B,0.62268645134186,A,5.74138969314238,1
Physical,A,90.3322693642837,-81.27693169191276,9.080485445824593,E,-123.0329609205795,C,125.61226085634232,D,E,-7.666120536103513,-7.934520233873204,A,115.65097805326626,B,37.936161027448705,0
Mental,D,91.43954560753559,92.04253006705999,-97.2371238305676,B,92.64514076560435,B,80.24285382014817,B,D,-81.57909583031284,32.506198701531865,E,-44.89503231112526,B,-28.4678896604916,1
Physical,C,25.94798993908116,-8.311244471205221,167.02121219334325,C,-65.20305037088919,E,118.24534648157822,E,D,-38.977878117012324,-87.3394035137216,D,-113.0180183287939,A,42.99351637861872,0
No,C,33.692004052859886,72.89071373748583,10.849682103719962,E,-23.034396866014337,E,102.84189836781717,C,E,-62.0386006351574,-54.839524100841864,B,25.866501122807346,C,66.55422413577688,0
Mental,B,60.806393685612434,-85.69472266188141,-229.32525954188088,A,59.264841474654375,B,-8.764879847765831,B,A,-5.278017728275527,56.03019927160384,E,-32.41682950783838,C,-38.053192821967585,1
Both,B,13.516534186194232,-131.16126091955792,-47.727412957967644,E,-35.01036489582763,B,-95.1676800288598,A,E,-141.86069760958966,-5.946850778850803,D,-26.533671841486722,A,106.1939301364666,0
Yes,D,1.2984160587163365,138.62568923758545,99.9825723421763,E,-145.15835600234294,B,-19.42723072165177,D,D,-19.648589094382668,-88.91524499413734,E,-108.54325503640358,A,-23.22973638160048,1
Yes,A,159.5148585292566,-19.954313375646947,-208.0940418972225,A,-47.85597795606462,A,-100.55864142540653,E,B,-49.96141921895568,-75.82943780082128,E,-25.247154014281037,E,-53.83041544913897,0
Physical,D,28.537461430514117,52.013917967501314,97.59537386087462,E,-51.1332848415236,D,-77.99286786017365,D,C,-125.03023575837915,142.53754398262967,A,99.84580401983682,C,-1.1347907294076889,0
None,D,-104.36744257244312,11.48262107168948,1.6703442801003991,C,39.04930958179413,A,-247.17235453773117,E,E,-152.2790198524926,-43.34599713423651,C,-152.3498979688806,E,164.99383848209865,0
None,C,-43.959026056302605,-46.9642304983145,-149.83047742537414,C,-55.49825689142563,E,2.2339611602442124,C,D,-66.98112020845717,-120.6282749556901,B,141.21431895721074,B,-40.899608674111676,1
No,E,7.52837022093019,-57.23864753111846,-72.60816793100315,E,-4.049137113004915,B,191.14072341196186,D,B,-6.308114390472358,-233.63887484946258,B,15.563624156015349,E,-83.70343892608595,0
Yes,C,-35.877724350641344,105.9232813225953,40.917145463811444,E,-62.81041924238402,D,216.43664088192463,A,B,-28.639387238259268,34.54536975789839,D,-66.69110050338782,B,-87.5332446663194,0
Yes,A,193.33330451400698,127.70625672008742,-28.366879832940032,E,11.76549476602754,C,63.23969224769513,D,C,-62.8681116343939,315.6518024083504,A,94.97267560607453,B,84.36490756693512,0
No,D,-162.22574234729484,-12.76791926392982,144.90361277382547,C,113.41217024145396,A,-48.21453415446063,A,D,119.70170830135886,-2.505292315146028,A,121.49527278406605,E,-194.57007726381977,0
Yes,E,-83.13446704001909,143.07165370705926,-89.50134932947255,E,130.21429399774806,A,35.307636697683435,D,A,49.67078053951791,97.2655100610508,D,-80.02374925052433,C,153.86823068668275,0
No,A,37.35879743788563,-87.53436410802423,-86.21099091458585,B,5.715090333484755,E,122.4783837801406,C,A,-252.68878631236404,115.58081442113422,B,-88.23907871874043,A,85.4718710109348,0
None,E,19.0984090462184,43.43506778934248,-45.07546629357255,D,-23.472909333521528,D,-308.99498017694617,D,C,-119.0033434461689,62.95957314985229,D,-96.85964215885315,B,56.821763513306,1
Physical,D,-186.71827466422945,66.73351001111051,4.3167292292162704,C,171.6409532863819,C,-22.118054909772017,E,C,-86.90145368337437,87.8892607707303,D,92.97382534555605,E,117.99340097678134,0
Both,D,-67.47523558754193,100.40184337307223,2.754245400452511,A,276.6745641650052,B,-60.39917490148573,E,E,97.50411575959976,-28.20296380144755,A,-55.10856189238572,D,116.3837780703719,0
None,B,142.35660532425842,-40.92266785990739,57.304707422875445,A,-44.637670033099184,C,163.0911299450625,C,B,71.09858820051338,46.09235066604158,E,-121.11882650533057,A,-12.134145188158064,0
Physical,A,120.69331591393944,-8.649821883283822,-62.423944957221586,C,47.88052183495438,B,99.02673866712023,C,A,-72.69542912190406,42.72510087385714,D,40.363729373214156,C,-44.37172688495081,0
Physical,A,69.37970132559322,-12.865706047488839,-63.30544966404171,C,49.45830027141242,A,-180.8135675123116,C,E,-148.91262694868905,-48.68144642575898,C,-146.5820088688963,A,99.77360852541663,0
None,B,104.34518653542726,-114.79492261219471,-189.76628448359892,E,-7.436010419537052,D,-76.77093474480023,A,B,-91.115175164738,3.4607607410620913,B,32.9854238878025,B,59.660371353025035,0
No,D,-31.471449549578622,198.9449266640334,-80.94710823626724,A,48.99414527537154,C,102.8066594944616,D,C,84.42466144212806,115.93492367269214,C,208.29631495679544,C,150.3520595535732,1
Mental,D,-66.2422390663213,222.19821483358695,-63.16469999367488,B,154.32823388762705,E,-78.93330718320613,C,B,-80.93394385129056,33.439410946561466,E,56.578573297450774,C,65.59740083203623,0
Mental,D,-25.416559599354,-80.16544715953793,138.6686822754048,D,45.57071844816541,D,-91.6944881061831,E,B,10.69012977167414,88.87536945576878,B,97.969787179173,D,-164.56370633498508,0
Both,D,85.73804345817771,-16.703393961875825,35.7562251344717,E,74.45047425833467,E,-70.7081269314915,C,C,-45.81887811463765,135.45760282997102,C,16.746713788908306,E,276.8249039022638,1
Mental,E,130.9870600869606,-252.78823991289312,-93.89254912935206,B,-16.66524945905427,E,55.04975361996972,A,A,-149.76816769752438,22.517100165622274,B,-36.65447660994792,D,-84.08521260158507,1
None,A,84.60475334329341,-26.19135270028588,25.940041863870288,E,157.03605311643372,E,-94.2392423045551,D,A,-127.90562537655235,35.75057557217938,E,58.956543094772066,D,-35.96747635078098,1
Yes,E,-71.6852727911067,-64.06956003594352,101.74775098936604,C,73.63731619312277,E,-79.33829726753822,D,A,58.72418066271297,-74.24964310378456,B,-50.60892966439052,E,44.961089799472965,0
None,C,-2.3520674126824095,-5.895550846355508,-86.04510163163582,D,-2.195801686974803,E,63.866471852783334,B,E,-48.07133348392524,-38.32137650250052,E,66.23919906721262,C,-202.58707184957578,1
Physical,B,-29.813029578592054,-46.41221008077763,73.2186218581583,D,-83.31157967487324,C,-185.47937066327492,E,A,-61.350626505684424,-47.69791094813801,D,61.81475164410841,B,40.23058690842738,0
No,A,-32.29906453279578,-81.20127370321185,71.15455669420624,E,12.692847447947987,D,83.99155426226746,E,B,-64.29129102231545,-76.82721604780363,A,-9.948808151733388,C,-73.6140154578504,1
Physical,C,-153.88919014970813,118.74422455791998,-115.37652447355575,A,97.59415106885092,B,92.076619173522,A,B,-78.4807123011276,49.97551242913708,A,160.02073492069675,D,-20.131341287482087,1
Yes,D,-20.570777443096937,107.48830756493992,-59.307366722441714,B,-23.55682480001499,C,-172.45072271327442,B,E,-129.98700974035654,-59.617170860603316,A,13.855741287029765,B,150.36529901450294,1
None,E,74.50884646646297,90.34966021076015,-76.36566282304203,C,-101.7991821222967,E,-136.74734933884184,C,C,5.643294204063447,-40.685451380111544,D,-79.03598360870318,D,360.82979124814966,1
Mental,C,81.3973961664416,205.06900377929531,78.92007477172506,C,-53.92979716673375,A,-168.55175415527978,A,B,-195.67704024016516,-17.650057607948224,E,43.743888217780835,B,-57.08108265181635,0
No,A,-36.849655860924955,-32.36859496591476,112.1323814208524,A,16.92393345817393,B,-186.11051651147707,E,B,-14.189651793193448,140.32628256543813,A,-69.03927069739855,B,128.50232426183203,1
Both,E,-267.19483590942167,-74.04409265444191,14.45741184580359,A,-100.13759817408511,C,143.88239971831985,D,E,-63.921096954465874,-53.247129315022526,B,30.81320766895602,E,-1.7645219379630892,0
Mental,B,-27.183224113647253,123.59044176626153,21.35679838595374,D,42.891967621274425,E,-53.737613464062036,D,B,-23.158738559827288,88.7476378706301,B,-29.827783644686477,E,76.21039170229544,0
No,E,-30.081067166302695,45.83863095834255,-192.06823055725914,E,-6.871224203441178,C,135.72117868949167,E,E,-36.96873279491582,62.00111067531194,D,-11.842713092223166,D,59.9059309333123,1
Physical,C,-57.39914657630588,-111.84059783154703,-10.254023366749724,E,-173.49189789753734,E,29.09813945713579,A,B,51.4367237467537,194.6014930017844,D,34.48718418090666,D,-132.7707939188342,1
Yes,D,31.916634209187027,-9.969202849075142,-17.014428023148092,A,-8.53411696504218,A,7.488765893071641,B,D,19.945908284785922,55.124734463025625,C,-116.40038708968943,E,-136.4389080494696,0
Yes,E,125.86950104469985,3.00627128192573,5.143662251692727,B,22.8683561544759,D,84.34682097877581,C,C,-142.62542205151993,-55.31850083932752,B,145.84519019738644,D,64.13543797557544,1
Yes,B,-10.994500886548142,-68.39271208089478,-60.075459817925,C,86.18647110784433,B,-10.90879784742436,E,B,-9.060731026155787,95.05834693691968,A,5.56617583014801,E,36.72917941197048,1
None,E,15.119393384306312,-185.96399221978345,8.223503343877907,D,57.43520082168383,A,62.46823885528161,B,A,-15.304991338848081,37.55452522023568,D,-12.29310555157473,C,164.60381743497052,1
Both,A,45.05614713141519,-9.38922560892188,-31.870592039767637,B,-26.119905523875524,D,35.72197503649385,A,C,30.997956700519737,-20.6369218376808,A,81.12173712985204,A,32.83532405892517,1
Physical,A,47.27230350525943,-285.5201730093305,92.94064595189077,C,-212.11754232737286,C,71.28714210006346,C,C,42.099549310502184,80.97268075041548,C,16.231150330752207,B,-81.31812419775851,1
Mental,C,-0.03868860436393369,-177.64739864471298,-126.3946408237826,A,-81.0715241127457,B,19.689652062535778,E,C,76.99399534763992,-165.35872680204645,C,8.552458148846048,E,21.560497151171017,0
Yes,B,117.37374932331142,-133.97204575644096,41.426626441350855,B,59.24490325533303,D,-40.16385828322767,E,D,-100.52001444224652,21.814740055058426,C,66.61720643342296,B,152.68893636174724,1
Mental,B,21.778356741386755,-16.687561526059795,58.978576417179355,A,82.25827283559786,A,-99.958102677717,B,B,-155.00979201512476,103.2067641044353,C,-18.277589983426008,A,188.67543459890334,0
Yes,E,-153.67782775639714,152.27513325104206,2.3737623014932803,A,51.35576037103249,A,49.68283192836845,B,A,-14.634851894789918,-136.21339979080284,A,-42.32303097182613,D,91.24996655772063,1
Mental,E,25.221627650546253,38.115991479689654,216.3999688266205,B,-247.3960895156632,C,-75.96924104726664,B,B,-204.62361186975778,29.83577285025551,B,-0.009819373377721995,B,-184.21026359058885,0
No,C,73.66344817878449,149.7973888479834,-59.92743514210011,C,-4.595115192389599,B,78.6325252330205,C,B,30.727289247510726,121.94759100910004,B,-121.62137453082921,B,6.405849391451899,0
No,B,56.07549258524249,-166.79230147635408,-175.79039888395275,A,-29.95342184336006,D,87.49027106211395,C,D,-67.57016467664269,112.41365215249093,C,-47.23619618058264,D,123.70365099545127,0
None,B,3.48444327642641,-113.84198984211469,-96.53515313561627,A,10.485501425657036,E,17.24268879099515,D,B,-89.68195066853198,130.64343382989264,D,28.367795079905257,B,79.60163656708383,0
No,A,-114.09711017243691,214.2145026907741,143.5455909162004,D,-63.395593234401474,D,-42.58357946099069,E,A,107.6423764333271,-21.30501901948996,D,0.7459014856268635,C,-18.712011844168856,1
No,A,65.11595311630715,2.871112658943426,-80.89733704901744,B,55.9520197612766,E,-130.1524338773635,E,C,-41.93621787237946,-85.55353657815567,D,-9.040575130856226,A,158.8922057347382,1
Both,D,-41.31532095286825,-69.04874415111239,11.86650863869481,B,-214.07044381166295,C,16.184491913932643,E,B,50.779787253232264,73.6842237555063,D,117.1783457671163,C,-15.651795854181385,0
Mental,B,-65.08378567958545,108.91579609510929,1.0016858645932372,A,-81.27653667185889,E,27.743369969610672,D,B,-111.65971219928336,46.72492428877836,A,-19.603309546302686,D,-119.23590510855205,1
Mental,D,98.99873515672542,-35.52500436051868,-37.100045825368326,B,-69.06858069619082,B,-67.9419129201878,C,C,-55.177571738735566,158.13311605774118,E,-31.233139769535352,D,114.0210085805244,0
Both,C,92.83953040367702,-172.05868221159255,106.83044383850842,B,21.97735824331079,A,-74.08017783469496,E,E,59.05102597385896,-114.65774312088944,D,-206.12304736008102,C,15.389619901674468,0
Yes,D,-110.28439243931165,20.032805443649234,150.50267989097682,D,15.39051019090307,E,25.70608867892995,A,D,120.96854228995231,-86.6037190093002,A,16.575673716187502,D,-191.56630024518148,1
Physical,C,-13.692489198151451,92.54724486998983,20.13845567172848,A,-51.50993033409428,C,40.77757187648091,C,A,-89.90065251135894,-20.623251915648368,B,70.30567019349087,B,-117.58795486039358,1
Mental,A,-99.94770461614434,202.4346353152842,-2.2824253069103957,B,-41.121509546288756,A,-3.5715385778863635,C,C,-25.80189405948324,-18.680551902699843,E,-63.315757889461906,B,160.8506474063597,0
Mental,A,13.653974851301328,-105.20564192930573,44.50426163483907,E,58.56107787866265,C,-265.34144652212245,C,E,28.667611540801154,83.73938416885613,A,166.58015693846465,B,131.0231305019085,0
None,A,-240.66788157317202,130.88802974260454,135.2984669784192,E,122.95327028129938,D,-67.61838063358451,C,C,258.1167152647498,-58.60459508606999,A,-187.59133624988814,A,154.97765624678047,1
Physical,B,-27.571926893855874,-33.214164152589696,78.79725641809556,B,88.45788268710318,C,106.073101390249,C,E,40.044704822791545,-20.366011492996584,A,-68.02456540434937,D,-55.903543045804206,0
Mental,E,50.14060908896978,-86.20210409560926,49.96507697695671,E,-10.87518706913005,D,54.55825650520041,C,C,110.65976356984515,-53.58758932708011,B,-103.55353521284509,A,-35.3034830244395,0
No,E,87.76154948298482,118.92871311875876,72.04862704278432,A,-2.2661337538689574,A,-209.52514643482644,A,C,-79.50135780098053,-121.85083983661413,B,22.96438624498028,B,-5.076812904075267,0
Mental,D,-8.558797632999633,13.933939140380025,35.36531593669346,C,39.71815375409473,C,-121.02040027449749,A,A,-71.8431831555407,-112.86084895478959,D,34.21086355142581,B,-97.43516957287544,1
None,C,32.968357571087544,46.87688580704267,-169.9846539599422,A,5.9861668308430005,A,19.235093850635568,C,A,-198.16082305328254,125.04084224008317,C,-57.53961164196373,B,-64.07894913671151,0
Mental,E,46.81855083657535,17.58790221124405,-156.31833432390223,B,-69.67778886473653,C,-10.927268621261515,C,E,-62.835786143068376,-174.1687317082057,B,-117.51188278962795,E,117.2550029707916,1
Yes,E,-102.75335576616894,-193.64355111172745,-70.55457868083586,B,-71.38914636305111,E,119.37366609088735,B,C,-44.684470138975065,-165.15121236984703,B,89.46956614964934,E,-67.88292661137793,1
Mental,E,-28.115144570602467,-26.76373658127692,113.62184807405731,A,114.83727203469832,D,169.17463397392555,A,E,28.230239344312082,8.429463572413772,A,-27.370938990594123,A,134.47310748769564,0
Mental,A,244.11491999769285,68.3297322486904,-28.44251713283188,E,100.68361589401798,A,-42.91311949185124,B,C,-92.13178852720448,-10.435813398065076,C,-37.52712566133686,E,-67.97455227097022,1
Both,E,44.03818002072127,85.87425705757514,26.161107489457113,A,1.3237485394266713,A,175.7876608665858,D,D,87.40796307747611,119.21348726321052,E,205.74346575047616,E,-34.24186663764075,0
Mental,B,124.65106316277223,37.10545417537575,-101.95501050789646,D,83.32829818797286,E,-62.03452748933124,B,E,167.38178527822473,-46.16173534772916,E,-87.80697108228428,D,-64.40582583121099,0
Mental,E,-55.30898128281092,-157.82739491283112,165.34997660895684,D,5.292644182628325,D,-10.305800156840697,D,C,9.486282754150206,-120.49216623530046,E,167.63002901984902,A,72.6948366465663,0
No,E,-48.84158790479604,-177.24044060575986,-13.774483799319553,D,139.47620515691682,C,47.167723887523294,E,D,14.847907687468448,-65.62506806713753,B,-68.7278371163019,C,-66.36648838847161,0
Physical,A,-61.917265963847015,77.0153187506963,-22.116057004202148,B,-82.76701791612712,B,-51.68998968420018,C,A,215.78821741648136,95.19541745283642,E,51.731769973909216,C,-187.33075023040408,1
Yes,E,-70.42681998417345,-10.013643362655195,-16.576801909953563,C,-81.42135543747017,B,101.2525269409858,B,B,-31.89773666035781,-23.23735682182822,D,160.4047622853267,E,-17.498460527606134,1
Both,D,-266.754891266764,52.7715479210731,110.87003941596684,D,123.41570430594977,C,-87.55612630414575,A,C,114.69205600739542,-98.32467462541744,B,60.596970353352596,B,-172.69374587696223,0
Physical,E,-82.9833895294797,-86.49678248116979,-10.89219599752294,B,33.90430043359019,E,90.4790232212538,E,C,-12.678752010607827,-163.02763127814669,A,40.30121053192086,D,-21.470760012752717,1
Both,A,86.6653245754696,100.53758861338171,63.93345621238856,C,23.049075926539643,D,85.77021102113616,C,E,-34.56128731827345,-58.998843783836286,A,59.08942283298187,B,17.55944042566229,1
Yes,B,-72.76005517217729,-139.43900951391527,-154.0782855899227,A,-13.522165401885552,D,26.530828533109656,E,C,17.77160049513428,-87.87614023058569,E,30.302954799923803,D,154.3407230615902,1
None,A,-0.28652528313368997,-145.34573981655797,19.67136787184688,C,-89.10872403259452,B,-151.55092603239632,A,D,196.53505381712904,-172.37304618537817,B,-20.688603800349945,D,79.88671127488387,0
None,C,115.31784439980466,107.2414280377863,-5.419308687235444,E,27.288030544547976,C,-30.672037141156665,D,A,63.712339521727415,167.37316668037784,D,117.18401508690384,D,15.104923035489543,1
Both,D,66.50990600817732,65.27479790641587,104.50074870760004,A,-163.6619567822667,C,-106.55618117984311,A,B,-40.50419651411295,-24.462271490112965,B,-189.51282869441363,E,-6.481754893571806,1
Yes,E,30.15582521470488,35.72458701697846,153.2260228339733,E,-79.42199837195729,A,78.00157540107526,D,A,-81.69874327631356,78.24181035988997,A,275.5871375567287,E,80.3043555997525,1
Yes,E,-3.55296049855253,10.310423384620037,-12.108447368072154,E,19.52043929209382,B,-72.60195635807817,D,D,213.00363602608567,133.784044793696,A,106.5097430668877,A,14.885687248158508,0
Mental,E,2.2915187796224092,87.59282184020225,-113.82257786823075,A,-101.7928092962272,E,-84.97773299560218,B,D,-124.96233885542094,25.862071254434593,D,162.84868367562882,A,10.609860928179268,0
Mental,A,106.15239584317628,159.7769560690855,-96.89201360669102,B,-64.44861017406308,E,28.884502074297806,D,D,53.50049549971397,-53.423802595063755,B,31.932545695975417,D,75.98653628552852,1
