Nationality,age_group,faith,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
US,18-25,Hindu,Other,D,-10.034306719577055,190.6094614021596,D,128.92357128051273,-29.341417220208605,A,0
Brazil,36-50,Muslim,Male,E,6.26792366317495,-36.7400800895719,E,-33.85879899396683,86.92080127963213,D,0
Germany,65+,Hindu,Other,C,-27.214911201295184,18.56762897740764,D,99.99191940795455,15.423766960616259,B,0
India,51-65,Muslim,F,C,76.38481296543584,112.15564205998487,C,-42.67914331928539,-41.16344547841413,A,0
Brazil,36-50,Christian,Non-binary,D,73.82085428205006,82.62877151659653,D,26.300064451575327,55.67894641139822,E,0
Other,51-65,None,Female,D,92.33573916222649,140.7760918956656,E,18.767328994211084,-96.00392145035104,D,0
Mexico,65+,None,Other,B,121.93140666608204,164.8412969208673,B,52.19644907230692,-88.33285650405797,E,1
China,18-25,Buddhist,Other,C,5.663968779208836,-193.4349487845557,A,-175.97553345505744,32.74794244227426,D,0
US,65+,Other,M,D,14.062567077754643,8.696748343335283,A,174.6740534763862,160.01864473835073,D,1
US,26-35,Other,Male,D,-99.19587153605076,-182.8585308927593,E,-88.05406830071696,-48.62045212479197,B,0
India,65+,Christian,Female,B,-36.15880605338894,-161.087872134059,C,16.28894102940398,26.392015081788482,B,0
US,18-25,None,Female,A,-60.43544763787717,-21.63995161344569,C,1.8989313977638436,11.511990264778346,C,0
Other,51-65,None,Male,C,67.82458639426619,-234.3362204607383,D,147.6536190539897,176.10495927521717,C,1
China,36-50,Buddhist,F,A,45.61660883120411,87.07170545500132,B,-11.968541001689596,-83.85224397911192,E,1
India,65+,None,F,D,-15.63543001832265,-6.238543494424001,A,65.99420121078518,35.147082103411634,A,0
US,51-65,Buddhist,F,A,-86.5035826449978,50.438652126009266,E,-15.442368547124538,68.91892539709184,C,1
Brazil,65+,Muslim,Female,B,151.9735616924255,-139.04551059355327,A,-152.8525894813842,90.29769628567163,B,0
US,51-65,Jewish,Other,D,217.84601046164406,-21.654207118420864,E,-59.071623903098946,-53.22872735379405,C,1
Germany,65+,Jewish,F,E,60.40100250426945,-66.07102366548324,D,168.08052901666667,68.85691102882375,D,0
Germany,65+,Other,Female,E,-23.33281015460493,-126.45002752297508,B,76.59097689209293,73.26261916112429,A,1
US,36-50,None,Male,D,-47.86755464731845,216.408411659829,D,77.15374993157407,-80.93251114309538,A,0
US,51-65,Buddhist,Female,B,-30.84361873285329,-0.3767969716529746,C,-152.73146077392744,134.98354204153017,B,1
India,18-25,Other,Male,C,-53.14030522746618,14.446135756384276,C,-131.7966485681831,-70.55727076890676,B,0
Brazil,26-35,Muslim,Female,A,-190.41441539932075,-106.80902812276143,B,-5.334309319959012,46.90913588270284,A,1
Mexico,26-35,Muslim,Female,E,-63.322423238540225,-54.674468756387284,B,-210.52310065467648,43.05681329807054,E,1
Germany,65+,Muslim,Non-binary,E,-64.56446411390793,91.57881575307124,E,-9.065878535771612,-120.78314305385017,A,1
Brazil,51-65,None,Male,A,110.78576676674233,-51.39961051422197,D,-62.21312342960489,-31.530326424083064,C,1
Germany,26-35,Christian,Male,D,40.281648291950646,91.0629806951152,D,-123.359477157747,16.81147747351001,B,1
Germany,65+,Christian,F,B,106.1662494481696,-144.66518655325305,D,-213.0277909454133,71.54286049419132,A,0
China,36-50,Other,Non-binary,A,-52.34680975845979,21.4406809852468,A,-222.85384286645746,-68.02851545464021,A,1
Germany,36-50,Buddhist,F,A,98.3434704045175,45.55080835229271,B,-52.95739964914708,-107.70083098835555,E,0
India,18-25,Buddhist,Non-binary,B,112.82702524219113,-27.113999932762024,A,30.05701483543448,-38.68326855798269,D,1
Brazil,26-35,Other,Other,D,88.06870744224263,106.82405983031819,B,-189.730354029851,14.791281818033417,E,1
UK,26-35,Buddhist,F,B,-7.108839821275356,165.01544935960683,D,-47.50857297873881,-64.10584040406495,D,1
India,18-25,None,F,B,-63.178360215603355,97.14693084551415,C,240.77629072525474,-78.15680986528,A,1
US,18-25,Other,Non-binary,B,-182.48858288974498,-111.47314227913321,D,58.35619058997855,216.56479585371935,E,1
UK,26-35,None,Male,A,-46.123480987141456,78.70371124971952,B,38.556894392132065,134.99982762141508,E,0
Mexico,36-50,Christian,Non-binary,B,-9.189025818584891,-23.593174190758624,A,-7.04428008459639,-93.83183260755479,D,0
UK,26-35,Muslim,Non-binary,C,140.66370480096518,-47.44850735467866,C,6.099227569165677,0.5836645920980214,A,1
Germany,18-25,None,Female,A,135.6255726531675,-26.146393530800772,D,3.016450235383498,88.03446295332483,C,1
China,65+,None,Non-binary,B,-50.9754941705308,-81.76281850540379,B,-24.77252430240522,-18.32945139561787,A,1
Brazil,26-35,Jewish,Non-binary,A,-118.79584479001251,11.423028817031716,B,-55.74759144824417,21.099726791682805,D,0
China,51-65,Other,Female,C,151.12526787982284,-35.98002227008402,B,-57.72512977842086,-45.18680626208914,E,0
UK,26-35,Christian,Non-binary,B,51.11614453770956,48.97923661706149,E,-38.72625652404099,98.73873845391962,C,1
China,51-65,Other,F,C,-100.47484184471674,-37.37443053809925,C,-9.911632644899655,-133.2955164671858,B,1
US,51-65,Christian,Male,C,-10.989180179191203,-82.14890679194014,D,-96.3752773375077,-211.3396596828438,B,0
Other,18-25,Buddhist,Female,D,-168.03127872229422,26.445524352551487,A,119.72978420572724,-304.94747264239066,A,0
UK,65+,Buddhist,Non-binary,B,-84.50109479961525,-92.14024463180856,D,-60.38834381597098,-71.289025647913,B,0
India,51-65,Hindu,F,A,-33.7622727721072,92.01303978630995,E,112.65307834085132,5.662936377084855,E,1
Brazil,65+,Muslim,Female,A,-95.5696185193205,96.98183867258523,B,-42.42501993288032,-160.03780310685346,E,1
Brazil,65+,Hindu,F,E,-31.019708829846454,-272.110354041267,A,-58.015567879784115,-10.484091506589706,C,1
UK,36-50,Buddhist,Other,E,65.57215823490534,-131.51048269359686,B,87.46403216312552,-177.2864028321571,E,1
China,51-65,None,Non-binary,B,-234.0160029719113,226.80614384942496,D,118.82816246072852,63.79264276596712,C,0
Mexico,36-50,Muslim,Female,E,93.13680698191489,-20.41279465000648,B,-50.646946818313666,40.81795487272792,A,0
UK,36-50,Muslim,F,E,5.072158243266014,49.720086103721314,D,-156.45661313250235,38.80738288375117,B,1
Other,36-50,Hindu,Non-binary,C,113.09004425974946,9.932923160314754,E,76.44912731361771,37.333883811102694,D,0
US,36-50,Other,Non-binary,D,25.864445934702303,-51.2182775659371,E,-41.85098938103187,56.4724539775526,A,1
Brazil,65+,Jewish,M,C,-64.16262803463093,-47.05350515712522,B,-63.666891794495776,68.88306281425595,D,1
Germany,36-50,None,Female,D,-32.25425125748346,-136.39480743556908,C,-58.90132827310042,2.298783665817488,E,1
Other,65+,None,F,E,-245.0065574508165,-10.75587386137567,C,119.97053950044557,25.368858352133017,E,0
China,36-50,None,Female,B,136.28067461900068,-58.75332093833914,A,-9.65841798738358,75.29484621393289,E,1
Germany,65+,Other,Female,B,-21.03911526880339,118.40200855774528,E,87.81830043712301,-71.23713746046269,C,1
Mexico,18-25,Jewish,Non-binary,A,52.18797215527247,-5.450123782185511,D,-74.72646937016938,25.24421021236246,B,0
Mexico,65+,None,Non-binary,B,-15.930768403989495,117.31753278421822,D,-128.18783213762012,26.607940854740676,A,0
Brazil,18-25,Muslim,Non-binary,C,-0.42606918170196034,15.687719509320472,C,-132.96951604078058,8.885284900440208,C,0
India,26-35,Christian,M,A,-1.0203672669066424,-201.64036291315156,C,36.93941441499433,-18.93115082033017,D,1
UK,51-65,Jewish,Male,D,-12.546957907033503,-58.5181086973558,B,-38.38500319974565,-34.132334974564806,C,0
Germany,51-65,Hindu,Male,E,120.5693771215032,-22.564017155769683,C,-116.69505609937603,83.64703589377761,A,1
China,51-65,Buddhist,Male,D,-81.85595601205206,30.984724318246492,B,6.716463822939479,79.52511600432686,E,0
India,26-35,None,Non-binary,A,-3.1342020498211136,6.1692658221120835,D,-17.41443443606383,8.902061042289867,C,1
UK,51-65,Other,Female,D,36.34798426580077,131.04954780501637,D,-83.5429589477858,92.35555206068729,E,1
India,18-25,Other,Non-binary,B,-118.63051209313954,-71.81112452470975,D,-17.47778779107104,-260.36671250893,D,1
Mexico,26-35,Other,Male,B,-34.945137681700245,-14.78051747379757,C,-106.53899909214948,121.89143174427947,E,1
Other,51-65,None,Non-binary,C,-65.13624931420465,4.909463252227985,A,-42.96435356060893,-130.8137942855312,B,0
Mexico,65+,Buddhist,Non-binary,A,-2.5329464300714233,60.19667506608315,C,15.663580382514573,34.345107584017455,C,1
China,65+,Muslim,Non-binary,B,34.65277168664526,-6.628399043762837,E,-60.69275372424673,-187.15625960467278,C,0
China,26-35,None,Male,A,-10.61407431521379,12.086710107940213,A,-134.70579028294327,-55.75066059221181,B,1
Mexico,18-25,Hindu,Non-binary,A,20.32208907183362,33.23279279624185,D,68.32201224513332,-38.39682769216633,E,0
Brazil,51-65,Christian,Other,D,-53.51308869744551,97.78548107085692,B,93.63897210093329,-124.73171031318053,A,0
India,65+,Jewish,F,B,88.17949586560424,-191.00197667845745,E,-69.19272461253638,77.90176439531034,A,0
Mexico,51-65,Muslim,Male,E,28.00594410785959,-21.75306024361824,B,162.70246783372752,-150.50929298154796,D,0
Germany,26-35,Other,F,C,151.4966218043379,-25.494614754072636,E,39.730017165575525,33.96360775505859,E,0
China,51-65,None,F,E,-32.70686491461577,8.267931487446182,A,45.4088572471695,20.68653237701578,D,1
China,18-25,Jewish,Female,A,6.998029412488235,-40.491489382291945,A,33.90817587825547,-12.504644855273728,C,0
Mexico,18-25,None,Other,C,-54.85584636761227,117.86497786748225,D,31.03186312822568,-102.80068259656274,D,0
Brazil,18-25,Christian,Other,D,-133.2817536821883,67.36456943453129,B,198.73853521834158,240.4753842547776,A,0
Other,26-35,Hindu,Other,A,-25.34670183256621,20.202012716653762,A,-47.20275273810794,-90.27845650881002,D,1
Other,26-35,Hindu,Male,E,-1.0232404357990397,179.77153941604902,E,-159.42614788973512,-135.3111785914422,A,1
Germany,36-50,None,Male,E,30.909033896107484,-105.46540906151849,A,8.991987638351466,-6.0853129302284765,A,0
Brazil,36-50,Hindu,F,C,-73.74305892035675,-211.75471327102366,D,65.082908385865,28.219315471266597,B,1
Brazil,51-65,Christian,M,E,-69.15002118604725,-98.27160414271765,D,-284.58984429125593,120.70128756265484,D,0
Germany,18-25,Muslim,M,C,0.3472778140728349,-104.86174068526888,D,-116.16380477305613,78.78790789314827,C,0
Other,65+,Buddhist,Female,C,82.11579031386614,77.47805529329844,B,-0.7104864602417105,-20.571438054317746,B,1
Other,26-35,Jewish,Non-binary,E,0.7148472824873353,-47.156912514862164,B,-112.44516481527111,130.01980995539853,D,1
China,18-25,Jewish,Female,A,-49.29777612099649,58.197322351331294,D,-50.1636876149087,50.801452119108184,D,1
India,36-50,Hindu,Female,E,-134.04859307556737,-73.3956320739064,C,-2.126751520893423,121.16763168946191,D,0
Mexico,51-65,Jewish,Female,D,253.761495720682,-57.39995391620442,D,16.820351943784576,-51.48463872762127,E,0
Mexico,36-50,Buddhist,M,A,48.98175947945077,121.8344887366948,A,-168.59780806132994,-63.87373122084461,B,1
US,51-65,Other,Male,D,-13.686000883045574,243.72602099756574,A,147.15845364087454,127.68320699453363,C,1
China,65+,Buddhist,Non-binary,E,73.39790970487398,86.96357153542338,B,-87.32422413642185,49.846090177637485,B,1
Germany,36-50,Christian,Non-binary,A,-2.483345464877312,98.76273728511458,A,39.61747088594979,-30.45335527863373,A,0
UK,18-25,Muslim,F,E,-68.69506548636775,177.82421645211357,C,-79.36923050891606,-35.05346454761607,B,1
UK,65+,Jewish,Female,B,48.515309444209116,20.618835099790154,A,83.52705888040195,-229.19865709512712,C,1
Brazil,18-25,Christian,F,B,43.68736393238585,169.30435270315735,B,40.345279793877125,-60.24603648342952,B,0
Germany,26-35,Christian,Other,E,17.386400583774616,205.0782449939535,E,26.20917448945135,-25.713026424725104,C,1
India,26-35,Buddhist,Female,A,92.9545915077687,-33.03093260195957,B,38.20000043456925,75.14373284016152,D,1
US,36-50,None,Other,C,69.07873956225934,-103.0521362853289,C,72.85636341107875,171.41244033502073,D,0
China,36-50,Christian,Non-binary,E,-145.91988065782365,-66.96038769878547,E,-28.115203101763907,253.91388865049987,A,1
Germany,65+,None,Male,A,-6.591069066445482,-184.54229831633003,C,-91.17737706003595,-110.76669634951925,E,0
UK,65+,None,M,C,-173.47045255479443,-68.06182302436524,C,16.347628905666745,-9.470684721491114,A,0
Brazil,51-65,None,Other,C,49.27838596119049,146.61811089380916,B,13.536929606788348,51.56413668260341,E,0
US,26-35,Other,Female,E,-80.57730508578511,-34.32554981124152,D,44.26348300309026,-58.23461919883503,B,0
Mexico,18-25,Buddhist,Non-binary,E,176.2059949789332,111.40756430595702,A,61.81869085492547,-95.81593181932529,D,0
UK,36-50,Hindu,Other,C,158.84302169729426,123.42832750826827,A,-48.89388610789373,-198.99309250491623,D,0
China,18-25,Muslim,Non-binary,B,-109.40474271896126,-12.81241079951087,B,-45.029740985187004,-84.20630260577006,C,1
Germany,18-25,Hindu,Male,E,-51.67375064364249,-48.73087804446678,C,-55.32055422855213,49.61030410628381,C,1
UK,18-25,None,Female,E,-8.175358386925481,99.07736498802879,E,75.0001018527853,115.4381941187266,A,0
Mexico,36-50,Buddhist,Other,B,-94.08585153855768,126.43994284911149,C,-196.87514111991328,46.00358693106976,E,1
Other,51-65,Buddhist,Male,D,16.813213345107933,121.26175774408566,B,-187.74747903726887,49.49003878059495,B,1
UK,36-50,Muslim,F,D,24.11866749232594,26.126011530360778,A,145.7444224415815,14.797781025104362,C,1
Other,51-65,Christian,Female,D,-105.45115217802297,-181.6768973157865,C,-43.855668799536915,-143.12737011575976,D,1
Brazil,26-35,Jewish,F,C,38.50015472244764,-15.946691151760174,D,57.28657214306501,-59.93391898958356,C,0
Mexico,51-65,None,M,B,-20.217232952919602,-68.40133483675527,C,74.47031891326674,-53.98864624458556,A,1
Mexico,18-25,Other,Male,E,87.75314397043688,-20.85175663824998,E,103.88422105763244,-126.85078304266663,B,0
UK,65+,Muslim,Other,E,-39.73387843932333,-14.140027781177036,D,18.274688795970764,-139.2888076139567,D,0
Brazil,18-25,None,Female,B,91.74097519707139,16.081878030360613,C,96.99553624706903,-34.258166611261494,A,1
Mexico,36-50,None,Non-binary,C,-72.82204990270334,8.860782956036992,C,14.511610782433024,-40.21613745412234,E,0
UK,51-65,None,Non-binary,D,-92.78136764872164,193.27097079002246,C,11.484248504283526,-7.537078769823477,E,1
India,51-65,Hindu,M,C,-156.4363629762401,-94.14641215063537,C,-47.60058300676803,-110.05786936434383,A,0
Other,26-35,Other,F,A,-17.45725463617337,-165.0101258424265,A,-149.97209682079625,21.067986858964403,E,0
India,36-50,Buddhist,Other,C,72.65118297424269,60.13634493984596,A,22.139362345412806,216.96242899108697,C,1
Brazil,26-35,Hindu,Other,E,-33.51953080023583,-90.78390693031177,D,-101.71923920783208,1.6229144929051222,E,1
India,51-65,Jewish,M,C,135.15357918219135,-133.4643427523204,E,149.68305664415382,-21.517122929210235,D,1
Mexico,18-25,Jewish,Male,D,135.2199832225712,-50.385908066587405,B,-7.226797089780968,96.69769455263831,B,0
Other,26-35,Hindu,M,B,213.63516160522394,-70.39827197626943,D,-122.19026097932255,-15.665889675010302,E,1
Brazil,26-35,Hindu,Non-binary,E,-19.14711697591354,-9.152349073221181,A,89.44576606895636,-41.82617765670609,B,0
Mexico,65+,Buddhist,M,B,3.9586166206244084,193.09443164679683,C,0.8051347915821763,60.35506588903867,E,0
India,51-65,Hindu,Non-binary,D,-16.89114919622731,-19.040256229542607,E,-1.6723019972926572,169.83976088308935,A,0
India,65+,Muslim,Other,B,-135.58688735603624,-202.85743342367368,A,-160.83316082063354,-78.63375396059178,B,0
Germany,65+,None,Non-binary,C,-115.69751640268055,-34.18987823031477,E,-33.86524092422439,32.18533572137273,D,1
India,65+,Muslim,Male,D,-10.846888946455403,-7.4315742036946935,A,118.98371631619425,43.30799317920233,D,1
Germany,26-35,Hindu,Female,C,-99.56918139482028,-46.9362779983423,D,10.353157621088686,90.66990252028303,E,1
India,65+,Buddhist,Other,C,81.14595228585631,-53.952652633362796,E,-19.844985878021635,-89.81327393391516,B,1
Germany,26-35,Muslim,Female,E,-58.378354486922454,-33.08336995141789,C,-9.96538968855315,71.5064142341681,B,0
Brazil,36-50,Hindu,Female,C,138.98911908620804,212.55460707574844,B,17.302669911479153,170.12853316158612,D,0
India,26-35,None,Other,A,-56.07591381776361,84.31812787487407,B,-19.40796874127285,138.39525259764278,C,1
Germany,26-35,Buddhist,Non-binary,A,51.51304259933529,-43.58097517353974,E,93.89888143387873,-55.92044389707965,C,1
China,65+,Hindu,Male,B,23.996126882346182,47.9889145069558,C,-83.72537476100602,-78.02062606633588,B,0
India,51-65,Muslim,F,E,-32.416181824001924,-16.194391323187883,E,-74.67251283668416,-29.822451180067556,E,1
India,65+,Buddhist,Female,E,-166.09975107588758,-149.35555115378648,A,86.55093647831453,12.340767780582269,E,1
China,51-65,Christian,Male,E,-77.98101795070885,-71.10338047831164,D,23.037987908805853,-108.83099986347784,D,0
China,65+,Other,M,A,55.00854846674157,-66.65560630342553,B,-11.711049258936818,-144.9560803386458,D,1
Germany,26-35,Hindu,Other,C,112.85409907159192,89.53433616439878,D,-104.06797457134753,-118.28723314840568,B,0
Mexico,26-35,Other,Female,B,-154.78101119733313,-69.36778804552186,D,-74.94616375523502,-215.38421090143228,A,1
Germany,36-50,Christian,Female,B,26.64082515416925,-82.98708726516385,D,-46.27801416894104,164.14589323746588,D,1
US,18-25,Jewish,Male,C,-57.68119747994058,-45.90504365178502,C,220.58733638393483,108.19753404126662,E,0
India,36-50,None,Female,B,80.58189592715817,-21.11120494267363,B,-168.4698817328156,23.702660334799436,B,1
Germany,26-35,Muslim,M,A,-48.97884368966838,-30.317067054155654,A,58.742212553610315,-241.1730437112676,C,1
Mexico,18-25,Muslim,Female,B,11.89197659500853,37.41757754998547,D,-135.3735117270016,14.500964413193303,C,0
UK,36-50,Other,M,D,68.8135196783824,-13.62599121407112,D,141.59335508828866,-13.351587758985492,A,0
Mexico,18-25,Other,Other,E,-8.78025166615152,14.742780054965356,C,86.01997949876792,-57.824886238437166,D,0
Brazil,36-50,Jewish,M,C,8.057037504275254,50.715146751346964,A,24.68089929441716,81.60540413895899,A,0
China,51-65,None,F,D,-204.40866894528475,29.65523968728241,B,-13.135205636436027,76.8849875194004,C,0
China,26-35,Christian,Non-binary,D,26.997254538534676,102.38970543805132,E,-48.48748923336418,-137.61149247539913,C,0
UK,18-25,Jewish,Other,C,65.51433730640169,-103.41401420963766,B,5.052275503220407,50.54220418552797,E,1
India,51-65,Muslim,M,C,-80.9521186166564,-108.17691308428392,B,-9.162548237935496,-202.24480889335464,C,1
China,36-50,None,Male,A,-60.27908054206568,-28.06359606266957,B,90.5122886421871,-92.84097743589744,A,0
Mexico,36-50,Buddhist,Other,E,-63.26298207387995,-59.918264565462174,A,77.80029117870586,84.81533383291396,E,0
India,51-65,Buddhist,Male,E,4.631977264465202,-61.10666534955169,B,-97.5379157432867,2.9396653906583565,A,1
Mexico,26-35,Buddhist,Male,C,23.82092044210866,-3.90966794266311,A,42.46930655441848,-191.75053311872276,A,1
UK,18-25,Christian,F,D,-144.86676019500095,54.97576675841355,B,-116.96949167095896,-8.039591025631573,A,0
Other,51-65,Christian,M,C,214.39344871379734,-47.764714594480246,C,-13.28891704940698,-162.97270282002788,B,1
China,51-65,Buddhist,M,E,70.07072280192028,16.771948407716273,C,71.29382159847951,85.60080349274585,B,0
US,18-25,Other,Male,C,-25.52156963502577,-125.46316815632694,A,22.68257094464989,150.2374102078481,A,1
Brazil,65+,Other,Other,C,55.45667615297598,0.009850009901494112,C,39.86738316922861,53.837464752720635,D,1
US,51-65,Hindu,Non-binary,D,-96.3667337773472,-21.9575128261379,C,-6.991552144556993,86.73017072521614,C,1
US,36-50,Hindu,M,B,184.27823097010344,53.07469842714016,D,218.55791438375726,-74.23978648480242,C,1
Brazil,51-65,Jewish,Non-binary,B,-47.3015063713805,-100.46575576885589,C,-50.22171477139021,-39.19972320724108,C,0
Mexico,51-65,Muslim,Non-binary,B,222.99606289791694,-142.68222414462053,A,-3.684614320908356,-185.14945183781526,E,1
India,36-50,Buddhist,F,E,10.66536600830705,-110.81767952529262,B,-23.166369368270654,92.55696206133993,A,0
UK,51-65,Muslim,M,E,140.51336523158835,-132.20799836673206,A,-127.69434736763803,145.24915313397517,E,0
Germany,51-65,Buddhist,M,C,-26.768005569155534,-319.3367999560183,E,43.502756306191046,-110.02772126262701,A,0
Brazil,51-65,Hindu,Male,D,47.29775410346355,45.96506596402145,C,-30.964048382716413,-62.87187026793426,A,0
US,26-35,Other,Other,A,115.50582567890253,71.85222647031192,C,75.13160987644291,-25.76477350969939,A,1
China,18-25,None,Non-binary,E,-3.858103849358932,6.607650196060812,B,-102.82007326911153,57.226970768907925,D,0
India,65+,Buddhist,Non-binary,A,-38.211433234084694,61.91596290771938,C,-68.0918385772087,-40.404825063803976,D,0
US,51-65,Other,Female,C,-31.295780743751518,88.56473142997162,A,-164.8560828100533,-81.356145222978,E,0
Germany,36-50,Hindu,Other,A,-12.574353026614954,13.839242402970116,E,-44.57119891544033,124.21618445779971,D,0
Brazil,18-25,Jewish,F,B,196.40641688440945,-127.08741847845042,B,57.337152763125175,-1.2871690796665942,B,0
India,65+,None,Female,C,370.5048262929474,12.60503635238545,A,116.17529684129175,0.16598627445574018,D,0
India,18-25,Jewish,F,C,75.44074777297426,109.38110994196985,E,114.0567759825768,73.26099969112299,B,1
Germany,26-35,None,Non-binary,B,43.439866482439996,128.19569795856285,E,20.456991828206103,4.053605314657217,C,0
Brazil,51-65,Hindu,F,E,-85.00083791314411,-1.3848299842816971,E,167.11248990074336,-187.78516643985304,C,0
Germany,65+,None,Non-binary,D,-95.0878904725528,-74.97917472570327,D,57.684955859738295,33.64767196027273,B,0
Mexico,51-65,Muslim,Female,E,-30.57876245210539,139.38372591357955,A,67.81145688200976,11.363511351929139,E,1
India,51-65,Buddhist,F,A,1.5271824369993834,72.4000905984943,C,-131.80027458037665,222.27154863108098,E,1
Other,18-25,Buddhist,Non-binary,C,-27.53298051877651,56.63420893279635,A,-34.11949900410895,-21.821378403740262,A,1
Other,36-50,Muslim,Male,D,109.42972372121444,56.64562711760445,A,-16.59325552499115,-173.2247428109435,E,0
US,65+,Christian,M,A,-97.1724600635099,112.01103974604779,B,-44.75697139318706,36.28582993210224,E,1
Mexico,65+,Jewish,Other,B,-90.63128930744078,109.41325977219229,B,103.39086033631423,310.928824781373,E,0
Brazil,51-65,Christian,F,B,-23.921789017086216,-76.45696757373192,B,-93.58437195068794,-157.96377441824163,A,0
Brazil,65+,None,M,C,110.62091548547829,-7.000588258778119,D,133.065738567293,-46.39115696569314,C,1
Germany,36-50,None,M,A,-87.61085144012523,-226.6777955830715,D,-77.0829678741815,48.40140968770473,D,1
Other,18-25,Hindu,Male,A,57.800175586394516,-103.13176406076127,D,-18.506574499746893,31.193446277848473,E,1
Other,18-25,Muslim,M,C,181.7785590998344,-97.78602186770506,E,63.94479680756715,-15.32566829905117,D,1
Mexico,65+,Hindu,F,C,180.29162513639986,23.36105322961325,A,-48.81900343238609,-67.40370450539585,E,0
China,26-35,Christian,Other,E,-84.46097941590025,-31.364808682671157,A,-23.204891931403395,-12.650821595697733,C,1
UK,65+,Hindu,Other,A,55.024177043973985,-49.779194000223086,C,109.16336111953346,-61.45150351171902,E,0
Other,51-65,Other,Male,B,33.04229698205515,-95.89881985582926,A,-8.729710822418612,49.798348831151465,B,1
Germany,51-65,None,F,C,3.755970796117013,-11.600308202465696,E,213.5523347445365,111.49831842370004,A,1
Brazil,26-35,Jewish,Non-binary,B,162.53302258942858,-45.8399387630825,D,-73.35414523689212,-11.561491988662244,E,1
China,51-65,None,F,B,99.03504472784542,89.04721496378451,A,53.736311712656935,147.68403311553408,C,0
Brazil,51-65,Christian,Other,D,84.99125545441544,-35.06860744226369,B,133.31671471009926,-123.61039372262958,B,1
India,65+,Buddhist,M,B,-224.56617642039006,-137.62089392523086,E,49.47982061871131,40.4592664412546,E,1
Brazil,18-25,Jewish,Female,A,-36.51728073695626,-122.4904422809238,A,-37.934213921120076,103.10777297460301,C,0
UK,18-25,None,M,D,43.76403298571592,-139.45155579601484,E,87.98658821221261,94.19779852762044,A,0
Mexico,36-50,Jewish,Male,C,-47.80585289826625,-117.89503119414002,E,-66.17073454337579,-73.58143718054495,E,0
India,36-50,Muslim,Other,C,-89.88576513820664,-163.8772631267462,B,197.4233444925814,134.22353869349084,A,0
Mexico,26-35,Hindu,Male,E,-211.9702013906409,-103.8161094785778,D,-145.51675918747034,-100.92828303549678,E,1
Germany,36-50,Muslim,F,C,-59.295891489640354,-3.361215401790523,C,-70.06223296584666,-98.06883427777598,D,1
Germany,36-50,Buddhist,Other,B,30.708177298000905,34.909361794188044,D,14.497953585841552,-36.90519365064512,A,0
UK,51-65,Muslim,Female,B,125.19976664514292,77.4501964361742,D,39.30957632047325,207.35776596621207,E,0
UK,26-35,Muslim,Non-binary,A,148.3173126772041,168.07296857857438,B,97.59066749777126,-6.026910409176334,E,1
UK,26-35,Buddhist,Other,C,-13.72920354827756,-6.196029336438871,A,129.67769950975296,-67.34390861616146,C,0
China,51-65,Jewish,Other,A,44.087357369312684,21.011411463842038,D,-64.62779324221874,-163.0513897946069,B,0
UK,36-50,Christian,F,D,-22.873873089664187,-80.44059229163383,A,-11.914614691690796,35.640341773840596,C,0
China,36-50,Muslim,Non-binary,E,86.80272833109996,-10.589647133443925,E,-209.13411239292765,-97.09708780531446,C,1
India,18-25,Buddhist,F,A,120.54337322164024,120.56943157760773,D,-69.05794167136693,28.374779927423226,C,1
UK,65+,None,Other,E,115.251996951559,3.9214505448096015,D,-258.90792467130734,-25.415774052412036,D,0
India,18-25,Other,Female,B,83.35842971002147,-17.523743495122535,D,67.23750081809438,140.48102192077744,E,1
Germany,36-50,Hindu,Male,A,166.9508419995557,63.77121279314163,A,44.62974146168114,-58.00723972422662,A,0
UK,36-50,Buddhist,M,E,-0.618068827921584,108.4001320225975,B,-4.419716012237345,81.97115562177213,C,1
India,36-50,Muslim,M,A,45.53867192062418,10.951755272892783,A,29.801363654851272,37.915512966216276,E,1
Other,36-50,Buddhist,M,B,-211.1566914971367,-53.010360065854236,E,147.57297277838063,118.9801772559786,E,0
India,51-65,Hindu,Male,A,119.62270716086888,12.272505203009931,A,-71.44222140747925,13.676719434682527,E,0
China,18-25,Hindu,Other,C,-69.92327164053516,-14.357747831437923,E,-36.82793784040884,10.639491403517518,B,0
UK,51-65,Hindu,Female,C,260.3310150596728,-34.88764800851324,B,-66.83467860290568,-38.37444151789201,A,0
Brazil,18-25,Muslim,M,E,87.12167551260683,49.60268954480576,A,-33.67425499013762,90.19417419903928,C,0
US,18-25,Buddhist,M,B,-25.37071242167993,-116.43616247939943,E,84.93828095469077,51.208354079708485,C,0
China,26-35,Muslim,F,B,-82.45845138463918,70.21334811017084,D,110.81062262052761,-197.05331453008787,A,1
India,65+,Buddhist,M,B,-59.077389959713585,180.7263975716792,E,-8.038892885909037,-123.46265600098441,C,0
Other,65+,Jewish,Female,B,72.10240087221811,13.629521508593392,E,99.68137116957584,17.846792154707767,E,0
India,51-65,Other,Male,A,172.2559826065148,-53.025965895373126,A,53.28961822376137,-94.15728583107445,A,0
UK,36-50,Christian,Non-binary,C,91.79611723246656,50.24310406595413,C,150.93287102705463,-60.831148572966434,C,0
UK,51-65,Other,F,C,94.58252467681871,50.49593893583757,D,12.708174559505519,-47.37185294496279,C,0
