Disability,birth_year,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Yes,27,Other,-55.36474715475198,B,125.97260960703423,17.410376812216395,-146.86846190065742,60.747882345748664,C,C,D,A,D,-85.77810186988039,-20.39643715690583,122.28429476703006,17.315983624644694,188.748090337597,E,209.01904445558176,1
No,96,Bisexual,199.42223828763053,A,-32.556432829904814,8.17009799052152,4.481342426150189,123.43220385911316,D,A,E,A,E,10.693556134244774,-1.7275252186448233,48.26256532263279,21.363560356287987,124.68766365145709,C,-3.8431114630847287,0
No,91,Bisexual,-56.801580029542244,A,-102.76425590600387,-46.153572153027255,-49.65283407213668,-53.78855563733128,D,D,E,B,D,-38.47469631196322,71.42489539010151,-24.140996113591033,-99.51819125186202,21.336758805858906,C,-81.07605221958032,1
Mental,88,Homosexual,44.99402126341935,E,-12.970373026880408,33.010429096576885,45.09940034899977,69.38829312592968,A,D,B,B,A,96.62822150673539,-92.31772477209115,-89.08375325549362,-22.004755569567365,92.53659783182744,D,22.863261004526255,0
Physical,68,Bisexual,8.307459266845406,D,53.623163866281544,-55.35671495427342,-9.458120439236383,-22.7251826105102,B,E,E,E,A,-40.32051318051522,-25.887973265961893,-106.93764487057335,-81.95142140447783,2.5180062407941883,A,16.582290400939655,0
Mental,84,Other,47.15790866736561,B,122.49235550458309,59.231427072681406,-51.05795367439461,-7.391951919067924,A,E,A,A,D,-171.2334301525427,48.953815835555694,-16.644278007387022,63.631620212196,125.32434293141293,C,-110.68096057979785,1
Physical,92,Bisexual,143.44134710915807,A,-18.39128069971749,81.25840767294282,83.80746138104318,35.02584308841693,A,C,D,A,A,83.59432955437616,-24.913351695217685,-126.86473107046912,18.38008747251711,-8.670454227546612,B,69.9291938561816,0
Both,31,Homosexual,-77.15104186074018,D,-21.982649065362565,-122.17124163924662,-59.88249288122981,-122.22867896798766,B,E,A,A,C,-183.02148194990622,-93.33297795552159,-21.63941606332695,5.792569546989033,-8.655849840646082,C,-18.876392638405456,1
Physical,48,Bisexual,52.739387244650096,A,6.939195704217712,-190.48520742040935,-136.1442027085657,80.29448416471323,A,A,C,C,B,86.49651306452422,30.56209392153751,-135.29559459028962,-82.39730410182618,-80.07130220108677,A,23.866997752123257,0
Physical,38,Bisexual,72.28652402423099,A,16.89306858137904,67.78954344197071,-80.01439904693673,-104.01108552160996,B,D,D,A,D,-10.21467042512762,-40.06598709403615,-40.20977890549233,-56.86820458854061,-9.360954316055892,B,112.3755078021384,1
Both,52,Other,-51.23740543753982,D,-25.396644045917544,52.03958390142878,-10.971183313418415,52.97939045623916,A,A,A,C,C,-172.37022650060615,147.69760591924796,169.36759154998896,112.13829589286517,-72.98819119101776,D,147.83735468031068,1
Physical,82,Bisexual,73.58821622197519,B,-42.96422808262721,60.35422986551833,-17.940851079979126,-76.52846972913895,B,E,C,B,E,-52.33709777798454,-17.479382724561983,-142.46316131561193,-169.0839753824617,29.457368685482905,A,94.233110716589,0
Physical,49,Homosexual,-1.3188105034145754,D,62.626084189232415,100.30429746792917,-26.523947100926144,-55.810106441640926,A,C,C,E,D,-288.8889926730886,70.05516513261342,210.1380302679224,-119.1692827408763,-35.37826581411247,D,-61.08986884343558,0
Both,74,Other,-97.31047288154649,B,-77.78190292699938,-18.123938576444147,-50.52013718010466,-20.520964902543437,E,B,C,E,E,-50.665133993083835,19.47304219171065,271.4273667510845,-73.8280636814651,-125.95886020485565,C,-12.915224462414155,1
Physical,21,Bisexual,-199.50710287887125,B,-67.61192213316434,-10.496929079970274,-93.17021411159139,140.8919213313052,D,E,B,A,B,-67.1010764686767,16.035336427555833,-71.81428637299341,197.99464334091454,-99.52184261911289,B,0.2659616554392977,0
Physical,38,Homosexual,58.36247503470888,B,296.85005067480853,-33.107225672616636,115.78143162945962,172.72591751443375,C,A,B,D,B,-138.6851220899342,157.39188666130067,49.16819574555262,-41.60667337465006,10.372005353838903,D,15.979801902348573,1
No,45,Bisexual,147.2771929177234,D,122.91654605284299,-32.82709272438032,-18.895229538163942,-137.2334114169963,E,A,D,D,A,-103.34672723846863,1.2397012949006487,20.686910596543783,-29.220493095882365,90.94978982545341,C,55.239959947057486,0
Mental,25,Other,33.204405882738584,B,144.7001809903735,73.8283543925744,23.7558986680121,-87.19104286752668,C,A,A,D,D,-79.82269439235635,-67.08796689966393,12.542584128821503,67.04211805745079,-95.18959294824721,D,48.96968927468239,0
Yes,40,Other,3.6728208405657776,C,196.12128602365595,-52.53515979792749,-177.886375599896,-65.89766257366844,C,B,A,C,D,-23.81020477910755,-48.53000233371214,202.3561419421473,52.5041761610502,-11.95973372288415,C,159.85983006314837,0
Mental,36,Heterosexual,0.45522602844321236,B,-128.24975168714954,-41.584567112646575,-72.89668432383424,48.771655601671775,A,D,A,D,A,49.09326657782816,121.9155185695524,121.88094200567787,148.98200511135724,-143.33111211375612,E,152.69412091264368,1
Physical,57,Other,-50.47931520694412,C,95.35979025287439,46.17098502727207,-38.722662422223095,-79.65004717414902,D,B,E,D,D,60.560248538244096,246.38727621880707,86.14115906972732,69.00807649573096,51.24974154646221,E,25.38016912948542,1
No,80,Heterosexual,-277.94269075279055,A,69.31351048550894,76.02914403123992,-91.44424013255305,-52.55275503825912,A,C,E,E,E,-36.33938812069022,61.20764929950364,-57.791894098981054,-166.08810441573846,-143.59099561721652,D,-86.03728999542199,0
Mental,26,Other,128.68479458044743,A,154.88240081809218,83.40871169170728,-25.43586761429795,-36.30434621161793,D,C,C,D,C,-116.33554100238757,-172.5243722271047,-17.251430750561077,175.60891292966707,-26.003211602257824,B,119.54099559697372,0
None,54,Heterosexual,-22.090146218992125,D,-90.63652044503297,-2.905121980769976,-34.78812163997034,-99.93519567590774,D,B,C,B,E,7.456124084494838,-46.200494346112656,-42.87107129240339,-4.274026320740836,27.52026947929257,E,-23.094945709246222,0
Mental,80,Heterosexual,-7.081582989630715,C,-78.74175023675285,51.78401514128891,31.14320539964728,64.61048444778761,C,A,E,B,C,-44.1917525285909,86.48883945019178,135.23272881259058,-72.20404217040766,-84.55415921695592,B,-89.10756375233967,0
Yes,96,Homosexual,-50.46539029300827,C,97.30266744454997,2.484095052532516,24.20947491510112,100.53550312758799,B,A,A,D,D,54.09020326600245,122.94978869752715,-37.29667039364627,-63.61052700339152,-9.574449836977132,B,-105.92683852584284,0
None,66,Homosexual,13.71290470772065,A,5.60331205543877,-57.50662002616161,-54.42444080297841,152.07043184642524,E,A,C,D,A,54.53844885855828,-53.527457080236985,-39.97574409955985,-110.96002278059447,8.664849740493953,C,104.39237445341787,1
Physical,69,Heterosexual,-62.833310165852104,D,-138.55195272557557,-101.77997570356806,208.44451123086904,20.28747538868829,E,E,A,D,B,126.05695921942753,188.64652464823575,-143.71596592648768,-116.12383604884344,-195.29960656284092,A,-70.27201395543344,1
Mental,19,Other,37.1720859254895,B,18.157863580778482,19.737686062562336,26.11100653283846,-81.51534802146038,A,E,E,A,A,-32.26683967634702,24.334193557625298,13.468564618640826,46.497865589941036,-126.86553575807476,C,3.9673025142507097,0
Yes,90,Homosexual,115.31058319128668,A,80.95251138677314,138.60762047635018,-79.93865637251352,56.97620558137613,B,D,D,D,E,-80.01223618474192,-21.170677082328137,2.98963204637447,-14.950675721878218,18.85378217166995,B,-76.89113371738955,0
Both,75,Other,-58.2772043594582,E,-119.9217396825385,143.28388075906295,63.52298607704743,15.599810393288982,A,E,A,E,C,36.13502268402189,-21.903808461465076,-118.06518894841285,-82.91059860102686,74.20082182117419,A,-84.39592903902854,1
None,34,Heterosexual,-5.984328994233206,E,86.47723859167856,157.1098752332566,-51.25092395195209,70.41714582935353,C,B,E,A,D,-121.53704773168965,-44.42108452119146,17.559061231702664,7.739273924893957,-14.531449033137617,A,55.42132330459104,0
Both,29,Other,-66.11424614325873,C,-10.48184192522592,11.84996505148961,164.96627651275685,-232.5573644995031,A,E,D,C,B,147.26292703767245,65.92029893218393,58.329416018831026,-11.540829092859749,-166.1844037955126,D,32.318502835065374,1
Physical,38,Homosexual,-29.344548494005785,B,110.39095373976222,-26.22816593439692,-5.435708952694264,-10.803825694278983,D,E,B,E,C,24.091897807881686,-134.63005503860782,-94.7537344842914,-77.6269968034881,-138.45545807317663,C,12.921967965889742,0
Physical,68,Bisexual,-4.350784848189139,C,-6.3810196864631585,-155.09975415687066,-159.71809782820577,84.02835736030708,A,D,D,C,C,10.078257264055294,-22.47872793406864,-161.36741913658773,-0.33660208508082434,106.54416283439177,B,167.79782242880273,0
Mental,46,Homosexual,-46.30837424833561,D,-44.633964110996075,-87.6747915592415,-4.2510785819079695,57.705227363116165,C,B,D,C,C,163.85594868004642,6.208468812754629,248.22672425589298,-129.73573053412383,109.82986961720947,E,-37.06304055020021,1
Both,38,Heterosexual,8.742814590544464,A,104.94345236662916,-147.2001579453201,5.6969710075162245,-74.75957487999818,A,D,B,A,E,-68.33287016939884,19.008063979971134,-61.81319268509684,176.94109410256814,-173.9978928971137,B,-170.79066432122937,0
Mental,41,Homosexual,63.72666974953213,A,94.93729060354218,-40.12353104815575,173.08102872794828,81.91346691117396,C,B,A,D,B,-85.21339221867643,123.19937022207104,-48.96469993804741,164.81580272927542,106.55855774014289,A,37.49425189049971,1
Both,89,Other,183.1163366658876,A,-96.9021301011029,-69.45276578061382,65.47906743128974,-71.40377204469537,C,C,D,A,D,47.93316405398143,-14.36575476835474,19.647130299083496,161.5214859525036,123.38558035981333,C,25.104736699917314,1
Mental,82,Other,-28.892091537906296,A,-59.40882996329226,13.499710503698614,159.14246096878622,6.936577181754696,A,E,C,C,E,-110.39720526351253,133.20640314365622,85.82176308036678,-49.39734092259665,18.683986910721927,D,-71.11413090175739,0
Both,42,Homosexual,-24.778585735459753,D,7.160541893291462,53.14890252938172,-5.279384676900619,134.22981430879057,B,A,A,C,D,130.47001478596778,44.241611884975825,-1.3145814550856194,190.2577650306951,161.34080553457522,D,-130.79583692968052,1
None,40,Bisexual,-108.24464420885414,C,9.94118253711685,34.79110883060505,-149.16999697960128,-94.86793154225265,A,D,A,A,D,27.98607449857172,-40.80136656293738,28.76209282843623,63.96103508419364,-54.74096800297601,D,35.605545798812074,1
Both,96,Other,85.67931628071109,A,-12.5822354709187,12.744938686919339,129.1882177670036,38.805584265132026,C,B,B,D,A,5.430444506361617,-80.49195481532746,-179.82556563700834,96.86935306614448,-44.496577336355756,A,-126.10574387053887,0
Physical,63,Bisexual,-61.03519690544228,B,-0.006633501549518013,31.70914577493248,38.27585506237327,5.027388288037664,A,A,D,C,D,-86.83511822020023,8.424352596228308,65.55569211398699,-55.975380867652056,-154.50522415206274,D,-73.38185688203677,1
Yes,79,Homosexual,-137.3510421240839,E,2.849400649612263,-17.36717779886205,53.30081100809687,-135.0469601112226,C,A,E,D,D,-272.5804077186927,-164.19279323786313,188.7982144245439,-17.7992778999363,85.43463493150763,B,-6.353653810047537,1
No,93,Bisexual,121.80529887012335,D,82.40311368086658,101.45042659963349,-48.87747201492685,12.235732941517531,D,C,C,A,E,-85.32501510575688,71.11796380578913,112.84703473727417,-113.98861580891327,-1.1507302306139888,D,-7.229836983801441,1
Physical,50,Bisexual,15.58365348869849,C,-132.03426267430189,16.217115769689272,-64.61398905045976,49.59038186893866,C,D,D,D,C,108.39929538601967,-143.49050214315105,-65.4265499162982,-22.97035862361486,-139.3418556677327,D,113.87219441590979,1
No,43,Bisexual,96.14057957949565,A,19.271897048939486,9.434254277010291,-97.27588904607715,-198.1291432177747,D,C,C,C,C,7.456138954814564,-128.2934203432407,60.35845776344663,-23.378426659341542,11.753891565193882,D,-139.34784169286525,1
None,30,Bisexual,-125.37769168487038,A,79.99371990646587,-103.52781592479474,107.41211519674314,59.92285789891895,A,B,C,E,A,-3.133689953316849,107.31030739198866,-4.531383181706445,-48.292186570906345,136.6427270878605,E,-116.83599517989505,1
Mental,86,Homosexual,-55.59767291659574,D,94.93219996674381,3.0267822346345943,-35.20992038348153,-191.52186084747044,D,A,B,A,C,-18.962045422759918,-5.534149216349225,20.02950066535179,69.47951381903445,-74.50350948626821,B,-17.841382975938217,1
Both,18,Heterosexual,11.26968525846227,E,-48.92046129230667,261.59642662679096,113.50421316716788,135.86343230410404,B,A,E,E,E,100.38687621726051,168.71152646065198,144.73505284847286,31.640315446888483,-141.01492258300675,C,45.341799758314814,1
Physical,57,Other,-49.40879643589937,E,45.77832987092616,42.97890578269866,-17.548802700852853,-26.980783566798156,E,C,C,D,C,-31.98550127344508,199.359014593677,113.93642080618724,69.25552689166685,-45.583440740814474,A,70.22015270772366,1
No,43,Heterosexual,-161.2733060441167,A,15.358181501770568,50.86824791151741,-211.14192990066587,-165.17731418138547,E,D,E,E,A,-192.4308380041631,114.59588617140459,-249.76194197101202,-172.1284605757227,-32.00262731420088,B,-67.64888193265297,1
None,24,Other,-177.14950483102297,A,-92.22583616663245,121.03710131147349,33.29917871248956,70.22274290435963,B,B,C,D,D,280.6766264109404,116.49770727956546,24.903905419993215,-16.57382978151932,35.84075086307719,A,-75.67399606521685,0
No,38,Homosexual,-23.9177575430389,B,-129.60389422383366,-215.57155086600886,229.00572298817767,125.5893666046949,D,E,E,C,D,98.24446670546536,35.0076503187249,54.298105685621145,70.30021358791659,72.41764204123429,A,9.513287758522894,1
Both,80,Homosexual,43.88823826520461,B,67.6016763675744,-72.89332133612531,67.7814312295512,-43.6271498440889,B,A,A,B,E,130.44804006344933,-26.029737990425055,-109.14210241467059,108.53245303019186,6.174742944749723,E,3.6927561200027577,0
Yes,87,Heterosexual,-47.433781088381146,E,-109.22466712548643,-54.21087435059959,-44.42208862857657,8.843232436206312,B,B,B,A,B,119.69710750616005,-57.33191999682193,50.81920008115627,30.537764687181113,-181.08998320359981,E,-32.72862506783915,1
None,41,Other,-20.37087822436101,A,-109.80693486629075,-14.735541258831802,39.12017179598569,-146.9536826804267,A,B,E,A,B,40.893865514231784,55.86169418795526,-111.03280331588219,62.362693916697566,-112.25530582615704,A,153.05097713792597,1
Mental,44,Homosexual,46.649683141655,B,-94.29510527887149,102.2784827057202,-32.523915796055675,-74.07376359487493,E,A,C,B,B,47.09523669649573,5.113872120159781,-27.00983204184391,157.00794271353809,-43.766256906238524,D,-51.83921007962452,0
Yes,64,Homosexual,-21.572651309649167,C,33.69248957522951,112.72416094247839,-20.328870160442847,-1.3510797420182135,C,B,D,C,E,20.52885239209969,116.66439911135397,-184.69620580451536,-207.63681292559585,16.001171867187953,D,16.560638150568007,0
Physical,28,Bisexual,20.27344949035362,D,100.8543162366098,167.00402007021177,19.980780201064924,40.55886787108926,B,E,E,C,D,85.0244057775569,-150.51513923780163,-3.1354841971209293,146.22661146964288,-98.40769564834385,D,-87.6029255191882,1
Both,49,Bisexual,-74.76927436537368,B,186.47812122367137,108.85594587719531,176.0597835840815,-46.01818305589032,D,E,D,A,A,-32.816035060753656,-8.38555390906157,-43.17401430452447,101.53797816823771,-75.90229186124049,E,69.0361470008962,1
Physical,81,Heterosexual,59.03607030405741,A,200.93256935734146,64.64358890809369,-16.583099810957254,130.7237456139692,D,E,A,B,A,35.821880634452334,-220.95420176111395,41.195394142045764,-71.54332358989598,94.50404631791773,B,-7.621133091485757,0
Both,67,Heterosexual,-52.15976470361466,C,83.99032759614738,96.21572699393963,-50.43676727068345,76.3030397774208,B,A,C,D,D,-98.45873155874938,4.1741637527533,95.0896296136219,-56.03767151445225,-75.25399221075318,B,-11.36713503558836,1
Mental,94,Bisexual,161.53009922031993,A,-162.57299524994815,-164.75170338809318,-198.9904316065185,-53.69653877407677,B,B,C,C,E,116.56766810658195,99.62383416625357,-10.501490682921535,51.47857237028802,-80.75930920409733,D,23.17555615318898,0
None,20,Bisexual,-112.74758560969084,C,-82.09052761400427,34.19171564442524,10.021949339545877,-66.594883978655,E,A,B,E,B,-200.17301354046685,240.81827459556942,-83.71973279955492,-92.96068067384702,17.638531262624852,E,-117.30331991205547,0
No,47,Heterosexual,-57.05894229173365,C,-161.48172042729507,-31.59875408192826,193.76841297028906,4.246965503863734,E,A,C,B,A,137.12499874364468,-65.3717522048054,17.783875939420536,82.50796122836354,234.60452341126538,C,-52.68629142924386,1
No,94,Homosexual,102.81591694722331,E,69.9674276288977,26.14132379064439,149.42946004618642,-69.08086527461509,E,B,E,A,A,63.20549226635699,-146.09974137526228,-128.67127527221675,58.92854484122658,-73.56293710541304,D,3.8000323059187227,0
Both,85,Other,116.96433095220284,E,49.11344372754699,-103.46769937222152,-50.26081720262411,204.6926937008538,E,D,C,C,A,270.6113236510775,-36.597575296918706,-91.0267175648245,86.01539582287283,-158.90124181395393,C,16.982943920080963,1
None,96,Bisexual,48.22117343392479,B,23.790369520286674,146.00075998262378,-38.09809054899264,-258.14616827137223,E,B,E,D,A,15.36062040954111,-144.39909285553028,134.75302181392635,-15.03559759664963,170.25311001830275,D,-291.0661953935931,0
No,77,Other,-63.725064217885496,D,-80.11971462768209,107.01805183979482,-85.52430450562272,-143.6086210533037,B,A,E,C,C,-67.69169281420216,213.53959588890814,18.40366825499525,-28.506090829222398,202.9864809055928,E,-165.72508638348484,1
Yes,33,Other,58.977971301649134,C,-28.580822547983693,192.01914380480585,100.9393487150835,8.39588083706468,D,B,E,A,A,-112.32595031583001,-86.80247331373126,52.10162607931154,1.1754476984300777,-71.52315791890813,A,-96.9057680498047,0
Mental,59,Homosexual,-113.899617570713,B,198.46480236305507,85.07194815476315,-8.947168272427298,22.144320706221194,D,B,E,C,E,166.06534250164898,120.45938786543373,-132.0814882901821,-179.74929513563686,-16.612862979942154,D,-122.45329900966777,1
Yes,80,Other,-120.26715364377904,C,211.6227654049806,105.1422349426922,-102.92153030030242,-1.9567664039834218,B,B,D,E,E,161.9255390246388,59.25086172962251,-7.068647221746901,153.91343949661726,-82.8791503553639,A,-225.89539494454147,1
None,56,Heterosexual,-142.88569473254336,B,-57.34014496733292,-44.67057159727566,-10.2189092341487,212.50001360786536,A,C,E,E,A,-28.725252471302614,22.961824162611997,-51.125935632889494,-37.33549295013402,-109.37798016279395,A,-3.292158836799823,0
No,41,Other,111.22470204242305,C,-242.08123912843803,-83.17760579198054,-24.506900737775204,133.53431444474236,B,C,E,D,B,206.8360082391175,8.423631745135351,28.315312793239357,27.025656415463708,-125.99417662255854,E,156.19086622928322,1
Yes,38,Other,-44.01426106696,E,140.70889876386136,61.836118741605105,23.22035515386168,-207.3993862104709,A,B,E,E,D,-7.9743515245741605,42.34411720321619,-51.73012755416085,54.858479441480846,-8.581877359467128,D,27.713130479046384,1
Yes,25,Heterosexual,-24.462956139252515,B,-174.5777840988234,72.55224458941359,-167.6595067008665,-56.182908704820946,C,E,E,E,E,27.796373595228562,-20.273069431740513,63.83824621115277,-203.80604767243042,59.60954563594571,D,63.01827097207002,1
Mental,54,Bisexual,-32.95495203289091,E,-45.26428507182633,-71.7835063931069,-57.396034273259644,-88.34264083585104,E,E,E,D,C,-47.45039810260058,-9.99524667798282,-75.87217341516933,92.3225654960625,-74.24959688228789,B,38.07767741163299,1
Both,90,Homosexual,151.76222917467095,E,-39.837514646741354,171.67726509880094,-65.38405111990994,-119.88994647968067,C,A,B,B,C,-96.14349668642556,-35.07961770995938,121.62240938126243,-191.07730355275226,71.8877071946125,C,-109.130980975961,0
None,71,Bisexual,46.879064723177876,E,59.09659243894636,167.50529250127477,13.887885310753633,-9.217790808060036,E,C,B,A,B,-45.93945229742465,-92.41202835895356,177.27919564528008,21.522014990734274,148.48588469762848,D,23.873917753044047,1
Yes,34,Homosexual,37.26236640637011,E,-123.86135935514793,18.261397481450214,-72.97139007311561,-63.658531262433115,C,C,C,D,E,52.42894532472935,23.651380169589924,165.36110561196818,57.472221021657,-57.03935425968433,A,-43.70920477009605,0
Mental,65,Heterosexual,-278.41335604696064,A,-33.478747204569736,-76.02469830544663,-136.83103343191218,22.468139961595153,C,E,E,E,C,-145.0886120245618,23.056159844932004,46.916090319120435,54.12736443935937,-52.20340487582729,A,31.178762181041602,1
Mental,30,Bisexual,1.3750109781512079,A,48.790473077514456,30.72880113819535,15.934060297239746,-20.772078693815104,C,E,A,E,A,-81.98068268327383,76.37456324572591,132.0584028978634,-8.354682012883687,-107.0533136327209,A,225.30902477542907,0
Both,84,Other,116.98053648124029,B,-15.889839238670934,134.12297937340566,-96.82926688648713,-51.12555973053904,A,B,E,E,D,-93.25008819508265,-127.82103174191516,-48.75414982140613,60.82719501236977,-30.069669877754134,C,145.84811126392637,1
None,27,Other,-80.85036093959951,D,18.66197017486287,35.43069489246219,-34.59613274781723,122.081331785584,D,A,B,B,B,16.355749440608854,50.31514326807229,85.78523109013244,-76.07707230609869,-163.67694943944403,B,6.312164944470262,0
None,38,Heterosexual,142.2185512897481,E,294.2304444040696,98.51761097337064,128.05006747586725,96.79248133982333,C,C,C,A,A,-89.23340366093726,-95.6206990335527,-60.77122362228536,-20.790984824547653,-52.22590491904546,C,63.614765912127034,0
Physical,83,Heterosexual,51.642269484610395,A,108.05006078647028,157.009011985052,185.85164403354847,7.079566499036869,C,A,A,E,B,-159.94711734349522,-186.00672553197205,189.72545941655622,26.06505383337465,215.54484954704645,B,-135.59183276222035,1
Yes,73,Homosexual,115.54428597605568,C,-133.81307440276714,89.35022884766374,8.285355751745307,-90.74946906625182,B,D,A,C,E,57.275788738544854,10.600893292932897,-93.68056261610934,-22.000697889102778,0.8412788133945276,D,193.26805752567105,1
Yes,25,Other,55.12112370010861,E,2.444034931395438,203.6618407494127,-95.15466327099055,-6.109675991862747,E,E,D,C,E,57.97870153867084,-151.29937833191377,-43.72341583704271,18.585801387028827,-19.35041311994806,D,68.19050618535918,0
No,78,Bisexual,-43.27393686687452,D,-104.85458244423991,1.7125185873805822,-13.432652533929538,42.71153635667593,D,E,C,A,B,-40.47467085323457,165.6602129133115,91.28919711088764,94.15280581321332,-148.82522274741302,D,-72.7034165429587,0
Both,86,Bisexual,16.017386242454734,C,47.63868720150807,-101.54800388246142,-57.433227551024046,-45.02925789574636,C,A,C,C,A,148.26726769850754,-63.6510577886817,-119.91755955921668,-207.9400297959589,-60.01985019422054,C,53.230560645858084,1
None,99,Other,91.40736804576046,A,267.7589421201506,-77.42570410167595,82.58196744652673,227.54050699765833,E,D,A,C,E,-76.69696471414447,25.656899301065643,77.1832224323781,-180.02921746721213,222.8335331576555,B,8.875122953621817,1
No,36,Bisexual,-76.43867295108657,C,15.961934847193199,50.92584858780146,-50.33782387124126,165.27110743720303,A,D,A,A,D,-38.937553368175145,-78.8392845985939,-86.92152790096974,104.67567413537952,-64.75585820307779,E,21.517003533572364,1
Physical,73,Homosexual,-112.44657129513567,C,-78.61011649109662,-33.85449811159437,-66.6278822245089,-40.943992647684205,C,A,C,E,C,-73.98809616143369,102.82404640750093,31.59155415250194,-91.37080722789106,-24.813743149876675,A,225.68949489973664,0
Physical,44,Bisexual,103.29101415481941,B,-194.70272051992515,12.34854392174849,-229.06468174175544,-74.66939237513415,A,A,C,C,E,104.45960650214006,-81.40559813165,-202.01986848366883,-124.61447612043757,36.02109869301665,D,47.55388025234968,0
Both,71,Heterosexual,-71.95354069977286,A,-208.03534596383076,4.448122173541249,-108.60220957740316,-80.0737234536106,A,C,E,E,C,49.175961082909616,-85.07783136826775,53.92331037730176,-12.210480044966765,-194.5391091468836,B,131.2504397462819,0
Yes,79,Bisexual,-113.7456670263414,D,-33.96794577386976,-43.08400561106802,-77.3409756342106,-110.15738242819889,A,E,B,A,B,-13.03813115664734,25.75498226527707,59.054061846821305,-79.05543821480948,-116.85661359578619,A,-137.9706021307155,1
Mental,19,Bisexual,-157.94100902526262,D,-105.58867719443934,-12.749624556622008,-93.99186580189333,20.218043086774976,B,A,E,D,C,68.31716828004679,71.50420145758282,17.714261944477823,-123.04735426639391,103.72187148816437,D,-2.064921911647452,1
Yes,59,Other,-201.95027226755263,E,-32.800954275017986,-39.050604771107544,-114.87650229901274,-15.681030425376969,E,E,E,A,D,106.78999676838721,-25.77409564059109,-12.604221709688476,5.967260593762033,185.79712057411362,A,-40.392748917946626,1
Physical,38,Bisexual,-95.2898202618765,D,24.160029896032515,95.58655514259395,205.05984664376106,117.95874265779891,B,E,D,D,B,-43.995756667640244,-32.60116671485764,45.93650063388569,6.247428209007149,93.81924530482206,B,-64.31778101514155,0
Physical,58,Heterosexual,26.874278903302873,A,-42.01663000096521,-69.07910563557252,-48.81399357771151,-109.07291335989046,C,C,D,A,C,98.73051611077975,-104.03194427625426,109.23714407349043,36.38925816595894,-212.2504910694352,A,-219.30177850197637,1
None,55,Homosexual,-54.67800163920198,B,-48.23774395037624,-31.961144760078756,64.66837008855222,-29.323280682488907,B,B,A,C,A,24.56528572182633,-11.178594047218207,50.387090899769014,29.385174015258684,219.41789761712914,B,-13.265127626678868,0
No,31,Heterosexual,-1.4253159700171685,A,34.72103648133281,22.162090320063953,237.94524928068412,-129.52482147055994,C,D,B,E,C,-27.257021525763843,25.804503411516123,66.63509877606512,44.12174770088546,10.652929249089706,E,-59.94673391277525,1
Yes,36,Heterosexual,-86.77100172226554,C,110.43634477881265,37.58465989162185,-153.10946616787342,-41.747671206640966,D,E,D,A,E,133.69219696289187,38.89460989893202,18.02491844785325,-7.674585728686542,31.616733672825724,A,-41.77378136272728,0
Yes,96,Heterosexual,-132.29608653425953,A,109.2518348490917,-67.16341255474994,118.90410763774977,191.3838127888293,A,E,E,C,A,-35.341090887979796,177.90072140903058,-222.76983061424028,111.06475904913889,79.34062280399755,E,5.274002316535798,0
Both,63,Bisexual,145.76133346545552,C,-11.54283837444588,28.197624576892334,-14.013823218635906,39.12446307294347,C,C,A,E,E,-80.66951181061303,64.53410935834448,-24.430526307180443,80.31085019999357,52.00063938883921,D,-77.69140750730307,0
Both,68,Heterosexual,-38.91748731870439,E,-97.39038919217298,-50.0940695963549,178.17303877054002,30.63824810425703,E,D,A,E,B,53.383785901938076,-62.92073846031278,-117.32602827353098,83.19539637306728,-121.41727423204196,C,162.4844445592233,0
Mental,25,Bisexual,-88.48285918745384,E,142.75566963709306,113.85794107175626,12.221311151112332,56.978678467364276,C,C,A,A,C,14.384724519268193,64.88946452047583,-45.54641266597571,-99.3808090761015,-134.47225089481321,C,-26.257155190080972,1
Mental,50,Homosexual,76.30465483056153,B,197.1561887097527,97.56562909312186,107.17069606193554,-69.34721240564377,A,B,A,D,D,-81.07275694452845,-41.83884800159512,-89.80747889442154,-138.26264794068598,-83.29758129553466,A,-119.90119572082216,1
Mental,62,Bisexual,-108.34599631880819,A,21.19028808137815,-95.70609931645761,-4.511513683354559,107.11246097117031,E,E,C,D,B,-225.9392391990175,90.61657126706771,63.45206291655677,91.8189605390098,87.29536247236953,A,0.1552276851456302,0
Yes,71,Other,-23.724110369445064,D,29.8939081254547,-27.829674740860984,60.5579958644803,87.16823927977234,D,C,D,B,E,-41.907731467235095,81.02570011503191,-107.39715171404767,36.35666100106726,78.17267806690222,E,-20.679052880295465,1
Yes,80,Heterosexual,131.57443935948544,C,-65.67313826272796,-124.77227432937681,-65.37475497597651,-5.186627395738272,C,A,D,D,E,-4.4874330093907595,27.318929308196378,-143.86697254798355,-44.57324034102415,17.058970052788112,E,56.953733903500314,0
Mental,99,Other,-105.14187605997564,E,-162.86744433359982,78.19153461398028,-94.82724676914368,30.911184095457273,A,D,A,B,B,-27.030906332312437,118.35121502654773,-124.66469379802511,77.597593360945,134.69702182561306,E,65.92356620351659,1
None,38,Homosexual,-318.30359289262975,E,177.04199036351108,70.978042800336,78.81390740548329,109.93143294076364,A,B,A,E,A,17.248309912594305,113.21118533043378,111.39759379441074,48.809072773574215,-205.37758976860312,E,20.915063452918425,1
