sexuality,Disability,ethnic_group,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Heterosexual,Both,Other,India,-47.93077219605962,B,-68.27113941570761,E,D,B,B,E,C,D,D,71.31360720516227,-68.11717276689035,-211.8649244306103,C,-27.72977208770195,51.39139209620952,112.21762652114468,D,1
Other,Physical,Hispanic,US,-35.68097470290839,B,66.09872992225753,B,D,C,D,D,B,B,E,100.81264117755948,24.691657338455315,113.95108223356833,E,41.42790661588151,-187.65158758198692,-65.41961108383224,A,0
Heterosexual,None,White,US,-31.933387751958968,B,-19.374099658920652,E,C,B,A,C,C,B,D,-120.87191282203129,-2.729526738302281,-22.314587875560473,A,-18.210112485769265,2.152109927499404,-90.77438252621108,B,0
Heterosexual,None,Hispanic,Mexico,-125.4253884668735,D,-32.8640857170293,A,A,C,D,D,A,D,D,-41.01667361638673,7.856717022824132,116.24084528158613,C,-30.47773034877982,-56.219534191053754,154.44079909368585,E,0
Homosexual,None,Other,India,-120.23456552065161,A,-97.45813605098984,C,E,E,B,E,B,A,D,131.84117870082235,-133.37560857387103,107.9609545215731,B,-142.58244000044294,94.43418548702675,265.23641261712265,E,0
Bisexual,Yes,Other,India,7.602294730674472,C,-63.236977198368585,D,E,C,E,D,D,A,A,2.116522663880479,-91.79903078116376,123.05652549496668,A,-224.4601220335557,22.31556057793596,-44.771363172093146,C,1
Other,Yes,White,Mexico,-96.07468097841294,C,-0.7455864484867963,D,B,C,A,A,D,E,B,206.1401779868897,-15.290981802232473,-47.05229486440303,A,-9.532932941443443,52.08843776318544,-217.32203817745366,C,1
Bisexual,Physical,Hispanic,India,138.34072798340975,B,89.04314603305235,C,B,E,C,E,A,A,D,-11.924085265846404,134.87137945429723,3.4455044649850617,A,65.27558148324249,10.041863104265026,62.29043177560166,B,1
Heterosexual,Mental,Other,China,-106.62306118629743,B,-40.91598032227456,D,C,E,A,A,D,B,E,-91.2168164284127,23.508912090282656,80.09954394930737,D,29.764299265907912,60.413154776420676,-144.63002661127302,A,0
Bisexual,No,Hispanic,Brazil,-54.843470916500806,C,55.95418209258646,D,E,A,E,B,E,B,C,-112.36925776820166,-90.25309134342108,-38.81053637827759,B,6.32661923266913,-128.64395084995417,-25.998187996028644,D,1
Bisexual,Mental,Asian,Germany,-76.3021897729448,E,26.481703761741787,D,B,D,D,D,B,E,A,-2.530744143933105,56.813491854308666,-47.357254362620324,B,5.073650554186971,180.82346204106423,83.31156231359884,B,1
Bisexual,Both,Black,UK,1.7255599685133287,D,53.66364495569918,B,A,B,C,D,A,E,E,99.64056414321124,98.27441759029838,70.27324173244061,D,-220.26112071141472,281.3016130817314,143.81300594153578,A,0
Bisexual,Yes,Other,US,127.50515353936636,B,32.83100340398231,D,A,B,C,D,C,C,C,-133.56467278654458,-3.4044439498815047,-51.39876139509377,A,155.1238689685239,-134.02346154750816,-75.06182455112099,D,1
Bisexual,Physical,Asian,Brazil,-25.27849855779014,A,89.82460339375965,B,D,C,D,E,E,C,B,52.968006380962876,30.20267227284345,18.98409818658289,A,9.671964500100263,-150.90630221254108,-215.14273459381718,B,1
Bisexual,Both,White,US,-145.44197334649027,B,-13.25780667718356,C,A,B,A,D,B,A,C,-30.474127384066378,146.76738609895682,177.2692154013592,E,148.09379670086327,-252.65696975780867,191.6275549445996,B,0
Homosexual,Both,White,India,10.842346558066607,B,104.08434939138031,A,A,A,A,A,A,C,D,71.68128051148238,-215.2034043743837,234.85044592447002,B,-52.53439336704281,-20.57551694990761,-205.87624674496578,D,0
Homosexual,Mental,Hispanic,Mexico,-85.07923105073687,C,-53.17006263630633,D,D,D,B,B,E,C,B,83.38792813646243,25.849816759832233,38.87785933668369,C,78.92429873880438,11.17942302083621,-7.951128926262381,A,1
Other,Mental,Hispanic,Mexico,-128.0257721655651,C,-161.72884489468152,A,A,B,C,B,A,E,B,-61.256010992704276,-2.8544474823200288,-2.0391681311066114,B,-140.06193898650832,-152.5792325239064,32.47980576122123,C,1
Homosexual,Physical,African American,Brazil,212.2497264708089,B,3.529801033084882,D,B,A,D,E,C,D,E,41.93770334710722,-50.0384580519708,-81.84769719864637,A,-53.4112998735212,-93.48377485475802,-230.12543383287317,D,1
Homosexual,None,Hispanic,China,29.900938081676177,B,-263.88237157841365,B,C,A,C,D,E,C,E,-266.3039801082012,-14.77762059840672,105.60325050223736,C,-25.385837227009915,36.62517542895814,7.70587940038197,A,1
Heterosexual,Both,Hispanic,China,40.282244796254886,C,-14.60307674160112,E,A,E,C,C,D,E,A,-19.818663796185877,57.351309592009756,-21.346310429264875,B,-42.45078010107404,-164.26952129638207,-9.761075282009072,C,0
Homosexual,Yes,Asian,Germany,133.60015236474737,A,-25.232968831505975,E,A,C,A,D,D,E,A,159.25843383824053,-27.641735340664773,36.26449816150208,D,-150.59502750826908,244.6223463409699,-130.5441526949572,D,0
Heterosexual,Both,Black,US,-4.107162763315087,A,106.74116902890178,E,C,A,D,B,E,D,A,-35.854994807811835,-91.54098955424371,36.57104212477791,C,61.30543237136548,47.46693848394554,119.22693162067854,A,1
Homosexual,Mental,White,Germany,73.66052639528539,A,-57.57954940752627,E,C,B,E,D,B,E,A,-3.86453244279208,9.534287649652002,-58.74900095959609,D,-17.697105851634525,63.28166065265059,136.92046719754364,B,1
Homosexual,Both,African American,Mexico,-43.353821081627885,B,106.07763294043852,C,D,A,A,A,C,D,B,-19.118386295021267,-48.57762881948138,10.960289366560461,D,170.4060908565883,-35.506257056406575,-71.5351718964733,C,0
Bisexual,Both,Hispanic,Other,67.36194882728053,B,39.42276336626447,C,D,E,B,B,E,C,A,-69.88820428099415,116.2389749229068,-24.831753884758577,D,-45.79571403291045,-72.89986496760599,-55.37814607903275,B,1
Heterosexual,No,African American,Mexico,30.968485545072756,C,50.3798737166109,B,D,A,D,A,A,B,C,19.764323512318025,71.19807584540997,-40.53595737254065,A,102.39165406950244,81.37745257629051,-3.214987296078262,A,0
Bisexual,Both,Black,Mexico,16.513423242644034,D,-27.07940382576604,C,D,E,C,E,E,A,B,10.573440438677608,151.65603034715835,87.94319957864947,E,-32.059977581107844,31.651350547099007,-60.75896501700895,E,1
Homosexual,Both,African American,Mexico,197.62876905983012,B,-118.52062316143778,C,A,B,E,E,B,B,D,77.89309867661365,55.778474707798274,-10.275831616124432,D,-217.50083483455236,-12.165825001893477,-97.44750278662607,E,0
Other,Physical,Black,Other,86.52409175486248,B,170.55655240878303,D,A,D,C,A,E,B,C,-37.68085282193647,-62.14263915011632,-31.91587672712206,A,92.79391423208315,66.7797333776606,-74.79359100059105,E,1
Homosexual,No,Other,Other,79.45043628815803,D,163.84228127341422,A,D,A,D,E,E,D,C,-41.542912453564554,-49.28839015560475,-13.190978566867889,B,-56.228300706204074,159.9704458671268,45.47052757228043,E,1
Homosexual,Physical,Hispanic,Germany,-10.662981164368462,A,104.09795288285153,E,D,B,B,D,D,B,E,-23.56962474984934,-179.6419878132651,-29.724564447703166,C,-142.6074262164801,-139.74457387438324,-167.58324787657523,C,1
Bisexual,Physical,Other,US,-150.62536164800886,A,-105.54187166213347,B,E,E,E,D,A,B,C,-60.320273510537646,26.47204562734472,78.57004484794349,B,170.12943120360652,-27.91082412193556,-158.226859902259,B,1
Bisexual,None,Other,Other,32.63581716956247,C,67.08938696344727,B,B,E,C,C,D,C,B,84.87388087542406,15.539267648913546,17.228258228830363,A,54.513692460732464,16.847645093547577,-2.536497041245817,E,1
Homosexual,None,White,Other,117.50513380235752,E,132.12712832828234,D,C,C,D,C,A,B,C,148.74256983262404,169.30701588611788,2.556801550043095,E,-145.45903542319022,25.958235084871923,-152.32023483686837,D,1
Bisexual,No,Other,Brazil,-98.8178033745899,A,-72.84449670703785,A,E,C,B,D,E,C,D,-49.98404138532909,-18.899978229983223,-103.58873289153281,D,-15.997682400987207,-44.42704030408954,18.070442366845427,D,1
Homosexual,Both,Hispanic,Mexico,6.806317778304906,A,-25.369340622521147,C,B,E,C,C,D,B,D,93.4524347177815,-20.753844925010938,118.45917946127061,D,-65.98703478694458,127.87183652348865,-106.9311416672895,D,0
Bisexual,No,Hispanic,UK,-120.55884856085481,A,-1.2411184628218532,D,D,B,A,A,A,C,D,-113.54605798166742,212.10997605439778,-58.42042252340258,E,73.0875349546481,-58.8841994341588,20.03093559021362,B,1
Homosexual,Both,Other,China,-117.02541895914409,E,25.81436445085437,C,A,E,C,E,A,E,E,-216.9986510176203,68.80088843611286,150.260425496813,C,-133.9368083460691,-150.5428549264688,-243.08771258126973,A,1
Heterosexual,Both,Hispanic,Germany,125.79568854026613,D,74.33458452922535,C,A,A,B,E,E,B,E,64.06902350121865,75.97697204388957,-15.875670048424997,C,-8.516408944759075,-138.00683971137943,-112.19017392097037,B,1
Homosexual,No,Other,Mexico,66.38662898752244,B,43.76942165870685,C,C,A,E,D,B,D,E,34.362667808070185,-147.03354145201072,-154.7974405835432,E,-65.45678114143475,-3.8918121732774895,62.45350957360697,E,0
Other,Yes,Other,India,87.00384919361242,A,49.42281643113313,C,A,A,A,A,B,C,B,258.22308827795865,83.36127034938949,34.418625497784326,D,156.1597156356377,66.5215220313034,-139.99510219736692,A,0
Homosexual,None,Other,Mexico,133.6003105720276,E,13.18888284784083,D,C,A,E,D,C,B,B,-101.46592672166655,-58.55420948501175,94.58160097290184,C,-51.460614679321736,128.70285263024272,-25.969562698071634,B,0
Heterosexual,None,Black,India,-134.26277492631792,E,-11.34159875629227,B,E,B,C,D,E,C,C,11.858270676484064,120.38489501516212,-73.24553923078743,B,91.78688169019328,-32.26018687301074,-3.2691131936858664,A,1
Homosexual,Yes,White,US,25.17189749186463,A,24.000482145906474,C,D,B,B,D,E,D,A,-67.33084914363269,62.58228032942772,52.78976118486255,C,73.51964488942497,60.82100660908763,86.11938980644251,B,0
Bisexual,No,Other,China,96.81207910872004,E,53.94017626092539,C,C,D,C,B,C,D,B,130.11099835583647,-120.08706871877854,4.116749018596224,E,178.79634407812378,65.8769554133382,309.71755396089316,A,0
Homosexual,Mental,White,China,13.42076163929572,B,154.3160285661192,C,E,E,E,C,C,E,A,-85.77232306079549,144.86089569582572,28.79327770870971,A,-53.26584591261898,-139.31739359814569,101.17050959146938,E,0
Heterosexual,Physical,African American,UK,156.08513712609968,A,21.86005636953353,B,A,A,C,C,A,C,D,140.72015424998648,-115.1806787045124,-73.27747817116543,E,-80.57968312652719,97.81383091597995,-5.180524151724544,A,1
Other,Both,Asian,China,-44.11967257756975,C,-117.22759023486809,C,A,A,A,A,E,B,C,-56.73127833947183,-65.28779772650465,-64.63532536926616,A,-99.58671319013483,-54.30599797547505,72.06578665937317,E,1
Homosexual,Both,Other,China,-121.68719422291386,A,-38.947847235852414,C,C,D,A,A,B,D,D,266.9602790782204,-116.90513458484091,86.94474330738903,D,-58.0439052162935,41.86931367353983,-96.28219866102329,D,1
Heterosexual,None,Asian,Brazil,52.00709493979222,D,-122.57358269716237,B,B,C,A,E,E,B,A,-64.70293618482197,60.74445452094217,128.33539954256926,C,156.0325334284228,-147.4475181733972,-36.136394603288245,C,1
Other,Yes,Hispanic,China,-53.89798282415932,D,69.08126195309559,C,B,D,A,D,D,B,A,26.669309006673796,66.16979329824385,25.67172587323101,C,-60.94846299958565,10.65522033274193,166.50719380272088,D,1
Bisexual,None,White,UK,85.7636823277113,C,-114.83152688234817,B,A,C,B,B,A,A,A,167.6520504437403,-63.41052641495881,2.107314241607906,D,50.607783853777036,-132.90885731722503,4.620644966632641,D,1
Bisexual,None,Other,India,-118.87955855454359,C,-136.3175308860544,B,C,E,C,C,D,C,D,74.60937848530858,-79.44966471833197,140.29806087334458,A,-78.05195292275508,205.72246598906307,-107.29054855552602,C,0
Heterosexual,Mental,White,Other,78.55005832651271,C,-21.8645465824394,E,E,E,C,A,B,A,C,-154.0643493788084,-28.319913083399268,120.24305039595869,C,95.66596347783499,86.45562374783123,38.198595323533276,C,1
Homosexual,Both,Asian,Other,-76.81060672482161,C,77.97559839804865,B,D,C,C,E,A,A,C,-53.2565815833847,-58.26857467477111,121.88192309448871,C,97.77075882088585,-1.4321244444920467,-114.71169169057096,A,0
Homosexual,Physical,White,India,-118.65989331552476,D,-77.42365544166255,A,C,C,B,B,E,A,D,-113.92179917759695,45.21579441437216,9.330990641031311,C,-75.93891997008375,44.41842504370025,-32.06461601737209,C,0
Bisexual,Both,Other,US,36.05306239098112,C,25.057210987619875,A,C,C,E,B,B,C,D,-15.746439914580868,-97.07450128211369,172.3502199597036,B,-115.91592946565554,61.40104199276334,96.1414845144437,C,0
Heterosexual,Mental,African American,Germany,-27.113782602152238,B,-11.534604693252804,E,A,E,B,C,C,E,A,-92.07398811324326,131.6826772984165,-41.40749796192396,A,18.337424392762614,148.3439810401614,29.933455356721122,A,0
Homosexual,Mental,Other,US,-7.731963849537005,B,33.54134880074673,B,E,D,E,B,A,C,B,-23.925276656371032,123.68058438055682,157.56584841405683,D,-4.317292125646602,-57.72084955347755,130.57802357965122,B,1
Other,None,Hispanic,UK,27.215456974755014,B,-50.63002708153619,C,A,E,A,B,C,A,C,-102.19112707240372,-151.37338464555737,-102.36122268321796,A,-62.704450261865055,-219.87719007732593,92.41666300876997,A,1
Other,No,Hispanic,India,-145.12779745400402,B,-37.968763753175224,E,C,E,A,E,C,E,C,-73.53265208423564,-157.3630582592643,-249.48056256407853,C,257.0645574884139,-107.88658946727143,-46.02587743993765,C,0
Homosexual,Yes,White,US,9.728825284680326,E,-63.049678740102244,A,A,B,A,E,C,B,E,-35.17015977973891,41.556115354353715,13.406834427492939,E,-139.50987653057442,-129.24540127907,57.658371389532206,E,0
Other,None,White,Germany,23.798539660710397,B,-148.82644759222566,B,D,D,C,E,A,A,D,80.3147301134736,-29.245066375457068,56.069548957280254,A,-13.777736605984837,-30.986681535399757,43.055084570705006,D,0
Heterosexual,Both,Asian,Mexico,80.86611492042263,D,-37.07310663360861,C,A,B,B,D,E,A,E,-19.268813018822414,-117.95645148431507,7.122847321710113,A,-100.8538571342732,-32.86348321449083,-14.298367836021713,D,1
Other,No,African American,Germany,104.4102691512315,A,-8.71784523804747,B,E,D,B,D,E,B,B,50.936821877444075,-22.22129731046185,-86.78132021427307,E,69.73842987592364,34.2521999283724,5.841562983928908,E,1
Other,Mental,African American,Mexico,-57.68782115862431,B,-110.91001306136252,A,D,C,E,B,E,A,B,101.60131504285152,-80.66038626633554,-35.261265489002085,D,-89.24703749049169,-72.43297055111249,111.78083536168113,A,0
Heterosexual,Both,White,India,79.66428265955486,D,72.29997023580698,B,A,D,A,E,B,A,C,-83.8896956322558,21.861843487165185,36.77702601917027,D,-115.83812119993901,89.34752430237418,95.18578985855967,D,0
Homosexual,No,Black,UK,-111.75530093775279,E,280.3508192471608,D,D,B,A,C,E,E,B,56.41202260206438,-21.1112864344896,63.037793835013254,E,-54.96167706707337,-64.27359648747569,90.04659547392755,C,1
Other,None,African American,Other,-70.02973816575202,C,77.38695832281668,C,B,D,E,A,A,A,C,-23.574053626391166,48.28708610063393,38.348285695969146,E,-60.773069044406945,-104.87223048762202,21.31611236044772,E,1
Homosexual,Yes,Asian,UK,-87.17956170765405,A,138.22059579411027,B,E,B,D,A,A,B,D,-87.22990652838212,-9.704871080112287,-94.70221986779723,C,-94.8612089697664,-15.853250367641744,-55.4023230498349,A,0
Other,None,Other,China,-39.185367180419846,E,-114.89781047741161,D,B,C,A,D,A,B,C,-20.3319696745998,-66.52337357053013,120.63657006746531,E,93.9043664165513,-129.69622798291024,-17.58854462581388,B,1
Heterosexual,Physical,White,UK,-27.8502231990033,D,14.980855847830915,A,E,D,B,C,D,A,B,201.32172853477726,8.461674430462612,14.390532879544866,D,-82.75989367122224,-86.81884359370676,-7.086207156872967,A,0
Heterosexual,Mental,Other,Other,-44.37530456639475,C,-198.86144921632584,E,C,B,C,C,D,E,D,107.46513444281673,71.79313152774988,130.0405924926906,E,-168.93799322782485,39.629952217076344,21.409691253203437,A,0
Other,Mental,African American,Brazil,96.45338893300601,E,-83.72313982706547,D,E,A,B,C,B,B,B,-45.5557621835051,41.770485489964855,-24.623708384220535,E,94.11368192121081,-83.12107090339443,29.387042510607596,E,0
Heterosexual,None,Black,India,31.22303257262106,A,-93.41278988875645,C,E,E,E,A,D,B,B,-58.74331364346528,-111.37305105221182,-37.19407439643903,B,136.86186333422717,90.53925414977338,-37.15797157594743,B,0
Other,Physical,African American,UK,149.00937257629226,D,-197.28709855115224,B,D,A,B,E,C,B,B,80.65882278656879,-5.139254793435602,11.747948939505362,D,147.07311802657193,-0.20961228676266802,-26.927353624628076,C,0
Bisexual,None,African American,US,29.351198258398203,D,56.25566939861937,E,D,B,C,C,A,E,D,48.08559912582584,-126.46824026407897,-40.169291283291145,D,-4.861812171198667,75.15809950934445,-93.14870234227303,E,1
Heterosexual,Mental,Asian,Brazil,50.81360087965202,A,-95.49328406455788,B,A,C,E,B,E,A,B,-64.77874216186699,36.96081826780309,-128.11246646981,A,-65.90675821369095,-126.9120938332174,24.260304623338396,D,1
Homosexual,Both,Asian,Brazil,50.62954551452559,E,33.39011335235279,C,E,E,E,A,E,C,E,136.4470456846803,48.99714156283878,118.00561990473808,D,158.2982227077604,67.81844508034536,224.70477008723893,C,0
Homosexual,No,Asian,Brazil,-122.89973073984366,C,-45.02897121692242,E,E,C,D,D,C,D,E,92.27639678528003,15.445509697960539,75.38746952891114,E,-139.3238154565925,8.6302322376652,221.840254673999,B,0
Heterosexual,Yes,White,Other,-5.71658120780897,B,-52.572521652405534,A,B,C,E,C,B,C,D,-131.46467724121578,-173.4518985035927,-15.584114688054724,A,91.08544797241017,119.04504769220871,146.24037926411043,E,1
Bisexual,Both,Asian,China,-13.084171721939827,E,233.46798007377788,A,B,E,D,A,A,B,D,-10.547222144930139,-121.06275313255522,-213.45754540201378,A,-88.17519388921646,-2.8289975415070328,-10.566912461406014,C,1
Homosexual,Both,Hispanic,UK,-37.55766751621141,D,131.9965295159579,A,D,A,E,E,C,D,D,-81.64083695306225,43.88858474802122,-26.860285195019785,E,140.33873159062688,49.09785529137435,-84.77153465501357,C,1
Homosexual,Both,White,Germany,-112.04544856792783,E,189.77431945945006,B,C,C,E,A,B,E,D,-63.444046049669254,51.958885942822405,-107.58033570937464,C,69.66657777595331,-84.60874742569916,-131.1800065631221,C,0
Heterosexual,Mental,African American,Germany,-154.81768672152862,C,35.239064863576466,D,E,E,A,B,A,C,B,-138.21494875831232,-66.78471594616407,126.85203940981754,C,-92.523763155573,91.27724085488592,-72.96989696845316,B,1
Heterosexual,Mental,African American,China,-39.427548386729754,E,20.743797213944095,B,A,B,B,C,A,C,D,-134.26975659798606,24.459832695483563,112.16663231280168,B,12.490262187687955,128.99881901477806,-37.723417992563526,C,1
Homosexual,Yes,Other,Other,-91.16560553259625,E,-45.59861629123788,D,E,E,A,D,D,E,C,73.56807497243732,-128.0607176131636,143.82519696166614,E,4.880968050168093,-155.1543907607245,28.72827633510568,E,0
Homosexual,Physical,Other,China,-99.76537235704586,E,-63.00539003566195,C,E,B,D,D,B,A,C,11.528077452323863,259.2216128320371,54.481362542210086,D,-12.343756827469486,-63.936085494824056,1.7448071578566675,B,0
Homosexual,No,African American,Brazil,-50.625915594823546,B,-140.2073028407061,D,E,C,B,B,D,A,D,-102.22663379714132,61.097892730115376,-150.77965964433557,A,45.80537291596598,-24.994835235946336,127.47801169034273,E,0
Heterosexual,Physical,Black,US,76.60605879684137,E,94.84430520403727,A,A,A,A,C,E,E,E,104.38670969769942,80.10194053481973,210.9736443947094,A,15.545996775086444,-19.19507583552076,62.0743350580363,B,1
Other,Physical,Asian,Germany,63.902773640341415,D,141.5550795154839,B,E,A,B,D,B,A,C,-48.161103877721494,-8.7714582055358,-1.6600695373645569,B,-53.831742805879315,32.93740641206796,106.36912055324012,D,0
Homosexual,Both,Other,Other,96.47238312355508,D,-25.63158424565966,A,E,C,B,A,D,B,E,-20.906987830030257,-74.67591569674124,-30.10354625223264,D,-26.08694511980978,-10.49831564602269,-119.36591945329167,C,1
Bisexual,Mental,Other,Mexico,121.85922431384164,D,-72.69545422477542,D,C,B,E,E,B,C,B,-54.66574273270549,40.304339236262976,-60.285984017950746,D,60.650448429206364,-62.21981980967484,-129.2273470827211,E,0
Heterosexual,No,Other,Germany,124.04186924817111,E,133.02657461606847,C,C,D,E,B,D,B,A,256.67695492520767,-22.90998967955861,51.95953653249082,C,46.298285059542074,-79.4359257934953,-32.378493632404805,E,0
Other,None,Other,Brazil,-155.31368356151697,D,119.72480543341466,B,A,E,A,A,A,C,D,-116.0783879355251,-19.27420217222101,-125.58130055603998,A,136.92038932895656,-86.35119109149255,-88.74217618469916,C,1
Bisexual,Physical,African American,US,211.74276489345684,E,-136.31703196406067,B,C,A,A,E,E,C,C,-111.61009735374914,-26.88369590967935,121.38520113717173,B,140.52568625722358,199.20373096415204,-37.68610356118479,C,1
Other,No,Black,UK,-86.04989526586583,D,-92.45860307106985,B,E,D,E,D,B,A,E,50.143197925964756,192.33788080805243,112.56563009473277,C,-107.29999466146374,-86.46227911773863,82.47985879727439,D,0
Bisexual,None,Other,India,-4.977414175559218,D,24.337056087635364,A,D,D,C,D,D,D,A,-70.79485493250253,33.66135484402684,-55.97697313912617,D,-49.551212166675185,-81.93967592347468,230.96598221768767,E,1
Heterosexual,No,White,China,-62.69236849494848,B,-13.538594611438276,A,C,A,D,B,E,A,C,-106.49859017319478,-15.41255203662271,-11.174049310624577,C,152.79390136975366,-164.09867433881826,63.59872326470195,E,1
Other,Both,Black,UK,152.87337297281192,D,-129.4854924705523,D,E,E,C,A,D,A,E,67.99280641987518,-25.50918571061572,100.77869916197292,D,-128.9658960965412,109.78584658870167,-163.21461890407346,C,0
Other,None,Black,Other,-98.76779949012597,C,-73.59730650898787,C,B,C,D,B,E,B,E,-223.3278159299111,59.71783750123505,133.23021169546044,B,254.415449000744,32.82006301540213,36.06860386930656,B,0
Other,Both,Black,China,116.63817402930702,E,-21.032110236264447,B,C,A,C,A,B,B,C,32.12461129517556,-38.374694285591474,-34.606996769800794,E,-72.18444433678938,60.527227094314554,-164.2428958726391,D,1
Heterosexual,Physical,Other,India,89.47645708807717,E,153.96124572740572,C,B,E,E,A,A,D,E,54.32882921284637,32.05687162073869,-147.12008090863372,C,-66.68757710018487,-312.42230189286636,-39.51442033644643,C,1
Other,Yes,Hispanic,US,-220.49248813572194,E,-73.72629008641923,A,A,C,D,E,D,C,B,-101.33712181880652,15.059646118088635,32.92151279420688,B,3.97410648346505,-43.80161930369465,31.31567997978791,E,1
Homosexual,No,Black,UK,110.17083787763526,D,-47.286167537050446,A,B,C,C,B,C,C,E,-72.07200682817142,-91.18697220856694,42.70128535371527,B,-34.1355025298888,-47.39469029323562,-29.879363923133674,C,1
Other,Mental,Hispanic,Mexico,19.431328006728364,E,-357.73802180408853,E,B,D,B,C,B,C,A,-11.262261904735025,-49.136581466764774,-341.70397195546855,C,41.14740404093132,21.950075650330948,-116.67245711796363,A,1
Homosexual,Physical,White,Brazil,202.11628629553132,A,48.17153595988472,B,C,C,A,D,B,B,D,101.70822879167667,10.127492398739774,55.86612313425944,B,-20.203450577085142,-5.737913566729028,174.6988109568793,C,0
Bisexual,Mental,Other,US,-153.151897856197,B,72.20804136109788,D,B,E,D,B,D,B,B,161.82759163101704,42.11263813102768,63.15164936768015,C,-73.29747409173802,131.37064257012892,-20.058313975974297,B,1
Bisexual,None,Hispanic,India,165.90470747089668,D,36.94085171415858,A,E,A,E,B,C,C,D,-138.84085689870838,76.7043873289969,-54.91604161623936,B,104.77280781444702,99.32288702758942,-30.45236465788936,A,0
Bisexual,Both,White,UK,39.58366650084925,B,15.018035962016818,B,D,E,D,D,D,D,D,170.9926653084129,22.378023937961636,49.37145214003318,E,218.7755592391344,177.88048909846484,-40.91067170352698,E,0
Homosexual,Physical,White,Brazil,-111.90306341912645,A,57.00587475906469,C,E,C,A,D,D,B,A,67.50191567363987,19.094241946956824,-87.53116663694253,C,139.1011448793124,-21.753763240109397,-210.72512621656983,E,1
Other,No,Hispanic,Other,-157.27617829223283,B,-123.95206258701725,B,A,A,B,D,D,C,B,174.14503814626195,5.633348834246725,10.671848371867434,E,-227.36174080539607,3.61224716995744,50.06172342911586,C,1
Heterosexual,No,African American,Other,241.67583835886143,D,-32.426104369440054,D,C,E,A,E,B,D,C,-7.086043317232043,-125.4270323947203,6.480671450293986,E,105.85003212650166,16.301518222556187,-35.47819190516457,D,0
Other,Mental,Black,US,91.12369630956458,C,-35.48149575361134,D,A,A,A,C,D,C,C,101.5877319597874,-42.42184738242061,5.702703529072725,B,75.09186962635872,86.50803676988481,192.66536694440435,E,1
Homosexual,Physical,Hispanic,US,109.10301002432948,C,-61.191631518726886,E,E,D,B,B,E,C,A,-19.775823597819915,142.00335853157284,-43.00668906494442,C,-224.88330491037814,-5.361084816649186,-1.1365662955938731,B,1
Homosexual,Physical,Asian,China,25.575778966724076,A,-92.19289602389763,A,C,A,A,C,C,B,B,123.18415574543715,52.67145703727438,227.16495769047728,B,-141.65572500898938,48.19674852347929,-4.457819280765827,A,1
Heterosexual,Both,White,Germany,122.00855926260652,C,-194.56874122753933,B,D,C,A,C,D,C,C,189.63213280946195,77.11172423671019,-35.0194181649751,D,8.848363237222708,-107.6183993404026,23.693368888438407,C,1
Other,Yes,Black,Other,-143.21631817985391,B,-53.22191923024449,C,D,C,D,E,A,A,B,-1.6737680527050471,42.70424902110913,61.3120448779893,B,-44.32648349872621,-42.232046391041,78.8506387451095,C,1
Heterosexual,Physical,Black,India,-48.16456490484017,D,53.08243228664972,E,C,C,A,A,B,B,E,-71.96152441234548,177.12250438678907,39.02449592210322,A,-37.062736789451854,-191.17211901963776,-197.69009417155522,C,1
Heterosexual,Mental,Black,Other,32.33197765368055,E,-169.41842500629102,E,B,C,A,A,C,C,D,-133.79467983591056,129.90474415219094,152.7008953483292,E,-0.054172428253558384,94.57101764839848,22.877254743361988,E,1
Other,None,African American,India,-61.10605044889756,E,11.399334666479128,E,A,A,A,B,B,C,A,96.90175141392106,-61.06367571116797,-227.4047239124612,E,16.93298737495296,79.21232369447098,-105.21691997486664,D,1
Bisexual,No,Hispanic,Other,2.8836710086789834,B,14.856478430912842,E,B,E,D,A,C,B,E,264.9839965030695,-69.31688740658777,139.30149475969947,B,1.5457505195146701,-164.4867711349232,59.53960075904986,C,1
Heterosexual,Physical,White,Other,4.328516207048379,A,-90.19286406029556,B,C,E,A,A,E,C,E,33.3886225292586,2.2696188820672645,128.3084559064656,A,-120.4528942831506,-125.39606646965194,5.190910188421749,B,0
Heterosexual,Physical,African American,Mexico,-103.05308215445783,C,-20.29639839104141,A,B,E,B,A,C,A,B,-139.78710009379475,-4.741675824799761,-197.5258136585105,E,-4.08370951726396,8.384070925735541,67.88285131663169,B,1
Homosexual,Mental,Asian,UK,75.4084728685518,B,91.93703155666564,E,D,C,D,E,B,A,B,-106.29769117099212,-22.286886977682606,-34.61206930882711,A,-51.63171957365408,-7.6529711266468885,-32.85905567945984,D,1
Bisexual,Both,Asian,India,-122.36830234165606,D,12.362580487577983,A,C,C,B,C,D,A,C,-37.79728200493969,-79.6279665733995,-75.62454625173378,B,24.44826574468994,92.28692444046595,-74.97622696084908,E,1
Heterosexual,No,Hispanic,Germany,-7.604911677980381,A,-201.72223979116714,C,E,C,C,D,D,E,D,-44.408584928855646,-17.496666923144215,77.01545199728807,C,42.32875352123457,62.298859216347566,-91.09266431932686,A,1
Heterosexual,Physical,Other,Germany,285.95346762537946,D,205.45059044233574,C,D,D,B,C,B,C,B,-20.600199858228205,-106.48913044175383,185.5343557679639,C,153.99057151232958,-58.06604896442682,-251.57347115996305,C,0
