genero,AGE,sexuality,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
F,87,Bisexual,Mental,-95.58896377797087,A,E,-18.70403180013523,-29.459583774231312,D,14.61077622885012,D,C,168.7654232109811,A,0
Other,76,Bisexual,None,50.60432480767682,B,D,-29.690179244640603,-45.78547113256394,C,-140.80558203810892,B,A,-14.305715278007025,D,1
M,20,Bisexual,None,-94.61898716950516,D,B,-0.8539429991130032,28.305190370826573,C,181.3136011663741,D,A,-227.80359762731385,B,0
Non-binary,43,Homosexual,No,-20.86694805886868,C,D,62.439215240282195,-75.57110309397882,C,-130.04542720304912,C,C,71.8861424346398,D,1
Other,54,Homosexual,Yes,-19.231111651626602,D,D,61.949805811559585,-86.5281839820079,E,16.343696976884196,D,A,-136.84681768271977,B,1
M,45,Other,None,-48.071507003052474,D,E,-7.691629454053555,8.885773737629366,C,5.725381204101403,B,A,-44.1614146490897,E,0
M,37,Bisexual,None,-39.01055367782538,E,A,-39.04099104606267,-106.72351059815115,A,40.30299822580998,A,E,-28.321942751484457,D,1
Non-binary,65,Homosexual,None,61.0602758969716,E,D,-101.97764873609576,64.27495080626979,A,88.2981058028251,C,E,61.26412150992946,D,1
Male,77,Bisexual,Mental,-72.81909055162245,D,B,37.74040414811308,-54.17946719858546,E,34.791503259607886,C,A,243.0252161612499,D,0
Other,94,Heterosexual,Both,75.56743892230882,B,C,-62.49289807538305,-36.35607712921367,D,-53.65125322299892,A,A,-44.92932797272623,C,0
Non-binary,81,Heterosexual,Physical,110.15235016711719,D,A,-125.93559001824022,-257.2802275538558,D,88.178432725411,E,A,23.089326342939685,B,1
Non-binary,91,Bisexual,Both,349.22333410082786,E,C,1.9317704652474583,-33.29912490651902,C,-110.59676520123689,B,A,-65.61624363377244,B,0
F,71,Other,Yes,-102.5002957324158,A,A,44.403022747622,91.46972597730255,B,-141.57178969461827,E,C,7.1923310659644955,B,0
M,50,Bisexual,None,31.02601915010186,B,B,-82.81158328899669,183.40493423628652,D,17.39088273253906,E,B,-126.98313241735224,A,0
Female,52,Homosexual,None,57.74847273324699,A,D,20.80504187616241,-19.42918381142053,C,-142.16646609766136,B,D,-60.29230098581709,A,0
Female,48,Bisexual,Physical,65.18341365211423,D,D,-122.6955103293376,-3.3149306462329853,C,-50.162477222735056,E,E,-3.3666917861041914,B,1
M,50,Bisexual,None,-9.029076549308797,D,D,35.11258320644244,159.53900800560166,D,-7.606965400011307,A,A,24.4544688687702,D,0
F,93,Bisexual,Both,180.20666700429112,B,D,8.695280988319155,96.20254090961434,A,-9.112823158250492,A,C,85.75136897466587,E,0
F,59,Other,None,87.19491144649069,E,E,-40.403010720303,-80.01654319333169,E,172.32092595331935,C,E,-104.9038032121693,B,1
M,54,Other,Both,211.10903900523775,D,E,-108.17605789208558,31.95744318801399,B,11.012731141083414,B,C,6.569862266447489,D,1
Non-binary,86,Bisexual,Mental,98.70418047442708,D,D,105.92044577026638,-141.394377370474,A,337.15111143418693,B,D,57.78541320109066,A,1
Female,97,Other,Mental,111.4726362851211,D,A,-91.16023700903848,31.767009073371753,D,-71.95511094903443,D,D,0.8230256004766165,C,1
M,33,Homosexual,No,22.94707927919863,A,C,-59.0369547852287,-207.39607970797067,E,-88.76305374333114,A,E,85.95050734162149,E,0
Non-binary,26,Other,No,237.02500403484567,C,C,-47.14344788766747,130.54697059101684,A,18.053896889599574,D,D,151.58439007014954,C,1
Female,36,Other,Both,-95.27189345642704,D,D,56.72238065049583,63.02517501269983,D,81.33474925001288,A,A,317.40185823867944,C,1
Female,84,Bisexual,Yes,135.9475521498362,D,B,75.25118101561384,-123.66259351744469,A,102.30345974334224,A,C,-19.051974775991606,D,0
M,18,Other,Physical,-119.10016086085271,B,D,-100.40590311809818,-177.45765039258865,E,72.52168840859655,E,C,51.96360385416552,D,1
M,59,Homosexual,No,32.719455762155164,C,B,-46.06879217096544,68.98716845175353,C,-26.1536699224093,B,D,-94.25647646569661,D,0
Other,89,Other,Yes,-109.18316600321023,B,C,-172.356531055401,-76.80148875283047,B,-167.5003091816201,E,D,-11.70326982889894,C,1
F,78,Heterosexual,Physical,4.535876775340847,A,D,-53.75189868341453,-100.04820595968656,E,40.15867099809158,E,C,242.64683363116873,C,1
Male,65,Homosexual,No,66.9196474196098,C,A,3.5815144198469056,72.03018749252053,A,81.94112646745944,E,E,64.45016367038068,A,1
F,27,Heterosexual,Yes,44.98686865243327,C,B,73.91444438673443,-10.840404952371994,B,-70.53900104912226,C,E,108.65433165066753,D,0
F,22,Other,Yes,47.37882561245904,B,B,-3.68850811245008,174.37131518573725,E,39.25039968385644,E,C,-151.0473874076008,A,0
Other,64,Other,Yes,81.11982726082721,E,B,-59.37489972130847,-93.21682095333568,B,-179.5883552531489,A,E,120.9729778763258,C,1
Female,76,Heterosexual,Physical,-6.617284281945176,A,B,124.11398535007356,-71.18990843012027,E,51.78913930080332,C,D,-48.88817768912005,B,0
Other,57,Homosexual,Physical,-77.37022713232722,A,A,25.702359111982283,-23.0744144666243,C,-1.1759703964204444,C,D,13.54320185168726,B,0
Non-binary,47,Other,Mental,78.79246918575451,E,C,-59.14235167374346,-96.0751216981768,A,7.480981834835935,C,D,-227.0890094837829,D,0
F,26,Other,No,24.791258211396812,E,C,215.3356369210859,84.28173299210684,A,-107.13124206546316,B,A,-28.236152883694864,A,0
F,34,Bisexual,No,14.02209760246668,E,E,-48.564261538054886,-31.92052992970527,E,-51.987467356729,D,E,138.1351968536225,E,1
Male,30,Other,Both,-99.53299591151652,C,E,-9.354503595760862,-60.27763630502092,B,44.90762857261474,B,A,37.984848624673646,B,0
M,29,Other,Mental,177.15067582143556,A,E,56.78365297880269,74.608859922874,C,-86.50586265895485,C,C,-73.68262490571036,E,0
Male,74,Heterosexual,None,96.27561900386465,B,E,-32.33054606902065,24.915544987520878,B,-101.63696580902888,D,C,46.267366149125785,A,1
Male,67,Heterosexual,Both,31.53900075412812,E,C,182.81156437682822,256.144889167489,E,22.563650193660326,C,B,-69.02334630066994,E,0
Female,90,Heterosexual,None,120.23126155619099,D,D,18.29331437666969,76.81064898217008,C,68.18911843355376,D,A,156.28411214605003,D,1
Other,97,Other,Both,234.55011435156203,C,A,33.63487592894515,73.72043179993133,E,70.47727905568814,E,E,-26.652261584238147,C,0
F,74,Heterosexual,Physical,128.519203523732,B,E,-22.606956034197648,122.38486365099862,B,-302.679923055323,D,C,-52.80724443732381,C,0
Other,64,Homosexual,No,-63.01861634398557,B,D,-20.947570838782795,73.19784256505393,D,182.49676025529564,A,C,-103.99849006426246,C,1
F,81,Heterosexual,None,-11.45782665537765,B,A,-15.539913415551254,-93.88893917428494,E,-86.7656792740169,C,E,202.4002957251481,D,1
Other,54,Homosexual,Mental,-11.089460365871968,E,A,-76.47963964763234,-140.54307911413784,A,14.56385904110279,B,A,-68.30652399147455,A,0
F,47,Bisexual,Yes,54.343274529813456,E,B,102.42917570259785,121.90829959008455,D,-65.77518404190009,C,C,73.65392283508535,E,0
F,70,Bisexual,Physical,133.47210754969345,E,D,141.72474450107353,-96.90907940612607,C,98.72971502777392,E,E,40.037422811125914,A,1
M,21,Bisexual,Yes,55.78131845093309,D,A,116.46007593074224,79.82698183823133,B,9.729271935847224,B,A,52.647675579022454,D,1
Other,74,Other,Physical,64.05623730503548,E,C,-32.26275773592488,-110.05715610847355,E,-56.380342614402046,C,A,-158.10990095801708,D,1
Male,65,Heterosexual,Mental,-75.22368997127414,A,A,41.961891084938266,101.64601506479983,C,-6.322343195092224,D,B,-115.30901637423594,E,0
F,76,Bisexual,None,163.01694845713394,D,B,-50.938250146469045,-115.82391844249702,A,104.82878652410137,C,B,57.34500623845835,D,1
Male,45,Homosexual,Both,-60.245956975471294,B,C,-139.51836335121902,-56.79958806023174,C,-30.02588652923503,D,A,-96.1535273457366,C,1
M,79,Heterosexual,No,28.783915126285383,B,A,41.14923176663542,-60.366477559430685,A,40.323899849486374,D,D,66.39600277021553,C,1
Female,30,Homosexual,Yes,15.690803905403433,E,E,94.61248784870224,-49.42564291989504,B,149.4357085107491,B,B,57.92280888558216,D,1
Male,72,Bisexual,No,-59.68813054435015,E,A,51.701855101751825,130.18703813551434,B,112.52972931350268,A,D,-142.77514766724136,C,0
Female,25,Homosexual,Physical,96.6392030175772,C,B,-77.5587552642166,-69.31736400997912,B,-136.87154221896535,A,E,-11.98466706744171,B,1
Other,80,Bisexual,None,72.63810108337026,A,E,-135.3157413141366,1.7817869321852937,C,35.80961689180665,B,E,37.236242388299104,A,0
M,65,Homosexual,None,-0.8497307095464667,A,D,-170.36823040380554,-94.48901596995404,E,-35.758737616142724,D,E,285.1027834142248,C,1
Non-binary,82,Homosexual,Mental,195.52763109987265,D,E,-0.7295492734514013,63.82504127540274,E,58.10246803699268,E,E,-174.85621690292072,C,1
M,26,Bisexual,Both,34.17690413336161,D,E,-173.6743733153154,29.988451822504754,B,88.42920776043665,B,C,-90.61610551046661,A,1
F,60,Other,No,58.743231668619664,A,B,-31.76954957370811,19.480756110212592,A,-231.80776641596097,B,D,126.77926854303114,E,0
M,29,Bisexual,None,10.10786898019418,A,A,163.74265800882029,-66.66432515337655,A,80.36374512491885,E,D,-93.88781455749412,D,0
F,20,Bisexual,Mental,-24.44958413324668,E,B,61.435544047717,76.25118834600138,C,-67.37866676492054,B,A,-169.80621361127513,C,1
F,18,Heterosexual,None,100.0673967496095,C,E,-80.34386081551399,-108.47099621093017,B,29.2548710036047,B,B,71.64134732937534,B,1
M,65,Bisexual,No,122.27846694711664,D,E,81.46668579164592,162.31977381457898,E,-78.37520645973149,E,B,176.03849272104972,B,1
Male,94,Other,None,11.519855709614255,E,E,-0.9809387532002439,-100.87995427693369,E,66.4347733302954,D,E,59.79817231255476,E,1
Non-binary,61,Other,Both,-29.815715592776137,C,C,-159.60830145139656,50.1013236481911,A,44.07980588860752,A,D,17.052408506022843,E,1
Other,57,Heterosexual,No,-38.355181185548204,B,B,-81.50786960005748,44.286991942031904,B,244.28711280915266,D,A,-106.45774198059603,D,0
F,38,Heterosexual,No,-156.86171037554448,B,D,-73.2926329934574,16.605596393654736,A,39.90071765889912,B,D,-61.55019153037261,C,1
F,81,Other,No,-112.17887826331474,C,D,70.36849364890769,100.94034354835699,B,-48.294528424498665,D,E,162.00147547894437,E,0
Female,86,Homosexual,Physical,-203.3995112813769,D,E,-183.4436816808709,47.9068835632033,E,-144.55683150044652,D,D,88.11590388107165,E,1
F,89,Other,No,-35.6180496928385,E,B,6.981034887355725,94.13547359374462,B,-185.50749840366555,C,C,-80.02467867422757,E,0
Male,95,Bisexual,Mental,184.70373623713652,B,D,62.602235889727254,-55.32790150069835,D,-139.0769109087431,C,A,81.78805677672138,B,0
F,20,Other,Physical,27.767267903542383,E,E,210.4014595560533,26.6751874654655,C,47.487935918907695,C,C,37.7146465095091,D,1
F,76,Heterosexual,None,-21.66321435546956,E,C,148.8636362484053,66.71424464517905,E,12.567155489081133,C,B,-44.946793213636184,E,0
Non-binary,40,Heterosexual,None,-180.38870103182387,A,D,-141.74516602762205,156.53758342707835,B,35.93692346636344,E,B,47.68515191139029,B,1
F,37,Bisexual,None,169.40030591960175,D,B,-82.45108383255659,4.015062650695738,B,-28.37927775011659,E,A,-165.79344371610128,A,0
Male,77,Bisexual,No,-9.608789398256743,E,D,13.774002636091328,187.74724753396427,D,-12.399156038293485,D,D,-30.532308448701773,A,1
F,96,Heterosexual,None,23.40832734904165,B,B,-57.52640103525077,-19.666871176065882,A,158.03602475016555,D,D,-127.23220967104645,E,1
Other,71,Heterosexual,Yes,-26.489364824958557,C,B,-19.495423825270635,-60.22572756223181,D,103.63493478275987,C,C,-16.206074337784628,D,0
Male,86,Homosexual,None,-61.76237720024883,E,D,92.24721359065043,8.95680848322785,A,106.94954211597924,B,E,60.2032994257503,C,0
Female,55,Bisexual,Yes,122.44967680827088,C,B,-17.266739312087896,84.66189119121394,A,-119.33237062838609,B,B,-82.30362663495563,E,1
Other,58,Other,Mental,6.022624534492613,A,D,-228.73120869661912,-43.0642499652862,B,-139.66102226012651,A,D,-4.858823631026023,E,0
Other,93,Bisexual,Mental,-33.88613126384135,C,D,-183.4857009358621,-233.6095243249343,B,196.23283104523767,E,C,-125.99580934630656,E,0
Male,64,Bisexual,Yes,-18.364317946946077,D,C,140.2922182835725,55.47686555205074,C,-48.396428021876595,B,C,23.84445788965722,A,0
Other,32,Homosexual,Physical,24.951335886171826,D,D,180.66063963740055,90.04666001714372,E,1.1160759640871785,D,D,149.9891670244085,D,0
Male,86,Other,None,-184.2935767891713,B,B,113.08633126346146,7.297708933100297,A,-48.768369172096634,B,E,-113.87328881252611,C,1
F,67,Bisexual,Mental,88.94113060044262,C,D,125.16745134017822,130.42011555629594,E,-88.98067889103419,A,E,-18.235158292534333,E,1
Female,71,Heterosexual,Both,-92.36553340109383,A,A,-135.04335961127342,155.21526681752667,A,70.51035054139962,D,A,-58.45577592340686,B,0
Female,92,Heterosexual,No,-193.02660156921206,C,E,-125.07480273632913,-26.22390186320852,E,101.46440027095703,C,A,-31.19924988678217,B,0
Other,60,Other,Both,17.27366528749672,C,E,23.822233722657295,-86.14664246863038,C,-107.38739608620142,D,A,39.071528512819434,C,0
Non-binary,59,Other,None,-98.08279032339587,E,A,-143.2442007329575,-141.16315527345085,D,52.863984879346205,B,A,53.03934831890844,C,1
Non-binary,47,Bisexual,Both,-66.3072092556886,E,E,-3.7175514611391027,-106.87086507736933,A,27.836602095214186,B,A,71.59043202862598,A,1
M,19,Heterosexual,Physical,-42.48014738416174,C,E,24.000554217729245,-98.5780622237446,C,-38.840247968704986,D,C,65.7424394535202,D,1
Other,58,Homosexual,No,34.80073258815159,B,E,-117.42781045903523,102.53504970543798,E,114.75255419287063,C,B,-46.59941655014852,A,0
Other,80,Homosexual,None,-94.61489924160695,D,B,127.06951453001676,-205.49178073605395,D,1.7147684913671846,A,D,90.193826532719,C,0
Non-binary,96,Homosexual,Yes,-33.63488543058038,C,D,154.45705032898877,-123.39008272108086,B,-31.7696558574872,D,C,83.06991062446643,B,1
Female,49,Bisexual,Physical,-95.75915879867955,B,B,-250.33259115030302,106.90814142364226,C,-4.763334957875651,B,C,93.04057307033563,D,0
M,84,Heterosexual,Physical,-108.7206447397762,A,A,-112.56225901014625,235.44414363538374,B,139.42286398801912,E,E,194.60703636294159,D,1
Female,79,Other,No,-175.33138268029072,D,E,6.48241600885738,124.99214527954166,B,53.61134358794478,D,A,-140.61487120623207,B,0
Other,37,Homosexual,Yes,161.82136170232764,D,D,14.271027966138982,15.860494599458741,D,-26.0668218861279,D,A,220.30740496163705,E,1
Non-binary,74,Other,Physical,-67.929146162048,A,D,-152.3722793845243,46.09230913386916,D,-74.2357219984049,B,A,-104.05012877532009,E,1
M,57,Other,None,-52.5623035038567,A,A,-200.35319691793342,-113.0378262018388,C,-127.91282925461236,A,C,55.5827076056452,B,1
Other,26,Homosexual,No,-90.10003863165342,E,B,102.60051427263302,-26.08584013692392,B,-75.83024332073384,A,D,-59.63671996720905,E,1
Non-binary,95,Other,No,80.3569452488913,E,D,-152.68457018967425,-12.402991044286194,A,-46.47319659285021,A,D,112.75114459907928,E,0
Non-binary,19,Homosexual,No,70.66739712376169,C,B,-55.95963261219775,43.030565451741545,E,40.26274854494527,C,D,-48.68705017627256,B,0
M,59,Bisexual,None,47.60418750327769,D,B,-7.411231616807205,-49.535394153536046,E,115.93421245469023,C,C,122.83733999440317,B,1
Other,82,Heterosexual,Mental,-14.718152158264141,E,B,60.19968559879207,-146.18984270026513,B,-106.38768076708519,B,D,79.85482700767393,A,0
Female,46,Homosexual,Physical,-50.85641942694947,B,C,-17.240665728294267,-67.2467486647228,A,-13.938082168753954,C,A,-24.505828451843914,C,1
Female,77,Other,Yes,-42.06858757986188,D,D,149.3381622296435,-3.660954096535834,D,78.92590939759792,D,D,40.94985387544233,A,0
F,77,Heterosexual,Yes,47.990881933922196,C,C,-25.492699635632743,-125.53887831814563,B,43.932577834187484,B,B,-104.12771886455849,B,0
Non-binary,46,Homosexual,None,93.20419110317427,A,C,16.44848277664447,136.00765789690814,B,95.9630175090924,B,E,-0.5996296160604342,C,0
Female,68,Bisexual,No,59.460449296005045,B,E,-98.97848640647528,-227.05444821881025,E,-85.82837298901065,D,C,3.0833989532223924,C,0
Male,59,Heterosexual,Yes,33.023868515781786,E,D,-63.0498012967444,80.69128881579289,D,208.93107738554227,B,A,-38.32555799209473,D,0
M,34,Bisexual,Yes,-102.9184028411191,B,A,20.119091930848324,-64.44156556550283,B,-19.19786112989219,C,A,142.3496910079839,D,0
Other,91,Bisexual,No,-48.757928445338045,D,A,-100.16967875636082,-31.090352879678367,D,129.35252162318525,C,B,60.95111026766098,B,1
Other,87,Homosexual,Both,54.96210801286758,E,E,28.610848946486257,48.8248812225964,C,-47.02138698629513,A,E,-26.56302588657234,E,1
Other,88,Heterosexual,Both,-216.21687268464615,B,C,-180.70718410575526,-61.35812860885553,A,71.24409521964392,D,D,52.22854776751548,D,0
F,22,Other,None,38.6691532204597,C,E,36.37854083446431,-100.16850732410816,C,-93.59402098125142,E,E,130.02679326916785,B,1
M,69,Other,Physical,114.48457313595317,D,B,-161.93791157171674,160.603007264769,C,-42.54958840674325,D,C,34.271559093172634,B,1
Other,53,Bisexual,Physical,-97.8277552576551,B,B,-9.896143641663041,-53.5808545632904,A,-21.778962832586316,A,D,-7.437984898012473,E,1
Male,91,Homosexual,No,-242.94209148635747,B,B,41.888489072813215,-145.6979853430747,E,-37.136225292809485,E,D,61.50524472516401,A,1
Non-binary,80,Bisexual,Yes,-88.62245254386147,A,D,39.13441440400142,-38.39014419838466,B,32.13063200918775,E,C,84.84673877781887,B,0
Non-binary,54,Homosexual,No,-110.92412749935691,B,E,185.65726162954195,117.26036731412233,D,172.80052935280784,C,C,83.76503492631342,B,1
Female,52,Other,Mental,53.62650145054552,E,E,-179.75922579602218,-64.13431220352305,D,42.816394303810625,E,E,-24.28618452692613,C,0
F,69,Homosexual,Yes,225.63974481496442,A,C,4.458658033617078,-293.7024517937737,E,-90.32909354516804,E,D,-76.51984252344809,D,0
Male,86,Heterosexual,Both,92.40064209919862,C,A,218.33092873958316,-32.0914426596171,D,141.56050229170057,D,B,166.58961581363215,A,1
M,40,Homosexual,Both,79.29274605525046,E,D,48.623227743775175,-33.5422231386585,D,-11.256236477543496,C,D,9.640898787190695,D,0
M,58,Bisexual,Both,-27.24102148260747,E,C,88.83764058654178,-99.24482383181923,D,-73.48268231200282,E,E,-49.63380852688957,D,0
Non-binary,61,Bisexual,Yes,-150.62542422841813,C,B,-127.94956009433275,189.95820317427595,B,111.2167155556941,C,A,185.38994105461927,D,1
M,82,Other,Both,-69.78949385409817,E,C,130.34510429290046,143.24131932531847,A,-10.888141916970227,A,D,100.15618847611671,E,1
M,90,Other,Both,131.90832643773427,C,A,-90.19180203875756,141.25240528963158,E,-259.63230673114083,B,D,26.3515471177113,A,0
Female,28,Bisexual,Mental,-17.3913750154271,A,A,44.25510395413531,42.83004910823229,B,263.45047455760266,D,D,-122.75528859107507,A,0
Other,78,Heterosexual,None,-177.59003913336485,D,B,108.87917839793563,-106.13652373912628,E,-17.3656461683786,C,C,19.67749788437639,E,1
F,46,Homosexual,Both,-27.809142330549452,D,B,59.044171630610506,64.6822678227717,D,-37.5312074569977,A,B,-165.49966190834573,A,1
Female,23,Other,Yes,41.30263388173396,C,B,132.24716899538052,-65.82651822891033,D,93.64307645617455,B,C,19.048146623903268,A,0
Other,20,Other,Physical,180.37548322049122,A,D,-71.06912272450707,36.09726944454011,D,81.86097857848257,C,D,54.48273480616673,D,1
M,45,Heterosexual,Mental,47.18250773028544,C,E,71.76795014736773,-30.309656148230562,C,93.46490991059468,B,D,45.42065166957083,E,1
Female,91,Heterosexual,Yes,-82.23980820394053,E,E,4.906582495329364,156.63569819751743,E,142.58190019965966,B,D,28.002939943492745,C,0
Other,57,Other,Physical,133.13628177946407,B,A,-31.634245444930137,-101.08965621346164,D,-332.930455693668,E,A,21.79246494313385,D,0
Non-binary,39,Homosexual,No,-89.5828072408728,C,E,-40.925198763828114,-67.51401438954686,B,-14.771467088967203,B,B,-59.126569681221895,D,0
Other,84,Heterosexual,Physical,-32.75070125895161,C,D,209.2680369627912,-35.02120148789019,D,-207.95083525841517,C,C,1.4436344275028132,A,0
Female,97,Homosexual,No,-81.72687710603937,A,C,58.634386911686484,68.7149724480344,A,89.53154241519464,A,B,118.20890753590223,E,1
Non-binary,95,Homosexual,No,60.0542246455015,A,A,-176.28021133604037,370.1767647215666,D,-56.850779686070716,D,D,-115.91505045907881,D,1
Other,29,Homosexual,None,266.5337999931346,C,D,-65.64250489512085,58.52536015935736,B,-148.10283429122111,E,A,-152.46877426280216,A,0
Non-binary,20,Bisexual,Mental,274.333492880478,E,A,119.93418718083493,56.76381292853251,A,189.90953906717493,E,D,-70.89959714884874,D,0
Other,54,Heterosexual,None,92.95494768571547,D,D,23.08205275958535,47.02551799841606,D,-38.36009795028554,D,E,70.81740724074356,C,0
F,20,Heterosexual,Mental,11.553208568494501,A,D,91.35970862800704,38.1823731012796,B,-71.18002012913149,E,A,-134.36918841749895,C,1
Female,40,Bisexual,Yes,25.56845379544773,A,C,41.486132636922946,-65.9977268668803,C,-109.77787802837233,D,A,43.145274649270924,A,1
Other,32,Other,Mental,-21.86667935160828,E,A,-24.12268118978702,37.477816755834056,E,-19.913733633378268,C,D,-72.55985821888865,D,0
F,89,Heterosexual,Physical,-51.19181214627406,A,E,24.03345747434064,-10.94596512407405,A,-50.12808089372863,E,E,-47.36229909840071,D,1
M,74,Bisexual,None,68.90417673947859,B,E,75.1208676796255,49.27482375666326,C,65.55645713740353,B,B,-106.98128430189054,E,0
Other,18,Bisexual,Mental,92.3849624582735,B,D,109.51391101401435,27.82551748370206,E,43.93902343077205,E,B,-91.77653874780592,E,0
Non-binary,85,Other,No,-61.78063659533998,D,A,-60.081371309845096,-154.40228843750475,C,113.2717429998267,C,C,-58.72131525282659,C,1
M,91,Other,Mental,-10.94571886111583,A,E,-40.37396865142872,116.27276595713884,A,28.317325066055375,B,B,-32.895137422242456,A,0
F,34,Bisexual,No,50.97480648160697,E,E,-8.640906172743716,48.672407209397434,B,-24.677960313568175,E,E,-105.54401736717732,D,0
F,75,Bisexual,Both,-1.1035277475409346,A,B,87.98893988892816,61.888314038458844,E,28.210706083172028,A,D,-204.79151532207734,E,1
Female,19,Homosexual,Physical,-5.165998203772464,C,A,-102.40037100353634,-34.013408584232394,E,17.464735662929712,B,C,-24.950349475592283,E,0
M,87,Other,Mental,19.933103603788094,E,C,38.13401345415775,-118.6860378767757,C,75.17357702756028,A,A,-232.2686632000835,A,0
F,51,Other,Physical,66.11891856145452,E,E,99.79825854704856,12.338563478069622,A,-102.0790809993831,B,A,4.2486537092522605,A,1
Other,66,Other,No,46.77698038173024,B,A,67.83330405872417,-224.75932437138124,D,-101.17350127029192,D,C,-178.27139148434546,D,1
M,93,Heterosexual,Both,14.811878020261982,C,D,36.25599849310622,-211.23624793216518,D,-114.80310324770053,B,B,50.381711822213205,D,0
Male,60,Other,Yes,167.77454429724216,D,D,-19.120120435558636,38.69415947314,A,-63.642717954869276,D,A,12.865124668213774,E,0
Male,31,Heterosexual,No,90.14372221021863,E,D,75.51158546708014,-165.23190126558055,E,123.82239830415718,B,E,152.97241450112278,E,0
M,57,Homosexual,None,41.18715780600398,E,E,-123.23089421161448,226.1575175968913,A,-15.545830942715092,B,A,-71.59470748929797,A,1
M,54,Heterosexual,Both,17.805482511137022,D,C,-45.30341077684002,68.63328904900894,E,13.330923922794796,C,A,-9.871884039705694,E,1
Other,68,Homosexual,Mental,-23.870730664006462,D,B,-9.323970692680401,40.31390010737905,C,-170.0548102507874,B,E,-100.28344945130085,A,1
M,76,Bisexual,Physical,109.74052533783791,B,E,82.96407182794779,-186.90913964348752,B,-63.928407867286154,B,B,-49.07514309999251,C,0
Other,81,Bisexual,None,-72.06450062770656,B,A,10.027807376168198,-6.5447048280570215,E,12.223475433533142,E,B,-58.635683428853156,C,0
F,86,Homosexual,Yes,75.71190729830765,A,C,-51.264613408625,-97.77811038154239,A,110.43285350590463,C,D,21.677251131300917,B,0
Male,50,Bisexual,None,-172.55243050670538,D,A,30.878335092623338,-10.280768775841235,B,-15.213384442834643,D,E,-130.04884372425116,A,0
Non-binary,22,Heterosexual,Both,-38.74547760419522,E,E,59.759069000221146,-142.01280896205674,A,46.33478115828275,B,A,101.69877976629589,E,0
Other,89,Homosexual,No,-66.88939302245535,E,C,238.08024862690792,-87.38798040676615,B,-48.96276817962394,B,A,-85.49387063415791,A,1
F,72,Other,Yes,27.441189605115106,D,D,-101.05135593874435,-27.51267340674099,C,234.46857375562163,C,C,-81.70872356045957,B,0
Non-binary,80,Heterosexual,Yes,105.8117761977734,B,A,74.65345194762754,165.09952835573586,B,-20.089614335188795,A,D,-2.923736077679416,A,1
M,32,Homosexual,Physical,156.39383861917597,D,D,-235.3669974430486,-95.09424481919987,C,-72.71614674309632,B,C,-167.03373559660878,A,1
Male,40,Other,Mental,133.90071568553077,D,B,-83.24803660325884,146.45359604171517,A,323.20357473034426,D,A,153.6118162105509,C,1
M,89,Bisexual,Yes,-228.13712361062892,B,D,19.388343203345173,-96.69182223610464,E,89.57303786731202,A,A,-47.796404332526585,C,1
F,61,Heterosexual,Mental,48.73727340639108,A,C,154.35123480495983,26.48155438058768,D,-23.392611620089205,E,A,-202.72786907029473,D,0
F,63,Heterosexual,No,-1.5788354749580944,D,D,-58.670400687589186,1.715340489126465,B,-155.90323577403473,D,E,26.102785178300707,A,0
F,86,Bisexual,Mental,-27.281806265689685,B,A,125.08928218282055,64.65388477689726,E,-42.17726545339915,A,B,23.660886905116556,C,0
F,75,Other,None,-37.67039328501268,B,E,-155.91161973318918,-153.06196694552403,D,61.63990733022386,C,D,-59.600864046792836,A,1
Other,45,Heterosexual,No,158.0529600764138,E,A,63.51800448753894,77.1191827383063,D,-184.5505911794334,E,C,-28.84826626088351,D,0
Female,88,Bisexual,No,-95.06743608468662,D,A,-73.36826638274064,2.4936357289822366,D,-206.472232201572,B,E,4.943010986286951,D,1
Female,19,Other,No,0.6595022155274322,A,C,-196.65220432361303,300.28093204980314,A,183.93948202725971,A,E,-21.475745864339903,C,0
Female,88,Heterosexual,Mental,-14.548303915668884,E,A,156.67664143275883,-23.192011219732063,C,61.2816343420244,D,D,54.842009685343385,B,0
Female,78,Homosexual,Both,92.98951895216749,D,C,8.969649155024943,56.719120969623695,C,-39.3746543041569,B,B,-132.1880739166581,D,0
Female,18,Heterosexual,No,122.65781365379,B,A,-59.30764520450551,-12.16935997315803,B,-79.25803734608226,A,A,-38.61555171930778,E,1
F,36,Other,Both,88.64285498748889,E,E,-4.016543812345408,-62.68848206824372,E,28.583919456592415,E,C,86.7579013778377,A,1
Female,29,Heterosexual,None,-41.2842508915093,C,E,-100.6142343547923,25.83427387383222,E,159.28480107642835,E,B,36.5131584638116,C,0
F,53,Bisexual,No,158.63262527981823,C,A,-92.7693280469583,93.64783526239223,E,-63.00579574864621,E,B,62.35542362164293,D,0
Non-binary,58,Homosexual,Mental,143.1937816109663,D,A,-61.16687418116462,97.8607878659703,A,-76.26986237954058,C,B,-59.013055624266656,E,1
M,65,Other,Physical,102.29550198642687,D,A,52.86669213305177,-27.07078635895322,E,-56.86047201149946,A,C,-88.367555233215,D,1
Male,66,Bisexual,Both,39.90320431267931,D,B,-5.160211472126322,-16.108547076730005,E,-10.829190794788062,C,D,72.0445455219576,E,0
F,27,Bisexual,Physical,71.50865607575373,B,D,42.478891747091915,91.58481396825239,A,-264.58481646474,B,D,-167.50001304374345,B,0
