disabled,country,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Both,Other,Heterosexual,C,B,A,66.7072094853598,-6.85510892437617,D,D,E,A,A,106.1794301513914,-157.03366538037557,62.99990975758888,D,1
Physical,Mexico,Heterosexual,C,B,D,-36.00487733606996,-121.1049196121454,C,A,D,B,A,-14.412575661892163,-46.02535160293264,196.48493448280067,D,0
None,US,Heterosexual,B,D,B,-32.513335729202204,-22.113503079727106,C,A,B,D,A,0.8238234840616986,114.01499050907458,119.482727582639,C,0
Mental,Germany,Heterosexual,B,C,A,79.59613470096271,24.209186077903063,A,B,B,B,D,-146.78854136415308,-43.741782420485485,-99.83020273021029,D,1
No,India,Bisexual,B,D,B,41.45369698316584,-130.04457034367408,A,D,B,B,A,-42.1664428213692,-190.39920872016148,195.38892751199091,E,0
Physical,Germany,Bisexual,D,B,B,36.84837466384073,-90.01085798163062,B,D,C,A,D,101.20456562221784,-118.8146447664098,89.83955934973696,C,0
None,UK,Heterosexual,D,D,E,81.2667325853383,-115.15410935132842,E,A,D,D,D,17.593838879198234,-88.9860640129185,120.4951649146625,A,1
Mental,India,Other,E,C,B,191.56639794763177,44.40696063109614,B,A,B,D,B,73.39681071301708,204.7126256476835,-102.26967025211702,C,1
Mental,Other,Homosexual,D,B,B,-84.35581526184806,-8.36547933766241,A,B,D,C,E,-34.026297358754036,-65.19086341716003,12.99653240089626,B,0
Mental,US,Homosexual,A,A,C,49.82890931576651,-37.315792085950775,A,B,C,D,E,-92.99622542030347,-130.86152524586342,-68.45960713044732,B,1
Yes,US,Heterosexual,A,B,D,151.03361610535845,-25.227874722975923,E,D,A,A,E,132.30273019833362,137.26047169251638,-1.3882234667817077,B,0
No,UK,Heterosexual,A,A,B,-101.724531651609,-97.8723048908375,C,C,A,D,D,106.70514628526601,-39.01213358627497,-78.87707908811295,E,0
Mental,China,Heterosexual,D,A,D,65.07618067539153,-23.23360203162147,C,D,C,E,E,-58.58558756604826,-31.13704474908847,145.66001895669734,B,1
Yes,Brazil,Heterosexual,D,A,B,26.916704186749303,42.98456223611986,B,C,B,C,B,-86.3219740013987,-101.92394270499092,58.1094901520093,E,0
None,Other,Homosexual,A,D,D,112.69217450139175,81.92065188976707,B,E,A,A,D,-99.99872823356611,38.113445299963104,-290.12131906223027,C,1
Physical,UK,Bisexual,C,D,E,-49.81867036575128,-1.8179791753610544,A,B,B,C,B,242.87821977737022,-59.64168473234539,16.94082210718876,E,1
No,Mexico,Bisexual,A,B,C,74.64242022830483,-99.85646109600074,C,A,E,E,D,132.1810775471942,75.19616192596298,66.26535887873662,C,0
No,Mexico,Heterosexual,E,C,A,-32.88435387120899,-202.00950621989492,E,E,D,C,A,67.2556051653353,17.028372760212374,0.7945094072162681,A,1
Physical,Mexico,Other,A,B,C,73.09909171466013,-40.009142568789436,A,C,C,E,D,-31.927977983010773,-88.26232373189805,131.41217174001486,C,1
None,UK,Homosexual,D,B,A,31.483115409472724,-51.348922772971086,B,E,C,D,C,-24.318772005455106,-96.19142561693867,-143.6901684671581,D,0
Mental,UK,Bisexual,A,D,C,-6.741202559213258,15.491482563100181,C,C,B,A,C,141.63411678301532,270.0554855657597,202.02718990666466,C,1
Mental,Other,Heterosexual,B,B,B,-159.10965658379365,-109.12948412155492,D,B,D,D,D,-31.29067856577461,-156.3519503676086,108.76369557347073,A,1
Mental,China,Heterosexual,A,D,D,-87.92079242295274,-198.86389387197946,C,C,D,B,E,18.479343974077718,-115.51314591857727,-241.57547999416983,C,0
Both,Mexico,Other,E,C,D,97.84954537703666,140.48636136765725,A,E,C,B,B,124.31909292629075,48.20904906294039,10.297896651638858,B,1
Yes,Other,Heterosexual,A,B,A,59.25413877174663,27.82639869858578,E,E,B,C,D,41.97890586172895,-71.2542009994227,-136.23908800447438,E,0
Yes,Germany,Homosexual,D,C,B,-33.481575097503566,200.88734590630244,A,A,A,B,C,50.35151377399737,123.53414953311277,-84.90770055476507,E,0
No,US,Heterosexual,A,A,B,64.66910941088457,10.306283508487294,A,E,E,E,A,102.18134120802216,-21.814790069726754,153.3799131702041,A,1
None,India,Bisexual,B,D,E,-118.94733325746768,64.67582666219687,B,E,E,A,A,-111.41360151703184,-229.196768728685,84.64740291494586,B,1
Physical,China,Homosexual,D,C,A,-1.9215656106958658,-18.97343805575722,B,D,A,D,B,-214.425897215053,-8.791249391813162,-19.80077040816711,C,1
None,India,Homosexual,A,E,E,67.71698103082896,-21.0862103227225,C,E,E,D,B,-88.09912267516158,-35.26988109726422,84.96840868915018,C,1
Both,UK,Heterosexual,E,D,B,119.25789140191694,5.4579378836434795,C,A,C,D,A,-75.62888310363643,-27.159082602291562,121.10594547308654,E,1
Both,Other,Other,E,E,E,45.98060585398181,75.71038283514052,C,E,B,A,C,119.50181016145108,-79.57191521358929,89.36966295012418,B,1
Yes,Other,Other,E,A,D,-35.00262622781157,-2.5831133868185794,A,A,B,E,C,-0.802362503371178,-89.44346390789791,-1.184750259909329,A,0
None,India,Heterosexual,E,D,A,16.28087217987665,-3.043119913130185,D,B,E,A,A,30.417611565061776,-58.31021285209573,55.98826388177598,A,1
Mental,Other,Homosexual,B,E,D,-183.80490651524744,-145.8904634577266,E,A,D,A,D,72.87856752203842,135.88241356947773,-117.52115112065763,A,0
Both,India,Bisexual,C,D,D,157.05687326342633,-156.79543222271042,A,D,C,D,B,105.02489618416988,39.147461807562685,-118.06895840938138,D,0
Mental,India,Heterosexual,B,C,C,-60.63733104363707,98.59026616566427,E,A,A,A,B,-36.824792967643525,-30.444507201800757,-137.0441851927833,A,0
None,US,Other,B,C,E,-233.88021149464316,1.7948950094781697,E,D,A,E,D,123.54550098517296,-5.696536083558563,100.31227624733177,D,1
Yes,US,Heterosexual,E,B,C,-62.67177516824465,-155.63120361519537,A,A,A,A,A,-44.01423442109552,-54.88659747071756,-10.979769629978081,A,1
Mental,Other,Homosexual,B,C,D,-0.5686444984855811,53.04040804006343,C,D,E,B,D,11.637449584885552,-95.95339772033886,265.2307796027941,E,1
Mental,Other,Other,D,E,E,-104.97527114748588,-33.53608179549651,B,B,C,B,E,0.5376579743325881,144.85116053852158,87.79204437231628,D,0
No,Other,Bisexual,E,A,A,-106.308620618291,-71.31177623752674,E,B,E,E,B,118.92303579366316,-60.93761239975608,-22.81411570123617,B,1
No,US,Other,D,E,A,-218.16851305243952,40.97392697392138,B,E,D,E,B,89.55742132344106,99.64266546755337,45.782289458372965,E,1
Physical,Germany,Heterosexual,D,E,C,5.427951555366482,116.89125661117265,B,D,D,A,C,-17.65149992533702,-18.924424628209003,154.03513398061702,A,0
Physical,Mexico,Homosexual,D,E,D,75.4927488826447,-18.23906682891524,E,A,D,E,B,-90.45326813848514,46.82495460352902,151.55577236798422,E,0
No,China,Homosexual,A,D,D,48.10152806622448,17.83613629827576,E,A,D,A,C,51.046058152160015,32.11321014891697,292.79829679612465,C,1
Yes,Mexico,Homosexual,E,E,B,-105.6641731522773,-19.637058975835757,D,E,C,E,D,-211.4357718874896,-86.490364287747,-45.62404711705892,C,1
Mental,Other,Bisexual,B,A,D,103.34759445481542,-112.50963177052941,D,D,A,B,B,45.75178231166204,68.68455448629612,112.16953961202279,A,0
Physical,Germany,Bisexual,D,B,D,175.01976428663372,-54.05357276860441,D,C,A,B,E,-7.426086703435835,150.97672581596163,-90.59451360003283,E,1
Mental,Brazil,Homosexual,E,C,B,-167.42657752939584,-89.15849054771357,D,E,A,D,B,-13.534799224303129,-71.34198481673313,86.66063216723391,C,0
Mental,Mexico,Other,E,B,A,354.10006439011397,-60.48938328443882,D,E,D,E,D,-137.35764979036514,-29.582569474846576,-167.20804877718166,D,1
None,Germany,Homosexual,B,C,D,45.910549337499226,31.197198462157317,C,E,A,C,E,9.933819568060269,-67.73461368462578,-78.64310073030364,C,0
None,US,Other,D,E,D,-60.75534286079582,41.860013894764506,E,E,E,A,C,-47.692042416314926,-53.99450785786466,154.52036322979154,A,0
Physical,US,Homosexual,B,D,D,9.544759428284587,-169.2225398747797,B,A,D,D,C,102.3458652119502,25.007870639374964,-116.67411386064732,E,1
Yes,India,Homosexual,E,A,B,-26.012028568903084,67.09196405111797,C,B,D,C,C,34.07849925215169,103.83036554836511,-87.67107343342254,D,0
No,Brazil,Homosexual,C,E,D,167.75522517721106,-11.744919588393138,B,D,A,A,A,62.751422909225084,6.85320040590555,224.72941984456236,E,0
No,China,Other,E,E,D,-16.239840264474857,53.53680001150283,C,B,E,A,D,-168.0229220822718,116.95436287788405,-152.05723422164246,B,0
Mental,China,Other,A,E,A,-16.90455290622401,-97.6358878175196,A,E,B,E,C,-179.29640914135697,-81.67909094578016,9.026164669638595,D,0
Both,Other,Other,A,B,D,-27.237003925792852,-77.1677512198515,A,D,B,D,B,-42.367732509889485,174.7920741347809,-75.39927453030373,C,1
None,UK,Homosexual,D,D,C,95.69338341720241,61.70363671222721,E,C,E,B,C,50.347265179029655,109.50256968018076,112.04852301933504,B,1
None,Mexico,Heterosexual,D,A,A,32.31739576565051,-177.30595610632676,A,A,D,B,E,-34.692852035371494,-4.865654041066769,-37.71339391735671,D,1
Physical,Other,Heterosexual,E,B,D,188.73353290948185,19.139107162079494,E,D,C,C,D,14.13946469254356,186.4022788014126,-173.56073565149833,B,1
No,Brazil,Other,A,C,D,4.270008020725838,161.59085760667452,E,C,B,C,B,83.08559586235657,223.49300813049902,-117.59787306745541,D,1
Mental,Other,Other,D,C,B,-103.48457888338439,12.473384845554103,E,C,D,B,D,-55.67449848515579,-102.40317411809268,51.519033630467824,A,0
No,Brazil,Bisexual,D,D,E,54.61054202127925,-108.4797480465862,D,C,D,D,A,59.947774822513686,-29.78782096773685,-23.45428786983471,E,0
None,India,Other,E,D,C,-59.067070645233585,-65.37702405275574,B,D,E,C,D,-28.529791048568047,-253.42888736180797,58.989044515501774,B,1
No,India,Homosexual,A,B,E,-155.66382711172056,57.62925755442616,D,C,E,A,B,-115.20601180794743,-92.54827154242375,-148.6179426836515,E,1
None,China,Other,C,E,B,-55.326168970686616,63.48695153786982,E,A,E,C,C,2.6862613716220665,168.11044217560473,-44.95967447685692,A,0
No,China,Bisexual,B,E,C,-78.82253356133852,-40.07529803396449,D,A,B,A,A,-249.35476880373278,42.52197924247906,-17.629503574310725,C,0
Physical,Germany,Bisexual,B,C,E,242.2990565011416,-114.83635944525884,E,D,B,C,D,98.11381859206566,139.77565508501053,213.88385109187303,B,1
Yes,Brazil,Other,B,B,C,23.93014259486366,-144.91109046252384,A,A,D,B,C,12.084817977912405,87.08570458692783,67.12990224574759,E,1
Physical,India,Other,A,D,A,-80.16767392503506,-175.73777490358665,C,C,E,C,A,62.24178516085359,-91.7813740419774,99.22061281672457,A,0
Physical,UK,Other,B,E,C,68.18448403043227,-52.43983686086746,D,D,C,C,D,121.24011555624507,-144.5485115429521,-90.71931419206618,E,0
None,US,Bisexual,D,D,A,-32.81391368841244,-189.39467666204763,B,E,D,A,C,-39.748379904385324,0.5897106256452688,-89.04956008611279,E,0
Mental,China,Bisexual,E,E,C,76.5566684621556,-95.85679164633166,E,A,C,A,E,-149.57539386222254,-157.31083603713938,-9.018265012169831,E,1
None,US,Bisexual,D,B,E,-4.568917073254789,-22.868266752926907,C,B,B,E,B,-117.3031118232091,-45.481148975977234,-19.012194415396515,A,1
Mental,US,Heterosexual,D,B,D,52.732235419549234,129.47244641636783,C,A,E,A,A,-103.35547857409948,42.260711091727984,55.273305436373874,C,0
Physical,Mexico,Heterosexual,B,D,D,12.126795051056282,132.91293684678743,C,A,E,B,A,-54.39757990838763,163.77244628883926,9.872410175632085,D,0
Yes,India,Heterosexual,E,B,B,-56.870587683001474,-24.166125606270477,C,E,D,C,C,97.16928949004004,-51.723897335963976,-19.706004736060713,B,1
No,Other,Homosexual,E,D,D,13.656145508188313,84.94764114363743,D,C,A,A,D,13.077185814614303,-155.77153711990167,87.04899836830067,A,0
None,UK,Heterosexual,D,B,D,79.35591626983994,42.14675466195074,A,B,D,E,E,14.169417156458467,74.46993133615493,126.96805821906545,B,1
None,India,Bisexual,B,C,C,119.68651684628368,131.17233260071194,D,B,A,A,B,50.819322725725314,-86.96203332507623,77.42242991371465,B,0
None,India,Other,B,C,D,23.117369615106007,37.6460439592983,A,C,B,C,C,119.41959799269021,-133.57675183984952,-60.17372461631376,E,0
Physical,Mexico,Bisexual,A,E,C,-140.1592058668151,-33.27966710369163,B,A,A,B,C,-74.00025282800338,134.7400666228839,-30.19631821083571,D,1
Both,Germany,Bisexual,E,D,B,-56.47303610652139,-91.2605623123973,C,A,C,A,B,-28.51948015133695,31.20931114046886,-120.05244834791422,E,1
None,UK,Heterosexual,A,E,A,-109.8490886925952,-37.354600059864026,E,A,C,D,D,144.9942768733462,220.79654718187047,-135.88189984681256,B,0
Mental,UK,Bisexual,D,A,A,-119.91180547414864,-96.12069025830914,A,E,B,A,A,65.25612631068421,15.368407757137245,-12.08550770334234,B,1
No,India,Homosexual,E,C,C,23.35959442282049,28.19866324705751,E,A,C,D,A,-199.22845986620575,-8.615373821029548,111.06397039785718,A,0
No,Germany,Other,D,A,C,8.485699102663549,-91.4585434833912,D,E,B,E,A,11.840221961681822,-55.45404255271193,5.354632303429673,B,0
Yes,Brazil,Homosexual,B,D,A,5.091998568873407,140.24284659337926,A,D,B,D,D,10.907575553102689,-188.2131211854443,4.128988146973541,C,1
Physical,Brazil,Heterosexual,B,B,C,147.56081205032305,75.83211393282627,A,D,B,A,E,100.08457277140596,-205.8254849597947,7.873764179258146,A,1
No,China,Heterosexual,B,D,A,-35.739215377290925,33.7895359835936,E,A,B,D,E,-54.83516658822376,-116.16323899799966,92.78928343914616,D,1
No,UK,Homosexual,D,A,A,134.74589534458295,50.31335095408207,E,C,A,A,D,-81.40207150594539,-171.1776640986626,206.88845260420644,E,0
Mental,India,Heterosexual,B,B,B,-30.178580529375854,44.61400016150961,D,E,E,A,D,35.862010398375446,-63.34871782821718,40.86438479965591,C,1
Physical,India,Heterosexual,E,B,E,0.18643911489996268,-168.1077785694119,A,E,B,B,B,76.91492252334167,-22.918695213301273,-4.132986754729508,E,0
No,Mexico,Bisexual,E,C,A,-182.36153026614366,76.88555328975163,E,B,E,B,A,-108.55186413530265,45.506403905018075,39.89230835091987,E,1
Physical,Other,Homosexual,C,D,B,145.0015274802743,-43.10002983756928,A,B,B,A,B,-39.69930022027644,91.2378029808228,162.4453995658689,E,1
None,Mexico,Homosexual,E,D,D,27.799656220615304,2.205852299864923,D,D,A,C,A,10.002013490784698,-2.5108969547397253,-95.60982644849545,A,1
Both,Other,Homosexual,E,E,D,225.49493121497113,-34.70684595404906,C,B,D,D,C,88.34489211831497,62.610016128276435,-167.68254294875044,E,0
Yes,Brazil,Heterosexual,B,D,A,-106.09766741093536,114.5247552638445,A,C,E,E,A,13.566563318224825,-61.036955166160865,33.42626025110628,E,1
No,China,Bisexual,B,A,C,-25.037927046920842,-161.54699234531543,E,B,E,B,D,-17.979411115586906,-158.59532497940984,-13.357246889661178,A,0
Mental,US,Other,E,A,D,-114.84230113010948,-69.09967758857502,E,E,D,E,E,-74.4103549018635,-87.63161312916856,-186.99753839382112,C,0
No,Other,Bisexual,A,E,A,112.13789977461262,-31.61582137050661,C,D,D,A,C,48.92954994555783,-50.95363393203258,77.91496908808142,B,0
None,Germany,Other,E,B,B,-53.911708960927164,-69.45493913704117,C,C,D,A,A,-153.0090865000295,-133.4572567755571,-23.743931696704664,D,0
Both,Other,Other,A,E,C,-31.65215712678639,10.926826995392238,E,C,D,B,E,-177.94930083046148,-48.32965907278297,-117.10231430705029,C,1
Both,Brazil,Bisexual,A,D,D,51.721794767360244,62.62187931708465,B,E,B,D,C,97.67512206656114,-85.12824502076911,116.94523442485969,A,1
No,UK,Heterosexual,D,A,C,45.77736956334849,93.19272128412464,B,B,D,C,D,42.44154775467906,173.70748950908802,257.00765047494036,E,1
Physical,UK,Other,B,D,C,-65.32188916830849,121.50345886117616,A,D,E,A,C,48.52936656327004,-70.707009808402,-103.93799160619668,E,0
Yes,UK,Heterosexual,E,B,C,-82.63263901690362,-133.0869392259714,C,B,B,D,C,-23.963478210113283,39.82767275237573,-116.41014912627934,C,0
Yes,UK,Heterosexual,C,C,B,47.724805309540756,51.31804658241804,E,B,A,E,E,46.51372436245492,-96.2485743635501,-206.9851526118668,A,1
No,Mexico,Bisexual,A,E,C,-2.79598466694564,177.48567346456394,A,A,E,A,E,69.63694692725507,-24.69756205031256,95.50569274746952,C,1
No,Brazil,Other,C,D,E,154.61509093132807,-114.67400576042614,A,E,C,D,C,52.25540944250376,-20.488495075860683,-106.42861778288754,A,0
Yes,Brazil,Bisexual,D,E,C,-181.18756194425694,-79.67975716258941,D,C,D,D,A,155.1606196520317,93.3460376952568,-62.247441957377156,D,0
None,China,Bisexual,D,C,A,-42.394173930081365,-89.07704626814763,D,D,E,C,D,-31.383290051675367,64.71983363568427,-52.36324461884172,E,0
Mental,China,Other,A,A,C,97.49071550242208,-66.81685936449584,B,A,B,C,B,-39.27886036178027,76.87387808690727,-216.2295973559359,D,0
Yes,Germany,Homosexual,A,D,D,-5.545947676482001,43.512948151353825,B,C,D,C,C,3.628248091961867,-145.6582161990135,14.244855506472446,B,1
No,Brazil,Other,E,D,E,149.39083720582244,26.696994949667076,B,B,D,E,E,105.85953829768293,-94.74299216854499,70.72151680581663,C,0
None,Germany,Other,C,E,C,-105.307834819057,87.51187680001448,B,A,D,A,B,120.3235629607343,75.36437423803115,118.49646352589227,A,0
Both,US,Bisexual,B,E,B,-10.869788191341563,58.254881018597615,A,D,A,A,E,-32.67282834388966,232.07813717407655,-116.07393035719393,E,0
Both,China,Homosexual,E,B,C,-136.99303939779134,-187.95373587565342,C,D,A,D,A,26.210917349983248,62.82424862398578,-167.5751186598549,D,1
Physical,China,Other,E,B,D,-100.95546849624706,-177.7432698258674,C,E,C,A,C,1.7949100299786906,36.17365143864309,107.54003064501025,E,1
No,Germany,Other,A,A,E,6.353299899406302,-77.21847273842192,E,C,D,C,A,39.76586369895029,-252.0937672558687,-66.23870722586743,E,0
Both,Germany,Homosexual,C,B,D,12.748030442423216,127.8308847424736,D,C,E,C,A,84.54760761616112,95.85827024360273,212.7678516673666,D,0
Physical,Other,Homosexual,E,B,D,48.49967803810287,45.3920659059277,A,B,C,C,E,-30.68628645813144,-7.927413943196626,106.97116098248236,D,0
Physical,Brazil,Bisexual,E,E,C,2.333529013724176,-44.50197882964049,A,D,D,D,C,-119.61108836198689,86.7760624492355,-55.72872487695353,A,0
No,Other,Heterosexual,C,C,D,107.85587304413741,73.28422431212314,E,A,D,B,E,73.16558328023689,220.30589455597772,-138.65052687414286,E,0
None,Germany,Other,A,C,C,-26.900038530978104,5.748774810126183,D,D,E,C,A,107.29083761695071,180.2383688554305,-32.34236667217527,D,0
Yes,Germany,Bisexual,E,C,A,-267.97424036696526,-60.08935974815587,E,C,C,D,C,69.55281655104213,146.36800751918253,-4.516716317106717,C,1
Mental,UK,Other,E,D,D,-35.05639624279945,97.15352875018901,B,D,C,B,D,-13.060645470619525,1.2674181819402224,15.685397058036326,B,1
Physical,Germany,Heterosexual,A,E,E,-152.45991422596782,227.76929479895912,E,C,E,A,D,176.59222080172484,-148.89398258521118,-85.2881555057886,C,1
Physical,Mexico,Heterosexual,D,D,A,98.32189316049431,83.61128599028463,C,A,C,D,B,-80.10785188653308,81.32973576010579,200.06084756104988,C,0
Physical,India,Heterosexual,B,E,C,-190.07877188008308,-21.835154107925298,E,C,D,B,D,-93.586711352312,81.2473606009811,-34.22481115621318,E,0
Mental,US,Bisexual,C,E,A,180.23209587024323,29.89296515656914,A,E,C,C,B,81.39940429275707,-51.80361470069895,-67.91265657450629,A,1
No,Brazil,Homosexual,E,E,E,-179.63739072023012,-38.88280455365776,E,C,E,D,C,48.73405286089002,-31.086427225931736,75.28163862362618,B,0
Both,Other,Bisexual,A,A,E,142.4381062661416,-109.62724089768865,E,A,B,E,E,21.94947950212148,19.56232278307326,-81.97467265376808,A,1
Yes,Germany,Other,E,D,E,-106.53566363138687,-17.889584642474816,D,E,C,D,E,-121.1702456243495,-118.10291970865717,-167.2094828633493,D,1
Yes,US,Homosexual,E,A,C,-66.35773176463559,-132.08399829387469,D,D,A,D,B,-1.433686755485019,11.315121113880005,-56.11157832012212,C,1
None,UK,Homosexual,E,E,A,163.996355630634,-7.9413624649023875,E,B,A,B,A,-109.14157987592918,-9.486413682246662,-75.38753056010907,A,0
No,Other,Other,B,B,A,-74.6904775136106,-11.238784113830144,E,E,B,E,A,35.485670956064595,-141.384852156073,32.12831446835569,B,1
Both,Mexico,Bisexual,B,E,A,51.68242819826625,12.535532523358636,A,D,A,E,A,146.59862971117332,27.779310505064984,-151.64474083946476,B,0
Mental,US,Heterosexual,D,A,B,-162.77162447311503,-49.654496811101254,A,B,A,A,B,143.1310146791855,-29.30537200812719,31.952373055111966,D,0
Physical,Brazil,Homosexual,C,D,C,-49.968200555607915,177.57137711198442,B,E,B,A,E,-9.21477176524464,157.61600260234593,-61.12355350030547,E,0
Both,Mexico,Homosexual,C,E,A,-190.73405697450184,-91.32016504655047,C,E,D,C,A,13.152114911216154,-74.33276900867534,63.16025614524923,A,0
Both,India,Homosexual,E,D,A,-75.63677173390556,-32.177142502607886,D,E,D,C,A,7.693252175899312,-111.84291124778065,-109.24485221218004,C,1
Yes,Other,Heterosexual,C,B,C,-134.8191035872272,71.89279085619742,A,A,B,B,E,67.7716779789047,43.155806378052766,-47.66853064341528,C,0
None,Mexico,Homosexual,D,D,D,-22.677807046835646,102.53694307625767,D,A,C,E,A,36.331362915641506,42.69135624034965,65.24135586944375,A,1
Mental,China,Other,C,D,D,43.619053145953615,52.89682747318789,B,E,A,B,C,86.84510635751393,110.61093277611853,-57.251555387644736,B,0
Yes,Mexico,Homosexual,D,B,B,-16.69365576498356,20.36922913769191,A,C,E,D,A,-28.28747838699624,29.11577669787075,28.58113379844211,A,1
Yes,Mexico,Homosexual,A,B,E,100.76696588147823,126.53332851698016,C,D,B,A,C,77.79937302634882,53.31841169471399,-4.3446040776042505,C,0
Mental,Brazil,Bisexual,E,D,C,-35.92382540702197,58.973485470916806,B,B,E,D,E,28.088909283420083,136.87480064614365,-23.817832913001663,C,0
None,Germany,Heterosexual,E,D,A,211.49690080204658,70.75179158731189,D,E,A,C,C,-9.561847988363013,-86.50534258037813,35.90481241940696,C,1
Yes,US,Bisexual,B,D,E,77.14745102552558,210.38890555192023,B,D,D,C,B,-70.15897371036394,-84.53961221584547,9.056740417829769,B,0
None,UK,Homosexual,D,C,A,174.15545084415496,137.90892824716195,E,D,E,C,B,0.14386675919597852,129.30213322026046,-50.105909878834545,D,1
Both,Brazil,Heterosexual,E,D,A,147.16838029189068,70.48167453169305,A,B,E,A,A,81.2778017548458,-61.03480205027044,105.4809410065791,A,1
Mental,Mexico,Heterosexual,B,A,D,50.38057650792462,-169.98572258798882,C,E,C,D,E,-223.69572024724894,-62.25366997279045,-35.725370421366456,A,0
No,Brazil,Homosexual,B,A,D,0.8524085824280343,105.68845556302426,A,B,C,D,B,134.95430678247018,42.45886105762467,69.9023097820654,C,1
Both,India,Heterosexual,B,C,A,224.09302577436736,47.42980963213514,E,A,D,C,C,41.50474042310351,116.10044282473089,1.0770205488046243,E,0
Mental,UK,Other,A,B,B,-128.93977520808411,-98.1449531770081,A,B,B,A,B,-41.31962887911501,114.60691923154205,-181.0346092151167,C,0
Mental,UK,Homosexual,C,A,C,-82.83751096223499,158.25135132244833,C,C,E,B,E,125.54019137691617,74.7511481637429,-44.965664567188504,C,1
Yes,Mexico,Homosexual,B,B,B,168.77222839883942,12.854949746432315,D,A,B,C,C,36.306463045690336,127.7225291891505,156.56069670382934,B,0
None,Mexico,Heterosexual,E,B,C,24.596589132360346,75.19265265295637,E,A,D,B,A,131.11423603178855,18.834536158527985,-147.29505275715493,B,0
Yes,US,Bisexual,D,D,E,-184.62166744891118,-46.58003699131685,A,E,C,A,C,40.17635429206812,-122.08341110915364,151.81188426482626,C,1
Yes,India,Bisexual,B,A,B,-75.98375852355817,36.99527459174368,D,D,E,D,E,-10.270201248500925,-20.103111233492974,-140.93283861880775,D,0
Mental,US,Other,A,D,B,-168.56035695636407,-38.61181514694358,D,E,C,B,E,-87.78067099383429,-59.6627984827702,166.37226005711304,E,0
Mental,Brazil,Other,D,C,C,248.42945864996682,16.781950249938344,D,B,C,A,E,-52.8341764854545,-25.29975045400009,54.84447699133928,E,0
No,Mexico,Other,C,A,E,-149.67906864212853,-159.29279834478513,C,E,D,A,D,38.031820718623706,20.18120658773809,156.54096737041928,A,1
No,India,Bisexual,B,E,A,-259.7091584411685,96.25624673035944,D,E,B,C,C,115.56770210824408,51.60842677192852,-62.23615485099031,A,0
Both,UK,Homosexual,C,C,A,-120.53939296169898,-97.34129956642657,A,A,E,C,E,-83.21884257316367,-122.15546324987805,-119.10224410565743,A,1
Yes,Germany,Homosexual,D,D,C,-51.02110928491136,0.8010449863764056,E,B,C,C,C,-9.046171347868944,-234.32970973559156,-11.739604521446932,C,1
Yes,Germany,Bisexual,B,A,A,-138.82756873239478,103.35912346612368,C,A,C,C,A,125.49442330761669,78.38301275180557,-7.249825093766788,D,0
Physical,Other,Heterosexual,D,A,B,147.84309432930797,41.21043037987762,B,C,E,A,D,-115.6110014533549,-63.0695888392877,153.91205774897935,C,1
Both,UK,Heterosexual,B,E,A,81.83687434205858,41.5882200803465,A,B,E,E,E,70.77316523089725,-44.52602948942569,63.610970732216046,C,0
None,Other,Other,D,B,D,7.208584285388837,-51.21575438464874,C,D,C,C,E,-112.7324656606077,-89.1420094112993,-98.8011947304881,D,0
Physical,Other,Other,A,D,E,-81.11545566251107,-65.14202323458683,E,D,A,D,E,160.98623525113328,128.75162615046426,-77.7697080389316,B,1
Physical,China,Homosexual,E,C,D,155.418544222548,-10.962207184960244,A,E,C,A,B,-68.31404440204628,-128.31223022084495,23.93112495487349,A,0
None,UK,Homosexual,B,D,D,-37.67137511093294,103.38614812129518,D,C,B,B,C,-49.585689422457065,-28.923501987762634,-49.57132194801236,D,0
No,Brazil,Other,C,B,B,116.64940127577694,-86.72295125034618,A,B,A,C,A,-153.02407131916956,-100.797849209964,-54.6317990879932,B,1
Physical,China,Heterosexual,D,B,E,-89.75008133625516,131.5557629630875,B,A,A,E,C,-100.40638513183417,133.32006073147429,-213.1402566054061,C,1
No,Mexico,Heterosexual,B,E,C,-81.91433744649258,20.171643772566167,C,B,D,A,A,45.121108896429476,-25.33446609312912,-57.70754751971688,E,1
Mental,China,Other,D,D,B,53.3806880012729,-23.365582464248515,C,D,B,B,E,47.925452495577936,33.66868678090525,-82.84277129323495,A,1
No,Mexico,Heterosexual,C,D,A,-175.6179998445477,-69.04783830179005,E,C,E,C,A,-141.03315627829733,47.49292906020749,-107.20203729236712,A,0
No,UK,Heterosexual,E,A,C,55.74374784594386,45.37583314808387,C,E,D,C,B,-9.42700046669826,36.11153781137267,80.10217306228974,D,0
No,India,Other,A,D,E,-29.858948606810966,55.72196161289698,D,B,B,D,C,-72.10491136424028,-9.203668668194444,20.38458943115666,B,1
Both,Germany,Other,A,E,D,73.65690471990101,34.7309289979936,D,B,D,C,C,-141.60491720631754,55.598966257122676,40.51732039566304,E,0
None,Mexico,Homosexual,E,A,D,-10.836246818725144,-156.52154294925447,C,A,E,E,E,-130.6377277247758,-12.065110262157711,106.97338158924055,B,1
Yes,Other,Heterosexual,D,A,A,-21.777467704569535,157.23610344836027,C,D,A,A,C,44.02476593593282,-24.434450400669462,118.82112379623506,E,1
