age_group,birth_year,sex,Race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
26-35,81,Other,Asian,21.75456558464598,A,E,C,B,A,83.47664837648804,81.40422523683137,B,-87.86670660869889,64.10946492997856,1
36-50,92,M,African American,61.06500897170268,C,C,D,E,E,62.931097431886805,121.86615315426388,A,136.95674525511788,13.64529980614885,0
51-65,33,Other,Black,-60.54530630026702,C,B,E,B,A,-55.13367030133301,-26.04420260128214,D,172.29769868835203,162.87669988330043,1
51-65,93,M,Other,86.02341786118993,D,D,E,E,A,62.51456341206059,-95.09559163630445,D,126.86005998732088,-88.45489779109677,0
18-25,42,F,Other,234.6712669686596,A,B,B,D,E,-20.85949847705911,-32.92919857357671,E,-59.28934782928287,12.385534104378525,1
36-50,57,F,African American,64.38740176442893,E,D,A,C,C,-50.319602335587355,-5.516504065861212,B,-7.369776461975676,68.55431702113503,0
65+,41,Female,Black,31.271569786659388,D,B,D,C,E,-56.57087181726455,33.669422338976986,C,82.32449948213112,-54.92873853671843,1
18-25,76,M,White,-131.30106114698577,E,D,B,E,B,76.88273689074629,236.2556115329961,E,-49.79952073940664,-5.602063152319771,1
36-50,18,M,African American,180.11604396070433,E,B,A,C,A,-288.3145304771622,132.6565944474027,C,16.357006289619434,195.22671680744944,1
26-35,79,F,African American,77.58192270184921,A,A,E,D,C,-55.522963368860566,53.8247816044363,E,12.889699912307929,81.26952913625176,0
18-25,69,Male,Other,-24.9006404048198,A,E,D,B,D,91.57499869318602,-16.635679080570938,B,-18.979610919274815,-200.2698316900391,1
51-65,52,M,African American,29.255854720766088,C,A,E,C,C,-103.32619417803515,-29.53466088108488,B,43.21215276172749,-118.01744557098898,1
65+,58,Non-binary,White,-15.668617781832339,E,D,C,A,D,-111.18040619352429,-25.57302783661412,E,64.0820321307134,-22.65856348057989,1
36-50,71,Non-binary,White,-77.39215942698051,B,B,C,B,D,-32.090407094412946,96.51579199676593,B,68.45917539192017,-1.497889065303463,0
65+,51,Female,Hispanic,-85.13074550350959,E,E,B,C,A,-180.5540130993661,-27.427305807699575,D,154.93082851548155,171.68756166911012,0
18-25,24,Other,Black,-9.334094051206106,C,E,A,D,D,28.33147810310024,227.26317441980163,E,91.01393176588873,106.22978471560583,1
36-50,52,Other,Asian,-246.25443522413738,D,D,A,A,A,-70.72898680035249,-57.99779512032058,B,-82.86267260987175,-209.02951103950898,1
36-50,35,Other,Hispanic,-23.090766924987317,B,C,E,B,A,-79.43442515149653,-82.66736565942921,A,32.897770019325165,-0.3340452613106928,1
65+,50,Non-binary,Hispanic,-10.353648855772958,B,D,D,C,A,-6.215196205159928,227.2198713202116,C,74.61476679491324,105.97431010631043,0
36-50,72,Non-binary,Black,-85.81000176028346,D,D,B,C,B,-314.2001378365943,-27.729319794673053,A,-90.82099476026207,-16.59394194315209,0
36-50,52,Male,Black,-27.614408549901427,E,D,D,B,C,129.02026546449602,45.94084445452776,C,125.87720774977171,157.90021246025347,0
65+,54,M,Black,60.06665674425689,E,E,E,E,A,32.24590986689549,-32.17100930371654,B,-118.2697835017551,-82.63525591263831,1
51-65,35,M,African American,34.25949331219527,D,D,A,C,B,-146.82567096187603,114.7508236959274,D,14.719086177835367,-18.19429885028606,0
26-35,79,Other,White,126.76605824253654,D,E,C,A,E,201.6074722402662,18.09456820597565,A,306.21864285243123,7.491363995378286,0
26-35,18,F,Hispanic,-61.502673433022096,C,A,E,A,C,48.31172591900879,23.107623729268518,D,-43.44957692405943,-56.65005468372403,1
51-65,26,M,Asian,68.27280841847816,E,E,A,A,D,-35.35777049843701,-34.30975728612269,D,-52.70325870585525,-6.45932864032896,0
36-50,24,Other,Asian,35.59978371425216,E,A,E,E,E,-25.763331005650198,-30.609165440841647,B,-145.92772613074746,-35.70375088159338,0
51-65,69,Non-binary,African American,-13.481950227288777,C,E,D,A,C,-110.05788131498011,-55.61066506884549,B,31.018492028934038,4.740760667889052,0
36-50,55,F,Black,-52.1121618866623,E,E,C,E,D,-24.1364338695803,301.0733877649698,B,140.82726348399567,116.10942984465717,1
18-25,47,Other,Black,25.568501649593085,E,B,C,A,D,26.164435626203154,7.134788145922608,A,-1.9948174282479347,-151.15376172324792,1
65+,85,Male,Black,-50.91074952218705,D,C,D,E,B,-182.85361603778355,43.517893378316344,B,137.73643727603326,-86.61877183007391,0
51-65,46,Non-binary,Asian,73.57562836938571,C,A,A,B,C,69.85785163202875,-104.956399424737,B,-58.70443026164091,51.60039098660545,1
26-35,79,F,White,-229.55139710719564,D,C,D,B,B,-99.04250714540203,-14.19002258269672,B,12.207724357407752,-59.94887584079611,1
65+,18,M,Hispanic,57.019013254294336,C,C,A,E,D,-156.24986078750612,78.57288835304249,E,-70.61746752337554,23.56723064621978,0
51-65,95,Female,Asian,-4.795979951579125,A,D,D,A,D,-89.53192101352025,-2.4676079832687363,B,-127.79650390835667,-129.50225899493466,1
36-50,64,M,Other,3.159274839586596,B,D,B,B,E,-4.239319949817237,43.49906493416869,B,-146.3232245017201,-17.600923034692826,0
36-50,74,Male,Asian,-17.22302924531166,B,B,E,E,A,-28.914473494330554,-170.38276451293873,C,233.62709627649525,53.36469612296493,0
36-50,22,Other,Black,-14.735293311993836,C,D,D,C,C,-46.35250587877994,-43.214718942919426,D,-150.15781788969426,-112.80936111113347,0
65+,82,M,Asian,-82.35189593242826,A,C,D,B,D,170.30382552587588,2.8609312017106325,E,-27.117740076841596,37.04370922779404,1
26-35,32,Non-binary,African American,-50.966718226737974,D,B,E,A,B,31.98936805011633,40.61032326109572,C,-40.90572314675692,-70.76059757840777,1
18-25,20,Female,African American,11.60969312073592,D,C,C,E,D,28.93876768185229,128.83896707737188,C,20.9845992345824,62.93648998583835,1
26-35,77,M,Black,198.33489577515252,C,A,C,B,D,-63.733508921783574,-185.94116012582435,D,-132.20796051995512,94.37186348659571,0
18-25,63,Female,Black,217.41257793852049,B,B,A,E,C,30.87658885600858,174.2562709028347,D,200.96677943569495,-93.65915380666901,0
36-50,67,F,White,52.63260782938909,D,D,A,B,B,118.14846014088664,-109.46268085859354,E,1.6577779272407556,157.72934284633143,1
51-65,68,Non-binary,Asian,31.648006552699442,C,C,C,C,A,-81.12275173382983,-132.97062573871398,D,-268.4628297012373,-153.83535169801658,1
51-65,30,Female,Hispanic,-88.06768241291351,C,B,B,D,C,167.4212847064048,-121.43340549110644,E,-72.32353866366957,-6.453844844608775,1
65+,18,F,African American,132.10272946460427,A,D,E,B,D,168.76451701594291,-50.437986421710434,E,153.98954450333332,-87.41312346759238,0
51-65,81,F,African American,-95.84543718840293,C,B,B,A,E,-43.80483633987181,18.895464753394894,D,-50.61898244919458,142.89848062767172,1
36-50,52,M,Black,-54.367215738928174,B,A,B,A,C,19.66507451482799,203.24268584047837,E,28.796374054977818,80.12309317421904,0
51-65,74,M,White,-36.60755801961481,A,B,D,E,C,156.21205619761437,-20.278037087316708,E,182.03865814536294,78.28757267514099,0
26-35,50,Non-binary,White,86.28647650468719,A,D,C,E,D,-96.02843710819789,141.0778637564085,C,-99.777233881462,29.99457310468985,1
26-35,58,M,African American,-67.85534150274886,E,B,C,C,A,85.77760460891125,-10.221870699360878,A,127.60593346191882,85.17718389022751,0
18-25,64,Non-binary,Hispanic,-80.37674882792147,C,E,B,D,A,156.40377260658568,-51.140933191664274,D,1.3038288863587761,-51.922074880287084,0
51-65,74,M,Hispanic,-6.373034387649872,E,A,C,D,B,42.30792588304204,12.97167105871519,E,48.75861161731028,-50.74892138692745,1
18-25,81,Female,Other,234.38381884853624,D,E,D,D,E,57.63202590601886,51.60605206158496,A,107.71671946622399,-129.96542566278976,1
51-65,52,F,Hispanic,155.11111431199117,A,D,C,B,C,-29.32462295087575,48.060489149677856,C,89.12180012494738,82.08847765751932,0
65+,36,Other,Other,-78.44322119100225,B,A,C,D,C,5.880309889831264,-67.42375768948507,C,-144.1267301444847,41.36615593658926,0
26-35,70,F,Asian,-23.16446535195654,B,D,B,E,D,30.948694968307127,-13.050047225957972,D,-14.35844097457924,-190.64370612686744,1
65+,81,F,Black,-66.67442054600282,E,C,B,D,D,-17.441468913207856,-152.63131373508193,D,74.5061122498973,-13.77425340654149,0
18-25,28,Non-binary,Hispanic,82.47113692199507,E,A,A,A,B,107.09637594867188,64.36032199828674,D,-137.76990721484603,161.98315770765802,1
26-35,83,Female,Other,84.07148364772713,D,E,B,E,E,-103.89105527527693,91.42063618469795,A,-1.711148489303576,82.55745545805391,0
51-65,39,Other,White,10.283956270348646,B,D,C,B,A,-14.679628577199408,28.36450227994531,B,-89.61454321706196,113.29121433324383,1
18-25,64,F,Other,-70.15357317206261,D,B,B,E,B,-26.700985589304278,-38.520888391301426,E,157.42253458471586,-21.089887899381406,0
36-50,95,F,Other,53.91152605384762,D,A,C,E,A,29.66210752702505,-120.18347284594573,B,-98.2614695147468,34.56987068742464,1
18-25,25,Female,White,55.23987643836854,A,C,A,A,C,-47.57565943958772,23.232989255361165,B,-5.6549750854722465,-125.45397743044768,0
51-65,60,Non-binary,Black,58.427745622226055,C,A,E,A,E,-34.01201582382615,-22.685161653352516,C,120.4485722165989,105.04266189237754,0
65+,33,M,Hispanic,171.95064958718112,E,B,C,B,C,95.37151305988931,4.761476696256246,E,-195.2753272624091,104.89198978393657,1
26-35,92,Female,Black,115.22558591067794,C,A,A,B,C,-1.01230999606954,15.786249342524073,B,14.858859629867558,158.95517209506863,1
65+,97,Female,African American,-6.057140675179781,A,D,E,B,E,-10.043604657363092,23.256329271490188,D,274.66267468167786,27.348009373221828,1
26-35,58,Non-binary,Asian,-27.88697999595496,C,E,E,A,E,75.22411001031901,12.901037731281034,B,111.81744450823892,-39.44254976900633,0
18-25,26,Male,Asian,-157.04380637416205,E,D,C,A,E,59.0883851339489,-150.9426978481541,E,33.43814954074175,-221.61039065764197,1
18-25,93,Male,Black,88.19857708246722,B,E,A,E,D,153.43766340133206,156.40543743446185,C,53.39260627210901,104.66962540887312,1
65+,72,F,Other,129.6024377429171,B,B,B,D,D,-30.190595726514157,84.02039329006944,B,-58.03112536958734,-6.643339576812555,0
18-25,55,Non-binary,Hispanic,-154.2077866557827,C,A,C,B,A,111.36889690257325,140.66671669070277,B,239.52163600559916,-87.10085071669039,0
51-65,72,M,Black,-72.36134193558655,E,A,B,C,C,-2.3705336219943676,-12.225806757503662,C,-190.85738358880258,89.1330613672659,1
65+,67,F,White,149.87692807550872,E,D,B,A,B,9.84749818593394,92.35005300528867,E,81.43518472574729,62.10576828636535,0
26-35,51,Female,Asian,30.958448670413063,A,A,E,E,A,-147.1296066666473,104.8638707768869,B,-148.64887618552757,-64.21382799330573,0
26-35,55,M,Black,-163.42113533850164,C,D,B,A,D,-16.298932453859447,219.65972359013745,C,25.223798455018226,-81.5480181288259,1
65+,89,Male,African American,42.908419437514375,C,D,D,B,B,83.03940077475296,-25.28892978889854,B,128.0235063287596,-24.08778643718704,1
26-35,26,Male,Black,22.138045373590323,D,A,B,C,E,-26.34102145420866,92.85984248878776,E,95.8731361577122,172.94128404750995,0
51-65,32,Male,Other,93.71548929287442,A,B,D,B,E,-123.16132288996158,-3.541886427283653,A,17.37011111852034,-95.58816849715852,1
51-65,44,Non-binary,Other,39.31419185720876,B,C,A,C,B,100.16995027274918,39.97694255990829,E,8.476665363550016,-87.72458287171526,1
51-65,47,Other,Black,122.7234276484378,A,D,A,D,A,-125.12016088073779,-11.513036913962935,A,-12.39833719297906,111.03996135421603,1
18-25,93,Male,White,95.53213653602543,B,A,C,A,E,289.31328130535366,71.19202843437036,D,18.376176309413687,-138.30431327594744,1
65+,59,Non-binary,Hispanic,18.035814672900983,E,C,B,D,E,107.41094065094714,2.9489749904647056,E,-30.6320187122516,-21.52760904181077,0
18-25,66,Other,White,-176.33666713683652,E,A,B,A,A,-94.23067839238844,-24.80358115898424,A,-22.361480850825252,-45.72101842766255,0
65+,36,Other,Hispanic,9.748475554769945,A,A,E,D,E,-151.58203890674065,-165.92492026074007,A,-65.68345792904888,58.72914320928818,0
65+,57,F,White,54.13674703344502,D,D,A,A,B,-96.91849859428166,162.05613844668093,A,-157.3223528871019,-14.936802537437147,0
18-25,96,Female,White,-56.77289827268931,C,B,A,D,E,43.02825959252036,60.99690612235184,E,-8.11131576302783,-41.63810828072446,1
18-25,23,F,Black,-67.99349733327374,A,B,B,D,E,-125.51247845599912,54.677462179933244,B,-21.444599021785624,-9.084702850214423,1
65+,57,M,Hispanic,195.41774253893152,A,C,C,A,B,59.256825748905364,9.546606767152255,D,65.7829029635963,-18.669391900544742,1
65+,93,F,Other,21.60528371700946,A,C,D,A,A,114.33864585130596,67.0451719857917,B,73.96299351091872,92.60055091406035,1
65+,96,Non-binary,Hispanic,-69.65099990126498,B,C,B,C,C,51.97309989055251,31.981630834004697,E,-91.05948845892394,-43.83919109255714,0
51-65,69,Male,Black,-31.551633069656308,E,C,D,E,B,-62.11706346245434,37.723612648252114,A,199.99310449757118,-44.49207488956696,1
18-25,81,Male,Asian,89.14750458756613,D,E,A,B,E,16.062735375729133,-220.99186696170307,E,-119.6702550231547,106.84426701597225,0
26-35,51,Male,African American,-13.382086695586311,B,D,B,A,B,-134.32610938905788,105.84260145232886,B,32.237347551486,-54.10815318375724,0
36-50,77,Non-binary,Other,146.59461727453242,C,B,D,C,E,-3.8148212059083537,134.1835319556482,C,20.556728502348406,-56.93973171136977,0
36-50,43,Male,Asian,361.6469456410072,D,A,C,A,A,-60.84374862305981,-33.949699016074,E,159.00837181795455,31.824873432100674,0
26-35,63,M,Asian,36.351087786079376,A,B,C,A,E,30.20777024343645,-5.107521012046576,D,69.26723003724791,-36.204550586427644,0
51-65,79,Male,Hispanic,-151.89160865117745,E,C,E,D,D,7.3014331660273255,-58.64678331074696,E,129.08267966024187,-166.26128765935832,1
51-65,50,F,White,105.84136476535357,D,B,B,A,D,-205.56732257218923,132.6404180397316,E,-98.576874032908,-68.27621336477688,1
36-50,24,M,African American,-130.7471042103398,B,E,A,E,C,-69.2550908224044,-38.92871496318342,B,31.63633838224456,-92.12402627971558,1
26-35,67,Non-binary,Hispanic,-92.71182724793546,A,E,C,D,A,72.63583258001121,82.77103283134251,C,242.44562671877853,-35.55598154463576,1
18-25,37,M,Hispanic,47.43135581472597,D,E,C,D,E,-57.48969388942014,-37.374577536331316,A,-12.93700716563275,27.90411173252354,1
36-50,27,M,African American,-52.50089625492061,E,B,A,A,C,-132.67829304526688,-22.829113909140112,B,159.3787492148454,214.89136327170203,0
26-35,52,Female,Other,-61.90935745740401,D,D,D,C,A,41.95701949817727,-50.11984435968344,C,24.29434124701347,-6.227739581279172,0
36-50,96,Female,African American,-87.35445739025587,C,B,D,A,C,157.47667666734546,206.01416904837012,E,39.09718553044938,-53.78208597042571,0
18-25,55,Other,Black,-39.055841019907305,E,E,E,E,A,-151.4370047301393,-61.620563991310654,D,2.8385269125375507,56.47689873272949,1
26-35,39,M,Hispanic,-16.637436907511123,A,E,C,C,D,97.57183602914681,-80.97769507506962,B,94.59462964208012,-73.16215740662622,1
36-50,28,Female,African American,35.56408655103191,B,C,C,B,D,-134.84615488476547,210.45826046332886,E,25.506009302944033,47.58749822991213,1
36-50,43,Female,Asian,85.38219708637264,A,B,B,D,C,92.5189245969892,-74.58066703935177,A,-160.22396039664798,65.30121506316524,1
36-50,39,Other,White,16.615100950159732,C,D,D,C,D,16.252403172257914,-38.993656032891565,B,62.28590746745879,-136.48040344007597,1
51-65,20,F,African American,228.49136336955206,C,B,D,E,C,32.52160856424041,197.03385896857668,E,50.559326578778354,-85.07375879654018,1
51-65,82,Non-binary,Other,20.836588373608674,C,C,E,B,A,172.29516680142473,-5.341522471671211,E,-42.74497743751921,-47.36922557676404,0
26-35,46,Non-binary,Black,-18.544582918442686,A,E,B,A,C,48.06522298810937,144.39972161064628,C,-18.104005712536246,34.587371083736734,1
36-50,80,Other,African American,192.7412596779131,D,B,B,D,A,18.04995049912848,16.033291478481623,A,67.21955930622676,112.30767271787529,1
51-65,54,Female,Asian,178.3529557200835,C,A,D,C,E,-78.46383031441266,117.96737853682053,A,19.641352931041286,162.25016883271658,1
26-35,32,Female,Asian,-21.62070642136449,B,B,A,C,D,102.04824083024917,43.69198177918604,A,179.06499479264298,189.7900945448732,1
65+,53,Male,Other,-29.727597878799926,E,E,E,E,C,-61.42930627473523,-57.855123151587776,D,111.7216834262457,34.465039821315315,1
26-35,66,Non-binary,African American,23.129584929503075,E,A,C,E,E,-4.045784007017633,-1.661847595812985,A,147.31934137414083,11.31164563105722,1
51-65,59,Non-binary,Asian,-79.6452888273075,B,A,B,C,A,-84.96861162468676,-48.93348442679763,B,20.896454206490976,41.42442411441313,1
36-50,41,Non-binary,African American,58.91846094297897,E,B,C,C,C,-81.02553488229938,200.1719587806581,B,33.347359988859935,-142.62375239173966,0
18-25,23,M,African American,147.9372521538572,D,E,C,C,D,77.22260080508329,-214.45936817238365,D,208.11195527569043,8.016432761289197,0
51-65,50,M,Black,-31.130238062088566,E,D,A,A,A,137.22969619834925,-50.19389075530919,E,106.32373362353886,-8.557420734306286,0
26-35,61,M,Black,83.12717114698448,D,B,D,D,C,-120.48047977473983,-218.06864898812174,B,-53.743542600673045,32.29508935895501,0
26-35,55,Male,Black,37.975252600315116,E,A,E,B,A,-178.95801611990206,8.912815653751121,E,-12.152754708254074,115.05979041842787,0
65+,92,M,White,-26.362011302364014,A,D,B,D,E,76.03338103349596,-40.029147771444606,C,-26.78491662486208,-151.69623811248164,0
26-35,97,M,Black,-40.64456660173088,D,B,B,A,B,-65.62155369932279,83.48086832357286,E,-40.13308818113121,18.672448767334238,0
36-50,24,Other,African American,-164.37690530777655,D,D,D,A,A,127.29711518999554,91.91570951730161,D,10.715397713474395,96.13320248574179,0
65+,96,Non-binary,African American,-34.28850741876758,A,D,C,B,E,128.94402089519917,-38.164120417976875,C,-144.35148302812865,71.09281365372169,0
51-65,67,Male,Hispanic,12.355908831168872,B,D,D,A,D,217.10424353370712,46.98850295401737,B,-9.93497041026572,52.65757797273392,0
51-65,36,M,Asian,91.21344544154135,C,E,D,E,E,1.6319175282376994,-67.70450079354826,D,16.731993149477837,68.44546521140303,0
18-25,49,Male,Hispanic,-110.3813069329156,A,E,B,A,E,13.797365914920597,19.0150502051731,C,19.04937738791938,165.4507761291895,0
18-25,82,Male,Other,-129.2089117742079,B,D,E,B,C,182.47933572472726,149.76917836459128,E,-64.1495180820666,-3.452181225914116,0
36-50,34,M,White,112.7983071410357,E,D,A,B,E,157.38970767225152,-178.7700706732827,A,-113.41000568419403,-57.707107374928015,0
51-65,81,Non-binary,African American,144.67894944759163,D,B,A,A,D,211.62968604360643,-98.8953565700673,A,9.173085020775828,3.3887088027977232,0
65+,63,Male,Black,25.79890230078479,D,C,B,C,A,-55.168326204501305,149.17383333962783,A,57.628570488055644,-85.27965955584465,0
65+,45,Male,Other,9.638897699001427,B,B,B,B,B,71.28467479176489,-148.98786665225836,A,-77.78209261156016,131.7532735136108,0
36-50,45,M,Asian,64.88257506325749,C,D,B,B,D,0.7873153041503936,119.53064358888076,E,71.64088499140504,-46.716486896357054,0
18-25,48,Other,White,25.73666952294146,E,D,C,D,C,-166.89217096533324,-103.56980706091994,D,-48.96322855842382,-94.57551227633591,1
26-35,36,Male,Asian,57.40216135098733,E,D,C,C,D,111.98288484379349,-35.56265701142428,C,104.58543883076281,79.30896623956106,1
36-50,25,F,African American,186.25638940636395,B,C,A,C,B,75.16439261100686,101.99996317132545,D,-85.7345627089767,-31.588591677364608,0
65+,92,Other,Hispanic,34.672524968224785,E,D,A,A,A,-39.21869370691065,-104.31715715137662,C,-60.71010738868875,-85.82543039648071,1
36-50,56,Male,Hispanic,-1.391606750359764,C,C,C,D,A,-95.99600751689815,-91.75935170364265,D,23.588008806191983,23.05243663500535,1
26-35,36,F,Other,103.2127392647415,B,B,A,E,A,170.10840035518902,-45.037221874167486,E,-30.470821585799623,41.20696810892993,1
26-35,84,F,Asian,2.2571841573601956,A,A,C,E,E,101.3045422735778,118.80407633006591,B,65.94139579378475,44.04825850610961,0
65+,75,F,African American,68.82820890733086,D,C,E,D,D,79.34423912797122,-5.697612169075896,E,-163.60860757600457,77.22272780086644,1
26-35,20,Other,African American,2.59864971377995,C,B,B,A,D,-1.329431015219028,8.780007498625253,A,-1.1976763710880922,-112.18958130983638,0
18-25,72,Non-binary,Asian,-29.10876373013396,D,A,E,E,C,65.34383076014481,53.91448394810499,B,-73.75662996359041,129.12194939569056,1
36-50,30,F,Black,-55.866933229281315,A,C,C,D,B,-114.00341976549468,21.02553662112165,B,113.79134420252981,4.510915954541545,1
36-50,93,Female,White,-221.87376890767308,B,C,B,E,D,84.10511899821054,-96.59661548723085,D,-89.6005848900702,198.85030028495947,0
36-50,77,F,Other,94.32695355103849,B,A,C,E,E,128.73804644490562,41.717114416731235,B,-73.6825817237541,-86.60981285671116,1
65+,99,Male,African American,26.211936817495367,E,C,E,D,D,-139.74293210205064,157.9382952873725,D,-14.107981057122327,146.40403708637893,1
26-35,19,F,Black,-34.97589659442776,B,E,A,E,B,-59.27734736671769,-138.1892711286233,E,-197.04882159210308,-79.51090278957457,1
36-50,70,Other,Other,52.90012788194216,E,D,C,A,A,-37.48204393513411,-56.538957126019284,B,93.98834456218702,-52.83181973811308,1
51-65,19,Non-binary,Black,90.57439448916004,A,B,E,E,E,42.842268973117484,132.4320487970022,D,105.98794808836975,-196.42616162182918,1
18-25,80,Other,Asian,220.3156513837366,C,C,E,A,D,-66.40623718510619,-166.11472107760196,A,133.96510057386283,-72.59798520089291,1
36-50,60,Female,Hispanic,-198.94782863575645,B,E,B,A,C,63.19089736358101,-177.25997091220498,B,83.47780434005215,-10.450954182266257,1
26-35,62,Other,Asian,104.19957333070313,C,C,E,D,C,-7.535597631314207,-29.90612348141766,D,113.80628793452523,-55.65518080856453,1
36-50,43,M,White,-12.695610250388716,B,D,C,A,D,-115.74629617279338,213.47499007225346,C,133.17351315256255,-282.4014520917781,0
36-50,50,F,White,97.77346949064398,D,D,D,B,D,80.92039501223127,-143.27197914856526,B,-159.22088117569936,-165.1807779019421,1
51-65,73,Non-binary,Other,-286.4662419390489,D,B,B,B,A,62.19790703813302,-67.03793111024655,A,-8.21486708718775,23.414341616178564,0
26-35,39,Female,Asian,158.23906360235677,C,B,E,D,A,11.008469920364938,-62.333648067994105,A,30.49652590694643,-5.731597907817862,1
65+,35,M,White,46.988929885032945,D,A,D,A,D,-51.345611999954365,-51.656955912534876,C,36.61527217799229,-22.025479158070063,0
36-50,45,Other,Black,-119.58484851895452,E,E,E,A,B,90.48136724599077,92.31146448566345,E,183.53302338750274,-301.0167258775221,0
51-65,58,Male,Other,-86.36013045355732,B,B,E,D,A,-221.43294003609424,-5.19269582309412,D,-225.8560775655225,-155.3826861146694,1
65+,91,Female,White,-118.35290056779138,B,C,E,A,A,171.54754766241962,81.83331415727517,E,-67.89700887200719,-29.425100484403455,1
36-50,68,Male,Asian,6.638496471058657,B,B,D,E,D,-14.445253458152921,-19.96533932163203,C,-160.471332548511,-139.03538018432832,1
65+,28,Non-binary,White,-97.69904305083979,C,D,A,B,E,2.0596210334110228,180.9178035657991,D,40.69842244744547,-138.4047086462784,0
36-50,91,Non-binary,Asian,-116.09633997288404,B,D,D,E,A,-174.63050546339207,37.11648532915877,E,66.99040446587428,-50.53919765743223,0
18-25,99,M,Asian,106.28733166806632,A,E,D,D,C,45.8367609492422,12.186053294152893,A,88.77962843506167,21.81479442858985,0
36-50,38,Non-binary,Hispanic,78.19655614075096,B,A,E,C,E,59.72060429321192,48.359322743589004,D,101.26725900746962,-42.40725542984729,0
65+,59,F,Hispanic,-110.7796014717982,E,E,D,D,C,202.3081480246054,-144.32478198042432,E,-34.23872585449745,98.13191281130096,1
51-65,21,F,African American,-13.88205300650928,A,E,C,C,D,97.90875183770528,-30.933622983725904,D,-130.59862755369616,-52.08895164745163,1
18-25,53,F,Asian,-278.78107197149984,B,E,E,A,B,145.6224266295931,-215.9050727322842,C,-85.99685628080307,243.04563576775783,1
18-25,45,M,Asian,-64.35624325225645,A,E,A,C,D,-96.47376179074537,41.48368060209927,B,48.139878643311754,-17.30433312059267,1
18-25,25,Male,Other,113.79702367577875,E,D,E,C,E,87.86250442928386,189.28568156375368,E,74.7295501572009,51.22697637328878,1
51-65,63,M,African American,-31.30996054314966,E,E,B,B,C,27.251931768395686,27.30247674850896,D,-115.2355148626395,-84.64898639406583,0
65+,58,Non-binary,Black,56.888029365869244,D,A,D,B,A,70.80340640905145,171.28121017798793,B,162.52504152802928,-86.15736229863,0
26-35,29,M,Other,59.54429192114513,A,C,C,C,A,50.08753835194633,-139.5612254219126,A,-36.030752018840616,-27.802157426660635,0
51-65,25,M,Hispanic,-78.43796766398661,C,A,C,E,C,131.95826896914758,78.0171056275199,B,33.33992766511304,-129.10448665467962,1
26-35,86,Male,African American,124.4757120275726,B,C,D,E,D,1.481690077318411,-200.12339446597792,A,-109.3026433357216,61.063985583012034,1
36-50,98,Other,Hispanic,117.08913680992437,E,C,C,C,A,-11.062742345238867,-114.28419229560534,B,82.16244358577868,73.08775757115374,1
36-50,19,Non-binary,Asian,140.02866643712858,C,D,A,D,C,75.06948676005977,-82.99266857084382,E,53.8877056808834,8.344178693902327,0
36-50,67,Non-binary,Hispanic,-93.87057316743103,D,E,E,B,E,224.53954992589306,-25.34950606385041,E,144.97653995792493,151.9280242167939,0
36-50,89,Other,Asian,-79.73815964798273,B,E,A,B,C,-23.807169545419146,-198.09638601485378,C,-49.27752092754621,-89.43594974887091,1
51-65,42,Male,African American,-127.77850316691968,E,D,A,D,E,-63.189888621889224,120.19220989691361,C,78.26068610531601,120.01221867971648,1
26-35,59,Other,African American,-105.06250322274866,E,E,E,A,C,40.757932806351135,-97.73021193146873,E,-50.673044667322486,64.62055813084652,1
51-65,89,Female,Black,-24.649441892677252,B,C,A,D,C,-43.84435182928227,-173.10772104709858,D,87.46362817698777,245.5759073288721,0
26-35,41,M,Other,-98.11255153384995,A,A,E,A,D,51.35288763869491,-108.59010825974296,D,80.49645024254093,38.18697325051427,0
51-65,86,F,Asian,-59.23509814175465,C,A,B,E,D,165.30170664548024,-60.62584827221986,A,40.17249781763776,84.57292764023653,1
26-35,26,Non-binary,Asian,33.980363955672075,D,C,D,A,E,-169.70664126684008,24.474321848828296,C,-15.302424746362348,-189.1365328088474,1
18-25,19,M,Other,19.371058862343364,C,C,A,D,D,105.09218982412327,-232.99774546109126,B,5.714806558502461,-47.06003066985818,0
51-65,44,Non-binary,Other,13.580962225100004,D,D,A,D,A,27.163628602000728,42.21076387308955,E,-35.90623213353671,-8.8894475371907,0
36-50,57,Other,Asian,-63.98309824839683,D,C,C,D,C,-113.26963491831759,8.091508782616314,D,-13.714915186647739,-70.89806330740228,1
36-50,30,Male,White,268.8700959367762,E,D,E,B,C,27.76768762157471,18.26676395358579,C,1.8495375357768769,67.16941608655834,1
36-50,96,Other,Other,-40.39825542592956,E,C,B,E,D,180.40537423259016,16.92895348200914,E,-37.18113302396021,86.60711985718746,1
51-65,57,Other,Asian,-79.05654686911843,E,C,D,C,A,89.92948505146806,-264.69094231583546,D,182.6920739467852,132.13738860168868,0
18-25,47,M,African American,34.49282319270113,D,B,E,E,B,51.87682735508928,184.92838820362866,B,77.63149435991707,107.54760608862388,0
36-50,39,Other,Black,-5.954151093509196,C,C,C,E,A,220.56947685118735,-50.34597958993039,C,-63.50978185604923,76.5569944206704,1
36-50,35,F,African American,46.22202514274781,A,B,E,C,E,-152.7920087165822,-68.17907531171988,B,-71.82199374989773,166.37904142661813,0
51-65,64,M,White,97.97465684289631,E,A,A,A,B,-89.64738369135668,-51.21293583741061,E,-59.96286740920741,-14.713827114983765,1
