military,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Bisexual,C,-59.611569898419205,A,D,11.942925612046396,162.15387579279053,C,A,-3.221218113807838,37.02292343106684,0
Veteran,Other,C,127.08438789596623,A,B,91.43508713484074,-83.15735299636351,C,D,82.90121673590531,-134.27051221951803,1
No,Heterosexual,E,-1.1328193831610576,D,B,70.73715021692807,81.65436849837468,A,D,-94.38479366359232,-144.53409185788468,0
Non-Veteran,Bisexual,D,-134.34093153653447,B,D,19.90044074796278,-38.53355220021156,D,B,44.56662275775045,-131.61313334777483,0
Veteran,Other,C,24.454274469460625,B,D,31.724159226122605,46.50982697564466,D,D,-71.68580350003107,114.35487167794913,1
No,Bisexual,E,-78.34230437601354,C,D,45.645238529454275,97.40446811652214,D,C,-235.80587649107585,176.11997667836147,1
Yes,Bisexual,C,108.16302267857898,A,A,-43.19924681968424,-36.719785839660375,E,B,-16.99687007728218,46.77701717341257,0
Yes,Homosexual,D,143.45281401633798,E,C,12.275861432663385,-96.3163285631067,C,B,-101.62370573399242,46.762838868423415,0
Veteran,Heterosexual,E,19.637740851169543,B,B,0.5251386094313882,-25.407856979955373,D,A,44.06565899977821,65.97801568458016,1
Yes,Bisexual,D,3.018118423991818,C,D,-54.43089701510537,-26.14355663811123,B,B,-159.66110499634095,-75.62927815854636,1
Yes,Heterosexual,A,-100.53923978595229,D,A,97.32907986480251,249.1435514104254,D,D,-76.79565449676254,12.088557374470678,1
Veteran,Homosexual,D,-97.54262926123286,D,A,-108.27351255225032,-106.18674555448295,B,D,8.600731402341378,-29.030678897365707,1
Veteran,Other,C,109.28072568806091,A,A,-24.57341445509825,3.4576418873480104,D,B,-89.47359135565696,-131.4670093031572,1
Non-Veteran,Heterosexual,B,101.90142260748425,E,A,-95.9954274264993,-62.71702264394272,C,E,52.33635565667332,111.02117148239168,0
Veteran,Other,D,-9.423473489867511,E,E,54.036594325605805,111.09133145652734,B,B,82.21607181663067,21.9881230496565,1
Veteran,Heterosexual,B,-10.969719876866955,B,C,-62.26429878330706,48.24322986473315,A,C,21.374790920637494,5.786374560756783,0
No,Homosexual,A,-43.90679454560028,B,D,-91.84410823142744,103.84838713229915,E,A,-73.56539093873515,-3.829643488671844,0
Veteran,Homosexual,C,96.64283759390068,E,A,118.319045290487,131.6031416931706,C,A,84.23022806378187,14.632128560333014,0
Non-Veteran,Heterosexual,E,-218.69237752092747,E,D,-111.27984965879361,-150.83650621887003,A,B,-102.56829182016133,37.55609560404895,1
Veteran,Bisexual,B,-185.9997210093902,C,A,-147.5520763103549,-103.90194387331746,C,A,102.5472252021475,46.477403860009225,1
No,Bisexual,C,-35.45837250296622,D,C,151.22200994270247,88.95963436575721,D,B,-113.25827879552325,-116.92922446967773,1
Veteran,Bisexual,E,121.1850556499872,D,A,0.34402745936125456,226.18132899702718,D,E,-297.2531994875531,-74.54972988137567,1
Veteran,Bisexual,C,-60.305216730386455,C,B,-119.6556241790653,26.25084961147589,A,E,-50.82350382707691,183.2606020936203,1
Non-Veteran,Bisexual,C,129.74931840999128,C,C,-28.944367842706033,-249.06318729076307,B,A,7.076627817277738,-193.6486388413654,1
Non-Veteran,Homosexual,E,44.22537262988674,C,E,52.58077910457411,65.30826377685482,D,D,24.31964562314523,107.53463827188476,1
Yes,Other,B,25.62653445297705,E,E,116.9967183505904,-124.17552741373699,C,D,91.51893683563043,-20.89248921127495,0
Yes,Other,B,206.54394317570612,A,C,96.01902344410324,37.84934431680895,E,A,-22.47299321982826,-19.47009504377204,0
No,Heterosexual,D,112.37987156549293,E,E,-0.12166309908361513,-49.33927792035854,C,B,-85.61182201542333,280.88659503199176,0
Yes,Homosexual,B,-7.219956622160403,D,D,-140.7100831655664,85.94979847687216,B,E,79.02955821611842,17.556094097378892,0
Veteran,Bisexual,C,125.34222251815739,B,A,115.19474734382531,137.59298874007868,B,B,135.25863346606118,31.994965196759523,1
No,Other,E,0.12164587938270184,A,C,-64.49741883338665,111.18995160108524,C,B,-160.15311618816497,-19.331761187807167,1
Veteran,Bisexual,E,38.791151663688176,D,E,59.22649187339234,-6.434401930126955,A,B,-36.34360009948143,31.922351376265024,1
No,Bisexual,B,-257.9931128104205,E,E,173.07479592689492,-23.271486697144674,C,E,0.009862475993727889,-19.588093978459924,1
No,Homosexual,C,-143.41446362685895,A,C,-16.156875212197598,30.314277387589417,C,B,-61.77309611416422,22.020117307599964,1
Non-Veteran,Bisexual,C,-60.55889654203991,D,B,-80.60817567314668,-102.83485629046305,C,E,137.78574668651564,-53.60162586649159,1
No,Heterosexual,D,116.66792914288253,E,C,106.61788975222622,-99.76931271406711,E,C,82.41596342046019,118.5873062846254,0
Non-Veteran,Other,C,-68.32970084584638,B,B,-246.44160027952097,71.67080722107933,A,B,60.23625490321476,-110.10242529555295,1
No,Other,E,22.54476607984481,C,A,-101.1117770290695,27.673151424574787,E,A,-74.97502530664211,-58.385018814037906,1
Non-Veteran,Heterosexual,B,-25.601083237211103,D,E,-98.50811394479973,22.823541797602154,D,B,30.820920686119656,-106.81697634633231,0
No,Other,B,269.4504709753117,A,C,-151.1272568377878,30.92822071621985,D,E,29.48302971892432,9.433042713123111,0
No,Bisexual,E,24.224911259596404,C,E,139.30242057387449,28.894570304751845,E,A,-131.17637240519525,47.364172440466646,0
Veteran,Homosexual,A,-58.62505920089313,A,B,23.940045456404878,-63.59823650678725,E,C,171.2878386295439,-47.53665478172541,0
Non-Veteran,Other,A,17.13082957379443,D,A,-114.39424143155239,-8.891423072870898,A,C,19.098554695733945,-5.753037061218349,1
Yes,Homosexual,D,-69.35668121905032,D,D,-212.52360465691606,93.80525263113205,A,A,51.74169001662644,173.1503101650129,0
Veteran,Bisexual,C,-79.24737279337089,B,C,-91.14305891334942,-7.504160608634599,D,D,-1.952671820859677,-88.45973754937421,0
Yes,Heterosexual,C,65.7526452902415,A,A,-23.022251969170824,10.946221936430373,C,B,24.928432058800333,29.74968099027598,1
Veteran,Bisexual,A,-111.42882435039685,D,B,46.885481867818704,-43.09034603261235,E,C,6.4922829210536115,120.97051306102826,1
No,Other,D,10.817908182486876,A,D,39.17882000888375,-50.706851634358095,B,B,-59.400207489280746,-131.39283700385343,1
Non-Veteran,Other,B,-48.135554865212846,A,A,-34.51787197348743,86.26302402522813,E,B,242.42501751447656,68.78239721063532,0
Non-Veteran,Other,A,34.13705590672598,B,E,48.31365238677593,-183.41861524283544,C,A,-205.75037937359477,-62.487078063027944,0
No,Bisexual,D,-76.57272246766705,B,E,52.560634507533265,-44.03042737643143,D,E,26.630418228962327,-160.36083359502257,1
No,Homosexual,A,-94.25875403631397,B,B,-41.75465605449792,167.9199395189455,B,E,-122.34342692270748,-30.84301640171539,1
Non-Veteran,Homosexual,B,198.95172023913085,D,C,-24.417337362276903,117.27483170738604,D,D,-106.3520057531964,98.73148434510884,1
No,Other,D,151.75197644685926,A,A,3.6109063440480087,87.48460998121861,B,A,41.38535486861182,-176.90047545415956,1
No,Heterosexual,B,50.65770533569653,D,D,-30.1140874717756,100.81384859624092,C,D,157.96016019252582,-96.83421440396893,1
Yes,Homosexual,C,36.52486272999719,A,B,15.398973839030733,-29.195271713927866,B,E,-229.47993902757767,112.94000830376582,0
Non-Veteran,Heterosexual,A,-75.00687045472688,C,B,54.38228463974429,84.78792886846094,B,A,-59.72680578421263,-79.80003249373944,1
Yes,Other,B,-8.207690706518186,B,B,121.76310332613834,-60.97946325026401,D,B,109.05425833860214,-0.5790985382836388,1
Yes,Other,B,-245.25468348879693,C,E,13.139111859526878,132.10947317756103,E,C,168.73492251354605,-96.92127638067541,1
No,Homosexual,E,-50.86016685833486,B,E,26.515491562359223,-92.37472253505688,E,C,-166.60956607397094,-114.81686595432743,1
No,Other,E,-165.6643801529177,E,E,56.0420863266021,7.752623099241189,C,B,45.92429152584769,-75.62636433458168,1
Veteran,Other,E,-147.88208217394455,D,A,-160.79308228224892,54.17752889506945,B,A,-74.07377578572896,-105.92420028293344,0
Non-Veteran,Other,C,122.49543026202596,E,E,31.079044708674065,-61.95784641526143,D,C,209.07254678033107,-12.915948078230619,0
Veteran,Other,D,150.24504280067225,E,A,-30.3717653516228,12.87904498124271,D,B,-51.16964076281189,-161.22481013070743,1
Non-Veteran,Heterosexual,E,155.4877186123309,A,A,-7.174495792056175,-67.19135716055318,A,D,87.06301355637453,-69.3868943006893,0
Veteran,Heterosexual,E,-171.76996677031445,D,E,-94.24644211309298,-125.11029147597488,C,D,182.88261163544516,-28.195181107071527,0
No,Bisexual,B,118.13846593445602,D,A,-9.790959778527474,69.66860250313691,B,B,0.05792274975823431,-13.263669067619288,1
Yes,Heterosexual,D,47.721923780215874,B,E,49.79662683217382,113.9109990454054,D,B,79.00520543902866,-47.30585468251326,1
Non-Veteran,Other,D,100.15728323035084,A,E,-119.85736257386233,-170.0218835161239,E,E,-107.17342573471575,-28.61225221029117,1
No,Bisexual,C,7.731512891440463,C,E,-133.90395432804797,-238.22925873821882,D,C,96.9371155451719,151.15125860561744,1
Yes,Heterosexual,D,23.893723020073214,E,A,75.21963240439766,-57.890086891909874,D,C,-137.41542431708947,-55.28244807912264,1
Non-Veteran,Bisexual,B,103.12598984300496,B,E,-45.55005469370786,-113.36879328405615,A,E,46.98926705439933,-64.19824667970869,0
Veteran,Other,D,-69.72405518508138,D,A,-15.449210042126788,81.20818173169286,B,A,-45.63731545876737,-146.7584952091777,0
Veteran,Heterosexual,B,-80.32875588960901,D,E,-130.65372530883573,-50.049453436645095,D,E,-14.212942946602453,110.01284275215639,1
Veteran,Homosexual,C,6.482454337965699,B,B,86.43039530258176,53.53607308717021,A,D,-162.0177336679247,-44.12471507825536,1
Veteran,Homosexual,D,-98.32120214074564,A,D,-35.331868353832604,29.599944967854398,B,E,121.6842042345651,-1.9341927106582784,1
Yes,Other,C,-179.41713002969777,D,A,-23.648152431259,-0.634636034682178,A,D,-53.823288780029976,-30.43954912673365,1
Yes,Heterosexual,B,-4.420591402063944,E,A,24.392064795719687,-179.63000055635442,B,D,82.37463645722755,-98.38103476510067,0
No,Heterosexual,A,-21.217724726260226,B,D,-213.60161130670244,-57.279675334052946,C,A,147.63467235821162,-58.75297049609651,1
No,Other,D,48.518787381347494,C,C,-122.71383193753236,-187.67667044580932,B,C,-76.21402264134542,221.58967102723634,0
Veteran,Other,A,-7.638832179171745,C,E,-176.639711221975,-33.00272371081026,A,E,-82.72413314899055,-106.05150049119372,0
Yes,Other,C,-107.93855824733399,E,E,-71.07858113425435,136.93303571550317,D,B,-173.45847838531498,8.920359659202521,0
Veteran,Other,A,24.056747147283726,C,E,-12.659092981066145,86.46993915870578,E,A,-145.68815192635134,-192.9370730727196,1
No,Bisexual,B,106.10306375600658,A,A,179.05884152344044,23.19336455136209,B,D,-61.5856444033097,-58.994189769430285,0
Yes,Homosexual,B,-123.49551562897452,D,C,22.683135043500748,210.9185080164282,E,E,-26.233093854656612,22.56766029366641,0
No,Bisexual,A,-25.83033967375194,C,E,38.746259524921385,14.732226351718294,B,B,-62.272872244315224,116.13267448063216,0
Veteran,Bisexual,A,-41.25686971323408,D,B,-225.53483277208363,24.79093347065764,C,D,30.330634722938083,-96.47824704500178,1
Non-Veteran,Homosexual,C,13.497953653122337,D,A,-114.89795763378439,-154.57930247671158,C,D,1.9985809173522124,-109.88635808239593,1
Veteran,Homosexual,E,82.73692020417775,A,D,-70.1454799750316,-119.06241735892671,D,A,40.763794060843175,50.97272173333599,0
Veteran,Homosexual,A,-190.04138545618898,C,B,161.68641091940515,71.95132556253205,A,D,-231.51630424446194,-79.87981105176046,1
Veteran,Heterosexual,C,191.72644905307857,E,B,-81.53080524270077,-17.130714922631277,C,B,72.52912529368501,93.09000181301398,1
Yes,Heterosexual,D,-157.1841245678969,A,B,58.892701880049735,-17.958322328101918,E,A,148.25559016303663,20.514419199942164,0
No,Other,E,57.804156776649215,C,E,17.438688590056476,-16.368687598238512,A,B,28.244511858316006,27.435422285889032,1
Non-Veteran,Heterosexual,C,-3.3414841667846242,B,C,23.154231119205253,100.22188106870418,C,A,25.975441624409967,132.62996203112027,0
No,Other,A,-112.07800248524471,E,B,-103.83599385160154,76.3419307686498,C,D,-45.52228528001301,192.0881506975067,0
Veteran,Other,A,147.699984492672,C,A,-47.69699159347386,-171.95891726147548,D,E,24.31058955627105,-134.47381208370763,0
Non-Veteran,Other,E,-38.324104091113405,D,A,55.967846342108615,-75.45541523010738,D,A,-105.28081487834118,-37.34297585763625,0
Non-Veteran,Heterosexual,E,-49.823054491549,B,B,-3.9015034827083723,52.45664619582221,B,D,46.78017760408182,-72.7277041790838,0
Veteran,Bisexual,E,126.25874171299947,A,D,82.12801533076922,-49.93430934938425,C,B,18.240636457944188,-74.45715330226919,1
Yes,Homosexual,A,-15.368520626586502,C,B,82.94658333740824,-71.16669476855218,C,C,-161.59905882906983,-16.037161467009888,0
Non-Veteran,Heterosexual,D,-41.15982398919323,A,B,124.08822671693704,96.5399780365111,E,C,-162.89614879280353,-61.243958879521685,0
Veteran,Homosexual,E,99.79148347275012,E,A,-86.31016893142849,-11.264639674093601,B,E,-59.16221385600653,-337.65902075950953,0
Non-Veteran,Heterosexual,D,-113.69268572929438,B,D,49.06836557441561,14.190916213343888,D,A,50.61719290937017,-28.948455097060133,1
Veteran,Bisexual,A,-43.51999836719401,A,B,-31.508115056021467,52.355895600178656,C,A,109.22976979030659,9.86406274032709,0
No,Other,A,5.0353290251148435,C,B,-32.332887992559876,-49.181124239801136,D,E,189.06796423648794,97.9854790185074,0
Non-Veteran,Homosexual,B,152.38212714062135,C,A,-71.232182102879,28.180129904842268,A,B,46.38224413629456,-177.51787859897544,0
No,Other,E,-157.72584249477447,A,D,41.03877838603937,-58.70283195092812,C,B,-237.51238234170015,14.144291730895384,0
Veteran,Bisexual,C,62.20399672064042,C,D,71.07802159023399,-14.811179993441668,B,A,-31.644845478185395,-112.222834872752,1
No,Heterosexual,E,-5.1000262302899735,B,D,-92.50276711243933,-37.956252425522266,D,E,1.6158015538644384,34.71181833288902,0
Non-Veteran,Other,A,225.80117355257698,A,A,-56.806986978106764,-150.07746159826704,C,E,157.62620389011025,-63.6690489507057,1
Non-Veteran,Homosexual,C,-64.91893946443543,D,D,-46.62929613999472,135.29143978531553,B,B,12.55352793097183,47.84430450749617,1
No,Other,C,-39.3015903833315,C,C,30.04635991013298,37.734611830526774,B,B,-115.18535747896263,45.04356507770858,1
Veteran,Heterosexual,C,-52.51995654095624,B,D,36.27078790216747,26.045772822477133,A,E,21.79974055774583,-27.092896644174303,0
No,Other,A,29.14300591495885,E,C,-61.13945908471972,11.849408436504016,B,A,107.83157638579716,38.63914176673635,1
Yes,Bisexual,B,-28.087223822823514,A,A,-17.5319427008803,6.1323790082696705,E,E,-36.458536336379304,-18.484837325613306,0
Yes,Homosexual,A,-66.69640842865331,E,C,82.66498492692249,-79.72323852422582,C,D,5.314698570517494,-46.67174225997318,0
Yes,Bisexual,B,10.833911648080125,C,A,-109.2623154821059,-21.598015122812438,B,B,-49.4612354286945,111.90307448707352,0
Veteran,Homosexual,A,-167.30604480113712,B,C,-135.4040568123873,-134.41348891580623,C,A,-41.976413347844584,33.415366674852905,1
No,Homosexual,D,27.238254169364,B,A,183.135869601815,16.903520128546575,B,E,-124.79309282945353,39.35384281868632,0
Veteran,Other,D,26.47167359873579,A,E,-46.21689399229519,-24.562382172159197,B,C,6.7619629971037805,-35.29884541649494,0
Yes,Homosexual,A,-65.73165259266916,D,B,-7.978957697131163,97.92122407281576,B,B,20.136500697664513,119.22688068275329,1
No,Bisexual,D,-129.32060277150964,E,A,-73.87175462954009,240.77766092744426,C,A,-94.50452581457559,-129.02562370590388,1
Veteran,Bisexual,E,85.11669269642036,B,B,-30.626567435629266,69.03877825366564,C,A,-190.89978470197008,129.31688490437992,1
Veteran,Bisexual,B,23.31653157045961,A,A,-53.37541054352336,-91.26808902207738,A,B,46.73262263828949,-132.2525309192601,1
Veteran,Heterosexual,C,-115.2625794152861,D,C,-45.602593859009346,-40.41225364645135,A,C,-73.99715464557289,-45.98151335180088,1
Non-Veteran,Bisexual,D,66.16155337042225,C,B,166.77345935129247,-29.572331876018577,B,E,91.21176207074603,153.8036244518575,0
Non-Veteran,Other,B,202.83060014662965,A,E,113.93867146833739,25.617026840152167,D,E,-23.722376947617168,-38.39164318038152,0
Yes,Other,B,36.14175400036867,D,C,-47.92897572877899,51.1252711439377,D,B,44.6011225680751,-126.96846661397123,1
Veteran,Other,D,-70.85881846361298,B,E,-176.65934688307948,-40.1416575766436,B,C,-33.39895299150343,26.993744608772268,1
Yes,Bisexual,E,-59.63510591726766,E,E,-69.45309151909427,-12.529388952192116,D,B,-60.658099541380174,-33.99189525412575,1
Veteran,Bisexual,C,-102.35446969023596,A,E,-35.77199722526655,-94.22871871648584,D,E,135.58397641188967,-42.18779275782303,1
Yes,Bisexual,B,-148.12323567146748,A,D,-102.9110390409625,23.92781547352392,A,E,-50.77947253434035,-58.994199928808456,1
Yes,Other,A,-169.82228243603888,D,E,2.801966549123503,-5.087815151742959,B,A,-1.2081582170909713,-49.94952324316218,1
Yes,Heterosexual,E,7.942966800951585,B,D,-54.50784364752661,-73.16035495896998,C,E,-15.231635300119702,-56.94938580090062,0
Non-Veteran,Other,B,27.32092952995017,A,C,130.66455929998295,42.81051791804505,B,E,128.01274755663928,202.48829934573553,1
No,Other,B,35.66029359185628,A,B,39.27210843383933,5.9827902615753,D,B,62.52887392106638,108.59291404877187,1
Non-Veteran,Homosexual,D,-17.048139583434928,B,C,-20.010396943327706,97.23048904363355,D,B,-24.515092351838476,71.24014496846452,1
Non-Veteran,Other,D,19.078992101473556,D,B,-26.730338117301233,-84.20791216251796,E,E,116.56761266889487,-3.6694815409221975,1
Non-Veteran,Homosexual,E,-136.42963565220404,A,D,-54.91335188868739,9.130861888355623,E,B,86.20670631079075,-78.74063448738791,1
Yes,Homosexual,C,169.9368879505018,D,D,-13.77003812700285,-113.91985619758813,D,A,-20.360958287071803,21.74810775486776,1
Non-Veteran,Other,A,28.107565708587057,E,A,22.840145442511798,-84.8462096398123,B,A,-136.2358799534474,-100.72350039229396,0
Yes,Heterosexual,E,13.469729008189507,B,A,68.42282186692226,-107.60051039565828,B,B,43.402758248550704,-85.9391328991722,1
Yes,Homosexual,B,180.72324338313723,C,B,-14.936327049373746,-1.3538522643023267,B,A,-57.85796619880098,-194.50401960410065,1
Veteran,Heterosexual,A,114.28619619235249,B,D,46.20034715746221,7.343858253867673,A,C,-172.35178958672466,118.48784765509808,1
Veteran,Homosexual,D,-202.69966051860658,A,B,16.68120877243764,49.99744929517762,E,C,-115.63861923087921,-99.47168594232706,0
Veteran,Heterosexual,B,46.545659830074406,D,B,75.29370051682392,72.45699883204426,D,A,-56.91237659948004,-10.886867794307989,1
No,Heterosexual,D,-47.90778464750949,D,E,118.01322535123234,23.12053644775158,D,A,77.20703891203172,228.96054701321447,1
No,Other,B,-146.35188404607572,D,E,-8.109337382916676,-178.38022668012394,B,B,-43.7333755311263,109.92994300926225,0
Yes,Bisexual,C,5.51081898443143,C,A,148.27718465530552,187.55554521872966,E,B,131.67918857465565,281.48141684557805,0
Yes,Homosexual,A,-56.21077598638039,A,E,-61.60443318338221,99.6318075678297,A,A,7.246631853897808,-11.805275611017192,1
No,Bisexual,D,-77.12940476573348,B,D,-41.2313119472966,-104.38607755522949,A,A,-57.676764826040994,12.372663510744164,0
No,Homosexual,D,219.61720999811865,D,C,-88.18357614897778,164.95294441045772,C,E,-24.21940531079896,-41.096585817025705,0
Yes,Homosexual,E,12.720418730672044,C,D,-62.21633852461126,209.89706101305248,C,D,-51.96869085428705,-151.02087871798253,0
Yes,Homosexual,B,92.75738486501766,B,A,-77.93895589883068,-98.05860959139872,E,D,-34.535631955884796,-155.74270586978292,0
Non-Veteran,Bisexual,E,26.00228826351339,E,E,3.9337157404807055,52.755574532488495,D,C,99.2198090744352,138.03538545993882,1
Yes,Other,A,12.403567148596304,D,C,-32.108756259078014,-30.208696303132616,B,E,86.03814880197693,-19.480292426621187,0
Non-Veteran,Heterosexual,A,54.028022388637645,B,B,26.661803792537842,66.40929108950036,A,C,114.78010334615345,45.512563229419314,1
No,Homosexual,B,164.90568565815119,B,A,296.0432729515127,84.24169846156413,E,C,-111.32602890901467,176.68054617418335,0
Veteran,Heterosexual,D,-48.212717828379276,C,C,-67.0937305224046,-52.85635070566541,A,C,-15.617274667591206,-19.85074917250355,0
Yes,Homosexual,A,-134.17587513820882,D,C,11.541109923645584,1.9605838963375526,D,B,-47.53789779208353,46.69802252927312,1
Veteran,Other,B,-28.50882423367863,D,E,71.45586510955826,-45.822606487539105,D,B,-34.64507192236697,-129.20150631983697,0
Non-Veteran,Heterosexual,B,-55.43081752128527,D,E,22.716712916069927,73.44187581218226,A,D,86.25336345068219,83.76781940438482,0
No,Homosexual,B,106.88083227656296,B,C,76.00146523211973,-37.63884472060746,B,D,-46.175679658644285,50.42374645727145,1
Yes,Heterosexual,A,36.552937561793755,E,E,-24.733123425515302,80.12920888475844,B,B,23.362231606580604,13.307916048328206,1
Yes,Bisexual,D,-141.23137417041823,D,E,-151.97457211799852,-1.488772081991018,E,E,6.085520978529855,45.79146088679567,1
No,Homosexual,C,-5.355924727848462,E,B,87.91840971282788,-80.9554179320548,E,E,-77.45921734725368,126.28192934972688,0
Veteran,Other,B,-33.56424947754022,C,E,20.877924318430814,-118.49202197558353,E,A,47.45510331350215,193.21480842309126,1
Non-Veteran,Bisexual,D,0.6437897001834723,D,E,27.50296276418825,-102.73174849521354,B,D,176.21727827491486,121.24869413754065,0
Yes,Bisexual,B,94.34503349428076,A,A,190.32548314200787,-50.80021452514796,B,E,-136.11718408084843,-107.21994042676175,0
Veteran,Heterosexual,A,-20.04840146119084,A,A,34.07006547100791,107.11845883703496,B,C,87.95128259382832,-47.943414956637135,0
No,Bisexual,C,-126.51969708701509,C,E,-279.3323845577548,-25.930449721050092,C,D,70.38240996899209,80.69924105500121,0
Veteran,Heterosexual,C,-78.68112883476802,D,D,1.5794889680709439,-89.09945563401767,B,B,157.47965176052244,101.33954932613443,1
Non-Veteran,Other,E,-63.701863395639904,E,B,-41.955235606903344,29.427863374790743,A,C,156.427110897056,-133.00239154027904,0
No,Bisexual,C,-104.34547336669115,A,E,78.38524519820271,-44.015175771069025,B,A,48.44102770662478,63.07266778116855,1
Yes,Heterosexual,A,-27.23472622205986,B,D,30.49661941134562,-53.159764786976126,E,B,59.44093665422946,8.55352303374203,1
Veteran,Heterosexual,C,-187.0569623434516,D,D,76.33749591963573,13.348404154526742,E,A,-144.7856414618582,86.82423027924065,0
Non-Veteran,Homosexual,E,48.75277810512797,C,A,-75.07132456256176,-178.20139045021847,A,C,40.77412224564795,139.6055078177869,0
Non-Veteran,Other,A,72.80498024382065,B,D,-88.80872121431018,-15.224985931571727,D,C,78.90754420238218,34.60445067760932,0
No,Bisexual,B,69.45920171783409,C,C,-3.9389065399127987,-148.0368597300145,A,E,110.70276111309276,-86.03970323708124,1
Non-Veteran,Homosexual,E,9.12291801391307,A,D,-193.39665400927706,-56.43990825535054,E,D,-15.21913597567579,50.246286387645675,1
Yes,Other,D,-118.18518946289491,C,B,33.5293246575196,-41.60027063674652,E,A,-151.96960472131855,-52.169266907474956,0
No,Other,B,128.44733721015777,A,E,-27.693959248898487,-12.32088572574437,D,C,-55.690197518547926,-170.5708258300941,0
Veteran,Other,E,-186.90521016350203,E,C,69.19494207934596,-258.93914791547314,B,A,204.01885326339095,-98.44618126211292,1
No,Other,B,87.3071113966288,D,A,-22.547102484859526,-63.22384660107989,D,A,-219.02243249239194,8.423019810535244,1
Yes,Heterosexual,C,2.100470773210378,A,B,-179.02053491920313,112.83088973933751,B,A,-25.211568125406863,-112.26893011280508,1
Non-Veteran,Bisexual,A,-17.883892423739955,B,C,-135.00662593766458,-71.93597805498254,D,D,-66.58106049312089,28.142825675045614,0
Non-Veteran,Other,D,91.8877381819472,D,C,-38.57809813385237,-44.081985227562356,B,E,-14.856962447893629,118.73801778342765,1
No,Other,B,12.642903025614835,A,D,-35.30491432047128,-125.0775217281227,B,C,-147.46410640143216,83.47716512656471,1
Veteran,Heterosexual,B,67.21057547355812,D,E,-59.92073473069483,-33.82263793583044,A,D,-6.315166127904948,78.16761817769655,1
Non-Veteran,Homosexual,D,-58.08554761182053,D,B,76.025167460571,57.87737252229306,D,E,-48.43249775002211,-68.1182603061604,1
Yes,Homosexual,B,-19.53058612429622,D,C,91.03163287808349,-79.53209438145905,C,D,-10.296712291027557,-75.41292205215828,1
No,Other,D,-128.27763209901102,A,D,-29.39630119377291,69.28431878836636,D,A,43.17442261861602,120.62100984677726,1
Yes,Heterosexual,D,-25.66009357350214,E,A,-40.34126787755067,-224.15816149198307,D,C,-194.66704918081774,-79.8057972951458,1
Non-Veteran,Other,C,78.42124618033331,C,B,147.18598829091107,-91.25972603569559,B,B,-33.37104709529816,45.82170780377981,1
Yes,Bisexual,E,34.28649203803614,D,A,57.41534861711821,95.89493951636727,B,D,-120.43474880310643,7.538764805999647,1
Veteran,Heterosexual,B,-68.48282737865446,E,B,-234.92604244068994,5.760769238464833,A,B,29.893291685931473,54.91806722604737,0
Non-Veteran,Other,D,-12.76114023760041,D,D,-51.54183088418567,-85.01738752382178,D,E,-11.217575367023207,58.77697348524254,1
Veteran,Bisexual,B,196.27003275981392,D,A,85.96290400932702,-155.89898923833226,B,C,-42.08682650315826,-90.61057058121932,1
No,Homosexual,E,171.75230425233516,D,A,-20.387606017457603,-39.53940089962432,D,D,96.47006540747533,122.76335239181097,1
No,Heterosexual,E,-93.63409480935829,B,E,-46.41148975911785,-73.2038478956159,B,D,1.2491645468751589,-174.29656132160795,1
Yes,Bisexual,B,97.61387257414732,C,A,212.36089484101203,39.22226773251783,A,A,42.33843753442479,-47.683595156716535,1
Veteran,Other,A,-155.50291861546253,C,D,196.14191106101606,-114.13823520454476,B,E,-9.084368946304584,-32.55556585719251,0
Yes,Heterosexual,C,-56.88929058486863,C,A,-126.70670233329113,-36.74296192345435,C,E,-15.98757347992139,211.00860336710662,0
Yes,Homosexual,C,-48.182894715050935,D,A,115.21350433983343,-100.02673086879112,A,A,28.646182161617624,-28.130443309690616,0
No,Heterosexual,D,-95.82223794633883,B,A,8.195017899653974,-38.03939588818495,A,D,22.124588014760274,-113.29197490986043,0
Yes,Heterosexual,A,10.233852390274203,C,B,70.92985844983957,6.526858847146853,E,E,27.439003163385323,-17.594430242158328,0
Yes,Bisexual,B,101.56259681254805,C,A,-33.44912088650076,233.10202171977164,A,E,83.96869285396444,89.10498972124626,0
Non-Veteran,Homosexual,E,100.61682518892864,A,B,137.3924911584317,-165.507379556983,D,A,-6.562987064621028,10.774327494199664,1
Veteran,Homosexual,E,-41.95417562788775,D,E,-145.94704182604187,-106.83048956311822,A,D,-34.54663077773361,-122.48266564445314,1
Non-Veteran,Other,D,49.75744969965316,E,E,-78.49284059618404,-50.91931253599369,D,A,-154.4494874042808,-218.12842841984738,1
No,Other,C,-8.182887206415627,B,C,110.76613804815645,2.745177160589717,E,D,-141.48622540173645,80.67311317345813,0
Non-Veteran,Homosexual,B,86.48273652307927,B,C,-106.95051303766942,-57.468523706773425,D,B,-43.550542909369106,-33.00323704993121,0
Yes,Other,B,81.43517271909394,A,E,-120.56209920643013,101.23829844223214,E,C,-208.05134511974487,-65.43432337009642,1
Non-Veteran,Other,C,12.403136151167018,D,A,-120.13964293705695,-100.51392265977826,E,D,24.00857488657796,-12.826606202573032,1
No,Heterosexual,C,26.516837159189272,C,B,-70.34285699619738,2.4023141472133065,C,A,-82.70356188157095,32.965512261781186,0
