disabled,sexual_orientation,marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Yes,Heterosexual,Single,C,120.72829629147957,D,69.23364905367694,B,A,-12.425779177458953,247.744436032684,E,-114.74923559363714,E,D,E,D,95.4509319116639,11.06673760232146,A,0
Mental,Homosexual,Divorced,B,64.74852005446628,C,29.36846358935395,E,E,42.10485699497622,162.3025811240583,C,6.087704475453129,E,C,B,B,-109.90163323793132,-11.468177092322932,B,1
Physical,Other,Married,B,106.29300709999107,C,-13.955710091807127,E,C,-56.15477751178688,79.94263130909026,D,-109.12422944083411,D,B,D,C,-172.19551278319264,53.986397279348566,B,0
Mental,Other,Married,E,14.589896308925452,B,42.50219543970094,E,D,40.07982637539004,-48.48925987015064,C,42.126371435677484,B,D,B,B,61.238798899839665,85.41229936151207,D,1
Both,Bisexual,Widowed,A,8.982500589628922,A,-22.48798178081024,E,B,-135.6457670062295,-132.3175044239516,A,-47.341460071604544,E,C,C,A,-2.1326707408472845,42.70518060179011,B,0
Both,Homosexual,Divorced,C,-152.54389959390224,C,-19.688589504883673,B,E,43.87266365190108,-123.84676517008373,C,55.44050137896374,B,D,B,A,-5.127295341495452,-29.3852159934473,A,1
Mental,Other,Single,A,23.642160922009868,B,124.38976533711397,D,C,-35.489120944216275,147.07041051226207,E,-46.14058524316574,D,C,D,D,-154.9823783021522,22.66512134999853,E,0
None,Bisexual,Married,D,-103.5718219695578,D,-98.9863096647089,C,C,-23.56892949460108,-131.26918632725412,E,136.71498585315695,B,C,C,E,76.26872879413166,-69.88386952564662,D,0
Yes,Homosexual,Widowed,C,-104.13868810089737,D,-23.382650113409888,E,E,-83.963396860138,32.24045264938564,D,24.227737754944208,D,C,B,C,-145.5318875490294,52.84130690387664,B,0
Mental,Bisexual,Single,A,60.69900002320657,B,48.31003634019954,A,A,178.13881000106693,-336.9963748728746,B,-67.51716375129892,C,B,B,D,194.7621012426009,47.30148598748075,E,0
Yes,Heterosexual,Divorced,B,-86.53918357890802,B,36.237419968719024,D,E,41.47917866863033,-65.22652593542017,A,-67.87682156368437,E,A,B,C,47.29040721488586,128.104837042497,B,1
No,Heterosexual,Married,C,53.62056072366879,C,38.14817093956532,D,A,236.99903331764364,98.20808943538835,B,-151.86795496267536,C,D,B,A,112.99798675233119,-64.42504037356846,A,0
Yes,Bisexual,Single,B,57.800760466138904,C,-86.75148781611705,E,A,-2.9726874406380404,62.410891964836765,E,-96.37528696998618,E,E,E,E,51.16575161900796,139.61512122852747,A,1
Physical,Homosexual,Single,D,-8.255828711099058,A,-122.49560267880338,A,C,83.32589830779625,-195.0208845081075,A,-103.18981811719338,B,E,D,B,129.83713298671753,79.1249907817849,A,1
Both,Heterosexual,Married,B,-96.5608316489903,A,85.24835153364295,E,C,63.93332847629863,-83.13398136279014,E,-145.61974643835367,D,D,E,D,-197.35744900369562,102.11172416286844,D,0
None,Homosexual,Married,E,134.68308380356103,E,69.46541060840264,C,C,176.4444149814339,24.107446928495694,B,89.39801835173304,E,D,A,B,69.58537014982645,-73.38807163123639,A,0
Physical,Other,Divorced,D,27.22406006828536,E,21.86980965101497,E,D,-20.55956360717664,67.62242140796612,A,-143.6872604116453,A,C,D,A,116.49035284961539,155.49653088293752,B,0
Mental,Other,Divorced,B,-43.22440645451504,A,1.950288779123976,C,B,129.85477966592515,-14.405938297258892,B,107.75137029616471,A,A,E,D,-56.744648449347125,258.3140288922303,D,1
None,Other,Single,E,-4.3485560708734505,E,-28.670082296923898,A,B,-23.43745146339151,22.48491863520664,D,121.03509534233199,E,D,B,C,184.71334661724413,199.2552552686173,C,1
Physical,Bisexual,Divorced,A,-253.45854818077123,C,28.174519625836638,D,B,157.06993944224982,154.3409182429629,A,-99.71642090708143,A,D,E,C,-70.91163315081785,-92.53851701392391,C,0
No,Bisexual,Divorced,E,48.399229854183616,E,17.00314647596953,D,E,52.85894220106081,-6.45683608725325,D,28.520632993459593,E,E,E,B,-91.04285045267908,13.5918413952022,C,0
Both,Homosexual,Widowed,E,-37.12611120275287,A,23.224736291241626,D,B,-11.173483182485308,-104.45269948459723,C,21.3380601462302,A,B,E,A,93.59209132196281,-101.12525810340588,D,1
Mental,Homosexual,Married,C,87.39001756710026,D,143.13200106465112,A,D,-33.81020404080702,153.61340363254885,D,99.29362692729543,E,B,A,A,118.15183893571518,13.604154704444344,A,0
Yes,Bisexual,Single,E,-99.97153544704135,C,115.91433294999054,E,C,-41.21521412798484,96.67108725868742,E,-105.99222499740391,C,A,C,C,-28.701133913623877,102.38113123189099,E,1
No,Heterosexual,Married,E,-58.814550463245276,C,-107.58376608166765,C,D,-47.936720057036496,-79.64093371404005,C,120.93567277693622,D,B,B,C,-72.6813152655295,-90.7123750179512,E,1
Both,Heterosexual,Divorced,C,-95.4336906513888,E,0.9781278763754347,A,E,-206.03605637077953,100.10755723553666,C,78.27264444930425,A,D,B,C,-64.6246613502769,-201.7526004935875,B,0
Both,Bisexual,Divorced,B,-12.22819749812101,A,-42.05283945178394,D,A,-67.6057717121129,134.35854083849316,E,-10.465554578725836,C,E,C,A,123.38619931840213,-8.99362322390333,B,1
None,Homosexual,Widowed,A,-29.598997809948813,B,-136.491378936188,C,B,114.891434997153,223.4905725526446,D,-15.136358768112157,E,B,A,A,-46.82690881225734,-119.4814439982026,E,0
No,Heterosexual,Single,C,-41.1446931764416,C,118.49155860560143,E,B,-22.398373551274933,50.23725457780611,A,41.42858407952688,A,C,D,A,32.816135859076155,72.62596521677011,A,0
No,Other,Divorced,C,36.73005121605657,D,1.570006393143835,B,A,-90.26116503841894,-43.60259222432211,C,76.79387323041783,B,E,E,A,-116.651629242443,-111.29730974181882,A,0
No,Heterosexual,Single,C,92.74499711467172,C,-139.5625737146963,B,A,-65.70914227150796,195.7298050010644,C,-170.02953565721742,D,C,E,B,92.18640308785623,-132.9201194336443,C,0
None,Homosexual,Married,C,52.66299611248474,D,31.123303892634667,B,C,58.49792320147936,40.793815394158415,E,111.67922917069816,D,B,E,B,137.31833323459497,-15.608991133490683,C,0
Yes,Homosexual,Single,A,-171.45968980711325,B,69.6424937172374,B,E,4.415007892325202,-127.78027119037651,B,-14.124154862974352,E,A,A,B,7.826993353794154,-51.85182831456174,D,1
Both,Bisexual,Widowed,D,-5.541921475089295,A,7.480126004167125,D,E,10.525886946347281,-74.14544348341717,A,100.97056159708757,D,D,C,C,64.7111357926977,54.17025567605388,C,1
Physical,Homosexual,Widowed,B,-23.259521915947392,B,-64.94235277536488,E,C,-65.67763888087286,-99.61473195257415,A,-77.60152971738343,A,C,B,D,90.36445008768634,58.001236134742264,B,0
Mental,Heterosexual,Married,D,158.74249468828657,A,111.50013963756884,C,C,-60.300405917963104,-62.79609275505686,C,-127.1479260584573,C,E,B,A,125.23836634888454,-40.35927479621871,C,1
No,Bisexual,Widowed,A,280.10806772714227,C,-55.390223662660055,B,E,85.97795107412767,158.00473905905054,B,-124.37803000046033,D,C,E,A,-21.651914689927406,-19.474137572663953,A,0
Physical,Homosexual,Divorced,A,-78.77621170952474,D,66.70565925601264,B,D,76.53419881300053,123.18235897426486,E,-51.59744896419145,C,C,E,C,-254.79347124600545,-5.285886251448429,D,0
Mental,Bisexual,Divorced,E,-5.610968556875875,B,-231.07999949203943,A,E,-18.825247842801893,-186.15356556946662,D,-72.42902116003282,C,E,D,E,-213.93234633270603,-54.04381409259466,B,0
Yes,Other,Married,D,-142.11423282900967,C,68.70063004303523,E,B,33.68921793969319,-92.42804626222367,C,-77.3803980164946,E,E,E,B,0.2447274541068423,-65.75064208534623,B,1
None,Other,Divorced,B,-26.31421263780709,E,19.146859697837904,B,A,30.38003105142405,-78.63884797554957,D,-36.97032828124656,E,E,A,E,50.8735349560822,43.741346141845014,B,0
None,Other,Single,A,98.95700742064705,C,4.8705711641947325,C,E,-66.55052053424107,34.474366413577044,A,37.86255133796656,A,D,E,B,-19.72008359305261,-49.21939537375487,B,0
No,Homosexual,Widowed,D,-88.19366894601197,B,-56.813879026201604,C,E,-67.59367110897823,-84.32470214945957,A,-88.38213819404714,B,D,B,D,12.387707258695748,-96.87468432158082,B,0
Both,Bisexual,Divorced,C,61.01233139718381,A,5.790437207530048,E,A,88.59124512201608,83.36311835593287,B,159.120010735386,E,D,D,B,-2.647051854454905,-196.53137378662953,D,1
None,Bisexual,Single,B,162.56008972845285,D,-6.099933890375977,B,E,-6.344791382455356,90.39780975346326,B,-85.71610875394991,E,E,E,A,51.59547955789539,-95.68602659636215,C,0
Both,Other,Married,A,-7.486525212650552,C,35.37411770382799,B,C,4.215900609809387,66.16017842954362,A,-27.882286659090376,D,A,D,A,-98.17299317149663,75.35689086212484,D,0
Yes,Other,Divorced,C,-74.05880225950563,D,101.14936028729463,E,C,76.6160032241888,98.45451267809437,B,144.3884691852467,C,D,C,C,-9.676999697393466,5.240739098280814,A,0
Mental,Homosexual,Widowed,C,-44.083408127520855,E,-164.45605332221425,D,A,148.96958528982736,-45.74563289278984,C,19.776230108005972,B,D,A,E,-33.47726934819851,-42.36399112356031,D,0
Yes,Homosexual,Widowed,C,-176.37389583671796,E,-55.03954311982828,B,E,-92.88676701916123,-124.34321159777811,A,32.03881215295164,D,E,D,D,-48.37248173617152,-209.4773077391516,B,1
None,Homosexual,Widowed,A,-65.86852417074063,C,-25.82531903554175,D,B,-47.55736318093127,-78.48412549336793,A,-21.608298619343223,A,C,B,C,2.75373589612242,-102.9145408310082,A,0
Both,Bisexual,Widowed,B,-17.741211670366518,C,-45.346969106532605,E,B,-65.43693888454217,100.9437238878168,D,126.56643745440428,B,C,D,B,117.6490010571369,16.06839124878831,B,1
Yes,Other,Married,C,13.0634132900863,D,-58.61704682977709,C,A,-120.16361957997881,139.87300531766118,C,18.464257691283798,C,B,D,C,12.783565655181128,-74.79603835923322,D,0
No,Bisexual,Single,E,-10.792547760228576,D,60.405951145382375,B,A,207.54360542104408,-115.05750416218406,B,-212.76135426020048,C,E,C,C,-77.4250789162805,-29.43755324557664,E,0
Physical,Other,Married,D,120.59915128469227,B,-80.21895045161592,B,D,95.72904598542407,-116.54141970265557,C,158.9205768472321,D,A,E,D,18.43490984247008,22.315237313702045,A,1
Mental,Bisexual,Married,E,-131.39696866691648,B,135.36629071588447,E,C,-90.92876548625281,21.99279000142436,E,49.6548430350336,E,A,A,D,72.41978237998889,-47.27671263777158,A,0
None,Homosexual,Single,A,4.8332011246110165,A,293.69564117821915,A,C,-14.188314250794171,-47.55809712172411,E,37.455741031500835,D,C,B,A,11.310328591771253,2.590076919213683,A,1
Physical,Heterosexual,Single,E,5.059667174428472,C,-0.6431900632070516,C,A,126.44795490036806,22.93635734884221,D,-91.09682401782085,B,B,B,A,154.91293660884102,85.45385861173713,C,1
Physical,Homosexual,Single,A,-115.96075841598821,B,87.05539701522625,D,A,100.05083418878067,-74.73831220557743,B,-223.90052782271778,B,B,A,E,10.360912778152974,15.66421338928893,E,1
Both,Bisexual,Single,B,4.889314627358692,B,-8.941006496473477,C,A,-16.671691122813236,-37.65782936897273,A,123.18952924247239,B,B,B,A,69.34771172179151,-132.7933968978433,E,1
No,Heterosexual,Married,E,106.56627463034897,E,-189.28428115261622,D,E,-108.13710769751326,141.3377862302157,A,173.58018819905428,E,A,C,B,86.98628148535393,3.6246881979084087,C,0
None,Bisexual,Widowed,A,-17.9219959069486,D,-177.49956923489984,E,C,-87.99691350245774,-70.18870640073274,C,77.39535871971277,A,C,C,C,-8.80460425420721,-45.884772950438354,D,0
Yes,Other,Married,D,116.34228148322316,B,-26.824701407983685,D,E,-241.28267258850394,91.18103348189254,B,-21.639656489847386,D,B,C,A,-238.1431107816377,120.98505704150864,E,1
None,Other,Widowed,D,86.48920004021208,C,75.40605545720804,E,A,-194.96656159558742,122.6293363333535,C,-52.30093402842563,A,D,E,E,79.09336631853284,38.53189124008837,C,0
Physical,Heterosexual,Married,A,-79.5833509561951,E,100.14940097078617,C,D,79.24098655280892,62.5589542725965,D,-6.752361294232722,A,B,B,B,-65.12343709288882,-103.46494437133447,E,0
None,Bisexual,Divorced,E,52.72674949781464,E,-52.30954300765982,B,A,3.008731541735461,-2.6421636432308016,B,-3.4762192230249873,A,A,E,C,98.43789736863879,-0.7473128614726069,B,0
Mental,Bisexual,Divorced,E,-87.9105073546112,B,118.62140951824168,B,E,86.9221693424938,65.10237391468561,C,-37.42245124718434,C,B,E,D,-78.43246659226683,182.04663174619424,C,0
None,Other,Married,E,-14.379738207093009,E,-52.670243617180205,A,B,36.44284111299115,19.894163341200965,D,-180.0698230624553,A,D,E,E,-86.32549770388307,-6.768024504815294,E,0
None,Other,Divorced,A,66.48228665598627,A,-48.29733083143521,E,D,-146.74178077386318,125.80188142596556,C,162.89103689063856,B,D,B,B,-117.45891841143568,54.39077872398441,B,1
Yes,Heterosexual,Married,D,-62.35903924699635,E,-88.33522292785531,E,E,81.80153776185944,-16.966806815451637,A,-87.22892425091601,E,E,B,E,93.02680995922444,-6.256973767459434,D,0
Both,Other,Divorced,D,-15.3555003946969,D,-227.49272385578018,C,C,116.81085381049894,35.88314379588325,B,42.89836748503363,A,D,B,E,-188.85915761939066,-98.085055329243,E,0
Both,Homosexual,Widowed,D,-102.71445151518117,A,-34.97308331906079,C,B,-218.53595363176393,134.11291192395427,B,23.35205068506384,C,E,B,B,-84.20692308382212,-42.650841386917456,C,1
None,Bisexual,Widowed,A,-15.662767058113754,D,33.77085988070022,A,C,26.827433081866886,-46.58968744246451,D,39.793628474575534,A,A,D,D,198.0065942831225,-64.72527581963493,E,0
Physical,Homosexual,Single,B,-123.70931820837059,C,22.324103077823008,A,E,-114.73621241680296,116.94416470997693,E,106.94783833405694,C,A,E,C,149.37446084332123,83.87947293322206,C,1
Physical,Homosexual,Married,D,-50.67546229329126,B,99.67695618995758,B,D,120.01533576951027,-172.96591044174957,E,49.78933708126041,E,E,E,C,139.8477194790038,-70.1960824088979,D,1
Physical,Other,Single,C,20.114648525108418,E,-61.992696625869904,E,C,-78.03079392194007,-14.859769000403922,C,170.14832175213533,D,E,C,C,285.7519844853708,-50.995507301448285,C,0
None,Heterosexual,Married,E,72.66209524470838,E,94.0734103908068,E,E,-99.31947869048598,51.04374218162189,D,78.06616679836714,A,A,C,D,-64.31133200480494,84.55476208414632,E,0
Yes,Heterosexual,Single,E,248.7477855932537,C,-18.80391968526217,E,C,-0.14730529373622844,-60.74754773527058,E,-18.630721616786456,C,B,B,E,112.5330860934313,30.098767332889665,A,0
None,Bisexual,Married,E,-195.94856069048373,E,29.550624721406976,C,E,-98.66764788924407,62.82103916039229,D,-164.1628034952896,C,D,C,C,11.582938469022565,198.65789219078715,B,1
Yes,Homosexual,Married,E,-72.41784368782814,C,-10.63890382061409,D,D,-132.83302403825874,10.243402183137395,B,29.811134192987538,C,C,B,E,101.16812885283768,49.62442154366691,E,0
None,Heterosexual,Widowed,A,-242.81619175267176,D,137.75218230314061,D,C,28.50841013656008,69.23926425469999,B,-83.12042222413632,A,B,E,B,-169.0423392853077,3.127125831679462,A,1
Yes,Other,Divorced,E,-40.67867498854151,B,52.512210836857456,C,B,-174.16423706349954,12.121293775238403,B,-22.39423694443286,E,C,E,B,145.18779457433862,59.15842063110879,C,1
Physical,Other,Single,C,83.91543260855113,A,-42.275253524488036,E,B,25.05548378860424,39.05012083113876,C,19.129861830758596,A,B,B,E,-76.32392879599624,31.67891873281349,D,1
Yes,Bisexual,Single,B,-207.54561456303952,B,-134.5365961447013,A,C,-8.160832637527506,126.33883352062134,E,-0.7078695755972402,D,B,E,E,93.09772990835401,-30.1952733789032,D,1
Mental,Other,Divorced,A,-24.72071280377165,B,101.93157169132931,E,E,61.66610443739832,-69.50713707397054,C,81.95139131546102,B,C,A,E,79.83474569941882,13.49595111198933,C,1
None,Other,Widowed,D,105.59260437243915,B,-38.69921453317122,E,A,83.11226016322543,-83.35866759366107,C,-159.51969839627543,A,D,C,E,-119.78127860305348,30.34851566973239,B,0
Yes,Other,Single,D,66.56289489346882,E,122.21573148767109,A,A,215.81754023639138,54.17625026529118,D,-30.808656985480766,B,C,C,D,217.60441683952817,-152.36577150952485,B,1
Both,Heterosexual,Single,D,-70.59701300461023,E,128.07309656839118,D,A,-82.62322675815207,88.32249669620073,C,-81.8455346175285,B,C,B,D,85.70388449830838,-39.633549983551816,C,1
Yes,Homosexual,Married,E,11.48465125117941,A,-26.36024999674595,C,D,-32.49460209794877,166.84401327436524,A,-280.95600765949354,B,E,B,E,62.14015941492992,52.75053286090105,E,1
Physical,Other,Divorced,C,-70.88299066355451,E,-72.9336407829728,E,D,-195.11709398128033,-34.14021592423111,C,-80.84406396171924,E,B,B,E,-51.27687291536602,-79.75793204541434,A,0
Physical,Heterosexual,Single,C,-67.46376610249028,D,-12.088880149824904,C,B,-48.942136880492924,103.77609781721264,C,74.83327627558816,A,E,A,E,-94.67544823542407,10.653126079373457,E,1
Mental,Homosexual,Widowed,E,-28.833317649218998,B,1.8247196614874055,C,A,95.34942171853635,67.04354501636614,C,-119.79480269470592,D,B,E,C,-83.38377631263026,20.82995393643287,B,0
None,Homosexual,Widowed,A,138.43483490531102,A,-83.04497022376991,D,E,-21.891291926079838,-112.18778161840302,A,92.16810719168363,B,A,B,C,-174.08356966860023,-212.47155626308273,E,1
Yes,Bisexual,Divorced,B,259.1421240596918,C,-98.89076837641781,C,C,-45.274578768002804,-26.843530398633796,D,70.35780020716099,B,E,B,E,-12.96959800132409,-64.93840425937776,C,0
Both,Other,Widowed,A,-93.70332749447753,C,-154.56738847523056,B,E,-5.452478956247083,-147.1907020481727,D,-25.5519711886106,B,C,C,D,45.411014052926404,-51.81694270438398,A,1
Mental,Other,Widowed,C,107.3203435267539,D,-19.047221932278884,B,C,-8.710874424685349,-208.89925127110592,D,-210.70057591864347,D,A,D,E,-91.8896411810278,-7.685661476239371,B,0
Mental,Bisexual,Married,C,-80.23664969861481,A,-103.72370531146156,B,E,132.7653437890092,-47.9221896610556,E,-21.574237021992797,E,D,E,E,45.945975476805756,51.374176933844154,E,0
Mental,Heterosexual,Widowed,E,-90.80107837272217,C,29.924059100345907,C,C,277.54369630886896,-60.29806849643824,B,38.14229734080147,C,D,A,A,-16.986714757883774,21.31972562209062,A,1
No,Heterosexual,Divorced,C,-118.87633247544753,D,34.05184272260627,E,C,-30.442137988649975,1.5830088239945643,D,-9.591488571100879,A,B,B,E,-29.27211209675786,-202.94332022918553,E,1
Physical,Heterosexual,Widowed,B,173.97482942791603,A,-42.08564107957956,E,E,-48.613755230868215,-71.93209310204541,E,-67.88686636867345,D,A,D,D,-1.9412236699490633,42.229673677187016,A,1
Yes,Heterosexual,Married,D,144.85136006911677,B,-43.70149396808785,D,A,122.46359426580302,-86.50669818712352,A,1.658904558139767,C,A,A,B,-0.9064033148471891,-121.1717472092915,A,0
No,Bisexual,Divorced,C,-73.0326685255986,D,-16.22179094556035,B,E,104.91574487669106,-17.567906425258432,A,30.43846420475223,B,B,B,B,-133.22424520423883,66.02052269606527,B,1
Mental,Heterosexual,Single,D,-10.661205395502602,A,-26.031926566653645,C,C,-204.14821975031555,-59.48921357531782,E,-8.506656526041747,B,B,E,E,122.14887151527469,98.18258270241316,D,1
Physical,Heterosexual,Single,A,120.3179938292171,C,-70.8912606158543,A,A,-65.68146177576922,1.7954969320192522,D,112.18919301850762,A,D,E,B,-12.321559476914178,43.387756907252296,E,0
Yes,Homosexual,Single,D,-61.36580209620194,A,-28.020247503581892,D,A,121.8321321885658,-71.03366544462342,A,-103.38519697955506,E,E,C,C,-89.08613825752303,199.8176622126681,E,1
Both,Heterosexual,Single,E,-40.83851867758792,C,-22.944519155010042,A,C,-113.42588991869897,-116.08678954813907,A,22.723444514721564,A,A,B,E,-72.64984123258694,-78.30279418478419,B,0
Both,Heterosexual,Divorced,D,-10.437588361666279,D,-50.152998549407954,E,D,-120.2303184636775,-62.19955331941488,E,-117.11260364576978,A,C,D,E,-30.347165299417096,2.8564617532160606,B,1
Mental,Homosexual,Married,E,-166.60073474620663,D,-303.7179596821588,C,A,117.07203677985648,79.2325651845489,D,113.63919538565119,B,D,E,E,180.90359212735038,23.765090351455875,A,1
None,Homosexual,Married,A,4.603095698750477,A,65.95665400429627,C,C,16.15036206351811,98.17443720427431,E,56.69725599847464,B,B,C,E,53.30543685175324,-132.84400043029504,A,1
Physical,Other,Divorced,A,-96.9249751051652,E,11.797636350640756,E,B,-70.35079284182399,54.143604847966756,B,153.12526592092232,D,B,D,A,15.997731113123981,-32.95338816358021,D,0
Physical,Other,Single,B,18.74907302932939,A,27.14925540927588,E,A,8.104192120125212,16.84984173268604,D,106.53797751445848,C,D,B,A,-210.2775674772181,-84.02683870873729,D,0
Physical,Homosexual,Married,B,125.52367557772588,C,128.41631372701872,C,E,47.115064130306024,156.35505200063903,A,-105.9995662434543,D,E,A,B,-142.2402901910764,1.5818856114473583,D,0
None,Heterosexual,Married,D,-20.449556669256037,B,128.35794757100123,A,D,-275.13523532544536,-25.599396137297337,E,-194.5320863879607,E,A,E,B,-102.42162402252826,-20.03618825194325,E,1
Mental,Heterosexual,Widowed,C,-114.07549474212506,B,96.7404555843117,D,C,66.95262945255958,-59.171897022432084,C,27.84066970795122,C,B,C,A,-35.46469860597825,16.015192549564677,E,0
Mental,Bisexual,Divorced,B,174.693284335312,D,-145.0633959260293,A,A,-102.18546901862511,-101.39915618412697,E,30.469830094317757,C,B,D,E,-123.79527819533732,78.30067746443314,B,0
Mental,Bisexual,Single,A,76.87297141666917,B,-61.27449155338013,B,A,26.862783231295772,56.429167522567894,B,50.792082403887605,A,B,A,D,129.96944631697633,-125.18223775658292,A,1
Physical,Homosexual,Single,D,-224.77749559717938,E,80.86810585975233,E,D,38.67582263879151,63.82664663620877,A,2.592447283871345,A,D,E,B,-12.6081875673781,-137.69193767122198,B,1
Yes,Bisexual,Single,A,92.67105401129474,A,-113.73925741338628,C,A,-41.35148802128332,-131.89432483171137,C,-258.2245832892536,C,E,D,E,-22.706892727516312,-34.28175231047141,D,1
Yes,Other,Widowed,B,61.506333675509175,D,-23.918305273426352,D,A,126.47137609477817,94.57716838675194,C,-63.281113284190084,E,E,A,B,202.48915955227736,112.9365802919686,A,0
Mental,Bisexual,Divorced,A,-156.13814975849806,D,19.180766229448444,B,E,29.253745916889457,-84.41667771854503,B,-158.50141101216292,C,A,E,D,126.64040427355603,0.02564475590097311,C,1
None,Homosexual,Widowed,E,-32.35288575873105,E,-16.651325043783814,E,D,-4.85133339007834,32.84017741861106,B,-148.50556191638802,D,C,A,A,-82.20002011132699,-39.77628855895625,C,1
Yes,Homosexual,Married,D,-169.8534351417801,B,30.043579693133964,A,C,248.3483943988623,-23.619949279599528,C,-96.05467676611823,A,B,E,E,-66.66323128496646,137.4047090877825,C,1
Physical,Homosexual,Married,A,160.2356753727875,A,-95.72264020452755,C,B,-17.564008164220876,42.22321307201142,E,3.0876620640565604,A,A,C,D,93.49740058890981,63.6081282772051,A,0
Yes,Other,Widowed,D,-175.7991314421929,E,-143.08987919910484,D,A,47.26204096837651,123.15032994656534,A,-155.94938080120423,E,B,D,D,-129.45701037312384,-92.54523116979807,D,0
None,Other,Married,C,135.04751628552614,A,26.94602235329111,E,D,-64.51296874626824,-208.45647645143174,D,-67.0603715149684,D,D,A,E,50.475502567402486,-139.8254040526783,C,0
Yes,Homosexual,Married,A,-156.12666083492016,B,174.7269455765175,C,A,98.7768608921176,42.144708666868695,B,-35.297721527788106,D,A,C,C,22.295174117743077,-40.833249067671396,D,0
No,Heterosexual,Single,A,97.84408585552778,B,130.169317347229,D,E,-79.13829301543284,-0.450193710737729,B,-119.6496392454129,B,E,D,D,60.41768244164481,68.89782741640238,A,0
Both,Homosexual,Married,B,67.26626943226744,C,-178.83632548982837,D,C,-131.53972126111364,-104.4472404342272,A,92.49955442775469,B,C,B,C,-6.080968904704073,10.594260670365271,C,1
None,Heterosexual,Single,A,164.80109743426047,C,-82.85948789837477,B,C,-35.74230528818691,222.04867589381135,C,73.09523589475944,B,E,D,E,246.20521232670512,-91.8972915659139,A,0
Mental,Other,Single,B,19.305914464646932,C,-221.15829302093593,A,B,-31.813560952370302,229.4867848965132,E,57.17058455153433,D,B,C,A,-87.45591520248294,-17.34394693386363,D,0
None,Heterosexual,Married,E,73.02562572236752,A,136.9105649815467,C,A,29.561982666823216,-61.920946159271075,B,48.10298945281816,C,E,D,D,-107.23883173642722,138.1898498676738,E,1
No,Homosexual,Married,C,50.84502573507845,D,-144.38300711753092,D,B,76.53387659619841,35.79524676319819,E,-40.72160430729437,C,C,B,C,148.80512181423035,-61.468936320959635,C,1
Yes,Heterosexual,Married,D,-86.08277702012825,B,-197.29297526154176,D,A,-36.304186841648125,234.93545047817065,C,23.589306211532186,B,B,C,A,70.45873186346529,-58.18387851195397,D,1
Mental,Bisexual,Widowed,C,25.29422204495911,D,-122.18001062185368,D,D,-26.72104386235195,-74.66331080780587,D,-85.64371699325771,C,E,D,A,5.561204698672676,-150.36456567643324,D,1
Physical,Heterosexual,Married,B,113.5202010135086,A,185.10491974562672,D,B,208.18826933341703,84.2531915575002,A,-101.33218204200351,C,D,C,B,-184.8058365006724,-55.69051844715127,E,1
Yes,Heterosexual,Widowed,D,-22.780820801742173,C,65.67446547719553,B,E,-58.76839997747376,91.35178645819997,B,-127.43865108057588,C,D,A,C,195.23589797681146,-63.2419565317334,C,1
No,Heterosexual,Married,D,-78.91032616516172,A,143.67324018423022,C,E,-64.495267536911,27.333604112845617,D,194.40940935443334,D,B,C,D,-79.52050707683082,-212.3201513538725,E,0
Both,Homosexual,Single,C,35.815442923884135,C,71.65579266670298,D,B,-65.52284453613878,12.001080516270402,B,-9.735846314834246,D,C,C,B,81.05711553653985,-39.41418701286431,E,0
Physical,Heterosexual,Single,C,86.65959188829942,E,-4.020797727233849,E,B,64.2082775278744,-219.52059967530505,A,-101.15418245192996,D,A,A,C,89.13308879875326,54.354617801259586,E,1
No,Homosexual,Single,C,139.62045533557702,C,45.19513000827439,C,E,133.00922084169167,-6.3786636890932655,E,-84.45549809084817,B,D,D,A,-56.29966209797384,55.64454378104675,A,0
No,Heterosexual,Widowed,C,37.54264657675612,D,-113.28565234157695,A,C,44.45279264461305,-102.18655977648187,C,34.94997059366805,C,E,B,B,119.88900442085115,-1.42908880493701,D,1
None,Bisexual,Divorced,C,43.26413202422535,A,-58.72780903754595,C,B,-0.39792584362082095,-37.13499302088148,E,-43.286874086742685,B,B,C,D,38.700926722178814,147.30055830510074,E,1
Yes,Homosexual,Single,D,-163.87582615864576,A,-119.94460905161112,C,D,39.760566377968196,124.88845411078886,D,116.96833515967636,E,C,D,A,-92.52067250225589,30.432588391701188,B,0
None,Other,Widowed,C,-17.488862902908707,E,-25.170763538679314,D,D,135.40989314212752,29.154778887074905,C,-123.22502302715279,A,E,B,A,76.5036689107217,3.422926643060859,C,1
Mental,Homosexual,Divorced,C,-92.42342798990938,C,15.064294805163367,B,B,59.866973362187224,-152.50441711786317,E,-140.8052091964879,E,B,B,B,-105.36186760800814,67.22590633017863,A,0
Yes,Bisexual,Single,B,66.26017180220157,B,-87.16059601802394,E,B,29.840736922015786,-76.96503839059187,B,-54.69553214960489,A,C,E,A,-59.87424369284222,67.66156876124111,E,0
Both,Heterosexual,Divorced,C,62.38513217303394,B,64.90040018721498,B,D,116.86160754243747,16.991460440298983,E,-104.19298168857958,A,E,A,C,79.00235814794418,-101.87551158215653,A,0
Physical,Heterosexual,Widowed,D,-2.194413898881432,D,128.72195659120706,E,B,3.6227869633149066,169.3692661779329,E,-6.474428466446043,A,D,B,A,-151.5330587276669,-12.59857196006319,D,0
