orientation,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Heterosexual,69,86.91162929712061,B,29.921100676143148,77.51142948878613,-26.98913221408458,-8.091531763340097,1
Heterosexual,59,167.41283744198273,A,-97.28624747748465,-0.8160571774552652,89.19608492261783,-73.13942427494406,1
Bisexual,46,-56.95924943614246,C,-262.4395264714809,39.77808240119606,-153.69880024879484,-95.35590540684431,1
Homosexual,45,19.86579769945725,A,-70.97967743444164,110.88387638311394,-1.7221086612256793,-87.88343702710537,0
Bisexual,39,-160.74637408005177,D,10.597731341353334,-115.14360030350042,24.245983013625505,-131.5932844759066,1
Homosexual,22,15.019064487748294,B,71.74640619563515,-79.89149946529311,38.20481483444756,62.063954000482944,1
Other,74,-125.05015004822621,E,15.145896257523075,-60.388341628399154,-86.53545463031908,221.9741376068011,0
Bisexual,71,-11.91951676437897,D,89.70635085380128,-92.47217355037482,-57.24682379381124,39.69833816068964,0
Other,33,78.99345289195935,D,106.9350492993683,37.30559526581148,-116.62514363982959,94.51645474686629,0
Other,64,174.99525641095119,A,-73.19895357053296,-35.376180191626936,20.21977722002571,129.52735009285692,1
Other,62,51.439113084854085,A,55.6209808247021,76.81387630017052,54.72436509178428,183.3045767964976,1
Other,45,-52.23917264645635,B,33.64951401959432,-168.24010209180807,133.1548663554762,-168.6463303454436,1
Other,29,110.1443426916834,C,-37.8742441049178,-92.06363515689681,180.76497369537665,27.052496400336633,0
Other,62,117.46441145054717,E,110.53017802684431,-58.04883215813385,-41.42359910859377,2.2026494024467396,1
Other,34,63.807683593237854,B,-13.823030184581809,109.1163246367729,-98.89948443732938,-120.61328642223923,1
Bisexual,75,-80.322522799179,C,-153.57554841247637,-90.14651369749119,-79.60861106690248,25.35596047622849,1
Homosexual,48,1.2612562882687803,B,57.092805997504506,-102.01329111142117,5.356651023555064,-69.08447389787746,0
Heterosexual,53,-41.00539482768744,A,52.24506688799219,-65.37086230110576,65.57903136581406,159.41938911492244,0
Bisexual,23,9.647262481248704,D,-40.22051673683938,72.27713676624519,-136.4259768147787,76.99861364319605,1
Bisexual,48,85.9251382424957,A,-123.88577655374833,84.55884654928471,-99.96169732545069,-78.3260710498671,0
Other,71,-21.33511420346774,D,91.16628320668542,-155.23142455940317,-114.72553516068177,-4.632950266534596,0
Bisexual,35,-117.20397159407241,B,110.97396181756811,-59.11537829413259,-37.972802438856064,159.0165180374143,0
Other,33,-66.93387164200128,D,220.78210536652387,54.98202006834947,81.4816622604415,129.81371081660726,1
Heterosexual,67,115.76271136281349,A,176.77192577319846,-60.45633554613886,-4.779780926198191,-223.911829560416,0
Other,30,-122.69446683501188,C,-21.72347555423938,107.10593617483684,-88.1103768700112,-142.12017201712283,1
Other,69,37.20590096729019,E,11.65877838049864,-41.36662037836895,85.241261860632,39.78269139457568,0
Other,61,121.75904079067115,A,-129.07858334545054,-40.34111685277469,15.595333013740717,48.911556866083515,0
Heterosexual,39,56.97587987398266,B,-3.745580496293134,-39.067908138590816,-133.66167324720635,-95.15011952316685,0
Heterosexual,20,135.27589509349227,E,91.52124336908506,27.263686947928274,-25.133641014289253,156.76567344166543,0
Bisexual,32,-256.9087114247395,B,-244.26074229513958,208.19344638262578,-108.52913481106098,81.37496559573758,0
Homosexual,48,-42.648805862292846,A,97.68704334988048,-35.7351718499887,-104.03425098766455,50.27509458482846,0
Homosexual,25,-53.99411298715782,B,-43.5237207256481,-113.54495861757843,-131.8517363599525,-100.11487464205067,1
Heterosexual,75,-122.49719837830723,B,140.19419363698617,-148.76870372136776,-56.65809160766305,33.38206718113807,1
Heterosexual,39,16.728542058898345,A,-176.03360352430474,-9.873083700327271,210.89382760127972,-199.8338082858035,0
Other,52,10.749839232272523,C,-21.7155779971523,98.69708707876975,86.5865167176214,-77.0499985192113,1
Other,41,-200.50575078300164,D,124.62948312613808,38.15040996128701,-298.6708083009666,17.188849640200353,0
Heterosexual,59,49.67360021727168,D,-88.26725526186466,53.05874513988101,54.44895288908479,-9.992630205213352,0
Homosexual,36,237.64759106557923,D,123.61680690308864,24.697883530871188,-124.71652799699898,-24.07428349005708,0
Heterosexual,53,-56.248786676360275,B,-71.16218813567444,64.5432260475585,235.04669984218077,-46.4304132500686,0
Bisexual,49,-12.723809964905334,D,31.21266650092405,66.234532025717,14.669070315671567,53.7836251608512,0
Bisexual,76,-305.67917868176767,B,-109.93095812666157,12.162578304004118,45.79716499556425,115.02246035652762,1
Homosexual,24,15.188890435275127,D,185.34651650572417,-59.29448019142113,-26.88612499204359,-67.45923353287267,1
Bisexual,52,52.1874283517187,E,-116.29609241914586,17.64953288392643,104.85916764327494,-4.304703565951905,1
Other,48,-115.17695742831755,A,207.83351599462318,-38.6416196449156,33.56824037731913,-106.38839161381506,1
Homosexual,20,2.91528836393043,B,-124.02823717404439,0.2332309476185603,-62.116053196087975,46.99972264589311,0
Other,54,36.836576769253824,A,231.95556820858872,79.19557678320464,-20.18407641316877,37.981954003606674,1
Heterosexual,74,115.69316977996694,C,92.95032834808963,-206.53839851415984,-154.62786926803477,-7.9981033046324,0
Homosexual,64,-35.67919509760669,C,-145.21229697227395,-174.80507167372988,-69.66120931378155,-143.10790830973644,1
Bisexual,27,-66.67401589833287,E,11.695053308377217,94.16627772047602,158.0808406981052,127.09240765474603,0
Heterosexual,26,29.64481356472704,A,-244.1480200687066,-191.86228743571633,-99.05773102702234,145.50260674097427,1
Other,22,-160.62435909565372,A,183.00610385422578,49.620325218833344,19.476269863419276,-198.12455768424923,0
Other,52,179.09880923561684,C,1.5713762557337294,-149.119332130406,48.71702446373297,-48.82631007226342,0
Bisexual,20,-2.226370601863682,E,60.67089971420019,-9.71571440378289,45.94557505604061,-26.169291317949334,0
Other,78,-105.62110085132248,E,29.52880612966842,-79.03429999089185,89.7235147529903,-266.2355406679218,1
Other,54,131.46003368027067,E,-37.26777424064588,126.91012032875916,-11.592870994486017,-29.814645859223937,0
Homosexual,20,45.40653510779447,B,-29.7019740470018,-149.70917783659604,-126.22596090065355,-50.37412779280077,0
Heterosexual,42,-97.10660281891316,D,-145.4931046445046,-14.031701621700618,-93.19467546686198,-17.653797068313498,0
Other,34,117.14759989760131,D,98.5690672504143,-22.80782854196966,54.85733949493433,-76.035459271927,1
Other,67,102.27108670052299,B,-0.31659289906771715,-23.16841292714428,-1.2684889903543763,144.63028597152078,1
Other,66,36.32057876322055,A,51.03760153731714,136.52346598345713,-36.63332268978875,134.97337337401464,0
Heterosexual,54,80.77104531556391,C,19.789640690397,-149.50753227351166,-227.12911811401005,101.51325592420588,0
Heterosexual,32,54.95277311991459,C,46.32588080507387,-153.4478727426222,-41.11007168222967,-11.491307325577024,1
Bisexual,23,-19.006053475856312,D,8.630517366882593,147.29191749195724,32.950665532866964,6.887892407178112,1
Other,62,-2.2106032356931307,D,88.30790239070511,-34.75871081817973,64.71491620311068,150.1240537641174,0
Other,28,17.835058784539427,A,163.29655823709948,-25.468035849414377,159.08399036269392,-101.58820263942252,0
Heterosexual,45,-37.382575012244,D,-90.56689059349634,-17.547137715828747,-79.48539983649103,-82.72221033497294,0
Bisexual,55,-108.33377863905682,C,-7.6736625162527705,240.31568508901503,8.914823413992135,-94.3815284816195,0
Heterosexual,24,-121.56746313409705,B,-32.78517972757529,97.83817398026457,193.52561606849093,-73.59982415316517,0
Heterosexual,26,-116.08820194534692,D,58.963164328673834,158.21380993217576,29.48952394657739,-253.7400021158497,1
Heterosexual,20,-79.24239370789601,D,-101.65260984184208,-71.07664880415902,57.02580579935644,-113.19912668719152,1
Heterosexual,55,-11.731809180452796,D,-33.70072975839806,-135.4421373698595,-24.66693398400806,-138.50495121789922,1
Heterosexual,19,-120.13295805579594,A,-46.82345048638466,50.4574153324352,66.8506153365369,14.037601042341649,1
Bisexual,30,-91.30861712626385,E,180.80803167340497,-49.24675980716427,-25.01882863456814,-54.35234666228709,0
Homosexual,60,76.25614290176507,B,-11.281241138944658,115.76253087419923,51.52028645371598,-79.29374850319019,0
Bisexual,45,-49.727213706730076,A,-197.0319256785556,62.93319835132405,98.92567829927451,132.4978885021845,1
Homosexual,36,94.04898177025953,E,2.567085168025533,85.49058649239917,-39.50023497965376,-126.93989291372161,1
Homosexual,72,113.31817015953862,D,68.01489015418784,38.61247957992427,41.18328282344941,-11.370082122431175,0
Bisexual,30,150.1318286481415,E,88.29561346793363,-30.432193822448678,17.083476934810026,70.39885606572318,1
Homosexual,33,-9.105998666732752,C,-117.64148590195376,-76.34985005117971,-160.87226345770472,-110.24453173620505,0
Homosexual,26,185.20518723043725,E,-97.42909382061424,-22.798973181909442,42.84894883157672,-9.662956493077782,0
Bisexual,79,192.53285230777746,D,132.86557555903423,-55.52725843389765,-46.27782239835091,17.202299535278208,1
Bisexual,70,-71.6310071569751,B,-163.7240362038155,-97.78168304702571,-56.297699047325075,-22.560378020657097,0
Bisexual,20,-79.88546382712335,B,102.2611342007015,-20.1888931823548,84.71456086476694,240.01051414277308,1
Heterosexual,76,-0.8104532146533788,C,34.25225560463705,-38.62961518343105,-32.997513859933576,-22.605458158568084,1
Other,31,-37.74069387771461,E,-1.8626708164402828,-52.355301931004426,-28.923580177364478,102.16251518549907,1
Heterosexual,70,-108.03927432582144,E,33.81613783682745,140.65226259912816,127.79493552462078,133.9812822758336,1
Other,28,-79.97900475310865,C,81.19001787722328,80.00655491568048,1.0998431451003992,-48.628725667940024,1
Bisexual,40,-106.19185140894676,C,-7.359395107405893,224.21686270768174,-69.12937458511324,-158.98685643021386,1
Other,18,-43.83924851824491,C,47.75363430072315,-12.199299022246551,13.748316980894234,27.92913530337144,0
Heterosexual,51,-44.48736351278243,C,39.79999862357664,26.360158738822236,-34.769842778769195,-40.9723242419574,0
Heterosexual,79,-70.44505192722058,A,-160.44303523480653,100.6387239030603,-6.798669669532977,102.21965927864822,0
Bisexual,35,33.43573165447424,E,-94.3579466799805,15.418215971836476,1.7762192242242458,153.95397305441887,0
Other,57,-67.69828066020739,C,-31.90986679827889,-73.52132161864667,-52.61742464431505,75.2104174049322,1
Bisexual,37,-10.734248506688504,B,-76.83156476169091,22.114771597125415,-40.63754761758066,-30.537024219817273,1
Bisexual,18,157.18870302108348,A,131.7324690331991,-44.65725115375867,84.65014373404908,-147.03089621301513,1
Homosexual,22,16.502751061871773,D,58.66368036583091,39.639227976701214,-47.64021484800076,41.006947282657805,1
Homosexual,59,161.04119173181618,B,77.15555663512748,76.46344569908668,161.86950515084624,-3.015801341867526,1
Bisexual,33,118.19286422649331,A,-53.3228474302369,21.548153881085547,156.52309339983185,17.43704094949941,1
Bisexual,77,42.44239948479023,A,-161.9246987598034,-2.0008793711252504,93.35260213915068,-165.050298055482,0
Heterosexual,76,-97.93847333947843,D,-96.70604435392569,-31.887981326768788,293.40325593978406,98.20266619955224,0
Other,71,-97.68795321929737,D,10.931283018908431,43.56135078463534,-38.066348941473656,1.487458992032912,1
Other,68,-41.20448438999581,A,107.3206199038105,-69.04231322286503,108.04287120565846,-7.093185391988979,0
Bisexual,79,19.715090580992907,D,10.813446983374803,-78.97436341941506,-86.6772120067705,-293.91805796009385,1
Homosexual,34,-22.57869982911386,C,47.84649269622292,120.49265100437903,-8.437582993364058,-76.00245411691586,0
Heterosexual,55,-2.6767364293507154,A,19.202088156480034,-10.391855909996755,-21.954194329876227,-53.431933808048235,0
Other,69,61.8138539844667,A,-37.69417272905693,93.39313230377635,-33.41176367005014,-17.362998434323103,1
Heterosexual,62,22.744009535934367,B,-60.53129682027251,157.6970514210538,-24.667984888466854,35.89379284606469,0
Homosexual,72,18.730432371405996,E,-1.649526422062541,125.87022455359029,-75.57575764024904,145.25498149177844,1
Homosexual,65,-5.992290532626142,C,-124.37091244621506,-58.41403281772137,47.93617606020753,75.32545013538933,1
Heterosexual,36,72.02200814722605,E,75.03379218893404,153.51259057693255,-97.57952983678202,55.046818761423964,1
Homosexual,69,-85.3651664495357,E,310.9387299111736,3.106601008813323,-97.51063445989388,-84.48490389742666,0
Bisexual,20,41.308601590760844,B,144.43597712460908,95.0945931064134,-2.9278290959493694,-96.44342828459416,0
Other,21,-37.27300350587741,A,-108.70430020136772,-61.878013590616845,19.729350285546428,148.91063399024972,1
Other,55,-111.9556568619042,E,3.619164229882969,-49.69417837390935,5.290180667616867,110.5170813245682,0
Bisexual,70,-96.40736738594875,C,-108.40701208269485,86.85030188334984,123.47684500190572,-103.01496341513811,1
Homosexual,47,-116.50267154058159,D,143.73580790849923,129.08532798730215,73.94019139737034,29.40880168887124,1
Heterosexual,68,-58.332101571808906,D,3.8215534003588036,-90.77423615960282,116.66961897363615,-120.14045039571073,1
Bisexual,44,-236.67431389658375,B,115.87728189435198,69.57787162164702,128.50910855594356,-0.6279897928832571,0
Bisexual,47,-24.764709029783162,B,11.522383461496842,0.33797585250993917,99.1382587827423,-57.52596032224567,1
Other,34,-106.28132425627501,E,-91.14310775405492,-15.790736697789262,62.162743612749516,-6.751781506889479,0
Homosexual,53,47.99457284759993,B,16.05921427448785,-101.5598552036644,-51.22805172335777,-63.20786859391395,1
Homosexual,24,-21.04407420734207,A,90.48356761815832,58.738831481902906,-44.79593431413367,263.0384925018093,1
Bisexual,38,-105.70897094130038,D,208.49423817751182,195.05497341131755,-63.951435154456796,54.097711500938715,0
Other,21,-163.59158914019864,C,118.84048741096403,37.97906651864796,27.218288971209432,23.031055660674642,1
Bisexual,53,-59.69283195839954,C,196.29314478212615,51.351797507940745,91.69825555636335,-134.16924415210906,1
Heterosexual,76,13.127723717358275,C,12.885665277211258,46.18675494072628,165.82111816736432,112.53319372626542,1
Heterosexual,71,140.8563528434982,D,34.88193695967982,-26.020262975848045,-156.68667802519752,33.88258373389515,1
Homosexual,49,67.91619685736705,B,-52.23479886905885,45.87587670531377,-18.821538977414086,-42.66174929775426,0
Bisexual,70,-146.42468158194933,E,104.66506418038209,-11.365449948816442,-230.2447598809009,86.95326667712298,1
Other,46,189.59197108876697,E,29.918655253025662,195.4990119584509,-103.01715210536884,194.10360027055555,1
Other,56,-11.806983693869318,E,215.70240397295075,-53.50516672881523,26.51263170636798,-151.07965488186227,1
Other,75,79.5900827306127,A,-20.40361500607571,-177.32422069256344,-38.6674341368537,-35.73613644376205,0
Bisexual,36,-71.55970542476281,E,-60.800407496701126,143.24009244220372,65.5012726650661,-221.63298836425292,0
Other,20,-143.6284483308804,E,-80.09641071919124,30.568933692252244,-4.312177230094235,-119.28630255088746,1
Other,22,6.580745323536901,C,-163.17461398712473,113.56658041492254,1.3052372475382328,-66.30456007381302,0
Heterosexual,19,5.424825132128188,B,12.612522963825926,-10.01093466340737,238.72855407566163,-18.609700709316268,0
Homosexual,31,-6.260136325162261,D,-39.34469751009579,25.62525377065952,171.40649341046512,31.712672874444834,0
Heterosexual,21,160.18885883587186,B,-61.81617882679473,77.96592814800147,-80.78297457054265,-216.5396658296052,1
Heterosexual,69,8.556441570651502,A,-3.8260885329253647,-142.30308858851888,-17.572722951185728,82.71718870474763,1
Bisexual,60,93.17587662284689,D,78.45067790592739,95.99062082009223,-0.4994919973907894,109.83849722483274,1
Bisexual,28,-42.875544295040704,E,-39.49048375259173,245.1125085045265,58.84960617678716,22.652059564251314,0
Heterosexual,71,13.17311863652356,B,157.57036743918675,46.39265069766838,94.1464348477608,-50.612006849198345,0
Homosexual,32,-15.927337020720328,C,2.972480965346816,30.503457982518533,-53.17635406932848,-96.5613700221789,0
Other,40,25.404894596099005,D,-4.318221461844023,107.34923638025795,9.408992142142344,-138.1891977648865,1
Homosexual,39,-21.720898024358277,B,44.01126982019622,123.65618135269996,94.39682918578592,-167.56662675000786,0
Homosexual,43,-47.776618721002606,A,152.85337577688773,-65.59550448497752,-47.96750756589188,52.39232474357999,0
Bisexual,73,93.19402510065142,C,-11.936260740482624,22.429253533540226,-31.617211829331193,13.767294241103464,1
Homosexual,55,8.548087562835354,E,10.807674208526503,-0.14826397421868212,92.43260398322134,-84.10292682720501,0
Heterosexual,71,-183.8610453129612,E,-61.518303662325614,31.359666072291066,-109.52518904820035,4.539637967027897,1
Heterosexual,35,195.7608076029431,E,-91.39385124893965,-115.93972733579446,19.12537215520981,-29.305402680573984,0
Homosexual,75,109.9345046620451,A,-104.70899930810056,57.863294135409404,-18.93734066056757,-23.617933382610232,1
Other,75,-137.1218886503477,C,-116.73458220961965,45.950327687489036,-152.9596667790116,-20.553174087505138,0
Heterosexual,47,103.16316417406908,A,0.31890712545459715,33.770738320334964,43.95248807374899,127.23216687503238,1
Other,47,6.05085847167511,E,-33.61505573753534,-2.1895506595122636,21.397586451556194,60.22496237232466,0
Heterosexual,35,22.880962242062957,A,-15.962552201239093,-81.48314755395823,2.0064981553539813,2.3941271079265682,1
Bisexual,76,-131.52875837843754,B,-104.9782420194879,9.012378485850112,-145.33748336325095,99.34639947024831,1
Bisexual,79,4.024915557284354,E,-39.685395848683235,243.75110586013528,-56.851428192963205,-131.88061574938135,0
Other,38,-50.92309911810753,A,25.023875946876462,233.31096100001793,175.03022917775658,-90.23866716711348,1
Other,40,198.12348406874258,B,-50.06150308554863,-48.83223767842849,-165.5982175601733,-60.40749056884573,1
Heterosexual,64,-157.4747170833213,C,-64.47530415455363,23.85791917491071,-67.93639332631038,-0.3601450542703428,1
Other,41,20.864981815277606,C,-7.0678998545022385,0.1258921116210868,56.62285204694341,-227.57647584263614,0
Other,66,-98.04853346982124,A,59.53625261087545,-81.503771509168,-14.725683668731687,85.3299776357765,0
Heterosexual,46,231.03217048145837,D,-21.09799178160848,-199.08010659728563,48.389141641662384,-67.59432299758413,0
Homosexual,63,101.849618606666,C,37.0588118623969,-41.93094868625209,101.88372252881759,157.78547310511965,0
Homosexual,59,-204.48023434601842,D,18.396033345388943,57.86580462841317,-66.88632243388618,-121.22170112358737,1
Homosexual,18,109.30377043661733,B,-136.88458467038075,-17.35669119294807,137.771829913702,32.43217406634168,0
Heterosexual,40,117.30498144917787,C,44.56243894950088,81.1123188410542,-69.2293968880767,99.53576922633376,0
Bisexual,69,73.62657314294131,C,77.8951497915455,10.231528057656249,-12.321770846411576,-1.3729060013625651,1
Other,56,-137.2548528213179,D,154.23072379324253,56.344852131261504,4.0392128960020965,151.54470526207348,1
Homosexual,57,-247.13111529678068,E,102.98844382400638,15.544569428488058,-84.33176390791562,-141.3606366445452,0
Heterosexual,24,-60.20198499258518,B,258.17634326994545,-10.32116414405673,42.97131689298567,17.54021104416718,1
Homosexual,70,-122.20969825574947,A,-20.11073258241413,21.692490688002657,145.3980033870226,32.79016463752003,1
Other,46,212.10466703164283,C,94.99799154528226,-170.33519448018632,-70.27805018292877,5.239597218084957,1
Heterosexual,23,-62.04830853016637,E,107.02729250664993,65.30907776435419,-147.49232073348685,-111.70317965796426,0
Bisexual,57,-26.880221368278505,D,-48.188954246311596,29.69603485151517,-125.72100413907992,19.652414397641355,1
Bisexual,49,111.04865363983191,E,-84.00346849616086,-245.99162690674038,39.55018957351744,53.83106086519629,1
Bisexual,49,125.10050641249283,C,-134.41295552183328,73.77560229014144,-15.80247778596642,-105.69597070725854,0
Heterosexual,27,92.55255607120453,B,-10.716767184740899,-59.36887423961448,24.028404929997656,65.53645968863128,0
Other,48,53.8394516401121,A,16.456287809049634,-75.4090167245649,-61.5157325188506,157.3008408160225,1
Heterosexual,64,95.68800097679184,C,28.362046520589928,-2.1600705025320748,-166.01740397280494,102.80032561677682,1
Homosexual,77,-86.13208624636489,B,8.089860455288186,97.60031075738499,-35.78348149906318,156.46770141616162,0
Other,38,-43.298601220289115,D,-191.40013629670747,0.9050145515694161,-39.707833916108584,-179.79419320316944,1
Heterosexual,38,-135.09862280649452,E,-131.3426056184814,22.856319491029385,-42.45020925557558,-90.18109630058557,0
Other,68,310.3771982916139,E,38.016829316064296,88.72505729023446,5.10956190575131,233.04947085188013,0
Bisexual,43,-48.82438872964814,D,18.500325318830672,-120.37559827574087,101.21753293754949,49.02846679220368,0
Bisexual,38,-123.66373911058291,A,54.904208831344825,77.49447816337526,50.4389398795154,-46.11574025527684,0
Heterosexual,54,174.2471350827248,B,121.52185396455944,-74.59348426584211,87.20989329488637,92.14677409245488,0
Other,77,91.58581506709001,E,-224.52407305574243,24.562382637908897,17.328127205137235,155.70989732034027,1
Other,67,70.09318398243413,B,-144.37013321157923,47.323334526947704,56.008040403349966,-202.56001941651766,0
Homosexual,61,9.94586500383775,A,53.83552481391687,144.63822245162962,-178.48553907520105,79.55546049464456,1
Homosexual,76,183.9552759858107,B,80.39871896467005,-96.15079496310112,63.23666203281427,228.0062239833603,0
Homosexual,61,43.74552032246345,B,-49.01498573207975,-54.75742923568778,-271.9413765389014,-8.49203770921059,1
Heterosexual,50,80.02155309982456,B,76.63863179880278,4.9420309905312605,33.39634274815532,44.84621603469567,1
Bisexual,34,-38.78741552213164,D,167.19007093868572,38.482597067531984,-206.67415197652383,-159.77930440543423,0
Other,61,-116.44637718249318,A,-28.59549520455653,9.877852439307324,-85.49387026164258,46.89919609280391,1
Bisexual,52,-98.61598140575968,A,-107.577575711556,6.95064010223804,10.451771295746147,-163.23415186699924,1
Other,39,-87.03234934037631,C,-87.24198448089156,1.4331626037156475,-8.403646591751517,-152.1203183646906,0
Bisexual,21,16.530469400458163,C,-184.878055397772,128.3751614129266,2.6146621719431327,-27.247823179858543,0
Other,75,16.593527939770063,D,102.2574540357671,82.16903709456356,29.69906523421147,3.2282818431105818,0
Other,37,41.16057980405247,D,74.22192910732339,2.5456671775318993,-94.96198554103097,132.19063509289333,1
Bisexual,73,4.880143786797338,B,117.89052723935644,-0.05304975077903443,-126.66013670593581,46.32792876258892,1
Heterosexual,59,81.37607200701817,D,96.64177016303086,-12.134084967544984,155.4456259558529,100.3411935629644,1
Bisexual,50,-49.33871287979164,D,52.896095920648854,-76.65619711517954,171.79846328922056,96.57023566783226,0
Other,68,-5.1212777635710705,C,-135.20774602638932,61.21876515971169,58.798402615553826,-175.40425740879414,0
Homosexual,75,-22.17255706539743,A,-18.308245341797903,26.4950314716108,146.31329895411506,40.483882008650994,1
Heterosexual,27,41.75645706088593,B,-38.58243106632513,-70.49344109966862,-44.75234018348476,-37.23700785612426,1
Homosexual,71,1.7159883711487447,A,-21.63674905816423,-32.36959217746637,120.74262828266475,115.22138651213776,0
Homosexual,18,20.353183805705722,C,110.49897175973531,163.8882861339172,-50.9225827632327,18.39473235053546,1
Homosexual,63,36.35052173514827,A,6.780366762874541,95.12599352042542,-62.04483948708144,-33.853172954028885,1
Other,55,158.25377928162985,C,67.78481601662656,80.88336418274926,-19.042422052485996,113.74410429281325,0
Heterosexual,26,20.012776934193234,A,4.8812237251636565,23.810903287203,82.0149853357602,-11.22587423319581,0
Other,47,-75.25783690859078,C,35.443891994356164,86.08977289778315,-101.24052545137856,53.32003438657007,1
Homosexual,33,15.210017458626677,A,232.49833538078502,71.13495232998747,238.53797325102963,-255.05708790338434,0
Other,63,-229.94081295424112,E,-64.0042651692455,77.16409785841893,106.41008816806719,-23.37060901028367,0
Heterosexual,21,-80.39023772385929,A,29.281814945967728,135.7693858836383,-89.93583093748465,75.96435806443431,1
Bisexual,67,68.18683893323933,E,-36.3868798814773,-63.45864188508406,30.287677537195773,129.1465885844199,0
Other,53,73.6254435876425,A,-118.0137510685309,-259.21193630733154,177.04574184395074,-88.51272955444757,0
Bisexual,27,170.4752565290463,A,-74.18478190735243,-6.182176096373461,-21.160990868910872,-156.41317602636644,1
Bisexual,31,-154.55766547546727,C,-132.66564541451484,-42.39144602581399,14.154643475657402,180.1096122618653,1
Bisexual,70,-21.94570869624821,D,46.22561523606383,-42.48173976892459,-22.08745220328764,-3.3526795758676085,0
Homosexual,44,-52.030396900224844,A,99.7603892004048,71.0102706228894,-35.102683831029196,-232.37298453319863,1
Bisexual,49,-28.88085124738221,D,-344.19687755423973,-52.44904075479619,16.530542194777645,2.698375013803942,1
Bisexual,49,-26.733705318783805,D,-137.193430742404,35.142831816935626,-161.15412864544237,87.66042554984682,1
Heterosexual,56,36.19689645632195,E,0.7367501229709489,81.65065358239659,-96.65871676493481,27.58951743219334,0
Other,67,26.16011755770543,D,-183.53726063732222,-40.45825305888302,-64.62996130448279,62.73636665322723,0
Other,35,-22.887298017020242,B,-11.88299820302174,52.063402842616505,158.74025233109828,8.994529155783628,0
Heterosexual,70,76.08653925875383,C,11.038657882967346,119.48191698015458,-155.2592904176958,-43.51199754724766,0
Homosexual,73,82.85959200136215,E,-10.046447796466468,-22.921869333003833,77.6391932024776,57.32895166447696,0
Heterosexual,36,-104.51935526841447,E,-17.50824528020688,-15.692189749467014,42.708125405029776,-65.26850701475777,0
Bisexual,40,4.6387887084194865,B,-136.33450844279707,-94.12118625437597,-117.77701815549887,-119.81442446245083,1
Homosexual,45,-21.232598739432603,B,24.192847812483766,6.434084969277616,19.66559115318373,-107.1045063114437,0
Bisexual,53,48.490985913216235,E,19.961453333004332,99.16298069581454,-58.99525577816872,18.34478443198316,0
Bisexual,43,-19.015470030891528,E,43.80181342416605,-16.365912339677813,0.7628048924953028,229.68632221842867,0
Heterosexual,49,-6.984483146551766,D,-232.46371252223398,114.89789196040337,79.90617743947436,93.43444842526617,1
Homosexual,38,-188.15832813871464,C,31.384072746257974,-181.28646187682162,5.936023183212936,-8.525219352740548,0
Bisexual,56,-21.96964298177089,E,-11.665009665452853,136.36205837925036,-94.13366926749295,96.15284863267397,1
Other,78,53.97519504231393,B,45.497431195577825,126.83334660019392,-125.3418662963452,-91.69907183652994,1
Heterosexual,69,81.29774255846046,E,-3.2669118290780084,-8.228403917650082,77.91852726545916,-212.21147016745695,1
Homosexual,45,-15.679450333828829,E,26.261891997988823,131.13338775051545,-107.43355950929367,-78.17872556021112,1
Other,28,203.29032151249388,E,4.1326491126229525,-29.24819505137396,38.427402353248894,52.02176319397059,0
Heterosexual,70,6.301326160137184,D,15.45887165729761,-161.60286943288412,-14.323943561195671,-64.67873055728018,0
Homosexual,42,116.55053274514573,A,-73.39078381308298,22.524273303180117,-100.4059241774482,-1.556943429415359,1
Other,24,76.34506899680551,B,-66.1209654092955,143.94483273303644,-2.618970334818857,-17.530750157978545,0
Bisexual,70,52.00825592892918,B,2.7650599697827865,-75.85663797630902,-51.38585461968405,-15.299286347841884,1
Bisexual,71,74.84988419631091,A,-120.15150389092459,-59.19816494375954,30.725072769830618,-52.620233406066305,0
Heterosexual,43,-133.76669055349137,D,78.1061825770797,-141.30989623172812,69.76948862605286,41.515300803867454,1
Other,44,-285.08387258814776,D,-21.76859258941919,-124.76554797100987,-192.23977787332444,116.66983059403884,0
Bisexual,54,-128.0034245030657,B,100.0069354824612,96.79899886611729,72.34674225301572,26.574321681668078,1
Heterosexual,64,126.36040240045838,E,-35.13372779789154,10.407579556180682,-91.57045938957931,51.79000202930004,1
Heterosexual,37,14.620322436833636,E,-27.747854494921313,247.02084875855994,-44.26412014573971,-55.50353084738215,1
Homosexual,32,23.152276487240908,D,61.414700423151444,96.1348189838622,9.485116757699117,-147.30317649579462,1
Homosexual,56,-34.82950201067245,A,23.913113401709353,-139.8188028330651,-126.86385868327288,-23.619136310452728,0
Heterosexual,47,2.9335635641257087,C,20.27519475149468,78.16753643044404,98.9963495737829,-156.43772524676527,0
Heterosexual,34,153.85670323915917,B,-35.48848015573312,-165.1552175193939,58.06601591392968,-45.192744992074694,0
Heterosexual,44,-127.8055380784602,D,-67.29976480649127,211.7555066273422,-28.780569457996556,-15.432829426544664,0
Homosexual,19,-102.80549664853646,C,48.36913915273677,-34.54388998352201,147.76554012710056,86.67525837350107,0
Homosexual,57,58.30830596476492,E,-111.95349280049174,28.89662339179945,43.84831605190909,59.20290743755774,0
Homosexual,77,159.5263165487174,A,-105.34061552117913,-55.03898114407158,173.46667772109924,-39.55970959921072,1
