married,Age,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Married,50,E,-81.92948076453564,B,-16.016919245480523,D,-96.39304411233587,C,-72.91935113190254,-31.424179152588838,C,1
Divorced,63,A,82.45045335493742,D,96.82755970136604,E,-73.19833811429194,A,-71.97169200709087,64.48952844280765,A,1
Widowed,56,C,-59.59764455536379,D,57.13135980951443,B,-141.9589919886844,E,77.41265940924148,-150.1643124177074,C,0
Divorced,60,A,48.10374862768925,C,53.98144439079899,E,67.27375283914347,C,-183.50299731472646,108.63424827688365,D,1
Widowed,57,D,66.55028284825524,D,83.0442781329834,B,15.336848615105072,A,243.2032101907691,-7.22228311184439,B,1
Widowed,54,C,-51.99084667891458,E,-9.543408967298099,C,-37.98118389344697,E,20.884607926241703,86.31040841107425,A,0
Widowed,48,B,65.81602359861853,E,-13.001019703268762,E,32.863732163208695,C,-10.792451499741716,-88.23903250520439,D,0
Single,67,C,36.304024383023986,A,148.90698395821636,A,-83.46844838036266,E,49.23731754229001,-1.8954582392723505,B,0
Married,70,C,4.27601981676098,C,27.757897611299427,D,107.47002256212181,A,-76.29276734436934,-181.68544782545106,D,1
Married,30,C,38.37241395431756,B,34.8050404058819,A,126.2661424838386,E,158.73313006725587,128.59438449069515,C,1
Divorced,29,B,6.478777618701787,A,-98.4652193221494,A,-21.626864988929114,D,76.236216260525,-171.05425911670625,C,0
Single,60,B,-85.03167292888318,C,112.61653762815942,E,110.80901995919758,E,-103.60129673396403,-52.146033735920696,C,1
Single,92,C,-33.39226822910861,E,-145.61899199415612,D,233.73026092288575,E,32.79858806693978,79.9625285185544,D,0
Divorced,98,E,-68.3649580734619,B,-108.47313437231199,D,-169.9828612805169,B,79.71627219483914,-93.46392455110313,C,1
Divorced,19,B,31.051947198456215,C,-94.94354262642346,E,21.531025173563908,E,30.681196548456608,179.49557413821273,C,1
Divorced,96,E,145.80406554143053,B,-173.41281842294563,C,-68.4358182098646,B,209.60720193719564,127.88141197905614,E,1
Married,67,C,79.64277232138147,A,-38.65347136774982,E,57.90044084474489,E,21.66835112690099,-5.335649602325185,A,0
Widowed,60,C,-5.806865404976445,A,-132.27428350889656,B,103.31476809030211,C,115.83002915070662,-82.5737239319271,C,1
Married,38,D,-37.306908675930714,D,65.29898151087802,E,6.4386685494062235,C,-24.77595571441466,-134.9233119112082,B,1
Widowed,52,E,-115.90982703109648,A,-102.15507151893752,B,39.16724367020992,B,175.03736896705433,60.14696539685684,C,1
Divorced,69,D,-34.360270860724015,E,91.81938242794607,C,29.499672760907654,C,-83.0024041167859,-103.99176420445599,C,1
Widowed,76,D,-140.95338932867125,C,-97.48669509776752,A,-25.096703363449933,B,-94.78498730822716,78.07557819541535,D,0
Widowed,24,B,-39.565475956914824,E,-128.84595547542438,D,168.2350623382644,B,-72.08441953906947,-21.327023903950746,C,0
Widowed,86,A,30.092641584110307,C,-192.91714631984254,C,-216.20195566948058,A,87.5714263486184,-89.59893933377079,A,1
Widowed,23,B,49.83978201320545,C,26.510427103156957,E,-28.874994365705618,C,-59.906783863007185,49.95241669176782,E,0
Single,83,D,62.811983385055015,C,24.403754004444973,C,33.422992588643815,C,-34.40793084344762,-72.43183772006216,B,1
Widowed,95,C,-4.04823933090675,B,64.73258638205132,D,-11.195672701549702,A,-14.87008753777891,427.50595133598733,A,0
Married,61,A,-24.62121975487857,A,-85.68744031427384,A,141.10593875999163,E,-157.57952867871626,-117.19751505696084,B,0
Married,97,C,44.2603192646138,B,90.91512050015027,C,26.254845551303063,E,-29.52354803932019,-0.4736453570820003,A,0
Married,93,A,112.14688824638995,D,92.17831965906866,B,36.80839001956726,B,31.152642961700273,243.5023332992093,A,0
Married,72,A,-39.12182309925181,C,123.29775550194877,D,102.65848011993559,B,9.808554969228235,7.477253178803505,A,1
Single,80,B,127.99125722088979,E,107.54824247201088,A,-108.56781916342698,D,-127.00242134088859,29.60547207073378,D,0
Divorced,74,C,4.926070584281109,E,55.363898915342126,E,-138.22313104004922,E,-130.62663218859876,-68.5724228273739,D,0
Single,92,B,-41.761032574871855,B,-63.4542610179793,B,164.37770670161413,A,-31.64102364217524,-85.75590898342242,C,0
Single,27,B,39.105579171080116,A,9.859841167702477,A,-19.358514915306028,C,-19.847199641030638,-126.10543865521917,E,0
Single,80,E,-80.42423450298237,E,-31.01719514937188,E,73.41221734572765,C,-5.353943572968719,154.4035946746687,C,1
Widowed,89,C,-36.51592086359166,D,-144.5340684427838,E,-81.46084925288875,E,105.72128565213089,73.84314369790864,D,1
Widowed,23,C,-6.268719172348508,B,-69.4743054650182,A,125.1033804298469,A,-30.935480717648435,-32.586947526208235,D,0
Widowed,80,A,-64.91026598981269,A,-61.38199650157857,B,-76.63974856685557,D,-70.40372509959721,143.90438525717806,E,1
Widowed,92,A,-8.23061292636252,D,67.50479072491568,C,-134.2222110698619,D,-56.16078773315954,-131.59867293470623,D,1
Married,98,A,56.397561364228345,B,59.348890469405504,A,3.0022723717986746,B,-83.48023402568933,-27.36285559652639,E,1
Divorced,31,D,25.56019088448454,A,-9.31716625780158,E,60.11872144492557,A,-99.5128907525058,-93.13243564910137,D,1
Married,20,A,-23.854377791387442,C,-70.06372694587746,E,-35.542807115895684,E,-97.82712870588637,-64.38533785678659,E,0
Divorced,72,B,-34.09126507284845,A,-238.1863178909446,E,-5.182177632028613,B,96.47332001216358,-189.98261484782643,A,1
Widowed,18,C,-44.2524698749824,C,-86.14316155916516,B,-78.71694364160405,E,18.732075590135285,169.40968284138677,C,1
Single,91,D,-86.88010379990435,A,92.32757744376727,A,-150.71614781356652,D,1.9465236805507369,112.39572995061565,A,1
Widowed,87,A,181.10979420734637,C,90.1270857375757,A,67.15063485403789,E,2.76564649108316,62.38527106910855,C,0
Married,62,A,-237.0314598060762,E,-80.25604340520448,E,95.43369227622524,D,-46.15709493477888,-210.35286993129162,A,1
Single,33,E,-4.472879198734469,C,20.09475861951865,A,-35.980978143491214,A,-92.90012773176066,49.791760445334624,A,0
Widowed,59,C,10.776135834985553,C,-75.83553242619236,C,134.57157195064744,D,-124.16332506601901,14.07089469064273,B,1
Divorced,35,C,-3.2897784099280103,E,-8.984799052651914,A,5.842938857704123,C,-161.40571578902012,-45.064009510514246,C,0
Divorced,95,E,-16.943512905559217,D,15.45403400733247,D,-175.5222550837426,D,-23.49426762220164,70.60343115618237,E,0
Divorced,76,A,200.40089646472796,A,5.497930033069336,C,39.1217120057249,B,28.800949980127445,-166.88553404334135,A,1
Married,34,D,-31.17934032594367,E,23.714325003779017,B,-149.34566220709718,C,-42.76219022127817,90.1225818735117,D,0
Divorced,79,E,-64.55352947584684,E,21.741382511391855,C,130.94529427703964,A,93.0654118517174,-217.92665736594228,C,1
Divorced,31,C,-109.6887823908801,E,33.746622210311536,B,-53.62095839195834,E,-0.6215280837078055,-113.26450900737457,E,0
Divorced,55,B,14.899663718252038,E,-73.79993172245008,E,-80.45749343824585,C,90.19182558418848,71.14940445929066,D,1
Single,62,A,58.503471594211035,D,-36.04739390844695,D,-0.5272831654075226,A,-97.85519985599448,-185.07895059241392,D,1
Married,60,A,38.748756602079,C,48.62884515155212,D,-33.39308654293121,C,-14.920690079996396,89.10790098233696,C,0
Single,75,E,35.96567844439563,A,-119.95765428787668,B,88.89635334461335,C,40.98690064244114,111.17300831013975,A,1
Widowed,61,C,-187.544346644015,B,72.82809482087215,B,64.72322851913906,B,-45.09506312936929,15.21115891312018,E,1
Widowed,50,E,101.47314762842079,C,25.135672886725306,D,-172.09388452915633,D,79.36038165767047,226.36606040804753,E,0
Married,64,B,8.93634017616379,D,-91.51005193800573,A,86.14917385456593,C,151.09693267737484,35.19794066462524,D,0
Married,81,C,-99.35733756069428,C,-57.3208464229327,D,44.33946580372942,A,20.185459473402112,65.34105345430585,D,1
Single,31,A,-4.728225740566979,B,-8.918142224583512,A,156.89359889626982,A,132.7271740582185,-33.104860944497474,D,0
Married,66,A,153.02055823721412,C,-129.84092132104604,D,50.378571577828346,E,51.612107351752776,179.09227511420687,E,1
Widowed,50,A,-18.79737315661768,A,-25.904325073677924,C,64.44180754444402,B,-102.62063938476393,26.058751460935152,E,1
Widowed,19,B,46.11690786569647,D,100.2791450743957,D,94.94126152772319,A,114.39879575656934,51.111801216345896,E,1
Widowed,53,E,53.10379418525052,C,-71.8511417423409,D,-62.01318255019653,E,-66.19568535448684,-107.8029165172057,E,1
Married,70,C,0.013228032701111595,C,2.0971416927819377,C,107.69714963845902,B,105.63970826088243,21.021681699001174,A,0
Married,70,A,101.38115319060131,A,-70.84933654121745,C,15.748428060899764,E,-84.98345066091132,-92.74951572915057,D,0
Married,24,B,90.0702223128575,C,-98.38831729289434,A,-114.11863162003641,E,-57.983513518733346,-14.912167624469063,E,0
Single,98,D,8.024239970295595,E,-177.64554405538414,B,7.424623068498237,E,23.378425071987593,45.49279974685409,D,0
Widowed,86,C,195.80335235874,C,29.98112902542068,C,-180.8223256560549,B,-17.408015740352592,-102.49327970371304,A,1
Widowed,94,C,-96.84354604433942,C,-240.93161230058948,B,142.3176492442199,C,-306.2267920604524,-69.66980810763765,A,1
Married,55,E,-23.825016615511664,E,28.272270151763014,E,148.95038432643045,E,119.83417421023591,-13.829523433785038,D,0
Divorced,59,A,-39.86610661078216,E,125.64313622854257,E,-41.13087200801734,E,-106.4678866281928,-139.1525817367038,E,0
Married,47,D,-230.27775022280505,C,172.95931525460873,E,-32.176724187684016,A,-168.80602327116233,57.762508311697026,D,0
Divorced,89,E,-16.217024945409914,C,-3.5028528215074317,E,-109.5894133129931,C,148.5535008213188,216.8183681674863,E,0
Single,43,E,-47.75589579732939,B,106.31610759778975,D,24.467273791653167,A,87.67879203833859,-132.52585964296094,B,0
Divorced,21,B,86.20331133903466,B,47.91231565117534,C,60.3874451804462,E,-143.44725065320358,88.00183159433057,C,1
Married,72,B,199.0652900459758,A,52.207482123736106,D,-150.28259024230616,B,60.999551720249436,112.47673676874028,D,1
Divorced,78,E,10.395495903659251,D,-91.66108217413796,A,58.355381642843994,E,-5.813215347370824,-90.83794466185398,B,0
Widowed,74,E,61.37223963033637,E,25.438178070084444,A,98.47174409186363,D,-0.24666946808581833,-11.332683210776203,D,1
Divorced,29,D,86.87637817931935,C,9.860951825683264,C,35.25002846730899,C,-66.18828202532568,13.552172314331532,A,1
Married,27,A,168.1360751716515,C,-69.35864367296132,E,0.18704951978238726,E,-60.78666168048594,-147.62810837093318,A,0
Single,55,C,19.26410175934303,D,84.20503928241465,C,31.022253018173572,A,-68.68437968677199,-111.77594004986373,E,0
Single,23,B,-150.62301098125653,B,134.45584499495988,B,27.905145198581394,E,101.69438849198474,-51.126285052715915,E,1
Divorced,54,D,-2.5969118355720555,D,-11.01663999552534,B,-129.10128338256374,A,-11.880083340583274,48.48648018965766,C,0
Divorced,41,A,-34.095847989718095,E,80.41748542577577,E,-34.42021996665804,B,-42.21046641575693,-39.98025467754325,A,1
Married,58,E,-52.63933728362389,D,95.01827794295944,C,-80.6601885354171,D,55.5650061730424,-77.3295327467822,B,0
Widowed,27,C,-101.40786005829328,C,23.448524550551774,C,152.0417664161912,C,63.357875439206346,-204.31235634024446,C,0
Married,43,B,-72.15509235786276,A,37.38153461104544,B,-17.764835616796056,D,30.885150458767612,-33.986439935803354,C,0
Widowed,31,B,-4.940503014899502,E,192.9489521689587,E,-89.66722212515185,C,-79.27485316800517,96.71630348522505,A,1
Married,68,B,71.60998646881372,B,-22.106327258188205,D,-225.32845904554804,A,118.49058533932124,-46.29168745924026,C,1
Divorced,53,C,-129.47466645231006,D,111.99958767333294,D,-1.6196802134520016,C,19.467392165059444,104.325090255617,C,1
Widowed,45,E,-86.31485194191697,B,-128.1472463929012,D,-78.10801910438126,B,-122.85448304523364,-116.34606751490541,E,0
Widowed,33,B,50.60924827541372,D,-73.09802420764207,C,-95.16229228180345,E,-126.20474224766735,62.87435314536113,E,1
Single,39,A,-157.85098315047486,B,-193.06369551144545,D,-3.9799188471677525,B,-131.84621403023445,15.80240117366467,A,0
Widowed,96,D,-47.10083580640243,B,51.49503118911218,B,75.47196702901078,B,67.29159542683296,-279.1772057383056,C,0
Divorced,43,E,-13.786997001240614,C,-49.73833506814361,D,-86.26426788331017,D,136.30301624608754,32.144938932274414,B,0
Divorced,26,E,70.76391203894875,E,-25.122795225860457,A,48.355749995800785,C,200.1445065424997,-21.960900273191054,A,1
Married,96,D,-32.02130868072911,D,16.660041528276373,E,-50.9930032006784,A,-114.66018352123604,164.5100024482521,A,1
Divorced,51,E,78.12775556920019,D,43.0026429039596,B,30.87678023448036,E,40.46698748531634,-206.7182340389096,C,1
Married,60,C,100.39871652963683,D,223.46171231111504,A,84.72849266319663,C,108.13285381411883,95.15457546651206,E,0
Single,21,D,92.4332884711805,E,-166.97732955582083,A,238.09378518320844,D,-45.46066421703333,-53.32682237231159,B,0
Widowed,65,A,-69.29040798718835,D,45.831752979825836,E,-172.18619689798336,E,-69.34979815761956,-47.03790964389594,B,0
Widowed,56,E,112.46411537926382,C,-5.51123422957258,D,5.689003414869178,C,145.15043470006248,-16.714624150160184,A,0
Widowed,22,A,134.5477304621007,B,66.78766982723178,B,-117.51843224104204,A,7.40593906373365,74.0193170576979,B,0
Single,22,E,-55.237009174521766,C,125.66247460203597,A,-38.25154268295377,A,-15.760995736070491,-66.84658395950613,B,1
Widowed,51,A,-195.1989254616014,B,-174.37664595162062,B,-41.010323644307945,B,78.28692999689528,-22.864537006944058,E,1
Divorced,50,A,-19.734218869340648,E,-47.89141751558812,E,-107.94677904708453,A,-56.23154866656734,105.16722950010634,E,1
Divorced,36,B,-87.0219087979088,D,77.52775488366849,A,75.44187408739337,E,-133.91009839277686,-49.122310703377956,B,1
Widowed,18,E,71.53109964701608,C,192.62862114335948,C,37.02670376819561,A,-110.90406747464512,-113.2811037959476,A,1
Divorced,22,A,19.169862821817887,A,-87.93671789093953,E,-49.203149186591574,D,-69.93693219603769,-95.9874857807659,D,1
Widowed,98,B,34.59248979917873,C,-165.68886585072596,E,-253.0656624033038,C,133.4038483949759,-22.93102474248616,B,0
Widowed,38,A,-82.46871373094129,E,-22.22579996642734,D,-74.8741981845708,A,-4.534047579720362,-109.93393989240079,E,0
Divorced,63,C,0.22559054718714952,D,1.810164190429298,C,38.88963545889126,C,-101.15148014274303,-7.606455176688671,E,0
Divorced,31,B,-74.11202671202706,A,-74.77679304698667,B,-62.61783370290052,D,-60.08743822305762,-24.69061011347415,A,1
Married,60,C,-106.51069191019693,C,103.89579584874849,E,172.226643013511,C,-21.905297912322087,1.723996446456825,A,0
Divorced,46,C,-178.1389838486374,E,22.969840965874823,D,-116.99341058267237,E,49.901569587726904,-100.11975859256222,B,0
Single,88,E,-18.583282624585546,C,4.271739462250173,C,126.42153228494335,A,-70.9327401596417,65.79675830159009,A,1
Single,46,C,-77.89651247110983,D,1.9985539232237566,D,-60.848555561083,C,54.71571078722492,-176.68331808621974,A,1
Single,39,E,108.28566031647904,E,57.95474616831624,C,-66.72792243681772,B,52.166088161594246,-1.0754217911681019,A,0
Single,93,D,53.922073728562246,E,115.76066610543572,C,49.463636231082994,B,-21.714499676591053,49.17171876574064,B,0
Widowed,33,E,43.472188086359424,E,28.792463577829892,C,198.06864317224367,B,123.99814536164797,-69.60144666028567,D,0
Divorced,46,C,-14.430506243841709,B,-69.45447031701418,D,109.45321834805601,C,205.61288720268425,79.63191927430037,D,1
Single,85,D,269.9409238709766,B,-25.63361235668124,C,79.51957189471402,C,156.0069283774749,-26.179507347266238,E,1
Single,65,E,180.36443287749333,B,53.00651458199205,E,223.5328198069514,D,-9.794872737789575,-21.506571129365202,E,0
Divorced,96,E,-86.81481425774231,C,25.6338519804512,B,4.099601277693713,B,15.059154766305118,-0.710547748195778,C,1
Single,67,B,18.678841829178555,A,-152.60286224087997,D,12.43655595373205,C,2.795363225575761,-36.66433804602835,D,1
Divorced,94,B,-27.40856463315156,B,78.02289252801457,C,-7.121108630011699,C,49.43615793265485,-85.39199509910763,B,1
Divorced,66,D,6.732939347695554,A,-67.04507963434344,D,91.3477978856534,C,-153.5986051314591,-3.7743803794158044,E,1
Widowed,56,E,7.635594265400979,E,135.8920802557083,B,77.37315669677176,A,323.2209073584076,-78.06956165293619,A,0
Divorced,76,C,57.91146288387979,A,19.719307654682776,D,-164.9958005538855,B,144.20656688930245,-42.96976528780167,C,0
Divorced,32,D,48.93086392578939,C,10.633683098584672,D,-106.89044288189207,B,59.02297034456241,123.7195072485681,C,1
Divorced,64,E,52.857406570099265,B,-205.05129310921782,D,103.00786655205032,D,-73.9200196211473,-56.249133726628706,C,0
Married,41,D,-192.5041673252909,C,5.75755637210353,D,-167.3999899942077,B,90.14543612297177,-16.19157174828963,E,0
Married,64,C,-95.72571146190718,C,49.16791125237175,C,-97.62088211273176,A,-124.07232764582041,23.432809974480044,B,1
Divorced,79,D,-25.588745128821117,C,-177.0309818753168,B,-15.725980767846034,D,125.45791364684045,118.02799320019123,D,1
Widowed,42,B,46.63778105586051,E,24.36003771232648,A,8.407168787629713,C,-253.87638248488778,-20.60226622175,D,0
Married,72,D,-71.020760562736,C,40.18662313749062,B,41.00666952113315,C,-120.19123867041255,-24.324021730605562,B,1
Divorced,92,E,-221.35088609071394,B,69.54669045752595,E,-173.40990573219736,B,-62.11316387783861,25.586797232024992,A,0
Married,89,A,-24.97576446866816,A,132.5676021116908,E,-125.00117455596533,D,64.02822959949296,-66.22048239748983,C,1
Single,27,A,70.94697030659812,C,-94.48390564957963,C,-32.72640621561978,C,101.02070912297545,93.26652444454695,A,1
Single,95,E,-8.411141017438412,D,74.3071469598116,E,-135.3866477936246,D,39.27715459877291,92.80922030738972,A,0
Single,18,D,25.72738409531501,E,-27.593888040121467,E,-40.73919117308837,D,-33.88253157897884,-94.5822523442024,C,1
Divorced,49,E,30.13820390847789,A,-22.58195821186954,A,103.0379736934773,C,-60.397818151019514,-7.014493978713212,E,0
Widowed,36,D,-80.81305145806192,B,-20.09757078730402,A,132.15338461008236,D,20.77667390379974,13.118357148482268,A,0
Married,72,D,-21.058006742560842,A,15.413703768392129,C,-74.22420492807602,E,21.954628523078668,-145.8297011989442,A,0
Divorced,66,A,-28.92748147157463,B,-28.631653047695295,D,-253.18150749375494,C,-38.69872755171925,106.53098767460587,B,0
Divorced,51,A,-139.84997728591952,D,-122.26755064946995,E,-51.77451136693426,E,-127.87354244551088,193.32157290527968,E,1
Married,95,C,85.6142091778537,E,-133.7042947724835,E,-184.49492511176143,C,4.066891699991338,186.7410675320525,B,0
Divorced,70,D,-127.52549937672964,A,19.57078324757681,B,-41.1167264437497,A,-32.26261997054983,100.42557933502978,C,1
Married,69,B,115.43341965349524,A,58.110528949925545,D,-12.681187560350685,E,88.13078065371333,46.73241100167127,E,1
Divorced,33,E,-64.93927389216245,D,219.1827319530118,C,-26.271504588892135,A,5.549417936055832,-25.014446388646196,B,1
Widowed,28,B,-86.12645681298787,D,109.81416352980855,C,-38.70081305224254,B,45.664299173093184,-13.562923640313498,E,1
Widowed,99,A,-119.66459648942353,B,-89.85043627431449,C,-161.17076753906983,B,-113.3541629011157,40.80904378611221,A,0
Married,28,A,61.8968362385438,C,203.4782573881033,C,-33.343432063442734,E,-30.97671578603055,134.9214703459162,D,1
Married,24,D,44.86930672668175,A,-112.0279318690897,C,117.53905957261364,C,13.686755429860206,58.072543655226795,E,1
Single,38,E,-86.1196187969669,C,-25.249553759842335,D,78.88267925168542,C,70.73807074425744,-14.89944363023519,C,1
Single,26,A,-121.24759042554578,A,-105.73792820207166,D,-48.982200389389,B,-131.02857738503178,-139.83976478924504,E,0
Divorced,41,D,13.910114290793137,C,212.25827114181536,B,-65.6835196579823,C,0.15680287938582785,-42.52423263734121,B,1
Divorced,38,B,31.73255077252966,B,-107.28711068084252,B,11.189093718173588,B,-122.06326458278028,-63.48262312533392,A,0
Single,63,D,-32.32855188025333,E,-244.90663568582787,C,25.14280782205651,A,-107.90346099547526,-115.38808977109561,B,0
Married,87,C,-30.21833167087899,A,25.8475836011597,A,71.10286689373783,E,-110.58310552297081,61.45056003772829,B,1
Married,49,B,3.7814553018858525,C,-99.77651772739391,B,18.333529503297132,E,26.834528376293132,-135.8602683353802,D,1
Widowed,51,A,-39.949494376996206,A,7.069635228140878,C,24.536425078650918,E,-19.41014169655397,80.08140958418718,B,1
Married,91,C,-178.57621950137758,E,-1.5922344853451957,D,70.26485161226856,D,10.946361203579348,181.64102675605943,B,0
Divorced,96,A,-2.7368211001923948,C,-143.72280741065734,B,-112.80567129054117,C,30.14966508603217,-53.570295849026394,C,1
Divorced,98,D,61.713290918655815,E,-127.12687240620149,C,-36.84026322670773,A,132.62736087362305,-0.22458440804849342,B,0
Widowed,82,E,-10.266370487002593,B,-190.3599961889758,A,-86.95306555501381,D,105.77111752342378,-156.07557256663765,A,1
Widowed,86,B,68.01778521721683,D,-24.076695143771115,E,35.302420888771444,C,-35.87264968014583,79.53033222078668,A,1
Divorced,89,A,92.38906522850459,D,183.04666893503975,D,-46.350739567599256,A,0.2594339083486314,63.54194307223051,C,0
Divorced,39,D,97.83830528323726,C,29.930621210834925,E,164.45537316229127,C,186.22635634387274,-4.5440339277561534,C,0
Divorced,85,E,23.42509568813104,E,152.5543429636045,B,-1.2696725569834544,E,3.4676131097217504,-51.91564332799488,B,0
Widowed,62,A,159.68198384423877,B,-101.3390136766431,B,11.624369078470393,B,7.918833918722244,-83.09297675530843,B,0
Married,73,B,149.8111883040254,B,-70.1680601689706,D,-134.98550220183415,D,144.73876308189702,163.61973026078496,E,0
Single,93,E,149.02781481291032,C,2.507232838927512,E,30.10841069258498,A,141.67506419916734,-83.0963446975176,A,0
Married,91,C,-6.4285104644178945,D,88.2375627360629,A,39.27430171908128,A,-151.47722947901318,-158.44377678721946,D,1
Single,74,D,-5.594483807317809,C,92.90494057334534,C,60.437010092715795,E,105.90116516121932,-50.79641906541801,B,1
Single,93,B,-61.467821105822814,C,30.689291043437617,D,-155.8636039312722,E,45.25036676639292,2.9477825526845027,A,1
Married,87,A,-31.55277147039115,A,10.95817073444393,C,60.82917444592475,C,-65.07000252679563,199.80698501266775,B,1
Divorced,37,E,47.393988820691554,B,202.91209286735318,E,69.42917324108399,A,-10.974733997614411,-19.28059742756398,D,0
Widowed,50,E,77.66397746153518,E,-39.048116843958766,E,-155.86391350615708,C,-115.8733423117882,-143.97468429789333,A,1
Widowed,73,E,155.54471127522206,A,147.33754440296846,D,-108.9097070272628,E,52.94340343637288,98.36562780298584,A,1
Married,65,A,24.4918755917567,C,-46.00421812722769,A,83.53151112600908,C,-53.788832435411784,82.10055671635205,E,0
Single,27,D,31.69660816394984,D,51.45752054296968,C,144.96348562990852,D,-79.94400770146697,-229.62972711484215,C,0
Single,57,A,-66.12064513633582,A,20.26828209765802,C,37.861468497000374,E,8.503569824760909,77.79067417095067,A,0
Divorced,38,C,85.66605947782652,A,56.971598242397526,A,140.40347798526454,C,-45.96210761611276,-45.58320049764533,E,0
Single,90,A,-13.686268785521976,E,152.17158053242738,E,-41.49390978816941,D,-1.107126559219577,60.29631124926007,A,0
Married,31,A,-19.21997552998895,D,-120.28628045833119,C,-18.531725475335847,B,142.30240134513605,-14.949263439859878,A,0
Divorced,35,E,87.58264294125667,A,-91.61597653810999,A,-8.608081443650537,D,167.505765931074,100.08530925879353,E,1
Divorced,69,D,42.50908536197637,E,30.23158586005512,D,-83.38556656799099,B,67.88810094548222,-101.95154112157401,C,0
Married,47,D,176.35012029253005,C,-105.05867911059595,A,185.7760247858893,C,65.27925100381358,-61.10604247992253,A,1
Married,45,C,-11.082457612192915,D,200.5494256329431,A,-121.15049336542553,C,54.285775906174415,66.13821177606988,E,1
Widowed,96,A,118.20528564237082,A,-149.03916944213495,E,-127.25727591452089,A,-72.53921819468812,38.56641295765414,B,0
Divorced,58,A,-47.38027420264827,E,35.692651902849164,D,86.15847798872637,B,52.14057553285998,144.65959392629338,E,1
Divorced,75,B,202.80367115600103,C,78.50175041107016,B,61.87041251355486,D,-19.884362322753844,-9.168571046347793,C,1
Widowed,60,C,12.194592133686342,A,-50.22000095504081,C,-27.572381217324455,A,-1.4165209222035802,46.55048383377553,A,1
Single,82,B,82.66615190391376,A,172.42945365438362,D,-6.361878083551193,E,61.93090875903554,-59.20075422188859,A,0
Widowed,56,D,-83.34051100377428,C,16.61055136792486,D,-26.14284718001545,C,62.6472823736837,12.099708811777742,A,0
Divorced,55,B,-2.6174187019030373,B,43.57944759227503,C,87.83568955662614,E,-96.06643368095993,165.21741781931325,E,1
Single,97,C,26.163934914666143,E,-5.391704308821196,A,-53.33963422435849,A,136.24703016699337,-56.24669227149093,A,0
Widowed,64,C,-78.09162987879338,D,-84.57263748542871,B,-70.21718093315671,D,-83.68560429103402,-244.60702141157512,E,1
Single,91,E,-146.63280066599165,A,-163.93499551638942,C,102.71027785231901,D,-7.139748326295549,-64.03568206227597,E,1
Single,95,C,-65.78391507809408,E,-31.644218124056984,E,-17.21217411445189,A,-29.67031361110092,-72.61804958973069,E,1
Single,82,D,118.14484563978809,C,-112.68229242416967,B,95.32110196154913,A,60.252175375501096,134.27573629288162,C,1
Single,36,A,101.69206798925414,D,56.48302120569766,D,-14.714152481604575,B,-102.47464397627806,5.706010699462146,E,1
Single,75,E,-250.85124712287322,D,-124.83088716346793,B,-146.030186994657,B,-112.30705037812949,0.4521300004581281,A,0
Single,98,A,118.15001352110792,A,-127.72744517014772,D,163.30053412858894,B,-152.41464054954406,22.953772042584788,D,0
Widowed,68,E,3.7945767180431065,C,-13.256609259784735,E,-93.86679667184717,C,10.585746208531603,160.29771106635638,E,1
Married,24,E,12.695878622713892,C,44.134830980547996,C,-144.68733367497143,E,-39.83830424446283,-64.27624988079225,B,0
Married,40,C,130.61820758164583,A,-43.85739665222266,D,87.38466953336335,A,71.05632592175198,53.63310435297791,A,0
Married,64,A,94.19096019158337,A,10.534102936141226,E,57.495839342182975,D,-0.6871504745578074,114.57543300135178,B,0
Divorced,97,A,79.08109469204148,B,-1.3660527197018315,A,-76.16291501178979,E,34.072705706424514,28.66449034514539,B,1
Single,34,B,82.3201259744333,D,49.91683909424787,B,147.89031652537017,D,45.72566433310637,-7.490794147464321,C,0
Married,72,A,-36.53607793326897,D,-75.66740055019831,E,49.87186061997762,A,-172.14938896327408,-19.945785610869184,C,0
Single,76,A,-57.143568633404485,D,33.84176310678404,A,-94.95478965489967,A,145.69717791122656,41.02731886604098,C,1
Divorced,30,B,-4.541232477890089,D,193.69122661455688,A,-34.709017338639214,D,77.52042144190138,-21.649096332383973,A,0
Single,19,D,-52.91674699168971,D,202.40428972075622,A,-13.102088873347684,E,0.2635900135480408,-12.003259139327875,C,1
Single,84,B,-222.7688425405974,A,108.30854872441111,E,16.78837872454707,D,37.91090538041352,45.089978322965216,A,0
Widowed,89,C,20.806722451338597,B,63.40481500431333,D,-175.4800948449237,B,33.272119153914254,40.57768022317584,E,1
Divorced,26,B,17.45991838217665,D,-154.1499318608477,D,39.49840737896525,D,59.064661398926475,-85.85336175409714,E,0
Married,85,E,-16.62943084886753,A,-2.258375899558528,A,68.37557903880456,E,-35.84661734255802,-32.68158091128858,D,0
Single,47,A,-111.07452228469761,C,-79.44084180265814,A,124.06480444680412,B,129.77568160358322,-102.54794402328396,E,0
Widowed,29,E,-278.9168562190419,E,233.17978097628435,E,-119.33893619998352,C,-28.381486376897374,28.600286458398326,D,0
Divorced,49,A,-252.5753666657489,B,-211.77843085847513,D,3.142842706519095,D,-10.115160064319207,-111.21194702595672,D,0
Single,63,D,55.98446563267061,D,113.78993121411433,B,-1.4503371174056157,C,108.56803713676572,106.00742456245717,B,0
