faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Hindu,A,103.19481903657565,A,-65.87542798838558,-44.2878005615736,A,E,-46.13893182420202,-19.910577196691243,A,0
Christian,B,25.352673175429263,A,-62.3029575842309,-17.54500842181316,D,B,38.6408502000102,-9.33882186510723,E,1
Buddhist,C,-14.811068393165677,A,-335.7113359333952,-9.627935984902747,B,B,-93.13913623301123,79.72895237790311,B,1
Other,E,-57.744989628939955,E,39.739961920255006,-48.188624512916384,C,D,29.338456540814185,79.91273182527252,D,1
Buddhist,E,154.00929641970524,E,112.57463232299895,-127.31583160130211,B,D,-82.32658857101775,-36.44152318729549,D,1
Jewish,A,14.130069429919306,E,52.98713523798426,79.48692933234143,D,D,156.7023738641996,-61.564518032142324,B,1
Christian,B,60.40473743191279,C,-33.44525653809361,-16.391409413636186,E,C,89.50048254768764,-61.397835845448725,A,1
Other,D,63.49806494643766,B,35.88344154424276,-24.05868717375603,E,B,217.09809909031188,19.380426076384452,C,1
Other,B,0.08184262951165769,E,2.1069336425368657,-60.95801671822393,A,B,-178.318089514968,-140.47859982410537,B,1
Buddhist,E,-15.335280883370453,E,-29.84839083313145,15.650506431901794,E,C,-37.976347125817576,-55.446807618058116,D,1
Buddhist,B,75.33434745729127,D,-150.34748814452254,57.92453473826674,B,E,87.66389222557869,73.58171662514201,A,0
Jewish,C,25.421492983349133,A,-183.15186344883864,-54.08123289956839,B,D,26.064788150911834,159.53658337984888,A,0
Jewish,C,30.72074527397475,B,81.37276644974392,29.141645469982475,C,E,66.6052384063884,67.02695100475043,A,1
Buddhist,D,11.86770174944271,C,103.2751624851026,-195.71964584362487,E,C,-58.57904969844755,78.08143153293814,A,0
Christian,C,-26.37673739645311,B,148.39014516262907,-93.07919758608448,B,C,-26.705347368945002,45.18678646973194,B,0
Hindu,E,-10.885286801366444,B,114.78942087420263,-257.59351773706607,B,C,-134.0719626598113,26.403794178136025,C,1
Christian,E,2.253056102226229,B,76.1455981133628,80.39328039215454,E,E,73.7171176616196,92.59897294164074,D,0
Muslim,B,-211.1321714770137,C,-8.18400108224938,-4.857867521725441,E,B,37.96861538847738,84.1369348986051,D,1
Buddhist,E,-68.17212167496707,B,-124.22985421928713,-167.98431310326777,B,A,95.13650245693017,-188.89197630066025,A,1
Hindu,D,-97.0580896378091,C,73.75634143074016,138.3943325065436,D,D,-72.65586311870656,24.39808023284491,D,1
Jewish,D,-88.07671198894388,C,83.9378950215254,143.00344962644522,C,D,-104.52721299640024,-145.7493009901937,C,0
Christian,B,42.862120539558916,B,-130.5956815976291,-150.18516301377878,B,C,-118.5507575140161,-49.78031234404103,B,0
Jewish,E,131.16591137453085,D,-33.888934553891964,99.6471079038056,B,E,-91.56322539568319,33.34993889269363,B,1
Buddhist,E,116.1317525921113,E,-66.18159984425618,-29.726376883556178,A,A,66.67157914772501,99.98617038109504,C,0
None,E,77.91042800102947,C,-134.09802802349387,-130.34640676684526,B,B,-43.32526973071286,141.61631003950578,D,1
Hindu,B,107.14404767698736,C,-64.13036314331488,91.60289110162037,C,B,-138.9721443058449,24.514207065253927,C,1
Jewish,B,5.398711537253446,E,-27.950882198417304,-20.711866811699377,E,C,-39.124502929695296,-29.138490390909134,D,0
Buddhist,A,72.59989670630989,D,3.28469005949033,-15.056558719944746,E,C,-160.63896475821105,143.93111380969816,D,0
None,D,117.2593865078702,B,3.6327139840977756,120.04142424487621,A,D,-71.69606512463507,-82.85303831425401,E,1
Buddhist,E,-77.89969112116492,D,-136.53046648335942,82.50997094763316,A,C,-55.36880945507833,-9.764400877488791,B,0
Jewish,D,28.804497277664314,A,92.77185584596216,-176.54148536304504,C,D,59.78707578313226,4.502908505636953,C,0
None,B,-222.06074233918747,E,6.404143765880856,153.33273497344655,E,A,89.35059749191993,-198.2815704431128,C,1
Buddhist,D,45.26068901904978,E,240.05167564755695,-47.21903034580612,E,B,-156.9081548218243,-114.47944232664715,C,1
Hindu,C,-58.9508130957124,E,108.0715707202237,-183.93195316756103,A,D,-3.424398755337068,142.7984688458936,B,1
Other,C,63.734748757181045,D,49.36571693182142,-54.15478360347939,D,E,161.5837824458846,14.295382237908749,B,0
Muslim,C,-0.48336014089901835,D,-243.0904897420395,72.89340767112824,B,C,-4.938309645657584,-87.13489860390389,E,1
Jewish,B,-72.46647098879603,A,-51.801788765737534,-47.583148184867966,D,D,-67.53400155463619,71.22733196785347,C,1
Other,A,70.19922289505918,D,-71.5362155230751,120.54311346742581,A,C,254.21967536045767,-185.33738223457894,B,0
Christian,E,31.533991919471134,B,33.45054679842019,-31.94974427648424,E,C,-174.76528491141258,-76.24946074638393,B,0
Hindu,A,-41.86762792093613,A,-158.52021456456342,23.615330929721118,A,B,-40.45451100346716,183.3673120588192,B,1
Buddhist,D,45.73086277174153,E,145.68824056874604,92.60065510366498,D,A,51.80413357307886,-148.69060815369636,C,1
Christian,E,-66.09031530327347,A,45.22832634852595,-111.09862145221787,A,B,-89.08510103500198,-51.98443837742287,E,1
Jewish,C,29.88607115817206,E,-33.32923732331495,222.0953757772073,E,E,1.9303802270877375,-134.06011517890255,A,1
Buddhist,A,89.57601718311025,B,-89.68754068262605,-93.73504396704601,E,D,-66.10214263085152,-183.8028484606579,C,0
Muslim,B,95.88417921181704,C,-79.33885707961498,39.8148196106528,A,A,-1.2363056927382603,207.9588727865962,B,1
None,E,-133.70626039149903,D,-37.494235746796214,-27.968772607813598,E,E,-73.50743613390104,18.883852558380323,C,1
Jewish,D,62.25735452599488,B,134.35657717809806,-41.52363607974638,D,E,169.13831520006565,-112.74154943492738,A,1
None,D,34.712778350181836,B,118.37187607627628,-99.80531270134144,B,E,-13.101476464119562,-124.15315488209725,C,0
Muslim,A,81.35187599258829,E,137.14588599291943,123.75518244551529,C,D,34.320006640693194,-34.29136166666644,C,0
Christian,A,-14.01321898365493,A,-39.93358823741006,34.35704754775084,D,B,4.067680633108072,-11.89018836982424,B,1
None,B,8.703474768479033,C,-65.64268980076375,73.02926899281029,E,E,77.28054513503682,-172.6608531820487,A,1
Muslim,E,110.04762187582864,C,3.9992054678782196,104.15338332722487,E,A,-25.618954772847395,139.66031082397882,D,0
Other,A,25.239850744716065,D,72.28086913784911,12.752708389610554,A,B,128.3558763187662,15.030703805589765,D,1
None,B,80.02878833191983,D,78.46728589974043,-95.41968330061724,D,E,-124.66411765808074,-15.866306447060168,D,0
Muslim,B,138.8375631898005,C,-1.5322666556926703,217.97975514530737,A,D,-76.2020947091444,263.7728708406664,C,1
Muslim,A,123.03275929325692,B,-25.228816659711505,64.30135329993259,B,B,35.995259838015855,-82.40737306621132,E,1
Buddhist,C,-16.40975668245826,C,10.020626064403713,26.385117588943658,E,B,300.93443352096017,181.64273991197808,D,0
Other,D,44.745570429029044,E,-251.46314109978655,104.68798053420647,B,E,-50.45235182382298,89.37990605768302,D,0
Other,C,51.40762509573072,E,15.331432964141847,20.016327409820317,A,B,-111.29677461222975,53.42767952061135,D,1
Jewish,A,-203.0814037274807,D,131.27555157063128,-235.33353241846933,C,D,-79.17250554098835,150.78842015719678,C,1
Other,E,-27.648916352977626,D,89.5016518065097,-9.37764660636238,C,B,132.34375621295897,20.47227371263064,E,0
Other,C,-31.11506030749707,C,171.62478116888084,117.5748009423903,A,C,-163.8494857657856,-81.19670720652522,C,1
Christian,B,-79.58396337764489,D,145.13502527992264,-163.3550246699035,A,C,103.84068903452854,99.06997316675955,A,0
Buddhist,B,181.18763571140843,E,-127.99963394813349,-80.61412402327244,C,D,26.594639504021465,109.20218786287961,C,0
Buddhist,A,32.02204479013355,C,37.85309608831275,81.27922726861773,D,B,-91.8561954293392,94.58817441452814,A,1
Christian,C,110.71905552434495,C,166.12461950879904,-78.87223586699503,B,C,32.03888230761505,-152.65121452709346,D,1
Christian,C,155.0037512258236,E,-136.9910811868603,-29.2426251315328,D,A,-38.812406065564,4.003877540436357,C,0
None,A,198.25978558345798,C,-124.91690080518052,-79.82945342640211,A,C,75.04907912695268,49.53270110615383,B,0
Muslim,D,-87.50086868805097,D,31.375394445856287,126.11515849759904,B,A,133.62883232563084,99.8057353812724,D,1
Other,C,17.962516841521083,E,72.28172505592303,-167.32333850313896,E,C,-73.04585787752087,34.38599610209986,D,0
Other,E,101.96445119570876,C,-74.65623417697343,-122.30838864169363,D,D,-76.34993628030404,-138.75298342290338,B,1
Christian,C,-57.329538832105655,B,134.0234447852901,186.32522895238438,B,E,13.134857611300083,-78.09329414469505,E,1
Muslim,A,20.799341921141163,B,-102.41804663182141,-32.35725650413841,E,E,-144.2889858105087,-107.11332822133748,A,0
Christian,D,189.77349768795438,B,-67.93455969656839,-163.19569389114608,B,C,-14.660164400546789,142.72166280959,A,1
Muslim,B,-33.16224883976345,B,76.95589876422093,13.398728758665367,B,C,36.12151351415507,32.409797794854285,B,1
Christian,E,-82.94153973169685,C,76.19400801362266,130.44813591869286,C,B,-93.17561032439698,-71.19898375747005,B,0
Jewish,C,-241.43710933774517,E,75.03553883161044,-99.71881460983815,B,C,-178.0554560215197,-132.6149321054141,D,1
Hindu,A,-231.7315084196333,A,114.12625011115296,57.87845641118333,C,E,171.57092844071175,-76.00366761904651,A,1
Buddhist,C,39.776598659009686,B,-161.68792120552,5.788480798600848,E,C,-143.3587467188979,-162.74119267251984,A,1
None,B,34.355451273939984,E,43.42132444812395,-53.73462670708987,B,B,-4.774958633878321,122.30757467923058,E,1
Muslim,C,71.97907297741703,C,160.82480332544876,81.91527066538852,A,E,-64.68273818787684,-47.15101389281738,A,1
Other,D,11.616292741538102,C,9.200569478928061,-167.62587796896597,E,C,-137.85480215431133,-102.1571267199318,B,0
Hindu,D,155.22777944528613,E,30.20614490448667,15.356993622806216,E,E,-46.77529799961935,-114.52700139385597,B,1
Christian,B,-1.611656172576166,B,-237.1449240598979,28.45490926464796,C,D,-137.77773225539232,53.86906094925122,B,0
Hindu,B,132.49408129559544,D,63.975719261510164,-15.094705059755576,C,D,18.128963242707037,-177.46033136214984,E,0
Christian,C,46.28140709720107,C,127.05804787233951,41.094995758114386,E,D,167.0775272152744,50.48958562564958,D,1
Jewish,B,108.52706716202007,C,-2.5495248586081467,140.95888316974643,D,A,-60.49514705006781,11.182083103842158,A,1
Jewish,C,-165.7038177830585,E,161.1229027610018,81.92229561900267,A,B,114.57359224923303,18.741496349123523,A,1
Christian,D,0.973802715615802,A,98.78535525006424,-59.90623537016503,B,D,-80.354095611856,107.31227847399411,B,1
Hindu,A,156.71832039169516,E,-193.12098549962957,-157.13994305031989,C,D,131.52435730065275,-239.44910855883515,E,1
Jewish,E,221.07737533609583,B,125.69373261429584,237.35835038118682,B,C,-139.9903672932936,60.6065761796697,A,0
Hindu,B,96.0229117923085,E,35.77332836890372,99.46788591144725,A,E,-15.434385452212954,150.93202366487859,C,0
Hindu,D,-89.29076984622412,C,4.180540303307973,-26.09162350258991,D,A,11.881410323910105,-55.89811558696872,D,0
Muslim,A,215.94333200992807,B,156.93050074046036,28.49900467111422,C,B,-181.1154177999677,78.21055020041715,C,0
Hindu,E,-90.89042679123502,D,-120.68454259911809,15.814326307805606,D,B,7.949581673423185,76.21412823546065,A,1
Other,C,51.758622241087636,C,28.28647071908862,-35.792523865622435,E,C,-162.13167577302056,-144.88403785852014,E,1
Muslim,C,-20.50422831615118,E,163.82733498118012,-18.42222348812301,A,C,35.18186691829832,73.928795768783,E,1
Buddhist,A,-0.5499153503198825,B,74.95928531452722,21.426999999738957,B,B,-1.2071498546846222,-53.25371511150176,D,1
Muslim,B,98.9686049390247,C,-23.483247880006004,-58.83101198544848,D,A,-56.36539402743795,-39.39779357697909,C,1
Buddhist,E,-105.83323067427712,B,53.15167686101409,-239.88671607265343,D,B,-16.00953331793526,63.5968723588649,C,0
Buddhist,C,-198.77404633424334,E,-73.00924592219769,79.17239779291182,D,B,46.76704362884772,101.83347071125594,E,1
Other,B,31.09671836349788,A,-47.710319326616116,162.3723916899344,B,B,31.113736678293897,96.25051841133244,D,0
Hindu,D,80.09491986090647,B,-6.615309036699064,-57.224027600535976,C,D,-6.386721334854623,71.11305597897076,D,0
Hindu,D,102.15039069564133,E,66.2097508710683,-155.95708094612561,B,E,105.83729990547049,14.591094155800238,C,0
Hindu,A,-92.12480000650632,A,120.47326662042406,130.8827479421171,E,D,-73.42818790428572,-32.242735277983854,D,0
Hindu,B,146.3907055525462,D,114.81474448538471,-88.58306448439379,B,D,143.32064222946929,164.34878472698006,D,0
None,A,55.33951054344912,D,105.65427631155153,-218.75272208126324,B,E,142.7601106386432,102.05106160085462,A,1
Buddhist,D,-9.943035998182216,B,-66.55720284114375,-135.67831287019197,B,C,-47.604335030140064,-88.76864146049155,A,0
Christian,B,47.37893837235396,D,67.98700458875186,147.36424864098007,D,E,116.00344605013638,-21.00692360023487,B,0
Other,E,-97.8538307360394,C,-2.855808685022118,-113.07776377474352,A,C,-146.04322795518394,-116.9949433883916,D,0
Jewish,E,37.721435264590404,A,-52.94296399943285,-105.5994328972036,A,A,62.357628189602956,10.354411483311464,C,1
Hindu,B,-99.2857080049152,E,-234.065723791567,-29.11277229388048,B,C,17.64813796256999,-216.80808493558942,D,1
Jewish,D,5.544473631776255,A,-42.42277080451699,-102.73712313461635,A,B,-48.74603298614444,-230.4256289175758,E,1
Other,C,-6.57112382228273,A,1.3275200626056134,9.366580497480392,B,B,-12.776558965187052,59.42776674204531,E,1
Buddhist,E,-114.89344992294129,B,28.458309617988615,-141.4121062798054,A,E,78.96883960310865,99.26337865401442,D,0
Jewish,C,93.85745459279657,C,-35.81427032385371,141.48476019361158,E,C,120.4079026109349,73.57181596197256,B,1
Buddhist,E,53.19177818312086,A,-58.98506853296348,120.04415919556249,D,A,-124.64229979877686,103.95609447724343,D,1
Buddhist,D,8.76502515056427,A,111.87027479768146,-10.597404473267646,C,D,73.87258580128466,-77.71132160458511,B,0
Jewish,B,-5.514228708502166,E,59.60675104947888,-23.481113555485223,B,E,102.4581672865037,114.1814471374069,E,1
Jewish,D,49.638344067036876,E,136.3102328032036,-87.00060128753702,C,B,-120.33577668117461,31.30253572791496,A,0
Other,B,217.02540168240162,E,7.593393219177594,-126.1780360253677,D,B,93.97435609399707,-153.1858753182843,E,1
Muslim,E,-50.164644383164315,B,-19.21253963703156,199.24371602948654,A,C,0.49562550318990256,166.84447100837744,A,0
Muslim,C,96.26740795028078,A,-125.94809551938046,11.64106518300898,E,B,79.17027569333007,23.101056484974603,E,0
None,A,41.21914878282333,D,48.86106605239562,-112.06220193594878,A,C,-131.34263006749381,-141.53349473302208,D,1
Jewish,C,-1.451349554124435,D,-108.18514627963395,-31.378762202502212,B,D,44.12612714649269,59.97099312027912,E,1
Buddhist,A,-116.71354280246815,B,-38.668210934033745,57.1609064514765,D,D,109.07652292737944,108.47024011743702,D,0
Muslim,D,0.24789488361385623,D,-86.66800355843763,-143.61923521338016,C,A,-104.8436465071341,-51.86133689940108,B,0
None,D,18.356353552828192,A,78.4716217502191,-100.56526209803414,A,E,-68.77940065698482,14.83432365735767,B,1
Buddhist,D,158.07391750930842,D,-12.878276369687528,-152.81675041865608,B,B,45.90204653316039,83.4046049298977,C,1
Other,A,45.651326317249065,C,4.987399850319173,-118.71700273591892,D,B,117.62679472923834,-91.5256476422946,C,0
Jewish,A,57.793264536271494,B,-129.57401809197694,-40.69867167276568,D,C,-113.56297283794157,-88.45329744059725,B,0
Hindu,B,-77.50582526054721,B,-147.82311349287173,-65.91830986364626,B,C,163.24853929769597,-13.664775959677042,A,1
None,C,-47.859735049425936,A,-48.24970710022891,-22.987095445562755,B,D,-114.79996973436151,-17.721641404520227,A,0
Muslim,D,155.13145777977567,D,93.14849113859597,-92.65409994674602,B,A,-119.5778208948626,18.478842586042216,A,0
Hindu,D,-121.68151620387894,D,127.20602915267392,-152.89628665651446,A,B,-96.17207175920642,-23.729736696572033,E,0
None,D,48.79907721125632,E,30.776471591909214,-282.70115795065465,C,B,29.692603397989615,-103.0115730777373,D,1
Hindu,B,26.61695363262829,D,-74.27384792212345,107.21880376065498,B,B,143.8024058510138,138.11704807911858,C,0
None,B,1.6419993252622889,E,-159.71199306377318,155.07656755206312,B,E,192.59246483369898,-4.074736964360371,B,0
Christian,A,-81.41402042544881,D,104.40906403811118,-97.82662479781695,E,E,42.88237720426746,-78.14144383296127,A,0
Other,C,36.76849785733077,D,104.85079832000265,-118.75066550545714,D,E,-116.21612967025858,122.33446912473711,E,0
Jewish,B,-95.67176284642147,A,-55.78663213947522,42.57460214700144,C,B,-224.53852443559913,19.226372252571743,D,0
Other,D,-29.49795560616239,E,-122.73093207354786,63.02804941901216,B,E,-186.77186847490628,127.29088219853215,A,1
Buddhist,E,34.03057013932025,B,58.30470789841943,149.51725122477225,B,A,-43.19561028723095,54.27301622262593,C,1
Jewish,D,-61.59575124723665,B,29.5149217393694,232.77428411304976,A,A,76.76195764664362,156.84016255741454,B,0
None,D,87.66125144319315,B,101.7743398675242,69.39962663159027,E,C,47.80969254016625,-168.9104766845792,C,0
Buddhist,A,215.30336137281242,D,-253.3852481560318,35.9322569153065,B,A,-1.3222043759207818,-231.24644589120987,E,0
None,E,-80.39445649187755,B,175.70896589863423,112.41549891662497,E,C,-226.52298771476316,165.81924229084774,D,1
Other,D,-53.401518317728716,D,24.199166991448244,244.20314819841877,A,C,24.093796782101737,136.2595511537305,E,0
Christian,D,-86.85341969253095,A,-26.353512407215042,37.92729933438491,D,A,-30.471593521654906,-294.51611670523806,C,1
Muslim,A,-118.07465555641943,E,115.78547169838996,-34.716569868099626,D,E,14.725587572422885,-60.61508520459814,D,0
Muslim,D,139.1478305113074,B,4.969063784731125,117.71631701801934,E,D,60.75633250880178,26.590520214725053,C,0
Jewish,B,-94.56205552481136,E,-27.972234028595505,165.70516834555826,C,C,-25.578549358267,125.30971336456945,B,1
Other,B,30.357202854341608,B,182.87683354588918,118.29607021245995,B,E,-52.637214289961086,-183.7489878845933,A,0
Buddhist,B,-16.44297042880576,E,33.04745181417781,87.77018165295046,C,A,-1.9675091568925436,190.63163117358292,A,1
Jewish,D,-131.6415235219923,D,-148.34431792796013,13.553847734235605,A,E,-204.35352500664945,-55.192833404154676,E,0
Jewish,B,115.74073942007243,A,-24.76685426797251,-23.360494238089828,E,C,-38.653968671248215,-52.74812764478963,A,0
Christian,B,52.10951785590863,B,20.29755186918559,-134.627403951528,D,D,18.58078260838512,84.58503097804225,D,0
Other,E,-69.80292296332927,B,9.968978858803787,51.77374759886465,D,A,86.60741834929185,24.794625671773563,B,0
Other,D,61.15027255170582,D,-59.897107233834646,-98.00095143907016,A,B,17.65759466378159,-190.77642866361825,B,1
None,D,-30.440446579883513,C,-25.93685294385832,-146.1647892313598,B,A,12.774486360034548,25.324244321987134,E,0
Hindu,B,-30.817717931822465,A,35.006990761997486,28.872949147372513,E,E,-78.9298254026038,-128.1621956415725,C,0
Hindu,E,-169.18024378655673,D,-132.37756725945496,-61.28282571640879,B,E,-49.840392432598506,-30.229041017836483,D,0
Buddhist,E,-116.96309852192459,E,44.0757485598973,122.4835561738324,B,A,-36.4267597209947,66.99045100204187,A,0
None,C,-191.90436530608923,C,-10.08236957398906,-101.3359116173832,D,B,25.688375026736836,164.47398688188107,E,1
Buddhist,B,6.4216584371030585,D,-242.2987099943116,31.871213609236737,A,D,78.03450746407833,-96.95100801905797,E,0
None,C,48.211670587821644,C,-8.784033121381828,-24.244730388600505,C,B,208.10466359635234,132.86585491844752,C,0
None,C,11.898423046184245,C,-94.05718262851114,-111.82571902351211,E,B,132.04169763042822,137.03973331159628,D,0
None,A,-206.3511580851047,B,-29.32547447527327,45.90800018273761,A,E,-84.83063271735364,-9.737012087743992,C,1
Hindu,C,-41.683747613519145,B,-31.741816456683118,-28.76126347290107,C,B,9.913985466538563,68.71664132016228,A,0
Buddhist,C,-9.61598833198931,A,-168.61841356197866,98.2370955603517,B,C,25.9758979293437,271.50025336405275,B,0
Hindu,C,-96.72008627001533,E,-43.648099811464,-42.34903530286053,B,A,-104.96547522366029,-75.25244955486575,C,1
Jewish,B,-125.86685995560651,C,287.40499722813655,95.49644180676137,E,A,208.81366623715985,-60.1458263563968,C,1
Jewish,A,6.864929723339562,A,-59.42704657607829,106.1661176950221,C,D,-61.73130960202584,170.8181382426325,B,0
Other,C,84.7704810864068,C,-90.32589758855138,8.340141452643428,A,C,-15.197161154591008,-61.422729081551665,E,0
None,B,-0.6352116306552051,A,50.91595000846127,-44.19685901228427,A,E,66.73265860532213,125.40650894757898,B,0
Muslim,A,109.85444860713929,C,150.65136499747612,99.82435563148454,B,E,4.164446150941224,-145.64689788200414,A,1
Christian,E,-255.09224033119366,E,-80.3588077216178,-70.22378876613912,A,C,16.296465651553422,-132.06521188359704,B,0
Jewish,A,216.3154328182479,D,48.41865773915358,108.86504566548541,D,D,33.670128018808974,24.374459485789824,E,1
Jewish,B,-50.7496726744546,E,-12.27899225190562,36.219823842282615,B,B,-250.77469843387027,-208.60669324501083,D,1
Christian,E,-52.28690036506396,B,145.44754358921386,108.03563712462689,D,D,146.4390814689599,28.199119888063024,C,1
Jewish,B,135.28976858445617,E,2.0032193581350723,30.07662964346401,A,B,-220.4338206696677,53.2160557079277,B,1
Christian,E,139.66920053700255,B,94.24515566770401,23.148606026492093,E,E,98.61428359810506,-147.2004909473036,D,0
Jewish,D,-22.223247118880273,C,-17.630116495763705,-200.3880551670046,D,D,156.35706201641125,-31.93625913849497,D,0
None,D,86.26034456954729,C,-51.648704753932705,252.28686474518494,E,C,79.07433208783749,64.62022936377059,D,1
Buddhist,E,-113.28842980047244,D,6.395829835055316,-139.13296892670454,B,C,-253.6291168068565,16.60932829493274,E,1
Hindu,A,-81.16757335538493,B,57.141992801308284,86.19019468092426,D,B,225.49238485697512,61.35360243886363,D,1
Muslim,E,10.135521553144095,E,40.60830440505854,75.09819497815506,C,A,-10.815278864095825,-14.373846327434025,D,1
Buddhist,E,127.60340589883022,E,19.182566140797757,195.45130262935152,E,B,68.11186602445652,169.8920819845473,C,0
Other,B,-37.0370548045967,B,-89.81366557685286,-34.7243011561828,B,B,110.10000568755002,-178.87715886239184,A,1
None,E,-58.28614661995161,D,-75.94574006238264,-66.14397670413464,C,B,102.5070128041565,41.168401315518246,B,1
Other,A,-40.07935315754085,E,6.632990214011411,67.24207871429726,A,B,-86.47158251104938,-6.442259442307577,A,0
None,B,176.67638086789609,B,-77.46988327252396,-160.82553681328233,A,C,-108.59049785122123,-84.87075829727516,D,1
Christian,A,-249.18833866170726,E,-22.10076084760883,-130.49595547170537,A,C,-70.09122735836056,-40.69214422983988,C,0
Buddhist,D,-85.867206844635,B,61.588973208663624,-176.65676958958016,E,D,-102.6911583669908,-57.74905993616256,B,1
Buddhist,A,71.75109150443139,C,-66.3204194601534,81.58538055327202,A,B,15.00565329387928,41.33344676429188,A,0
None,E,20.735797224206035,D,-95.07103606084075,130.04953825854255,D,A,34.59352766497795,-39.402753978347356,E,0
Christian,B,51.477269950898396,B,-94.32405242246134,190.14693139210922,D,B,0.6029067393348252,54.86525531204439,E,1
Christian,C,-81.4297324761121,E,1.4086724443834882,50.36151739321421,D,D,108.80622362463119,47.91943722714406,C,0
Hindu,D,17.615667347450565,A,-142.2084918727569,-42.52481555551428,C,A,-18.884545987429167,27.867297589057248,C,0
Hindu,D,6.5519963344325545,E,94.12223571042145,41.61570672688388,E,E,-43.67793852964598,97.48690910012998,B,1
Hindu,E,-36.141180894418895,E,102.54135604268622,-16.483908915210577,C,B,56.16663196836106,92.35084364310615,E,0
Muslim,E,38.025324491481115,C,-60.13310951764108,-63.71618823047872,E,D,88.79391503150468,-124.0979146778595,D,1
None,A,105.74573327616423,A,-50.938505944323694,50.40752568342784,B,E,-59.295633976822884,133.11702716379196,B,0
Hindu,B,-162.43405558334456,A,-143.24728482334734,-33.42851988986205,A,C,-85.01090299868024,132.44593817376978,E,0
Buddhist,E,194.12730589618394,A,-80.3888233710183,-45.40082426412102,D,A,-50.78144299408469,-77.19032153114507,A,1
Hindu,A,27.415109663639132,E,-49.97971052756121,-70.45884868248687,A,A,-2.208083126499875,61.03170501442855,C,1
None,B,63.72265802161882,E,-42.577767205082786,95.7305511295267,D,B,46.184454454806726,-122.12305278227672,B,0
Christian,B,16.940932977977507,D,-50.524646683261565,-55.365941081264424,E,B,191.37793479138284,-138.91012076970736,D,1
Buddhist,B,119.16783094839644,B,6.972742187346031,-78.54212927115809,B,D,25.65606344947082,73.64587048663984,D,1
Hindu,B,46.95194086459677,C,-182.3658940590127,-22.047976884572382,A,C,-54.89423017077782,1.6519144053685393,B,1
Other,C,74.9459661377169,C,-20.490092716529613,45.63435569837564,B,E,150.1856689054705,-43.36674050222703,C,0
Other,E,-19.263787369202788,E,51.64051867338989,128.35578269848185,D,E,18.339079234757165,7.072358074299652,D,1
Other,B,12.033805561681358,C,-255.2468524505157,-38.902353441238056,E,D,173.58723108823577,146.36244883744752,A,1
Buddhist,E,20.968868554550216,C,-60.0726455359489,-56.18042345746329,E,D,13.21379321763777,26.66595055060294,D,0
Hindu,B,-111.7751131400353,B,-1.7136122732007812,76.63396441617839,C,C,-19.55641551366774,16.515016347484583,B,1
Buddhist,A,-42.542279478220344,E,110.42465057476845,32.56920132878579,A,E,-44.19677131932953,34.48509997568742,B,0
Hindu,B,-19.128839426371975,E,-36.783486892627494,-78.39678657831564,E,C,245.4212141673919,215.57728517351168,B,1
Other,D,19.112832256571952,C,8.374268863797864,190.45116962867638,E,B,-44.55884856723332,-44.167530302350485,C,0
Christian,B,-113.13118033172078,B,17.057083979233294,218.375612401785,D,A,-135.08831934805562,-83.04284196718011,A,0
Muslim,A,-19.488485670882636,A,-91.99926927400625,-23.369323055789696,E,B,-93.48694231082462,57.38670094292841,A,0
None,B,216.23113359196262,E,134.34392550194826,139.7865637572844,A,B,-99.85846954436458,70.1003329651888,B,1
None,B,-150.7560823964827,B,5.8594421019064935,-6.446367963053717,C,D,-134.00334319072545,128.04462512660766,A,1
Muslim,D,236.85155302457258,C,196.15239099333164,-79.09624543682824,A,E,-160.4673894315576,-52.9901390484308,C,0
Jewish,D,-121.06685819452974,C,-206.04359605998604,37.463532149171556,A,D,-114.36231602475893,129.90054783137964,E,1
Christian,A,-44.799256989406075,B,-121.22865167629382,96.76257148002956,B,D,247.70575595840123,26.41043116403742,E,0
Hindu,E,-11.952577990488003,A,-31.1288423611085,8.662292442405754,C,B,-89.76711584585895,63.47838028567343,D,1
Christian,D,-115.83999028370985,D,4.337585366933256,58.25956628111185,D,D,103.48247829061255,4.243733188422786,C,0
Christian,D,87.1337228255182,B,1.6172164240456557,-60.858928682420775,B,C,37.997077005570056,99.41968540006273,E,1
Buddhist,A,-87.10401499605283,B,-159.2498707529548,-159.0412232687601,A,D,-223.47861376526149,62.940680113383706,B,0
Muslim,D,29.11098968547744,D,-124.32585085610341,43.553689928075414,D,D,94.09547959767502,26.95233891177325,B,1
Buddhist,C,-120.44207111687248,D,183.7881290708548,84.99954780575116,B,C,58.404330235532484,118.25924610814498,A,0
None,C,-144.42345442642747,C,-126.04751442479605,-82.2271960242875,E,A,134.02043605974262,41.75220404016148,E,1
Muslim,B,55.795268998909094,B,-113.59206554059473,-174.92882084268763,E,B,-4.62629985955784,3.856958651008953,C,1
Buddhist,C,220.1510276034905,C,90.1898156950206,74.3173693634943,E,E,267.40026701009816,136.61004416186543,B,0
Buddhist,D,77.80630574160612,D,-34.2036179774532,28.466887289631725,A,E,-33.988648373440235,-126.36890662274874,A,1
Christian,E,-108.68739422395102,D,180.3562345908939,39.078462024704855,B,A,67.80919885244585,27.884050899926045,A,0
None,C,-39.56084764860653,A,-49.7731092134549,46.733538065116726,E,D,69.71238769510848,-20.82256865390762,A,0
