faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Buddhist,C,-75.70644288729001,D,-14.398999903500552,206.73261721877049,C,1
Jewish,D,-45.61185793312115,D,-55.36733615229157,0.16441435874063237,A,1
Buddhist,C,7.762345585345097,A,77.05162845365192,76.59967786687059,B,0
Other,C,-65.77156416284933,B,142.7620982638451,6.074351906212369,C,0
Hindu,D,41.4341130545582,C,14.478641649921489,135.0860483930944,C,0
Jewish,B,44.20045245506519,D,145.55855986871765,28.040525171840393,B,1
Jewish,B,-92.14223298025279,B,-53.119786450661564,92.6106867260963,B,1
Jewish,B,-11.708889548191356,B,113.90714666757296,-241.94759670201398,C,0
None,C,-119.71318407244354,B,-80.01962122226674,7.006004620477293,C,1
Buddhist,A,-0.4464015829274408,A,28.08463717184567,68.82152184730418,A,0
Christian,B,1.3669970823882867,D,-88.81849321453575,-95.19417078669036,E,0
None,B,28.954172536179772,E,-118.73572905402622,110.62898574896516,D,0
Other,E,-161.69842812152015,A,41.10300143014945,130.62879316225062,E,1
Other,A,-12.205580266187871,D,63.24572537331596,-291.4291637258211,E,0
Christian,C,67.75513118648337,C,27.56102117806809,47.53035697629503,A,0
None,E,-42.75810290338903,E,-56.73156524390303,9.705171250620127,D,1
Jewish,E,-100.19995513646577,D,164.6118937849158,-38.32154973168429,A,1
Hindu,B,47.830726364222336,C,89.24658306534558,-63.347247043248665,A,0
Muslim,A,-202.4114560569561,B,-130.2031546742438,-12.973156583857387,E,0
Buddhist,A,74.58211604339344,D,-34.536600145782636,-141.38750218283352,C,1
Christian,B,-4.864060659514304,A,-160.26172300572443,94.44671753893063,A,1
Jewish,B,-121.14251195526641,A,-45.490225877515385,78.7285705923863,D,1
Buddhist,C,125.99563001375064,D,-192.97003407433237,94.37031631305818,A,1
Other,D,116.33054944097442,E,-82.65105749710887,-26.163775683992363,C,1
None,D,185.67432936489467,D,-37.42158765690575,74.38099179952876,E,0
Jewish,E,-79.27285512227587,D,-34.40194198901466,154.41830109100033,E,1
Buddhist,B,74.14589974636019,B,77.35714812483259,328.93583500603506,B,1
Hindu,B,39.66167471387871,E,32.95613872063143,-57.198530998647925,A,0
Muslim,E,41.39962834264823,B,-18.842641130693423,-34.07843450896929,B,0
Jewish,C,106.66850585909467,A,45.44460641042069,-110.20511447235086,C,1
Hindu,B,-1.3315475031980748,A,-64.61581973958748,107.15127545844148,A,1
Other,C,46.77007114950496,A,-207.63968436895598,-20.293370894691538,B,0
Jewish,C,2.049227610936925,E,-79.20395978421521,13.164742505561753,A,1
Christian,D,-1.3034843147358561,D,-50.93958129631726,5.145230304162517,B,0
Muslim,D,-49.195703596838186,C,78.01585873708478,4.499657663548909,D,0
None,B,110.32044084173245,B,15.275259486785565,-161.5968818248596,D,1
Hindu,A,-32.61327869272212,C,-63.07498899639351,-39.57502864319094,B,0
Hindu,D,-6.672953114564958,C,95.03988549246385,86.80909299614436,C,0
Buddhist,B,-108.74912734146119,E,123.99079128186925,-82.58522559611609,B,1
Buddhist,C,-57.330003109797644,D,102.61560129404077,154.45902972142932,C,1
Other,A,32.113083432544585,E,52.80940548994859,13.054886403559514,A,1
Other,C,-100.26251201130039,E,-141.61652087335548,-23.858267827548772,E,1
Hindu,B,-73.96255433649749,D,227.55586389926194,40.87337573663631,D,1
Other,D,-99.04882743993305,E,14.277359166809866,26.903359796892268,E,0
None,A,-266.8897329764581,D,-86.5899571563341,-82.93418949613597,A,0
Other,D,-7.938667035712211,A,134.1600004427185,27.440826078709602,B,1
None,C,-52.876191816290316,B,-75.93529247873214,79.08837109201671,A,1
Muslim,C,27.163002495107218,A,25.459900659831508,17.450597988234477,E,0
None,B,108.73860496963003,E,-90.38543232565566,-74.57583119709538,D,0
Christian,E,257.2429186617251,D,9.826426982100942,22.27286724828996,B,0
Jewish,E,115.06007896691845,B,17.16536052097983,15.794739779549245,D,0
None,C,161.67102563221025,B,21.740859644762295,-18.744757868052055,A,1
Buddhist,B,-69.43519858241298,B,-85.47229629477899,10.345779041408408,E,0
None,B,94.97105591976859,E,-79.51155296488733,65.05279389935687,A,1
Other,E,-18.41757838379032,B,25.698020836206442,130.50827006401283,A,1
None,B,-73.02612196297787,A,125.49071912180241,-75.45389657396146,D,1
Other,D,256.26429788966476,C,160.01380218423986,126.61521238792339,E,0
None,D,-37.4141525198349,C,-54.5115547588115,112.36212271682466,A,1
None,D,-25.465193417573328,E,-30.973513207106755,44.61897083252885,B,0
Other,B,46.5430851056946,D,-67.61380702925324,-147.89344177178765,A,1
None,A,17.64246797547915,C,-14.09361023187142,-2.104369659373034,A,0
Buddhist,C,33.257020705612014,B,-53.334328342790194,199.73329960384402,B,1
Jewish,D,-81.50618559063443,A,-52.391451975946055,72.04535100157446,A,0
Hindu,C,158.42351942095533,C,101.02252961338837,-125.81375754649318,B,0
None,E,-16.391345251793055,D,-99.95341990479307,-177.47311568720113,D,0
Hindu,D,-152.31505956483272,A,-59.734867228867635,-23.05380695836434,A,0
Christian,C,29.99840206238015,E,147.28263230056436,84.17180382262964,B,0
None,B,27.96140058381375,D,-24.17843827756717,-47.74445204166023,C,1
None,A,24.21193758011346,A,-75.49603939250092,-178.52542250095235,B,1
Jewish,C,73.75170023944804,E,-120.38337745183445,38.75016204246482,B,0
Hindu,E,90.58375029068478,B,-71.92197047682588,-37.10405696489528,E,1
Buddhist,B,-194.04043383151176,A,119.99382894778708,-0.6379488435600367,C,0
None,A,-20.43359627781745,A,-133.68327004149106,-155.24524576535487,D,0
None,A,122.5942701369237,B,38.592894541646736,66.89496295073289,C,0
Buddhist,E,-88.31076768085832,B,-80.54886613114995,28.34875160838871,B,0
None,E,139.88551750471703,E,-181.32735925889793,9.215580711512688,D,1
Buddhist,C,-42.61789926709876,D,83.94420328422049,-20.76216872501563,A,1
Hindu,A,-30.745091193155194,D,78.93195470330411,-89.23868053138092,A,1
Other,A,-87.53273700560567,B,7.114260334643449,-4.616729701341147,E,1
Jewish,C,-185.6345799064345,E,-16.601437928586744,168.47230251805206,A,0
Muslim,A,131.53057350006966,B,-86.99986290854524,-126.95673866128456,E,0
None,C,214.6397499233505,C,-3.7981887503173577,-153.09254647744416,C,1
Jewish,D,-203.2600687198225,D,-82.32001900876429,46.586584449383395,D,0
Buddhist,A,83.41526505290388,E,106.8660340865142,128.9375083321695,D,0
None,A,-49.72920084888784,E,-133.91741476748896,-137.02532894083984,B,1
Hindu,C,-3.769686393194787,B,-81.10656376991422,7.208054579320954,B,1
Jewish,C,-66.38386344623518,C,154.56536056331046,-11.460834952193025,B,1
Hindu,A,70.06146074304279,E,149.6550497592098,78.2648652453087,B,0
Muslim,E,24.5765314010034,D,-14.276871897689539,-37.74997468133338,B,1
Buddhist,A,-10.00963089156853,C,-197.7436969769585,-13.072001361886985,B,0
Hindu,B,167.46396505375307,C,46.25063249370732,-36.027011313888245,E,0
Jewish,A,8.94544827437164,C,-33.987891905735204,97.83387798442304,C,1
Christian,B,-111.50164770632995,A,121.67743821919514,-134.33861831289272,C,1
Jewish,B,-80.36005214866562,E,83.55625500959066,26.297046878767272,A,0
Other,B,-156.69303302035664,A,74.80142278015775,129.31925732562382,A,0
Jewish,E,-197.89650616366353,C,-2.4487976295101324,43.909809461222096,B,0
Buddhist,E,113.91089278814583,A,-180.9183885621568,-202.15377998310436,E,1
Christian,E,-99.49508598456954,D,37.633131260085754,14.772271903981038,B,1
Hindu,B,-35.85496308413959,C,178.6582900214349,44.28000529929522,B,1
Jewish,E,30.00909576187335,B,68.38280799074026,75.93157050320994,D,0
Other,C,65.30986738054145,C,43.29238500066116,14.365361269170807,C,1
Buddhist,D,0.3740148874952598,C,-28.47853469578015,-111.7754073824192,A,0
Hindu,D,66.73772432471256,E,-96.69649748787083,108.88556814446237,D,1
Other,E,-25.570905905211227,B,52.68526351787788,-148.13504223334357,C,1
Christian,A,-80.29887625972665,E,-0.2803029111480162,20.18581878267969,B,0
Buddhist,E,341.4373166582137,B,3.653517336394278,-15.739845730021893,C,0
Muslim,A,-256.22969574784855,A,-0.37751826474493705,149.94420339902712,E,1
Jewish,B,102.82993013508035,E,2.4531053084229764,22.421778703833485,E,1
Buddhist,A,-17.424896309921895,E,118.4632803285772,132.43080626645414,D,1
Other,A,15.554230832315758,B,87.78356524733987,-133.38678579592354,E,0
Muslim,A,-96.1087651151434,B,116.02230856197806,39.91212540948488,C,1
None,A,-17.73801352457975,B,-91.14190752874907,-93.24595151209381,B,1
Other,E,184.14757030735962,A,30.217513053480054,-52.64982423082599,B,1
None,D,256.6388317984751,B,170.6363529306423,-44.32472260390282,C,1
Muslim,B,-68.96538688993358,D,114.75894365389445,68.68981331100815,C,1
Hindu,D,6.389641767502793,C,-99.8326095012116,-189.46426203331,C,0
Jewish,B,8.285008466455686,D,-72.9022309243711,66.96173477457536,D,0
Other,D,34.95484935917552,C,167.3168609669264,76.33268839032588,A,0
Christian,A,-138.2729421079998,A,23.730913389930585,34.5913078897919,E,0
Muslim,A,-79.54596925643396,A,-30.007066178866605,126.01647566317374,A,0
Hindu,B,-21.290045935442574,B,250.88961280423473,-85.8278194433676,B,0
Muslim,C,8.35222633542935,C,53.23623090295022,61.60835686209409,A,0
Other,A,140.15659659714822,B,0.7828629041731459,150.10163055114842,D,1
Hindu,A,127.82191303292834,E,98.68854724288309,15.273971577055029,A,1
Christian,C,88.90667221711175,A,69.52812482771564,-129.8547223567448,A,0
Christian,B,-78.30645694635294,E,109.25842164079673,-16.729184126588695,E,1
Buddhist,D,186.60573655457605,E,88.22438965981576,-53.46317979128942,A,0
Christian,A,2.677725506741638,E,60.36973150730252,47.66404380518953,E,0
Muslim,B,-0.7994953778978353,B,-78.40296839442733,-9.85881301435704,E,0
Other,E,-130.16767210330696,A,54.36785245581303,54.91861224353916,C,1
Buddhist,B,36.3252242119639,B,-60.81805962263791,166.488944122957,B,0
Buddhist,E,3.206933221231166,D,116.23061747098453,-56.3238063864093,B,1
Christian,C,-39.95102743387153,E,7.145249436677252,-14.62687725791605,B,1
None,A,-88.57509680211272,D,-90.61927204724813,33.134764411986964,A,0
Christian,C,48.023939267785714,D,-88.8740960309646,-42.692607966354764,D,1
Muslim,C,-41.8560450063984,D,76.03125106556624,-44.66912763195786,A,1
Christian,C,2.683904635389615,B,-202.66959148808743,22.18609198674611,B,0
Jewish,E,-39.6210370405141,B,8.21067205756954,-23.242017182452994,D,1
None,A,193.06975874151757,A,-81.88111136618625,57.64168585410994,D,0
Christian,C,-42.1154402914118,E,-71.30899878764545,80.03279548449055,B,0
None,B,262.67500097557013,C,25.979830887168585,296.4676578986755,D,0
Hindu,B,-314.5732037592707,A,93.75753195692711,53.38981094653988,A,0
Other,E,-160.4616860018113,C,52.45662002875279,10.918880875243312,A,0
Hindu,B,0.3580327328132282,A,-182.91563772456348,-33.70681518297173,C,1
Muslim,B,76.37097918018459,B,-183.47021190539218,-62.79683988586863,A,1
Muslim,A,121.1242254798267,E,64.98575200380617,-127.378887285692,A,0
None,B,28.59381490230964,E,106.49932583326478,-17.676722146726974,E,0
Jewish,D,-129.17457104852247,C,-137.129768777885,-120.78858402469774,C,1
Buddhist,D,88.10007972912706,C,-50.48063283656467,49.92668703623345,A,1
Christian,E,62.93269643496045,D,-82.9726758572434,19.406298105171853,A,1
Muslim,A,-46.249027542763955,C,4.077420912046012,-21.671548024746517,E,0
Muslim,C,-17.216377470792242,C,-61.54227782619491,-121.96522353712412,C,1
Jewish,C,76.83284181366203,C,-108.93186074592407,-111.82830444964182,B,1
Christian,C,20.61507234881874,C,84.53337298287697,144.07274523809056,E,0
Jewish,D,124.69899238525848,A,2.021605893541902,-0.05828039393092288,E,0
Jewish,A,-229.71662934578677,C,90.4671979681714,-37.12392193071206,B,0
Other,C,-62.054172819724805,B,59.03103477442937,-179.71606679290974,D,0
Jewish,A,34.82450802647911,D,32.215454996855264,-160.70529470340867,A,1
Other,D,-5.379786992085076,A,66.88617296535142,18.564280610670927,B,0
Christian,C,-9.237950695178911,E,15.713197754798653,-101.39434761778283,B,1
Other,C,-36.32067682962191,A,79.34855395944047,75.55613991868161,A,0
None,D,163.24761381646223,B,-59.40040035973533,-31.71437404553929,C,0
None,C,248.771718588841,D,29.5786605508905,-59.97172157192172,A,1
Muslim,A,-21.037212034988595,A,-47.08278232104633,25.329464919795242,C,1
Christian,C,-145.26924517454546,B,-145.63303941454393,101.3751932631182,D,0
None,B,204.46822071725367,E,-49.27386874658937,-40.71528421126821,C,0
None,A,-213.52549850902253,A,124.23798041037972,-21.861184113795176,C,0
Buddhist,E,164.58121509401232,C,-25.56940004140951,175.56115897059706,C,0
Hindu,D,96.07527691712238,E,129.8204646970139,-235.45690354393486,D,0
Buddhist,A,125.50012063618472,A,-4.908774437230571,-104.79888406006222,C,0
Jewish,A,-24.14961241888156,D,30.087362441563098,153.9150950689961,C,1
Other,C,99.74302206343178,A,-173.1687893889247,124.69169816853052,D,1
Muslim,D,-109.88677185075943,D,-99.79448865540934,-16.045284556362784,D,0
Hindu,A,211.13034846513915,C,21.530729053241174,-46.37340380786928,B,0
Hindu,C,44.358031349125234,C,137.4789941361511,22.03754157720357,C,1
Hindu,E,-9.304827698647628,B,61.387434881674,0.6272179023005244,D,1
Hindu,E,-165.55066625351157,C,102.9966462523483,-78.56172296622682,D,1
Hindu,D,54.54130611279773,E,278.11674220066544,7.2855889998965795,E,1
None,B,218.74848456579468,B,-77.24371492966633,-49.65937810274125,B,1
Christian,A,-84.2850476259489,C,-50.51631998936836,84.75181045092263,D,0
None,C,-110.21852912549843,E,6.761879994356825,-69.51575551391221,B,0
Muslim,E,119.57598797888515,B,75.70036889394744,20.893430295773165,E,1
Jewish,E,-119.93967820807774,A,38.50250935000395,113.95361338485961,A,1
Buddhist,D,48.30572106012838,C,30.020076032145088,149.14103323117774,B,1
None,A,64.59880512405476,D,27.5515482893786,-22.24824769995538,C,1
Muslim,B,-9.168170207939129,D,-72.32562297998952,74.53426793252882,C,1
Other,D,51.26871211108551,D,71.45164363690179,104.14843316980063,E,0
Hindu,E,-20.096546065457645,A,-178.71612855606895,-319.5161126922102,A,1
Hindu,A,57.392085325190024,B,-202.66328441237044,-100.71058925178103,B,0
Other,A,49.96795382181978,E,-11.916962468504387,16.95913413311084,B,1
Muslim,E,-56.46033488308524,B,-17.50376926381669,-68.54048159566811,C,1
Other,E,14.907836077544673,B,-9.386861589459633,-31.67844503124691,A,0
Buddhist,E,-191.79227016651558,A,-53.08432669276456,63.44434843764192,D,0
Other,E,-76.3366651866579,E,-24.53009483120549,162.21557230848595,B,1
Christian,E,-20.98943511966093,D,46.18468108294466,59.19080555420933,D,0
Muslim,E,-38.98317796514487,B,-180.61320706929382,1.6929798614685396,E,0
Hindu,D,39.0466226923532,D,-46.184322563356645,-69.74394528650318,B,1
Hindu,D,-88.57060635996426,A,-44.77056152759623,142.50670800527513,B,1
Muslim,C,-12.175911695020156,D,-128.59644820209098,-152.33191880248282,B,1
None,B,96.86788974756844,D,-102.8233266112987,55.690827750076686,D,0
Other,A,-97.08849873387898,A,188.48166208578482,-80.11484388578312,C,1
None,B,-123.61500146675112,D,231.59256424826188,59.30290888652293,C,0
Christian,B,-29.19465849883156,C,-10.252947329305703,169.3391001751902,A,0
Hindu,D,26.218288590083443,E,63.063086817295364,58.11776558887498,A,1
Buddhist,D,-52.390010160175315,B,-4.602830978596836,-70.12197932390495,D,0
Buddhist,C,-73.4240613349975,B,280.86960681250736,-212.49672603679005,A,0
Other,B,82.3104161414556,D,100.05912127737169,44.60165721712249,B,1
Christian,A,83.13014873639706,E,-22.58823324848202,30.95242897748297,C,0
None,E,-42.085657236398106,C,65.84077039217455,-45.819597971073165,B,0
Hindu,D,-127.22828418086746,E,8.34157616920753,-40.038529885809446,B,0
Jewish,D,-38.97212428997619,C,0.7014243207580775,73.54591627385302,E,1
Buddhist,B,-7.750815744790489,E,-124.227112563982,120.12239071853155,D,0
Christian,A,155.24148966492314,B,167.8491176852463,-167.49740728242978,A,0
Hindu,B,-41.209150861642115,D,-7.692152351402514,19.03420417152587,A,0
Christian,A,-62.16131727430177,D,-20.295405555840905,24.218222027699888,E,1
Christian,A,108.3601011963204,D,0.9019634792617545,131.70205425664142,E,1
Buddhist,A,81.40964406093877,B,9.395019868624631,-97.99615304469539,A,1
Jewish,E,-80.89911426259359,C,160.3876633317023,-194.8345211466837,D,0
Hindu,C,105.31568591820695,C,-8.559389628574925,-75.62455788837637,A,1
Other,C,-30.730785482276048,A,123.54270534001563,105.0655763127453,A,1
None,D,12.377122027194012,B,164.41320374364238,-30.821093123690048,B,1
Buddhist,A,-11.909609519809802,E,-47.24323453912622,-221.6276137733211,A,1
Christian,C,-99.54819254843535,B,-94.38880680210048,25.763514902422703,C,1
Muslim,C,-108.97267836759757,C,29.294348227173806,-15.415051296209533,B,0
None,B,-275.1475685236976,C,-120.60932636872464,-135.9544069985991,C,1
Jewish,C,-88.96429671116543,B,-77.78288583450744,-106.22229195410746,A,1
None,E,93.07209960774674,C,91.53448104243344,17.08774728603834,C,0
Christian,A,-53.1918804018203,A,5.256161566634948,48.96449642518972,B,1
Hindu,E,-8.208831281433786,D,132.1308711842462,156.65397776243654,A,0
Christian,A,38.63902669937743,C,-116.31723784882327,-5.833026379312361,B,1
None,B,-6.349443842743098,B,8.374984598366758,25.7052728933777,C,1
Jewish,C,-92.13582952748631,B,-57.521045637598725,59.08956092771215,A,1
Hindu,E,-180.30945067582863,D,-238.60251070334152,-18.027927730060437,C,1
Jewish,B,134.89103229232197,E,137.91968117167133,136.55641788061598,A,1
Jewish,D,50.63971412596716,E,-32.73433544383166,128.6860871308031,A,0
Hindu,E,-113.95621147929423,A,-54.89373436729822,11.194459327934684,B,1
Christian,A,-127.42289597487056,D,68.34129722224203,33.37541648021659,A,0
None,C,60.762775060388286,C,137.72193708196696,19.11464824879319,C,0
Muslim,D,-10.383305709252827,A,138.7520474048996,-110.14964377249905,D,0
None,D,-92.22392784950004,A,-322.90623690280387,74.64007348128601,C,0
None,D,-89.47347374406527,C,85.90569384214713,-88.60975249317282,A,1
Jewish,E,47.00304572998643,B,-54.29709414770242,30.220477278711584,C,1
Hindu,D,-75.95786092072218,E,45.63543695020799,88.16535669708053,A,0
Christian,C,72.81488618051706,D,-98.3073226704332,-153.54879823600177,C,0
Hindu,C,29.059287888161876,B,-95.8164347773381,215.9669601397482,D,1
Hindu,E,-76.22537885631483,D,15.57290904386884,82.71931070325364,A,0
Hindu,E,-132.429197083449,D,-41.26626790069668,-10.599725405154832,C,1
Other,C,25.818339592770585,E,49.83614407203568,7.947240582016467,B,1
Hindu,E,136.31889120264776,C,31.184314677022286,31.36519465914414,B,0
None,D,21.864147694907167,B,-49.89417617956579,10.848429318602227,C,0
Muslim,C,57.96435230788892,B,55.65005174772166,-141.1495055551399,E,1
Buddhist,C,-70.31724388693273,A,99.09407079795936,-15.453524302943809,C,1
None,E,70.75645235317303,E,-213.88437404702762,28.271483099540852,D,0
None,D,40.90262345328587,B,-37.91851198727875,93.5277978486855,C,1
None,D,7.1109172035070625,A,-36.89531124867808,16.83894597899743,A,1
Hindu,B,-35.22577560340568,E,149.75294232637066,30.656521115454115,B,1
Hindu,B,79.89050942300938,E,88.76272980094559,94.43528117509243,D,1
Muslim,C,13.308406604414177,C,-102.82965173797645,27.136362798082796,B,0
Buddhist,E,103.84714375819695,D,4.25997320745767,76.48328718619678,E,0
None,E,-112.66147682418347,C,120.33813658561397,14.121700723953081,A,1
Muslim,D,67.9653636742137,E,-25.221642849259513,-94.17718411859418,E,1
Other,B,-115.68859551623952,E,69.72311765457016,-139.52416747481092,A,1
Jewish,D,-48.82437230522006,A,-33.177488069125516,24.19715381481171,C,0
Other,C,30.690318077703633,C,192.0151396443002,-209.75964306771874,C,1
Muslim,B,88.57313167170695,C,56.15426853124219,76.70280614589959,D,1
Christian,D,-33.9475122569451,A,19.45331838114234,-67.77207984247023,C,1
Buddhist,D,-30.90229660084947,D,258.7884401260398,-193.44541169436607,B,1
Jewish,C,73.96542529898416,B,-89.84040455334176,44.69097131301559,E,0
Jewish,B,-13.310873330909814,D,-25.005852802570228,-85.59416146599624,E,1
Muslim,E,-5.455490636939308,D,39.0379275043648,-23.10384537901769,A,1
Christian,E,189.54277897586695,E,-110.97504914904985,175.76719580734127,E,1
Jewish,D,-2.5963447486325233,E,-85.70513331811699,-176.42129586492717,E,0
Hindu,D,-90.51660617154783,E,15.719110512564574,115.58275126864457,D,1
Jewish,B,50.32578013760924,E,55.553166742888905,-35.64318827158077,B,1
Muslim,C,-18.166359820894613,B,37.82864803076692,46.8646677605313,C,1
Christian,E,104.96398302763927,D,-106.05515392942053,-141.36708072545852,C,1
None,C,101.88485846789037,C,-133.25321254446948,-43.238979729968676,E,0
None,A,178.9887544880183,C,-54.41888604724853,-47.03354274968456,D,1
Hindu,A,-27.606830537549556,B,-42.039999751953935,169.97205908280955,E,0
Muslim,A,-54.33120355638038,E,187.15149138960888,70.58242260185366,B,1
None,D,-141.7617367626821,E,197.31225325164218,161.41344347150516,A,0
None,D,40.55405369420389,B,164.67264708355668,181.14655716859943,B,1
Christian,A,4.850304859437716,D,2.0092583486592854,97.03447274908979,A,0
Buddhist,B,19.188507617434325,D,36.05010398837423,-162.08321534012106,A,1
None,E,100.3756186561634,E,-37.26918640309927,69.53893520406814,A,0
Buddhist,D,199.8571410830632,B,192.94129817889578,-35.203171584315434,D,1
Hindu,C,51.73450683456571,C,61.690102422010455,229.63124063804662,C,0
None,A,-10.970123721111408,E,-83.27161502257863,-6.764954536910641,B,0
Hindu,D,81.34477583372599,D,-115.98811812844183,-71.577235872728,E,0
Other,A,-50.22714856933295,B,99.32651362178521,5.094375761131121,D,0
Christian,A,92.34609570374178,D,32.10196636075486,-139.52775235553426,A,1
Muslim,C,18.33182551849558,C,-31.56081186589027,21.247927277993657,C,1
Christian,B,-28.560406959255975,A,-125.03787992489701,42.69310362335258,B,0
Other,B,-187.08561934734223,A,38.22069888801132,-84.62336885159168,A,1
Other,D,71.7144763573045,E,-2.664867933087664,-160.18709957710985,A,0
None,B,-53.843907791336754,C,33.483269891712055,-130.83654851542772,A,0
Jewish,B,11.817630851355759,C,150.45616369910502,-25.668813994602303,C,0
Buddhist,B,-54.26757212796341,D,-126.9262033764893,184.24406935569493,D,1
None,C,45.64533028436695,E,0.4273409481165942,-50.65182466216533,A,0
Hindu,A,152.21586763114638,E,-100.60833363831796,67.95685157495063,C,0
Jewish,D,-121.89837405994668,A,69.70811976147596,219.51351634247928,D,0
None,C,-75.16305367153166,C,-80.71764592959167,-8.230221882963916,D,0
None,C,56.90675653591474,A,9.957838845155282,-31.018469941702374,A,1
Christian,A,-13.67560990218983,C,94.53979441947551,129.92093825418087,A,0
Hindu,B,118.70395197171177,A,86.51934564161672,72.81921132044039,E,0
Christian,B,95.56132269801178,E,45.214667639716346,-131.7260215428158,D,1
None,A,203.1254338885327,D,82.07303286217336,110.98124542006363,E,0
Other,A,-191.12734855484192,D,-67.28579761321201,-17.405982373393346,A,0
Hindu,D,-44.656365155883385,B,-12.797723585105095,-8.97292457024136,C,0
Jewish,B,25.692742813645488,C,-16.335811065197525,73.34172874359597,E,1
Hindu,D,70.03055467071496,D,34.49132096655312,-91.05074146640737,D,1
Jewish,A,64.5265352533689,A,-17.922579785512948,-3.5330126724955426,C,0
None,C,-218.80390921505642,A,96.37251883017396,-32.96478703746428,E,0
Jewish,A,-106.5266966713269,A,21.004883904116287,54.31074897732845,E,1
Hindu,A,-21.56054020611281,D,-70.71279909533469,200.03482637584068,A,1
None,B,-44.13302401618822,E,80.25591252116016,-113.25862778763178,B,0
Jewish,A,-227.9895888530207,E,-18.563861882642026,41.132969004056164,C,1
Christian,A,-27.432362591697355,B,50.041035460497184,23.109983863110457,A,0
Jewish,E,-57.954373461451425,A,-142.34656800081999,130.48549654820818,B,0
Other,A,25.786791060875903,B,-46.92472025189031,-9.213949025383448,B,1
Buddhist,C,140.23523517083655,D,-115.69660877191001,-183.25897227358465,D,1
Christian,E,-91.10276846046497,B,101.05531086877086,-41.93685042373483,A,0
Christian,B,84.5032286042302,D,-238.1925223370035,39.3051326148216,C,1
Christian,B,7.598824420583021,B,-191.2820539478325,-55.5506300111973,B,1
Christian,D,47.811925276142944,E,127.76953711026647,16.03506798328483,C,0
Other,D,33.296517900192065,C,-27.262611609903793,14.493362250228422,E,0
Muslim,E,-110.19657692216146,D,94.84806824406729,67.22378458393543,E,0
Other,E,-81.71279360740094,D,33.274628183609394,-72.26167611647006,D,0
Muslim,E,191.82519515484154,D,-119.36091051906558,103.87522528253174,E,0
Other,A,-88.94689547576145,B,-23.941485023799082,-111.11100917144555,E,0
None,E,-63.84261629793983,E,33.400290086593365,72.43479543687744,B,1
None,A,-31.288782887865235,A,-82.69675479047265,-111.56174306917134,B,0
Other,D,-70.87535792046717,D,52.884553529587585,-113.11927586946828,A,1
None,B,1.7663609293096147,A,-170.62832140877794,-53.521895551930776,C,0
Other,E,-53.870671245117364,D,81.1632820430058,-57.0385966366771,C,0
Christian,B,-100.88573677440257,A,99.59405771872835,9.154750420780335,A,0
None,B,-281.71951404463675,B,-70.134349356834,-70.0218299987471,B,1
Other,E,56.29346061608186,D,-72.59490844738879,-29.13353045253615,E,0
Other,C,198.91060737646043,C,-85.2387462747506,-105.84791079514777,D,1
Muslim,C,92.33337535329034,B,-131.78143649869716,-8.851422997805052,E,1
Other,B,-20.156461397934926,B,8.659478713205914,36.88610826361371,D,0
Other,D,-9.392106987384127,D,53.589835806244515,-66.60932422232561,E,0
Other,A,-33.07328250823091,D,-24.454755422808596,-67.03855220741735,C,0
Christian,E,-143.8053324228539,C,84.52753313772546,142.02903473687337,C,0
Buddhist,C,-71.25797270897887,A,-44.49264877204801,-106.34419112264753,B,0
None,E,89.46374965818255,C,13.270940106609999,-59.61321992719621,B,1
Christian,C,64.95718196135681,A,-0.4486821457863703,-89.51892676184025,B,1
Hindu,D,13.243562745196808,A,-44.91701824385373,144.80431331046313,B,0
Buddhist,C,-126.33459877022646,E,-54.4621557186677,162.78876921807245,C,0
Christian,C,12.551694636658842,B,71.03879197021816,119.91805094438625,B,0
Jewish,A,60.185699584459265,E,69.62897227146775,19.44848019942097,B,0
Christian,B,-106.28594030331526,C,14.762814188556048,118.72224675113914,A,1
None,A,-20.42521770274448,D,-3.6855134620860577,48.76418656463048,A,0
Christian,D,-68.90133621811417,B,33.87229011780664,-76.53509632735135,B,0
Other,B,-137.47486150099922,D,-34.49639770983024,91.26242770142909,D,0
Hindu,C,-115.22495716352556,D,-201.73056271775405,54.311702896352834,A,0
Jewish,D,-14.91752642376897,A,54.40113296562499,-33.95869483611159,A,0
None,C,37.71476759116667,B,25.15146721279937,-57.44244080148145,A,1
Muslim,B,-145.5136584242735,C,93.82507279062874,-126.39722924769326,C,1
Jewish,B,-277.88556263340286,D,19.73613584127313,51.47390214749022,C,0
Muslim,C,52.73293749916248,C,-78.23216535091339,-58.92256355608434,E,1
Jewish,B,4.2790876436987135,A,-49.588376364204535,112.7600073996966,D,1
None,B,-205.07546931228364,D,-4.969651390569799,0.4605216738412212,D,0
Muslim,B,0.6473685760333265,A,216.50809463678678,-96.63702600114522,B,0
None,D,127.27532951795091,A,-20.95474192431417,-194.99134330005162,E,1
Buddhist,B,34.15857283910428,B,-8.316548411111441,184.38291286869918,B,1
Muslim,B,11.936043485469172,A,-70.93000118692302,-135.9977539511828,A,0
Hindu,D,-63.87367970107902,B,27.174956785427582,-74.87376221938345,B,0
Hindu,A,-74.14405491245768,A,-59.24516253203612,-38.16726445427929,E,1
Hindu,E,165.19275228773438,A,-10.494908029336832,-45.14374163908227,B,1
None,D,150.29623785558158,A,-125.04312200792194,147.96825427430994,C,1
