married,sexuality,Age,handicap,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
Divorced,Bisexual,72,Yes,62.164731772582336,D,D,-34.02796857856315,B,-148.05510021857626,-45.99266201799808,-18.091298984759092,E,1
Single,Bisexual,62,Mental,36.27486002555425,A,C,-99.16519691647355,C,-52.379534161856256,-207.8465021589153,35.48253463046069,C,0
Divorced,Homosexual,34,Both,-134.4409026527884,C,C,-1.374509073647767,D,8.653684104745446,-161.07851683363793,41.32933464776142,B,0
Divorced,Homosexual,25,None,171.3923364122818,D,E,31.3594304331755,C,-199.49630844060113,5.339210898175601,-29.457228170209305,B,1
Single,Heterosexual,70,Physical,103.05574846577186,E,D,108.98937463226437,E,-180.84226513757417,93.60553249114668,-144.63737922943636,D,1
Married,Homosexual,51,Both,55.22654535851864,C,B,-25.204931286373856,C,61.1018883666871,5.41901951788129,-82.49809458857405,C,0
Married,Homosexual,76,Mental,-20.155821681755945,A,A,-124.70501210855176,E,-131.42187667740512,-154.70858262347352,-35.976347201579465,E,0
Single,Heterosexual,20,Mental,-225.38859289336463,C,B,106.82804269913453,E,83.57975118076114,69.90522135510811,59.350260085990136,C,1
Single,Other,35,Mental,-14.959557235344754,C,E,210.08721184987658,C,67.23393677532374,-61.435660080613054,-204.62809326110377,A,0
Married,Other,76,Mental,-108.54885824955713,E,E,52.737200938159866,A,102.69553172552955,-96.22658119901372,-99.6797356913102,D,0
Widowed,Bisexual,45,Yes,118.41111019672834,A,A,-121.24977856608487,A,45.026402724680494,166.44333566024912,34.44219478932387,A,1
Single,Bisexual,44,Mental,250.62499487360702,A,B,36.36659850635319,C,119.25187262735419,207.2333375977513,241.63806483188347,D,1
Widowed,Heterosexual,44,Physical,32.03175968015233,E,E,-98.64274992331534,C,-23.26084686399643,28.298455679535863,-4.671384494520764,B,1
Single,Heterosexual,57,Yes,-37.56519778441433,A,C,-7.496603086607577,C,-8.316098986312456,12.756896431399865,99.46857767944913,A,1
Single,Heterosexual,51,None,30.856600821987527,B,B,-406.3752306230359,C,105.3116358212608,-11.640046879752273,-46.95244528650429,A,0
Widowed,Other,49,No,-104.50789602978978,B,B,-88.53793537034416,A,-45.524731501517486,221.0257176092385,-107.56077882788236,C,1
Single,Homosexual,77,Mental,-119.73039404534403,E,A,-206.31389861598487,B,-19.837428238014486,23.06538155565001,145.63116498111654,A,1
Widowed,Other,23,No,-85.69229749510129,A,A,13.164759894510592,A,-53.62264840156287,-135.3428446059778,-135.6349804592812,D,0
Widowed,Bisexual,24,Yes,52.884614728704996,D,B,-153.07139405248714,E,-98.48885076081393,123.96264881013717,81.60979309081272,A,0
Widowed,Other,24,Yes,-61.00379478584049,A,C,-70.13708344307383,B,80.53254905073454,-166.2358377714998,-98.83588134066954,E,0
Married,Other,30,Mental,-138.82422917335958,B,B,-30.31347480592351,D,-15.787913533138276,-21.28803904477658,55.727315592262705,B,0
Widowed,Bisexual,65,No,-59.5377112412411,C,C,-4.05224202820456,A,49.314793853024796,135.2403210104035,77.38164745208442,C,1
Married,Other,42,No,-166.90610914103598,C,D,339.7008484572429,D,95.84654934549994,53.833203357296625,56.92858776587508,C,0
Widowed,Other,24,Both,-49.233387660484155,E,A,-68.95714899920536,B,-9.560673918795723,-3.1043455903797934,-87.18771635970425,E,0
Widowed,Heterosexual,58,Physical,-77.78573975363935,A,E,-171.96231937859886,C,-163.69828253434687,156.20876315465574,117.96800331463193,B,0
Single,Heterosexual,37,No,101.25320899121846,D,C,92.36933956116128,D,-115.36873059954003,-63.40863184092467,-105.37598135697179,C,1
Married,Bisexual,31,Mental,-92.47279443656943,D,E,-221.09183271798386,C,17.466114760855803,61.7594615177417,-48.475765752897274,C,1
Single,Heterosexual,76,No,97.24590519595223,C,C,-135.07940632298684,B,24.874963903751258,-9.013497102396718,54.166949077352655,D,1
Single,Heterosexual,46,Yes,-157.86953294377594,A,B,109.69869050156808,D,-8.210552682534535,-44.818376962817624,-32.848853363550866,A,0
Single,Bisexual,72,Both,27.986430996968426,B,A,74.11098080918387,D,45.16355025897177,-33.91701520822627,11.417643154593064,C,0
Divorced,Other,21,No,160.8980307675478,E,E,0.12103043121831575,E,-137.8760875465353,42.991311718556666,-42.40778387122347,B,1
Married,Bisexual,54,Physical,-13.105764514340295,B,C,79.58646206730528,C,-199.12279531915016,216.0823290797215,-24.55522892554089,B,0
Married,Homosexual,56,Yes,-118.80499647515256,B,E,80.00562931994662,C,-157.0923173931704,-13.608298563550761,-101.93540842379478,C,0
Married,Homosexual,20,No,14.46169165890629,B,E,42.467310187759225,A,-111.88216636793682,-115.53931214539541,-141.21647718184755,D,1
Widowed,Heterosexual,29,None,-14.442577260789191,D,C,54.815967086276494,E,36.613978111461144,71.26383899350076,-102.43248806191411,E,0
Divorced,Other,51,Yes,-59.44577667876519,A,E,-114.22806314684868,E,50.45288884528559,85.08580040704649,27.38150770495451,D,1
Widowed,Other,40,Yes,53.843882323737255,B,C,-81.98854746937876,E,-28.606408921690168,-34.90024516315199,-135.21296436355675,B,0
Married,Heterosexual,79,Physical,42.56664282069371,C,E,56.4324807764392,A,10.62419468346115,27.310978593822043,-169.19723487044615,A,1
Married,Other,59,Both,71.960202775268,B,A,143.56783790715681,E,48.169797531051344,141.25343710963296,79.80206653961656,C,0
Divorced,Homosexual,79,Yes,-140.63470526600355,D,D,21.213123247605676,B,-101.06269889175204,-156.47202310300534,-106.61068480315514,A,1
Married,Other,60,Both,-72.87130999294581,C,D,94.43959315413838,D,244.37315067576543,-85.13661808369267,-53.140314135724076,C,0
Single,Heterosexual,18,No,22.419057000325722,B,E,-50.19970267651534,A,-112.28783893730237,-116.161165138821,-36.164392687299085,C,0
Widowed,Other,27,None,-88.23743866622102,B,A,-83.69012174124519,C,143.75953974138991,24.004966351688637,-207.0425511695626,C,1
Married,Heterosexual,20,No,8.532980472272197,C,A,-7.922649478552593,D,50.50815610631889,-91.03575595439308,96.75589253272065,A,1
Single,Other,54,No,-169.27572018992868,A,D,118.6299088978514,D,4.06101206590295,-111.58325151648015,-60.536759497678894,B,1
Married,Other,27,No,131.592782057683,B,E,40.81542504241359,A,-188.32477270138227,-12.221610865749021,-195.99413533544234,B,1
Married,Other,32,None,-26.741852763255107,B,A,52.75866273717218,E,93.64436574116385,124.91023859055504,-115.0060501177741,B,1
Single,Heterosexual,77,Both,-56.512180776408414,A,D,64.68307877035032,E,-110.69225771088887,-135.80944355890082,75.75831008007376,D,1
Widowed,Bisexual,78,No,38.97765967482846,B,B,-146.38450436766342,C,131.92907996738072,46.667524145567,232.21134982636903,E,0
Married,Other,60,Yes,-75.75446017039731,A,C,-149.89909793426642,C,31.916158530997468,-4.220011076065531,77.9980894242276,A,0
Divorced,Homosexual,46,None,-20.18239912879854,D,C,-85.6588138597087,A,92.74952933315397,94.6871861879258,-44.26257528274055,E,0
Widowed,Other,43,Both,137.18814890449318,A,E,179.46133976843458,C,-151.30313107273312,208.3503592156713,83.09449750715197,C,1
Divorced,Homosexual,62,Mental,-102.42030293954969,E,A,-104.03109914505302,C,-217.28140195397012,-22.957784810328732,-58.06636555666292,A,1
Divorced,Other,71,No,23.8786542538235,A,C,93.41029086832147,D,107.22646623704794,63.48762043354833,20.343585695293186,B,1
Divorced,Bisexual,48,Mental,-78.23386314349412,D,B,-53.54938209712978,B,167.13481825209297,39.02459790240786,12.377104868241668,D,1
Widowed,Heterosexual,20,No,130.8702360850989,D,D,1.9511128149641959,E,160.9512611748028,-46.363525528985875,2.7943432597073032,B,1
Divorced,Homosexual,75,None,1.7091796823830263,E,B,44.92488116561879,B,-37.03974075706994,-86.14819161098323,-49.89136331813328,A,1
Married,Bisexual,18,Mental,-48.75150099297666,B,C,-46.05289524863584,E,23.98561133301637,64.61495879973377,10.001915424511807,B,0
Married,Other,48,None,-223.36300684846887,B,C,-115.4386956324825,B,-17.772438176877422,-45.637967068090234,40.67001704777844,A,0
Divorced,Heterosexual,38,None,86.13944915619777,E,C,96.93269383485475,B,22.824791325922646,-332.6284424429836,117.60235418938495,B,0
Married,Bisexual,55,Both,-112.95306464524293,C,C,-143.79763151898143,C,46.96144899090914,-182.5526183618194,-151.09629674947988,E,1
Married,Heterosexual,72,Physical,-187.87659173255025,C,B,8.809634819145904,B,207.5470368484431,-118.65108250565515,-133.9707303802994,D,1
Single,Homosexual,79,Physical,-152.26436938000762,E,B,59.45440925919618,C,-11.214456837267592,-51.448199016309815,110.89403947349848,E,0
Divorced,Homosexual,63,Yes,50.75375216246556,A,B,-172.49414913167598,C,-102.61423303180008,-89.05645400956045,-48.35548099076918,E,1
Divorced,Bisexual,71,Yes,-218.40758916252904,B,C,-68.82144723770813,B,19.4521683323602,-78.25078981843437,64.02621555402644,C,1
Widowed,Homosexual,63,Yes,153.1226847207437,C,C,171.38811877898814,C,-152.74821155613452,28.818492295978686,-145.2697635304614,A,1
Divorced,Other,49,Both,156.14388208806946,D,C,-36.21476904519919,A,79.1793067915351,76.6126349976732,-2.72063448856447,D,1
Married,Other,28,Yes,21.200949346310573,E,B,-228.84154636251228,B,128.49685554321522,-23.92097534348594,-180.00146723749805,E,1
Widowed,Heterosexual,59,Physical,122.64291408286208,B,D,-32.0880197150053,A,106.46775876899449,-126.75058746850299,-21.33937705558634,A,0
Single,Bisexual,39,None,-87.45314473859763,C,C,162.35040323922632,C,31.509752849632584,-63.73052321597964,-126.81258569890028,C,0
Divorced,Homosexual,47,Mental,41.19867173859396,C,E,92.51683105602547,D,30.427640170393882,140.98360531485207,-68.85273569850187,E,0
Widowed,Homosexual,69,None,-179.59859140424015,C,A,104.46668254729434,D,70.24743684106822,34.213299651877655,-4.498239168619065,A,1
Divorced,Homosexual,20,None,-202.1585258959826,B,C,49.08109691165053,A,129.9985299167419,259.90726843403564,-17.208895584881283,B,0
Widowed,Bisexual,39,Yes,118.16304018361608,A,B,-115.13344454473935,E,-42.20943912641796,55.370595048035575,-98.02961917608557,B,1
Married,Bisexual,55,No,94.78781778721228,E,D,57.053808352767035,C,-171.76945349587425,-45.915397358790116,-91.35304377756891,A,1
Married,Other,22,Both,26.370286960022327,C,D,87.77357158734324,A,-12.548411161898937,36.85224720842047,-13.809231741123018,D,1
Widowed,Homosexual,42,None,-51.944923798486656,C,B,236.00551202682504,D,28.9793494477164,-19.58783429128444,-56.85160859217947,E,1
Widowed,Bisexual,35,Both,-32.8864214138475,A,B,2.0706216975231517,D,128.52645229013143,-1.2942595933708028,-80.89355914565931,B,1
Single,Homosexual,37,Both,-66.5830755201246,D,A,63.10270096519852,E,-142.1451534014716,76.28933260040313,54.10970780236845,C,0
Single,Heterosexual,48,Mental,193.6665473902157,D,A,2.2452353276970016,C,-7.892920245646634,-84.57921089607193,21.111743255207376,A,1
Divorced,Bisexual,18,Physical,194.5923506127208,A,C,-262.00062699297246,D,-165.8746550023133,28.60978177343488,-132.73821078301674,C,0
Widowed,Heterosexual,37,None,-59.01997443251514,C,D,12.288764111243074,D,-19.006169098558665,183.23411165328463,15.66425577179593,A,0
Widowed,Homosexual,77,Both,-127.64128342893027,D,E,11.144305900413324,C,-95.2335966919297,51.777050598242425,44.27554652229437,C,1
Married,Other,51,No,259.72947739801435,D,C,118.1851496350643,B,44.45442953020597,-78.58486199049096,-142.67992839777054,D,1
Widowed,Homosexual,68,Mental,-21.28880000895994,D,D,-75.64672667238509,A,-30.014733354642097,-25.136152028140664,57.8484821622891,E,1
Widowed,Homosexual,24,Mental,97.36613466580327,A,B,-11.116615957980812,C,60.986423291261346,-7.7803534824704865,-84.72364837356002,B,1
Divorced,Heterosexual,27,None,48.441305066018174,D,A,23.8188729514129,B,-1.4952499632436789,-205.51275664098685,103.80369235719795,D,0
Divorced,Bisexual,42,No,12.712257834887417,E,D,-29.716122351614626,C,-40.08766195842878,11.030904845108244,167.13450199182728,B,1
Single,Other,74,None,-153.96708029517083,D,B,-30.17246812777625,D,59.139790012946946,171.7367500723509,-3.4553950713974824,B,0
Single,Other,44,No,207.10733207085275,E,D,-32.754112699716096,D,-19.595559317892526,-84.99514144875083,-179.6229427490732,B,1
Divorced,Bisexual,22,Physical,-103.79328959670117,C,B,-156.869100055837,E,-18.58946144937848,127.04258327166389,-79.86096383663353,C,0
Divorced,Homosexual,60,Both,15.142864661959626,C,E,117.23851604090507,B,223.07300960523503,47.9879604459719,-68.18449385274113,C,1
Single,Homosexual,77,Yes,137.57408024337636,A,C,-9.704715421018657,A,-62.49587631898046,170.9776054741973,126.33215558781397,C,0
Married,Bisexual,67,No,141.33654774678558,C,C,-99.9872996707351,D,105.76114804451177,106.8405358124902,-45.697633994817636,A,0
Married,Bisexual,75,Mental,-131.65822678950434,C,B,-66.92942791374576,A,104.1857735718243,-79.9315989906308,170.54934806797752,B,0
Divorced,Heterosexual,26,Both,-141.7493917117021,C,D,-28.05120598700347,E,4.8158085065544105,-81.18767841211803,-61.018146915460626,C,1
Married,Bisexual,63,Both,141.14585960319658,E,E,131.8899832384908,D,7.6940727197735,117.60474474079071,-124.15193316327462,C,1
Single,Other,58,Physical,55.654334498060244,D,B,-3.061163256074617,A,-4.477498693055954,-123.067220332699,-123.78426212342228,E,0
Single,Other,63,Yes,21.548593806498488,E,A,-174.03622454538203,A,-168.72416604796166,70.97942046258137,-118.26745553104733,E,1
Divorced,Heterosexual,58,No,55.90129135299923,E,E,-73.91628527320867,D,-29.350033664700586,-65.82774958380406,-56.783690291424485,B,0
Married,Heterosexual,34,Yes,-6.339724849701171,C,E,-192.49838275272145,A,112.20350455474895,-72.74026265466327,88.06252897286643,B,0
Married,Other,42,No,54.94049163392805,E,D,-55.997876281743345,B,-45.42961633173363,52.57614708596282,24.649503013021356,C,0
Divorced,Other,36,No,24.50914346329188,C,D,87.78844006052313,D,23.51294334034595,34.93967560191205,-11.234526782530734,A,0
Single,Homosexual,22,Mental,-36.14245443945299,D,E,-1.7266902449598553,C,95.66032745084671,87.05978061803748,-60.90963161262442,A,1
Married,Other,47,Mental,-20.355402698115913,A,A,-124.42821789348264,D,-59.290875545455926,161.97864749659215,106.17425404938226,E,1
Widowed,Other,50,No,-29.076388530967982,C,B,-66.42813638502929,A,159.91199182510266,-137.69675810628866,51.892662264760716,E,1
Widowed,Bisexual,21,None,-1.4665723935642174,C,B,-72.93352838053053,D,-186.96352146495684,-58.968555776677626,-123.4206656455768,E,0
Divorced,Heterosexual,72,No,104.79008276788319,B,E,-79.71117103670268,E,103.96686788887159,39.139676996188385,164.01016042867212,B,1
Married,Homosexual,23,Both,125.2027706880236,E,B,-148.74445907687638,A,-92.0697521513414,-99.0178524501674,50.139392212086165,C,1
Divorced,Bisexual,42,Yes,-206.68722450562535,A,E,-180.6988296778238,E,-9.979705014336695,66.76185569492529,16.26228737947204,D,1
Widowed,Heterosexual,20,Both,1.492170650703914,E,D,-66.10296482826733,A,223.99217702603522,-105.7026955837867,41.41123698380847,B,0
Widowed,Other,65,Physical,-3.3159588252282735,D,E,-162.70634050096788,D,98.97069492245465,-122.10438872305835,-37.597884413823095,D,1
Divorced,Heterosexual,36,Physical,131.13140477579753,D,A,89.46754281215496,E,89.73320392152058,90.78523720247719,-45.80679005005974,D,1
Married,Homosexual,26,Mental,161.37560815079763,C,E,-12.202791272940654,B,38.22111259879452,-94.47194157156208,29.78401169802846,E,0
Married,Homosexual,61,No,82.51429462281611,A,E,32.508099266515686,E,-99.06587892921455,88.18320803583738,108.93565768410292,A,1
Divorced,Homosexual,46,Yes,144.3858432885955,A,E,-73.84562469344932,E,49.208017756597464,34.47398211351021,105.30455643663781,A,0
Divorced,Homosexual,55,No,-28.00675046956273,C,E,123.23246499904444,D,160.01051486075647,-75.7515026545904,-115.34224581436065,E,0
Divorced,Homosexual,24,Mental,-170.94910622028732,E,D,157.54308280031825,C,49.803069520123636,-274.872320384257,6.390826179402523,C,1
Widowed,Bisexual,71,Physical,255.86878856805168,B,A,85.309027658299,C,45.25862702582728,22.58680802379365,-9.148756706575313,E,0
Single,Bisexual,50,Both,53.04599962092483,C,C,-35.077373698944406,D,-271.9210965699444,25.58828159533179,-1.0425074883309613,D,0
Widowed,Homosexual,37,Yes,184.17511787685484,A,D,181.31301988174172,C,138.51419901917367,-49.15217205438263,-79.45366433907132,D,0
Widowed,Heterosexual,42,Mental,174.75087366639917,A,A,-151.22416810247452,C,-142.7565255115155,48.3917105100544,-171.5807961567938,E,1
Widowed,Homosexual,28,Mental,-13.331609117810464,D,C,-204.0393256126706,B,36.94107464968977,-145.6385572817011,24.926049213427707,B,1
Single,Other,51,No,61.18710618772787,A,D,198.95798783164093,C,-15.075643473435859,101.53069444372665,-12.497156983950383,E,0
Married,Heterosexual,39,Yes,-25.603607056857026,A,B,199.40676122730954,B,-118.82808057119662,-93.70360850289588,-133.95157340426664,E,0
Divorced,Homosexual,43,Physical,212.90017477136774,B,C,54.91378050985759,D,-7.918536543462825,-145.8850129100361,-52.60299891009224,A,0
Widowed,Homosexual,70,Yes,133.98272376400544,A,A,-204.74011938314348,C,-62.45646848940948,-78.82084100733975,10.816072845104255,A,1
Widowed,Homosexual,49,Physical,-126.11096720541659,B,E,-141.01010805906787,B,81.93848064295896,-60.74527883211515,-15.88482631023162,C,1
Divorced,Other,36,Yes,96.3746371371494,B,A,43.25472264904962,C,3.115479784010943,110.82243746371915,-4.91598274441453,A,1
Widowed,Heterosexual,21,None,68.89020451431472,E,B,-105.69948231717143,C,3.902985053695714,-104.17735009424551,16.91056646465835,C,0
Divorced,Homosexual,31,Mental,46.42908624991047,E,C,-93.39649080120437,E,-170.3887397360767,-104.47450259989522,-33.4937809250171,B,0
Widowed,Other,71,None,-19.969218166377402,D,E,80.48124089888407,D,3.3758717343276965,-72.39095793047657,-82.08256278042154,C,0
Divorced,Homosexual,50,Physical,64.53256457669377,B,D,27.41745198200946,B,104.02639634915924,78.99277349219693,-102.91873114240207,D,1
Divorced,Bisexual,60,No,216.4199868526309,C,A,-42.44127576219331,B,-78.00710597065715,-23.444480793271513,-150.32148258334308,C,1
Widowed,Heterosexual,39,No,-11.305254079132187,E,B,-89.98333575373731,E,-82.36975837966419,-19.786285705605184,87.31774291503274,D,0
Widowed,Heterosexual,59,No,143.52008373399005,E,E,30.088204219598957,D,-36.721538102704024,-49.70060557584166,245.27415154662316,B,1
Widowed,Bisexual,20,Mental,-92.20254610597306,D,D,-10.605661705660468,A,58.653123610165146,-154.43428321066014,-201.7439704218441,D,0
Single,Homosexual,36,Both,-15.178201674204795,A,A,-29.712497551522926,C,-35.217548442300526,-0.563289388849267,83.82957840495175,D,0
Divorced,Homosexual,64,None,-37.89188762634835,A,A,-174.37210237196754,B,277.14243990612573,-59.14502691991319,75.3960489187135,E,1
Divorced,Homosexual,32,Physical,123.99421639480927,C,A,36.03329915983906,B,87.45194498404031,-136.2189488243605,-117.28666400625336,E,0
Married,Heterosexual,58,Physical,-101.93743135172488,D,B,-94.91825781412315,B,-12.542025373174695,102.74895513276417,71.56668775946655,B,0
Married,Homosexual,41,Yes,-97.89026263914057,E,C,29.48193239748701,B,-86.05294309323827,-44.42641681049132,-187.23426199653986,A,1
Single,Homosexual,69,None,-62.922019893103084,B,E,-39.48704143723555,D,226.30528884883546,-127.90159269040784,42.8911703741448,C,0
Divorced,Heterosexual,66,Yes,-44.481747507286855,E,A,90.17756495966393,B,40.29484504344442,4.936753466043945,172.3398444727294,D,1
Divorced,Heterosexual,79,Mental,132.4751601159854,E,C,-193.94240103330293,E,-53.86543031470161,-4.753995643853673,151.44814701056777,E,0
Widowed,Other,48,Mental,279.5414166166289,B,B,54.81887546121723,D,-117.50513517375221,50.899470730991794,-74.19123572882216,D,0
Widowed,Other,43,None,-65.84143380356798,D,B,122.24435021226319,B,73.7155345801038,53.94147674322372,-68.94339339168492,C,0
Divorced,Bisexual,20,Mental,36.36957842906516,E,B,-213.9619770739138,B,67.22390527807038,89.45794394145676,-101.13991945513459,C,1
Married,Other,78,No,-85.15219685024957,E,B,-147.42044654950877,C,27.26220972738072,57.51404919490379,-44.58667717273339,C,1
Married,Heterosexual,47,Physical,-65.03449839689934,A,D,-216.4979081511331,E,16.7365376788341,-22.80503972601263,163.6666152438066,A,0
Married,Other,37,Both,79.38140182999898,B,A,73.81527728969547,D,192.81881812967973,-92.38370807955067,-170.47528437635322,C,1
Single,Homosexual,33,None,-44.911945655783406,E,A,189.82895024566983,D,194.51927859828635,163.16956577142457,62.783877494637075,C,1
Widowed,Other,37,Physical,-56.49041222789472,D,B,-33.83528295185845,D,16.2056408621798,99.97035036707706,63.53214260571885,C,1
Widowed,Other,28,Physical,3.7634617350570982,E,B,-33.43055253818665,D,45.78401007161666,44.930284624335464,-54.67796814389975,E,1
Single,Other,52,Physical,-41.33987727363189,B,D,-245.0805318555063,E,-30.026220649288742,39.656703277720055,-56.866833268183804,E,1
Divorced,Other,47,No,-20.298081812843467,E,E,-138.46388714963194,B,-1.2993041122914368,-123.69498791359757,36.363586617110776,C,1
Widowed,Homosexual,74,Mental,-292.7806370433182,E,A,40.336439809649264,B,-30.50696361095489,108.85085846745181,-107.14360325834835,E,1
Married,Other,46,None,-20.475936360931797,B,C,-49.39015364377701,D,-15.826680749034017,-148.21877007840573,90.18592308684975,A,1
Widowed,Bisexual,68,Mental,246.2038787683912,C,D,-122.57625256244296,E,78.12382449175446,46.01609397210063,39.20200211353507,C,1
Single,Other,46,None,-19.600565929842677,B,D,-86.90216214085152,C,7.614741805092748,113.86966178303355,6.194047457415312,D,1
Widowed,Heterosexual,21,Physical,150.8049154773722,C,C,-48.29615742370238,D,77.4487106413968,-59.69935305668329,-66.37723321984636,D,0
Married,Bisexual,68,Physical,-110.86181453243869,E,C,-78.68580145138733,E,144.55004085386233,24.213160537769248,21.600768662846768,D,1
Divorced,Heterosexual,32,Physical,-120.13256103751131,B,D,15.369444354037487,B,-15.597567456069383,12.121566706648776,15.425051772472354,E,0
Divorced,Bisexual,71,Physical,101.32591893086989,C,D,24.78860025060314,B,56.79963986238943,24.127667981416913,-43.903905387267486,A,0
Single,Heterosexual,47,Yes,-85.7343492200128,B,B,40.97395511316043,B,130.77038875204912,-83.57305070722452,-45.15991431036665,E,1
Married,Homosexual,27,Both,139.91646357241913,A,D,-82.01373792356254,B,145.59746609567054,-6.117231026151808,-99.82639334798375,C,0
Single,Other,18,Mental,-30.4362495064894,A,D,121.75844259737822,B,21.09297598828072,-142.26091376027478,-3.9450999231656887,D,1
Widowed,Bisexual,42,Mental,-11.907534753875135,C,C,120.75950006517782,B,-67.56533114042699,20.46676655378395,-199.34591205183975,E,0
Single,Other,69,None,-49.716536635591346,C,C,-1.3525575556584144,A,-104.8350366558269,-105.00909379641064,-127.01125182813084,A,0
Widowed,Homosexual,54,None,80.23371177070928,D,E,42.2919572855746,D,-34.86443571348066,-22.01908972569207,161.19899940561146,D,0
Married,Homosexual,79,Mental,21.10487722240627,A,E,-13.96198498106703,A,-154.70256112146203,-36.240691833589906,-112.1080570714325,A,0
Widowed,Bisexual,46,Mental,-15.394586913272803,E,D,73.95220836807813,B,-85.46325268213351,-82.45624718837898,-71.07301202873096,C,1
Divorced,Homosexual,64,Mental,277.34104237984656,C,B,-27.792086147111515,A,-75.81660952927328,-82.6405697732489,-155.07273208993342,E,1
Single,Bisexual,53,Yes,-155.0330975842252,C,E,-65.05318924128385,E,-16.244094000075375,99.29920089461939,175.60637910309595,E,1
Married,Heterosexual,60,Yes,-14.928088848774554,E,E,-60.11591290008683,A,38.03116267122888,-46.70206501290963,65.22989982737097,E,1
Widowed,Other,54,None,-139.65908044644283,A,D,56.217931967011445,B,-125.33871879739573,338.74359830505404,-91.06187188755793,A,0
Divorced,Homosexual,34,Yes,167.08031302370676,B,A,-19.633244945880392,D,-173.76053072658914,-97.30867549092025,151.018722332918,D,0
Divorced,Homosexual,32,Mental,7.348404150643735,C,E,-69.48270952465873,B,50.8865969879385,9.063114308188648,-46.468446493831536,A,1
Married,Bisexual,51,Mental,15.948081400443478,C,B,-65.01775266801839,D,109.43143519383125,-130.2836604365042,218.93771138439286,D,0
Married,Other,61,Yes,81.36129380113638,E,E,65.58763137560923,A,3.8660290790575993,-34.24863682941708,66.77574814257493,C,0
Single,Homosexual,19,Mental,157.99398841015972,C,D,170.11155233868314,C,49.437318852853736,57.176574036387095,-56.2093147557986,C,0
Widowed,Bisexual,66,Physical,4.418838540393139,B,C,-17.404539199454923,C,103.67104169688075,-124.68331248902773,142.79860064275925,E,0
Widowed,Bisexual,49,Yes,-52.74884188703683,C,C,-79.67051531184987,D,46.496679769244956,127.23513684411027,239.98200927484814,A,1
Widowed,Homosexual,63,Yes,79.49357987207297,E,A,-86.84258553157507,C,-67.18794214335679,26.60651575099467,-7.126910402925884,D,0
Widowed,Bisexual,21,No,158.7386578731653,A,C,54.00274484602667,E,-55.68140069727635,151.4043321663387,54.44473744019557,C,0
Single,Homosexual,52,Mental,40.71186641774711,A,A,-8.531728501953276,A,157.50524870020595,64.16795535564655,51.47518016747031,E,0
Married,Heterosexual,33,Yes,110.11405768737872,D,A,-61.63644588471529,B,1.1234765880509952,-55.07812592819109,4.439727507096522,E,1
Married,Other,23,Yes,67.58908251915608,B,D,-133.09306443172525,E,104.88821445186186,88.58511097689879,-51.328093332806624,E,1
Divorced,Heterosexual,41,Mental,80.28834095871908,C,C,-133.0089238103967,C,-100.72474839845364,44.37061976546167,-23.171992976494295,E,1
Married,Other,63,Yes,-23.313507046720183,E,B,-85.79634190676218,A,-130.12376419603174,-138.78514366354867,8.772778440193374,B,1
Single,Heterosexual,32,None,85.25200022575675,D,E,-12.324091046489025,A,82.79786127310983,10.121353147342,-15.883629396204595,B,0
Married,Heterosexual,77,Yes,53.895436825852116,A,B,-9.282046919225587,A,-37.75618944690147,62.83704318240003,-28.757932909150487,D,1
Divorced,Other,36,None,-45.621252489656136,E,D,132.078271217105,C,-108.83251200197141,98.63715723087893,-36.043838524664984,C,1
Single,Heterosexual,36,Mental,-12.872256939332969,A,E,-2.492048500649268,E,2.6327355998315207,-236.09592036129106,-68.1528806829237,A,1
Single,Homosexual,78,Yes,-137.9477696084367,C,D,35.79456070974672,B,-8.055122027821378,-58.51017056636203,-17.009186126007776,B,0
Divorced,Bisexual,25,None,-85.59799134436958,C,D,-184.7992362668337,A,140.93711327879586,7.846149867307991,-13.170357930588631,D,0
Divorced,Other,79,Both,43.486514277124435,C,E,-29.44418035325936,A,30.736497011546778,34.27155751612898,-1.3054549940330378,C,0
Married,Heterosexual,19,Yes,158.48725922154966,D,E,43.88447260645913,E,-60.08366838385629,-19.75939194703809,-113.76708031397138,A,0
Divorced,Heterosexual,24,No,114.54781631373888,A,B,36.84665800211665,D,18.050867947464884,12.560082472540302,92.5553669997891,D,0
Divorced,Homosexual,68,Yes,145.62385123292393,B,C,82.74712279847998,E,-209.00955069116125,123.64197888703852,19.368421637645763,B,0
Widowed,Homosexual,75,None,-139.1803750294449,D,C,34.0968586217868,B,49.053019604004874,-43.69539538642941,-128.7398791154311,D,0
Single,Bisexual,20,Physical,-206.2670232583881,E,B,-121.40887078581927,C,121.24805715950535,-132.6940488099994,103.4201049291015,E,0
Single,Other,19,No,-133.5531274231655,B,C,5.1073939287637415,C,4.977799284370884,-1.3034033721161942,-13.632852698988193,B,1
Widowed,Heterosexual,74,Both,56.503916308491654,B,C,80.29601686914239,C,103.43398235732893,68.02240055054418,18.46217056973715,E,1
Widowed,Other,77,Physical,122.09151962754758,C,E,6.218004997261292,A,47.45878360920447,136.9489575151906,-139.5342307643167,C,1
Divorced,Homosexual,38,Mental,189.95180335011804,A,E,34.058451898457434,C,64.68865482297808,-62.173389399071446,88.00568287885818,B,0
