veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-Veteran,-120.73188835811762,-144.1013073890363,35.5272816782689,124.7624986893007,E,B,D,E,54.88912189805548,B,-66.08501965082661,E,0
Veteran,-39.13222338879142,-238.95238104069273,-19.45012773009342,-144.54853611089283,A,D,A,C,72.48508886836385,A,133.9817604968349,D,0
Veteran,67.71014494382182,-32.364301151218974,-281.31451409258085,-12.222993836656121,D,A,B,E,31.42014172933093,A,26.37896897592042,C,1
Veteran,11.985398397845975,-51.58214946584291,-11.421361162151058,90.80123708048761,C,A,D,D,134.81213691329515,A,-84.36097022100581,A,0
Non-Veteran,-106.22721549154286,37.21431431293993,-90.61575359049718,-30.944397354880575,D,E,D,B,-20.921442583876704,B,30.70548871327889,A,1
Non-Veteran,115.49526926159075,-80.04346377353193,50.637913267275756,47.15059740808235,B,B,E,C,32.46025790485294,E,-54.93643054695262,C,1
Yes,-48.61355590464391,29.682029095953272,67.63097076411985,-123.04038911310073,B,E,D,B,-49.05795384597072,C,-81.75019610749358,B,1
Veteran,259.4889559952696,-15.904276558721026,88.05915617285272,-1.2903113131265875,A,B,B,D,168.3389596296498,E,94.34029392649262,D,0
Non-Veteran,-1.646110667579131,-166.7101436007047,47.21753059960189,64.54979140903436,E,A,C,E,-15.79146275488612,B,-70.02886905187462,C,0
No,-51.966550461570726,137.9891424943057,-136.76340250632953,-204.85198860319787,D,E,C,A,80.11184389686781,B,31.842615703403492,D,1
Non-Veteran,-79.62094945658784,3.7556857087706677,161.17680963821488,-17.143327244630616,C,A,B,C,-151.6130317842008,B,-17.733414847669472,D,0
Veteran,172.19131644680837,45.29822987922734,87.22763416389397,-85.04254680556934,A,D,E,A,31.857560960656663,A,-102.41813063606867,A,1
No,93.60302145340434,20.621037542201602,80.98028753745815,12.706180452609434,B,E,D,B,-182.99552754915572,D,94.14881136873856,D,1
Veteran,-97.09218200132312,-34.768589587773654,-57.171794878817586,-85.599276536966,B,D,B,A,-55.194844450672,A,-199.07216688651704,D,0
No,83.11817775840096,-118.09310564717079,-163.36513000382345,58.23572452332317,E,E,E,D,-109.09709444035276,E,-215.94038001140325,D,0
No,-75.7032266254799,167.7257770769111,66.84816837658164,-126.89129984261278,C,D,A,B,-82.84342430581262,E,17.89170427000915,B,0
No,-136.18314885678532,159.06597899529407,59.994900389970816,81.51768971261,E,A,C,C,119.25318257315251,D,13.787999380313334,D,1
No,35.15378754071295,-76.1710264864356,9.231162849560114,-3.7208144303452038,A,C,B,E,-97.30441124212558,B,108.3128834491901,A,0
Veteran,-66.17603187833522,-31.771983164209967,-89.52165552888717,74.572911316666,D,A,C,E,89.17247712075209,A,-112.95701969888322,B,1
Non-Veteran,135.24638439694513,-19.586000423129963,92.24434055111854,214.61993179299444,D,C,B,D,-46.85667052219197,A,64.22646088040929,D,0
No,67.55723203869412,95.95882606581549,-125.64043175095485,174.85461765497263,A,D,E,B,33.728936979697046,A,66.94232177373637,A,0
Veteran,-73.8685254841061,-151.53054523667484,-40.168612367684474,121.14881437771649,B,A,C,C,-230.98464182832933,D,-262.7635756542851,D,0
No,214.96156632473156,-228.67068063952104,-117.61264057649927,63.16465305467509,C,B,B,C,-28.437270918527002,B,49.31384801130747,E,1
Non-Veteran,222.62834750217516,-134.20831511827237,106.73951149894859,-59.357867313114575,D,D,E,D,-85.02204838036549,C,14.200789649772142,C,0
Yes,51.25149420925364,-72.25846392460976,-136.17358041642817,-3.4865794051874057,E,E,C,B,130.89848589056433,E,-71.68927733764473,D,0
Non-Veteran,-10.684518746990896,124.2674825708626,50.017845153749874,28.153951520342368,B,B,C,D,-17.54629694637442,A,78.89600089662298,C,0
Veteran,-91.8418712110066,-32.720709919136745,142.7023706092777,122.30243765078576,D,A,A,C,40.545558887521096,E,-121.71564093437183,A,0
Non-Veteran,78.38684493020534,171.86321360123839,65.1568162557011,-7.809297453472983,B,E,E,E,54.51654175554642,C,-40.336944696820524,B,0
Non-Veteran,92.01978834325315,208.76366446521052,-41.50813451952939,79.04269172594155,B,D,D,A,87.87893328185852,D,14.600817437380433,E,0
Non-Veteran,-271.7755957927097,-102.09455398184718,101.47298153392776,22.43397715081037,E,D,E,E,86.72610204483946,B,-103.79766279362951,A,0
Non-Veteran,12.41177567422206,175.30839801366238,98.38904095795165,74.277506781859,E,D,D,C,-137.91984977349273,E,-1.6648402803201592,E,0
Veteran,156.16010281135496,110.09185973654205,-63.912600328200654,36.00797803415489,A,E,E,C,-150.24446891952232,A,-56.68855861599255,B,0
Veteran,-67.97126600580576,-77.01154743449196,37.71722836078701,185.89904248288158,E,E,E,B,-42.1634684223244,E,29.145036080197883,E,0
Yes,158.01516875902405,-192.09148720377326,45.8803859254994,56.130962735104085,D,C,A,D,-236.77945138973467,B,-68.4513728281259,C,0
Veteran,-44.76758419154133,-137.0367553921896,-85.2084623112696,121.4328247994372,A,C,D,D,-48.61537679465238,E,100.87348833884326,E,1
No,-205.2363373010694,115.67514207365906,110.24758879968437,141.84826117354996,E,A,E,C,29.790114290840435,E,-139.08537487087108,D,1
Veteran,-108.84273523067647,81.08655149338594,157.33829797223825,-23.107778343023952,B,C,E,A,-104.69581850105662,E,-107.182596112255,C,1
Non-Veteran,-40.86934426442435,33.24005654508615,95.19568962700815,51.64508871543965,D,D,A,E,-31.61534383884646,C,69.86405873847006,E,1
Yes,6.7423195876763,68.7230502214298,95.3773167966185,173.7830477376061,A,B,B,D,-125.11161507375175,E,-69.757792070448,D,1
Veteran,-59.814552345185604,193.32072393167817,35.063814262761156,-3.158445000553841,C,E,B,A,-20.106260546432132,E,-94.73688204543463,E,0
No,179.0419718245725,140.2449631550637,-137.3972929725641,84.33463513080382,A,A,A,D,-146.00704835779354,E,29.675859280398058,B,1
Veteran,50.05925651877462,-19.29886711349799,-55.760187298027105,2.2384908428650996,B,A,E,A,160.7572472984873,A,-76.79023428453223,D,1
No,-214.12525040140534,-47.898879932826326,34.61034248364511,-203.0064961308479,C,C,D,C,5.295650998997149,D,-115.55026866052833,D,1
Veteran,104.2110537975895,189.73993565161462,28.68727907968271,150.60847482501086,D,D,D,E,145.5986910623776,E,-190.28556523059478,E,1
No,45.43743702006031,90.70580040545721,-170.78528380267852,5.913944211799561,A,D,D,D,-28.778940096451123,E,-58.575052288887406,C,1
Veteran,49.11135144350652,23.077557105115385,-61.83314286577794,-49.872707733525964,A,B,B,B,41.11778856442071,E,9.263356644310988,C,1
Non-Veteran,-93.30068477866297,188.59619858463253,40.4360055140376,-147.54057247287636,B,B,B,C,158.36247036831827,A,24.13528764106928,D,0
Non-Veteran,-157.55314819910964,-6.542778550817989,14.008837113197517,50.87424149596732,C,E,C,A,81.58468384869701,C,169.99650152007277,E,0
Veteran,124.85878366490462,-101.28021543539427,-66.22885543488938,-89.0524889317456,C,C,C,C,-25.699900370057588,E,-160.61387310185575,E,1
Yes,-198.24936157522743,93.05152410766175,94.29934776078767,-79.65131258381354,C,E,B,A,-17.55609491206482,C,-142.23837130789326,D,1
Yes,-105.73924444957008,-60.047372798548025,-174.67456926814356,-174.14805660036714,D,A,E,D,23.557579510265978,A,-6.177775788051959,B,0
No,-21.858011222753397,215.00929468621894,42.0952785078123,-19.163392365396422,A,A,E,E,-75.04147688331939,A,129.08515402723077,C,1
No,-195.18669688954265,-93.98321517617877,74.33956066496667,57.45506077387549,D,C,A,A,168.30417700475368,E,-6.917351955520519,C,1
Veteran,102.00598730493024,-7.432257809936337,-64.80496224483319,-30.323416135514016,D,B,A,C,-84.96336287130922,E,15.701863722316102,A,1
Veteran,43.308884814007804,118.81943590256923,-102.81423605143843,-37.54496990242465,A,D,A,C,-6.6207162124968395,C,92.54951729857005,D,0
Yes,44.12949720603559,-31.160356258299466,-151.39076977862624,66.40958738486592,E,B,D,D,-38.399860575017776,B,41.77080173193176,C,1
Veteran,29.213405317105984,-189.02241484559033,-13.574787298376426,-80.74381930797118,C,C,C,C,-141.66782236097575,E,-232.11311440810985,E,0
Non-Veteran,65.7649824690253,70.75245604349577,34.03011243730341,-209.90560082866278,A,D,E,C,-23.563123234136597,B,72.59149410999092,A,0
Veteran,-24.235305488669557,-157.82198387565992,-13.125084909233841,-122.76882697878338,C,D,E,A,72.76081278691251,E,-18.209188781408532,A,0
No,47.462979485966216,61.5386417915067,-48.14991089966182,-38.3052523440886,B,B,E,A,60.517371712063174,A,54.02933301878645,D,1
No,-67.48886719654962,93.9572335548828,233.43935144689007,-18.302518256842188,D,D,A,A,96.61563305729011,B,-246.0214362400904,A,1
Non-Veteran,8.304852620681908,-132.9229606900356,105.06636894899886,36.84818867743297,C,E,B,E,-149.63754191602754,D,176.59257487620175,D,1
Non-Veteran,65.55695777217622,105.55273775385187,12.384197221787952,-95.61864262615487,D,A,A,D,-150.1547960878557,A,-52.76200694848704,B,0
Yes,96.51629615028845,78.2165863688277,17.377646430658498,-174.7853401712334,C,B,A,C,-74.40814362301413,A,222.68259816502263,E,0
Yes,-43.46043447148691,32.19036801014502,60.7638812559775,-37.502405040413294,D,E,E,E,18.72094088164539,A,113.20737692741234,C,0
Veteran,-24.10848874498494,47.58540895429386,-49.78399305818413,-61.20725328070989,B,B,E,A,47.541402629289706,A,-102.91796975082778,B,1
Yes,-23.113829284691835,-83.85948518557682,-9.412081469804932,9.738314983806678,A,E,C,B,64.97310498346341,E,-36.55361820713363,A,1
Non-Veteran,141.964387459371,-34.9315081947597,18.114788632928548,-54.80552144268241,A,A,C,D,-127.88164262400039,D,69.41318838542225,E,0
Yes,100.36369957926827,101.83756261703962,-164.05608038093388,-68.92340211951229,A,A,C,D,-40.48782853183984,B,-136.59418026817144,A,1
Non-Veteran,258.91662205820126,11.352773115235058,97.12248416498966,68.06564682526928,C,B,D,E,-86.26032893240718,C,-82.5586105351824,C,1
Veteran,8.56851332246889,-29.557260795993194,87.52758973097625,143.3589263882704,C,A,D,E,108.48520008182705,B,115.76427576805644,C,1
No,-138.60318166814614,55.74390489709472,73.49741279788392,190.44234196275755,B,D,B,D,-17.763165753686884,D,-21.08322581558354,D,1
Yes,-46.021571780590364,-313.34499662928937,-87.29490860681278,-0.6890713953079975,E,E,C,C,-137.38445377347077,C,-130.94308913007853,A,0
Non-Veteran,24.745404732319425,122.12454268108799,18.576875991959138,72.04861709961435,E,D,E,B,-167.3535550443196,A,-36.409254873255854,B,0
Veteran,201.75978188847589,-124.35353987432865,45.01939198440011,-107.85842433282127,A,D,D,A,-44.796495430235716,D,48.8150244897799,E,1
Non-Veteran,-52.56304870231955,64.2211822448448,26.794270013909195,-155.26619387749204,B,E,B,A,35.108678293725674,A,-15.301025315783736,C,1
Veteran,-51.67960406972638,-54.596169667769026,-24.357185539527624,-17.502696307579004,B,D,C,D,53.418353408636385,A,108.744241896247,E,0
No,-24.674547477855118,-11.738686717883933,-21.71064074435619,6.730942171578702,B,D,D,C,-86.53165213028736,E,21.777759661750565,A,0
No,115.87878170518151,67.42508777289503,105.71132684990978,117.99806865823892,B,B,A,D,-26.44373223080526,D,-39.92878984039326,C,0
Veteran,-33.995290793725594,21.943124631929635,-7.2623276662860174,-71.83078888319531,C,D,D,D,34.417186575753014,C,-24.22115574565438,D,0
Veteran,16.743107192058986,114.21315312900376,60.74688262497592,-44.886985000775745,E,A,A,E,139.91694045723247,D,14.467824325287435,A,1
Non-Veteran,40.432433442805596,-72.20068244819689,-24.586470443307107,-46.8516736027493,B,B,D,E,6.067388438019107,C,68.09977828011523,C,1
Yes,-193.7160642714254,102.49243201852936,64.46781139979095,34.81076816087132,D,C,A,A,-99.71474356023532,E,131.89741311036295,E,0
Non-Veteran,33.50923460110823,197.6797653594983,-26.708347529818887,290.11698080098495,B,E,C,B,-183.16456065840597,C,84.2967483823264,D,0
Veteran,-15.470573809300102,153.45002620284185,-76.45862552429172,-9.274063209735868,E,D,E,B,-135.7307617166457,E,-196.583104557086,C,1
Veteran,-159.3897486815479,61.91599450461411,120.21482962578081,12.218082117805762,E,B,A,B,163.5567452090343,B,-45.93113329658501,E,1
Non-Veteran,56.51756517361329,-173.405494155399,23.583619305174047,82.10784099712131,A,D,C,C,121.91006062574886,A,217.82036362117597,A,0
Veteran,64.00753561256042,76.47562203078257,-73.61744595978811,-79.44022694597169,A,C,C,B,-125.80380104013742,B,-77.91309458625344,C,1
Non-Veteran,254.25904164743426,59.13186748540168,-48.35529690095184,30.261547181165856,A,A,E,C,-31.32961243540937,B,-2.2926729221815725,C,1
Yes,101.89450107519905,43.77606822691542,39.511872316699545,76.12595240971629,D,A,A,E,29.462161859581048,A,102.56457192841415,E,0
Veteran,38.89459573743526,-53.549331693322365,69.19400610115633,59.05177839052451,C,A,B,D,-14.389074395298993,C,87.81632465559626,E,1
No,-14.847029873594387,108.15163549700377,-240.16495596213764,94.07162801911642,C,B,A,C,4.1934200604244785,D,68.82084479674678,A,0
No,91.26243834569266,-92.51875259651837,-13.561300312083699,79.0618905932854,D,C,C,E,-92.36722583550251,A,8.892643588486772,D,0
Yes,47.94839513125793,5.425952541430512,115.08091405880873,103.4916871705091,C,A,E,E,-32.26222368930392,E,108.86330366532901,E,1
Non-Veteran,66.1814422916919,-156.3673163642224,106.74617718964892,-114.34693780222887,E,C,B,B,283.99798934123703,A,-69.4047366145474,C,0
No,-53.691772477925625,-135.91927749257212,-97.11855046098692,-2.21980377286705,D,B,E,E,65.48884098658014,A,-90.99745673118913,D,0
Yes,-157.05572886170302,-58.08380565181498,140.41197089219958,12.80178851075491,B,A,D,C,52.89556465853364,D,45.42805973856971,A,1
No,-58.68634098504347,128.54119408859702,5.914247273717412,-92.7919475024717,E,D,C,E,-33.0372755887405,D,-27.618596467460932,C,1
No,68.02383173439584,54.05746404494949,82.93832774837082,200.94360174827122,C,C,B,B,11.646054291174748,C,90.17385412275078,A,0
Veteran,68.04092561944299,140.19498831754558,-76.05027655856696,62.48975936415329,A,A,A,B,81.38430091538245,D,114.5990597589714,D,1
No,205.54038459808876,70.51798128909505,194.18141498750742,20.539916178265955,B,B,C,B,-66.67371219288233,E,144.72875231739263,C,0
Veteran,-86.78147483587271,-199.21630202650553,-77.67805646140967,213.3904084757515,C,E,D,D,62.29065920553191,A,58.95219169046108,C,0
Yes,-79.68830349197896,-41.362942449529754,73.92991703464625,-195.08276914123618,C,C,D,C,117.92073656073812,E,-10.729972985150727,E,1
Non-Veteran,-56.42808126662766,-60.69516695913494,-28.43344441746714,43.142133281606604,B,C,C,D,27.34475093942891,A,198.4853745929133,C,0
Non-Veteran,-16.609344078447354,-62.46012176624931,27.29304816015583,-20.744853514565392,A,D,D,B,22.921210744873562,A,-33.8458468392175,D,1
Veteran,-37.96122351282028,8.1500044525949,46.56271045129506,-61.02793490865105,D,E,A,C,-88.87300045927434,A,47.471748509866345,A,0
Non-Veteran,129.70420102506185,-78.03893651205684,16.622677136679584,-9.93990114401368,D,D,D,E,67.10444731078672,B,-34.243571623309165,A,1
Non-Veteran,-10.6793030379874,-46.33363429495798,-79.0055962852164,7.003231716529062,C,D,A,E,-60.82101226088304,E,-91.47951376728317,A,0
Veteran,-21.428692223414338,-59.073568443728455,-131.32316451473557,-13.956767748180626,B,C,E,A,-3.144301528295385,A,80.08866016783267,E,0
Yes,52.51657568445557,-109.41722355308718,-11.402191625770865,-0.21255433353902495,B,B,E,B,42.493461029194115,E,119.7199787521785,C,1
No,-1.5871931964403403,-87.55986236790898,214.82508786429452,-74.04074518211787,B,B,D,A,78.06571543286455,C,46.27662736123722,A,1
No,-115.66279821507868,38.337040909164834,-54.36428994515789,197.24475558825455,E,D,D,B,-141.98826565803975,E,294.3335654279883,B,0
Yes,-54.05736446980006,-55.282991830317265,-62.21318642438178,34.087486075004904,A,C,B,B,-134.01284607854026,C,98.12562736240153,C,0
Non-Veteran,-108.09932813961835,-158.02278289791394,-68.61118105165883,-3.86836366837587,C,A,C,B,-100.12903989791937,E,-117.45705566773921,B,1
Non-Veteran,8.898875621556119,-23.967787221538153,82.3458987521805,-88.64224092029421,E,D,E,A,3.963200443140892,B,103.39864326880699,E,0
Veteran,-58.036307738071926,-112.59997609798292,-249.6434846054528,-23.798705539723645,B,D,E,E,-81.3524241489398,D,182.17353124991783,C,0
Non-Veteran,-133.53857435856781,217.72162870110873,-70.0746852057357,-166.17302101634857,D,E,B,D,31.159488382035082,E,50.196283724271154,D,0
Non-Veteran,-31.91670145577597,37.28675463699704,67.34858497510324,55.611809703846326,E,B,D,C,-24.573030668757024,B,114.95530332686931,D,0
Veteran,100.92818265099024,-163.17655319422127,0.9576363932186565,25.60354871893952,D,A,A,B,-158.60598942031274,E,157.59006092240952,B,0
Yes,66.19413298223385,-139.05195056188754,-5.843460940000107,-59.08514813417354,C,E,B,E,-134.94702103742227,E,-44.08410920292192,B,1
Non-Veteran,-70.14222831906446,28.27043239387683,21.665728309166514,65.89554350009287,B,D,D,D,-40.291670625645985,C,-8.260328952996103,B,1
Non-Veteran,223.27184768594108,214.53798795372512,14.117425740982913,91.08663227996787,C,B,A,D,-74.22518341787139,C,14.013512765402108,E,1
No,171.72609043193808,18.720899975980853,-43.61895612653834,-104.52674429799413,D,E,C,D,-54.43551682833567,C,-46.64638839616586,C,0
No,-117.0209473209413,-57.18366603049978,175.46085166155598,-35.96139443924546,B,A,B,A,-158.36145687120342,A,76.7628960787142,E,1
Non-Veteran,-53.21889047076437,-39.93472682770188,121.99431711181316,98.5664093984709,E,C,A,C,95.35216905092597,D,-53.205224049671116,B,0
Yes,74.9622860730405,82.51649423361023,119.8087993640951,89.67586223532969,B,E,D,B,56.7696073645483,D,-20.05806890483638,C,1
Non-Veteran,15.628718841381586,89.493535302151,11.083910886155127,-77.87008556198725,A,E,B,B,-306.1505058146686,E,276.5968909081141,A,0
Non-Veteran,147.3623223269482,68.69162098262962,22.089603506527197,12.764744780179107,A,A,E,B,95.38730784330382,A,40.72653265302561,C,0
No,-20.835765469666327,-156.50062126800557,18.511919112500927,-93.03732590572986,A,E,D,B,-82.6148185239578,D,11.911430997797845,A,0
No,-194.73052289689045,14.977559604803433,-77.33564683516722,-77.62394968981503,A,D,D,B,61.50696770430264,A,-48.696021536599694,B,0
Non-Veteran,-82.68235066645838,204.43074316907456,16.462576950540484,-25.032190217863132,C,E,E,B,37.766919699617375,D,-16.655801415115278,C,0
No,22.32739818368876,208.10726452838577,133.25518726647647,-33.09947757665022,B,D,C,D,142.49013408691752,D,-106.190334688448,C,0
Non-Veteran,99.41591247533573,68.39534333780195,-156.23307795620678,78.60418930387442,A,C,C,E,23.475812669581327,B,1.9108797444591805,C,1
Non-Veteran,88.10430206328834,-19.312255789117888,11.417050834453137,31.596631941199742,C,A,E,B,-51.04047535796305,E,57.602539947122736,C,1
Non-Veteran,91.04994681508367,36.09516991381821,-111.71371794004652,20.98661023409255,B,B,B,C,-20.241065093646203,B,91.14297422241262,A,0
Veteran,-14.093229883111528,-72.85936676336591,42.00540813413651,199.48012271530192,A,C,E,D,42.62501808181537,C,91.5270864304733,A,1
No,-139.69285652578094,68.38279587318519,133.08497242212306,94.52194236485761,C,C,C,C,134.85455813569737,D,71.56754397918193,E,0
Non-Veteran,-122.1795005221707,3.385929906554592,19.83585548490421,85.12705777592645,E,D,D,A,87.5989191933023,E,-12.215521771444552,C,1
No,-41.406560077651946,-216.95812160468563,0.9363478718718745,-44.09988130960877,C,D,D,A,12.5411210042119,E,8.200552618018232,D,0
Non-Veteran,-182.690975777935,47.81071353112248,-15.55914440566098,75.68826745567193,B,D,E,D,68.22351947055142,C,89.57849639478877,B,1
No,-72.2025725724193,-57.307251990047256,77.27494083003027,36.443369692260916,E,B,B,D,-52.86789244912667,D,32.29739154900407,D,1
Veteran,-19.53204963523647,82.99617015631678,125.83075431786672,127.04787144534836,D,B,A,D,100.83065152719092,B,69.95682999130256,C,1
Veteran,-50.82991250731147,102.66249863390384,-70.55339854468598,-166.633173192247,D,C,C,A,81.82570434144696,C,119.29518480543851,E,0
Non-Veteran,-77.14037861706099,-11.061617007287577,-47.609446537785445,-63.9753671869633,B,E,B,D,170.77124815150776,A,112.08145079714791,D,1
Non-Veteran,71.42181725275243,-111.57428539637078,45.30689268304886,88.42836569758272,E,C,A,D,57.425328699047064,A,25.697476452579536,C,1
Yes,186.34932026370709,4.05152254670116,-119.00372007032927,49.686140711675094,C,B,D,B,47.93841108744862,B,-75.65960153283339,E,0
Veteran,182.2599507925001,120.0873825325164,172.38886204219608,-60.37199601045804,B,C,D,D,-73.7564435920153,D,192.16064701546418,C,0
Veteran,-45.97627670870094,0.895340298647661,62.01015601326307,-56.55242276712519,D,D,D,C,-44.11162476550318,B,207.6657516744365,D,1
Non-Veteran,5.526295150779685,-28.242004465823268,87.39022643567917,7.987214579444037,E,B,D,D,74.26184147726698,C,-88.18300826199659,D,0
No,-122.728914212837,126.15947674446251,79.64139292458364,182.17438973341254,E,D,B,E,280.25508201261175,B,56.26549025549209,A,1
Non-Veteran,-222.52494736394124,-21.201481868513472,21.686247187339962,5.527419158320757,A,C,B,D,13.818526768898435,D,-36.21346106170002,E,1
No,12.221247336536777,-61.964954161222444,-40.19668660827921,26.180682175378138,A,E,D,E,46.012361918893255,D,-67.8131490285912,A,1
No,60.3452762797951,26.28364050307484,6.751583757814814,-38.46698450020503,D,E,A,D,-17.21330501317182,E,-27.27414277486153,D,1
Yes,76.43764530925107,117.94171669726686,147.62894036177445,-48.26060709384578,D,B,C,A,111.79283724652744,E,-23.115815952679366,C,1
Yes,57.70724986040603,63.133201758839895,71.51124105938732,188.7094058730177,E,A,E,A,4.08368281350318,E,211.22098731875295,D,1
Yes,78.2054619843943,-11.506819035451809,-78.51336172376888,111.80133740126266,E,C,A,A,-171.11400909487293,A,-49.07837550556826,A,0
No,59.23360255025274,-17.484431966077615,-104.89357587323079,-3.9670709681982883,A,D,E,D,46.25238611141461,E,-24.915665850265864,D,0
No,-58.301862614019505,-63.92665758329756,-68.4041390736056,64.70625974067745,E,A,B,B,119.84211685025026,C,1.6611418447155473,E,0
No,-72.59449261876058,-55.80135348263742,-106.60459457565365,-103.24061522074759,C,D,A,E,-22.84919923584089,C,38.868761923339626,A,1
Veteran,39.06932123350579,167.36076554944444,16.538286002144257,16.020767891506118,D,E,C,E,1.463425139664719,B,152.9878039121595,E,1
Veteran,126.31526541637798,-53.61365562102646,215.9038997805939,-2.5027445861423843,C,C,D,A,-82.67391587052082,C,16.34895219474922,A,0
Yes,132.27103761578493,38.799445633975424,43.40768704228176,-46.09851839987652,A,E,E,D,56.3221599110992,C,237.6776965615912,A,1
Yes,-15.135914383290809,-114.23470330878082,-125.81897647310126,-50.981911797612725,A,C,C,A,72.02128317332433,D,-45.902776707010105,A,1
Veteran,202.8746471175615,51.35214904079343,55.69513728415693,-28.538102490873424,A,C,D,D,-62.90480497790251,C,-60.65928870869961,D,1
No,103.194401758224,160.402483249521,-17.09455979905219,3.9961400470994093,A,D,D,B,274.8102290590701,B,-12.488132513431227,C,1
No,25.397450934091033,-39.56772002623725,29.291109637077795,22.867628932122173,C,A,C,E,-92.5830962939888,D,-95.90763108844187,D,1
No,-26.125915336575627,46.35539000391854,-218.1683125037501,-84.31624998630494,E,C,B,D,-46.5732182218204,A,-161.42221533304846,B,0
Veteran,-22.07538472410235,192.2601643272176,-11.22004188089352,163.85959631028223,A,D,D,D,3.4919118261996682,E,154.98035669733775,D,0
Non-Veteran,4.385701001462991,-8.577563666375069,26.394828743463243,8.63873506139125,C,A,E,E,-31.239288016472415,C,70.62572461137322,D,0
Veteran,-15.297723546073097,-103.48383876855969,-21.129355615491157,-296.6304888005273,B,A,E,C,17.991123634783143,C,73.10929317862221,A,1
Veteran,192.62158744384098,-64.96723583256752,5.298266371530409,60.615612717276754,A,E,B,A,-153.1982302552816,E,-196.34258950597322,E,0
Non-Veteran,-150.81287890949858,141.87707586835748,-40.93168993153402,-26.15878594179515,C,D,D,E,33.42879128715015,A,22.782544749686494,C,1
Yes,-156.96570456784602,-65.0781624671537,92.81656605874751,-24.78803590143065,A,A,D,D,-15.494342758460444,E,120.87713170065832,C,1
Veteran,-109.51330033006812,169.89867283306754,69.86857605980856,36.1565671167034,E,E,B,D,31.991778039423597,B,71.06144458231415,C,0
Non-Veteran,70.27733224292768,79.36264556711615,-25.04734486323878,54.76145295198593,A,A,C,D,-156.4618414008817,E,133.9784952832739,B,1
No,78.72630807169855,64.21438908750909,-53.48291753666107,38.3404855686978,D,B,B,B,71.0499032628478,C,111.53564108262319,E,0
Non-Veteran,-140.06397045764876,39.67153076360845,-74.93547722398243,8.002134688205624,B,E,B,C,-46.21863070012466,D,90.55173756738628,D,1
Yes,-33.029332563121585,185.12189665409403,60.44653415279399,-154.79506194469738,B,C,D,B,28.63170441752355,D,-41.90646577323778,E,1
Yes,-40.50096108632213,97.67246198736407,-39.64323607821696,26.897369192297777,A,C,D,D,-107.41850353956966,C,-112.84781065118648,E,0
Veteran,5.703725492095803,161.42186598830838,105.09280585767738,103.75939371312836,E,B,D,B,13.035228440779182,C,0.31369679724479127,E,1
Non-Veteran,-213.96672628034003,-237.31413397074422,-121.19060080478039,-19.836469663815464,A,E,C,C,114.13771527253924,A,-18.529724930770936,D,1
Veteran,89.70534660624614,-92.15690962449943,102.1110158312193,124.07263646153206,B,C,A,E,-104.23759695603717,A,16.969255279728824,E,1
Veteran,-59.7144465544442,-98.56379273305251,49.50018700608461,33.12559545619397,E,C,B,E,-1.853044787791519,A,-131.96852278782174,D,1
Veteran,-118.25606700808187,-14.659136361779709,99.7617356015011,41.23110293601248,C,E,D,C,11.911019474895475,A,-244.495310488213,B,0
No,-82.58568056908636,121.2378707726002,-65.38761824385085,-154.39178020814694,B,A,B,D,-40.672511779752064,E,5.324182466885524,D,0
Non-Veteran,39.69940925621698,64.73850847159963,25.78572975200806,52.97561497320603,B,B,D,A,33.70071843412569,E,51.554230768170186,B,0
No,-14.1376113357599,-17.11929478368933,-10.378011843245499,2.410238182482874,C,D,B,A,-112.73047743365012,E,140.7182654193558,D,0
Yes,-18.001432586745008,210.82711864705982,78.07245233966277,-18.26609470013565,B,B,A,E,55.46211212319548,B,85.84424348519455,E,0
Non-Veteran,51.07652773490729,-170.54297440749627,-39.67598579138688,-61.80218278941487,C,D,E,B,22.31845531533715,E,-0.4478360758776682,D,1
Veteran,-113.21338342257954,-115.56941075359713,-134.0327957954236,-298.04963505850986,A,D,D,B,28.25648401840553,D,194.94178066907006,A,1
Non-Veteran,80.26596996341353,-75.68240965899537,-1.0950243671496398,72.00368078942965,B,C,D,D,2.035652531945551,B,-82.09219825904047,A,1
No,-87.52358977627239,32.76712116021924,90.14357374214207,-50.25131106264741,C,B,D,B,-144.98931809814854,D,-161.8344069617276,A,1
Veteran,-58.16911543215677,-25.75033994482275,-119.34621389927233,-3.9212562348638693,B,E,C,C,-95.4564574202768,D,-225.29195404062682,B,0
Yes,-146.07144225868936,-90.98694010427822,-236.93400857693047,183.70071546299386,B,A,D,E,96.79831119145432,D,-185.53633823093455,D,1
Veteran,-59.02685710982075,184.04156781845091,111.08648749167934,77.20795936834375,A,C,C,E,107.42074691374204,B,-195.75398973319687,E,1
Veteran,29.225377081961877,-52.23813646448385,110.74913005923139,-62.90236753419437,C,C,B,C,-155.12544923396433,D,63.039661520077594,C,1
Yes,-67.52313838059048,83.6504545544616,-5.538946776860131,118.13156902290902,D,C,A,E,102.31900899713457,B,-11.323885429780985,C,1
Veteran,-35.41249104837274,69.99470318721491,135.7700941120117,-48.59745507481155,B,D,E,A,-170.74077234717743,E,145.9450727920911,D,1
Non-Veteran,-72.62865161034033,-11.157845641263375,115.62854348337845,-58.660176542074716,C,B,E,E,116.10829290406741,D,-7.093068166606158,A,0
