sexuality,AGE,RACE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
Bisexual,61,Asian,-55.76137024516472,13.666858206563779,E,90.81749006820546,131.64724990974545,C,E,29.81871071945926,-99.21447760209455,-6.941626645774006,D,C,-11.805896550738966,C,-17.80216142349346,E,-105.00815274957831,-5.799665965841528,-70.29320298540583,1
Other,56,White,91.1712679848869,49.78295243589414,E,-164.60215609139146,8.662600227480706,A,C,-20.219040080411858,-117.26080662394556,81.58250296898538,C,C,68.69278091998049,D,220.96113622874668,D,-114.63706096904025,103.79892673557758,204.72362540166978,0
Heterosexual,31,Other,50.35933185174285,133.96823831253363,D,43.97472500685918,46.05291921439764,C,C,52.366755358774284,72.37599331551381,90.04398449771719,D,D,72.44856012907047,C,53.88602705210551,C,-136.94684344307544,32.685419947832614,197.85428155333452,0
Heterosexual,63,Other,106.3148153475643,68.09644782207042,E,58.43208259507943,-246.6311443119768,A,D,17.93931358503672,-24.86809690406081,28.82890295570607,C,C,91.5197021496695,D,197.91990437721927,E,-149.10152464467444,47.421174603340596,6.351036689771263,0
Heterosexual,36,Asian,223.14078958085534,46.24101011883564,D,8.982668879844933,3.529069566511426,C,B,6.941830278975073,-5.792143950045761,57.248911629629085,B,D,-167.45392007211854,D,-25.39166804673726,C,215.68722165737117,140.3448131328767,-178.07225555058682,1
Homosexual,53,White,92.74117164601637,-105.12081528532973,D,13.986798712207724,-72.13736487254229,B,C,-62.268563149811925,6.676145052404831,55.07803965660501,A,E,55.99614841977125,C,13.348725254518612,A,-201.95797294261376,8.812457911987536,-22.28125095044418,1
Heterosexual,37,African American,169.96499163441115,-206.23104954128317,D,-71.98884434039536,47.7041798553722,A,A,-37.77972563501562,-16.369915165153326,-203.0321887838375,B,C,-26.734121124622064,C,65.28488291025633,D,-102.48388574077435,-22.063139096663345,-67.47891928172753,0
Homosexual,71,Other,27.598628916518297,26.86346500398083,C,33.47626155542595,-28.615791214395163,D,C,-82.91214450329383,-33.03906490036637,132.94449315683016,E,D,-21.826231137577505,A,59.1668922669918,A,4.75194191084439,183.71812736571292,121.0105850762273,1
Homosexual,27,White,143.61645829002038,-7.2270913303740345,D,-197.4181258536114,11.961742931105885,A,C,31.80433389593244,25.19591239124402,88.56960541691646,E,B,-69.52195850484067,B,13.423685355066354,B,-61.69216205788995,123.79207296385881,-8.928588519562185,0
Bisexual,68,Black,-60.581346336817454,-75.3235164941094,D,-160.14355961783616,-53.84881678830491,D,B,81.58014959660973,-70.24198095303392,92.67050279252382,B,A,5.598412472828039,C,-134.84411683972678,D,-6.292208325650004,30.752128835004168,-117.94584733433172,1
Other,46,Hispanic,111.8607624116456,9.613365251310896,D,-78.05717179336084,-5.830333346827587,B,A,87.46644523742273,256.6182658912691,39.217609238442094,E,E,108.97830336334331,E,36.14833426166665,E,48.007683074404305,28.360683230630496,-64.21550552250889,0
Other,44,Other,-0.5405584359275458,147.3859566475943,B,63.95856035246514,235.08588636328463,E,B,17.04445498959831,34.55491119735172,-24.264703530889008,D,B,-102.37174644804689,D,4.038021936519167,D,-15.944632504279147,-67.29871807718465,11.776394624136488,1
Other,69,Asian,47.578838770324715,-107.46188716417518,A,-120.18354425906918,-36.20928258768749,C,C,106.7300002941243,-42.91221773084569,-58.62513405463855,C,B,-182.50206771442555,E,21.238630424180126,C,149.15938477946372,4.794418107199606,123.54407527376001,0
Heterosexual,40,Other,-36.398675034810914,11.163177115297557,B,-13.139561427802018,96.24892736205133,B,A,216.59405957490736,-144.90392417154666,-54.113625868088235,D,A,19.230099425670343,B,-54.33039709696419,C,-44.707668347334796,-11.45262803979005,-31.684424045607706,1
Heterosexual,78,Asian,-62.7333783943053,-108.00740051747351,B,5.866722057316403,81.86947052248156,B,B,-117.60574952452912,20.986389572441233,-49.5532870132107,C,B,-146.1741903351196,B,-42.24379273347663,E,9.328286001607927,45.38782822457833,36.943382729191896,0
Heterosexual,53,White,-128.84561481391123,6.589850368027293,D,11.45818110404952,-112.00054803873792,E,D,-71.50550827392922,207.8109659034087,10.333663624493454,E,C,-18.843277638356778,D,48.45437198119228,E,50.83009820788388,-85.93622762124845,-11.769464435706011,0
Other,70,Hispanic,-62.10769771005923,-141.8067865169046,A,-70.45518029746312,142.78641755084962,D,E,67.85911847820964,68.09232283106383,67.22256458870766,C,D,0.9110867947810593,E,5.720413026999481,D,-19.868358818465992,10.50053676019454,-18.243097888128695,0
Heterosexual,62,Other,28.390619627874624,-171.71440357580823,C,-55.71804568107462,40.45670461527187,B,E,-70.83635808213788,100.63430887598012,44.62341824031733,C,C,157.32476680319124,D,-274.8370773580429,E,211.88824646211728,20.436992137663264,78.93893200614616,1
Bisexual,18,Asian,79.34511521522592,-98.73666147545914,B,-99.42220360512603,-85.18351331792738,E,C,-7.54675633849746,-66.57705231699842,-260.619242386595,D,D,-48.50896819364385,C,-31.504622140163395,D,-93.87299400563019,92.54256317986406,-116.67624800868994,1
Homosexual,21,Asian,-62.652054496308196,-76.31656075910493,A,-181.30785907363693,144.45010399954842,B,A,109.83575670672184,-51.24036076126457,60.60733939120399,A,B,234.5652136113392,C,36.09829504514786,D,-46.384789169633855,139.78774742020482,103.19495456908052,1
Homosexual,21,Asian,-152.35132920673234,-38.3253321399548,A,-11.968081539208116,-75.81743500979002,B,E,71.3432788218294,-16.74236350457025,51.6198291839485,C,C,-113.37524998098827,E,65.36309939936042,C,14.907337686715824,35.52974384542214,-40.18003890467918,0
Other,33,Other,87.78004779836981,-120.68092478209304,B,69.06631669460076,-96.69995796812984,E,D,-107.87147654803806,-87.80488888613385,40.346511666657904,B,A,42.76791664073314,E,140.0779410247204,D,-91.4152780002016,105.58147205114044,118.4873167832422,1
Other,29,Hispanic,27.505746431685857,-58.45001767067887,E,-47.251637355826134,102.3073363829897,C,D,37.153446536327614,-47.919155021855154,15.055460956452718,B,E,-41.11148102254762,A,22.64887738779799,E,89.97222480241027,-4.833415991401056,-122.67023173707055,1
Other,38,Hispanic,84.15890334011198,-89.97588709146399,A,-65.29994963413264,-203.17868557001955,B,B,-29.68697926211113,108.6852483673355,57.76461823931096,B,C,301.3776836333731,A,-69.63001540825069,C,41.92034004822737,45.432470308041786,-32.706310938746306,0
Bisexual,69,African American,34.73446254723105,-90.0459315412054,C,-9.154732278622854,-82.03079755326549,A,D,65.02912563305699,117.69183068163005,22.77303037738808,C,A,20.08056401179219,E,-80.34167197198468,D,35.72040382132137,78.05304514891588,-88.63446819347529,1
Heterosexual,55,Asian,-170.22918581559028,17.806315950727768,C,-23.070052040426773,10.666678497798955,A,D,18.896580463469718,192.70827647329767,66.70450840190794,C,B,-13.073055749794147,A,-23.854520558930194,D,109.56641825756132,61.47767613441809,83.98572302780433,1
Other,57,White,48.50243476710633,-109.95151565378995,B,40.69006654290776,-116.93300563374409,B,E,-176.81592902461006,-16.222057009336126,33.556957662071426,C,A,-100.20466313291341,D,16.921166377936515,D,34.0606605242517,81.38431337839502,53.16931152037466,1
Bisexual,41,Asian,101.76031549099191,10.788157924617188,E,-7.975199898332161,56.174086292275625,C,C,307.59396929058414,121.26294569828264,135.3951440036893,D,A,-133.6357167179297,C,-62.786959833528975,B,212.13016129486215,-111.17848080263315,-49.42089948984755,0
Bisexual,28,Asian,-76.28553795782712,13.8613018847138,A,-41.39192815235674,51.71433170152463,B,A,-70.30276941767369,-123.21540890197895,88.27506262132869,B,C,137.78179054319577,C,-27.623440267251542,E,50.04865120995676,169.96915078208536,-33.16558784653119,1
Heterosexual,39,Hispanic,10.119546577314452,140.76506415838045,E,7.617039199304244,-62.322590615131986,A,B,-43.497125851480654,-12.517729635145116,85.6106690149072,A,C,42.34001877544345,D,-0.13817072916641984,B,43.235877938312925,-39.221720605264515,-83.36271724487926,0
Heterosexual,24,Hispanic,55.07082358858789,87.8416374944722,C,119.48511673172197,183.736837570896,C,E,-65.83642274981342,-187.15219573031007,136.6168199205054,B,C,52.66635035608294,B,53.25597322870506,C,163.84113542047993,50.28548592002334,-109.92620331872492,0
Bisexual,34,Black,21.299329883725353,119.97027203245807,D,-124.30365508477246,-148.94286990935578,C,D,45.31803730106824,-77.41247405191332,-31.14648171454349,A,A,-258.8269038803308,C,156.1132489769942,B,76.52436502600601,32.70830980060569,-142.7943891926672,0
Other,33,Black,12.05411525775069,362.8019812079782,D,248.75703370716118,-2.3721250617192906,D,D,66.9498518652514,47.76091436432976,82.79993922176604,D,A,177.41847889980954,B,253.91377973780308,A,55.83393381753052,-7.127685149912004,-280.2817161234872,0
Heterosexual,32,White,138.74599994309898,-17.911053158605093,B,-105.1871874894661,-86.13091938290567,C,E,-3.723647711501525,62.29607797318687,175.00890221540902,A,A,15.678159544280854,D,36.64284346145275,E,-136.59225654621585,-74.66821332772597,3.167639382382282,0
Bisexual,24,Hispanic,125.78538539477128,20.972284015548496,D,46.47846928435871,-117.830502676943,A,E,48.413938463266234,-21.505062533722423,-181.0078819245694,D,C,32.48708263270624,E,105.66821162508941,D,-74.41378012354514,-66.60144931711459,58.57524333006352,1
Other,19,African American,-94.73654573528574,16.879750970290367,A,-74.46574064536875,2.4857523005932447,E,A,7.939645525703735,93.5630341242186,-38.7446962976176,A,E,-26.71096244899872,D,142.36025449598478,B,-44.08598182313821,92.82095326253913,117.56416198420948,1
Other,26,African American,-15.395509463819554,-33.862489722791864,D,-60.6635688440608,-112.37956784153056,B,C,-6.276734406262427,15.055529503882964,2.242613832678802,C,A,-48.4768732182426,E,-172.59678562860853,C,-5.685878574413711,128.6403056934863,-39.622176833940706,0
Heterosexual,69,African American,108.6123415100831,-87.54118534508774,C,-74.3606910607291,99.88953103176867,D,E,64.78803901576894,-167.52289603997653,0.9557859920803977,A,B,-72.75615788587116,D,44.53722156168548,A,111.2076735649923,19.649736970692153,-25.892264951990505,1
Bisexual,74,African American,12.605858186196182,39.9671610482543,A,60.53435357446292,-32.435494437007705,E,A,25.669188093743895,100.40526445939587,-18.242510938803782,B,B,-48.06467392410357,E,53.407356037697774,D,140.93467588691783,56.73818643272518,-215.42702680480042,1
Homosexual,41,African American,-5.919315836037861,172.0849269931812,A,237.67998692253389,106.64532432328149,D,E,-1.6817278684732868,-65.6480275556958,267.9467354635775,C,A,188.71185916878056,E,-167.07408043772662,D,-41.250825557574515,-86.01065618039574,204.53516319921565,0
Bisexual,74,Asian,-111.09162405546383,10.47107165265222,D,77.98151140666218,182.60773934887874,C,B,-200.58016506234827,100.31637744270796,78.86391972403389,D,E,184.63623491601894,B,12.952313329107701,E,16.40911817919965,71.57352074624089,-164.99750202586478,1
Bisexual,79,Other,177.76914089014468,-4.464814845773293,E,-160.22395794677993,55.07172108134153,C,D,222.2196168421671,20.941168453269338,-0.3139070800171991,D,E,40.70977341030586,D,114.97795832322917,A,-43.069059582367295,-122.00913251630723,37.72271480289142,0
Heterosexual,50,Other,38.34421589236186,-112.97086494181971,C,-93.4224377332377,44.71195314167364,C,B,96.97228559171289,-49.54682088269367,133.37523717940624,A,C,31.404108504197563,B,233.83145517866328,E,82.08054825951454,20.319914151900356,75.76605166129767,1
Bisexual,43,Asian,11.981794066632292,8.264838589805754,C,-120.39080360364265,73.12506853096863,B,B,18.215471687186042,-56.97559584061018,158.29771404224905,E,E,97.1658148383742,B,-35.10759789126986,D,85.37500480005416,184.80581410937555,59.02154093999646,1
Bisexual,38,Hispanic,77.89471292208792,187.8220814915474,C,18.10546702249679,-24.408717426395153,D,D,-22.625518722238915,-4.155073804015746,-38.08913763768727,E,D,77.76961838317631,A,-22.686376639768277,B,-112.40562811878314,47.27737249606822,93.5361381275615,0
Bisexual,62,Asian,-54.228179389412055,-67.26717316745257,D,155.39730137822508,-100.77885119534102,C,B,18.944220142063223,17.03859125890314,57.78084088429186,A,A,-64.64294279097756,E,8.947435746388543,A,-36.128192368002196,-74.66222795483787,-6.810305674573486,1
Other,32,African American,84.83894735126755,-100.41322781234969,A,-218.16322824520765,59.961271483642555,A,B,-138.6250622851072,165.1461524188998,-45.72411703500824,E,A,-171.69593577754378,B,33.8471493403073,E,23.013348192505482,-142.19085837218165,-31.94738876463445,1
Heterosexual,27,Other,176.27658141399885,140.71271536893929,D,-9.028761340886646,24.70190396734581,C,E,-95.97077738541117,-148.40229857624513,161.74618008992172,D,C,64.03836353364755,B,-76.43307412339382,D,157.32858506067743,-72.19862259568256,-16.018163702300658,0
Heterosexual,43,Hispanic,188.9035133299486,92.8671250851488,C,2.3010955879240327,5.504181121359225,A,C,-6.624700838588278,50.41597132982169,-195.0221424016369,A,D,26.2158978179877,E,74.10188184946793,B,211.95727325760072,108.140648027028,-25.57313117517323,1
Homosexual,33,African American,32.61779817143857,-22.272283642958065,D,-100.51084760491835,-124.097232609314,E,B,-82.81695935068122,-92.0790319958563,-35.0739585805824,B,B,96.13343588493856,E,160.8204030933214,D,-77.90740667242727,126.08117359750509,-235.95360632137218,0
Other,67,Other,26.44175307618414,54.415507968142364,E,-37.31055523050268,-34.57267752208163,B,D,-21.69206658766797,21.58951985236334,-76.53472804616935,E,C,98.50621080836453,D,-96.85902887622112,B,-34.217153546210426,123.96036888960352,26.32345681730704,0
Bisexual,29,African American,-72.91591954474075,-134.33806797373472,A,-66.73482016227003,56.765410725129684,B,A,-85.59258745606843,-52.86072036720187,51.13209740725105,E,C,73.5694315735538,B,-125.7050303871195,A,-89.85292991720664,102.11906602086123,-14.941076621510227,0
Bisexual,18,White,155.33636248649523,-8.59590141688387,C,84.94735019258407,-124.00842042037128,B,A,39.46194467780455,138.10475260456724,-201.25018655437793,B,A,138.9126898078691,D,0.797173121090295,D,-82.84361046857703,154.87420668489,10.838032026582207,1
Heterosexual,53,African American,-130.9044882832672,8.997943785608255,B,100.39111610665313,69.49067389137396,A,C,25.658178275308074,34.58824327993659,147.21249676986216,D,C,116.77846368823019,B,-65.16993839757565,E,53.19885759011075,187.14205116948227,-39.72244218128219,1
Bisexual,28,Hispanic,-124.7376693153407,-29.24070755437199,C,11.629216563674058,-313.6800745553281,B,A,186.7212297887192,-112.05987312168146,60.15081735304808,B,D,75.89228487336118,E,180.30922313706918,E,-59.17467631560478,-99.97218023232634,-63.312283177979026,0
Bisexual,23,Asian,177.1397967479398,69.67565944033058,D,-154.78205394806315,-157.5807305828181,A,A,-71.42833300164125,75.13436527860421,-154.12215568233088,A,D,46.90341447831934,D,268.73160859484875,E,44.13281267392496,-199.55105642467404,-7.727104819306368,1
Homosexual,45,Black,-101.01868940833185,-35.2715013454005,B,-61.774153174806266,-62.238069785967845,C,A,-106.27531453009871,80.17651528608893,93.64024766293983,D,D,29.319698475415773,C,-108.17457927489231,E,-38.77915086644131,-69.03601508167515,133.05743485450222,0
Homosexual,65,African American,-111.30034006096055,83.49528233280341,B,-13.819178155790738,-46.04823044344181,E,B,-50.43733152154327,-96.55542451855086,104.17277153957049,D,B,-21.607991214913678,C,-72.17318458810088,E,24.01088581973575,-30.87749947395104,-111.58858517908664,1
Other,61,African American,-161.56839692239012,93.87735012963849,C,-148.98176660221822,144.7454014298138,D,B,106.12168243591537,97.35026525220648,46.89432700634292,C,D,62.86854842156696,D,-4.436157417138029,C,16.333854263170526,-113.58383835392276,136.21981507122334,1
Bisexual,43,White,0.18321598656635193,64.33144049309752,C,-48.95457366455885,75.71314809090661,B,E,217.79547624341097,2.7504646568765185,-92.05324575069567,B,D,27.572251249338503,C,155.64910703415964,C,-65.93021254809489,39.284257989192,-12.327283486958317,1
Homosexual,75,Other,96.94434547803314,86.6198814160111,A,1.743322772860045,-51.14277475903375,C,B,-13.905841188402354,44.732706054817555,-34.36987000760603,A,C,85.42482980367622,D,-8.929258866985123,A,-79.61978953790388,-75.44623847439384,52.660607670632274,0
Bisexual,19,White,108.99364078849378,175.80035588215935,E,-51.16244008418408,-101.5231599456842,C,D,-66.14006841291044,-108.69535832850428,132.11534040535622,D,A,-27.38365346091511,E,89.10958213371562,A,25.273925496849447,12.593941976967251,-89.70948569183432,1
Homosexual,66,African American,2.3903400015902867,83.11526240693182,D,-39.63243255932279,6.855075212991357,E,B,77.47418696111976,-35.74575721349076,103.8688021927628,D,C,181.39913991381377,B,-21.542757514254596,B,-43.12871612081169,-134.25221249377023,-69.43547169073605,0
Homosexual,31,White,-28.410311036575887,56.53315495587042,E,-239.3557489513638,-8.203431678984705,C,B,213.17689154379548,-140.84296751532074,-233.87062803753275,C,A,-173.19195811223037,B,24.315547256845154,C,4.096246106278218,186.5126243541144,35.94375080368472,0
Bisexual,51,Hispanic,119.60734259175712,63.23033893055812,E,176.39155809237624,-90.22916853696907,D,D,-24.48033711954508,-51.33121159545768,-172.36969163222074,B,C,-95.40837463985089,C,-155.0739389041791,E,-71.50047677881737,-35.43801100745168,-144.84255823718536,0
Homosexual,48,Hispanic,-85.75208852267018,-61.26381650711702,E,20.83475531232579,87.91520947913149,C,A,-4.178573526053038,-147.32770035524658,-47.34800827251247,E,D,58.81411801193105,C,-142.59953227179142,D,-138.74502234317515,115.2150431026904,82.70776474249398,0
Homosexual,42,White,-58.43542809712121,-86.88492346468111,C,65.96152708791243,90.22421717726868,B,D,213.37543147597927,-58.07079809169839,101.49439264164009,A,A,120.08843226779126,B,-241.5031064529305,B,62.22160695738855,-100.72863510260525,77.50370505857168,0
Other,60,Black,65.28731233982296,156.92129633774226,B,41.780460056701635,-31.64356616489709,A,D,127.15671792066937,-2.847222020021041,-13.772091793571034,A,E,127.56754488948717,A,-75.10743429677711,D,42.39468507409599,1.8420376870159239,11.910198548043594,1
Homosexual,25,Asian,30.883102827203,-116.28593865340436,E,-312.8355978271262,-15.530382158802997,E,D,155.04433176022755,-194.02551063352996,-19.044495133378774,D,E,64.60027655821914,E,164.11505164640548,C,-162.35979509525018,124.46859777988332,-117.63084368119851,0
Homosexual,41,Other,71.49531983115452,8.646858198568367,E,-0.9516089782917739,-167.1566877299727,D,B,120.09097895224407,231.9283460129646,-149.42802339476154,B,B,-246.32745993847678,B,55.605888430363436,D,217.50584758261434,52.653347345524246,-17.897627169870375,1
Bisexual,22,Other,-103.00409622493665,-157.23745462341296,E,158.1080170178268,28.636546298568742,D,B,-65.09018662518149,62.45750425788595,-59.45643971432483,A,E,-45.80461111733333,D,-98.19824399637154,C,-69.29245864927043,37.33335788197572,52.696296247617525,0
Bisexual,76,Other,98.23874896232864,176.27831137707315,A,-231.27283356780288,85.48246173789323,D,C,44.07364103733143,-1.0901788054738464,-38.388040032392645,C,A,39.02999735089807,B,-89.20402770177168,E,-70.53902853383673,-52.31005422408958,-46.34290894778814,0
Bisexual,46,Hispanic,-20.581251980551148,-136.9650393567602,C,-38.813075063001186,246.22765071678373,B,E,183.13704508574597,-66.22848436929839,-59.61277909492817,C,C,-145.79713759479984,C,-33.772311060426304,E,-117.46095003396564,-106.15417968649521,196.14433523669774,0
Homosexual,30,Hispanic,4.121244983486534,-23.256462536835105,D,49.96545584421106,145.41810134741397,C,E,-98.62842378494503,18.256060850278153,-143.73555217229693,E,E,136.20001255197917,C,52.225165800911434,B,73.94520744917637,36.91628554956598,18.734422870778015,1
Bisexual,66,Other,93.41462523318155,-152.21306513008724,A,-43.91705060139061,-37.009768500984165,A,C,-66.28119820110192,-65.50538218889457,-142.3131725531386,E,D,-105.64970022602938,B,-140.62545526536525,A,-115.09848940615454,7.556220382481822,-53.63853411270938,1
Other,21,Hispanic,137.24735955440173,49.94221057212188,A,9.576920907884807,-22.713502327745072,A,D,-56.0246447946548,-51.66837861518887,-26.073132565593717,A,B,73.72223238189794,D,105.99185235556008,B,-7.410120787111062,17.870030926629124,-27.504444069542615,0
Bisexual,46,White,-138.27235490861082,115.12921531628915,D,83.4092161785665,-52.1446882353112,B,A,43.270861028021876,-107.17684739516943,-121.79385729941339,E,B,191.3544451992578,E,115.21958979239758,C,-112.88332576853621,145.78056166679661,30.26272199316942,0
Heterosexual,29,Hispanic,-7.101560432618591,-1.6275749692236945,D,-106.23583352652193,59.6577398323481,E,C,63.734572030244095,-70.45201512665331,67.76088515657061,D,C,24.904994222975184,E,42.4579209395125,D,-116.2002214664166,193.19036218537224,310.63542956495394,1
Bisexual,74,Asian,107.8587099122845,45.20898378415601,D,121.30915267016988,48.239335088616585,A,C,-128.1806084910991,-61.275387313657234,111.21822221018631,C,B,219.86762546732726,E,-192.17547510508857,A,7.974022662581409,37.718904264828964,264.7878131298909,1
Bisexual,79,Hispanic,71.48987376530414,2.519566954382847,D,-4.8052953655180435,33.140381300142295,B,E,9.935866217829375,-219.20134100041759,-134.13422195629184,E,A,-34.493711298209604,C,-57.34958924688799,E,-33.535639559199865,-90.1760467349974,64.30777099193814,1
Bisexual,55,Asian,-169.55911584365217,26.045633090374093,A,-41.32868103814683,-251.61801366990014,B,A,-3.1872258001077904,56.9126771308565,-84.66621165060872,D,A,16.06692321338219,B,154.7253282262923,E,-50.03561770954161,-51.84164514306073,95.08182721661312,0
Other,22,White,61.114646783495076,61.77468815011415,E,-1.3171755255448063,41.31084913884692,B,B,73.76043725969194,-1.0623096654022401,-69.38101527122754,A,E,54.405605291347705,D,-182.26716878703397,B,-131.6037345309657,-99.399679060256,0.7989812658987174,1
Heterosexual,51,Hispanic,22.18997180012383,-9.29413446324319,C,53.9920975904024,-114.67740760645772,C,E,-37.16406491857848,-214.68170998486565,-106.38517081092292,C,C,-57.563151520735104,B,-134.30988472366354,E,-143.252581435545,-40.263528640606175,92.60014389067021,1
Homosexual,34,Asian,-57.21174620484108,36.1109914245006,E,172.71216509690973,29.487764106448843,E,A,-167.55880498639067,-89.91410197548997,118.07050921707949,D,C,119.06242181481875,A,90.78425306940784,C,43.63403248848158,132.89389415065108,24.127759604330052,0
Other,32,Hispanic,-22.27840050738684,-20.661828620389382,E,45.75167001677277,6.410688016191174,A,B,49.15597665986573,-106.64955799266014,162.67435145475503,A,C,-75.31222095868692,D,28.725249726111958,E,88.42732875614539,-12.064399513193411,41.15975406312693,0
Bisexual,20,African American,166.476447428439,8.148204675645761,D,131.21103361684712,9.473129688420036,B,B,103.39767342387532,-76.53113749018797,-113.86338496019293,E,A,-38.543199073351744,E,-73.78711806360532,C,-9.08724727256689,7.8104543083058005,134.51930289950974,1
Bisexual,39,Asian,-133.50166706344888,167.5817093538922,A,-54.36145910360054,2.7597740200835346,D,D,-95.80569377921708,56.217919381620305,5.373412279990725,D,B,135.36039824824155,B,0.9062879879221374,D,62.77101822927107,118.70967001902608,98.61904617689493,0
Homosexual,31,Black,1.3917138802302356,-88.67880958940407,E,-94.31839004670084,-18.024886402623768,E,D,-62.16155774992601,7.557233824047172,-17.391170975121888,C,B,20.35982159206219,D,17.114434598118752,E,-35.75283022443076,-217.51474092976736,-207.0161494992679,1
Homosexual,39,White,-54.510939968059226,71.92128785314944,E,73.8486544682123,-101.64750397809395,E,D,100.840365782496,-100.20311090668625,-48.62028154935693,B,C,-73.06548312109238,A,-141.8514559849382,C,71.27040906219877,-81.97486870105001,-102.81835448000511,0
Other,69,Other,59.499690741816295,34.94575870241859,B,148.41454464184147,-123.06485242566751,E,D,-38.08334779928509,125.67049375992893,-93.25733718871375,D,E,-33.00450401399968,E,63.77881323230107,B,87.14334568791966,45.62872922286152,54.41634868576071,0
Homosexual,33,African American,35.13072560229795,34.33269450996212,B,-113.19313784266897,-159.68991108554022,A,C,-6.431456499442658,77.71073204829348,142.61434264198476,E,C,-58.53468724546717,B,135.09997566136022,A,133.6106680874854,-78.86261457316544,-3.804847419252681,1
Heterosexual,62,Other,26.248759715159885,-141.67247988533938,A,-63.80224598726492,-75.30674397946545,D,D,35.7199348885817,103.28591408657664,-10.107604030313533,C,E,-97.52813987675783,B,102.51008272618343,A,-11.537504493769996,142.35786484324353,-4.055292194484907,1
Heterosexual,26,African American,-26.91350964870947,-2.448809544646158,D,-87.6743733264783,-20.809625954123508,B,D,115.66467982217266,-49.61267683788223,99.5885521052328,D,B,-32.2257132160591,A,-4.545254888432293,E,111.47557406070399,-51.28474700558374,26.305181203317623,1
Homosexual,41,Black,58.22369335362391,-12.804178018816707,D,-94.1126292235184,-8.146477585153674,B,D,215.3816169362079,21.766602102021405,21.465920712131403,E,C,-77.3958923099272,E,10.655949865568664,C,86.3563119238438,-30.21025442950634,68.67174188014158,1
Bisexual,59,African American,-109.20969583239628,-114.91576860034591,E,55.34785298828396,25.78137857568582,E,B,-110.25520789343118,-187.7812428489893,-78.83320501687402,D,B,128.86044804667094,A,39.94538774139438,D,1.2455160403713887,118.07777033888061,77.99153413753547,0
Bisexual,77,African American,-26.693015075436076,150.2417368993461,E,-24.673556023340065,7.904603869966019,D,B,22.29815698130003,-149.50689408647693,-20.98025651834445,A,E,-76.29923074636751,B,-152.63972013122395,B,-23.410552117578046,69.5083155185469,16.667606247529058,0
Homosexual,77,African American,-85.83324854728342,34.1870533246437,B,-67.2348800084708,11.149342706589747,C,E,-37.38763483093809,-161.3144417550113,-47.264692318228505,A,E,-65.34114879523057,A,-104.77932913935975,C,-152.60006595347525,-31.34112017566682,-61.25281293044134,0
Other,56,Other,117.25144018255975,-98.30384974112523,A,-145.40545333481194,16.66838246086602,E,C,50.964204832646466,-172.75561802899702,60.22745846986499,E,C,-88.85016881174772,A,10.396492137854748,D,-72.7826361055729,37.665098570244304,-45.12452470062261,0
Heterosexual,69,African American,-10.065511573040409,177.75592652383605,D,-38.19347276439181,-246.76864142631592,D,A,-172.93882969247483,27.389337239522828,152.0027325937401,D,A,53.085589653980925,C,-103.90021210972418,B,61.36200105569286,84.94663339032128,91.61735738462897,1
Homosexual,31,Black,-0.2440506630512927,86.24986406747695,B,-54.74786821245614,170.1580203055488,E,C,-128.49292408157623,-0.4816127608490061,-60.12593080739378,C,C,-119.53336616601669,A,-16.796450383125872,A,-47.08623978216665,-37.77644955524133,-84.3686680343527,1
Other,76,Black,-3.7106822725828743,6.090324939734304,E,156.71348389073393,-91.08261373883519,B,E,-109.68702024706928,53.644868470352414,-3.0956902662142913,B,E,-89.44438344699377,B,83.9789210791092,C,80.3696888815106,-46.86631562900834,-84.833247173809,0
Other,58,Black,47.79360189525775,52.91247475753815,C,33.73541620257897,194.78274160626336,D,C,22.979392485442308,52.53317433232267,-257.8662523985585,B,A,-63.53342857758704,A,-23.859290569899752,C,-140.72331675921603,50.42847486266958,-2.610160931369641,1
Bisexual,18,African American,-65.68560506793494,-21.51375495796699,C,115.81563890278275,-155.38008585282392,D,A,-154.0430303793932,-49.08341095256199,-95.40504167682184,C,E,112.01376786024682,E,20.62288059511833,D,-149.95346351691788,-141.91816017863573,4.310312039992297,1
Other,21,White,98.50644298712736,126.85486668844945,B,74.89682609632963,193.81398335676448,C,A,-93.9598538603878,240.56461972393345,4.7976170769727275,E,D,38.81721999995206,E,-126.50708566397991,E,249.61539061029376,186.07757283184085,-1.5405806989896682,1
Bisexual,63,White,-95.34464179462138,-9.769648358505927,C,-16.25343927768198,68.9140370071862,C,D,72.7644656298818,-3.2950563394869667,-59.103748010816794,D,D,-21.05473449324929,B,114.6858930738772,D,-57.927214992704414,92.551889059398,-54.41126806983287,0
Other,32,Asian,-81.18758722441584,114.97935061303137,E,-173.5848068577788,-89.4932490175006,B,B,-30.645212135080442,44.22230597916034,-87.00458246049368,C,C,63.31391050586057,B,77.16568974384104,B,87.89928883097103,-145.04158583119656,136.7696150227768,1
Other,69,Black,-150.79202589706722,33.33284515529479,A,55.65815638888508,193.0164679665464,C,A,-144.21571058711874,90.23081276225946,100.78212641575163,A,D,-12.80912048417644,B,11.99492026766066,C,-54.693646736808034,63.86551747789596,-40.314358382261545,0
