disabled,marital_status,sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
No,Divorced,M,E,60.73516350747744,A,-98.41514536006692,E,E,-70.77865665294894,-107.95850924054633,48.47711436012584,A,0
Yes,Divorced,Female,E,-235.79678622175012,A,-24.59601711761526,B,D,57.26228937300439,5.6167778256339576,27.429697790451762,C,1
Physical,Married,Male,C,-8.285644737537238,D,144.16132074079914,B,A,-17.31758258356534,17.850027964756016,225.92193177329273,D,0
Mental,Single,Male,B,-110.56415990219747,B,-57.209765298314394,A,B,-177.25304844046113,-79.08615894025556,34.75372534822151,A,1
No,Single,Female,C,-194.69833513808362,A,-66.35115885614387,E,A,46.1470525178387,60.04623394121307,150.94570453219,C,0
Mental,Widowed,Non-binary,D,-116.7449495843333,D,-224.24426703159472,E,D,-74.20143402887071,-84.78796981506642,2.8824884319858985,C,0
Yes,Married,Female,E,46.82116450412253,C,135.7790691526668,B,B,-156.58948284048506,-74.47230518959472,180.16226080990685,A,1
No,Widowed,Male,A,-69.76758572761176,E,-13.213426761003019,A,D,-51.72380487505609,-44.252628790863845,132.28567418668126,A,1
None,Married,Male,A,128.9019573097341,A,-8.119158734849568,E,E,57.37470843787198,-118.43339313062987,-42.079830910692145,D,1
Both,Single,M,C,-141.7386922587117,C,105.97752735972495,A,C,151.82022529488913,34.236543548651376,-76.19820748231938,D,1
Both,Single,Female,E,100.66311869445252,C,-91.47362968290595,B,C,132.17700293475605,-98.38461180480391,-27.978356096782385,E,0
Mental,Single,Non-binary,B,-37.8638036179783,E,115.10485589632877,C,C,26.45744367593564,-5.9544424673226,-4.469724403677073,A,1
Mental,Divorced,Male,E,-59.69769798402771,C,-17.662280539650443,A,C,18.19636353524058,-19.413316243034423,-61.54346442215453,D,0
No,Single,M,C,100.14739830144322,B,-45.031610265681046,A,C,-97.5160087103089,-126.41190793519934,35.62621405294604,A,1
Mental,Married,Non-binary,E,59.17401000699351,A,5.452021029637217,A,B,1.47259533800691,-76.73484583615728,-109.24304098713951,B,0
No,Single,M,B,-99.29864488562757,E,122.87637955787969,B,D,70.89075755452392,-42.98099634104436,-4.46383412984286,D,0
No,Widowed,Male,A,-67.24104202904375,C,150.85878622559284,A,A,-199.17819714516824,-106.88006367339078,1.0742451412840301,D,0
Yes,Married,M,B,-71.03307176890414,A,-78.33696503139053,D,A,-125.13777311193677,-44.66202900097652,-28.453831776656163,C,0
Mental,Widowed,Female,D,-155.99980717111865,C,51.69149895426229,C,D,-86.43872075253233,-30.55185593904192,-217.28156115403016,C,1
Both,Divorced,M,A,116.7003647587364,A,36.406190855269884,A,E,-131.6719456139608,-33.351949249346,164.40193182627607,C,0
Both,Married,Non-binary,B,56.87498206866297,E,366.07973661680205,E,E,7.639371275499646,-134.0351738310352,-191.222392006052,D,0
Yes,Married,Non-binary,D,9.907430352656803,A,-72.2041622931376,B,C,105.41967832507136,-18.376502168122816,39.654987880112955,A,1
Both,Widowed,Female,E,50.74318213316834,E,-97.09805073022395,E,C,125.83263153026803,20.804914898366153,123.48367458286526,A,1
Physical,Single,Female,E,-109.56368893881405,C,63.637952368184116,C,A,-4.633345245509902,-94.80685897920682,169.83774257597278,C,1
Both,Single,M,B,181.20434708771276,C,198.99191922342212,C,A,-17.466247907669995,-23.375133389066043,110.54197065679728,A,1
Physical,Divorced,F,C,98.83004851876679,A,38.58151872746903,E,A,116.14408678606472,-42.19970923853808,-86.52374525619236,D,0
Physical,Married,M,E,-5.502485705480435,C,113.86403649286636,B,D,226.66320752383817,20.38871469299389,-27.706300972690695,E,0
None,Widowed,M,B,-41.455515839427434,A,16.700040224565612,C,A,6.337370877721969,129.09164249736148,-105.97973131643634,B,1
Yes,Single,Female,C,110.68538396208709,B,-18.55686764523617,C,A,-207.5922005124814,-96.30927356286793,-34.58085206024097,A,0
Physical,Married,M,A,46.06399671549223,B,-66.10049293148485,A,A,153.9458734439921,-30.25167876424803,185.73618733758735,A,1
Physical,Single,Non-binary,D,-178.8475496500488,D,-117.23674159648132,D,D,-138.27906222443863,-119.21380500197381,49.517830592140555,A,1
No,Divorced,Non-binary,C,52.544427637797995,D,-204.9356361591183,D,C,0.6865095122318101,101.78538282959946,-48.356518820106224,B,1
Physical,Widowed,M,C,-90.45578290845711,A,4.309528972266491,E,E,-96.33380324419767,-30.591528686593243,56.45381585757369,E,0
None,Married,M,B,26.624395151677625,C,7.84498147375094,B,E,50.02032358097257,-5.051247728052335,-36.231597197287265,B,1
None,Married,M,E,-55.700568416636756,C,15.771058230674473,A,C,44.16800926184361,-84.71855868710738,-76.1272568839755,A,0
Mental,Married,Non-binary,E,-233.59857796050022,B,88.3079411258902,D,A,-187.39506530420445,29.635849887683648,-20.02843720655276,D,1
Mental,Single,Non-binary,C,27.089574452015135,E,29.69684990616156,E,A,136.8378748030127,-99.28722862785949,59.011929809230104,E,0
Mental,Widowed,Other,B,23.62067003132447,B,72.34457079658056,A,E,-35.83817814504077,37.72099937063004,-117.93057748554492,D,0
No,Divorced,M,E,107.05443404945692,C,27.683678243395054,A,C,45.59477117769331,119.12141177749989,96.38632524028094,E,1
Both,Married,Non-binary,D,-32.86492697860891,B,54.67378603396932,E,B,0.5651288974776253,145.89287379024444,-76.81054602027562,C,0
No,Single,F,C,1.0749454053059813,D,-123.57967730408608,A,D,214.205478993579,78.13242926085911,124.24812893257536,B,1
Both,Widowed,Non-binary,C,-47.46909772368094,E,78.97569168387297,B,B,73.64396950713322,16.79925988941684,-127.76283033551061,E,1
No,Widowed,Other,E,6.184384974782092,D,43.796888681804305,E,A,-72.87240754950273,-31.506302251725938,83.24884326043566,B,0
Yes,Single,M,D,-119.34018503771995,A,39.26019030302036,A,D,-32.00463264162266,61.41653301571812,23.61555909336405,B,0
Yes,Divorced,Other,B,-24.007705305728965,A,77.98793927749261,B,E,122.17554595985129,-49.304925531666335,-83.7068097730139,D,0
None,Divorced,Other,A,-40.166984902385956,E,-32.10152212127156,E,E,-145.0283369391546,20.52449557545287,178.33520585475748,E,0
None,Divorced,Female,E,-13.962467829130848,A,75.84584192728747,A,B,3.8239282258883436,-128.76401345881558,84.16655008508714,A,0
Physical,Widowed,Female,E,63.11855823086368,B,94.50398677852162,C,B,-51.848498646460314,-58.02710947246298,-116.48322310883623,B,1
Physical,Single,M,A,-13.564168879867253,D,-7.187434834830916,C,A,4.167415129776931,-41.44237595074323,-215.27614343117935,B,1
No,Married,F,D,124.96827526876429,B,-130.11353850663488,B,D,14.973265993554035,166.42563837503167,147.54162795601724,D,1
Yes,Divorced,Female,A,-11.650115841310882,D,202.59144481553767,A,C,-22.07864743958334,-19.757672409441657,-76.91850629638462,E,1
Yes,Married,Male,C,49.94469859625397,E,-12.829316955806005,E,D,60.96409000202138,107.42065069708443,-23.201511812998223,E,1
None,Single,Male,B,106.87160782839217,B,-165.40658741819402,A,B,20.899319300190022,75.09422821907086,55.560364995909396,A,0
Physical,Single,Female,B,-55.93053485114643,E,-50.23191561360771,D,A,-40.40413847933097,-82.56214681644956,74.64903410810189,D,0
Yes,Married,Female,C,6.599638219056376,C,-49.23129132794883,D,A,126.04564051743709,-51.251836965825284,94.06053757076668,A,1
Yes,Married,Non-binary,E,0.14920080869153626,A,-214.7220940628216,A,E,103.80682990767527,-113.8235465606677,151.71241962849285,E,1
Physical,Widowed,Non-binary,E,-118.28507711532359,B,-29.091871836216843,E,B,-34.9817966053302,-182.82721691260465,-147.55493994799303,B,0
Physical,Divorced,Non-binary,A,116.3846059458987,B,-238.9792598669286,E,B,108.74885326015615,-113.70355866324068,-7.007919444824104,B,1
Both,Married,Non-binary,A,-182.94218687360743,D,56.490571438028525,C,A,-24.131110739224006,-132.23942093795705,-0.4687451535656749,B,0
None,Widowed,Other,A,82.7193990722957,B,-37.87268386209938,C,A,97.85787294402887,-108.81036405683402,-94.34965385415867,C,1
Yes,Single,Female,E,-81.06867948268949,E,85.66861476206428,E,A,158.58769272582688,-91.87590256779549,48.34806913283579,C,1
Yes,Single,Female,D,-135.50419434953758,C,17.4429546576748,B,B,18.707628551297955,31.687885233419372,95.50215161002019,A,0
Both,Divorced,Non-binary,D,-63.53668274144273,B,-3.123624837081322,D,B,50.90763875860882,83.16722629736817,122.10542952518941,A,0
Mental,Married,F,A,-299.6107741716147,A,-37.003580223751534,D,A,24.860415001912475,74.5522290571511,-37.645301112619265,D,0
Physical,Single,Non-binary,B,-145.82277440380292,B,-166.28766218045624,E,C,31.226372267433984,-40.00773796352285,-89.49604502040197,A,0
Both,Widowed,M,E,32.69564348151869,D,1.3784402029133955,B,B,154.10629895461264,-26.563096687149233,-101.79209455673954,C,0
No,Single,Non-binary,C,141.72162932152494,D,-127.7485362622967,A,D,-39.74571330134123,-29.330763165237485,0.6332921873231252,A,1
Mental,Single,F,A,-235.95498083050558,E,83.84858347967167,A,A,22.226438740909852,60.15939149272922,104.62003854143266,E,0
Physical,Married,F,D,-100.90648171903396,E,-136.72404604381748,E,B,-160.21033952562266,105.7279206419289,-214.67751284294502,B,0
Both,Single,Non-binary,D,-29.66818684174694,B,139.13022168781922,C,A,-76.81956164160775,-39.83442062995261,0.14360075855145918,B,0
None,Single,Other,B,66.01231512644802,A,-115.9170886722124,C,E,-34.610013166236726,-159.86161287678874,24.10760062816177,E,1
Yes,Widowed,Non-binary,A,75.84916093699091,B,-81.2239080024216,C,D,6.864909888683844,164.9980170052102,-30.459684628977378,B,0
No,Married,M,A,70.95342967558193,E,-32.907222170842466,D,A,60.70369742378217,-159.2801610399278,5.672652018030043,D,1
Both,Single,Non-binary,A,143.3148003384372,C,129.23874840757986,E,D,69.94986657901964,113.07318719008069,26.632187598853708,C,0
No,Divorced,Female,C,48.34718875226479,A,-70.79715062822139,D,B,28.725410970531364,-110.5661042476983,84.49893607567198,A,0
Mental,Widowed,Male,C,-73.85381079150238,C,300.5912217009288,C,A,-8.972371007322993,-130.7984989283547,-120.226872743178,C,1
Both,Divorced,Non-binary,B,76.55494390753086,D,43.170650135417574,C,C,91.01240216547707,-14.255092743388028,-172.08645515967027,E,0
None,Divorced,Other,A,27.94739658518922,C,91.74001874906035,B,D,-85.44383697885041,45.15113409018002,-31.025576478002048,B,0
No,Widowed,Other,D,-58.97878942746401,C,27.541094381805937,D,B,-129.6998767423779,-128.8701345711948,206.34011685959544,D,1
None,Married,Female,C,-128.721674080796,C,-148.63817471175975,E,B,-118.25620932234189,60.503413636464906,-146.1929752852415,A,0
None,Widowed,Female,D,33.16653072630861,C,25.34091379480637,D,D,32.61384113210703,-121.81738056151093,63.808841156794706,D,0
Both,Single,Female,A,-213.22734448339594,B,-86.35492347222589,D,C,108.17577956347846,-57.56030811430176,17.7196812180758,C,1
Physical,Married,M,A,72.21121584710778,A,36.294459637598,D,A,-4.953573584786439,15.396943820167005,64.94041013312962,B,0
No,Divorced,Female,B,-36.51143384040458,B,-35.260455140751304,D,B,133.26972177256934,-200.07005349278506,-210.07523651607846,C,0
Mental,Married,Other,D,-30.948259835172067,C,103.85414244872715,A,B,17.124079708637105,-154.1744879847732,129.6915603664985,C,0
None,Widowed,Other,C,-12.941683492110858,C,-143.70608468043412,D,A,-109.27089929956004,18.279951554348685,-83.13058599130538,A,0
Physical,Married,F,B,-43.50758635302328,A,-9.17143172686035,C,B,120.25255030071393,-34.85104306054132,-158.2935240912069,A,1
Mental,Widowed,F,E,-29.044389636057538,B,-37.83312507995628,C,B,91.54408153003271,-38.29637563139196,17.427994663288683,B,0
Physical,Single,Other,B,1.351800856560791,B,-42.107026513754235,D,D,-61.78585981385386,55.82064519990328,-126.04530562097256,D,1
Mental,Divorced,Non-binary,E,-34.41649659743346,B,-59.52490985019768,B,A,-118.54333173232496,102.03877617619592,-52.950198204501255,C,0
Both,Married,Female,C,-63.288070006015154,E,46.93899333594687,E,D,243.97745795032452,-96.32675817151053,134.5554662128285,D,1
Physical,Divorced,Non-binary,B,-75.05975259203854,C,-82.48877613072663,E,C,32.92882907030869,-179.43892384944436,47.82356775902927,B,1
Physical,Divorced,Non-binary,E,18.65535602357061,A,-33.54361313683752,D,A,-161.58561133047613,-96.88387450211818,8.034296204865745,C,0
Mental,Widowed,F,B,156.7468575078616,A,107.7957588954507,C,A,72.34442369145086,-17.13887158023823,78.36641065011253,A,0
Physical,Married,F,C,319.2274320442219,D,-30.95103053296542,E,D,-35.04668594689978,-124.8999611539185,-130.341220943115,D,1
Yes,Widowed,Male,D,-99.84159638631213,B,17.42674179749959,A,B,-109.42829624428533,-50.75719384395531,122.33965778881952,A,1
Yes,Widowed,M,D,-85.18389656578472,A,-50.640816079795584,D,C,-45.804605981714985,-52.17049829246467,-132.6002261808106,A,0
Physical,Married,F,E,217.76065471324526,E,-33.086873425128495,B,D,-324.15638062402525,25.59927466578505,-56.493574396137916,B,1
No,Divorced,F,A,-159.6216238235256,B,-44.30385219955126,C,E,-152.95897080904098,95.44080216977821,-73.85387614312825,B,0
Both,Single,Male,A,11.182259244627303,A,-91.96751275108672,D,D,117.32752348377538,-41.69042961080937,77.12757238030431,B,1
None,Married,M,A,56.8306629797273,D,-1.071218164226737,B,D,80.84781134710359,-121.75642458609471,-53.09859407537147,C,0
Mental,Divorced,Female,E,-5.656475312617191,C,-17.065087109104038,A,E,46.3188214104598,-80.51903491563182,-170.71590136281415,E,0
Yes,Married,Male,A,-89.19843140045133,D,49.40605198330935,E,E,22.945772344339613,-54.75450180382892,4.907034364781293,C,1
Yes,Single,Other,B,-75.16042351488022,C,168.89960553227453,D,C,-30.66616724614742,-54.18792390441304,234.51757476305346,D,0
Yes,Widowed,Male,B,165.59912112128293,A,32.759470612178376,E,A,113.20085486936745,-66.3265622412969,115.78344673970014,D,0
No,Widowed,Other,A,-151.92705209059818,B,-55.461629573840746,E,C,-10.598318675834285,-119.90013005364044,-84.7335068633356,B,0
Mental,Single,Non-binary,C,-133.7081523326551,C,200.2451081110928,C,D,-35.14581239211863,67.52883712912224,-69.17009618840981,A,1
No,Married,Male,E,49.384041452508704,C,-36.37569787957794,D,B,62.85870033206069,-32.35236662597883,44.924680746188066,E,1
Yes,Divorced,Male,E,65.90001634780168,D,117.27394659475381,C,B,36.55167798629844,-31.738385673026432,-125.78943611994669,B,0
Mental,Single,Other,C,-88.5262045781987,A,-20.056537157009885,D,E,-20.01354251456039,154.8693042329445,136.17189717924603,A,0
No,Divorced,M,A,-21.99453597122643,A,-7.906513653230649,A,A,83.55597232595585,-52.21700560060379,139.6301637579106,D,0
Both,Single,Other,E,15.284241133311326,A,151.02598171312235,D,E,38.3925258028374,139.80118647791952,106.58104885394077,A,1
Yes,Single,Male,B,23.851695385722845,E,75.59841899356182,C,A,136.3747521670367,25.506760880854866,-67.68067035625765,D,1
Yes,Married,Other,E,103.22337904663839,E,-20.342759522849384,B,A,-36.64986287185987,121.39141490314191,47.414830233763126,A,0
None,Widowed,Male,D,3.873643908334338,E,-133.7790220673025,A,D,110.45349266671234,17.98762023710884,-77.29296998228283,C,0
Both,Married,Other,D,-36.06155812393203,D,136.2810341722954,A,C,-23.519027186844653,-136.33632627503764,-105.61769530818943,D,1
Physical,Divorced,F,C,-24.029652174901287,C,43.718582734274996,A,C,155.7223588241221,131.9170669593116,-124.44483843092746,E,1
Yes,Single,F,C,-76.36244412890865,E,90.60628491141475,A,D,53.093847861654844,-58.394374058478896,-37.04965827556079,E,0
Yes,Married,Other,C,-78.99375763179634,C,-35.5369652710451,C,D,-119.57166954547904,85.05139143909311,106.08771445529001,E,0
Yes,Single,Non-binary,E,-33.85074356703779,E,31.27686952756707,C,E,42.9062817125426,113.81882071397833,-175.51294953986812,A,1
No,Married,Non-binary,A,22.58036542595974,E,-32.82705232897371,B,C,2.671391683469794,109.29645234066507,-49.89673817666218,B,0
Mental,Married,M,C,88.87130712489093,C,92.73577744703678,B,B,36.51211852048317,65.9348999001443,137.43991311178866,D,1
None,Married,Female,B,35.672147203512544,B,-184.51323167030137,A,D,162.721109257754,104.7752394951801,105.71914970650218,C,0
None,Single,M,A,-52.72047297244566,A,4.362259952507639,E,D,-26.26486819445753,1.7298243954476138,11.627670688048086,E,0
None,Widowed,Other,B,-17.771403890228793,E,-171.61547066797795,E,A,-1.1242789728005753,-20.269046539829912,2.52039127757966,A,0
No,Married,F,E,148.6531874493138,D,-114.3253728941151,C,B,148.79770883952992,-71.5275828397837,-199.60289060216422,C,0
No,Widowed,Male,D,119.75102214259125,E,-105.17213270228024,A,A,22.09160113852851,-22.758542733313504,205.9082388117348,B,0
None,Divorced,Female,E,-48.87838463113585,E,-40.76735020028462,B,D,-6.880605745889294,79.13741201662621,-11.047351076698941,C,0
No,Divorced,Other,A,-17.448739326967807,B,-133.5059381546855,A,B,103.82578210957764,127.85926866781301,102.79478709980792,E,0
Both,Married,F,E,-85.33052598760867,C,140.5083851371995,B,B,-85.68891338470905,24.187444491645685,100.63705629300279,B,1
Both,Single,Other,A,29.1650225497597,C,105.1544818087355,A,A,148.87038693148446,194.56138414526626,82.39849592978845,D,0
No,Single,M,A,28.39006871506562,A,16.431429120957347,D,C,-9.079854754636507,132.03630432392,-16.40664729298841,A,1
Both,Married,Other,D,85.21995448209417,C,82.09236549870388,D,D,-111.20523840134886,-41.71807003949281,-101.553211529571,B,0
Both,Divorced,M,D,68.94906058147171,D,-29.34469745996562,A,B,148.29880143267567,40.76860752999949,31.14356975713394,C,1
None,Widowed,F,B,10.981300674347674,A,61.080168562547385,E,A,0.011381354629397494,-26.4711762131571,-31.884962026892712,B,1
None,Widowed,F,B,-102.9286982680063,A,-186.28396954271722,C,A,58.23988759649461,50.17019651660085,-21.517805844695108,E,1
Both,Divorced,F,C,-159.30682905966296,A,6.631435283640827,B,E,-120.67151112680641,-172.34190388978539,-56.00202668078388,D,1
Physical,Married,Non-binary,B,-34.33279538519476,E,24.79234459382181,B,C,178.89752407212686,-240.85854100318346,-152.77463527315604,E,0
Yes,Widowed,Non-binary,D,-72.44526554304592,D,40.293420578583735,B,A,-307.27178970582673,107.87183379689323,-33.81919255684734,A,0
None,Single,Female,C,-83.96491254225948,D,-27.32464559690722,A,A,-166.97174367868905,31.47497068423843,-88.95101932852879,D,0
None,Single,F,B,-24.58476289096744,C,-47.54558933454834,D,D,17.771543989250294,138.6193775467473,60.97582887138254,B,0
Both,Divorced,Female,A,-131.4431540958863,B,-64.13667563099395,A,E,-86.69924898750098,17.336189163078824,115.52270391728632,E,0
No,Married,Female,B,-262.10529092342836,C,11.689782925062026,B,C,-62.35541874891396,-49.83760468135874,59.15935011180093,A,1
Both,Married,Other,B,122.87912258336264,C,20.56457408208674,E,E,-73.83112189014524,66.53286379799276,41.40927766964668,C,0
No,Widowed,F,C,201.84568438474534,A,-80.54980460406934,C,B,71.5890671123566,-59.640453984401,160.2783470517682,C,1
Yes,Single,Other,E,-12.113588319380934,D,11.594667119289118,E,E,-34.566993305102976,-64.63389793187045,-136.62528480246814,D,1
Physical,Widowed,M,D,144.46288935712684,E,-83.93873916656517,D,C,-40.84728799608892,181.93713934890698,-62.03607608086117,E,0
Yes,Single,Non-binary,B,29.259270652550935,A,81.60380228295064,C,B,35.09572036443014,77.72189188920916,158.7867377401733,B,1
Physical,Divorced,Non-binary,C,47.706719323971456,A,22.763384648079985,C,C,25.55889893407951,-172.41291348559648,-71.07319760366164,D,0
No,Widowed,F,A,112.87765758414044,C,-26.41473996085012,D,B,-118.70671102101792,211.76595750164034,117.88554321917486,B,1
Physical,Single,Female,B,-89.89982776147716,D,8.25891694483634,A,B,-6.4662599381934625,82.15924427508008,92.96724686306817,A,1
Both,Single,F,A,8.552427120105255,A,-78.65936538742908,E,C,12.736452946554817,-136.1231300245683,57.63666102769317,D,0
Physical,Widowed,F,E,-8.0663836141685,A,12.087017186386412,A,D,-57.07078330902801,-105.29505814330629,-187.68196472245947,B,1
Both,Widowed,M,D,-75.88722608173832,A,2.4068605297948986,B,C,-106.17245410992497,-27.824201395249975,24.214818772788043,B,1
No,Married,Female,E,-125.84305406249867,A,-80.39034393547388,A,C,-67.57913232140959,56.324765943120845,52.04404554232838,A,0
Yes,Married,Male,B,32.46126229299966,E,204.22315244164272,E,C,30.605743425415305,91.17208412961044,-0.04816541676577825,D,1
Physical,Single,M,E,-83.80464530223675,B,-113.29027848727486,D,A,145.48248307951576,19.402817471693204,-113.83829127256371,B,1
None,Divorced,Female,E,5.780855364895616,E,-40.514720285156194,D,E,102.17222030191473,-4.604702333296069,182.26366058386134,A,0
Mental,Divorced,Non-binary,A,-20.92634155350543,A,41.74022617981537,A,B,-69.55666843740651,22.77271917269766,-175.45028220341484,C,0
None,Divorced,Non-binary,A,-50.06265653578199,E,17.244230777454963,A,A,105.76137009679536,-70.52029745500626,11.449593743403067,E,1
No,Single,Male,D,121.08162469034144,C,31.118108586705738,A,D,-58.59521420354454,147.1973870884059,-60.94255056645766,B,1
No,Single,Male,B,38.69145640479636,E,-83.90129665396788,E,C,-98.54891387295777,93.54087795003298,36.00063544245325,A,0
None,Single,Male,C,25.379027383244683,B,-57.750075681274446,E,A,-18.431255398911382,-307.63696458894736,72.52657380401949,E,1
Both,Single,F,E,-0.8917533855404681,C,105.48454877285782,E,D,-9.444922879921638,-20.110014202434034,-14.042755992147333,D,1
Both,Single,F,E,61.56001611169293,E,-68.8456666595471,C,D,-68.94631755552203,-139.1527848119553,120.14867927118954,C,0
Yes,Widowed,Female,D,-71.86204043237007,A,-35.5063888844284,B,D,-70.58263495189821,-186.43511839271014,35.17260312187659,B,0
Both,Widowed,Non-binary,C,-98.14339023984394,D,-31.721648482382882,D,E,12.634750783826115,-56.62998824077502,48.4661305166782,E,1
None,Single,M,E,82.40761674492889,A,7.8324967511489065,A,E,70.63662580315567,-203.99394933288963,-124.3670441830977,B,1
None,Married,Female,B,53.87723620392985,E,-116.47223518879215,E,A,-46.45361744392347,103.15060565769075,-131.21404729922472,A,1
None,Divorced,Other,E,26.868994125708447,D,65.96028292263621,D,E,237.02127053591275,-251.86384159923625,-5.0388017452248,A,0
Yes,Widowed,Male,B,116.16739036347981,A,-69.67414578265485,D,E,106.8127471265094,-36.41790267952491,-94.99384538202264,D,1
None,Divorced,F,E,40.85064046205476,C,-92.86988854617277,E,A,-144.93084649585558,-66.0930459090071,32.254510696276284,B,0
Yes,Widowed,F,A,153.55923038116322,E,176.64133727883387,D,B,13.401551431180566,-71.9218581058693,283.74933800238153,A,0
Mental,Married,F,D,-188.9196911818861,C,201.25819774877476,E,D,67.22154731360808,-108.8759135239363,0.6628976294269945,A,0
Both,Married,Non-binary,D,60.936113073808315,C,117.80171831290815,C,D,41.14926935298979,34.1423247541081,-62.05360410239111,A,1
Mental,Divorced,Male,B,54.02144790995245,A,-201.48930733598345,B,D,129.4934644043695,-24.009211017759675,38.20412947831007,A,0
Yes,Single,Other,D,145.65246531683184,D,158.06885862107822,B,A,185.8303754847149,7.38792242648579,54.52418196938176,D,0
Physical,Widowed,M,E,-92.3348982774661,E,115.23345714580775,D,A,134.54263579177962,-18.011390214705354,-86.72695009097878,B,1
Yes,Divorced,Non-binary,E,104.60047435609694,B,-52.46449360121193,A,E,10.761548511134174,-99.63704854041508,-39.21888406855512,C,0
None,Widowed,Non-binary,E,16.928635606638483,C,41.38701130357476,D,A,227.73888462013318,-110.06488845356861,-54.02832570186889,C,1
Mental,Divorced,F,B,-89.45093548150052,E,10.700665640177542,C,D,11.925745194398676,192.8971315214186,-96.12095790247159,E,0
None,Married,Male,E,79.31459048443756,E,-70.6483015425144,E,B,9.822791436440294,41.7533648635132,-125.7190958199999,B,1
No,Single,Female,B,135.87709500664408,C,-90.19786851808294,E,B,74.14337049177841,-79.19061161246621,38.34516164240616,C,1
None,Divorced,F,E,88.24974144866029,E,-80.09423162598146,C,C,125.64063471750401,-14.761522462092378,93.57996911770397,E,0
Yes,Widowed,Non-binary,A,-100.09705793924294,B,-52.27244492897841,B,A,32.44755160981808,-65.58938577045271,6.131426053157215,C,1
Mental,Divorced,Male,D,98.57694749261763,C,261.3609449936797,C,A,28.67953514005696,176.15371336777778,6.027688745532302,B,1
Physical,Widowed,F,B,40.39669365243884,D,-63.239883528609354,E,E,126.551309912288,79.7400199487037,-33.367746746924865,D,0
No,Divorced,Other,C,-35.587223039057626,B,122.15556158982237,D,E,-72.9426588419428,-132.4737845572755,-23.621301385284276,E,0
Both,Single,Other,D,-140.63948601016912,B,44.72676194853408,D,C,-130.82764291503096,27.017714782776192,80.8478876980534,B,1
Mental,Divorced,Non-binary,B,124.04351083481473,D,-224.64518201838882,A,D,153.52644539008435,-135.13781628472398,-107.43889073056299,A,0
No,Divorced,F,D,-70.09708103992476,C,175.66429585171846,A,C,-168.23440131083848,-154.04881830787264,46.034978273803596,C,1
Both,Widowed,F,E,-61.653411435120496,C,-4.8137218852777295,E,A,66.83943517778721,32.125462709500816,16.521759903743487,A,0
Both,Divorced,M,C,10.29578764992448,E,-71.67905107244592,A,C,74.60279850532076,-62.13847719641114,-38.80322069938321,C,1
Yes,Divorced,M,C,-14.781554022236646,D,47.2360621145289,D,C,-304.86446920657227,-71.72157523514817,96.57927826703566,B,1
Yes,Single,Male,C,-190.36308333406063,E,103.53118132035759,A,D,70.85363043806292,-6.67012630688547,-10.604593926684881,C,0
None,Married,F,A,-13.04028924205777,B,-15.314160048445574,E,D,-24.77111387746844,-177.07470813780864,118.26121037131084,A,0
None,Widowed,Non-binary,E,-58.78686768183952,E,-41.42520620254058,B,D,-65.2141366007757,195.7572254558433,-47.63486385829857,C,0
Yes,Married,Female,E,113.79355952425566,C,51.706400921911445,E,A,130.6191583907019,-94.15557342709369,-70.01543837200605,D,0
Mental,Divorced,M,E,30.521370491035448,E,-84.08711059359678,E,D,-115.96863107068916,-25.40569453542197,130.047732127756,A,1
Physical,Widowed,Female,B,-246.0408992533963,E,164.2459475282927,D,B,140.68819035307163,79.2026821440907,-207.84133749912047,E,0
Physical,Widowed,Female,B,12.83076816403756,E,66.20021165317921,A,B,66.25939702294228,-275.19475501274786,-61.23313976282301,B,1
Mental,Married,Non-binary,B,-16.65202217355077,A,52.063852727614176,A,D,75.89113795351932,24.678283759300594,86.23785403362317,A,1
No,Widowed,Non-binary,E,-34.07116401025088,E,65.54044892316287,D,B,26.600664499904408,39.741702553265846,-97.33885229663214,C,1
No,Widowed,Male,E,-62.126596625477404,D,81.3039614234431,D,C,214.39296170711683,-72.34460929959882,-60.180221583354744,D,0
Physical,Widowed,M,E,33.87689222421568,C,18.631369476940414,C,E,47.547952774519686,-80.03583729556196,-6.365649294985437,C,1
No,Widowed,Male,A,-70.65977014570632,D,45.68465715972266,B,C,-175.64882640847654,-96.46030274028415,-121.302601656384,A,1
Yes,Divorced,Non-binary,B,39.419114348398125,D,-95.74077830808129,B,D,24.570610038348235,76.82651475433643,22.825856057179795,C,1
Mental,Single,Other,E,39.46624042581405,D,91.75123168143034,C,A,-150.70766207203332,116.32467225268115,20.169570233818675,A,0
Mental,Divorced,M,E,-80.65756391912737,C,-55.748526047150705,D,C,74.90426627102298,-25.418684740747793,62.35970450346684,E,1
Physical,Divorced,Other,B,-24.45233698988214,E,118.17987714629852,C,E,-74.39936109806338,15.864524166631675,-133.94576069476062,D,0
Physical,Widowed,Male,A,-31.274194859555116,B,-103.77766617580623,E,B,-27.168183135483048,49.090988627868114,47.247043232833626,E,0
Yes,Married,Non-binary,C,-52.20676143435852,B,76.29203939963826,E,C,143.57830190047272,-59.17151163740726,18.70708922327927,A,1
No,Widowed,M,E,130.76682187159813,B,107.98732031920875,B,E,97.68631690620347,-2.6670511162120936,-5.658107007039099,C,1
Both,Married,Male,C,24.609130287750776,B,135.20984971616724,E,D,150.23283948911944,53.964031232946255,-32.06651189911875,A,0
