veteran,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Veteran,None,B,A,-3.8218457358540037,137.06030075009312,-137.13719580762736,-121.68026159325522,A,-211.65396960439404,B,-118.93833584852848,D,82.01714215944334,E,C,-9.816702285102611,C,D,0
Yes,Hindu,B,B,114.57981952237203,104.58234604263595,-12.467529953578236,25.240652205398284,C,115.36449666603279,A,102.87834101180249,C,-33.44269344528434,E,E,-21.463699897235138,B,C,1
No,Jewish,E,C,-2.2254588213730417,21.606180073640644,26.278518305653204,-124.72632515263398,E,-45.727850489505364,B,11.426672686668663,C,112.39058777565627,A,D,146.27060359343002,D,E,0
Non-Veteran,None,D,A,-166.5753350481193,-148.0746343878999,-71.32446729997632,-57.366145201253296,A,-39.15764040769099,A,-2.3406104613260936,C,-80.45000970262612,D,B,169.6788703900331,B,E,0
Yes,Buddhist,D,C,30.367722123197204,-124.06612797251468,-74.32002770907818,-197.9799588587813,D,76.94854452817366,B,-64.85481678942881,A,-60.616757179088374,D,B,62.51870589298814,B,C,1
Non-Veteran,Muslim,E,C,-20.69431021552372,52.720701790048516,14.829348827104875,-4.309842685405377,D,2.7657509840754955,D,120.47739652028437,E,-130.52913637621685,B,E,59.82099049106596,A,E,1
Veteran,Christian,D,E,76.36981822650044,62.886846934771704,69.21401941409448,-24.146506423343798,A,232.74437312853263,B,-88.59543233312769,D,2.192988240728004,E,C,-31.328219685067456,E,A,1
No,Jewish,C,A,3.5581449656224042,123.48177600288983,18.939282785159296,150.39966243871305,A,62.033401540999,C,86.4237664359474,C,20.836205486351357,A,A,-148.25462616977723,E,E,0
Non-Veteran,None,C,B,-73.20666180194281,101.52195251400629,-22.577122095424382,89.3001900324323,A,6.770184154095701,D,29.438538642894972,A,125.15002710883,D,C,21.145700812205273,A,C,0
Non-Veteran,Christian,D,B,-22.60326446107067,30.10334648907772,-51.37033879954743,-157.99692276295303,B,-56.59360718382415,D,-18.77750433044723,B,12.8547191313435,D,B,56.698517473935276,A,A,0
No,Christian,D,A,-125.26481369275227,-181.9210316703941,115.96904312749442,-39.697387602081555,B,-17.810002431202037,C,-111.68346466486396,B,249.4686115359924,A,D,-9.19286827966709,E,C,0
Veteran,Christian,D,C,-27.33960151882589,30.079925240916833,123.06963928419626,-78.27863878294306,C,-125.3538399071115,C,35.12576812727787,C,59.29602406477695,D,C,24.454277419443024,E,E,1
Non-Veteran,Christian,D,A,-53.84885181480148,-62.48982707031777,-78.70447473675591,-53.17921220621624,E,47.78340431818078,B,15.977516417085457,E,-35.61786798233654,B,A,-162.3581840456164,E,D,0
No,Hindu,A,E,24.171675747655396,-117.29340459944042,-92.74418018078246,119.59839275265603,D,-31.9078230101705,E,-106.77295138899305,A,-97.4137745270827,D,D,8.868345424113965,A,B,1
Veteran,Muslim,D,C,131.90493037307183,46.99611502879839,-85.39439399112887,7.052866876478841,B,-119.53171403382024,B,8.684051720906847,A,175.18496806355688,B,D,25.764419909994174,E,E,0
No,Christian,D,B,26.99464124644255,-8.823141051116295,1.5048180096217736,19.562715577797544,D,78.57916718793554,B,99.74876338069004,E,-50.20036645722615,E,B,-361.4716585762557,A,E,1
Non-Veteran,Christian,A,C,-89.84546915429249,157.57541977148756,122.33207039272604,-270.04170610254795,C,341.0610261226912,D,132.72774995820714,A,95.61761321151366,A,C,155.35077926330493,B,C,0
Yes,Christian,E,C,22.440611475838935,63.94721316603045,-151.91206843150326,50.45913380164887,A,246.4724359989393,E,197.51024221475362,B,-155.62480612632723,D,D,15.834487243264814,D,D,0
Yes,Jewish,C,A,-130.2191546705885,96.36124015385036,185.58511036989898,-81.66369751134111,A,-69.28895039199317,B,-32.15882559827681,E,187.2599114264228,B,D,-80.1554210495232,C,B,0
Non-Veteran,None,C,A,41.45613016233696,217.56452346045901,-24.895822238761365,-91.64476875588846,C,65.95160519733055,A,82.28969154371035,E,-129.47686640643502,D,E,13.472432015423127,E,A,1
Non-Veteran,Other,A,D,110.48999545638377,68.92790618523667,-241.87410972344563,56.98700346836242,C,-102.02822794188064,A,-6.294463026568771,E,-14.129169132993272,E,D,192.51685577346734,A,D,0
Non-Veteran,Christian,E,A,98.20660446441224,-65.9708490761604,-65.61827611720227,97.79615368252311,C,34.446380275430215,A,-75.85078246222967,E,-88.92495566359013,D,A,62.768226065123365,C,A,1
Veteran,Other,E,A,-107.90361985321326,-67.6387869966672,44.13420267787346,-35.008744322658686,E,-48.61099963502976,A,188.72345736047222,D,-23.55800708599492,B,E,-49.244330989012504,C,C,1
Yes,Jewish,A,E,7.514682832859329,57.605070801726384,68.3303954435873,-50.96838033763432,B,119.1650032068782,B,-22.067239224687384,C,152.5869155788727,A,E,-127.4853369623515,D,B,0
Non-Veteran,Christian,A,E,123.00224623802917,100.88293569242666,96.33110042913987,-78.0597198904083,D,-130.77374072981968,E,-16.604866813137544,B,62.12427236259006,E,C,-84.18553064321466,E,D,0
Yes,Muslim,D,B,77.4858964954654,147.92930644685697,-157.9709873137094,-87.26780743837243,E,2.4582507160517344,B,67.89441111580109,E,108.04706193299276,E,A,-126.98692237120603,C,C,1
Non-Veteran,None,B,A,-83.18897568701168,104.54900687919206,-90.8235998027924,-156.5663395572743,D,104.4392791967932,C,-200.92918733173585,D,57.53858805815973,E,A,-50.44959817929815,E,D,1
Non-Veteran,Other,B,E,239.65719410083176,31.68988525834584,-189.24479010766242,-84.54542975759793,D,-71.68503612355846,E,-10.04256006979089,A,-100.66248551422348,A,E,-195.55443381128285,E,E,1
Non-Veteran,Christian,A,D,-92.02254189416335,-79.50418159744308,-48.77238978615894,52.10742975625708,A,15.915129018113255,D,-122.51173967396466,C,14.768711552424138,C,E,-242.13661447508517,A,C,1
No,Jewish,B,B,219.96557189096046,-10.658545142758575,-146.08414892095695,-55.92884218835702,D,-160.19063686914527,E,-96.93286943857848,B,3.4278213959964074,E,C,-27.220858728044355,A,A,0
Veteran,Hindu,C,D,-78.86445073198942,-164.26822213134315,-66.41002035898687,8.298831255998284,C,9.347666917401718,A,97.41441660436665,E,-27.319879966753497,C,E,37.113301723020044,A,B,1
Non-Veteran,Christian,A,D,-60.850182632577386,192.67572435576557,1.989915811316255,19.253148308984073,A,-9.749141776120526,E,-39.47456226759021,D,68.84495022150419,D,E,-127.70908024870995,D,C,0
Non-Veteran,Christian,C,C,74.86724187981318,-27.316501106094144,181.10230135552402,-41.84050538244824,D,-62.141986280185776,E,-135.01054780870226,B,159.87120228537833,C,B,1.4704664152025901,E,B,0
Non-Veteran,Christian,C,A,29.653127417065573,32.99076729735515,41.28318621219486,-128.63158704924845,A,-22.121211653873246,A,-12.603030734929952,B,-114.79441244245632,C,B,23.44543283813687,D,D,0
No,Muslim,E,D,-36.413894378937194,-21.760692794425605,-15.104086399096584,120.91586995819988,E,-22.058526340486946,D,57.741626427020634,B,-70.51769242076456,E,B,105.7548828860063,D,C,0
No,Other,A,C,73.18612813050461,47.83220646586933,55.24000450836966,-110.37800415694683,D,51.14864877133336,A,-74.82500651955095,E,-73.7608732954163,D,D,173.81169185559193,A,E,0
Non-Veteran,Hindu,E,A,3.0247846869130077,100.58082598466697,131.74329766963695,-26.663639094853366,E,20.446342643308395,D,-45.03235079187425,C,-87.83849380762373,C,A,106.37725505886695,C,B,1
No,Other,C,D,0.4644940729564124,104.66898201894178,4.078795286729943,14.874654385537283,B,139.24119295760715,E,-10.812335720595275,D,-88.55260932905777,E,C,-11.689882051350512,A,A,1
Yes,Hindu,D,A,-93.69315466107811,-25.95622839369387,77.4555403421519,45.372257919191625,A,91.61330917416679,C,175.78065033451983,E,-121.38296566227295,D,B,-8.9387511851916,A,D,0
Non-Veteran,Other,E,C,7.607962020077623,158.6935010707719,59.38321072777282,-88.99444351585014,D,2.3208189802080965,D,-114.0644674008299,D,32.315937190477655,A,E,26.323506457992448,C,E,0
Yes,Other,C,C,85.56292670866567,-72.42668275194525,16.93829926260881,-65.86777506607304,A,-41.97305648994967,C,29.808056638779494,E,57.314033055960486,C,E,-55.10511466590561,C,C,0
No,None,D,A,8.61228653204458,5.257202613441919,20.26082841660212,-53.993836772260615,E,72.21587555296657,E,43.31148107666754,D,-3.6651079693146094,B,D,39.81022135991022,D,E,0
Yes,None,B,B,-125.12564685953377,-50.38734263177997,-45.10567440252569,-5.490116398992968,B,-307.7678772519442,C,-8.936423132621119,C,-104.63724578225549,D,D,-36.76660145447727,C,B,0
Veteran,Other,C,B,76.05632738180584,21.90131744878379,39.99670549700699,-28.242218722171135,D,201.53444328629573,E,118.86769396922554,A,-29.973383598840257,A,B,-37.49130872814656,A,D,1
Veteran,Christian,B,B,-130.381029049551,18.543838103335407,61.65687723346579,24.056848353365208,E,-39.43448992315871,E,-135.1688973532018,A,-106.63599103657855,D,B,-32.95666135343717,E,C,0
No,Hindu,D,D,79.32743635490155,-230.00578834910078,-59.10498652468473,-163.2370810227523,D,83.18106732943471,A,-137.12936397088774,C,-76.04389595505096,A,E,90.50580740700315,D,E,0
Yes,Buddhist,E,A,108.71576030127466,-268.517888132333,-74.0055224905969,38.917730923498915,C,-107.19648024285082,C,115.24973082140282,E,-256.6568409680548,E,B,-155.96058199226636,D,C,1
No,Muslim,D,A,13.776615617553439,48.20807595194589,-122.73906951817457,23.878717835629946,A,-8.921997941912586,E,224.32934014804346,B,124.28267407644122,D,B,167.6451300861881,A,D,1
Non-Veteran,Hindu,E,D,-108.34133306715256,76.91433997923514,-121.26639669627895,34.73911765681705,C,-112.35032526077306,B,76.48995747877024,A,168.6027874115606,C,A,-34.51834245695616,A,D,0
Yes,Hindu,A,E,55.21777101792684,-2.9136634034477633,72.37309023215559,-28.03146215011584,C,-6.676110934886031,E,177.03296813499298,B,29.890712120312358,D,C,-78.08359813431125,D,A,1
No,None,E,A,-182.15591633031696,30.520820970909256,-121.53638490605272,13.645644128212217,C,-11.710568009770432,B,66.0158349177856,D,-109.67056642671405,B,A,-75.33759937341466,E,A,0
Veteran,Buddhist,D,E,109.55222977133351,-53.4467883507261,38.51238535007431,7.763765738799424,A,144.58247257766914,E,-91.13780195567155,B,0.08019675650121841,E,B,14.596171439874398,D,E,0
Veteran,Hindu,A,E,-78.78206249218601,82.51667039755645,-18.43200520575804,141.34522075220323,D,20.840467153488948,C,78.16083459986311,E,82.88034284047782,B,B,-4.122462828369726,E,C,1
Non-Veteran,Jewish,E,D,1.9552054233087466,41.373311380168545,-238.95315197709564,-46.55972760062516,E,21.53580689487327,B,-40.485813111937716,D,71.99265435349153,C,B,-59.558190702831936,D,D,0
Yes,Muslim,D,B,-59.530468077097446,88.75667114729495,114.24663285684684,219.11675473710247,B,29.18122015758523,A,-109.72332889893315,A,-40.13537141726776,A,A,98.79437469146269,B,A,1
Non-Veteran,Other,D,D,20.059059095991394,-122.00514276258166,60.691001434077954,66.59910287417826,B,81.88970544492152,D,-92.4877339029403,E,67.6123903069429,E,C,231.53364689725038,B,B,1
Veteran,Muslim,A,C,-210.62575642243192,46.77429428267358,-44.28926084656285,-45.385158425763535,E,84.03323840635522,D,60.95686372172151,E,-27.904141086492224,D,E,-181.21585417710966,C,B,1
Veteran,Muslim,C,E,120.62943096769612,19.57154135505674,-102.64935421359608,40.73387523771342,B,30.201397985662958,C,-40.66599811822129,B,-9.219652310124191,C,A,28.35416820528014,B,C,1
No,None,B,D,-13.706006522428659,-76.6574175130982,190.66984231908702,-256.31857096319976,A,-164.277978472764,D,48.159411178139244,C,-30.257240457926194,B,C,126.75714615322626,D,E,1
Veteran,Jewish,D,A,-60.63405472364322,58.56125679397856,-99.00989577725736,11.022882860049755,E,50.37448101296403,E,6.168008873877748,E,-0.23705367730340654,B,B,-95.60424619197596,D,D,0
Yes,Jewish,D,D,18.817920533495688,12.234108699617929,-133.94975439386232,-4.9763868252004375,A,53.333789823732594,B,-42.92226140397126,B,45.363313981508526,A,D,-225.40090277335523,B,E,0
Non-Veteran,Jewish,C,C,173.6306777124535,-64.05771540272059,68.16898679823751,-90.69112839793698,B,22.390408972238422,D,15.343497756805489,E,140.1464217976907,A,A,112.15663299779291,D,C,0
Non-Veteran,Muslim,C,D,30.19321436423076,167.31226471184,90.21441195969315,-164.2687612170826,B,5.436765436571211,A,-52.45167395144114,E,54.78473789492083,D,A,79.65891247505195,C,E,0
Yes,Muslim,E,B,171.83240935465938,-61.002691388596176,24.606030812150898,-184.98384633842662,D,-141.46263259209348,C,-22.21286952819537,A,99.84895697384167,B,D,76.35016030174894,D,E,0
No,Muslim,C,D,46.566604921102275,21.129100038860194,-181.41035546058154,-181.27649477746996,E,89.18290331494791,B,-154.47822435376685,C,-51.72547454127642,C,E,32.94042875491515,A,C,0
Yes,Buddhist,D,E,96.65470617322732,-130.1420970804354,165.5434218741948,31.112687406625916,B,-36.63854636352903,D,-125.47267513767535,C,-178.09524661225137,A,C,-121.18538450083503,B,B,0
No,Muslim,D,B,-197.60032932590238,-31.342666708862716,-28.211687658547753,-30.975304450965602,A,138.46764478178682,C,-51.73138066939631,A,162.12910071925506,D,D,8.63002034069528,D,B,1
No,Other,E,C,-136.8624681099488,-97.62735477080095,-80.50012070118454,129.9198178114191,A,-72.36395977908656,E,-54.35767544901068,C,-83.7196917376119,B,C,-88.91154705930245,D,B,0
No,Other,B,C,115.57141188609066,72.32604998279106,48.83439613733096,109.57155058570407,D,-13.675601250317454,A,25.54442797656916,A,132.20665212307213,A,E,218.83735720741814,B,A,0
Yes,Jewish,E,D,-9.79790408340163,122.95428073235541,16.796142056975885,-8.445711788857379,A,-10.902493089186205,E,18.26014483281605,C,154.70500126613123,E,A,55.28674990137726,B,A,1
Veteran,Other,C,C,-118.28169870313477,77.10723000871008,-116.1807563118204,307.9120554313293,B,-216.78245131849638,C,-109.98137822374234,D,53.98794023776796,D,A,-13.480364824759139,C,A,1
Non-Veteran,Buddhist,E,B,-17.06739151930744,-44.5474660508578,-46.478246400815145,113.08674935523055,B,-78.57684773007175,A,-111.51189308373992,D,57.5460523161153,E,D,34.89879042379943,D,C,1
Veteran,Jewish,A,D,-18.776737072543746,203.99166534873143,56.11921586133576,49.85687129209714,D,-15.95572721295992,E,-179.68709559318236,A,-35.77763641857076,D,E,-232.62681610126012,A,E,0
Non-Veteran,Jewish,C,C,-43.17196700817226,-10.531805664244406,87.53152609285719,-44.10406325165007,D,59.12185651852301,B,43.283622893248136,E,0.285604944705815,C,C,149.7147471202299,A,D,1
No,Other,B,B,-37.825142083065884,78.63442055328098,1.5289240466952787,24.179721450210913,A,-149.62219492993984,D,-127.29040086363665,E,-16.25824631588294,A,C,6.902060762365466,B,A,1
Veteran,None,B,C,69.00301860740032,-4.612553448630715,-110.92343323460881,-16.90696279601701,B,20.30894399288207,D,-41.19138998867072,B,-224.2038883143397,D,B,-91.79652950329404,E,A,1
Non-Veteran,Jewish,E,E,-124.93988725551104,-23.76048866622591,-90.49675665391774,153.67441514275947,E,-6.00622428148667,A,53.74494589241863,E,54.31491057110832,D,D,2.4352616959054765,B,E,0
No,Jewish,A,A,248.53228016368055,-59.57643252047483,-67.26904790764353,199.37970550576844,B,66.06733000472555,E,117.24913433374078,B,1.7899513345325544,E,E,-241.1339795235719,B,E,1
No,Jewish,D,D,-158.87341113497905,33.05686746513257,-61.79511482189576,-52.32604207653028,C,81.0611072392167,C,103.03021563854766,C,98.0151013891041,E,E,-130.0623132751975,B,A,1
Veteran,Jewish,B,B,62.79605561290864,14.265389434639738,-20.584311520158906,-49.707331304795396,B,179.80565392372455,B,27.484225961326274,E,54.37886338081802,B,A,6.912433412951982,A,B,0
Yes,Other,A,C,-257.4090556479844,50.515545202622846,-37.176036998188934,-100.30699734410267,B,54.79770754509351,C,165.8872232015261,E,-5.958648246809733,C,B,57.769490581404135,C,C,1
Non-Veteran,Muslim,B,B,20.744630276877636,49.744403991128635,-36.38074546153222,-204.3603762668618,D,-112.83006021787041,D,-7.312660682617228,A,-200.8447617591751,A,C,18.80242860354497,E,C,0
No,Other,B,A,63.018792308912786,-61.103508581689766,39.507491790966576,-155.6264525867138,D,-4.317006880289421,C,-178.98809947838927,E,162.36804731352075,A,E,132.09522136997464,C,D,0
No,Other,C,E,-0.37076610697832846,-222.1997024829512,-26.457545075169087,-8.696649153127247,B,-113.55931641492836,C,-96.28968645499252,B,54.59512498192065,E,E,61.49972875838062,C,C,1
No,Other,A,B,45.56196361147503,4.097751641951107,75.74132454523996,13.247636003739252,E,-52.20181555071749,C,-83.003025015415,E,5.852418472120659,E,C,37.67336042264197,A,B,1
Veteran,Jewish,C,C,36.48241320202424,-107.83330854038526,-223.86899192432247,-17.280016423799317,D,65.2274947971557,E,141.23502122988972,C,-10.30471717329744,C,C,-4.913310985884761,D,D,0
Non-Veteran,None,A,A,-104.5638744957584,-57.125442028361164,55.35268713922123,95.5258627152044,A,45.677949508698354,E,35.74819100291025,A,85.73029034327969,E,A,165.99894641841914,A,E,0
Yes,Buddhist,C,B,-51.835205712511076,103.9570811596491,23.498077763825485,-166.62034432472905,D,107.63355684098637,C,-84.83230061460092,A,-25.998477436865002,C,C,-25.6700556370828,C,C,1
Veteran,Buddhist,B,A,71.60883520129467,68.25364037288591,51.81040997487939,39.79541015750005,E,96.99494748438308,A,-182.33223855216417,C,99.98412264896079,A,B,99.09630389195613,C,B,0
No,Hindu,B,A,8.385948173655553,-58.745961751824815,-36.01100081856693,-103.82598349397279,B,90.70869181575881,B,-217.7511141219664,A,-62.68887008626424,B,E,-26.515972597468252,B,A,1
Non-Veteran,Buddhist,B,A,-137.4355741228388,-286.66432519960136,-169.58522168147195,-34.639226845873274,E,21.27088254843734,B,58.61894896756592,D,-47.74912429024286,A,C,76.4387442213009,E,A,0
No,Jewish,A,E,56.55642009004016,-79.21528535566993,130.91291077865583,4.199900111953411,C,-133.01020773190925,C,-55.62695427048037,A,-122.67923000326803,D,D,-100.36385356100313,A,B,1
No,Buddhist,C,E,-127.73849107393632,-170.7117674326392,-114.89869452479154,-63.67204696339513,D,-42.736098638171946,C,-19.30277051277757,E,-16.80908199122698,B,D,18.911200014564216,D,C,1
Veteran,Buddhist,A,B,-144.0507095002128,20.411329756162736,-103.65238144329933,-32.289134280311934,D,-182.28868500126654,E,-26.71378172500579,A,170.79605009570022,E,B,-50.45413183513743,A,D,1
No,Other,B,E,51.04214197668738,166.412556161411,162.80443037927807,129.5720527234508,A,-137.70368841383106,D,-148.48948795539062,B,73.03440125733468,E,C,-63.413443536944115,C,C,0
Non-Veteran,None,A,C,-2.625780892346448,-2.631271430095843,-8.27671092378493,151.82345449420836,E,-126.68862487176122,C,98.09712127575105,A,8.622511679897833,D,A,118.3358784663403,E,B,1
Veteran,Buddhist,C,E,-178.24747349930507,-35.778744608185484,55.54192011159756,-73.57162854338966,D,-44.88541967009835,A,180.98724538742601,A,-12.198850923585052,A,E,74.95397311162414,C,A,0
Veteran,Buddhist,C,D,-167.28094537275584,-47.61393315824959,-118.7929744704069,60.87776108346059,A,33.88270501483737,B,-133.94599505269525,B,80.11814763408887,A,C,215.66035841641153,C,E,1
Non-Veteran,Christian,A,A,191.57115141942282,170.82027534416187,61.387352583844944,-76.85929379001436,B,-147.4230888767647,C,115.03185903678911,A,5.091455336359929,B,C,-153.86527000836182,A,D,1
Yes,Christian,C,D,10.331760049228535,11.994281747725827,105.10241971423243,143.29988199297782,E,-51.63141714605787,C,15.146149100700251,A,1.4758447048390806,C,E,75.53454871969674,D,E,0
Veteran,None,B,B,-19.765132357184445,126.09889815210214,40.38766704170691,91.65717416659723,D,129.93228758861846,A,-52.63004047557064,D,130.40568863059065,D,D,-243.07684770636078,B,C,0
No,Christian,B,D,-18.690675662453078,102.213238757661,-253.85798472129952,115.88725067800641,C,-101.98992803773712,E,244.3225042919493,C,-94.16237406381394,A,C,67.58736968105735,A,B,1
Yes,Christian,C,A,-68.80362640525072,144.51369258107974,80.69050614045726,34.64121478597267,B,-129.89122785609788,D,-17.09590145583387,B,20.521645465634737,D,E,-32.279063463851124,D,E,0
Non-Veteran,Buddhist,E,B,193.2279409236091,-41.40615049523518,-69.06989530158043,18.045753838325208,C,-131.55144815551614,B,168.43794839177255,E,-249.98236908688827,A,E,-7.156818023691988,A,C,0
Yes,Muslim,C,D,112.18725341735016,-55.9792184552678,7.027392773225386,159.02939454641745,C,-183.62694496645017,E,14.63998749281015,C,-58.55923162154052,C,A,19.678633655648255,B,B,1
No,None,B,C,33.90279578291296,7.6793960564766826,-43.623109061556406,-83.42385450508374,D,67.32846574457653,A,-110.37826651522677,E,127.9800049698273,B,C,-19.045501648975282,C,E,0
Veteran,Other,E,B,44.14914334057456,96.73627111861781,-26.698060951206653,55.88613171345136,A,-0.4442523237243311,A,153.84029707111642,B,30.32635166419907,C,A,78.92172915616845,E,B,0
No,Other,C,B,-246.6998128419057,78.08223332102337,15.528140683466289,298.19361608568755,E,-24.613796298292172,E,66.86264501530847,C,165.32051941974987,E,A,67.86557926518874,E,D,1
Yes,Jewish,E,C,72.20738411405388,106.41722430974838,-89.40635420257863,-201.33545412985922,A,85.62300353360042,C,-138.06281749922286,D,60.687666590262666,A,D,-44.8290761323234,A,B,0
Veteran,Buddhist,C,E,65.38021864712952,25.60945833470575,99.50902360367117,-30.184598159747967,D,-148.14100637873779,B,91.5512834512462,D,-78.80088202917518,D,A,-30.660874878861204,D,A,1
Veteran,Other,A,B,-201.88741275083206,-147.41146344812304,-46.26238838049412,-103.21468000992466,B,-43.727975498420705,E,-171.54315080296874,B,-4.281460509132809,B,B,42.11190808560504,C,A,0
No,Other,D,E,-375.0181672798351,-88.51481241490649,92.46954323010357,-55.14173579540037,B,-99.63880572096856,D,-41.675458624686286,A,-47.056505253823985,A,C,-55.759237388498796,B,B,1
Non-Veteran,None,D,B,-134.85049520290852,-83.53287962485744,-27.29884059020656,49.926315613744755,E,-94.61279720031156,D,-2.5577268559954374,B,-33.357902787506596,B,C,67.59969507219037,B,C,1
Yes,Muslim,C,C,-14.12138734842947,-148.6004568857289,-124.98750063216796,143.19238280138833,B,110.95124005603606,E,111.06262107791332,B,6.075761962270573,B,A,-72.98705514216326,A,B,1
Veteran,Hindu,E,C,13.926355014630495,-41.894957747718045,50.731125767449385,-150.05604103505468,E,86.07233992469261,A,6.781775951249506,C,49.91358425044494,A,B,91.07489517839767,D,B,1
Non-Veteran,Hindu,C,D,188.28230101562957,-78.01661424843999,-87.75443858930868,13.675842981482702,D,-15.196906396493773,A,2.1953634297952314,C,-0.2238585081266848,A,A,-27.320015757807337,A,C,0
Yes,Jewish,A,B,42.07261895756943,-83.01905562535647,98.56298602662206,26.07323075861356,E,-106.65526440900479,A,98.18351615128995,B,168.24995373130199,D,A,-74.11144796800083,D,C,0
Veteran,Hindu,E,A,43.63908175818392,40.32205386319762,-100.48782133490946,-182.3328046577722,A,75.99833105882665,D,36.377154242348695,E,64.36930338175755,A,B,59.58079078220923,D,C,0
Veteran,Other,B,A,78.6344787355514,10.3412151178372,-91.79852954588627,104.79298868266773,E,59.14300002996574,A,-12.012248268859869,C,25.147871967877126,B,E,-36.686697182761804,E,B,1
Non-Veteran,None,A,B,-62.977131406794804,-63.206826933201356,-118.24066919725857,60.11621765276425,D,-95.29160715577922,D,-197.21426582957477,A,55.118180325618894,B,E,66.52349508432287,A,E,1
Veteran,Hindu,A,D,23.96784341489048,-131.0214558340887,21.512889233515846,-31.495388201261697,D,54.93168399551326,D,-9.183584041924986,C,84.67066436449383,C,C,-19.563103894878033,A,A,1
Non-Veteran,None,D,C,94.49911074597772,68.60549816109447,124.08255541864368,-39.19408989441934,B,-119.20720146905495,E,-38.526914717149374,D,-21.84190047136059,A,D,43.66332150523219,B,E,1
Yes,Christian,A,A,-116.5231097589265,36.70284832467269,63.38541789665379,52.36235000333033,E,75.31242396966708,B,72.78980241569792,D,-51.59800633140323,B,E,40.40246299733872,A,C,1
Veteran,Buddhist,C,B,-45.44989104580541,-11.18668589524705,-60.249591606485666,76.9483112255681,E,228.3642983082799,A,-234.82667417195748,A,139.47077719296146,B,C,140.10502650704652,D,A,0
Non-Veteran,Christian,D,E,-212.4463712392766,138.29906831657692,40.211246123812685,-98.46574912821944,E,99.5737171101574,A,-3.5355624845658267,A,-11.421270025066613,D,D,20.84763201952158,A,E,0
Veteran,Other,A,E,-59.076139989203554,-96.39818803126623,-175.51563389522,116.33984077284107,C,-62.959766423804965,A,-37.098291821528754,B,-157.0409826143633,A,D,-30.13375852999675,C,D,0
Non-Veteran,Christian,C,E,-68.47270518236205,-50.975815052765626,80.04000474353167,78.45007176590813,B,-106.83134490452227,D,121.51259894758999,B,-196.3672502471095,A,A,67.38693460256972,D,B,0
Veteran,Other,E,C,-138.22355236157196,8.503195005943823,-65.59680369069298,-87.21618596884043,A,-87.97092480723401,D,-137.2814910583582,C,-165.1888590233836,C,B,-32.952981827859496,A,E,0
No,None,D,A,-29.903443280113258,-101.77070105500383,-51.92400088262828,184.08299323998583,D,118.79763641420229,D,65.28951743050297,C,144.72824499857404,C,B,-0.14935485347473215,A,A,1
Veteran,Hindu,E,B,-2.1895352929377045,87.70176409354094,116.3651571315937,7.560993967212331,A,-18.32270096134105,B,42.41582391751678,C,-86.54501925776418,B,E,-44.88459730327547,E,E,0
Yes,Muslim,B,D,106.69002570562994,-9.023889679687203,54.93594335985706,39.44772144947484,C,-176.9599966395755,B,-64.88188820353977,A,20.308679156257217,A,A,33.75372492930684,B,A,1
Non-Veteran,Hindu,C,C,129.52905215784045,-18.798217442911053,-125.52694637111999,233.79875000857865,B,236.4312831701351,D,-20.979987547487266,C,7.662506066176256,B,B,-154.78631630158077,A,A,0
Yes,Jewish,D,C,-114.69725501810335,-184.6892815465089,-46.94479270612988,-52.749559659565925,A,76.61238469039657,B,86.81326084738252,B,-106.6353042176193,C,A,34.327034336956494,A,C,1
Yes,Hindu,E,B,20.937165185624966,-35.18741732055857,236.92394124524495,108.70774017529281,A,71.37886454878985,A,62.504982840344326,C,-85.38590479698985,A,A,83.38117936870401,E,C,0
Non-Veteran,Muslim,E,D,-0.6069856976909725,126.85541813369905,-117.02342095801737,-63.39862835809817,E,78.70245099430686,A,30.72660828685879,B,-197.08561130728702,E,E,-5.513039733435542,D,D,1
Veteran,Muslim,C,C,30.95635264800565,76.05758391759481,-76.65147133116622,62.07791056816448,A,44.14735862399006,B,-33.62263891506315,B,73.93593004916418,A,D,-150.4486196463243,E,C,0
Yes,None,D,B,-36.04556714644491,-75.15744474032236,-3.9569480553709777,-114.77931236982464,B,7.711702782685016,D,-74.8931149990195,A,-105.31852769370747,B,C,8.276757626228706,D,A,1
Veteran,Jewish,D,D,-42.903819391603186,-11.262527952242603,10.654817554652604,-212.5609832574229,E,57.71926005432947,A,18.974141589202528,C,60.69089786364965,D,D,103.20781831366503,B,A,0
Non-Veteran,None,D,C,-29.39319352641109,16.79575393598382,-28.44054571184464,97.23479555538958,C,-236.41823725696005,D,157.57307971970664,E,7.284151389370129,C,D,-0.3165043846926299,A,C,0
No,Christian,C,C,50.233429258666206,162.16703329174862,-24.02954653931075,150.18099084671906,B,90.34044878199519,C,17.360447909073145,E,47.56462030970919,C,D,-84.36136128857673,C,E,1
Yes,None,C,A,-81.88669418598293,-353.3959013073885,191.1314116543754,82.52635782938717,C,-130.56406241066242,B,-224.64886763278255,E,-113.6383638633152,C,E,-48.380119505305125,B,D,0
Yes,Other,E,C,79.60001520105128,-101.7868488562564,126.05518642001519,-19.928505612593582,A,-57.63107256809834,D,65.2926256780389,A,137.2727362198181,C,C,94.8400480258015,E,B,1
No,Muslim,C,C,-5.156998439115997,-69.86641445845974,-57.42512507864488,-2.958730585914503,A,152.789205215715,D,76.42010579177447,D,22.62157767799457,E,B,-142.45965454922614,B,B,0
