marital_status,birth_year,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Single,92,Non-binary,-187.95102661056526,21.64750307483512,134.9102534414056,-95.78065219900958,-199.15185407862324,-159.99309082484766,-74.92260873478698,C,A,127.21352785536892,A,D,A,10.1965778757868,E,-73.27069889012107,B,0
Married,68,Male,87.63795554975047,120.62746430030997,-117.00643387865722,47.69658220483875,-172.10321142930474,-83.43148358032664,-103.92261988130656,B,D,-72.80697213653482,C,E,E,-62.61474536243453,E,-42.60399919150812,A,1
Single,78,Female,94.60859648290905,-94.83974397962645,-6.828412876544313,46.98562646086411,38.568545225282904,-47.50365388468427,-15.778687682020948,E,E,68.58420270710829,C,C,C,39.085230924156406,D,6.414934119207301,E,0
Single,35,Male,71.08775866101739,-4.2427569163719046,111.77612648547381,-28.70442319027431,91.30482354091224,-52.25996379205604,14.95200226017516,C,D,233.62099568882275,B,C,A,44.80638467457755,B,-131.70459560497233,E,0
Married,26,Male,-16.988870402475364,10.714803026499323,177.14204483653467,-96.04852947250326,144.18993773333153,-110.28689384966728,-45.84173316279655,A,B,-30.31427282997144,D,E,D,106.52960269855049,B,87.48961973200532,B,0
Single,21,Female,-117.4528955906763,12.345117732578315,-54.499811929339344,118.77612344202377,31.87158127916321,128.57890166411258,-67.02091696763695,D,E,-2.363703246782593,E,E,B,-87.16231245371259,D,-159.28927447029818,E,0
Single,28,M,-173.56026068882608,139.10316907049602,-5.611531069108741,12.86304037772622,-138.94783963293818,-35.574142072195855,-155.3222676970039,E,B,-131.71678754819175,E,B,D,88.66820600701038,B,-34.67434454741172,D,1
Married,27,Male,-90.39904820234473,0.38316033250597664,-103.98966103936438,-103.83366958386324,172.4465283798432,-11.714857669222388,88.57437363267489,D,E,52.00459384547145,A,D,B,-127.68558696079741,A,1.1679273630840363,C,1
Widowed,96,F,112.84016788774089,-62.64253156035329,129.3081344087598,-67.19384585674263,107.54650328321279,-88.10288399093088,-40.81026411051915,D,B,65.37514428423621,A,B,A,-129.73363658631342,E,-15.104770346661375,D,1
Single,74,Male,58.164857415695714,-130.98711032102756,30.51818761923734,77.73932326529803,2.204246928799192,88.00296890645005,78.9345524097115,A,E,34.934958673934204,B,D,A,74.67569719298814,E,20.651801049599015,D,1
Married,42,Female,16.213409569187412,43.587891996339536,84.51347877498321,98.96799868014088,123.96503329435713,-151.08570405850912,72.45847979901919,E,D,-221.99899165916466,C,D,E,-102.09501286705583,C,-47.02839426525924,C,1
Married,79,Male,-6.806808061705416,-100.28433719362921,31.40231296701483,-26.758115285626356,116.72401591224005,-115.45407605415403,-124.21675373715443,E,C,-7.065393510907987,B,A,C,123.88505762548274,E,-47.10327100261079,A,0
Widowed,33,Non-binary,-18.58396076878103,-26.810574397230408,8.56217388722186,73.6182897606075,-106.5521644665197,-91.35717456567338,-167.86830526207993,D,A,-36.4952464598555,C,C,A,28.82415273298188,B,-97.11583188989667,D,1
Divorced,31,Other,22.929041180523217,28.334756328410826,90.38884914238146,68.00150720108871,23.151721026131746,70.55222354830165,-22.485881938693748,B,D,58.37178273682567,A,A,C,-65.77058387596206,E,26.520152339938235,D,0
Married,75,Female,-91.7886966342058,49.77353250036523,53.468594201930884,58.881542814273566,-87.3980850576727,77.15045468555648,-48.0258999504638,A,D,22.150875656480114,B,E,B,56.55942378111178,E,-124.49519091563819,A,0
Single,88,Other,-124.98022765535954,21.265325594839332,-49.802127192371955,-186.16259477930305,12.532839760848008,104.72199910240789,-126.40228020395232,D,B,-105.60041007312775,E,D,C,74.81669328707669,B,-180.85589501305424,B,0
Widowed,63,M,-9.543192794163712,45.7109889514728,141.7636257043486,17.49629610810663,10.168240053949363,32.93835345131643,47.67338104292318,E,B,155.26291030959518,A,B,E,-18.17489369250939,A,-43.13764288446115,C,1
Single,35,Male,-17.568141206436167,-51.1577030478951,112.13926571912758,-80.9836155396661,29.825355945529193,-187.22186213175155,-66.12040326920045,D,B,-1.077221780126879,E,E,B,-161.92569706840803,D,131.8524413888347,A,0
Widowed,71,Other,-5.186847743229906,131.5170671460138,-126.9038280979134,-170.3686595350998,-62.19597237773357,-136.36234092444022,35.044346713917946,A,E,33.632890947716916,D,C,B,73.17367369329287,D,-25.09058351712931,A,0
Single,19,Non-binary,-76.89141846508267,-61.313682482205266,-39.845702853932124,41.4144081697834,52.5881385005759,-49.715714420733384,41.934585599148946,B,A,-71.81557563632379,A,A,B,29.38664169332131,B,-110.52375473596732,E,1
Divorced,86,Female,-211.72568697783652,-244.6410987668306,165.33310360580913,20.48175017045085,-119.3721366115051,-86.21827382096532,104.8350876089813,A,C,55.634412786894075,C,C,D,129.32400372344077,A,62.73430725102897,C,0
Divorced,53,Female,-6.014105578402897,6.091959340966933,1.1209662902929862,7.418727370843584,-62.73609240464604,-78.15698586368302,58.30341403659095,D,A,6.67404423406059,B,D,D,71.51083319619289,E,-54.71737839243649,E,1
Married,29,Male,69.47315700596289,-36.890881197763534,-218.65290378039583,16.333725518781193,-104.21301475353563,35.93602267526331,-103.0491433364348,B,D,2.113340956361212,D,A,D,-89.96579469375233,E,-13.01079439471771,B,1
Single,99,M,24.118178501248426,180.54417736139263,88.54136452125385,128.14315467136103,158.1679419295902,-43.050221059953294,143.65209798497511,D,A,-7.525531380582834,C,A,D,237.18455045206804,C,-44.928297817460574,A,0
Married,59,F,111.98880727164209,58.13467061925029,-17.327090443888498,121.3272683835245,-7.31583221331871,102.72573355283379,133.95427042979458,A,E,-88.0730965293838,D,B,A,-200.69836675714097,A,21.867991027200837,A,0
Single,50,Non-binary,-3.3298805616759584,112.14826956044976,-22.678646121775863,61.925012045786175,175.5184279524236,13.166864640031061,101.53089917698392,A,E,-58.281092857843234,A,D,A,123.43363473180804,A,17.24533012809566,C,1
Widowed,44,Other,11.925693337576877,86.55225100793632,-61.93585573128282,135.79976406696335,-228.5272558341018,-53.21917464148848,-59.688868024820394,B,D,-68.26790957384506,B,C,D,37.22750603014577,A,42.69873980853823,A,1
Single,76,Female,105.54421225809001,-98.00576672407568,-145.7039550485448,55.3189019895102,-11.189211265580298,-122.40633731266209,95.88069435422454,A,B,-1.33225278190732,E,D,A,111.47847427935767,B,-32.45967999374835,B,0
Single,38,Non-binary,-35.65979951341844,161.70514649533942,20.10853996322887,1.227085698426607,107.88641864105773,26.562811981830574,-26.918436845465177,E,E,63.22535766289696,E,C,B,-39.79462949838764,E,-35.517546397658435,C,1
Single,42,F,36.921608427803,31.518538904313072,42.78449903639941,-87.67369027080072,-142.55040267410016,-33.853814690438504,-36.658607305263686,D,E,78.61973792900471,B,C,E,-0.5215575213685508,B,88.04514812097776,E,0
Widowed,52,Non-binary,79.8773385091333,-189.01493214960058,-243.371213060273,19.512300057946366,26.004143884941417,-3.506029234387836,34.17084940031149,D,A,-52.31142687749267,C,E,E,-115.53623798702671,B,-68.24971560955969,A,1
Widowed,81,F,42.686325601454165,-146.1854565898156,12.256061152573475,51.363316998829355,-42.639419016401945,66.39682059035428,85.69881872587777,C,D,-82.9682599176358,D,E,B,74.30500998714048,D,106.6087292188502,E,1
Widowed,63,Female,-40.38816396259878,141.23006809694397,282.82068293187154,-78.87871151372146,-61.91757365298556,23.202710314588774,203.53444606868217,D,D,-82.14307538971872,B,C,E,151.32876732913792,A,-184.21452179070485,D,1
Widowed,82,Male,-61.76954436367799,-37.52134709288171,93.25821361379542,-143.03518192227983,-32.92761901558665,60.22400362092536,79.42075109183976,A,E,-47.12948025231095,E,A,B,-157.08080774789656,A,-204.7892497193965,D,1
Married,86,F,-168.64517899037128,-108.50900749575511,-95.84721898242194,-60.45398713365476,-99.90147343317868,191.85363259816265,87.07951487197441,D,C,-90.21375874580526,E,C,B,63.99060839477446,C,-118.27559080422671,C,0
Single,55,Male,-111.95521206808954,-77.70292131833749,70.0728097562518,-84.55815480380154,-142.82889719553543,-81.28029526787863,264.1382990493589,B,D,-106.18020746451991,C,A,D,-204.6291952327083,B,9.556549851839428,C,0
Single,25,Female,-13.82853938116759,-66.71860850355631,-31.261961524030667,-69.95494264187904,-83.38624930265503,-5.6395277540623425,203.79978034983907,B,D,-152.26756069683657,D,D,D,-29.07853163395539,D,228.53513144768004,D,0
Widowed,83,Male,-181.2799364075117,18.055842284885532,-237.0416758354236,-20.448702106271234,45.28107342763105,-162.99236864233703,-93.25876480973267,C,B,116.58810827930685,C,A,B,-162.70138750776678,C,30.385739371051812,A,1
Widowed,29,Female,31.36519150635041,-78.69408925740042,32.405348657773686,34.32185824388833,155.159948531861,-138.05180864228404,136.88554420133056,A,D,59.496156029316936,D,C,C,-135.1671915673762,B,-119.26611769836673,B,0
Married,92,M,24.361006101395734,62.07787827220963,-43.00275411214303,-7.000642217028365,61.30587881970676,220.32858694197918,-45.20513851988876,E,E,-66.38692815774611,C,E,E,-167.45524330380005,B,171.73257604950555,D,1
Divorced,97,M,-33.078472111404835,115.98800468305046,-45.59950418694313,199.08146516454468,131.99340290354291,-102.88318138715194,66.96464108130657,D,A,-22.187008434638976,A,A,E,-137.63843104925263,A,135.2467825589752,D,0
Single,98,Male,19.680452547198925,-53.81157168702199,-41.093703369174335,-74.31070073655012,-223.45451036934475,-195.58141596354267,177.13018597325032,E,D,99.17103756846373,E,B,C,-119.45267451154797,C,-254.12942043448527,B,1
Married,40,F,64.15409361126162,-121.13206472915977,-137.88879290602156,60.575697713321496,7.941245752618531,-163.12498065102713,-17.222804404467315,C,B,-27.218625050851347,A,C,A,143.36939660500124,D,-157.23970296041443,D,0
Widowed,24,Non-binary,-36.37706017469245,10.251618752073883,-31.925895314875568,82.98033549716627,-32.056741499917884,-80.34930189340132,-157.73555182875523,A,B,-89.30103771871664,E,C,B,-147.81257245254668,B,-127.59619922189067,B,0
Single,60,F,55.256099447563244,-26.388463257778483,21.3349004069264,6.998598123505863,125.56341852545646,109.76659340381654,90.18852377807185,C,C,70.62216473812035,E,B,D,19.543810427287116,D,-22.12501019701177,C,1
Widowed,32,M,-176.31736501707604,-200.83803836250692,158.7335730077795,-149.4141521724335,46.784632161808595,23.808722195584558,143.4027585225432,A,C,-21.99511232390438,E,C,A,170.2101469948931,C,-152.30622285009864,C,1
Widowed,63,M,-39.33727562090815,40.71297426478626,-188.259437704076,-127.71536046505392,74.35097985143405,-176.41362333552368,43.78195307294734,A,A,-169.83564311052783,C,C,B,137.845511946149,E,178.87959744874826,A,1
Single,95,Female,35.14661499560155,173.60411687373073,114.88021552299071,156.88836531231897,39.79888802805354,18.364071624550178,-122.62643226173684,E,D,-156.0645155679386,E,C,E,-173.00452271455418,E,33.84661029754292,B,0
Widowed,72,Male,-38.97760055811859,189.47367898600453,-26.351322820638508,-4.338220834946176,-33.69965845229601,-99.7430931651298,98.50636065580254,B,A,50.45930713516342,E,B,D,10.932577133850883,B,-36.30427078165078,B,0
Divorced,90,Male,64.05642172507437,166.95355348152208,73.59172164233547,29.93919561871396,27.645898745868074,45.97144658405058,-53.63797931892095,E,E,-197.41815123554463,D,A,E,-145.4914154408946,B,144.98943126421295,D,0
Divorced,34,Male,-46.405002553545934,88.55010608827033,67.79850961187528,169.96119274305676,7.656994989223947,190.9641758868645,157.3761403139554,D,D,-171.86929677080926,B,A,C,28.378140744288306,C,-96.40239666773826,A,1
Married,95,Male,-1.8662979778103876,-6.781095378738916,11.448847221750938,-19.377315177402593,1.3571736302063764,7.911882118390942,-4.499172026772507,C,D,-3.708849841817082,E,E,E,-119.98018507632136,D,-66.53958504106912,C,1
Widowed,43,Male,-68.51470508041228,-118.89208033883234,-21.867259621128905,-63.997030822551935,-119.70180422463372,-68.19731167282876,-90.05051150307443,C,D,-89.53045455039145,E,E,A,-30.2252497963288,B,4.002089522913041,A,1
Widowed,83,Female,-80.88882107624146,92.13759974468837,-75.35733574953214,-57.602391891506265,-175.50094640418808,29.17136783905389,118.67608173295822,C,C,55.86192805525149,B,A,D,3.74269872828185,E,-65.56822883050275,A,1
Divorced,58,F,5.8549501624962454,-229.69988160735073,-0.30105991811423216,60.7843862612496,-0.9538404043382178,-5.85053588018892,21.26590630389118,A,A,19.264117357291802,D,E,A,78.03875785519152,D,-195.44617208018127,D,1
Married,63,Female,114.24050391868981,69.8165163691431,86.47563845773949,34.64630459289568,-28.548200116898986,14.259062046906745,-197.85858093523464,D,D,-24.6788473266749,A,E,E,-104.95681859242885,B,82.7363303458144,B,1
Widowed,24,M,-103.0371870161233,-122.29760235403558,-58.35330156078686,27.94345510742307,9.541566441433206,-147.7088765870673,75.22631846699332,B,B,27.860056088818723,A,A,C,100.68086214525039,E,16.22653899949785,A,1
Married,60,F,-126.6838761626818,83.81086462536763,-3.744711855340642,-86.02788088387419,-30.69873221747298,-67.46492181265774,-34.14317889202238,B,E,6.555096590485954,A,B,E,54.84608024920236,D,53.17093228193583,C,0
Widowed,40,Male,113.06179470263456,5.580166665966114,-107.18955599524922,88.10355696686409,-173.97654180921919,35.14380858484121,9.685596243368488,D,D,37.140892634522885,E,D,A,-212.831642519108,E,-129.9106458055153,D,1
Single,71,Non-binary,67.61628131791373,-51.7698297200891,-44.02087908820897,41.114861352803125,8.307847868271482,86.3102577315382,63.26818529307889,A,A,-8.721951515790053,B,E,D,-137.66978065444673,C,84.57927609979944,D,0
Widowed,62,Male,30.6248715516482,101.67007613836738,23.012495861430917,172.22519850368866,28.2175550898227,-140.75929195093312,226.80639712513403,A,A,173.75819303374783,E,D,A,37.99840579114645,B,43.997740645407134,C,0
Single,29,Non-binary,-16.995507148590853,-29.827889318984628,-150.32147812871358,-234.7864880279922,-27.533907076022572,140.4468404598333,59.57765309064563,D,B,-166.08791257228705,A,A,B,43.13782131865141,A,28.859993618845103,B,1
Divorced,20,Non-binary,-8.954769408483802,-23.131324586975925,-30.503180255528235,-112.60406438834336,133.87496971470824,122.94544734789865,-42.203762980807724,C,C,73.6022748534942,E,E,A,64.16634742629226,E,-45.369023985140686,C,0
Divorced,76,F,-30.935557939915252,-319.5605589209283,149.91090863814517,-33.11066640914094,-135.48632860051814,-136.09746821177256,-14.90548657841338,B,B,-96.89191816348382,D,D,D,36.94001642403054,C,145.77409820577736,B,1
Married,84,Other,-161.4539043104039,155.51201851114277,-9.150719785638934,20.89969604871038,67.3243137456627,-66.14294463652864,140.25162438532334,E,D,118.32205718668271,C,B,D,-22.92602647872866,B,10.555531169520037,A,0
Widowed,84,Other,-154.3751306522696,-38.09355143204184,-41.37945418817917,34.08019222514348,5.737770277366456,9.832251250542356,16.741214335513046,B,E,70.08833353889828,A,C,D,-46.55169108870225,C,-47.137446933730615,E,1
Divorced,53,Other,-48.8848079081102,39.04782007780444,109.88520714576815,-115.60003671832375,29.385670723453376,71.73947989187562,109.58373567069526,C,D,8.693260818985795,B,C,A,-86.62480576255042,E,-72.40615796372052,A,0
Widowed,61,F,-45.94861426183842,96.66710770189174,-44.05967394043995,229.36858177616634,-17.38739108880371,-203.10896923761646,60.39039660930992,E,B,18.585242062711334,E,C,B,34.402053295914655,B,5.363479741224042,A,0
Married,41,F,23.50227381476082,-65.97791184894243,146.76074239965052,-31.447023210186476,39.64170955859092,-86.75160394882543,120.17040676587266,C,B,48.4949241985892,B,C,B,-96.97785870164215,E,-100.1362647015902,E,0
Widowed,55,Female,70.22422360199732,48.529916471172214,170.8426553056355,-0.24755881091563578,110.68132777080311,84.60600493212463,75.53307770999852,A,B,-44.23902767173244,A,A,D,83.0011764727189,E,-174.24625719794955,A,0
Single,67,Female,122.60770531018737,80.22391058435572,19.52938253198701,-134.70307518919503,-73.36100204124169,-107.55413688253495,-174.97960345005274,B,B,-129.41714595948957,D,D,D,-195.67588205935843,A,-86.41524818762323,E,0
Married,71,Other,47.517578121978985,-70.95471452680518,130.54476728456743,26.71786390254865,-68.27320676480589,50.69869682832198,-149.46357576720897,C,C,-61.816353047863316,E,E,B,98.92279237270864,D,-75.55434669523665,A,1
Single,78,M,-20.70571188129372,-19.23500024673047,-9.948658323832328,-155.3711703702054,40.39823689906012,-72.70704549128847,41.08568077850441,D,D,18.756291294547765,A,B,C,7.683443311171752,C,-84.52275307850748,A,0
Divorced,88,Other,-10.523386765177843,14.765098053082234,-136.2472797318833,10.516956190608855,-91.98258734334735,44.76557175996373,207.60299416125793,D,D,21.16299888527691,B,B,B,103.35642684134403,E,35.940765834563436,C,0
Married,82,F,-146.04313040485636,13.506059945338992,-77.43671338281565,-153.076054291091,4.869614427103089,3.6287903485122555,44.59219149897799,D,B,-1.438334890548569,E,D,A,-132.51227264458768,A,-87.45585196584211,B,1
Married,71,F,-44.59066263773043,-20.19399779493237,83.3449438510003,104.26077802986735,20.01104936603537,-55.478281675625965,20.374164317442794,C,C,21.705863956290074,D,D,C,114.62413723768745,A,8.663828021649076,D,1
Single,43,F,54.30368359566352,49.43519820634821,28.791256290012207,-221.4679802343146,-60.18997890339273,66.90666404767313,-8.699563964563895,A,D,184.26945358960802,A,A,D,-67.06218191726238,A,-167.48272950370037,E,0
Single,30,Non-binary,82.35634267418138,1.0361749684594534,107.19623469459707,91.43018849710664,61.66335619452587,-39.21267879487773,1.1284610422573575,E,C,163.02411874327947,A,E,C,-63.2804649821208,D,48.29273785614349,D,0
Single,75,M,-7.891512006060649,-51.571752653577555,125.12580354788676,-114.76333019109629,-114.29338440600812,-61.32214167222675,-49.72840525161476,D,E,-87.31588124934405,D,A,A,-47.76654750526735,B,28.809987090165475,B,1
Single,42,Non-binary,48.911105619901676,125.28288591424467,38.01180255170786,-49.089912574577276,166.50780712660747,186.66965267744413,-28.049047749534335,E,C,-39.45170542809354,C,C,E,-70.45600624059225,E,52.42142785180318,B,1
Single,73,M,-13.65007767981988,-25.99988138212513,25.02706439099788,-70.09667883234928,-47.20629214112716,-86.14826356956185,-138.84290811242127,D,D,7.728513299350549,B,A,C,-25.017167064737706,E,34.395468079764655,C,1
Divorced,91,Male,7.949816319688706,50.23775453449245,6.749506536225174,-116.67821583709073,128.67886773470858,147.46284429622133,-31.1847710281786,D,B,-89.01066848023409,A,E,A,96.85590953173657,B,130.7315040853954,E,0
Widowed,99,F,-29.388166724830423,102.51453904100447,37.35470033184315,-40.413275790169756,-23.381008854863676,103.98487852932385,-102.62987169579544,B,B,-38.848145385507976,A,C,B,-102.35837678519513,B,207.9840479660155,D,0
Widowed,35,F,-84.3817870325579,19.555032420378968,160.83325611732909,-4.512468129036652,90.11431435970646,67.96750564416978,20.508886345603457,E,D,-97.70849367219391,D,D,E,-129.74656220264862,E,22.218687800382337,B,0
Divorced,38,F,198.55787241960604,-200.24036189731177,-35.89939809177191,-40.50334370138779,12.121913865087258,39.52191205599052,-128.7175063072022,B,D,71.58634197757405,E,A,B,-162.96396734459137,C,-20.129547000706637,E,1
Divorced,41,M,60.75486763762375,-273.9099393872455,-1.8139819875813683,-58.205615835173106,-130.69684853348144,17.962543876171473,-110.12295529652513,E,B,9.486353412247711,D,D,A,-166.44661988349065,E,6.75645294994463,E,0
Widowed,74,F,-19.499456897955294,56.76477676705372,-4.325796746943894,-58.710727604690604,26.012679663417742,25.41126046829021,-58.89679208540558,E,E,-1.1134857613926874,C,C,D,32.77487417053512,C,-7.185622925323928,C,0
Widowed,69,Female,-3.1637921824378057,-76.54808074401348,198.12008764197168,-25.67888883843768,-33.535180046825516,-136.55966880808478,4.015223246732518,D,A,185.37901270349087,B,A,E,285.88929732574024,C,-79.68359554910947,B,0
Widowed,92,Non-binary,-91.05470518592435,107.86648109893082,11.424441948088553,162.93158291313898,-97.55504736587362,189.81352967918565,92.12885188748568,D,A,-18.172741050435075,D,C,C,-23.992921155042872,D,97.6767252769878,E,1
Divorced,75,Non-binary,128.7748360763486,19.50179770014094,-61.57526921680476,95.98366945751098,84.08623807887302,-31.15157032597337,-144.72924183586483,D,A,166.1976423275336,C,D,B,15.704590980192428,D,-69.75990158667183,A,0
Single,80,Non-binary,-71.49333058881166,89.79536594314862,184.39650986242714,-110.82027327079298,-124.52087317459338,-110.15067374875885,-68.11847558232782,C,C,4.95884227922469,B,E,B,-44.24454427555361,B,79.14187576444792,D,1
Widowed,92,F,40.19536316625006,-99.15752904144239,-66.01353374459948,-72.31922274694429,-37.141557768257655,-22.609896972605206,59.09903646420427,A,B,236.65413705240752,D,E,B,23.415925777888905,D,28.850845429046647,D,0
Divorced,31,Male,-192.56755282550463,-57.15957886334433,117.0282408993437,-79.72994428057856,-60.45443473459954,75.09776657247795,81.30790027436782,C,B,21.53400491231769,D,E,C,-0.13190616209700273,C,154.21606571485583,E,0
Widowed,87,Other,32.34635255130386,55.37206072731182,94.91564625033193,-13.145230784698214,93.61426861580384,7.454748055104882,73.33199242890458,B,D,-68.58089023834741,C,E,B,213.44809865580007,A,18.785055511064876,B,0
Widowed,62,Other,-227.7975555968397,-98.26149614095078,87.34610700369169,-14.273339348012914,-55.533835979762316,-109.88979731755796,79.82842874475834,E,A,105.77403266966998,A,E,B,-115.34195450884948,D,-27.929842875050976,C,1
Single,71,Male,-90.90238752356714,63.30696666848908,-38.00046817501009,18.15837796625494,-116.60296943490324,12.545412280120019,-0.19282564511969844,C,A,66.95739756945575,B,E,B,-133.83881410176667,B,-39.153299895943,D,1
Divorced,26,M,78.14351982360603,8.815778953836082,52.68046920400141,36.94355877094459,-156.4489371181995,18.581054508813903,38.29123881158039,E,A,37.4600008182936,E,A,A,-40.77391515458755,D,0.03804604061288606,C,0
Single,68,Other,122.39337832424033,-32.073267834749245,-214.89811492669952,179.94623945638483,-70.76362753331514,-125.20874032160438,67.87070482883556,E,B,-50.25384868981014,B,C,D,-24.221793584549097,A,3.305191967635765,C,0
Divorced,68,Non-binary,-281.52058525048915,-55.97131240528843,124.98072623410559,88.91144364366001,11.104610271759286,116.884019798957,54.306556989773135,B,A,-47.69852594680249,E,A,A,133.1375054610751,E,-64.07786735441469,B,0
Widowed,24,Other,63.1088207474715,-40.01396662204322,-26.935232511929225,99.43661114671924,53.88226854412245,-221.56866078269587,84.66160924970438,C,C,-60.55131344976026,B,B,D,-74.75823154180452,E,-8.621406478750949,E,0
Married,63,M,0.8574881276338696,16.043996406363924,-145.79498677108086,133.03484511286393,-20.149051888253236,111.04116563075428,136.11174745814424,E,C,-55.30901236836896,E,C,B,-32.290273947771425,D,-151.6350275452346,E,0
Divorced,78,Non-binary,-115.27782237939405,-63.35395294646814,-54.09565964902055,-95.24304881266549,-77.58787539259203,123.73745374046001,74.73348344870668,E,D,-131.69385068977587,D,C,E,-23.347802128908786,E,36.64336673242293,B,0
Divorced,43,Non-binary,97.54519410607662,148.2140930606496,-80.44946501663063,-36.94233955854164,-83.49303393053843,-185.73934998533642,-131.0555985483298,E,E,206.15144596326655,E,A,B,131.9222489867966,A,-88.64767174190494,A,0
Married,84,Male,44.39994619743487,-12.102543459381193,-188.8551368452267,-101.09397960330237,47.07289897341915,-236.8567770945153,90.80056355688984,C,A,21.203166021228967,C,B,A,124.08195156149293,C,-210.06462704178963,B,1
Single,63,Female,-22.56169662214995,81.90112348121673,-45.64761966445412,-194.76509700100252,191.05065087484422,85.08653033886768,28.128218511931653,A,D,103.28876310919031,C,B,C,-43.76508724899916,D,-175.60268391637825,D,0
Single,84,Non-binary,8.91904039473528,4.669787306489441,5.8314117833675985,-78.85523217439338,83.67596795471988,-66.44512588536885,-33.9136069077052,C,D,72.42889601227492,C,D,E,138.70407917382624,C,-92.52728230242779,E,0
Divorced,62,Other,98.51456820466696,-84.62925056099019,-124.17798372467324,-91.40096810452198,7.408274129973642,-58.7814640917222,-72.39628767573232,B,B,89.23050882153085,A,E,D,-95.9003115217237,B,-158.58766110468795,D,0
Widowed,61,Male,49.265104523146135,162.68766050853174,104.22687549918112,139.20440868764973,-170.86659740002963,131.9886762517453,-134.01291185031778,C,E,72.69331789896893,A,D,D,14.434184822861646,D,134.24780733404654,E,0
Widowed,28,Other,-81.5653070295744,87.82803213015487,-17.922595591276316,-4.06265812751703,-152.27824896300373,-92.87431033914642,-157.89888950714203,D,C,-57.63505509871927,C,D,A,67.90896488097194,C,140.4924121889002,D,1
Married,45,F,83.72716072234067,-95.52596498049579,-145.81308859205106,92.74346819337026,10.728141831343473,-2.6429979606965226,-9.775402068612578,A,C,-58.10728314397756,C,E,A,85.81421654913856,B,26.269668224922004,C,1
Widowed,88,Female,-147.8269025291292,-108.37375980432142,-39.03571867872249,-75.91897951053024,-6.847378841318538,130.89241118519124,-161.3118622189612,C,B,-1.9288949731954583,C,D,B,-16.18549409790078,E,-117.58808739269777,D,1
Divorced,84,Female,-99.43602593816256,188.68907432645747,-65.326133546914,157.52598213741135,80.40054826453652,74.18603861906999,-238.16674633699333,B,D,-70.56499850909074,A,C,E,-107.80854211346673,D,35.707207924912474,C,1
Widowed,99,M,-5.108287049698985,59.36743304498373,-245.19741192547997,34.60046752008652,-65.86544889327314,-44.728341995906526,-12.759033595857922,A,E,110.14451051792858,C,A,E,82.67900491218786,C,83.21981604937478,C,1
Married,26,Female,19.138465084453408,44.64907175963212,-102.61598929112583,73.58894447300732,117.92742498882083,-113.9560949839921,18.28251501617437,D,E,-108.44974523748854,E,D,C,36.70942215723322,C,-41.58788554382751,D,0
Divorced,32,Male,-14.086486212173874,90.45716435493809,-13.519188047870726,-18.13291172644685,36.949865486475076,190.4330483701566,76.78007368232566,A,E,129.47768256159546,B,A,D,-18.843748281460158,C,20.45221301282058,B,0
Married,53,Female,58.29280910694622,-22.82090211831739,11.168886401503347,34.31915506494235,-70.09603643516179,-28.695360057432197,52.974016217062626,C,D,68.24609769071469,B,E,D,-21.101727045156753,C,28.805467526863303,A,1
Widowed,57,M,85.92889921185296,-155.9573879684523,19.27719692776037,-155.30470360416072,16.363995300959562,-131.61520382304585,124.9968239134396,B,A,-145.4284614536891,E,E,D,77.73130388655478,D,-46.45800633859992,D,0
Single,62,Female,99.46341173216094,-0.0406717768381023,155.94218518452115,90.34894173099228,97.62860949344746,70.90858373036268,72.85705684159709,B,E,-47.51270633347491,D,C,A,47.67110488100931,D,-45.57217136641487,A,1
Divorced,54,Other,-28.18274015189518,-40.02369329016028,46.65458383563623,-82.71525957365155,-143.08374088731532,270.8124157000538,85.54098160466934,C,D,-79.13396142282204,D,C,E,-53.85380442918565,D,-179.9283640083825,B,1
Single,51,Other,-87.185043193498,-18.56655214976526,6.8550789314047815,34.65943675006391,267.30250093676113,97.911722104959,13.881047334910654,A,B,-35.16059812646407,D,A,B,-226.34848457310838,C,-63.809074636486116,C,1
Divorced,21,M,137.6806724239124,-240.89159299738472,-294.60056367866815,-52.47006537091813,-27.046917211136503,36.78504259437797,9.94874106533219,A,E,-84.78805587582174,E,B,E,-83.22098037772479,A,-19.518339218126272,D,1
Single,95,F,-261.43977873126613,29.963283921403722,77.53397305299295,16.064295949465556,-24.869355737705536,-86.0774012455277,-29.1077943396986,C,C,-108.28445579847099,E,E,A,18.46287297223623,D,7.414656427191179,B,1
Single,74,M,115.75709262684444,263.622230215309,192.0176502051353,-167.13653079003242,-31.404100592435196,-16.936540515792238,122.85247398144952,E,D,-120.78947017051176,B,D,E,-216.69630262301044,C,-123.60071223318776,E,0
Single,24,Female,99.84603301830968,-68.30600469106511,92.4162584664887,147.66550726357846,-15.69776935011011,-236.79451738900843,-58.894131077486655,E,E,135.92451372705457,D,B,A,-40.34984524103451,E,55.62098885960028,D,0
Widowed,27,Male,-43.98002224528531,73.58403881143194,-113.86747839362347,41.65682150080314,31.480149132914136,97.25668801837567,73.1991206528892,C,D,-61.91280445892426,D,C,E,13.345686483515543,A,-18.435128372867677,A,0
