SEX,sexual_orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Male,Heterosexual,E,47.65536008381116,C,0.1861756175134643,-23.25753981662269,17.27930909319228,-1.360280332869111,0
Male,Homosexual,E,-36.11487856831487,E,-28.874752100905894,-128.35686514352992,210.7957512013889,-37.46165409872873,1
Other,Other,C,68.73850075654217,B,-122.99985123285124,12.74156087139103,-103.24554839859195,117.80638860088615,1
Other,Other,B,-35.85098272492983,B,-54.412102946633155,32.130702378076506,52.58274126190212,59.39562590135059,0
Female,Other,B,-106.9044979546262,A,22.357201943967155,-170.9237679350666,13.96740253232291,132.31457979330256,1
Other,Heterosexual,B,-75.73827363226334,B,177.98582273792996,-55.92558182958227,193.63757826532535,57.94324513408887,0
Other,Other,C,24.164957807426664,C,44.8023991887403,6.17016981417678,-52.12955131216246,-282.26123541883476,0
Female,Heterosexual,C,-35.34024829676122,C,264.64898782414036,-23.172277570000354,-79.70162152800549,152.26524723382605,1
F,Other,A,147.6469782920849,D,-41.83582219558944,-32.91146283336187,11.967771246513417,138.02943272358505,1
Other,Bisexual,C,30.748548852300434,E,6.682169013184737,-169.6016228966981,-131.00745229430743,35.20234355433133,1
Non-binary,Homosexual,D,-46.151165324417306,D,-41.41773523241069,-90.08190430368208,109.59107642366371,-30.14809635861041,1
M,Bisexual,C,30.491495701032072,B,236.46755871585964,-114.77761393725878,-3.0863674151738953,11.818416957436792,1
Non-binary,Bisexual,A,129.04548511688847,A,45.179840202136745,-57.49265029385639,-28.18105335915746,69.46089282703458,0
F,Heterosexual,C,124.2875977927905,C,-130.1955467308821,151.19997726812034,-80.37362135666788,-61.24940972821082,0
Non-binary,Heterosexual,C,9.402295113813366,E,-22.662794143704232,83.82452592913661,90.95284745504985,-33.86656019534157,1
Non-binary,Other,C,214.13905738270594,E,-20.191368762816065,-100.89971418526855,-146.57677011450244,171.04442484711115,1
M,Heterosexual,D,82.75871671921266,E,49.970200363545345,-74.33333678463538,37.03018435467808,89.71650718990132,0
M,Other,B,63.73095935954235,C,243.85938947555667,-104.68881619258521,-137.24410865594018,27.95399308398414,0
Non-binary,Bisexual,C,4.329698293964927,E,79.43662194705017,5.398943229431609,-61.34704946136592,-145.36058376902338,1
Female,Other,E,-36.92028066444695,D,137.4463367892588,-6.551674971120892,-155.16938183714944,-188.44353805477317,1
F,Bisexual,A,-134.98646051136126,B,97.1979358763262,37.85462834200352,49.98538976805561,-24.401172880662088,0
Other,Bisexual,D,-89.65439793333604,A,74.14059815894059,-9.786517816232818,-140.60514778133145,72.47870316716282,0
M,Homosexual,B,-100.78141138990205,B,-44.40986846658313,-13.290249288297915,26.086900957559767,-26.978066062267814,0
Other,Homosexual,E,73.22809812450068,D,-101.77927978946167,76.09280380660303,128.81778817208513,27.12541530958539,1
Other,Heterosexual,A,-32.0676666452331,C,61.27657078035406,-112.83386285027228,-32.40812787136103,92.76472204482307,0
Non-binary,Heterosexual,D,152.59538536295995,E,66.42320307099533,-65.64458809351373,-9.360126806618672,-49.03856517158209,0
M,Homosexual,D,44.265042430788895,D,0.5215956696436296,76.15741883928287,-77.41977464913532,-105.7682903517481,0
Male,Other,E,29.076121135509787,D,-140.49757052062864,-46.142643516316674,87.89704537402952,54.62125081669308,0
M,Bisexual,C,148.18063724457426,A,15.431020257378972,-70.16236004186517,61.565751047984364,129.55257911943602,0
Male,Heterosexual,C,80.83812910017943,E,86.57222391310725,40.57228312341652,-33.74557017598354,61.3920806069826,1
M,Heterosexual,D,238.48618528116327,C,-127.51859235054783,-42.857396024587906,-4.7836560237912495,-167.71866806072538,0
Female,Heterosexual,A,7.649965476964563,D,-6.311676559051051,-8.782185416025062,131.7496556649607,-83.97109140840054,1
Other,Other,B,-11.70380937430537,C,151.37004061660167,-148.9926275713029,-43.98437788321743,105.09681311660061,0
Male,Homosexual,B,-58.03325923250493,C,-194.0717468813395,78.54553666156824,-70.91514714692458,36.5910478592612,1
Female,Homosexual,C,-93.86039132498425,A,16.817584352822077,-10.854936557777679,-31.08674536814814,43.51422120072897,0
F,Heterosexual,B,-175.31341752078623,D,-145.80618582039799,-6.1582255433556,100.25632390463481,-53.96775072861432,1
Male,Other,C,133.33209445714795,D,-165.23061992265556,-55.57014987054346,-145.4944386012551,51.81915720278556,0
Male,Homosexual,C,11.43557557642251,A,67.2041149579227,-147.39423031042008,55.41342012595171,-191.33390371420543,0
Other,Other,A,25.687902203094097,B,40.72656098661053,-85.72725453446554,52.77931577587056,94.81027135033754,1
M,Heterosexual,E,-55.95996194675001,B,42.9820386951233,-193.12316442334458,24.46561847453325,-44.054821933395985,1
M,Bisexual,C,-176.10142946740882,B,96.16887680923254,72.19155031781025,97.82978660590508,105.86599807387695,0
M,Other,B,89.96210032101746,C,-3.994339883470376,2.6661668112791745,-49.24542782803493,-92.84561091508631,0
Non-binary,Homosexual,B,-75.74059069913983,A,-54.74158687206875,-213.59894043726362,-122.36351884822044,40.808547675182645,0
Female,Heterosexual,B,129.06818970133972,D,64.99480456857998,10.256918919064466,-154.76190338592482,31.521436177561373,0
Non-binary,Bisexual,C,-84.10845000371494,A,0.19340019856177937,10.046710004088204,36.75613571410617,-21.814428505518187,1
F,Other,B,86.87531214432383,C,15.05077429876537,115.17585575184785,-13.473102604899195,106.84260183445437,1
M,Bisexual,D,108.7050072973878,E,-81.39141719576492,82.3472831029754,46.26012339844039,23.669266207233267,0
Other,Other,B,-48.89659009671517,E,23.697899234069492,-30.534495619906682,-65.53497491951367,71.92966946357035,0
Male,Heterosexual,B,17.008943570943714,A,104.06689557150222,-56.841767867175385,116.03279055969853,-93.209166493101,1
M,Homosexual,D,67.04719771321027,E,-17.888485964478768,-231.50811803267447,44.831262145672696,74.47848077182783,1
Other,Heterosexual,A,-101.24915632807037,A,257.0749885066664,113.50684596374039,-7.015301031765262,-86.47569295430053,0
Male,Homosexual,A,-99.0188478343756,A,96.62805077937533,8.261067563188854,19.016120067145124,-76.63077340471165,0
Female,Other,C,-1.6528452732452872,E,74.10271636386602,-200.32926320812544,-15.701543121114286,11.837996815473277,0
Male,Other,E,14.120993178753805,C,-167.8648536634561,-10.677317221253322,-32.66665482314143,141.9039879121674,1
Male,Homosexual,C,-9.033365003318849,D,-171.82532499017387,-45.89300768772628,96.50133735781347,-17.229003854325946,0
Male,Homosexual,C,164.7330080464607,B,60.25721545650309,19.576102598778547,44.909201200954065,-118.59074693312405,1
Other,Heterosexual,D,158.1037939532733,B,95.4068147428123,22.398591507450973,-160.09162373317852,130.53656425063465,0
Non-binary,Homosexual,B,-128.16068170492588,D,-50.81368002360864,-10.91249119691044,-17.757607414256306,-34.254008878053085,0
M,Bisexual,A,-23.85609501345665,E,22.731541366957636,53.04945908139391,174.38577733996647,50.707279104643156,0
F,Other,D,-91.34711052938677,A,-45.3478261235068,-35.46586726662954,20.660872271922997,-11.72690077977835,0
Female,Other,E,56.7208477892839,C,140.84877963848226,229.72751620753317,-38.99732804323997,93.45923683628071,0
Female,Other,A,-110.87412477957952,C,-179.6205724114092,-8.428416078596834,39.40814846026835,164.65955063950176,1
M,Bisexual,C,28.76350216261389,E,-58.79638786022958,127.33721245195792,47.587240188414306,-73.15778887054533,0
Other,Heterosexual,E,-149.16132870026405,E,145.8711805855566,-141.29400737720928,-8.30591107591984,139.82010047372174,0
F,Homosexual,A,-30.716724431548332,B,32.704309411491245,39.9417073956253,-39.68671129140419,130.83358631308272,1
M,Homosexual,C,226.46807340504682,E,51.12393989374306,-26.58386865980796,77.61041950204864,63.32988538336931,1
Female,Bisexual,A,-47.69404987001181,E,77.44577943901274,-18.11011385009241,39.28387513699922,-80.93807399424233,0
Other,Homosexual,C,-121.13307761317196,E,-184.8444574753834,-8.991083062570363,-42.80947139478486,-39.21105408043065,1
F,Other,D,-119.12520836585074,E,-26.214941535422987,10.402705038865127,-71.47497126436367,-33.77396770532664,0
Male,Bisexual,C,60.02464023720589,C,-220.44439758678715,33.84794447288616,15.879047227432286,56.49435706051015,1
Other,Homosexual,B,10.072749772374253,B,50.024725317122545,110.59640193042719,22.086769314411196,-67.69619264753992,1
Other,Bisexual,E,-11.99780202329214,B,76.62347248278671,-89.67329743772659,-62.34183420760584,-110.07149370947782,0
Female,Heterosexual,B,85.68566238573861,A,-117.9721573446709,72.55035534926222,-13.31229962756616,-26.869894640167086,1
Female,Other,B,-133.87494718654273,E,-5.677728596032161,74.40637234583048,-74.72994702661109,39.453806287747206,0
Other,Other,C,69.9513373138676,D,-169.6653503842301,-14.695299341173865,-85.88897797140407,83.02490116987792,0
M,Homosexual,B,-180.45108315152638,E,0.6784394650368619,12.523172127086344,-36.69332470414369,-41.07804597816064,0
F,Homosexual,C,168.6941980155722,A,-134.0877323558698,-79.18573038198174,61.73028956842924,-105.12469341774823,1
Other,Homosexual,D,11.493712903519551,B,-37.96036221832524,119.74989596121952,-137.01395974690493,7.139797815183092,0
Other,Other,E,-68.13296191237569,E,-18.095577430713877,232.48351536223387,91.45593215346254,85.10963599006456,1
Female,Heterosexual,D,-0.5684549876768648,A,-142.43449691246062,290.47846055145476,-234.1837475415035,-17.59484878639028,1
Other,Bisexual,D,-57.64706721134035,D,159.06100134981128,-128.05009427366045,6.198293766429613,128.17216196944773,1
Other,Bisexual,D,-12.12208143077266,B,88.0594717217897,38.921071368970736,-62.687891718639946,40.42873145057108,0
M,Other,E,72.26938199756438,C,-35.082448802066565,-6.273013295274335,-27.654848872472332,145.7913604409736,1
F,Bisexual,C,-58.01421910469878,A,94.73846321668911,267.0475924573251,104.9589717502559,-13.996374877802834,0
M,Homosexual,C,-74.52393299448421,B,81.60976173368469,-98.00178264668115,-35.8759915148011,11.86209381121453,1
F,Bisexual,E,-76.4429565954363,B,83.15528031180865,103.32803984897927,-47.813697548084406,-48.18910364683959,0
Female,Other,B,87.25207980916947,A,101.04287390301332,-67.29140134224323,25.314192035387865,110.29060916216238,1
Other,Heterosexual,D,-31.059436196048036,D,-14.987457705708415,-206.9046471614879,84.71862289508051,-148.52088384749052,1
Other,Heterosexual,B,29.712607556346182,A,-25.59011218434343,-18.077195920507954,-9.2939161793132,210.36093205301145,0
Non-binary,Other,A,-15.230688740429416,C,-119.9429150163647,-95.9437242594269,57.35862815320269,-103.54652529619437,1
Non-binary,Bisexual,C,97.95002154719002,A,67.72845664490916,-97.40603865801368,65.97561952749281,-62.72055887921493,0
F,Other,A,-26.07138438195113,A,15.438298378106916,111.32685689831123,-162.0383904251134,-144.92035866463945,1
Other,Bisexual,A,5.764287789109914,C,4.52930885512728,95.85092625902676,61.20789501327704,86.28818827710292,0
Non-binary,Bisexual,C,88.3413245105477,E,-2.222248393553799,134.6526216643612,-190.4505698287579,-73.20540331002763,0
Male,Homosexual,B,-74.05468983143834,B,138.65262562198814,5.403892099221288,1.5495505753959387,47.67767959431601,0
F,Homosexual,D,54.992483290430435,A,-22.891846216649785,260.36626871397465,233.12161855902679,49.20544494382363,0
Male,Other,E,127.19722404502498,E,19.868847337854337,-61.71386883390924,118.12915166288644,-0.33617524445981206,0
Male,Other,E,23.23089534202777,B,55.29800659002774,17.396106872653164,-98.89034237851239,-269.60855145592234,0
Female,Bisexual,E,2.3095555250506,C,6.276345333766615,42.87820486461694,52.43953460752094,-48.00971773582565,1
M,Bisexual,A,-48.70479049830346,C,162.6852304722149,162.7206549283842,-113.7652968076732,160.8869061464662,1
F,Other,B,-17.370155227431773,E,115.48422078259158,-61.29561693685379,67.64035051571538,67.77094580402861,1
Female,Other,D,-105.23410313706924,E,25.91084901296642,28.97640348367426,-49.752716385430254,36.09533927197418,0
Female,Homosexual,D,118.20569022363574,D,-88.26628439970999,-16.4447967574243,-213.67544862609415,-63.17171130397477,1
Other,Bisexual,A,83.11511847673026,A,12.589207664590615,115.04441308555928,-95.35894225851855,9.070000343409516,0
Other,Heterosexual,C,-132.2293494975066,E,2.8408128580125753,56.705911498766056,80.46615605382615,91.17609905309203,1
Female,Heterosexual,E,149.90851605099854,C,57.39095634949945,-26.729327877157406,-49.15111010403555,202.6233687517713,1
Non-binary,Bisexual,A,-47.45976498337573,A,-66.21782636769093,105.40545953349118,-21.403463760593443,-103.8767889288686,1
Male,Homosexual,E,-85.7901087614195,A,-49.234499806603644,226.6422026003085,-17.355209863143113,55.79095899101982,0
Non-binary,Other,C,-153.1399606546769,D,75.73604894533894,48.348522628300074,-12.191039024261098,57.884455883127885,0
Female,Heterosexual,C,96.79161570483214,A,-79.12416183149051,-6.665963438123322,-129.08778558140943,-7.280865318523821,0
Other,Homosexual,C,94.00157296740217,E,173.0120908861392,47.29763571729718,-228.38179079897705,2.830645550139682,0
Other,Bisexual,C,101.47642177305978,D,25.290870121844705,12.621821265631125,27.341307111293595,-23.233227836435375,0
Female,Heterosexual,D,-50.92509752550794,D,-0.3378722711664071,44.1230275853811,73.4266401127236,-54.08576871427293,1
F,Homosexual,A,189.49761831396842,C,26.477585099146477,151.3306829227615,-1.2244504221339325,-82.42178255450975,0
Male,Bisexual,B,-50.39770307954585,B,298.39131855092535,-25.413487336691716,-41.026608494183954,-158.5124341836989,0
Non-binary,Other,A,-128.749852172618,C,-54.728636988790356,-160.2311269245398,299.6159904700835,44.71186002544813,0
M,Bisexual,D,-166.82686223885187,A,-18.76230293161365,3.11839656296042,-4.379921831168214,-73.69183360355743,1
Other,Homosexual,E,-15.374630344404574,E,-48.033554559252174,-22.278095593246253,76.09748147588452,210.25014478348004,0
Non-binary,Bisexual,B,64.43352694206695,C,184.5418480219579,39.12927543998426,-6.134043525032086,88.50591074728423,1
Female,Other,E,16.787011180193193,B,66.89687710885661,-117.70105101842321,137.03550288998443,16.02080647271757,0
Female,Bisexual,C,104.91694952846859,B,91.44170669176164,-43.259813901335235,94.77222650395372,5.180147520643555,0
Male,Bisexual,A,170.65577562788982,E,-86.03439869174919,-4.304524109810879,-24.091201884338997,82.51118064322368,1
Female,Bisexual,A,251.9079179646314,A,23.7475237430846,-25.930119276960035,-79.50327437504825,-225.4939190222483,1
F,Bisexual,B,189.16342222687666,E,123.10885116962515,-45.06997925590795,28.31312723627015,45.62021702959472,1
Other,Bisexual,D,-192.6131308252039,B,-48.450325647357246,-118.92224855151359,-10.187858743070652,-17.801221084171907,0
Other,Other,E,112.90150581275616,D,74.70959339194394,-158.36579668860685,-88.9576903030904,73.82272192970255,0
Non-binary,Bisexual,C,-116.50220781516911,D,155.50958264224514,-97.66936094113724,-48.58441123510503,-77.89141496707516,0
M,Heterosexual,D,-103.70321658432766,B,37.6457070267562,24.37250135642824,93.6895598908549,-22.601981726555103,1
F,Bisexual,C,-33.9776397179735,D,-119.80185703502319,62.26470078595526,97.64878032011578,34.01084278015696,0
Other,Bisexual,A,187.31505820671825,B,-96.0975347997587,-181.1396497274007,-3.095974961524183,274.24066361235293,0
Male,Other,E,203.13518880634766,E,-66.0312633994076,-62.8232790379589,-46.68389381911057,-128.22948907209607,1
Other,Bisexual,D,29.08625646679025,C,19.160415629764895,-67.52497595777017,103.35441076685458,-44.489202915968214,1
M,Other,A,-177.85570138305175,B,10.76622277593847,-73.82230925469617,68.26228946470438,-42.91013088712208,1
M,Other,A,68.48897272163201,A,116.82500390942143,25.910592782281093,13.814130113946025,-189.31246176187085,1
F,Bisexual,C,56.736397100981364,C,38.8593038696779,14.979721281764077,-33.97965428316313,-43.495644024350256,1
Male,Other,D,12.044323647197821,B,4.849782704417428,159.83240023630546,231.5413828035077,9.357588884978536,0
Female,Bisexual,B,34.80460087425533,D,-75.77577630449584,-62.913755016667714,6.370733076354461,-77.8653848183328,1
Other,Bisexual,C,-52.65815571282645,B,-84.4088492733828,-161.38506814209552,-23.22916171154384,27.368407508917254,1
F,Homosexual,C,-65.86452956397409,C,100.59439589888221,71.21476220992783,98.27497781002617,88.09658827344703,0
Male,Bisexual,B,-44.11658412290796,A,-37.56436067560588,122.2838886010789,-37.02992977479482,123.30590953176784,0
Non-binary,Bisexual,A,179.25552998644082,B,-126.99033673086913,149.2597264445468,0.8876780754843555,-48.22835820710975,1
Female,Other,A,115.84345467856313,A,101.9157431449742,24.20099922532057,95.11439524286996,226.78483254430688,1
Male,Homosexual,B,-16.599062428496218,B,-112.43477251291718,-130.51890632034355,15.304353275366559,-25.583521582299717,1
Female,Heterosexual,D,-18.933686080890666,C,124.69037634269249,167.9476511995984,-168.9584103129958,22.615643972592526,0
Non-binary,Bisexual,C,-9.877811238157944,D,-220.26188454775624,-101.55652672588533,96.84537580610946,148.76349720747635,0
Male,Homosexual,C,-124.2891277457274,B,-117.93348512471641,-33.10174251963038,-62.0506815711561,12.49158468064489,0
M,Heterosexual,B,-12.219874083296768,D,-2.4659044072521343,131.47651870833917,-122.00832071644707,-10.917670478063423,1
Male,Bisexual,D,89.00793413279023,B,-120.54007461290954,-97.81965156526489,-5.896174787860866,115.30177489638633,1
Female,Homosexual,D,-128.76365614101647,B,-41.10588863400134,-3.7720000843292647,-44.04222345459948,52.18435681192909,1
M,Heterosexual,D,183.829990227721,B,100.05012266481785,44.62392860900566,61.293489017854355,75.19851069687184,1
F,Bisexual,E,-18.49966330031795,D,194.55444003126888,-75.51693409954409,254.16814539108006,17.59932036174043,0
F,Heterosexual,E,-18.919553649120367,B,32.01937929061185,44.16106854110522,99.18773946005173,36.311658743754414,1
F,Bisexual,E,-39.53872174472752,A,-141.32162026649803,172.9906943222908,-150.8569921618017,-23.400317504745864,1
M,Heterosexual,E,-4.7387923860463665,C,-82.87300381899547,-191.544859043858,-6.7047845835415805,-65.21514679356058,0
Male,Other,B,137.32002660390384,D,-94.71233283690383,37.26705244030242,28.220834815307615,-76.74125250870914,0
Male,Other,C,-200.2302606352207,D,43.57313975367897,-130.77566933774716,5.122208508582899,65.93033226196731,0
Female,Bisexual,D,-94.34130948601404,D,18.08542417452098,134.92733621086342,79.8389298877149,53.07893928798152,0
Non-binary,Bisexual,A,189.62950972386145,D,-137.33609098076784,-17.429274637979486,134.45029486932964,80.24332565096512,0
F,Other,A,78.32164480396332,C,227.44856553982746,115.87652676121807,-47.07086241401844,32.08785472526639,0
Male,Bisexual,A,-71.08338868446926,D,-81.5375234231111,-67.27316264121569,70.54065621227164,-1.3138889433289214,1
Non-binary,Heterosexual,E,166.0522410207838,E,-28.357955497285957,53.26405009859215,31.175647846963184,106.76017617346567,1
Non-binary,Homosexual,D,138.26153070431704,D,71.76141595602753,177.16115176576054,129.09035120517572,66.70930034043833,0
Other,Heterosexual,E,-6.364876826442423,C,69.34997643850112,65.97086855691212,89.24650130360712,-57.34599653509696,1
Other,Heterosexual,B,-135.27518983002508,D,-191.88189223446693,0.7237868006911335,-119.59940903323023,13.064123759450466,0
M,Bisexual,A,-139.81273465791938,E,102.33931008805466,-113.14731870761439,29.362612703103192,-58.709922580465154,1
F,Homosexual,A,-134.84071432155847,D,163.29807180120463,73.78260429356193,108.7032458156939,62.468194140041945,1
Female,Homosexual,A,132.3094706171083,D,29.09316799895427,70.31157116025678,48.20459089770935,-45.7970208433468,0
Female,Other,E,-111.90012581521201,A,-78.77316546802571,-8.333756434473605,-62.70976955457511,119.29162919997563,0
Non-binary,Heterosexual,C,-146.00927995445355,E,-27.21520093755556,-116.39267265273116,-144.72928133263594,53.73066557264477,0
M,Heterosexual,D,64.25407580988394,E,101.50906440287655,-87.81645556139638,78.74869089505229,-62.41933309677524,0
Male,Other,E,-161.02891432268308,C,5.185621747168147,-68.85259179738861,23.979486156970488,177.81745931208934,1
Other,Homosexual,D,48.10473271433201,D,94.38146346440429,-138.19766365360348,91.19050270530491,-4.910711561524506,0
Female,Heterosexual,A,71.69324173619029,B,-70.98649836317031,-146.8512855849332,-67.71100089527481,59.21099136023387,1
Non-binary,Other,C,3.545654471081604,A,53.44967392346979,67.70393856440947,-46.6189900614669,40.98693494029002,1
F,Bisexual,C,-156.68786064739555,D,-85.27627428526743,-182.38319557307224,122.81714464320406,3.545468453252825,1
Other,Homosexual,B,-77.81277151850924,B,47.182384395080184,145.56990186627735,-5.547610915487353,20.84622662208591,1
Non-binary,Homosexual,D,-38.052690076632004,D,151.6527610364906,-37.57968544046356,-116.71518234442794,27.30661595539246,1
Other,Heterosexual,A,89.5436538732318,E,45.731896317683024,151.17707692362606,188.24248492634095,25.780190992234253,1
Male,Other,B,171.44420444220881,D,-44.970153317388515,-104.07615790549936,34.96601397180189,-46.452728262900465,1
F,Homosexual,D,-87.04703565573016,D,-116.74158614092305,-57.84102757097396,13.17939183979386,-25.635616364131913,1
M,Bisexual,C,-6.655895502932038,A,0.8828749454132,-74.88357004837006,19.798440429113974,79.72384464261313,1
M,Other,B,3.1547592574184247,B,-76.55156989137211,-220.97730682984326,-130.56720884142916,-81.74533695280896,0
Non-binary,Other,C,-239.39284263802531,E,232.59410034681252,1.094713312176066,-13.243189315670179,34.67828685851009,0
Female,Heterosexual,A,201.3396609765715,C,-145.33561342962213,-69.12667297197926,44.68691208272945,40.950093571486335,0
Female,Homosexual,E,-227.0228066719934,A,41.65086460836304,26.712125741711183,116.07212188536576,-133.84096190915866,1
Non-binary,Other,B,-80.68162306377783,D,51.90930574727937,-178.26764247730748,-21.218353968986214,-270.32701854305134,1
Other,Homosexual,B,-48.44144956208719,B,-73.39000986720346,-123.28371134140885,-110.50272408380148,-11.556576266757167,0
Other,Bisexual,A,-89.13192488713419,B,35.442074622508976,-119.43725471258408,-129.56630661213927,-72.81431322493059,1
Male,Heterosexual,A,227.62644461612976,C,-34.94656574058662,-96.38867268333036,73.6556911871393,-226.98425120016486,1
M,Homosexual,C,133.99872667209652,E,159.94695038294122,-221.27464939678094,-24.237063476923197,58.46585903996431,0
Female,Other,C,-25.8868067987592,E,71.00664841721445,1.7420838277547062,-159.21708102021114,12.46170517296546,0
Male,Heterosexual,A,193.08508081767133,E,-171.14507463221378,-31.682708164939438,-11.258853272196129,41.377125164214185,0
Other,Bisexual,E,-147.69636963371323,A,-7.540343005103507,-128.88864090408975,-171.21130974143284,87.46556908272356,1
Male,Other,B,85.67901448637258,C,-30.51655802395638,5.590998493904489,82.00098083053902,101.90078866985763,0
M,Heterosexual,B,155.31820228834,A,-141.00380293509653,-59.00221892927663,88.97160564401206,108.86899807243806,1
F,Other,D,45.31631553429904,C,101.2969864310902,38.062586190958,6.385961808411427,-23.84161734858388,0
M,Other,B,57.08036723328718,C,-9.469145596305747,-68.12522403640892,-52.13431190331803,-45.416671834339475,0
Other,Homosexual,C,64.83467407452224,E,-77.38695695993653,-102.26407198246568,-110.09603357270201,-244.61972933451784,1
Non-binary,Other,D,37.64618589874124,C,171.14048550519783,-20.94483228057205,-142.8834686412974,-47.854695391052346,1
M,Bisexual,E,-197.9190908977706,E,-1.024560126155642,-41.607400842678636,216.94960439487102,-57.24158086584992,0
Non-binary,Heterosexual,B,-74.55009361011743,B,151.32858027467728,-138.58010568751763,-87.40852282500124,5.628260888205007,1
Non-binary,Homosexual,E,-126.31968148752222,B,-8.321397038822058,-24.970739245837155,120.9025674014448,-37.296031296842166,1
M,Bisexual,C,33.742806405491564,A,57.248600462965804,159.55004889781907,-132.38020419678452,138.31985943282865,0
Female,Bisexual,E,-84.93779846888597,B,-27.70542715348209,-11.311126244674904,124.54708285660499,-73.98266061996289,1
F,Bisexual,B,-79.0156650812945,A,75.24508478151826,-10.26517702907702,-41.44406833628493,-53.278908840168214,0
F,Other,C,25.20372382908867,E,-123.1181399547431,16.312023649773046,64.6676828231334,23.080683591486583,1
F,Bisexual,A,23.871498902611265,B,207.4957841241672,56.87264028181583,-134.25816807162172,-126.75264719840433,1
Female,Other,D,230.64550467589217,D,143.26842714977818,23.565658803032413,-14.172269043314511,-4.917348059677337,1
M,Bisexual,B,-135.61199337108795,B,68.8378474495062,-241.20619360250828,57.25867253767195,-108.3930927098931,0
M,Homosexual,C,134.7903184483579,D,24.234914852221177,56.80272989999434,37.84097195424838,-109.46146118703932,1
M,Heterosexual,B,-22.8113896089568,A,-26.434478519559136,-5.256759407886609,-14.973483210881575,-84.24857516186913,0
Male,Heterosexual,E,-110.77730781268275,B,-11.650612029662392,28.308890191625625,-206.20437847220137,-14.098542951666692,0
Non-binary,Bisexual,C,53.969768733319626,A,-33.60288858673488,-47.380312400057115,73.7258257419692,-43.09525916756406,0
Female,Heterosexual,E,-172.17986975389096,E,138.16594784707138,235.14891896793367,26.206062821653518,99.0803179811796,0
Male,Heterosexual,D,-45.57126822554377,B,-113.22430465812023,-80.69184513600658,231.62548578841694,170.39570431214304,1
M,Homosexual,B,-12.657607643433256,D,41.66752846398352,-27.986584800714343,89.79295828983403,-76.06390190736454,1
F,Other,C,168.21670797736036,E,118.82347881019662,-31.167153852925832,-83.78721079392133,-149.43496192521897,1
M,Bisexual,C,-22.821456910583574,D,180.89034574021414,99.69682164782236,151.89677227422388,-89.95517644477516,1
Male,Other,C,-199.42899887500604,B,40.21006156695137,84.65818550383484,131.60645421770414,-59.730369912651746,0
F,Homosexual,D,-74.39777084334193,E,73.31511485166186,-115.36157952449916,15.695361744469901,19.057543379226157,1
Other,Other,C,-89.20477637757566,C,-96.84495183104755,8.225518349039266,25.74841511631398,-3.386182696272143,0
Other,Heterosexual,D,-78.83459822481433,E,9.394855040834722,105.21814340846237,22.122320558406532,-18.74285008114443,0
Non-binary,Other,E,21.266388970153415,E,20.18430583563797,-1.6559889017948959,45.92968831170873,-132.45318669201876,1
Male,Other,E,-146.18112238368786,E,-83.89960665059483,-60.92435780785439,-52.99515597844031,14.736526348653012,0
Non-binary,Heterosexual,A,-126.4725305384387,D,43.34838436366221,-177.97873658022178,-84.5393553250619,-55.0084395873145,0
F,Homosexual,E,18.093131995807497,D,143.2217845213647,-5.999146233713135,41.775437273289285,75.14556367688577,1
F,Bisexual,D,-93.89319975217133,A,8.477307432273635,-94.17544215091567,62.34235970385617,99.38026210564983,0
Male,Bisexual,C,66.68237309066629,C,-186.54400832584756,147.57029656660038,-18.800712847193868,-56.23882929624286,1
Other,Homosexual,D,83.6166887423206,E,119.20787690736165,92.54761936643109,18.570190014472768,-133.57830000935365,0
Non-binary,Homosexual,A,184.59856832211287,E,30.58591657927037,-131.8986259622373,23.50585922704471,-163.35277965331446,1
Male,Bisexual,D,39.15632392691171,B,-141.0496379069015,11.317376760554732,-94.42977368507985,71.13718019344171,0
Non-binary,Heterosexual,E,-167.7823210468058,C,29.36146258236446,59.30337044705316,-59.58097374118076,-40.34980080893803,1
Male,Other,A,79.82824434588159,D,-62.25409695210998,191.62833619758902,53.47492983072085,15.187486120135082,1
Other,Bisexual,A,66.81131048048708,A,59.759595024692445,54.41346949319366,79.51403187410112,-44.25392422418768,0
Male,Homosexual,C,-28.931420722212803,D,-56.7490772262512,120.85525769218499,-51.266534746232175,-144.79509426289766,0
Other,Homosexual,E,-95.29467806896551,C,-24.223845163829974,-3.0685634901818712,-203.77384120630387,-4.917186367652185,0
Non-binary,Homosexual,E,232.62956696809968,A,-105.25741631086645,-11.589815663922412,49.631012630071936,-58.83131691970739,0
F,Bisexual,B,28.511631508117024,C,118.68494211016645,158.98567987234767,91.65085121077821,153.37537403130142,1
F,Other,D,130.44714493005512,E,47.96229524891896,80.508619570662,1.2921125123567583,91.68408810765357,1
Other,Homosexual,E,-14.038146619916517,C,97.40333962956906,-19.686297429420893,59.790310204528005,260.4598542667474,1
Other,Heterosexual,A,-101.88975983777497,C,290.6912836150991,83.21083291379179,-22.14530065583454,-65.92993776853045,1
M,Homosexual,D,37.975062662820655,E,280.3119736452321,17.152184567995402,-2.4074320996387133,-20.55523770866571,1
Other,Heterosexual,A,-161.0465625693672,E,151.23487302823452,4.839993789951405,207.72472968117935,1.4151212827325954,1
Other,Heterosexual,B,194.20727657615782,E,-14.878542564995426,-115.91970108454717,98.90576502432721,19.008943407490708,0
