marital_status,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,target
Married,26-35,69.73701821203015,E,-41.96067901950589,C,84.31302035038189,0
Married,36-50,-114.23999601018768,C,93.95305732146174,A,-49.44621445191505,0
Single,26-35,70.97258013428889,B,-99.83086505210137,C,66.3196081357366,0
Divorced,36-50,105.30109520151629,A,-38.38195232454217,E,-7.05778515870835,1
Single,65+,10.337935855897708,E,106.55919805651513,A,29.58402980355892,0
Divorced,51-65,18.54425147001705,C,-73.28234098184836,C,80.03674083108741,0
Single,18-25,91.5463072034721,B,-26.49297097839462,B,-22.02297607823757,1
Divorced,65+,64.37914386214757,B,60.69024120921779,B,-16.403319295583152,1
Divorced,51-65,-6.8683937484515605,E,-197.50869785344506,C,-83.8991059705453,1
Single,26-35,-107.44432351814821,D,-132.87751957098962,A,126.52075316094769,1
Married,65+,-79.28373490285165,B,62.12563995954802,B,-75.12865976492041,1
Widowed,26-35,-17.389440230978074,C,-47.026588645039816,B,-56.493410592183146,1
Divorced,65+,-221.47387393433706,B,81.21586846178923,A,-16.096079781529493,1
Widowed,65+,96.08568931561453,A,160.53475326759633,E,-84.98820740324476,0
Divorced,51-65,6.684956705990953,B,-152.80399804034147,A,-192.16425165353755,1
Single,36-50,143.2127413804179,B,179.54379135877895,D,16.12715900800837,1
Divorced,51-65,161.04178982376308,B,50.297670496481,D,68.72494809741812,0
Divorced,26-35,13.827088680229888,D,124.06747439446045,E,-204.11347017614085,0
Single,36-50,43.2838097750606,C,-72.85030361813068,C,6.528750260858873,1
Widowed,51-65,-163.53188309188306,E,-71.4289858639432,A,-123.13561603809684,0
Divorced,51-65,18.178617583980508,E,45.3336603683775,E,-277.9290668688519,0
Widowed,18-25,185.42064054828717,E,10.935403764945466,B,-42.75786419453961,1
Widowed,36-50,176.61420707640875,E,-109.55743309877037,D,-70.39934389816933,0
Married,18-25,219.73317180368844,E,-13.09712049903003,C,44.977084810651505,0
Single,65+,-85.76116197991959,C,137.5678567916689,D,90.418170937824,1
Widowed,36-50,63.057856937762566,E,-0.9016262547481243,E,207.99341046228736,0
Widowed,51-65,-26.821438648578706,B,41.84368121687485,B,-33.22946781106096,1
Widowed,36-50,33.71414984464751,A,-149.79057477373942,A,80.23679565062703,1
Divorced,18-25,-105.73696259713972,E,61.58548481069952,B,-82.63725060868433,0
Divorced,36-50,-28.836823073764695,D,-155.4864350065913,B,177.2581819044812,1
Single,51-65,-76.30756801129705,E,124.59450668381467,B,-174.76355722616398,1
Married,36-50,71.44363658347686,D,6.540423362194363,D,-119.4255294117908,1
Married,65+,-101.91580474023714,C,-125.33866584264676,D,-22.917289879258686,0
Single,26-35,-98.04179736360375,A,83.25191728353961,B,6.809180688511418,1
Single,36-50,-158.50047326689145,A,-9.178485510576055,D,-46.297138166608384,1
Widowed,36-50,-130.0084765723852,B,-5.6549617893115816,B,-138.7123230067549,1
Single,18-25,44.07091127102826,C,-111.7853085063083,E,-214.10979114092407,1
Widowed,18-25,-163.15898643103114,E,-36.811894696006036,A,-76.97009110744901,1
Divorced,26-35,-56.397935431597176,E,45.531866609191184,C,-129.9259990918979,1
Married,26-35,-62.2972862154366,B,179.04755184872513,A,54.710463130014006,0
Divorced,26-35,16.70958037232233,D,49.48968927442352,C,103.63961220820532,0
Single,36-50,-35.47427366058509,E,-9.970922049196636,A,-204.4566844375145,0
Married,65+,-43.46674136776585,B,-96.45375287109623,D,23.340132446666615,1
Widowed,65+,-118.95483677655318,B,112.10536545485543,A,-106.32277390901419,0
Single,26-35,1.4774281299712981,C,-133.5178178345232,D,-65.30599707041225,0
Married,18-25,-142.4270363897507,C,335.8182875419483,B,-72.00869235153708,1
Divorced,65+,222.92216064649767,B,-49.98272102493211,B,-11.335899169587565,0
Married,65+,40.01134282632567,B,-72.91041660543183,A,92.93613598779112,1
Single,18-25,-180.8091861932214,B,117.09453668937293,E,-33.33586260521617,1
Divorced,51-65,-99.4271155465771,A,-112.3223873562833,E,61.224720473512704,1
Divorced,36-50,-170.47450902259328,A,71.639282274215,C,89.24607972825082,1
Single,36-50,-62.40656356037032,D,0.928352023687915,A,-84.83687489572749,1
Widowed,26-35,2.9196744339220944,D,-55.222450580950735,A,36.759032789806575,0
Married,51-65,35.60431467915415,B,-94.52004130278236,C,-20.67849867703639,0
Widowed,26-35,269.11531402691213,B,-81.21924551293844,E,-31.620880352434042,0
Widowed,26-35,-23.501711258601105,A,94.95131000587347,A,5.680588418838547,0
Widowed,18-25,-65.31439629075403,E,83.84948981000355,B,-87.26509990165226,1
Single,36-50,39.28060337401034,C,-29.76881028498573,E,9.653308561761015,0
Widowed,65+,-100.99282234278706,B,54.72303876935517,C,208.3233619669486,0
Widowed,26-35,-42.599026699501934,C,-47.88674547033433,B,-73.06370465047283,0
Widowed,65+,32.053941138782726,B,-281.792758404093,A,151.25702468380646,1
Single,51-65,-13.635515198480583,A,23.591775496664315,A,-126.50941819712128,1
Single,51-65,129.93695958142533,B,-21.71892615198965,B,113.67624900310503,0
Widowed,36-50,-1.5466773820859439,D,-7.243489892361768,C,168.69784305320533,0
Single,18-25,-179.17550693621806,B,56.10112807995438,E,-66.06916192942307,0
Divorced,51-65,-101.38448803454085,E,-30.283582405449554,A,15.724934214891725,1
Single,26-35,77.69506223299776,D,-110.97890334848002,A,-32.962100817923606,0
Single,18-25,-49.02621453603808,C,-166.71966960834777,A,61.37763333880216,0
Widowed,65+,30.287751338126274,D,110.8556108549784,C,36.291778205937156,0
Single,26-35,-37.68180421770842,A,65.66159220625974,D,-242.12067921497834,1
Married,51-65,-39.84096363941764,B,-62.58548800473851,A,-38.53852350503112,0
Divorced,36-50,-46.246807154306644,B,-20.619299702115008,D,26.657165221482913,1
Widowed,26-35,-93.16433952749621,C,35.60050612074734,D,-49.062987326854895,0
Single,51-65,-191.01502208684983,E,222.3932228243814,B,11.371601227412826,1
Widowed,36-50,-83.04412548588003,D,103.05837135408215,B,5.401563918940111,0
Single,18-25,-6.2003650897323315,D,-97.68664032265634,E,173.05667183009825,0
Single,26-35,106.69090731024582,D,-23.513720665855114,A,50.01183440525373,0
Married,51-65,34.60906852183413,C,-122.99061131168443,D,70.87491425883272,0
Single,18-25,33.664638750238744,E,-6.435932501430148,D,185.4597093169434,1
Divorced,36-50,-17.504672360826095,A,26.413596418321955,D,-113.25476167839273,1
Married,18-25,199.53926023223107,E,-3.687261703268245,D,39.53766298105531,1
Divorced,26-35,169.6572804806898,E,-169.72198508432527,E,16.208971820630644,1
Widowed,65+,130.59336292716543,C,-4.918277935329894,E,-24.18140759911383,1
Married,36-50,-45.81995557152898,C,2.0470997699743987,C,-47.206408955363614,1
Divorced,51-65,-75.02445812695788,D,-2.1583004343411805,E,-36.1663621493432,1
Married,51-65,157.65279910523697,B,-78.57723992857964,A,88.86533516194562,0
Divorced,26-35,124.48566637290782,B,24.966265155972174,C,-130.08283241311062,1
Widowed,51-65,127.54581913865617,C,210.42055682615256,E,41.51719692892346,1
Married,51-65,17.180355049556127,D,-20.228175824154366,C,-25.876816776784455,0
Widowed,51-65,23.12851975141798,C,14.52541957835319,C,57.69767479088932,0
Widowed,36-50,-34.32862031843694,A,-85.38166217505659,E,-275.0649134781227,1
Married,51-65,100.66266075289474,C,15.285629881643448,A,-20.827532820294206,1
Married,36-50,104.55467589215341,E,62.39183706506159,A,-1.6967296498348268,0
Single,26-35,-104.12685448605359,D,-24.464434245253198,A,-168.79026260941856,0
Widowed,65+,34.334987699841335,A,-118.17998038619105,A,-44.17862783718572,1
Single,36-50,-273.77833258849523,D,35.12314516845604,D,241.82186640552626,1
Single,65+,-9.268681293406273,C,150.8901946974797,E,82.13610621186271,1
Married,36-50,6.472433946905179,B,11.19256423013172,E,-20.716053786894346,1
Married,65+,-17.227193809280394,E,15.256160229552634,C,-1.2305676934771446,0
Widowed,65+,-13.824164012203319,D,-44.90777181008576,D,47.049721322042934,0
Single,26-35,10.671355860471767,D,122.5155899836332,A,-101.4754512012913,0
Single,51-65,81.18863394444179,C,6.340759203563922,A,-78.5639281016685,0
Divorced,65+,9.534475979998101,E,-24.323445622985734,E,89.00602942274588,1
Married,65+,-30.993451310001944,B,-9.231709696583678,A,72.61728353778643,1
Married,36-50,-21.990709380912318,C,117.49743203034765,E,76.05908264034086,0
Widowed,18-25,6.269621201956458,C,201.58767142888405,A,58.46917423927971,1
Single,65+,89.06361898649021,B,-213.8710450103569,C,161.99081153059635,0
Widowed,36-50,83.63847053743787,E,-151.89705308943604,C,151.7660994931795,0
Married,65+,-43.7072746402999,E,13.49867216889561,C,-137.68441477515188,0
Married,65+,260.88260731973037,C,-107.34590001423679,C,94.58278924235535,1
Married,65+,139.43410152243683,C,109.58893649909666,A,-130.6685502219813,1
Single,51-65,-78.56620490032384,E,192.89154177830235,C,-23.335016522394625,1
Divorced,51-65,231.4741574057541,C,116.09625672020634,E,74.02196482786853,0
Divorced,36-50,11.301002304529293,C,118.44383531913276,B,48.29111437655848,1
Divorced,65+,203.35394588525477,B,46.87815020807973,E,-116.57490683764948,0
Single,51-65,-126.84210522109616,A,42.5696972077371,E,-107.91734080971914,1
Married,36-50,84.5579572265317,B,30.12433540635353,A,-43.49591037224148,1
Married,18-25,96.54398630927227,B,-17.853884695103577,D,107.78985376849697,1
Divorced,65+,29.056942839079653,D,33.14175089579107,B,-48.27161694645981,0
Married,51-65,-138.84333591965515,C,-61.94842683655484,B,39.352702602078296,1
Single,51-65,-40.92233169745331,E,170.86871230923663,B,-175.74956210720552,0
Divorced,51-65,156.1484351320768,D,-59.05938236903492,C,17.69579101722508,0
Single,36-50,-269.2539245196135,A,-8.931051681294381,A,-82.31759261112735,1
Married,65+,-60.26860514425646,D,121.37828916004321,A,-61.391376095519014,1
Widowed,18-25,40.909160557662574,C,128.38538794250454,A,-74.24907489117253,0
Single,36-50,188.77237417076267,B,-65.28911795382051,D,-217.29895572244305,1
Single,26-35,-38.02594098040277,C,30.509017205674144,C,-40.54954253695143,1
Widowed,51-65,17.964404803945772,E,-41.620576212202806,D,-10.139678173484125,0
Married,65+,-4.017459798897353,A,-30.80821799068062,E,73.11416675785165,1
Single,36-50,46.54354810377107,E,93.62549791596754,D,74.78130765940851,0
Single,65+,76.0446111948778,B,-1.7123892531801805,D,114.48936566992123,1
Single,18-25,-91.34316102898892,E,64.0912879336802,B,11.950692469352637,0
Divorced,65+,12.922014765785816,C,-12.281691070614876,C,84.24650685061958,0
Single,51-65,-113.64102183190197,A,-11.999674013640325,D,37.69015369089337,0
Single,36-50,-82.25510486257548,B,103.25439262632534,E,-17.803841049132178,0
Married,51-65,26.211206719028084,B,-42.4740848866447,A,57.721225594666656,1
Married,36-50,17.218809053226863,A,33.105697479346816,D,-106.52695600517481,0
Married,51-65,-67.35719547879997,B,4.776033364932889,A,78.97399711862266,0
Widowed,51-65,46.915153717704044,B,87.50687448387649,C,29.85179610935515,0
Widowed,26-35,328.0810135437123,A,148.0909163534944,B,-24.794317694544382,0
Single,36-50,123.29443113656271,D,-15.81524673128655,E,78.28587405913352,0
Divorced,51-65,57.65869555814448,D,67.04617786067988,C,-103.86987284446909,0
Widowed,65+,1.4144418196150765,C,-66.07604717226485,C,111.87726818141428,0
Married,18-25,-38.494584879069684,A,-193.611281859126,D,-68.31250994986293,0
Single,26-35,-87.32184270181929,D,-79.92504237311914,B,-76.39899995079476,0
Widowed,18-25,-26.42282793548804,D,-164.02713061689659,B,158.4167471139864,1
Married,51-65,3.546574048621541,C,-38.66768077225184,C,-63.697086979176056,1
Divorced,18-25,-17.38137546659585,A,-129.73617915747892,B,139.8152037214854,1
Married,26-35,62.895976958994545,A,-75.6030548745644,E,211.8016491631076,0
Single,65+,112.95415612107674,C,137.40859384131616,A,-81.73733179010976,1
Widowed,65+,141.2591835273067,B,-20.04307930976704,D,19.49440868187067,1
Widowed,36-50,-235.83745210781478,E,100.97590638805084,C,-54.69212919676565,1
Divorced,51-65,-96.58225454302651,B,170.05572139109148,C,-92.42856837481939,1
Divorced,36-50,111.15959066956525,E,-94.92181832557762,D,23.98464619950501,0
Widowed,65+,-13.236355785737084,E,-38.02463297181128,C,-225.63308372318053,0
Divorced,26-35,26.048052420919493,B,62.57030819512557,B,-20.030501779623656,0
Divorced,36-50,-104.49621062174683,C,-138.81416775764563,A,21.16442678772177,0
Widowed,18-25,-133.09039961823356,A,-23.376246129284013,B,93.83624340869278,1
Single,26-35,-13.70984539696028,A,53.4228669944477,B,7.09474430964591,0
Single,65+,-32.5495338752074,A,57.07083428543418,E,-63.68125082516839,1
Divorced,26-35,-163.53961187610238,B,-64.45354302864482,C,60.54470715309046,0
Widowed,18-25,89.13172889851919,E,48.48337751144751,B,47.58704252345192,0
Married,65+,-171.38469186230853,E,-106.6767462047131,B,61.1947830388531,1
Married,36-50,-95.16826238748799,A,278.2271478712201,E,-84.21331226207414,0
Divorced,26-35,-26.235194765199036,A,-112.24643186269701,D,-31.233140807583265,0
Single,65+,-103.28115649418142,A,60.17758279774381,E,53.64838462251389,1
Single,51-65,19.216994512250324,C,-79.5500809404333,E,-177.49090387947436,1
Married,18-25,63.11321353993124,B,125.96841532556557,B,176.3242336019143,0
Married,51-65,-104.14358311939824,C,-33.839439121299286,D,74.65789835635935,0
Married,51-65,-42.024245906046815,D,-37.82064951480172,C,66.9261176409863,1
Widowed,26-35,-118.54512148438997,A,72.28662595419536,E,150.40958885077106,1
Divorced,65+,-10.982616563521514,C,-195.69907725133368,E,99.74470072443692,1
Divorced,26-35,-33.679177307119105,B,-170.57597490811813,B,123.76634934936683,0
Married,51-65,-110.95424689632776,C,-14.840216435150536,E,-56.60170673634033,1
Widowed,18-25,-157.08888187975603,E,20.879203234143677,D,-45.11805204772832,1
Widowed,18-25,82.62349205383566,D,-84.16107498431506,E,-3.4337751416310893,1
Married,51-65,-20.50981222441488,E,-3.0476109621240743,D,47.06916452170903,1
Single,26-35,38.24752849172224,B,-79.28641777877066,B,-78.34310579070628,1
Divorced,51-65,14.79848838396789,B,-21.743341204117144,D,-101.27159772163552,0
Single,18-25,14.067659307174434,A,-24.862382391417825,C,133.28402934714424,1
Single,36-50,99.29353296051644,A,4.517260879551207,B,30.48773801873013,1
Married,51-65,-28.62011566272938,A,21.09564483699859,D,153.31233505919369,0
Divorced,65+,-47.34080744212359,D,99.50083521541917,C,-37.15502187166215,1
Widowed,26-35,-24.089665725506034,B,25.33073763558134,D,-5.47554298677221,1
Married,65+,48.52889196329528,E,91.99884512995669,C,113.61281070994882,0
Divorced,51-65,-41.472931365996445,C,-93.71250242172434,C,271.95468468900265,1
Divorced,65+,-92.70527459138097,A,109.4418144589215,D,171.5225360773057,0
Widowed,36-50,-76.55915969431074,E,207.2213108622304,A,39.69771668302665,0
Divorced,26-35,-8.238977077176376,E,-57.21689356804942,D,-78.7311630006422,1
Divorced,65+,-66.94514159118009,C,181.4556740662975,E,-8.69567688678063,0
Married,18-25,75.06406701943662,B,84.9515406174247,E,-21.68545182969268,0
Divorced,26-35,-54.04318467262335,E,-3.139928241867192,B,137.1204344599718,1
Divorced,36-50,-138.55390962452444,D,12.516026572539838,C,47.655312041048376,1
Widowed,65+,-58.51319038609648,B,43.883603453260385,A,32.450532588239795,1
Widowed,26-35,-45.60761536957945,E,206.63309871308192,B,-80.3776900412583,0
Married,51-65,69.81497857595637,D,-68.08490175801862,E,-52.02993058014197,0
Widowed,65+,-54.36709602341916,A,-266.9159252566373,D,-88.84012557852678,1
Single,36-50,42.600564300251655,A,-1.7066468939054564,D,-17.645519118659685,0
Single,65+,31.400121448509378,D,5.237552714658117,B,-24.5453679926573,1
Widowed,36-50,110.47683626929654,D,-131.31484343314116,C,126.60157713546336,1
Divorced,26-35,-133.593278859452,B,-73.88529467778821,E,-57.44703701709432,0
Married,51-65,92.33858226126905,B,-74.07365526774731,D,84.19755237148733,1
Widowed,36-50,-84.03601642378524,D,105.92399924846607,A,35.89095588431128,0
Widowed,65+,-45.034100274407116,C,0.8705572265937558,E,-24.595704272212686,1
Married,18-25,-57.29692194550105,A,-46.097107016346314,C,-95.36119139977181,0
Divorced,36-50,23.601230691310334,E,-204.41820544888722,B,140.3054643778977,0
Widowed,18-25,-21.18776803177167,A,67.50318670123548,B,141.44106300464662,0
Single,51-65,12.974582136592863,B,-134.9765941658622,B,110.40270459570516,0
Widowed,26-35,51.57500802802413,A,-24.762193863938993,C,72.53520996102549,0
Divorced,18-25,74.91949155055269,B,-110.34275716234754,C,24.992194420778336,1
Divorced,26-35,-122.48898094887366,E,68.51083592573244,C,-38.515680800150136,1
Single,51-65,145.20964326896743,B,3.1373110222895093,B,29.877636418366077,0
Married,51-65,-121.54387470580966,B,-200.023799222552,D,37.91254938797031,1
Divorced,18-25,-118.07233482716173,C,-148.5643897012865,A,21.69072738139091,1
Divorced,26-35,-203.38766665514615,D,109.6158137747224,C,-7.238246050395956,1
Widowed,18-25,71.05083786184723,D,-82.92203886040689,B,-39.29002604523484,0
Single,51-65,-57.73398187686589,C,-156.20472351357125,E,57.25496324977072,1
Widowed,51-65,-38.85484577701549,A,2.452977793761149,A,271.193482151773,1
Single,65+,-134.78699405463453,E,124.89392330786775,D,-1.8243185728344866,0
Widowed,65+,-132.07531074321562,A,59.74013345479311,C,184.72387139688527,1
Divorced,26-35,141.56119815009725,C,-58.73034273336051,E,-12.276799579083388,0
Divorced,51-65,-35.197479666651255,D,39.32745391594593,A,26.633106279885936,0
Widowed,26-35,-143.3960300530281,C,5.690149953389607,C,10.10744589177025,0
Married,65+,41.98314986363235,D,60.82331529297333,C,-12.763452960092089,1
Widowed,18-25,-253.09625197218338,C,-90.18058422133063,E,-129.82031710166916,0
Widowed,36-50,12.513857969946713,A,29.050707284246062,C,-50.98362171160282,1
Widowed,36-50,137.69389203188067,A,40.55638037303917,C,46.556407963878286,1
Widowed,26-35,-24.192927236581177,B,95.37058274640982,B,34.87600172106182,1
Single,26-35,-269.9418009643841,A,-127.18621327124939,E,30.563027199331742,0
Divorced,51-65,-19.15695212440589,B,-53.71446265776213,E,22.254291793957854,0
Single,51-65,91.00279552878135,D,-40.3416580211973,E,111.59287736699103,0
Widowed,26-35,34.46953711568051,E,-31.31928821659013,E,147.01700734867853,1
Single,51-65,-111.15021996981105,C,39.52722026097184,D,97.28236055994527,0
Widowed,51-65,-160.18657745653456,D,-92.33269640232898,E,-159.8007372522262,0
Single,51-65,-95.93237387247375,D,-36.22670758502956,A,136.00684393266152,1
Widowed,26-35,-177.51964736646946,E,-97.64411126853706,D,127.3271594467158,1
Single,18-25,77.22934462504135,E,206.05152315852587,C,33.10887816933118,0
Divorced,51-65,-161.19709366093446,D,-100.13870908227173,E,-2.9928546662431543,0
Divorced,18-25,-95.5253973769231,C,56.257646314588904,D,-184.35150292188482,0
Widowed,51-65,-126.26167361790657,A,-16.16315605694492,A,-4.460310599158956,1
Single,65+,139.68443657615896,C,-45.146572860145895,B,130.0775913218178,0
Single,26-35,225.6268163698393,C,53.54207671683163,E,36.17965142095297,0
Divorced,65+,90.57685560303067,D,-83.25603220747814,A,-102.21382404818458,0
Married,51-65,-19.037031635735723,B,11.817665038277985,B,23.113395960300814,0
Single,65+,3.8280332147325,E,-71.62408506531457,C,157.8518883755378,0
Widowed,26-35,182.95022018608503,D,185.73656474440813,C,64.2214913012343,0
Married,51-65,-3.892963268751019,A,-175.11018745794865,E,20.509009649138907,0
Single,65+,83.79070769994019,B,-142.61192160391892,C,115.36433735334128,0
Married,51-65,-1.0034295343053037,A,160.69133807551583,B,-57.15468035458987,0
Married,26-35,118.04861197735912,E,101.64805658047045,E,-20.72393559220728,0
Married,18-25,-5.961188889284366,E,-51.97521174541945,C,65.04135651625845,0
Single,51-65,87.83086645847737,D,25.346232121158423,B,-28.770144291827815,1
Single,51-65,-151.30045608117695,C,11.93742873599272,E,37.40358039144132,0
Divorced,18-25,45.46522790765331,C,164.4533738719496,A,-111.30090714221903,1
Married,26-35,-136.4306154884626,D,-107.48854892407465,B,134.31317630189477,0
Widowed,36-50,-43.618743222593274,D,-198.38346446728895,B,-20.215575606830537,1
Widowed,65+,129.6363283496734,D,-18.467499013142866,B,-29.453905805777588,0
Married,51-65,-61.46306757540134,C,-137.04831908551,E,-162.41115849702956,1
Single,51-65,-72.26576653728853,A,103.47000966283954,A,24.632069550165646,1
Widowed,51-65,118.99471928633965,D,150.15066112774412,B,-38.94239258393316,1
Single,18-25,-12.127983924315497,A,20.291475556757877,B,-188.60143557418962,1
Divorced,26-35,-96.49506907565356,B,80.57393320470983,B,18.15340802698971,1
Single,51-65,-139.08744080908195,E,-61.613472566573876,A,-91.70350809568596,0
Single,26-35,110.25585792626103,A,2.8534294067330275,D,-142.78335054820573,1
Widowed,18-25,104.43690255206606,D,-34.382123985723126,E,-113.67422821228148,1
Single,18-25,-252.92778927509679,A,43.904862965388226,E,-36.88667698219393,1
Single,26-35,17.946945376819798,D,44.035557686170854,B,92.32650334506333,1
Married,65+,-71.75508456644498,A,-75.08997556654272,D,103.00608203806902,1
Married,18-25,-16.030541392035037,D,-120.68372785279242,E,29.50765905207354,1
Widowed,51-65,-44.48181965030224,D,116.4231179915837,E,-93.06909280763777,0
Single,26-35,34.568115916328665,D,-98.77602534602323,E,-141.3055672331803,1
Married,51-65,-31.230825430817855,B,96.2746729617752,A,-119.17543265752923,1
Divorced,36-50,247.27747467595447,E,-12.034713671893577,D,64.03812728352952,0
Single,26-35,-104.52818834392967,E,-48.43334513555012,A,-85.38713342998192,1
Single,18-25,-86.22518648378201,C,-40.869624651057244,C,-33.16943400505246,0
Divorced,65+,-0.16147106754410437,C,-82.94132734650353,A,-89.81853592110629,0
Married,65+,233.51152146905508,D,60.89944952873799,A,9.865163747023603,1
Widowed,65+,177.20567638329294,E,11.591290917542945,B,39.545687061943646,1
Single,65+,104.94776178416171,D,88.25114516274247,A,104.97978441598859,1
Single,26-35,13.366211229273334,D,-7.751642421043985,E,-61.21340867851664,0
Single,65+,-98.96806395381265,A,-78.58657052755882,E,143.9848132429592,1
Single,18-25,-0.38377088795026376,B,56.684618094235674,B,158.1916154411138,0
Widowed,26-35,37.76191901240761,E,-36.39898310357308,C,-40.12912973549946,0
Married,36-50,69.02347175708869,D,16.039879591392143,E,151.3240263678213,0
Divorced,18-25,86.72886128696238,D,20.118749889945533,D,-78.07115268990302,0
Single,51-65,88.2499364559551,D,-68.9810110840174,C,-206.55998221598475,0
Married,26-35,-0.4540894536988437,E,7.438086794872589,D,56.75281827832618,1
Single,65+,44.55983224220022,A,-23.028819297272634,D,-91.4438661423936,0
Single,51-65,95.25105748208811,B,39.35096926986417,B,101.39485185030416,1
Widowed,65+,29.758821077978414,B,-32.78384333408734,B,-15.324208812356643,1
Married,18-25,10.967804919356826,E,150.82912362935136,B,-162.05797672955177,0
Divorced,26-35,47.23488780756968,E,-57.376771754203816,E,-241.33682803960536,0
Widowed,51-65,39.01129897212739,E,161.57761538510928,D,106.62207686125407,1
Divorced,65+,140.96487055264302,E,29.93429885357412,A,-67.97309379427418,1
Single,65+,-2.841186071510307,E,-34.57857618004853,D,73.72948108664391,0
Widowed,65+,130.97528637508506,A,-221.37686287714632,C,-87.7004881901789,1
Married,51-65,-79.66914194445775,C,-7.147953730141402,B,25.546386026977462,0
Divorced,26-35,-7.846711150644925,D,89.01075150029536,C,-13.534526070813849,1
Single,65+,77.75360636685919,E,17.429449832941863,B,67.29303354205734,1
Widowed,65+,16.448098555494266,D,-93.25402925529457,A,-6.285687004324596,1
Widowed,26-35,188.19850085122718,D,123.6909720171832,B,106.97312737724292,1
Single,36-50,36.451209167077366,E,8.551074939474377,D,152.78373487944114,1
Married,51-65,155.18815886249376,D,-30.563909572208946,D,-60.70425823548319,1
Single,51-65,42.95918114016233,A,102.43610496899048,C,25.03134444445503,1
Divorced,65+,-53.311023297710406,A,24.801399159256203,D,-237.4108907894054,0
Married,51-65,249.8642389746789,C,-237.91904894197313,A,-197.43279744927077,1
Widowed,26-35,-66.44365135846066,E,100.3355713144378,E,-73.03272304446686,0
Widowed,51-65,-102.95901389644295,E,17.076163281004032,A,43.817143505647195,1
Divorced,18-25,-118.13626265786748,D,-109.33152300946705,A,33.132408635536464,1
Single,51-65,63.11478738579845,D,93.25733003216904,C,-86.23324124758425,0
Single,18-25,93.29411396983039,E,87.23919093180595,D,-126.81477810529462,1
Widowed,65+,-87.20338364183394,E,186.04608541941775,C,25.847901334129908,0
Divorced,18-25,-108.87493271975632,C,110.55204822763965,E,-92.02574491833737,0
Single,18-25,-109.7287028748422,A,3.441479083991256,C,39.3034215267026,0
Married,18-25,-88.04134468813258,C,-49.60031961600798,B,-4.5575738839960644,1
Married,51-65,2.8616644194967895,D,-117.92598565841834,B,24.475483190141432,1
Divorced,51-65,62.72540423592805,D,-102.63312095928106,E,21.362210611643697,1
Widowed,18-25,187.64320841104728,E,60.64258777855641,E,-59.40884754289416,0
Single,18-25,-40.360594445794355,B,105.1278843397623,E,-13.954763186006245,1
Divorced,26-35,108.22551702072234,D,-135.32721001175753,B,-77.45411046532354,1
Married,51-65,-32.20507820758958,D,89.61928835268017,C,17.290123389256763,1
Divorced,65+,114.08693765309772,E,-174.29683116065533,A,-119.65581408041082,1
Divorced,36-50,50.706111013528734,D,107.35017309280066,D,0.7394497966015267,1
Single,26-35,-52.616027743716586,A,98.9063104157338,A,301.57478468209405,0
Married,18-25,48.67649597023083,A,20.01875365546454,B,-195.6553063990001,0
Single,36-50,168.79842489348528,A,65.6129808917999,B,12.082505743075698,0
Divorced,36-50,43.517558725853334,B,-16.06243772540426,B,91.82317151319307,1
Widowed,18-25,-35.183318967465176,C,-187.31554301996866,B,-77.8325139829446,0
Married,36-50,13.867171011767928,B,-89.94901458644316,A,90.12329812229261,0
Married,36-50,3.752843701218189,D,135.07621054242802,C,27.68655544683875,1
Married,51-65,91.92196616886356,A,59.00883969632572,C,-43.0401792482343,0
Widowed,51-65,2.3375582029800666,A,-172.09374742739942,A,-152.98290146081604,1
Divorced,65+,47.484107719214904,B,-22.487412063109048,C,20.300135042343438,0
Married,36-50,87.27755728839124,B,-1.8884421383103787,B,8.234449415517672,0
Married,36-50,32.102105860226494,B,256.0906096349335,D,-9.145048820769562,0
Single,18-25,184.28234722188367,B,-178.86720924416497,E,56.800319616648366,1
Divorced,18-25,18.43779818270908,B,32.37424168949406,B,-104.47684474120673,1
Widowed,36-50,-136.877872521408,A,28.004786039192226,B,216.38605385481324,0
Single,18-25,121.29264912338375,D,-23.402747161997127,A,-9.326346853021825,0
Divorced,26-35,-41.68366903426388,E,110.45818128335651,E,192.1950041511458,0
Single,65+,88.60669023500391,D,66.00493815560132,C,132.8299622414987,1
Single,51-65,-47.560421468245295,A,149.9838148347477,A,55.08265501110978,1
Single,36-50,42.12525405454418,C,95.95654376264471,D,-126.948533695599,0
Married,26-35,-179.2753259177302,E,-87.30407622548708,C,192.6808996171582,0
Divorced,18-25,-275.72641350681073,B,-16.43228835609043,A,126.74785793024921,1
Married,18-25,-145.2214428670624,B,-205.81692768332277,E,-51.921123197108344,0
Widowed,18-25,-1.1873328905394145,A,36.93562882260654,C,-195.87469335668965,1
Married,36-50,37.71778726224012,B,132.3125884787996,E,-242.08823385821893,0
Single,65+,200.09052196548168,C,-30.8350042688126,C,1.9093914803730363,1
Married,65+,-43.415736212607555,A,-6.781831904055963,E,13.78411913268483,1
Divorced,65+,142.11470596382608,E,-112.22061596581061,D,116.81708934613661,0
Divorced,65+,46.317968553092406,D,75.9446741668296,D,-65.18602791583685,0
Divorced,26-35,7.755441472709114,B,-38.217173478208096,A,70.04268528716044,0
Married,65+,75.29423371115398,D,84.43471736604864,C,22.109104306309195,0
Widowed,26-35,4.325308981506704,C,132.83482744624803,A,113.43777921061849,0
