genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Male,-59.09176556671305,-95.55087683775069,C,-63.9453592126854,A,-52.19036342014666,A,-144.01485315551594,118.33454413288243,C,75.66606742993855,B,E,D,127.08718443368801,E,1
F,-168.8415410148607,18.946421082312707,C,72.46283215956262,B,81.1800280430716,B,37.23037976650744,-113.13739488815327,B,44.17673487094543,E,D,D,0.8881307526129456,D,0
Other,28.750797698766682,-107.2080749130957,E,-258.18537009765674,D,46.473526592582296,D,226.95875070482862,-72.69372372280145,B,130.4098462014123,D,C,C,23.79021051176044,E,0
Female,48.08712251498803,-109.74651828994995,D,4.257826420037172,E,168.50278575068046,A,-79.38145966952716,-94.43399934971696,B,44.70987568604695,B,E,D,29.32578637876901,A,1
Other,136.93475018720216,88.46126249425049,B,26.561807670348784,C,60.22122065823652,C,187.8258129055236,-83.20297418880422,B,-111.81566950990738,B,A,E,70.83005116873834,D,0
F,-92.62723154396232,75.34936729912692,B,-57.674756202480715,B,110.80806193356456,E,-54.25134350949619,-61.3668024731697,B,-89.39223571124683,B,B,A,20.550780735157087,E,0
Male,8.151453733094398,50.22158995631651,C,-289.18366778332205,D,-36.28083546822176,B,44.287041035707645,75.83307445085117,A,-100.19965746821111,E,D,C,128.45553837476575,E,0
Male,-78.29592223896631,-67.3517354493658,C,5.926935214583201,D,-75.42707536794273,C,-7.998196462150176,-121.30160813425577,D,45.21157961494907,D,B,B,36.154290658857846,A,0
M,-43.52196358212475,218.16836681107281,B,65.52524109965485,A,8.599288340914125,D,26.077140873157635,27.839925339206545,C,-28.425795104340295,E,D,D,-264.0541460458339,A,1
Male,-108.58000330507322,97.5285395804886,D,98.54715862393856,B,23.802649520697198,B,120.39919188215859,-96.35059052114268,C,-56.215884807762414,E,A,D,79.79993881546903,C,0
Female,128.58736735818255,113.2178029498635,C,-141.5419556773909,B,66.92895095560608,C,88.14070354093646,205.01969790995525,B,67.1343802238895,C,B,E,115.97842403200602,D,1
Non-binary,-179.5650221974989,77.95805905178955,E,37.75854541021055,B,-13.953778640975417,D,-10.858125979252783,70.45052095551398,A,21.08469074810157,C,C,C,54.46429509180466,C,1
Male,88.0386144985036,-267.81271050841764,C,23.062040101696386,C,109.20830319386693,B,-39.947697256578344,29.678913048048273,A,-87.5187597196256,A,D,D,-61.3123794262229,A,0
Female,-16.779530935876405,10.611346110167947,D,77.00101264839047,B,58.63080791066449,E,15.271706406023592,12.01154909194412,A,-68.47992061842848,D,D,B,117.79214034271564,D,0
Female,-36.852680929983435,-87.98522179802335,D,70.44325390532552,D,-58.73640641352695,E,-15.154988134264253,-45.470710792696465,E,66.39082331871145,B,A,C,-100.81492308678625,E,1
M,-8.620780642129269,88.4679367309122,D,-101.32269571130092,D,7.895462539886121,D,-81.48880087467506,-5.178943465344338,E,31.6200585646617,D,E,E,106.60936033415291,B,1
Non-binary,-144.93587767153167,-97.78703739770938,D,-14.264813539832351,B,82.37559915510889,D,-43.303097668537134,152.5790613955224,C,-57.78213459173705,B,C,A,-102.72129577542559,B,1
M,1.0961769427491448,-98.61982083383928,E,57.04480698825869,E,104.57200545546883,C,178.74700842171237,183.45046282465876,A,-32.421314269555275,E,B,D,-0.7589924087900081,D,0
F,-13.86371600596128,-12.068035453497323,A,34.0722693052974,B,-99.41529546273522,A,101.12558355915775,-98.74245482812904,A,-28.095403711564426,A,A,C,72.00060548963631,E,1
Other,172.51946513699295,16.364965053995526,C,98.09438090595722,C,136.81709066399497,A,-129.75130912188223,-19.53522348356498,B,71.6348149791839,C,C,E,-164.58783985183985,C,1
Non-binary,24.228306718516425,-42.629827113834004,A,29.092542778910353,D,69.70995448806333,B,99.2432522619181,-8.63599647469513,A,-34.42761515524776,C,D,B,-138.2359874682232,D,0
M,-67.6528055209378,88.1333765881681,C,16.048689507653467,D,152.7830160126044,E,63.01531461060893,-22.009336905468395,B,155.44976453008636,C,A,E,-109.38201664832201,E,0
Non-binary,-31.649657601674992,43.869400696418005,B,-230.13344265126085,D,86.5884531407153,C,16.205795342571346,-70.70445445342443,C,35.11207229239331,B,C,B,-80.77955925563077,C,1
Female,51.05835483725296,-57.49266801478583,A,-15.469054416014782,B,-116.5699529620823,E,31.399407021697932,153.99499799872186,E,77.08356956333043,D,E,D,-73.44184541424136,A,0
Other,-12.75865309838394,-89.3465522814035,D,-66.18561773995393,D,22.565767703309824,C,-24.745824975490297,-126.9007421658106,E,-12.473673336102713,E,E,E,18.733779893520854,B,0
Male,57.455388532613824,101.74902234148414,A,9.625736214210635,B,-21.418164724873918,A,65.72901682369566,-34.16012300633814,E,-28.681281617498577,D,E,E,-14.597197434908807,C,0
M,21.24102507580174,146.67026730687945,B,-9.759826662046365,A,-55.535872773187535,B,7.09780058826204,-216.00607161693324,A,116.93384329828353,A,C,D,-115.6270714740948,E,1
F,-12.088617108255788,5.225230229487187,D,31.855813085505424,B,50.584520607849484,D,60.39367721871645,-351.717276825047,B,283.8850311815117,B,B,D,-98.22523068059196,B,1
Other,102.39807177861397,31.618322197767668,E,29.597227359874132,A,17.50174031877547,C,57.56748467266011,-15.507074175627292,A,101.08215447849933,E,E,C,88.20729539288028,C,1
F,128.94624067945065,18.028447418036432,B,120.24970548902789,D,45.18206054459241,B,-153.85888212109725,-76.87385292568848,A,-63.58745422351605,C,B,C,216.8773505991829,E,1
M,4.899568996189183,27.40121700700856,A,154.5982047684424,E,-89.45291464510838,E,-143.62440914285602,-126.0574400164517,B,-136.03471618508064,E,D,C,-52.305007674502555,B,0
M,-85.98054072378524,-187.5222950360864,D,-59.01386952290114,A,82.06213481522848,C,-97.75844121141805,25.630580759261516,B,97.02337853826961,D,D,E,38.47348527526225,E,0
Other,-103.75830810445805,25.51228520985134,B,108.57885425262333,A,-88.74394563905233,C,81.85988870109807,31.656155342618586,A,-180.2583902740051,A,C,C,-25.856214579461227,A,0
Other,-44.37034108863667,-53.15470734761912,A,-102.70807963482025,C,100.28066445499984,E,-53.308817381272824,81.17546489079093,A,174.38963872194847,D,E,A,-162.19052980611818,B,0
Male,145.60487789491717,-34.65742325630546,D,-8.51202952056146,C,25.027809361774843,A,96.15240155578209,-34.0381820913408,D,-41.94730733638167,C,C,B,28.520082097723698,B,1
M,19.3689570897534,-81.76359523130017,D,283.33248300814813,A,115.40388463399347,D,205.87581716951186,3.8754808216141026,D,-97.04809470682147,E,B,E,86.20826819016148,A,1
M,15.968205124651016,-39.65862554224099,A,-66.31416945149626,D,-361.61248741488583,C,195.64038566254786,40.36029964463517,A,-137.62530536704818,D,B,B,160.1022663773502,D,0
Other,-15.436775427701052,-13.532947263350032,A,-8.63879940674173,D,51.23908891235457,A,115.02307625454719,23.345787407870674,E,-183.97738704212608,D,A,E,-187.40756235049602,B,1
Other,16.089698481709817,79.9635244981993,D,-182.56607697243555,C,-6.027569989128748,A,28.86970442349943,30.110267394554597,A,216.02103355053956,A,A,E,111.05073846679944,B,1
Other,53.4462663488507,-106.49383900719154,A,-103.46116458378931,C,-80.8523865221225,A,21.723125535255818,-208.8364783000371,D,68.01694929846371,B,B,D,192.7850033455398,D,0
F,-3.937831140602991,-116.29652441490465,E,-129.04349516444097,D,-164.50409045093244,A,47.914089920618395,127.60365137484062,A,154.58312470292472,E,C,E,135.14667985036814,A,1
Non-binary,61.05429357881532,-133.25251953807268,C,36.32440738248949,C,21.001200918677952,E,60.054995682771725,-40.20419079664435,E,39.95693728715442,E,E,A,-177.31160864960978,B,0
F,86.55902302189928,33.46183130715376,D,43.82155985604496,B,-89.37640619308839,B,30.749352242255227,15.150658830361486,D,51.956195031403006,C,E,C,52.907670325111646,C,1
Male,-40.784046685086004,18.902280280083797,E,57.26227021961374,D,20.217752975500268,B,-87.8921582686662,-47.61049150810066,B,57.49646225522723,B,B,E,-29.756922552986193,A,0
M,-124.12548793216054,-6.794501617333864,C,-29.98028667011131,D,-36.03233649116026,B,80.82174419891585,-68.70006002494078,E,6.276910572403693,A,A,A,-11.434876977488125,D,0
M,-72.07080180284568,17.94408638549899,E,-31.205116294335404,D,-135.3913376210714,B,61.17123400105233,-26.006072940858015,B,65.86275219367647,D,E,B,-23.164401695731524,E,0
Non-binary,65.9293226740554,174.03150198780548,B,107.44856188062109,C,4.933621930104819,B,-81.96245518999878,62.648786608580366,C,70.52759854073425,D,E,E,113.34049279919599,E,1
Male,31.920607553175284,-19.106544557832787,C,-155.0672625919819,D,-101.24585849927044,E,-79.10152439813375,38.94987674715329,D,-148.95801845479804,D,A,B,-142.0373336697911,A,0
Female,-0.5350685858087776,-0.5801497112752798,E,-33.3434068689341,C,-213.17840297653285,D,-17.23152804744261,77.6743397542684,A,155.90879077625507,B,A,D,109.70260906768972,D,0
Other,-49.50222502309121,37.484756257517205,E,-114.5925213624859,C,-17.58116193993818,B,96.32038736139924,125.86139919761035,B,113.31312566511251,B,E,E,-129.93993883829572,E,1
F,34.890963926885036,104.78988320744966,E,30.514678241243875,A,7.6556885429819586,C,-22.671084566202104,-32.4762326588503,A,20.041623625953562,A,E,C,-144.7315284528684,B,0
Non-binary,40.30889139125331,-93.18108840647514,D,-22.26276714056958,E,9.337353431922425,A,-71.04205284588018,-43.214449633804534,A,-28.43243915485551,C,B,B,-63.59503740341721,E,1
M,-2.269215112033495,-121.28594159014641,A,114.30074882352837,A,-16.99656099146888,B,93.16811472093092,-107.91965280936742,C,-210.94751394408922,C,A,E,60.026633201414704,A,1
Other,40.59881977988598,4.628512277045858,A,-42.084977875595605,E,-104.13311963879917,A,-160.99932420606135,-53.574205676856536,A,-101.74735969643216,C,B,D,65.32306201576085,D,0
F,26.833857119776187,60.44852005339557,D,48.064299319998305,A,-87.48955860441,B,-36.640288537423146,-117.67796325906399,B,-71.90289109174826,A,A,A,-80.84228326167671,C,0
F,-20.78794307333079,125.67009886862841,A,24.344215022051518,C,90.95657757545905,B,-47.00732610182888,3.451931231567676,E,105.6079935274644,A,B,C,-94.39299027949312,E,1
Other,179.47192445484077,46.31362205212961,C,23.61074189425073,E,-127.49746116916374,A,23.33473304583114,187.7400534032714,B,-112.41879516759383,B,D,E,18.951439363169996,B,1
Non-binary,-73.28466384650567,-71.50630548639431,E,192.10137576919178,B,-15.555494997739464,B,71.11136625694203,-171.18980553838213,A,77.19484691066235,C,D,E,71.35789187165285,C,0
Female,-134.17377841403984,-22.205777905486617,C,-130.16656801204195,A,-60.3767415685523,B,-9.05751675660138,62.118071994749414,A,-7.309913848658835,D,B,A,-200.13114370888337,A,0
M,-79.13879792439585,21.922348451637042,D,60.166208390083966,B,55.5877272686219,A,164.23263816441528,55.332668048401516,D,-19.263739423998494,E,C,E,28.092852894145388,B,0
Female,-34.91580952027182,84.04699009739073,B,-7.810509036235423,B,-265.80237530675777,C,-90.29549231944533,-84.57582160649264,C,148.75863154906824,B,C,E,-92.09676830182678,E,1
Male,24.676952473110873,20.166875056080823,A,-95.72292100612555,D,-135.60657232923245,D,149.69857626086701,-129.20019565126054,E,4.097602137333344,B,D,A,109.08149249485908,B,0
F,-6.900293504169917,64.88042438420061,A,115.25760946230157,C,24.941532970342944,A,23.633148374114096,-21.29138981865945,B,180.79219350510198,B,A,C,-45.99696451604765,C,1
Non-binary,10.738022288353132,-47.96677523362875,C,9.871296816148394,A,57.47649138759704,E,-21.257782816082887,-149.0517624145361,A,39.61092614703309,A,C,E,70.49863612512416,B,1
Female,-242.706882726193,66.1700909030785,B,-85.3746823493403,D,-22.398484658832512,C,45.57861632924208,46.788552408735356,B,-52.06632578850411,D,A,C,52.98302473825658,A,0
Male,-40.125424069368925,34.351549634915344,A,-52.44902187555173,C,-8.012936550670569,A,-37.55547874516623,96.0145818890036,B,25.600536920603247,A,B,E,30.73431633552361,E,0
Male,42.31673604846935,-59.96410072682256,A,26.482274556732843,D,-203.3708485100109,C,-7.343429907574671,-113.29058939580636,A,-153.8259686346237,E,D,C,65.88978694606011,C,0
M,-148.75462523792132,89.12587979200907,C,149.38780942580038,B,21.159511109387093,A,-42.36998221133635,41.843733012382145,B,51.542330030506776,B,D,A,-18.180755886684207,B,0
Male,21.7971764262535,-40.356405737595026,B,22.552163955617868,A,-57.77383363130401,A,-42.40038033619039,54.76212000282518,A,17.035582828800024,A,D,C,-31.575067819815285,A,1
Non-binary,36.11904466993111,5.461076954226944,D,18.817638436756017,A,-16.55874428251266,B,-92.9514719861502,85.8939918797076,C,78.87151511276828,C,C,E,167.12447061978665,B,1
Male,12.444996333706193,46.9719256979495,D,62.39162326368432,E,-122.13336571350624,D,26.652433009029984,-49.08657682127473,C,-114.66391064969766,E,D,B,-251.0681215004939,E,1
M,-85.6773445264385,55.41093179217606,D,-182.13819868865156,B,-86.79583820060836,C,107.18304806406928,-197.30412218164207,E,-105.72084638653163,D,A,B,120.76806419529682,B,1
Non-binary,-120.3851874096969,-48.2297903715139,A,-131.24525696088978,A,-54.32210140731728,E,-31.45444699171374,-80.07875362709872,A,-43.206172105922604,E,E,C,-115.63549741931732,A,0
Female,141.421266702526,-0.06385605084927898,B,14.901991844596852,B,68.55484501588272,B,-60.714404054613944,138.67797543700206,D,27.190102073705425,E,B,B,-181.99334997494313,E,0
F,104.62199971304804,127.59291631009057,D,110.7378496394959,C,84.75149491429875,E,-25.996444522257768,-98.84940728692932,D,-81.72062740637209,E,A,C,-57.38064086745233,C,0
Other,-0.0457692344194049,-145.56497033510723,E,1.213901301917228,C,-13.70284072813503,D,-37.7002194158256,-53.54952567730723,D,-105.49596126791843,B,D,D,-145.08054744109714,D,0
Non-binary,123.77005539519692,63.87168517585101,B,-97.01508355386353,B,179.32403180824542,C,164.2254659152524,-86.43910510020191,B,82.65758992905403,E,A,D,70.62006189215302,C,1
M,-57.99305083473878,55.7001097730757,B,-23.592932564742892,A,-42.063715177869554,B,-84.96122259305456,155.97137096561053,D,114.74792082643337,D,E,D,-175.2185936144349,B,0
Female,-69.0722025805083,-30.778369215146945,C,-133.53934276867386,C,-53.16731204893132,B,-43.48331712820882,-69.38392708432947,B,-19.405366629830006,C,C,A,-182.77292493748644,E,1
Non-binary,147.07031380711265,26.686889175793105,E,15.622800101951876,B,109.06093140477537,E,207.88151173609802,-15.458603411075996,A,63.83459359338597,A,D,B,56.02552854808032,B,0
Other,-22.12452968975724,-62.51235171186955,B,-45.523925983343794,B,-0.6056321464786335,C,55.49024832277151,-45.21134849180503,B,-97.65930786368617,E,B,B,61.37161219759923,D,0
M,-164.7428320784521,73.31517474328584,B,-79.76236527926358,C,-46.28608671066478,B,-5.771660584829381,31.023189144869555,B,-62.58897921964343,E,B,B,-65.3449384951284,B,0
Other,-147.85478451945227,123.97872604115845,E,75.84208671993083,D,-120.41982528188339,A,115.4407297024299,55.049334488087986,B,-59.61136747419064,C,B,B,-16.418839152702112,E,0
Female,22.075837026399974,-284.14041936385127,C,-16.889347003750714,A,47.296909871656354,E,-183.54084715008273,-311.3962884015817,C,-29.131691886530533,A,D,C,8.118056877803934,E,1
Female,-154.51727699076972,-10.08565603897032,E,11.589564495306126,E,42.24818080899683,C,113.7000322048145,89.07910231524907,B,-33.076437618289425,D,C,C,24.7066890910876,A,1
Non-binary,-194.88408906945722,39.66133779987131,E,-80.73525247865348,A,-25.45825864425294,D,-86.59018862592275,102.71823258920874,D,-68.29790884486374,B,C,D,-97.02837430405572,C,1
M,-12.330387554038518,94.9696079163862,D,-93.48530921453599,D,63.43051972923228,C,-88.8354000559562,-32.89337284209492,B,-155.91588789747524,D,D,C,63.73376353897259,A,1
M,-83.60192133216916,-29.4388264143808,A,-90.75817709974808,E,47.073609771780134,E,-49.48155796177469,-59.5324018950958,E,-47.82462841471743,A,A,A,100.30476101542487,D,0
Non-binary,-118.13675879310128,63.148587297162265,C,43.35491650336309,A,-25.166086694185335,B,-88.06915491567729,115.53747675312616,D,-32.70071994798296,B,D,E,77.5209898768371,B,0
M,-46.754508154686434,29.212036063369297,D,203.5886735718454,A,-224.2657361667987,B,-42.82498288530328,-46.64458096023061,A,17.046784412053505,C,A,E,121.1889229964864,D,1
F,71.71644222325519,46.190381833033896,C,-1.0788325435825827,D,-3.751025491514,D,-99.4245917346425,-159.94366453704887,C,181.42899664835497,B,B,B,132.5243012885105,A,0
Other,195.92323028051223,-128.5155440759028,C,56.793378311872544,A,101.61035323685816,E,36.49355281595954,-94.86225688661327,D,-105.25151530155654,B,E,E,69.39044025672155,A,1
F,-173.6238226164677,2.0436094356380616,A,11.153411689753646,D,32.20756017413981,B,-4.856872357779133,-41.449836304957515,B,105.40651605911209,D,A,E,-9.876487791069373,C,1
Other,242.716375180565,-104.58622856398325,C,-19.501421838916645,A,-118.22029110382397,D,62.60185394251433,143.77542774329586,C,134.04100717862147,C,E,D,12.389446888818762,E,0
Other,-110.05111891554051,89.66213765145487,A,72.72361953403411,C,81.0516930855877,B,-107.32796078477035,9.459068915956493,C,-156.3677912857169,C,D,E,-104.33414959301876,D,1
F,-158.07804450983355,138.8832662600256,C,-47.60212967541435,C,-11.657083596489898,E,-98.09548392816507,12.059279925284606,E,43.90515783859025,E,D,B,-107.38129811425956,D,1
M,-192.3529887012199,19.540516362864192,B,34.62893816203417,E,164.43805130641542,B,53.10101955635703,165.13769107979388,E,114.42086761220416,D,E,E,-104.91012900433749,E,0
Male,198.9802878893027,34.54645669275392,C,23.348987495566416,E,-204.8563750089225,B,127.99839043842101,171.1991103981934,E,-43.045975730826804,A,D,C,-159.13747480359422,B,0
Female,-59.21666607486228,-56.76195972605951,E,-58.776599499343575,C,-72.74922774263372,B,-102.59348860485828,22.329909422904638,B,-14.65122625774516,C,E,D,-55.619100341565066,B,1
F,-56.75991054057903,128.11082031447322,D,62.564866378411345,A,114.17337997808798,C,75.45221408532478,4.594358913907075,B,-43.57706675200389,D,D,D,-25.344103622291126,E,0
F,-24.70316384686641,60.208770060650664,A,-3.267229195809799,B,-45.187694773629694,B,32.522220426154185,-149.91709349418016,D,-102.58867285054384,C,A,D,67.25242743514077,B,1
F,-110.00666835662172,-47.93644455917986,D,160.69113688355674,B,-77.75071418426461,E,115.26508950570688,50.399605319137066,A,11.63057116145794,B,B,A,-25.844049220403843,B,0
Female,-85.10671110470642,209.4030052127962,D,-27.266999611677463,E,-208.0976509226909,B,11.41376462317408,42.85118375560897,E,-188.21440344693093,D,A,C,-9.32047872044095,E,1
Female,-71.2697808521026,-143.01306358828404,C,-68.46830733161192,C,91.22180251130122,C,141.13101359933623,-13.26870246750557,C,38.705899107011476,E,A,C,-58.604037312903614,D,1
Other,121.93099926111816,-204.1293024063473,A,-63.966142359981504,C,82.89924454609229,D,-19.527704146172656,35.518142324276795,E,123.58085932803262,A,A,E,-119.98261557423622,B,1
F,42.64538881452228,237.9705859155222,C,-40.96480194008365,D,21.55236207601531,E,101.57958083361875,-52.85922020430832,B,-93.1775968953658,E,C,C,60.97481280447392,C,0
M,16.540065794003585,39.281351745670925,C,-18.448688771153815,D,-80.81592540770752,C,-6.963732158783063,-98.08211443709023,C,-9.938508219792524,C,A,C,73.65584650933761,A,0
Male,-201.38087159861172,-25.333706271857114,D,2.139297907207111,B,55.899370916217805,D,-119.44721712378328,-72.93350113951519,E,-84.64429409230948,B,C,C,-119.78846318433784,E,0
M,151.46677069940955,42.738641707403964,C,-34.32208895205755,C,-112.33841273599037,A,120.15821753286413,-6.471217481775754,C,-70.77957884486345,B,E,B,90.97736938087309,A,1
Other,216.28510854393826,-103.49071043451603,E,165.33230733191883,B,207.5568015332835,D,-25.6005038073027,-159.9805649271413,C,-29.55891005555642,B,A,C,103.60145228047256,C,0
Non-binary,-52.81160638111403,216.05261525912135,B,62.00228958459246,D,99.04819982978941,E,-124.59607494546128,-44.19753836470884,A,-52.90479275712491,B,A,A,67.74149858303092,E,1
Female,-84.1418768502744,-14.322624007169082,C,-25.99747547282547,B,-148.54959534604058,A,144.78061142810884,-159.0236269338355,D,-28.39160455368925,C,C,C,-127.26283512570984,A,0
Non-binary,-119.19166914773069,12.177460640623787,B,-13.653658394032792,E,95.09347781419952,B,-91.12335225952015,-62.09619585614341,C,154.51417968657927,E,D,C,-117.27721932855033,A,1
Other,-48.02720009841212,-83.11338682464674,D,-13.894865201099945,A,-64.05374796302404,E,54.56381820144285,-33.96405153813048,B,-31.260893696365116,B,D,C,136.82747969033224,E,0
Male,-119.27857309865205,56.101337983641194,D,-73.54335638650676,C,-129.27174009737976,A,38.58181827594715,15.317511267021377,A,-77.65218637712258,D,E,C,11.771696166709598,D,1
Male,9.004035532629102,115.46782509393871,C,51.627530822407174,A,-174.55071603160116,E,-63.759747801730924,16.198972517739605,A,-3.461478979590751,C,E,B,-9.431039332986616,D,1
Male,15.82699795837072,-63.23000909197706,C,22.15529010873905,D,-16.786254036855496,D,-118.36474254133451,22.571607834633582,E,-110.17810588927293,D,B,E,-49.213469768830926,E,0
Male,1.9419902570094811,-165.64486541758166,D,33.58057724032297,D,-4.251599822555377,B,-168.96885925230066,-38.77430177940493,A,48.81604764726431,B,C,C,120.31200858194143,D,0
Female,9.202416451453576,-92.53365114202538,C,126.50662817204265,D,11.771999118801233,C,105.7686405411346,-8.94051094890589,A,34.881866087037,E,D,B,-54.650150128259455,B,0
M,94.33202969034586,-84.5742409508561,D,-121.37380644983679,C,6.992332242447942,C,7.349680069065773,-42.55502440078495,C,106.88986644198077,D,D,D,-72.2626415759839,D,1
Other,-124.39636605934137,-81.15528572227166,C,168.7497481578228,A,-111.46600648743699,A,-147.78385032491568,-113.46152051298053,E,84.37595691358149,A,D,A,-44.58911650469579,D,1
Female,-20.611195907760507,113.70366060215544,D,48.19939970551827,E,148.85709334279036,C,-182.67079859123444,-44.91902038355643,B,196.86801879748,E,A,A,115.24328970411139,B,0
Non-binary,-16.40038459113946,-33.86738915895708,D,45.29483569480465,E,4.239853451796835,E,60.89143561034122,58.20920464347014,C,228.10828091067305,C,E,D,-156.13519562592575,D,0
Non-binary,90.36077570101378,-80.85448404318223,C,-202.44098368785353,C,-10.041747258125701,A,180.240449154025,-71.95736131442638,A,125.13250421142006,E,C,E,105.63953188463825,A,0
Female,-26.297610035910342,-29.535073574340643,B,5.363065226838063,E,19.972293840874762,D,75.65419803766476,-126.09161849382133,C,-87.03836502261197,B,B,D,59.1765327213086,A,0
Other,-167.42224168501662,65.6335153198483,C,-183.33398650182895,B,85.47574661977224,B,-177.05842597279695,-44.44637614476722,A,-28.765076284008828,A,B,D,-82.6099480053412,E,1
F,13.674976238709851,-43.63597488712685,D,-108.76800715475792,C,22.018386707636374,D,73.9920158469106,4.675955546828608,B,-2.620113617512994,E,C,A,-38.390842682095325,E,1
Non-binary,-143.09278600527733,112.57444223825834,D,-47.76841511338696,A,-102.91651840449383,D,41.40944454029278,169.3545646944278,B,25.203341780671156,E,B,D,-123.3383396634109,A,1
Male,-43.25785030358605,69.66373964718355,D,-13.244644978103873,E,148.5075077522521,A,-48.755340781263875,45.73404368544423,D,55.055499572770884,A,C,B,-28.619274696389716,C,1
F,-54.06659962815229,27.813680284366292,B,31.227981593061443,B,65.54733776468746,A,-37.57034343777724,-18.29778497850709,E,-113.85194788296398,E,E,A,-90.29468671933101,B,0
M,-54.0154869825745,-82.47095774433095,B,29.073531809510992,C,3.6812976480758106,D,105.45143815174094,29.797530981048475,D,150.29794604766232,A,C,C,-52.60568600095231,E,1
Other,62.45299198730324,-209.8004015380173,D,-58.68427347095013,C,-200.3398366323466,B,-9.491411989348006,-14.631852375131535,A,50.449532961592546,A,D,E,31.6103730432114,A,1
F,-29.260938181585782,-80.61590609415964,D,100.74399144091866,D,114.31208383847553,D,87.12316747734494,-47.7786010846552,A,27.555689184100547,C,E,E,214.71183055593565,E,0
Other,269.63463477581456,88.1752029139719,E,39.78143992870945,D,26.27545489422082,A,-22.791998943950865,-2.087997329776589,A,51.57811146155743,E,D,A,74.47228626063485,C,0
Other,-28.90503067459282,-202.4290954248501,A,-80.63792247581755,C,-88.04399458465016,C,-36.97768114915143,67.81649232518508,D,122.13252179592405,C,D,A,91.41689741877514,D,1
Female,-59.22693212576644,-9.056513528161323,C,-88.72256504238594,E,2.6866684148588726,C,144.86531071372374,54.379107577873654,E,9.275929278863874,C,B,C,-31.704483983920095,D,1
Other,-118.8335559411106,-29.524599817601587,C,232.08773165491388,E,-33.59613925845418,E,-243.81840291303715,-105.26398433376957,A,127.69766966682097,E,A,D,-66.86156718773098,A,0
Female,-93.05333140431543,-66.70317373688867,B,42.21867337185274,E,-23.28830333320145,E,8.582741704737245,-123.32374548438494,B,34.67600207619157,B,E,C,106.25567386458532,D,0
Non-binary,27.872614644444432,49.08460285212388,C,-68.44904491154135,B,33.194630657855676,D,-14.759981685642206,44.94361116016211,C,166.80066946877454,D,A,D,14.711836416130556,C,0
F,157.30405832402192,32.25082516764136,B,36.66066778661865,D,-106.8439999548733,A,-79.45905315974535,66.49765762851095,E,8.836385404792297,E,A,E,-129.87872802245545,A,1
Female,76.99035058349567,69.44696682895072,E,63.02468321289343,E,134.61333778290575,A,-127.10301730514308,-12.456367802412247,A,-189.65962676520147,B,E,A,73.14597857007271,D,0
Male,-45.69334511728877,-138.53137746760726,C,-157.629742673759,D,86.25024906462676,A,-43.30089431126318,135.77187540388874,D,0.9157459643360113,C,D,A,-33.06109441727759,A,1
Other,-39.853185478144944,-22.296801507674168,A,-63.606099192966106,E,23.769120407678457,A,13.2267596135647,-110.60874571716539,E,-142.68318771360265,D,A,B,-29.83477182519536,A,1
Female,-6.8871146828085354,56.52319308042317,D,133.14482721773862,C,-125.35894512653736,A,14.312038930727269,-13.07357616688897,C,-103.80613221348807,B,C,A,149.35064338719013,A,1
Male,96.62579621308633,-132.01753853202172,E,-220.07011734725936,C,266.8132797803445,D,15.319530924673764,35.26141686554151,B,-91.97236706810847,A,A,E,-134.56038532618953,E,0
M,16.74581437812323,51.526063023950385,E,121.51680299472112,D,92.4159024528952,A,95.33778593598271,-127.83554831999761,B,189.5041239146207,D,C,E,28.8222273054213,C,1
Other,-67.74630836098393,66.28537882643748,A,9.536597565058342,B,-78.88685262958559,B,-25.49609366686143,145.56958530045262,D,71.35483953965726,E,C,A,-27.472951355276216,B,0
Other,42.35844031663281,-95.24022788290594,C,-192.09880777001612,C,161.62420745262685,E,-49.179184429084884,5.843715596165095,A,-78.47554853253945,C,A,C,20.445908171671608,E,0
F,16.440170608694853,53.61544359853343,E,20.538586818433853,E,39.36073279620283,D,-61.12155775932495,-151.75363244709496,A,61.562353589020034,A,B,A,66.57790355535631,A,0
Male,-40.976447349152195,-164.34567852837833,D,252.645990385232,D,-66.24859008193515,D,82.66173187106665,-48.89859624648429,A,115.58978491058691,E,A,D,98.58703155762183,B,0
M,6.7933515265985065,3.0937916663155383,E,120.80629079107479,D,244.2300266139972,A,-70.73867772059285,65.8776313896451,C,5.371441791111204,E,A,C,-96.86647967084545,B,1
M,43.068915427459935,74.72190487336648,B,162.25051519656287,D,-35.46338491986154,C,-17.53657923049145,-174.908761951051,D,-153.5295887790201,C,E,A,-20.208444994346443,C,0
Other,63.30426043835495,193.8225310885399,A,91.39961689676603,E,-57.73304573552346,B,95.4951745880679,146.31374925552618,A,-185.26389917977124,E,A,B,-27.786112647096704,B,0
Female,161.15330172486267,34.52617070857316,C,147.19315064587067,D,-164.44659203118368,A,-49.59716080116948,-5.5053710752679805,D,96.82418388984603,D,B,A,-6.156717321814343,B,0
Female,-123.03881995638422,-28.93321059858751,D,-96.8258291586034,E,-80.41223213355471,B,106.68872218798735,-31.290886799475025,B,125.01124442285274,E,E,C,-50.70439827831781,D,0
Other,159.3441112847213,-21.62604811306539,A,-75.03886301144847,E,-57.29567951393463,E,74.37602992545513,31.05894577334266,E,0.6686030987022665,C,A,C,-62.70398837068279,D,1
