Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Hindu,B,E,1.865841415660089,-29.251149996682923,E,-141.05089818646601,12.76169322810884,-148.74531587353022,-190.86444595981501,252.10408372740068,78.41798025619447,141.05731217227992,A,A,0
Other,C,E,8.353101092696111,-149.64386072033253,B,-4.467324189553143,-101.4508043415649,89.41742611008931,-25.871950337367167,-25.841470543327006,49.979288423393314,-43.07945000353116,C,E,0
Jewish,D,D,66.76700034843432,55.91686407933037,B,-24.40195477621342,108.75000392217085,-49.776401354753396,-202.22611265790724,16.807155712535966,-36.973897189611776,39.61740750312243,A,D,1
Buddhist,D,E,-73.20541291067589,23.419381362061923,A,-6.051526113170028,43.461150827543484,123.50223755453436,-211.89092015356127,-106.80090355878427,-6.393930085987326,73.71181785624849,A,E,1
Other,D,A,201.3712021104083,33.73682681199253,A,27.15721921415656,42.35903125671033,4.8071289029356405,-37.89826251791106,80.87894157048174,-101.62129420823496,32.96666551821786,B,E,1
Hindu,A,E,117.87397433290816,108.6871397597961,A,-42.686865197199005,146.96181990143015,-151.37451349416776,-34.39101876741368,19.316766790547955,-44.28034932286577,35.90896548651216,B,E,1
Jewish,A,B,4.051447229022961,-2.1562621395725285,B,48.55858836496304,185.69615698271153,-139.84494606211695,-30.431550293975747,64.47484050925682,210.9763810570461,141.0302088440216,D,B,0
Other,A,D,120.11660396019677,-21.287635130804127,E,-38.236582397082486,139.19988773932133,105.0849571861787,142.27579281236746,33.541997831243386,24.691176562535652,-200.0198172207053,A,A,1
Hindu,A,A,-35.55786286060727,78.27803902997967,D,245.5034120422377,-15.135543061332724,-156.78645223332683,71.65021372447688,-6.882836153058629,103.18925357686595,4.48719818540453,C,B,1
Jewish,D,A,-94.50003030677347,-224.97878730213276,A,-79.2870665588265,44.13306548223992,191.24045469877956,-127.15964140045382,77.69714639381327,-67.51273948726802,139.3797610980173,E,E,0
Christian,D,A,-53.8895215706885,38.8477403276352,E,-143.75347352416273,-42.00278467978041,-109.83312222191603,-175.20705473526317,7.301045081655917,-8.71256437214113,5.312140023503343,A,A,1
Christian,C,B,71.6365499987686,-88.01373963737862,A,8.496850387532367,-159.52805902385745,0.01827884889300273,22.194297594249168,-87.82519541749791,71.09441369108225,-80.7028194712846,B,B,1
Other,C,C,-8.760482808999539,87.41472813382741,D,-106.05744784906202,126.65125411683019,-109.9599282337969,-28.025785937819464,45.713424761513174,116.36469825343517,314.3943654373756,A,D,1
Jewish,B,A,-95.29046040490401,47.971420389775176,B,-14.257569666315458,114.57349308292031,-149.167459739825,-95.91071313809901,213.4659917183595,-6.626727913436041,-99.7551001875069,B,B,1
Buddhist,A,B,15.250211463496207,8.782309752695589,D,-36.5655225755794,58.77676516194118,-9.754115615124588,-41.51551581321263,-102.09200677980861,-174.60871973498206,-207.60359543842108,C,D,0
Christian,E,C,-2.7342229109466647,236.5871044089927,E,15.84589313041429,-16.136924689359837,48.73172151629041,-173.48833359712944,-68.03621686990888,-19.022629369426276,-59.619184033519204,E,C,0
Muslim,D,A,-64.64904932319264,-117.33026162069808,E,108.7637915281033,65.93635392511105,100.6612331180581,82.66075986212252,-14.430461749315732,59.94316068790793,-30.245093348965014,E,D,1
Jewish,C,A,93.85126391891129,113.44430861011917,B,-20.387188443301774,-23.608390548227085,-70.54043184172082,135.78193437260947,147.48191754885755,52.16014274382774,-51.17441958091183,C,A,0
Christian,B,D,204.00671381516068,44.23181817040387,C,56.74946781009439,11.005311734674091,-19.295396526743204,-70.38061268983348,212.7838498543294,-52.215456266361,-43.0105648118944,D,D,1
Christian,C,E,-132.88020304819156,-14.570918607058825,D,57.24210458060015,-91.57964462946654,-132.0425607236668,210.9880258389526,132.36002235714886,137.8027644141904,66.97941825262697,C,A,1
Buddhist,A,D,153.79840177058702,-28.01974711079998,C,-6.525274880862973,-45.1446830418786,27.29104543326228,-0.5318848431308594,18.055933929828004,52.43406238018824,-73.54030034593343,C,B,1
Hindu,C,B,-69.85775710717493,24.10038396853544,C,-35.264369502466046,-122.60043277152437,121.53991930290435,-278.3705044627987,3.9274230948902935,84.35957288442481,-70.16960072016124,D,D,0
Hindu,D,B,-148.29902581726563,-98.61518869996549,E,-47.831445816484205,-31.87000903706072,83.80779948908958,159.95391490721417,30.452304389445082,33.0143963391994,45.35724667891377,A,A,1
Buddhist,E,C,-106.67461092377151,59.24979893145319,D,-195.05080949882526,-197.96204606091737,-102.51758842202338,-60.498281697228016,88.75163425618209,18.779116139733745,137.59418130174902,B,E,0
Hindu,C,C,121.67127179650903,66.57374934520696,D,-104.67113315489553,-184.58944068897915,-80.97014722965255,-38.419461558140526,28.68771749939854,41.824150147822294,-32.221884518372455,B,C,1
Jewish,D,C,16.753212393125036,-113.44449720770568,B,34.74538608916936,20.33790221334557,-38.73956821574109,-57.30511671985559,70.0753222749435,86.54796562546363,2.0005762703914813,E,E,1
Muslim,E,E,54.08763140023305,42.37319008047775,E,-235.1164777219366,-47.13339932579994,-48.04653436054377,85.2211629455391,97.81827724727985,-178.07291931189283,-210.30911676408914,A,A,1
None,A,C,-68.69379834922093,39.20025968853501,D,189.37697069553417,61.39829124200003,-134.2096309520782,-26.222141085593808,-34.004857420123066,-79.34187520192873,-112.52371311885292,C,D,1
None,B,D,65.47315184782104,28.019213753458637,C,-98.80789822660313,209.75801477802452,-1.993970370287567,-93.81183081806095,-9.005509840915188,100.87427118970464,-59.819433421548396,D,B,1
Hindu,D,B,59.053142679055206,56.758137375616116,C,-29.74037830434866,147.4686101560246,-145.13792912664104,-226.07876336503722,115.07307504910223,28.3634441650513,-88.71269814800638,A,C,0
Jewish,D,D,97.62006451014271,23.316942615148797,A,53.77997763808475,17.914915545748933,-83.49145006662926,-66.2865903057841,-21.141755257392823,243.01828676547328,-91.38920401883894,B,B,1
Muslim,D,B,100.79707332494776,145.73033102802938,D,-18.795896887694234,-173.67072647923982,-59.23976119917368,180.48313211371934,71.41036457358527,29.26537689876782,153.72435618029567,E,D,0
Other,A,C,0.47248419451209056,-78.93949593122056,C,-141.37448810341903,-81.94185133865633,6.45206761301128,46.795779055205124,26.005026922293112,-4.374476125815533,-160.85363484541728,D,A,0
Muslim,D,E,-5.239946854169392,-0.5399692008397021,D,-15.105210478987582,7.3727475110342295,76.83376641534966,-66.05259266267649,138.34221409474475,19.637447885827928,114.3836634176612,D,C,1
Other,B,B,-90.15377414577262,159.92554420958683,A,-102.33093878027992,-54.49310629616333,-21.62803742200463,7.472757152435368,113.39005562010027,-23.25463843597549,10.813266477571648,B,A,1
Hindu,B,C,93.76545674072749,191.88800509006188,A,-107.54324921092693,32.363698122976785,65.48320903309843,125.96858859703069,-211.1366438012948,-128.2798906595953,126.83493558249364,A,C,0
Other,C,B,-33.5458898349889,17.55297035344713,B,-6.095264839436139,-111.34587788316601,-127.3296598878218,-178.95831442214393,111.50598694463663,132.50228365136016,-157.66015727452668,D,E,1
Buddhist,E,D,-18.55387976866976,15.892730270852725,B,-123.59484601988588,-149.2707888740913,79.76152350481999,-186.7742502195752,-262.27844731089164,139.10720744016422,4.359742982614003,A,E,0
Muslim,D,A,39.24848324108389,-134.26859917367838,C,-201.07461657005095,15.157828948904351,117.47082203985171,-193.33525687406453,84.3084106903618,-60.51114356817426,58.325898841255565,C,E,0
Hindu,E,A,3.375554457834603,-111.02608822865174,B,-95.23532315137872,218.36464750627363,-25.021847463045336,-57.824293543401,80.40821514759008,-2.515416535334762,59.27994965140876,A,E,1
Jewish,A,D,159.7848056678672,-53.20493778615336,E,-115.64055762607299,-54.201620446722586,136.56755717810037,-108.28839122325928,1.6405014788717063,55.657533878103806,39.83327150979185,A,A,0
None,D,B,-0.7495023226756399,-57.450116390672626,E,48.6059588125614,-8.527717751503944,101.3534159709721,44.37561403978131,-36.6628836389939,-172.70034257104027,-81.71049535209922,B,D,1
Buddhist,C,B,12.60806848870852,30.897368406349024,D,-72.78293582918567,-55.42533710213679,122.09602317420777,-115.84045339282068,215.3229343700124,188.9639716943529,100.85499285640947,A,E,0
Other,B,D,-133.2052901684666,87.9677080609435,D,-19.74212145639352,4.941119145580877,-38.17833518727512,74.85696028701844,129.14669937952803,125.96206162060797,-102.3212855166177,A,C,0
None,D,C,-3.687668970200226,76.44158857653113,A,62.32261270306948,-85.99384388366111,41.04638142167485,97.39838364037095,-44.71706379504094,96.19060142205115,-63.60956755304766,B,E,0
None,B,C,77.80294153889108,91.10504198127533,E,-154.61449514718447,-74.14950516865349,69.6516798687562,54.199060925038566,-61.849952222790094,-78.91027106579801,104.82640452559069,C,A,1
Hindu,B,B,-212.63155253700444,-41.77727653825023,D,-25.580505620373685,134.58109188631886,-120.29771614404623,-74.77065525521408,4.896978419788811,121.9654776175205,20.383195462857167,B,D,1
Buddhist,D,D,37.495731682309525,-123.4006692874033,E,109.51965644124336,107.74534230054672,-101.0373909003154,-21.289760530113693,-145.24249313241734,31.71217897686954,-51.63212819571202,E,B,1
None,C,C,29.33968180509776,163.58147674370065,D,122.45807274792236,37.35847299729313,-36.87462778008121,-31.64055247308323,13.234646011663632,18.0980593261795,63.14484844474576,D,B,0
Buddhist,E,E,59.683163520892094,7.986115382936944,B,17.452992097896303,76.32830719591269,170.65346419803603,-118.37181634536218,-28.461410650614983,-50.22780656524171,-2.01214054924745,D,D,1
Muslim,A,B,16.259402162083266,-36.88693512014699,A,148.41576835347064,80.78419014379875,54.40178781792591,-191.34917453210386,15.16423918962079,47.854027121464796,-21.67856331995085,D,B,1
Other,A,B,-55.506943358203756,146.4361636267889,B,-120.64408883354092,111.2116505669471,199.70604378869257,-119.64256046101957,72.38889385699103,44.04673760312914,-32.2285729704333,A,B,1
Jewish,A,A,189.12131974536814,8.65427036293124,C,-6.365151082576627,-72.07382461036659,-65.22274286029273,168.76805085059198,-36.92450912805137,-50.19457499074076,193.96397969998898,A,A,0
None,A,C,-29.502755479667414,-81.71516253912446,E,32.94948381726666,-202.71503663898235,-82.14922491095798,241.92182022721016,-82.80494650228441,170.02628973739243,287.1757507871329,C,A,1
Other,B,C,79.32136397807493,58.98303764121151,B,148.85297630475455,61.706509290968995,-15.142163487116116,81.8369953366067,23.156808984363572,80.26147660037111,-12.993494224712009,C,E,0
Jewish,C,D,105.88706200541668,-110.78667053516402,B,39.20254373760903,-66.0919694338008,24.776507344442788,-21.47366578745588,195.80977568005179,-146.03811751176926,140.53051596969925,A,D,0
Other,B,E,-7.9857498883059295,-74.89526768694446,D,-103.36560173407044,-16.10559685469615,93.57701932370264,-164.5571273747754,72.4603440334984,151.99206340398587,-28.025651238029226,E,A,1
Other,D,B,40.37518593286859,-193.8810853249164,E,30.49822193947241,-135.9744491643622,-125.60783635823007,44.358783918751996,-62.08200007979653,-92.89356672490207,58.997072174872876,C,E,1
Hindu,E,C,-16.56610032185885,-174.9622954099058,E,8.353756397912909,24.11201922725702,-102.11199053722999,-146.85567620195675,178.40258052297006,52.53788855231997,143.15271796403687,E,E,1
Jewish,A,B,-150.21401014106627,40.25076392689177,A,-80.09384132788178,-33.16931647582112,104.27289875931089,-138.61266535135164,-14.727805041199012,137.93748690694545,-24.55926371937119,A,E,1
Christian,C,A,-11.578377747033569,-71.31462927270397,E,-6.740193581469034,52.47243360869462,157.7061630848111,25.471534074648833,-54.34070656341324,1.011176461196747,-58.11208717147588,E,B,0
Other,A,E,22.84574386033766,15.54966186308124,B,-76.17558274033541,297.8251901285292,-159.90501461162683,97.82224944262866,-24.03994489702517,-114.59091064254775,258.87060064821145,A,C,1
None,D,B,220.62042569905424,-37.32460075826855,B,-62.80989919410788,-57.95697665892443,100.10797405795412,164.22578869330107,-10.376334621134843,-84.11593223205051,-14.411617447350588,C,B,0
Hindu,B,C,32.84773002371167,128.55360067476343,C,-8.316738004276587,151.1142651005429,-49.66926317476865,171.0549982837409,136.30418151243987,-134.96017662499727,167.10370373134583,C,A,1
Hindu,A,B,76.78477789930707,49.84707278312464,C,-18.656769048397642,45.05954772610378,-70.28533813729699,-86.34363913149525,121.2996791696333,-212.01487732079366,-185.26425072729907,D,C,0
Other,D,C,17.28960396058771,-45.850479705512086,C,-7.165679068676363,-31.449124870483345,-75.95726177702538,-18.373181957481762,5.009916141951908,107.25956347830983,-43.14048558018872,C,C,0
Muslim,A,E,-44.424324328886634,43.11739344680837,B,138.75265560486758,-101.08813562240077,-13.317702166971532,6.870753232067471,-96.15897235285587,-129.05898847230634,111.33994837306957,A,E,1
Muslim,E,A,75.21017705857427,-123.32779221689769,D,-26.292013799363062,-77.83564163384966,-55.97658256536718,28.53498847062328,213.37613044744077,-66.82492337850599,-200.88106358998812,E,A,0
Muslim,B,A,-11.199907158412943,-100.14199727863833,C,126.5936644814162,21.263125697668546,8.559570313812321,-40.44274468273207,173.8039380786305,48.61864386691504,-120.39298812446715,D,D,1
None,B,A,33.7732494237454,9.661704923096549,A,-5.615161172173306,187.045647575517,12.839663969292648,-33.37801631602096,-29.102403179920604,25.244831935940184,-108.28403503843656,D,A,1
Buddhist,C,A,164.17016769519282,36.044819390000725,A,-109.4240016374879,-18.783733743470528,91.07753462571358,-79.43987098485744,-69.09794623948775,6.5854045940802575,-41.186299143719005,E,A,1
Jewish,B,E,-80.20814916532319,183.61843290640198,B,64.45413141930048,75.73616567699636,267.9095646190931,129.3617099303238,33.083621887099895,-278.68584727704683,-113.3851899111947,B,C,1
Other,B,E,-3.6515439440779422,23.964488382998013,E,165.01886681758643,114.29488711508391,-4.3183271835447155,13.173132606085778,0.010383821807199173,-52.446469531784466,84.32715987282283,B,E,0
Muslim,A,D,56.64774613792164,-122.69111535884947,A,-65.81647936696226,-139.7737163828783,66.15784363349965,-29.785115020092647,-156.3445378558405,-172.06393992536312,60.00751822267555,E,E,1
Muslim,E,A,46.39136396982943,121.22085018461213,D,63.071046663686936,108.53082302865967,171.79857053218316,-35.258838538020946,32.323870638359914,31.556028755677474,-189.78656448236885,C,C,1
Christian,A,D,-16.54038583500181,153.39930500955893,D,-241.08216047273805,112.12227484250276,115.91576734401706,-16.842031548191944,-25.66785075086246,136.9118363807145,152.74948069823918,C,B,1
Hindu,C,E,11.289488365141127,14.876953775226553,C,-36.985007376627514,19.131451292119248,161.51181404913436,26.010994953659942,-80.43325050373622,3.192441692307926,51.75569435609221,B,A,1
Buddhist,D,B,253.53132348634122,73.9026766608343,B,-94.28037230339615,-184.91324304156362,93.86162533178008,-9.836540369241368,49.78473356018441,-79.2010651227061,-158.84099925818745,A,A,0
None,C,E,-10.514135306703226,81.99844403698242,E,26.109002697206908,-44.41094947112173,45.729709575808236,-122.01730208342289,95.45999354997205,-18.02149983295225,-147.8803260443348,B,D,0
None,D,E,21.45215936683293,-32.716033393608036,E,-114.95829400070757,94.87880550658421,56.89989974396067,144.55698975310526,120.61349694571504,87.81215651011381,-47.877660732428254,C,D,1
Buddhist,D,B,-26.115512426719995,88.91789257399442,B,-188.69681719142298,21.463866611424088,-125.61005534497905,98.61493178978775,-8.223047660228232,48.26124784561505,-138.00326598337801,B,D,1
Christian,C,D,-117.78859235786874,-34.748632052145766,C,8.253504058011796,53.25105265367862,16.025886265440505,16.109027824565047,-94.5204513931437,-134.4408478985328,55.80592540403344,E,E,1
Buddhist,A,E,29.556090816160186,9.883417748562035,B,118.27250456653601,-72.39549374770127,109.235429091678,-26.518258597402845,103.55406712878852,89.19669981532256,-71.9504224769938,D,E,0
Hindu,C,A,-52.864540299786476,85.1723485656144,C,80.41030765714325,-96.71008174511111,-149.21301341998935,28.73336604148133,-51.821021976051895,57.42618507318239,157.71469312504712,C,B,0
Hindu,B,D,121.18719754755745,-7.173984082797717,A,134.15770730966346,-35.23803781030244,-41.364571969206985,-52.039316395173074,-62.90432036665252,-90.71342699640653,56.9505825478691,E,E,0
Other,A,A,-29.318957211773768,-4.970126053971006,D,233.2058088456817,33.463288583356885,-105.11278701399776,167.2120699765306,187.53705765346072,-8.423000923140464,35.77183929185745,E,E,0
Other,D,E,1.991118506423908,-134.24788394425588,D,-177.7734980281588,-13.641124512100461,-63.79923094972835,-26.012099342319477,37.85725825918584,58.802983297957056,15.120515359555586,B,B,0
Buddhist,A,C,-67.90554226127999,-201.95856613483397,A,147.4535813330355,57.013953289974864,51.98626474489506,-173.4739980059553,-1.6378264445808552,-153.18157234394045,185.0755833506919,E,D,1
Jewish,C,C,-153.81866103725815,111.96628575240999,E,-102.42059849665561,-100.89054298925943,43.2544186260247,4.848576205575339,-110.88088721841478,-63.255204528217114,102.5290540222453,A,E,1
Jewish,C,D,-25.274097749664886,0.43696939009263874,B,-37.2757916139469,158.06079537538633,55.98308403065684,109.81819833456512,-61.675416373012396,176.86307362930575,43.68459704654899,E,C,1
Jewish,A,D,275.14422045436515,-78.18393088343255,D,104.19089249201106,-195.6528110441899,-229.1849880338348,-36.88064956408698,-49.91306112189694,-64.7983800891889,104.47452148398521,B,D,0
Hindu,C,E,-193.5934639667045,13.782468191020786,A,78.96892481718822,-23.12737851219131,-45.4100417958481,129.33729215416315,-83.69376734979579,-3.843407602735733,-144.33265452621796,A,D,1
Muslim,A,B,26.96016277189924,107.76303717039497,D,33.10626534700623,19.448936864623093,92.67409959756625,0.1780520764165255,41.86981363321636,-66.38068785944971,2.1258462923590304,B,D,0
Buddhist,B,A,105.96033043559558,30.22001752184597,C,74.81098971294522,5.3920523850846935,-5.564671720840748,-4.875236425569505,38.43240875885128,-2.560827786033675,71.39667972214473,E,D,0
Jewish,B,A,65.74474248174505,-81.71718933516478,A,245.72464582224782,-25.477946984523385,-6.751903100567892,-159.54507418774176,-53.51800586093616,-61.69324565748325,52.24705490287255,E,C,0
Muslim,D,C,52.251539345940635,32.65060500814888,C,36.092281207171425,-60.74319009522037,-122.84173594943333,7.011775888333505,-120.36256069717679,99.62661419874502,-3.4141906213915862,A,E,1
Christian,A,B,-16.73627280907724,-144.05432650205518,A,24.379190852472743,112.28661628572507,52.94929736834395,-45.415790769580624,153.34823937974517,-11.710714460171042,-58.52839602933921,B,A,0
Buddhist,B,E,141.38651134129276,80.82629335831729,D,62.4051986988988,36.47179921019365,-19.514003538441468,7.6792924457015594,83.48331098528178,-79.16680435391021,-39.14604399880295,D,D,1
None,C,E,-48.37003218593633,104.13873065809751,B,-121.09740376863414,45.23067266648792,156.24200011439632,-4.128783861233147,79.77860475487859,-60.79224211365334,101.91684128925782,D,E,1
Hindu,B,E,-26.996670456790927,5.356585396021788,D,-12.597548054070106,18.081126260764265,2.537446685841378,-80.75768453577872,-89.92410515531729,-12.083995940831288,-220.33503487614828,D,B,0
Hindu,C,A,-104.23063440610719,4.3503212648973655,C,40.777174547122186,100.03970128846127,0.7339908125904709,-128.06013568023968,215.5690182524419,88.41615396915074,149.90839451550255,B,B,1
Hindu,C,D,163.40865935043962,-54.300897043470485,C,2.205670469415091,148.00643946055837,69.11264244767727,151.51695374794951,17.09183081097349,-7.882726820199407,87.9254503651902,B,A,1
Other,C,E,-388.95391083330526,-228.37931182956544,B,-20.244289223791395,-13.4160647276383,-145.03502595806853,3.298623418943467,92.43087455877584,14.509101570788138,172.04431432896487,B,B,1
Christian,D,E,-47.39125136791774,-22.2221974355127,C,149.96631541201538,-89.10794405200228,-108.33770601247201,-140.41414899737072,-66.339620746359,81.48809975419084,-193.61300824091185,A,A,0
Jewish,E,C,199.8511421915855,221.2295292706944,D,82.1398720415269,101.60792811553925,65.97685189683116,38.27327535939824,-72.89815351565976,-96.25836175435387,98.7688673344895,D,C,0
Hindu,C,E,1.3538364378316707,1.2375208831703335,A,-118.38151467245521,75.81557176002921,86.83263030018477,-38.36971823558045,-233.496165850195,-259.5661702020204,-97.50141653792362,A,B,1
Hindu,D,C,88.53357593945945,-24.344272570003163,A,-87.87011841318021,-12.943597714210094,-75.23693861939114,106.72900136133143,-84.45104785001446,-95.03540367940309,153.25285691223652,B,D,0
Hindu,B,A,9.622983822150786,-55.469274617208505,A,-176.18663969516473,-189.30986017915487,81.70436390880072,-133.92433509171588,-33.87057801854574,50.75481775975075,-50.52553316603895,D,C,0
Jewish,E,A,-124.91038445560567,-161.60343198105363,C,-35.464942820034096,16.233953204867724,-75.44978890329295,58.535944462178044,11.570353068093379,39.880531590849664,43.2704859553227,A,C,0
Hindu,E,D,-119.89812962024583,81.5557572138114,A,7.373224612461622,61.68089920959478,195.36867444277058,-134.96797852711626,57.731364904173844,17.211659302027012,-10.879143687614318,B,B,0
Buddhist,D,D,-143.1389069687162,85.55541290126921,C,79.17648679206134,-122.1021578876203,-121.64453670231678,21.09950102668917,13.471865268031108,26.529927912939254,-95.98434913895059,A,D,1
Jewish,D,D,-68.68010705192972,52.477679507122865,D,-90.67318921950839,-16.872064489569976,-6.5933008952674825,-53.69328667064261,135.15342341833187,48.92250091018438,35.89759455809913,E,D,1
Muslim,E,D,-35.94941328601231,172.34995291335,C,-20.597577964333972,233.10896979337267,108.80699347127343,-103.37128769184557,67.74790631691042,-202.84333865309975,-154.5257969922278,B,A,1
Muslim,B,E,-77.00167973850141,34.77685674487433,E,-47.97954667149484,-99.37218298506555,-0.7922430153358057,-122.70376391486022,105.7649083031192,-86.81443196016082,118.36224543180363,B,D,0
Muslim,A,B,67.71109308991001,-46.952156513044244,C,112.34738835184352,-71.53341162057319,-152.28062394121503,32.10718406836861,0.8927093002931326,103.9580182785798,67.26863127989847,D,D,1
Buddhist,B,D,-106.34564218065417,-94.03746840593973,C,-48.56521328377209,64.01683518624345,31.503208368718948,-52.69901142806424,-145.62802221569152,-5.034229166830507,100.54592730081902,D,A,1
Other,A,D,-38.92773449516056,-38.87432523990633,D,22.95925757565115,18.8405252093075,67.50088187196901,-62.652212470735606,59.45181293746008,-42.14646080399533,-57.891482378888085,B,E,1
Christian,A,B,-164.13381304140285,-20.286560291432576,C,99.02263239399416,9.768245042917618,-41.78430019042222,-145.98514947289786,12.500092967557649,20.42746738221724,-160.52161749061696,E,C,1
Other,E,B,-186.16790685033214,-0.6110284487490348,D,-62.152900940089914,151.2579566800476,-142.40305898808228,-102.07591852874265,-133.05293684169544,64.90147137891742,-41.58388849926458,E,B,1
Other,D,C,-11.255563220041447,55.0540606505741,B,24.474964245072808,35.12840391164846,-108.55142650559546,79.72842195327064,103.1432596650233,-26.147802255888998,81.61211682661127,D,C,0
Muslim,C,A,150.99899588622665,23.94955854333165,A,-137.5876996940013,36.69117802234526,-22.402060048492167,-14.745063616237337,-114.89604701933457,-16.133229984316806,-87.767011653401,C,C,0
Hindu,D,D,-154.35278785647554,-54.63083157865858,A,109.54277327798498,61.310801359358436,-46.36409507214591,83.43587446461949,53.92685405388704,-156.66844723157956,200.72414248404917,B,D,0
Jewish,B,E,59.70220642262783,-205.45773433559725,C,-39.22290833994181,75.58663244602903,116.42275527471648,57.39761384319235,-17.71281898263638,196.47049673481646,67.7470806423888,A,B,1
Jewish,B,A,-82.77025113464192,110.13805512936237,C,132.47520379259916,86.30013275412587,-157.92488307045977,-17.788028216810854,-94.27243850549266,84.92221965722581,-62.90917425232585,C,A,0
Other,A,E,-43.99227064506819,-12.72005124827144,D,12.4327268704168,-44.99339260573499,-37.978812783535936,-121.34251812910013,191.649277713019,77.64273184997442,-4.90029049825363,E,D,1
Jewish,D,E,30.10096696068994,6.254922717079496,B,64.37794118253612,215.11584273581738,-18.74573456320966,-48.854836004426225,198.23529557231444,53.031064950925256,-195.7922430623492,A,D,0
Jewish,B,B,40.570336437126386,3.5080278483012024,A,-16.32430493181606,-82.15987385152566,-18.012024541867113,-90.13316992770226,91.89566063395287,-64.557221407747,170.86736679185404,B,D,0
Christian,C,D,-46.84841869801313,-53.3567037154822,E,90.12792125225425,15.125520142674926,26.236340623870834,-204.32173146024076,54.136310682967625,372.5121887178571,-183.3767367779596,E,B,1
Jewish,D,A,21.958349516503095,-21.069700423552142,A,-52.00291714236999,44.70287839912975,12.889129877281327,-136.13237041100342,-104.08540160457005,-26.157287327404983,96.7323600432117,C,C,0
Hindu,B,C,112.19413282334745,-46.58267401535885,D,-46.80174566856691,61.84253072892037,-33.935107137028304,106.02546188469519,-1.7527695290369818,89.72053458682099,21.224109760155102,C,E,1
Jewish,E,B,-0.2995940610721081,51.90173052878656,C,-42.39691985285196,104.80607602932766,-108.85763071682877,20.386911542621764,-38.28879368087358,-105.30523710658206,119.60708356894996,C,D,1
Buddhist,D,D,49.75648298999394,-42.05507248627385,A,77.7761150933861,2.9546927661134825,27.97005269531724,100.22544780178977,18.677775049953738,-66.15659997202332,17.47525339362108,B,A,1
Hindu,D,A,31.26147111944901,-164.49384495690703,C,10.315960366701685,92.99579214996156,-53.739052923137855,-142.79357249120187,105.70980608438354,-33.20382936546146,-70.22782560451208,A,C,0
Hindu,D,C,38.92048936793742,-63.13117859102648,A,-2.634107260705908,-35.96182924455887,-15.402336499815156,-44.10282785132839,53.21196182045871,-177.6619398723871,-117.10208232913244,D,E,0
Other,E,E,-142.51822052638866,-0.5460470814119431,C,51.767408002607716,-85.05649801012379,189.24428372329743,39.54583207236531,2.9495693446359614,59.86559221542149,-128.65822922694744,E,E,1
Jewish,E,B,184.8659549037636,-230.48209967101778,D,109.03312411989594,-170.06325508519177,74.75555577636354,170.92004107373748,-130.74630743729426,17.557627263443543,152.57767828918404,E,B,0
Jewish,C,A,8.387033373723716,-158.1517874649037,E,128.26953508752928,224.44298704283435,7.801353373663687,71.16665997874992,168.93184645992093,39.37570156163645,-35.488372099486206,E,E,1
Muslim,A,A,-7.737319307609056,-94.69206233971448,B,103.66820108384098,-10.09251740640726,-3.1955208466476357,186.38368078323154,25.532241711078346,-40.683060494384335,-88.68264521826103,B,D,0
Jewish,D,A,49.77324778190147,-113.74056387610172,A,-4.87891541163094,80.58985281909357,84.75942912762326,-40.930493808313855,85.31920261759126,76.13096061778059,169.30400508465934,A,D,0
Muslim,A,B,-216.6315182758513,-3.7774422997186754,C,-159.41007796107053,82.1599440557918,-24.564595281860647,20.52857507083187,-37.333883253968416,-19.427477529823907,95.4265307348696,B,D,1
Muslim,E,E,-119.56061514538081,-66.67903411337308,A,51.253380218656645,12.656012581082221,63.3005747180607,-19.504550287945648,-53.7706109725879,-75.19175213277137,-112.36959074148302,B,E,1
Other,A,E,-80.82471634327428,-10.991817501787944,A,-132.1730979787648,108.69648670051579,-55.79631971450699,-43.7751219617194,209.6664005928075,-9.762236414852493,-50.27944723160891,C,B,1
Other,A,B,135.0102973424079,-19.758886253300055,B,72.5540127412828,29.032679837479726,58.31284601050382,172.94529103897025,-48.400935019589156,-19.643170726077656,-138.40418968976303,B,A,1
Other,E,C,163.23172376956268,46.49310655994026,D,15.051980417602318,-4.070893067445615,-64.46759482264608,192.9246425865416,79.81561756464104,46.815797227259665,150.77297975857297,A,D,0
Jewish,D,B,52.626417677151494,0.3958595008381015,A,61.25329086155508,-102.99446915627028,219.61493798202773,38.86370683043439,-0.8452012449718268,-59.32029893358737,-210.1273851164157,D,D,1
Buddhist,B,C,-54.230949999952685,-27.601558260555137,B,-45.230823196106826,-182.051027303884,-87.89588878556997,-355.26480665651803,106.76521491012171,90.56828087068098,-195.1835482802136,C,A,1
Other,D,D,66.63025383470453,-142.8781254497663,A,-14.455795334728103,75.8829249420238,106.24998470984967,-10.97927386732221,70.06046925021164,21.598780146044405,-78.33585215311822,A,C,0
Jewish,B,E,-69.71220195885249,-48.357097661040534,A,15.805644094367105,115.99141862514841,85.79800862576107,-138.98609332697606,79.56269356601022,-66.95931039903526,-75.05487334801994,C,D,1
Jewish,D,C,59.367301400813396,16.651620171958665,D,-28.141336731851606,66.58641459592681,2.543899539957187,-74.50863687025104,54.45368979738304,-179.00548331584852,-265.1590729824328,B,B,1
