married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Married,15.15744645524381,D,B,B,A,B,B,50.09208977454689,B,-96.64044724565879,-116.49326880356273,B,C,91.7534717497526,-145.21996020241477,-51.130847175032116,0
Widowed,86.26324662728392,C,B,D,E,D,A,-116.2149311192713,A,80.38882304326127,-35.696673650580635,B,A,-64.7561821547543,19.559753677761638,65.18908833763491,0
Divorced,116.68559645569259,D,A,B,C,B,C,-170.09738127422162,A,113.61861389458623,56.293183913168384,E,C,-32.352911897656874,-244.3406092537331,47.75159501059247,1
Divorced,121.43835875636162,A,A,C,C,B,B,80.98842560064273,E,227.8742079920121,-89.51785276953844,D,D,110.7545998517242,18.361930246717996,0.967748954626637,1
Single,176.61497781206126,C,A,A,E,A,D,50.754605047837245,D,76.1837831136612,82.19450924206859,C,A,-218.82201968732426,111.7375324357115,-124.34940971130295,1
Divorced,61.246796010469296,C,B,E,E,B,B,40.47010933970928,D,53.4143422831292,-30.89050008238235,A,D,227.00974960246646,-103.01382740189257,68.20304820059428,1
Single,68.9124497398636,C,B,C,C,D,A,97.71278175546087,E,-47.50254650107655,-87.55427239756872,E,D,2.439529206340906,-55.61030602198337,57.264002717926864,1
Widowed,-26.862731477798324,C,A,E,A,B,D,117.58154623255747,B,-33.40347634807679,-60.94983282405262,C,A,-61.624187482174854,-57.381257300632505,100.38778018357782,1
Divorced,47.049656876409664,B,B,E,A,A,D,32.24861252402598,E,-109.75129589750065,-142.78420852761874,B,A,-109.5922663855443,-76.64497661199636,-66.88305474679329,1
Single,30.320359361763714,E,E,B,B,B,C,-253.16731749646456,B,66.52656313337528,-124.39323797160755,D,E,226.86294207967995,-158.23222787071433,-207.91852782749362,0
Divorced,-67.14265730900422,C,D,A,E,A,A,93.80635004956744,D,-30.557329651080757,-12.63790833251091,D,C,135.03148536464866,-269.8392643404686,57.095852280184246,1
Single,124.9250278177499,E,B,C,E,E,B,1.0959785172061687,B,17.958611328229168,9.612326948063053,C,E,-40.935265601748014,37.172571043004744,66.05140762160546,0
Married,35.834918314145156,A,B,C,B,A,B,130.34008183395565,D,153.95154044398313,-69.53709598962344,B,A,-52.3294626001193,-27.57496038622761,-212.76008728900902,1
Widowed,43.63020694883783,D,A,E,A,B,A,35.67509665407119,E,-225.4419228468219,-122.31945607865707,A,C,152.60907791625718,36.69047561692198,-102.38176422787917,1
Widowed,-116.53256603741042,A,E,B,B,C,D,-5.323718497262573,E,152.31944103501263,94.00177006844366,E,A,-59.62101421341978,63.77568157755916,-9.638713562544618,0
Married,-124.67647664675039,A,A,C,E,D,B,-61.0932177540385,A,-29.304240949400253,-94.69602116797051,E,D,-96.5730271894822,-31.98188345505382,-60.78316008999537,0
Divorced,-126.51510564087485,B,C,B,A,B,E,46.044520566070005,D,94.03338026791711,64.00473023946162,B,B,-1.4318557885884542,-107.98615210156031,29.610995754770634,0
Single,-145.1341759084403,E,A,E,B,A,D,10.666816489757021,E,49.246975533369294,-80.81100221199527,D,E,77.49249801913297,92.84574490872951,-51.17574345275139,1
Divorced,22.116310744544393,E,C,E,A,A,C,47.807742907617225,C,71.16122144762682,57.043933122763114,B,D,-39.39394474222152,-173.33175315240118,-14.90418913621946,0
Widowed,-111.27718557980569,E,D,B,B,C,D,-62.81982094471144,A,2.349753414965371,56.7764896385484,E,E,-23.446583989059867,31.34615756789409,11.785138084735832,0
Divorced,-64.41740972474446,B,A,E,C,C,C,-8.64792690848637,D,-105.25885619975732,46.629482066833134,A,A,28.338883056498826,-31.203278665161054,16.36467037313268,0
Married,6.3102365918296,A,E,D,A,D,B,-68.8451642624283,D,-22.500644993180668,8.525594228628677,E,C,176.21949783853523,70.06354786386974,112.43449858559688,0
Married,33.85939820855316,E,B,B,A,E,C,158.92869104747092,D,59.976847011430664,-30.469944792345206,B,A,103.08506421932873,17.29724802497803,-72.20663104202569,1
Single,-4.566364126811521,C,E,C,B,E,E,-27.817064722248208,C,-89.27980199027763,44.440240224849035,B,E,87.6435784252782,73.02288067590106,128.48947317682627,1
Married,-65.94625288785906,E,D,B,C,B,B,51.564783072352284,A,51.97549212141078,66.17111386367452,E,D,79.32081832096019,104.3774658019921,-21.388030915129224,1
Widowed,46.27800654328683,D,A,B,A,C,C,-22.67884486298212,B,-101.74902974406015,-165.55608331354864,C,C,93.04979225771291,16.349308316175986,60.558392154526,0
Single,15.038041686956632,C,A,B,A,A,B,18.351852978382066,A,-27.2769721269988,80.51608808034254,C,E,189.59206770790874,-164.0305809794609,96.93575004783995,1
Widowed,-110.83732713788292,A,C,E,C,D,B,20.345412376390847,B,-83.8608471649132,180.25533456887374,A,C,-8.791325551591854,-69.2516385468392,14.091442131782339,0
Widowed,3.9370884081577433,C,E,C,B,C,A,150.90699513346732,E,-0.6634269284903545,58.209239305203596,C,B,-25.732179250150917,-38.90984062170564,21.953773518597302,1
Divorced,-198.0673459749853,C,A,A,A,A,E,23.96083457769463,A,44.42660495574281,151.38390650716772,A,E,-84.02444321341412,-77.23739288163195,-112.95462305924428,0
Single,39.64961266665675,C,C,B,E,A,B,94.82094403260041,A,-127.94886783533607,37.98579483217652,D,A,156.53893972909955,23.908137483573196,32.18436110091463,0
Widowed,56.73600153920631,B,B,B,A,D,B,37.97359725035266,E,40.21474339809349,75.42091729609874,D,A,-36.83569604107588,-106.7765647167664,57.01963100982679,1
Married,-7.234541991028472,A,C,B,E,B,B,76.23286155846802,A,-42.2240582740454,15.41730128125865,E,A,-34.48887926694241,47.37753727005092,-65.62544237542008,1
Divorced,-99.72566485380783,E,A,A,E,B,C,-5.5794584950785,E,117.64828878770253,-4.5656510719231544,A,D,84.78883118681183,128.07043297882788,-159.1885215944868,0
Divorced,-66.56594633462942,E,E,A,B,A,A,-11.192672701607599,D,-48.43874234671128,-163.3348869853374,A,D,-42.11308837538901,-49.912747634530575,-93.71696549326292,0
Single,-156.82205742129108,E,E,B,C,D,A,104.13306189681617,A,-24.097646649721113,-174.20721465640435,D,D,-89.25753334515323,-70.32128931094431,-36.46410174356453,1
Widowed,-23.311001941907357,C,B,C,D,A,A,83.5327163744372,E,10.278123156041584,-35.591510691823444,E,A,-23.80883516005937,-27.48979951910449,-94.02891007799944,1
Widowed,-239.54367384112675,C,B,A,A,D,D,-61.8660942000613,E,156.87011301947518,-90.10491231060641,E,B,-46.734555110110435,-130.8740222798914,96.68765951899442,0
Widowed,136.42797261237703,C,A,D,A,D,C,-166.60593525000604,A,14.748736787491607,193.96747311076075,A,B,-69.84037457702496,-56.94108230250172,-112.61696696572837,0
Divorced,-159.26030663476365,C,C,E,A,C,E,-22.704653496861134,D,32.729923846598886,-82.2448701981308,E,A,36.170474189664596,-26.889269682594318,-35.13991257056104,0
Divorced,82.65949431439348,A,C,B,D,C,E,-52.29338693370305,A,-75.76044667374289,96.61370687487091,E,D,162.23201035649475,-15.461638958755255,-65.5475400769599,1
Divorced,42.37287031460766,D,B,C,D,B,C,-97.31714036209125,B,92.18467577462903,134.97794265974088,A,A,200.47167720103096,17.82208862647696,13.018703314649466,1
Widowed,-245.26988999085276,B,D,D,A,D,E,-148.34778414891622,C,17.90728129941621,-31.796434288751907,B,D,140.095381460059,-19.54572647198407,221.06003375525938,1
Widowed,70.10211789966348,C,B,A,D,A,E,93.18449221503833,E,-7.582121764710586,-13.431728370904594,E,A,-10.756586679431646,-83.42914338818669,-1.78338850447111,1
Married,-4.277750933098251,C,E,B,A,D,B,116.75070098135107,A,-149.1000824266725,-35.725005490533704,E,A,217.41096279573222,42.579062063740366,-62.3607012016423,1
Single,-76.59995883876404,B,E,B,C,C,C,-39.377940817098995,C,-84.91685811229013,58.36349367515871,D,D,178.89152579960654,-64.75419327796314,150.14855168828905,1
Single,88.94437844886323,C,D,D,A,C,D,11.973762074426002,C,91.6595101188061,-39.38932474714332,E,A,-83.7328260340161,-34.75291434377655,-34.21821801034128,0
Divorced,-73.35370908145275,A,B,C,B,E,A,222.86247344716165,E,-42.16627155512515,48.48785561915378,A,A,90.34389826892509,287.40159299333396,113.10656757697244,0
Widowed,-26.4162138967593,B,A,B,E,C,A,-74.40288900219231,B,-27.91592336628363,-28.025329137313037,A,D,61.20124857892226,152.4193526466686,9.650538352807992,1
Single,-76.0389309723788,E,C,E,B,D,D,-22.32286677958859,D,-38.584405886569975,-222.0820822749172,A,B,236.3773319895242,109.12662380682269,67.94415919576603,0
Widowed,-72.80418596459141,D,D,E,D,E,B,-12.674524025390586,A,111.55948363769622,66.72940934620891,A,B,54.224866691832055,-204.4298303182878,0.4342758471421014,0
Single,149.00523681774234,E,C,D,E,D,C,102.30007395982759,A,94.02791135440255,127.8323555546818,C,B,-115.37728885481589,-109.56117972815787,-4.139339233966529,0
Married,44.247199048935784,E,C,B,E,E,A,170.65606253951844,E,7.04113681084963,62.35287177828557,A,B,66.66463587963925,27.242282946821422,127.05306576215123,0
Single,-32.47273555293215,C,E,D,E,E,B,50.68585176973326,E,98.80428155371862,-49.772678570738954,C,B,78.72737125294134,52.445298155897014,-237.13174860305045,1
Single,-81.43476648657315,C,D,D,B,C,B,-31.98900957045811,E,67.61656265184402,-153.6911207221443,B,E,46.75379350993047,-19.648741293518857,-81.67152403000317,0
Widowed,135.51869534543775,D,A,D,B,E,A,-5.70661665699568,E,-88.880831344219,-15.641127509651408,A,B,-2.2968189200855518,124.38752388121475,-4.907981403904378,0
Single,-8.028191477337451,A,E,B,C,C,B,-27.29169756800986,B,-95.47230786050366,53.76998662614293,E,C,182.48914270286883,98.12336221597636,69.67455294347243,1
Divorced,-64.88747822347,D,E,D,B,B,A,3.3085518369741616,B,119.3843450441294,-17.962934385828408,E,D,-83.38799524917556,-36.35380355400685,67.84811602193395,1
Single,17.520123953977503,D,A,A,E,A,D,8.213920417360358,D,-87.9771651986893,-40.85452574712024,D,A,141.2600628336611,26.933874033271326,67.06377847130022,0
Married,26.955254501260033,C,E,E,E,D,E,108.229066548115,C,6.312388457117563,105.05771079063824,D,A,153.1192607816326,-49.114520883114835,-140.26334133647563,0
Divorced,-14.264312895628652,B,A,A,C,D,D,59.06623774031863,A,-14.429426201112447,25.43021026557712,E,C,28.249067848355054,-5.4712085542401505,68.6656433749336,1
Single,32.51786831352179,E,C,B,D,A,E,-145.15203884545903,D,51.38519210916876,-76.90488735009754,D,B,-209.8571462588242,-73.00480133834606,-187.63961724856335,1
Married,87.23311084369126,E,E,A,C,D,D,-11.029639310491644,E,-88.4491491427162,48.803176391197475,E,B,-31.622961448281938,107.31659090341323,184.13498242946983,0
Divorced,-29.439567397661044,D,A,E,E,E,D,170.54361263225903,B,65.99831168437852,-98.7585282111329,B,B,122.8332413262865,23.744249735098848,155.58455763804454,0
Single,-32.18997756049419,D,B,E,B,D,E,219.44766550706416,A,-62.58881237041444,-98.34550492818937,A,C,-8.008103118716562,116.74977422327935,111.02540643708505,1
Divorced,91.98707468835691,B,B,E,D,A,C,-77.86230656491202,A,-26.00488291226728,121.5543247687577,A,E,-16.913955987915656,8.174524238450601,-2.475387920380025,0
Divorced,34.71535805171695,E,E,D,E,A,D,228.68227167638918,A,-228.30908154122525,-85.51922423107351,D,D,82.35494834373947,95.59448039502408,49.77343756578198,1
Divorced,61.543233992515525,A,C,A,C,E,B,-74.94444015140867,E,-67.52467213376546,-16.314748791029473,C,A,-132.36359908277757,51.148530421797524,18.38899615994575,1
Single,-62.6535627742694,C,D,C,C,C,A,36.81539624672526,B,-69.74499750158924,-42.51931415779902,D,C,94.60493128014726,-101.36773364551142,32.93645699696264,1
Widowed,96.50587809206247,C,B,B,E,A,B,17.750012122865318,D,54.61973729046645,2.359389327234878,A,E,-133.20188099189326,95.22326751973445,-45.30148582015409,1
Married,62.47823657498094,C,E,E,B,A,C,91.42305729916332,D,105.80077956099238,-31.862840367207184,C,E,156.92512372666508,95.96140845918214,147.4198472009274,0
Single,-71.8163768071555,B,E,C,D,E,C,29.102707623127642,B,-76.43571987330434,8.62763199231404,A,B,76.77262986715266,-30.670285496081007,-82.41822671605551,0
Widowed,-16.656638592120697,B,A,A,D,D,A,-157.81751341088298,A,115.9508559197762,43.0001467434175,C,D,-119.04446973395339,-36.48945403583749,15.063688063248737,1
Single,-107.35680103585648,B,C,B,E,A,A,-104.46048288035932,B,27.400586618300636,28.725219171081797,E,C,122.82824276111843,-95.02369066005951,-82.56585924433593,0
Single,10.025581921772522,B,D,B,D,B,B,-21.45739752730862,D,-92.3262072814941,21.52529129246662,C,E,94.19245908772665,-4.078508761007563,144.25300338914474,1
Single,59.383619743941175,C,C,A,E,B,C,-47.75290891654917,D,12.16272576151135,51.687341539127004,C,B,87.76452943661947,6.104122779315671,-120.2864880563958,1
Widowed,-122.95156521061672,D,D,A,B,C,B,18.508398414687868,B,46.152350582543434,-108.5091155497055,B,D,223.93490261733163,38.846940644193765,-68.84261145920966,1
Divorced,224.35375705053602,A,C,D,E,E,B,133.6607520117007,B,39.183612567335,119.07737375938659,C,A,46.84934516435107,51.9947953548528,-43.23131008530564,0
Married,99.29035408361054,D,E,A,B,B,C,-119.30166659421329,D,-44.71259055617329,-53.15836007313127,E,C,156.6284137159724,-23.878167308204304,44.7248819575952,0
Widowed,74.1798179488799,B,B,A,A,E,B,169.21223008861935,B,81.14497286165866,41.07524425081585,D,A,93.6488494454642,-10.740591283651383,133.8866779836109,0
Single,43.65290365945726,E,C,C,D,D,C,-81.9526979718583,B,267.5611970006358,-72.02308568763851,A,C,-88.207446235316,-21.14786329582867,-35.992934645958655,1
Widowed,-118.6372499241375,D,E,A,E,B,D,-14.751535214153805,C,-135.35821542447596,-48.095539320199535,C,B,-62.98909031253099,142.35019852147929,25.922960946618147,1
Widowed,-101.52467546143139,E,D,D,D,D,B,-132.0787727729314,D,-21.192360655670093,-107.33614261066631,B,B,73.55310071301707,58.553146492379405,-92.04188782532734,1
Married,108.55368163964204,A,B,D,C,D,A,-26.995357964073424,D,-30.038984325279877,-130.446896715763,E,A,211.2164005273716,57.88502414056044,48.979657297485126,1
Divorced,-94.71700369212982,B,C,B,E,D,B,29.071722634536652,C,-62.6002619299521,131.95751295039722,E,D,-32.65478665886643,-32.76986578239341,49.29773674590129,0
Divorced,122.76874414446561,B,D,A,A,D,B,61.05193559085449,B,-15.656756165293425,12.312597027291101,D,E,-8.008638445620276,93.8595471108283,-38.467697710787796,1
Divorced,59.854773201278036,A,C,B,E,C,D,135.20472179085056,E,51.627255283184425,61.43052759763668,A,B,-102.16445033194448,141.0338608344469,-113.04521497293565,1
Married,-126.94592653367609,E,D,D,B,B,A,-115.46299558764366,E,-166.86893709282188,-177.83603509932504,C,A,-76.58434538352459,165.57544615681255,55.80426368751785,1
Single,-52.677864788526705,D,E,C,D,B,B,-151.25150236353636,B,11.081643721890536,20.787531812689156,A,E,-112.62360171652956,103.29276846527944,52.93444128064662,1
Widowed,5.71861150628724,C,C,E,E,A,E,-234.67821143746175,E,-10.590984249837689,23.0153542335676,D,A,-59.13331324516927,-9.09875452283527,186.87503541233352,0
Widowed,51.62016409170129,B,C,C,E,C,D,-109.84023040610207,C,-181.47112248611904,70.87569531618489,D,E,116.82539545747497,19.210672669480562,179.1244858494594,1
Married,-17.373687355671358,A,E,B,C,E,C,8.500884397777394,A,107.79324638610383,-38.359733813511006,E,C,-34.513041015564994,29.526395339668802,195.4950942432995,0
Married,44.38236220342755,B,C,A,E,B,A,149.72322044393908,B,-36.532118397588214,-75.83769345322462,A,D,-16.007194488799115,76.42401887081604,-31.600022661631915,0
Single,96.96864872409444,A,E,B,D,C,A,16.29906541454325,A,-23.29420185992526,4.321963421111427,C,E,-192.90913976714768,202.51219899476314,-121.42693627309202,1
Single,96.22826580814021,C,C,D,D,D,E,-53.078455134845,D,67.90964707296465,11.595859956385745,C,E,-138.01279669503091,95.47354399146857,194.27483857665004,1
Divorced,145.6583876686554,B,A,B,E,A,E,-13.772593423203588,E,-85.63572982213333,-121.54015851133795,A,C,-81.03712198591052,-41.557675050827896,127.77804790155358,1
Single,-0.6126668540521735,B,B,A,D,A,C,29.641172797764227,B,-129.5812335757175,37.279124980118794,E,A,-29.23920638088341,40.565946726988884,51.88624402432963,1
Married,-3.993986198096168,A,C,A,A,D,E,72.97701376120335,A,-126.54675835332444,129.94986784755486,B,E,-0.391016933580337,100.52761140320952,-35.308840000512745,0
Single,-37.22661059589039,C,B,B,B,E,C,-109.33076080252538,E,8.821828643878685,38.1672109626412,D,C,56.70473227183586,23.82942357769251,107.71427720797615,1
Married,89.1513025060344,D,E,C,D,C,D,76.63509863908503,C,159.99135809870268,-7.620615130818711,C,C,75.60856916859761,-188.048214608639,-18.63050229166446,1
Single,-50.4997848967486,D,A,E,E,C,D,-125.3418298601113,C,-269.4633714589993,30.99796818778448,D,D,-16.194207416204158,40.46109259719501,-129.2424077112993,0
Single,-57.30842455983337,C,D,B,E,E,D,-30.3657728754694,A,4.749077626686756,87.95549596313639,E,C,11.847856964098623,-100.97011137168256,148.59050605810697,0
Married,-75.18919633234297,B,E,A,A,D,D,-76.91074101445786,E,108.47860565387471,36.23515535479309,B,B,-44.88570162782663,77.67148844742107,-210.85482713068336,0
Married,-84.92303120600351,B,D,E,E,D,D,-70.64111391610852,D,-57.613011888813844,-9.36651772855868,D,B,-53.45552498130372,-166.1274661095065,-63.691537416879115,1
Divorced,-68.21824851693053,D,A,B,B,A,E,-169.14582466956375,E,-68.77599350318484,127.60525801631782,B,E,-26.75941607965549,0.7141290754406812,76.30423980064053,1
Married,-33.41519068676526,B,B,D,B,E,B,-188.4709821984991,D,-104.83000250061514,143.43973322646798,E,A,105.08841634541155,-108.2345974726515,66.51438009675752,1
Widowed,62.59824301783523,A,C,A,D,E,D,-5.905475515461944,B,-108.56425790504372,40.241783281444384,E,B,165.75273417505053,1.542597474456773,-84.67277644032923,1
Single,146.2407307303574,B,B,A,C,D,B,-37.881123469204454,D,-55.3251045318367,-180.30044815281593,C,C,-37.871156194655484,-131.9474063671715,57.73813774104758,1
Married,11.983979429948857,A,D,B,D,E,A,-17.55828895173105,B,-30.363297751315706,17.182456045251058,C,B,-0.8056720104563899,-96.49990388412368,37.67554968248981,0
Married,13.443533743844604,C,B,A,D,A,D,28.39151512020006,E,100.27366207163004,108.40357527790403,A,B,-122.35735478679966,61.65678684750571,-1.3621814742554723,1
Single,-127.93574009597484,D,A,A,A,E,A,84.65082750636445,C,1.9703420165215801,69.16651459395425,B,C,52.03218911773302,66.8249190106742,41.16973956244529,1
Divorced,76.15084229611712,C,E,C,C,A,A,-20.524122149302844,D,-48.24481648356412,-189.1000482420888,D,C,122.92656635271553,144.2162531799921,-93.41755649809839,0
Single,-2.014769936921085,A,E,C,A,B,D,95.11818710759307,A,51.93435909314149,42.14535467268374,A,B,-29.97022178351355,-60.990543983821524,-58.79476795649603,1
Married,-70.83891505021914,B,E,E,E,A,B,93.0243528853168,E,28.5756084970474,63.14145309472057,A,D,-141.29943765471242,-177.149572573725,-65.92805896477412,1
Single,102.42162090325526,B,C,D,E,B,A,14.582839726859815,C,194.18667640746824,-61.716461614483734,B,D,291.49967923944433,-27.026321300499994,139.3059350654903,0
Single,48.964031791111914,A,B,B,D,E,A,-249.52409917624547,B,-253.02859975291514,76.61344901244861,D,B,-35.82289001716175,169.77640026434736,-121.69633615097692,0
Divorced,-8.414329196009461,A,D,B,B,C,E,60.470102870395806,D,-12.725307039765205,-84.3105927955934,E,B,107.46645168866453,88.32596863445981,60.616188600171775,0
Single,-302.86346707067725,E,B,C,D,A,D,98.1412986365724,E,45.57404292171211,103.0995085717733,C,B,11.626046480454955,101.38696614043401,102.38697171177196,0
Single,2.9591402748473437,E,E,C,A,A,D,52.701938725278076,C,-138.8355677652037,-30.778438283276298,B,B,-10.608780254871752,76.10397835387292,-2.3837255482965354,1
Divorced,-14.922614210496091,B,E,E,E,A,A,-8.455721183891242,B,-38.87156201074615,29.460150455068074,A,D,198.41887951186885,82.85579915930485,-196.18577052135583,1
Divorced,-106.6533831720764,E,C,D,E,C,C,-5.954435167873568,D,112.88446702578338,-44.94028446831962,B,D,-68.0407713093754,-91.49942733705005,6.89532209714254,0
Divorced,-18.892027740594358,B,C,D,B,A,D,139.9596036415844,C,-12.523423849198917,59.690647626850804,A,C,45.100430776340886,-104.14050349344154,4.715741054606342,1
Widowed,-0.8647872158794889,A,C,B,A,A,E,-18.481203955510487,A,-43.560973900270895,52.221275913579134,A,B,-203.5649859181632,-174.91179244277623,-214.4523784007941,1
Married,7.583068542299546,E,C,A,E,C,D,-44.617927660217674,E,90.74802169955018,96.70292459927808,C,C,66.96352973533757,7.816200846732599,38.50359897582024,0
Single,-198.82748980517889,C,D,E,D,B,C,79.87332422782121,A,162.04478108088517,-24.143330222514976,A,D,-10.57806706192076,10.127724694743637,-79.31050646631512,1
Married,87.00161632922553,D,E,A,A,C,B,-42.76855273500085,E,-224.65231582166254,69.07647948599038,A,E,-5.504900804549788,-74.79511010402562,-91.35377957670073,0
Single,-107.93372929972071,E,C,C,B,A,B,-72.40331782514676,A,21.71614621991499,92.46647415136214,E,E,71.43020963766173,1.2971692086608875,10.871479352229198,1
Widowed,-38.317814006869014,C,C,B,A,A,E,209.13977669452458,C,109.8849270127671,-136.906044671544,B,B,258.86505669303835,-43.243033018196655,31.295790381107636,0
Married,65.73589469818386,E,B,E,B,D,B,-117.49342535410385,C,-67.37041567012778,50.59627502639196,A,C,-74.5287896503318,10.3119270929072,245.7328495411628,0
Widowed,-64.15634234080059,E,B,E,C,E,E,-40.00273278337812,B,77.07399843916025,83.73684299039795,A,C,55.15397248491841,-36.6850899027749,146.4895723206698,0
Married,81.57748162955613,C,D,C,B,B,A,-122.23323849839443,E,-36.467270536132744,-19.000223398009897,A,E,-126.18579666161065,6.323820628414434,33.24662304060184,0
Single,149.93209002148265,D,A,A,C,D,D,-37.85197160634166,E,-0.2428749564292955,118.79982139335532,C,A,87.24921002636266,25.458110177329086,-14.85961777338758,1
Divorced,-75.91507438176109,D,D,E,C,E,B,-137.6155686715121,A,54.677343272538955,108.36517814359456,E,A,131.55279408555472,94.04797069967657,-98.59450130831507,0
Single,-186.82954382320386,E,D,B,E,A,E,78.73210685291302,E,-33.15860346409899,-161.8003522387116,B,E,-196.75423794165144,32.95349441069435,-75.65529685689337,1
Widowed,-11.147559862575218,D,E,C,D,C,C,-231.81641977341724,E,39.44024053340355,133.1391559283881,D,E,46.75385240068545,124.12390136157863,123.09502797139116,0
Widowed,-100.96718399456672,D,C,D,C,B,B,-58.15950471308483,C,1.5461978623667831,68.40177391927517,E,E,-74.56038543586688,73.62160411911297,-99.91908510363065,0
Married,-39.87801826261681,E,E,E,C,E,C,-119.8387138860901,B,-69.46197796323347,-100.11428174570895,A,D,24.14218193954778,83.70774809681456,-157.72401247301033,0
Single,-112.52617941558833,D,E,E,C,D,A,-16.05644394855012,E,-39.16133286612272,81.9525343983865,D,E,96.59323536151938,-43.70990932303137,-157.3329854796355,0
Single,105.23093843464454,D,D,B,A,C,B,180.2042717203119,C,-80.56481646514413,87.29301508772211,C,B,-25.677342997288623,5.207157277345595,-68.85922076187143,0
Single,305.5745729230729,D,E,A,A,B,B,-20.15813798624584,C,-143.6089434377922,71.55797747014161,E,C,-134.2028126875553,9.236485254403282,26.40017390551782,0
Widowed,225.71428338989654,E,E,A,D,E,E,-49.91244428176167,A,-36.36192998067769,41.93303707673613,C,A,-130.8243619098552,25.06446687757221,-46.70021850104065,1
Widowed,-160.6631807819071,B,C,B,E,A,D,29.249219186734894,C,6.544238345611647,-0.05116124838296823,A,B,-118.85479861428595,229.9436798451859,-60.47614681020548,0
Single,-118.1329739012857,A,C,B,A,B,E,-9.602070859493141,B,73.54196714566001,-199.17270119527498,C,E,135.68886045648082,40.7038451888453,-102.35205037832289,1
Married,-119.08865387719949,C,E,A,D,B,C,61.11048871569803,B,155.20205312950105,-65.68848612827465,A,A,220.23046714487128,-5.036195669031427,-8.529100293716274,1
Divorced,-128.35922371186547,C,C,A,B,C,C,41.90361699811822,A,-246.78624321853522,158.05051065235958,C,C,-57.33379620913356,-51.808834709026485,193.07078765464982,0
Single,60.636217168916616,E,E,C,B,E,A,23.32038474000365,D,-16.95563760440511,3.9145675546443908,C,D,4.067829405656983,-53.214962168712454,67.14096982592109,1
Divorced,61.70958921789085,B,E,E,B,B,B,-43.463521072144886,B,188.8651245544083,-147.35660469128854,A,C,-52.44657020876472,36.5550621803812,186.65027678554415,1
Single,39.63857454191458,E,A,B,B,B,A,45.456118354467876,D,-54.256543997969864,-67.58507200135004,C,B,-154.50059533183028,48.14171464292049,-99.72476604154234,1
Single,152.29209201652773,C,B,C,B,D,E,-80.32743546064165,A,-39.847644295886155,33.28512652035497,C,D,-75.60905850667181,-13.097852985656711,45.71331204484474,1
Divorced,-132.3457648569949,C,E,B,B,C,C,56.86829509939055,D,-41.564642394524746,-79.83599304824745,B,E,-9.087195117398208,209.78376563842818,121.13100984585456,0
Widowed,23.827880591843957,B,D,B,D,A,D,59.25881038530289,C,-27.94108785147611,34.81468101088165,E,E,-189.5846715091157,74.98967712321598,-5.421169847373852,0
Married,-25.751953464285933,D,B,E,D,D,E,-45.030934018409255,A,139.13830792908806,-13.24337455179495,E,A,52.259183403673816,168.81344013282853,-25.061722284772454,0
Divorced,26.531340677198255,C,E,E,E,E,B,131.60327684856347,B,-74.13744394828488,149.18824240604485,A,A,18.82105197083176,-49.686451762950625,-11.922145828992686,1
Single,124.41464184167164,B,E,C,C,E,C,108.57545738050929,B,-22.886968273522776,6.304115673130956,C,D,-147.71490115314177,45.684638723758866,142.67487689010525,1
Divorced,70.58013687436592,C,E,C,B,C,B,-37.01076622180219,E,-93.41448970719726,-9.589708216809377,D,E,-34.47124060101493,6.963369564948338,-25.889062778783234,0
Married,9.861017891096827,A,A,A,E,B,E,61.82721462777593,D,107.91594984461936,-22.90914237608608,C,D,-47.230538400869825,77.01051584857875,-24.455099002853313,0
Married,4.868883746921328,C,E,E,E,C,D,51.69101071431926,E,15.159421449780364,45.263714013741435,C,A,-65.24652413135047,299.6029479798443,17.507615695217517,1
Single,-52.41648701327918,D,B,C,A,B,C,-41.968347159054254,A,-66.49383056588024,-247.837664581017,B,E,150.8346087034796,109.73693715786384,59.85154118441835,0
Married,103.04500090084989,D,E,A,B,E,D,-100.210312088167,D,-28.39182044280697,201.39566048291897,E,B,-76.06907265934574,-38.62062397953568,-39.05854434614463,0
Married,-77.54833187999579,D,E,E,A,B,A,-74.43132575451521,A,-172.9797728238083,43.5452039306107,B,A,-142.39557166891333,75.45358817206352,72.67298800517518,0
Married,165.21531911340352,A,D,D,D,E,C,-114.73908538258748,A,10.119779027189086,6.623643241228059,B,A,-3.9260824242285497,-124.00153749861349,52.407617536208576,1
Widowed,-109.95948904057715,D,E,B,E,A,A,132.87817099041598,E,-16.415953328825296,113.42836312024383,C,C,-112.81536598272537,-54.517425291719505,61.09491287063098,1
Married,109.87856257555994,C,B,D,B,E,A,-191.0102129498237,B,75.11460806061838,-33.17163006980646,A,E,73.69487748746839,93.61600028324403,257.1270359867172,1
Divorced,54.035989485156755,D,A,A,E,A,B,18.296998432270918,C,-110.24448852607367,70.84043089018877,D,C,-144.58326058764948,-4.634605530078561,155.89845914786164,0
Divorced,16.856232444056303,E,C,B,E,D,B,87.528484968966,C,-63.21508549176108,-83.40272811450544,D,B,-100.32331355850263,-19.273171655423866,-37.69351152840732,1
Widowed,125.76181719341686,B,B,A,D,E,D,23.69691837209241,C,74.58885703671922,41.540404063970456,A,E,65.90994207608969,32.21931035974278,-129.6223038296323,0
