disabled,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Physical,C,121.22681654279259,103.61538873747087,A,C,D,C,1
No,C,-117.76176732833659,194.1528065104305,E,A,A,E,0
None,D,-25.307061210696506,-256.2279862198822,C,A,E,D,0
Yes,B,111.39690331768996,58.26937215321524,E,A,D,E,1
Both,A,56.311379511065205,-76.21191761807728,A,D,E,D,1
Both,C,-204.96465079021604,-121.80569764318292,E,B,A,D,0
No,B,-47.6626422491173,-125.25045818447988,C,C,B,A,0
Both,B,22.571705443045744,-162.79473466130742,C,B,A,E,1
Both,E,-153.37990939099427,29.90661585550122,C,A,A,B,0
No,B,-74.19896159107803,8.573771141201222,A,B,E,C,0
Mental,E,-8.629371883159125,73.76394735295217,D,E,E,C,1
Physical,C,-34.71106814105006,-95.8152396320077,A,C,B,D,1
Physical,C,-66.82484660333242,271.84707140611624,C,B,E,A,0
Physical,B,-86.50819067347012,-237.26032349458376,D,E,B,D,1
Mental,B,87.82687691545074,162.24895929823825,C,C,A,E,1
Both,B,89.18925657300954,-8.455678901231789,B,D,B,C,1
Mental,B,179.80657089485973,123.59143543705041,A,B,E,B,0
Physical,A,7.307524012842445,-24.367879469070452,D,D,E,D,1
No,A,-124.98974540617027,150.52105297061738,E,D,B,D,0
None,B,-49.01299147743144,-22.242675020376996,E,D,D,E,1
No,E,-41.9497424454446,139.54287236037302,E,A,D,A,0
No,C,165.61392476004303,47.741643650336265,A,C,C,A,1
Yes,E,70.19739927937182,177.88001513416327,B,A,D,B,0
None,C,50.39534121820372,-34.10854339316624,B,D,A,E,0
None,E,6.430481732628284,-145.3159767098622,B,C,C,E,0
None,D,16.15300163324957,135.99344424905286,E,E,B,A,0
No,D,33.5558185578135,-302.71434492664093,D,A,A,D,0
No,B,-50.828149668292646,213.1682684988882,B,B,C,A,0
Yes,E,-9.88056677607687,158.93945760040245,B,B,E,C,1
Physical,E,46.81932755913451,-64.46326386029912,C,C,E,B,0
Yes,B,151.92926093489444,4.084392286208346,C,D,B,B,0
Yes,E,47.32646287334801,-86.18648957480983,B,A,E,B,0
Mental,D,-149.39005136232333,-34.35804042581149,C,A,D,A,0
Mental,C,110.74085611373428,25.084478587728494,D,A,A,E,0
Physical,E,17.82451181634365,196.309811206785,B,D,B,D,1
Both,B,-3.533672548045684,-35.33433543815118,B,E,E,E,1
Physical,E,14.014023415592305,-74.67761259819603,C,D,B,A,0
Physical,B,-62.30980545957875,32.22756898094205,D,C,B,A,1
Yes,C,78.31448560269581,-152.19454756704002,E,B,B,A,0
Yes,C,-4.266581201550271,-86.18561058498199,A,A,A,E,0
Physical,B,-84.64744162133576,-169.4300755652024,D,E,D,A,0
Yes,C,-248.61742527789997,-69.98916584362416,A,E,D,A,0
Both,A,-138.23171322539258,137.373086230094,B,D,C,E,1
Yes,A,54.42244540117566,-199.18425007457944,B,D,B,C,0
Yes,C,62.844965011239516,43.55811691883887,D,C,A,E,0
Yes,E,15.65296492147962,-130.2295412652439,A,D,E,E,0
No,D,86.51415076140336,81.30715055426673,E,C,C,B,1
None,A,27.398840838217257,42.941263209397114,C,A,B,C,1
Physical,D,13.325127688910818,-95.43866915459218,D,C,B,A,1
Yes,B,-106.60887888168809,-31.2668753847941,C,A,E,B,0
Mental,D,-27.422175541574887,87.01510658039709,D,E,D,E,1
Both,D,130.4374253450262,-33.51345840537895,C,B,D,A,1
No,B,283.50598080480745,-84.65059763970926,D,A,C,D,1
Both,E,-35.76318774744757,52.573005697687556,A,C,C,C,1
Both,D,34.4176700867269,20.84796856388656,D,D,D,D,0
No,C,320.4185779088122,-12.561512994088487,B,B,B,E,0
Both,C,-135.17591295605658,36.03604056083384,A,B,C,E,1
Yes,B,-99.11023237922284,-184.59032712055006,B,C,A,E,1
Both,A,74.39948897339664,-36.090412837577425,A,C,E,C,0
None,E,63.700575917882986,-42.8431552859288,B,D,D,A,0
Mental,E,26.457538515453805,131.58767919320516,C,A,C,E,0
Both,D,135.01470022549665,-177.6401568025644,A,D,E,D,1
Yes,E,-101.33472070858407,175.9894688116612,C,C,D,C,0
Physical,A,46.80884804414912,16.362763576748872,A,B,C,C,0
Both,C,-52.964958904994944,187.06510993696077,E,D,D,E,1
Yes,B,26.311342083475225,22.29127832607373,D,D,C,A,0
Both,B,148.07388062590377,-68.29651471333842,D,D,B,D,1
Physical,A,15.225187859077705,17.370119936196623,A,A,C,E,1
Both,B,-2.6379459065258555,-104.21780159353476,C,E,D,A,0
No,D,-167.5008119366798,82.57847944408763,D,A,E,E,1
No,A,-110.31352534042153,-20.617086429991893,D,A,B,E,1
No,E,-32.11492066072202,93.42812027387505,D,E,E,B,0
Both,C,-176.3896213614039,31.432827634707667,A,C,D,D,1
None,A,122.74859321396536,155.30875245954354,B,D,E,A,0
Mental,C,17.054402777778492,60.52672987425291,A,E,C,D,0
None,D,73.79811335833607,25.15109257467485,A,E,A,D,1
Mental,D,31.64396988617804,-39.71724443501641,E,A,E,E,1
Physical,D,40.57034640640179,-4.6349998966887425,E,D,D,D,1
No,C,43.67242562515986,65.19637112298177,C,D,A,E,1
Both,A,-4.448421144352996,78.06068232962585,B,B,B,E,0
Mental,E,132.24419072818824,60.51412172934728,E,A,E,C,1
Yes,E,-72.36424693080153,131.41628371959652,A,A,A,C,1
Physical,D,115.90724448244998,-191.25788411989663,A,D,E,A,0
Yes,B,-88.27969309429503,128.2041171481958,B,D,D,A,1
No,B,46.000254271523424,-133.7186575452662,B,E,A,A,1
Mental,C,-16.45079629758774,190.44514163750335,D,C,D,D,0
None,A,33.704067470813726,-42.08796116181765,A,B,A,D,0
Yes,B,-161.44584925150377,-33.19791959084445,A,A,A,D,0
None,A,24.336444843223344,5.076635073165754,C,D,D,E,0
Mental,E,0.4505566099755652,-126.93749322388115,B,D,A,B,0
Mental,A,-6.341952022476717,10.768088168679418,E,A,C,B,1
Yes,A,-81.31752256180755,91.2599183479879,D,A,E,B,1
No,D,-3.753160737555652,-124.49426294466588,B,C,E,D,1
Yes,C,19.09310777273031,17.252572869277902,E,A,E,E,1
Both,E,195.4425415926117,-64.96249573756192,D,D,E,E,1
Mental,C,-38.031332933530315,110.40616954635547,A,B,B,E,0
None,E,-54.10484987313858,34.32602900600543,A,B,C,C,0
Mental,E,61.2557828897649,101.50533132240108,D,E,A,E,0
Both,D,-80.16631887081476,37.87099365191512,C,A,B,A,0
Mental,C,183.20915738906297,46.87709414947038,B,A,C,A,0
None,E,0.17695797286938225,-140.17757693064686,D,E,A,E,1
Both,D,-112.37616700324628,141.15181319630906,B,C,C,C,0
Both,A,101.51893170893271,178.24709815445456,D,B,D,D,0
No,E,175.14587022690455,51.236677629940644,B,E,D,D,1
No,C,30.72776628431802,114.57343476064213,A,E,B,E,0
Both,A,-40.97045770847308,81.07185525416585,A,C,C,A,0
No,C,44.7559936450372,26.33448416642516,C,D,D,D,0
Both,E,72.69815350098253,-166.42760781708756,C,B,C,E,1
Yes,C,36.12916751617681,43.50105864475844,D,D,E,E,1
None,C,-32.175637873509814,106.13776353977235,A,E,C,B,0
Yes,B,21.872461408363677,44.81719267618159,C,B,E,D,1
Mental,B,-144.20511390034116,-154.3361925448672,B,D,A,B,0
No,D,52.98768872476541,-159.3457072780995,D,E,A,D,0
Yes,A,27.447503373959094,-160.45008143759944,B,A,E,D,1
Yes,B,-46.375159393268135,-86.38833323408063,A,D,B,C,0
None,E,36.39002210361323,26.688341517874687,E,E,C,B,0
Yes,E,18.91448474344095,-29.617337619145907,D,A,C,D,1
None,C,30.7247640393815,71.3921569655734,E,C,D,A,0
None,E,-42.08462634861426,-113.65850486410565,D,C,B,D,1
Physical,B,23.204211886784393,18.628219466533128,A,A,A,E,1
No,A,101.68125508060908,31.242654487018413,B,E,D,B,1
Physical,C,4.132249853827749,-5.274739133937842,D,C,A,E,0
Physical,D,58.73216236998433,150.1516638072529,B,A,D,C,1
Yes,D,-178.4208442449968,84.3344819271603,B,E,C,D,1
Yes,E,100.18071873145071,-143.54872547421934,D,A,C,E,0
None,D,89.22139488879507,-94.87010934219123,D,A,A,E,1
Both,E,-3.52476496821727,106.8952417268136,D,D,B,D,0
None,E,-75.89792310630052,-213.46629204513064,C,A,A,C,0
No,C,40.957305788809414,-16.311423812508018,C,C,C,B,1
Physical,B,-95.22668648529414,71.68744058384911,C,B,E,D,1
Physical,A,-56.87711617547958,85.08848230110868,D,E,B,E,1
No,A,57.322599206929056,1.5616939682097997,B,D,D,A,1
None,E,-85.09943422523902,23.392838336564107,C,E,A,A,0
No,C,-70.57650686882508,-38.46307867896513,D,A,D,E,1
Yes,D,-50.922058686319396,58.52949630032419,E,B,A,C,0
Both,A,32.16542554678885,127.17193679987948,B,D,B,B,1
Physical,E,-87.7643738181547,-59.17802775989792,E,B,D,B,1
Yes,A,-87.73482459908813,-143.50568105089528,E,E,B,A,1
Physical,C,-69.78938774596105,242.3565150804977,E,D,D,D,0
Yes,E,28.6805071489601,-136.8403113040726,D,A,A,C,0
Yes,E,-90.26800567439706,-7.864733751726997,E,A,B,D,0
Mental,B,53.01176037929297,169.2309060480105,E,A,C,C,1
None,E,-61.63665624687359,-2.2553496250763043,B,D,D,A,0
Yes,C,-68.7112369093446,14.146785915079239,E,B,E,B,0
No,E,39.316939366198746,-161.79615058056092,A,B,E,E,1
No,D,-50.703222870072075,89.29849875817011,E,B,D,C,0
No,A,136.40145340413625,-215.9283391057753,B,C,E,A,1
Both,E,54.60458461337163,32.50074282485697,E,D,A,E,1
No,E,-13.068369630207203,-9.848164411373798,D,D,C,A,1
No,C,-37.73544655069344,29.908661176931297,E,A,C,D,0
Mental,A,-135.98760583889106,-58.08919693185521,A,A,E,B,1
Yes,C,-96.91751460763103,-20.260282504718955,E,C,C,A,1
Physical,D,48.982383837337245,78.45156650112239,E,D,A,B,1
Yes,E,-60.842905557868995,98.51706830090727,D,B,D,D,1
Yes,E,-22.156843133284767,-108.79257867597781,A,B,A,A,0
None,E,84.80461827002605,29.330499820616513,B,B,B,B,0
None,A,6.444978546173413,84.02900784107783,A,C,D,A,1
Yes,E,-25.660941745965527,112.34997833465448,E,D,D,E,1
None,E,-52.70000759278099,4.940333796154298,D,A,A,B,0
None,E,-127.88216272988751,101.27200970924346,E,C,D,E,0
Physical,E,-1.8185584515100544,77.3047575246838,C,B,E,A,1
None,B,-180.57893735959604,95.25405485296521,A,E,A,B,1
Physical,B,-84.27311416267548,219.34125092292845,D,D,E,C,0
Yes,E,-27.848396351479778,27.654180610204776,A,B,C,D,1
Mental,B,73.04320175060434,-43.7225348417042,D,E,B,B,1
Physical,C,140.22667126462025,-18.254294488143838,D,B,A,C,1
None,D,99.65419054337528,27.4260787518475,C,E,B,A,0
Yes,D,-19.355453023271547,-63.798687094888926,C,B,A,A,1
Physical,D,51.40570664754246,-175.521265220098,E,C,D,C,1
Yes,A,-67.72433337635665,27.216780992572293,A,E,C,B,1
Physical,A,146.4181025097834,-36.64511431663254,A,A,B,E,0
Both,C,-3.3361378950489557,-51.33742677794629,D,A,C,B,1
None,A,-34.242011631478434,-236.8982579750669,E,C,D,D,1
None,D,217.02321958312706,60.21358330220785,E,A,E,E,1
No,C,7.57297202714277,-44.00077131076311,E,D,D,A,1
Both,B,15.197515930022739,61.14941057986025,C,B,C,C,1
Physical,D,274.3048809502243,-93.4712043758818,B,E,D,A,0
Both,D,-60.773773345567015,8.776258195804646,E,A,D,E,0
No,B,-78.25194216999869,-9.167414801421511,A,E,E,D,0
None,D,175.39565348811993,6.542215260258795,B,D,A,D,0
Yes,C,122.80630696773545,80.23946986645659,C,A,A,E,0
None,E,-0.5100587976600779,-43.154970502030466,A,B,A,B,1
Mental,B,94.2826535035383,107.51493626058644,A,C,C,E,0
Yes,C,58.75426600758256,66.2054951572971,E,C,D,A,1
Both,B,64.5279040782148,-89.76523653522665,C,B,C,A,1
Yes,C,2.2439748488274414,22.651726115454494,B,A,D,E,0
Mental,D,-137.3952811531911,54.28022008361177,E,B,B,D,0
Both,E,-123.53165354235918,-95.89047983406327,C,A,E,B,1
Both,B,106.4087794655165,-31.757910963645415,D,E,A,B,0
Mental,A,15.991175551750041,-5.324281430568849,B,B,B,A,0
Both,E,-60.266828919291996,34.63333396882581,B,B,C,D,1
Physical,E,-118.54103321938776,-47.98435953702758,B,E,C,C,0
None,C,-119.89610354458193,130.97736282106817,E,A,E,D,0
Both,E,66.26196172944606,193.12058484164987,E,C,C,E,1
No,D,171.44297145021187,159.33615460179306,D,E,D,D,0
Physical,A,127.25028838006271,-98.03719012701299,B,E,D,E,0
None,B,12.070034963782469,-219.30303985373652,E,E,A,A,1
Yes,A,-22.97410543510172,-41.61378747836598,B,E,B,D,0
Yes,D,-76.83347543422559,-150.86256834428426,C,C,B,C,1
Mental,C,-194.69447041652734,58.13868619278067,C,E,D,C,1
Physical,D,-85.9593437232666,-66.02174252877003,A,A,B,A,1
Both,B,63.68312196902368,-26.84590085800243,B,E,E,A,1
Yes,A,-136.39071465197296,104.87550336318519,E,D,D,B,1
No,D,-90.65155192726976,122.04383749962973,E,B,A,B,0
None,D,34.75618713043131,111.33759198568198,C,B,B,B,1
None,E,192.77699607217815,-221.1490856916108,D,C,B,C,0
Both,C,80.12697638861911,-159.96829559262116,E,C,B,E,1
Physical,E,-4.5544633247604605,42.184006800367996,E,B,C,D,1
Both,D,-89.77098586001543,18.409377203046887,A,A,A,A,0
Physical,D,-74.2749425022646,-35.52454384560548,C,E,C,E,1
Mental,D,10.02216059101482,-159.49860796324015,E,E,E,D,1
Physical,B,-39.827151620147504,19.81676444024015,C,B,B,B,1
Both,E,84.76895687043589,-81.76810664573539,D,B,B,D,1
Mental,D,85.33362337621713,-53.643621379489545,B,A,D,E,0
Physical,D,229.52778827348794,222.46470359525495,C,B,A,D,0
Both,E,-63.91757310941325,90.26225892624798,B,E,D,A,1
Both,B,74.32543324944949,-3.8554430502104657,B,A,C,B,0
Mental,B,-57.21356743629641,89.03369500800179,B,C,D,D,1
None,B,-129.81117911757696,-0.1735120970662629,E,D,B,B,1
None,B,-30.49685516250909,-131.06556308641728,A,C,D,C,1
Both,E,-30.389190341954198,75.24525876754923,C,C,D,D,1
Yes,D,-26.63752415136922,1.9585040195586996,D,D,A,C,1
Physical,A,63.58863626494602,41.93767829823384,B,D,C,D,0
No,E,53.77149995446469,203.18721973023736,E,E,C,E,1
Mental,E,163.04465200828378,-96.40469396836588,D,E,E,D,0
Physical,C,-127.35849389819226,-60.89374310551581,D,B,B,A,1
No,B,-130.07797678219018,30.900792638417062,A,A,D,C,0
Physical,A,62.11335828746704,-58.814719986395744,A,C,A,E,1
Physical,B,180.28435682531483,-111.12776980366954,E,E,A,C,1
Both,B,-154.35585860744405,-39.16729166136347,B,A,D,A,1
Yes,C,62.63977953559922,81.84826938989038,D,D,A,A,1
Physical,A,179.7716333698838,24.256817995438237,E,A,A,A,1
No,C,-160.63966719132176,27.025037681138915,A,E,C,B,0
Both,B,-143.371559220724,-125.26684611512226,D,A,E,E,0
Physical,A,-103.64595544494881,-7.852039971619875,D,D,D,C,0
Yes,E,118.21336472623838,-85.4314589158081,D,B,D,D,0
Mental,D,58.635498887810954,75.05217484905346,D,A,A,D,1
None,C,-21.37323398580694,21.036424092753908,E,A,C,E,0
Physical,D,20.08221450231191,-33.1834979685498,C,A,E,E,0
Yes,E,-8.065998107623368,85.27679338103734,C,D,C,C,1
Physical,D,-124.31068335953069,-38.88291850769787,D,D,A,E,0
Physical,E,-177.4673451120053,43.769976337192986,E,E,E,A,1
Both,A,64.53251340024656,19.11803295819124,E,C,C,C,0
Physical,E,109.11500984656914,-111.13665261696927,B,A,A,D,0
Mental,B,57.21810119079176,43.55445928672502,A,C,C,E,0
Both,B,25.36601623251778,-27.30124014942099,E,B,A,E,1
Yes,D,174.90023461820093,137.80728585411794,D,A,D,B,0
No,E,99.97233673674192,30.50139862184385,C,C,A,E,0
Both,D,-86.0165658494055,-32.07192516087138,A,D,E,A,0
Physical,B,-227.29014496630367,-16.623745831694247,B,C,A,A,0
Mental,E,2.6462937333880823,-28.338972579765986,D,A,D,A,1
Both,C,177.1250121710229,-2.9799700936302442,A,E,D,E,0
No,E,-111.85929439787259,63.44533134700124,E,B,C,B,1
None,B,109.05049368638937,58.946396139547666,C,D,A,C,1
No,C,-90.30535707073012,208.35530321382802,E,D,E,A,1
Both,E,-98.6596094913575,87.13483713917515,B,D,D,C,0
Physical,C,9.989159794822749,-102.31677352015538,E,C,B,C,0
Mental,D,-62.90741675132128,53.30865686302347,A,B,A,A,0
None,B,24.73273893366711,191.15749836330284,D,B,A,E,1
None,D,-97.55261732249151,28.175285901998265,A,B,A,A,1
Both,E,86.46449912732564,163.347762978344,D,E,B,A,1
Both,E,-104.91233298533741,43.11362484951753,E,D,C,E,1
Both,D,29.43545073465352,111.13865195503092,A,A,B,E,0
Yes,D,91.32023853104717,-93.62938426310909,B,D,E,A,1
Both,D,136.05895170891813,122.2089134933474,B,D,D,A,0
Physical,D,150.79429032846045,-86.06409971845193,E,A,E,B,0
Physical,D,-79.4759259276615,4.231998894287491,C,B,B,B,1
Physical,A,97.30833237528813,123.6032619222444,A,D,E,C,0
Physical,B,4.57275847020118,9.579907010247426,E,C,B,C,0
None,D,-42.90331853210486,-112.31503046178155,C,A,B,D,0
Both,B,-48.69239969147026,-130.4302121083306,A,E,E,E,0
None,E,-80.55799081000146,10.515316945945678,E,C,C,A,0
Both,D,19.98576498098614,23.82888641191567,C,E,C,E,0
No,B,40.32776922600742,56.9914012926961,D,A,A,E,1
Both,A,107.87752839560537,-57.765699058133855,E,C,B,B,0
Physical,C,-58.70277036245612,112.2356675119863,C,C,D,B,0
Mental,A,19.37478825569944,55.37944506290145,C,E,C,D,1
Physical,E,129.32628539885658,11.793004677562166,C,D,C,D,0
Both,D,52.60621175696264,-69.51899192968561,A,D,E,A,0
Physical,B,93.60094536109159,-63.771460146122664,A,D,C,B,1
None,C,-24.955135183503007,77.67078767730725,B,D,C,E,0
Physical,B,26.525107123842982,-36.10495166673013,D,D,B,C,0
Mental,D,-51.18875659858067,-11.13685163893999,B,E,A,A,1
No,A,-43.069371935919506,-23.247578488131253,D,A,D,B,1
Physical,A,116.0545983246295,125.75483935859893,C,D,D,D,1
Yes,B,-22.66131253176551,-78.8594049415864,A,A,B,C,1
Yes,A,-96.60388813880887,-191.6607257382545,E,B,B,D,0
Yes,D,149.84367786770133,-19.319011147017928,B,C,D,B,0
None,D,-42.87492515309254,-177.38314909151595,E,B,D,E,0
Mental,E,11.352750091330309,18.366490240011473,A,B,B,C,0
Mental,C,4.782738203872541,31.40884116437743,C,C,D,B,0
Mental,D,-113.74195933955538,230.87890011644268,A,B,B,C,0
Physical,D,-126.29882047543093,-55.739304565149936,D,B,B,C,0
Both,C,105.44782550381927,55.04744886645347,E,D,D,B,1
Mental,B,47.11693796822763,-116.52711793607624,A,E,C,D,0
No,B,-128.3728295845538,87.28072867651275,C,B,D,B,1
Yes,D,-167.40163831106264,-23.777734523220843,E,D,C,B,1
No,C,40.14016928123269,72.91781954608457,A,B,A,D,0
None,A,-20.74261738995294,-52.09064768702266,A,C,B,A,0
Mental,C,110.01090884089777,-147.68834587793924,C,C,D,E,1
Physical,E,89.70594906487054,-154.89460368275806,A,D,D,E,0
Physical,C,-85.92760359572337,-39.25745268329452,B,E,A,B,0
Mental,E,-33.149281422132546,130.22885538093567,B,D,A,B,0
Physical,A,80.49709237462037,-24.004782877789587,C,D,D,E,1
Physical,A,-16.261746191178915,-1.714205661081579,E,C,C,E,0
No,D,49.398255933093246,13.91478501090406,B,D,C,D,0
None,E,82.0355280726649,4.200149605642486,D,C,B,C,1
Yes,E,-145.61436872004822,71.08886894764727,B,A,D,C,0
No,E,72.68730914450026,56.804142262913814,B,D,B,E,0
Mental,C,-38.36656731682575,174.76279485756623,A,A,C,D,1
Mental,D,65.47123619866856,0.6998118121679707,B,A,B,A,0
No,A,-224.45476278718863,-47.058639883050255,C,D,B,C,1
Mental,D,-74.07679690936564,-28.304951004509764,E,D,A,D,0
Physical,C,-129.79389474758065,174.5657314945597,A,C,C,E,0
Both,D,-10.371233434513917,138.16694380927,E,D,A,C,0
Mental,C,-116.78867951981917,-176.46271344382123,A,E,D,D,1
Yes,B,124.94279869364588,102.38783643288531,D,C,C,C,1
Yes,A,73.59858237536059,-84.19342363747629,B,A,E,E,1
Both,E,53.715839144154764,55.23844400180333,D,D,D,D,0
Both,C,-184.1717894107743,63.898296436087044,A,A,A,D,1
Physical,B,-59.483761761443276,-3.7429054955975003,E,B,A,D,0
Yes,B,145.0860407656825,82.77892076680976,D,C,B,E,1
Both,A,-37.49532806301533,-28.4792849472283,C,B,D,D,0
No,A,-48.438582661834545,-53.669851842036294,D,C,B,A,1
Yes,D,69.7869012472427,-5.516017275897382,E,A,B,D,0
No,D,18.328567182563845,-193.0793393258264,C,B,A,C,1
Mental,E,92.20969095951071,66.70194705526448,A,A,A,D,1
None,B,-174.18255462124358,-73.15329394048132,C,D,A,D,1
No,C,135.9780710874103,-37.818079650086055,C,B,E,C,1
Physical,B,-37.27189406251068,125.21677295385238,E,A,D,B,1
Both,A,-155.67716224631522,-69.18173751732394,A,C,A,E,1
Mental,E,-150.69374166891063,53.09376985702453,D,B,D,A,1
Physical,D,180.8233102832874,78.37678322836416,B,B,D,E,1
Physical,D,105.17128870178225,2.694859080755072,E,D,B,C,0
Both,B,134.7368437173655,62.59124544809011,E,D,A,D,0
Yes,C,-129.44006503859157,88.85777898078099,E,B,C,A,1
None,D,-66.46861397892533,-28.455135199842047,B,A,E,C,1
Yes,B,65.75441933137654,-72.36493829672722,D,B,E,A,0
Yes,D,221.86532397691442,-4.269657211239817,D,E,C,C,0
Yes,B,-5.600293828991388,132.37419004699277,E,E,E,D,0
None,C,54.73013780278059,-9.570688497756514,D,B,D,B,1
Physical,B,202.96144062315022,58.82997577076575,D,C,A,C,1
No,A,59.5330553996169,166.29385104788258,D,C,E,E,1
None,A,24.578885913879567,-3.2004409374703204,A,A,C,E,0
Physical,B,27.50465437623929,-53.64754748254648,A,B,D,E,0
Physical,C,65.79607994506142,-196.99221516082653,E,E,E,A,1
None,E,-219.43368852003366,-195.43735841079996,E,A,E,A,0
Yes,E,-58.958770987784405,-92.11502673564146,D,E,B,A,1
Both,A,34.09742289572504,33.15633209447654,C,A,B,D,0
Physical,E,-119.03868845397582,51.570010574391446,D,A,C,E,1
Physical,E,-89.02154881718398,108.45348212308576,B,B,A,E,0
Physical,A,178.40396298822557,-116.42832937281422,D,D,B,D,1
None,B,85.3560967971202,-130.41164757784037,E,A,B,E,1
Both,D,102.08420926124222,25.309979217074797,C,A,A,E,0
No,D,-112.9553112240619,3.5204681046677893,C,A,D,A,0
Both,A,138.4690778757748,-71.70281020646301,E,C,D,E,0
Both,C,-22.339595129372928,-128.8931389672317,B,E,A,D,1
Both,E,-65.99055947578788,-165.68191089249513,C,A,A,A,0
Mental,A,-76.06811726895468,106.12109169481849,B,C,D,A,1
Yes,B,112.27397938476744,-112.35060602162928,B,C,A,D,1
None,B,70.56265761013677,-53.60218185554776,E,C,A,B,0
None,D,-34.39624466985893,14.139433736328375,B,E,B,D,0
None,B,105.3992723307021,-79.56730057596907,B,E,A,D,1
Yes,A,-77.31435378438039,-9.43556914098337,D,E,C,E,0
No,A,-135.32879602029325,-165.4081807156839,C,C,C,E,0
No,D,-43.23504146515911,69.78201860566652,D,B,B,B,1
Mental,C,-45.90928403422631,-61.403680285484796,D,A,B,C,1
Both,D,-241.68450327987424,54.16837393235798,C,E,A,C,1
None,E,-17.75572634987395,102.04586332174603,A,E,E,B,1
Yes,D,81.12098566810792,-98.04345067232653,D,B,C,A,1
None,D,-16.946942818631726,8.203618399142906,E,E,C,A,1
Yes,E,137.38671723424903,29.775739566877203,D,E,C,E,0
Both,E,-158.05723123819368,58.18533434333546,D,E,E,D,1
None,A,159.07257826474338,-39.78974686150013,A,E,B,B,1
Mental,C,58.06778126304051,9.584211517791925,A,C,A,E,1
Both,D,180.96508393324615,-119.86834146186057,C,C,B,D,1
Mental,D,104.77659546497244,-153.46623731295827,B,A,D,E,1
Both,D,-129.24170799147822,-73.37259312054086,A,E,E,E,0
Physical,B,103.70106549121051,-63.8649957822721,B,E,E,D,0
No,D,-25.435235308612214,-125.51385371933847,C,C,E,B,1
Both,D,-135.4234048700095,-105.23037415961451,A,E,C,A,0
No,E,-139.4158518677944,86.48892100989359,B,B,C,B,0
Mental,A,41.549485817446694,-178.52229112800322,D,C,A,C,1
Both,B,-157.35926725511925,63.01502439417697,C,C,C,B,0
Both,E,66.28789553881573,-24.38044932138586,B,D,E,A,1
Both,C,-166.33767914788467,-238.19955939059673,E,B,D,A,0
No,E,68.05686920396187,45.72961365871428,B,E,E,C,0
Yes,A,60.68844399385094,103.83830965135921,B,E,B,B,0
No,D,-82.71864321454906,115.34388127530634,A,B,D,C,1
Mental,B,-140.35447195219254,-77.08790299416786,A,E,E,D,1
Mental,D,-35.99280893943318,0.370666079591888,C,A,A,D,1
None,D,20.72128198072854,-140.06559922092896,D,D,D,C,0
Mental,E,-18.79873793590769,23.803920989210862,A,D,B,D,1
Mental,C,-182.22671554109132,-76.9009445433963,E,D,D,B,0
Both,D,70.85584254748248,-72.5141245906453,A,A,C,D,1
Yes,E,-174.36702336146038,58.33068394205346,A,E,C,A,0
None,A,-41.23032359806746,-130.3911164074711,D,E,C,C,0
Physical,D,307.71759834727186,-335.70170611569705,A,C,D,C,1
Mental,A,-135.9812644847237,-37.4092644805498,A,D,C,A,1
Both,A,41.988303005803516,-91.0702899115945,D,B,D,C,0
Both,B,86.90324509063353,94.09578839545595,C,E,D,A,0
Mental,B,94.79076204341656,-148.06185369612245,D,A,B,C,0
Both,D,10.826742533436773,47.998075471726814,D,E,A,A,1
Physical,B,-156.5145891646285,60.38362665661192,B,A,A,A,0
Both,E,129.65871040683373,106.82608707790375,A,D,D,D,0
None,D,235.63885851695625,-54.801769987030355,A,B,D,B,1
Mental,B,131.68532154670308,-99.66155342132959,E,C,A,D,1
None,A,-57.810154660276844,77.8532225673256,A,C,A,C,0
Yes,E,134.82133112340452,-76.42068647245893,C,C,B,E,1
Both,A,-137.41354252967582,30.633539753275723,A,E,C,C,0
Mental,E,-172.2574154085694,-96.64973677175131,B,E,D,A,1
Physical,D,-12.990954989237519,-12.956333673524153,A,A,C,C,0
Mental,B,-86.45805837001059,164.08771148162643,A,E,A,E,1
Yes,D,-61.466097034522186,-175.08648551547728,D,D,C,D,0
Physical,A,-7.411139751242132,94.59085574185848,E,A,A,C,1
Physical,B,57.22073714910454,-6.141888141434803,A,C,C,B,0
No,A,-5.191302543450925,22.417026303213056,C,B,A,D,0
Mental,E,36.10577652550318,85.30428542425837,A,E,C,A,1
Mental,C,-2.8052459771156415,25.7336809107467,D,A,C,B,0
No,B,13.596547831176874,2.628970441553438,D,A,A,A,1
Both,C,-53.92550970078005,-93.10189373581065,A,E,C,D,1
Physical,E,65.41200079303883,96.8667772165937,B,D,B,D,1
Physical,D,-8.252451468392277,109.58598300695184,B,C,C,C,1
Both,E,-214.86566607033336,51.75879461895544,A,E,B,E,1
Mental,D,191.6565227442409,6.5932462697605025,E,B,D,A,0
Mental,A,-55.33916688600762,84.68603951293392,D,C,D,B,0
No,B,0.26901864206422393,14.984304834858067,E,E,A,E,0
Yes,D,-18.308439341041627,-16.521707608793015,B,E,D,A,1
Yes,B,-159.78674861760757,36.32117936010276,C,D,C,C,1
Physical,B,69.62041763472247,-38.86542556205893,A,E,C,E,1
None,E,145.85768256058884,152.8631799818639,D,B,D,A,0
Physical,E,-179.57049913204338,-80.06965765538318,E,A,A,B,1
Physical,C,54.646988075208036,62.92004855352633,B,C,C,A,0
