sexuality,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
Homosexual,UK,-41.93697414592965,C,-58.872322083068816,A,B,B,B,C,B,-2.885075072180238,-166.89607824949704,-98.9379520212324,D,1
Homosexual,India,99.69418278543077,C,-2.672234134195795,E,B,E,E,A,C,-64.81161582491858,107.91181226642304,-214.7478205717988,E,1
Heterosexual,India,-93.81480165569346,E,-28.623967657956157,D,D,C,B,E,D,-28.62528540168511,59.92195443936431,-26.84801744805591,A,0
Bisexual,Mexico,-40.64299798335587,C,-24.90670320079426,C,A,C,A,C,A,-105.85826687313356,57.700845077200256,43.275964488058385,A,0
Heterosexual,China,10.17977631457617,C,-141.1177110409509,A,D,D,C,B,C,49.666394470933284,-110.87344339174065,-6.800282979172273,C,0
Other,UK,133.13952580533956,A,142.95200682131284,C,B,E,E,A,D,-193.3760077291367,-94.67738986320137,-99.56935841220974,C,0
Heterosexual,Mexico,58.60721026131846,E,113.95488848080444,E,C,A,A,B,C,59.175225306529,146.21748947508058,127.08026888992134,E,0
Homosexual,India,-99.30879500539412,E,79.37150772843331,E,C,B,A,B,D,120.10401841824176,-201.04856578632737,-91.52720319643156,E,0
Bisexual,India,-17.765343175354932,B,6.084052265493094,A,B,D,D,B,A,-148.26017479011892,-262.9909474985426,-20.642361897395872,A,0
Heterosexual,China,14.820109524478148,A,119.07428155128592,D,B,D,E,E,D,5.469368581766296,123.84312286267797,-62.61969791643766,B,1
Homosexual,China,20.303426455933668,B,-67.04139186311619,D,D,E,D,B,A,-52.62479086940505,1.6692615400819861,23.046379801645255,A,1
Homosexual,US,-55.054147347576155,E,49.98326382190031,E,E,A,E,E,D,-74.94773070641604,-14.048634993300599,86.2229256553038,E,0
Heterosexual,India,-91.43482402632527,B,86.32830653052686,C,A,D,A,D,A,-40.68795526030946,51.52478078205044,95.49613253489495,C,1
Bisexual,Brazil,-220.08964518500096,A,-86.18797998672773,E,D,C,B,E,A,95.52132823475277,-5.804652186173658,19.355806029144542,C,1
Other,China,223.60832480957393,E,-28.47298929946315,C,E,B,E,D,C,12.012180232826669,61.21991196509911,-98.99785907240499,A,1
Other,China,-39.06582233685059,C,-38.986545553607634,C,E,A,A,C,B,8.96477874442115,150.69915108647353,7.219011786992294,E,1
Heterosexual,India,136.6592030147038,C,23.30810892837111,C,D,A,B,C,B,-2.1891305391641502,-23.643976168022444,-46.07965519380335,A,1
Bisexual,US,159.93909027048673,B,218.70697459152376,C,B,A,B,A,A,-176.60895723509967,171.85475577672582,307.38630933320167,C,0
Other,Other,47.58297137407826,C,-90.53709690791685,A,B,A,C,D,C,-12.102238690920199,30.318435153734562,-194.27543532607302,C,0
Homosexual,Mexico,-48.36095440443918,E,-86.96665059507275,B,E,A,E,E,C,9.93860614535344,110.32971757589787,48.25266751273603,A,1
Bisexual,Brazil,-127.55249762073029,B,-11.591898862083,A,E,C,E,C,B,-34.90708554072125,-74.94916578621421,11.231679220206257,D,0
Homosexual,UK,-17.741657481464195,D,-65.66679538133954,D,A,C,C,D,D,-21.935203856331338,-5.148642610244121,-40.725920305288795,E,0
Bisexual,India,63.708784529034745,A,-83.63274214864728,B,B,A,D,E,B,-51.95634039849294,-154.93678347126334,-61.85827564572117,C,1
Heterosexual,India,37.29334910302906,D,-285.32620908213454,A,A,E,B,B,B,2.847606532256764,187.23396248655348,51.19986504578954,A,1
Other,US,15.163380313039474,C,-44.32555874901771,A,B,E,A,A,E,115.52560359267174,127.6657808563623,-191.4707859107868,E,0
Other,UK,7.691519512438649,B,-20.287801505014293,E,B,E,E,D,B,150.8850242810941,-52.12199399294646,-88.16457714714514,E,1
Heterosexual,US,19.755998471830303,A,-80.40191526117917,B,B,A,E,C,E,-79.47699082733654,30.77129806060497,10.488280719117595,E,1
Homosexual,Other,10.875568633141206,C,16.583640680656398,C,E,E,B,D,D,22.541839724169854,-167.6648267238163,-73.23293249906976,C,1
Homosexual,US,139.16830086954855,B,40.74953307252737,B,B,B,E,A,B,-34.811471840708855,-103.61682620180737,-51.591075904323716,D,1
Other,Mexico,43.621566549840054,B,-32.98767813453989,C,A,B,E,C,A,-246.4181287233059,-143.99143906194874,104.53243361945117,A,0
Other,Germany,143.89690881433103,A,-134.36606519995965,A,D,D,C,A,A,11.020244010938825,-38.88288908280384,165.5934063147455,C,1
Other,China,122.0072057823308,B,27.207775251587364,B,B,B,A,B,C,3.251005344778092,-69.1302753603085,79.60105938614848,B,0
Other,Germany,-49.40891073508299,C,-69.99013701647236,C,D,A,E,B,E,215.78121122596193,-59.662792447437255,115.17861203795741,B,1
Bisexual,Brazil,-182.1025863190738,A,-33.505571574177495,A,E,E,E,C,D,-55.04506953227802,60.249208184082335,49.29792338459868,C,1
Homosexual,Other,-41.042817377143734,D,-86.65786618210363,D,E,D,C,B,C,-1.4941946421265768,96.20960572572488,-67.70754352638019,E,0
Heterosexual,Germany,152.93778966654625,A,51.49570094473388,D,B,B,D,D,A,77.38533516588151,24.015018915330185,53.34920801112734,A,0
Other,India,34.31990242797636,E,20.225589675554833,E,A,B,D,C,B,110.61878381338109,52.78957645841791,120.15677256666137,D,0
Bisexual,Brazil,-65.78749879253681,E,35.92699422937503,A,D,D,D,C,B,-33.766487789772455,-1.639876036983296,53.057813649562014,E,1
Bisexual,Other,-82.57088938130754,A,11.073094509544621,B,A,A,B,A,C,94.71428964129856,81.56795805544441,57.61760538726149,A,1
Other,Mexico,47.28297719817477,E,74.25944221683497,E,A,E,E,E,D,30.600750352451733,34.95763198727716,-86.86797364202846,D,0
Other,Mexico,154.8262405393317,C,-182.6880835878141,D,B,B,C,D,C,49.99364572328767,2.9589054397373817,-120.76102485062479,D,1
Bisexual,UK,-14.869374735573407,A,-147.11948848726183,E,B,D,C,B,D,59.60705789694893,74.52223453918883,-36.19458286233922,C,0
Heterosexual,Mexico,111.12810239931292,E,68.45578786197865,C,A,E,C,C,E,-84.97952445662503,-15.926981093782855,-136.88008418847747,D,1
Homosexual,Brazil,0.07401759695293329,B,65.8749615503852,A,C,B,B,A,C,17.076910520820967,137.61788038623965,39.82489732616412,E,1
Homosexual,US,-119.78539653251055,B,43.58692962765154,E,A,B,E,C,C,-75.96834635048621,58.134629421277275,-60.41579903644031,B,1
Bisexual,Germany,-232.17218901401387,B,55.978273516768475,B,B,B,B,D,B,152.26607693949572,45.8065428618969,-27.013740242845163,D,0
Other,Brazil,84.17943161187242,B,-28.194325587889356,B,C,E,C,E,C,97.13887688614388,107.74756307129665,-14.301542676461084,A,1
Other,Brazil,-75.69789676556547,E,144.89283479800307,A,B,E,E,C,C,-65.22262281510592,-135.87469941078788,-37.35994569404938,A,1
Heterosexual,UK,130.90173300333038,C,131.88625884394125,C,B,D,C,B,A,-8.375481705811561,62.285589751086334,-86.97752820140245,B,0
Heterosexual,UK,-45.15185913813994,C,-22.825587082561164,D,A,A,C,E,E,-144.9864295083455,13.687946314876525,-116.13998037619817,B,0
Homosexual,Brazil,176.68704967170316,C,4.025155387908778,B,B,B,C,B,D,9.785390512334462,134.70081747117166,167.97256563415976,A,0
Heterosexual,US,75.26489193933618,A,37.58768090145872,A,C,A,B,A,A,143.57547454725636,34.34190843054034,-92.29388252086692,D,0
Heterosexual,Brazil,-92.4037133088484,A,94.96317707206232,B,A,C,C,E,A,142.0603893555719,-58.2801099452291,-53.71384176492121,C,1
Bisexual,India,32.630310725070316,C,32.26054849268878,A,B,A,C,E,A,31.508298114537237,33.49848994733376,87.00712637930076,E,0
Other,Other,-243.67094531766256,E,-1.7958534720168289,B,C,D,C,E,A,25.07677582435815,-84.27155115816726,136.58398858680354,C,0
Heterosexual,Brazil,-30.49390159095074,D,53.54706801661317,E,E,E,C,E,E,172.39664654425968,-150.04599787234224,86.75379594754638,B,0
Bisexual,Other,-54.7407604670031,B,17.895112346008897,C,C,E,C,B,E,-68.22040592653681,-243.7444095306122,-68.29651505646403,B,0
Homosexual,UK,-80.50103427009093,E,54.38631827175347,E,A,E,A,B,D,49.78376283319586,40.936844444376796,92.85229996914015,B,0
Heterosexual,US,-46.959291161296036,A,60.71622761855586,C,A,D,D,B,C,86.44792831618575,1.030388138726662,112.21759508720237,E,1
Heterosexual,India,143.03049598644998,B,-83.7463216283295,B,C,E,E,A,D,-2.5171205122478737,-96.99384266874708,106.55949520778545,E,1
Homosexual,UK,-29.982940944498253,C,89.07919489374017,D,B,B,E,B,B,-210.00557551673356,233.4360662441334,-59.81623299830141,A,0
Other,India,24.066530414109085,A,-23.745010345385534,C,B,C,D,C,B,25.626495864549735,-114.78604271365873,308.1716511212817,C,0
Heterosexual,Brazil,-30.05797900687722,A,-27.610558947189386,A,A,A,A,E,C,60.56521356314312,201.18781598712562,51.243256538302894,E,0
Other,Other,24.732203424328855,B,45.922621023875685,C,C,C,B,A,A,-26.61063049893117,-151.7488008881237,-47.85652942380412,C,0
Homosexual,India,-177.14092998950858,C,-64.83549805914187,B,C,C,C,B,C,-29.07875002673509,-7.638354023012167,59.72484062305852,D,0
Heterosexual,US,-31.337558347875728,A,77.82544210676063,D,E,B,A,E,B,-92.37743013479883,-97.66470982680744,103.85348445864426,E,0
Homosexual,Mexico,64.47682348375436,A,106.30359707533412,B,C,B,D,C,B,53.289546253634136,-40.98711081849679,-55.51444871842981,B,1
Homosexual,India,-56.323565253081064,A,-30.136917444746487,D,E,E,A,C,A,-5.850529579053185,-36.52855019032941,-36.74037250369378,B,1
Other,US,-174.4984336198788,D,91.14215526438448,C,E,E,A,E,C,-85.0292164220345,-46.21980890347606,-47.959720249024166,D,1
Homosexual,Mexico,-307.18718182220715,E,91.36026237895236,A,C,A,E,E,B,7.490092636211795,-13.993927684845827,-89.84970400394127,B,0
Heterosexual,Brazil,30.081439276809967,A,-46.60492503263184,B,E,D,C,A,C,72.09598921272912,96.67144687797983,18.757922962667887,A,0
Other,UK,13.13450246981033,A,204.80008510612726,A,C,C,A,E,A,125.37740677403639,10.840536396922248,171.9370201759432,A,1
Heterosexual,US,-48.548176749928444,D,282.88472616127297,C,C,C,C,B,A,-43.72776944500401,31.94161766219924,90.48213724968984,D,1
Bisexual,Germany,194.2819881278213,B,68.506296587387,A,C,A,E,C,B,57.05673776483313,-53.38948164449027,-16.401758153808874,A,0
Heterosexual,UK,36.502710922516485,A,210.68093422479313,B,E,E,E,B,C,199.4245386048842,6.684668095314924,34.33466332828405,D,0
Bisexual,Germany,-72.94754185093623,C,-290.37804826349117,C,C,E,A,C,D,70.01801740776081,67.23441802267183,-122.88002253699837,C,0
Bisexual,US,-10.951762375781037,A,-45.58530293366289,C,E,E,B,B,E,25.251878688294365,-110.45750366264065,-225.36564416983248,D,0
Heterosexual,Mexico,-184.13047186797985,A,-126.19492633911078,C,A,B,D,D,A,225.77222480480393,151.8860482067076,-4.834681812203816,E,1
Bisexual,Mexico,25.59050964587357,B,90.56367014698273,D,C,A,E,D,A,-36.058010067101556,-95.44774932085383,-72.9164732210526,A,0
Other,Germany,1.7593266223353368,E,-27.795106527929175,C,D,D,E,E,D,192.52839731733357,-124.42032514215991,114.9759308123083,D,0
Heterosexual,Other,8.676934143766202,B,6.100465024834925,C,A,C,D,C,D,113.96351186510233,30.372204582414636,-44.17430106489111,D,1
Heterosexual,Germany,100.99930555700524,B,3.237189924302074,E,D,A,D,C,E,88.9741371262042,-105.30652005797678,-97.76231050863318,E,0
Heterosexual,Brazil,102.96000084389298,E,-1.8388387411459723,E,A,E,C,B,B,-13.337224325188982,-48.08615286667667,-16.690424744064774,B,1
Other,China,32.28615639899061,B,-55.21778623337329,E,C,D,C,A,D,-73.46205486321018,-19.267014259448327,-5.655791443545544,E,1
Homosexual,US,-39.48908303550087,B,-119.4038705337,C,B,B,D,D,C,-32.31799733451358,16.130602345173546,119.58936286191322,D,0
Bisexual,Other,50.373044105077526,C,11.937539771947764,E,A,A,B,B,C,214.52185517553275,-154.52062171850264,-134.87852457586246,B,0
Heterosexual,Mexico,143.632618923896,B,-137.5551615506109,B,D,C,D,C,A,-162.0248196864403,0.5227945519166779,64.35775979129448,A,1
Bisexual,Germany,6.7951725490596555,B,-243.33203735478918,D,B,E,D,D,E,-107.87147383459666,-90.56971666406268,58.12774773804652,B,1
Other,Other,-41.10598215009867,D,-154.32976822306824,E,B,A,C,C,A,-120.6798120052432,111.3894143904875,117.12347054886665,D,0
Heterosexual,Germany,-99.61912834624337,D,90.81728556762992,B,B,D,A,B,A,6.4341424930090625,122.1817430968148,-94.2197367959707,D,1
Bisexual,Other,26.209561098994747,D,86.03270947342287,C,D,A,D,B,B,172.48637794025694,11.765654922619019,91.89494901074335,E,0
Heterosexual,Brazil,-25.181077251518403,E,-138.2724130826717,D,B,C,B,A,E,45.97588041587599,-77.73350950447859,-206.4546331328645,A,1
Homosexual,India,163.9507471780294,D,102.44751052254435,B,E,D,B,C,E,8.16791429694361,-6.387676655469618,61.9358044432818,A,0
Other,Brazil,-56.39293020862386,C,114.1905008409009,C,E,E,C,B,C,-51.58643680186117,-425.87382779254204,-156.4808531720353,C,0
Heterosexual,UK,289.71805640222465,D,-59.365026136191624,C,D,B,B,E,B,204.6556124806561,-81.76366416220294,3.631552930526858,D,0
Other,Brazil,-12.946860698422357,A,-121.71934742699908,E,C,B,C,B,D,-77.04459834219153,-20.262007835896856,-54.887075805062516,B,0
Other,US,-105.00746915489343,C,-45.32963375173252,C,A,B,C,D,A,39.5277808060875,-205.78439443566558,-122.68962839954366,A,0
Heterosexual,Other,-83.90525432147713,A,121.9969978420995,B,E,B,B,B,E,38.937988988625236,19.00963311433806,-95.10791171943967,B,1
Other,Other,-164.5046079106116,A,104.29200564244599,D,D,A,A,A,A,150.39061019426336,26.167580523060753,-31.432811548199236,D,1
Other,China,108.97714833950525,A,-115.06684382506714,B,C,B,A,D,A,204.83430145720098,-218.32724289283917,-40.361871079263636,A,1
Other,US,128.33757098373943,A,54.30713991119595,E,E,D,A,B,A,-2.9894578233886584,-28.574503963129732,137.06573139307034,B,0
Bisexual,Other,59.97640813616728,B,-196.50341710510648,C,C,A,E,C,A,-119.3247514148986,-95.59439785130479,118.94431098178208,A,1
Homosexual,Germany,-106.05932246676637,C,-63.68044275369711,A,B,C,D,D,C,-88.96310184044684,35.220150109078276,-85.46554273665625,D,1
Homosexual,Brazil,-58.67129667666627,A,34.16504391565579,C,D,E,C,D,B,133.18039551275888,-61.01555299122954,-172.78168256756877,C,1
Bisexual,Other,-55.50703450556094,E,128.04062282764426,C,C,E,E,A,C,-19.1492239982871,-37.68483935428684,127.57995129944071,C,1
Heterosexual,China,46.82475849162867,B,100.25968412240105,A,A,C,C,B,A,87.98125353106046,13.887503648162522,23.663885428473865,C,0
Heterosexual,UK,89.6646448077544,A,113.26438962441307,E,C,D,A,E,E,-62.677231318714135,82.86405463979708,14.002502880067114,E,0
Heterosexual,China,-3.2008987637400605,B,43.10284483393975,E,E,C,E,B,B,122.9723627433579,71.75877401913101,108.02129385449881,E,0
Bisexual,US,8.894099662763956,E,-38.10958525144694,A,E,D,B,D,D,148.6986944121464,187.31165446020748,-4.883529775403874,A,0
Other,India,-61.06012023742065,C,-104.53515133706223,A,E,E,C,C,E,36.721877591627575,-97.93655621683955,-117.24507129295098,E,1
Heterosexual,Mexico,-83.96860731693772,C,40.1506805413175,C,D,D,E,C,A,29.733402004639892,-38.26104469948942,-25.895831805158632,D,0
Other,Mexico,105.30522874051742,D,-20.913416173525494,B,B,A,B,C,A,117.17995267067481,-36.167171267653245,3.4753761428930647,C,1
Other,Mexico,-73.97820666145152,E,45.8357593791959,E,E,A,A,E,A,-5.400974252472886,42.08586502893946,56.907879928184144,B,0
Heterosexual,Brazil,171.96547353354003,C,53.624918260060625,B,E,B,B,D,D,131.9177537011154,51.594892294863605,92.21057134110937,B,0
Bisexual,Other,114.04730915550927,E,-3.317688994955336,E,B,B,B,A,C,39.72682199928155,285.90730528069145,210.9269261760636,A,1
Heterosexual,Other,25.534773112260133,B,88.59838131346008,D,A,B,B,B,D,40.084470706186636,31.817200628180377,123.16109611393631,A,0
Homosexual,UK,76.29162410430985,C,-48.91440839393381,E,B,D,A,D,A,9.916698429319148,-100.15751779202108,-137.02008377181338,E,1
Homosexual,India,17.558360647197297,A,79.76931713490444,B,B,D,E,B,E,-7.474933856435176,-209.82803745884914,-3.2576989786838553,E,1
Bisexual,US,141.3522135129575,E,-4.512044610169229,B,B,C,A,D,C,-81.48565999276256,46.208868417719096,-146.6437660153688,E,1
Other,UK,-108.66364940809939,E,133.4833809056938,A,C,A,D,C,B,-16.539457385829472,-80.615431331968,-6.679458674517318,A,0
Homosexual,Germany,106.9711789495149,D,27.792078329998148,B,E,E,C,E,E,61.438710609954526,29.13691089571592,-26.19076029688849,A,0
Homosexual,US,4.631866372345529,C,-56.07081900577396,E,B,B,D,A,E,26.642582044146206,0.8892090809824454,19.63611829581704,B,0
Homosexual,US,30.44802492900789,E,-34.87232400548264,E,B,B,C,C,A,-19.666526883127027,74.92103185745272,-34.666238805595135,D,0
Other,Germany,51.884833434158026,B,87.09194886991558,A,A,B,D,C,D,-78.12228708529315,-100.17021080016244,-198.5651678601285,D,0
Other,Mexico,95.35085711092317,C,-34.154904276414086,C,D,C,D,B,E,-150.840790384772,-77.79842902183964,-137.3202079580422,B,0
Bisexual,Mexico,-20.63690360837565,B,14.455987118466027,E,A,A,D,A,B,120.75172572652149,-132.2262996708598,53.0733521491033,B,0
Homosexual,US,-168.57405573451473,B,-90.73209853465292,B,A,D,A,A,D,-87.5223710378928,-30.493744068680705,-36.70035775165912,B,0
Heterosexual,Germany,33.552993067204056,A,-65.08277292619361,A,C,A,B,E,B,14.178987047058605,144.80090451750098,-53.27087903782084,B,0
Bisexual,UK,72.22569544793237,D,-109.17795785240565,E,D,B,D,D,E,149.37263145961958,37.36372115695806,131.95722627197566,E,1
Heterosexual,Mexico,59.64208730356507,C,66.85100090513497,E,B,A,E,C,E,-67.08971044541858,83.80481230017689,9.423967287790575,A,1
Heterosexual,Mexico,-117.7511937840721,D,33.11204757195239,E,C,A,B,D,D,20.12719864772826,-57.40670988466172,-104.25676975978236,D,1
Homosexual,China,157.43681901920132,B,-67.39038518902206,E,D,E,C,E,A,158.26492108325064,-81.95065688352334,-80.49449909850745,C,0
Heterosexual,Mexico,100.1571657917931,C,11.930491491973992,B,D,C,A,E,E,14.663822632023349,-78.28680779498912,73.95364728843428,A,0
Heterosexual,US,-43.289450790653184,C,5.516447932657957,A,E,E,A,B,D,-36.35735630204914,-124.92269926080215,-11.715077474746472,C,1
Homosexual,India,54.50859246473537,E,84.1018976770227,E,A,D,D,E,A,-362.85418956513473,45.77907387715327,124.4646769683621,A,1
Bisexual,Germany,212.57293237901047,D,123.69457978054166,E,E,E,C,E,D,-175.67872642704188,38.530068533759035,26.998374192948155,C,0
Bisexual,UK,50.646237492779264,D,5.453512486009676,E,C,C,C,A,B,-41.95473450268738,-7.9175738345778495,-97.79202337025934,E,0
Other,UK,12.695666749756226,A,8.450172061524084,E,C,A,D,A,B,22.435567651118212,-14.46726127277414,18.04387122976848,E,1
Other,UK,11.464109667227216,C,-37.20637307495886,A,D,A,A,D,C,14.082714360938608,-191.4681995950827,-14.933080224198378,A,0
Bisexual,Brazil,-150.83714819726657,C,1.9898072832398566,A,C,C,D,A,B,113.45899823629703,96.77939284482811,-31.41153556985705,A,0
Other,China,59.27120161409308,B,-6.011976602734056,E,B,A,D,B,A,72.79426252581877,34.41186065433238,10.31277509801794,B,1
Other,Mexico,216.23411863599839,C,153.28611416602504,E,D,A,C,C,B,-230.3222598996301,-93.95074065302512,48.632043408264316,E,0
Other,Germany,-54.35703120609946,C,-9.555757275287718,C,B,C,C,B,C,-24.91546353773904,-117.25435414802932,-86.02605112991255,E,0
Homosexual,UK,-132.99472548601335,E,-3.8512980578006824,A,D,B,E,C,E,-142.14068261835297,58.53188457802244,-139.8155592777054,C,0
Homosexual,US,24.058224742369518,B,-51.42533402594312,D,C,C,B,D,B,13.882152635364037,5.021686656955609,-130.1701998215054,B,0
Homosexual,US,63.19076942070585,E,-3.8497998442060894,C,D,D,C,C,C,11.085773038837178,-105.8332918184962,24.716516022990263,B,1
Homosexual,Brazil,104.60530926462886,A,-30.032532145730105,D,B,E,D,E,A,71.36324569544844,-99.43915256978318,194.40208019155165,E,0
Other,India,88.65201327841878,B,-62.01011037495178,E,E,D,A,B,E,96.71459953200142,43.059043346538445,15.256317188208776,E,1
Other,US,109.4381656651296,C,-135.28505517833545,E,A,E,B,C,A,-10.355424586446421,-39.97616685285835,-12.477623083932315,D,0
Homosexual,China,96.11742556293426,C,-31.29622840779782,E,E,A,C,E,D,-80.39311763908918,-71.48431485216526,-143.67259221444309,E,1
Homosexual,Germany,0.016698557667489046,B,33.46590380230375,B,A,C,A,E,A,-140.74332199344707,46.08091784046658,0.23945095803414718,E,0
Homosexual,Germany,-167.37740106106062,B,52.77348413308231,E,D,A,A,D,D,80.70868553936518,-45.518462624271805,-61.99868316172059,C,0
Bisexual,Mexico,-22.345922071184397,D,-187.13954504808342,D,C,C,E,B,D,44.14461068747309,-34.7744851874624,-8.137119146718568,C,1
Homosexual,Germany,25.598934366498067,A,132.9226244964506,D,A,B,E,C,E,76.41999234569347,-38.272233579726056,6.817061373932845,E,0
Heterosexual,Brazil,173.91101613000066,B,22.843805048964295,A,C,D,A,D,E,-181.34516729130925,-2.8947407887800662,74.32097547148109,E,0
Bisexual,Brazil,-76.2726383071298,C,48.7933970007484,B,D,E,B,C,C,-25.88212311745072,48.50631825130045,-102.47161899210128,D,0
Homosexual,China,-117.66529913192063,A,-69.51226067529502,C,C,A,E,D,A,15.986312067472355,-10.046058782129586,111.33585008476182,D,0
Other,India,44.48976191603825,B,54.976629392492114,D,A,B,E,B,A,-63.8609216539117,156.90559997762202,-128.44982220721118,D,0
Homosexual,Mexico,90.86417471761241,B,-22.057055699145405,B,D,C,C,E,A,48.06816306199656,22.935323709896963,-147.0880460505603,D,0
Homosexual,Mexico,80.24164818403897,A,196.62901334525677,C,D,B,B,D,B,-161.00209050490275,-61.90655835264097,-128.07743436150244,E,1
Other,China,-29.136315170357463,B,-40.099209803294464,C,A,D,C,A,E,9.285962304904118,-125.65319448935048,-39.25623702609202,A,1
Bisexual,Mexico,-84.91427997983982,D,-5.257875777714265,A,C,A,B,E,D,-36.51942105746567,-162.96133960089182,-96.08721035428489,A,1
Bisexual,US,-97.71941663549632,A,-15.696214485556775,E,B,C,B,D,B,-3.9410651544728434,-29.976788069053516,23.18694473420393,C,1
Bisexual,Brazil,-2.575073119703352,D,-58.05229543264543,B,A,C,C,A,E,218.35996524036153,240.58741430811077,-79.71777216672976,E,1
Homosexual,Other,49.52276219442033,D,141.519091389807,B,A,C,A,D,C,9.494584111221014,193.55113349351808,-69.76452337977757,E,1
Heterosexual,US,73.25313718955778,C,-57.24270431221652,D,A,B,A,E,A,-2.345063470928306,105.33818623996392,-11.910062738947106,B,0
Homosexual,China,-52.795983178038576,D,-172.58604917970456,A,D,B,A,B,A,-70.65579784558484,30.56763844394767,192.48324419235715,A,0
Homosexual,US,180.72922373833308,C,-44.581189009743,E,A,C,B,C,D,-82.1326179144241,-113.3603265151929,-8.997058950204991,E,1
Other,UK,-58.23908806280962,C,21.402789020261142,D,A,B,E,A,D,-46.93476683232519,-102.63503935834457,-49.10213375691702,D,1
Homosexual,China,-22.426260749963888,E,-55.871562434739495,A,A,D,C,E,A,294.28919904355115,-133.07960559349362,51.31478143326724,D,1
Heterosexual,US,-74.46228608106925,D,-52.53463430292009,D,B,A,A,E,D,95.26315800780026,136.4459530567866,-50.862885751714145,B,1
Homosexual,UK,-185.2120370811666,A,35.85467146773343,D,D,B,C,B,E,2.8314753373659487,-40.67924711978192,-108.18423739847252,B,0
Heterosexual,Germany,236.4059898506654,C,126.34104087909274,D,C,B,D,C,C,23.093516314050415,-65.27812290511301,-250.66173318825307,A,0
Heterosexual,India,-92.91712729318799,E,26.208732444938494,D,A,A,B,A,C,74.52972381166757,170.5855906973489,33.453368693430356,A,1
Heterosexual,China,-5.052453006004464,C,-97.62931905975893,C,B,E,C,C,E,84.3528439331858,97.21552881362544,-81.3414175117959,A,0
Other,US,124.61084921478512,C,-44.65043159753583,B,E,B,A,B,C,-0.27644439040260704,46.112010896712036,-45.320339875224185,A,1
Homosexual,India,-128.38821341097432,E,-123.96991518978903,E,D,D,E,C,C,-0.5868355277791907,-105.63080653682391,-60.31921409147507,E,1
Heterosexual,Other,-149.13119254133042,E,14.9810590477697,D,A,B,D,A,D,133.18549571433414,-59.46939454157578,89.1615272588736,D,1
Bisexual,China,-68.02143014141737,B,-49.45334670667499,C,D,C,E,E,D,58.854785863232294,-0.19959321166346114,39.53219534624685,A,0
Other,Other,-66.69470174594429,C,59.095981753203894,D,E,B,E,C,E,-167.41851889027802,169.9919178025898,-8.924844250990592,C,0
Bisexual,Other,210.14085194893553,D,-82.38537576338595,E,A,C,A,B,C,114.71074036788241,-40.5174868969995,-82.76179667405576,B,1
Heterosexual,China,-39.08973717817809,A,155.80851690822132,D,D,B,E,C,D,17.19034063293764,-76.30039029300255,-169.63046455994652,B,1
Bisexual,Other,-111.30238246821614,C,-80.33440654228671,A,A,E,B,E,E,9.613314668336931,-133.2683123769733,-141.08942007463386,E,0
Heterosexual,US,57.110931842911086,E,-43.61322811225603,B,E,A,D,B,D,-18.03695524859692,-74.11318290440425,79.0134867227705,B,1
Heterosexual,Other,-56.560920227240615,D,-53.39233831388124,B,C,C,C,B,A,12.081646190765671,-64.05243859003295,48.53848433943397,B,0
Bisexual,Brazil,-159.28379787503758,B,-100.89355543441994,C,D,C,E,A,A,-137.91145381976293,22.47167011512485,92.71988578218863,A,0
Heterosexual,Brazil,17.206161385987723,B,190.11981983992098,B,D,D,C,E,B,88.20162973337982,45.906277308110624,102.50940412184409,E,0
Bisexual,Germany,-2.5947823521754785,C,-53.694620696034654,E,E,C,C,B,D,28.277666379317722,183.55307262359614,31.6563769857674,D,1
Bisexual,India,50.783281855141006,B,0.1660132467986482,A,C,A,B,E,C,149.22635232931754,58.341298808794505,-52.16211542437584,A,0
Other,US,-70.84549675361015,D,-83.55894898139734,C,E,E,D,A,E,11.753757121778085,-72.28007747679763,-98.85695784597492,C,1
Heterosexual,US,9.480332618129179,A,-15.262730567637284,E,B,E,E,E,C,-147.3269594211517,-33.22248291141055,-12.584195912572977,A,0
Homosexual,US,108.30163129332146,B,35.41595660495165,A,D,D,D,E,A,159.27349384096632,-34.048943521858924,177.1065950942517,A,1
Bisexual,US,80.25847301907864,A,146.86546829441482,C,C,B,E,A,A,209.44612653398664,17.271190464056488,-14.679324827919494,D,1
Homosexual,Other,-173.29182397044423,A,125.14877059690139,C,A,D,A,A,B,-182.32301982064604,33.51436631862206,141.3755975522971,E,0
Heterosexual,Germany,50.98234638675142,A,-144.09675827239622,B,C,D,C,E,A,-42.264238901473064,0.03288957221289078,-104.85862066430083,B,0
Bisexual,India,109.80871316568619,B,206.4207531623155,B,D,A,C,A,C,-55.03047827609587,-144.21730815265585,-41.281205546805545,C,0
Heterosexual,UK,-29.12919265634477,E,122.22877548656624,A,E,B,B,E,B,-14.226717072618156,-199.33199058282057,74.96133443661077,D,0
Other,China,9.893243972070826,E,188.0517938099203,E,E,D,C,A,A,50.85603937363079,30.928996823222832,-139.9168289276316,E,0
Heterosexual,UK,47.13529997511532,E,59.20653562254682,E,D,C,B,C,C,-78.95660259958235,-64.06468234617687,-12.381705407185962,E,1
Homosexual,Mexico,-28.13829379961787,D,-84.9670190290688,B,D,A,E,B,D,60.52021315078269,-54.11613260629933,-49.54136233409617,B,1
