religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
Jewish,B,C,A,A,D,E,A,126.46748813810886,1
Christian,E,E,C,D,D,B,C,-16.912586438268114,0
Buddhist,B,D,E,A,E,E,D,-96.49845107116685,1
Hindu,E,C,B,D,E,E,E,113.76391764642342,1
Hindu,A,C,D,E,E,E,D,-121.46740668643187,1
Buddhist,D,E,A,C,D,E,A,-49.2990832702098,0
Buddhist,A,D,C,C,B,D,B,-26.615941129287307,1
Buddhist,D,A,D,A,E,D,B,225.180658168299,1
Christian,A,B,B,C,E,A,B,8.985940534136635,0
Muslim,A,A,D,C,D,C,D,20.052326203743732,1
Muslim,B,C,B,C,E,B,B,-17.57370757834013,1
Other,E,B,E,E,B,D,A,29.722981127076096,1
Buddhist,C,C,B,C,D,D,D,80.3375535817932,1
Jewish,A,B,A,A,E,B,D,18.748211481354897,0
Buddhist,D,A,B,A,A,E,B,128.1962093839127,0
Jewish,A,A,D,E,A,D,B,70.51758930495342,0
Christian,E,A,D,B,A,E,B,-99.54417438908479,1
Jewish,D,E,E,D,A,A,E,-45.258568729388955,0
Muslim,C,C,A,C,B,E,A,-60.96861807104074,0
Buddhist,C,A,C,A,D,D,D,148.76630120539477,0
Jewish,B,A,D,D,E,B,C,7.857115401556178,1
None,A,D,E,B,E,A,A,-11.758465584235731,1
Other,E,E,A,E,C,D,A,53.44655807568189,1
Christian,D,D,A,C,B,A,A,-96.28300257177075,1
Jewish,B,C,C,B,A,B,C,-159.59642137690003,0
Muslim,C,B,C,A,B,A,D,4.212143027934915,0
Muslim,A,B,C,A,B,B,C,226.79123936088638,1
Buddhist,D,B,A,A,B,A,C,50.69170753807393,1
Buddhist,B,B,E,C,B,D,B,202.81008265970675,0
Buddhist,D,D,E,C,D,D,A,115.57246678482389,0
Hindu,A,E,A,D,E,C,A,74.77944769362216,0
Christian,A,C,D,C,A,C,A,16.626054562929877,0
Muslim,D,A,B,D,D,B,D,-179.19076677129473,0
Jewish,B,D,A,B,C,A,D,-76.61033320730414,1
None,A,D,E,E,B,A,B,107.18779967259486,0
Christian,E,D,E,A,E,C,C,47.97819600517678,0
None,C,C,E,A,D,A,E,-3.188767372140745,1
Hindu,D,C,E,B,D,A,A,79.80448624456436,0
Other,A,C,D,E,C,A,C,0.7683191066271666,1
Muslim,E,B,E,E,C,E,C,-146.94918747304934,1
Christian,B,B,A,C,A,D,E,71.54035894330943,0
Muslim,B,E,D,D,B,D,B,41.70530486538768,1
Muslim,C,E,D,C,A,C,A,-76.58017093032599,0
Buddhist,C,A,D,E,C,C,D,-122.0932006112551,0
Muslim,C,A,A,E,C,D,B,-87.170192238962,1
Christian,A,A,C,A,C,A,E,174.56101304742018,1
Christian,D,D,A,E,B,C,B,-91.42657088559487,1
Muslim,D,B,B,B,D,A,D,-99.79306897171087,1
Buddhist,C,C,B,C,E,B,D,-89.88216588367862,0
Buddhist,A,C,B,C,C,C,B,35.7748683592726,0
Hindu,E,A,C,A,E,C,B,103.84314531291284,1
Jewish,D,B,E,C,A,E,A,68.27851187213115,0
Christian,E,C,A,C,E,C,A,-230.23552909118249,0
Muslim,E,C,C,D,C,A,E,-190.43619153999856,1
None,C,E,E,D,A,E,A,150.6551236869409,1
Hindu,C,D,E,D,A,C,B,-107.59728735673335,0
Jewish,E,C,D,B,A,B,D,-8.668962064263882,1
Jewish,B,D,B,A,E,B,A,-21.73857542784045,1
Hindu,A,B,E,E,A,A,E,-83.89526545779562,1
None,D,B,B,B,D,E,A,-58.027980724620264,1
Jewish,C,E,B,B,B,B,C,130.89383571103116,1
Hindu,E,D,E,A,E,C,C,93.50768739888262,1
Muslim,C,B,E,D,B,E,C,-43.99042477916333,0
Hindu,D,E,E,E,C,B,A,176.69214420911894,0
Buddhist,C,B,B,D,C,E,D,-3.0359957486094173,0
Christian,E,D,C,C,E,E,B,4.724296811345667,1
Other,A,E,D,D,A,C,B,-111.91254054061403,0
Christian,C,E,A,C,E,B,C,173.78528527836423,0
Buddhist,A,E,D,B,A,A,A,-175.0766030233944,1
Hindu,A,A,A,A,B,A,D,23.29621484013773,0
Hindu,D,C,D,B,D,A,B,-32.40406171269198,1
Jewish,D,C,E,C,C,E,D,37.74583329933044,0
None,E,C,A,E,D,A,D,-106.47526757574346,1
Muslim,D,E,E,E,B,E,B,-2.473988527708818,0
Hindu,B,D,E,D,D,C,D,-163.96633613552876,1
Christian,A,B,C,A,C,D,B,100.95354242715604,1
Buddhist,B,C,A,D,E,A,A,47.25951981416363,0
Other,E,C,E,D,E,D,B,66.79131290283266,1
Muslim,E,E,D,C,D,D,D,27.12534948817138,1
Hindu,E,C,C,B,C,A,A,-61.7656694046058,1
Hindu,D,C,E,C,B,E,D,-136.608972019212,0
Other,B,E,C,A,D,E,A,-59.86283734994681,0
Jewish,A,D,B,B,D,C,C,-45.26049939891954,0
Other,A,B,E,A,E,B,B,11.67421864735423,1
Hindu,E,E,B,A,E,E,D,-119.25567761123116,0
Muslim,E,C,E,C,D,B,A,-87.76564011459902,1
Other,C,C,C,D,A,E,A,-12.985642205920438,0
Christian,C,E,E,A,D,D,C,15.043895795869602,0
Muslim,D,E,B,D,D,A,B,52.993239288639415,0
Christian,A,D,E,D,C,D,E,25.577240347274948,1
Muslim,D,A,D,A,B,C,C,80.52848550229783,1
Muslim,B,D,D,D,B,B,B,-11.541299747829525,1
Hindu,B,E,E,B,C,E,A,-105.48042590811575,1
Buddhist,D,B,D,A,C,B,B,-143.36785583621597,0
Muslim,B,E,A,A,B,C,C,-55.49123823449496,0
None,E,B,C,D,E,B,D,-38.76125525495465,0
Hindu,C,A,A,C,D,C,D,115.39077693502414,0
Muslim,C,A,C,E,C,A,A,53.127874484839225,1
None,C,E,D,A,E,E,D,-36.330272255125266,0
Muslim,A,C,B,E,E,E,A,-23.63079349343365,1
Other,B,A,E,A,D,C,C,60.65737150122864,1
Muslim,A,C,E,B,B,A,B,-130.80327989294895,1
None,E,B,E,E,C,C,C,-114.76170928375676,0
None,E,D,D,A,C,A,D,-96.282629417089,0
Buddhist,C,A,C,E,A,C,C,61.137291911280364,0
Other,E,D,E,B,B,E,D,-67.47018229216583,0
Hindu,E,A,E,C,D,E,E,200.3582579137782,1
None,D,D,D,C,A,C,D,-107.03847312926382,1
Other,C,A,C,D,A,A,D,64.32205601207833,0
None,C,A,B,E,C,D,D,83.00250966231725,0
Muslim,B,D,E,D,E,C,B,-220.97131367514916,1
None,B,E,D,A,D,C,D,3.2757497459785783,1
None,C,C,A,A,E,E,A,-71.5396453071847,0
Buddhist,B,B,A,B,A,A,D,57.28927275280752,0
Other,C,A,C,A,D,E,B,140.7609445233767,0
Christian,D,A,B,A,E,D,D,-22.226631576765982,0
Christian,B,E,A,D,C,D,E,63.64635903101714,1
None,A,C,B,E,D,A,B,11.325370664048437,1
Other,C,B,A,D,B,B,D,-22.764070465750404,1
Christian,D,D,D,E,E,B,D,-33.222639368808956,0
Hindu,B,A,E,A,B,E,B,63.740230572694955,1
Muslim,E,B,E,D,B,B,E,3.386549139011706,0
Hindu,B,B,E,D,C,C,D,-41.3713001221854,0
None,C,E,B,B,E,E,D,-100.00250478743136,0
Muslim,A,A,A,C,A,B,C,-146.0143245667957,1
Jewish,E,A,D,E,D,D,E,-29.90286786652854,1
None,A,C,E,A,A,D,E,-193.5774160582798,1
Jewish,C,A,D,C,B,E,C,-160.3539418951864,1
Buddhist,E,C,B,C,C,A,C,75.8131788128401,1
Hindu,D,D,D,B,D,A,D,1.7803353682582594,1
Jewish,A,C,B,A,C,D,D,-177.50913165923987,0
Hindu,B,A,E,B,A,E,A,-118.09562369768989,0
Hindu,D,E,B,D,D,A,B,23.179053071352794,0
Hindu,B,E,A,A,C,B,C,-20.457189727028176,1
Jewish,E,C,B,B,A,A,E,-57.36496566325253,0
Jewish,B,E,C,D,E,A,A,69.89778030394532,0
Jewish,C,E,D,A,E,A,C,-171.30516996769322,1
Buddhist,E,A,B,D,B,E,D,-294.22991215969626,1
None,E,D,E,D,D,C,B,136.03953128240644,1
Buddhist,C,A,E,E,B,C,C,-67.4203544600492,0
Buddhist,D,D,C,A,A,D,D,-207.36621678134637,0
Jewish,B,B,C,D,E,E,E,-0.3819548814267127,0
Muslim,A,B,B,B,E,A,A,-50.11031913958482,1
Other,C,A,E,D,D,A,A,-3.7610593186505037,0
Other,E,C,A,E,C,D,C,0.3303321901594631,0
Muslim,A,B,D,B,E,E,A,-42.96208393263077,0
Other,C,C,E,C,E,D,A,23.18973772398821,1
Jewish,A,D,C,C,E,E,B,-170.35799670907033,0
Jewish,A,D,B,C,A,A,A,33.65852518759932,0
Other,D,A,A,E,C,E,B,41.146136556603985,0
Hindu,C,A,A,B,C,A,D,-70.82753795697315,1
Buddhist,E,E,E,C,A,B,A,43.119652738119456,0
Hindu,C,D,A,B,E,C,D,-188.3380233423652,1
Jewish,B,B,D,C,B,D,C,-9.956710471109533,0
Muslim,A,D,D,C,C,C,D,-18.956541755920053,0
Jewish,C,C,E,E,A,D,A,-71.31355498101253,1
Buddhist,B,D,E,E,B,A,A,-5.085496284064931,0
Other,B,A,A,E,D,A,A,6.930228769730505,1
Christian,A,B,E,B,C,B,D,165.16548283687897,1
Muslim,A,B,C,E,B,C,D,-196.99820714643195,1
None,E,B,A,B,E,C,A,79.8356921386609,1
Buddhist,C,C,B,D,C,E,D,103.53362484738912,0
Other,E,D,E,B,C,C,C,74.50168283473346,0
Christian,B,E,A,B,B,D,D,55.105178851776756,1
Buddhist,C,D,B,C,B,D,D,60.786455063711486,0
None,E,A,C,D,B,C,C,-120.65056728525376,0
Buddhist,A,A,E,E,D,E,A,-0.19512926117477075,0
Hindu,E,B,E,D,E,A,E,-24.17819602179481,1
Buddhist,A,C,B,E,E,C,D,-178.96334515867764,1
Other,C,D,B,B,A,B,A,58.92995729695038,1
Jewish,E,E,A,A,B,A,D,115.46927000401507,0
None,B,C,B,C,D,A,D,-51.032193518258275,1
Muslim,D,C,C,D,D,B,E,-58.06546671952515,0
Hindu,C,C,C,C,E,C,D,-14.813473282218792,0
None,E,C,E,C,A,A,C,-106.02336008229538,1
Hindu,D,C,A,E,A,A,A,120.67752764611734,1
None,C,C,A,D,E,E,D,20.82053572751719,1
Christian,B,E,C,B,D,D,C,73.41013876699533,1
None,B,B,D,C,C,D,D,-75.93281766201667,1
None,A,B,E,C,B,A,A,-146.6220483196768,1
Buddhist,E,E,E,E,A,D,C,-131.81081952283932,0
Other,B,A,D,A,A,B,B,2.5863775702162854,0
Christian,B,E,C,D,D,B,B,65.96089248635478,0
Christian,D,C,D,B,B,C,A,269.55348598065996,1
None,B,B,A,E,A,E,C,-212.31732860199392,1
Buddhist,E,B,B,C,C,D,B,78.84298009504066,0
None,C,E,B,E,D,D,E,-51.89991699781198,1
Other,D,D,E,D,D,C,A,-151.53273312143307,1
Buddhist,B,D,B,D,A,A,E,45.754884253871474,1
Hindu,B,A,D,D,C,E,B,-181.57923185451216,0
Muslim,B,E,A,A,D,A,A,153.0805031562364,1
Other,E,E,A,A,C,E,D,46.83249063510884,0
Muslim,C,E,A,C,D,A,A,-153.75607695301338,1
Christian,B,D,D,C,A,A,D,-41.7549457710841,1
Buddhist,D,C,D,E,E,B,A,155.0145995156562,1
Jewish,C,D,E,C,E,B,B,14.250835279250962,0
Jewish,A,B,C,B,B,D,A,50.80832623841594,1
Jewish,C,D,C,A,C,A,B,131.7597505625897,1
Muslim,C,E,E,D,C,A,B,74.5253156067576,0
Muslim,B,B,C,E,B,D,E,79.17491122725984,0
Jewish,D,C,E,C,D,E,C,32.78969884625078,0
Jewish,C,B,E,B,E,D,E,184.64713004272804,0
None,B,B,B,A,E,A,D,66.25572950999407,1
Jewish,A,E,A,E,C,D,A,-119.68914642628867,0
Hindu,E,A,E,A,B,E,A,-37.82667634544346,0
Other,E,C,D,D,E,B,A,57.46600023457178,0
Other,D,D,D,E,D,A,B,-134.32204278921526,0
None,B,A,B,D,B,A,E,-17.66407277857458,0
Jewish,C,E,D,D,B,C,E,172.69840545821583,0
Hindu,A,E,A,D,A,D,B,-7.849130648014861,0
Christian,B,D,A,D,A,E,C,-10.096617446340057,0
None,C,B,C,E,A,D,A,-144.76280710175848,1
Muslim,D,D,B,E,A,C,D,-51.1104419861894,1
Christian,A,E,D,B,A,E,B,-147.67506342204544,0
Muslim,A,E,A,B,E,E,B,137.85778067108023,1
None,A,A,C,D,B,D,A,-10.917268935551256,0
Jewish,E,A,C,E,B,D,E,67.12318535066754,0
None,E,A,E,D,D,C,D,109.13473743539714,1
Hindu,A,C,A,C,C,D,D,285.6986731521003,1
Jewish,B,C,A,B,A,E,A,-100.56222507130241,1
Hindu,C,C,C,D,C,A,A,-63.51662251900893,0
Hindu,A,C,E,A,A,C,A,-209.39939467469787,0
Other,C,E,E,A,B,D,D,-11.125031832699287,1
Jewish,E,C,B,C,E,E,E,-101.05456384666446,1
Other,E,E,E,C,B,A,D,-103.28694172199184,0
Other,B,D,B,D,B,C,D,-189.84245750741297,0
Jewish,D,B,A,E,A,E,E,-9.068730432061153,1
None,C,D,E,B,E,B,C,25.981813103086317,1
Hindu,C,B,A,D,B,C,D,-42.16085506135931,1
Muslim,D,B,D,E,D,A,D,-19.234422890235592,1
Christian,D,A,E,B,C,E,C,23.51845609223299,1
Muslim,A,C,D,E,C,E,B,19.7308251066731,0
Buddhist,C,B,B,E,B,D,C,31.165174590133805,0
Muslim,D,A,C,A,C,D,D,-76.4497895539219,0
Other,E,E,D,E,B,A,E,168.32537478243952,1
Other,E,A,C,D,D,C,E,15.013084804520824,0
Hindu,D,E,C,D,C,C,E,-141.47478909645943,0
Buddhist,D,D,A,D,E,D,D,47.017987766287334,1
Other,C,D,A,A,C,A,C,78.96410875920911,0
Hindu,C,C,B,C,B,A,E,-74.36999853896364,1
Jewish,D,C,C,C,E,B,C,133.50966340584696,0
Jewish,B,B,D,B,D,E,E,-121.92114643932312,1
None,A,A,D,A,B,B,C,59.555021283673746,1
Buddhist,A,C,A,E,C,D,E,9.639517964770251,1
Buddhist,E,D,D,B,C,B,B,134.03277351250296,0
Buddhist,E,D,A,A,E,A,E,99.25968108044862,1
Other,D,A,A,E,E,A,A,-153.45114771964043,0
Buddhist,A,E,D,E,A,D,D,34.65354366330317,0
Other,E,E,E,B,D,C,E,-139.2481430101553,0
Hindu,D,E,C,B,B,C,E,-73.1144020041163,0
Buddhist,B,D,B,B,E,E,D,152.95398378097406,1
Jewish,C,E,E,A,B,D,A,0.14172634915424365,0
Other,E,C,D,B,E,B,D,53.98859514597905,1
Muslim,D,A,E,B,C,B,E,17.1486243645944,1
Buddhist,A,C,A,B,D,A,C,24.208939629869132,1
Hindu,E,D,B,A,C,D,A,-88.25840873246835,1
Christian,A,E,C,B,A,B,D,67.29839715820881,0
Buddhist,A,D,C,B,E,D,A,-51.52847574689973,0
Hindu,A,A,A,E,B,D,E,-15.71498958551383,0
Christian,B,E,C,B,A,E,D,57.77652144020951,1
Buddhist,B,D,D,C,B,D,B,-73.758986795849,1
Muslim,A,E,C,A,B,B,B,130.25279110147022,1
Other,B,D,C,C,A,D,E,45.078623557970516,0
Buddhist,D,E,D,B,C,B,A,-37.34362321736022,1
Jewish,E,E,E,A,E,B,B,7.28997334061621,1
Buddhist,B,D,B,A,B,A,D,-55.67873329131107,0
Jewish,C,C,A,A,E,B,E,-19.269341242118205,1
Hindu,B,D,E,D,C,B,C,-30.899298982946494,0
None,C,B,B,A,E,B,B,-50.334399594836235,1
Christian,A,E,C,D,A,A,E,-57.19215072906986,1
Muslim,C,A,B,E,E,A,D,-0.19026336614093461,0
Hindu,B,C,A,A,E,C,A,159.35934210699455,0
Other,A,B,D,A,B,D,A,27.757124923240774,0
Jewish,B,E,E,C,D,A,D,-14.76489353291823,0
Hindu,D,D,D,E,E,D,D,-72.91715212602546,1
None,B,E,E,D,A,A,B,82.00159870416199,1
Other,B,D,D,C,A,B,C,-167.8583633975224,0
Hindu,A,D,B,C,D,C,B,44.171479930814755,1
Other,C,C,C,D,A,E,A,-82.80676672257674,1
Jewish,D,B,B,E,C,B,D,75.2700613474996,1
Hindu,E,B,C,A,C,C,C,42.47838028890823,1
Jewish,E,B,A,B,B,C,C,-44.49704841413353,0
Muslim,E,E,E,C,E,B,E,-71.3462441406033,0
Hindu,B,D,C,E,E,D,B,-96.14882083978398,1
Jewish,C,C,A,A,A,B,E,-59.830285072770394,1
Other,A,C,B,C,D,C,C,-58.50237184638958,0
Other,B,E,D,E,D,A,E,-1.3688888082790573,0
Jewish,E,C,B,A,D,A,C,-101.29674204710794,1
Hindu,C,A,A,A,C,D,A,-55.642210596965406,1
Buddhist,D,C,E,E,B,A,B,-47.99918690437713,1
Muslim,D,D,E,A,C,C,C,-27.229283384049012,0
None,C,C,D,D,C,D,A,-12.805574020610235,0
None,B,C,A,A,A,A,C,21.217678130900687,1
Hindu,B,D,D,A,E,D,D,58.45303616151749,1
Hindu,A,B,D,D,D,A,D,107.32975620175544,0
Muslim,E,C,A,E,B,A,B,180.15055145523456,0
None,E,A,E,C,A,E,C,81.29632793836636,1
Muslim,A,E,C,B,A,D,C,40.56650919721019,1
Buddhist,A,B,B,A,E,A,A,32.74015905905417,1
Buddhist,E,A,A,C,B,A,C,69.29602782549173,0
Hindu,C,C,B,E,A,C,D,-219.36573784819097,0
Hindu,C,E,B,C,B,B,D,185.64635281359182,0
Other,A,E,A,E,B,E,B,-82.49209426064677,0
Buddhist,C,E,D,E,C,B,E,-88.46461140551004,1
Christian,E,C,D,B,D,B,E,-134.7698682704539,0
None,B,E,E,B,B,B,E,9.08842015123614,1
Christian,C,A,D,C,D,A,C,-49.14369518604515,0
None,D,C,E,A,D,B,D,-19.915417093416956,0
Jewish,A,A,C,C,D,D,A,-50.30947946485276,0
Buddhist,C,A,A,B,D,E,A,50.27600445377352,1
Christian,E,A,C,D,C,D,A,41.21213647507328,1
Other,C,C,A,A,C,C,B,-16.626403378500665,1
Christian,E,A,B,D,C,C,D,-68.81084658623931,0
Other,B,B,B,B,B,E,A,-78.00124535363496,0
Jewish,E,B,D,B,E,E,E,-91.56693420620856,1
None,B,D,C,C,B,B,D,220.43912402145654,1
Muslim,A,B,C,A,A,D,A,-198.01866891195806,0
Buddhist,B,E,E,A,C,C,D,-42.84283882717743,1
None,D,E,E,A,B,A,C,27.756286417697318,0
Jewish,C,D,E,A,D,C,D,60.81227482577292,1
Jewish,D,D,C,B,A,D,C,10.777368254240725,0
None,D,B,C,A,D,A,B,-224.81479773462024,1
Hindu,B,A,B,B,B,B,E,-37.263352005336905,1
Muslim,A,A,C,C,D,D,B,-122.12850706380667,1
Muslim,C,E,D,C,C,A,E,102.79947582549083,1
Christian,E,E,E,E,E,D,A,39.79318974810489,1
Other,B,B,C,B,B,B,E,-29.738546700774847,1
Hindu,C,A,C,C,D,E,C,-53.0056298516691,0
Other,E,C,D,B,E,C,A,225.39890496338896,1
Christian,A,A,C,D,D,D,B,104.6290643097791,1
Buddhist,D,C,D,E,C,C,B,-107.8218598225344,0
Hindu,E,D,C,A,B,D,E,17.708602419227372,1
None,E,A,E,E,A,B,B,24.44764534594441,0
Buddhist,C,D,D,D,B,B,C,-122.37225351774433,0
None,E,B,A,C,D,A,E,-11.355765800906955,0
None,B,C,A,C,A,B,C,-159.60165768907822,1
None,D,D,C,A,D,D,A,30.42938315356234,0
Other,D,B,C,D,B,A,D,-119.88476983641422,1
None,C,E,B,E,E,B,E,122.0174787380137,1
None,C,A,A,B,C,A,A,95.68012095968298,1
Christian,A,C,D,C,C,C,A,-90.54074855259564,0
Jewish,C,B,E,D,D,B,A,-176.26585206679542,0
Muslim,D,C,C,D,D,B,B,-113.93084007156429,0
Hindu,A,A,E,C,C,E,B,104.20224093459134,1
Christian,D,E,D,D,C,C,B,70.18696496877497,1
None,A,E,A,E,E,E,C,47.16663205383044,0
None,A,D,C,A,E,E,E,76.92815910947081,0
Buddhist,B,B,C,A,E,C,C,0.7907360519701436,0
Christian,A,D,B,B,E,B,E,63.74650091420296,0
Hindu,D,A,D,A,B,A,C,-49.87966609905436,0
Jewish,E,E,E,D,B,C,A,224.25822372522708,0
Jewish,B,C,C,D,C,A,A,-9.664733799734615,0
Other,E,E,C,A,E,A,D,41.5103557139057,0
Buddhist,C,E,B,C,B,A,B,-3.440133733328152,0
Hindu,A,D,C,C,E,D,C,67.52615710240352,1
Christian,D,D,D,A,C,B,B,65.64201466763686,0
Jewish,A,A,A,D,E,D,B,167.0123087285137,1
Buddhist,C,B,E,E,A,B,D,-157.44386982653845,1
Muslim,C,C,A,E,E,B,C,47.06934368736502,1
Christian,D,E,E,C,A,E,B,63.95402641374649,0
Christian,A,A,C,A,B,C,E,13.63989506171179,0
Other,E,C,A,A,C,B,B,-37.51414777004981,1
Muslim,A,D,C,A,C,E,A,-53.425310002977746,1
Christian,A,E,B,D,D,A,B,44.405424845277956,1
Hindu,A,E,E,B,B,D,D,-85.67231299323997,1
Muslim,B,E,C,C,C,C,A,135.37726216837024,0
Muslim,E,E,A,B,D,B,A,-0.4273863643304568,0
None,E,E,B,D,E,C,C,40.907803885816485,0
None,E,A,C,E,C,C,D,173.70657501991028,1
Muslim,C,B,D,D,A,E,E,-136.8973015962256,1
Hindu,B,E,D,C,B,D,E,166.90194328598062,0
Buddhist,D,A,B,C,D,B,B,-343.55583438004385,0
Muslim,E,B,B,D,A,D,B,171.7473605953701,1
None,B,B,B,C,E,A,E,-21.205748589024918,0
Muslim,A,C,C,E,E,C,D,-54.01253944047745,1
Jewish,E,E,B,E,E,B,B,124.6201377029497,1
Jewish,C,C,C,D,A,B,D,-153.32501265050206,0
Christian,A,D,D,A,E,B,C,-105.51436033213952,0
Other,B,E,B,D,E,E,B,-4.448804647285884,0
Muslim,D,E,B,A,C,B,D,50.338316312742336,1
Other,E,D,D,E,A,C,A,-40.588685650672126,1
Buddhist,D,E,C,D,C,C,D,81.97657704542544,0
Jewish,D,C,D,C,C,C,E,-10.826999706463953,1
Muslim,D,C,C,E,D,C,E,31.55720885601891,0
Muslim,B,D,D,D,B,A,D,-87.80976315957635,0
Buddhist,C,C,E,C,A,E,C,-203.72976352817042,1
Muslim,D,A,C,E,B,A,A,-41.970712425318965,0
Christian,C,E,C,A,D,D,D,250.8849237005241,1
Christian,D,E,C,E,A,C,C,-0.18244869549977796,0
Christian,D,A,E,D,A,A,D,54.54362791535996,0
Hindu,C,D,D,B,B,D,D,72.11008095220566,1
Jewish,C,D,D,B,B,C,B,-64.82426790405343,1
Buddhist,B,D,C,D,A,D,A,-113.91828811341307,1
Buddhist,D,A,D,B,E,B,A,136.24598498675894,0
Buddhist,B,E,E,D,C,E,B,24.840055391292527,0
Jewish,A,C,C,B,A,D,D,1.0482791446217479,1
Buddhist,B,C,D,C,A,A,C,10.797685794684705,1
None,B,A,A,B,B,B,E,-23.347477279555026,0
None,A,B,D,D,C,B,E,128.89657781867442,0
Jewish,A,B,C,B,A,D,B,-37.598714018734164,0
Muslim,B,E,E,B,D,E,A,140.08806243886272,1
Buddhist,D,B,D,D,A,B,E,45.05445802644014,0
Other,E,B,B,B,D,D,B,-66.20336423344246,1
Jewish,E,D,B,E,E,A,D,-219.92330824951333,0
Christian,E,B,B,C,A,A,D,20.602038056497605,1
None,C,C,C,D,C,E,D,135.8133059123301,0
Jewish,B,D,E,D,C,B,A,-25.602003387952898,0
Hindu,B,E,D,A,C,B,D,269.63722073571756,0
Other,D,D,C,E,B,C,A,77.71376480684056,1
Christian,E,E,D,D,E,A,A,36.80021908498413,0
Hindu,A,A,D,C,C,B,D,48.07859743048595,0
Muslim,A,B,D,D,D,D,B,-5.938139619132216,0
Buddhist,D,B,A,D,D,C,B,11.805069651772056,0
Buddhist,E,B,E,A,C,A,C,41.53568994258602,1
Other,C,B,C,E,C,C,C,-62.702246463484855,0
None,B,E,D,B,A,D,B,159.52315755306248,0
Other,E,A,D,A,B,D,D,-42.2342203185891,0
Muslim,D,A,A,E,B,C,B,88.59705696077074,0
None,C,E,E,A,D,A,D,91.8005818075397,1
Buddhist,C,E,A,D,E,E,E,-42.59482960730681,1
Christian,C,B,A,D,A,E,B,-81.4579616408022,0
Jewish,E,A,B,D,C,D,C,21.084243310025624,0
Muslim,C,C,A,E,D,C,C,72.72804483915102,0
Muslim,E,E,C,C,C,C,A,95.5915493855359,1
Christian,D,A,C,C,D,E,E,161.79730968155238,0
Hindu,A,D,B,B,C,B,E,-192.09104196309085,0
Muslim,C,B,B,C,B,E,A,-25.8694191790563,1
Muslim,C,B,B,B,B,C,B,44.896775830058374,1
Other,C,D,B,B,E,B,E,49.375156756087655,0
Muslim,D,D,B,A,E,D,E,-1.6546610314510997,1
Buddhist,E,C,B,E,D,E,A,106.176952111415,0
Christian,B,A,A,C,D,C,D,-85.97613819179405,1
Other,D,C,B,B,B,E,E,87.36049188384362,1
None,A,D,A,D,D,A,B,-43.212229370797,0
Hindu,A,C,C,E,D,B,A,-13.568093216464305,0
Buddhist,C,B,D,D,E,C,A,148.0662914184914,0
Muslim,A,A,E,C,A,C,C,-157.2858120438479,1
Buddhist,D,E,C,D,D,A,D,-121.60962557966224,0
Other,A,E,B,E,A,B,B,5.662845760648522,1
Buddhist,D,C,D,A,A,B,A,-34.99798275950864,1
Other,B,E,E,D,C,B,C,28.922864655653374,0
Christian,E,B,D,B,C,E,E,124.58984898420127,0
Other,A,B,A,C,B,E,A,62.08989051795278,0
Other,E,D,B,D,B,B,A,-15.85715034976534,1
None,B,C,E,E,C,C,C,146.58688284037643,1
Jewish,E,C,E,B,A,E,B,-5.16080678005995,0
Jewish,B,C,D,C,D,E,C,126.66693449866042,1
Other,A,D,D,E,D,B,A,58.198622431874384,1
Hindu,B,E,B,E,C,D,B,-11.718893145090059,0
Christian,C,B,C,C,E,E,A,-78.68185909525177,1
Hindu,B,D,C,D,C,A,E,41.87169642484091,0
Other,D,C,A,B,D,D,E,1.9883577726346298,0
None,B,B,D,A,E,A,C,-6.634408615374395,0
Christian,C,C,A,A,D,C,B,-104.78320186450657,0
Christian,D,E,B,C,D,E,A,-23.974320435616352,0
Jewish,D,E,E,C,D,B,D,-13.899472507967324,1
Hindu,E,C,C,A,C,C,A,-133.58131568249985,0
Muslim,D,E,B,E,E,B,D,180.8477674207962,0
Jewish,D,E,C,C,A,D,A,21.86001522040946,0
None,A,E,A,D,A,E,E,-23.726564767236706,0
Buddhist,D,C,E,C,D,C,A,-77.17702722761706,0
Buddhist,B,E,B,B,A,C,E,53.977159559313456,0
Muslim,C,A,A,D,B,B,A,-78.99629889866142,1
None,D,C,E,D,C,A,A,63.16689838626463,1
Buddhist,B,B,B,E,A,C,E,-40.821902764677716,0
None,E,B,D,C,C,D,D,-168.40066535956188,0
None,C,D,A,D,A,C,E,24.912464282266917,0
Buddhist,C,D,E,D,B,A,C,-16.121084296385217,1
None,D,A,A,A,B,C,E,45.07979720637418,0
Hindu,C,C,D,E,C,B,C,131.22541270857087,1
Jewish,D,B,B,E,B,E,D,-51.733359003474874,0
None,D,B,B,E,D,A,D,93.42078917339754,0
None,E,D,C,E,E,B,E,103.64994517587267,1
Buddhist,B,D,C,C,B,D,A,-127.05986812059106,1
Muslim,E,D,E,B,D,C,A,39.457127772266816,0
None,E,E,B,C,C,C,C,70.761531842196,1
None,B,D,E,C,E,C,E,42.12603053459405,1
Buddhist,D,E,A,E,A,B,A,25.052657805872812,0
None,D,B,E,E,B,E,A,61.47724241501492,1
Christian,D,E,A,B,E,A,C,45.50916050831005,1
Jewish,D,C,C,E,D,D,B,-110.9610996173239,1
Other,D,B,B,B,D,B,D,130.75286615380062,1
Muslim,A,B,E,D,B,B,C,145.710063238276,1
