veteran,Age,ethnicity,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,34,White,-133.66618080129118,97.90760434108023,-88.04378532392184,20.148645733699425,-31.139148498361564,1
Yes,25,African American,-137.9139781524821,9.815310055459937,49.45732925708352,74.61918331459123,-65.94203717619818,0
Yes,41,Black,-145.52339969708044,28.011605597072077,-160.85313868097444,-59.2426555953833,-50.43673059056905,0
Yes,24,Hispanic,36.94085237158494,242.44194664412925,-77.75939929167407,151.06301713057746,8.091592424733063,1
Veteran,75,White,-170.466600103737,32.4045022206964,-203.2944360183758,-52.26257153493239,-203.34647565522963,0
Yes,62,Black,63.756232700298085,94.566218934606,-45.358836178808154,-22.623786712709,-101.75200937065094,1
Non-Veteran,79,Other,226.06245317176086,102.81121230091155,137.19625939963493,105.8823913191725,157.44200043927458,0
No,37,White,35.55430542338669,-2.3007660569412747,-89.1996907151262,-171.3160811893269,37.939483897813716,0
Veteran,34,Black,-125.53724392284539,139.34774366841287,-20.03448394092329,-113.18805107565144,-63.995162882915714,1
Yes,28,African American,-103.99270757777246,-42.00025524417478,-30.630362695649175,-285.5908019441072,-81.67531016545712,1
Yes,36,Hispanic,-91.5442625515109,135.02888689025966,-66.79747160163394,-81.91188169801067,-36.31178590627761,0
Yes,31,Asian,-150.00878496182145,69.17584638286478,66.81702855899981,-51.33677476194721,7.108870904320453,1
Yes,79,Other,89.34247126033391,104.13274738622917,60.11549011226454,-61.38567795897008,-94.33728025545443,0
Non-Veteran,20,Hispanic,72.75692705219132,19.413799489914634,-1.2891784867471172,84.51161392050483,91.88189836120094,0
Non-Veteran,78,Hispanic,-55.91978823204585,-16.341589143559805,157.51947587305085,76.89874683887822,33.00702364708022,1
Non-Veteran,22,Black,-19.07402853234815,-76.18211877803631,65.00567933994523,106.30038605655301,-159.67025191954855,1
Non-Veteran,77,Other,-150.95698834136988,-59.4306452021854,-34.527129117400186,99.80840573945785,45.92433291613437,1
Non-Veteran,29,Other,-27.742494826928283,-100.26518759053384,-102.00333492693952,-195.2211637922644,54.101766507887774,1
Veteran,58,White,-185.86070041295875,57.33449918524557,91.72093720598026,2.118760512280272,3.679379708800957,1
No,24,Black,-105.69455338614007,49.541806201577536,-46.47970169739445,81.09595449460166,180.7234003171461,0
No,73,Hispanic,-79.79595095528651,45.17208601249025,127.47459015738873,-38.72211264937312,-73.62750834358674,0
Yes,65,Hispanic,48.02912790177893,-116.80228475927647,84.92407675701949,-14.058223429098128,100.21773193418646,0
Yes,68,Hispanic,242.2523256429198,143.22171740572156,-98.4470524895656,39.862932050646485,-8.427511175589741,0
Yes,27,Hispanic,-121.14628561574258,21.22021343402539,72.84136937136465,28.142857134687343,-50.253273931574306,0
Non-Veteran,33,Black,-94.50267300483182,129.74470569609886,-29.408105295972387,-85.4569836412615,-95.94201106679238,1
Veteran,18,Other,64.10889209009325,5.927600297485533,-84.99499458929746,-8.948534873530129,-51.641935151612884,0
Yes,78,Asian,-92.72017987210349,35.0915461424652,144.21993071821697,95.76383848041641,-143.99423923109185,0
No,25,Hispanic,93.32317425457077,88.5404140926649,-207.07040919216797,9.441272460360391,-69.66948430943978,1
Yes,26,Other,-45.86509092335827,41.959969125738,-57.16569487555624,130.41321229142403,43.54409160505669,1
Yes,23,African American,-12.961477359789697,-29.854378431389193,-189.93539562327328,36.24304310069842,-66.7968792510119,0
Non-Veteran,78,Other,47.25200582188077,42.26605517485153,74.3164521576143,-77.8160234437737,255.67633678648812,1
No,36,Asian,-130.98216086789103,-12.79400902360537,-177.49664373547705,-31.763207523839053,30.484362954601206,1
No,30,Hispanic,-164.7292334178994,27.85563863262215,-159.97362396479932,-151.06783779706197,-3.557159733629757,1
Veteran,40,Other,-64.73669801654928,-7.3296700913696515,38.55030243488808,30.41641153950634,-64.3081501298142,1
No,37,African American,-57.94027712943438,-73.30679670400198,33.5768473198653,-149.23862530746078,1.5812503946265786,1
Veteran,34,Black,65.2069358366884,126.15425141614472,-10.87397584782992,-206.00568312175983,-121.04431542331928,0
No,33,Black,-199.0368486172011,89.06405391608807,-118.45828320544685,-22.50357236241059,-200.99043737441232,0
Non-Veteran,65,White,118.59928337596376,93.23816522335245,131.7980538577565,-38.43583004661737,-99.87239441923985,1
Veteran,22,White,-61.30981919004833,-167.76266452061188,155.60128592191094,64.56918773953765,104.64383884566138,0
Veteran,48,Other,66.18047798115528,14.913526277334114,-33.790476923481044,-234.37247917858141,16.27392173923934,1
Veteran,54,Other,-7.8460434367325735,68.69608736273715,-94.488330786163,86.64092461071033,39.45405065811139,1
Veteran,44,Asian,146.58402325603274,38.34388107110242,0.5220800353301019,54.78219448834357,-128.7319564060055,1
Non-Veteran,79,African American,41.08250125882942,41.801625051198016,132.5087939271409,95.32538760699707,93.30454977493035,0
Veteran,59,Hispanic,62.24971786993779,-78.50890805562824,-1.9845186250534281,48.71493406456081,4.323636034997348,0
Veteran,28,Asian,-118.15007977222751,-92.78465928362067,-33.74252432994835,-68.89762514537675,131.57562039967593,1
Non-Veteran,40,Asian,-147.4224663365744,37.651618059937235,-26.835917378411413,-72.89423969647657,-8.491550068225322,0
Yes,71,Black,135.18223790530163,-55.60445365487987,-54.98630740925202,34.804188629511415,86.69326135725144,1
Veteran,43,Hispanic,-41.43020001429919,-37.25156778014071,128.84530213739683,-156.37243498065615,-32.37801147484129,0
Veteran,36,Asian,-58.69212598553035,143.80486187523758,-82.4691135275806,-120.40669268540474,10.316539373456646,0
Yes,36,African American,27.559522446868083,-26.689416414462976,50.9445794183045,56.632581483307774,90.1604118656791,0
No,50,Hispanic,108.66692601628777,130.65085114700176,177.3252530906752,169.55357121902537,93.58484732301093,1
No,54,Hispanic,56.70903338379665,-109.41050126024292,-62.4212214445092,106.36685301861604,9.67833724951586,0
Yes,19,White,58.6397523016656,17.62846910063259,37.469035754525244,127.69368537905808,95.68165776795036,0
Veteran,36,Other,67.10323122719295,-56.0832582803094,185.56367603813135,20.25220713541091,128.31364504754274,0
No,42,Asian,-2.847453483580963,71.26265236395835,105.04001554663371,-5.450063887174474,-117.58433902188206,0
Non-Veteran,20,White,121.4912046784986,9.639946715190792,69.45507321429469,20.710988115839733,-92.58777350158505,0
No,36,Black,21.398234157865357,-123.89121798038623,-45.62162325843192,-159.09275056535347,104.13937517622706,0
Veteran,79,Hispanic,-186.89387903450586,184.97877764853553,62.66038860152745,153.12762468824866,95.22643652204745,0
Yes,31,Hispanic,-83.78028690380869,44.435253896105806,-161.5916428758265,78.23243956244809,-22.300181766681604,1
Non-Veteran,59,Hispanic,-29.850696665598704,-26.445216911124948,-118.10275925949722,16.141315920136236,-71.49182996109865,1
Non-Veteran,56,African American,-11.754459562003973,59.43433956360169,-112.43843003714747,-153.75705112365324,-148.84945551167473,0
Non-Veteran,31,White,112.625841724202,120.9617813976006,-0.2790216469747851,127.26812905225617,108.74913588279152,1
Non-Veteran,19,African American,-167.0474977686474,-159.11382039010925,97.51833904048485,-11.964881384841036,52.43286462799287,1
Yes,69,African American,107.06160557392126,49.84726135838075,-102.62976269903422,55.49557966829922,-44.09625592594857,0
Non-Veteran,49,Asian,-79.36869309641548,-57.697669869896394,154.2750405669838,84.55883804884009,-38.90662027653357,1
No,36,African American,190.43657019651909,-100.64302567328933,10.568239074427803,17.980789864962425,-54.95847030935232,1
Non-Veteran,44,White,62.69800510276122,50.47874168226406,84.5936280306896,78.90827456377802,135.9380021544955,0
Non-Veteran,41,Hispanic,31.04774207052654,197.05778714106404,-121.63539354058244,6.908135872606791,44.18564927989229,0
No,59,African American,-19.217064350202712,-41.93959784004381,133.547399812461,-50.44557084817883,-39.46594622560548,1
Veteran,40,Other,100.14602966035145,-167.7766479640096,15.834813628508696,-155.28015044807645,61.17323333436777,1
No,33,Hispanic,-15.087916358030038,2.597658763246496,2.8241813591051415,-98.94673521100403,67.21025768319697,0
Veteran,77,Hispanic,-93.06693658421139,-210.08198898599616,103.53894815494913,-230.06800512095492,-28.85038888950841,1
Veteran,43,White,-19.631761416213774,-48.46892029950187,-57.911665750902465,-71.97760255916872,-47.18456623455849,0
Veteran,78,Hispanic,-129.19700436627872,-128.18926610711887,33.014971134147544,-27.705238695275362,-40.24509029023415,0
Non-Veteran,45,White,-40.025702020115595,157.40122005249418,-105.90605473273804,241.10151715879852,86.8197393498226,1
No,58,Hispanic,-143.5564622351772,83.80419341954793,-118.2302734278344,14.277659895945261,-48.92396222963115,0
No,63,Hispanic,88.76236068781074,-60.74949446089698,-29.063605417580685,164.77600582020926,-167.72557297703605,0
Veteran,79,Other,-85.15911511995989,108.39244242483903,56.24876867052001,6.9162830684039776,97.31406821619206,1
Veteran,20,African American,-107.39274416415681,-30.839956259669858,4.532940973388552,-137.71781786451533,-20.943473672031995,0
No,76,African American,59.48700008136522,-93.2835549130803,56.846397925529665,-0.8287274172396466,94.14623027722232,1
Yes,73,Hispanic,-32.26509816562083,81.56844375868535,-81.73388110246819,109.62581632864985,89.21240661618974,1
No,64,Other,-82.26785973239978,34.83137453497431,-9.451565909926922,-126.62887079774082,117.3370433569119,1
Veteran,56,White,-9.060425782431631,130.82258924193872,-31.56120507805233,-17.029231062756907,-104.63021530980477,1
Veteran,24,Other,-0.8005215207770108,85.49741133906633,-76.89605744938407,142.73879064342242,-117.35891339009328,0
No,77,Other,56.1496306760354,64.31544206752878,88.9048005772912,-4.163805506693045,134.41685791249205,0
Veteran,58,African American,-16.12771743321845,12.20741413872753,86.53271190848332,94.38629722384421,-38.45764142813235,0
No,30,African American,22.755116896630224,128.41204984415253,-67.00443480299508,-29.563986864868962,-39.08179304298752,1
Yes,24,Asian,-8.038214095780363,77.29944343864534,-70.68670435204773,-88.61483963554402,-80.72923019621435,0
Yes,20,Asian,-22.781472714261117,-25.008011965252237,164.47983692391057,175.0920233962897,-25.568595309894633,0
Veteran,69,African American,178.45622335897576,-100.07129320518074,-78.88057599814532,-72.4032708094263,-122.17360376537627,0
Veteran,28,African American,23.494778627972128,77.51215898778942,39.61757314407245,17.321736258711905,-46.138375604622475,0
Yes,69,Other,213.67401524972314,104.07477927566757,-98.93607375024233,-153.15385439164086,118.48427826360353,1
Yes,36,African American,-0.2209437528311649,-37.552717454390894,86.40296753316046,-24.782680431594788,-12.880435718907723,0
Veteran,44,African American,122.16817217091753,189.55725292653662,2.453520410091887,-207.0577159700794,-59.6875051847394,1
Veteran,54,Hispanic,2.963000084592161,45.66251151158216,25.65170842966637,194.66000621230936,11.18036895232321,1
Yes,78,Black,-4.735047970840396,23.780874001480683,-84.68667742304473,45.5004593884498,19.355260913069124,1
Non-Veteran,75,Hispanic,-66.16594414429726,4.58949505735434,36.52709393467851,37.89764864973958,-1.9429145831097085,1
Veteran,66,Hispanic,30.494757265588568,133.41429486635866,43.41625645011789,57.016476855730566,-40.933133186895155,1
Non-Veteran,56,Other,120.68614728518598,-1.550052170564261,-144.82657134093785,-77.56771033816972,-25.563420129540997,0
No,19,Asian,-129.64516028761335,-39.74034586967374,-14.263781708473827,-28.38026231069418,-8.21107616702154,0
No,48,African American,63.20169463696739,68.52309796288696,-30.073549306428323,95.27604886607372,-40.9324534262911,1
Veteran,45,Asian,-149.0580893842616,-55.75851860151919,150.97839734229586,-2.741170262098556,-18.676663610045967,1
Yes,30,Black,14.527327349230386,125.9137178080628,-131.28965199350066,-11.000900530398347,-47.936637108878706,0
Veteran,33,Hispanic,-157.49471729649287,-26.088135748799296,-59.34451285612169,88.58749078250318,-90.66750584884622,1
Veteran,51,Black,1.8443531835402605,-131.18662673580533,184.17202350572543,68.54271778929906,-55.09136172934214,0
Yes,22,Asian,30.048381907536232,-185.99149038476043,112.82414902142466,34.785512825842304,-57.197096425683114,0
No,49,Asian,25.573433298020454,115.1420883254636,77.56947309968645,-116.61574824192932,89.55855374421769,0
No,63,Asian,-43.79621986598286,127.95082976439056,136.51731271472792,112.97041833477108,-22.685408833832756,1
Yes,35,Black,-155.74398895321445,-87.99368495428844,73.88256122758436,-43.21019045485331,-227.4394471005392,1
Non-Veteran,19,Hispanic,8.313179211843021,-149.7890229680228,-68.41676501352333,-105.34611568957435,43.00338966751116,0
Veteran,22,Black,-33.65507464640997,149.672491072578,131.15939661857308,-15.739349665090394,-106.34490712107566,0
Veteran,38,African American,60.49091013798665,-186.29700214886,-7.931529447052838,142.50225029376412,-140.23346684735003,0
Yes,45,Other,152.95324423641355,-16.163004319268293,21.120469397188103,-25.811843528695498,-40.78093179664638,0
Yes,24,White,136.1829121033052,27.646889727289608,50.18056870636842,-95.47710401115003,-23.22356525383386,0
Veteran,30,Asian,-65.87066514781374,47.9882635572159,128.4013102358418,29.888186478657055,91.780340469265,0
No,61,Other,51.680724342950334,123.8740295407112,-115.61485197157563,-106.87921299521712,-18.460649473513886,0
Yes,35,Other,249.9949142557222,-24.241516817971732,-173.47690357568837,44.32153719127137,-34.99531494595516,1
No,18,Other,57.29005008007854,-5.79359260031733,-191.09861842593645,-113.58734383624542,109.3538367428827,0
No,48,White,62.53247610891546,-58.60610005898481,81.13869655979697,-105.72369831357449,-117.72289938099219,0
Yes,40,Other,-35.2835387419378,-115.52228403915454,-127.62643409098229,115.08248068161005,-46.008616183027954,1
No,46,Hispanic,171.27111709683615,200.15885854635945,19.57992292704464,6.4838405617309744,-59.41182031542629,1
No,41,Asian,19.091994956709787,-134.15769495430285,-154.56779686572685,-138.69101505125212,-146.07945737508524,0
Veteran,40,Black,45.035168686555636,-155.2698353890649,32.80263022448283,-14.646149929612845,-168.10022009813306,1
No,77,Hispanic,111.5056480730846,-87.69764725409148,-41.7694128859315,52.76641903711082,-47.221864066536796,0
Veteran,64,Asian,-77.03037282269845,85.33306167279633,-190.00825085864946,1.755233483085751,-43.458116987683,1
No,33,White,106.46446151298903,164.17163276901928,-25.851082935142923,-92.2855127539303,165.40317811206685,0
No,32,Asian,59.72944007441177,-27.49633640553461,-108.99013033776457,-80.82677395276782,-3.7393747949703555,1
No,47,Other,-59.63019037469495,-52.2081273673608,35.40286814825086,38.24797888769702,-19.185227034162903,0
No,58,White,141.186388197267,-4.343781800371292,135.10941178279302,48.04498186596491,21.681312128352538,1
Veteran,61,African American,80.07207983713333,106.72674760104313,220.53706789839086,-11.582936453812136,8.003439452521356,1
Non-Veteran,72,Asian,40.90051333489281,186.88264016717096,-75.79130277621945,-107.05830968493515,-1.2977991767591104,1
Yes,79,Other,-13.491142767975687,-126.58634569097289,82.69638550355249,-110.7151713831183,99.13687486680303,1
Veteran,27,African American,150.90607375194946,-130.52399283298212,63.141668750187286,36.204037110426725,164.73675512787597,1
Yes,79,Black,104.97387284104214,-106.82821817621964,-34.22301833942304,169.0992673642964,-184.10311069293812,1
No,23,White,-101.82380361865977,-74.72025062251156,21.015785817864067,93.06661756022416,-6.500562877040643,1
Non-Veteran,54,Hispanic,-53.01075299450545,175.7348156973027,112.25683055114185,-14.66845776369545,93.38380623180137,1
Non-Veteran,73,Other,122.44234190652283,9.866707001126255,179.7876389287589,20.18082219090083,153.51363610873727,0
Yes,55,African American,139.46565469688278,186.18404348540366,55.05916937424745,60.803677240274844,-25.276639736439705,0
Yes,78,Asian,65.05099890871662,72.09375307276099,-69.3996304349508,205.3713765843449,-27.50556707412814,0
Veteran,38,Hispanic,67.9032247523551,255.7751061326195,137.67706265261302,41.935842791098906,-14.167925419936125,0
Non-Veteran,39,African American,26.452802330301722,-101.03242667294963,-61.442356899003784,19.281776392058863,-90.69831294691475,1
Veteran,36,Asian,-163.52729484308713,-5.6565477926520895,-44.17521702743276,104.1510800350181,35.609208317184326,0
Yes,48,Asian,189.69721709488735,92.3813899943028,104.13850607648733,-79.77531509991643,96.80338560808993,1
Veteran,50,Asian,-141.394431668284,-172.5381951969124,-28.7443914935038,-64.90172400892286,112.75882598236218,0
Veteran,19,Other,-76.75981747818803,11.291448393168139,92.20028862189183,84.0800694552302,-79.31154492943084,0
Veteran,63,African American,-71.24027497838945,153.99222348665532,34.1147207573878,79.35873256961324,9.522677492807684,1
No,21,African American,10.147233527938415,144.55581637933273,5.78278317791892,-44.16471675113823,-48.18977698918781,1
Yes,29,Black,-58.846148421699006,64.82418479922471,-51.48450164455053,95.19122374510253,-24.445897442555424,0
No,58,White,-5.063589453906104,-63.59444573727075,-35.25753855945935,1.6003833161327479,3.353799054303198,0
Veteran,57,Hispanic,90.68725326864238,-1.2890060260461302,5.56259689972515,-98.79328589687128,143.47718375597734,1
No,76,Other,64.62945670175661,107.53698215113674,-43.20850136124238,-19.053023014169188,130.85193654197565,0
Veteran,58,Asian,-277.33513012963544,-13.393171264077342,-38.08718513342279,16.571500810346862,-44.563730601069174,1
Yes,61,Other,15.605855015137132,80.69956228798848,-11.13122622182742,139.19807425669447,114.5048432423482,1
Yes,31,Hispanic,-192.4584748341287,92.5728320565382,-34.9152667271973,-22.370978812710913,178.34555328597202,1
Veteran,47,Other,35.66906331149496,59.25835163694645,-75.64165508576758,18.204330915283208,109.19828240658876,1
Veteran,46,Black,-77.34146843661692,24.21651788646905,-106.95561721885784,129.9401513622471,-79.70596697749677,0
Veteran,58,Hispanic,-102.91739686192172,-1.211487269677647,-44.413034740929064,-87.42296816768473,17.433077973259454,1
Non-Veteran,42,White,-3.9498381681558445,-109.0918725449393,57.61908284461138,-45.96606533733991,14.242529806463244,1
Veteran,49,African American,188.91606925472814,-20.241647021478656,-45.8859472965652,-115.56679925561725,-74.80978305510723,1
Veteran,33,Hispanic,156.72889626870523,-99.36519647325665,-79.37974289115895,-80.5294879629695,107.49722815294626,0
Veteran,54,Other,30.076192744463732,44.47817567755576,-28.973427463887695,-20.79164681246563,-82.00971312981167,0
Non-Veteran,60,Hispanic,45.480943913295945,-213.6169256431304,12.989926609137372,-46.67025317169348,-21.859791139172998,1
Yes,79,White,-2.3939408312325607,53.021348196908015,-42.76005437210764,-121.33351726304376,-115.20724129244728,1
Non-Veteran,18,Hispanic,-11.554858974327892,-7.790625738110833,-5.078423288682175,179.09635839558297,67.87630082556991,1
Yes,41,Other,75.3677590612809,28.887841002680947,-85.11288538483495,218.13482767029925,-60.46911549748748,0
Non-Veteran,40,Black,198.07405461871653,89.48113274948739,-78.6178080305682,-171.30997508957338,25.36228988922512,1
Yes,72,White,8.433897340203938,-27.21566714670816,-4.2587167642219494,-3.3130452314698426,34.97165985047754,0
Non-Veteran,29,African American,-49.05648564458504,-36.84252880289476,-48.64769839138035,-10.247336665177537,118.75525667271296,1
Yes,79,Asian,83.74374104511818,110.98286258939103,120.48337274606664,172.9047029029606,70.13102078499,1
Non-Veteran,70,Hispanic,-128.41583915121677,91.15168864337775,150.76852294092683,42.071200858002484,40.16026792121526,0
Yes,76,Black,-102.34587540028053,-104.10392586669983,76.49902574741208,44.9228330319091,-50.718787630150985,1
No,47,White,-25.279683237958018,-18.612738843522077,-264.88100907948024,-158.62654579012482,89.69363339201007,1
Yes,77,Hispanic,200.633056549689,-212.7202051173942,7.982348064128137,26.713564993802457,6.30938568953012,0
No,57,White,6.787759672412386,-44.40837405160154,-17.84749931323567,-74.63809753784605,39.788423574005506,1
Yes,35,Hispanic,87.47826108072435,33.77145053038234,-26.566656609474016,94.99781285443781,123.8697251480146,1
Yes,66,Asian,18.37151717208081,15.933068471926479,93.71267137366564,112.86466918469675,92.45172061652649,1
Yes,39,Other,17.89342404507814,57.15497036026843,129.7659894342572,-40.51597739435189,-8.078508060860637,1
No,23,Black,-147.65181949727085,35.72501367635322,-51.050071604384996,-216.3317917594908,-118.20048957964507,0
Non-Veteran,20,Black,49.953050522986864,-131.11014242982088,-34.8678724828769,46.72534235178092,77.04366250014264,1
Non-Veteran,44,Black,86.23293604880145,-50.6779223923112,152.74455093570148,195.7565616331469,42.47549298594927,0
Veteran,75,Hispanic,25.46388202229664,-56.53025832183408,41.20121510955438,-115.63726532881151,70.8743654228153,1
Non-Veteran,32,African American,-1.145734790527423,233.8477067352607,-38.544331562968985,-80.33652974856324,1.0926930523221827,1
Yes,79,Asian,-64.91338850698351,-117.64307431715231,-114.09688669092648,103.0111336109776,87.7411223003065,0
No,21,African American,99.53092255931088,-161.52019105012772,-65.53275693728324,-113.75360816176484,-37.77584840545424,0
Yes,59,Black,-39.15033193306713,-12.01258645886978,5.761525404336547,-113.88608475770492,187.6758440138453,1
No,28,Black,142.50485950751906,-22.399957467341192,1.1540749474908631,140.0772827511559,107.11983493719856,0
No,42,White,228.0618598918681,-14.804202963907603,-6.061359000129503,155.59284777626073,-72.54558483120998,1
Veteran,76,Hispanic,53.88070319723326,118.34104781488142,-2.88663372609596,166.76992156023564,104.88569553776527,0
No,59,Asian,-131.87275799607764,-192.0752572672063,100.42385244142314,217.31937103688085,-88.30218116741453,1
Non-Veteran,34,Asian,31.093187564357365,60.66812748638235,68.15880456758194,120.4797921351209,15.466383983821228,1
Non-Veteran,52,African American,-75.12995817159201,26.03033356342944,77.8807150534973,128.45344312009718,-30.625880979245558,1
No,65,Black,-221.0861455057335,-171.3092092320926,-32.143391691470676,-78.27205882958857,-121.44290682884862,1
No,42,Asian,-145.09602892292827,-69.3140458308043,-22.64046212419762,64.29997419991885,-69.42804151168033,1
Non-Veteran,76,African American,-19.053189693654783,7.28082180877575,30.34704279358077,-53.745067835220404,-80.89451286645118,1
Veteran,63,Other,138.6845215004062,22.352926112147067,91.93611834785084,-90.04986996088556,117.64110767742861,1
Yes,34,White,-71.87872859922022,-71.77954191261948,50.96581138988875,28.307100695367417,190.2781157772931,0
Yes,41,African American,26.224613988598776,-204.52647807374169,36.52876945102213,108.24662161314005,-39.75783053816128,0
Yes,52,Asian,47.40301685329841,-194.12685772611076,54.836247353334045,130.9678717867985,54.226235882360406,1
No,46,Black,54.60221657360309,-78.93690429134294,-97.16245225356778,-39.18263718420149,-165.30801647666866,0
Yes,77,Other,69.27476945233586,240.12680097164062,37.48683003911891,-153.2753850179251,-100.27641545740913,0
Veteran,18,African American,-150.03522907990384,-106.15882385625137,-47.39340438314091,110.97832545598267,-48.43277931699571,1
Non-Veteran,31,Black,-74.63039100982355,15.819935948960323,-13.233091580915707,156.93595491586626,-30.077328269140423,0
Veteran,28,Other,-73.42861013512191,-48.62970887948067,-153.46988372159402,262.5536811022698,151.3764638219683,0
Veteran,53,Black,45.01508241370523,6.452196300571219,-125.14079295282876,187.1673554824574,88.71500414973997,1
Yes,69,Asian,73.81079464310814,-172.2912264464836,-25.22370573913649,-36.09518265655819,-14.48723576339419,1
No,59,White,160.24449910146538,-68.58708017437763,-87.68491734740194,206.4741961840676,-78.6277033713536,1
Yes,33,White,32.23131216865667,-1.443685291298787,99.67398718543276,15.706786145836094,6.157587687283932,1
Veteran,32,White,106.48150330932067,51.45432269103293,88.0927347596272,-31.32111349077314,105.96994718532049,0
No,65,White,-52.705870300219146,180.0877912746573,81.82867453211287,128.76375911319892,-46.585834010055805,0
No,54,Asian,48.73222928299186,-12.200519035849172,-177.46271194784003,-25.239270029537746,56.5106206821658,0
No,50,Other,98.94971924808925,41.611914456009096,-50.40362183003578,-3.008759430005914,191.7557687418437,1
Veteran,72,Hispanic,-3.2327030601368536,-97.47690488781163,-150.12395116440433,204.38003983306632,-30.822452606676432,1
No,19,African American,222.59509730867748,-78.10977123204249,28.3624734321468,-39.77385974244487,-62.880188868409604,0
No,54,Hispanic,-91.35611022937404,-28.504725779969593,79.60413597272732,141.0999981301718,26.12812112749533,1
No,21,Other,115.76355954878272,-112.84165518959766,62.77699352827819,-158.40921917665764,138.7374500102508,0
Veteran,60,Other,-67.4029322507861,76.33853934544264,25.43884279423356,205.5535719445228,46.18329942750049,1
Non-Veteran,31,Hispanic,196.29788841852198,40.90199605817443,-13.577358092277153,-117.6955013787289,-260.13113862679165,1
Yes,75,Hispanic,1.3673254540834106,237.28050391471473,-7.911360872858288,53.140306185315666,92.32141506551741,0
No,48,Other,51.19365800225595,13.014825619313708,58.72390018165986,10.48936583167185,147.27672268221136,0
Veteran,72,Hispanic,46.29736966065486,-34.717846385352416,131.0740303469929,140.07315627166918,-197.30618484807775,0
No,53,White,-17.968317319431524,-13.968045682431853,91.58148438216816,-207.20288871034515,58.640825165135546,1
No,55,Black,-53.2998666528092,-63.26182022348175,95.48680211840305,-153.75803703916492,-105.57800175609313,0
Yes,42,Other,-82.56259297930625,105.77858501187798,-88.63034702328203,-44.9953627710413,39.91200095170742,0
Non-Veteran,55,Other,179.27451692036666,41.92382013257739,47.31634105938182,-15.82923161259533,-10.24511505939752,1
Non-Veteran,77,Asian,0.8911137173533507,-6.353038602520522,-141.59347180527638,52.4689827990116,-33.84091280844606,0
Veteran,27,Black,111.49709244892972,35.25536550537646,-137.57523181709993,-200.3373639074797,71.34974165266189,1
Yes,67,Other,-66.14195076878542,14.986009063968844,160.68091866047794,55.428335369762806,127.37971929699698,1
Non-Veteran,39,White,60.956815106095576,-19.77286952094958,135.87311459664227,-102.89229835914281,20.792894722176094,0
Yes,30,Black,93.7600437113372,-69.45783479786243,-95.13244011596689,-66.05229126164339,-168.96295604300627,0
Veteran,40,Black,-139.13341892096614,138.58937325622608,72.75556183308626,54.84241779992141,128.65828826762893,1
Veteran,75,Other,-63.26702787963549,-110.53535803802083,-66.52837379817527,81.1031898092882,-53.728232295044684,0
No,18,Black,54.563641881806916,-84.55120201447149,127.30507250273479,35.392616371337475,105.91676419501117,0
Non-Veteran,31,Asian,31.91247544314236,42.58326898156406,-147.8210024693506,38.58536221990118,-57.29855288877212,0
Yes,68,African American,-48.54831137702892,-20.316856784424566,132.556334792936,-69.76919856025481,98.48426023996329,1
Non-Veteran,34,African American,-212.56131762526556,-57.06997536862103,61.79101480207977,-186.54676427961132,-27.142798250737744,0
No,68,White,68.80509118152618,-33.35162481780516,104.78777509706734,-57.04761314053467,64.66992794235256,1
Yes,66,Black,44.526849575847685,194.60388739475025,-65.4693112468966,4.479148234677893,4.281798675071096,0
No,74,Hispanic,-30.543109160556998,-196.19086460118604,90.86882764123548,-57.7780107597356,43.46743563696804,0
No,21,Other,-31.59168571064514,-193.74794810260104,34.90401725005977,31.099154713821036,-35.6109536019135,0
Veteran,62,Hispanic,-13.10794517326223,-81.50228073935052,-131.3702268382124,25.789037559776013,-0.5411133841617758,1
Veteran,35,Asian,-46.76071203172223,129.62566825289724,53.218639916185815,-23.413564329807798,-48.14420445422306,0
Yes,53,White,75.93160450373865,-42.95415404392018,54.58835289031227,66.33778810145952,31.165299032964406,1
No,59,Asian,76.50664653411424,9.586111505209066,-25.12989806967153,-23.454628532251228,167.73417464848825,1
No,49,White,-189.00640977650124,-5.173550925242593,-66.34653597736174,-123.04759561329455,-207.77126990539912,1
Non-Veteran,51,Hispanic,13.075943514287019,-101.42478654003273,211.1934435155752,29.224499597450677,-69.23423425026384,0
Yes,54,African American,8.992426247827751,13.344295603163628,-115.72384071536608,-193.47572237504602,-1.1832185928983132,0
Yes,66,White,-9.363828323043638,-19.111472607621316,-36.22931389109987,-8.872967170183541,-36.56635222644857,0
No,71,Black,71.76376999158012,81.05212533616793,-20.8703989797419,170.12116664314397,83.11573571112575,0
Veteran,46,Other,-80.62699413668771,110.39861068260926,172.31945980680067,5.348524920531471,9.956249456244908,1
Veteran,59,Black,-119.44959032092977,-137.91000230847663,116.01199082483113,-33.95740995692205,106.32270092201867,0
Non-Veteran,29,Asian,-65.45130683351654,-90.54041080572244,-62.062386207533606,-12.230280498858656,-13.580359343485322,1
No,45,Black,-64.70726798174293,21.82415446909414,82.88246153424319,156.18422840478937,-125.63052701156683,0
Veteran,38,Hispanic,98.32425006441258,31.625749214907533,-63.746141382115084,170.73690250468368,113.08807959020291,0
Yes,48,White,64.74695353132634,37.97915565472917,-24.63094772569101,120.98884966460905,-50.687087971559365,0
No,23,Other,-69.99466696298462,284.25608522798575,-61.55160633250676,-195.58363700838305,-117.66533622584907,0
