age_range,feature_0,feature_1,feature_2,feature_3,feature_4,target
18-25,88.62142321482422,50.85472042548579,A,A,D,0
65+,13.96271888729631,199.35648540380095,C,E,E,1
18-25,-37.153942438664686,16.705696445030682,C,B,B,1
65+,88.8664058502849,127.30544088325505,B,D,E,1
36-50,141.46345892946093,89.25503174820389,C,D,A,1
51-65,-73.98716723904671,-110.91809768247589,A,D,C,1
65+,70.47403566964738,70.87509596139813,B,E,B,1
36-50,-67.93894589353309,81.28039047244422,A,D,A,0
36-50,-158.24956014527595,-29.126169806994273,E,A,E,1
26-35,-14.104777828684167,24.64517591106269,B,E,E,1
26-35,166.24852821384403,-49.290186872086615,D,B,E,1
51-65,-73.07172724197652,39.48910932388454,C,D,A,1
36-50,21.991757647797904,151.71548738207022,D,C,D,1
51-65,-60.26480427868846,32.29906251632466,B,E,E,0
65+,-161.93238344418268,84.6257117387765,D,C,B,1
26-35,-63.767867982208315,-180.441292606975,C,B,B,0
51-65,-32.060217008928646,-13.733542876155486,C,C,A,1
18-25,-32.8444882161361,-32.27222795253366,E,C,D,0
36-50,-56.96494325069214,245.0386790378091,C,B,A,1
26-35,-21.033459475443266,65.19436284189342,C,C,B,0
18-25,117.26144087954964,34.67211165292866,D,C,A,1
51-65,76.91500592111343,-83.79809527307353,E,E,D,0
18-25,-5.803367805867801,14.768948429922046,D,E,E,1
18-25,-20.486360758891305,60.94150747682314,D,D,D,1
26-35,-193.77491172422629,-9.016250763129891,A,A,E,1
36-50,-67.5275746398562,-13.420890115939029,D,A,A,0
18-25,138.75222286285097,-79.24876964979332,C,B,D,1
36-50,-30.46855320553131,26.50576364193446,B,D,B,0
18-25,3.310726710975482,31.03506893034062,E,C,C,0
51-65,-50.37489799027068,-41.43597330799957,A,D,C,0
26-35,-103.59229445164202,73.82913487681849,E,D,C,1
26-35,-46.58392037362242,23.402106764722248,B,B,C,0
26-35,-1.746332360134567,-91.0148575614441,E,B,B,1
18-25,9.022690647238116,-64.81723269490838,D,D,C,0
18-25,-61.521153276023654,-199.5344266130793,B,A,B,0
18-25,-64.57708150022816,-153.1828120651772,B,C,E,1
36-50,-15.596721283700866,-77.56357632765946,A,E,D,1
36-50,107.64943917036467,-69.17084151141876,A,D,B,1
65+,-87.12098619015894,55.13348754460644,A,D,E,0
18-25,37.73255568257278,120.56182669163074,C,C,B,0
26-35,-238.36262385201366,-146.78204085193093,D,D,D,1
51-65,-42.44112134117983,-68.01403114048487,A,C,E,1
65+,58.025008931238176,-35.47639870825138,E,C,D,0
26-35,68.46638646263924,165.27305590127304,B,C,B,0
26-35,-114.29162397049171,-49.45287143058713,A,A,E,0
18-25,31.7140963642966,-17.296886917249203,C,C,E,1
65+,-89.85209473407329,54.06536327905032,B,D,E,1
26-35,-130.34208070267186,-55.85481191163461,C,A,B,1
65+,-124.31134027839288,-113.7083964869984,A,A,B,0
65+,53.047284980577814,83.72367248403569,C,A,A,0
26-35,22.416956126689872,67.8500023827059,B,E,B,1
51-65,-14.762581854704068,12.899781645005163,C,E,C,1
65+,-70.38151251947866,18.213144545061756,D,D,D,1
18-25,-44.95405597273379,-197.7359082834675,A,C,C,1
18-25,-4.053463873211322,-80.28592501503175,B,B,A,1
18-25,20.53752053251394,-33.309256433092585,B,C,C,0
51-65,80.96886784861029,-49.61910384276017,D,D,D,0
65+,51.87177329128729,90.19695677522643,A,D,A,0
36-50,-67.50857208511079,-78.53570808022731,E,C,E,0
18-25,-183.36019319308647,9.278809366153343,C,A,E,0
65+,-128.20551005650776,64.47324918311534,A,B,A,1
26-35,165.66641328236906,-40.288347154929696,A,B,E,1
18-25,123.64544260350013,11.330231778800073,E,B,C,0
26-35,76.0362617045044,-107.22339215856402,C,E,C,0
51-65,-167.9106859761703,65.91502509131911,A,D,D,1
65+,-51.87961151671963,18.89139393500568,B,B,A,0
36-50,-85.34873375555107,-90.13865687189048,D,C,D,0
26-35,-66.04750923378407,110.13176969300953,E,B,B,0
36-50,-52.67594134946315,-248.84440436455137,D,E,E,0
26-35,3.2151445536334875,86.50164207262064,C,A,C,1
18-25,51.459020342714204,43.19711545597571,A,C,C,0
51-65,109.84590080999514,32.69347364756684,E,B,A,1
36-50,133.4560065723445,91.96759265846822,C,D,A,1
51-65,-71.79438358489456,-112.30818004652676,C,A,A,0
36-50,147.85551431401035,75.03527884461803,A,A,A,0
26-35,110.1345292570496,56.20227341367085,D,D,D,1
36-50,152.70796875092995,160.78662522452555,B,B,E,0
18-25,-2.8842094660875763,126.61287555421335,C,E,A,0
26-35,79.46478029301923,-10.977837668667867,B,B,A,1
51-65,32.943364849807274,-29.941475704417375,A,C,B,1
51-65,52.21343801080531,-59.91393267215122,D,B,B,1
51-65,-199.63211255849998,17.41394764773282,B,C,D,1
51-65,148.39274175839998,34.79665946364849,E,E,B,0
65+,-136.8720438471042,-37.20922150396862,E,B,E,1
26-35,-102.1742841865137,-70.91862200590016,E,C,E,0
51-65,87.4317351967728,67.16630803906975,E,C,A,0
26-35,-218.93084314841116,-135.27054914422118,E,E,E,0
18-25,4.7818593239141975,-90.79100376525098,D,D,D,1
65+,-63.122064371485365,-83.64594112356608,C,A,C,1
26-35,-37.406424015963765,302.25031498045087,A,C,A,1
51-65,-20.26770939195501,4.086467004263435,C,E,A,0
51-65,116.07326383808392,-206.77170963480177,B,E,D,0
65+,-28.738911230150265,-115.58979625319165,D,D,C,0
65+,144.7628344303622,-157.0159370877624,B,D,E,0
36-50,-12.288533653375993,48.376561193238665,A,C,E,0
36-50,-55.036111120411334,107.97690348737063,D,D,C,1
36-50,76.58210751270883,64.6737653682631,D,B,C,1
36-50,8.432439956320888,-177.62841276110558,C,B,A,1
36-50,-2.1163882291548632,127.53528778467245,E,A,A,0
51-65,-78.72556306897624,29.499108958588288,D,B,E,0
65+,27.983785218158474,-74.86954979724078,B,C,B,0
18-25,-108.24808847916505,163.42791946289884,A,C,A,0
51-65,-70.04267902044045,-37.813881011715544,A,A,E,0
36-50,-23.331639189365998,206.2434515129019,D,C,B,0
36-50,68.74918904274759,23.688414876316298,E,E,E,1
26-35,-41.231948139340865,225.56380879462446,C,E,B,1
18-25,108.23054543780397,15.87666080314048,E,C,A,0
36-50,-122.44574313667486,31.452289681846956,C,B,D,1
18-25,-97.65627886638603,131.55983468968873,E,C,C,1
36-50,-130.7842320380892,-78.9121102332363,D,E,A,1
51-65,35.66225849994233,15.17422749557347,E,D,A,0
26-35,161.94232207614127,89.65099093528409,E,C,B,0
65+,-30.738369338008027,28.734163366072025,C,C,D,0
65+,-50.6846645694933,-49.53362577350825,C,B,A,1
26-35,75.45002578874296,22.42269581742292,A,A,A,1
36-50,44.37617037428919,39.54044811014008,A,B,A,1
18-25,24.13800886908666,121.25780363081107,B,D,B,0
18-25,-9.395858267870285,54.732437065832364,D,C,A,0
36-50,-120.79145699606777,-60.6008543641562,C,B,D,1
51-65,124.9686219596256,186.66026315531502,B,D,D,1
36-50,45.07776298438307,-83.09978561878431,E,C,A,0
65+,-168.87750813635657,-28.12950010211149,C,D,C,1
65+,0.18256783864689763,-62.74572905121643,E,A,B,1
36-50,-75.789496635748,-57.15207988528189,B,A,E,0
51-65,0.28393834261932155,43.359142220452135,D,E,A,0
36-50,71.32556260944864,99.05892278379618,B,D,A,0
18-25,5.774696807800654,112.98454536000978,C,E,D,0
26-35,-88.08484084099155,139.42954607545016,D,B,D,0
51-65,108.44932382007573,16.44677014116653,A,E,C,0
26-35,49.817155032634915,-169.10969935518585,D,C,C,0
36-50,-17.01455202427572,-34.554231427348306,B,A,D,1
26-35,88.84178823426666,68.79119332547769,D,A,D,0
36-50,-31.60920496787465,-22.596467682033563,C,C,D,1
18-25,12.10212790876349,-83.26348409196794,E,E,E,1
36-50,-207.9011953335242,67.91652633553575,C,A,C,1
51-65,17.294393316549844,215.808401601904,C,D,B,1
51-65,-7.492152142344766,-49.79024540668338,B,C,C,1
65+,2.6047206092913857,-87.26746545133284,B,A,E,1
65+,-3.898802983578178,-79.35485071256618,A,D,A,0
18-25,-65.62472255436148,-85.20212337845977,A,D,C,1
65+,53.89520931156927,-43.137410109808975,E,D,E,1
51-65,5.683771558998519,-187.48382923390915,D,B,D,1
36-50,-184.25244960689002,115.84570600521693,C,B,B,1
65+,12.286790737790605,68.18816787450746,A,A,B,0
26-35,-121.63972875511904,-86.37778716571724,B,E,E,0
65+,118.99587054089575,-36.69196367738427,B,D,B,1
18-25,109.00912362019528,165.64663552381887,B,D,B,1
36-50,55.80294255028525,-221.43017168456106,D,E,D,1
51-65,0.70693262224216,63.179389600059835,B,C,B,1
18-25,69.96306137510832,-96.58440295610146,C,E,E,0
36-50,-160.14358266973508,-33.89851797383459,B,A,C,0
51-65,-22.277198805454347,-95.66710799299767,C,B,C,0
36-50,42.10294282143811,72.41431002471197,C,D,D,1
51-65,-2.635442595590597,49.05343392278886,E,C,E,0
36-50,-72.25867307349102,-14.964603751640718,A,C,B,1
26-35,-2.1212764711463556,163.62464118984923,D,B,D,0
36-50,36.61141770010804,130.0248516559097,A,B,C,0
36-50,-87.18182392217301,-29.428288248870977,D,E,A,1
26-35,-26.394862852916496,-134.8206202207828,B,C,E,1
51-65,72.25201351314769,-41.43192983814428,A,E,E,1
26-35,-71.98571551259661,-12.500540603506868,C,D,D,1
65+,194.8326384192791,-23.906937984547525,B,A,A,0
26-35,-66.18292659822758,-115.07661241465763,C,C,B,0
51-65,-35.9515129575561,-100.0115219005883,E,B,A,0
65+,80.5413714277108,63.497865238532526,C,E,A,1
18-25,-97.45685481439753,140.83049424682457,E,D,A,1
26-35,40.35328917773525,-7.270414257220348,B,E,C,1
51-65,102.03921377955413,189.76265142903245,C,E,A,0
51-65,-146.761605385844,-59.157002397845545,D,D,E,1
18-25,-7.241839829142194,221.25770517988005,D,A,D,1
18-25,-122.40603666957368,10.289340099454089,E,A,D,0
36-50,55.71015018962788,-79.63438133445887,A,E,C,1
51-65,-175.64746962082495,21.57689696446856,C,C,A,1
18-25,-32.24061675921327,21.070448005096324,A,A,A,1
65+,-27.992643498927638,-19.48245067466648,E,B,D,0
26-35,83.51031262922973,135.7270424193043,B,D,E,1
26-35,-2.6468000634877904,104.0384623482193,C,C,C,1
51-65,91.95884180993144,21.80226354915859,A,D,A,1
26-35,42.505703277278194,15.047128003181335,C,A,D,0
65+,109.72997795424652,75.29379880616551,C,A,C,1
26-35,-62.3699359220462,-146.1525145661239,E,E,E,0
18-25,-230.4040161876146,48.87926509988639,D,E,B,1
65+,29.42761988479483,47.634224931604756,C,A,A,0
26-35,-53.82803977412662,-43.752963221150836,E,A,E,0
51-65,21.774075190291565,132.85705771949847,A,E,A,0
65+,-77.57452869998797,-37.5120041259746,A,E,A,0
51-65,55.500120409684826,13.277964940126779,D,E,A,0
65+,156.68802192622445,37.508876847057266,B,B,B,0
26-35,-89.7092197693261,-19.483537769615815,A,C,B,1
51-65,-4.456165599843928,-101.5477458625951,D,D,B,1
26-35,217.5046342184574,110.29462123002844,B,B,D,1
18-25,87.1629653007744,-39.65755355860331,D,A,B,0
65+,166.18167846588267,79.96065682966913,E,A,A,0
18-25,46.260603779780496,-77.2556997500989,B,D,C,0
26-35,-51.84048886324154,61.61562743660043,A,E,B,0
36-50,19.81951188571747,-79.57174238632184,B,E,E,0
26-35,79.26758217532488,199.84313427260355,D,C,E,0
65+,30.205621822563643,-94.13546847341351,A,D,B,0
51-65,163.26125596842434,127.52324433677633,A,C,C,0
26-35,26.437578001604088,-55.98205656113976,C,C,B,1
65+,-43.1271943557721,401.8983380752175,E,C,B,1
65+,-86.29516769618614,14.82742856672041,B,C,A,0
26-35,-11.838200082215446,-192.61020400527113,E,D,A,0
18-25,-51.230585369129564,-69.78401626382572,D,D,C,1
26-35,9.494017314687682,4.622697402018918,B,E,C,0
36-50,139.5071097501473,102.43538152716842,D,E,E,0
18-25,69.42629859702144,-59.96384602241389,C,E,C,1
26-35,53.36827374742224,59.72306387946453,E,A,D,0
18-25,41.742161167323246,87.91256623121986,E,E,B,1
51-65,-96.59164543639784,-55.50597350944795,D,A,A,1
36-50,223.14520308161278,-36.774384470642936,D,C,B,0
26-35,43.37059075581169,224.30794673701718,A,D,A,1
51-65,86.29277493257838,-41.041948641825485,B,A,D,0
51-65,-54.24673013986957,61.76500700140907,D,D,D,1
51-65,-100.88648241819773,-1.0552936247055633,E,C,E,0
65+,46.5990421150291,-90.90270818854982,C,C,E,1
65+,22.133430668506314,86.18221654249002,D,A,C,1
65+,-88.3728722538166,-7.822822163433309,C,A,C,1
18-25,105.95619665918765,-122.59371348176916,B,D,B,1
51-65,85.26630158496476,-192.6760724912078,B,B,A,0
36-50,71.19868797613434,101.98126946804473,D,B,E,1
36-50,161.6792627157381,-19.448200902391722,A,C,B,1
36-50,10.912130281830132,73.29705488217769,D,E,D,1
65+,-212.93901152510628,18.905051133306433,B,D,A,0
26-35,60.15237908669844,35.90367853814966,A,C,A,1
51-65,107.22776196064044,-85.33798321563076,E,E,B,1
65+,-49.65438331681144,24.233807043901294,B,A,D,0
65+,15.608426752281954,-17.228760700072524,A,E,C,1
65+,133.30042080516208,-68.83166419258599,A,D,E,1
65+,72.29365701675097,89.66415669267992,A,A,A,1
51-65,-51.56026813823814,-61.29099542563359,B,C,B,1
18-25,125.22990184119227,31.572980827144082,B,D,E,0
18-25,275.5036606094717,-15.92614809088508,E,C,C,0
36-50,-65.1863390494569,24.844994718372064,E,C,A,0
18-25,8.608932957436346,-139.16955626560102,D,B,E,0
51-65,-171.5248872364419,67.07036822108033,A,B,E,1
65+,-21.64959449539011,-43.47354580766638,C,A,B,0
51-65,65.21693502928268,78.41642512269978,E,B,B,1
36-50,94.01168108527014,-96.37276014332987,A,D,A,0
18-25,-44.40315586489502,10.503206755292377,B,E,C,0
18-25,-8.837917555931405,158.65444183678835,D,B,B,0
36-50,82.92301584410481,-177.21070693608607,B,A,C,0
36-50,-39.029582827499475,-30.706835628079325,B,A,D,0
65+,52.33538131163178,151.79401228028445,E,D,E,1
65+,147.62943971349617,6.601771285983157,D,C,E,1
51-65,149.67517103376554,9.095515047458774,E,D,D,1
18-25,-39.110927653672654,19.627563751866163,D,D,C,0
18-25,-299.54429915117703,-157.13259749878375,C,E,C,1
18-25,-206.9465712590843,-24.564473733448093,C,B,B,0
18-25,-6.8475762147965895,58.11318406903149,B,B,B,1
51-65,87.59733066682259,-5.936692968156016,E,D,D,1
18-25,147.3355361423089,-117.27475330731548,B,D,C,0
65+,45.7146286984918,-106.72068326067878,A,C,D,0
65+,-109.59845637491226,20.127914134878278,E,B,E,0
36-50,38.53849519182756,-69.19746282451267,B,C,B,0
18-25,138.12763626949754,-96.8436331998806,E,E,E,1
18-25,47.64033468953652,116.33943852632443,E,D,B,1
65+,-19.067617635300792,91.53924186054506,E,C,D,0
51-65,81.30569654591045,270.55663473377285,B,C,B,1
26-35,-83.26394903616625,79.8397407003663,E,B,A,1
18-25,11.146633133024347,146.48902368926875,C,B,B,0
65+,-69.18207306929665,34.120985353156016,C,E,E,0
36-50,123.1138085756355,16.183380098861374,B,B,C,1
65+,63.695714154152796,65.03254488725148,C,A,D,1
51-65,39.457894821896744,-2.7062218585216566,A,C,E,0
65+,-135.77510489961688,47.608867065373,A,A,D,1
36-50,-34.257960309922304,89.0445612872197,E,D,B,1
36-50,19.981619485124064,-57.877873953639856,D,D,D,0
65+,-69.83271999441824,-49.61012161768477,E,E,C,1
36-50,-65.8524286012235,-29.919075773963442,E,C,D,1
36-50,91.45916550735302,204.48268575988976,C,C,C,1
51-65,-37.015365637323995,137.32040758576943,A,D,C,1
36-50,-232.61146622668196,6.955498075565533,A,C,E,0
26-35,169.94044556659264,108.81926074549308,B,B,C,0
36-50,36.83777997423067,-15.199993129493658,B,C,E,1
65+,-177.67695996148373,41.54822416213449,D,D,B,0
36-50,-36.32624093623623,138.96774330627346,D,D,A,1
36-50,-150.78159957536937,98.32120591351999,A,B,D,1
18-25,-78.22761680714446,-63.512854115613656,A,A,E,0
36-50,76.36905414359991,-109.54244918943972,E,B,E,0
18-25,-61.87036521106044,39.51663683683117,A,A,C,1
51-65,158.7605058029012,-119.94828875971699,D,A,D,0
18-25,19.539698716361343,144.2562415711919,A,B,D,1
18-25,-102.8466938824038,-17.54474475785652,D,C,C,1
18-25,-150.3489463166383,-48.76143768295631,E,E,C,0
65+,-28.306924374649217,-28.281069846347524,E,A,C,0
36-50,122.31069478620897,-184.2070458156251,A,A,D,0
51-65,159.56643347219563,-96.54279773085018,A,B,B,0
65+,-56.09639427965061,-55.75514563715303,E,A,B,1
18-25,-9.594450234090116,72.62862743157234,E,E,B,0
65+,150.0999653689511,8.668395351797672,E,A,E,1
65+,28.39076808027649,144.8892331252965,E,B,C,1
26-35,-7.78774803737937,69.89698121952578,A,E,E,0
18-25,95.15152364082573,-38.210914360578876,B,A,C,1
51-65,137.22197091117502,142.47328458544212,A,B,A,0
36-50,-104.50894567212691,70.28107448309021,A,D,C,0
26-35,-110.67305294528053,-29.541622468129848,A,C,C,0
65+,-65.00572147053818,-137.96823395661707,A,D,D,1
51-65,-85.28597567843323,-80.97071129733858,E,B,C,1
18-25,-40.092010623281745,-79.04469828052846,B,C,E,1
65+,-90.88953664028192,-122.3881681842514,E,C,A,1
51-65,-8.925013083444853,57.17032553975645,D,A,E,0
26-35,-93.29643901920258,-96.80894443638631,E,D,D,1
65+,-118.50353931045423,197.10011166547278,E,B,D,0
18-25,-67.41314999749285,110.16936679202188,E,B,B,0
18-25,-83.00344837127946,208.8893618977751,C,A,E,0
51-65,-56.0036777152907,89.5125280140384,C,B,C,0
65+,127.0144573855642,-112.74558913868233,B,A,A,1
65+,-104.46099175191783,-2.9583943373802377,E,D,A,0
65+,36.00985011180502,-178.12331640213392,E,A,C,1
51-65,-96.1644751855098,95.10289374203674,B,A,A,1
18-25,109.95053406614545,30.42935203812845,B,E,B,0
65+,-172.35042280878133,103.89358871760386,D,D,E,1
36-50,21.0243010019516,279.81575709976585,D,E,E,1
26-35,85.87677688929783,-22.02271925718217,D,C,C,0
18-25,68.21193399657169,154.4945708725046,C,C,C,1
26-35,-93.14450871532308,28.727356625672883,B,C,C,0
65+,91.12763018501386,-4.015918929383014,D,A,C,1
26-35,252.41310651722037,163.01250623871354,C,D,E,1
26-35,-7.812664263679905,189.78042321316516,D,D,E,1
51-65,-119.72731311081803,-149.66076175561477,C,D,D,1
65+,-21.610721784417347,-51.533946147780064,A,B,C,1
65+,111.34131547660513,18.4276864035043,B,C,A,0
26-35,-155.5721403127975,2.1910092077558203,A,A,D,0
65+,-168.1346218832372,-50.01649225527094,D,B,E,0
36-50,-158.39943464380136,140.0486335364918,A,A,E,1
51-65,7.022660491835104,209.15830909454507,E,E,D,0
51-65,-46.39213265596312,23.72673648964029,A,E,B,0
51-65,-42.546229771111385,104.11690679348288,E,A,B,1
18-25,41.59008723459106,-222.83015267501204,E,C,A,0
65+,101.77369176163839,8.609045514352493,C,E,B,0
65+,64.86551712134518,2.0809764204194234,D,E,D,0
26-35,-9.703004902816579,76.26164795095204,E,C,B,1
65+,8.257223238393207,-244.4150466131614,A,B,B,1
26-35,-43.465266725914454,205.57388264713876,A,B,C,1
51-65,-133.7176467052287,35.47076806762234,D,B,C,0
26-35,-13.713702501486067,67.71286445138284,D,A,B,1
18-25,-7.761018007401588,82.98127816449683,C,A,A,0
18-25,-101.85805020391012,114.90691989083928,C,B,E,0
18-25,6.334701875841662,-35.623899896923724,D,E,E,0
36-50,-118.52710498533379,-130.61992334948917,C,C,C,0
36-50,-111.58476491684353,-94.02446953457981,B,C,E,1
26-35,-45.65548167264138,18.92661836316572,A,D,C,0
18-25,-15.570567670223085,118.7037132394144,D,C,A,0
36-50,55.181646224285274,-43.556902906819595,E,A,A,0
65+,-13.672714880062575,-91.57635714101112,E,D,E,0
18-25,69.44835097970595,-108.83880141869331,A,C,C,1
26-35,-20.277335931871285,39.89381989066135,B,A,E,0
36-50,-68.77608938310163,201.50806349277607,C,B,C,0
65+,-45.31669940292385,-105.11996910593729,D,D,C,1
51-65,69.87330704887854,23.776836777815554,D,A,A,1
51-65,-99.52976933038278,32.15825728643027,E,A,E,1
51-65,38.799927478078814,153.39304238130035,B,C,C,0
51-65,-200.5061600147803,-47.57701842392804,B,B,D,1
51-65,-161.03302182510427,87.6403732458822,D,E,C,1
18-25,-106.67247080130345,38.948611245373336,E,B,D,0
18-25,147.73061768841862,5.545126414247427,E,B,D,0
26-35,-32.62757134852742,16.671952981220738,B,A,B,0
26-35,-223.3899467758239,120.61329393852293,E,C,B,1
51-65,-89.00208518996912,-25.8348107651406,C,C,B,1
51-65,137.61795093164247,119.99270256951486,E,C,D,1
18-25,-23.339670468817527,157.88037049260663,C,D,B,0
51-65,-10.040146994311055,40.629490277885324,A,A,A,1
18-25,-8.753039937155851,113.61346292806338,B,C,B,0
51-65,-159.04276902715685,75.73821676734032,D,E,B,0
18-25,-96.69810970450771,-84.52216648816672,D,A,B,1
65+,61.597637473491176,60.76986164635536,C,B,E,1
18-25,-109.57682513165274,65.40937057272049,B,E,E,1
36-50,44.4579675596894,63.09229037537125,A,D,B,0
51-65,-133.58669569704497,77.35459194843418,D,B,D,0
36-50,-25.437853259927053,25.358019155078043,E,D,C,0
18-25,171.33859851467273,29.07590521476785,D,C,A,1
26-35,30.656933123034158,-29.68643746403621,E,B,D,0
26-35,-89.62358691798285,220.75290510836737,C,C,E,0
65+,-44.321364642462406,2.3857769405101403,D,B,B,1
26-35,57.028386486839324,-105.53170567927795,D,D,D,0
36-50,-157.67800704864408,-21.32513497648281,D,E,B,0
26-35,113.81520776511572,-63.49507433637284,B,C,E,1
51-65,-46.21508002555453,-45.913320884434725,A,A,B,1
18-25,36.44158058336488,-85.36245186821677,B,E,D,0
36-50,-11.3472110852987,22.886619334568064,D,B,E,1
18-25,-9.795149336050944,124.09932790418152,E,D,E,0
65+,-305.6400532666883,-134.33155564465127,B,A,C,1
51-65,174.2456328228884,-50.31000919530305,B,D,A,0
26-35,-125.91862518120519,161.05013617246402,C,D,E,1
65+,151.60590156446506,-41.16937857485799,C,D,A,1
51-65,-16.407476436462296,-20.1793514499543,B,D,E,0
26-35,-19.962156315446496,-98.57147452342963,A,A,D,0
26-35,32.93476204884913,55.005344695089896,D,C,C,1
51-65,66.39198012632366,19.47974647313371,B,A,E,0
65+,108.28523948924278,37.303992273967744,C,E,E,1
65+,6.836841628923153,74.28690633010275,E,D,B,1
51-65,98.06054297330343,6.230694634347913,E,B,A,0
26-35,6.292050893707181,85.62775882737542,E,A,C,0
36-50,137.3956218158129,142.38135980169798,B,E,A,1
18-25,-27.278281305799272,5.31591331366699,D,A,D,1
26-35,10.390936081255955,-3.8545351567235238,A,C,B,1
65+,119.53972090278174,41.52625589381977,C,D,C,0
18-25,25.397373278854644,-98.92503995733179,B,B,E,1
36-50,19.445838908621457,31.72566814011392,A,E,E,0
51-65,-84.31374793968564,57.037196260974696,D,A,A,1
65+,-131.8306678122476,-17.476689750876737,A,D,B,0
26-35,-124.14223752856621,96.90069484605269,A,B,E,0
26-35,-91.55006327664353,-26.25226902148598,A,E,D,0
18-25,-191.16895929719757,-7.250468751846741,E,E,D,1
36-50,148.51662824628698,-91.81860180844855,D,C,B,1
36-50,-68.14403217319206,47.04663275441198,D,C,E,0
36-50,-6.052469174875793,157.10733009541585,A,A,D,1
65+,-18.831835050855517,175.7261481381138,D,A,B,1
26-35,-100.87015935784036,-157.86082411325256,C,A,A,1
26-35,-92.99382576140285,-104.23983068004404,C,E,A,1
18-25,-162.86046895254148,158.25885143068317,A,E,C,0
65+,-25.602294338664457,-154.28654848707043,E,D,D,1
18-25,-14.140856809669264,-104.5303391973516,E,B,E,0
18-25,-0.37378667710558505,-168.93059842438342,B,B,C,0
18-25,72.89567677319992,55.82745709846492,D,A,A,0
36-50,-42.079141605698474,92.99434672969267,B,C,A,1
26-35,93.4021356264529,99.91404648401297,D,E,A,1
26-35,50.76056069658625,25.785168994658413,C,A,D,1
65+,57.20308513945833,73.50799826884418,C,D,B,1
26-35,-159.483757489629,-36.523014137411764,A,A,C,0
18-25,93.43781774197753,-99.95477067939096,A,B,E,1
51-65,-197.64872503676548,153.79414688150493,A,E,D,1
65+,-72.9044155540558,-56.35544140858404,C,A,A,1
26-35,-13.035022019021852,-92.38632673328726,E,E,E,1
36-50,48.8841128688915,-69.77967930394767,A,E,E,0
18-25,159.53310994797602,-15.971697890854422,D,D,E,1
36-50,29.534664470655496,62.069824928952436,D,A,C,1
36-50,-4.065250449005722,-0.8436673440320899,A,C,B,0
51-65,19.66943724096758,-27.773373913593748,A,D,B,1
26-35,49.72270916436341,-20.851209574340984,D,B,A,0
65+,-131.47374357955385,-34.935222478802,C,A,E,1
51-65,23.718575106837953,118.83846042390356,E,A,E,1
18-25,114.53237588687621,23.609684510987268,C,A,D,1
65+,-45.99698954770569,-157.9354912889502,C,E,B,1
18-25,-207.87218278244842,165.71865475763826,A,D,C,1
36-50,-50.882344198010955,-27.025747693394315,C,A,C,0
18-25,111.35956376472058,-106.30218150196316,A,A,B,1
18-25,67.98409212148847,-26.38700079282007,D,A,B,0
51-65,-118.43738804650022,138.90929099333425,A,A,B,0
65+,-14.202464344727032,33.72025773496068,D,B,E,1
26-35,115.5988851639059,-72.16124528738565,B,C,A,1
26-35,-106.83445742670474,-100.12272739498296,A,A,A,0
65+,-4.2824760310201775,100.2787076519714,C,D,B,1
18-25,-27.99105797400898,-36.35105428899836,C,E,C,0
18-25,11.678203044659098,73.05335256688925,A,E,E,0
36-50,-175.3676511979035,-72.86509150137294,D,D,E,1
65+,98.29068676335201,80.72214733978363,A,C,E,0
36-50,-1.7126104486117086,-50.42449904967749,D,C,B,0
65+,-43.49191949599935,-60.039315280335025,D,C,D,0
51-65,94.36166701268317,-52.24938039115875,B,B,B,0
36-50,-40.49936431905355,72.5324432590848,E,E,A,1
26-35,69.41357797632509,-245.43868210954787,E,E,E,1
36-50,-76.45096441003474,112.98038437104923,A,C,C,0
26-35,-2.1374076633362327,-70.67426643173775,C,A,A,1
36-50,-54.67341246014061,196.19164715091003,B,C,E,0
18-25,30.362412542258227,-15.517003667369353,E,B,B,1
51-65,-34.26569581903907,103.40382864880213,B,E,E,0
65+,-19.025941724828208,138.84803636744968,B,D,D,1
26-35,25.15731310017486,-126.73972071602235,E,C,C,0
65+,78.85345083251316,-46.30435827244674,A,D,B,1
65+,-23.454568840239205,-62.8053126605961,A,C,B,0
18-25,46.0218916588612,-18.418018192207157,D,B,D,0
65+,51.674115468503686,-155.53887662095013,B,A,D,1
26-35,-16.1991401076942,6.782137439097758,C,B,B,1
26-35,-115.15057032671888,59.848919715217754,D,A,A,0
36-50,131.19014564958218,36.74073669901176,A,B,E,1
26-35,-148.0733057609364,74.6459585258384,A,E,D,0
18-25,-13.402409654978136,138.9241814046021,D,D,C,0
65+,38.34440327016974,-1.3578603144087218,B,C,B,1
26-35,119.27426199125826,53.583684887433094,C,A,A,1
51-65,-2.6706429904621425,-92.26433271893345,B,A,C,1
18-25,-229.38249516682902,23.701459637608,D,B,D,0
65+,121.85414855568375,-125.55452652971528,B,C,C,0
65+,157.3381564224159,-140.83146971064764,C,D,D,1
65+,-132.91509709999718,-64.85247307771938,E,D,B,0
18-25,2.0107344702224452,26.36985531358326,A,B,D,0
26-35,150.09311103685613,-33.90449865955136,E,D,A,0
36-50,-1.9245073085753877,91.07907375254719,C,E,B,1
18-25,87.94765931475939,-20.258741419612182,B,E,E,0
18-25,-115.6490109536974,40.77991125470469,C,C,A,1
51-65,111.90984272825834,181.3029100998093,A,B,E,1
18-25,107.60806323227341,-89.71976085942542,D,D,D,0
65+,-80.98111799763788,-136.51242511897047,D,C,C,1
